[00:00:09.488 --> 00:00:11.169]  Vulnerable has no price.
[01:12:35.703 --> 01:12:44.005]  Okay, let's go ahead and go to Chris in Tampa, Florida, speaking of things that'll boost your immune system against viruses.
[01:12:44.705 --> 01:12:49.147]  And no, folks, antibiotics will not... I'm getting calls going, this antibiotic's good, that antibiotic's good.
[01:12:49.947 --> 01:12:51.847]  Antibiotics do nothing with viruses.
[01:12:51.887 --> 01:12:53.548]  You have to have antivirals.
[01:12:54.448 --> 01:12:55.668]  Chris in Tampa, Florida.
[01:12:57.689 --> 01:13:00.090]  Folks, antibiotics are for bacteria.
[01:13:01.790 --> 01:13:03.170]  Because they don't have a cell wall.
[01:13:03.511 --> 01:13:04.911]  Chris in Tampa, Florida, you're on the air.
[01:13:06.284 --> 01:13:08.805]  Your phone is really bad, so please get to it quick.
[01:13:32.702 --> 01:13:42.168]  Yeah, if we're able to hold a gun, but the influenza viruses, the H5N1 bird flu, is a lipid envelope virus.
[01:13:42.248 --> 01:13:54.857]  I don't know about this current one, but lipid envelope viruses can be dissolved by inexpensive supplements like lecithin or magnesium peroxide products that release oxygen in your system or ozone.
[01:13:55.477 --> 01:14:02.302]  And echinacea, the first caller mentioned, I might be wary of that because it boosts the immune system.
[01:14:02.602 --> 01:14:10.204]  It might cause hemorrhagic fever, which is why the younger people with a strong immunity succumbs to this flu and other flus.
[01:14:10.604 --> 01:14:12.044]  You know, that's true.
[01:14:12.424 --> 01:14:15.125]  Explain how that happens, because I forget exactly.
[01:14:15.485 --> 01:14:22.527]  The people that really have good immune systems, somehow it then goes haywire into overdrive with hemorrhagic fever.
[01:14:23.621 --> 01:14:32.370]  Yes, inflammation and bleeding just goes into your lungs and you're internally bleeding your lungs and other organs.
[01:14:32.551 --> 01:14:41.120]  But this is the immune response or the fact that a lot of your cells can't get through inflamed
[01:14:41.220 --> 01:14:41.440]  I think?
[01:14:59.139 --> 01:14:59.760]  Yeah, I think so.
[01:15:17.917 --> 01:15:18.157]  I'm good.
[01:15:37.847 --> 01:15:40.389]  Well listen, speak of the devil!
[01:15:40.650 --> 01:15:46.616]  We got Dr. Deagle coming up for you in about 15-20 minutes to pop in with a quick 5-minute report.
[01:15:57.751 --> 01:16:01.795]  I'm going to have him and a lot of others on throughout the week coming up this week.
[01:16:01.875 --> 01:16:03.217]  Do I have time to go one more call?
[01:16:03.257 --> 01:16:03.757]  I don't, do I?
[01:16:04.298 --> 01:16:06.120]  Okay, I'm going to try to hurry through your calls now.
[01:16:06.180 --> 01:16:07.081]  Thank you so much, caller.
[01:16:07.581 --> 01:16:08.722]  Ken in Swartz, Texas.
[01:16:08.803 --> 01:16:10.004]  School's closed for five days.
[01:16:10.024 --> 01:16:10.825]  Let's report on that.
[01:16:11.205 --> 01:16:12.166]  Stuart in Mass.
[01:16:13.487 --> 01:16:14.589]  Blaine in Austin.
[01:16:16.340 --> 01:16:18.321]  And, uh, George in Los Angeles.
[01:16:19.362 --> 01:16:21.383]  So, uh, we'll go ahead and open the phones up to everybody, too.
[01:16:21.423 --> 01:16:22.924]  I just want to hear from folks in Mexico City.
[01:16:22.944 --> 01:16:23.444]  877-590-5525 or 512-8360-590.
[01:16:23.484 --> 01:16:24.685]  Infowars.com is my website.
[01:16:32.253 --> 01:16:37.718]  Millions of Americans are beginning to realize the enormity of the economic and political problems facing the U.S.
[01:16:37.758 --> 01:16:38.278]  and the world.
[01:16:38.539 --> 01:16:42.021]  And for the first time in their lives, they are feeling the need for preparedness.
[01:16:42.422 --> 01:16:48.647]  Ready Reserve Foods has been in continuous operation, manufacturing the finest and dehydrated foods for almost 40 years.
[01:16:48.907 --> 01:16:50.689]  Ready Reserve is the manufacturer.
[01:16:50.949 --> 01:16:58.896]  Unlike other companies that just broker canned foods, Ready Reserve controls the quality from start to finish with double enameled cans and nitrogen packaging.
[01:16:59.156 --> 01:17:03.599]  When purchasing from Ready Reserve Foods, you are buying factory direct at wholesale prices.
[01:17:03.860 --> 01:17:09.404]  Other companies are quoting delivery times of one to two months, while Ready Reserve ships within five business days.
[01:17:09.664 --> 01:17:11.686]  Many companies do not even offer a catalog.
[01:17:11.846 --> 01:17:15.228]  We will be more than happy to send a catalog to you, free of charge.
[01:17:15.528 --> 01:17:17.650]  Dial 1-800-453-2202, 1-800-453-2202, or visit our website at readyreservefoods.com.
[01:17:26.736 --> 01:17:37.220]  On the average, Americans work between 45 to 50 years hoping to build up enough wealth to retire and live out their golden years.
[01:17:37.660 --> 01:17:45.443]  Unfortunately, with taxation, the rising cost of food, energy, housing, and medical, many retirees are forced to live below the poverty line.
[01:17:45.783 --> 01:17:51.365]  Is this a flaw-free enterprise, or is our monetary unit we call the Federal Reserve Note forcing us into perpetual debt
[01:17:51.685 --> 01:17:53.646]  Ensuring inflation and higher taxes.
[01:17:53.946 --> 01:17:58.687]  These questions and more can be answered by reading G. Edward Griffin's book, The Creature from Jekyll Island.
[01:17:59.027 --> 01:18:03.769]  Congressman Ron Paul states, it's what every American needs to know about central bank power.
[01:18:04.249 --> 01:18:08.110]  A gripping adventure into the secret world of international banking cartel.
[01:18:08.591 --> 01:18:09.611]  Hi, this is Ted Anderson.
[01:18:09.691 --> 01:18:13.712]  I will give a silver dollar from the early 1900s to anyone who purchases this book.
[01:18:13.732 --> 01:18:14.613]  Call 1-800-686-2237 and order a copy today.
[01:18:19.074 --> 01:18:21.638]  It's critical that the public be made aware of the system.
[01:18:22.078 --> 01:18:23.741]  Call and order your copy today at 1-800-686-2237.
[01:18:23.861 --> 01:18:24.081]  That's 1-800-686-2237.
[01:18:31.488 --> 01:18:33.249]  Three Alex Jones here with a question.
[01:18:33.429 --> 01:18:34.890]  What does humidity mean to you?
[01:18:35.170 --> 01:18:37.391]  Most people think of hot and sticky summer days.
[01:18:37.851 --> 01:18:42.594]  But many people are beginning to realize that humidity can be a valuable source of pure drinking water.
[01:18:42.994 --> 01:18:45.836]  That's why I'd like you to visit acolablue.com.
[01:18:46.176 --> 01:18:49.718]  Acolablue is a state-of-the-art atmospheric water generator.
[01:18:50.078 --> 01:19:02.083]  Producing purified drinking water from the humidity in the air using reverse osmosis and a five-stage carbon and UV light filtration system which produces great tasting water at an unbeatable price.
[01:19:02.623 --> 01:19:04.624]  Finally, drinking water that you control.
[01:19:04.944 --> 01:19:05.945]  I use one every day.
[01:19:06.365 --> 01:19:11.827]  Say goodbye to expensive water delivery services and storing five gallon bottles of water in your home.
[01:19:12.047 --> 01:19:14.328]  The Ecola Blue 28 is shipped right to your home.
[01:19:14.628 --> 01:19:17.811]  Ready to make close to seven gallons a day right out of the box.
[01:19:18.032 --> 01:19:19.833]  They have a 30-day money-back guarantee.
[01:19:19.974 --> 01:19:21.455]  Call Ecolablue right now at 1-800-691-6043.
[01:19:21.575 --> 01:19:21.876]  That's 1-800-691-6043.
[01:19:21.896 --> 01:19:23.597]  Or visit Ecolablue at E-C-O-L-O-B-L-U-E dot com today.
[01:19:31.465 --> 01:19:33.346]  The world appears to be on the brink of collapse.
[01:19:33.647 --> 01:19:40.511]  Experts say a pinch of heirloom vegetable seed could soon be the most valuable resource on earth because it will provide healthy food now and every year after.
[01:19:40.771 --> 01:19:46.615]  Survivalistseeds.com now has the heirloom garden seed time capsule, allowing you to store your seeds for the future anywhere.
[01:19:46.755 --> 01:19:47.616]  Even underground.
[01:19:47.656 --> 01:19:59.883]  For 100 years, the Heirloom Garden Seed Time Capsule can withstand 3 tons of weight, is 100% rodent-proof, waterproof, and comes with a whopping 6,000 healthy vegetable seeds from 20 varieties that will grow anywhere in the USA.
[01:20:00.063 --> 01:20:06.647]  Unless you trust the government, the Heirloom Garden Seed Time Capsule and Heirloom Seeds from survivalistseeds.com is your long-term food solution.
[01:20:06.687 --> 01:20:07.588]  You're listening to GCN.
[01:20:36.517 --> 01:20:43.085]  Man, I feel like I'm a 1970's Mac Daddy pimp rolling right now to this music.
[01:21:02.685 --> 01:21:09.871]  Yeah, just a bit of gallows humor from the one and only Alex Jones.
[01:21:09.911 --> 01:21:10.412]  That's me.
[01:21:10.512 --> 01:21:13.814]  Thank you so much for joining us on this Sunday edition.
[01:21:13.834 --> 01:21:15.336]  You know I have a weekday show, 11 a.m.
[01:21:15.356 --> 01:21:15.896]  to 3 p.m.
[01:21:16.296 --> 01:21:17.357]  Central Standard Time.
[01:21:17.477 --> 01:21:20.099]  The place is PrisonPlanet.com, Infowars.com.
[01:21:20.520 --> 01:21:27.866]  Syndicated across the nation, I made the new film, The Obama Deception, now out on DVD, showing how Barack Obama works for the very same interests.
[01:21:28.446 --> 01:21:55.271]  The way the media and the government is hyping this, they have flus every year that kill hundreds of thousands of people worldwide, 15,000 in the US, more than 15,000 in Mexico, because they have more poor folks and worse sanitation and less access to medicine.
[01:21:55.951 --> 01:21:57.231]  So, I mean, 80 deaths?
[01:21:57.291 --> 01:21:57.931]  This is nothing.
[01:21:59.252 --> 01:22:02.976]  And let's say it runs the gamut for the next couple months and kills a couple thousand.
[01:22:03.016 --> 01:22:03.797]  That is nothing!
[01:22:04.678 --> 01:22:12.005]  You know, there's literally hundreds of thousands dying, drowning in the car wrecks and three hundred and something thousand die a year.
[01:22:12.846 --> 01:22:19.593]  The American Medical Association admits from just bad medication interactions, prescription interactions.
[01:22:20.053 --> 01:22:22.516]  So you don't see all this ripping out of the hair and you've got
[01:22:23.499 --> 01:22:29.505]  The Chicago Tribune reporting Illinois-based Baxter working on swine flu vaccine.
[01:22:30.867 --> 01:22:34.170]  These are the same folks that have been caught mixing bird flu with the vaccines.
[01:22:34.350 --> 01:22:35.471]  Mainstream news, folks.
[01:22:36.993 --> 01:22:39.876]  Strict measures to fight deadly flu in Mexico.
[01:22:39.896 --> 01:22:41.137]  Vaccination program is underway.
[01:22:41.949 --> 01:22:46.934]  That's a headline out of World News, out of Euronews.net.
[01:22:47.355 --> 01:22:54.943]  Vaccination programs underway, but the emergence of a mixture of viruses has taken experts by surprise and forced Mexico's president to appeal for calm.
[01:22:55.664 --> 01:22:59.968]  So, I mean, how can they have a vaccine for something that just popped up?
[01:23:00.649 --> 01:23:01.290]  Just amazing.
[01:23:01.310 --> 01:23:02.010]  So that's some of what we have.
[01:23:02.050 --> 01:23:03.372]  I want to blitz through your calls.
[01:23:04.560 --> 01:23:08.967]  And then coming up, we're going to have Dr. Bill Deagle, who does a show on the Genesis Network, where I do one.
[01:23:08.987 --> 01:23:12.993]  I'm going to pop in just briefly because I want to get to all your calls with his take.
[01:23:13.093 --> 01:23:13.955]  I don't know his take yet.
[01:23:13.975 --> 01:23:19.664]  We'll find his take on this, but he's been big on the bird flu the last few years, researching and saying it was coming.
[01:23:20.836 --> 01:23:21.517]  Thanks for taking the call.
[01:23:21.537 --> 01:23:24.859]  Let me give you a little rundown of what's been going on out here Thursday afternoon as it were.
[01:23:46.212 --> 01:23:56.996]  They were calling everybody in this area with a recorded call saying that they had confirmed two cases of swine flu at Steele High School, which is in Cibolo.
[01:23:57.836 --> 01:24:01.177]  Well then, they closed Steele down on Friday.
[01:24:01.317 --> 01:24:05.999]  Well then, it followed up with a letter we got Saturday from the school district saying what had happened.
[01:24:06.599 --> 01:24:15.022]  About three hours ago, they called again, and now they've closed down all the schools in Cibolo, Church, and Universal City.
[01:24:16.440 --> 01:24:29.677]  Now of course you know that all this sits right outside the front gate of Randolph Air Force Base and I don't have any news on that but they have a high school on the base there and I'm sure they've got an elementary school so I don't know what else is going on there.
[01:24:30.697 --> 01:24:35.358]  Well, you know the last two swine flu epidemics broke out on U.S.
[01:24:35.378 --> 01:24:40.020]  military bases and were genetically engineered, that's clear, designer viruses.
[01:24:40.980 --> 01:24:49.703]  And then they had a, quote, forced inoculation program in 76 for it, but it killed so many people that they had to stop it because people refused to take it.
[01:24:50.363 --> 01:24:56.245]  So, you watch, folks are lining up already just to get the regular flu shot, which has no connection to this flu.
[01:24:57.014 --> 01:25:01.097]  Listen, my mother was never sick, but she was getting ready for a triathlon years ago, like a decade ago.
[01:25:18.021 --> 01:25:19.583]  She took a flu shot and it almost killed her.
[01:25:20.263 --> 01:25:26.329]  And they admit the smallpox shot, the flu shots, actually gives people, in many cases, flu and smallpox and anthrax.
[01:25:26.370 --> 01:25:28.492]  They gave it to the troops, killed a bunch of them.
[01:25:28.812 --> 01:25:30.614]  These vaccines are dangerous, folks.
[01:25:31.094 --> 01:25:34.258]  They grow them in dead monkeys and dead babies.
[01:25:35.038 --> 01:25:45.947]  Even the seed stock, when they grow them on egg whites, the original seed stock from where the pathogen came from was grown on dead monkeys or dead humans nine times out of ten.
[01:25:46.267 --> 01:25:50.411]  So there's all those other viruses and human DNA involved, cancer viruses.
[01:25:50.431 --> 01:25:52.573]  You know, Google vaccines and cancer viruses.
[01:25:52.853 --> 01:25:54.394]  I can't believe folks don't know about this.
[01:25:54.774 --> 01:25:58.597]  Almost every major vaccine line out there is filled with viruses that cause cancer.
[01:25:59.018 --> 01:26:00.479]  Then no wonder cancer's way up.
[01:26:00.799 --> 01:26:02.000]  These vaccines are deadly.
[01:26:02.320 --> 01:26:02.721]  Period.
[01:26:03.241 --> 01:26:03.501]  I agree.
[01:26:03.521 --> 01:26:04.242]  Yes, go ahead.
[01:26:17.203 --> 01:26:18.704]  Man, I'm on the Alex Jones Show.
[01:26:18.744 --> 01:26:19.464]  You are, go ahead.
[01:26:20.264 --> 01:26:36.730]  Yeah, I guess I gotta be quick because you're putting two calls, but no, I did want to say something on the subject, which is, if they do use them, I'm almost convinced they're going to go with a pandemic because if you think about it, once that gets out of the bag, man, there's almost nothing anybody can do about it.
[01:26:36.770 --> 01:26:38.051]  They just have to follow orders.
[01:26:38.071 --> 01:26:38.871]  I mean, even cops.
[01:26:39.692 --> 01:26:42.333]  And that's the perfect cover to bring in.
[01:26:42.713 --> 01:26:43.273]  Yeah, exactly.
[01:26:43.293 --> 01:26:46.094]  That's the perfect cover to bring in the police state they need.
[01:26:47.037 --> 01:26:54.539]  Yeah, totally, and I just wanted to talk about, like, I've looked myself being an info warrior since before it was popular.
[01:26:55.780 --> 01:27:03.442]  I'm kind of like, I'm not, you know, some psycho kid living with my parents, but I am one of those kids, like, trust me, man, I have fought the battle.
[01:27:03.502 --> 01:27:06.103]  I've been, like, snubbed off of campuses, lost.
[01:27:06.954 --> 01:27:08.674]  Countless friends.
[01:27:08.874 --> 01:27:10.295]  Every girlfriend I've ever had.
[01:27:10.315 --> 01:27:12.715]  This is a bad fight.
[01:27:12.795 --> 01:27:18.557]  Well, the French Resistance had people trying to kill them, though, when they were fighting the Nazis.
[01:27:18.997 --> 01:27:20.637]  So knowing you're doing the right thing is what matters.
[01:27:20.697 --> 01:27:23.718]  But, I mean, look, our movement's becoming more and more mainstream.
[01:27:23.758 --> 01:27:26.559]  It may be just kind of the circle you're in.
[01:27:26.959 --> 01:27:30.480]  But you ought to just get with like-minded patriots and try to wake folks up en masse.
[01:27:30.500 --> 01:27:31.460]  But we salute your work.
[01:27:31.820 --> 01:27:32.900]  I appreciate your call, Stuart.
[01:27:32.920 --> 01:27:33.660]  Keep up the great work.
[01:27:34.041 --> 01:27:35.361]  George in L.A., you're on the air.
[01:27:35.381 --> 01:27:35.741]  Go ahead.
[01:27:36.724 --> 01:27:40.327]  Hey Alex, man, I'm so happy to hear from you and to talk to you, man.
[01:27:40.427 --> 01:27:43.569]  I want to let you know you're doing a great job, man, and you're my idol, bro.
[01:27:43.909 --> 01:27:47.091]  No, no, all you out there fighting tyranny are my idols, but go ahead.
[01:27:47.632 --> 01:27:54.756]  And Alex, I just want to let you know that on the day of the tax rally, we went to Glendale, California.
[01:27:54.796 --> 01:27:55.717]  We were wearing our 9-1-1.
[01:27:55.797 --> 01:27:58.219]  It was an inside job, and we went with
[01:28:01.362 --> 01:28:15.615]  Yeah, for those that don't know, we just had the second, last November 22nd, we had the end of the Fed, protests at Fed locations, private Federal Reserve.
[01:28:15.635 --> 01:28:22.021]  We had another big one all over the United States yesterday, pointing out the real enemy of the people, the private bankers.
[01:28:22.061 --> 01:28:22.402]  Go ahead.
[01:28:22.902 --> 01:28:23.322]  You know what?
[01:28:23.383 --> 01:28:31.689]  What's so ironic, Alex, is that the day of the taxation, when we went to go do the rally, there was no chemicals hardly able to spray that day.
[01:28:31.709 --> 01:28:35.352]  Because I wanted to go and point out to people, because these people need to wake up, man.
[01:28:35.372 --> 01:28:36.814]  They really need to wake up.
[01:28:37.174 --> 01:28:40.517]  Alex, I mean, I've been awake for about a year now.
[01:28:40.977 --> 01:28:42.258]  I've totally changed my life.
[01:28:43.059 --> 01:28:47.703]  And I'm trying to talk to people, but people are kind of giving me the
[01:28:48.263 --> 01:28:52.748]  What happens is, George, a prophet's never known in his own country, and people think...
[01:28:54.804 --> 01:28:55.765]  Nothing of themselves.
[01:28:55.805 --> 01:28:58.887]  They're so insecure about themselves.
[01:28:59.327 --> 01:29:09.333]  When they hear about something scary, they don't respect themselves, so they don't want to hear about it because they can't imagine that they could actually change things or that they could make the world a better place.
[01:29:09.513 --> 01:29:14.797]  You think enough of yourself and have it in your spirit and who you are to stand up and get the word out.
[01:29:14.837 --> 01:29:16.598]  So let people laugh now at you.
[01:29:17.058 --> 01:29:18.479]  Later, they will thank you.
[01:29:18.519 --> 01:29:19.379]  God bless you, George.
[01:29:19.419 --> 01:29:20.080]  We're out of time.
[01:29:20.100 --> 01:29:23.222]  All right, I'm going to come back, play this audio video clip.
[01:29:23.702 --> 01:29:26.445]  Guess we're not simulcasting in Prison Planet.TV, so it's audio only.
[01:29:26.465 --> 01:29:29.387]  It is a video clip of a fake government newscast.
[01:29:30.188 --> 01:29:30.909]  Wait till you hear this.
[01:29:31.489 --> 01:29:36.974]  Did you know many vitamin and mineral supplements on the market are made from rocks and ground up shells?
[01:29:37.455 --> 01:29:38.175]  Think about that.
[01:29:38.215 --> 01:29:40.818]  Would you swallow a handful of shells you found at the beach?
[01:29:41.318 --> 01:29:44.279]  Our body wasn't designed to digest rocks and shells.
[01:29:44.539 --> 01:29:54.342]  Hello, my name is Dr. David Friedman, formulator of Chews for Health, a delicious tasting chewable dietary supplement derived from 16 fruits, vegetables, and antioxidants.
[01:29:54.803 --> 01:30:00.365]  Unlike hard to digest pills, Chews for Health is a convenient chewable which allows for better digestion.
[01:30:00.605 --> 01:30:01.665]  The choice is yours.
[01:30:01.785 --> 01:30:07.067]  Swallow rocks and shells to supplement your diet or a natural chewable product you can better digest.
[01:30:07.407 --> 01:30:10.628]  Chews for Health, the world's first super fruit, sea vegetable,
[01:30:11.128 --> 01:30:11.949]  I don't know.
[01:30:31.736 --> 01:30:35.717]  If you have over $10,000 in credit card debt, you need to hear this.
[01:30:35.998 --> 01:30:40.619]  Have you been watching the banks getting their bailout money and wondering where your relief is?
[01:30:40.899 --> 01:30:43.320]  The answer you're looking for is the bailout group.
[01:30:43.460 --> 01:30:48.722]  The bailout group has settled over $100 million in credit card debt for people just like you.
[01:30:49.022 --> 01:30:55.284]  The bailout group can help cut your debt by up to 60% of its original value, removing those high interest fees and
[01:30:55.384 --> 01:30:55.764]  I think so.
[01:31:27.986 --> 01:31:37.412]  How would you like to finally be debt free without paying another cent to creditors and not have to file bankruptcy?
[01:31:37.693 --> 01:31:41.135]  DebtCrisisSolutions.com can help free you from the debt trap.
[01:31:41.315 --> 01:31:46.038]  This is not a debt settlement program which has tax consequences or debt consolidation.
[01:31:46.178 --> 01:31:49.641]  With our program, there are no more payments to creditors or collectors.
[01:31:49.881 --> 01:31:50.101]  We're good.
[01:32:05.899 --> 01:32:09.001]  Finally, proven debt solutions that work for the people.
[01:32:09.202 --> 01:32:11.283]  Become debt free in 90 days.
[01:32:11.483 --> 01:32:13.705]  Doing nothing doesn't make the debt go away.
[01:32:13.885 --> 01:32:18.208]  Call Debt Crisis Solutions today and speak to an advisor absolutely free.
[01:32:18.389 --> 01:32:18.609]  Call 718-615-0123.
[01:32:18.629 --> 01:32:18.929]  That's 718-615-0123.
[01:32:19.009 --> 01:32:21.030]  Or visit them online at DebtCrisisSolutions.com.
[01:32:21.071 --> 01:32:22.311]  That's DebtCrisisSolutions.com today!
[01:32:31.178 --> 01:32:38.141]  You already know that drinking pure high alkaline pH water is the most important factor in maintaining high energy and vibrant health.
[01:32:38.381 --> 01:32:42.683]  Most experts agree that the water you drink should be at a pH level of 8 or higher.
[01:32:42.943 --> 01:32:48.065]  AlkaVision Plasma pH Drops combine a unique formula of the most alkaline ingredients.
[01:32:48.565 --> 01:32:55.628]  Using Plasma pH Drops is one of the best ways to make your water alkaline, to help you get rid of acid and regain your health and energy.
[01:32:56.088 --> 01:33:01.032]  Simply put, 10 drops per liter of water you drink to raise the pH to the ultimate level.
[01:33:01.472 --> 01:33:06.936]  Alkalizing water helps your body rid itself of acidic waste and increases the oxygen content of your body.
[01:33:07.297 --> 01:33:12.781]  Disease organisms like bacteria and cancer cannot survive in an alkaline, high pH environment.
[01:33:13.101 --> 01:33:18.826]  Order your bottle of AlkaVision Plasma pH Drops now by going directly to AlkaVision.com.
[01:33:19.066 --> 01:33:21.568]  That's A-L-K-A Vision dot com.
[01:33:21.828 --> 01:33:22.548]  Or by calling 269-216-9767.
[01:33:22.568 --> 01:33:22.889]  269-216-9767 today!
[01:33:22.949 --> 01:33:24.230]  The GCN Radio Network.
[01:33:24.270 --> 01:33:26.792]  Providing the world with hard-hitting talk radio.
[01:33:26.812 --> 01:33:27.032]  GCN.
[01:33:27.072 --> 01:33:28.633]  Great talk radio starts here.
[01:33:45.698 --> 01:33:49.299]  You know, a lot of you think Homeland Security was set up in 2002.
[01:33:49.339 --> 01:33:55.280]  A brand new idea to keep you safe from those pesky Al-Cieda attacks on the towers of the Pentagon.
[01:33:58.981 --> 01:33:59.721]  Well, guess what?
[01:33:59.761 --> 01:34:01.562]  Bill Clinton gave speeches about it in 93.
[01:34:01.642 --> 01:34:02.902]  NORTHCOM was set up in 95.
[01:34:03.382 --> 01:34:05.923]  That is the military dictatorship over the United States.
[01:34:06.163 --> 01:34:08.463]  They're now openly announcing and introducing it to the slaves.
[01:34:08.823 --> 01:34:10.684]  And they'll use things like hyping up this
[01:34:11.587 --> 01:34:13.851]  Birds, swine, slash human flu.
[01:34:14.092 --> 01:34:14.973]  They're calling it swine flu.
[01:34:15.013 --> 01:34:19.521]  It's bird, swine, human flu mixture.
[01:34:19.541 --> 01:34:24.851]  So I'm going to play that clip coming up and some more of your calls.
[01:34:27.025 --> 01:34:30.788]  Coming up here in just a few minutes, Grant, Kelly, Donald, and others.
[01:34:31.128 --> 01:34:33.169]  Calls from Nova Scotia to Austin, Texas.
[01:34:33.870 --> 01:34:42.036]  And I've got this audio clip of a fake newscast the Feds produced for part of their drill just months before 9-11.
[01:34:42.056 --> 01:34:46.199]  And it ties into the bird flu, it ties into smallpox, wait till you hear it.
[01:34:46.639 --> 01:34:52.143]  But I wanted to briefly, and I'll have him up later in the week on my show, medical doctor Bill Deagle.
[01:34:53.024 --> 01:34:56.948]  Because I've interviewed him before about the bird flu and how it's engineered.
[01:34:56.968 --> 01:35:05.896]  Other doctors and scientists and virologists have looked at it and said that they're hyping and building an infrastructure for population reduction through it.
[01:35:06.297 --> 01:35:09.680]  But specifically, Dr. Deagle, I have some quick questions for you and I appreciate
[01:35:10.260 --> 01:35:11.560]  You're coming on the show today, briefly.
[01:35:12.621 --> 01:35:33.066]  Looking at this, and I've talked to some other doctors and people, they're saying that if it's a regular mutation, it shouldn't be bird, pig, and human showing up right at once, because they would have been tracking different strains of bird human flu, pig human flu, before they merged.
[01:35:33.086 --> 01:35:38.807]  This is a merger of those that don't follow any original kind of evolutionary
[01:35:39.527 --> 01:35:40.928]  Original chain.
[01:35:41.969 --> 01:36:00.798]  And then expanding on that, that if it was an isolated mutation, you know, say in a sewage yard or agricultural honeypot, say in central Mexico, that it would have mutated by the time it went through different generations of people and would have been made harmless or a variant.
[01:36:01.039 --> 01:36:03.500]  But to have the same strain popping up all over the world
[01:36:03.980 --> 01:36:18.800]  simultaneously points towards not just that it's designer but that it was actually transferred and vectored in an unnatural way not just via airlines and terrorism around the planet.
[01:36:18.840 --> 01:36:19.421]  What do you say to that?
[01:36:20.041 --> 01:36:21.103]  Yeah, it makes total sense.
[01:36:22.444 --> 01:36:32.196]  If you look at veterinarians in Ohio, and this is reports that are just recent, 20% carry swine flu antibodies in their blood, 5% of pigs farm are workers.
[01:36:33.117 --> 01:36:34.538]  So it's not uncommon.
[01:36:34.579 --> 01:36:36.441]  In fact, pig flu doesn't usually kill pigs.
[01:36:37.159 --> 01:36:44.545]  The fact that this contains, it's like a steamer trunk, on the genetics of the virus, with different stamps for the locations where it's been.
[01:36:45.206 --> 01:36:53.793]  It means that the virus has Asian genes, uh, avian genes, it has human genes, and it has pig flu genes, which means it comes from a lab.
[01:36:54.623 --> 01:37:00.389]  The fact that it already has the lethality that exceeds a normal flu means that it has lethal genes in it.
[01:37:00.789 --> 01:37:09.677]  So it means that it's acquired some of the genetics of, in all probability, the H5N1, which otherwise would never probably affect humans.
[01:37:10.217 --> 01:37:12.820]  Because until a few months ago it couldn't even grow at less than 106 degrees.
[01:37:14.853 --> 01:37:21.820]  It also could attach to human cells because it missed a number of amino acids that allowed it to bind to the binding domain.
[01:37:22.240 --> 01:37:29.246]  So this virus is the bridge, in a sense, to create a new avian swine flu re-emergence.
[01:37:29.707 --> 01:37:37.394]  And even if this one passes out in a week or two, people should not put their guard down.
[01:37:38.078 --> 01:37:46.404]  This is, without any doubt, a release by the globalists that want to set the stage and insert in the chamber, in the cake, and it's called the first phase.
[01:37:46.444 --> 01:37:49.447]  You insert this into the gene populations, the virus spreads.
[01:37:50.007 --> 01:37:52.909]  Even if it dies down, it's going to then recombine in the wild.
[01:37:52.969 --> 01:37:55.491]  That's called the bioreactor incubation phase.
[01:37:55.751 --> 01:37:57.132]  Let me back you up on that, doctor.
[01:37:57.172 --> 01:37:57.913]  It's up on Drudge.
[01:37:57.993 --> 01:37:59.874]  It's up on InfoWars.com and PrisonPlanet.com.
[01:38:00.715 --> 01:38:05.758]  Reuters has the quote from her press conference, and I've been looking for the YouTube, but Reuters has it.
[01:38:06.118 --> 01:38:20.906]  Janet Napolitano, the head of the Federal Takeover of America, known as Homeland Security, she is saying that even if this burns out in the next few weeks, get ready for another big pandemic soon, and then they point at exactly what you just said.
[01:38:20.946 --> 01:38:28.230]  So not only will some of these variants mutate into harmless, you're saying some of it's going to mutate into even more deadly?
[01:38:28.530 --> 01:38:32.976]  Yeah, there's three major gene issues that are present in the H5N1 worldwide.
[01:38:33.036 --> 01:38:43.691]  Number one, it's become resistant to Tamiflu or Ostemovir, which is the... Oseltamivir is the drug, of course, which the former members of the Bush administration had shares in.
[01:38:44.571 --> 01:38:49.095]  It is sensitive to that, according to their at least initial strains, if it's all one strain.
[01:38:49.615 --> 01:38:50.616]  But there's three changes.
[01:38:50.656 --> 01:39:01.344]  Firstly, in the PB2 gene, there's a gene deletion in the H5N1 that makes it completely bypass the immune system, so it is more lethal by 30 times the 1918 swine flu.
[01:39:01.884 --> 01:39:08.409]  It has a polybasic amino acid on the H gene, which we're going to find out in the next few days or weeks what the genetics are.
[01:39:08.810 --> 01:39:12.472]  If it has six polybasic amino acids, it means it acquired it from the H5N1.
[01:39:13.673 --> 01:39:17.236]  And then there's an NS1 gene change, which also makes it far more lethal.
[01:39:17.816 --> 01:39:35.968]  So if even just these three changes are present, we now know, besides the five amino acids on the binding domain, if those are present, which we know this new swine flu does have them, it's going to acquire the lethal genes in the wild, because millions of birds all over the world are dying, including, I'm getting reports,
[01:39:36.468 --> 01:39:39.851]  From British Columbia, Washington State, Oregon State, California.
