[00:00:14.178 --> 00:00:15.299]  Today, that's 1-800-426-6186.
[01:07:39.675 --> 01:07:41.476]  We'll give you the boil-down of that.
[01:07:42.876 --> 01:07:52.540]  Coming up at the bottom of the hour... Don't forget, my websites are InfoWars.com, PrisonPlanet.com, PrisonPlanet.tv.
[01:07:52.880 --> 01:07:54.701]  PrisonPlanet.tv is our member site.
[01:07:55.928 --> 01:08:20.293]  And with five years up and running, all of my films and then of course we simulcast with my live TV show during the slash radio show during the weekday transmission and my book, Paul Watson's book, a bunch of other films are posted there at PrisonPlanet.tv and your PrisonPlanet.tv membership also makes much of what we do here in my media organization possible.
[01:08:20.697 --> 01:08:23.539]  So I want to thank all the PrisonPlanet.TV members out there.
[01:08:23.880 --> 01:08:31.326]  Also, I'm going to start every month churning out DVDs that are more presentations, not films.
[01:08:31.506 --> 01:08:34.088]  I'm going to try to make three films a year instead of two films a year.
[01:08:34.909 --> 01:08:41.234]  And every month or two, probably stagger it, I'd say every five, six weeks on average, a presentation.
[01:08:42.834 --> 01:08:46.901]  And one of those is the Aaron Russo interview I did shortly before he died in 2007.
[01:08:46.961 --> 01:08:51.248]  The last videotaped interview that we know of that's out there.
[01:08:51.729 --> 01:08:52.851]  Most of it's on the web for free.
[01:08:52.871 --> 01:08:53.432]  We put it out.
[01:08:53.792 --> 01:08:57.579]  But this is an updated version with some commentary by myself.
[01:08:57.939 --> 01:09:02.542]  With the latest developments and some of the interview that we didn't put out on the internet.
[01:09:02.983 --> 01:09:07.126]  That is now available on DVD at InfoWars.com and everybody's library needs to have it.
[01:09:07.706 --> 01:09:20.215]  Also, every month we're going to have a Best Of from the TV show we do while we simulcast the radio show with the ads cut out and any extra stuff cut out, shot in high def, burned to one high-quality DVD.
[01:09:20.535 --> 01:09:25.579]  This month's has Alan Watt, Police Chief in Austin, Art Acevedo.
[01:09:26.464 --> 01:09:33.108]  Of course, the UFC host and movie star and TV host in his own right, Joe Rogan.
[01:09:34.708 --> 01:09:39.851]  It's got folks in it like Mr. David Icke and a lot more.
[01:09:40.231 --> 01:09:42.592]  So the first month of that is now out.
[01:09:42.612 --> 01:09:44.293]  I'm going to have a best-of every month.
[01:09:44.313 --> 01:09:45.714]  We call it the DVD Arsenal.
[01:09:46.094 --> 01:09:50.176]  Also available there at the online video and bookstore at InfoWars.com.
[01:09:52.137 --> 01:09:52.477]  Okay.
[01:09:53.318 --> 01:09:55.119]  Let me just stop right there and get focused.
[01:09:56.394 --> 01:10:02.716]  I tend to psychologically shy away from getting into this because it's such a upsetting subject and so real.
[01:10:03.796 --> 01:10:10.617]  I want to start out with the audio of the one-minute government-paid-for video that we have up on InfoWars.com.
[01:10:12.198 --> 01:10:16.479]  This is AmeriCorps paramilitary propaganda ad.
[01:10:17.859 --> 01:10:21.780]  And when you watch this ad and you study it, it's absolutely horrifying.
[01:10:21.820 --> 01:10:25.321]  When you have the background knowledge of what you're witnessing, it's even more horrifying.
[01:10:25.660 --> 01:10:31.982]  But anybody can watch this and say, what is this straight out of Soviet Russia or Communist China?
[01:10:32.062 --> 01:10:34.923]  I would say it's more into Communist China or Cuba.
[01:10:35.263 --> 01:10:36.003]  Communist Cuba.
[01:10:36.823 --> 01:10:44.545]  Now this uniform they're wearing, I saw different bills Bill Clinton got passed to start this in 1997.
[01:10:45.205 --> 01:10:47.146]  I talked about it in my film Police State 2000 in 1998. 99.
[01:10:52.156 --> 01:10:57.460]  But in some of the legislation they've passed, it says grey uniforms, and we have seen those.
[01:10:58.060 --> 01:11:03.343]  And that's going to be for more of the paramilitaries, more of the cream of the youth corps.
[01:11:03.964 --> 01:11:12.009]  Then the next category are going to wear red jackets with khaki shirts and khaki pants.
[01:11:13.310 --> 01:11:17.673]  That looks like something out of a science fiction dystopia.
[01:11:19.011 --> 01:11:20.592]  And I know this because in the U.S.
[01:11:20.632 --> 01:11:22.532]  we first learned of this about seven, eight years ago.
[01:11:22.672 --> 01:11:24.413]  In England we learned of this two years ago.
[01:11:24.873 --> 01:11:29.394]  They're also doing it in Japan, in Germany, in the Netherlands, in Ireland.
[01:11:30.315 --> 01:11:34.576]  And they're doing it with the Boy Scouts overseas, the Boy Scouts here.
[01:11:35.156 --> 01:11:37.977]  They're doing it with Secure Corps, Division of AmeriCorps.
[01:11:38.677 --> 01:11:47.260]  They're doing it with public school children, putting them in uniforms, but only
[01:11:47.813 --> 01:11:54.598]  You know, on the weekends when they take part in federally funded, under BATF, FBI grants, you name it.
[01:11:55.559 --> 01:12:13.952]  And so when I saw this video this morning put out by the federal government with taxpayer money, it shows them doing push-ups and squat thrust and, you know, basic military maneuvers out in a military training field with officers in front of them in their new fascist uniforms with arm patches, arm bands.
[01:12:14.072 --> 01:12:15.673]  I mean, it doesn't get any worse than this.
[01:12:16.796 --> 01:12:21.460]  And it horrified me because I keep seeing this same uniform pop up worldwide.
[01:12:21.520 --> 01:12:22.160]  This is global.
[01:12:22.821 --> 01:12:25.363]  So ladies and gentlemen, here is the audio of the video.
[01:12:26.544 --> 01:12:33.829]  I am changed.
[01:12:35.631 --> 01:12:43.236]  I've been around since the beginning of time.
[01:12:43.396 --> 01:12:45.038]  Over the years I've had many faces.
[01:12:53.786 --> 01:12:55.007]  I've always had the same goals.
[01:12:55.047 --> 01:13:00.152]  To make this world a better place by helping those who need it most.
[01:13:01.593 --> 01:13:06.057]  To never turn my back when things get tough.
[01:13:06.257 --> 01:13:09.800]  And to show that positive can always overpower negative.
[01:13:09.920 --> 01:13:11.182]  Alright, that's enough.
[01:13:11.262 --> 01:13:12.423]  I can't listen anymore of it.
[01:13:13.143 --> 01:13:14.024]  Yeah, positive.
[01:13:14.064 --> 01:13:16.967]  That means I don't think, I'm just positive and follow orders.
[01:13:17.896 --> 01:13:19.677]  They show pictures of Martin Luther King and Gandhi.
[01:13:20.137 --> 01:13:23.498]  Martin Luther King and Gandhi would have fought against what's happening right now, you better believe it.
[01:13:23.858 --> 01:13:29.821]  So this is almost like if the Nazis rolled themselves in happy, lovey, you know, liberal packaging.
[01:13:30.081 --> 01:13:45.327]  But when you study what the actual training is, it's to spy on neighbors, it's to have a national security force as big and strong as our military, and then you read specifically what the White House says, it's going to be compulsory at military camps, Rahm Emanuel's on record, it's been at change.gov,
[01:13:46.508 --> 01:13:52.349]  But they're in uniforms, chanting and marching, and with flags and out there drilling.
[01:13:52.789 --> 01:13:55.510]  I mean, it's a field marshal basically running it.
[01:13:57.650 --> 01:14:02.611]  All of this going on, and this is just the public face of it to sell the population.
[01:14:03.291 --> 01:14:14.513]  When you get down to the nitty-gritty, it's what the New York Times reported on, but again, they reported it with a positive light as well, showing big-color photos of 14- to 17-year-old Cub Scouts, Boy Scouts,
[01:14:15.242 --> 01:14:28.003]  Marching around with mp5 submachine guns practicing quote taking on us veterans And then you see all the mainstream articles over the last few years about how they're training every local department in the country the feds are
[01:14:28.886 --> 01:14:36.153]  Uh, to prepare for improvised explosive devices, and they're telling local police, harden your local facilities, get ready for terrorism.
[01:14:36.413 --> 01:14:38.295]  The number one threat is in Al-Qaeda now.
[01:14:38.615 --> 01:14:47.564]  It's former military people and gun owners, and the DHS report says that, and libertarians, and don't tread on me people, and folks that won't turn their guns in.
[01:14:49.468 --> 01:15:01.981]  And then you find out that under Secure Corps, and I first saw this seven years ago in the Philadelphia Daily News, it said a division of AmeriCorps that you just heard the ad from, with them out marching around in red uniforms.
[01:15:03.502 --> 01:15:04.724]  You know, what is this?
[01:15:05.805 --> 01:15:07.006]  Mortal Kombat or something?
[01:15:07.026 --> 01:15:09.288]  And they're almost dressed like the bad guy from Mortal Kombat.
[01:15:09.789 --> 01:15:10.990]  I mean, this is really good.
[01:15:11.130 --> 01:15:12.752]  These are actual commie outfits.
[01:15:13.444 --> 01:15:15.605]  I mean, talk about... this is unbelievable.
[01:15:15.945 --> 01:15:19.387]  Well, you might as well wear, like, leather jackets and leather ball caps or something.
[01:15:19.427 --> 01:15:21.468]  I mean, it's... it's just out of control.
[01:15:21.488 --> 01:15:23.148]  Arm bands, a whole nine yards.
[01:15:23.629 --> 01:15:25.810]  And the young, stupid kids love this, folks.
[01:15:26.150 --> 01:15:27.410]  They love playing with guns.
[01:15:27.450 --> 01:15:29.251]  They love being able to march around and drill.
[01:15:29.551 --> 01:15:30.972]  They love being made to feel important.
[01:15:32.972 --> 01:15:36.153]  And so they're now launching this with millions of youth nationwide.
[01:15:36.173 --> 01:15:38.913]  That means within two years they'll be ready to move against the population.
[01:15:39.313 --> 01:15:40.794]  Four years, really ready to move.
[01:15:41.234 --> 01:15:47.695]  And you watch, when Barack Obama leaves in four to eight years, the next president, whether it's a Republican or Democrat, they're going to expand it.
[01:15:48.235 --> 01:15:52.056]  Because the presidents are now just front men and puppets.
[01:15:53.336 --> 01:15:57.917]  So I want to give you some of the background of this, but have you noticed it's not ITT technical anymore?
[01:15:58.675 --> 01:16:01.899]  It's ITT, law enforcement, security guards training.
[01:16:02.240 --> 01:16:03.421]  It's not how to fix computers.
[01:16:03.481 --> 01:16:04.483]  It's not how to make computers.
[01:16:04.823 --> 01:16:06.365]  It's how to be a cop or run a cop.
[01:16:06.866 --> 01:16:14.396]  And the public schools have these law enforcement semesters in high school and junior high, where they train them to write dossiers on their parents.
[01:16:14.876 --> 01:16:24.367]  And now the New York Times reports as if it's a good thing that children are telling their parents to turn the faucet off and don't water the yard and bossing their parents around and paddling on their parents.
[01:16:24.468 --> 01:16:25.309]  Oh, isn't it cute?
[01:16:25.729 --> 01:16:26.710]  No, it's not cute.
[01:16:26.971 --> 01:16:28.673]  It's hardcore scientific tyranny.
[01:16:28.973 --> 01:16:29.413]  Stay with us.
[01:16:29.433 --> 01:16:31.416]  We'll break it down and take your calls on the other side.
[01:16:33.795 --> 01:16:36.817]  Would you give someone $100 for a $10 bill?
[01:16:37.197 --> 01:16:41.420]  If you're taking vitamins and minerals in a pill form, that's exactly what you're doing.
[01:16:41.640 --> 01:16:43.822]  Hello, my name is Dr. David Friedman.
[01:16:44.142 --> 01:16:50.086]  According to the physician's desk reference, many vitamins and minerals in a pill form are 10% absorbed.
[01:16:50.426 --> 01:16:56.790]  It doesn't take a mathematician to figure out for every $100 you spend on these pills, you're flushing $90 down the toilet.
[01:16:57.971 --> 01:16:59.993]  Start absorbing the nutrients you swallow.
[01:17:00.233 --> 01:17:07.360]  Introducing Chews for Health, a delicious tasting chewable containing 16 super fruits, sea vegetables, and antioxidants.
[01:17:07.601 --> 01:17:09.522]  You know, you work hard for your money.
[01:17:09.783 --> 01:17:12.025]  Isn't it time to start getting what you pay for?
[01:17:12.345 --> 01:17:12.986]  Order today!
[01:17:13.807 --> 01:17:13.907]  1-800-210-1922.
[01:17:16.630 --> 01:17:19.994]  With Choose for Health, your body gets to keep the nutrients you swallow.
[01:17:20.214 --> 01:17:26.681]  The first 300 callers are going to receive a free copy of my best-selling CD, America's Unbalanced Diet.
[01:17:26.701 --> 01:17:26.761]  1-800-210-1922.
[01:17:26.781 --> 01:17:27.682]  Or go to orderchoose.com.
[01:17:33.308 --> 01:17:35.189]  The world appears to be on the brink of collapse.
[01:17:35.489 --> 01:17:42.354]  Experts say a pinch of heirloom vegetable seed could soon be the most valuable resource on earth because it will provide healthy food now and every year after.
[01:17:42.614 --> 01:17:48.458]  Survivalistseeds.com now has the heirloom garden seed time capsule, allowing you to store your seeds for the future anywhere.
[01:17:48.598 --> 01:18:01.744]  Even underground for 100 years, the Heirloom Garden Seed Time Capsule can withstand 3 tons of weight, is 100% roto-proof, waterproof, and comes with a whopping 6,000 healthy vegetable seeds from 20 varieties that will grow anywhere in the USA.
[01:18:01.904 --> 01:18:08.507]  Unless you trust the government, the Heirloom Garden Seed Time Capsule and Heirloom Seeds from survivalistseeds.com is your long-term food solution.
[01:18:08.687 --> 01:18:13.271]  Our competition charges $0.10 to $1.25 per seed for these same heirloom varieties.
[01:18:13.312 --> 01:18:20.979]  But you can now have a head of lettuce, a bundle of carrots, a basket of tomatoes, a giant watermelon, and 16 other varieties for about a penny a seed each!
[01:18:21.019 --> 01:18:21.719]  Be prepared!
[01:18:21.800 --> 01:18:26.924]  Buy your heirloom seeds today from SurvivalistSeeds.com and have food insurance for your family forever!
[01:18:27.044 --> 01:18:28.786]  Visit SurvivalistSeeds.com.
[01:18:28.846 --> 01:18:32.770]  SurvivalistSeeds.com is owned by Big John Lipscomb, host of the Don't Tread on Me radio show.
[01:18:34.423 --> 01:18:38.089]  Have you ever felt like the United States government knows way too much about your financial affairs?
[01:18:38.489 --> 01:18:43.917]  I continue to hear stories about property seizures, frozen bank accounts, confiscation of stocks and bonds.
[01:18:44.378 --> 01:18:45.439]  It makes me wonder if the U.S.
[01:18:45.499 --> 01:18:49.545]  citizen will ever again have the right to life, liberty, and the pursuit of happiness.
[01:18:50.186 --> 01:19:03.451]  Unfortunately, with the Drug and Money Laundering Act, the IRS Revenue Ruling 6045 of 1984, and the Trading with the Enemy Act in Franklin D. Roosevelt's Executive Order of 1933, some precious metal holdings are subject to government intervention.
[01:19:03.991 --> 01:19:09.293]  For this reason, Midas Resources has prepared a report explaining the boundaries of trading precious metals privately.
[01:19:09.594 --> 01:19:15.476]  Whether if you have any intention of trading with Midas Resources or not, I have instructed my representatives to give this report out free.
[01:19:16.236 --> 01:19:17.497]  Call for your free copy at 1-800-686-2237.
[01:19:17.517 --> 01:19:19.018]  When investing, always proceed with caution.
[01:19:19.038 --> 01:19:19.479]  Again, call 1-800-686-2237.
[01:19:19.499 --> 01:19:21.660]  Exercise your legal right to trade metals privately.
[01:19:21.680 --> 01:19:21.740]  1-800-686-2237.
[01:19:35.486 --> 01:19:44.571]  The Haz-A-Rig kits quickly complete any size job by applying a top quality disinfectant, viricide, fungicide, mildew stat, and deodorizer in the form of an effective yet gentle fog.
[01:19:44.791 --> 01:19:53.416]  Our portable fogging device can conquer normal chores plus provide unmatched protection for your family and workplace from viruses, bacteria, mold, and more.
[01:19:53.596 --> 01:20:00.400]  The Haz-A-Rig kits hospital approved ingredients come in a highly concentrated form and each kit can make up to 32 gallons of protection.
[01:20:00.620 --> 01:20:07.184]  Reduced labor cost, outstanding product savings, and professional quality performance all save you more than the cost of this kit.
[01:20:07.324 --> 01:20:15.089]  For a limited time, GCN listeners who order online will receive double the active ingredients, which means you get up to 64 gallons of product absolutely free.
[01:20:15.289 --> 01:20:19.611]  Save money on daily tasks and be truly prepared for those urgent situations.
[01:20:19.751 --> 01:20:22.613]  For a short tell-all video, go to hazardrid.com.
[01:20:22.713 --> 01:20:26.475]  That's H-A-Z-A-R-I-D, hazardrid.com.
[01:20:26.595 --> 01:20:27.016]  Or call 800-675-0323.
[01:20:29.517 --> 01:20:30.618]  Welcome back, ladies and gentlemen.
[01:20:30.798 --> 01:20:35.081]  Yeah, you know, I don't want to do a disservice here.
[01:20:35.161 --> 01:20:39.564]  I don't want to come on air and just calmly report on this and
[01:21:00.003 --> 01:21:01.805]  In a way condition people to accept it.
[01:21:01.865 --> 01:21:03.006]  This is a big deal.
[01:21:03.066 --> 01:21:04.547]  This is really bad.
[01:21:05.107 --> 01:21:12.594]  Let's say there's a list of a hundred things the government checks off to bring a nation to total tyranny and bondage and oppression.
[01:21:14.275 --> 01:21:25.845]  And one of the biggest ones you check off is indoctrinating the youth paramilitarily to train the central government, to serve the central government, to be trained by the central government.
[01:21:26.966 --> 01:21:34.073]  And that is what is happening now, and I keep telling people it's in government documents, it's being set up, it's being done.
[01:21:35.053 --> 01:21:44.342]  When I was in high school, they were just now, this is like 18 years ago, hard to believe I'm getting that old, they were already setting up
[01:21:45.560 --> 01:21:47.781]  That you could take a law enforcement semester.
[01:21:48.221 --> 01:21:50.302]  But then it was just learning about it, and I didn't do it.
[01:21:50.822 --> 01:21:54.944]  Now, they... I mean, I've gotten the grants, the federal grants to the schools.
[01:21:55.424 --> 01:21:58.626]  And the BATF or the FBI or the federal marshals, there's different grants.
[01:21:59.006 --> 01:22:06.089]  They federalize a local group of police officers or sheriff's deputies, and then they go teach the federal curriculum.
[01:22:06.569 --> 01:22:09.391]  And it is, what is in your parents' medicine cabinet?
[01:22:10.131 --> 01:22:14.573]  And then it's, let's go out with M-16s or toy M-16s at first, then real ones later.
[01:22:14.986 --> 01:22:16.687]  And do warrant service training.
[01:22:17.127 --> 01:22:18.848]  Let's practice running checkpoints.
[01:22:20.269 --> 01:22:22.431]  By the way, it's in the stack if I have time to get to it.
[01:22:22.471 --> 01:22:31.816]  Tennessee newspapers have given us credit, it's up on InfoWars.com, a link to the article, that we supposedly stopped illegal military checkpoints to be run in Tennessee.
[01:22:32.597 --> 01:22:44.064]  Well, it'd be nice to get the credit, and they have the governor's statements and others in there, but they, the governor and the state reps, said don't have the illegal military checkpoints without warrants.
[01:22:44.864 --> 01:22:50.585]  And it went ahead and happened, so we actually don't deserve the credit, but we did point it out.
[01:22:50.605 --> 01:22:51.945]  The media's not even getting it right here.
[01:22:52.926 --> 01:22:57.406]  The point is, again, suddenly all over the country, the Army's running checkpoints.
[01:22:57.786 --> 01:23:02.567]  Suddenly they're just popping up with drills, and the drills go live, and they're searching citizens.
[01:23:03.087 --> 01:23:08.488]  This is to acclimate and to test which cities, which counties, which states will go along with takeover.
[01:23:08.769 --> 01:23:11.049]  And then why would the military want to take over?
[01:23:11.716 --> 01:23:16.782]  Because they work under NORTHCOM, which is publicly chartered under the North American Union.
[01:23:17.083 --> 01:23:20.046]  That is public, declassified treaties.
[01:23:20.527 --> 01:23:22.189]  We are in the NAU.
[01:23:24.492 --> 01:23:27.055]  And under this new system, we don't have any rights or liberties.
[01:23:27.115 --> 01:23:30.039]  Now, they can tell me all day I don't have rights and liberties, but...
[01:23:30.939 --> 01:23:32.539]  I have them because God gave them to me.
[01:23:32.959 --> 01:23:35.800]  I'm innately a free being, even if you're an atheist.
[01:23:36.220 --> 01:23:38.240]  Don't you believe that you're innately a free human?
[01:23:38.520 --> 01:23:45.042]  That the government, you know, can't stick you on the end of a pike out front the castle gates for no reason if they want to?
[01:23:46.922 --> 01:23:58.244]  Oh, it's so amazing, ladies and gentlemen, to have all of this happening, but up on InfoWars.com and PrisonPlanet.com, a story by Paul Joseph Watson and Kurt Nemo, government's ready youth corps to take on vets.
[01:23:58.948 --> 01:24:06.751]  Ten minutes into an errant mayhem in the town near Mexican border, and a gunman, a disgruntled Iraq war veteran, has already taken on two people.
[01:24:07.151 --> 01:24:10.073]  One slumped in the desk, the other covered in blood on the floor.
[01:24:10.093 --> 01:24:18.996]  And it goes, uh, the New York Times article reporting on how the Boy Scouts are being trained to take on domestic terrorists.
[01:24:19.036 --> 01:24:20.957]  Now, see, if this was just one drill,
[01:24:21.789 --> 01:24:25.772]  You'd say, oh, well, in that one scenario, the feds and the grant paid to have this.
[01:24:25.872 --> 01:24:26.052]  No.
[01:24:26.592 --> 01:24:30.095]  I have articles in Texas, Michigan, California, New York, everywhere.
[01:24:30.755 --> 01:24:35.318]  I have, I have Hobbs Middle School Article 1998.
[01:24:38.360 --> 01:24:41.803]  In fact, if folks don't believe this, Google it again like I did two weeks ago on the air.
[01:24:42.283 --> 01:24:44.485]  Hobbs Middle School Marines.
[01:24:46.066 --> 01:24:46.706]  Martial Law.
[01:24:46.806 --> 01:24:49.428]  Hobbs Middle School Marines Martial Law.
[01:24:50.008 --> 01:24:49.428]  1998.
[01:24:50.028 --> 01:24:50.969]  We have the article saved.
[01:24:51.638 --> 01:24:53.023]  And a listener faxed it to me.
[01:24:54.153 --> 01:25:00.155]  And I called the Marines up and I said, did you really go in and tell the kids it was martial law and put guns to their heads?
[01:25:00.175 --> 01:25:02.036]  And they said, yeah, we were ordered to do so.
[01:25:02.316 --> 01:25:04.256]  The Marines weren't even hiding this.
[01:25:04.557 --> 01:25:12.419]  This has been a long-term strategic operation to acclimate everybody, including the children, to go along with this.
[01:25:12.679 --> 01:25:19.161]  So they have drills where they come in and say, the police come in and say, unannounced, in Michigan, the AP reported, we're here to kill you.
[01:25:19.502 --> 01:25:21.822]  We're the homeschoolers against public education.
[01:25:22.723 --> 01:25:23.723]  And for the Second Amendment.
[01:25:24.383 --> 01:25:25.364]  I'm not kidding, that's a quote.
[01:25:25.864 --> 01:25:29.085]  And then the kids' parents say, what was this about?
[01:25:29.125 --> 01:25:30.626]  Oh, it's about homeschoolers attacking.
[01:25:30.686 --> 01:25:31.947]  Those darn homeschoolers!
[01:25:33.628 --> 01:25:43.132]  I mean, that'd be like if I didn't like black people and I dressed up, you know, in blackface and went over to my neighbor's house and beat them up and said, I'm a black guy, I don't like white people.
[01:25:44.033 --> 01:25:46.934]  That would be a false flag attack against black people.
[01:25:48.115 --> 01:25:54.118]  If I burned down the police station and then left evidence that somebody I didn't like did it, that would be a false flag.
[01:25:54.941 --> 01:25:56.302]  A staged terror attack.
[01:25:56.562 --> 01:26:04.868]  When the police attack their own police in Denver and in Canada last year and in England at the G20 two weeks ago and then admit they did it.
[01:26:04.908 --> 01:26:07.811]  That's a false flag to make all the demonstrators look bad.
[01:26:09.192 --> 01:26:10.092]  Well, it's the same thing here.
[01:26:10.132 --> 01:26:14.135]  They have these drills everywhere where veterans go crazy and kill everybody.
[01:26:15.136 --> 01:26:18.058]  Or where homeschoolers come to the public school and kill people.
[01:26:18.478 --> 01:26:20.540]  Or where militia members come and kill people.
[01:26:21.181 --> 01:26:26.544]  That's how they demonize gun owners, veterans, and others to the local police.
[01:26:26.644 --> 01:26:28.065]  It's a simple false flag.
[01:26:28.325 --> 01:26:29.786]  It's basic psychology.
[01:26:29.966 --> 01:26:31.647]  Do you like being manipulated?
[01:26:31.867 --> 01:26:33.308]  Do you like being suckered?
[01:26:33.568 --> 01:26:34.968]  Do you like being fools?
[01:26:36.669 --> 01:26:43.433]  And now they've announced, you know, I said one million off of Rahm Emanuel's book he wrote three years ago and now he's chief of staff and
[01:26:44.508 --> 01:27:00.661]  Now the White House is saying 8 million, 7 to 8 million in the New York Times, youth corps with police powers, with environmental corps, armed corps, all these different surveillance squads, they're announcing it!
[01:27:02.002 --> 01:27:08.988]  And what are the number one new federal grants for people to get tuition in the schools?
[01:27:11.199 --> 01:27:22.687]  You know, when a kid has great grades, they get scholarships now to not be a nuclear physicist, to not be a biologist, to not be a teacher, to not be a physical therapist.
[01:27:22.927 --> 01:27:23.127]  No!
[01:27:23.447 --> 01:27:28.751]  The biggest piece of the pie now is law enforcement and surveillance and Patriot Act compliance.
[01:27:30.547 --> 01:27:31.107]  And what is it?
[01:27:31.227 --> 01:27:37.969]  Data mining, spying on neighbors, running people's backgrounds when they rent a car, get a hotel, how to be spies.
[01:27:38.169 --> 01:27:45.992]  That's why everywhere you go now, there's security guards and spies and you can't videotape here as you walk down the street, you know, videotaping a landmark.
[01:27:47.674 --> 01:27:49.215]  Acting like everybody's a terrorist.
[01:27:49.515 --> 01:27:51.016]  See, it's all for us.
[01:27:51.137 --> 01:27:52.417]  It's all for the people.
[01:27:52.718 --> 01:28:05.967]  Because big offshore banks, publicly, a trilateral commission, CFR, Club of Rome, Bilderberg Group, documents that we post on InfoWars.com, that are now mainstream news, Politico, CBS News.
[01:28:06.841 --> 01:28:13.963]  All these major newspapers, Portugal Television, biggest papers in Greece are now quoting us because we get the documents.
[01:28:14.243 --> 01:28:15.783]  We send the teams to Bilderberg.
[01:28:16.163 --> 01:28:17.464]  I get arrested going to it.
[01:28:17.504 --> 01:28:18.404]  Jim Tucker does.
[01:28:18.564 --> 01:28:18.984]  Others do.
[01:28:19.424 --> 01:28:28.046]  More than a dozen reporters got arrested over the weekend in Greece just trying to cover these people meeting.
[01:28:28.106 --> 01:28:29.527]  And you know what their documents say?
[01:28:30.487 --> 01:28:34.468]  They are going to have a string of controlled financial implosions.
[01:28:34.887 --> 01:28:36.007]  Each one worse than the next.
[01:28:36.407 --> 01:28:42.409]  Government's going to pose as the savior during each one and use that to get more control for select group of corporations.
[01:28:42.649 --> 01:28:46.210]  They're going to hand what's left of the West industry over to select banks.
[01:28:46.570 --> 01:28:51.651]  Then they're going to bankrupt the world currencies total and have a new global digital currency.
[01:28:52.591 --> 01:29:04.234]  See, first they're going to go to regional currencies where you still have your dollar, still have your euro, but it will be digitized and set to the same rate every day, the same currency rate, in the name of stabilization.
[01:29:05.845 --> 01:29:09.646]  Then, they're gonna go right to thumb scans and retina scans.
[01:29:09.686 --> 01:29:10.846]  This has openly been announced.
[01:29:10.986 --> 01:29:13.247]  That's the new global currency.
[01:29:13.547 --> 01:29:18.789]  And if your retina's turned off, your thumbprint's turned off, no buying, no selling, total control.
[01:29:18.969 --> 01:29:21.309]  Think of what Hitler or Stalin would have done with that.
[01:29:21.589 --> 01:29:22.090]  Stay with us.
[01:29:22.110 --> 01:29:23.290]  Your call's straight ahead.
[01:29:33.817 --> 01:29:36.978]  Before you throw away your used batteries, you need to listen to this.
[01:29:37.338 --> 01:29:39.099]  Now, going green can save money.
[01:29:39.259 --> 01:29:44.601]  Go green and save money by giving life to your used batteries by charging them with the Renaissance Charger.
[01:29:44.821 --> 01:29:52.544]  The Renaissance Charger uses a new revolutionary battery charging technology that effectively extends the life of new batteries and gives new life to used batteries.
[01:29:52.844 --> 01:30:02.127]  Invented by legendary audio genius John Bodini, this unique and patented charging system rejuvenates the electrochemical plate structure in the battery without additives.
[01:30:02.427 --> 01:30:05.468]  Increasing capacity and maintaining cell integrity.
[01:30:05.628 --> 01:30:10.530]  Renaissance Charge offers a full line of products made in the USA for all types and sizes of batteries.
[01:30:10.830 --> 01:30:16.031]  Find out why our customers tell us the Renaissance Charger is the only battery charger they will ever use.
[01:30:16.351 --> 01:30:17.072]  Save your money.
[01:30:17.472 --> 01:30:18.392]  Save the environment.
[01:30:18.772 --> 01:30:21.615]  Visit us online at r-charge.com.
[01:30:21.795 --> 01:30:23.877]  That's r-charge.com.
[01:30:24.018 --> 01:30:24.698]  Or call us at 989-637-4179.
[01:30:24.798 --> 01:30:25.239]  That's 989-637-4179.
[01:30:25.279 --> 01:30:26.580]  Be a part of the revolution today!
[01:30:34.151 --> 01:30:37.432]  Silver is mankind's oldest natural antibiotic.
[01:30:37.592 --> 01:30:41.673]  This very special mineral has been used for centuries by most cultures throughout the world.
[01:30:41.853 --> 01:30:53.276]  Utopia, Texas is home to a small but mighty supplement company called Utopia Silver, who offers colloidal products produced in distilled water without use of animal protein, nitrates, or saline solutions.
[01:30:53.496 --> 01:30:59.337]  Because our colloidal silver is made up of nano-sized particles, it can be better utilized at the cellular level.
[01:30:59.417 --> 01:30:59.878]  I think so.
[01:31:19.480 --> 01:31:19.680]  We're good.
[01:31:35.180 --> 01:31:36.061]  Spring is here.
[01:31:36.301 --> 01:31:37.101]  Growing season.
[01:31:37.261 --> 01:31:39.263]  The economy is not getting any better.
[01:31:39.463 --> 01:31:40.864]  In fact, it's getting worse.
[01:31:41.184 --> 01:31:41.844]  Think about it.
[01:31:42.165 --> 01:31:46.007]  At this rate, how will your life be in a month or even a year?
[01:31:46.247 --> 01:31:49.709]  Maybe you've been putting things off, but the time to act is now.
[01:31:49.929 --> 01:31:52.431]  You need to get your seeds before it's too late.
[01:31:52.751 --> 01:32:04.674]  At OrganicaSeed.com, you'll find one of the largest online selections of heirloom seeds, survival seed packs, as well as the giant vegetable seed collections that can feed you and your family for years.
[01:32:04.954 --> 01:32:11.756]  Grow your very own fresh vegetables, wheatgrass, fruits, herbs, rice, tea, coffee, and tobacco.
[01:32:11.916 --> 01:32:18.458]  With detailed growing guides available to you at no charge, you can maximize your harvest and investment.
[01:32:18.758 --> 01:32:19.600]  And the best part?
[01:32:19.900 --> 01:32:21.943]  All orders ship within 24 hours.
[01:32:22.244 --> 01:32:24.888]  So head over to OrganicaSeed.com.
[01:32:25.088 --> 01:32:29.415]  That's O-R-G-A-N-I-C-A Seed dot com.
