[00:00:06.476 --> 00:00:06.556]  1-800-340-7091.
[01:12:24.061 --> 01:12:35.852]  The Federal Reserve Open Market Committee, which is made up precisely of these unelected, unaccountable, illegal bankers from the regional Federal Reserve parts that have never been approved by the Senate.
[01:12:35.872 --> 01:12:37.614]  They've never gone through any kind of federal vetting.
[01:12:37.654 --> 01:12:38.255]  They're just local
[01:12:38.795 --> 01:12:39.255]  We're good to go.
[01:13:00.945 --> 01:13:11.653]  The nightmare of Paul Adolph Volcker, you'll remember him, he ran Carter's economic policy, 22% prime rate, got the interest rates on credit cards up to where they are now.
[01:13:12.473 --> 01:13:16.096]  His nightmare was always a mudslide of the dollar.
[01:13:16.116 --> 01:13:20.078]  In other words, once a dollar panic begins, how do you stop it?
[01:13:20.159 --> 01:13:21.439]  I think that's fairly close.
[01:13:21.459 --> 01:13:29.325]  I mean, it's one of the things that makes gold a reasonable hedge for the average person to try to protect some assets so that you won't be left with
[01:13:29.830 --> 01:13:31.971]  With just pieces of paper that are completely worthless.
[01:13:32.532 --> 01:13:37.014]  Now, briefly, what does it mean to have Obama going to the G20, but first dropping off to see the Queen?
[01:13:37.955 --> 01:13:38.956]  Doesn't look good, does it?
[01:13:38.976 --> 01:13:51.203]  You know, according to my friend Phil Berg there in Philadelphia, there's a very good chance that Obama is, if not a citizen of Indonesia, he may be a citizen of Kenya.
[01:13:51.403 --> 01:13:57.847]  And the point is that he's fully compromised with all these mafia and thugs, so speak what this means going to the Queen.
[01:13:59.128 --> 01:14:06.958]  Obama's grandfather was the house servant to Lord Delamere, who was the biggest British imperialist in Kenya between the World Wars.
[01:14:06.978 --> 01:14:09.461]  You remember Cecil Rhodes in South Africa.
[01:14:09.781 --> 01:14:12.745]  Lord Delamere was a person of similar caliber.
[01:14:12.765 --> 01:14:14.788]  He was a very important British operative.
[01:14:15.783 --> 01:14:16.703]  Obama is in there.
[01:14:17.264 --> 01:14:23.566]  It's interesting, when Gordon Brown came to visit Obama, the right-wing talk show host, the various Limbaugh's and Hannity's, went nuts over the idea.
[01:14:23.987 --> 01:14:26.508]  Obama snubbed Gordon Brown.
[01:14:26.548 --> 01:14:28.969]  He didn't give him the kind of hero's welcome that he deserved.
[01:14:29.009 --> 01:14:38.233]  Well, I think some of that was a dog-and-pony show, because the main idea is that Gordon Brown is the pioneer of all the bailouts, was Northern Rock.
[01:14:39.068 --> 01:14:43.872]  This bank in Britain and in Ireland began to blow up in October of 2007.
[01:14:43.952 --> 01:14:50.897]  That's when Gordon Brown, before any other government in the world had done it, said, here's several hundred billion pounds, not even dollars, but pounds.
[01:14:50.917 --> 01:14:51.497]  That's double.
[01:14:51.657 --> 01:14:51.878]  Yeah.
[01:14:52.138 --> 01:14:53.579]  Well, one and a half maybe.
[01:14:53.639 --> 01:14:54.840]  Well, at that time it was double.
[01:14:54.920 --> 01:14:56.141]  It was up and down, yeah.
[01:14:56.161 --> 01:14:56.901]  At that time it was double.
[01:14:56.921 --> 01:14:57.362]  There we go.
[01:14:57.442 --> 01:14:58.102]  But hold on.
[01:14:58.442 --> 01:14:59.603]  I want to back you up on this.
[01:14:59.763 --> 01:15:07.229]  I watched hours online from the European Union official website of the parliamentary meetings he had for two days earlier this week.
[01:15:07.611 --> 01:15:09.652]  We play clips on the radio during the week, folks heard it.
[01:15:10.672 --> 01:15:20.417]  They openly in Europe worshipped him and said, you are the architect of the New World Order, you are running it all, and were bowing to him.
[01:15:20.457 --> 01:15:24.699]  Now I heard you months ago on my show say he was honchoing it, so you were right.
[01:15:25.059 --> 01:15:34.663]  Yeah, I think that the conceptual leadership of the entire process, this monstrous thing that we've been talking about, right, between what Geithner is doing and what the G20 is going to do,
[01:15:35.330 --> 01:15:41.074]  The beefing up of the IMF, the currency dictatorship, the SDRs, the world currency, all the rest of this stuff.
[01:15:41.094 --> 01:15:42.955]  It's all nuts, of course, in the last analysis.
[01:15:42.995 --> 01:15:51.562]  But this is Gordon Brown and Alistair Darling, at the Chancellor of the Exchequer's office, and Mervyn King of the Bank of England.
[01:15:51.602 --> 01:15:57.566]  And they're reasserting this idea that the real center of the financial world is London, New York is collapsing.
[01:15:58.066 --> 01:16:04.591]  They like to think that the bankruptcy of places like Poland, Belarus, Ukraine,
[01:16:05.111 --> 01:16:08.734]  Are going to pull down the banks in Austria and Germany and France.
[01:16:09.054 --> 01:16:11.436]  The Euro may well collapse as a result of that.
[01:16:11.896 --> 01:16:13.977]  And that would leave London sitting pretty, right?
[01:16:14.017 --> 01:16:15.679]  Dollar collapsed, Euro collapsed.
[01:16:16.059 --> 01:16:18.461]  London leading the world once again.
[01:16:18.541 --> 01:16:23.124]  So the Empire is back with Gordon Brown and Obama is a stooge for this.
[01:16:24.199 --> 01:16:27.061]  All right, we'll be back with Webster Tarbley and your phone call straight ahead.
[01:16:27.101 --> 01:16:29.243]  Folks, what you're hearing is absolute precision.
[01:16:29.543 --> 01:16:30.463]  We know what's going on.
[01:16:30.483 --> 01:16:31.724]  We told you years before it happened.
[01:16:32.565 --> 01:16:35.106]  Travelers, and you're in to Ted Anderson from Midas Resources.
[01:16:35.207 --> 01:16:35.467]  March 27, 2009.
[01:16:35.527 --> 01:16:36.267]  Gold opened at $934.90.
[01:16:36.547 --> 01:16:39.730]  An ounce gold coin can be purchased for $961.76, $480.88 for half, and $240.44 for quarter.
[01:16:39.770 --> 01:16:40.210]  That's $961.76, $480.88, and $240.44.
[01:16:51.155 --> 01:17:03.558]  On June 4th, 1963, an unknown presidential decree, Executive Order 11110, was signed with the authority to strip the Federal Reserve Bank of its power to lend money to the United States government and interest.
[01:17:03.678 --> 01:17:06.759]  With the stroke of a pen, Kennedy would have put the Fed out of business.
[01:17:06.859 --> 01:17:10.119]  The November assassination quieted the production of the new currency.
[01:17:10.179 --> 01:17:13.020]  However, the Executive Order still stands unrepealed.
[01:17:13.280 --> 01:17:16.022]  Midas has the Kennedy vs. Fed document.
[01:17:16.102 --> 01:17:18.805]  Call 800-686-2237.
[01:17:19.005 --> 01:17:21.167]  Unlike your liberty, the paper is free.
[01:17:21.287 --> 01:17:23.549]  Call 800-686-2237.
[01:17:24.189 --> 01:17:27.873]  If you're interested in breaking the bondage of taxation and debt, call 800-686-2237.
[01:17:27.913 --> 01:17:28.093]  That's 800-686-2237.
[01:17:33.943 --> 01:17:39.408]  Millions of Americans are beginning to realize the enormity of the economic and political problems facing the U.S.
[01:17:39.448 --> 01:17:39.989]  and the world.
[01:17:40.249 --> 01:17:43.712]  And for the first time in their lives, they are feeling the need for preparedness.
[01:17:44.113 --> 01:17:50.359]  Ready Reserve Foods has been in continuous operation, manufacturing the finest and dehydrated foods for almost 40 years.
[01:17:50.599 --> 01:17:52.401]  Ready Reserve is the manufacturer.
[01:17:52.641 --> 01:17:57.866]  Unlike other companies that just broker canned foods, Ready Reserve controls the quality from start to finish.
[01:17:58.066 --> 01:17:58.667]  We're good to go.
[01:18:16.141 --> 01:18:16.921]  Free of charge.
[01:18:17.221 --> 01:18:17.522]  Dial 1-800-453-2202.
[01:18:17.542 --> 01:18:17.602]  1-800-453-2202.
[01:18:17.622 --> 01:18:19.142]  Or visit our website at readyreservefoods.com.
[01:18:19.162 --> 01:18:21.303]  Factory direct, wholesale pricing from Ready Reserve Foods.
[01:18:21.323 --> 01:18:21.683]  Call us at 1-800-453-2202.
[01:18:33.631 --> 01:18:35.133]  Alex Jones here with a question.
[01:18:35.313 --> 01:18:36.775]  What does humidity mean to you?
[01:18:37.075 --> 01:18:39.297]  Most people think of hot and sticky summer days.
[01:18:39.758 --> 01:18:44.503]  But many people are beginning to realize that humidity can be a valuable source of pure drinking water.
[01:18:44.883 --> 01:18:47.746]  That's why I'd like you to visit acolablue.com.
[01:18:48.086 --> 01:18:51.610]  Acolablue is a state-of-the-art atmospheric water generator.
[01:18:51.972 --> 01:19:03.964]  Producing purified drinking water from the humidity in the air using reverse osmosis and a five-stage carbon and UV light filtration system which produces great tasting water at an unbeatable price.
[01:19:04.525 --> 01:19:06.527]  Finally, drinking water that you control.
[01:19:06.547 --> 01:19:07.848]  I use one every day.
[01:19:08.248 --> 01:19:10.711]  Say goodbye to expensive water delivery services.
[01:19:11.011 --> 01:19:12.492]  Call Ecolablue right now at 1-800-691-6043.
[01:19:12.512 --> 01:19:12.832]  That's 1-800-691-6043.
[01:19:12.852 --> 01:19:14.873]  Or visit Ecolablue at ecoloblue.com today.
[01:19:33.892 --> 01:19:34.772]  Spring is here.
[01:19:35.012 --> 01:19:35.793]  Growing season.
[01:19:35.973 --> 01:19:37.953]  The economy is not getting any better.
[01:19:38.173 --> 01:19:39.594]  In fact, it's getting worse.
[01:19:39.894 --> 01:19:40.554]  Think about it.
[01:19:40.854 --> 01:19:44.695]  At this rate, how will your life be in a month or even a year?
[01:19:44.955 --> 01:19:48.436]  Maybe you've been putting things off, but the time to act is now.
[01:19:48.696 --> 01:19:50.316]  The country is running out of food.
[01:19:50.596 --> 01:19:53.097]  You need to get your seeds before it's too late.
[01:19:53.417 --> 01:20:05.331]  At OrganicaSeed.com, you'll find one of the largest online selections of heirloom seeds, survival seed packs, as well as the giant vegetable seed collections that can feed you and your family for years.
[01:20:05.631 --> 01:20:08.234]  Grow your very own fresh vegetables, wheatgrass,
[01:20:08.274 --> 01:20:08.614]  I think so.
[01:20:37.438 --> 01:20:43.803]  You're listening to GCN, the Genesis Communications Radio Network.
[01:20:43.823 --> 01:20:51.610]  Just want to say my crew in here, Paul Hartman, good old Jaron Neihart, Aaron Dykes, Rob Jacobson.
[01:20:51.730 --> 01:20:54.412]  We're in here filming today for the next Obama film.
[01:20:55.934 --> 01:20:56.874]  It's coming out July 4th.
[01:20:56.934 --> 01:20:58.916]  Tell you more about it in the name of the new film next week.
[01:20:59.036 --> 01:21:03.540]  That's right, we're hitting them hard with a jab to the nose and then a big hook.
[01:21:05.185 --> 01:21:07.046]  Yeah, a haymaker, ladies and gentlemen.
[01:21:07.066 --> 01:21:10.668]  So let's go ahead and tell you what's coming up after we take some calls.
[01:21:11.068 --> 01:21:13.089]  Mandatory Service Bill lives on.
[01:21:13.429 --> 01:21:14.910]  That is coming up.
[01:21:14.950 --> 01:21:16.751]  Webster, let's go to some phone calls.
[01:21:17.092 --> 01:21:19.293]  Folks have been patiently holding them, so they're all over the map.
[01:21:19.773 --> 01:21:21.514]  The phone's loaded the second we started the show.
[01:21:22.215 --> 01:21:23.716]  Let's talk to Joe in Houston.
[01:21:23.736 --> 01:21:24.936]  You're on the air worldwide, Joe.
[01:21:25.817 --> 01:21:27.698]  Gentlemen, I admire your courage.
[01:21:28.418 --> 01:21:31.020]  I want to debunk the global warming hoax.
[01:21:31.872 --> 01:21:39.282]  The cause of climate change, the major cause, is geonuclear, which comes out of the center of the Earth, has absolutely nothing to do with carbon dioxide.
[01:21:39.302 --> 01:21:43.307]  Well, all the major... I mean, the real studies show it's the sun as the major climate driver.
[01:21:43.367 --> 01:21:47.393]  No, I dispute that, but I'm going to send you a scientific paper that I've prepared on this.
[01:21:47.493 --> 01:21:48.134]  I'm an engineer.
[01:21:49.535 --> 01:21:55.058]  I'm not debating you that geothermal has a massive... We'll discuss that at a future time.
[01:21:55.078 --> 01:22:06.604]  But let me just say, what their claim is, and they're hanging their hat on, is that the current level of carbon dioxide, 370 parts per million, is going to increase by 5, and that's going to be a problem.
[01:22:07.465 --> 01:22:09.526]  Let me put that in physical terms.
[01:22:09.606 --> 01:22:12.408]  It's been 14 times higher before from the ice core samples.
[01:22:12.428 --> 01:22:12.808]  Yes, sir.
[01:22:13.008 --> 01:22:13.348]  Yes, sir.
[01:22:13.768 --> 01:22:14.049]  Okay.
[01:22:16.129 --> 01:22:19.231]  A million BBs is 20 gallons of BBs.
[01:22:19.471 --> 01:22:22.733]  These people are telling you if you add five more BBs, you've got a huge problem.
[01:22:23.393 --> 01:22:26.435]  Well, carbon is absolutely necessary.
[01:22:26.535 --> 01:22:28.556]  I mean, carbon dioxide is absolutely necessary.
[01:22:28.576 --> 01:22:30.277]  We are carbon-based life forms.
[01:22:30.317 --> 01:22:31.317]  I'm going to let you finish up.
[01:22:31.437 --> 01:22:32.218]  I'm going to let you finish up.
[01:22:32.238 --> 01:22:34.139]  I'm going to get Webster, who's an expert on this.
[01:22:34.499 --> 01:22:35.079]  Webster Blake.
[01:22:35.139 --> 01:22:38.701]  I'm going to email you my scientific analysis of this thing.
[01:22:38.721 --> 01:22:39.381]  You'll be interested.
[01:22:39.521 --> 01:22:42.043]  Well, I mean, to be clear though, caller Joe, and I agree with you.
[01:22:42.703 --> 01:22:48.525]  They've had thousands, what, 30-something thousand scientists have sent letters to the UN, engineers, climatologists saying it's a fraud.
[01:22:48.825 --> 01:22:52.506]  The 2,000 the UN had, most of them went back on it saying they just put our names on this.
[01:22:53.146 --> 01:22:54.947]  They know it's a scam, sir.
[01:22:55.247 --> 01:22:58.308]  They know that carbon dioxide is good and plants breathe it.
[01:22:58.368 --> 01:23:01.309]  They know that the Earth heats first and then you get...
[01:23:01.749 --> 01:23:13.578]  What I've done for you, Alex, is I've put all this in a five-page coherent form that you can post on your website that anybody with a decent high school education will be able to understand and argue with anybody that's still a Kool-Aid trigger.
[01:23:13.618 --> 01:23:14.559]  Alright, do me a favor, Joe.
[01:23:14.619 --> 01:23:16.641]  Send it to Rob D. That's one of my producers.
[01:23:17.081 --> 01:23:20.284]  Rob D, just the letter D, at InfoWars.com.
[01:23:20.304 --> 01:23:21.605]  And I don't want to hang up on you yet.
[01:23:22.005 --> 01:23:28.370]  Webster, I mean, break down what's really happening with the global climate tax, taxing the very carbon cycle of terra firma.
[01:23:29.167 --> 01:23:32.189]  Well, it amounts to a tax on production.
[01:23:32.349 --> 01:23:35.992]  In other words, physical, tangible, commodity production.
[01:23:36.152 --> 01:23:36.853]  Useful goods.
[01:23:36.913 --> 01:23:42.577]  Things you can eat, wear, drive, live in, use as a machine tool, anything of this sort.
[01:23:42.837 --> 01:23:44.518]  That's where the carbon tax is going to fall.
[01:23:44.638 --> 01:23:49.902]  It's designed really to crush what remains of an industrial economy, especially in the U.S.
[01:23:50.042 --> 01:23:52.644]  And the IMF and World Bank and the Club of Rome state this.
[01:23:52.904 --> 01:23:55.326]  They're waging war against any real economy.
[01:23:56.371 --> 01:24:08.298]  And at the same time, it's also designed to make these other marginal forms of energy production, the windmills or solar cells, which are anti-economical, to make them look as if they're actually economical.
[01:24:08.338 --> 01:24:13.000]  Remember, with a windmill or a solar cell, you never break even in energy terms.
[01:24:13.040 --> 01:24:16.722]  In other words, the energy you've got to put in to manufacture it, you'll never get out of it.
[01:24:17.022 --> 01:24:21.725]  And also in monetary terms, you won't get the money out of it that you spend for creating it.
[01:24:22.620 --> 01:24:23.561]  It's an entire scam.
[01:24:23.601 --> 01:24:29.547]  Now, what does this really express is sort of the eternal insanity of the oligarch and the banker.
[01:24:30.047 --> 01:24:38.495]  Al Gore, of course, is a crackpot and a charlatan, and I welcome what you're saying because it shows that, indeed, the debate is not over, Al Gore.
[01:24:38.615 --> 01:24:40.477]  There's a very lively debate going on.
[01:24:41.898 --> 01:24:42.659]  No, I don't.
[01:24:59.239 --> 01:25:04.382]  And let me stop you, but solar radiation is not a constant.
[01:25:04.882 --> 01:25:05.703]  The sun is heating.
[01:25:05.963 --> 01:25:10.445]  No, the geonuclear force is not constant either.
[01:25:10.825 --> 01:25:13.027]  We've got uranium that's down in the center of the earth.
[01:25:13.107 --> 01:25:13.967]  It's decomposing.
[01:25:14.027 --> 01:25:15.528]  It's creating a lot of internal heat.
[01:25:15.848 --> 01:25:16.569]  It melts rock.
[01:25:17.829 --> 01:25:19.692]  No, no, I've seen those studies.
[01:25:33.367 --> 01:25:35.588]  Sir, I've seen those studies.
[01:25:36.128 --> 01:25:36.909]  I understand that.
[01:25:37.309 --> 01:25:48.196]  It's just I've been reading what the climatologists and solar experts say, and certainly geothermal and volcanic alone, one small part of the geothermal system, dwarfs all human activity alone.
[01:25:48.217 --> 01:25:50.138]  So I agree that you're right in that.
[01:25:50.158 --> 01:26:02.246]  I'm saying the sun itself is a much larger driver in whole, not just with its overall radiation, but the particuli, the particles that come in for cloud seeding in the mid-atmosphere.
[01:26:02.746 --> 01:26:07.769]  I would also say that the solar activity is the one that I find most convincing.
[01:26:07.809 --> 01:26:14.172]  You got to think about Eric the Red and Leif Erikson and these people coming to Newfoundland and calling it Vineland.
[01:26:14.272 --> 01:26:17.073]  Well, that means that we're nowhere near as warm as it was.
[01:26:17.093 --> 01:26:20.875]  Yeah, Greenland's ice today, but they called it Greenland and reported it was all green.
[01:26:21.195 --> 01:26:27.198]  Right, so I think we're very well within the oscillation band of just historical records of the last
[01:26:27.558 --> 01:26:27.899]  I think so.
[01:26:48.760 --> 01:26:58.548]  And by the way, it's come out that there's a carbon exchange in Chicago that Barack Obama owns part of, and Al Gore literally owns the majority stock in the big European carbon trading.
[01:26:58.588 --> 01:27:01.650]  So you're going to buy your carbon indulgences from Al Gore.
[01:27:01.891 --> 01:27:05.974]  What they're going to do is once this carbon cap and trade exists, if it ever does,
[01:27:06.534 --> 01:27:08.895]  That will be a way for Goldman Sachs to come in.
[01:27:08.915 --> 01:27:11.295]  Now, Goldman Sachs has got the number two guy.
[01:27:11.355 --> 01:27:17.777]  Geithner's right-hand man is this guy, Patterson, who's the green economist from Goldman Sachs.
[01:27:17.817 --> 01:27:27.260]  So, once the carbon offsets exist, they can bid them up, and that will shut down all of industrial production, because the price will go up as the hedge funds move in and buy these things.
[01:27:27.320 --> 01:27:32.141]  So, a speculative market and its carbon offsets leading to the end of production as we've known it.
[01:27:32.261 --> 01:27:33.381]  Let's take another call quickly.
[01:27:33.441 --> 01:27:34.482]  Barry in California.
[01:27:34.802 --> 01:27:35.402]  Barry, go ahead.
[01:27:35.982 --> 01:27:37.103]  How you guys doing today?
[01:27:37.123 --> 01:27:39.945]  I really appreciate you having Leslie on today.
[01:27:39.965 --> 01:27:42.187]  He really hits the nail.
[01:27:42.707 --> 01:27:43.648]  I'll call him Leslie.
[01:27:43.988 --> 01:27:44.809]  He's Leslie.
[01:27:45.910 --> 01:27:46.730]  Austin's icon.
[01:27:46.750 --> 01:27:47.651]  Yeah, go ahead.
[01:27:48.592 --> 01:27:50.793]  I want to tell you what I'm going to do this week.
[01:27:51.053 --> 01:27:56.277]  I'm going to make a sign and I'm going to say, wake up, we the people.
[01:27:57.078 --> 01:27:58.099]  Where is the
[01:27:58.962 --> 01:28:01.064]  You know, the madness of what's going on.
[01:28:01.885 --> 01:28:05.368]  Don't look at the $160 million bonus, but look at the $10 trillion biggest...
[01:28:10.143 --> 01:28:25.594]  Bankruptcy of the American taxpayer, and then I'm going to put, check out the number one video online, Obama Deception, on YouTube, and I'm going to have Infowars.com, repent before it's too late.
[01:28:26.095 --> 01:28:29.517]  And repent, the canonical repentance is destroy all derivatives.
[01:28:29.557 --> 01:28:31.298]  Shred them, delete them, and get rid of them.
[01:28:31.318 --> 01:28:31.919]  No, no, no, no, no.
[01:28:32.099 --> 01:28:36.903]  Instead of getting the bankers in trouble, Webster, I will buy indulgences, carbon indulgences.
[01:28:38.197 --> 01:28:41.040]  But I just understand what Wesley's saying.
[01:28:41.100 --> 01:28:42.942]  I understand what it's on the abominate section.
[01:28:42.962 --> 01:28:44.744]  I've been passing out left and right.
[01:28:45.725 --> 01:28:49.689]  And I ask people to look at it objectively and with an open mind.
[01:28:50.350 --> 01:28:53.573]  And I let them know that you break up the left and the right paradigm.
[01:28:54.174 --> 01:28:58.058]  And that they have to understand, they have to educate themselves on what's going on.
[01:28:58.118 --> 01:28:59.840]  And I said this movie will open your eyes.
[01:29:00.313 --> 01:29:01.274]  Good job, my friend.
[01:29:01.294 --> 01:29:02.095]  Good to hear from you.
[01:29:02.515 --> 01:29:04.016]  We don't have time to make another call right now.
[01:29:04.036 --> 01:29:04.577]  We're going to come back.
[01:29:04.597 --> 01:29:06.078]  I've got to race through your calls to get to everybody.
[01:29:06.098 --> 01:29:13.345]  The toll free number to join us is 877-590-5525 or locally in Central Texas.
[01:29:13.365 --> 01:29:20.872]  If you're listening to us from our flagship station, this syndicated show originates from 836-0590 or the one phone line that is open right now.
[01:29:21.212 --> 01:29:23.438]  We'll be right back after this quick break with Webster Tarbley.
[01:29:23.458 --> 01:29:25.944]  30 minutes left in this transmission.
[01:29:25.964 --> 01:29:27.508]  PrisonPlanet.tv.
[01:29:27.588 --> 01:29:28.911]  See the Obama Deception right now.
[01:29:29.192 --> 01:29:29.894]  PrisonPlanet.tv.
[01:29:33.527 --> 01:29:36.510]  Every 22 seconds a violent crime is committed.
[01:29:36.771 --> 01:29:38.793]  Are you concerned about your personal safety?
[01:29:39.113 --> 01:29:42.436]  Why wait for something bad to happen when you can take action now?
[01:29:42.737 --> 01:29:43.397]  Be smart.
[01:29:43.678 --> 01:29:44.379]  Be safe.
[01:29:44.639 --> 01:29:46.601]  Trust Pepper Spray instead of your luck.
[01:29:46.841 --> 01:29:52.387]  Pepperspray.com is the only website you'll ever need for all your non-lethal self-defense supplies.
[01:29:52.647 --> 01:29:56.051]  Pepperspray.com carries one of the largest assortments of pepper spray.
[01:29:56.351 --> 01:30:02.357]  And personal safety products on the web, including mace, animal repellents, stun guns, and tasers.
[01:30:02.577 --> 01:30:08.503]  Pepperspray.com also carries a large assortment of products for personal, home, child, and pet safety.
[01:30:08.724 --> 01:30:12.968]  Pepperspray.com is proud to feature Sabre brand pink ribbon pepper spray.
[01:30:13.188 --> 01:30:18.809]  For every Saver Pink Ribbon Pepper Spray sold, a donation will be made to the National Breast Cancer Foundation.
[01:30:19.029 --> 01:30:23.191]  Enter the word Pepper in the coupon box and you'll receive 10% off your order.
[01:30:23.431 --> 01:30:24.551]  So what are you waiting for?
[01:30:24.731 --> 01:30:26.151]  Go to Pepperspray.com.
[01:30:26.311 --> 01:30:28.532]  That's Pepperspray.com or call 1-800-908-9988.
[01:30:28.592 --> 01:30:28.972]  Call today.
[01:30:33.776 --> 01:30:35.037]  Hi, this is Alex Jones.
[01:30:35.097 --> 01:30:40.420]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:30:40.680 --> 01:30:45.283]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:30:45.683 --> 01:30:50.766]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[01:30:51.266 --> 01:30:55.969]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:30:56.489 --> 01:30:58.370]  They call it a survival seed bank.
[01:30:58.795 --> 01:31:03.397]  And it can produce an endless supply of nutrient-dense food for you and your family.
[01:31:03.597 --> 01:31:04.498]  And here's the best part.
[01:31:04.718 --> 01:31:07.479]  These seeds have not been genetically modified in any way.
[01:31:07.779 --> 01:31:11.081]  And you actually get enough seeds to plant a full acre crisis garden.
[01:31:11.401 --> 01:31:14.242]  So visit them today at survivalseedbank.com.
[01:31:14.602 --> 01:31:16.483]  That's survivalseedbank.com.
[01:31:16.803 --> 01:31:17.664]  Or give them a call at 877-327-0365.
[01:31:17.684 --> 01:31:17.864]  That's 877-327-0365.
[01:31:17.904 --> 01:31:19.064]  Remember, in a real crisis,
[01:31:27.904 --> 01:31:30.112]  Non-hybrid seeds are the ultimate barter item.
[01:31:30.454 --> 01:31:32.842]  This is Alex Jones for survivalseedbank.com.
[01:31:33.357 --> 01:31:40.322]  You already know that drinking pure high alkaline pH water is the most important factor in maintaining high energy and vibrant health.
[01:31:40.562 --> 01:31:44.865]  Most experts agree that the water you drink should be at a pH level of 8 or higher.
[01:31:45.125 --> 01:31:50.228]  AlkaVision Plasma pH Drops combine a unique formula of the most alkaline ingredients.
[01:31:50.729 --> 01:31:57.833]  Using Plasma pH Drops is one of the best ways to make your water alkaline, to help you get rid of acid and regain your health and energy.
[01:31:58.274 --> 01:32:03.157]  Simply put 10 drops per liter of water you drink to raise the pH to the ultimate level.
[01:32:03.637 --> 01:32:09.081]  Alkalizing water helps your body rid itself of acidic waste and increases the oxygen content of your body.
[01:32:09.482 --> 01:32:14.986]  Disease organisms like bacteria and cancer cannot survive in an alkaline, high pH environment.
[01:32:15.286 --> 01:32:21.010]  Order your bottle of AlkaVision Plasma pH Drops now by going directly to AlkaVision.com.
[01:32:21.230 --> 01:32:23.752]  That's A-L-K-A Vision dot com.
[01:32:24.012 --> 01:32:24.733]  Or by calling 269-216-9767.
[01:32:24.753 --> 01:32:24.953]  269-216-9767 today!
[01:32:33.414 --> 01:32:34.274]  Spring is here.
[01:32:34.534 --> 01:32:35.315]  Growing season.
[01:32:35.495 --> 01:32:37.475]  The economy is not getting any better.
[01:32:37.696 --> 01:32:39.096]  In fact, it's getting worse.
[01:32:39.396 --> 01:32:40.076]  Think about it.
[01:32:40.376 --> 01:32:44.218]  At this rate, how will your life be in a month or even a year?
[01:32:44.458 --> 01:32:47.939]  Maybe you've been putting things off, but the time to act is now.
[01:32:48.219 --> 01:32:49.840]  The country is running out of food.
[01:32:50.120 --> 01:32:52.681]  You need to get your seeds before it's too late.
[01:32:52.941 --> 01:32:59.863]  At OrganicaSeed.com, you'll find one of the largest online selections of heirloom seeds, survival seed packs,
[01:33:00.083 --> 01:33:00.423]  I'm good.
[01:33:22.423 --> 01:33:25.064]  So head over to OrganicaSeed.com.
[01:33:25.264 --> 01:33:29.586]  That's O-R-G-A-N-I-C-A-S-E-E-D dot com.
[01:33:29.826 --> 01:33:32.046]  OrganicaSeed.com today.
[01:33:32.066 --> 01:33:37.708]  Thank you for listening to GCN.
[01:33:38.069 --> 01:33:41.430]  Be sure to visit GCNlive.com today.
[01:33:43.911 --> 01:33:46.892]  The preacher man says it's the end of time.
[01:33:46.992 --> 01:33:50.173]  In the Mississippi River she's a gold drive.
[01:33:52.734 --> 01:33:59.800]  If we have any future, we're going to expose the criminal parasite bankers.
[01:34:00.241 --> 01:34:08.488]  As Thomas Jefferson said, if you were ever to stop the bankers, they would just, with the stroke of a pen, create enough money to buy up the world again overnight.
[01:34:09.529 --> 01:34:10.170]  To paraphrase.
[01:34:11.960 --> 01:34:16.045]  And this country's entire history has been about the struggle against the bankers.
[01:34:16.085 --> 01:34:21.210]  I want to go to the phone calls, right back to the calls, but Webster Tarbley, specifically on that issue.
[01:34:21.250 --> 01:34:30.881]  I mean, the Founding Fathers, the people that came after it, Lincoln, so many others, they continually fought against offshore British bankers coming in and taking over this country.
[01:34:30.901 --> 01:34:31.822]  Can you speak to that briefly?
[01:34:32.342 --> 01:34:39.225]  Well, in economics, there's something called the American System of Political Economy, which is homegrown, and it's the only successful one.
[01:34:39.265 --> 01:34:43.046]  All the other schools are basically British or some other foreign version.
[01:34:43.106 --> 01:34:48.628]  Now, it's Governor Winthrop of Massachusetts, it's Benjamin Franklin, the founder of the Post Office.
[01:34:49.048 --> 01:34:52.289]  Alexander Hamilton is the leading light of this, and there's just no way around it.
[01:34:52.309 --> 01:34:54.470]  There's no way you can edit him out of the history.
[01:34:54.530 --> 01:34:59.012]  Henry Clay of Kentucky, Abraham Lincoln, a follower of him, but also some theoreticians.
[01:34:59.052 --> 01:34:59.632]  Friedrich List,
[01:35:00.593 --> 01:35:05.315]  Who built all the railroads in Austria before coming to Reading, Pennsylvania and becoming a citizen.
[01:35:05.355 --> 01:35:07.256]  Henry Carey, the big advisor to Lincoln.
[01:35:07.657 --> 01:35:10.478]  Justin Morrill, who built the transcontinental railroads.
[01:35:11.558 --> 01:35:14.780]  Then you get these prairie populists and finally you get the New Deal.
[01:35:14.800 --> 01:35:18.382]  The New Deal has a lot of this in it and the attempt to revive that under Kennedy.
[01:35:18.702 --> 01:35:23.724]  So you either have progress and upward mobility or you collapse into Dark Ages.
