[00:00:14.446 --> 00:00:16.989]  8-8-7-6-6-6-0-6-6 today.
[01:13:42.297 --> 01:13:43.338]  You think there's too many people?
[01:13:43.598 --> 01:13:44.438]  Kill yourself!
[01:13:45.199 --> 01:13:47.240]  How dare you say kill little babies!
[01:13:48.012 --> 01:13:50.494]  If there's too many people, then you need to off yourselves.
[01:13:50.514 --> 01:13:51.595]  And I'm not saying do that.
[01:13:52.016 --> 01:13:55.619]  But it's a lot more extreme for you to be saying, let's kill little black and Mexican kids.
[01:13:56.100 --> 01:13:56.880]  I'm sick of ya!
[01:13:58.402 --> 01:14:00.224]  Let's go ahead and talk to Carl in Florida.
[01:14:00.264 --> 01:14:00.604]  No, no.
[01:14:01.505 --> 01:14:03.647]  Actually, the first caller I want to get to is from Africa.
[01:14:03.907 --> 01:14:05.609]  Won't give us names, this is in the military.
[01:14:06.510 --> 01:14:08.111]  Let's go ahead and take the call from Africa.
[01:14:08.571 --> 01:14:09.372]  Go ahead, you're on the air.
[01:14:10.413 --> 01:14:11.214]  Hey Alex, how you doing?
[01:14:15.877 --> 01:14:16.958]  Thanks for taking my call.
[01:14:16.978 --> 01:14:17.658]  I appreciate it.
[01:14:17.698 --> 01:14:18.979]  Are you over there with AFRICON?
[01:14:18.999 --> 01:14:22.601]  Yeah, they just stood up last October.
[01:14:23.662 --> 01:14:25.162]  So you're in Kenya?
[01:14:25.423 --> 01:14:26.984]  That's AFRICON's command base, correct?
[01:14:27.924 --> 01:14:31.326]  Yes, it's in that vicinity, in that part of the region.
[01:14:31.426 --> 01:14:35.148]  Okay, you're in command... Tell the slaves about Command Base AFRICON.
[01:14:36.489 --> 01:14:36.889]  What's that?
[01:14:37.810 --> 01:14:40.772]  Tell the slaves out there about Command Base AFRICON.
[01:14:40.792 --> 01:14:43.213]  They don't even know about the AFRICON operation.
[01:14:44.477 --> 01:14:47.199]  Well, AFRICOM took over this area here.
[01:14:48.000 --> 01:14:48.820]  They just stood it up.
[01:14:48.900 --> 01:14:53.123]  It's supposed to replace the previous command.
[01:14:53.263 --> 01:15:00.328]  And their focus isn't on the African region and this whole area because... Yeah, before AFRICOM was a subgroup of CENTCOM, right?
[01:15:01.169 --> 01:15:01.849]  That's correct.
[01:15:01.889 --> 01:15:03.451]  CENTCOM was running this area.
[01:15:03.831 --> 01:15:08.034]  But CENTCOM is focusing more on the Afghanistan, Iraq region.
[01:15:08.712 --> 01:15:12.715]  And so they brought up AFRICOM to basically work this area.
[01:15:12.755 --> 01:15:14.236]  Tell me why you're calling from the U.S.
[01:15:14.276 --> 01:15:15.597]  military AFRICOM, sir.
[01:15:16.678 --> 01:15:17.039]  What's that?
[01:15:17.239 --> 01:15:18.700]  Tell us why you're calling from AFRICOM.
[01:15:19.601 --> 01:15:23.924]  Well, I wanted to call you Alex and tell you thank you very much for the work you're doing.
[01:15:24.774 --> 01:15:32.280]  Um, but, but guys, I've been listening to you for the last hour and three minutes that, you know, you get a little worked up and I understand your passion, but you know what?
[01:15:32.300 --> 01:15:33.881]  Some people don't have the ears to hear.
[01:15:34.201 --> 01:15:37.163]  You can yell at them until you're red in the face and they'll never get it.
[01:15:37.563 --> 01:15:38.424]  Because they're slaves.
[01:15:39.225 --> 01:15:40.305]  And yep, they're done.
[01:15:40.506 --> 01:15:43.748]  It's just, that's what, you know, that's why I keep telling a lot of my buddies here
[01:15:49.753 --> 01:15:57.656]  I'm glad the country's in the position it is right now because that's exactly what you wanted.
[01:15:57.736 --> 01:16:04.559]  Because every time you sit there and drink your beer and watch your damn sports and you're not paying attention, you brought it upon yourself.
[01:16:04.619 --> 01:16:06.020]  Now you're going to suffer the wrath of it.
[01:16:06.540 --> 01:16:09.883]  Because if it takes that extreme for them to wake up, then so be it.
[01:16:10.263 --> 01:16:22.812]  If they have to go down to the bottom of the hole to wake up, to change things in our country, and to put this crap aside, and to fix what the problem is with these elitists and these control freaks... Okay, stay right there.
[01:16:23.132 --> 01:16:24.133]  Hold on, stay right there.
[01:16:24.173 --> 01:16:26.134]  I know you've already held an hour, so why not hold more?
[01:16:26.154 --> 01:16:29.857]  I'm gonna come back, let you make the original point you called in about before I distracted you.
[01:16:30.217 --> 01:16:31.378]  We'll be right back, stay with us.
[01:16:36.519 --> 01:16:39.543]  Would you give someone $100 for a $10 bill?
[01:16:39.924 --> 01:16:44.149]  If you're taking vitamins and minerals in a pill form, that's exactly what you're doing.
[01:16:44.370 --> 01:16:46.553]  Hello, my name is Dr. David Friedman.
[01:16:46.893 --> 01:16:52.020]  According to the physician's desk reference, many vitamins and minerals in a pill form are 10% absorbed.
[01:16:53.141 --> 01:17:00.425]  It doesn't take a mathematician to figure out for every $100 you spend on these pills, you're flushing $90 down the toilet.
[01:17:00.705 --> 01:17:02.726]  Start absorbing the nutrients you swallow.
[01:17:02.966 --> 01:17:10.090]  Introducing Chews for Health, a delicious tasting chewable containing 16 super fruits, seed vegetables, and antioxidants.
[01:17:10.350 --> 01:17:12.251]  You know, you work hard for your money.
[01:17:12.511 --> 01:17:14.752]  Isn't it time to start getting what you pay for?
[01:17:15.093 --> 01:17:15.733]  Order today.
[01:17:15.913 --> 01:17:16.113]  1-800-210-1922.
[01:17:16.153 --> 01:17:22.722]  With Choose for Health, your body gets to keep the nutrients you swallow.
[01:17:22.962 --> 01:17:29.410]  The first 300 callers are going to receive a free copy of my best-selling CD, America's Unbalanced Diet.
[01:17:29.430 --> 01:17:29.490]  1-800-210-1922.
[01:17:29.510 --> 01:17:30.451]  Or go to orderchoose.com.
[01:17:36.144 --> 01:17:36.404]  Good day.
[01:17:36.564 --> 01:17:37.784]  Jim Newcomer for Midas Resources.
[01:17:37.884 --> 01:17:38.925]  June 5th, 2009.
[01:17:39.305 --> 01:17:40.165]  Gold open this morning at $9.80.90.
[01:17:40.465 --> 01:17:44.866]  A one ounce gold coin can be purchased for $1,868.504.34 for the half ounce and $2.52.17 for a quarter ounce.
[01:17:44.886 --> 01:17:45.206]  That's $1,868.504.34 and $2.52.17.
[01:17:45.246 --> 01:17:47.186]  70% of China's one trillion reserves are in dollar.
[01:17:47.226 --> 01:17:50.027]  Now purchasing 250,000 barrels of oil per day from Iran in euro.
[01:17:50.047 --> 01:17:52.548]  Japanese refiners buy 550,000 barrels, switching dollar to yen.
[01:17:52.588 --> 01:17:53.028]  Bad news for U.S.
[01:17:53.048 --> 01:17:53.248]  currency.
[01:18:02.990 --> 01:18:05.173]  China and Japan hold large positions in dollar.
[01:18:05.313 --> 01:18:06.734]  Trading equals permanent loss.
[01:18:06.995 --> 01:18:09.057]  Dollars fall into 65% of euro.
[01:18:09.217 --> 01:18:10.298]  Erosion accelerates.
[01:18:10.479 --> 01:18:13.001]  Countries despise imperialistic policy of U.S.
[01:18:13.202 --> 01:18:15.084]  Loss of confidence causing more selling.
[01:18:15.284 --> 01:18:17.687]  GAO is warning about the debt spiraling out of control.
[01:18:17.967 --> 01:18:18.907]  Why attack Iran?
[01:18:19.047 --> 01:18:21.868]  Jerome Corsi's Iran leads attack against the U.S.
[01:18:21.928 --> 01:18:23.349]  dollar document spells it out.
[01:18:23.489 --> 01:18:25.530]  Call 800-686-2237.
[01:18:25.990 --> 01:18:29.491]  The value of your hard-earned money is being destroyed in a global game of chess.
[01:18:29.651 --> 01:18:31.311]  Call 800-686-2237 for Corsi's report today.
[01:18:31.331 --> 01:18:31.612]  That's 800-686-2237.
[01:18:36.814 --> 01:18:39.976]  Before you throw away your used batteries, you need to listen to this.
[01:18:40.336 --> 01:18:42.077]  Now, going green can save money.
[01:18:42.257 --> 01:18:47.599]  Go green and save money by giving life to your used batteries by charging them with the Renaissance Charger.
[01:18:47.819 --> 01:18:55.543]  The Renaissance Charger uses a new revolutionary battery charging technology that effectively extends the life of new batteries and gives new life to used batteries.
[01:18:55.843 --> 01:19:05.127]  Invented by legendary audio genius John Bodini, this unique and patented charging system rejuvenates the electrochemical plate structure in the battery without additives.
[01:19:05.427 --> 01:19:08.468]  Increasing capacity and maintaining cell integrity.
[01:19:08.628 --> 01:19:13.530]  Renaissance Charge offers a full line of products made in the USA for all types and sizes of batteries.
[01:19:13.830 --> 01:19:19.032]  Find out why our customers tell us the Renaissance Charger is the only battery charger they will ever use.
[01:19:19.352 --> 01:19:20.072]  Save your money.
[01:19:20.473 --> 01:19:21.393]  Save the environment.
[01:19:21.773 --> 01:19:24.614]  Visit us online at r-charge.com.
[01:19:24.794 --> 01:19:26.874]  That's r-charge.com.
[01:19:27.014 --> 01:19:30.595]  Or call us at 989-637-4179.
[01:19:30.615 --> 01:19:33.416]  That's 989-637-4179.
[01:19:33.436 --> 01:19:36.197]  Be a part of the revolution today.
[01:19:36.517 --> 01:19:42.519]  We are surrounded by harmful indoor air that can easily deliver many harmful toxins straight into our bodies.
[01:19:42.759 --> 01:19:43.619]  Take a deep breath.
[01:19:44.559 --> 01:19:50.821]  Can you actually feel the airborne influenza, viruses, mold, bacteria, and dangerous ozone entering your lungs?
[01:19:51.041 --> 01:19:51.541]  Have a glass
[01:19:51.561 --> 01:19:51.881]  I think so.
[01:20:13.015 --> 01:20:24.807]  AirAndAqua.com carries whole house air and water purification systems, air conditioners, shower head filters, water testing kits, atmospheric water generators, humidifiers, dehumidifiers, and much more.
[01:20:24.988 --> 01:20:31.795]  To learn more and see the products that will change the way you look at our air and water, please visit AirAndAqua.com.
[01:20:31.915 --> 01:20:34.017]  That's AirAndAqua.com.
[01:20:34.117 --> 01:20:35.579]  Purify your life today!
[01:20:36.645 --> 01:20:38.806]  The GCN Radio Network.
[01:20:39.166 --> 01:20:42.147]  Providing the world with hard-hitting talk radio.
[01:20:42.607 --> 01:20:43.387]  GCN.
[01:20:43.787 --> 01:20:45.728]  Great talk radio starts here.
[01:20:54.758 --> 01:21:09.490]  All right, let's go back to Africa.
[01:21:11.211 --> 01:21:13.473]  One of the military people over there in Kenya.
[01:21:13.493 --> 01:21:15.775]  You originally tried to call in about something happening in Kenya.
[01:21:15.815 --> 01:21:17.016]  Go ahead, then I'll get to everybody else.
[01:21:17.536 --> 01:21:18.257]  Go ahead, you're on the air.
[01:21:19.455 --> 01:21:22.420]  Okay, Alex, I just wanted to basically say what I said.
[01:21:23.402 --> 01:21:29.092]  Although, you know, in Africa, the military is helping a lot with the people here, which is a good thing.
[01:21:29.961 --> 01:21:31.922]  Yeah, but see, that's PR.
[01:21:31.982 --> 01:21:32.342]  Hold on.
[01:21:32.362 --> 01:21:45.705]  See, they'll have you build bridges, put in medical clinics, and the doctors in there getting malaria and fighting the bugs, wanting to help little black kids, they don't know they're injecting them with different vaccines that have had different compounds added.
[01:21:45.745 --> 01:21:53.466]  They've been caught, mainstream news, adding hormones to tetanus to sterilize women, adding HIV to different injections.
[01:21:53.506 --> 01:21:55.667]  I mean, they've been caught, but see, it's compartmentalized.
[01:21:56.207 --> 01:22:10.919]  Well, the area there, the things that we do over here, we'll help with some things, but the medical aspect, the problem they have with a lot of their clinics, is they put a lot of the Kenyans or the Africans through college, to medical school and stuff like that, and they never come back.
[01:22:10.979 --> 01:22:14.282]  They stay in the United States, or they go to Britain, or they go somewhere else where they can make money.
[01:22:14.302 --> 01:22:20.787]  That's the big problem they're having here, is they don't come back to do medical work in their communities or in the country.
[01:22:21.488 --> 01:22:27.150]  So, I agree, and that allows Bill and Melinda Gates, that allows Bill and Melinda Gates and all them to fill up the vacuum.
[01:22:28.431 --> 01:22:28.671]  Right.
[01:22:29.211 --> 01:22:41.675]  Which is a real bad thing, because, like I say, the people of Africa are actually really good people, and I've met a lot of nice people over here, and they're decent people.
[01:22:41.776 --> 01:22:45.517]  Are you seeing a big Chinese presence vying for control in Africa?
[01:22:46.477 --> 01:22:48.278]  There is a major
[01:22:49.306 --> 01:22:57.959]  Um, struggle in a sense that continues over here between different nations like Arab nations, Chinese nations and just different countries.
[01:22:57.979 --> 01:23:01.886]  They come in and they help build infrastructure within the country or in the continent.
[01:23:22.025 --> 01:23:29.013]  And then we're still bad to report it and say they're hypocrites?
[01:23:29.333 --> 01:23:40.767]  You know, my whole issue is look at the Aztecs, look at the Romans, look at all the craziness that every government turns into and think about Tuskegee and the radiation experiments and all the stuff
[01:23:41.247 --> 01:23:57.217]  Government over and over again has been caught doing to the medical system and then we're just going to trust them now and then it comes out for 36 years they've been taking our blood at birth without asking us for a secret DNA database at Cold Springs Harbor which is the eugenics records office?
[01:23:58.658 --> 01:23:59.238]  Sorry, go ahead.
[01:23:59.318 --> 01:24:08.284]  I was just going to say, I mean, you know, if you take that step and believe that these people are a Luciferian cult of pedophiles
[01:24:08.706 --> 01:24:14.889]  You know, that falls right in line to feminism destroying families, the eugenics destroying families.
[01:24:14.909 --> 01:24:19.451]  You know, we can talk about the cremation of terror ritual at Bohemian Grove.
[01:24:19.511 --> 01:24:26.435]  You know, it's a druidic absolution ritual, you know, designed to put all of the sins of these global... Exactly!
[01:24:26.475 --> 01:24:30.997]  You got ultra-rich elites that are sick of everything normal.
[01:24:31.377 --> 01:24:33.018]  They're sick of the best-looking mistress.
[01:24:33.038 --> 01:24:35.319]  They're sick of 15 houses and 10 Learjets.
[01:24:35.639 --> 01:24:37.360]  They like cutting little kids' heads off.
[01:24:38.286 --> 01:24:39.166]  I appreciate your call.
[01:24:39.207 --> 01:24:40.527]  I mean, they like snuff films.
[01:24:41.288 --> 01:24:42.188]  I mean, they like evil.
[01:24:43.389 --> 01:24:44.989]  Believe me, it's not just a pedophile ring.
[01:24:45.450 --> 01:24:47.611]  But yeah, I mean, folks, it's so hellish.
[01:24:48.531 --> 01:24:52.033]  It's so hellish, what's running things, and the public just isn't ready to accept it.
[01:24:52.053 --> 01:24:54.114]  And that's why you're gonna get everything you got taken, folks.
[01:24:54.394 --> 01:24:56.975]  But you'll remember what I said later, and then fight back.
[01:24:57.035 --> 01:24:57.756]  That's what's important.
[01:24:58.116 --> 01:24:59.777]  Down the road, you're gonna remember this show.
[01:25:00.577 --> 01:25:02.238]  It's never too late to fight the globalists.
[01:25:03.149 --> 01:25:07.554]  I know you're in denial because you were trained to be cowards from birth, but you can wake up and be men and women again.
[01:25:08.074 --> 01:25:09.436]  Stephen Houston, you're on the air.
[01:25:10.197 --> 01:25:11.598]  Yeah, good afternoon, Alex.
[01:25:11.758 --> 01:25:24.873]  Hey, I had an interesting conversation earlier today with the lady at church, and she was mentioning to me she has a bunch of apartment complex properties here in the Harris County area just outside of Houston.
[01:25:25.614 --> 01:25:33.964]  And she just mentioned to me out of the blue how that she's had wells drilled for these properties so she doesn't have to be on city water, municipal water supply.
[01:25:34.004 --> 01:25:42.195]  Well, now the County of Harris is making her pay for that water and they're charging her at the rate of two and a half
[01:25:42.755 --> 01:25:43.756]  We're good to go.
[01:25:58.009 --> 01:26:00.230]  Uh, what's that country down in South America?
[01:26:00.250 --> 01:26:01.350]  Argentina.
[01:26:01.790 --> 01:26:07.772]  And I said, here, you know, they did the same thing, and then they had people getting bills of $2,000 and upwards per month.
[01:26:07.852 --> 01:26:08.472]  No, no, that's it.
[01:26:08.512 --> 01:26:08.832]  That's it.
[01:26:08.852 --> 01:26:09.633]  And I totally agree with you.
[01:26:09.653 --> 01:26:10.313]  Let me explain this.
[01:26:10.353 --> 01:26:10.813]  And the U.N.
[01:26:10.833 --> 01:26:12.754]  brags, that's why everything's about water.
[01:26:12.774 --> 01:26:16.495]  You hear about Boone Pickens, oh, he wants to help put windmills in the panhandle.
[01:26:16.555 --> 01:26:18.675]  No, that's the biggest aquifer in the U.S.
[01:26:18.716 --> 01:26:20.176]  His deal's actually to get that water.
[01:26:20.808 --> 01:26:30.053]  So they teach all the yuppies that there's no water left, so they'll accept artificial scarcity, just like they tell women diamonds are precious when they're semi-precious stones.
[01:26:30.413 --> 01:26:31.974]  Rubies and emeralds are actually precious.
[01:26:32.814 --> 01:26:33.695]  Diamonds are crap.
[01:26:34.315 --> 01:26:41.979]  They're just geographically only in Africa, one place in Arkansas, a small area in Canada, and a few areas in Australia.
[01:26:42.219 --> 01:26:44.060]  And the globalists bought all those areas up.
[01:26:44.580 --> 01:26:46.101]  Diamonds just lay all over the ground.
[01:26:46.401 --> 01:26:47.822]  Diamonds are semi-precious.
[01:26:47.842 --> 01:26:49.723]  They're not even at the top of the scale for semi-precious.
[01:26:50.199 --> 01:26:51.841]  But they tell women they're semi-precious.
[01:26:51.861 --> 01:26:52.942]  I mean, that they're precious.
[01:26:53.183 --> 01:26:54.544]  They advertise you gotta have them.
[01:26:55.846 --> 01:26:56.687]  Same thing with water.
[01:26:56.707 --> 01:26:57.888]  They tell you, don't use water.
[01:26:58.108 --> 01:26:58.869]  We're out of water.
[01:26:58.909 --> 01:26:59.590]  There's no water.
[01:26:59.610 --> 01:27:01.212]  They'll show you a lake when it goes down.
[01:27:01.533 --> 01:27:02.854]  What it's a man-made lake to begin with.
[01:27:02.874 --> 01:27:03.995]  They're meant to do that.
[01:27:04.396 --> 01:27:05.818]  And they train you.
[01:27:06.727 --> 01:27:13.156]  And that's why all these big water districts that are really semi-private are going around snatching water, using taxpayer money to do it.
[01:27:13.176 --> 01:27:15.939]  And they're going to artificially tell you there's no water.
[01:27:15.960 --> 01:27:17.001]  They're doing it all over the world.
[01:27:17.301 --> 01:27:18.603]  And double, triple, quadruple.
[01:27:18.823 --> 01:27:22.889]  And by law, in California and Texas, they're installing them without telling the public.
[01:27:23.436 --> 01:27:27.497]  That the news quotes smart thermostats, they remote control in your house.
[01:27:28.197 --> 01:27:30.678]  And so they're just, again, that's what globalism is.
[01:27:30.838 --> 01:27:33.498]  Ripping you off, scamming you, squeezing you.
[01:27:33.518 --> 01:27:37.099]  And yes, all over the country and the world, it's the same people run it all.
[01:27:37.619 --> 01:27:40.620]  They're charging you for your own well water.
[01:27:40.640 --> 01:27:44.201]  They're coming in to establish 100-year-old wells with plenty of water.
[01:27:44.581 --> 01:27:45.901]  They're saying you can't drill wells.
[01:27:46.281 --> 01:27:48.443]  They're saying water's not renewable.
[01:27:48.623 --> 01:27:50.064]  They're saying trees aren't renewable.
[01:27:50.425 --> 01:27:52.847]  You see, the globalists are monopoly men.
[01:27:52.887 --> 01:27:56.190]  The ultra-rich and wealthy got their power through government.
[01:27:56.670 --> 01:28:00.994]  See, conservatives, mainline conservatives won't tell you big corporations run the government.
[01:28:01.314 --> 01:28:02.676]  They are bigger than most governments.
[01:28:02.716 --> 01:28:06.699]  Of the 100 biggest economies, over 50 are now corporations.
[01:28:07.920 --> 01:28:08.481]  You understand?
[01:28:08.561 --> 01:28:09.341]  They are government.
[01:28:09.522 --> 01:28:12.124]  And the left says all corporations are bad and government's good.
[01:28:12.802 --> 01:28:18.905]  So see, the right's defending big corporations, the left's defending government, as if those two are fighting when they all work together.
[01:28:19.685 --> 01:28:21.786]  And until this scam is realized, we're in deep trouble.
[01:28:22.267 --> 01:28:23.067]  Can I cram one more in?
[01:28:23.087 --> 01:28:29.550]  Alright, we're going to come back and go to Peter, and we're going to go to John, Carl, Chris, and others.
[01:28:29.610 --> 01:28:41.876]  But does anybody care out there that I just explained to you that all the major wealthy people of the world are allowed to put their money into tax-free foundations, but only if the profits go for eugenics?
[01:28:43.396 --> 01:28:56.848]  Do any of you care that almost every major biological weapons scientist that I know of, if you go read their graduate papers, to be accepted to bio-warfare, they are eugenicists talking about killing humanity?
[01:28:57.648 --> 01:29:01.171]  Do you like that the folks that work at the bio-weapons labs want you and your family dead?
[01:29:01.191 --> 01:29:10.960]  Do you understand they're building a police state lockdown grid, so once they have their new order grid in place, they're gonna up the ante and start killing people faster and in more obvious ways?
[01:29:11.866 --> 01:29:14.807]  I know you won't believe me, but after they kill you and your family, you might.
[01:29:14.947 --> 01:29:17.328]  Are you concerned for the safety of your loved ones?
[01:29:17.628 --> 01:29:20.829]  Listen closely to this message from Pepperspray.com.
[01:29:21.249 --> 01:29:24.090]  Every 22 seconds a violent crime is committed.
[01:29:24.110 --> 01:29:28.532]  America has changed and your personal safety is your first priority.
[01:29:28.832 --> 01:29:29.452]  Be smart.
[01:29:29.652 --> 01:29:30.273]  Be safe.
[01:29:30.613 --> 01:29:32.954]  Trust Pepperspray instead of your luck.
[01:29:33.214 --> 01:29:39.436]  Pepperspray.com is the only website you'll ever need for all of your non-lethal self-defense supplies.
[01:29:39.776 --> 01:29:45.539]  Pepperspray.com carries one of the largest assortments of pepper spray and personal safety products on the web.
[01:29:45.759 --> 01:29:48.200]  From big to small, we have it all.
[01:29:48.460 --> 01:29:52.242]  Pepper spray, mace, animal repellents, stun guns, and tasers.
[01:29:52.502 --> 01:29:58.905]  Pepperspray.com also carries a large assortment of products for personal, home, child, and pet safety.
[01:29:59.225 --> 01:29:59.425]  Enter
[01:29:59.705 --> 01:30:03.808]  Save in the coupon box and you'll receive a special discount off of your order.
[01:30:04.109 --> 01:30:05.510]  So what are you waiting for?
[01:30:05.770 --> 01:30:07.511]  Go to Pepperspray.com.
[01:30:07.712 --> 01:30:09.693]  That's Pepperspray.com.
[01:30:09.853 --> 01:30:10.714]  Or call 1-800-908-9988 today!
[01:30:15.006 --> 01:30:17.188]  This is Alex Jones for American Tax Settlement.
[01:30:17.348 --> 01:30:26.474]  We have received news that the IRS is currently accepting reduced settlements on back taxes, and millions of consumers may be eligible for this reduction to save thousands of dollars.
[01:30:26.854 --> 01:30:31.057]  If any of you out there owe $10,000 or more in back taxes to the IRS,
[01:30:31.397 --> 01:30:34.679]  We have created an open phone line with American Tax Settlement.
[01:30:34.859 --> 01:30:44.026]  For all Alex Jones listeners to see if you qualify for a settlement with the IRS to save thousands, the number to call is 1-800-506-5904.
[01:30:44.266 --> 01:30:48.929]  Millions of taxpayers now may be eligible for this settlement to save thousands of dollars.
[01:30:49.309 --> 01:30:53.953]  Don't risk the IRS coming after you and garnishing your wages or seizing your property.
[01:30:54.193 --> 01:30:58.756]  American Tax Settlement specializes in negotiating with the IRS on your behalf.
[01:30:59.016 --> 01:31:02.860]  Keeping the IRS off your back and saving consumers millions of dollars.
[01:31:03.260 --> 01:31:07.244]  If you owe $10,000 or more in taxes to the IRS, the number to call is 1-800-506-5904.
[01:31:07.264 --> 01:31:07.604]  That's 1-800-506-5904.
[01:31:07.624 --> 01:31:07.825]  Call today.
[01:31:14.884 --> 01:31:18.167]  Silver is mankind's oldest natural antibiotic.
[01:31:18.347 --> 01:31:22.410]  This very special mineral has been used for centuries by most cultures throughout the world.
[01:31:22.591 --> 01:31:34.040]  Utopia, Texas, is home to a small but mighty supplement company called Utopia Silver, who offers colloidal products produced in distilled water without use of animal protein, nitrates, or saline solutions.
[01:31:34.260 --> 01:31:40.085]  Because our colloidal silver is made up of nano-sized particles, it can be better utilized at the cellular level.
[01:31:40.365 --> 01:31:44.747]  And germs can't mutate to be resistant like they can to modern-day antibiotics.
[01:31:45.027 --> 01:31:53.049]  Utopia Silver has a broad range of health supplements including colloidal silver, gold, and copper with a money-back guarantee on the colloidal products we produce.
[01:31:53.209 --> 01:32:00.892]  For four years, Utopia Silver has been fighting in the Texas courts against agencies that would steal our God-given rights of health care and freedom of speech.
[01:32:01.392 --> 01:32:03.934]  Visit us today at utopiasilver.com.
[01:32:04.094 --> 01:32:06.816]  That's U-T-O-P-I-A-Silver dot com.
[01:32:06.977 --> 01:32:09.539]  Or call 888-213-4338.
[01:32:09.559 --> 01:32:09.759]  888-213-4338.
[01:32:11.380 --> 01:32:14.142]  And help us win this battle.
[01:32:15.903 --> 01:32:16.784]  Spring is here.
[01:32:17.024 --> 01:32:17.825]  Growing season.
[01:32:17.985 --> 01:32:19.967]  The economy is not getting any better.
[01:32:20.187 --> 01:32:21.588]  In fact, it's getting worse.
[01:32:21.908 --> 01:32:22.529]  Think about it.
[01:32:33.677 --> 01:32:37.439]  At this rate, how will your life be in a month or even a year?
[01:32:37.679 --> 01:32:41.140]  Maybe you've been putting things off, but the time to act is now.
[01:32:41.361 --> 01:32:43.922]  You need to get your seeds before it's too late.
[01:32:44.202 --> 01:32:56.107]  At OrganicaSeed.com, you'll find one of the largest online selections of heirloom seeds, survival seed packs, as well as the giant vegetable seed collections that can feed you and your family for years.
[01:32:56.407 --> 01:33:02.190]  Grow your very own fresh vegetables, wheatgrass, fruits, herbs, rice, tea, coffee,
[01:33:02.310 --> 01:33:02.770]  We're good.
[01:33:30.854 --> 01:33:33.916]  Are you tired of searching for great talk radio?
[01:33:34.496 --> 01:33:35.416]  Search no more!
[01:33:41.719 --> 01:33:49.803]  We are back live ladies and gentlemen.
[01:33:49.823 --> 01:33:50.643]  Thank you for joining us.
[01:33:50.683 --> 01:33:57.146]  I'm going to rampage through your calls and get into a bunch of this economic news and police state news today.
[01:33:58.968 --> 01:34:01.950]  Let's go ahead and talk to Peter in California.
[01:34:02.610 --> 01:34:03.971]  Peter, you're on the air, go ahead.
[01:34:03.991 --> 01:34:12.297]  Hey Alex, I was wondering, I don't know if you've covered this or not, I don't know if anyone else has, why wouldn't Obama's grandmother at his inauguration
[01:34:13.846 --> 01:34:21.172]  Well, that would be an embarrassment to have his grandmother who runs around on video saying he was born in Kenya and now she saw him born in the village.
[01:34:21.192 --> 01:34:23.053]  And of course he said he had no Muslim roots.
[01:34:23.213 --> 01:34:24.014]  It was all made up.
[01:34:24.534 --> 01:34:30.019]  Now that he goes over to the Middle East, he says, you know, everything in Muslim and I have Muslim roots, which is fine if he had them.
[01:34:30.599 --> 01:34:34.761]  It's the issue that he lied about it and was very deceptive about it.
[01:34:35.661 --> 01:34:38.063]  But again, he's the eugenics president.
[01:34:38.103 --> 01:34:42.585]  They need a brown face on the New World Order to sucker everybody in.
[01:34:42.625 --> 01:34:48.267]  He's just suckering the Arabs in the Middle East in, just like he suckered the United States in.
[01:34:48.307 --> 01:34:51.029]  I mean, he lied about everything he said he would do.
[01:34:51.949 --> 01:34:53.270]  I don't know if he really lied.
[01:34:53.330 --> 01:34:56.211]  He could be so MK-altered that it might not be lying.
[01:34:57.119 --> 01:35:05.267]  Yeah, well, before somebody emails me because they're ignorant and says his grandma died two days before he won the election, or two days after he did, or whatever.
[01:35:05.907 --> 01:35:11.012]  Yes, the one in Hawaii that put him through school, she died of cancer, but the other grandma...
[01:35:11.793 --> 01:35:12.074]  I think?
[01:35:27.911 --> 01:35:31.234]  I mean, I've got family that isn't doing too well sometimes, and I send them money.
[01:35:31.635 --> 01:35:32.956]  But no, this is filth.
[01:35:32.996 --> 01:35:33.717]  This is trash.
[01:35:33.757 --> 01:35:39.242]  This is somebody who's made like, what is it, $10 million off his book, and his family doesn't get jack crap.
[01:35:39.622 --> 01:35:43.005]  Because that narcissistic, lying slimeball is evil.
[01:35:43.686 --> 01:35:46.068]  And you know, again, everything about him is a lie.
[01:35:46.108 --> 01:35:47.669]  He's 6% black.
[01:35:48.410 --> 01:35:49.351]  He's half white.
[01:35:51.588 --> 01:35:52.949]  44% Arab on record!
[01:35:53.269 --> 01:35:54.410]  His daddy's an Arab!
[01:35:54.750 --> 01:35:56.491]  His cousin Odinga's an Arab!
[01:35:57.012 --> 01:35:58.713]  Who is always attacking the Kenyans!
[01:35:59.393 --> 01:36:03.236]  The Arabs are... the Muslims are the minority over there.
[01:36:03.796 --> 01:36:10.681]  And Odinga rules it, and when he was in the Senate, Obama's own documents came out where he was telling Odinga how to stage riots!
[01:36:13.884 --> 01:36:25.214]  Yes, it's all going to be in there.
[01:36:25.334 --> 01:36:30.678]  I wanted to hit stuff in the Obama deception about how he said he was going to get out of these countries, but he lied.
[01:36:30.878 --> 01:36:33.020]  How he wasn't going to hire lobbyists, but that's all he hired.
[01:36:33.221 --> 01:36:38.105]  How he said he would make all the bailout money and stimulus money public, and now he makes it secret.
