[00:00:00.009 --> 00:00:02.750]  Go to GCNlive.com to order online now.
[02:52:24.523 --> 02:52:31.128]  I want to come back about 5-10 minutes into the next segment and start taking phone calls the rest of the hour for listeners.
[02:52:31.148 --> 02:52:32.409]  We appreciate you giving us so much time.
[02:52:33.529 --> 02:52:40.314]  Continue with what's happening and the moves to try to put vaccines in foods and so much more.
[02:52:41.900 --> 02:52:47.124]  Yes, the website is www.nvic.org.
[02:52:47.304 --> 02:52:51.347]  That's for National Vaccine Information Center, nvic.org.
[02:52:51.787 --> 02:53:06.338]  And there's a lot of free information there, a lot of resources, you know, other websites you can go to, and I just urge everybody to become as educated as you can about vaccination before you or your child gets vaccinated.
[02:53:08.630 --> 02:53:09.230]  Absolutely.
[02:53:09.370 --> 02:53:15.832]  What about the moves to put vaccines in mosquitoes, to make us take our shots, to put it in food?
[02:53:16.792 --> 02:53:21.973]  Yeah, I mean, there is a lot of experimentation going on.
[02:53:22.853 --> 02:53:31.095]  They are trying to come up with ways that they can get these vaccines to populations without people really thinking they're getting vaccinated.
[02:53:31.115 --> 02:53:37.116]  In other words, rather than putting a needle in your arm, they're looking at novel ways to deliver vaccines.
[02:53:38.032 --> 02:53:43.113]  And what they're not, and certainly food, putting them in foods like vegetables.
[02:53:44.134 --> 02:53:50.515]  There was a plan that they talked about, you know, mosquitoes who would then transfer these vaccines.
[02:53:50.955 --> 02:53:57.277]  But what they don't stop to consider is what can happen when someone gets vaccinated.
[02:53:57.717 --> 02:53:59.758]  You can always have an adverse reaction.
[02:54:00.318 --> 02:54:04.439]  Well, when I was going over these documents that I talked about and I had published in the 1990s,
[02:54:05.546 --> 02:54:09.169]  There was a super vaccine that they talked about in the mid-90s.
[02:54:09.369 --> 02:54:11.150]  They actually had a press conference in Washington.
[02:54:11.630 --> 02:54:19.276]  And what they were talking about is all the world governments coming together to finance the development of a super vaccine.
[02:54:19.336 --> 02:54:20.897]  They called it the Holy Grail.
[02:54:21.537 --> 02:54:35.107]  And in this vaccine, which was an oral vaccine that would be given at the moment of birth to every child in the world as they emerged from the womb, the vaccine would contain 20 to 30 different viral and bacterial antigens
[02:54:35.917 --> 02:54:36.618]  We're good to go.
[02:55:04.443 --> 02:55:07.745]  I mean, they may think it's a good idea, but what about the people?
[02:55:07.825 --> 02:55:20.013]  And these are private companies, private companies that then lobby the government to try to force you to take the vaccines, and even if you believe vaccines are good, they admit they don't give a baby a lot because it overwhelms them.
[02:55:20.053 --> 02:55:31.741]  Imagine 20 plus things orally given to a brand new baby, and it won't matter how many die, they'll just say, oh, the babies are all dying, but it's, it's, we gotta get rid of the population, but it has nothing to do with the vaccines.
[02:55:32.101 --> 02:55:33.082]  I mean, this is so sick.
[02:55:34.008 --> 02:55:41.052]  Well, I think that we just have to understand what's going on and we have to become activist citizens.
[02:55:41.552 --> 02:55:48.455]  If we're all apathetic and we just say, oh well let somebody else take care of it, we eventually get the government we deserve.
[02:55:48.895 --> 02:55:56.059]  We have to stand up as individuals, become involved, and make our voices heard.
[02:55:56.479 --> 02:56:02.022]  As you point out in your film, if we don't do that, then we're going to be in chains.
[02:56:03.001 --> 02:56:07.724]  Well, there are hundreds of different vaccine companies.
[02:56:08.184 --> 02:56:09.966]  They all want to try to make them mandatory.
[02:56:09.986 --> 02:56:14.549]  I mean, will someday, will it be thousands of vaccines where you get hundreds of injections a month?
[02:56:14.689 --> 02:56:16.070]  I mean, when does this end?
[02:56:16.630 --> 02:56:24.375]  I know that there's more than 2,000 clinical trials around the world that are developing several hundred, testing and developing several hundred vaccines.
[02:56:25.536 --> 02:56:28.358]  My question has always been, you know, the assumption is
[02:56:28.965 --> 02:56:33.206]  That more vaccination is going to equal long-term health.
[02:56:33.286 --> 02:56:34.387]  Better long-term health.
[02:56:34.847 --> 02:56:37.387]  I think we need to take a look, though, at the last quarter century.
[02:56:37.527 --> 02:56:44.789]  As we've tripled the numbers of doses of vaccines we're giving our children, what we've seen is a corresponding rise in chronic disease and disability.
[02:56:45.330 --> 02:56:46.050]  Like Crohn's.
[02:56:47.050 --> 02:56:47.390]  Pardon?
[02:56:47.630 --> 02:56:48.110]  Like Crohn's.
[02:56:48.130 --> 02:56:49.071]  We've got a break, Barbara.
[02:56:49.091 --> 02:56:50.291]  I want to come back and talk about
[02:56:51.261 --> 02:56:59.970]  This, this, this rise, the more vaccines, the more disease, the more problems, the more autoimmune problems, and also the bird flu vaccine that's killed a bunch of people.
[02:57:04.719 --> 02:57:14.803]  With food prices soaring to all-time highs, as the dollar continues to fall in value, what can you and your family do to guarantee that fresh, nutritious vegetables will make it to your dinner table?
[02:57:15.283 --> 02:57:16.344]  Garden in a Can.
[02:57:16.704 --> 02:57:20.285]  Garden in a Can is your source for premium, long-term, storable seeds.
[02:57:20.845 --> 02:57:22.626]  Garden in a Can is ready when you are.
[02:57:22.866 --> 02:57:25.167]  Plant them now or store them for when you really need them.
[02:57:25.627 --> 02:57:34.691]  There are 16 large hermetically sealed non-hybrid open pollinated packets of seeds along with detailed planting instructions sealed in a can for ultimate long-term protection.
[02:57:35.311 --> 02:57:36.312]  Garden in a can.
[02:57:36.732 --> 02:57:37.592]  It's that simple.
[02:57:37.933 --> 02:57:38.233]  Fresh.
[02:57:38.633 --> 02:57:39.033]  Healthy.
[02:57:39.493 --> 02:57:39.793]  Easy.
[02:57:40.334 --> 02:57:44.275]  Only $69.95 for over a half acre of safe fresh vegetables.
[02:57:44.676 --> 02:57:45.556]  Ready when you are.
[02:57:46.229 --> 02:57:49.870]  Stop procrastinating and start preparing with Garden In A Can.
[02:57:50.331 --> 02:57:53.412]  For more details, visit GardenInACan.com today.
[02:57:53.792 --> 02:57:54.552]  That's GardenInACan.com.
[02:57:54.572 --> 02:57:54.852]  Or call 866-598-7396.
[02:57:54.872 --> 02:57:54.912]  866-598-7396.
[02:57:54.932 --> 02:57:56.553]  In the New World Order's war against humanity,
[02:58:07.327 --> 02:58:09.448]  Barack Obama is the tip of the spear.
[02:58:09.949 --> 02:58:16.933]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[02:58:17.541 --> 02:58:23.727]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[02:58:24.107 --> 02:58:25.949]  Well, Obama's already fudging.
[02:58:26.089 --> 02:58:28.511]  He's fudged since day one in this election.
[02:58:28.591 --> 02:58:39.541]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[02:58:40.181 --> 02:58:41.462]  It's not about left or right.
[02:58:41.863 --> 02:58:43.224]  It's about a one-world government.
[02:58:43.695 --> 02:58:50.042]  This film documents who Obama works for, the lies he is told, and his real agenda.
[02:58:50.602 --> 02:58:58.390]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[02:58:58.871 --> 02:59:00.012]  The Obama Deception.
[02:59:00.452 --> 02:59:01.634]  The people strike back.
[02:59:03.792 --> 02:59:08.097]  Rough roads might be ahead for the economy, but your vehicle doesn't have to experience them.
[02:59:08.358 --> 02:59:10.961]  Can't afford a new vehicle or even an expensive repair?
[02:59:11.241 --> 02:59:17.829]  Now you can take care of your vehicle with Protecta Engine Oil Booster by SFR, which is a fully synthetic oil booster.
[02:59:18.029 --> 02:59:21.794]  Protecta Engine Oil Booster fortifies your motor oil to help your engine last longer.
[02:59:21.974 --> 02:59:28.076]  Protecta Engine Oil Booster has been tested by independent laboratories and proven in over 1 million vehicles worldwide.
[02:59:28.336 --> 02:59:32.717]  We'll give you enough Protecta Engine Oil Booster for 5 complete oil changes for only $22.95.
[02:59:33.057 --> 02:59:36.298]  That's enough for 2 vehicles for up to 1 year.
[02:59:36.558 --> 02:59:38.378]  Start taking care of your vehicle today.
[02:59:38.678 --> 02:59:41.619]  Take advantage of this limited time offer and receive free shipping.
[02:59:41.819 --> 02:59:45.320]  Protecta Engine Oil Booster is the last defense against engine wear.
[02:59:45.520 --> 02:59:48.182]  Go to oilcompanysecret.com or call 1-888-873-7371.
[02:59:48.202 --> 02:59:49.123]  That's oilcompanysecret.com or 888-873-7371.
[02:59:49.143 --> 02:59:50.444]  Satisfaction guaranteed or your money back.
[02:59:50.484 --> 02:59:52.305]  Call 888-873-7371 or visit oilcompanysecret.com.
[02:59:52.325 --> 02:59:55.088]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[03:00:18.595 --> 03:00:22.197]  Alright, Barbara Fisher, expert on vaccines.
[03:00:24.299 --> 03:00:33.684]  Started, and still heads up, the largest and most active and best informed group out there exposing the dangers of vaccines.
[03:00:33.724 --> 03:00:35.125]  Now they're trying to force people to take them.
[03:00:36.946 --> 03:00:47.373]  The situation with them trying to mix in live bird flu with the big batches of vaccines they were testing for the flu, when I googled it,
[03:00:48.519 --> 03:00:59.106]  I found all these mainstream British and German papers with separate companies and the homeless being given experimental bird flu shots and dying, and the authorities admitting they died from it.
[03:00:59.586 --> 03:01:01.147]  They told them it was regular flu shots.
[03:01:02.108 --> 03:01:08.051]  I mean, it's just getting crazier and crazier to the point of we're just kind of accepting of this out-of-control behavior now.
[03:01:08.091 --> 03:01:09.412]  Like, oh, that's just what they do.
[03:01:11.834 --> 03:01:16.697]  Well, you know, what I was really, a couple of weeks ago,
[03:01:17.601 --> 03:01:19.022]  I guess it's about a month ago now.
[03:01:19.082 --> 03:01:33.815]  The FDA, which meets on a regular basis, I was actually a consumer rep on the FDA committee between 1999 and 2003, learned a lot about the workings of the FDA.
[03:01:34.616 --> 03:01:44.184]  That committee is the committee that the companies who want to license new vaccines come forward and present their data, like they presented on Gardasil.
[03:01:44.224 --> 03:01:45.105]  I was actually there.
[03:01:45.529 --> 03:02:07.577]  When the first go-round on Gardasil occurred, I wasn't there when the committee voted on whether or not to license it, but about a month ago, there was a suggestion that they should be allowed to test a bird flu vaccine on six-month-olds, and this is the H5N1 avian flu vaccine.
[03:02:09.682 --> 03:02:14.787]  And I remember thinking, we don't have an avian flu epidemic, first of all.
[03:02:14.827 --> 03:02:20.572]  I mean, there were some people who died who were in close contact with birds over in Asia.
[03:02:20.673 --> 03:02:24.096]  I mean, you have to practically kiss the bird in order to get this avian flu.
[03:02:24.116 --> 03:02:34.085]  And the bird flu epidemic that they predicted has not taken place, and yet they are aggressively researching development of avian flu virus vaccine.
[03:02:35.709 --> 03:02:58.564]  So, that occurred about four weeks ago, and then on, I think it was February 27th, that there was this article that was published in that H5N1 avian flu viruses, live avian flu viruses, had somehow contaminated regular flu vaccine that is, you know, given out all over the world.
[03:02:59.045 --> 03:03:05.189]  And it was a plant in Austria, and they confirmed, they confirmed eventually that yes,
[03:03:06.044 --> 03:03:13.286]  There were contaminated, uh, lots of vaccine contaminated with this H5N1 bird flu virus, live virus.
[03:03:13.807 --> 03:03:20.769]  And it was some worker in Czechoslovakia who decided to inject the vaccine into, I think it was ferrets.
[03:03:20.789 --> 03:03:21.769]  It was ferrets.
[03:03:22.109 --> 03:03:22.509]  Ferrets.
[03:03:22.709 --> 03:03:25.330]  It was just something that was done, I guess, on a regular basis.
[03:03:25.410 --> 03:03:30.772]  Some little guy in a lab in Czechoslovakia who reported and said, wait a minute, all the ferrets are dying.
[03:03:31.570 --> 03:03:37.953]  And they also said it would have been perfect for it to mutate with the regular flu and become highly contagious and airborne.
[03:03:38.333 --> 03:03:40.754]  Did you see the London Telegraph article?
[03:03:40.774 --> 03:03:41.735]  I'm going to put it on screen.
[03:03:42.115 --> 03:03:45.076]  Homeless people die after bird flu vaccine trial in Poland.
[03:03:45.096 --> 03:03:45.597]  Did you see that?
[03:03:45.617 --> 03:03:46.397]  23 of them died?
[03:03:46.957 --> 03:03:48.218]  I have not seen that, no.
[03:03:49.062 --> 03:03:49.642]  That's what I mean.
[03:03:49.682 --> 03:03:50.723]  There's actually hundreds of these.
[03:03:50.763 --> 03:03:51.623]  You can't keep track of it all.
[03:03:51.903 --> 03:03:53.884]  They told them it was a regular flu vaccine.
[03:03:53.924 --> 03:03:54.604]  Paid them to take it.
[03:03:55.004 --> 03:03:58.025]  They gave it a 300 and something and 20 plus died.
[03:03:58.706 --> 03:04:01.547]  Just Google homeless people die after bird flu vaccine trial in Poland.
[03:04:01.587 --> 03:04:03.207]  It's up on screen right now.
[03:04:03.247 --> 03:04:04.027]  London Telegraph.
[03:04:05.528 --> 03:04:08.889]  So, uh, you know, that's just how it works now.
[03:04:09.509 --> 03:04:13.151]  I wondered because again, I've sat here and watched this for 27 years.
[03:04:14.500 --> 03:04:27.086]  Back in the 1990s, late 90s, early 2000s, they decided to lower the age for flu vaccine, which has always in this country been 65 years and older.
[03:04:27.767 --> 03:04:44.075]  They lowered it to 55, I think, and then they lowered it down to 50, and then the next thing I knew, they decided that 6 month old babies had to get it, and then they said that every child between 6 months and 18 years old should get a flu vaccine every year.
[03:04:44.966 --> 03:04:51.640]  And I thought to myself, why is there such a push for influenza vaccine when the majority of people
[03:04:52.486 --> 03:04:58.068]  Do not have flu, and yes it's annoying, and yes you're out for, you know, a week or whatever trying to get over it.
[03:04:58.088 --> 03:04:59.108]  I mean, true influenza.
[03:04:59.388 --> 03:05:03.409]  Because a lot of flu-like illness is not actually influenza.
[03:05:03.489 --> 03:05:05.930]  It's some other virus or bacteria.
[03:05:05.970 --> 03:05:09.751]  Now, here's the $64 million question.
[03:05:10.511 --> 03:05:16.073]  Every day if I Google vaccine deaths in news, I see scores of articles where it's killing people all over the place and they admit it.
[03:05:16.963 --> 03:05:18.624]  And they say, you know what, we're going to give it to babies.
[03:05:18.664 --> 03:05:22.928]  And when the babies have a convulsion, they're going to charge the parents for beating them up and say shaken baby syndrome.
[03:05:23.729 --> 03:05:27.091]  And it's all compartmentalized, and it's a way to test the soft kill.
[03:05:27.932 --> 03:05:31.875]  It's a way to train the doctors to not report it properly, to just be used.
[03:05:31.915 --> 03:05:33.877]  Everybody dying around them or getting sick around them.
[03:05:34.137 --> 03:05:38.001]  Everybody getting Crohn's, then finding the viruses from the vaccines in their intestines, as you know.
[03:05:38.601 --> 03:05:39.502]  That's been confirmed.
[03:05:40.222 --> 03:05:46.988]  And it's just institutionalizing that we shoot you up with it, you die, and that's the end of it.
[03:05:47.008 --> 03:05:52.533]  I mean, I just, I just gave you the article where it's killing homeless people and nobody gets in trouble.
[03:05:53.314 --> 03:06:01.341]  Well, I mean, I think we do have to pause and say, why are so many highly vaccinated children so sick and disabled?
[03:06:01.421 --> 03:06:05.224]  Why is one in six child in America now learning disabled?
[03:06:06.016 --> 03:06:11.301]  Why is 1 in 100 to 150 diagnosed autistic?
[03:06:11.921 --> 03:06:15.825]  Why are 1 in 9 children in this country suffering from asthma?
[03:06:16.425 --> 03:06:20.329]  Are we creating a niatrogenic epidemic of chronic disease and disability?
[03:06:20.851 --> 03:06:24.014]  Through the use of more and more vaccines in childhood.
[03:06:40.931 --> 03:06:46.876]  I mean, I guess all the cops, all the firemen, all the bureaucrats, I guess they gotta have dead children or hurt children first.
[03:06:46.916 --> 03:06:59.267]  I mean, I guess it's like a black cup of death, and we all drink from it to celebrate, and our children, the most precious thing, fall apart before us, and we get sick, and we just love the government, and thank you, more injections, death, death, death, it's so good.
[03:06:59.287 --> 03:07:02.790]  I think, well, you know, I understand what you're saying.
[03:07:02.810 --> 03:07:06.373]  I think that there have been a lot of people who have believed in the past.
[03:07:06.932 --> 03:07:10.954]  Certainly, that more vaccination was going to equal better long-term health.
[03:07:11.094 --> 03:07:13.315]  And I think people assumed that.
[03:07:13.455 --> 03:07:14.815]  The majority of people assumed it.
[03:07:15.095 --> 03:07:16.056]  They went along with it.
[03:07:16.176 --> 03:07:19.777]  And now, you've got a re-examination of that assumption.
[03:07:20.178 --> 03:07:20.918]  No question.
[03:07:21.298 --> 03:07:30.702]  There are a lot of people now, a lot of families out there who have sick kids that were healthy before vaccination and now are chronically ill or disabled or are saying, wait a minute.
[03:07:31.371 --> 03:07:32.152]  What are we doing?
[03:07:32.472 --> 03:07:44.942]  And it is that mass examination that's occurring by a substantial minority of people, a growing minority of people, that is causing a lot of heartburn at the federal level, the vaccine policy-making level.
[03:07:45.002 --> 03:07:53.328]  They are starting to look at and start to have meetings around the country to ask people, why are you concerned about vaccination?
[03:07:53.368 --> 03:07:57.712]  And what they're hearing from people in every single community that they go out to
[03:07:58.303 --> 03:08:00.264]  Is their hearing, well, you know what?
[03:08:00.424 --> 03:08:08.609]  I either have a kid, they either have a kid who's disabled or they know somebody who became disabled after vaccination.
[03:08:09.070 --> 03:08:16.594]  When you have, and you're right, when it starts to reach every home and every family, that's when people go, wait a minute.
[03:08:17.055 --> 03:08:19.336]  And we have an opportunity right now.
[03:08:19.917 --> 03:08:25.360]  We have an opportunity to, as a population, stand up and say,
[03:08:26.112 --> 03:08:28.901]  We are not just gonna sit here and take it anymore.
[03:08:28.981 --> 03:08:29.402]  We're not.
[03:08:29.483 --> 03:08:30.787]  We are gonna have the right.
[03:08:31.429 --> 03:08:35.371]  Well, Barbara, it's killing people.
[03:08:35.911 --> 03:08:38.793]  The government admits HPV has caused deaths.
[03:08:39.173 --> 03:08:41.654]  They admit the bird flu shots killing people.
[03:08:41.694 --> 03:08:50.339]  If they would have shipped out, or they're still saying it may happen, ship out bird flu, will they now say dying of bird flu is a vaccine and that death is good?
[03:08:50.419 --> 03:08:58.783]  I mean, if they cause another swine flu epidemic that kills tens of thousands from vaccines, will they say death is good and you're going to be arrested if you don't kill your children?
[03:09:01.604 --> 03:09:04.747]  You and I aren't even sanely looking at this, okay?
[03:09:04.767 --> 03:09:06.988]  I mean, we're taking it too calm.
[03:09:07.049 --> 03:09:13.634]  People are dying and being brain damaged and it's happening and it just keeps getting worse and worse!
[03:09:13.994 --> 03:09:16.936]  But here's the thing, you know, I mean, I saw you on your film.
[03:09:16.996 --> 03:09:22.020]  You had your bullhorn and you were doing, you know, you were sending that message.
[03:09:22.100 --> 03:09:23.121]  You were not afraid.
[03:09:23.781 --> 03:09:29.025]  We have to not be afraid to stand up and we, you know, I'm a big believer in the U.S.
[03:09:29.105 --> 03:09:29.846]  Constitution.
[03:09:30.293 --> 03:09:37.881]  I'm a believer in what the founders of this country tried to do, the type of government they tried to set up, a representative government.
[03:09:38.268 --> 03:09:42.449]  I always urge people, if you want to change your government, you've got to get involved.
[03:09:42.729 --> 03:09:48.370]  Barbara, shouldn't we just trust the government and never mind all the deaths and the maimings and the brain damage?
[03:09:48.390 --> 03:09:49.410]  No, we are the government.
[03:09:49.470 --> 03:09:49.890]  No, no, no.
[03:09:50.050 --> 03:09:56.192]  I mean, if there's thousands of vaccines on trial, shouldn't we all take two or three thousand vaccines and then we can all just die?
[03:09:56.232 --> 03:10:00.612]  I mean, that's the thing to prove we're not extremists.
[03:10:00.913 --> 03:10:04.953]  It's normal to have a government trying to forcibly inject everybody and to have all these deaths.
[03:10:05.013 --> 03:10:07.654]  I mean, this isn't like a science fiction nightmare or anything.
[03:10:08.214 --> 03:10:15.295]  Well, I think that, you know, I mean, I don't believe, I believe that most people are basically good.
[03:10:15.675 --> 03:10:19.076]  I believe that some people are not good, but I believe most people are basically good.
[03:10:19.116 --> 03:10:20.656]  Well, they need to take the shots to prove they're good.
[03:10:21.096 --> 03:10:23.757]  Well, I believe that people have to use their brains, however.
[03:10:24.077 --> 03:10:30.058]  They cannot, they can't, they have to be vigilant, and they have to stand up for their right to think independently.
[03:10:30.078 --> 03:10:31.218]  Freedom of speech.
[03:10:31.278 --> 03:10:33.918]  Anti-American, anti-American.
[03:10:34.318 --> 03:10:37.079]  It's pro-freedom to be forced to take shots.
[03:10:38.453 --> 03:10:41.394]  I definitely consider myself a freedom fighter.
[03:10:41.554 --> 03:10:42.374]  I have to say that.
[03:10:42.714 --> 03:10:44.755]  I believe in free speech, free press.
[03:10:45.015 --> 03:10:53.298]  I am concerned about any attempt to try to censor on the internet or to police what people think.
[03:10:53.698 --> 03:11:02.101]  I watched the vilification of Andrew Wakefield, who I've known since the late 90s and I know is a scientist who is trying
[03:11:02.609 --> 03:11:25.545]  Very hard to understand the possible association between autism and vaccination, and because he dared to investigate a politically unpopular, politically incorrect subject, because he dared to speak freely about what he found, he is vilified, demonized, hunted down, destroyed,
[03:11:26.715 --> 03:11:30.298]  I defend the right of people to think independently.
[03:11:30.318 --> 03:11:32.760]  Freedom in science, freedom of speech.
[03:11:33.020 --> 03:11:34.001]  That is radical!
[03:11:35.002 --> 03:11:36.063]  Well, so be it.
[03:11:37.124 --> 03:11:38.565]  You're for free speech, that is!
[03:11:40.137 --> 03:11:41.438]  Barbara, I'm being sarcastic.
[03:11:41.478 --> 03:11:46.022]  We just have police training manuals where they say pocket constitutions are bad and founding fathers are bad.
[03:11:46.062 --> 03:11:46.322]  Stay there.
[03:11:46.342 --> 03:11:47.383]  I want to come back and take calls.
[03:11:47.403 --> 03:11:50.105]  Give out the website for folks that want to get all your great information.
[03:11:50.145 --> 03:11:51.486]  We really appreciate you taking time with us.
[03:11:51.506 --> 03:11:52.687]  All right, we're going to go to break.
[03:11:52.747 --> 03:11:53.127]  Come back.
[03:11:53.187 --> 03:11:53.928]  Take your phone calls.
[03:11:53.968 --> 03:11:56.129]  Barbara Lowe Fisher and a lot more.
[03:11:56.770 --> 03:11:58.331]  Straight ahead, ladies and gentlemen.
[03:11:59.052 --> 03:12:00.673]  Look, just take all the shots.
[03:12:00.733 --> 03:12:01.754]  The government loves you.
[03:12:01.854 --> 03:12:02.614]  Everything's fine.
[03:12:02.734 --> 03:12:03.235]  Trust them.
[03:12:04.556 --> 03:12:07.138]  Companies continue to lay off thousands of people.
[03:12:07.757 --> 03:12:10.738]  Unemployment is the highest it's been in over 30 years.
[03:12:11.099 --> 03:12:14.500]  Statistics prove that in a recession, crime rates go up.
[03:12:14.860 --> 03:12:21.063]  Everyone needs something for that extra edge to prevent becoming a victim in these difficult and trying times.
[03:12:21.443 --> 03:12:26.486]  You need to prepare yourself with DPS pepper spray, available at MrDefense.com.
[03:12:26.666 --> 03:12:33.369]  DPS is the strongest pepper spray in the market and is the same spray used by hundreds of law enforcement agencies from around the world.
[03:12:33.689 --> 03:12:34.570]  Need something more?
[03:12:34.770 --> 03:12:38.435]  The Scorpion Stun Gun is a great way to take down a potential attacker.
[03:12:38.735 --> 03:12:46.804]  Mr. Defense also carries the largest selection of air tasers, knives, self-defense keychains, swords, batons, survival, spy, and tactical gear.
[03:12:47.045 --> 03:12:51.390]  Mention this ad and receive 10% off of your order and a free self-defense keychain.
[03:12:51.590 --> 03:12:53.191]  Visit MrDefense.com.
[03:12:53.291 --> 03:12:54.731]  That's MRDefense.com.
[03:12:54.791 --> 03:12:55.071]  Or call 1-800-313-6400.
[03:12:55.091 --> 03:12:57.032]  That's 1-800-313-6400 for all of your self-defense needs today.
[03:12:57.072 --> 03:12:57.372]  Good day.
[03:12:57.432 --> 03:12:58.993]  Jim Newcomer from Midas Resources.
[03:12:59.013 --> 03:12:59.253]  March 17, 2009.
[03:12:59.313 --> 03:13:00.233]  Gold opened this morning at $918.70.
[03:13:00.273 --> 03:13:04.554]  A one-ounce gold coin can be purchased for $945.23, $472.62 for the half-ounce, and $236.31 for a quarter-ounce.
[03:13:04.575 --> 03:13:04.775]  That's $945.23.
[03:13:20.860 --> 03:13:23.542]  472-62 and 236-31.
[03:13:23.783 --> 03:13:27.405]  We've been hearing the USA has been spending money faster than tax collections.
[03:13:27.466 --> 03:13:30.488]  Now the government has published the document that sounds the alarm.
[03:13:30.568 --> 03:13:39.755]  That's right, the United States Government Accountability Office, the GAO, has published the Long-Term Fiscal Outlook document, clearly stating that the federal debt burden is spiraling out of control.
[03:13:40.056 --> 03:13:45.380]  This will directly affect programs like Social Security to FDIC's ability to insure bank deposits.
[03:13:45.860 --> 03:13:48.182]  Taxation and inflationary printing of the U.S.
[03:13:48.222 --> 03:13:50.684]  dollar are inevitable pressures facing the economy.
[03:13:51.084 --> 03:13:52.726]  Get this document free by calling 800-686-2237.
[03:13:52.746 --> 03:13:55.788]  The USGAO has spelled it out in black and white.
[03:13:55.928 --> 03:13:56.609]  Call 800-686-2237.
[03:13:56.629 --> 03:13:57.009]  That's 800-686-2237.
[03:13:57.029 --> 03:14:00.752]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[03:14:11.201 --> 03:14:16.546]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[03:14:17.086 --> 03:14:23.272]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[03:14:23.572 --> 03:14:25.393]  Well, Obama's already fudging.
[03:14:25.553 --> 03:14:27.936]  He's fudged since day one of this election.
[03:14:28.016 --> 03:14:38.905]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[03:14:41.192 --> 03:14:42.453]  It's not about left or right.
[03:14:42.854 --> 03:14:44.255]  It's about a one world government.
[03:14:44.716 --> 03:14:51.043]  This film documents who Obama works for, the lies he is told, and his real agenda.
[03:14:51.623 --> 03:14:59.411]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[03:14:59.892 --> 03:15:01.053]  The Obama Deception.
[03:15:01.474 --> 03:15:02.655]  The people strike back.
[03:15:04.218 --> 03:15:08.801]  Phase One of the Insiders' plan for a One World Government has been initiated with the recent bailout.
[03:15:09.141 --> 03:15:16.326]  International bankers and power brokers have engineered the current crisis to create a new currency and a new World Bank to act as savior.
[03:15:16.566 --> 03:15:17.967]  But we've only seen the beginning.
[03:15:18.187 --> 03:15:22.090]  Their next engineered crisis will be on a scale never before seen in modern times.
[03:15:22.350 --> 03:15:25.933]  Shortages and empty shelves will spread fear and panic across the land.
[03:15:26.173 --> 03:15:30.215]  The Insiders have discovered that they must control two things to seize total power.
[03:15:34.138 --> 03:15:34.498]  I think so.
[03:16:07.194 --> 03:16:13.996]  Barbara Lowe Fisher is the co-founder of the non-profit National Vaccine Information Center.
[03:16:14.076 --> 03:16:16.837]  She's probably saved millions of people from brain damage and death.
[03:16:18.917 --> 03:16:23.539]  They're putting up billboards, running TV ads, telling us that taking vaccines is good, that corn syrup's good.
[03:16:24.079 --> 03:16:26.619]  Oh, just Google corn syrup mercury, Washington Post headline.
[03:16:26.939 --> 03:16:29.060]  Half of corn syrup has high levels of mercury in it.
[03:16:29.740 --> 03:16:32.461]  But then I have newscast saying mercury's now good for you, a federal study.
[03:16:34.264 --> 03:16:36.267]  Barbara, you ever seen that national news story?
[03:16:36.647 --> 03:16:39.551]  They ran everywhere saying that mercury is now good for children's brains?
[03:16:41.353 --> 03:16:48.342]  I've seen over the years funny studies, you know, where they try to justify putting mercury in vaccines.
[03:16:48.442 --> 03:16:52.087]  I mean, MBIC took a position long ago that mercury doesn't belong in any
[03:16:52.711 --> 03:16:54.192]  A product consumed by humans.
[03:16:54.272 --> 03:16:56.953]  It doesn't make any sense, particularly injecting mercury.
[03:16:57.053 --> 03:16:58.614]  So, yeah.
[03:16:58.654 --> 03:16:59.794]  I mean, that's a fact.
[03:16:59.854 --> 03:17:02.315]  In fact, guys, the network can play the audio.
[03:17:02.335 --> 03:17:05.757]  I want you to Google Newscast Vaccine is Good for You on YouTube.
[03:17:05.777 --> 03:17:06.858]  We'll play that in the next segment.
[03:17:06.878 --> 03:17:09.399]  Barbara, I don't mean to interrupt you, but let's go ahead and get the calls here.
[03:17:09.719 --> 03:17:11.940]  West in Las Vegas, Nevada.
[03:17:11.980 --> 03:17:12.760]  You're on the air, sir.
[03:17:14.341 --> 03:17:15.521]  Hello, Alex and Barbara.
[03:17:16.802 --> 03:17:17.222]  They're with me.
[03:17:17.262 --> 03:17:19.323]  I got some notes.
[03:17:19.343 --> 03:17:20.744]  You're on a speakerphone, but go ahead.
