[00:00:00.009 --> 00:00:00.409]  Congruent.
[02:18:18.347 --> 02:18:22.330]  Ma'am, I'm gonna try to just sit back and shut up, because I'd like you to break down
[02:18:23.621 --> 02:18:38.108]  But with a little bit more time, what you gave in that speech, I know you've given a lot, but I saw this particular speech of you, I believe, before the Eagle Forum, really laying out the facts of just how unconstitutional and Kafka-esque the CPS is.
[02:18:38.729 --> 02:18:39.009]  Right.
[02:18:39.229 --> 02:18:53.096]  Well, it is unconstitutional, and I'm sure you have many listeners that know that children are being taken away from their parents in a ruthless kind of behavior by caseworkers and social workers and investigators.
[02:18:54.017 --> 02:19:05.463]  And the bureaucracy is very huge that also includes lawyers and judges and therapists and others who take these children from their parents without a cause.
[02:19:05.983 --> 02:19:21.211]  And of course we know that money is being made because of this and I'm convinced without a shadow of a doubt that parents across this country need to be warned of the dangers of the Child Protective Services nationwide.
[02:19:24.323 --> 02:19:26.284]  You want me to just continue on, don't you?
[02:19:26.304 --> 02:19:27.785]  Sure, Senator, lay it out.
[02:19:27.925 --> 02:19:39.109]  The Department of Child Protective Services has become a protected empire that we see going on around us and it's built on taking children and separating families.
[02:19:39.129 --> 02:19:50.634]  As a matter of fact, I could throw in here now that it appears to me that the family is going to have to be destroyed in order for the one world government to completely develop.
[02:19:51.215 --> 02:19:51.835]  But this is
[02:19:52.970 --> 02:19:56.213]  The taking of children by a protected empire.
[02:19:56.233 --> 02:20:12.687]  This is not to say today that there are not those children who are really being abused, who need to be removed from the wretched situations that they may be in.
[02:20:12.707 --> 02:20:15.249]  But it needs to be done through due process.
[02:20:15.629 --> 02:20:17.851]  Yes, that's not what we're talking about.
[02:20:18.071 --> 02:20:19.072]  We're talking about
[02:20:19.505 --> 02:20:29.011]  The families that are having children removed from them with no cause, and then there is no DUPROF available to them after this has happened.
[02:20:29.571 --> 02:20:48.802]  And in one county in my district, I had 37 families brought together one Saturday morning in the library to allow them to, without any press and without any Child Protective Services pressure there, to tell their stories.
[02:20:49.520 --> 02:21:15.039]  And it was absolutely unbelievable to hear these parents, single dads, single mothers, and other parents telling their stories of how their children had been picked up in the middle of the night, off of the school buses, out of schools, out of hospitals, even while they are nursing, and these families had never seen those children again.
[02:21:16.300 --> 02:21:19.402]  You have never seen such agony, such suffering,
[02:21:19.887 --> 02:21:20.888]  And such crying.
[02:21:21.368 --> 02:21:30.534]  And we had 50 families standing outside the door that were not allowed to come in because we already had 37 families inside.
[02:21:31.214 --> 02:21:41.981]  It was truly just seeing the work of the Gestapo coming against these families and taking their children from them, never to be seen again.
[02:21:42.441 --> 02:21:45.463]  It was very, very enlightening.
[02:21:45.856 --> 02:21:55.738]  That day was when we saw what was happening in this one Child Protective Services Department in one county in my district in Georgia.
[02:21:56.338 --> 02:22:06.260]  And not only that, but they had a separate business going on where they required all of these parents to come in multiple times and have drug tests.
[02:22:06.900 --> 02:22:11.361]  And they charged the parents every time so they had a separate business going on.
[02:22:11.441 --> 02:22:13.222]  They had already made over $100,000 in this business.
[02:22:15.930 --> 02:22:16.850]  Well, Senator, stay there.
[02:22:16.910 --> 02:22:20.312]  Let's come back and break down the abuses of the Bill of Rights Constitution.
[02:22:20.332 --> 02:22:26.734]  For those that don't know, they set up, at the turn of the last century, these family courts that don't follow the Bill of Rights Constitution.
[02:22:26.754 --> 02:22:31.536]  They were actually set up to carry out racial hygiene, or they were first called eugenics courts.
[02:22:32.356 --> 02:22:36.199]  And that's why they're separate and new and outside of the Bill of Rights Constitution.
[02:22:36.239 --> 02:22:37.200]  It's all completely illegal.
[02:22:37.900 --> 02:22:51.029]  And it's come out in the news, all these family court judges are getting illegal kickbacks from the private CPS facilities because they're getting federal funds and they pay the judges in some cases millions of dollars apiece.
[02:22:51.049 --> 02:22:54.592]  So that's all this is, is a bounty on your children.
[02:22:55.112 --> 02:22:56.994]  We tend to focus on the CPS workers
[02:22:58.256 --> 02:22:59.640]  The real evil is the judges.
[02:22:59.681 --> 02:23:01.967]  They're the ones making the big money and the private groups.
[02:23:02.108 --> 02:23:02.770]  Stay with us, Senator.
[02:23:05.757 --> 02:23:12.742]  You already know that drinking pure high alkaline pH water is the most important factor in maintaining high energy and vibrant health.
[02:23:12.982 --> 02:23:17.265]  Most experts agree that the water you drink should be at a pH level of 8 or higher.
[02:23:17.525 --> 02:23:22.628]  AlkaVision Plasma pH Drops combine a unique formula of the most alkaline ingredients.
[02:23:23.149 --> 02:23:30.253]  Using Plasma pH Drops is one of the best ways to make your water alkaline, to help you get rid of acid and regain your health and energy.
[02:23:30.674 --> 02:23:35.577]  Simply put 10 drops per liter of water you drink to raise the pH to the ultimate level.
[02:23:36.037 --> 02:23:41.498]  Alkalizing water helps your body rid itself of acidic waste and increases the oxygen content of your body.
[02:23:41.878 --> 02:23:47.399]  Disease organisms like bacteria and cancer cannot survive in an alkaline, high pH environment.
[02:23:47.679 --> 02:23:53.400]  Order your bottle of AlkaVision Plasma pH Drops now by going directly to AlkaVision.com.
[02:23:53.640 --> 02:23:56.140]  That's A-L-K-A Vision dot com.
[02:23:56.401 --> 02:23:57.121]  Or by calling 269-216-9767.
[02:23:57.141 --> 02:23:57.361]  269-216-9767 today!
[02:24:06.238 --> 02:24:11.483]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[02:24:12.285 --> 02:24:17.608]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[02:24:18.148 --> 02:24:24.332]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[02:24:24.652 --> 02:24:26.473]  Well, Obama's already fudging.
[02:24:26.633 --> 02:24:29.014]  He's fudged since day one of this election.
[02:24:29.094 --> 02:24:39.960]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[02:24:42.265 --> 02:24:43.526]  It's not about left or right.
[02:24:43.926 --> 02:24:45.326]  It's about a one world government.
[02:24:45.786 --> 02:24:52.149]  This film documents who Obama works for, the lies he is told, and his real agenda.
[02:24:52.709 --> 02:25:00.472]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[02:25:00.952 --> 02:25:02.112]  The Obama Deception.
[02:25:02.532 --> 02:25:03.713]  The people strike back.
[02:25:05.928 --> 02:25:08.629]  Are you tired of losing your hard-earned savings in retirement?
[02:25:09.029 --> 02:25:15.592]  Does the continued loss of purchasing power through the hidden tax of inflation brought on by trillions of dollars in government bailouts bother you?
[02:25:16.072 --> 02:25:20.334]  Then please let me, Duane Daly, with Midas Resources, help you to protect what you have left.
[02:25:20.874 --> 02:25:30.418]  Call me at 800-686-2237, extension 115, and I will explain to you how to retain your wealth and purchasing power now and in the future with gold and silver.
[02:25:30.854 --> 02:25:40.576]  Gold and silver have been a form of currency for 6,000 years compared to our present fiat currency, which has only been in existence for 38 years and failing fast.
[02:25:40.916 --> 02:25:48.278]  Call me Dwayne Dally at 800-686-2237 extension 115 to start your protection of wealth today.
[02:25:48.298 --> 02:25:51.738]  I will custom fit the protection package to your personal needs.
[02:25:52.239 --> 02:25:53.559]  No amount is too small.
[02:25:53.639 --> 02:25:54.459]  So start today.
[02:25:55.000 --> 02:26:03.745]  Call Duane Daly with Midas Resources at 800-686-2237 extension 115 for your gold and silver protection portfolio.
[02:26:05.466 --> 02:26:06.307]  Attention gardeners!
[02:26:06.367 --> 02:26:08.728]  This is an urgent GCN self-reliance update.
[02:26:08.968 --> 02:26:13.291]  GCN has just discovered a new bioactive superfood for garden plants, flowers, and herbs.
[02:26:13.491 --> 02:26:21.376]  It's called ProtoGrow and it's so effective at producing rapid plant growth that it seems to almost force plants to grow like crazy under practically any soil and light conditions.
[02:26:21.676 --> 02:26:24.518]  Now, here's the best part for our listeners who garden for self-reliance.
[02:26:24.798 --> 02:26:32.344]  Proto-Gro's unique blend of sea nutrients maximizes mineral uptake and dramatically increases bloom set, creating maximum plant growth in minimum time.
[02:26:32.444 --> 02:26:38.027]  Proto-Gro works by providing geometric keys which have the capacity to actually unlock the genetic code for nutritional uptake in plants.
[02:26:38.268 --> 02:26:43.811]  Proto-Gro's full-spectrum plant fertility means fruits and vegetables with extraordinary taste and up to 10 times the nutritional value.
[02:26:44.092 --> 02:26:47.334]  And if you want to double or triple the potency of herbs or wheatgrass, you can.
[02:26:47.634 --> 02:26:50.998]  If you want to grow nutritionalized superfoods with non-hybrids, it's now easy.
[02:26:51.219 --> 02:26:56.265]  GCN listeners who want to grow Dervsheep superfoods should visit the Proto-Gro website at growlikecrazy.com.
[02:26:56.305 --> 02:26:59.169]  That's www.growlikecrazy.com or call 877-327-0365.
[02:26:59.189 --> 02:26:59.389]  That's 877-327-0365.
[02:27:14.941 --> 02:27:25.525]  Alright, Nancy Schaefer, state head of the Eagle Forum, state senator, 50th district.
[02:27:26.346 --> 02:27:30.167]  Well, this is an apropos song to have coming on right now.
[02:27:30.227 --> 02:27:34.529]  You can throw your rock, hide your hand, working against the
[02:27:36.050 --> 02:27:43.982]  People and it's just amazing what the establishment are doing as they work against their fellow man.
[02:27:44.462 --> 02:27:46.465]  Always advertising how it's for the children.
[02:27:46.525 --> 02:27:47.867]  It's a giant industry.
[02:27:49.256 --> 02:27:51.917]  And really people with some nasty folks.
[02:27:52.477 --> 02:27:58.038]  There's some that just want the money of kidnapping the kids, but the others like to do horrible things with the children.
[02:27:58.058 --> 02:27:59.439]  That's been proven in all over the news.
[02:28:00.019 --> 02:28:06.901]  Senator, so when did you begin to discover these horrors and what has your fight been like?
[02:28:07.041 --> 02:28:17.924]  I mean, because I know discovering this back 12, 14 years ago and fighting it myself and getting calls at hospitals when a newborn baby is literally jerked off the mother's breast with no judge's order even.
[02:28:18.784 --> 02:28:20.424]  I mean, it shook me to the core.
[02:28:20.444 --> 02:28:26.106]  It's made me actually cry when you're around the families and see the pain, because it's worse than a death.
[02:28:26.606 --> 02:28:31.027]  When Grandma dies, she's old, you love her, but you expect it to happen, and it's sad.
[02:28:31.707 --> 02:28:39.949]  But when you see families with the joy turned into a nightmare with their young being snatched, it hits you at a core level.
[02:28:41.252 --> 02:28:46.595]  And frankly, it tears your guts out, and then I'm going to be honest, then you want to kill people.
[02:28:46.995 --> 02:28:51.678]  Senator, tell us about your journey, and then more of the horrors.
[02:28:52.239 --> 02:28:53.579]  Well, it has been horrible.
[02:28:53.759 --> 02:28:54.420]  It really has.
[02:28:54.700 --> 02:29:06.567]  And let me just say up front here now that my writing the corrupt business of Child Protective Services, which you probably have read at some point or another,
[02:29:07.082 --> 02:29:14.486]  That prompted me, of course, to give the speech at Eagle Forum for the conference last year, at the end of the year.
[02:29:14.506 --> 02:29:18.329]  I lost my Senate seat over this.
[02:29:20.029 --> 02:29:28.334]  And in working, and let me say that there are causes worth losing over, so it hasn't distressed me that much.
[02:29:28.975 --> 02:29:32.997]  It's just given me more time to work on this issue and other issues.
[02:29:33.789 --> 02:29:50.043]  But in calling around the country to other state representatives and senators, asking them would they help this family or that family that have been contacting me, they have told me that if they help, if they do anything, they will lose their job.
[02:29:51.584 --> 02:29:52.585]  Isn't that interesting?
[02:29:52.985 --> 02:29:53.866]  Oh, it's a mafia.
[02:29:54.086 --> 02:29:56.488]  And of course it cost me my Senate seat.
[02:29:56.809 --> 02:29:57.689]  But that's okay.
[02:29:57.729 --> 02:29:58.250]  That's okay.
[02:29:58.270 --> 02:29:59.351]  We're moving forward.
[02:29:59.431 --> 02:30:01.913]  We're exposing what is being done.
[02:30:02.492 --> 02:30:06.235]  And you mentioned a few minutes ago about the judges and the money.
[02:30:06.535 --> 02:30:17.062]  I wanted to share with you that the Census Bureau has reported that in 2002, $40 billion in transfer payments were made between households.
[02:30:17.702 --> 02:30:23.506]  That money is under the direction and the control of family court judges.
[02:30:25.708 --> 02:30:27.489]  And that's on the tip of the iceberg, of course.
[02:30:27.509 --> 02:30:28.029]  That's right.
[02:30:28.169 --> 02:30:32.032]  You break this down so well, but there's bounties on children's heads.
[02:30:32.461 --> 02:30:33.241]  Yes, there are.
[02:30:33.422 --> 02:30:44.727]  As a matter of fact, we just learned a few days ago that an order had even been placed to one of our Child Protective Services departments for a particular kind of child that they wanted.
[02:30:45.228 --> 02:30:47.049]  So there is a bounty on these children.
[02:30:47.389 --> 02:30:57.494]  As a matter of fact, when you break it down as to exactly what is happening to promote these financial incentives, you have to go back
[02:30:58.052 --> 02:31:11.279]  To the Adoption and the Safe Families Act that was set in motion in 1974 by Walter Mondale and then later was expanded upon by President Bill Clinton in 1997.
[02:31:11.979 --> 02:31:20.164]  And what this act did is it offered cash bonuses to the states for every child they adopted out of foster care.
[02:31:20.864 --> 02:31:24.046]  So in order to receive the adoption incentive bonuses
[02:31:24.486 --> 02:31:28.008]  Local Child Protective Services need more children.
[02:31:28.609 --> 02:31:32.971]  They must have merchandise, which is the children that sells.
[02:31:33.572 --> 02:31:36.533]  And you must have plenty so that the buyer can choose.
[02:31:37.094 --> 02:31:47.840]  Some counties are known to give $4,000 to $6,000 bonus for each child adopted out to strangers and an additional $2,000 for special needs children.
[02:31:48.360 --> 02:31:54.104]  And of course this money just continues to follow the child and follow the child for years and years and years.
[02:31:54.620 --> 02:31:58.383]  And the employees work to keep those federal dollars flowing.
[02:31:58.623 --> 02:32:14.613]  And that's why 67% of children nationally, and that must be the average in Texas as well, we have the state hearings on this, are on multiple psychotropic drugs because once they give them a designation, then the cash amount goes way up.
[02:32:15.013 --> 02:32:15.574]  That's right.
[02:32:15.954 --> 02:32:17.015]  You're exactly right.
[02:32:17.275 --> 02:32:18.476]  You're exactly right.
[02:32:18.956 --> 02:32:20.517]  There's a baseline number
[02:32:20.916 --> 02:32:36.254]  There's a baseline number that I've expected adoptions based on population for each state for every child at DHR or Child Protective Services or whatever it's called in your particular state.
[02:32:36.727 --> 02:32:37.467]  We're on the march.
[02:32:37.507 --> 02:32:38.588]  The empire's on the run.
[02:32:38.648 --> 02:32:40.809]  Alex Jones and the GCN Radio Network.
[02:33:05.467 --> 02:33:10.670]  What can you do to keep you and your family safe from the resistant new strains of deadly bacteria and viruses?
[02:33:11.071 --> 02:33:19.256]  Check out SupernaturalSilver.com today or visit the link on InfoWars.com to find out more about this incredible new silver compound.
[02:33:19.356 --> 02:33:26.160]  The new silver solution is a natural antibiotic that is clinically tested to kill viruses, germs, bacteria, and yeast safely.
[02:33:26.460 --> 02:33:31.143]  This new silver solution liquid form was shown to be a powerful preventative
[02:33:31.428 --> 02:33:32.289]  We're good to go.
[02:33:49.045 --> 02:33:49.265]  Thank you.
[02:34:06.258 --> 02:34:11.563]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[02:34:12.063 --> 02:34:19.069]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[02:34:19.637 --> 02:34:25.858]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[02:34:26.219 --> 02:34:28.059]  Well, Obama's already fudging.
[02:34:28.199 --> 02:34:30.620]  He's fudged since day one in this election.
[02:34:30.700 --> 02:34:41.642]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[02:34:42.262 --> 02:34:43.563]  It's not about left or right.
[02:34:43.943 --> 02:34:45.303]  It's about a one-world government.
[02:34:45.814 --> 02:34:52.141]  This film documents who Obama works for, the lies he is told, and his real agenda.
[02:34:52.721 --> 02:35:00.509]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[02:35:00.990 --> 02:35:02.131]  The Obama Deception.
[02:35:02.551 --> 02:35:03.753]  The people strike back.
[02:35:05.970 --> 02:35:09.512]  Hi, my name is MZ, owner of KSCO in Santa Cruz, California.
[02:35:09.692 --> 02:35:15.555]  And like Alex Jones, I'm passionate about talk radio, that great bastion of freedom of expression for us all.
[02:35:15.695 --> 02:35:29.502]  I'm also passionate about helping people know the joys, benefits, and surprisingly simple methods of becoming entrepreneurs who work for themselves and not as wage slaves for someone else, or even worse, for large companies with no heart and soul, nor loyalty to their employees.
[02:35:29.762 --> 02:35:48.945]  If you are tired of being dependent on others for a living and ready to start owning yourself, loving your work, and setting the sky as the limit for your earning potential, I want you to know about an exciting great business opportunity involving the marketing of healthful dark chocolate that actually helps people lose weight and can help them make money, perhaps lots of it, just by helping us spread the word about this wonderful unique product.
[02:35:49.025 --> 02:35:51.805]  Get on the web and go to chocolate.ownmyself.com.
[02:35:51.885 --> 02:35:53.966]  That's chocolate.ownmyself.com.
[02:35:54.066 --> 02:35:55.266]  And check out our opportunity.
[02:35:55.306 --> 02:35:56.626]  You'll know pretty quick if you're interested.
[02:35:56.686 --> 02:35:58.987]  If you are, we will connect with you and get you up and running.
[02:35:59.027 --> 02:36:02.387]  We don't want any money from you, and you'll be amazed at how simple this system is.
[02:36:02.507 --> 02:36:04.908]  Remember, chocolate.ownmyself.com.
[02:36:09.388 --> 02:36:14.929]  You know, it's hard to talk about this subject, but listeners need to understand something.
[02:36:15.049 --> 02:36:15.630]  I've lived it.
[02:36:15.730 --> 02:36:16.250]  I've viewed it.
[02:36:16.350 --> 02:36:16.890]  I've watched it.
[02:36:16.930 --> 02:36:17.930]  I've been to family courts.
[02:36:19.482 --> 02:36:21.924]  Here in Austin it's so corrupt, it's not just little kids they're grabbing.
[02:36:22.525 --> 02:36:26.928]  If you're late to class three times in Travis County, they charge you with truancy.
[02:36:27.689 --> 02:36:32.293]  Now the state statute says it's way above ten unexcused absences in one semester.
[02:36:32.533 --> 02:36:35.535]  Last time I checked the law, it changes sometimes.
[02:36:35.615 --> 02:36:37.337]  But to the point, it's a whole bunch of absences.
[02:36:38.746 --> 02:36:45.388]  But they have portable buildings built on, and they send these family court judges out, and they call the parents in the morning, and they put this on CBS News.
[02:36:45.408 --> 02:36:47.149]  I mean, I knew it was happening, but it was on the news.
[02:36:47.189 --> 02:36:49.849]  They commit this crime right out in the open like it's good.
[02:36:51.210 --> 02:36:58.272]  And they say, you were late to class, and you're going to sign this agreement, or I'm going to put you in juvenile hall for six months.
[02:36:59.032 --> 02:37:01.273]  Now, the judge, she goes, for contempt.
[02:37:01.293 --> 02:37:04.814]  It was Judge Jeanne Meir, who has huge facilities named after her.
[02:37:04.834 --> 02:37:05.674]  Talk about witch-like.
[02:37:06.154 --> 02:37:07.955]  And she was on there going, you understand?
[02:37:08.905 --> 02:37:11.329]  You know, with this face on TV, I gotta find that clip somewhere.
[02:37:11.369 --> 02:37:12.450]  She's like, you understand me?
[02:37:12.470 --> 02:37:13.913]  And the dad's like, do what it says.
[02:37:14.093 --> 02:37:14.734]  And the kid's crying.
[02:37:14.974 --> 02:37:16.016]  I'm sorry I was late to class.
[02:37:16.236 --> 02:37:16.657]  I'm sorry.
[02:37:17.177 --> 02:37:18.239]  Then you sign.
[02:37:18.299 --> 02:37:20.022]  Now they've got you contractually.
[02:37:20.082 --> 02:37:20.963]  That was the trick.
[02:37:22.105 --> 02:37:23.307]  She couldn't have put you in jail.
[02:37:24.682 --> 02:37:28.384]  Now they've got you contractually affirmed a judification.
[02:37:28.504 --> 02:37:30.446]  Now you're in the system.
[02:37:30.526 --> 02:37:31.226]  Now they got you.
[02:37:31.246 --> 02:37:40.052]  And it's come out, judges all over the country, getting over a million bucks apiece in many cases, to put girls who were late to class in jail in Ohio or in Illinois.
[02:37:40.072 --> 02:37:44.014]  A girl wrote something bad about her principal making fun of him.
[02:37:44.274 --> 02:37:47.716]  And they arrested her and gave her six months in a labor camp.
[02:37:47.796 --> 02:37:48.457]  Remember that?
[02:37:48.637 --> 02:37:49.898]  We can pull it up right now if you don't believe us.
[02:37:50.658 --> 02:37:57.462]  And it turned out the judge was getting over a million bucks a year to fill the private prisons, and they were doing kickbacks.
[02:37:57.662 --> 02:37:58.923]  Oh man, keep them coming.
[02:37:58.963 --> 02:38:00.464]  Oh God, the federal money is incredible.
[02:38:00.684 --> 02:38:01.705]  Keep them coming, we need more.
[02:38:02.205 --> 02:38:03.866]  I mean, this is like Shawshank Redemption.
[02:38:04.326 --> 02:38:08.849]  So, take my film, Endgame, and then we're going to the Senator.
[02:38:10.210 --> 02:38:17.214]  In there we have a clip from the State Senate, and the representative, Susanna Hupp, asked her,
[02:38:19.369 --> 02:38:23.315]  She says, why do you put 60-plus percent of the children on Prozac-type drugs?
[02:38:23.415 --> 02:38:28.002]  And the head state board psychiatrist says, well, they have bad genes.
[02:38:29.284 --> 02:38:30.867]  There's no test for bad genes.
[02:38:30.907 --> 02:38:31.207]  They do.
[02:38:31.247 --> 02:38:32.269]  They just make it up.
[02:38:33.516 --> 02:38:36.837]  Anyways, I gotta... Ma'am, please continue with the bounties.
[02:38:37.318 --> 02:38:39.799]  Because we've confirmed these, but you separately brought them up.
[02:38:40.059 --> 02:38:44.321]  For folks that don't know, the adoption agencies put out little bounties.
[02:38:44.341 --> 02:38:47.682]  This is all even done on the up-and-up, but there's also a little under the table.
[02:38:47.982 --> 02:38:50.544]  Tell us about the bounties on people's children.
[02:38:52.264 --> 02:39:00.588]  Certainly, these children come with bounties because we know the incentives are available, the federal incentives are available.
[02:39:01.377 --> 02:39:02.858]  And they can be 4,000 or 6,000.
[02:39:04.099 --> 02:39:09.722]  But actually, there is a beginning formula in which each bonus is multiplied.
[02:39:10.223 --> 02:39:11.864]  And this sounds complicated.
[02:39:11.944 --> 02:39:13.024]  It really isn't.
[02:39:13.084 --> 02:39:14.806]  But this is what the states go by.
[02:39:15.206 --> 02:39:22.410]  Each bonus is multiplied by the percentage that the state has managed to exceed its baseline adoption number.
[02:39:22.871 --> 02:39:29.715]  Therefore, the states and local communities work hard to reach their goals for increased numbers of adoptions.
[02:39:30.146 --> 02:39:30.286]  Okay.
[02:39:48.433 --> 02:39:57.376]  Their formula or their bonus increases on the wall, and it tells exactly how many more children they need by the end of the year.
[02:39:57.696 --> 02:40:00.257]  So it's just like a sales shop at a car dealership.
[02:40:00.297 --> 02:40:03.199]  They got the sales manager, and you're not going to reach your goal, Bob!
[02:40:03.219 --> 02:40:04.719]  That's exactly right.
[02:40:04.939 --> 02:40:06.000]  That's exactly right.
[02:40:06.280 --> 02:40:12.102]  In the cases I saw, in this one case, there was this auto mechanic and his young wife
[02:40:13.453 --> 02:40:15.775]  And she had tested positive three years before.
[02:40:15.935 --> 02:40:19.378]  They don't tell you when you're at the hospital, they're testing your blood, and they go, she's got marijuana in her.
[02:40:19.738 --> 02:40:23.482]  No judge, no jury, no second test, no process.
[02:40:23.502 --> 02:40:25.403]  They come and take the blonde-haired, blue-eyed baby.
[02:40:26.164 --> 02:40:30.107]  Well, this is three years later, and so they contacted my show, and they said, we're pregnant.
[02:40:30.127 --> 02:40:31.348]  We're going back in the hospital.
[02:40:31.729 --> 02:40:33.090]  We just want to make sure they don't try to take him.
[02:40:34.295 --> 02:40:34.876]  They call.
[02:40:35.356 --> 02:40:36.578]  I leave the radio that day.
[02:40:36.678 --> 02:40:37.539]  I drive down there.
[02:40:38.139 --> 02:40:39.120]  I go in with a camera.
[02:40:39.140 --> 02:40:40.081]  The cops say, turn your camera off.
[02:40:40.121 --> 02:40:40.782]  I say no.
[02:40:41.283 --> 02:40:45.668]  We open the door up and the cop, and Mike Hanson was a witness to this.
[02:40:45.688 --> 02:40:46.909]  The camera doesn't pick it up very well.
[02:40:47.850 --> 02:40:49.131]  Mike Hanson was there.
[02:40:49.992 --> 02:40:50.873]  He got there even before me.
[02:40:52.938 --> 02:40:55.999]  The cop actually had his hand on her neck making her sign it.
[02:40:56.039 --> 02:40:57.139]  You can't make this stuff up.
[02:40:57.179 --> 02:40:58.459]  This country's so gone, folks.
[02:40:59.259 --> 02:41:03.060]  Because they have special CPS cops just assigned to them who are particularly devilish.
[02:41:03.820 --> 02:41:05.581]  And they took the baby off her breast.
[02:41:05.601 --> 02:41:06.841]  The newborn baby disappeared.
[02:41:06.861 --> 02:41:07.801]  And then we go to the court.
[02:41:08.241 --> 02:41:10.202]  They didn't even fill out the right name.
[02:41:10.502 --> 02:41:14.662]  They said the baby was three years old and that this lady had done all this abuse.
[02:41:14.802 --> 02:41:17.683]  The forms aren't just lies.
[02:41:18.003 --> 02:41:21.484]  They're so lazy and so criminal, they don't even care.
[02:41:22.344 --> 02:41:23.785]  They just use old forms!
[02:41:25.145 --> 02:41:26.306]  Have you ever seen that, Senator?
[02:41:26.846 --> 02:41:29.447]  Well, I haven't exactly seen that.
[02:41:29.607 --> 02:41:34.689]  I do know that they take children right out of the hospitals and sometimes they're one or two days old.
[02:41:35.229 --> 02:41:41.032]  But the case workers and social workers oftentimes, very often, are guilty of fraud.
[02:41:41.452 --> 02:41:43.133]  And they do withhold the evidence.
[02:41:43.213 --> 02:41:44.953]  And they fabricate the evidence.
[02:41:45.393 --> 02:41:50.396]  And their whole goal is to terminate the parental right of the parent.
[02:41:52.242 --> 02:41:52.542]  I think so.
[02:42:09.045 --> 02:42:13.127]  And the law was written, for those that don't know, I'd like you to speak to this, because I know you're an expert on it, so you can speak to it.
[02:42:13.927 --> 02:42:18.009]  It was written to where, oh, we're supposed to keep the family together and give it to grandparents or the other spouse.
[02:42:18.649 --> 02:42:29.033]  Grandparents are now, don't like how the parents are operating, they advertise on TV to tattle, the grandparents go and tattle, and then they don't get the children nine times out of ten.
[02:42:30.074 --> 02:42:30.314]  Yes.
[02:42:31.014 --> 02:42:32.835]  There are lots of grandparents that
[02:42:33.499 --> 02:42:40.702]  That cannot get their grandchildren even when it would be best if the grand... Say the parents are on drugs.
[02:42:41.262 --> 02:42:44.384]  Someone does need to have access to those children.
[02:42:44.604 --> 02:42:47.425]  But often times the grandparents are turned down.
[02:42:47.965 --> 02:42:54.768]  Now there is a policy that you're supposed to secure a relative immediately for those parents.
[02:42:55.048 --> 02:42:57.990]  But often times that relative is never sought out.
[02:42:58.310 --> 02:43:00.671]  The grandparents are never given the children.
[02:43:01.409 --> 02:43:06.334]  And a stranger then comes in and takes over the lives of those children.
[02:43:06.795 --> 02:43:19.127]  And there is no, absolutely no financial resource or no real drive to unite the family back together or to keep them together or to provide any effective care for the family.
[02:43:19.467 --> 02:43:20.809]  That is completely gone.
[02:43:21.129 --> 02:43:23.972]  Now it's just, it's destroying the family.
[02:43:24.875 --> 02:43:31.220]  Well, right out of high school, I learned about this because for a summer I worked for a large carpet cleaning place.
[02:43:32.961 --> 02:43:40.467]  And we would go to these houses, because we might go to 6, 7, 8, 9, 10 houses a day sometimes, and I'd say, what is this?
[02:43:41.713 --> 02:44:05.975]  And it'd be usually a middle-class house, five bedroom, parts of it would be nice, there'd be rooms locked, there'd be kids walking around in shorts with their shirts off, you know, ages three to ten, there'd be marijuana smoke, there'd be some fat, it'd always look the same, some pervert-looking adult, and then, you know, because you'd be in a two-man team, and I was with the older guy who knew about it, he goes, oh, this is some foster parent house.
[02:44:05.995 --> 02:44:08.237]  And I'm not attacking all foster parents, folks, but
[02:44:08.937 --> 02:44:09.677]  I saw what it is.
[02:44:09.737 --> 02:44:23.521]  It's lazy potheads or alcoholics that get four or five kids and that's their business, is they warehouse them and they're always getting caught killing them or locking them up or giving them one hot dog a day, bread and water, because they want all that money for their drug habit.
[02:44:23.962 --> 02:44:30.123]  And that's why I've seen statistics of foster parents being five times more likely to abuse children than any other group.
[02:44:31.224 --> 02:44:32.204]  You're exactly right.
[02:44:32.744 --> 02:44:37.866]  The children are much more likely to be abused in foster care than at home with their own parents.
[02:44:39.807 --> 02:44:48.713]  The beginning of this journey for me began with a grandmother who was trying to get her two granddaughters in one of the counties in my district.
[02:44:49.594 --> 02:45:02.182]  The Child Protective Services had removed the two little girls from their mother who was very young and they based it on the fact that there was an unopened can of beer in the front of her car.
[02:45:03.063 --> 02:45:06.325]  They took these two little girls over to an adjoining county
[02:45:06.792 --> 02:45:10.573]  Put them in foster home over there where they had 18 children.
