[00:00:00.429 --> 00:00:00.970]  Impossible.
[01:11:45.794 --> 01:11:49.795]  You know, I'm not necessarily against anybody because of their religious beliefs.
[01:11:49.855 --> 01:11:52.716]  I just feel like you look at the guys at the top, they're into the occult.
[01:11:52.756 --> 01:11:53.536]  Why is that?
[01:11:53.556 --> 01:11:54.937]  Maybe there is something to it, folks.
[01:11:54.977 --> 01:11:55.337]  Who knows?
[01:11:55.397 --> 01:11:56.557]  It's the Alex Jones Show.
[01:11:56.957 --> 01:11:58.458]  Infowars.com, PrisonPlanet.tv.
[01:12:02.754 --> 01:12:05.136]  This year millions of people will lose electricity.
[01:12:05.496 --> 01:12:09.520]  Ice storms, earthquakes, flooding or hurricanes could leave you without power for days.
[01:12:09.960 --> 01:12:13.863]  Anyone that's ever been in a blackout knows that the first thing you need is a flashlight.
[01:12:14.263 --> 01:12:16.165]  That's why you need the Paclite.
[01:12:16.445 --> 01:12:20.909]  The Paclite is powered by a 9-volt battery and lasts up to 1,200 hours.
[01:12:21.249 --> 01:12:27.534]  It's so small it fits right in your pocket and glows in the dark, making it easy to find when you need it most.
[01:12:28.155 --> 01:12:29.356]  One Florida customer says,
[01:12:29.816 --> 01:12:37.858]  My Paclite has lasted through 4 hurricanes in 2 years, over 30 days without electricity, and I'm still using the same battery.
[01:12:38.398 --> 01:12:42.539]  The Paclite comes with a 25 year warranty and prices start at just $12.99.
[01:12:43.059 --> 01:12:45.939]  It's time for you to be prepared with a Paclite.
[01:12:46.399 --> 01:12:53.001]  Visit us at 9voltlite.com, that's 9voltlite.com, or call us today toll free at 877-715-4448, that's 877-715-4448.
[01:12:59.162 --> 01:12:59.783]  We're good to go.
[01:13:23.223 --> 01:13:27.967]  In fact, if you call and order their free MIDAS report, MIDAS Resources will pay you!
[01:13:28.067 --> 01:13:33.552]  This detailed report will provide you with financial history on the safest and most profitable areas to invest in.
[01:13:33.732 --> 01:13:39.036]  If you read the report, MIDAS Resources will send you a free Walking Liberty Silver Half Dollar.
[01:13:39.316 --> 01:13:40.477]  So, what are you waiting for?
[01:13:40.658 --> 01:13:44.080]  Get the fax and call MIDAS Resources toll-free at 888-292-2709.
[01:13:44.221 --> 01:13:44.461]  That's 888-292-2709.
[01:13:49.685 --> 01:14:01.350]  And remember, if you read the Midas Report, you'll receive a free Walking Liberty Silver Half Dollar.
[01:14:02.811 --> 01:14:08.033]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[01:14:08.841 --> 01:14:14.203]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[01:14:14.703 --> 01:14:20.905]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:14:21.205 --> 01:14:23.026]  Well, Obama's already fudging.
[01:14:23.186 --> 01:14:25.566]  He's fudged since day one in this election.
[01:14:25.646 --> 01:14:36.370]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[01:14:38.832 --> 01:14:40.073]  It's not about left or right.
[01:14:40.493 --> 01:14:41.894]  It's about a one world government.
[01:14:42.354 --> 01:14:48.698]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:14:49.259 --> 01:14:57.064]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:14:57.524 --> 01:14:58.685]  The Obama Deception.
[01:14:59.105 --> 01:15:00.286]  The people strike back.
[01:15:02.094 --> 01:15:05.357]  Silver is mankind's oldest natural antibiotic.
[01:15:05.538 --> 01:15:09.602]  This very special mineral has been used for centuries by most cultures throughout the world.
[01:15:09.782 --> 01:15:17.750]  Utopia, Texas is home to a small but mighty supplement company called Utopia Silver, who offers colloidal products produced in distilled water,
[01:15:18.030 --> 01:15:21.211]  Without use of animal protein, nitrates, or saline solutions.
[01:15:21.431 --> 01:15:27.312]  Because our colloidal silver is made up of nano-sized particles, it can be better utilized at the cellular level.
[01:15:27.572 --> 01:15:31.933]  And germs can't mutate to be resistant like they can to modern-day antibiotics.
[01:15:32.233 --> 01:15:37.074]  Utopia Silver has a broad range of health supplements, including colloidal silver, gold, and copper.
[01:15:37.174 --> 01:15:40.235]  With a money-back guarantee on the colloidal products we produce.
[01:15:40.435 --> 01:15:47.056]  For four years, Utopia Silver has been fighting in the Texas courts against agencies that would steal our God-given rights of healthcare.
[01:15:51.303 --> 01:15:54.004]  That's U-T-O-P-I-A Silver dot com.
[01:15:54.184 --> 01:15:54.784]  Or call 888-213-4338.
[01:15:54.804 --> 01:15:54.844]  888-213-4338.
[01:15:54.864 --> 01:15:55.984]  And help us win this battle.
[01:15:56.044 --> 01:15:56.845]  Come you masters of war.
[01:15:56.865 --> 01:15:57.925]  Here to build the big guns.
[01:15:57.945 --> 01:15:59.385]  Here to build the death planes.
[01:15:59.425 --> 01:16:00.466]  Here to build all the bombs.
[01:16:22.293 --> 01:16:34.922]  I can see through your mask.
[01:16:36.283 --> 01:16:38.104]  Alright folks, we're back at the Alex Jones Show.
[01:16:38.124 --> 01:16:39.986]  We're going to continue to take your calls.
[01:16:40.026 --> 01:16:41.587]  I'm Jason Burma sitting in for Alex.
[01:16:42.167 --> 01:16:46.170]  I'll be doing my own little live show tonight, taking your calls from 9 to midnight.
[01:16:49.727 --> 01:16:52.169]  Let's go to Adam in Canada.
[01:16:52.469 --> 01:16:53.030]  Adam, you're up.
[01:16:54.471 --> 01:16:56.493]  Are we on, Adam?
[01:16:56.673 --> 01:16:57.334]  We're on, Adam, right?
[01:16:57.774 --> 01:16:58.114]  Yes, sir.
[01:16:58.174 --> 01:16:59.776]  Hello?
[01:16:59.796 --> 01:17:00.196]  Go ahead, sir.
[01:17:00.857 --> 01:17:01.137]  Oh, hi.
[01:17:01.217 --> 01:17:01.937]  How are you today, Jason?
[01:17:02.258 --> 01:17:02.418]  Good.
[01:17:03.118 --> 01:17:04.319]  That's good to hear.
[01:17:04.660 --> 01:17:08.683]  The theme of today, or some of it I've noticed from the callers, is on how to wake people up.
[01:17:09.904 --> 01:17:11.426]  And I've been finding a lot of trouble myself.
[01:17:11.966 --> 01:17:15.269]  I've only been awake six months, about a year.
[01:17:15.939 --> 01:17:24.104]  And I find it really difficult to convince people of what's going on, mostly because whenever you say anything, you look like you're crazy.
[01:17:24.124 --> 01:17:26.005]  You know what I mean?
[01:17:26.145 --> 01:17:32.288]  We've all been programmed to think that conspiracy theorists are nuts and they believe in aliens and all that kind of stuff and draw those kind of connections.
[01:17:32.869 --> 01:17:38.432]  And I just, I wanted to talk about ways to wake up people that are close to you or people that you know, slowly.
[01:17:38.452 --> 01:17:39.092]  Sure, sure.
[01:17:39.753 --> 01:17:40.393]  How do I do it?
[01:17:41.114 --> 01:17:41.774]  Yeah, how do you do it?
[01:17:42.236 --> 01:17:48.441]  All right, well, I mean, first of all, technology is a double-edged sword just like anything, just like the guy called in the occult, I guess.
[01:17:48.481 --> 01:17:50.683]  You know, it can be used to do good or harm.
[01:17:51.084 --> 01:17:52.385]  So I use it to do good.
[01:17:52.425 --> 01:17:58.810]  In other words, you know, I have stuff on my phone that I can break out in a moment's notice if I get into a conversation with somebody about something.
[01:17:59.050 --> 01:18:07.357]  I usually also feel someone out, see where their perspective is and where they're coming from, you know, get their opinion first, and then try to find a common viewpoint to
[01:18:08.198 --> 01:18:08.458]  I think?
[01:18:31.929 --> 01:18:38.291]  I would also, you know, definitely try to show that this supersedes left and right and show some of the scarier stuff.
[01:18:38.351 --> 01:18:48.055]  I think that the implantable microchip is, you know, the Verichip and, you know, the RealID Act, RFIDs are one of the scariest things out there and they're very, very easy to prove to people.
[01:18:48.155 --> 01:18:55.158]  I mean, I can pull up a chip for sale right now on eBay that I can order, have within a week, and if I want, inject myself with.
[01:18:55.238 --> 01:18:56.398]  I mean, that's a privatized one.
[01:18:56.418 --> 01:18:59.859]  But then, there are these other programs, you know, I like to pull up the clip from 2004
[01:19:01.380 --> 01:19:13.823]  When Peter Jennings is admitting that 144 Mexican workers in the National Security Agency over there took chips for secure places at the workforce, you know, to gain access.
[01:19:14.123 --> 01:19:20.025]  So I try to find common points that are going to scare everybody or get everybody to at least take a look at that information.
[01:19:20.365 --> 01:19:25.306]  And another thing that I often tell people, friends and family, you know, have the card game at your house.
[01:19:25.706 --> 01:19:25.906]  We're good.
[01:19:40.971 --> 01:19:42.432]  I'd always been into hip-hop.
[01:19:42.452 --> 01:19:46.473]  Something prevalent throughout hip-hop culture was the idea that drugs were brought in by the government.
[01:20:07.833 --> 01:20:09.194]  And I always thought it was nonsense.
[01:20:09.354 --> 01:20:15.658]  I even heard of Alex Jones like 10 years ago at a girlfriend's father who was a crazy guy.
[01:20:15.678 --> 01:20:16.799]  I thought he was crazy.
[01:20:17.219 --> 01:20:19.521]  He showed me a radio program by him and stuff like that.
[01:20:19.541 --> 01:20:20.321]  I always thought he was nuts.
[01:20:20.701 --> 01:20:24.424]  First time I ever heard the loose change, I thought you were crazy.
[01:20:25.004 --> 01:20:36.932]  And then what really changed was I was just scanning through some news documents and it was something about absolutely proven that in the 1980s the CIA flew cocaine into LA.
[01:20:37.535 --> 01:20:38.316]  Oh, absolutely.
[01:20:38.376 --> 01:20:47.362]  Well, what they were doing is they were taking cocaine and marijuana from South America and then they were trading arms, but they weren't even... See, they would use plausible deniability and proxy nations.
[01:20:47.702 --> 01:21:02.353]  In other words, they would have Israel round up all the weapons from the Czech Republic and other parts of, you know, Romania, all these places in Europe, and then they would take the weapons and they would give them to the Contras, again giving us plausible deniability, but it was all run by our intelligence organizations.
[01:21:02.373 --> 01:21:03.694]  This came out in hearings.
[01:21:03.754 --> 01:21:05.175]  People got convicted of it.
[01:21:05.535 --> 01:21:08.857]  To say that it's a conspiracy theory is absolutely ludicrous.
[01:21:08.897 --> 01:21:15.159]  We had multiple pilots go public and say that they not only flew them into the United States, but they flew the drugs into U.S.
[01:21:15.319 --> 01:21:17.280]  airbases where they were protected and paid.
[01:21:17.560 --> 01:21:17.861]  Go ahead.
[01:21:18.441 --> 01:21:20.482]  And that's exactly what woke me up with.
[01:21:20.502 --> 01:21:26.705]  I sat there and I went, well, there was this something that I didn't believe in for so long that I thought was just silly, you know, mumbo-jumbo.
[01:21:27.025 --> 01:21:29.226]  And then you find out that it's absolutely true, 100% illegal.
[01:21:30.327 --> 01:21:35.429]  What other crazy things have I heard about or nonsensical things that I've passed off as?
[01:21:35.489 --> 01:21:40.991]  Well, it shows you that all this information is important and that we can't drop these types of issues because they use them again and again.
[01:21:41.031 --> 01:21:46.054]  If it's the drug war that woke you up and brought you into all this, try to find something like that for other people.
[01:21:46.094 --> 01:21:50.035]  Remember, play on their beliefs at first and then bring them across.
[01:21:50.055 --> 01:21:50.996]  It's the Alex Jones Show.
[01:21:52.096 --> 01:21:52.996]  We're on the march.
[01:21:53.477 --> 01:21:55.077]  The empire's on the run.
[01:21:55.097 --> 01:21:58.699]  Alex Jones and the GCN Radio Network.
[01:22:02.253 --> 01:22:03.434]  Hello, this is Steve Schenck.
[01:22:03.614 --> 01:22:05.876]  Alex has told you you have to get a supply of food.
[01:22:06.016 --> 01:22:10.019]  But Alex and I have decided that there are some of you that we really don't want to have food.
[01:22:10.179 --> 01:22:13.862]  If you're a politician who voted for the bailout, don't call eFoods Direct.
[01:22:13.942 --> 01:22:22.409]  If you agree with one guy screaming about global warming instead of 650 climatologists who know the Earth is cooling, don't call eFoods Direct.
[01:22:22.509 --> 01:22:26.132]  If you think growing food for cars is better than feeding people, don't get food.
[01:22:26.352 --> 01:22:30.776]  If you think waiting for a cop to show up after a crime is better than defending yourself and preventing the crime,
[01:22:37.390 --> 01:22:39.331]  In the New World Order's war against humanity,
[01:23:05.712 --> 01:23:07.833]  Barack Obama is the tip of the spear.
[01:23:08.333 --> 01:23:15.377]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[01:23:15.919 --> 01:23:22.082]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:23:22.483 --> 01:23:24.324]  Well, Obama's already fudging.
[01:23:24.464 --> 01:23:26.885]  He's fudged since day one in this election.
[01:23:26.965 --> 01:23:37.931]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[01:23:38.547 --> 01:23:39.827]  It's not about left or right.
[01:23:40.207 --> 01:23:41.628]  It's about a one world government.
[01:23:42.068 --> 01:23:48.410]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:23:48.970 --> 01:23:56.772]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:23:57.232 --> 01:23:58.392]  The Obama Deception.
[01:23:58.813 --> 01:24:00.013]  The people strike back.
[01:24:01.798 --> 01:24:06.640]  The new multipolar inline and portable water system new from HempUSA.org.
[01:24:06.840 --> 01:24:15.244]  Now you can restructure and degas your water supply from any source rendering chemicals harmless to the human body by polarizing the molecular structure.
[01:24:15.464 --> 01:24:20.166]  Imagine a softer smoother water with increased oxygen that helps the nervous system and brain.
[01:24:20.387 --> 01:24:27.270]  There are no filters to buy and it can be taken anywhere making it our number one new product from HempUSA.org.
[01:24:27.470 --> 01:24:30.011]  This water system will descale all piping, hot
[01:24:30.291 --> 01:24:30.732]  We're good.
[01:24:44.124 --> 01:24:44.444]  I think so.
[01:25:15.051 --> 01:25:16.152]  All right, folks, we are back.
[01:25:16.212 --> 01:25:17.292]  It's the Alex Jones Show.
[01:25:18.113 --> 01:25:22.315]  We're going to continue to take your calls in a moment, but I just want to thank one final sponsor today.
[01:25:22.895 --> 01:25:24.456]  Survivalistseeds.com.
[01:25:24.556 --> 01:25:25.736]  Survivalistseeds.com.
[01:25:25.976 --> 01:25:30.078]  Now you can grow your own healthy food for just four pennies a pound and break free of the NWO.
[01:25:30.479 --> 01:25:37.302]  Our sponsor, Survivalist Seeds, has now drastically reduced their prices for heirloom seeds at www.survivalistseeds.com.
[01:25:37.722 --> 01:25:37.962]  Hey, bro!
[01:25:38.002 --> 01:25:38.582]  How you doing?
[01:26:04.611 --> 01:26:08.053]  My impression is that, I call it the reign of the beast.
[01:26:08.834 --> 01:26:14.757]  And my gut impression is, I'm not even remotely worried about people like you.
[01:26:15.397 --> 01:26:23.162]  I'm concerned about the people who think themselves Christian, because they fall lockstep with everything they've been programmed into.
[01:26:23.182 --> 01:26:24.423]  You're a Berean.
[01:26:25.063 --> 01:26:33.688]  You trust what you can verify and substantiate, and when somebody questions your questioning, you go, why is it you have a problem with me asking a question
[01:26:34.292 --> 01:26:36.473]  About this thing that you maintain is so important.
[01:26:36.513 --> 01:26:39.474]  Why is it that you insist that I take what you have to say at face value?
[01:26:40.614 --> 01:26:50.737]  And, um, that's the thing I want to clarify, is that from my point of view, and of course people are free to disagree, is that we're looking at the reign of the beast.
[01:26:51.077 --> 01:26:56.279]  And the beast is not going to come to power because he's so open and honest about what he's really about.
[01:26:57.019 --> 01:27:04.041]  He's going to come to power because he's slick and smooth and charming, and like I tried to explain to my dear, demented parent,
[01:27:04.915 --> 01:27:12.617]  The more smooth and eloquent a politician's rhetoric is, that means you have to crank up the gain on the bull spit detector.
[01:27:13.257 --> 01:27:23.199]  It means you have to be all the more careful about what are they saying, because politicians are relying on us taking their stated goals at face value.
[01:27:23.319 --> 01:27:31.260]  Oh, by the way, my site is doyoulovejesus.org, and I'll be the first to admit I'm trying to get it rebuilt, because it's a mess right now.
[01:27:34.861 --> 01:27:39.569]  You understand that the word agnostic and the word ignorant are of the same root?
[01:27:40.590 --> 01:27:45.017]  That you're not just concerned about... You want to be able to test things and verify things.
[01:27:45.198 --> 01:27:47.562]  It's not that you have a problem with the Christian religion.
[01:27:47.582 --> 01:27:49.024]  You have a problem with the apostate.
[01:27:50.669 --> 01:27:51.810]  Yeah, that's exactly right.
[01:27:52.110 --> 01:28:05.422]  I have a problem with people telling me I'm less of a human being if I believe this or I believe one way, and I just feel like we're never going to be able to defeat these guys and try to bring back the Constitution and Bill of Rights if we're bickering over things as petty as religion or race
[01:28:05.942 --> 01:28:06.042]  Amen.
[01:28:06.062 --> 01:28:06.943]  So, you're going to be on tonight?
[01:28:28.740 --> 01:28:29.981]  I am going to be on tonight, my man.
[01:28:30.121 --> 01:28:33.683]  I'll tell you what, I imagine you probably have other callers.
[01:28:33.743 --> 01:28:51.594]  Again, doyoulovejesus.org, that's the letter U, and I'm trying to get it to where it's not the embarrassment that it is now, and I gather we can continue this discussion later, because I believe the Apostle Paul, name sound familiar, had warm memories of the Bereans when he wrote, test everything.
[01:28:52.295 --> 01:28:57.238]  Including, you know, because the thing is, I look at how people have accepted things at face value,
[01:28:58.064 --> 01:29:02.006]  As though truth were a democracy, and I'm like, no it's not!
[01:29:02.826 --> 01:29:09.909]  And God's not going to ask my advice on Judgment Day about your soul any more than He's going to ask your advice about mine.
[01:29:10.089 --> 01:29:17.533]  So why are we hung up about my opinion as to where any particular person or set of persons is going?
[01:29:18.013 --> 01:29:20.294]  Why don't we just try to live out a genuine message?
[01:29:20.934 --> 01:29:25.156]  You see, the thing is, tough love is essentially we must be accountable to each other.
[01:29:25.872 --> 01:29:28.175]  I just wonder why we seem to be so powerless as a society.
[01:29:49.776 --> 01:29:55.501]  Call these people out on the carpet and do something with them as far as bringing criminal charges against them.
[01:29:56.081 --> 01:29:58.023]  We know who the players are.
[01:29:58.063 --> 01:30:02.087]  We know who these people are that are perpetrating these crimes against this republic.
[01:30:02.687 --> 01:30:09.453]  And also, I'd like to say that it's just unbelievable how much time is wasted.
[01:30:10.051 --> 01:30:10.371]  I don't know.
[01:30:35.439 --> 01:30:36.539]  Let me give you an example, man.
[01:30:37.100 --> 01:30:38.421]  Like we have organized before.
[01:30:38.601 --> 01:30:42.864]  In fact, a lot of the grassroots organizations out there are the originators of this Tea Party idea.
[01:30:43.185 --> 01:30:45.246]  Now, we don't have a mainstream television network.
[01:30:45.727 --> 01:30:46.688]  We have a message.
[01:30:46.728 --> 01:30:50.971]  You know, we have radio shows like this one, shortwave, internet stuff, websites.
[01:30:51.011 --> 01:30:52.872]  We don't have an O'Reilly Factor.
[01:30:52.893 --> 01:30:54.374]  We don't have a Glenn Beck.
[01:30:54.634 --> 01:30:55.595]  And Glenn Beck goes
[01:30:56.095 --> 01:31:02.138]  And C is that a lot of people are nervous, a lot of people are unrested, a lot of people want to trust the establishment no matter how corrupt they are.
[01:31:02.478 --> 01:31:05.480]  And he uses that to organize those people.
[01:31:06.080 --> 01:31:08.481]  And it's controlled opposition and they get those in the masses.
[01:31:08.501 --> 01:31:11.523]  So I still think it's very important that we wake people up.
[01:31:11.843 --> 01:31:15.625]  And if you're talking about organizing, you know, let's infiltrate these organizations.
[01:31:15.685 --> 01:31:17.686]  I'm encouraging people to go down to San Antonio.
[01:31:18.226 --> 01:31:24.292]  On April 15th, to this Tea Party, bring copies of the Civilian Inmate Labor Program document with you.
[01:31:24.332 --> 01:31:25.473]  I'm going to be bringing the copies out.
[01:31:25.493 --> 01:31:26.614]  I'm going to be handing them out to people.
[01:31:27.095 --> 01:31:29.977]  And let's try to get these people into our organizations.
[01:31:30.609 --> 01:31:34.292]  You know, because we all talk about we need to organize, we need to do this.
[01:31:34.772 --> 01:31:39.315]  We do know who some of the players are and we have tried to organize things.
[01:31:39.335 --> 01:31:48.462]  I mean, you know, we put Ron Paul out into the public eye and really gave him a push so that he was one of the last real candidates in the primaries.
[01:31:49.002 --> 01:31:53.986]  You know, I think it's all about getting a unified message and bringing more people into the fold.
[01:31:54.386 --> 01:31:56.147]  Go ahead.
[01:31:56.167 --> 01:31:58.809]  Even get voted for and that's what's going on basically.
[01:32:00.616 --> 01:32:02.017]  I'm going to start my own revolt.
[01:32:02.278 --> 01:32:04.499]  This year I'm not going to file a federal tax return.
[01:32:04.960 --> 01:32:07.201]  I'm not going to fund my own destruction from now on.
[01:32:07.221 --> 01:32:11.965]  And if all the American people got pissed off and said, I ain't funding this crap no more.
[01:32:12.365 --> 01:32:18.050]  I'm not going to fund the destruction of my own country and fund these criminal people and not file a federal tax return.
[01:32:18.310 --> 01:32:19.631]  They can't put us all in jail.
[01:32:20.091 --> 01:32:21.292]  And if they try, who cares?
[01:32:21.553 --> 01:32:21.953]  Bring it on.
[01:32:22.800 --> 01:32:23.841]  I'm with you there, Glosser.
[01:32:23.861 --> 01:32:24.701]  I thank you for the call.
[01:32:24.741 --> 01:32:26.482]  All right, we've got a bunch of callers from Indiana.
[01:32:26.522 --> 01:32:27.943]  Let's go to George in Indiana.
[01:32:27.983 --> 01:32:29.083]  George, you are on the line.
[01:32:29.504 --> 01:32:41.910]  Hey, Jason, I know you've seen probably all the videos, but my chin hit the floor when I seen this latest one on YouTube about Bush in the school right before they started to read The Pet Goat.
[01:32:42.301 --> 01:32:43.682]  Yeah, well let me stop you right there first.
[01:32:44.222 --> 01:32:50.786]  Before that, his brother Jeb Bush had declared martial law in a state of emergency in Florida two days before 9-11, okay?
[01:32:51.447 --> 01:32:56.470]  There was a weird instance where someone wanted to photograph Bush in the very beginning.
[01:32:56.530 --> 01:32:57.950]  People have said, you know, was this a
[01:32:59.051 --> 01:32:59.531]  I don't know.
[01:33:25.481 --> 01:33:27.624]  I think 9 eastern time that evening.
[01:33:42.265 --> 01:33:45.129]  And Andy Card comes in and he tells him something.
[01:33:45.189 --> 01:33:48.673]  People have speculated, oh it's the second tower or oh we're under attack.
[01:33:49.254 --> 01:33:55.902]  He sits there for another 15 plus minutes before he leaves with his security force.
[01:33:56.122 --> 01:33:57.323]  Now that tells me two things.
[01:33:58.484 --> 01:34:02.328]  Number one, it tells me that this is not a surprise, otherwise he would have left immediately.
[01:34:02.368 --> 01:34:06.731]  And number two, it tells me that the Secret Service must have known he was safe there.
[01:34:07.352 --> 01:34:07.612]  Okay?
[01:34:07.852 --> 01:34:13.937]  If this was a real attack, if this was a real terrorist event, you've got hijacked airliners, you've got threats to the President, you'd get him out of there.
[01:34:13.957 --> 01:34:16.039]  It was highly publicized where he was in Florida.
[01:34:16.339 --> 01:34:24.787]  But they put all these things into play, like the martial law and, you know, the school photo op in Jeb Bush's state, on purpose.
[01:34:24.847 --> 01:34:25.107]  Go ahead.
[01:34:26.712 --> 01:34:31.773]  Now this adds the icing to the cake, because it was done in a cult-like fashion.
[01:34:32.453 --> 01:34:48.557]  This latest video on YouTube is the kids saying words that the teacher is pointing onto the board, and they always had the sound off on this, but what it's saying is, Kite, Hit, Steal, Plane, Must.
[01:34:49.117 --> 01:34:52.477]  That's a cultish for, Kite, Plane, Must, Hit, Steal.
[01:34:53.117 --> 01:34:55.898]  In other words, the planes were remote-controlled, like a kite,
[01:34:56.900 --> 01:35:02.401]  And if you watch this video, you can see Bush almost turn into the devil.
[01:35:02.641 --> 01:35:04.102]  I mean, you wouldn't believe the facial expression.
[01:35:04.142 --> 01:35:05.162]  I've seen the video.
[01:35:05.202 --> 01:35:05.622]  I've seen it.
[01:35:05.642 --> 01:35:06.542]  Listen, I've seen the video.
[01:35:06.582 --> 01:35:07.803]  I know exactly what you're talking about.
[01:35:07.843 --> 01:35:08.603]  It's very unnerving.
[01:35:08.863 --> 01:35:10.783]  You know, he's reading my pet goat.
[01:35:10.903 --> 01:35:12.444]  Is that a symbolism for Baphomet?
[01:35:12.784 --> 01:35:13.604]  Very possibly.
[01:35:13.904 --> 01:35:14.904]  You know they're into the occult.
[01:35:15.184 --> 01:35:16.525]  I try to stick to what I can prove.
[01:35:16.605 --> 01:35:17.245]  Is it interesting?
[01:35:17.285 --> 01:35:18.505]  Yeah, it is interesting.
[01:35:18.545 --> 01:35:19.726]  I thank you for the call, my man.
[01:35:20.086 --> 01:35:22.746]  All right, let's go to Brandon in Indiana.
[01:35:22.826 --> 01:35:24.747]  It's the trifecta of Indiana calls.
[01:35:24.827 --> 01:35:25.747]  Brandon, you're on the line.
[01:35:27.304 --> 01:35:33.726]  Well, I thought I'd mention something about all this occult talk.
[01:35:33.846 --> 01:35:35.966]  Really, it's just an operating system.
[01:35:37.306 --> 01:35:40.447]  You can't demonize the system.
[01:35:40.787 --> 01:35:45.228]  It's ultimately the people and what their goals are.
[01:35:45.588 --> 01:35:54.551]  Most of the people we're referring to, their goals are basically to destroy human will and humanity itself.
[01:35:56.971 --> 01:36:04.637]  I'd like to draw everybody's attention to... I mean, I believe mostly how they're doing what they're doing is through contracting.
[01:36:05.497 --> 01:36:06.818]  Everyone's got free will.
[01:36:07.759 --> 01:36:16.165]  They offer these benefits, they offer these contracts, and I'll just tell you, Indiana, Mitch Daniels has been privatizing all of our benefits.
[01:36:17.826 --> 01:36:22.750]  But people are basically signing their rights away to the government, and they see that as their
[01:36:24.415 --> 01:36:26.297]  Ability to do what they will with you.
[01:36:26.317 --> 01:36:31.101]  If you're going to give your rights to them, then they're going to do what they want to do.
[01:36:44.482 --> 01:36:45.803]  We do have one weapon though.
[01:36:45.823 --> 01:36:47.964]  It is in the Uniform Commercial Code, an explicit reservation of rights.
[01:36:48.024 --> 01:36:48.845]  You basically sign
[01:37:13.956 --> 01:37:17.597]  Your name and you write without prejudice above your name and underline it.
[01:37:18.257 --> 01:37:19.377]  It's in the commercial code.
[01:37:19.397 --> 01:37:20.498]  It's how they operate.
[01:37:20.518 --> 01:37:21.958]  The court system uses it.
[01:37:22.918 --> 01:37:24.699]  But the thing is, you need to know what you're doing.
[01:37:24.719 --> 01:37:27.000]  We're talking about common law, right?
[01:37:28.040 --> 01:37:28.260]  Yeah.
[01:37:28.620 --> 01:37:28.960]  Yeah.
[01:37:29.020 --> 01:37:31.401]  I mean, you can set all these declarations out there.
[01:37:31.421 --> 01:37:36.062]  There's a film out there called Hijacking Humanity that has a large section on common law.
[01:37:36.322 --> 01:37:37.702]  I encourage people to check that out.
[01:37:37.983 --> 01:37:39.023]  Thank you for the call, my man.
[01:37:39.103 --> 01:37:39.303]  All right.
[01:37:39.343 --> 01:37:41.003]  We got a few more callers on the line.
[01:37:41.023 --> 01:37:42.624]  Let's go to Jordan in Texas.
[01:37:42.664 --> 01:37:43.204]  Jordan, you're up.
[01:37:44.008 --> 01:37:44.708]  Hey, what's up man?
[01:37:44.748 --> 01:37:47.309]  Hey, I need to get your thoughts on something real quick.
[01:37:48.649 --> 01:37:54.450]  This summer, actually June, I'm going to a wedding with my family in Cozumel.
[01:37:55.870 --> 01:38:00.331]  Do you think that it's something, do you think I'm going to lose my head?
[01:38:00.571 --> 01:38:02.271]  Where are you going to this wedding?
[01:38:03.092 --> 01:38:04.632]  In Cozumel, Mexico.
[01:38:04.892 --> 01:38:09.113]  And I got, you know my brother said he would go if you guys okayed it.
[01:38:11.610 --> 01:38:13.231]  Listen, you can't live your life in fear.
[01:38:13.251 --> 01:38:15.893]  There are plenty of people that go out into danger zones and return.
[01:38:15.933 --> 01:38:17.114]  Is Mexico a dangerous place?
[01:38:17.154 --> 01:38:17.995]  In some places, yeah.
[01:38:18.675 --> 01:38:19.836]  Is the Middle East a dangerous place?
[01:38:19.856 --> 01:38:20.757]  In some places, yeah.
[01:38:20.977 --> 01:38:22.418]  But you can't live your life in fear.
[01:38:22.658 --> 01:38:26.581]  I mean, there are people that go on vacations, they get bit by a spider, they get malaria, they die.
[01:38:26.841 --> 01:38:28.002]  Is that how you want to live your life?
[01:38:28.042 --> 01:38:29.043]  In total and complete fear?
[01:38:29.263 --> 01:38:33.086]  Listen, man, go, have a good time, and just be aware.
[01:38:33.106 --> 01:38:36.849]  I hope you don't come back dead, because then I sound like a total douche.
[01:38:38.230 --> 01:38:38.891]  I'm just saying.
[01:38:39.111 --> 01:38:40.371]  You can't live your life in fear.
[01:38:40.952 --> 01:38:46.675]  I wouldn't be going into a war zone where there are guns firing all over the place, but you should be able to go to Mexico.
[01:38:47.855 --> 01:38:48.356]  You heard that.
