[00:00:00.349 --> 00:00:01.710]  War on Corruption.
[01:12:44.238 --> 01:12:46.319]  And I am not a Clinton supporter.
[01:12:46.779 --> 01:12:50.921]  I was very much against Clinton, but the entire eight years he was in office,
[01:12:51.541 --> 01:12:54.405]  People just didn't pick up on me the way they did with Obama.
[01:12:55.045 --> 01:13:09.001]  But I was trying to say to the black people in Harlem and nationwide that it represented a sense of absence of loyalty, the absence of integrity, and it just kind of mushroomed from there as I began to watch the campaign unfold.
[01:13:09.650 --> 01:13:19.593]  Well, atlah.org, A-T-L-A-H dot O-R-G is the website where folks can actually watch and listen to the unedited sermons.
[01:13:19.913 --> 01:13:26.134]  The mainstream media has taken out of context and kind of boiled down and misrepresented some of what you've said.
[01:13:26.375 --> 01:13:34.997]  Here in your own words, sir, because it's got international attention, what is your basic take on Obama, what he's done, where this is going?
[01:13:35.837 --> 01:13:45.282]  I found sermons of you nine, ten, eleven months ago saying this is going to end in disaster, when the media was acting like Jesus had returned and we were all saved.
[01:13:45.942 --> 01:13:52.005]  How did you instinctively, or I guess spiritually, or from research, know this was going to end so bad?
[01:13:52.045 --> 01:13:57.427]  Because it really is, I'm following the trajectory, he is falling like a shooting star right now.
[01:13:58.828 --> 01:14:02.550]  Well, I was spiritually aware of him, Alex.
[01:14:03.695 --> 01:14:04.396]  Early on.
[01:14:05.356 --> 01:14:21.508]  Biblically, from the time I was a young boy growing up down in North Carolina, hearing the preachers preach about one that was going to come and would purport to solve all the world's problems.
[01:14:22.228 --> 01:14:37.453]  And that the world would be so enamored and in love with him that they would indeed worship him, and that he would be extremely charismatic, that he would be, you know, he would be handsome and the whole world would bow down before him.
[01:14:38.114 --> 01:14:50.338]  I heard these sermons preached years ago when I was just a boy, and when Obama came, I realized that he fit the bill of the sermons that had been preached.
[01:14:51.133 --> 01:15:00.457]  Uh, he was early, he was early about preachers who had no idea who this person would be, what race they would come from, or even what period in which he would show up.
[01:15:00.497 --> 01:15:04.258]  Now, are you saying he's a prototype, as the Bible says, mini-Antichrist spirit?
[01:15:04.278 --> 01:15:05.979]  Or are you saying he could be the big one?
[01:15:06.739 --> 01:15:08.060]  That's exactly what I'm saying.
[01:15:08.220 --> 01:15:10.221]  That is exactly what I'm saying.
[01:15:11.979 --> 01:15:25.263]  And while you're right about his following the trajectory of Obama's rise and fall, he has fallen in points over the last couple of weeks, more specifically.
[01:15:25.883 --> 01:15:39.367]  But Alex, I'll say this to you, and be well advised, that the grip that Obama has on the world, the grip that Obama has on the white liberals, if you don't mind...
[01:15:41.323 --> 01:15:45.065]  The grip that Obama has on the black people will not win.
[01:15:45.485 --> 01:15:47.746]  Now he has lost some points to be sure.
[01:15:48.546 --> 01:15:52.488]  Media has done just a little bit of a turn on him, not much.
[01:15:52.948 --> 01:15:54.349]  Not enough to make a real difference.
[01:15:54.689 --> 01:15:56.430]  As you know, they worship this man.
[01:15:56.510 --> 01:15:57.771]  I mean, they really do.
[01:15:57.791 --> 01:16:03.373]  But you're saying he can certainly pull some rabbits out of hats and stage some crises.
[01:16:03.393 --> 01:16:05.294]  So where do you see this going with Obama?
[01:16:05.534 --> 01:16:06.375]  What's the bottom line?
[01:16:07.419 --> 01:16:13.462]  I see it going into a revolution or a civil war in America.
[01:16:13.862 --> 01:16:15.603]  That's exactly what's on the agenda.
[01:16:16.323 --> 01:16:18.424]  And that's the only thing that's going to get our nation back.
[01:16:18.484 --> 01:16:22.486]  You are not going to get this nation back from Obama through the vote.
[01:16:22.626 --> 01:16:23.547]  I can tell you that now.
[01:16:23.907 --> 01:16:28.989]  Through putting in Congresspersons, putting in Senators, and rearranging the House in 2010.
[01:16:29.029 --> 01:16:33.071]  You are not going to take this nation back from Obama.
[01:16:33.452 --> 01:16:36.293]  He has deeply implanted inside
[01:16:36.893 --> 01:16:40.935]  People in strategic locations, offices, etc.
[01:16:41.375 --> 01:16:45.937]  that will make it not impossible to take this nation back.
[01:16:46.098 --> 01:16:47.178]  It's gonna have to be.
[01:16:47.258 --> 01:16:55.122]  Well that's the thing, is that he is federally seizing giant corporations, having Homeland Security take over all the federal agencies.
[01:16:55.402 --> 01:16:58.964]  He's seizing, he really is grabbing control of everything.
[01:16:59.244 --> 01:17:01.685]  So even if people wake up, it won't matter.
[01:17:02.045 --> 01:17:05.747]  So you're saying he's gonna attempt to set up a dictatorship?
[01:17:06.584 --> 01:17:13.507]  The only thing that he has not done yet, he has done, we've seen the seizing of General Motors, he wants health care.
[01:17:13.547 --> 01:17:21.571]  Now, if he can get health care, one-sixth of the American economy, and then he controls everybody's lives.
[01:17:21.712 --> 01:17:34.338]  Senator Orrin had said the other day in the Senate Finance Committee, what they were trying to put together to present to Obama, the long-legged mackdaddy, that's what I call him, that he was so ticked off
[01:17:34.938 --> 01:17:40.122]  With what they were strategizing to do there in that Senate Finance Committee, he walked out of there.
[01:17:40.242 --> 01:17:49.088]  And what he said, and it did not mince his words, what he said was that they were really trying to propose a plan that would be a government takeover.
[01:17:49.368 --> 01:17:55.332]  They're not looking just for healthcare for the 46 million people that don't have healthcare.
[01:17:55.532 --> 01:18:01.796]  Obama wants a complete government takeover of the entire healthcare industry.
[01:18:02.056 --> 01:18:04.538]  At that point, he says, who lives, who dies.
[01:18:04.738 --> 01:18:09.381]  Well look at the cap and trade, where the feds can take over any business or even private home.
[01:18:09.761 --> 01:18:13.083]  That's in the bill, and then Obama lies and says it isn't in there.
[01:18:13.103 --> 01:18:14.884]  I mean, this is crazy.
[01:18:15.444 --> 01:18:30.793]  Well if you give him cap and trade, where he controls the energy, he can control any business, walk into any business, shut it down at any time he wants, or funnel billions of federal dollars into any business he wants to funnel it into, how are you going to get him out by voting?
[01:18:30.813 --> 01:18:31.553]  You can't do that.
[01:18:31.593 --> 01:18:32.974]  I mean, he'll control everything.
[01:18:33.454 --> 01:18:49.424]  The only thing he hasn't started doing yet, which I suspect will happen in not too many days or months, will be the beginning of the arresting of people or people being pursued by IRS investigations or whatever.
[01:18:49.624 --> 01:18:50.665]  That's next on the horizon.
[01:18:50.745 --> 01:19:05.405]  Well, Pastor, actually, during the campaign, you probably know in Missouri and other states, they would go on the news and say, if you lie about him, and we're going to decide, no judge or jury, the police are going to arrest you, and now they're trying to pass the hate crimes law, where they arrest you for your speech!
[01:19:06.257 --> 01:19:07.277]  Yeah, absolutely.
[01:19:07.557 --> 01:19:08.398]  That's next.
[01:19:08.838 --> 01:19:11.219]  That's one of the things I'm concerned about.
[01:19:11.679 --> 01:19:19.001]  You know, as I preach and speak, I mean, I'm a prime candidate to be hauled off to jail.
[01:19:19.041 --> 01:19:23.742]  I mean, to kick my door in in the middle of the night and take me off the gym and nobody know where I'm at.
[01:19:24.142 --> 01:19:25.343]  You know, that's coming.
[01:19:25.363 --> 01:19:32.225]  Listen, we cannot, anybody who thinks, if you're an American, you've been around American politics at the time, if you think
[01:19:32.885 --> 01:19:38.170]  That this nation is not headed for a confrontation revolution.
[01:19:39.272 --> 01:19:45.438]  If you think that this nation can be taken back from Obama with just voting him out, you've got another thing coming.
[01:19:45.478 --> 01:19:46.639]  I can't imagine where you're at.
[01:19:46.779 --> 01:19:54.407]  This has got to go to the American people rising up and saying, we're not taking this yet, we're going to take our nation back.
[01:19:55.999 --> 01:19:58.600]  All right, Pastor Manning, stay there.
[01:19:58.620 --> 01:19:59.881]  We've got a final second with you.
[01:19:59.921 --> 01:20:03.002]  How you see this revolution unfolding.
[01:20:03.482 --> 01:20:04.222]  We'll be right back.
[01:20:04.242 --> 01:20:04.682]  Stay with us.
[01:20:07.423 --> 01:20:08.824]  It is a big idea.
[01:20:08.844 --> 01:20:10.965]  A new world order.
[01:20:11.665 --> 01:20:16.467]  In the near future, Earth is dominated by a powerful world government.
[01:20:16.567 --> 01:20:19.368]  It's known as the Bilderberg Group.
[01:20:19.408 --> 01:20:21.649]  Could their objective be world domination?
[01:20:22.169 --> 01:20:24.570]  For thousands of years, their dark order grew.
[01:20:25.342 --> 01:20:32.681]  Now as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[01:20:35.697 --> 01:20:40.680]  For the first time in history, the elite's plan for world government is blown wide open.
[01:20:41.141 --> 01:20:44.623]  You will learn the secret that drives the entire New World Order agenda.
[01:20:45.003 --> 01:20:47.485]  Build America to make great progress toward a world government.
[01:20:47.585 --> 01:20:48.726]  Most people have no idea.
[01:20:48.746 --> 01:20:49.526]  They're not after money.
[01:20:49.546 --> 01:20:50.607]  They have all the money they need.
[01:20:50.807 --> 01:20:51.528]  They're after power.
[01:20:51.788 --> 01:20:52.628]  That's their aphrodisiac.
[01:20:52.949 --> 01:20:57.492]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[01:20:57.692 --> 01:21:01.174]  Or watch it online right now at PrisonPlanet.tv.
[01:21:01.634 --> 01:21:04.436]  Endgame, blueprint for global enslavement.
[01:21:04.476 --> 01:21:05.537]  You have been warned.
[01:21:08.658 --> 01:21:09.118]  Yeah.
[01:21:12.958 --> 01:21:24.001]  Aerial spraying, chemtrails, the modified atmosphere, heavy metals and pesticides, carcinogens and chemical fibers all falling from the sky.
[01:21:24.701 --> 01:21:27.221]  You have a choice to keep your body clean.
[01:21:27.801 --> 01:21:33.223]  Detoxify with micro plant powder from hempusa.org or call 908-691-
[01:21:35.933 --> 01:21:36.754]  We're good to go!
[01:22:07.862 --> 01:22:09.824]  Are you wondering about your retirement portfolio?
[01:22:10.204 --> 01:22:16.169]  Are you confident that the financial advisor is experienced enough to combat climbing interest rates, taxes, and inflation?
[01:22:16.449 --> 01:22:20.353]  Stop guessing and go to the expert, Robert Chapman of The International Forecaster.
[01:22:20.573 --> 01:22:27.419]  When you subscribe to The International Forecaster, you get Robert Chapman's 45 years of experience and concise investment recommendations.
[01:22:27.739 --> 01:22:33.282]  Who needs sugar-coated excuses when you can get the cold hard facts and proven investment leads you can't get anywhere else?
[01:22:33.643 --> 01:22:41.007]  For a free introductory copy to Robert Chapman's International Forecaster, subscribe now at theinternationalforecaster.com or call 877-479-8178.
[01:22:44.549 --> 01:22:45.650]  Experience the difference.
[01:22:46.010 --> 01:22:50.953]  When you subscribe, you can email Robert Chapman directly to obtain investment advice tailored just for you.
[01:22:51.253 --> 01:22:52.213]  Don't wait another minute.
[01:22:52.473 --> 01:22:56.135]  Subscribe today at TheInternationalForecaster.com or call 877-479-8178.
[01:22:56.175 --> 01:22:56.376]  That's 877-479-8178.
[01:23:06.317 --> 01:23:13.141]  Finally in the news this evening, it's being reported that cyber spies from Russia and China have now penetrated our power grid.
[01:23:13.442 --> 01:23:29.392]  Even as energy experts are reporting that each summer we get closer and closer to the limits of our nation's power grid, some say that this summer's demand for electrical power may finally push the grid over its edge, creating a cascade of power outages across the country, putting us all in the dark.
[01:23:29.652 --> 01:23:34.795]  Are you prepared for the next round of storm-related outages or government-created blackouts?
[01:23:35.015 --> 01:23:41.281]  Have you ever thought about taking steps to get off the grid and generate your own private supply of electrical power?
[01:23:41.541 --> 01:23:45.164]  If so, this will be the most important information you have ever heard.
[01:23:45.425 --> 01:23:48.007]  Solar-powered generators are finally available.
[01:23:48.107 --> 01:23:53.492]  They have no moving parts to wear out or break and require absolutely no gas whatsoever.
[01:23:53.792 --> 01:23:56.394]  Remember, the government doesn't own the sun.
[01:23:56.454 --> 01:23:58.655]  So go to MySolarBackup.com.
[01:23:58.695 --> 01:24:01.137]  That's MySolarBackup.com.
[01:24:01.177 --> 01:24:05.560]  Check out MySolarBackup.com before you lose your power.
[01:24:08.142 --> 01:24:10.563]  Alright, your calls are coming up in the next segment.
[01:24:10.583 --> 01:24:13.825]  We'll have Dr. Reverend James Manning up for a full hour in the near future.
[01:24:13.846 --> 01:24:14.746]  He's on the road today.
[01:24:17.955 --> 01:24:20.856]  Sir, you've got the floor for the last five minutes of this segment, quick segment.
[01:24:20.876 --> 01:24:31.541]  We were talking intensely during the break about how he came from nowhere, all those points you made, now his actions, now the police state, and what you see happening in America.
[01:24:31.581 --> 01:24:31.941]  Go ahead.
[01:24:33.263 --> 01:24:50.912]  Obama's rise to power has never had a person, no one has ever in the history of this nation risen as quickly as Obama and has become the most powerful man in the world and we don't even know where he was born.
[01:24:51.112 --> 01:24:52.833]  We don't know where he was born.
[01:24:53.133 --> 01:24:54.954]  We don't know who his father is.
[01:24:55.214 --> 01:24:56.294]  We really don't know.
[01:24:56.334 --> 01:24:57.695]  Now we've gotten reports
[01:24:58.320 --> 01:25:02.942]  But this man, at present, is the most powerful man on this planet.
[01:25:03.302 --> 01:25:19.290]  And right now, I've stated some time ago, that Hitler's power was nothing compared to Obama's power, because Germany was not as a powerful nation during the time of the social democratic status of Germany and Hitler.
[01:25:19.630 --> 01:25:24.653]  America is a mega-nation, and Obama has all this power.
[01:25:24.853 --> 01:25:27.534]  If Hitler had all this power, my God, the Earth would be
[01:25:27.594 --> 01:25:29.575]  10,000 nukes, yeah.
[01:25:29.675 --> 01:25:31.237]  Obama's got 10,000 nukes.
[01:25:31.857 --> 01:25:35.359]  There is nobody, there has never been a situation such as this.
[01:25:35.860 --> 01:25:39.522]  His birth certificate, whether he's a U.S.
[01:25:39.562 --> 01:25:42.324]  citizen or not, everybody knows that he isn't.
[01:25:42.785 --> 01:25:43.945]  Everybody knows that he isn't.
[01:25:43.985 --> 01:25:45.907]  That's another thing we'll have to talk about at another point.
[01:25:45.927 --> 01:25:52.431]  So are you saying early on in your spirit, because I know you did videos when he wasn't even, I mean you were saying you were worried about him day one.
[01:25:52.451 --> 01:25:53.292]  Was that in your gut?
[01:25:56.190 --> 01:26:00.215]  What do you see happening in the future dealing with martial law and revolution?
[01:26:01.857 --> 01:26:04.818]  I want to say to your audience, Alex, I am not an alarmist.
[01:26:04.998 --> 01:26:06.359]  I am not some person.
[01:26:06.719 --> 01:26:09.160]  I'm not Chicken Little, the sky is falling.
[01:26:09.540 --> 01:26:11.781]  I pray that people don't perceive me that way.
[01:26:11.801 --> 01:26:14.143]  I've been a pastor for 27 years.
[01:26:14.163 --> 01:26:20.105]  I've served the Harlem community with the earnestness of my love and my love for Jesus.
[01:26:20.165 --> 01:26:28.229]  I'm preaching the gospel, but martial law, the arresting of people, the reason why all of these things are going to happen
[01:26:29.893 --> 01:26:41.297]  Many Americans across America are beginning to realize that we are facing, or we have at present, the most diabolical person sitting in the Oval Office.
[01:26:41.737 --> 01:26:48.119]  There are people in this nation who are going to rise up, and they're forming right now in small groups.
[01:26:48.946 --> 01:26:49.667]  All right.
[01:27:02.982 --> 01:27:16.352]  An event such as 9-11 or some other event in America can give Obama sweeping powers to shut down the Constitution, to shut down all agencies, and arrest or imprison anybody he wants.
[01:27:16.492 --> 01:27:18.454]  Are you saying he may stage something?
[01:27:19.927 --> 01:27:30.233]  I'm saying it's possible if he feels that the matter of the American people is strong enough in resentment to begin to destroy him, to pull him down, I think that he will.
[01:27:30.573 --> 01:27:43.140]  And the other thing that we need to know that I have not said, and I'm saying this for the very first time on your broadcast, I don't mean to be self-promoting anything, as God gives it to me, I want to say it, is that we have not, Alex, we have not
[01:27:43.900 --> 01:27:55.105]  We have not really began to phantom how diabolical this man is, that if he sees himself going down, that he'll take the world down with him.
[01:27:55.125 --> 01:28:06.990]  Listen, we are looking at a narcissistic, we're looking at a man who is so, I suppose, hung up on himself, so diabolical, that he would not hesitate
[01:28:07.828 --> 01:28:08.389]  I think so.
[01:28:20.680 --> 01:28:21.961]  To destroy this nation.
[01:28:22.281 --> 01:28:26.905]  That is to say, to create a major world crisis, and it would go out in flames.
[01:28:27.205 --> 01:28:28.146]  If you understand what I'm saying.
[01:28:28.266 --> 01:28:45.939]  I know that sounds a bit... No, no, I understand, sir, and it looks like they're setting that up with the economic crisis, the staged flu, all this stuff is really concerning me, and it does look like revolutions in the air to all this, and it seems like they want people to rebel.
[01:28:46.239 --> 01:28:49.942]  It seems like they want... I mean, they're clearly going for broke right now.
[01:28:51.220 --> 01:29:02.432]  The thing that Obama, though in his brilliance, realizes, because he is maniacal and diabolical and insidious, is that he cannot deal with it.
[01:29:02.752 --> 01:29:06.516]  But the truth of the matter is, is America is a great nation.
[01:29:06.636 --> 01:29:09.720]  It's a nation that God Almighty has blessed.
[01:29:10.240 --> 01:29:14.663]  And Americans are going to stand up again and put their lives on the line.
[01:29:15.003 --> 01:29:20.226]  And in order for him to deal with that, it's going to result in the things that we're discussing at present.
[01:29:20.506 --> 01:29:27.890]  But what I want to say in that statement is that this is a strong nation and it's going to rise up against Obama.
[01:29:29.150 --> 01:29:31.452]  Alright, well God bless you Dr. James Manning.
[01:29:31.892 --> 01:29:37.095]  atlah.org, A-T-L-A-H dot O-R-G, or just Google.
[01:29:38.598 --> 01:29:40.879]  James David Manning, and you will find it.
[01:29:40.919 --> 01:29:44.739]  We'll talk to you for a full hour when you get back off the road, back to Harlem.
[01:29:45.040 --> 01:29:46.740]  God bless you, sir, and it was good speaking with you.
[01:29:47.420 --> 01:29:47.940]  God bless you.
[01:29:48.000 --> 01:29:49.261]  I was honored to be on your show.
[01:29:49.521 --> 01:29:50.741]  Thank you so very much for having me.
[01:29:51.081 --> 01:29:51.741]  Honored to have you.
[01:29:51.761 --> 01:29:55.182]  I just am attracted to the pastor's spirit.
[01:29:56.122 --> 01:29:56.542]  Good guy.
[01:29:57.142 --> 01:29:58.063]  We're on the march.
[01:29:58.543 --> 01:30:00.143]  The empire's on the run.
[01:30:01.063 --> 01:30:03.744]  Alex Jones and the GCN Radio Network.
[01:30:06.556 --> 01:30:11.743]  The illusion created by the power elite is a lie that covers even the food they want you to eat.
[01:30:11.863 --> 01:30:16.229]  Will you continue to be their profit center, buying their processed food that makes you sick?
[01:30:16.389 --> 01:30:18.252]  Go to the doctor and buy their drugs?
[01:30:18.672 --> 01:30:20.014]  You don't have to cooperate.
[01:30:20.294 --> 01:30:21.316]  There is a solution.
[01:30:21.556 --> 01:30:29.582]  Inner Health Botanicals, a company that my wife and I just love, have been providing products for the last five years that give you the perfect solution to this madness.
[01:30:29.982 --> 01:30:37.047]  Try their Inner Food with 20 organic ingredients full of dense nutrition that gives you the energy you need and will keep you well.
[01:30:37.447 --> 01:30:43.071]  It even won the award for Best Superfood of 2009 from our friend Mike Adams, the health major.
[01:30:43.491 --> 01:30:49.075]  I love their Nutri-Cafe, great organic coffee infused with herbal extracts to boost your immune system.
[01:30:49.475 --> 01:30:53.299]  Try all of their truly honest products that will keep you alive and healthy.
[01:30:53.639 --> 01:30:59.805]  Go to enerfood.com or give them a call right now.
[01:30:59.825 --> 01:30:59.865]  866-762-9238.
[01:31:01.106 --> 01:31:04.410]  Click on their banner at infowars.com to see all the available discounts.
[01:31:06.596 --> 01:31:10.580]  Hello friends, this is Alex Jones and I want each of you to ask yourself this question.
[01:31:10.840 --> 01:31:12.622]  Do you really know what's in your tap water?
[01:31:12.842 --> 01:31:21.130]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[01:31:21.370 --> 01:31:26.595]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[01:31:26.915 --> 01:31:28.537]  Now what are you going to do about it?
[01:31:28.757 --> 01:31:35.098]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[01:31:35.278 --> 01:31:46.040]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere and uses state-of-the-art carbon filtration, reverse osmosis, and ultra-violent light sterilization techniques.
[01:31:46.340 --> 01:31:46.840]  That's right.
[01:31:47.100 --> 01:31:49.400]  Clean water, right from the air you breathe.
[01:31:49.661 --> 01:31:51.401]  Order today by calling 1-800-691-6043.
[01:31:51.481 --> 01:31:51.681]  That's 1-800-691-6043.
[01:31:51.741 --> 01:31:52.621]  Or visit Ecola
[01:32:07.126 --> 01:32:07.667]  You worry.
[01:32:07.807 --> 01:32:09.888]  If you don't, you don't understand the situation.
[01:32:10.148 --> 01:32:10.428]  Hi.
[01:32:10.708 --> 01:32:13.170]  Summer's coming and now's the time to learn self-sufficiency.
[01:32:13.490 --> 01:32:17.732]  If you're going to eat from nature's bounty of wild edible plants, remember, there's a learning curve.
[01:32:18.032 --> 01:32:20.213]  Experience is the best teacher, but that means time.
[01:32:20.493 --> 01:32:23.535]  To speed it up, you'll need to build on the wisdom of a teacher who has lived it.
[01:32:23.835 --> 01:32:25.556]  Author Linda Runyon is that teacher.
[01:32:25.776 --> 01:32:28.298]  Her Wild Food Knowledge Package is the crash course.
[01:32:28.558 --> 01:32:31.981]  The DVD gives you a three-hour overview of her world directly from her.
[01:32:32.281 --> 01:32:36.383]  The book gives you an in-depth reference with all of the insider know-how you'll ever need.
[01:32:36.704 --> 01:32:40.486]  And her Wild Cards are your portable summary and cheat sheet for your fieldwork.
[01:32:40.786 --> 01:32:46.790]  This three-pronged learning system will take you from spectator to scholar to gourmet survivalist in weeks, not years.
[01:32:47.131 --> 01:32:49.272]  Folks, I can vouch that Linda's the real deal.
[01:32:49.492 --> 01:32:51.133]  She's my mom, and I watched her do it.
[01:32:54.115 --> 01:32:55.777]  888-51-EAT-FREE.
[01:32:56.237 --> 01:32:56.878]  Start now.
[01:32:57.158 --> 01:32:58.099]  Knowledge is power.
[01:32:58.859 --> 01:32:59.680]  Better take action.
[01:32:59.880 --> 01:33:00.901]  I think a storm's coming.
[01:33:00.921 --> 01:33:11.629]  I was a highwayman Along the coach roads I did ride With sword and pistol by my side
[01:33:24.575 --> 01:33:30.982]  You know, I asked Willie Nelson, what's your favorite song you've ever sung?
[01:33:31.042 --> 01:33:33.024]  And he said, this one right here.
[01:33:33.265 --> 01:33:34.926]  And this is my favorite.
[01:33:34.946 --> 01:33:35.327]  Good stuff.
[01:33:47.950 --> 01:33:49.852]  What's funny, Hartman?
[01:33:49.912 --> 01:33:53.776]  It's like Joker villain there.
[01:33:53.816 --> 01:33:58.741]  Jared Neumann is also a comedian as his night job.
[01:33:58.761 --> 01:34:03.106]  So there's like an endless comedian thing going on.
[01:34:06.149 --> 01:34:09.052]  That's Chris Christopherson coming up with Waylon Jennings.
[01:34:09.473 --> 01:34:10.234]  That part's really good.
[01:34:11.331 --> 01:34:15.812]  Crank up Waylon James and then we'll go ahead and let you hear Mr. Cash.
[01:34:15.832 --> 01:34:19.453]  Then I'm going to your phone calls and a bunch of other news.
[01:34:19.813 --> 01:34:20.513]  Stay with us.
[01:34:21.293 --> 01:34:23.474]  I was a dam builder.
[01:34:23.674 --> 01:34:24.934]  I was a dam builder.
[01:34:25.974 --> 01:34:27.054]  Across the 350 deep and wide.
[01:34:27.094 --> 01:34:30.655]  Where steel and water didn't collide.
[01:34:30.715 --> 01:34:35.576]  Place called Boulder on the wild Colorado.
[01:34:35.636 --> 01:34:38.697]  Place called Boulder on the wild Colorado.
[01:34:41.238 --> 01:34:44.419]  I slipped and fell into the wet concrete below.
[01:34:44.779 --> 01:34:47.600]  That's where Jared's going, wet concrete below.
[01:34:47.620 --> 01:34:50.921]  They buried me in that gray tin that knows no sound.
[01:34:51.161 --> 01:34:53.102]  But I am still around.
[01:34:53.342 --> 01:34:57.704]  I'll always be around, and around, and around, and around.
[01:34:57.824 --> 01:35:02.265]  Ah, here's Johnny Cash from the grave, forever.
[01:35:02.305 --> 01:35:05.986]  Bless Johnny Cash, Michael Fox, I bless Johnny Cash.
[01:35:10.875 --> 01:35:27.568]  I'll fly a starship across the universe divide And when I reach the other side I'll find a place to rest my spirit if I can Good stuff!
[01:35:28.229 --> 01:35:31.571]  Perhaps I may become a highwayman again
[01:35:33.831 --> 01:35:37.715]  Alright, let's go to your calls, and I'm going to blitz the news at the very end.
[01:35:37.855 --> 01:35:40.357]  Ron in Arizona, you are on the air.
[01:35:40.437 --> 01:35:41.098]  Welcome.
[01:35:42.099 --> 01:35:43.340]  Good afternoon, Alex.
[01:35:43.960 --> 01:35:44.681]  Hey, buddy.
[01:35:45.081 --> 01:35:45.942]  Two quick points.
[01:35:46.623 --> 01:35:57.233]  First, I'd like to say that Pastor Manning is correct that Barry Sotero is a type of the Antichrist, but he cannot be the Antichrist because he's way too old.
[01:35:57.893 --> 01:35:59.615]  When the Antichrist rises to power,
[01:36:00.441 --> 01:36:01.422]  He'll be in his thirties.
[01:36:01.742 --> 01:36:02.883]  He'll come out of Iraq.
[01:36:02.903 --> 01:36:04.244]  He'll be the ruler of Iraq.
[01:36:05.544 --> 01:36:10.247]  And the Antichrist will not rise to power for at least another twenty years.
[01:36:11.048 --> 01:36:12.869]  That stuff can be debated.
[01:36:12.909 --> 01:36:13.890]  It's a secular show.
[01:36:13.950 --> 01:36:16.752]  Manning's just been all over CNN, Fox, you name it.
[01:36:16.812 --> 01:36:19.654]  And when we talked to him, it turned out they're ministry fans of the show.
[01:36:20.354 --> 01:36:28.079]  And so I just wanted, as a prominent black preacher, who's not worshipping Barack Obama, to get his perspective on Barack Obama.
[01:36:31.314 --> 01:36:32.715]  But you have a good point there, Ron.
[01:36:32.915 --> 01:36:33.415]  Anything else?
[01:36:34.296 --> 01:36:39.178]  Yeah, I recently wrote a book explaining this and the New World Order and all that.
[01:36:40.139 --> 01:36:55.508]  But the second thing is, I think when you talk about Barry Sotero and his birth certificate, where he was born, if you could bring up the fact that it doesn't matter because he is not the President of the United States of America.
[01:36:55.528 --> 01:36:55.568]  In 1861,
[01:36:58.444 --> 01:37:03.869]  When the southern congressmen and senators walked out, the union was dissolved.
[01:37:04.250 --> 01:37:18.864]  No, but sir, sir, I understand all... Listen, I appreciate your call, but filing straw men and saying that it's a corrupt republic and that the District of Columbia... All of that is based in reality, but the system just ignores it.
[01:37:20.405 --> 01:37:21.186]  So, yes.
[01:37:24.557 --> 01:37:29.360]  Yeah, you can say that the federal government was a tyranny since the Civil War, but it's here with us now.
[01:37:29.800 --> 01:37:31.221]  So we gotta try to audit the Fed.
[01:37:31.921 --> 01:37:33.802]  We don't just have a problem with the federal government.
[01:37:34.022 --> 01:37:37.164]  The federal government's got global bankers sitting on top of it.
[01:37:37.464 --> 01:37:39.705]  Then here's the federal government, the state government's and us.
[01:37:40.006 --> 01:37:45.769]  We gotta get the bankers off the top of the pyramid first before we cut the federal government down to size.
[01:37:46.089 --> 01:37:47.470]  Up there pulling the levers and
[01:37:47.990 --> 01:37:54.833]  Flipping the dials and running the system, the technocracy, is offshore banking cartels.
[01:37:55.153 --> 01:37:56.434]  We've had a corporate takeover.
[01:37:57.394 --> 01:38:02.016]  And so, we've got to get the bankers out of here first, then we can debate all this other stuff.
[01:38:02.396 --> 01:38:03.076]  But I hear you, Ron.
[01:38:03.097 --> 01:38:03.637]  Good points there.
[01:38:03.877 --> 01:38:04.937]  Daniel in Oklahoma.
[01:38:04.977 --> 01:38:05.838]  Daniel, you're on the air.
[01:38:05.858 --> 01:38:06.198]  Go ahead.
[01:38:07.008 --> 01:38:07.829]  Good afternoon, sir.
[01:38:07.849 --> 01:38:33.127]  I have a kind of a request because I've been hearing a lot, doing a lot of research on the legitimacy of his presidency, Obama's, and I've actually heard on more than one case that they removed a video from YouTube and all the internet of Barack Obama actually admitting that he wasn't eligible to be the President of the United States, and this was when Alan Keyes
[01:38:33.717 --> 01:38:44.182]  When he was doing his campaign for running for the Senate, he actually... Alan Keyes confronted him backstage and said, hey, what are you doing this for?
[01:38:44.262 --> 01:38:45.022]  You're not eligible.
[01:38:45.062 --> 01:38:46.303]  And he said, well, what does it matter?
[01:38:46.523 --> 01:38:48.263]  I'm not running for the President of the United States.
[01:38:50.064 --> 01:38:55.547]  Well, you know, there's one big problem with that rumor, and I've heard it, and I appreciate your call, Daniel.
[01:38:55.767 --> 01:38:56.867]  But it's okay to bring the point up.
[01:38:56.947 --> 01:38:58.168]  I mean, it's a good question to ask.
[01:38:59.128 --> 01:39:01.729]  Alan Keyes would be running around talking about this.
