[00:00:04.195 --> 00:00:09.617]  The web, efoodsdirect.com, 800-409-5633.
[01:11:37.506 --> 01:11:45.088]  You know, he's claiming that Obama, you know, works for the Muslims or something, is gonna get us and gonna fool Rahm Emanuel and all these people, and that he's gonna set up a dictatorship.
[01:11:45.128 --> 01:11:47.749]  So, he'll admit the New World Order, but claim the Muslims run it.
[01:11:47.769 --> 01:11:50.129]  If you believe that, you need your head fixed.
[01:11:50.149 --> 01:11:51.790]  You'd have to believe the military's run by the Muslims.
[01:11:51.810 --> 01:11:56.691]  But, this is a big deal, and I think the fourth biggest radio host in the country says something like this.
[01:11:56.711 --> 01:11:57.571]  And we're gonna play the whole clip.
[01:11:57.591 --> 01:11:58.652]  We're just gonna play a short clip.
[01:11:58.672 --> 01:12:02.093]  If you wanna see it, you can just Google, New World Order Agenda Exposed.
[01:12:02.133 --> 01:12:03.353]  Listen carefully on YouTube.
[01:12:04.111 --> 01:12:06.873]  And you can hear him say this, but here's just a quick clip of it.
[01:12:07.093 --> 01:12:08.333]  I mean, is he turning into Alex Jones?
[01:12:08.353 --> 01:12:08.693]  Here it is.
[01:12:09.494 --> 01:12:12.956]  I made a prediction on the show yesterday that I'll repeat right now so that you can mark it down.
[01:12:13.116 --> 01:12:31.165]  Savage predicts a Reichstag fire-like event sometime within the next year or two in America that will have been conducted by the government and blamed upon subversive elements in order to permit a dictatorship and a naked dictatorship to emerge in this country.
[01:12:31.225 --> 01:12:31.525]  All right.
[01:12:32.106 --> 01:12:32.866]  Okay, there you go.
[01:12:33.638 --> 01:12:34.519]  You can watch the rest of the club.
[01:12:34.539 --> 01:12:38.042]  I'm going to have this linked up on Infowars.com and PrisonPlanet.com as soon as possible.
[01:12:38.602 --> 01:12:39.963]  In fact, guys, here's my iPhone.
[01:12:40.484 --> 01:12:41.845]  It's got Kurt Nemo's number in it.
[01:12:41.865 --> 01:12:42.465]  You know how to get it?
[01:12:42.485 --> 01:12:42.806]  Get that.
[01:12:42.846 --> 01:12:44.767]  I want you to call him right now and please ask him to post this.
[01:12:45.388 --> 01:12:46.549]  I think Watson's over in England.
[01:12:46.569 --> 01:12:47.329]  He probably went to bed.
[01:12:47.369 --> 01:12:50.632]  I've been keeping him up all weekend anyways with Obama promotion stuff.
[01:12:51.393 --> 01:12:51.673]  Here you go.
[01:12:51.693 --> 01:12:52.313]  I just turned it on for you.
[01:12:52.354 --> 01:12:54.555]  It'll take a minute to boot up.
[01:12:56.257 --> 01:12:57.778]  Look, this isn't a game or a joke.
[01:12:57.818 --> 01:12:59.099]  It's not patty cake time.
[01:12:59.159 --> 01:13:01.261]  It's not fun to be Alex Jones.
[01:13:01.301 --> 01:13:02.562]  It's not fun to know this stuff.
[01:13:03.473 --> 01:13:04.754]  It is very, very serious.
[01:13:05.754 --> 01:13:07.175]  And I have a lot of sleepless nights.
[01:13:07.195 --> 01:13:15.038]  That's how I can work 18 hours a day because I know my family, my children, none of us, you out there listening, have any future if we don't stop this.
[01:13:16.959 --> 01:13:24.162]  I told you they would stage terror attacks blaming on Muslims and then set up a police state which they would then swing around against the American people.
[01:13:24.202 --> 01:13:31.185]  They're now teaching every police department in the news that the American people are going to attack them and that homeland security isn't for Al-Qaeda.
[01:13:32.157 --> 01:13:36.781]  And that NORTHCOM is to fight the American people, and the Army War College has said it, and the Army has announced it.
[01:13:37.341 --> 01:13:38.302]  It is official!
[01:13:40.584 --> 01:13:40.944]  Okay?
[01:13:41.545 --> 01:13:43.646]  Now, I'm sorry if you don't want to believe that.
[01:13:43.706 --> 01:13:44.807]  The facts are the facts, you know.
[01:13:45.107 --> 01:13:50.592]  We're not five-year-olds where we can imagine, you know, whatever we want to be true, and then that's supposedly true.
[01:13:52.893 --> 01:13:57.437]  The only way to turn this around is if you get educated out there, and I'm talking to those that have laughed at me over the years.
[01:13:59.281 --> 01:14:05.144]  I mean, look at this article by Paul Watson up on PrisonPlanet.com he wrote yesterday, in conjunction with myself.
[01:14:05.745 --> 01:14:09.567]  Chaining assassination units still active under Obama, including domestically.
[01:14:09.587 --> 01:14:14.729]  See, Cy Hirsch, through the left-right paradigm, he'll report on everything Bush did.
[01:14:15.330 --> 01:14:17.951]  And then act like it's just Bush and now we're okay because Obama's here.
[01:14:18.752 --> 01:14:21.953]  Well, you understand they're working together behind the scenes and that they're just front men.
[01:14:22.594 --> 01:14:24.755]  You understand how deadly dangerous all of this is.
[01:14:25.895 --> 01:14:28.477]  Because these assassination teams are being used in the U.S.
[01:14:29.795 --> 01:14:32.197]  The military, covertly, is running every major city.
[01:14:32.797 --> 01:14:35.319]  This week I saw a bunch of mainstream news articles we covered on the show.
[01:14:35.339 --> 01:14:36.700]  We posted them on the site, linked to them.
[01:14:38.141 --> 01:14:45.586]  Where they're announcing, oh, the Army's putting officers, military, regular Army and all major police departments as liaison officers.
[01:14:45.646 --> 01:14:47.488]  Oh, the Marines are out at DWI checkpoints.
[01:14:47.608 --> 01:14:50.430]  Oh, at the shooting in Alabama, regular Army went out on the streets.
[01:14:50.490 --> 01:14:52.111]  And I had the Army colonel on admitting it.
[01:14:53.192 --> 01:14:54.893]  Total violation of posse comitas.
[01:14:56.995 --> 01:14:57.155]  So...
[01:14:58.453 --> 01:14:59.393]  It's all there on record.
[01:14:59.774 --> 01:15:03.195]  Chaining assassination units still active under Obama, including domestically.
[01:15:04.075 --> 01:15:10.858]  But they keep doing this left-right bait-and-switch of folks thinking the President's running something instead of the real power behind the throne, the bankers who need to be arrested.
[01:15:11.358 --> 01:15:15.240]  But they have to have a police state and martial law so that you can never bring them to justice.
[01:15:15.280 --> 01:15:16.060]  That's the whole point.
[01:15:16.480 --> 01:15:18.861]  Criminals want tyranny so they can get away with their crimes.
[01:15:20.282 --> 01:15:22.743]  And they use people in the military to carry it out in every case.
[01:15:23.163 --> 01:15:41.251]  Revelations of a political assassination unit, which reported solely to Dick Cheney, was in operation during the Bush administration, are absent the fact that the unit in question, the Joint Special Operations Command, has been active for decades, has been deployed domestically in the United States, we have links to mainstream news on that, has killed U.S.
[01:15:41.291 --> 01:15:46.913]  citizens, and is an integral part of Barack Obama's expanded wars in Afghanistan and Pakistan.
[01:15:48.559 --> 01:16:03.908]  Seymour Hersh dropped a bombshell when he told the University of Minnesota audience on Tuesday that Joint Special Operations Command is an executive assassination ring, essentially, and has been going on and on and on, Hersh stated, under President Bush's authority.
[01:16:04.408 --> 01:16:12.493]  They've been going into countries, not talking to the ambassador or the CIA station chief, and finding people on a list and executing them and leaving.
[01:16:12.994 --> 01:16:14.594]  That's been going on in the name of assault.
[01:16:14.614 --> 01:16:16.856]  And then he went on to admit they're also operating in the U.S.
[01:16:17.631 --> 01:16:22.456]  Alright, I'll finish up with this and go directly to your calls on the other side of this quick break.
[01:16:22.937 --> 01:16:28.583]  But they'll expose the Republicans now that they're out of power, not expose the fact that Obama is actually accelerating all this.
[01:16:28.603 --> 01:16:28.984]  Stay with us.
[01:16:33.177 --> 01:16:37.459]  Hello, this is Peter Kronschnabel from Midas Resources, and I'd like to share some thoughts with you.
[01:16:37.779 --> 01:16:49.685]  In today's economy, with the government spending gone wild, the banking system on the verge of collapse, and Wall Street in continuous freefall, we both know that it is critical that you protect your savings and retirement programs now.
[01:16:50.105 --> 01:16:55.148]  Macroeconomics can be very confusing, but the solution to securing your personal assets is very simple.
[01:16:55.688 --> 01:16:57.149]  It's purchase of gold and silver.
[01:16:57.690 --> 01:17:03.685]  These precious metals have been the trusted means of exchange for centuries, and they've never been more important in our country's history.
[01:17:04.364 --> 01:17:08.125]  It's up to you to design your survival plan, one based on gold and silver.
[01:17:08.665 --> 01:17:09.386]  Give me a call.
[01:17:09.466 --> 01:17:17.568]  I'm Peter Kronschnabel at 800-686-2237, extension 108, and allow me to outline an easy answer to your questions.
[01:17:18.208 --> 01:17:19.829]  That's Peter Kronschnabel at 1-800-686-2237, extension 108.
[01:17:19.869 --> 01:17:22.669]  Call Peter at 1-800-686-2237, extension 108, while you can still purchase gold with paper.
[01:17:32.387 --> 01:17:39.531]  We know identity scams have grown in the past six months because identity thieves are working overtime, taking advantage of this economic crisis.
[01:17:40.051 --> 01:17:41.932]  I'm Todd Davis, CEO of LifeLock.
[01:17:42.052 --> 01:17:47.115]  I talk to people every day about identity theft, and I know a lot of you are scared and nervous.
[01:17:47.435 --> 01:17:49.257]  I'm here to tell you, you don't have to be.
[01:17:49.518 --> 01:17:57.667]  Another identity is stolen every three seconds, but you can have the security and peace of mind that comes with being protected by LifeLock for just pennies a day.
[01:17:57.887 --> 01:18:07.078]  LifeLock is number one in identity theft protection because we work to stop identity theft before it happens, or we fix it at our expense up to one million dollars.
[01:18:07.358 --> 01:18:09.218]  Don't spend another minute worrying.
[01:18:09.459 --> 01:18:10.599]  Call LifeLock now.
[01:18:10.799 --> 01:18:13.099]  Get instant protection by calling 1-800-605-4229.
[01:18:15.260 --> 01:18:19.281]  Call right now and you'll also get 30 days absolutely free.
[01:18:19.401 --> 01:18:21.421]  That's 1-800-605-4229.
[01:18:21.621 --> 01:18:24.202]  Get the peace of mind LifeLock provides today.
[01:18:24.422 --> 01:18:25.762]  Use promo code FREEMONTH.
[01:18:25.842 --> 01:18:26.043]  Call 1-800-605-4229.
[01:18:26.063 --> 01:18:26.303]  Again, 1-800-605-4229.
[01:18:33.365 --> 01:18:38.829]  Millions of Americans are beginning to realize the enormity of the economic and political problems facing the U.S.
[01:18:38.869 --> 01:18:39.389]  and the world.
[01:18:39.670 --> 01:18:43.112]  And for the first time in their lives, they are feeling the need for preparedness.
[01:18:43.512 --> 01:18:49.757]  Ready Reserve Foods has been in continuous operation, manufacturing the finest and dehydrated foods for almost 40 years.
[01:18:50.017 --> 01:18:51.819]  Ready Reserve is the manufacturer.
[01:18:52.059 --> 01:19:00.005]  Unlike other companies that just broker canned foods, Ready Reserve controls the quality from start to finish with double enameled cans and nitrogen packaging.
[01:19:00.265 --> 01:19:04.712]  When purchasing from Ready Reserve Foods, you are buying factory direct at wholesale prices.
[01:19:04.972 --> 01:19:10.520]  Other companies are quoting delivery times of one to two months, while Ready Reserve ships within five business days.
[01:19:10.780 --> 01:19:12.803]  Many companies do not even offer a catalog.
[01:19:12.964 --> 01:19:15.207]  We will be more than happy to send a catalog to you.
[01:19:15.547 --> 01:19:16.328]  Free of charge.
[01:19:16.628 --> 01:19:19.410]  Dial 1-800-453-2202.
[01:19:19.430 --> 01:19:20.171]  1-800-453-2202.
[01:19:20.351 --> 01:19:24.795]  Or visit our website at ReadyReserveFoods.com.
[01:19:25.095 --> 01:19:28.058]  Factory direct, wholesale pricing from Ready Reserve Foods.
[01:19:28.318 --> 01:19:31.440]  Call us at 1-800-453-2202.
[01:19:31.460 --> 01:19:33.462]  Alex Jones here with a question.
[01:19:33.642 --> 01:19:35.083]  What does humidity mean to you?
[01:19:35.384 --> 01:19:37.606]  Most people think of hot and sticky summer days.
[01:19:38.066 --> 01:19:42.770]  But many people are beginning to realize that humidity can be a valuable source of pure drinking water.
[01:19:43.190 --> 01:19:46.032]  That's why I'd like you to visit acoloblue.com.
[01:19:46.372 --> 01:20:02.280]  Acoloblue is a state-of-the-art atmospheric water generator producing purified drinking water from the humidity in the air using reverse osmosis and a five-stage carbon and UV light filtration system which produces great tasting water at an unbeatable price.
[01:20:02.821 --> 01:20:04.822]  Finally, drinking water that you control.
[01:20:04.842 --> 01:20:06.142]  I use one every day.
[01:20:06.563 --> 01:20:09.024]  Say goodbye to expensive water delivery services.
[01:20:09.384 --> 01:20:12.005]  And storing five gallon bottles of water in your home.
[01:20:12.225 --> 01:20:14.526]  The Ecolablue 28 is shipped right to your home.
[01:20:14.826 --> 01:20:16.967]  Ready to make close to seven gallons a day.
[01:20:17.207 --> 01:20:17.988]  Right out of the box.
[01:20:18.228 --> 01:20:20.028]  They have a 30 day money back guarantee.
[01:20:20.168 --> 01:20:21.669]  Call Ecolablue right now at 1-800-691-6043.
[01:20:21.769 --> 01:20:22.069]  That's 1-800-691-6043.
[01:20:22.089 --> 01:20:23.810]  Or visit Ecolablue at E-C-L-L-O-B-L-U-E dot com today.
[01:20:34.525 --> 01:20:36.566]  Thank you for listening to GCN.
[01:20:37.147 --> 01:20:39.929]  Be sure to visit GCNlive.com today.
[01:20:40.049 --> 01:20:53.737]  Now, what's happened is, for 14 years, myself and others prominently have been exposing the entire globalist agenda with profusion.
[01:20:54.838 --> 01:20:56.159]  See, I'm not a conspiracy theorist.
[01:20:56.219 --> 01:21:00.402]  I'm not somebody covering the Abominable Snowman and Flying Saucers and Planet X.
[01:21:01.445 --> 01:21:05.547]  The mainstream media always gives attention to all the, I don't want to call them kooks, they're just dreamers.
[01:21:06.047 --> 01:21:10.769]  Kind of science fiction writers who, you know, write science fiction books and call it reality.
[01:21:11.189 --> 01:21:12.369]  That isn't me, folks.
[01:21:13.090 --> 01:21:14.510]  Every time you tune in, what do you hear?
[01:21:14.810 --> 01:21:17.812]  News, documents, articles, legislation.
[01:21:19.913 --> 01:21:20.733]  That's what you get here.
[01:21:22.254 --> 01:21:23.694]  I study how the world really works.
[01:21:25.015 --> 01:21:30.497]  And the fact that Limbaugh now has to admit they're setting up a one world government, he's been doing that every day now, people are sending me the clips.
[01:21:31.098 --> 01:21:32.858]  After saying it didn't exist for years?
[01:21:34.019 --> 01:21:35.679]  The fact that Glenn Beck's having to say it?
[01:21:36.199 --> 01:21:39.300]  The fact that Michael Savage is saying the government's going to stage terror attacks?
[01:21:39.320 --> 01:21:40.260]  That Obama's going to do it?
[01:21:40.540 --> 01:21:42.581]  That is incredibly bold, and that's true.
[01:21:43.841 --> 01:21:52.463]  That's true, and I think a lot of these guys are beginning to realize they're not top man on the totem pole, and this new world order is real, and they have no future if they don't stand up.
[01:21:54.704 --> 01:21:59.965]  And, you know, there's no word to describe how big this radio show is getting, how much it's exploding.
[01:22:00.967 --> 01:22:03.629]  I'm going to go ahead and talk about, well I'll talk about the Obama deception.
[01:22:03.649 --> 01:22:07.312]  I've got some new breaking news for you on it, my new film, in the next segment.
[01:22:07.332 --> 01:22:09.113]  Let's go to calls right now or I'll never get to everybody.
[01:22:09.553 --> 01:22:11.155]  Scott in California, you're on the air.
[01:22:12.015 --> 01:22:13.937]  Hey Alex, how you doing bud?
[01:22:14.317 --> 01:22:15.758]  I'm 100% behind you.
[01:22:15.998 --> 01:22:22.263]  I'm actively awaiting the Obama deception in my mailbox so I can burn copies to the other end of the earth with it.
[01:22:22.783 --> 01:22:26.686]  I have one suggestion, a couple of suggestions.
[01:22:26.726 --> 01:22:29.768]  I need a banner that is your Obama deception.
[01:22:33.377 --> 01:22:42.819]  You know, I told my... I thought you meant a web banner.
[01:22:42.839 --> 01:22:44.860]  We've got some web banners folks can grab and put out.
[01:22:45.100 --> 01:22:45.340]  Yeah?
[01:22:45.680 --> 01:22:50.462]  It's just we don't have the funds or the personnel or the people to make a bunch of banners and mail them out.
[01:22:50.482 --> 01:22:53.482]  We need a PDF so I can go to a print shop and print something like that.
[01:22:53.522 --> 01:22:58.964]  But anyway... I know, I did tell my guys a month ago, and our graphics people, we've just been so busy it hadn't been done yet,
[01:23:00.213 --> 01:23:05.437]  Write a note, guys, to give the graphics people, that we need to have a banner page, a promotions page, an activism page.
[01:23:05.537 --> 01:23:06.058]  Absolutely.
[01:23:06.098 --> 01:23:09.921]  Now is the time to have banners and PDFs and things people can print off.
[01:23:09.961 --> 01:23:10.881]  You're absolutely right, sir.
[01:23:11.242 --> 01:23:17.686]  Okay, and anyway, everybody needs to go to ronpaul.com, the Audit the Federal Reserve, HR 1207.
[01:23:17.766 --> 01:23:19.648]  There's a letter there.
[01:23:19.688 --> 01:23:25.392]  You can write your congressman and send that out an email to everybody who needs to keep doing that.
[01:23:26.813 --> 01:23:32.499]  Well, I mean, think about two weeks ago, Senator Sanders says, tell me where the money went, and private Fed Chief Ben Bernanke said, no.
[01:23:33.059 --> 01:23:33.299]  Yeah.
[01:23:33.339 --> 01:23:38.484]  I mean, this is a fight they can't win if the people just stand up and say, yes, bankers, you will tell us where the money went.
[01:23:38.785 --> 01:23:40.847]  I mean, they're not the radicals demanding this.
[01:23:40.867 --> 01:23:46.612]  It's a disgusting picture of Volcker, Greenspan, and Pulse and all sharing a joke together on your website.
[01:23:47.413 --> 01:23:48.294]  I know, it's disgusting.
[01:23:48.314 --> 01:23:48.974]  Good to hear from you.
[01:23:49.294 --> 01:23:50.596]  Matt in Missouri, you're on the air.
[01:23:52.276 --> 01:23:53.076]  Hey, Alex.
[01:23:53.156 --> 01:23:54.497]  I watched the Obama session.
[01:23:54.517 --> 01:23:55.157]  It was awesome.
[01:23:55.197 --> 01:24:14.086]  My favorite part, I think, was when you name all the people in the Obama administration, they're in CFR, Bilderberg Group, and... And we show how one group of CFR, Bilderberg Group, Trilateral Commission, and we show their quotes from their own publications where they say they want to destroy America and bring up world government, so we first document who the groups are.
[01:24:14.366 --> 01:24:18.368]  We show how one group of them leave as Bush leaves, and a whole other group comes back in.
[01:24:18.788 --> 01:24:19.948]  It's just a revolving door.
[01:24:21.269 --> 01:24:21.589]  Right.
[01:24:22.861 --> 01:24:30.407]  I'm calling here from the home of the slaves in Missouri, where the MIAC Strategic Report, you've been talking about it from.
[01:24:31.127 --> 01:24:39.493]  And I talked to representative guest staff on Friday, and you actually had on your show about HCR 13, our sovereignty bill here.
[01:24:40.225 --> 01:24:40.565]  Yeah, yeah.
[01:24:40.605 --> 01:24:42.266]  Recap for listeners, though.
[01:24:42.306 --> 01:24:43.606]  It's a federally written document.
[01:24:43.646 --> 01:24:44.807]  All the states have it.
[01:24:44.827 --> 01:24:46.367]  This just came out of Missouri, this copy.
[01:24:46.667 --> 01:24:48.208]  We got it out of California, too.
[01:24:48.648 --> 01:24:51.349]  Saying basically all Americans that love freedom are bad.
[01:24:51.369 --> 01:24:52.549]  The American flag is bad.
[01:24:52.609 --> 01:24:53.609]  I'm not kidding, folks.
[01:24:54.010 --> 01:24:55.170]  It's up on InfoWars.
[01:24:55.610 --> 01:24:57.631]  All Ron Paul supporters are basically terrorists.
[01:24:58.171 --> 01:24:59.111]  It's just unbelievable.
[01:25:00.252 --> 01:25:03.073]  So you told the state rep that we've interviewed about it.
[01:25:03.093 --> 01:25:03.593]  What'd he say?
[01:25:04.993 --> 01:25:06.454]  Yeah, I asked him if he had seen it.
[01:25:08.183 --> 01:25:21.291]  That he had, and he was obviously disturbed as well as he falls into this also because he has also introduced legislation in here to stop the North American... That's right, it says it doesn't exist and you're insane if you're against it and a terrorist.
[01:25:21.652 --> 01:25:24.433]  Yeah, let's get the Missouri reps back on.
[01:25:24.453 --> 01:25:25.154]  That's a good idea.
[01:25:26.555 --> 01:25:27.655]  Yeah, Jim Guest.
[01:25:28.636 --> 01:25:35.320]  And he also confirmed that it's, you know, independently, as you have also, that it's real.
[01:25:37.301 --> 01:25:38.242]  Well, of course it's real.
[01:25:38.742 --> 01:25:40.643]  We've called and listened to the name of the state police.
[01:25:40.683 --> 01:25:42.825]  We called them and they confirmed it's real, but said they won't come on.
[01:25:43.485 --> 01:25:43.785]  Right.
[01:25:44.206 --> 01:26:03.499]  And I guess they also stated that I asked them, you know, where this originated from or when it started, and I guess it actually started under, was initiated under the previous governor, Matt Blunt, who I thought was a little bit better about this.
[01:26:03.599 --> 01:26:05.240]  If you recall, he's also the one that
[01:26:06.008 --> 01:26:07.289]  Thank you, Alex.
[01:26:07.349 --> 01:26:08.869]  Great to speak with you.
[01:26:26.528 --> 01:26:28.850]  You know, I originally called in today.
[01:26:28.890 --> 01:26:39.080]  When I called, I had in mind to ask you, I have what I think is a good argument against the legality of the individual states' residents of the 50 states having to pay the federal income tax.
[01:26:39.120 --> 01:26:48.228]  I'm going to save that one for another time because, you know, since I have that idea and I've been listening to you over the last half hour, 20 minutes, you've mentioned a few things.
[01:26:48.248 --> 01:26:48.949]  It just shows me
[01:26:50.552 --> 01:26:50.732]  That's
[01:27:13.388 --> 01:27:27.354]  What is your estimation at this point, at this late date and time, relative to the full development of their cage for humanity on the various levels of their entrapment and enslavement of humanity?
[01:27:27.374 --> 01:27:34.777]  Is there a significant, to your knowledge, Alex, element within the military and in the police?
[01:27:34.817 --> 01:27:36.037]  I know we have the Oath Keepers.
[01:27:36.077 --> 01:27:36.878]  That was beautiful.
[01:27:36.918 --> 01:27:37.698]  I'd love to hear that.
[01:27:38.911 --> 01:27:41.375]  Will it spread fast enough in your estimation?
[01:27:41.435 --> 01:27:48.826]  I know you're trying to make it happen and do everything that you can to do that, as well as the state legislatures being more and more informed.
[01:27:48.866 --> 01:27:51.409]  And I believe that you've been informing all the way up the line.
[01:27:51.449 --> 01:27:52.511]  I have that picture.
[01:27:52.551 --> 01:27:53.613]  I've been listening to you about
[01:27:54.273 --> 01:27:54.753]  Are you kidding?
[01:27:54.773 --> 01:27:58.395]  I mean Bruce Willis was a big neocon until he saw my film.
[01:27:58.455 --> 01:27:59.295]  Rick Linklater's on record.
[01:27:59.355 --> 01:28:04.237]  We made a film with him here in Austin two years ago and Rick came on my show and said we've woken up
[01:28:13.820 --> 01:28:19.863]  Bruce Willis and then people didn't believe it and Bruce Willis told Vanity Fair he knows there's a new world order that killed Kennedy and is running everything.
[01:28:20.143 --> 01:28:20.383]  Yeah.
[01:28:20.603 --> 01:28:22.964]  And that he doesn't like either political party now.
[01:28:23.364 --> 01:28:27.286]  Look, that is a... and I had Chuck Norris on saying I woke him up Friday.
[01:28:28.266 --> 01:28:29.547]  I mean, we're waking everybody up here.
[01:28:30.107 --> 01:28:33.128]  I mean, they show clips of our films and the Japanese diet.
[01:28:33.848 --> 01:28:34.769]  You know, and their government.
[01:28:34.829 --> 01:28:36.710]  I mean, we've got the Japanese government.
[01:28:36.750 --> 01:28:38.610]  I can have former German defense ministers on.
[01:28:39.051 --> 01:28:39.731]  We've woken up.
[01:28:41.218 --> 01:28:43.139]  It's scary the responsibility we have.
[01:28:43.179 --> 01:28:44.659]  We have the world's eye.
[01:28:46.099 --> 01:28:49.140]  And it's just a lot of pressure.
[01:28:50.441 --> 01:28:51.481]  I'll tell you that right now.
[01:28:52.741 --> 01:28:55.442]  To try to do the best job I can to try to maintain my energy level.
[01:28:59.023 --> 01:29:05.045]  I've never been involved in South by Southwest, but Independent Film Channel asked me to go out and do some promotions this weekend.
[01:29:06.977 --> 01:29:13.642]  Friday, and I mean I've just probably done 20, 30 newspaper TV interviews since then and I am just as honked right now.
[01:29:15.164 --> 01:29:19.027]  But look, you're asking about, well the caller asked a bunch of big questions.
[01:29:19.727 --> 01:29:23.630]  How, why haven't they executed their new terror operation yet?
[01:29:24.431 --> 01:29:26.032]  And will we be able to stop them?
[01:29:26.072 --> 01:29:27.914]  I'll answer that when we get back and take your calls.
[01:29:33.217 --> 01:29:37.539]  The new World Order Beast is genetically modifying your food.
[01:29:37.599 --> 01:29:39.299]  Genetically modifying.
[01:29:39.399 --> 01:29:41.560]  Mixing vegetables with animals.
[01:29:41.860 --> 01:29:44.661]  And now experimenting with viruses.
[01:29:44.761 --> 01:29:45.382]  Viruses.
[01:29:45.802 --> 01:29:51.104]  Without a long-term food solution, you will have just two options.
[01:29:51.544 --> 01:29:53.645]  Starve or surrender.
[01:29:53.725 --> 01:29:54.285]  Surrender.
[01:29:54.505 --> 01:29:57.806]  All canned food supplies will eventually run out.
[01:29:58.306 --> 01:29:59.207]  What then?
[01:30:01.920 --> 01:30:04.761]  Grow your own healthy food and feed your family forever.
[01:30:05.001 --> 01:30:09.183]  SurvivalistSeeds.com is now the nation's largest bulk heirloom seed company.
[01:30:09.323 --> 01:30:12.105]  And it's owned by a real patriot, Big John Lipscomb.
[01:30:12.185 --> 01:30:19.248]  You can now have an infinite amount of healthy vegetables like a watermelon, a bundle of carrots, or tomatoes for a little more than a penny each.
[01:30:19.428 --> 01:30:21.208]  SurvivalistSeeds.com.
[01:30:21.309 --> 01:30:26.691]  And now you can go into business with Big John at SurvivalistSeeds.com by becoming an affiliate.
[01:30:26.731 --> 01:30:29.372]  See his link at SurvivalistSeeds.com.
[01:30:29.452 --> 01:30:30.252]  SurvivalistSeeds.com.
[01:30:32.822 --> 01:30:38.488]  Did you know that pH balance is one of the most important factors in maintaining high energy and vibrant health?
[01:30:38.768 --> 01:30:43.533]  Most experts agree that the water you drink should be at a pH level of 9 or higher.
[01:30:43.553 --> 01:30:47.958]  Plasma pH drops combine a unique formula of the most alkaline minerals
[01:30:48.459 --> 01:30:48.759]  Yes.
[01:30:48.959 --> 01:30:52.444]  This is a one of a kind in its strength and effectiveness.
[01:30:52.904 --> 01:31:01.094]  Using plasma pH drops is one of the best ways to make your water alkaline while helping you get rid of acid and regaining your health and energy.
[01:31:01.415 --> 01:31:06.361]  With just 10 drops, you can raise the pH level of the water you drink up to the pH of 10.
[01:31:07.202 --> 01:31:12.946]  Alkalizing water helps the body rid itself of acidic waste and increases the oxygen content of your body.
[01:31:13.186 --> 01:31:18.210]  Disease organisms like bacteria and cancer cannot survive in an alkaline environment.
[01:31:18.450 --> 01:31:24.094]  Order your bottle of AlkaVision Plasma pH Drops now by going directly to AlkaVision.com.
[01:31:24.194 --> 01:31:27.717]  That's A-L-K-A Vision dot com or call 269-344-3420 today.
[01:31:33.968 --> 01:31:37.410]  In these uncertain times, safety and precaution are key.
[01:31:37.930 --> 01:31:39.551]  Don't rely on others for protection.
[01:31:39.951 --> 01:31:43.273]  Protect yourself and your family with products from Pepper Spray dot com.
[01:31:43.553 --> 01:31:48.656]  Pepper Spray dot com carries the largest assortment of pepper spray and personal safety devices on the web.
[01:31:48.916 --> 01:31:52.318]  From home safety to nighttime safety, we have the products you need.
[01:31:52.658 --> 01:32:02.764]  Order the Discreet Pepper Mace Baton, which relies on a powerful pepper formula that upon direct contact with an attacker's eyes, forces them to slam shut, causing an intense burning sensation.
[01:32:03.204 --> 01:32:05.985]  This refillable unit is designed to be carried as a key ring.
[01:32:06.325 --> 01:32:09.165]  Easily accessible pepper spray and a defensive baton.
[01:32:09.345 --> 01:32:12.806]  Pepperspray.com is offering a special for all GCN listeners.
[01:32:13.066 --> 01:32:16.086]  Order the pepper spray baton and receive a free refill cartridge.
[01:32:16.306 --> 01:32:19.727]  Please click the GCN category tab on our site for this offer.
[01:32:20.187 --> 01:32:22.188]  Visit us today at Pepperspray.com.
[01:32:22.408 --> 01:32:23.888]  That's Pepperspray.com.
[01:32:24.148 --> 01:32:24.608]  Or call 800-908-9988.
[01:32:24.628 --> 01:32:24.828]  That's 800-908-9988.
[01:32:34.139 --> 01:32:38.182]  If you owe the IRS, you can't make the problem go away without professional help.
[01:32:38.662 --> 01:32:41.605]  But with the help of Dan Pilla, you can get your problem solved.
[01:32:42.025 --> 01:32:46.508]  Hi, I'm Dan Pilla, and I've been solving tax debt problems for 30 years, and I can help you too.
[01:32:46.868 --> 01:32:51.512]  We can stabilize IRS collection action and get your tax debt reduced, sometimes completely eliminated.
[01:32:52.032 --> 01:33:03.581]  And if you received a 1099 from a bank because of mortgage or other debt forgiveness, the vast majority of the time, I can show you how to completely erase it so you pay no taxes on what the IRS will consider to be taxable income.
[01:33:03.881 --> 01:33:06.724]  Call us for a free consultation to discuss the many possibilities.
[01:33:07.184 --> 01:33:07.584]  Call 1-800-34-NOTAX.
[01:33:07.604 --> 01:33:07.905]  That's 1-800-34-NOTAX.
[01:33:13.729 --> 01:33:16.531]  Or go to my website at TaxHelpOnline.com.
[01:33:16.851 --> 01:33:21.695]  Dan Pilla has been protecting taxpayers from the IRS for three decades, and he can help you.
[01:33:22.155 --> 01:33:22.896]  Call us today, 800-346-6829.
[01:33:23.136 --> 01:33:23.636]  That's 800-34-NoTax.
[01:33:23.756 --> 01:33:25.117]  Thank you for listening to GCN.
