[00:00:00.089 --> 00:00:01.010]  Punch it!
[01:08:39.062 --> 01:08:46.208]  I said, how many of you have heard about the Baxter Flu release of live flu to 14, 18 countries?
[01:08:46.829 --> 01:08:49.411]  And it was caught in Czechoslovakia, and the ferrets died.
[01:08:50.202 --> 01:08:51.436]  Now this is the bad part.
[01:08:53.010 --> 01:08:57.593]  Well, they probably thought you were crazy for just being able to talk and say the word pharmaceutical.
[01:08:57.954 --> 01:09:02.537]  I mean, people think it's showing off because they have reduced the language down so much.
[01:09:02.597 --> 01:09:10.442]  They have brought in Ingsoc, as George Orwell talked about, where you try to talk to your neighbor and they kind of go, you're talking about global systems?
[01:09:10.462 --> 01:09:13.044]  You're talking about me being involved in my own destiny?
[01:09:13.404 --> 01:09:15.005]  My God, you're some type of radical!
[01:09:15.506 --> 01:09:20.189]  All I know how to do is act cool and watch football and get drunk and smoke pot.
[01:09:21.687 --> 01:09:22.687]  I have to be a slave.
[01:09:23.367 --> 01:09:25.168]  But, hey, your kid's drinking poison fluoride.
[01:09:25.188 --> 01:09:26.068]  Can't you wake up?
[01:09:26.088 --> 01:09:27.768]  They're like, no, I can't.
[01:09:28.768 --> 01:09:31.709]  So, I mean, you know, it is pretty sick, but go ahead.
[01:09:32.349 --> 01:09:38.210]  There was one person who produces PDA and said, yeah, I read this on a Bloomberg report.
[01:09:39.410 --> 01:09:41.911]  And that was the bad part.
[01:09:42.431 --> 01:09:44.331]  You know what the horrifying part was?
[01:09:44.751 --> 01:09:47.752]  Like you were talking, they didn't
[01:09:48.311 --> 01:09:49.411]  Question at all.
[01:09:49.571 --> 01:09:53.053]  I was totally freaked, but it was like being in the Alpert Hitchcock Horror Show.
[01:09:53.873 --> 01:09:54.793]  You know, it was the opposite.
[01:09:54.813 --> 01:09:55.313]  No, I know.
[01:09:55.393 --> 01:10:02.335]  I'll say, look, here's local training videos where they're taking the Austin public school kids and training them to report on their parents openly.
[01:10:02.636 --> 01:10:03.596]  This is East Germany.
[01:10:03.616 --> 01:10:06.057]  And they go, well, their parents might be bad.
[01:10:06.077 --> 01:10:08.257]  And I go, yeah, but the state's always worse.
[01:10:08.297 --> 01:10:08.758]  You can't.
[01:10:09.058 --> 01:10:11.378]  Anytime the state does this, we're in deep trouble.
[01:10:11.919 --> 01:10:12.639]  And then they're just like,
[01:10:13.703 --> 01:10:14.924]  Why don't you like police?
[01:10:15.485 --> 01:10:17.086]  And I'm just like, ahhh!
[01:10:17.386 --> 01:10:18.968]  Don't you understand, idiot?
[01:10:19.428 --> 01:10:22.130]  And now they're going, yeah, we're going to get rid of free speech in America.
[01:10:22.170 --> 01:10:24.532]  People are like, well, it was about time.
[01:10:25.593 --> 01:10:26.874]  I hear you and I appreciate your call.
[01:10:26.934 --> 01:10:31.478]  I mean, look, they've got the public mesmerized.
[01:10:31.498 --> 01:10:32.920]  We've got to break them out of their spell.
[01:10:32.940 --> 01:10:34.201]  I keep talking about solutions.
[01:10:35.622 --> 01:10:36.683]  It's breaking out of your spell.
[01:10:38.888 --> 01:10:40.590]  We got rave reviews for the Obama deception.
[01:10:40.610 --> 01:10:41.892]  It's the best seller we've ever had.
[01:10:41.912 --> 01:10:45.576]  It's having a huge effect, really funding our operation, really reaching out to people.
[01:10:45.616 --> 01:10:47.298]  But I did all get a minority of people saying...
[01:10:48.544 --> 01:10:49.484]  I knew all this!
[01:10:50.045 --> 01:10:51.565]  Well, the movie isn't for you!
[01:10:52.445 --> 01:10:56.487]  It's for people that don't know the left-right paradigms control, and they play us off against each other.
[01:10:56.767 --> 01:10:59.588]  It's for people that don't know all this race stuff's meant to play us off against each other.
[01:10:59.828 --> 01:11:05.770]  It's for people that don't know the Trilateral Commission and Bilderberg Group and CFR all run the presidents from their own admissions and quotes.
[01:11:06.090 --> 01:11:07.230]  And we do have it in their own words.
[01:11:07.570 --> 01:11:14.713]  It's for people that don't understand, and it goes through how he's going to betray you, and now he has, so the film's even bigger.
[01:11:15.713 --> 01:11:18.895]  Obviously, it's not for the choir.
[01:11:19.715 --> 01:11:34.802]  Now, we do get into a lot of detailed analysis and a lot of deep stuff here, but I also... This show is successful, not because we dumb it down, but because we explain it in a historical perspective and we simplify it and then elaborate.
[01:11:35.102 --> 01:11:36.363]  Simplify and then elaborate.
[01:11:36.823 --> 01:11:38.664]  Because this is like...
[01:11:39.756 --> 01:11:43.320]  Chinese to the average American, or it's Greek, driving along in their car.
[01:11:43.340 --> 01:11:44.421]  They're like, what's he talking about?
[01:11:44.681 --> 01:11:45.482]  Corrupt government?
[01:11:45.542 --> 01:11:47.604]  I was told that didn't exist in history.
[01:11:48.265 --> 01:11:52.649]  You show him that that's all that ever has existed, he's going to get concerned and wake up.
[01:11:53.109 --> 01:11:55.792]  Or you take those that go, I know it's bad, but I can't do anything.
[01:11:56.192 --> 01:11:58.595]  You teach them that they do have power and can do something.
[01:11:59.236 --> 01:11:59.736]  Stay with us.
[01:11:59.756 --> 01:12:02.399]  More calls, tons of news, straight ahead on MSC Think, folks.
[01:12:03.490 --> 01:12:04.371]  Spring is here.
[01:12:04.611 --> 01:12:05.392]  Growing season.
[01:12:05.572 --> 01:12:07.553]  The economy is not getting any better.
[01:12:07.773 --> 01:12:09.174]  In fact, it's getting worse.
[01:12:09.475 --> 01:12:10.155]  Think about it.
[01:12:10.455 --> 01:12:14.318]  At this rate, how will your life be in a month or even a year?
[01:12:14.558 --> 01:12:18.021]  Maybe you've been putting things off, but the time to act is now.
[01:12:18.241 --> 01:12:20.803]  You need to get your seeds before it's too late.
[01:12:21.063 --> 01:12:32.932]  At OrganicaSeed.com, you'll find one of the largest online selections of heirloom seeds, survival seed packs, as well as the giant vegetable seed collections that can feed you and your family for years.
[01:12:33.152 --> 01:12:33.612]  I think so.
[01:13:02.651 --> 01:13:07.885]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[01:13:08.684 --> 01:13:14.027]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[01:13:14.547 --> 01:13:20.751]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:13:20.971 --> 01:13:22.872]  Well, Obama's already fudging.
[01:13:23.032 --> 01:13:25.413]  He's fudged since day one of this election.
[01:13:25.493 --> 01:13:36.379]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[01:13:38.664 --> 01:13:39.945]  It's not about left or right.
[01:13:40.325 --> 01:13:41.726]  It's about a one-world government.
[01:13:42.186 --> 01:13:48.550]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:13:49.111 --> 01:13:56.896]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:13:57.376 --> 01:13:58.517]  The Obama Deception.
[01:13:58.937 --> 01:14:00.138]  The people strike back.
[01:14:01.735 --> 01:14:02.715]  Hello, Ted Anderson.
[01:14:02.775 --> 01:14:07.577]  Listeners of the network are familiar with the Federal Reserve Note and understand the risks of deficit spending.
[01:14:07.737 --> 01:14:15.540]  Therefore, with catastrophic events, it comes as no surprise that some banks have currently placed limits on the amount of cash depositors can remove from their accounts.
[01:14:15.800 --> 01:14:21.162]  A fractional reserve system means only a small portion of your deposit is held in reserve for immediate withdrawal.
[01:14:21.382 --> 01:14:28.344]  Deficit spending will skyrocket through FDIC if the government is forced to insure deposits during a bank run followed by a depressed economy.
[01:14:28.644 --> 01:14:33.967]  A current effort is underway by the Fed along with other central banks to increase liquidity for depositors.
[01:14:34.247 --> 01:14:38.969]  However, an increase in money supply without equal expansion in productivity can cause inflation.
[01:14:39.309 --> 01:14:46.933]  In order to achieve strength and stability, I recommend a conservative portion of all investments to be calmly repositioned into gold and silver.
[01:14:47.253 --> 01:14:53.496]  While paper investments currently have been driven by debt, gold on its own has held value for over 6,000 years.
[01:14:53.816 --> 01:14:54.937]  For more information, call 1-800-686-2237.
[01:14:57.679 --> 01:14:58.499]  That's 1-800-686-2237.
[01:14:58.539 --> 01:15:02.402]  Hi, this is Alex Jones.
[01:15:02.442 --> 01:15:07.804]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:15:08.045 --> 01:15:12.667]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:15:13.067 --> 01:15:13.447]  It's true.
[01:15:13.547 --> 01:15:18.130]  Seeds have outperformed even gold and silver before in this country, and it's possible that could even happen again.
[01:15:18.630 --> 01:15:23.333]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:15:23.853 --> 01:15:25.734]  They call it a survival seed bank.
[01:15:26.164 --> 01:15:30.767]  And it can produce an endless supply of nutrient-dense food for you and your family.
[01:15:30.967 --> 01:15:31.868]  And here's the best part.
[01:15:32.088 --> 01:15:34.850]  These seeds have not been genetically modified in any way.
[01:15:35.150 --> 01:15:38.452]  And you actually get enough seeds to plant a full acre crisis garden.
[01:15:38.772 --> 01:15:41.614]  So visit them today at survivalseedbank.com.
[01:15:41.954 --> 01:15:43.856]  That's survivalseedbank.com.
[01:15:44.176 --> 01:15:45.097]  Or give them a call at 877-327-0365.
[01:15:45.137 --> 01:15:45.337]  That's 877-327-0365.
[01:15:45.377 --> 01:15:46.437]  Remember, in a real crisis,
[01:15:55.273 --> 01:15:56.294]  Monday through Friday from 11 a.m.
[01:15:56.334 --> 01:15:56.494]  to 3 p.m.
[01:15:56.514 --> 01:15:57.134]  Central Standard Time.
[01:15:57.154 --> 01:15:58.375]  We are here live ladies and gentlemen.
[01:15:58.415 --> 01:15:59.716]  Don't forget Sundays 4 to 6 p.m.
[01:15:59.736 --> 01:16:08.583]  Central Standard Time.
[01:16:22.455 --> 01:16:32.118]  We will continue to watch this North Korea situation with the truce of 56 years being broken and a state of war now effectively being in place.
[01:16:32.698 --> 01:16:35.418]  Continue to watch the destabilization of Pakistan by design.
[01:16:37.019 --> 01:16:47.242]  We will continue to watch all the different activities that are taking place with Israel and Iran, NATO manipulating and trying to start a war with Russia.
[01:16:47.322 --> 01:16:48.482]  We are in interesting times.
[01:16:49.795 --> 01:16:53.398]  GM says bondholder offer fails, bankruptcy looms.
[01:16:54.138 --> 01:17:06.367]  That's the type of news that we have here as the Feds take that over with your tax money, $19.4 billion in loans, so GM can move its main principal operations to China and Brazil.
[01:17:06.487 --> 01:17:07.228]  And that's on record.
[01:17:07.608 --> 01:17:11.290]  They are moving to China and Brazil and will manufacture what the government says.
[01:17:11.591 --> 01:17:12.491]  Talk about power!
[01:17:12.551 --> 01:17:16.955]  The few GM factories or jobs that stay here will now be dictated by the federal government.
[01:17:17.675 --> 01:17:18.436]  I mean, this is...
[01:17:20.592 --> 01:17:25.796]  This is the end, my friend, of the free republic, unless we use their attack as a way to wake people up and say no to it.
[01:17:25.816 --> 01:17:29.860]  That's why they want economic implosion, is to terrorize the public into going along with them.
[01:17:30.340 --> 01:17:31.841]  I just want to spend three or four minutes with him.
[01:17:31.861 --> 01:17:34.243]  We've got a guest popping in for ten minutes, then more of your calls.
[01:17:34.724 --> 01:17:37.306]  I wanted to bring Jim Newcomer up, because he hadn't been on in a few days with us.
[01:17:37.726 --> 01:17:40.388]  Gold has been flat at $9.559 billion.
[01:17:42.370 --> 01:17:44.610]  Sixty or so the last few days.
[01:17:44.670 --> 01:17:52.272]  It's been holding up though at that amount and they're at the very very tail end of some of that gold Ted got four weeks ago.
[01:17:52.532 --> 01:17:56.413]  Four weeks ago at the 880 level and he factors that into what he sells it.
[01:17:56.653 --> 01:18:03.914]  They're at the very end of some of the Franks, some of the Sovereigns, some of the other golds going up, but still is the best deal out there in the industry.
[01:18:04.314 --> 01:18:08.395]  They still have the silver at the insane price with those
[01:18:09.875 --> 01:18:11.056]  Franklin have dollars.
[01:18:11.096 --> 01:18:12.376]  I don't know about the Lakotas.
[01:18:12.396 --> 01:18:13.097]  I didn't ask him.
[01:18:13.477 --> 01:18:16.959]  Jim Newcomer, give us the Midas Resources specials of the day.
[01:18:17.519 --> 01:18:19.040]  Okay, Alex, I'd be glad to.
[01:18:19.060 --> 01:18:23.863]  The $20 Liberty, the VF, the private gold, pre-$33 is at $16.27.
[01:18:24.683 --> 01:18:27.605]  The $10, that's the half-ounce coin, is at $7.99.
[01:18:28.105 --> 01:18:30.747]  We do have the Lakota Silver, but that price had to go up.
[01:18:30.927 --> 01:18:33.588]  That's at $20.50 now, or $410 a roll.
[01:18:34.969 --> 01:18:36.630]  People have still been calling in, buying it.
[01:18:36.750 --> 01:18:37.951]  Silver really offers
[01:18:38.692 --> 01:18:39.992]  A great opportunity here.
[01:18:40.713 --> 01:18:45.454]  The Franklin half dollars are at $8.80 or $176 a roll.
[01:18:45.974 --> 01:18:49.415]  Now to explain to people, that's basically what you buy them for.
[01:18:49.655 --> 01:18:52.936]  You're not going to find these anywhere near that, the way Silver's moved up.
[01:18:53.036 --> 01:18:53.316]  Still $8.80.
[01:18:54.056 --> 01:18:55.457]  How long until those run out?
[01:18:55.477 --> 01:18:57.177]  Because most of those other deals have run out.
[01:18:57.678 --> 01:19:00.398]  Well, when Ted gets back, he's going to talk to them.
[01:19:00.418 --> 01:19:04.159]  I don't know how many he secured at that price, but we did run out of the original.
[01:19:04.199 --> 01:19:06.120]  We did have to go out and acquire more.
[01:19:07.024 --> 01:19:12.667]  And our costs went up on it fairly significantly, but we're doing our best to hold these prices down so that everybody can get involved.
[01:19:13.427 --> 01:19:14.447]  It's important that they do.
[01:19:15.188 --> 01:19:16.909]  You know, you talk about the world events and things.
[01:19:17.669 --> 01:19:22.971]  This world's about to just explode here, and that's going to put a lot, a lot of pressure on the metals.
[01:19:23.691 --> 01:19:27.193]  But we do have the Sovereigns at $278.90, and the Franks at $225.90.
[01:19:27.473 --> 01:19:30.234]  They're exceptional opportunities.
[01:19:30.274 --> 01:19:31.615]  They're not going to get any cheaper.
[01:19:32.035 --> 01:19:33.796]  So, folks, give us a call here at 800-686-2237.
[01:19:36.690 --> 01:19:39.232]  If you have any questions at all, give us a call.
[01:19:39.312 --> 01:19:42.654]  We have 25 brokers here, so somebody will be here to answer your questions.
[01:19:43.275 --> 01:19:46.617]  Now, Jim Newcomer, what about the Franks and the Sovereigns?
[01:19:46.938 --> 01:19:51.641]  Am I correct in saying that we're at the very end of those special deals, or is that over too?
[01:19:52.221 --> 01:19:56.124]  Well, we did have to raise the price on those slightly, but Ted's over there in Europe now.
[01:19:56.164 --> 01:20:02.729]  He's trying to secure a supply that's going to be able to let us drop the price on it, but we won't know that until he gets back.
[01:20:02.809 --> 01:20:03.730]  But we did have to
[01:20:04.434 --> 01:20:07.236]  We did have to rate it slightly through our current supplier.
[01:20:07.796 --> 01:20:09.677]  Yeah, because you're having to buy it.
[01:20:09.717 --> 01:20:11.278]  So again, how much for the Franks?
[01:20:11.318 --> 01:20:12.138]  How much for the Sovereigns?
[01:20:12.258 --> 01:20:13.199]  Okay, the Sovereigns are at $278.90.
[01:20:13.279 --> 01:20:15.900]  That's a quarter ounce coin.
[01:20:16.060 --> 01:20:16.701]  The Franks are at $225.90.
[01:20:16.801 --> 01:20:18.101]  That's a fifth ounce coin.
[01:20:20.170 --> 01:20:22.531]  That's 800-686-2237.
[01:20:22.651 --> 01:20:32.834]  Great prices, great prices on gold, excellent prices, amazing prices on silver, especially those half dollars, those silver half dollars.
[01:20:32.854 --> 01:20:33.054]  800-686-2237.
[01:20:33.134 --> 01:20:41.576]  And you're selling those Lakotas for three, four bucks under what almost everybody else that I've seen is selling them for.
[01:20:41.936 --> 01:20:42.176]  So 800-686-2237.
[01:20:45.737 --> 01:21:03.457]  Folks, I believe in precious metals, and to me they're a hedge against inflation, they're a diversification, they're an emergency backup plan, but for people that are heavily invested in the stock market and annuities and all these things that aren't insured, or even the banks, you're really, I think, irresponsible if you don't look strongly
[01:21:03.897 --> 01:21:04.077]  Yes, sir.
[01:21:34.914 --> 01:21:35.394]  686-2237.
[01:21:35.414 --> 01:21:37.455]  I am Alex Jones.
[01:21:37.835 --> 01:21:41.897]  This is the one, the only GCN Radio Network in association with InfoWars.com.
[01:21:42.277 --> 01:21:44.298]  Last caller was telling me to put more shows on.
[01:21:44.318 --> 01:21:44.939]  Uh-uh.
[01:21:45.379 --> 01:21:47.320]  I don't want a radio or TV network, folks.
[01:21:48.000 --> 01:21:52.022]  I got Burmess here as my doppelganger apprentice stand-in.
[01:21:52.303 --> 01:21:53.203]  We're on the march.
[01:21:53.683 --> 01:21:55.284]  The empire's on the run.
[01:21:56.224 --> 01:21:58.886]  Alex Jones and the GCN Radio Network.
[01:22:02.156 --> 01:22:10.543]  Many human illnesses can be attributed to the fact that soil in the United States no longer provides plants with the mineral elements which are essential to human nourishment.
[01:22:10.803 --> 01:22:15.206]  Many studies have shown that the majority of Americans are deficient in minerals.
[01:22:15.646 --> 01:22:20.891]  Deficiency in any one of the more important minerals actually results in disease.
[01:22:21.391 --> 01:22:30.338]  Go to raworganicvegansuperfoods.com today and see the wide range of foods available that are designed to help your mind and body work the way they were intended to.
[01:22:30.718 --> 01:22:34.941]  You can also visit the link on PrisonPlanet.com to see some of the amazing products available.
[01:22:35.221 --> 01:22:36.382]  Folks, you've got to try this.
[01:22:36.702 --> 01:22:42.907]  These foods promote nutritional excellence, health and well-being, beauty enhancement, and truly sustainable agriculture.
[01:22:43.207 --> 01:22:47.070]  Many foods today have herbicides, pesticides, fungicides, and insecticides.
[01:22:47.270 --> 01:22:51.091]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[01:22:51.111 --> 01:22:54.393]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well funded.
[01:23:15.865 --> 01:23:22.051]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:23:22.391 --> 01:23:24.273]  Well, Obama's already fudging.
[01:23:24.433 --> 01:23:26.835]  He's fudged since day one in this election.
[01:23:26.915 --> 01:23:37.865]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[01:23:38.506 --> 01:23:39.787]  It's not about left or right.
[01:23:40.188 --> 01:23:41.549]  It's about a one-world government.
[01:23:42.026 --> 01:23:48.352]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:23:48.932 --> 01:23:56.700]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:23:57.200 --> 01:23:58.341]  The Obama Deception.
[01:23:58.762 --> 01:24:00.043]  The people strike back.
[01:24:03.506 --> 01:24:04.507]  Hi, I'm Steve Shank.
[01:24:05.123 --> 01:24:08.444]  A wise man once said, if a dog ain't bitin', dogs don't bite.
[01:24:08.964 --> 01:24:12.304]  This means most people don't really believe a disaster will hit them until it does.
[01:24:12.824 --> 01:24:21.566]  The ones who truly understand self-reliance are those who've experienced the devastation of a Midwest ice storm, tornadoes, floods, or the Southeast hurricane season.
[01:24:22.226 --> 01:24:28.707]  No matter where you live in our great country, fearless independence and safety means water, food, and an evacuation plan.
[01:24:29.487 --> 01:24:31.968]  Find efoodsdirect.com on the internet.
[01:24:32.508 --> 01:24:34.368]  They have a two-month grab-and-go kit that
[01:24:36.852 --> 01:24:37.252]  I think so.
[01:25:30.950 --> 01:25:43.278]  Richard, Tori, Nick, I'm going to cram you guys into the final segment, but for one segment we've got Andrew Neil, one of the directors and producers of She Think that made the film New World Order.
[01:25:43.298 --> 01:25:45.419]  Now I don't know how much I can say on air, but it's
[01:25:47.580 --> 01:25:51.043]  It's one of the hottest things, well up until the hottest thing they've ever had at IFC.
[01:25:52.244 --> 01:25:53.585]  And we've seen the numbers on that.
[01:25:53.905 --> 01:25:54.626]  Very exciting.
[01:25:54.766 --> 01:25:56.948]  I knew this would give us a lot of attention, and that's the key.
[01:25:57.268 --> 01:25:59.310]  Breaking out, getting attention.
[01:25:59.490 --> 01:26:01.612]  People say, oh, well you'll be discredited by this or that.
[01:26:01.632 --> 01:26:03.693]  You know, it's a subtle film.
[01:26:03.753 --> 01:26:07.116]  I mean, there are kooky people in the alternative media movement.
[01:26:07.336 --> 01:26:10.119]  Because we're not some centralized, monolithic mainstream media.
[01:26:10.399 --> 01:26:12.441]  We're a billion different flavors.
[01:26:13.420 --> 01:26:19.482]  And if people think that, and I go back and forth on this, but overall it's the most positive film done by mainstream media.
[01:26:20.723 --> 01:26:22.043]  Overall it will be positive.
[01:26:23.003 --> 01:26:24.744]  Andrew and the guys were truthful with me.
[01:26:24.764 --> 01:26:27.365]  They said it's not a hit piece, but it's going to be objective.
[01:26:27.765 --> 01:26:33.907]  And now talking to them, and I remember, you know, they had folks that they could have made it look like complete lunatics, because I know who's out there.
[01:26:34.087 --> 01:26:34.847]  I know what goes on.
[01:26:35.287 --> 01:26:36.348]  I mean, if they would have wanted to.
[01:26:37.868 --> 01:26:39.409]  And they didn't do that.
[01:26:40.109 --> 01:26:46.331]  And I know that they tried to make, you know, other people tried to make fair films on Discovery Channel and things, and it got shelved with other filmmakers.
[01:26:46.971 --> 01:26:50.172]  So I know how hard it is to get something as fair as what they did on.
[01:26:50.452 --> 01:26:56.633]  A little stereotypical, and from my opinion, you know, they did focus on a little bit of the clichés, but some of that's for comic relief.
[01:26:57.093 --> 01:26:59.474]  But we do have a lot of clichés in our movement.
[01:26:59.774 --> 01:27:03.895]  But at least we're in the arena, we're taking action, we're engaged.
[01:27:04.735 --> 01:27:08.176]  And I know a lot, some folks, you know, out there,
[01:27:10.051 --> 01:27:10.913]  Have trouble dealing with that.
[01:27:10.993 --> 01:27:13.558]  Some people got confused by what I was saying.
[01:27:14.359 --> 01:27:18.206]  I'm saying Bloomberg and the New York Times and Variety and all these publications.
[01:27:18.487 --> 01:27:20.591]  The LA Times did a halfway hit piece.
[01:27:22.176 --> 01:27:29.581]  But the others came out and implied there is no Bilderberg Group, there was no fire alarm pulled by security, there weren't people following us, and there were people following us.
[01:27:29.661 --> 01:27:32.442]  Andrew Neil, one of the filmmakers who was in the van with us, can tell you that.
[01:27:32.903 --> 01:27:39.046]  And that one of his partners, Davis, was in there when the big cops were coming in saying, let's attack the State Department together.
[01:27:39.066 --> 01:27:41.628]  And he'd go, you know, my dad's a detective in Chicago.
[01:27:41.668 --> 01:27:42.648]  I know cops when I see them.
[01:27:42.668 --> 01:27:43.409]  That's an FBI guy.
[01:27:43.429 --> 01:27:45.010]  And I go, yes, I know.
[01:27:45.070 --> 01:27:47.731]  It's like telling me that's a duck swimming along in the pond right there.
[01:27:48.112 --> 01:27:48.872]  Yes, I know that.
[01:27:49.092 --> 01:27:51.414]  But the issue, I was leading the guy along, you know, talking to him.
[01:27:52.555 --> 01:28:04.865]  So, I get mad at the distortions by the media off of this, and then at the same time, I don't want to blame these filmmakers.
[01:28:04.925 --> 01:28:06.606]  I think they've had a lot of courage, and I talked to them.
[01:28:06.626 --> 01:28:07.707]  They're getting attacked by the left.
[01:28:07.987 --> 01:28:09.769]  How dare you give all these kooks this attention?
[01:28:10.069 --> 01:28:15.774]  They're getting attacked by a lot of people right now, but they're also getting huge amounts of attention, and so they've arrived as filmmakers.
[01:28:15.794 --> 01:28:18.957]  They made a lot of other award-winning films, but this one is big.
[01:28:19.457 --> 01:28:20.578]  Yeah, Alex, thanks for having me on.
[01:28:20.598 --> 01:28:25.943]  Yeah, no, I mean, a lot of what you were saying there was really salient to, like, just discussing the film right now.
[01:28:42.284 --> 01:28:51.330]  You know, of course, you know, as you know, probably better than just about anyone else, it's not, you know, it's not fun to get yammered at and yelled at and criticized and that sort of thing.
[01:28:51.390 --> 01:29:10.363]  But basically, the most important thing, in my opinion, as a filmmaker right now, is that this film is doing really well, and that, you know, this, in one month, in one month of IFC VOD, it has broken all of their records for documentaries on IFC VOD, and that's one month.
[01:29:10.883 --> 01:29:11.143]  Okay?
[01:29:12.597 --> 01:29:17.100]  That means many, many people are tuning in to watch this film, you know?
[01:29:18.060 --> 01:29:21.242]  And, you know, it's not easy to get attacked sometimes.
[01:29:21.282 --> 01:29:26.245]  You know, we're getting it from... We've got, you know, sometimes it feels like a rock and a hard place, you know?
[01:29:27.085 --> 01:29:33.649]  We've got the left saying, how dare you give these people a soapbox and let them say this kind of stuff.
[01:29:33.949 --> 01:29:37.811]  You know, I've got the right basically saying the same kind of shit.
[01:29:38.151 --> 01:29:38.771]  You know, sorry.
[01:29:39.752 --> 01:29:41.173]  Andrew, Andrew, family audience.
[01:29:43.086 --> 01:29:43.346]  I don't know.
[01:30:09.761 --> 01:30:10.882]  Yeah, well, let's get this clear.
[01:30:10.922 --> 01:30:11.683]  Let's get this clear.
[01:30:11.823 --> 01:30:14.126]  Most... America's very mentally ill right now.
[01:30:14.306 --> 01:30:17.070]  And there's always problems in society, but we're a very sick society.
[01:30:17.650 --> 01:30:24.518]  And just like Mexico or other countries that can't get it together, when I talk to people from Mexico, they say, nobody wants anybody to do well.
[01:30:24.899 --> 01:30:26.120]  It's a culture of corruption.
[01:30:26.420 --> 01:30:27.342]  So anytime...
[01:30:27.882 --> 01:30:33.705]  I mean, if you were to find a gold nugget at the Grand Canyon, some old lady would come up and say you were a child molester.
[01:30:34.026 --> 01:30:36.807]  You know, they don't like anybody having success, period.
[01:30:37.007 --> 01:30:39.529]  You ever gone crab fishing, you got five or six crabs in the bucket?
[01:30:39.769 --> 01:30:45.092]  They could team up and climb out together, but if any one tries to get out, the other crab comes over and grabs them.
[01:30:45.712 --> 01:30:48.914]  And the American system was always the opposite of that.
[01:30:49.535 --> 01:30:52.737]  Now we've become, like every other, backwards, decadent, sickening.
[01:30:52.997 --> 01:30:56.239]  It's a nation of spectators that have no respect for themselves.
[01:30:56.699 --> 01:30:58.900]  And so they're going to hate anyone who's an achiever.
[01:30:59.161 --> 01:31:01.702]  But the good news is, it's the record IFC film.
[01:31:01.742 --> 01:31:02.763]  The ratings have come in.
[01:31:03.063 --> 01:31:04.024]  Huge for last night.
[01:31:04.284 --> 01:31:08.246]  All-time record for the people that are watching it on demand.
[01:31:08.647 --> 01:31:09.447]  And it's huge.
[01:31:09.707 --> 01:31:11.929]  And they're going to want to do a big series with you guys now.
[01:31:13.911 --> 01:31:14.592]  You're a winner!
[01:31:14.672 --> 01:31:18.014]  Listen, they don't like the guy in pole position.
[01:31:18.594 --> 01:31:21.576]  So Andrew, you need to learn to enjoy it.
[01:31:21.916 --> 01:31:23.097]  Enjoy the jealousy.
[01:31:23.277 --> 01:31:28.801]  When somebody's jealous of me, I just get them on and go, you're right, you're so smart, I'm bad, you're the genius.
[01:31:29.201 --> 01:31:31.883]  And then everybody sees how arrogant they look.
[01:31:32.203 --> 01:31:33.244]  That's the secret.
[01:31:34.165 --> 01:31:35.586]  You're doing it for the right reason.
[01:31:35.986 --> 01:31:37.327]  You tried to make a fair film.
[01:31:37.847 --> 01:31:40.889]  I think you went with a few cliches, but you could have gone even worse.
[01:31:41.469 --> 01:31:43.591]  So again, feel good about your big victory.
[01:31:44.485 --> 01:31:47.567]  Yeah, I mean, you know, that's the one thing that you brought up that I really agree with, Alex.
[01:31:47.687 --> 01:31:53.310]  You know, like, I'm not going to get into the list of the kind of stuff that we ran into when we were making this film.
[01:31:53.710 --> 01:31:56.572]  I mean, you know, just... You told me some of the footage you've got.
[01:31:57.472 --> 01:32:00.234]  It's absolutely... You see, the people are so arrogant.
[01:32:00.254 --> 01:32:04.016]  They don't know what making fun of the Patriot movement behind their backs looks like.
[01:32:04.356 --> 01:32:07.658]  They don't know what arrogance looks like on film.
[01:32:07.898 --> 01:32:10.139]  They don't know what a favor you did them not showing it.
[01:32:11.058 --> 01:32:19.240]  Yeah, and you know, I have a few people, you know, that we film with that just blatantly are laughing about the amount of time that we spend with them and stuff like that.
[01:32:19.260 --> 01:32:22.381]  And that's just, it's unprofessional, childish.
