[00:00:06.000 --> 00:00:06.441]  Watch me!
[01:28:39.241 --> 01:28:42.144]  It's not cute clinging to the tyranny.
[01:29:02.590 --> 01:29:05.972]  This is Alex Jones and I want each of you to ask yourself this question.
[01:29:06.232 --> 01:29:08.013]  Do you really know what's in your tap water?
[01:29:08.233 --> 01:29:16.518]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[01:29:16.758 --> 01:29:21.981]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[01:29:22.321 --> 01:29:23.942]  Now what are you going to do about it?
[01:29:24.162 --> 01:29:30.505]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[01:29:30.685 --> 01:29:41.450]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere, and uses state-of-the-art carbon filtration, reverse osmosis, and ultraviolet light sterilization techniques.
[01:29:41.730 --> 01:29:42.250]  That's right.
[01:29:42.510 --> 01:29:44.811]  Clean water, right from the air you breathe.
[01:29:45.071 --> 01:29:46.672]  Order today by calling 1-800-691-8255.
[01:29:48.593 --> 01:29:49.254]  We're good to go.
[01:30:01.909 --> 01:30:03.010]  This is Alex Jones.
[01:30:03.290 --> 01:30:05.072]  Have you heard of the Millionaire Patriot?
[01:30:05.272 --> 01:30:05.933]  Well, you should.
[01:30:06.253 --> 01:30:10.498]  He has a free handgun and five days of firearms training waiting for you.
[01:30:10.758 --> 01:30:11.238]  That's right.
[01:30:11.559 --> 01:30:20.027]  You can attend five days of world-class gun training at Front Sight Firearms Training Institute and secure a 30-state concealed weapons permit.
[01:30:20.227 --> 01:30:21.489]  All for pennies on the dollar.
[01:30:21.589 --> 01:30:22.730]  Plus, if you act fast.
[01:30:22.930 --> 01:30:28.552]  The Millionaire Patriot will give you a free Springfield Armory XV pistol in the caliber of your choice.
[01:30:28.912 --> 01:30:35.435]  I believe now is the time that you and your family need to be armed and trained to levels that exceed law enforcement and military standards.
[01:30:35.795 --> 01:30:40.977]  Frontside provides such training without any boot camp mentality or drill instructor attitudes.
[01:30:41.317 --> 01:30:42.458]  This is real.
[01:30:42.778 --> 01:30:43.519]  Don't miss out.
[01:30:43.839 --> 01:30:52.227]  Secure a Front Sight Defensive Handgun Course plus a 30 state concealed weapons permit for pennies on the dollar and get your free handgun.
[01:30:52.407 --> 01:30:54.569]  Go to FrontSight.com today.
[01:30:54.769 --> 01:30:58.273]  That's F-R-O-N-T-S-I-G-H-T dot com.
[01:30:58.473 --> 01:31:01.375]  Go to FrontSight.com for your training and free gun.
[01:31:02.176 --> 01:31:07.180]  This is Alex Jones with five good reasons you should consider buying a solar power generator this summer.
[01:31:07.400 --> 01:31:11.183]  Number one, new climate legislation could easily double or triple your electric bill.
[01:31:11.423 --> 01:31:17.028]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[01:31:17.328 --> 01:31:22.172]  It's true, total government control of electricity in the name of smart grid technology is coming.
[01:31:22.392 --> 01:31:22.893]  Number 3.
[01:31:23.293 --> 01:31:28.740]  In some areas of the country, the power grid is dangerously overloaded, especially with the high demand summer months ahead.
[01:31:28.920 --> 01:31:29.420]  Number 4.
[01:31:29.601 --> 01:31:32.244]  The hurricane and dangerous summer storm season is here again.
[01:31:32.504 --> 01:31:35.928]  Every year, thousands of families lose their power from weather-related outages.
[01:31:36.168 --> 01:31:36.709]  Number 5.
[01:31:37.030 --> 01:31:40.634]  A solar power generator provides powerful backup insurance and peace of mind.
[01:31:40.854 --> 01:31:46.356]  Folks, I really believe in the solar power generators offered by Solutions from Science, a longtime sponsor of ours.
[01:31:46.576 --> 01:31:51.157]  You can get more information at www.mysolarbackup.com.
[01:31:51.277 --> 01:31:52.838]  That's mysolarbackup.com.
[01:31:53.058 --> 01:31:55.398]  Remember, the government doesn't own the sun yet.
[01:31:55.618 --> 01:31:58.279]  So go to mysolarbackup.com or call toll free 877-327-0365.
[01:32:02.230 --> 01:32:03.791]  Hello friends, this is Alex Jones.
[01:32:03.911 --> 01:32:08.534]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:32:08.654 --> 01:32:11.395]  We need to be independent, and food and water is the key.
[01:32:11.615 --> 01:32:14.477]  You'll never have to stand in a bread line if you have your own bread.
[01:32:14.637 --> 01:32:19.360]  You'll never have to go to the Supergov and beg for FEMA to take care of your family in any emergency.
[01:32:19.560 --> 01:32:19.940]  We're good to go.
[01:32:39.375 --> 01:32:45.481]  Visit efoodsdirect.com and look over the fine list of high quality, free stride, and dehydrated foods they have to offer.
[01:32:45.641 --> 01:32:49.405]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[01:32:49.425 --> 01:32:50.747]  Again, 800-409-5633 or on the web at efoodsdirect.com.
[01:32:50.767 --> 01:32:51.367]  Take action today.
[01:32:51.407 --> 01:32:53.189]  The first step is getting storable food.
[01:33:15.102 --> 01:33:18.237]  We're good to go.
[01:33:19.500 --> 01:33:21.642]  Emerging Science and Understanding.
[01:33:22.242 --> 01:33:26.726]  We also have another film we carry, Global Warming or Global Government.
[01:33:26.926 --> 01:33:29.328]  You need to show these to your friends and family and neighbors.
[01:33:29.368 --> 01:33:33.811]  First, they get you all hyped up that humans are bad, it's for the Earth, we're going to save it.
[01:33:34.412 --> 01:33:38.355]  This is social workers, bureaucracy, feudalism, serfdom.
[01:33:38.395 --> 01:33:44.460]  They want to go to a post-industrial system of total bondage and slavery under environmental crimes.
[01:33:45.402 --> 01:33:52.907]  And it's not toxic waste dumping they're worried about, or open-air planting of cross-species genetic-engineered organisms that could cause a problem.
[01:33:53.848 --> 01:33:56.249]  It's not about real environmentalism or conservation.
[01:33:56.330 --> 01:33:57.690]  It's about control.
[01:33:58.071 --> 01:34:02.113]  Dr. Michael Kaufman, so much has happened since we had you on six months ago.
[01:34:02.174 --> 01:34:03.534]  Time just flies.
[01:34:03.574 --> 01:34:05.736]  They've passed the total carbon tax takeover.
[01:34:06.176 --> 01:34:07.397]  It was worse than we feared.
[01:34:07.437 --> 01:34:08.438]  They kept the bill secret.
[01:34:08.458 --> 01:34:09.659]  The latter passed.
[01:34:10.419 --> 01:34:15.801]  Total federalization, home inspections, shutting down selectively, whatever they want.
[01:34:16.541 --> 01:34:22.263]  Every federal agency and sub-agencies with the power to levy carbon taxes arbitrarily.
[01:34:22.943 --> 01:34:26.624]  It seems the new direction in government is just to give dictatorial power to the agency.
[01:34:26.925 --> 01:34:33.807]  They've got gun bills introduced to let the Attorney General ban any guns he wants at his stroke of a pen, if he just states it.
[01:34:34.467 --> 01:34:37.509]  That allow him to put anybody on a no-fly list or no-gun-by list.
[01:34:37.809 --> 01:34:39.430]  No judge, no jury, no conviction.
[01:34:39.451 --> 01:34:41.892]  It's the same thing with this global carbon system.
[01:34:42.212 --> 01:34:45.875]  They just set up offshore authorities, and then we're ruled by them.
[01:34:46.035 --> 01:34:46.555]  Dr. Kaufman.
[01:34:47.216 --> 01:34:55.761]  Absolutely, because we have no way of actually addressing somebody that's offshore that does not have any accountability to us whatsoever.
[01:34:55.821 --> 01:34:56.862]  And that's why they're doing it.
[01:34:57.442 --> 01:34:59.864]  Because they want to basically control the U.S.
[01:34:59.944 --> 01:35:00.384]  economy.
[01:35:00.484 --> 01:35:02.766]  Remember, we talked about this on your program before.
[01:35:03.386 --> 01:35:09.489]  For every bit of carbon dioxide that's emitted, it has a corresponding impact on our economy.
[01:35:09.549 --> 01:35:11.090]  It's almost a one-to-one ratio.
[01:35:11.170 --> 01:35:18.194]  So if we reduce our carbon emissions by 20%, we reduce our economy about by 20%.
[01:35:18.314 --> 01:35:21.815]  It's a terrible, terrible thing.
[01:35:21.855 --> 01:35:24.517]  They're trying to get renewable energy to take its place.
[01:35:25.237 --> 01:35:30.967]  But Spain has shown that for every green job created with renewable energy, they lose two and a half jobs.
[01:35:31.428 --> 01:35:34.874]  It costs hundreds and hundreds of billions of dollars in Spain.
[01:35:35.362 --> 01:35:37.023]  They have 18% unemployment.
[01:35:37.043 --> 01:35:40.366]  They've been doing this for 10 years.
[01:35:40.626 --> 01:35:48.613]  But see, the government then directs the switchover in the economy and the profits only go to a select few, so it vertically integrates.
[01:35:48.653 --> 01:35:51.015]  But they know carbon's not bad, Dr. Kaufman.
[01:35:51.295 --> 01:35:53.336]  They know it's what plants breathe.
[01:35:53.396 --> 01:35:59.982]  That's why they diabolically chose carbon to tax, knowing it's a carbon cycle and we're carbon-based life forms.
[01:36:00.575 --> 01:36:01.115]  Absolutely.
[01:36:01.175 --> 01:36:13.120]  And this new DVD that you mentioned, Global Warming and Emerging Science, has new footage in it from the old DVD that clearly, I mean absolutely and positively shows that man cannot be causing global warming.
[01:36:13.140 --> 01:36:24.625]  In fact, a new study was just released yesterday that basically says that all of the carbon dioxide in the last, you know, 600,000 years couldn't be responsible for the warming and the cooling.
[01:36:25.145 --> 01:36:26.706]  There is no correlation whatsoever.
[01:36:26.746 --> 01:36:28.146]  It calls into serious doubt.
[01:36:28.166 --> 01:36:29.847]  This is peer-reviewed in Nature Science.
[01:36:30.407 --> 01:36:31.308]  We're good to go.
[01:36:52.023 --> 01:36:54.465]  It's over 1,000, almost 1,500 pages long.
[01:36:54.865 --> 01:36:56.326]  Nobody had a chance to read it.
[01:36:56.346 --> 01:37:00.509]  It's the most expensive bill this country has ever passed.
[01:37:01.109 --> 01:37:06.592]  It was rammed through Congress, and what it contains will blow your mind.
[01:37:07.393 --> 01:37:12.856]  Basically, everything that you said in introducing this whole subject is true, plus a lot.
[01:37:13.016 --> 01:37:15.418]  I mean, you're only touching the surface areas.
[01:37:15.578 --> 01:37:18.340]  It will destroy this nation as we know it now.
[01:37:18.800 --> 01:37:23.523]  That's exactly what the Club of Rome, that's exactly what Holdren called for.
[01:37:24.163 --> 01:37:27.144]  Let's first get into academia.
[01:37:27.445 --> 01:37:30.706]  I mean, you have worked around these phony environmentalists, you've been around them.
[01:37:31.227 --> 01:37:46.334]  In my experience, the majority, the vast majority of them do believe in neo-eugenics, they do believe in sterilization, they do believe in one-child policies, and now they're openly pushing it, saying babies are bad, they have a bad carbon footprint.
[01:37:46.355 --> 01:37:47.015]  I'm going to show some
[01:37:47.355 --> 01:37:48.796]  Headlines to people here in a moment.
[01:37:49.497 --> 01:37:54.101]  And really, these are just control freaks who want a managed, collectivist economy.
[01:37:54.621 --> 01:37:56.323]  And they're making their move right now.
[01:37:56.343 --> 01:38:04.029]  And now we have the President's Technology Advisor's textbook, 1,100 pages, saying, forcibly drug the water.
[01:38:04.430 --> 01:38:06.391]  Have CPS take all the children.
[01:38:06.711 --> 01:38:09.234]  We wonder why the government seems so out of control and nuts.
[01:38:09.274 --> 01:38:09.994]  They're not nuts.
[01:38:10.395 --> 01:38:11.796]  They know what they're doing.
[01:38:12.256 --> 01:38:13.097]  Well, they're nuts.
[01:38:13.237 --> 01:38:14.358]  They're absolutely insane.
[01:38:14.398 --> 01:38:15.558]  There's no question about that.
[01:38:15.838 --> 01:38:17.359]  But they are doing it deliberately, yes.
[01:38:17.420 --> 01:38:20.321]  There's no question about it, for exactly the reasons you're discussing.
[01:38:21.042 --> 01:38:32.970]  In fact, I am literally astonished that anybody in their right mind would even consider doing what is being done right now, because there is no justification for it whatsoever, other than the political justification.
[01:38:33.630 --> 01:38:37.672]  Of destroying us and rebuilding it in their image under their control.
[01:38:37.752 --> 01:38:38.273]  That's the whole purpose.
[01:38:38.293 --> 01:38:39.113]  No, they're communists.
[01:38:39.153 --> 01:38:39.914]  They're communists.
[01:38:39.974 --> 01:38:41.875]  I mean, they are scum.
[01:38:42.355 --> 01:38:45.677]  I'm sorry to interrupt, but yes, destroying us, rebuilding us in their image.
[01:38:45.777 --> 01:38:47.198]  It's really happening.
[01:38:47.218 --> 01:38:49.719]  They're taking over healthcare, industries.
[01:38:50.079 --> 01:38:51.440]  They're seizing everything.
[01:38:51.520 --> 01:38:57.924]  I mean, they are going to destroy the economy and the only jobs you're going to get is from them on welfare or through a government contract.
[01:38:58.484 --> 01:39:05.888]  Dr. Michael Kaufman, I wanted to continue to talk about the film Global Warming, Emerging Science and Understanding here in this final segment.
[01:39:06.108 --> 01:39:10.691]  We're carrying this and your other documentary, Global Warming or Global Governance.
[01:39:10.911 --> 01:39:15.714]  Everyone needs to see this just because our listeners
[01:39:17.170 --> 01:39:18.532]  They know all about this.
[01:39:18.633 --> 01:39:20.816]  Their friends, their family, other school teachers.
[01:39:21.177 --> 01:39:22.238]  People don't know.
[01:39:22.779 --> 01:39:25.844]  And so we need to reach out and educate the public.
[01:39:25.904 --> 01:39:30.732]  Even if they pass these global carbon taxes, we've got to fight it and expose it so we can repeal it.
[01:39:31.093 --> 01:39:31.714]  Dr. Kaufman.
[01:39:32.279 --> 01:39:46.238]  Absolutely, there is no question about that and one of the reasons we did this second DVD was to bring brand new information into the debate as well as format it in a way that you can give to your friends and neighbors in a very easy to understand format.
[01:39:47.319 --> 01:39:49.640]  You can give it to your Sioux School science teachers.
[01:39:49.820 --> 01:39:55.582]  It's designed for classroom showing to combat Al Gore's inconvenient truth.
[01:39:56.082 --> 01:39:58.063]  It's designed to share with other people.
[01:39:58.123 --> 01:40:03.605]  You can make copies of it, not to sell it, but to make copies to give to your friends and neighbors.
[01:40:04.165 --> 01:40:11.467]  And to your school teachers and so forth, to try to spread this word, because once they see this, and it is extremely well done, folks.
[01:40:11.487 --> 01:40:16.929]  This is an order of magnitude better than my first documentary, and it is very conclusive.
[01:40:17.089 --> 01:40:23.031]  I have gotten nothing but rave reviews from a variety of sources, including kids down to about 10 years old.
[01:40:23.151 --> 01:40:30.053]  So, it is really a dynamic video that just takes the starch right out of a need for even having cap-and-trade legislation.
[01:40:30.373 --> 01:40:31.013]  Absolutely.
[01:40:31.093 --> 01:40:32.514]  Let me just ask you a side issue.
[01:40:32.574 --> 01:40:36.536]  What feedback have you gotten now two years into Endgame being out?
[01:40:36.856 --> 01:40:41.017]  Because Endgame is, I think, my best film, my most important film.
[01:40:41.037 --> 01:40:48.060]  Obama Deception is my biggest film because it shatters the left-right paradigm and shows his real agenda, and it covers some eugenics.
[01:40:48.620 --> 01:40:51.862]  But what feedback have you gotten being in Endgame?
[01:40:52.342 --> 01:40:54.603]  Very heavy feedback, Alex.
[01:40:55.203 --> 01:41:04.487]  From a lot of people calling to find out exactly, because I'm only on there for maybe five minutes totally, finding out my view on what the whole DVD is about.
[01:41:04.507 --> 01:41:09.530]  And again, I'm not an expert on eugenics, so I have to say basically I know about as much as you do on that issue.
[01:41:10.090 --> 01:41:13.292]  But nonetheless, people are very interested in it.
[01:41:13.372 --> 01:41:19.915]  When I say that it's actually worse than what you portrayed on that, but we can't really say that it's bad enough, what we say on that DVD.
[01:41:21.055 --> 01:41:27.121]  Uh, they, we need to understand it and believe it and people walk away with their, I get interrupted on the streets.
[01:41:27.922 --> 01:41:31.065]  Uh, people who normally have seen Endgame and so forth and ask me questions.
[01:41:31.085 --> 01:41:33.408]  It's been an extremely effective DVD.
[01:41:34.076 --> 01:41:37.499]  Well, we need to make your new film as prolific as Endgame.
[01:41:37.539 --> 01:41:43.323]  Global Warming, Emerging Science and Understanding available at Infowars.com or by calling toll free 888-253-3139, 888-253-3139.
[01:41:43.764 --> 01:41:56.374]  Well, I'm going to be really hammering the eugenics issue, the global carbon tax issue as we try to defeat what's happening in the Senate.
[01:41:56.934 --> 01:42:03.221]  It looks like we may be able to stop it, because they were able to hide the bill, 300 pages of it, until it passed.
[01:42:03.721 --> 01:42:08.806]  Now, though, it is public and I think it may get beaten, but they're not going to stop there.
[01:42:08.886 --> 01:42:10.368]  So we're definitely in a serious fight.
[01:42:10.928 --> 01:42:12.009]  Yes, we definitely are.
[01:42:12.190 --> 01:42:18.997]  And we need to keep the fight up, not only with global warming, that's where I'm focusing right now, my efforts, because you can only do one thing at a time.
[01:42:19.628 --> 01:42:24.254]  But this water issue is a crisis, the healthcare issue is a crisis, all of these things.
[01:42:24.854 --> 01:42:30.081]  We need to be active and just call on your Senators and Congressmen and say, no, we're not going to vote for that.
[01:42:30.201 --> 01:42:34.606]  If you do, I'm not going to, I'm going to do everything I can to see that you're not elected again.
[01:42:35.707 --> 01:42:46.875]  And I think I would really encourage some states where they really have an ability to get in there and recall some of their senators and congressmen when they vote for this garbage without even reading it.
[01:42:46.895 --> 01:42:47.576]  Well, I agree.
[01:42:47.616 --> 01:42:50.558]  You know, that ties into the eugenics, the government-run healthcare.
[01:42:51.218 --> 01:42:56.662]  They want to carry their eugenics out against us, including forced abortions, as the White House chief says, science chief.
[01:42:56.862 --> 01:42:58.363]  Dr. Kaufman, great having you with us.
[01:42:58.864 --> 01:43:00.045]  Thank you for having me back.
[01:43:00.145 --> 01:43:01.446]  We'll talk to you again soon.
[01:43:02.145 --> 01:43:06.128]  Hello friends, this is Alex Jones and I want each of you to ask yourself this question.
[01:43:06.389 --> 01:43:08.170]  Do you really know what's in your tap water?
[01:43:08.390 --> 01:43:16.678]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[01:43:16.918 --> 01:43:22.142]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[01:43:22.462 --> 01:43:24.104]  Now what are you going to do about it?
[01:43:24.324 --> 01:43:30.665]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[01:43:30.825 --> 01:43:41.588]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere, and uses state-of-the-art carbon filtration, reverse osmosis, and ultra-violent light sterilization techniques.
[01:43:41.888 --> 01:43:42.408]  That's right.
[01:43:42.648 --> 01:43:44.968]  Clean water, right from the air you breathe.
[01:43:45.208 --> 01:43:46.809]  Order today by calling 1-800-691-8255.
[01:43:48.749 --> 01:43:49.369]  We're good to go.
[01:44:02.298 --> 01:44:07.860]  This is Alex Jones and I want to tell you again about a company that has supported us in the truth movement for years.
[01:44:08.161 --> 01:44:09.321]  Inner Health Botanicals.
[01:44:09.461 --> 01:44:13.443]  This company produces the highest quality superfood around, called Inner Food.
[01:44:13.723 --> 01:44:15.284]  My wife just loves the stuff.
[01:44:15.584 --> 01:44:21.887]  And now, the health ranger Mike Adams has awarded Inner Food his Editor's Choice Award for Best Superfood of 2009.
[01:44:23.027 --> 01:44:25.588]  Inner food is loaded with 20 great organic ingredients.
[01:44:25.908 --> 01:44:27.389]  No fillers, no sweeteners.
[01:44:27.649 --> 01:44:30.410]  It would be impossible to blend this up for a better price.
[01:44:30.650 --> 01:44:32.091]  And their formula really works.
[01:44:32.371 --> 01:44:34.912]  This is the real thing for the great health you need.
[01:44:35.172 --> 01:44:36.433]  Try the NutriCafe.
[01:44:36.673 --> 01:44:41.075]  Their great organic coffee infused with polysaccharides that boosts the immune system.
[01:44:41.435 --> 01:44:43.636]  A truly healthy coffee that tastes great.
[01:44:43.856 --> 01:44:46.117]  And take it from me folks, it really does taste great.
[01:44:46.317 --> 01:44:48.078]  Don't forget to try their other great products.
[01:44:48.418 --> 01:44:50.839]  Go to www.nutricafe.com
[01:44:51.439 --> 01:44:53.760]  We're good to go.
[01:45:02.369 --> 01:45:07.372]  This is Alex Jones with five good reasons you should consider buying a solar power generator this summer.
[01:45:07.572 --> 01:45:11.375]  Number one, new climate legislation could easily double or triple your electric bill.
[01:45:11.615 --> 01:45:17.218]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[01:45:17.518 --> 01:45:22.381]  It's true, total government control of electricity in the name of smart grid technology is coming.
[01:45:22.582 --> 01:45:23.082]  Number three,
[01:45:23.482 --> 01:45:28.945]  In some areas of the country, the power grid is dangerously overloaded, especially with the high demand summer months ahead.
[01:45:29.785 --> 01:45:32.446]  The hurricane and dangerous summer storm season is here again.
[01:45:32.686 --> 01:45:36.888]  Every year, thousands of families lose their power from weather-related outages.
[01:45:37.208 --> 01:45:40.810]  A solar power generator provides powerful backup insurance and peace of mind.
[01:45:41.050 --> 01:45:46.555]  Folks, I really believe in the solar power generators offered by Solutions from Science, a longtime sponsor of ours.
[01:45:46.775 --> 01:45:51.359]  You can get more information at www.mysolarbackup.com.
[01:45:51.480 --> 01:45:53.041]  That's mysolarbackup.com.
[01:45:53.261 --> 01:45:55.603]  Remember, the government doesn't own the sun yet.
[01:45:55.824 --> 01:45:58.486]  So go to mysolarbackup.com or call toll free 877-327-0365.
[01:46:02.011 --> 01:46:03.112]  This is Alex Jones.
[01:46:03.392 --> 01:46:05.194]  Have you heard of the Millionaire Patriot?
[01:46:05.394 --> 01:46:06.075]  Well, you should.
[01:46:06.375 --> 01:46:10.620]  He has a free handgun and five days of firearms training waiting for you.
[01:46:10.860 --> 01:46:11.360]  That's right.
[01:46:11.681 --> 01:46:20.129]  You can attend five days of world-class gun training at Front Sight Firearms Training Institute and secure a 30-state concealed weapons permit.
[01:46:20.329 --> 01:46:21.591]  All for pennies on the dollar.
[01:46:21.691 --> 01:46:22.852]  Plus, if you act fast.
[01:46:23.032 --> 01:46:28.654]  The Millionaire Patriot will give you a free Springfield Armory XD pistol in the caliber of your choice.
[01:46:29.015 --> 01:46:35.537]  I believe now is the time that you and your family need to be armed and trained to levels that exceed law enforcement and military standards.
[01:46:35.918 --> 01:46:41.100]  Front Sight provides such training without any boot camp mentality or drill instructor attitudes.
[01:46:41.440 --> 01:46:42.580]  This is real.
[01:46:42.880 --> 01:46:43.641]  Don't miss out.
[01:46:43.941 --> 01:46:52.323]  Secure a Front Sight Defensive Handgun Course plus a 30 state concealed weapons permit for pennies on the dollar and get your free handgun.
[01:46:52.503 --> 01:46:54.684]  Go to FrontSight.com today.
[01:46:54.864 --> 01:46:58.385]  That's F-R-O-N-T-S-I-G-H-T dot com.
[01:46:58.565 --> 01:47:01.486]  Go to FrontSight.com for your training and free gun.
[01:47:20.837 --> 01:47:22.798]  And I tend to go after the police a lot.
[01:47:22.998 --> 01:47:24.980]  And I've said this last year since I figured it out.
[01:47:25.120 --> 01:47:25.620]  I'm growing.
[01:47:25.980 --> 01:47:26.821]  I'm learning all the time.
[01:47:26.861 --> 01:47:27.521]  I'm not perfect.
[01:47:28.802 --> 01:47:31.203]  That plays into the globalist plan.
[01:47:32.124 --> 01:47:33.164]  That plays into it.
[01:47:33.965 --> 01:47:39.128]  Because they go give the police training and a culture that then makes the public not like them.
[01:47:39.548 --> 01:47:42.190]  Then they say, see to the cops, the public doesn't like you.
[01:47:43.174 --> 01:47:47.998]  And then that further compacts the police into their area, and then the citizens into their area.
[01:47:48.078 --> 01:47:50.060]  It's another divide and conquer.
[01:47:50.640 --> 01:47:56.325]  So when Anderson Cooper, who's admittedly CIA... Oh, I was CIA, he said, but then I went and joined CNN.
[01:47:56.745 --> 01:47:58.126]  The heir to the Astor fortune.
[01:47:58.506 --> 01:47:59.867]  A disgusting globalist.
[01:48:00.248 --> 01:48:01.088]  A piece of trash.
[01:48:01.549 --> 01:48:01.989]  On record.
[01:48:02.589 --> 01:48:10.376]  When he does all these constant TV shows about cops in Texas robbing people, and there are some bad towns and counties that are doing this.
[01:48:11.570 --> 01:48:21.895]  Instead of having a newscast about how the state government and the state police are supposed to go after these people, CNN kind of halfway legitimizes it, but then says the feds need to federalize.
[01:48:22.475 --> 01:48:27.638]  When you don't have Texas towns running giant white slavery rings like DynCorp and Halliburton are.
[01:48:27.978 --> 01:48:30.361]  See, you got the big federal international evil.
[01:48:30.721 --> 01:48:35.266]  It loves to show you the little local corruption as a pretext to come in and take over.
[01:48:35.586 --> 01:48:37.869]  And they love to show the police beating people.
[01:48:38.129 --> 01:48:41.913]  They love to show out-of-control thug cops choking teenagers for no reason.
[01:48:42.213 --> 01:48:42.894]  And it's wrong.
[01:48:43.575 --> 01:48:44.736]  It's wrong that they're doing that.
[01:48:44.776 --> 01:48:47.379]  But the issue is, why are they showing it so much?
[01:48:48.666 --> 01:48:53.070]  Because, ladies and gentlemen, they want us at each other's throats.
[01:48:53.591 --> 01:49:04.061]  They are planning on instigating a revolution in this country that is going to slaughter the police and military, and then after everything breaks down, just like in Argentina and other countries, and I've had economists on from there, same thing.
[01:49:04.101 --> 01:49:11.407]  Local cops and military get shot up, the citizens get shot up, and then six months later, everybody's tired of rioting, and then the globalists come in.
[01:49:12.108 --> 01:49:16.571]  I was talking to a friend of mine the other day and he said, have you seen the CIA declassified report?
[01:49:16.591 --> 01:49:17.151]  And I said, no.
[01:49:17.231 --> 01:49:17.772]  I googled it.
[01:49:18.192 --> 01:49:20.293]  Another CIA training manual release from 63.
[01:49:21.514 --> 01:49:22.515]  How to torture people.
[01:49:22.575 --> 01:49:23.215]  How to break them.
[01:49:23.595 --> 01:49:25.216]  How to control local populations.
[01:49:25.316 --> 01:49:28.759]  And I sat there for two hours and read the whole document.
[01:49:29.439 --> 01:49:31.560]  And it was everything I'm already seeing the feds do.
[01:49:32.541 --> 01:49:38.185]  I just wish we could end this nightmare and arrest all these bankers and eugenicist trash!
[01:49:39.065 --> 01:49:39.966]  I'm sick of them!
[01:49:41.075 --> 01:49:44.492]  And I'm sick of how the whole thing's run by psychologists and psychiatrists.
[01:49:45.396 --> 01:49:56.001]  Who know how to manipulate us, and they're playing games with us, and manipulating our society, and manipulating our social system, and the way men operate, and the way women operate.
[01:49:56.241 --> 01:49:57.701]  They know how we operate.
[01:49:57.981 --> 01:49:59.602]  They know how we work, folks.
[01:50:00.082 --> 01:50:09.806]  And they're manipulating us, just like we're in a Petri dish, and they got a microscope studying us, and looking at us, and understanding how we operate.
[01:50:09.866 --> 01:50:10.767]  That's what they're doing.
[01:50:12.074 --> 01:50:25.241]  I just, when you know about this level of evil, you know about these criminals operating in plain view, you know they're poisoning the water, you know they're poisoning the food on record, it's just, you expect to see things instantly change.
[01:50:26.161 --> 01:50:27.782]  But that's not how things work.
[01:50:27.802 --> 01:50:32.745]  They didn't build their system overnight, we're not going to dismantle their system and get the Republic back overnight.
[01:50:33.285 --> 01:50:43.997]  But number one, having the attitude to win, the attitude to take action, having the facts, getting involved, you will get better at what you're doing by stepping up, by taking action.
[01:50:44.798 --> 01:50:46.660]  And so I can't expose all the eugenics.
[01:50:46.740 --> 01:50:53.869]  I mean, literally, I have seven stacks in here, this tall, each one, pure mainstream news, pushing eugenics, telling you how great it is to be sterilized.
[01:50:54.565 --> 01:50:56.706]  And I've covered probably 30 or 40 of those today.
[01:50:56.746 --> 01:50:58.487]  The point is, go look at it for yourself.
[01:50:58.567 --> 01:50:59.647]  It's a bottomless pit.
[01:51:00.167 --> 01:51:08.911]  They're committing crimes and evil and micromanaging control-free garbage so fast, I can't even track it!
[01:51:09.031 --> 01:51:14.113]  It's just, it's just, a criminal society has taken over, they use scientific techniques
[01:51:15.615 --> 01:51:17.938]  And we're all in the same boat.
[01:51:17.978 --> 01:51:19.800]  They are screwing all of us.
[01:51:19.981 --> 01:51:24.346]  I don't care who you are or what you are or what color you are or where you live.
[01:51:25.350 --> 01:51:45.594]  But I know this, I'm getting letters from Brazil, and letters from South Korea, and letters from Japan, and letters from Russia, and calls from Russia, and I talk to contractors, and I talk to workers, and I talk to family who are on cruise ships in other parts of the world, and who are at factories in other parts of the world, and have people walk up to them and say, have you heard of Infowars.com?
[01:51:45.614 --> 01:51:46.915]  Have you heard of Alex Jones?
[01:51:47.955 --> 01:51:56.721]  The responsibility of the fact that I'm trying to play down the people we reach, but I know the establishment knows, I'm reaching tens of millions now every month, new.
[01:51:57.202 --> 01:51:59.003]  I mean, we've hit mega viral level.
[01:51:59.883 --> 01:52:02.966]  My radio show and the films are just a tiny little node.
[01:52:03.466 --> 01:52:08.189]  It's like a virus, but a good virus that just you introduce a few viruses and then it turns into billions.
[01:52:09.350 --> 01:52:10.671]  I'm under total surveillance.
