[00:00:00.069 --> 00:00:02.871]  Alex Jones on the GCN Radio Network.
[01:25:56.997 --> 01:26:01.038]  Geological and scientific measurements like that.
[01:26:02.218 --> 01:26:24.802]  I think most important is the fact that we were clearly in a race with another highly technical, capable country, the Soviet Union, that claimed they never went to the moon, but they were preparing to, and they had landers and they had people picked out, and of course after
[01:26:25.858 --> 01:26:34.882]  We were on the moon, they had rovers up there, so they fully had the ability to know whether we landed there or not.
[01:26:35.623 --> 01:26:42.906]  And they never joined the conspiracy that said that America never went to the moon.
[01:26:42.926 --> 01:26:45.907]  So I think that's the strongest argument.
[01:26:46.547 --> 01:26:54.271]  But whatever it is, it's supported by gullible people that want to believe the bizarre, the unusual, the fantasy.
[01:26:55.129 --> 01:26:59.111]  And that's okay, because that's human nature, to be curious about things.
[01:26:59.411 --> 01:27:13.158]  Well, I read a book by a prominent person who says we didn't go to the moon, and he says there's plants on the moon, and it has an atmosphere, and that it rotates, but everybody can look at the moon and tell it doesn't rotate, or at least... I mean, that's crazy.
[01:27:13.859 --> 01:27:17.640]  Well, it rotates once a revolution around the Earth.
[01:27:18.421 --> 01:27:24.444]  That's the way it keeps the same side face, because that's the minimum tidal effect
[01:27:25.379 --> 01:27:29.603]  That the Earth and the Sun have on the surface of the Moon.
[01:27:31.404 --> 01:27:42.573]  And things tend to have friction dissipate energy to a point where there is no friction anymore.
[01:27:43.832 --> 01:28:02.117]  And if you want to carry that to an extreme, if the Earth and the Moon were around long enough, the Moon would move further and further and further away until there was no tidal effect of the Moon on the Earth, and the same side of the Earth faced the Moon and vice versa.
[01:28:02.437 --> 01:28:10.399]  Yeah, what do you, when you bring up the Russian issue of them tracking the mission and they would have blown the whistle on us, I guess people then say that that was a conspiracy too?
[01:28:11.914 --> 01:28:13.015]  I don't know what they say.
[01:28:13.276 --> 01:28:15.638]  I think they dodged the question.
[01:28:32.813 --> 01:28:36.834]  Well, you're passing through them in pretty much of a hurry.
[01:28:37.294 --> 01:28:52.197]  We have a concern about what we call the South Atlantic Anomaly, which is where some of the radiation dips down to lower altitudes, around maybe 400 miles above the surface of the Earth.
[01:28:52.717 --> 01:29:02.639]  So, we don't want to send a spacecraft into that South Atlantic Anomaly for long periods of time, or many, many, many orbits.
[01:29:03.722 --> 01:29:25.355]  Um, but, but certainly, uh, radiation detectors that went through the Van Allen Belt, as scientific probes do all the time, that are leaving, uh, leaving the, uh, Earth and heading for geosynchronous where we have our, uh, uh, communication satellites.
[01:29:25.996 --> 01:29:29.738]  Uh, those are, uh, uh, above the Van Allen Belt.
[01:29:30.619 --> 01:29:32.880]  The communication satellites are essentially
[01:29:33.686 --> 01:29:34.186]  We're good to go.
[01:29:55.680 --> 01:29:58.143]  Well, Buzz Aldrin, the book is Magnificent Desolation.
[01:29:58.163 --> 01:29:59.304]  I'm not going to keep you any longer.
[01:29:59.364 --> 01:30:00.905]  I really appreciate your time.
[01:30:00.945 --> 01:30:05.650]  Maybe I can have you up sometime for a 30-minute interview just about your vision of going to Mars.
[01:30:06.371 --> 01:30:14.339]  I know humanity is reaching out to the stars, and I know we have incredible potential thanks to people like you and the courage that you and other astronauts
[01:30:14.659 --> 01:30:16.181]  Let me just say one more thing.
[01:30:16.201 --> 01:30:16.861]  We need a serious debate.
[01:30:38.809 --> 01:30:45.513]  Here, before we begin to spend large, large amounts on going to Mars.
[01:30:45.973 --> 01:30:48.995]  And I don't think we need to do that for another 10 years.
[01:30:49.015 --> 01:30:51.377]  That's why we have a two-phase program.
[01:30:51.917 --> 01:31:00.382]  The debate is, do we want to just go there a couple of times and then let the Congress spend the money on earmarks?
[01:31:00.942 --> 01:31:03.284]  Or do we want to commit to permanence?
[01:31:03.884 --> 01:31:07.206]  That's continuous increasing settlements
[01:31:07.942 --> 01:31:08.623]  At Mars.
[01:31:08.723 --> 01:31:10.844]  That's the choice we need to make.
[01:31:11.444 --> 01:31:16.808]  And anything you folks can do to begin to address that subject.
[01:31:17.048 --> 01:31:26.794]  Is it worth expending the money to send humans and their judgment and their curiosity and their investigation?
[01:31:27.214 --> 01:31:30.856]  Or do we want to do that with only robots
[01:31:34.577 --> 01:31:40.062]  I mean, our moon is a very hostile place.
[01:31:40.162 --> 01:31:41.923]  It's not inviting at all.
[01:31:42.524 --> 01:31:44.025]  And the same thing applies there.
[01:31:44.065 --> 01:31:46.748]  We can do robots much, much easier.
[01:31:47.841 --> 01:31:53.443]  Uh, then of course on Mars, and I think better than humans on the moon.
[01:31:53.483 --> 01:31:57.905]  But that's what I was going to say, is it's good to send humans, isn't it, because it keeps us in the game.
[01:31:58.225 --> 01:32:07.928]  If we start getting to where we only have robots, we might turn into, you know, over eons, into creatures that don't even have arms and legs and just sit there as blobs, like something out of WALL-E.
[01:32:07.948 --> 01:32:14.911]  Have you seen that movie WALL-E, where there are all these blobs that... Yeah, but more important than that, other nations will go
[01:32:17.170 --> 01:32:19.334]  Where we choose not to go.
[01:32:20.165 --> 01:32:23.147]  Yeah, since you brought that up, let me just ask this final question and we'll let you go.
[01:32:23.548 --> 01:32:29.713]  Again, Buzz Aldrin, second-to-walk-on-the-moon, a famous astronaut here, one of the most famous, if not the most famous, next to Neil Armstrong.
[01:32:30.633 --> 01:32:43.604]  There's been a call for globalism, global government, in saying, then man can go to the stars, but having a big global bureaucracy, I think, would actually stamp out a lot of innovation of the different nation-states.
[01:32:43.884 --> 01:32:46.926]  What's your view on people that call for a new world order?
[01:32:49.264 --> 01:32:54.228]  Well, they're seeking power where it perhaps is not deserved.
[01:32:54.668 --> 01:33:03.475]  Space-faring nations, those with the capability of sending objects for themselves or for others
[01:33:04.493 --> 01:33:10.258]  Our spacefaring nations, and they're the ones, and only the ones, that should have a say.
[01:33:10.778 --> 01:33:17.163]  Otherwise, it's going to be, I want what some favored other nation has.
[01:33:18.143 --> 01:33:33.395]  So we do need international involvement, but we need strong, strong leadership, and I think that's where the United States has the opportunity to be that leader.
[01:33:33.795 --> 01:33:39.278]  But are you overall then, you don't like the globalism or world government then?
[01:33:41.140 --> 01:33:53.127]  No, I like spacefaring nations determine what goes up above a hundred kilometers and what comes down and what protects the assets there.
[01:33:54.548 --> 01:33:55.629]  Is that a good name for you?
[01:33:55.669 --> 01:33:57.530]  A spacefarer, not just an astronaut?
[01:33:57.964 --> 01:33:58.465]  Well, yeah.
[01:33:58.645 --> 01:34:17.223]  I mean, below 100 kilometers, you can throw rocks, you can fire mortars, rocket grenades, you can do whatever you want, and we'll deal with those terrestrial problems of human rights, of piracy, of stealing, and all those other things.
[01:34:18.314 --> 01:34:35.053]  But let's have a separation for the benefit of what goes on because things can collide with each other and eventually irresponsible actions, accidentally or on purpose, can prohibit
[01:34:35.635 --> 01:34:39.236]  What do you think of the weaponization of space?
[01:34:39.316 --> 01:34:41.137]  Do you think that's a good thing or a bad thing?
[01:35:00.783 --> 01:35:02.765]  I don't call that weaponization.
[01:35:02.865 --> 01:35:05.948]  I call that prudent behavior.
[01:35:07.030 --> 01:35:21.484]  If you have assets in space and some rogue nation can threaten you, you should have the ability to defend yourself against those hostile acts.
[01:35:22.685 --> 01:35:36.367]  But the country that gets a dominance in space could then set up an off-world system, and really almost split into two species, have the dominant empire that's space-based, and then kind of the suboid minions back on Earth.
[01:35:36.427 --> 01:35:38.208]  I guess those are debates we should be having, though.
[01:35:40.708 --> 01:35:50.590]  Well, I think that we all like the pleasures down here, and those are subject to conflict.
[01:35:52.641 --> 01:36:05.673]  I think we need to be judicious, and I think you're projecting way far ahead to have a space species only that's in conflict with a terrestrial species only.
[01:36:06.033 --> 01:36:11.558]  No, I know, but you know a couple hundred years is the blink of an eye in the way technology is advancing and developing.
[01:36:12.463 --> 01:36:12.763]  I gotta go.
[01:36:12.783 --> 01:36:13.423]  When you gotta go, you gotta go.
[01:36:34.694 --> 01:36:39.280]  Buzz Aldrin, you're a really nice fella and have a lot of courage and we really appreciate you coming on with us.
[01:36:39.680 --> 01:36:40.741]  All righty, thank you.
[01:36:41.162 --> 01:36:41.542]  Take care.
[01:36:41.582 --> 01:36:42.844]  There he goes, ladies and gentlemen.
[01:36:43.204 --> 01:36:45.406]  Buzz Aldrin, 45-minute interview.
[01:36:47.008 --> 01:36:47.749]  I skipped a break.
[01:36:47.789 --> 01:36:48.450]  I do that more and more.
[01:36:48.470 --> 01:36:50.112]  I had Alan Keyes on, all this is happening.
[01:36:50.272 --> 01:36:53.616]  It's only a fourth hour, though, for the advertisers.
[01:36:54.963 --> 01:36:57.124]  And I said I was going to get into all this other crazy stuff.
[01:36:57.945 --> 01:37:00.086]  What happens is I've got these great producers out here.
[01:37:00.186 --> 01:37:04.869]  We've got Jaron Neihart doing it, and we've got Paul Hartman, we've got Rob Dew.
[01:37:04.889 --> 01:37:06.710]  Rob Dew is doing computer and video editing.
[01:37:07.991 --> 01:37:09.412]  They're running a live TV show.
[01:37:09.852 --> 01:37:16.036]  And now that I've got three producers who also do other jobs, but three of them, I mean it's just like, hey, want Buzz Aldrin?
[01:37:16.076 --> 01:37:16.696]  Yeah, get him!
[01:37:17.156 --> 01:37:18.237]  Hey, want this person?
[01:37:18.277 --> 01:37:18.957]  Want that person?
[01:37:18.977 --> 01:37:20.719]  They really do a great professional job.
[01:37:20.739 --> 01:37:22.480]  I want to commend the team.
[01:37:23.912 --> 01:37:25.033]  out there for getting Buzz Aldrin.
[01:37:25.073 --> 01:37:29.776]  Look, ladies and gentlemen, I've had Schmidt on, Dr. Schmidt, and I've had Dr. Aldrin on.
[01:37:30.156 --> 01:37:31.878]  We're going to get all these astronauts on.
[01:37:31.898 --> 01:37:37.481]  And we're going to get some of them on that are talking about the advanced technologies and hidden agendas.
[01:37:38.562 --> 01:37:44.046]  But I dare somebody to get Buzz Aldrin up and then start being mean to him and tell him we didn't go to the moon.
[01:37:44.446 --> 01:37:46.928]  I have a lot of friends that think it's all a hoax and a fraud.
[01:37:47.901 --> 01:37:59.006]  And I have my questions, but analyzing it, I think it's clear they've got a lot of more advanced technology they don't want the public knowing about, and a lot of what we're shown is kind of the 1930s tinker toys.
[01:37:59.406 --> 01:38:05.769]  You heard when I brought up Wernher von Braun on the space shuttle, 1934, 1935, you know, that was accurate with Dr. Aldrin.
[01:38:06.850 --> 01:38:07.810]  They tell us the SR-71 Blackbird
[01:38:10.183 --> 01:38:13.385]  In service in the mid-1950s is the fastest plane we have.
[01:38:13.405 --> 01:38:17.408]  Now if you believe that 50 plus years later, I don't know, what's 55 to 2009?
[01:38:20.585 --> 01:38:21.985]  That's 55, 54 years later.
[01:38:22.546 --> 01:38:29.247]  If you believe that a 54-year-old, 55, will develop in 1950, it's really 59 years old, but in service in 55.
[01:38:30.147 --> 01:38:36.369]  If you believe a 59-year-old aircraft is the fastest aircraft we've got, you are insane.
[01:38:36.909 --> 01:38:42.690]  And we've already had a split off with the more advanced technologies in the military and corporate reservations.
[01:38:43.150 --> 01:38:46.631]  We need to have a larger debate about this, and so I brought Buzz Aldrin on about that.
[01:38:48.536 --> 01:38:52.299]  I just know this, there's a lot of credible criticism of moon landing being a hoax.
[01:38:52.879 --> 01:39:00.005]  But there's also a lot of it, like you take Behold a Pale Horse, people kept telling me, read it, read it, read it.
[01:39:00.045 --> 01:39:02.326]  I finally got it a few months ago and read the whole thing.
[01:39:02.587 --> 01:39:04.528]  I'd read about a third of it back in the late 90s.
[01:39:04.588 --> 01:39:15.997]  And there's plants on the moon, it rotates every day, you don't need a space suit on the moon, Jesus is killed by aliens with holograms,
[01:39:17.413 --> 01:39:19.034]  And it's in there.
[01:39:19.114 --> 01:39:21.676]  People then email me when I talk about that and say I'm a liar.
[01:39:21.696 --> 01:39:22.396]  It doesn't say that.
[01:39:22.676 --> 01:39:23.077]  Whatever.
[01:39:23.117 --> 01:39:23.757]  The book says that.
[01:39:23.777 --> 01:39:25.418]  Anybody who's read it knows that.
[01:39:25.518 --> 01:39:26.319]  Burmese is here, isn't he?
[01:39:26.539 --> 01:39:27.439]  He printed that off the other day.
[01:39:27.459 --> 01:39:28.000]  Get him to run that.
[01:39:28.020 --> 01:39:28.720]  I don't want to show people that.
[01:39:28.980 --> 01:39:32.202]  The only point is, is that then I look at it and there's...
[01:39:33.383 --> 01:39:37.006]  I have experienced people saying everything's a hoax because they don't believe anything can be real.
[01:39:37.386 --> 01:39:39.527]  Like they say it's fake that I snuck into Bohemian Grove.
[01:39:39.928 --> 01:39:44.271]  No, they arrested the Vanity Fair reporter last year, the People Magazine reporter, the CBS reporter.
[01:39:44.411 --> 01:39:50.355]  I got in and out by the grace of God, and probably because I snuck in with Mike Hanson, most reporters sneak in by themselves.
[01:39:50.475 --> 01:39:52.517]  I thought two people would be good to throw them off.
[01:39:53.437 --> 01:39:59.280]  We really did, you know, put the Joker poster out and have people put them up in hundreds of cities nationwide.
[01:39:59.560 --> 01:40:02.681]  We really did start 9-11 Truth and expose that as an inside job.
[01:40:03.381 --> 01:40:07.723]  We really did come out and say they're going to use flu as a hoax for martial law.
[01:40:08.063 --> 01:40:13.986]  And now Ron Paul and Congressman Brown and former Congressman Dick Armey are saying that.
[01:40:14.506 --> 01:40:16.207]  And governors are writing letters
[01:40:16.607 --> 01:40:21.631]  The Governor's Association to the President saying, we don't want 400,000 regular army in America.
[01:40:21.991 --> 01:40:24.333]  It's an unconstitutional power grab and takeover.
[01:40:24.994 --> 01:40:28.156]  And we have gotten, in many cities, over 75%.
[01:40:28.837 --> 01:40:34.421]  This is now coming out in Oregon and California and Michigan and some towns.
[01:40:34.882 --> 01:40:38.184]  75% of the school kids aren't taking the vaccines now because we woke people up.
[01:40:39.525 --> 01:40:41.187]  I know we can affect change.
[01:40:41.347 --> 01:40:43.168]  I know we have power as a species.
[01:40:43.308 --> 01:40:44.890]  I know we can do incredible things.
[01:40:46.653 --> 01:40:54.822]  And I know I've talked to people with national security letters and people who are high-level retired engineers and people that ran the cameras and all the rest of it.
[01:40:55.839 --> 01:41:04.743]  And they say the word is there was a whole nother space program even more advanced going on and that what we were seeing was tinker toys.
[01:41:05.123 --> 01:41:08.385]  And so it was theater, but only theater.
[01:41:09.165 --> 01:41:18.649]  Did you hear Aldrin hinting at aliens and hinting at Egypt and hinting at monoliths and obelisks and then putting it out and then pulling back and how excited he got on TV?
[01:41:19.830 --> 01:41:27.952]  I've talked to other astronauts off record, I've talked to other people that know astronauts, and they say it's just, you wouldn't imagine what's really going on.
[01:41:28.252 --> 01:41:34.494]  And I know that gets into coast-to-coast territory, but this is the, you know, something's going on.
[01:41:34.634 --> 01:41:35.675]  I don't know what it is.
[01:41:38.435 --> 01:41:41.276]  And it was just an amazing interview, so there you have it.
[01:41:42.897 --> 01:41:44.397]  I know you can do real things.
[01:41:44.537 --> 01:41:46.358]  I also know there are hoaxes and frauds.
[01:41:48.587 --> 01:41:50.188]  I want you to believe in yourselves.
[01:41:51.009 --> 01:41:54.031]  You know, let's say I'm bad, which I'm not.
[01:41:54.172 --> 01:41:55.092]  I mean, I'm the real deal.
[01:41:55.493 --> 01:41:56.914]  It's proven by my fruits.
[01:41:57.374 --> 01:41:58.575]  The new order hates what I'm doing.
[01:41:59.956 --> 01:42:02.638]  But regardless, let's just say I'm bad for the sake of argument.
[01:42:02.959 --> 01:42:07.683]  Don't let that stop you from taking action, getting involved, reaching out to other people, waking them up.
[01:42:07.703 --> 01:42:10.325]  Now, I'm going to talk about the Joker contest in the final segment.
[01:42:10.385 --> 01:42:12.506]  Tomorrow, I will start the show.
[01:42:12.526 --> 01:42:14.188]  I don't have anybody on the first hour, do I?
[01:42:15.865 --> 01:42:17.225]  We got more big guests coming up this week.
[01:42:17.245 --> 01:42:19.346]  Oh, you ought to wait until the guest I got coming up in October.
[01:42:19.386 --> 01:42:20.426]  It's going to blow your mind.
[01:42:20.886 --> 01:42:31.368]  But, uh, about this whole picture of the vaccines and how they're killing people and how the flu shot in the trials is killing a bunch of people.
[01:42:31.608 --> 01:42:33.749]  But the good news is it's coming out.
[01:42:33.809 --> 01:42:34.369]  It's a fraud.
[01:42:34.429 --> 01:42:35.069]  It's coming out.
[01:42:35.129 --> 01:42:35.769]  It's on purpose.
[01:42:36.129 --> 01:42:39.990]  Every major guest I have on is aware of world government and eugenics and against it.
[01:42:40.430 --> 01:42:42.671]  Buzz Aldrin was just against the new world order.
[01:42:44.172 --> 01:42:45.915]  You know, I mean, I don't know what to say.
[01:42:45.935 --> 01:42:52.567]  It's just amazing things are happening and we all have incredible power in this world to control our destiny.
[01:42:54.457 --> 01:43:04.545]  With food prices soaring to all-time highs, as the dollar continues to fall in value, what can you and your family do to guarantee that fresh nutritious vegetables will make it to your dinner table?
[01:43:05.026 --> 01:43:06.087]  Garden in a can!
[01:43:06.447 --> 01:43:10.010]  Garden in a can is your source for premium long-term storable seeds.
[01:43:10.590 --> 01:43:12.352]  Garden in a can is ready when you are.
[01:43:12.612 --> 01:43:14.894]  Plant them now or store them for when you really need them.
[01:43:15.354 --> 01:43:24.368]  There are 16 large hermetically sealed non-hybrid open pollinated packets of seeds along with detailed planting instructions sealed in a can for ultimate long-term protection.
[01:43:25.029 --> 01:43:26.050]  Garden in a Can.
[01:43:26.450 --> 01:43:27.310]  It's that simple.
[01:43:27.650 --> 01:43:29.531]  Fresh, healthy, easy.
[01:43:30.051 --> 01:43:34.013]  Only $69.95 for over a half acre of safe fresh vegetables.
[01:43:34.393 --> 01:43:35.314]  Ready when you are.
[01:43:35.974 --> 01:43:39.596]  Stop procrastinating and start preparing with Garden in a Can.
[01:43:40.056 --> 01:43:43.138]  For more details visit GardenInACan.com today.
[01:43:43.538 --> 01:43:45.279]  That's GardenInACan.com.
[01:43:45.659 --> 01:43:46.059]  Or call 866-598-7396.
[01:43:46.079 --> 01:43:46.119]  866-598-7396.
[01:43:54.227 --> 01:43:59.553]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[01:44:00.253 --> 01:44:05.619]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[01:44:06.139 --> 01:44:12.306]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:44:12.566 --> 01:44:14.467]  Well, Obama's already fudging.
[01:44:14.587 --> 01:44:16.988]  He's fudged since day one of this election.
[01:44:17.068 --> 01:44:28.013]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[01:44:30.254 --> 01:44:31.535]  It's not about left or right.
[01:44:31.915 --> 01:44:33.316]  It's about a one-world government.
[01:44:33.776 --> 01:44:40.019]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:44:40.678 --> 01:44:48.452]  Get your copy of the Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:44:48.953 --> 01:44:50.095]  The Obama Deception.
[01:44:50.536 --> 01:44:51.738]  The people strike back!
[01:44:53.516 --> 01:45:00.522]  Did you know that there are tiny hidden radio transmitters, also known as RFID chips, in millions of passports, credit cards, and licenses?
[01:45:00.742 --> 01:45:04.405]  In the current state of the economy, it's no surprise that identity theft has increased.
[01:45:04.705 --> 01:45:12.772]  With current technology, thieves can purchase a simple device online that allows them to steal your credit card number and other personal information by scanning your wallet or purse.
[01:45:13.012 --> 01:45:15.735]  Think of this identity theft device as a garage door opener.
[01:45:15.915 --> 01:45:18.417]  You push a button and within a certain distance your door opens.
[01:45:18.677 --> 01:45:18.837]  I think?
[01:45:48.817 --> 01:45:56.942]  Look, I hate to do this, but I got a bunch of emails and phone calls, you know, saying I was a liar about this.
[01:45:57.002 --> 01:46:00.505]  Here is the Secret Government, Chapter 12, Behold the Pale Horse.
[01:46:19.517 --> 01:46:24.060]  There are areas on the moon where plant life grows and even changes in color with the seasons.
[01:46:24.820 --> 01:46:28.643]  And then it goes on to say that it has an atmosphere and rotates.
[01:46:28.763 --> 01:46:29.923]  Okay, you can't make this up.
[01:46:30.444 --> 01:46:32.645]  Here's the part about aliens and holograms.
[01:46:32.665 --> 01:46:35.547]  Now, I read this when somebody sent this to me in the late nineties and laughed at it.
[01:46:36.067 --> 01:46:36.467]  So there.
[01:46:36.687 --> 01:46:45.673]  That's what I say to people that, I mean, this is the guy that claims that I'm a transvestite at public events wearing nipple bobbers.
[01:46:45.733 --> 01:46:46.914]  I mean, I'm sorry to... I mean, that's just...
[01:46:47.654 --> 01:46:49.135]  People keep asking me to respond to this.
[01:46:49.195 --> 01:46:49.515]  Okay.
[01:46:49.815 --> 01:46:51.455]  Look, I don't believe there's plants on the moon.
[01:46:51.695 --> 01:46:55.277]  And I don't get up at Academy Award events wearing nipple bobbers.
[01:46:55.997 --> 01:46:57.617]  I mean, I just can't handle it anymore.
[01:46:58.137 --> 01:46:59.458]  People keep asking me to respond.
[01:46:59.498 --> 01:47:00.858]  You really want me to go deeper into this?
[01:47:01.259 --> 01:47:02.379]  It's a raving liar!
[01:47:04.070 --> 01:47:06.191]  There you go, you got what you wanted, I'm talking about it.
[01:47:06.852 --> 01:47:09.173]  People say I'm a liar, that it doesn't need, it gets worse!
[01:47:09.193 --> 01:47:10.954]  It gets more insane!
[01:47:11.995 --> 01:47:19.999]  Plants and the moon rotates and has seasons and turkeys flying by or something, I mean it's just absolutely insane.
[01:47:20.059 --> 01:47:23.762]  I just had Buzz Aldrin on, I'm talking about this, because it gets into the moon stuff.
[01:47:24.442 --> 01:47:26.263]  People are like, have you read this about the moon?
[01:47:26.283 --> 01:47:29.065]  So I read it and it's like, plants and the moon?
[01:47:31.963 --> 01:47:34.707]  That doesn't mean I don't think there's some hoaxing going on.
[01:47:34.988 --> 01:47:41.277]  But the info I've been given is because they don't want anybody to see the real technology they've got.
[01:47:41.437 --> 01:47:42.499]  I believe we're being lied to.
[01:47:42.879 --> 01:47:43.680]  Let's get that straight.
[01:47:44.001 --> 01:47:44.422]  Okay, look.
[01:47:44.842 --> 01:47:45.463]  I'm out of time.
[01:47:45.583 --> 01:47:46.925]  I'm gonna start the show tomorrow.
[01:47:47.546 --> 01:48:00.316]  With 45 minutes on the big picture of the staged flu, the martial law, finally getting traction, mainline congressmen, former congressmen, Governor's Association talking about martial law, troops.
[01:48:00.756 --> 01:48:01.777]  It's really happening.
[01:48:01.837 --> 01:48:09.162]  And knowing it's happening, and knowing it's wrong, and people speaking out beforehand will nix them being able to do this.
[01:48:09.542 --> 01:48:11.884]  Then the COINTELPRO will attack and say, see, it didn't happen.
[01:48:12.945 --> 01:48:13.605]  But that's okay.
[01:48:13.625 --> 01:48:16.448]  At least we still have our country and our economy and our future.
[01:48:17.310 --> 01:48:24.436]  So, we've been right, it's all coming true, exactly as we said, you have all done a job off the charts good.
[01:48:25.677 --> 01:48:29.140]  You've all done a job off the charts good.
[01:48:30.803 --> 01:48:54.611]  uh... dealing with the obama joker posters on Infowars.com we're gonna do one that says bank heist bank robber we're gonna do one uh... that says liar we're gonna do one that says end the war they're all up on the flyer page at Infowars.com just click on the contest page we're making a bigger article about it all it's about the first amendment it's about free speech worldwide it's about the people seeing the power
[01:48:55.271 --> 01:48:57.112]  Of going out and engaging in the First Amendment.
[01:48:57.473 --> 01:49:04.037]  Obama said in the Washington Post to his members to stick favorable posters of him on stop signs.
[01:49:04.117 --> 01:49:05.558]  We said do only what's legal.
[01:49:05.819 --> 01:49:08.521]  And that's in Commons areas where other signs are up.
[01:49:09.481 --> 01:49:10.542]  In areas where that's allowed.
[01:49:11.082 --> 01:49:14.084]  The media has a state investigation like we're Al-Qaeda.
[01:49:14.285 --> 01:49:15.606]  They're talking about the victims.
[01:49:16.166 --> 01:49:20.149]  It's all blown up on their face, their hypocrisy, their clear double standard.
[01:49:22.020 --> 01:49:28.002]  And this has resonated with people, and it's going to end up being bigger than the Andre has a posse thing that went on for a decade.
[01:49:28.042 --> 01:49:28.442]  You watch.
[01:49:28.782 --> 01:49:35.905]  These Obama posters, and it shows the power of the people just putting him up as a criminal, destroys all of his power.
[01:49:36.685 --> 01:49:40.146]  And thus, all the New World Order agenda that's coupled up to him.
[01:49:41.710 --> 01:49:45.735]  I do want to, just in closing, encourage people to buy the different posters of Obama.
[01:49:46.316 --> 01:49:47.197]  Well, the posters are free.
[01:49:47.237 --> 01:49:48.979]  The different t-shirts, wear them.
[01:49:49.800 --> 01:49:55.427]  We've got the Bush Joker t-shirts, by the way, which are just absolutely scary.
[01:49:55.627 --> 01:49:57.209]  Our actual graphics lady did those.
[01:49:57.670 --> 01:49:59.532]  Really captures his demonic personality.
[01:50:00.313 --> 01:50:04.718]  We're going to create one with Bush on the back and Obama on the front and vice versa.
[01:50:04.978 --> 01:50:06.319]  That's about to go up on the shopping cart.
[01:50:06.339 --> 01:50:08.802]  Get the videos, get the books, get them out to people.
[01:50:09.102 --> 01:50:13.246]  And you also then fund us when you support us to expand our operation.
[01:50:13.306 --> 01:50:14.027]  It's symbiotic.
[01:50:14.247 --> 01:50:16.470]  We're having great success against the globalists.
[01:50:16.750 --> 01:50:18.051]  They can be defeated.
[01:50:18.812 --> 01:50:21.513]  We just had Buzz Aldrin basically saying down with the New World Order.
[01:50:21.994 --> 01:50:23.455]  Huge guest, jam-packed.
[01:50:23.755 --> 01:50:27.717]  We had the Pale Horse Militia guy on in the first part of the show.
[01:50:27.737 --> 01:50:28.457]  That's coming up now.
[01:50:28.557 --> 01:50:29.598]  Infowars.com.
[01:50:29.858 --> 01:50:30.758]  Great job, crew.
[01:50:31.239 --> 01:50:32.359]  That was a good transmission.
[01:50:32.559 --> 01:50:33.040]  Ha ha!
[01:50:34.020 --> 01:50:39.123]  America's number one source for independent talk radio for over a decade.
[01:50:39.723 --> 01:50:42.945]  We are the GCN Radio Network.
[01:50:44.329 --> 01:50:46.931]  Hello, this is Alex Jones with some important questions.
[01:50:47.331 --> 01:50:52.295]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[01:50:52.676 --> 01:50:54.397]  My answer would be all I can get.
[01:50:54.717 --> 01:50:59.521]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[01:50:59.721 --> 01:51:00.642]  How much do you want?
[01:51:00.882 --> 01:51:01.643]  When do you want it?
[01:51:02.023 --> 01:51:03.605]  Now or after the battle starts?
[01:51:03.905 --> 01:51:04.726]  When will you need it?
[01:51:04.966 --> 01:51:07.048]  Can you buy it without proper identification?
[01:51:07.168 --> 01:51:08.289]  Will there be any food?
[01:51:08.509 --> 01:51:09.850]  Will it make your children sick?
[01:51:10.050 --> 01:51:15.115]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[01:51:15.315 --> 01:51:18.498]  You wipe out all these problems if you have a good food supply.
[01:51:18.899 --> 01:51:22.362]  Food is your ammunition to fight for your freedom and your life.
[01:51:22.702 --> 01:51:23.703]  How much will you need?
[01:51:23.923 --> 01:51:24.543]  We don't know.
[01:51:24.824 --> 01:51:25.744]  How much do you want?
[01:51:25.944 --> 01:51:26.685]  All you can get.
[01:51:26.865 --> 01:51:27.725]  I'm Alex Jones.
[01:51:27.966 --> 01:51:30.728]  I want all of you good guys to live to fight another day.
[01:51:31.008 --> 01:51:34.130]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[01:51:34.150 --> 01:51:35.391]  Again, that number, 1-800-409-5633.
[01:51:35.431 --> 01:51:37.012]  Coast to coast and in your face.
[01:51:37.052 --> 01:51:38.953]  You're listening to the Alex Jones Broadcasting Network.
