[00:00:04.699 --> 00:00:06.180]  Thank you, Mr. Chairman.
[03:19:25.177 --> 03:19:29.063]  So has the Russians, the Africans, every country that takes vaccines.
[03:19:29.898 --> 03:19:42.065]  Absolutely, and the thing is, this is why Bill and Melinda Gates, who are totally dedicated to population control, are simply funding putting the seeds up above the Arctic Circle.
[03:19:42.486 --> 03:19:45.387]  That's why they're funding giving the vaccines to all those black children.
[03:19:45.407 --> 03:19:46.028]  Stay there!
[03:19:46.368 --> 03:19:47.408]  Let's talk about them.
[03:19:47.528 --> 03:19:52.792]  I'll just go ahead and keep you for another 20 minutes if you can do it, because I want to go to Chris, John, Steve, Mark, and Rob, and everybody else.
[03:19:53.032 --> 03:19:56.334]  Let's talk about Bill and Melinda Gates, the ghouls of Planned Parenthood.
[03:19:56.374 --> 03:19:56.774]  They run it.
[03:20:01.997 --> 03:20:08.604]  If you're tired of paying too much for gas, diesel, or heating oil, Future Fuel Technologies has the answer you're looking for.
[03:20:08.905 --> 03:20:10.667]  It's called FFT Fuel Saver.
[03:20:11.027 --> 03:20:15.292]  FFT Fuel Saver is made using a patented formula that helps fuel burn cleaner.
[03:20:28.956 --> 03:20:29.417]  We're good to go.
[03:20:58.919 --> 03:21:07.328]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[03:21:08.029 --> 03:21:13.395]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[03:21:13.915 --> 03:21:20.082]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[03:21:20.342 --> 03:21:22.223]  Well, Obama's already fudging.
[03:21:22.363 --> 03:21:24.763]  He's fudged since day one in this election.
[03:21:24.843 --> 03:21:35.786]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[03:21:38.027 --> 03:21:39.308]  It's not about left or right.
[03:21:39.688 --> 03:21:41.088]  It's about a one-world government.
[03:21:41.548 --> 03:21:47.770]  This film documents who Obama works for, the lies he is told, and his real agenda.
[03:21:48.453 --> 03:21:56.224]  Get your copy of the Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[03:21:56.725 --> 03:21:57.866]  The Obama Deception.
[03:21:58.307 --> 03:21:59.508]  The people strike back!
[03:22:01.761 --> 03:22:02.602]  Gold isn't for you?
[03:22:02.782 --> 03:22:08.128]  Ted Anderson, President of Midas Resources, one of the world's premier gold and precious metal investing firms.
[03:22:08.328 --> 03:22:08.749]  I get it.
[03:22:08.869 --> 03:22:18.219]  You wouldn't buy gold if you believed that the government is doing a great job, that the Fed will stop handing out trillions of dollars like bailout candy, that Social Security would be there for you.
[03:22:18.500 --> 03:22:19.641]  That's not what's happening.
[03:22:19.901 --> 03:22:28.146]  You might even pass on gold if the stimulus package wouldn't fuel inflation, or that the dollar wouldn't lose value, or that your retirement would be secure.
[03:22:28.366 --> 03:22:31.628]  If all looks rosy to you, then now is not the time to buy gold.
[03:22:31.748 --> 03:22:35.830]  For the realists, there have never been more sobering reasons to diversify with gold.
[03:22:36.031 --> 03:22:37.591]  Since 2001, the U.S.
[03:22:37.631 --> 03:22:40.853]  dollar index has tanked 30% while gold has risen 300%.
[03:22:41.033 --> 03:22:45.176]  Right now, savvy investors are adding gold to their portfolios.
[03:22:45.396 --> 03:22:46.097]  You should, too.
[03:22:46.297 --> 03:22:47.259]  Find out what they know.
[03:22:47.439 --> 03:22:50.804]  Call us and I'll send you 10 reasons why gold will do very well, free.
[03:22:50.824 --> 03:22:50.945]  800-686-2237.
[03:22:50.965 --> 03:22:51.105]  800-686-2237.
[03:22:51.165 --> 03:22:51.345]  That's 800-686-2237.
[03:23:01.269 --> 03:23:02.911]  Say no to government vaccinations.
[03:23:03.031 --> 03:23:04.493]  Say no to toxic overload.
[03:23:04.553 --> 03:23:05.654]  Say no to chemicals.
[03:23:05.874 --> 03:23:07.696]  Say yes to liquid zeolite.
[03:23:07.816 --> 03:23:16.565]  When you have fatigue, problems concentrating, muscle weakness, headaches, digestion, memory loss, influenza, or joint pain, the solution may be as simple as detoxifying your body.
[03:23:16.625 --> 03:23:21.891]  Chemical-free liquid zeolite helps the body heal itself so that it can become stronger to fight off viruses.
[03:23:22.031 --> 03:23:23.653]  Why risk government vaccinations?
[03:23:23.833 --> 03:23:31.240]  Liquid Zeolite detoxifies the body by safely helping remove toxins and heavy metals, boosting energy levels, and promoting a strong immune system.
[03:23:31.320 --> 03:23:35.383]  Liquid Zeolite is tasteless, odorless, and so gentle you won't even know you're taking it.
[03:23:35.504 --> 03:23:38.026]  Feel great again in as little as three days to three weeks.
[03:23:38.226 --> 03:23:43.109]  Liquid Zeolite comes with a money-back guarantee, but it's only available at RestoreYourHealthNow.com.
[03:23:43.209 --> 03:23:46.971]  Learn how to get free bottles of Liquid Zeolite at RestoreYourHealthNow.com.
[03:23:47.111 --> 03:23:49.652]  That's RestoreYourHealthNow.com or call 1-800-976-0025.
[03:23:49.672 --> 03:23:49.732]  1-800-976-0025.
[03:23:49.752 --> 03:23:50.713]  100% natural, 100% safe, 100% amazing.
[03:23:50.753 --> 03:23:52.133]  Try Liquid Zeolite today!
[03:24:04.213 --> 03:24:31.160]  Ladies and gentlemen, when you discover that there's a technological enslavement system, a scientific dictatorship in place, and we have stacks of their textbooks here in the office, we show them to you daily on air, where they're talking about how we're stupid and how they control us, and they laugh about how they're killing us, it angers you.
[03:24:32.168 --> 03:24:47.564]  And then to see the poverty pimps, the liberals, Margaret Sanger, hired by the Rockefellers, 90-something years ago, and I sent off to the universities and got her actual copies of her letters, not just quotes in books, calling blacks subhuman, garbage, weeds that have to be killed.
[03:24:48.084 --> 03:24:50.486]  She came as a liberal lover to the blacks.
[03:24:51.708 --> 03:24:52.288]  W.E.B.
[03:24:52.308 --> 03:24:54.831]  Du Bois, they hired him to go out.
[03:24:55.683 --> 03:25:00.587]  And they've destroyed their family with the welfare, paid the women not to have men in the house.
[03:25:00.627 --> 03:25:02.249]  They've done it to everybody else's community now.
[03:25:02.349 --> 03:25:03.350]  Blacks were the test.
[03:25:03.670 --> 03:25:05.432]  They sold the narcotics in their communities.
[03:25:05.992 --> 03:25:07.834]  They put the Planned Parenthood in their communities.
[03:25:07.934 --> 03:25:13.659]  And then the liberals on TV, Chris Matthews says, if you don't agree with Obama, you're a racist.
[03:25:14.099 --> 03:25:18.103]  So the real eugenicists, the real hardcore people that hate blacks,
[03:25:18.843 --> 03:25:22.985]  I've documented, they're the ones that pose as the liberals.
[03:25:23.605 --> 03:25:29.468]  You see, blacks, you don't have to worry about the FBI-controlled Ku Klux Klan wearing the sheets.
[03:25:29.949 --> 03:25:31.549]  The real killers are the liberals.
[03:25:32.210 --> 03:25:33.170]  The so-called liberals.
[03:25:33.210 --> 03:25:33.931]  They're not liberal.
[03:25:34.271 --> 03:25:37.392]  They got all these well-meaning idiots under them that don't understand what they're part of.
[03:25:37.412 --> 03:25:40.574]  But Bill and Melinda Gates, Bill Gates is part of Planned Parenthood.
[03:25:41.474 --> 03:25:44.437]  He's given over $80 billion with Warren Buffett to their foundation.
[03:25:44.737 --> 03:25:46.278]  I have the article somewhere in the stack.
[03:25:46.318 --> 03:25:47.560]  Guys, pull it up on screen.
[03:25:47.920 --> 03:25:53.745]  Times of London, Rich Meat, secret meeting for population control in New York four months ago.
[03:25:54.206 --> 03:25:55.567]  Dr. Monteith, short segment.
[03:25:55.587 --> 03:26:00.171]  We're going to come back and talk to Chris, John, Steve, Mark, and Rob, and then let you go.
[03:26:00.611 --> 03:26:01.953]  But you're an expert on eugenics.
[03:26:01.973 --> 03:26:03.714]  You were talking about this before I was born.
[03:26:03.734 --> 03:26:05.015]  I'm 35 years old.
[03:26:05.135 --> 03:26:06.216]  I've been doing this for over 40.
[03:26:07.197 --> 03:26:10.258]  Explain to them what his global vaccine program is.
[03:26:10.538 --> 03:26:13.319]  He wants to release mosquitoes that have vaccines in them.
[03:26:13.659 --> 03:26:18.961]  Explain to people how his father was the former head of Planned Parenthood, who we're dealing with.
[03:26:19.381 --> 03:26:25.203]  Well, Bill indicates that the foundation is funding all sorts of terrible things.
[03:26:26.184 --> 03:26:30.288]  One of the worst things, of course, is this massive vaccine program for Africa.
[03:26:30.308 --> 03:26:45.165]  Now, of course, here in the United States, why they've taken the mercury out of childhood vaccines, the vaccines that are given for childhood diseases, unfortunately they've left it in the vaccines that are given to children.
[03:26:45.985 --> 03:26:47.546]  Uh, what a clever study.
[03:26:47.586 --> 03:26:56.230]  In fact, now they've mandated that children as young as six months of age start getting regular influenza shots with a full dose of mercury.
[03:26:56.650 --> 03:27:02.593]  Now with the swine flu vaccine, they're going to be able to get them four times as much because they want two shots of regular
[03:27:03.533 --> 03:27:12.298]  Seasonal vaccine, two shots of swine vaccine, starting at six months of age, but through the maximum amount of damage as far as the mercury.
[03:27:12.458 --> 03:27:15.259]  And they know about it because we have their study.
[03:27:15.319 --> 03:27:16.960]  It's called the Southwood Study.
[03:27:17.020 --> 03:27:19.822]  It was actually before there was a meeting that was held.
[03:27:20.302 --> 03:27:21.223]  We're good to go.
[03:27:42.176 --> 03:27:45.399]  Because if they knew this, they wouldn't take our vaccine.
[03:27:45.439 --> 03:27:47.901]  So we know that they know what they're doing.
[03:27:47.921 --> 03:27:59.592]  They destroyed the lives of our children between 1 in 60 and 1 in 90 American boys is now autistic, and their lives are destroyed, and they know what they're doing.
[03:27:59.893 --> 03:28:02.175]  But Bill and Melinda Gates foundation,
[03:28:02.958 --> 03:28:11.421]  Our funding, the vaccine programs in Africa, and we left the mercury and the vaccines we're giving to the African children.
[03:28:11.861 --> 03:28:16.243]  Now that not only destroy their minds, they destroy their fertility.
[03:28:16.743 --> 03:28:21.165]  And their fertility is destroyed in this generation and in subsequent generations.
[03:28:22.445 --> 03:28:28.648]  And not just this generation, they destroy fertility, but you know, in their children and their children's children.
[03:28:29.228 --> 03:28:31.489]  One of the most persistent, horrible,
[03:28:32.210 --> 03:28:33.411]  Yeah, that's 1 plus 1 equals 100.
[03:28:33.891 --> 03:28:35.252]  It doesn't make sense.
[03:28:35.352 --> 03:28:37.173]  In fact, put that article back up.
[03:28:58.232 --> 03:29:02.354]  Secret meeting with the Rockefellers, the Gateses, Warren Buffett, Ted Turner.
[03:29:02.614 --> 03:29:04.835]  Ted Turner who calls us useless eaters and feeders.
[03:29:05.235 --> 03:29:07.856]  Millionaire club in bid to curb overpopulation.
[03:29:07.876 --> 03:29:11.437]  And they said a secret meeting of how to carry this out.
[03:29:12.038 --> 03:29:12.458]  Go ahead.
[03:29:12.478 --> 03:29:15.119]  Don't forget George Soros was there.
[03:29:15.755 --> 03:29:16.015]  Yes.
[03:29:16.035 --> 03:29:21.016]  Basically, you have to try to say, why would rational people do this?
[03:29:21.356 --> 03:29:23.337]  Well, these are not rational people.
[03:29:23.857 --> 03:29:26.598]  They're people who've gone over to the dark side.
[03:29:27.198 --> 03:29:37.501]  And basically, there is an organization in the United States, they have a newsletter, they have offices in New York City, in Geneva, in London, they're very well funded.
[03:29:37.561 --> 03:29:39.521]  Some of the richest people in the world fund them.
[03:29:40.361 --> 03:29:42.482]  And of course, they're called the Lucius Trust.
[03:29:43.118 --> 03:29:45.959]  Tell us about Lucius Trust in phone calls straight ahead.
[03:29:51.841 --> 03:29:52.761]  We're on the march.
[03:29:53.241 --> 03:29:54.862]  The Empire's on the run.
[03:29:55.762 --> 03:29:58.463]  Alex Jones and the GCN Radio Network.
[03:30:01.946 --> 03:30:04.847]  Have you ever wanted to generate your own supply of electrical power?
[03:30:05.327 --> 03:30:08.488]  If so, this is going to be the most important message you will ever hear.
[03:30:08.948 --> 03:30:13.310]  Solar power generators are now available from Solutions from Science in Thompson, Illinois.
[03:30:13.510 --> 03:30:19.112]  These emergency backup systems provide life-saving electrical power when you need it most, unlike gas generators.
[03:30:19.392 --> 03:30:23.895]  A solar generator runs quietly, emits no fumes, and produces electricity for free.
[03:30:24.175 --> 03:30:27.237]  It's like having an electric power plant running quietly in your own home.
[03:30:27.798 --> 03:30:32.201]  Run sump pumps, shortwave radios, computers, and even keep food from spoiling.
[03:30:32.601 --> 03:30:38.925]  Whether it's hurricanes, ice storms, brownouts, or blackouts, you'll never have to suffer through painful power outages again.
[03:30:39.165 --> 03:30:41.127]  When the power goes out, you'll be ready.
[03:30:41.587 --> 03:30:44.449]  In the near future, Earth is dominated by a powerful world government.
[03:31:11.149 --> 03:31:13.271]  It's known as the Bilderberg Group.
[03:31:13.972 --> 03:31:16.214]  Could their objective be world domination?
[03:31:16.775 --> 03:31:19.198]  For thousands of years, their dark order grew.
[03:31:19.938 --> 03:31:27.246]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[03:31:30.287 --> 03:31:35.250]  For the first time in history, the elite's plan for world government is blown wide open.
[03:31:35.731 --> 03:31:39.033]  You will learn the secret that drives the entire New World Order agenda.
[03:31:39.113 --> 03:31:42.235]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[03:31:42.255 --> 03:31:44.096]  Or watch it online right now at PrisonPlanet.tv.
[03:32:01.568 --> 03:32:06.372]  Hi, it's MZ wondering how many of us Alex Jones fans intend to take the swine flu vaccine?
[03:32:06.753 --> 03:32:09.875]  I'm not, don't trust it, but then I don't want to get the disease either.
[03:32:10.236 --> 03:32:15.700]  So I use PureWorks, a unique disinfectant that comes in foam or spray form.
[03:32:15.960 --> 03:32:18.422]  PureWorks is not your typical hand disinfectant.
[03:32:18.523 --> 03:32:22.586]  There is no alcohol to dry your skin and it lasts for hours, not minutes.
[03:32:23.086 --> 03:32:25.789]  Use PureWorks to protect yourself from disease and infection.
[03:32:26.229 --> 03:32:31.657]  You can find out all about it and order it online at NoGerms.info.
[03:32:31.957 --> 03:32:33.880]  That's NoGerms.info.
[03:32:34.220 --> 03:32:42.531]  Don't introduce potentially dangerous chemicals or toxins into your body to keep you well when they could actually cause the sickness you want to avoid.
[03:32:42.791 --> 03:32:43.793]  Don't pick your nose.
[03:32:44.153 --> 03:32:48.439]  Don't shake hands and don't handle banisters, rails, and doorknobs.
[03:32:48.719 --> 03:32:53.625]  Do try PureWorks, available online at wholesale pricing to Alex Jones listeners.
[03:32:53.845 --> 03:32:55.527]  Go to NoGerms.info.
[03:32:55.588 --> 03:32:57.310]  That's NoGerms.info.
[03:32:57.810 --> 03:32:59.312]  Be well and stay well.
[03:32:59.532 --> 03:33:00.273]  Best MZ!
[03:33:08.542 --> 03:33:10.563]  I harp on eugenics every day.
[03:33:11.343 --> 03:33:12.744]  How could you talk about anything else?
[03:33:12.764 --> 03:33:18.406]  We have a global government being set up openly for the stated purpose of exterminating us.
[03:33:18.466 --> 03:33:21.927]  They're testing different poisons and toxins in the food and vaccines.
[03:33:22.247 --> 03:33:23.328]  They're bragging about it.
[03:33:25.148 --> 03:33:32.211]  And the general public still only cares about football and is it racist to criticize Obama when he's just a black face on their killing machine.
[03:33:36.153 --> 03:33:36.873]  I mean, I almost...
[03:33:38.177 --> 03:33:39.098]  Broke down and cried.
[03:33:39.118 --> 03:34:00.875]  A week and a half ago, my kids are playing out in the front yard, in the neighbor's yard, and two different groups of neighborhood kids out of four groups, you know, four different groups of kids from different parents in the neighborhood, I know all their parents, were coming up showing me their flu shot bandages on their arms, and these are sweet little smart little kids, and, uh,
[03:34:03.490 --> 03:34:03.770]  I don't know.
[03:34:22.888 --> 03:34:31.792]  Then they're over at my house, playing in the backyard, and one of their mothers calls and says, tell her son's name to come home in 20 minutes for dinner.
[03:34:32.352 --> 03:34:33.993]  And she goes, I go, how are you doing?
[03:34:34.413 --> 03:34:35.174]  How you been doing?
[03:34:35.254 --> 03:34:36.594]  To the lady three doors down.
[03:34:37.575 --> 03:34:38.815]  And she goes, oh, I'm good.
[03:34:38.835 --> 03:34:43.117]  I just got both, you know, both my kids flu shots today.
[03:34:44.538 --> 03:34:47.339]  And I just didn't even say anything to her.
[03:34:47.379 --> 03:34:48.460]  I know I was supposed to.
[03:34:49.747 --> 03:34:51.268]  Well, you call it denial, is the term.
[03:34:51.388 --> 03:34:52.988]  But the truth of the matter is,
[03:35:17.518 --> 03:35:26.063]  Alex, it is so hard to believe that the doctor who you know and you trust would give something to your child that would be harmful to them.
[03:35:26.443 --> 03:35:41.751]  But what you must understand, I don't know if you've ever seen the DVD or heard the talk put out by Dr. Blaylock, and I know he doesn't know Russell, but he has a talk on vaccines and brain development pointing out that the vaccines actually stunt
[03:35:43.452 --> 03:35:47.854]  The younger they're given, why of course the younger the child is, the more damage they do.
[03:35:48.354 --> 03:35:58.819]  But every time you take a vaccine, why, it triggers off not only the immune response of the body, but the immune response of the brain.
[03:35:59.319 --> 03:36:05.502]  And that's why those children were a little groggy, they weren't quite themselves, you know, they weren't thinking clearly.
[03:36:05.642 --> 03:36:06.723]  When do you get the flu?
[03:36:06.743 --> 03:36:09.444]  You know, your mind is sort of, sort of
[03:36:10.513 --> 03:36:14.684]  Rocky, I find it crazy, but the same thing happens when you take the vaccine.
[03:36:15.225 --> 03:36:19.797]  But you do this repeatedly and you produce chronic inflammation in the brain.
[03:36:21.103 --> 03:36:28.807]  of an older person, and that's why so many of them get demented, but you do this to the child, it prevents the normal development of the brain of the child.
[03:36:29.068 --> 03:36:38.533]  This is criminal activity, and to give them, they want to give several of these vaccine shots at the same time, knowing that it will do the maximum amount of damage that way.
[03:36:38.813 --> 03:36:43.215]  The average doctor has no idea, because he's never allowed to hear this information.
[03:36:43.615 --> 03:36:46.557]  That's why we need to educate your audience
[03:36:47.178 --> 03:36:49.162]  Yeah, they're compartmentalized.
[03:36:49.222 --> 03:36:53.891]  We need to educate our city councils, our health departments, our police, our doctors.
[03:36:53.971 --> 03:36:55.333]  Most of them, they don't know!
[03:36:56.499 --> 03:37:05.086]  Well, I think that an awful lot of people at least have the suspicion something's going on, and I think there's a growing awareness that there's something seriously wrong.
[03:37:05.366 --> 03:37:14.433]  But they have to understand that it is not simply the mercury in the vaccines, although this is toxic to the brain, it is the aluminum that is in the vaccines.
[03:37:14.534 --> 03:37:25.843]  Now, fortunately, as far as we know, they are not going to have aluminum in the swine flu vaccine, but it is in the regular seasonal vaccines.
[03:37:28.667 --> 03:37:29.447]  They can't think!
[03:37:29.467 --> 03:37:35.551]  I mean, this is what the globalists call for in their documents, is brain-damaging everybody through the food, water, and vaccines.
[03:37:35.691 --> 03:37:39.472]  And so you see, people say it's like the public's retarded.
[03:37:39.733 --> 03:37:40.153]  They are!
[03:37:57.984 --> 03:38:05.861]  And Dr. Blaylock points that out, that they have major studies that people that are 20 now on average have the memory of a 65 year old.
[03:38:08.934 --> 03:38:28.455]  They're just going to turn it into a business, advertise it, and say it's normal to have an A.D.I.Q., it's normal to drool, you know, geniuses won't have 140 IQ, they'll have 100, and if somebody can tie their shoelaces, they'll be a genius, and then the elite's just laughing.
[03:38:29.257 --> 03:38:35.088]  And I know there's brain-damaged people listening right now, but even with a retarded child, you can get through to them and talk to them.
[03:38:35.549 --> 03:38:37.994]  To the police officers, you've been brain-damaged.
[03:38:38.435 --> 03:38:39.678]  You've been brainwashed.
[03:38:40.313 --> 03:38:42.474]  The sodium fluoride isn't good for you.
[03:38:42.534 --> 03:38:44.094]  The vaccines aren't good.
[03:38:44.534 --> 03:38:47.055]  Bad man giving you shot.
[03:38:47.635 --> 03:38:50.897]  Bad, you know, bad system hurt your brain.
[03:38:51.397 --> 03:38:53.837]  Brain is what you think with.
[03:38:54.538 --> 03:38:57.259]  It's in your... I'm not being sarcastic here.
[03:38:57.299 --> 03:39:07.422]  Sometimes I think I should talk to the general public like that because I just... What are you... Look, I want to take a few final calls here with you, Dr. Monteith, but one last question before we take a few of those.
[03:39:08.297 --> 03:39:11.820]  Quickly, the time we have left here, because I've got other news for listeners I'm going to hit.
[03:39:11.860 --> 03:39:12.600]  We appreciate your time.
[03:39:12.620 --> 03:39:29.353]  I got Blaylock on several times in the last month and he pointed out that mercury, aluminum, not just squalene, are adjuvants themselves and cause the autoimmune response and swelling, not just in the brain but in other glands and organs.
[03:39:29.813 --> 03:39:31.794]  Well, I think he's absolutely right.
[03:39:31.915 --> 03:39:34.356]  And remember what Bertrand Russell said in his book,
[03:39:45.308 --> 03:39:55.511]  On page 53, the impact of science on society by diet, injections, and injunctions will alter the brain pattern of our children.
[03:39:55.811 --> 03:39:57.451]  That's exactly what it was about.
[03:39:57.632 --> 03:39:58.572]  He was one of the leaders.
[03:39:58.612 --> 03:39:59.612]  He made it all up.
[03:39:59.892 --> 03:40:05.274]  But we can't let the people know there really are evil people who want to harm their children.
[03:40:06.354 --> 03:40:07.474]  All right, let's take a call.
[03:40:07.494 --> 03:40:08.775]  I'm going to give you calls quickly now.
[03:40:08.855 --> 03:40:10.915]  Chris in Maryland, you're on the air with Dr. Stan Monteith.
[03:40:10.955 --> 03:40:11.315]  Go ahead.
[03:40:11.756 --> 03:40:12.276]  Hey, doctor.
[03:40:12.296 --> 03:40:13.276]  It's an honor to talk to you.
[03:40:15.342 --> 03:40:23.446]  I was a combat lifesaver in the Army years ago, and one of the things that we were taught is to give vaccines for the flu.
[03:40:24.286 --> 03:40:32.410]  And during the course, the instructor had said, now these actual flu vaccines are from last year's strain.
[03:40:33.030 --> 03:40:37.833]  And I questioned him, I asked, why are we getting last year's strain?
[03:40:38.113 --> 03:40:38.753]  Because of
[03:40:39.739 --> 03:40:43.625]  If it's this year that we're living in, what good is last year's strain gonna be?
[03:40:43.985 --> 03:40:54.962]  And it makes sense now with all these nanoparticles, these adjuvants, such as mercury, uh, the other stuff- Yeah, you're not giving the shot to take care of the flu, you're giving it to brain- be brain damaged.
[03:40:55.530 --> 03:40:56.090]  Exactly.
[03:40:56.591 --> 03:41:09.577]  And now I understand why I've got these medical disabilities such as, uh, damn, IBS and, uh, and, um, autoimmune, uh, system, uh, infection where I'm, it's attacking my own body.
[03:41:10.017 --> 03:41:10.177]  Sure.
[03:41:10.217 --> 03:41:11.057]  Makes perfect sense.
[03:41:11.958 --> 03:41:14.359]  Uh, were you in during the Gulf War, during the first Gulf War?
[03:41:15.390 --> 03:41:16.371]  Unfortunately, yes.
[03:41:16.791 --> 03:41:23.076]  Well, that's because that's when they use the experimental vaccine, so-called vaccine A, with the squalene in it.
[03:41:23.417 --> 03:41:30.763]  And over, you know, almost 80,000 of the 690,000 troops we sent are dead already.
[03:41:30.783 --> 03:41:33.285]  And of course, they're monitoring this very closely.
[03:41:33.365 --> 03:41:35.407]  Yeah, the Army admits it was the squalene.
[03:41:35.427 --> 03:41:36.608]  You're lucky you're not dead.
[03:41:37.228 --> 03:41:37.809]  You're lucky you're not.
[03:41:37.829 --> 03:41:42.251]  I mean, the Army admits you've been soft killed and I'm sorry they tried to murder you.
[03:41:42.551 --> 03:41:46.374]  Just be glad you're not dead and warn as many people as you can before they continue the murders.
[03:41:46.834 --> 03:41:48.775]  Well, I just got out of the hospital because of it.
[03:41:49.096 --> 03:41:55.079]  I had some bleeding and the only good thing I got out of it was the morphine.
[03:41:55.099 --> 03:41:57.641]  That's about the only good thing that I got out of the whole incident.
[03:41:57.661 --> 03:41:59.522]  Well, they hit you hard and I'm sorry they didn't.
[03:41:59.562 --> 03:42:00.343]  See, they hate you.
[03:42:00.823 --> 03:42:04.305]  As somebody that believes they're patriotic, they hate you.
[03:42:04.345 --> 03:42:05.326]  They hate their servants.
[03:42:05.925 --> 03:42:12.531]  Yeah, and this reminds me, the Christianity in this country is not the Christianity that Jesus taught back in his day.
[03:42:12.611 --> 03:42:12.991]  I know it.
[03:42:13.371 --> 03:42:19.476]  Because the churches are teaching people to pray for your leaders, pray for your country.
[03:42:19.517 --> 03:42:22.259]  Why would I want to pray for a country that wants to kill me for first?
[03:42:24.060 --> 03:42:26.903]  It's not your country, it's a criminal corporate group.
[03:42:26.943 --> 03:42:32.847]  Look, if hijackers hijack a plane, does everybody bow down because they put the captain cap on?
[03:42:32.867 --> 03:42:33.548]  No!
[03:42:33.688 --> 03:42:34.749]  You know it's illegitimate.
[03:42:34.769 --> 03:42:35.590]  It's a hijacking.
[03:42:35.870 --> 03:42:37.791]  It's a global corporate takeover.
[03:42:38.072 --> 03:42:41.695]  They wrap themselves in the flag and then carry out their operations.
[03:42:42.095 --> 03:42:43.316]  Dr. Monti, if you wanted to comment.
[03:42:43.676 --> 03:42:45.257]  Can't say it better than that.
[03:42:45.437 --> 03:42:47.718]  It is not our country.
[03:42:48.178 --> 03:42:49.739]  Our country has been taken over.
[03:42:50.059 --> 03:42:51.460]  We have a visible government.
[03:42:51.640 --> 03:42:55.562]  We have an invisible government, which I call the Brotherhood of Darkness.
[03:42:55.962 --> 03:42:57.843]  People need to understand that.
[03:42:57.903 --> 03:43:01.425]  They want to destroy the majority of the people of the world.
[03:43:02.060 --> 03:43:07.365]  And by the way, I know there are new military people who aren't veterans yet, a lot of police listening.
[03:43:07.405 --> 03:43:08.706]  Most of you don't laugh, some do.
[03:43:09.306 --> 03:43:16.432]  Go ahead, take all the shots, get diabetes when you're 35, let your kid get cancer when they're 10, and then you won't be laughing.
[03:43:16.873 --> 03:43:17.713]  This isn't a game.
[03:43:18.014 --> 03:43:20.295]  I'm not up here risking my life to tell you about this stuff.
[03:43:20.316 --> 03:43:21.296]  They've killed a lot of people.
[03:43:21.697 --> 03:43:23.098]  And I appreciate your call, Chris.
[03:43:23.178 --> 03:43:24.139]  I'm sorry they did that to you.
[03:43:26.176 --> 03:43:34.724]  Dr. Monteith, I'm sure you saw the ABC News article from three or four months ago with the headline that Merck, quote, sent out hit teams to doctors' homes.
[03:43:35.165 --> 03:43:42.992]  And in court documents that came out, they said, oh, we've got to seek and destroy, take them out, hit them, anyone that criticizes our drugs and vaccines.
[03:43:43.212 --> 03:43:49.839]  And then when Merck got caught in federal court with these internal corporate documents, they said, oh, we just meant that as a joke, saying hit teams.
[03:43:51.568 --> 03:43:55.409]  Well, this is nothing funny about what's going on.
[03:43:55.929 --> 03:44:00.791]  The number of people who've been killed, the number of children whose lives have been destroyed forever.
[03:44:01.511 --> 03:44:08.533]  One in every 60 to 90 boys in the United States is autistic, and they did it on purpose.
[03:44:08.613 --> 03:44:10.493]  That's what's so uncomfortable.
[03:44:10.753 --> 03:44:16.395]  They call autism the range of brain damage caused from the chemical weapon and biological weapons in the vaccines.
[03:44:18.231 --> 03:44:24.354]  The thing is that basically probably every child has been injured to some greater or lesser extent.
[03:44:24.794 --> 03:44:29.016]  And now they're coming out with pharmacological crops that have the vaccines in them.
[03:44:29.316 --> 03:44:29.516]  Right.
[03:44:30.176 --> 03:44:34.038]  Oh, so basically the GMO food is a disaster.
[03:44:34.338 --> 03:44:42.521]  That's why they're storing the seeds up above the Arctic Circle, so that they will have them there when they start in all over again.
[03:44:42.881 --> 03:44:44.962]  John in North Carolina, you're on the air worldwide.
[03:44:46.221 --> 03:44:46.902]  Uh, thank you.
[03:44:46.922 --> 03:44:48.443]  I appreciate the opportunity.
[03:44:48.503 --> 03:44:49.644]  I know your time is short.
[03:44:50.384 --> 03:44:53.287]  Uh, just, um, a couple things.
[03:44:53.607 --> 03:44:58.111]  Uh, we have black helicopters directly over our house just the day before yesterday.
[03:44:58.171 --> 03:44:59.311]  I was trying to get in with you.
[03:44:59.792 --> 03:45:00.693]  They were scanning you?
[03:45:01.954 --> 03:45:06.897]  Well, I mean, they were right over our house looking in our windows.
[03:45:07.158 --> 03:45:08.679]  I mean, within a hundred feet.
[03:45:09.485 --> 03:45:10.085]  Yeah, they do that.
[03:45:10.186 --> 03:45:11.927]  Everybody gets those visits.
[03:45:11.947 --> 03:45:13.048]  It's all part of being a slave.
[03:45:13.068 --> 03:45:17.011]  The thing is, we have no criminal history at all.
[03:45:17.031 --> 03:45:18.172]  That's why!
