[00:00:00.009 --> 00:00:00.069]  Wow.
[02:17:02.597 --> 02:17:03.897]  Ah, Keyboard Wars!
[02:17:04.957 --> 02:17:05.197]  What?
[02:17:05.858 --> 02:17:06.418]  It's made up.
[02:17:07.938 --> 02:17:08.359]  Whatever.
[02:17:08.419 --> 02:17:11.363]  Anyway, that's where I go to know what's going on.
[02:17:12.364 --> 02:17:24.880]  But I have a question for you because I was puzzled about your editorial comment during the election that you seem to want to give Barack Obama the benefit of the doubt.
[02:17:25.794 --> 02:17:26.374]  All the time?
[02:17:26.754 --> 02:17:31.616]  And while I watched that, I said, you know, Rivero knows what's going on.
[02:17:31.816 --> 02:17:33.197]  Why is he doing that?
[02:17:33.217 --> 02:17:41.139]  And I was just wondering what your comment about that is to why you were giving Barack Obama the benefit of the doubt during the election campaign.
[02:17:42.660 --> 02:17:48.002]  Well, unfortunately, I was one of the people who wanted Ron Paul, to be very honest, to be in office.
[02:17:48.863 --> 02:17:56.127]  Yeah, and when it came down to a choice between McCain and Obama, my preference went to Obama, but it was a marginal preference at best.
[02:17:56.487 --> 02:18:07.354]  And the only reason I gave Obama the benefit of the doubt was because when he first started his campaign, he was saying a lot of the things that made more sense, certainly, than John McCain did.
[02:18:08.294 --> 02:18:11.275]  Then, as he moved centrists, I began to have some real serious doubts.
[02:18:11.955 --> 02:18:24.239]  What I was thinking might be the case, and the reason why I said, I'm going to look at Obama as marginally preferable to John McCain, is that he might turn out to be another Jack Kennedy.
[02:18:24.259 --> 02:18:35.163]  Now, as you know, John Kennedy got into office and he basically said, okay, I've got the job, I'm going to do it the way I think it should be done, and not as I'm being told to do it by all the people who supported me.
[02:18:35.763 --> 02:18:39.726]  And I was thinking Obama might be of that ilk, but sadly, that has not come to pass.
[02:18:39.766 --> 02:18:42.928]  And I'm probably as disappointed in him as just about anybody else.
[02:18:42.968 --> 02:18:46.390]  And as Alex Jones pointed out, yeah, I'm going after Barack Obama now.
[02:18:46.810 --> 02:18:49.612]  He's surrounded himself with a bunch of Clinton appointees.
[02:18:50.212 --> 02:18:53.334]  He is doing, I think, everything wrong regarding the economy.
[02:18:53.374 --> 02:19:02.980]  I'm even beginning to think that Alex Jones may be correct in that this is a deliberate takedown, because I can't imagine there is that much stupidity in the Obama administration.
[02:19:03.300 --> 02:19:04.481]  It has to be by design.
[02:19:05.794 --> 02:19:12.779]  Yeah, I mean, he was saying he was going to end the war day one, then it was six months, eighteen months, now twenty-three months, and, you know, that's why a lot of people didn't support him.
[02:19:12.799 --> 02:19:15.741]  But, you know, I mean, here's Mike saying he got suckered, I mean, you know.
[02:19:16.701 --> 02:19:19.023]  Yeah, well, you know, that's an honest answer, though.
[02:19:19.143 --> 02:19:20.784]  That's a good, that's an honest answer, you know.
[02:19:22.125 --> 02:19:22.925]  I wanted to find out.
[02:19:23.105 --> 02:19:23.926]  Bob J.C.
[02:19:23.986 --> 02:19:25.807]  also moonlights as an inquisitor.
[02:19:26.107 --> 02:19:32.552]  Well, hey, you know, look, look, Alex, you know darn well that the mainstream media will not ask any tough question to anybody.
[02:19:32.972 --> 02:19:35.573]  You know, they literally kiss the hind end of these people.
[02:19:36.034 --> 02:19:46.800]  You know, like a few years ago up in Georgetown, when your crew was up there in Georgetown talking to Thomas Kean, and I was up there for my TV show talking to Thomas Kean, the chairman of the 9-1-1 Commission.
[02:19:47.200 --> 02:19:50.562]  I mean, the mainstream media was in the room, and they were kissing his hind end.
[02:19:51.182 --> 02:19:52.323]  Oh please, oh please, sir!
[02:19:52.543 --> 02:19:54.304]  Tell us how to save ourselves from the terrorists!
[02:19:54.424 --> 02:19:55.424]  Lord Kean!
[02:19:55.504 --> 02:19:57.666]  Yeah, and so who clobbered him with the real questions?
[02:19:57.806 --> 02:19:58.826]  I did and your people did.
[02:19:59.407 --> 02:20:00.907]  You know, we're the real media now.
[02:20:01.248 --> 02:20:01.568]  Not them.
[02:20:02.298 --> 02:20:03.499]  What about Lord Keene?
[02:20:03.519 --> 02:20:05.660]  Yeah, Lord Keene, Mr. CFR member.
[02:20:06.140 --> 02:20:06.340]  Yeah.
[02:20:07.080 --> 02:20:08.821]  That's actually in Loose Change Final Cut.
[02:20:09.441 --> 02:20:10.242]  Good information.
[02:20:12.503 --> 02:20:16.145]  How fast will the honeymoon wear off, do you think, Mike Rivera, with Lord Obama?
[02:20:16.465 --> 02:20:19.006]  Because I am seeing some of the Obamanoids wake up.
[02:20:20.400 --> 02:20:21.501]  It's gone already.
[02:20:21.661 --> 02:20:23.602]  I think his numbers are already in decline.
[02:20:23.682 --> 02:20:27.524]  I think the fact that he's doing everything wrong regarding the economy.
[02:20:28.485 --> 02:20:35.429]  I mean, the stock market's heading down again today in response to his latest plan to try and fix the mortgages.
[02:20:35.529 --> 02:20:37.951]  People are realizing it's not going to work.
[02:20:38.391 --> 02:20:40.772]  It's politically crafted.
[02:20:40.952 --> 02:20:42.033]  It is not practical.
[02:20:42.153 --> 02:20:43.034]  It is not economic.
[02:20:43.114 --> 02:20:46.916]  I think the problem that a lot of people are realizing is we have a government and a corporate culture
[02:20:47.336 --> 02:21:07.004]  That consists almost entirely of lawyers and accountants so they're trying to solve America's problems with creative bookkeeping and juggling the rules and they don't really know how to get our economy back on track and I really do think that we're in this the phase of our history where the government is looting the nation putting it in their own pocket and they're just gonna let it collapse.
[02:21:07.344 --> 02:21:08.345]  Well, I agree with you.
[02:21:08.365 --> 02:21:11.147]  But more than that, bring us now into a world government superbank.
[02:21:11.167 --> 02:21:12.369]  I want to talk to you about that when we get back.
[02:21:12.389 --> 02:21:15.151]  But this nation had a bad case of the Bushoids.
[02:21:15.551 --> 02:21:17.533]  Now we've got a really bad case of the Obamanoids.
[02:21:17.954 --> 02:21:20.616]  And I think, you know, Preparation H won't fix it.
[02:21:21.076 --> 02:21:24.139]  So I think now people are finally going, man, this is uncomfortable.
[02:21:24.619 --> 02:21:26.901]  I mean, this Obamanoid is bad.
[02:21:27.582 --> 02:21:28.062]  It's big.
[02:21:28.783 --> 02:21:34.869]  It's a serious problem here, so we'll come back and talk more about how we get rid of the Obamanoid problem.
[02:21:35.450 --> 02:21:38.092]  And do all these people want to keep being supporters of Obamanoid?
[02:21:39.734 --> 02:21:40.334]  Sounds painful.
[02:21:40.735 --> 02:21:41.656]  Do you like that analogy?
[02:21:41.696 --> 02:21:42.717]  Oh, it's a great analogy.
[02:21:43.778 --> 02:21:51.265]  It's ridiculous, juvenile, disgusting humor from the mind of Alex Jones and Bob Bates.
[02:21:51.285 --> 02:21:51.585]  But it works.
[02:21:52.682 --> 02:21:55.226]  Mike Rivero is our guest, so is Bob Dacey.
[02:21:55.666 --> 02:21:56.648]  Bob's got to leave us in 10 minutes.
[02:21:56.668 --> 02:21:57.810]  He's got to go back to the hardware store.
[02:21:58.110 --> 02:21:58.991]  We're on the march.
[02:21:59.512 --> 02:22:01.094]  The Empire's on the run.
[02:22:02.036 --> 02:22:04.720]  Alex Jones and the GCN Radio Network.
[02:22:08.354 --> 02:22:12.658]  Rough roads might be ahead for the economy, but your vehicle doesn't have to experience them.
[02:22:12.918 --> 02:22:15.520]  Can't afford a new vehicle or even an expensive repair?
[02:22:15.800 --> 02:22:22.386]  Now you can take care of your vehicle with Protecta Engine Oil Booster by SFR, which is a fully synthetic oil booster.
[02:22:22.586 --> 02:22:26.369]  Protecta Engine Oil Booster fortifies your motor oil to help your engine last longer.
[02:22:26.549 --> 02:22:29.792]  Protecta Engine Oil Booster has been tested by independent laboratories
[02:22:30.092 --> 02:22:32.655]  And proven in over 1 million vehicles worldwide.
[02:22:32.895 --> 02:22:37.279]  We'll give you enough Protecta Engine Oil Booster for 5 complete oil changes for only $22.95.
[02:22:37.519 --> 02:22:40.862]  That's enough for 2 vehicles for up to 1 year.
[02:22:41.143 --> 02:22:42.944]  Start taking care of your vehicle today.
[02:22:43.245 --> 02:22:46.207]  Take advantage of this limited time offer and receive free shipping.
[02:22:46.388 --> 02:22:49.891]  Protecta Engine Oil Booster is the last defense against engine wear.
[02:22:50.111 --> 02:22:54.332]  Go to oilcompanysecret.com or call 1-888-873-7371.
[02:22:54.672 --> 02:22:59.733]  That's oilcompanysecret.com or 888-873-7371.
[02:22:59.793 --> 02:23:02.453]  Satisfaction guaranteed or your money back.
[02:23:02.633 --> 02:23:07.694]  Call 888-873-7371 or visit oilcompanysecret.com.
[02:23:08.234 --> 02:23:14.616]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[02:23:14.976 --> 02:23:16.636]  The enemy struck America on September 11th.
[02:23:17.811 --> 02:23:18.672]  Who is the enemy?
[02:23:19.172 --> 02:23:19.673]  Bin Laden.
[02:23:19.973 --> 02:23:20.974]  This is his M.O.
[02:23:20.994 --> 02:23:22.254]  We have to look to the Middle East.
[02:23:22.335 --> 02:23:23.996]  We have to look to Osama Bin Laden.
[02:23:24.336 --> 02:23:31.081]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[02:23:31.481 --> 02:23:31.922]  Some U.S.
[02:23:31.962 --> 02:23:37.606]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[02:23:38.306 --> 02:23:41.827]  I'm aware that some Israeli citizens have been detained.
[02:23:42.128 --> 02:23:44.608]  Either you are with us, or you are with the terrorists.
[02:24:09.175 --> 02:24:10.416]  Hi, this is Steve Schenck.
[02:24:10.716 --> 02:24:11.876]  eFoods does it again.
[02:24:12.096 --> 02:24:16.898]  The 3-Day Responder provides one adult with three days worth of healthy, delicious, easy-fix food.
[02:24:17.218 --> 02:24:25.361]  The price of the 3-Day Responder is almost ridiculous at $21.95 for actually 12 meals plus snacks.
[02:24:25.862 --> 02:24:33.505]  When you taste the food in the 3-Day Responder, you'll understand why families trust eFoods Direct to provide healthy, delicious food for every need.
[02:24:33.925 --> 02:24:36.706]  Whether you're hunting, playing, or responding to an emergency,
[02:24:37.130 --> 02:24:40.473]  The Food and the 3-Day Responder is easy to fix and ready to go.
[02:24:40.953 --> 02:24:42.414]  Food is an everyday need.
[02:24:42.995 --> 02:24:48.119]  The 3-Day Responder is for the time when food should be the last thing you have to worry about.
[02:24:48.599 --> 02:24:50.641]  The 3-Day Responder, $21.95.
[02:24:52.022 --> 02:24:55.224]  Sometimes the best things do come in the smallest packages.
[02:24:55.584 --> 02:24:58.287]  Call 800-409-5633 on the web eFoodsDirect.com.
[02:24:58.327 --> 02:25:00.528]  That's 800-409-5633 on the web eFoodsDirect.com.
[02:25:17.748 --> 02:25:18.809]  We are back live.
[02:25:18.829 --> 02:25:21.550]  Got about 27 minutes left in global transmission.
[02:25:21.570 --> 02:25:23.592]  Then we launch the replay.
[02:25:23.992 --> 02:25:25.193]  What an amazing show today.
[02:25:25.213 --> 02:25:34.998]  We have Alan Watt on, Bob Desi, now Mike Rivero, Australian film crew from National TV, and we have the Independent Film Channel making a separate profile on me.
[02:25:35.939 --> 02:25:42.043]  And then the Independent Film Channel, a couple months, is coming out with a film called The New World Order, the main selection at South by Southwest this year.
[02:25:43.493 --> 02:25:48.596]  And I tell you, it kind of gets scary, Bob, the amount of people we're starting to reach, because I mean, it's just like exponential.
[02:25:48.776 --> 02:25:53.158]  Yeah, but you know the deal is, Alex, the truth sells and you're peddling the truth, man.
[02:25:53.458 --> 02:25:54.739]  And that's just the bottom line.
[02:25:55.019 --> 02:26:03.344]  Yeah, I just feel sorry for all the other, quote, patriot groups and people that got jealous early on of our success, because my goal was to bring a platform for everybody to be on.
[02:26:03.964 --> 02:26:09.007]  There's hundreds of people I don't have on because they're vicious liars and demons, and I watched them destroy themselves.
[02:26:09.747 --> 02:26:10.467]  Because of that.
[02:26:10.608 --> 02:26:12.909]  And it's just so sad in their desperate attempt to stop me.
[02:26:13.249 --> 02:26:14.910]  And I don't think most of them are even government agents.
[02:26:14.990 --> 02:26:17.131]  It's just such a sick society, Bob.
[02:26:17.271 --> 02:26:21.494]  Well, you know, you have natural jealousies in any endeavor.
[02:26:21.614 --> 02:26:24.575]  But the fact of the matter is, you know, I've known you for, what, 11 years now?
[02:26:26.376 --> 02:26:28.478]  And, you know, Alex Jones tells the truth.
[02:26:29.638 --> 02:26:33.301]  He may make it all exciting or something like that, and he gets all excited about it.
[02:26:33.341 --> 02:26:42.206]  It is exciting that bankers have hijacked us and that major newspapers are announcing a giant bank of the world will rule everything and I'm going to pay carbon taxes to them.
[02:26:42.366 --> 02:26:43.267]  That is exciting!
[02:26:43.287 --> 02:26:44.268]  We need to get excited!
[02:26:44.428 --> 02:26:45.088]  Exactly.
[02:26:45.448 --> 02:26:47.450]  But a lot of people use that against you.
[02:26:47.470 --> 02:26:50.632]  So he's flying off the handle or something like that.
[02:26:50.652 --> 02:26:51.052]  But it's true.
[02:26:51.372 --> 02:26:54.414]  How could you not be excited about it when that's all you do is study it?
[02:26:54.554 --> 02:26:57.116]  They've introduced bills to ban all semi-automatics.
[02:26:57.436 --> 02:27:00.598]  They've introduced bills to psychologically register all gun owners.
[02:27:00.858 --> 02:27:05.381]  They've introduced bills to mark all the ammo and track it and make you get a million dollars insurance.
[02:27:05.401 --> 02:27:07.542]  Not just psychologically register all gun owners.
[02:27:07.562 --> 02:27:13.025]  They've introduced a bill that would make you a criminal if you didn't register your old .38 that's been in your house for 15 years.
[02:27:13.265 --> 02:27:14.666]  You could be an automatic felon!
[02:27:14.746 --> 02:27:15.567]  I know, I know, exactly!
[02:27:15.867 --> 02:27:20.510]  Listen, I get on air and describe these gun bills and people email me saying, you're not saying as bad as it is.
[02:27:21.601 --> 02:27:22.963]  I mean, folks, it's happening!
[02:27:23.003 --> 02:27:24.605]  I mean, they're making their move right now!
[02:27:24.865 --> 02:27:27.729]  Yeah, and you know, tyrants hit people with guns.
[02:27:27.889 --> 02:27:29.431]  They were just asking me how I have so much energy.
[02:27:30.392 --> 02:27:31.714]  How would I not have this much energy?
[02:27:31.734 --> 02:27:32.836]  I mean, this is insane!
[02:27:33.156 --> 02:27:37.542]  You didn't take enough Prozac and Ritalin when you were a kid, man.
[02:27:38.650 --> 02:27:39.131]  Or something.
[02:27:39.171 --> 02:27:40.913]  Maybe you didn't drink enough fluoride.
[02:27:40.953 --> 02:27:41.373]  I don't know.
[02:27:41.954 --> 02:27:44.237]  Got too many vaccines.
[02:27:44.277 --> 02:27:51.024]  We just had an ISDN cut out, but we're back on air with our quadruple backups to the satellite uplinks in Houston.
[02:27:51.505 --> 02:27:52.786]  We're here at Cape Canaveral.
[02:27:53.107 --> 02:27:54.308]  Houston is Minnesota.
[02:27:54.628 --> 02:27:56.310]  This is launch site Cape Canaveral.
[02:27:57.389 --> 02:28:00.451]  But we do have a great responsibility as well, like they say in the Spider-Man movie.
[02:28:01.232 --> 02:28:05.074]  Let's go ahead and go back to Mike Rivero.
[02:28:05.134 --> 02:28:06.675]  Mike, there's a lot going on.
[02:28:06.955 --> 02:28:07.696]  How do you see them?
[02:28:07.956 --> 02:28:12.579]  We talked about how they're going to fail, but they are coming at us with Internet 2, admitting that it is to censor the web.
[02:28:12.919 --> 02:28:15.841]  I mean, we need to fight this and get the word out.
[02:28:16.382 --> 02:28:19.604]  They've got hate laws introduced to basically restrict all sorts of speech in the U.S.
[02:28:19.664 --> 02:28:26.188]  They're talking about making it a crime to deny climate, climate denial, associating that with denying the Holocaust.
[02:28:26.228 --> 02:28:26.989]  I mean, it's getting bad.
[02:28:28.030 --> 02:28:29.431]  Yeah, it really is getting bad.
[02:28:29.491 --> 02:28:31.312]  They're talking about climate denial.
[02:28:31.332 --> 02:28:33.214]  They're talking about 9-11 denial.
[02:28:33.734 --> 02:28:37.658]  And all they're really doing is advertising the fact that they're scared.
[02:28:38.320 --> 02:28:45.226]  That they can't win the arguments on the basis of facts, logic and science and so they're just going to bludgeon people into believing as they're told.
[02:28:46.107 --> 02:28:53.353]  And I'm rather honored that you quoted me earlier on, the fastest way to bring down a dictator is to get them to act like one where everybody can see it.
[02:28:53.673 --> 02:28:55.195]  And that is what's going on right now.
[02:28:55.475 --> 02:29:02.141]  And you're talking about the audience flooding over to Prison Planet and InfoWars and your radio show and my radio show and so forth and so on.
[02:29:02.781 --> 02:29:12.052]  I've got to tell you, and maybe this is because so many people are losing their jobs, the email to my show has doubled just in the last three weeks to my website.
[02:29:12.132 --> 02:29:13.273]  It's just going through the roof.
[02:29:13.574 --> 02:29:15.075]  The audience numbers are going up for me.
[02:29:15.115 --> 02:29:16.998]  I'm sure they're doing exactly the same for you.
[02:29:17.678 --> 02:29:17.818]  I think?
[02:29:34.475 --> 02:29:36.476]  And, you know, it's like a magician and a trick.
[02:29:36.597 --> 02:29:40.859]  As long as you don't know the trick is going on, you'll admire the pretty lights and say, ooh, it's there.
[02:29:40.899 --> 02:29:44.162]  But once you know something's happened, you can't make yourself forget.
[02:29:44.482 --> 02:29:49.885]  Once you know that there really isn't an Easter Bunny, you can't be coerced to going back to saying, yes, there is one.
[02:29:50.706 --> 02:29:53.368]  And so all these beliefs are falling apart.
[02:29:53.888 --> 02:29:57.270]  I want to get final comments from you, Mike Rivero, but Bob Dacey's got to go.
[02:29:57.290 --> 02:30:02.814]  He's got to go back and run his little hardware store, one of the last independent standalone hardware stores in Austin.
[02:30:03.703 --> 02:30:06.504]  Hey, you know, I'm trying to wait for my bailout, actually, Alex.
[02:30:06.824 --> 02:30:15.227]  I go to the mailbox every day, and I'm trying to get that $500,000 executive compensation minimum check from the government, and then I'll shut up.
[02:30:15.347 --> 02:30:22.510]  You know, I mean, really, because I deserve $500,000, and you know, from those according to their abilities, to those according to their needs.
[02:30:23.010 --> 02:30:27.332]  So, you know, why don't I just go into this thing and wait for my executive conversation.
[02:30:27.372 --> 02:30:30.093]  I promise I won't take any more than $500,000 max.
[02:30:30.133 --> 02:30:30.653]  I promise.
[02:30:31.053 --> 02:30:35.635]  Tell the folks where your little hardware store is in Austin that don't want to go to the big box stores.
[02:30:35.855 --> 02:30:49.701]  Well, you know, we're the local True Value franchise here in Austin and we're at Spotswood Springs Road and 183 in Northwest Austin and we have a hardware store and we make screens and we sell Alex Jones videos and do a little bit of locksmithing and do all kinds of things.
[02:30:49.801 --> 02:30:50.901]  You even sell guns?
[02:30:52.742 --> 02:30:52.962]  Yes sir.
[02:30:53.002 --> 02:30:53.343]  Yes sir.
[02:31:05.001 --> 02:31:09.324]  The problem with the selling of guns right now, Alex, is that they're awful hard to get right now.
[02:31:09.344 --> 02:31:15.268]  But however you can't have the slaves and the serfs having weapons!
[02:31:15.749 --> 02:31:18.691]  Barack the Quack has made everyone want to buy guns.
[02:31:18.731 --> 02:31:20.692]  He's been really good for the gun industry.
[02:31:20.732 --> 02:31:23.274]  Lord Obama is a sensible individual.
[02:31:23.534 --> 02:31:27.877]  Total disarmament of the civilian population under the UNIDIR.
[02:31:28.277 --> 02:31:40.860]  The 2001 July 7th agreement to disarm all civilians for a power monopoly of the state under UN law is the only sensible system if we're going to carry out eugenics against these slaves!
[02:31:41.060 --> 02:31:42.520]  They're rabble scum!
[02:31:42.660 --> 02:31:44.921]  They need to be euthanized immediately!
[02:31:45.201 --> 02:31:47.321]  And how dare them not want to be slaves!
[02:31:47.521 --> 02:31:50.222]  How dare them not want to be in inner city reservations!
[02:31:50.462 --> 02:31:55.183]  How dare them not submit to us and our divine will with geniuses!
[02:31:55.646 --> 02:31:58.427]  And what Alex just said is actually factual.
[02:31:58.467 --> 02:32:09.211]  It was Christoph Carl and Patricia Lewis, Unidir, 2000, in a paper they put out called, uh, Disarming... Taking this military-style weapons away from civilians.
[02:32:09.471 --> 02:32:14.412]  Everything he just joked about right now is actually documented in fact.
[02:32:14.492 --> 02:32:16.493]  Of course we must take all your firearms!
[02:32:16.813 --> 02:32:18.294]  Including the semi-automatic.
[02:32:18.314 --> 02:32:31.565]  How are we going to re-educate you to accept being euthanized if we don't... According to Obama and his people, the right of the people to keep and bear flintlocks shall not be infringed.
[02:32:31.945 --> 02:32:39.732]  And the founding fathers, as you've seen in our FEMA training videos, the police in Kansas City, were terrorists against the crown!
[02:32:39.752 --> 02:32:42.354]  The Second Amendment is a vicious crime!
[02:32:42.894 --> 02:32:43.475]  Absolutely.
[02:32:44.946 --> 02:32:45.968]  How dare you!
[02:32:46.188 --> 02:32:46.849]  How dare you!
[02:32:46.869 --> 02:32:48.412]  I will disarm you immediately!
[02:32:48.773 --> 02:32:49.434]  That man!
[02:32:49.634 --> 02:32:50.796]  That man there laughing!
[02:32:51.077 --> 02:32:51.738]  Seize him!
[02:32:52.039 --> 02:32:53.100]  Seize him!
[02:32:53.281 --> 02:32:55.364]  He has been rude to a lordship!
[02:32:58.112 --> 02:32:59.894]  Mike, would you like to do an English invitation?
[02:33:00.775 --> 02:33:02.277]  No, but I did have a comment here.
[02:33:02.297 --> 02:33:07.904]  There's one positive thing about a flintlock and that is you learn how to place your shots and you don't waste any ammo.
[02:33:08.385 --> 02:33:13.391]  And don't diss the muzzle loaders because we don't have paperwork following our guns around.
[02:33:13.791 --> 02:33:15.614]  And once you learn how to place that shot,
[02:33:16.412 --> 02:33:19.533]  Those old rifles can be very very accurate at a distance.
[02:33:20.954 --> 02:33:28.957]  That's why I was trained on a single shot .22 because you load it each time and I mean literally I could shoot a bullseye at 200 yards with that when I was a little kid.
[02:33:28.977 --> 02:33:41.742]  Well you know the Supreme Court back in 39 said that the weapons that were really protected by the Second Amendment were the type in common use at the time by the military and it just so happens that during the time of the revolution that the civilians, the militiamen
[02:33:42.302 --> 02:33:50.970]  How dare you speak badly of the gracious imperial forces of King George III as he put down that disgusting, that disgusting rebellion by these uppity slaves!
[02:34:00.779 --> 02:34:04.282]  Pardon me, I'm just trying to do a little historical context here, Alex, that's all.
[02:34:05.123 --> 02:34:07.845]  The militiamen had better rifles than the regular army.
[02:34:07.865 --> 02:34:12.769]  They were disgusting, wild, savage, heathens!
[02:34:13.790 --> 02:34:18.354]  And we went forward to confiscate their firearms, and they dare fire back at us!
[02:34:18.894 --> 02:34:23.818]  Yes, as what's it in the movie said, in the Patriot, these rustics are so inept.
[02:34:24.639 --> 02:34:24.919]  Yes.
[02:34:24.939 --> 02:34:27.982]  Yeah, and the rustics won.
[02:34:29.053 --> 02:34:32.756]  Yes, the rustics won definitely because they learned how to place those shots.
[02:34:33.136 --> 02:34:34.677]  Now we put fluoride in their water!
[02:34:34.957 --> 02:34:35.898]  That teaches them!
[02:34:36.178 --> 02:34:38.179]  I'm sorry, Mr. Rivero!
[02:34:38.500 --> 02:34:39.260]  Go ahead!
[02:34:40.861 --> 02:34:44.544]  Well, listen, you don't have to worry about fluoride in the water if you're drinking beer all the time.
[02:34:45.695 --> 02:34:46.255]  Absolutely.
[02:34:46.915 --> 02:34:48.296]  Listen, Bob Dacey, great having you here.
[02:34:48.476 --> 02:34:49.476]  Thank you very much, Alex.
[02:34:49.556 --> 02:34:50.657]  Mike, good seeing you, man.
[02:34:50.697 --> 02:34:52.557]  I'm glad to talk to you for the first time.
[02:34:52.577 --> 02:34:53.538]  Good to talk to you, too.
[02:34:53.798 --> 02:34:58.759]  I will continue to go to WhatReallyHappened.com every day, right after I go to Infowars.com.
[02:34:58.859 --> 02:34:59.600]  Alright, Bob.
[02:34:59.620 --> 02:35:00.400]  Good to see you, my friend.
[02:35:00.420 --> 02:35:00.780]  Thank you.
[02:35:01.020 --> 02:35:01.740]  Thank you very much.
[02:35:02.601 --> 02:35:12.624]  Guys, get ready with the YouTube video of the supposed camera and microphone in the Magnavox digital TV converter, because we're going to go over that here in a moment.
[02:35:14.710 --> 02:35:17.472]  All right, I've been ranting and raving here for the cameras.
[02:35:19.013 --> 02:35:25.598]  Final comments, Mike Rivero, they're really beating the drums now about Iran having secret weapons and devil drones.
[02:35:25.878 --> 02:35:27.600]  Looks like they're really trying to build that back up.
[02:35:27.920 --> 02:35:32.443]  Israel admitted a few days ago they're launching terror attacks inside Iran to try to get them to do something.
[02:35:32.463 --> 02:35:33.244]  Where do you see that going?
[02:35:34.272 --> 02:35:36.113]  Well, obviously, you know, the U.S.
[02:35:36.173 --> 02:35:55.960]  government knows they're in serious, serious trouble, and I think they're trying to go back to the conventional wisdom that if they can get a good regional or global war going, that we, the American people, will forget all about the lies and the cheating and the economic hardships, and we'll just line up behind the flag and salute smartly and throw our children into the flames of a foreign war yet again.
[02:35:56.420 --> 02:36:02.546]  I don't think it's going to work because, again, the dynamics by which information flows through our society has completely changed.
[02:36:02.826 --> 02:36:07.971]  But I think the people running our government are a bunch of old Cold War fossils who don't get it.
[02:36:08.172 --> 02:36:16.460]  They don't understand how the information environment has completely changed because of the Internet, because of your website, because of our radio shows.
[02:36:17.938 --> 02:36:22.379]  Well, that sounds very American Al Qaeda-ish, talking about the Founding Fathers and things.
[02:36:22.720 --> 02:36:25.540]  Mike Rivera, we'll talk to you again soon with your month-to-month visit.
[02:36:25.580 --> 02:36:27.001]  I know that's coming up in just a week or so.
[02:36:27.601 --> 02:36:28.842]  And Godspeed, my friend.
[02:36:28.862 --> 02:36:29.242]  Take care.
[02:36:30.062 --> 02:36:30.802]  Thank you very much.
[02:36:31.262 --> 02:36:31.522]  You bet.
[02:36:31.542 --> 02:36:32.643]  There he goes, ladies and gentlemen.
[02:36:33.223 --> 02:36:34.443]  Bye-bye to Hawaii.
[02:36:34.523 --> 02:36:36.184]  In fact, let's just say bye to him one more time.
[02:36:37.566 --> 02:36:42.011]  And that's what's so strong about the alternative media is that it's just a webcam.
[02:36:42.051 --> 02:36:42.752]  It's a little studio.
[02:36:42.812 --> 02:36:43.372]  It's some cameras.
[02:36:43.432 --> 02:36:43.913]  It's some lights.
[02:36:43.933 --> 02:36:44.734]  We're here covering the news.
[02:36:44.754 --> 02:36:45.595]  We're having fun with it.
[02:36:46.015 --> 02:36:50.460]  We're just showing the insanity that's being put in the news like it's no big deal.
[02:36:50.720 --> 02:36:58.829]  Like Bush announced that for five years previous they were staging terror attacks in Iran using Al-Qaeda, using Wahhabis out of Saudi Arabia.
[02:37:00.273 --> 02:37:04.475]  And then now Israel admits they're staging terror attacks in Iran, and they just report it like it's a good thing.
[02:37:04.735 --> 02:37:09.758]  Oh, we're assassinating and bombing and killing people in Iran, and they're laying down and taking it.
[02:37:09.818 --> 02:37:10.478]  Aren't they bad?
[02:37:11.279 --> 02:37:14.460]  So I just take the mainstream London Telegraph and go, this is insane!
[02:37:14.841 --> 02:37:17.402]  I take Haratz and go, they're reporting this like it's a good thing.
[02:37:17.742 --> 02:37:18.623]  Is that a good thing?
[02:37:19.723 --> 02:37:22.565]  What would you do if Iran had troops here staging terror attacks?
[02:37:24.466 --> 02:37:25.526]  I mean, think about this.
[02:37:25.626 --> 02:37:27.507]  Okay, I want to go ahead and play this video.
[02:37:27.527 --> 02:37:28.368]  Do you have the YouTube ready?
[02:37:29.318 --> 02:37:32.739]  I want to play this off YouTube because I got a lot of emails.
[02:37:33.019 --> 02:37:36.200]  We wrote a blurb about it saying, is it a hoax?
[02:37:36.340 --> 02:37:37.700]  It appears to be a hoax.
[02:37:38.180 --> 02:37:50.383]  Now remember, this discredits all the serious research where Google and others admit they're using the microphone and the camera to dial in, listen to what you're doing, and then tailor advertising for you, or TiVo and other cable systems being two-way.
[02:37:50.403 --> 02:37:51.923]  In fact, bring me one of the cable boxes.
[02:37:51.943 --> 02:37:52.904]  I want to show folks that in a minute.
[02:37:53.304 --> 02:37:54.564]  Right now, let's go ahead and play part of this clip.
[02:37:54.584 --> 02:37:54.884]  Here it is.
[02:37:54.904 --> 02:37:58.005]  So I bought one of these.
[02:37:58.934 --> 02:38:01.036]  Digital Converter TV Boxes.
[02:38:01.836 --> 02:38:02.977]  I actually bought two of them.
[02:38:04.418 --> 02:38:08.922]  And I had a friend that was trying to tell me that they put cameras in these things.
