[00:00:00.009 --> 00:00:01.530]  Federal Agents!
[01:12:42.865 --> 01:12:43.846]  That's exactly right.
[01:12:43.926 --> 01:12:48.850]  And I'm at a loss to do that because I don't have the funding to do something like that.
[01:12:48.950 --> 01:12:56.497]  I've got all kinds of professional people on the West Coast and Hollywood who know me and who know that my work has served as the
[01:12:57.413 --> 01:13:10.524]  As a means spring for many television shows and movies and books and all kinds of people are using, you know, my stuff over the years because I share it freely with everyone in Hollywood.
[01:13:10.724 --> 01:13:20.252]  I've been here for 48 years, so everyone knows that, but, and they've used stuff directly out of Da Vinci Code, used things directly out of my videos.
[01:13:20.892 --> 01:13:25.156]  The whole concept of the conspiratorial apparatus
[01:13:25.717 --> 01:13:26.137]  Tell me about it.
[01:13:49.625 --> 01:14:00.333]  Because I know, until this thing can be done right, I don't want to put out... Well, Jordan, last time we talked and you brought this up to me, just tell me what your blueprint is and how you want it done.
[01:14:00.353 --> 01:14:03.375]  And if you do want me to work on it with you, I'd be glad to.
[01:14:03.415 --> 01:14:05.017]  But regardless, just get it done.
[01:14:05.077 --> 01:14:08.119]  Get this information out to people, regardless of who does it.
[01:14:08.659 --> 01:14:09.700]  Make sure you get it done.
[01:14:10.341 --> 01:14:14.744]  Well, I know, because I don't want to leave this planet until this work is done.
[01:14:14.864 --> 01:14:17.206]  And that's something that has caught my attention
[01:14:17.748 --> 01:14:23.569]  For over 40 years I've been looking at this one subject and it's very, very powerful stuff.
[01:14:24.329 --> 01:14:29.631]  And I can't think of anybody that could do more with it than you.
[01:14:29.651 --> 01:14:40.333]  And so that's why I'd like to have you a part of this because I'd like for you to handle it and put it out there because I don't have the wherewithal to do any of this.
[01:14:41.693 --> 01:14:46.154]  I need somebody that has a system already in operation that can distribute
[01:14:46.698 --> 01:14:55.565]  And Ken get to the largest amount of people and you have a huge audience so that's why I mentioned before that I'd like to maybe possibly do something
[01:14:56.058 --> 01:15:00.800]  With you in relation to this subject, but you're going to have to see it for yourself first.
[01:15:00.820 --> 01:15:05.183]  Jordan, what I'll do is, I'm going to be out on the West Coast soon, very soon.
[01:15:05.203 --> 01:15:10.305]  In fact, I'm about to be out there this weekend, but I have something else I have to do.
[01:15:11.086 --> 01:15:13.527]  So I need to come out there and see you.
[01:15:14.427 --> 01:15:15.168]  Yes, yes.
[01:15:15.448 --> 01:15:21.191]  I would like for you to come here, see me, sit here and spend an hour here and let me just go through
[01:15:22.469 --> 01:15:24.210]  The best, you know, the basics.
[01:15:24.250 --> 01:15:33.932]  Let me just go through it slowly and show you the progression of the story so at least you have in your mind the concept and how large it really is.
[01:15:33.952 --> 01:15:35.533]  Alright, well I'm honored.
[01:15:35.813 --> 01:15:36.873]  Let's pull the trigger on it.
[01:15:36.913 --> 01:15:39.114]  I'll get out there as soon as I can when it's a good date for you.
[01:15:39.174 --> 01:15:40.254]  It's been a couple days at least.
[01:15:40.654 --> 01:15:42.534]  Like you said, you were saying it would take a while.
[01:15:42.815 --> 01:15:44.335]  I've got more time than an hour if you've got it.
[01:15:44.915 --> 01:15:46.676]  And then just tell me how you want it done.
[01:15:46.716 --> 01:15:47.956]  Let's pull the trigger on it, Jordan.
[01:15:48.676 --> 01:15:49.717]  I think it would be great.
[01:15:50.137 --> 01:15:51.618]  Well, thank you.
[01:15:51.638 --> 01:15:52.319]  This is exciting.
[01:15:52.699 --> 01:15:55.501]  We have so many of these discussions on the air.
[01:15:55.521 --> 01:15:58.123]  Perhaps we might have it privately as well.
[01:15:58.143 --> 01:15:58.904]  Yes.
[01:15:59.164 --> 01:16:13.575]  Because I'm telling you, Alex, I have something here that I know is so explosive and so incredibly mind-boggling when it's finally presented correctly.
[01:16:14.099 --> 01:16:36.336]  So that you begin to see the progression of the use of this symbol, how it is used by the different cults, different religions of the world, how it is used by the different governments, all governments of the world, all the royalty of Europe have used this word and terms and symbols, and then to see it now finally on full display right now in America,
[01:16:36.903 --> 01:16:40.426]  It will finally hit you how big this thing really is.
[01:16:40.526 --> 01:17:00.161]  And that signifies though, that's what I keep asking, I mean, the fact that they're now going with everything, they suddenly display the symbol, you know, moving away from the eye to the rising sun, over the earth, they move into that, which I guess signifies in their hierarchy, and correct me if I'm wrong, that they are now engaging, what, the final plan?
[01:17:00.701 --> 01:17:06.566]  Yes, yes, the ultimate final conclusion to thousands of years
[01:17:07.914 --> 01:17:25.745]  of a plan that was laid out a long time ago is finally being blanketed across the world and no one is able to comprehend how large this thing is, how big it is and the implications of it.
[01:17:26.645 --> 01:17:31.268]  It's just a staggering story and I don't even know what to do with it.
[01:17:31.328 --> 01:17:36.512]  I don't even know how to explain to the audience how big this thing really is.
[01:17:37.222 --> 01:17:37.622]  How are you?
[01:17:55.319 --> 01:17:58.039]  Into the new light of a new world order.
[01:17:58.520 --> 01:18:01.620]  Well, did you hear his acceptance speech?
[01:18:02.200 --> 01:18:04.561]  Where he kept saying the new age, the new age, the new age.
[01:18:04.601 --> 01:18:07.601]  Barack Obama, well, his inaugural speech.
[01:18:07.821 --> 01:18:08.461]  Please continue.
[01:18:08.981 --> 01:18:09.821]  Yes, I know.
[01:18:10.782 --> 01:18:13.282]  It's all part and parcel of what I'm talking about.
[01:18:13.542 --> 01:18:15.502]  Coming into the new age, coming into the new light.
[01:18:15.983 --> 01:18:17.703]  Why are you saying that's so dangerous?
[01:18:18.563 --> 01:18:24.264]  It is profoundly dangerous because the people who are doing it aren't...
[01:18:25.200 --> 01:18:45.931]  They have, look it, the best way I can explain it is that for years, kids, years ago, kids used to talk on the phone in front of their parents and use terms, and they still do today, they could use terms and catchphrases which the young people understand but which the adults don't.
[01:18:46.431 --> 01:18:53.495]  And so the kids could be sitting right in the front room talking in front of their parents and talking about a drug deal or something really nefarious,
[01:18:54.048 --> 01:19:00.870]  And the parents are hearing it and they don't understand at all the terms that are being used and the catchphrases, what they mean.
[01:19:01.310 --> 01:19:05.291]  Well, the same thing is true today with the elite who are running the world.
[01:19:05.851 --> 01:19:07.411]  They have a lingo.
[01:19:07.471 --> 01:19:13.733]  They have symbols of words and terms that they use among themselves, that they know what they're talking about.
[01:19:14.113 --> 01:19:20.814]  And they realize that the people of the world have no idea about what they're saying, what it means.
[01:19:21.615 --> 01:19:23.455]  And once you've cracked this code,
[01:19:24.125 --> 01:19:28.686]  Of words and terms, it's staggering and it's frightening in its implications.
[01:19:28.826 --> 01:19:30.107]  And that's what I've got.
[01:19:30.507 --> 01:19:41.930]  Because they're saying, at least with the Earth First Battalion and what the Pentagon says and what General Stubblebot and others have said, that the New Age means killing most of us, doesn't it?
[01:19:42.230 --> 01:19:43.611]  Oh, I'm afraid so, yes.
[01:19:43.751 --> 01:19:47.012]  Because it's part of the agenda.
[01:19:48.010 --> 01:19:54.075]  And the new man, the cybernetic merger of humans and machines and the extermination of the majority of us.
[01:19:54.435 --> 01:20:03.181]  That's right, because they are dumbing down the humans while making the machines and the computers able to think for themselves.
[01:20:03.261 --> 01:20:07.644]  And so in America, we like to brag that we've got computers that can think for themselves.
[01:20:07.704 --> 01:20:09.686]  And I say, thank God, because the people can't.
[01:20:10.413 --> 01:20:17.558]  So the new age, one facet, I don't want to oversimplify it all, but one facet of the new age is the new man, the new creation.
[01:20:17.939 --> 01:20:18.479]  That's right.
[01:20:19.180 --> 01:20:20.961]  And the old man goes bye-bye.
[01:20:21.942 --> 01:20:22.442]  You've got it.
[01:20:22.682 --> 01:20:25.884]  That's exactly one of the most important terms is the new man.
[01:20:26.385 --> 01:20:38.734]  And when you begin to see what that term new man actually implies, and why Adolf Hitler talked about all the time creating the new man, why Stalin in his writings talked about
[01:20:39.130 --> 01:20:51.352]  The coming of the new man, when you see the communist symbols and words and terms that were used by the Communist Party around the world, talking about the coming of the new man, when the sun would rise on the new order.
[01:20:52.033 --> 01:21:04.655]  Once you begin to see this, then you see how very powerful and ancient and old and well-financed this whole monstrosity on the human race really is, and then for the first time,
[01:21:05.168 --> 01:21:08.951]  You begin to see how serious in trouble we really are.
[01:21:25.262 --> 01:21:27.744]  Exactly, and that's happened to me on many different fronts.
[01:21:28.064 --> 01:21:32.767]  Because I will use terms that are in the Bible, and I'm trying to explain what they mean in relation to my research
[01:21:53.900 --> 01:22:04.846]  Then people go out and say, well, Jordan is saying this, this, and that, and therefore he obviously is working for the government, he's working for the conspiracy, and I'm just appalled because I'm not able to really
[01:22:05.410 --> 01:22:07.771]  Don't put anything out there into the public for them.
[01:22:07.791 --> 01:22:11.072]  Because this is so nuanced and sophisticated and multifaceted.
[01:22:11.492 --> 01:22:18.794]  You're saying they're going to come in with the dictatorship of the machines and the cyborg, cybernetic merger and other things that they say are coming.
[01:22:19.054 --> 01:22:30.118]  You're saying, you know, they've built all of this to then have a false revolution and bring in this control and then others come and take your research, get everybody on board with the research and then say, but the new man, that will fix it.
[01:22:30.878 --> 01:22:33.559]  The false revolution, the false new age.
[01:22:34.079 --> 01:22:37.101]  Well, that's exactly what the Bible talks about, how the devil works.
[01:22:37.181 --> 01:22:51.853]  I mean, even in Scripture, even in Christianity, Christians are aware that there is a concept that the dark side will use what is good to deceive, and that even the elect to be deceived is so well done.
[01:22:51.873 --> 01:22:53.054]  Counterfeits!
[01:22:53.394 --> 01:22:53.934]  Counterfeits!
[01:22:54.595 --> 01:22:55.275]  Absolutely.
[01:22:55.375 --> 01:22:56.476]  It's counterfeit.
[01:22:58.037 --> 01:23:03.682]  But unless you understand and are able to sit for an hour or so and watch
[01:23:04.566 --> 01:23:18.276]  A presentation that was showing the symbols that were used thousands of years ago, used in Rome, used in England, and today are being used here, finally hit you what I'm talking about.
[01:23:18.416 --> 01:23:19.977]  It's something you have to see.
[01:23:20.537 --> 01:23:25.741]  You have to watch the progression in order to understand the severity of what I'm talking about.
[01:23:26.201 --> 01:23:28.523]  Well, I'm honored.
[01:23:29.724 --> 01:23:32.666]  Let's get on the horn very soon and set up a time to do that.
[01:23:35.120 --> 01:23:41.548]  Without giving out the deep knowledge you've got, which you know will then be misconstrued, mispackaged, thus destroying the message.
[01:23:41.568 --> 01:23:43.109]  That's why you can't come out with it.
[01:23:44.231 --> 01:23:48.256]  We're on the same page, I know you've done deeper research than I, but you notice I'm throwing out basically what it is here.
[01:23:51.590 --> 01:23:53.971]  Just talking about what we're facing in the upheaval.
[01:23:54.011 --> 01:23:55.211]  More staged terror attacks.
[01:23:55.551 --> 01:23:56.611]  More economic collapse.
[01:23:56.751 --> 01:23:58.312]  Open World Government Bank being set up.
[01:23:58.592 --> 01:24:01.753]  Carbon taxes with bureaucratic regulators over every facet of our lives.
[01:24:02.053 --> 01:24:04.494]  Shutting down all small industry farms and ranches.
[01:24:05.194 --> 01:24:06.254]  Gun confiscation.
[01:24:06.714 --> 01:24:07.695]  Giant youth brigades.
[01:24:07.795 --> 01:24:08.915]  It's all being announced.
[01:24:09.155 --> 01:24:10.456]  I think it is the final, last and final move.
[01:24:10.476 --> 01:24:11.196]  In my humble opinion.
[01:24:30.757 --> 01:24:31.898]  This is it.
[01:24:32.038 --> 01:24:34.040]  There is nothing to come after this.
[01:24:34.320 --> 01:24:35.621]  You have never said that before.
[01:24:35.661 --> 01:24:38.183]  You have never said that in 49 years of research.
[01:24:38.203 --> 01:24:39.364]  You've never said, this is it.
[01:24:39.924 --> 01:24:40.385]  This is it.
[01:24:40.445 --> 01:24:51.513]  But as far as I'm concerned, there is no doubt in my mind because I've watched the steps and watched it progress over the years and looked at it from every point of view.
[01:24:51.613 --> 01:24:59.780]  I've taken this to other authors, writers, researchers in private and they're looking at it and we're studying this thing.
[01:25:00.626 --> 01:25:16.677]  Up until now I have always believed that there was going to be some way that people would wake up and find out and be able to thwart this thing, but now I am totally convinced that the last and final stroke has been put into place now and now
[01:25:17.421 --> 01:25:19.983]  It's a survival of the human race now.
[01:25:20.244 --> 01:25:22.525]  Now it is cosmic in proportion.
[01:25:22.806 --> 01:25:30.172]  Because once the elite engage all these thousands of years of programming, conditioning, and preparation, this isn't even a machine they can turn off, is it?
[01:25:30.372 --> 01:25:31.553]  That's right, exactly.
[01:25:31.613 --> 01:25:34.275]  It's not something that they have control over anymore.
[01:25:34.375 --> 01:25:36.938]  Now it is cosmic in proportion.
[01:25:37.458 --> 01:25:39.740]  It's the basis for governments.
[01:25:40.421 --> 01:25:41.922]  The symbol is used in
[01:25:42.518 --> 01:25:46.859]  And governmental systems, educational systems, law enforcement, military.
[01:25:46.879 --> 01:25:57.601]  And you're saying there is an above, let's just get down to the bottom line, Christians can call it spiritual entities, whatever, the elite believe this in their own writings, there is an above human government that's been directing things.
[01:25:57.781 --> 01:25:58.881]  Oh, you can bet on that.
[01:25:58.941 --> 01:26:00.281]  There is no doubt in my mind.
[01:26:00.301 --> 01:26:06.462]  That's why so many people have asked and talked about my religious faith as to whether I believe in God.
[01:26:06.582 --> 01:26:09.563]  I have no problem at all believing in God.
[01:26:09.723 --> 01:26:11.743]  I have no problem believing in the divine
[01:26:12.273 --> 01:26:16.954]  Because I have studied the occult world for many, many years.
[01:26:17.174 --> 01:26:26.997]  I know what these symbols and religions, where they've come from, how they were co-opted, put into use by the elite powers of the world.
[01:26:27.557 --> 01:26:34.839]  I have no doubt in my mind that there is a God, and I have nothing but praise and honor for spirituality.
[01:26:35.239 --> 01:26:41.601]  But I'm telling you, and at this point I don't even care how people view this statement,
[01:26:42.170 --> 01:26:48.376]  The religions of this world are, just as the scripture says, all flesh has lost its way.
[01:26:48.456 --> 01:26:55.984]  You have no idea in the world to what extent religions have been co-opted by the dark side, and it's right in your face.
[01:26:56.564 --> 01:26:57.485]  We just don't see it.
[01:26:58.046 --> 01:26:59.688]  And the dark side always tells riddles.
[01:27:00.068 --> 01:27:01.209]  They say they're bringing the light.
[01:27:01.649 --> 01:27:03.291]  They're really bringing the dark sunshine.
[01:27:03.311 --> 01:27:04.753]  They're bringing the darkness.
[01:27:05.697 --> 01:27:09.519]  You don't have to be in the military to enjoy military surplus savings.
[01:27:09.839 --> 01:27:15.641]  Right now at MainMilitary.com, you'll find savings on the top must-have military supplies.
[01:27:16.001 --> 01:27:18.002]  M10 gas masks for $12 or 3 for $30.
[01:27:18.122 --> 01:27:19.063]  Gas mask hoods, $4 or 3 for $10.
[01:27:19.603 --> 01:27:20.603]  Mask filters, $6 or 3 for $15.
[01:27:20.643 --> 01:27:22.204]  Save big on British chemical suits, only $12.
[01:27:22.244 --> 01:27:22.644]  Israeli gas masks, $20.
[01:27:29.727 --> 01:27:33.130]  Trigger finger gloves, $5 a pair or $36 a dozen.
[01:27:33.370 --> 01:27:36.512]  Snowshoe binding for $8 or $48 a dozen.
[01:27:36.692 --> 01:27:37.733]  And so much more.
[01:27:38.014 --> 01:27:41.456]  Even hard to find surplus items, all at surplus prices.
[01:27:41.716 --> 01:27:46.460]  Preparing the whole family has never been so affordable at MainMilitary.com.
[01:27:46.780 --> 01:27:48.201]  MainMilitary.com.
[01:27:48.382 --> 01:27:51.324]  One of the last surviving true surplus stores in the country.
[01:27:51.604 --> 01:27:54.606]  Shop now at M-A-I-N-E Military.com.
[01:27:55.487 --> 01:27:56.968]  Or call 877-608-0179.
[01:27:57.708 --> 01:28:03.651]  That's 877-608-0179 today.
[01:28:04.792 --> 01:28:17.498]  Now, from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
[01:28:17.918 --> 01:28:24.681]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation in which family members receive answers to their questions.
[01:28:25.021 --> 01:28:28.582]  And the true perpetrators of this horrendous crime are brought to justice.
[01:28:28.962 --> 01:28:32.143]  Loose Change Final Cut is the ultimate 9-11 expose.
[01:28:32.383 --> 01:28:34.104]  From hijackers being trained at U.S.
[01:28:34.144 --> 01:28:39.885]  military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[01:28:40.285 --> 01:28:45.467]  Secure your copy of Loose Change Final Cut today at InfoWars.com or PrisonPlanet.com.
[01:28:45.687 --> 01:28:49.388]  While you're visiting the online video store, be sure to check out the huge discounts.
[01:28:49.648 --> 01:28:55.494]  On films like Endgame, Blueprint for Global Enslavement, America, Freedom to Fascism, and hundreds of other titles.
[01:28:55.914 --> 01:28:58.156]  We're in a no holds bar information war.
[01:28:58.557 --> 01:29:03.862]  Truth is our weapon, and PrisonPlanet.com has the tools you need to take the fight back to Big Brother.
[01:29:04.375 --> 01:29:07.437]  Have you ever wanted to generate your own supply of electrical power?
[01:29:07.877 --> 01:29:11.179]  If so, this is going to be the most important message you will ever hear.
[01:29:11.659 --> 01:29:17.582]  Solar-powered generators are now available from Solutions from Science, one of GCN's oldest and most trusted sponsors.
[01:29:17.962 --> 01:29:22.105]  These emergency backup systems provide life-saving electrical power when you need it most.
[01:29:22.605 --> 01:29:28.328]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity for free.
[01:29:28.608 --> 01:29:31.690]  It's like having an electric power plant running quietly in your own home.
[01:29:32.030 --> 01:29:33.831]  Run sump pumps, shortwave radios,
[01:29:33.891 --> 01:29:34.251]  I think?
[01:29:55.385 --> 01:29:55.645]  Call 877-327-0365.
[01:29:55.665 --> 01:29:55.705]  877-327-0365.
[01:29:55.725 --> 01:29:56.186]  Don't wait.
[01:29:56.226 --> 01:29:56.526]  Call today.
[01:29:56.566 --> 01:29:59.088]  Think of how dear and sweet the children of the world are.
[01:29:59.108 --> 01:29:59.948]  How innocent.
[01:30:00.089 --> 01:30:01.730]  The light of God in their eyes.
[01:30:01.790 --> 01:30:02.330]  Think about
[01:30:21.829 --> 01:30:25.452]  All the people that have struggled against tyranny and oppression so that we have some modicum of liberty.
[01:30:26.693 --> 01:30:32.879]  And then think about the great darkness the new world order is forging, all their crimes, all the wicked things they've done, how they enjoy hurting the innocent.
[01:30:33.976 --> 01:30:36.457]  We are in an eternal fight against evil.
[01:30:36.517 --> 01:30:37.758]  It is good versus evil.
[01:30:38.278 --> 01:30:41.159]  And evil is making its greatest move in history.
[01:30:42.039 --> 01:30:47.261]  Right now, all of the, in the elites' own words, planets are aligned.
[01:30:47.341 --> 01:30:49.062]  They are going into high gear.
[01:30:49.102 --> 01:30:52.604]  They believe this is their jump point, their move.
[01:30:54.704 --> 01:31:00.627]  We have no future if we don't struggle and fight back and speak out now and have a mass awakening against this system.
[01:31:02.628 --> 01:31:08.736]  Jordan, just in summation, because the show's basically over, how do you see this last four minutes playing out?
[01:31:09.237 --> 01:31:12.201]  I mean, is there a light at the end of the tunnel that isn't a freight train coming at us?
[01:31:12.661 --> 01:31:16.406]  Is there a way if people... I mean, I see folks actually waking up in mass.
[01:31:17.107 --> 01:31:19.430]  I mean, they're not waking up to the sophistication of the attack,
[01:31:19.991 --> 01:31:20.752]  I appreciate what you're saying.
[01:31:20.772 --> 01:31:24.795]  For myself, I just question whether the human race is going to be able to extricate itself out of this mess.
[01:31:47.270 --> 01:32:16.325]  Because unless and until you understand what your enemy is really all about, and what is actually happening here, and you know, the military has planners and people in the CIA who plan things, and getting intelligence, and as far as I'm concerned, I don't see much intelligence being done in the so-called truth movement, because they haven't, they do not have a grasp
[01:32:17.017 --> 01:32:19.680]  On the cosmic size of this thing.
[01:32:20.460 --> 01:32:24.103]  We're all looking at the different problems and they're all right there in your face.
[01:32:24.284 --> 01:32:26.846]  And we're looking at low level puppets and minions and front men.
[01:32:27.466 --> 01:32:28.928]  Right, and that's what we're looking at.
[01:32:29.268 --> 01:32:30.229]  Yeah, never looking past it.
[01:32:30.769 --> 01:32:32.170]  But never looking past it.
[01:32:32.371 --> 01:32:36.354]  I'm telling you there's something far, far bigger and far worse.
[01:32:36.995 --> 01:32:40.458]  The implications are absolutely frightening for the human race.
[01:32:40.558 --> 01:32:42.920]  And I've been working on this for a long time.
[01:32:43.684 --> 01:32:46.725]  And I would like to be able to do something with it before I leave here.
[01:32:46.885 --> 01:33:00.030]  But is God, is God, I mean, is the creative, you know, energy of the universe, the creator, I mean, will God allow that to happen?
[01:33:00.710 --> 01:33:02.690]  Well, that's another subject.
[01:33:02.891 --> 01:33:09.033]  I hate to talk about it because I don't want to offend anybody, but by their fruits you will know them.
[01:33:09.393 --> 01:33:12.874]  Christianity is praying every day for protection,
[01:33:13.427 --> 01:33:21.190]  For this and for that, for God to help them, and yet darkness is growing on the earth every day, goodness is dying every day.
[01:33:21.790 --> 01:33:30.493]  Anytime any wisdom is out there or anything of any real value, the dark side will crush it and crush it out of existence.
[01:33:31.093 --> 01:33:41.037]  So, I'm just saying that people who have religious beliefs have better start looking at where their religious church and beliefs have actually come from.
[01:33:41.986 --> 01:33:48.830]  And what these words actually mean, but just a blind faith is not going to help anything anymore.
[01:33:49.151 --> 01:33:53.713]  We are in serious trouble and people have better start looking for the real truth.
[01:33:54.354 --> 01:33:57.055]  Because the more you pray, the worse things are getting.
[01:33:57.396 --> 01:34:02.599]  And until you understand who your enemy is, and understand it thoroughly and correctly,
[01:34:03.106 --> 01:34:06.388]  You're never going to be able to get yourself out of the mess you're in.
[01:34:06.408 --> 01:34:10.650]  Yeah, most religious people, especially Christians, think they're praying to one God and they're praying to another.
[01:34:10.670 --> 01:34:11.211]  That's what you're saying.
[01:34:11.231 --> 01:34:12.071]  You got that right.
[01:34:12.151 --> 01:34:13.432]  That's exactly what's happening.
[01:34:13.971 --> 01:34:16.172]  All right, Jordan, I will talk to you very soon.
[01:34:17.052 --> 01:34:19.893]  In fact, I'll even call you this evening if that's a good time, or tomorrow.
[01:34:19.913 --> 01:34:21.033]  That's fine, that's fine.
[01:34:21.474 --> 01:34:25.435]  Make sure everyone goes on the website and check it out, because I got a lot of stuff there.
[01:34:25.535 --> 01:34:28.056]  And a lot of books and key videos, jordanmaxwell.com.
[01:34:28.356 --> 01:34:31.277]  Jordan, it was an honor talking to you, an honor working with you.
[01:34:31.497 --> 01:34:32.597]  We'll talk to you soon, my friend.
[01:34:33.038 --> 01:34:33.598]  Thank you again.
[01:34:33.698 --> 01:34:34.018]  Bye-bye.
[01:34:34.418 --> 01:34:34.978]  There he goes.
[01:34:35.018 --> 01:34:36.139]  Jordan Maxwell's out of here.
[01:34:36.159 --> 01:34:42.762]  Speaking of a lot of material he's covering, the new film, The Eye of the Phoenix, Secrets of the Dollar Bill, is available at InfoWars.com.
[01:34:43.022 --> 01:34:43.923]  Right now, it just came out.
[01:34:43.963 --> 01:34:44.903]  Retransmission starts now.
[01:34:45.103 --> 01:34:45.343]  Info.
[01:34:46.684 --> 01:34:50.065]  Thank you for listening to GCN.
[01:34:50.105 --> 01:34:52.206]  Visit GCNlive.com today.
[01:34:55.114 --> 01:34:56.676]  Hello friends, this is Alex Jones.
[01:34:56.796 --> 01:35:01.383]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:35:01.543 --> 01:35:04.307]  We need to be independent, and food and water is the key.
[01:35:04.507 --> 01:35:07.351]  You'll never have to stand in a bread line if you have your own bread.
[01:35:07.551 --> 01:35:12.278]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency.
[01:35:12.478 --> 01:35:13.419]  If you simply prepare.
[01:35:13.620 --> 01:35:16.564]  No one is going to take care of your family in the final equation but you.
[01:35:16.864 --> 01:35:23.753]  You know eFoodsDirect.com is still able to ship storable food that's safe from E. Coli, Salmonella, genetic alteration or Chinese imports.
[01:35:23.873 --> 01:35:26.977]  And they do it at almost half the cost of last year's grocery prices.
[01:35:27.138 --> 01:35:27.398]  Call 1-800-409-5633.
[01:35:29.801 --> 01:35:32.242]  Or, on the web, go to eFoodsDirect.com.
[01:35:32.262 --> 01:35:38.346]  Visit eFoodsDirect.com and look over the fine list of high-quality, pre-scribed, and dehydrated foods they have to offer.
[01:35:38.526 --> 01:35:41.848]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[01:35:41.888 --> 01:35:43.048]  Again, 800-409-5633, or on the web at eFoodsDirect.com.
[01:35:43.088 --> 01:35:43.689]  Take action today.
[01:35:43.709 --> 01:35:44.929]  The first step is getting storable food.
