[00:00:00.069 --> 00:00:00.430]  Brother.
[01:27:35.076 --> 01:27:35.716]  Absolutely.
[01:27:36.356 --> 01:27:39.438]  Let's go ahead and talk to David in Montreal, Canada.
[01:27:39.458 --> 01:27:40.258]  You're on the air with David Icke.
[01:27:41.914 --> 01:27:42.194]  Yay!
[01:27:42.214 --> 01:27:43.015]  How's it going?
[01:27:43.615 --> 01:27:45.936]  I'm very happy to finally be able to speak to you both.
[01:27:45.956 --> 01:27:52.519]  I'm the webmaster of CriticalUnity.org and I syndicate a lot of both of your articles and videos on my site.
[01:27:53.239 --> 01:27:59.922]  As David mentioned, people need to take a good look at the big picture and not be intimidated by the elite's manipulation and scare tactics.
[01:28:00.502 --> 01:28:08.426]  The playing of the racial card is only possible because racism was indirectly created by the elites by molding our worldviews
[01:28:09.105 --> 01:28:13.547]  As fascism unfolds, those who supported Obama, or any of these bloodlines, they're waking up.
[01:28:14.228 --> 01:28:17.049]  And we will stand against the corruption no matter what they throw at us.
[01:28:17.449 --> 01:28:19.911]  Our world, our lives, and our freedoms are at stake here.
[01:28:20.251 --> 01:28:30.936]  Because the people have been at the mercy of the malevolent... Sorry, I'm a bit nervous, but... We've been at the mercy of these malevolent powers that have taken over our planet.
[01:28:31.957 --> 01:28:38.020]  The people are ready to hear the truth, but as long as the majority has no opportunity to even know about Infowars, DavidIke.com, or
[01:28:39.575 --> 01:28:40.295]  How will they wake up?
[01:28:40.855 --> 01:28:42.856]  Well, we're doing that now, sir, and I appreciate your call.
[01:28:42.896 --> 01:28:54.678]  I mean, I'm not exaggerating when I say, without even looking, I can spend 10-15 minutes on YouTube and count up videos that people are posting of my TV show or audio, and it's over a million a week just with that.
[01:28:55.078 --> 01:29:01.900]  You know, I've produced films that have been seen, what I can look on hit counters, a piece tens of millions of times on the web, and that now is the new medium.
[01:29:01.940 --> 01:29:06.041]  And people have made tens of millions of copies of the tens of thousands of videos I've shipped out.
[01:29:06.101 --> 01:29:07.021]  Same thing with David.
[01:29:07.541 --> 01:29:13.348]  So, look at the newspapers failing, look at mainstream media losing its ratings, while Alternative explodes.
[01:29:13.749 --> 01:29:15.911]  So, the word is getting out, isn't it David?
[01:29:16.632 --> 01:29:24.942]  It is, and we're heading towards a real explosion, because the curve in Awakening is getting really exponential.
[01:29:25.442 --> 01:29:26.503]  It's a collision course.
[01:29:26.523 --> 01:29:27.443]  Hold on, David.
[01:29:27.523 --> 01:29:30.244]  We're going to skip this one, too, in the time that we have.
[01:29:30.344 --> 01:29:32.445]  Just for Prison Planet, our TV viewers.
[01:29:32.465 --> 01:29:33.846]  For everybody else, we'll be right back.
[01:29:33.866 --> 01:29:34.266]  Stay with us.
[01:29:34.286 --> 01:29:36.847]  Okay, David, continue with what you were saying there.
[01:29:49.762 --> 01:30:02.869]  You know, the exponential curve is now heading straight upwards because as more and more people understand the basics of what is going on, they talk to more people and the whole thing expands.
[01:30:02.929 --> 01:30:08.191]  So you reach a point eventually when it's an explosion and we're absolutely on the cusp of that now.
[01:30:08.251 --> 01:30:10.232]  In fact, we're already beginning to see some of it.
[01:30:10.653 --> 01:30:12.854]  So, you know, this is a wonderful time.
[01:30:13.694 --> 01:30:15.395]  This is not a time to get depressed and
[01:30:15.775 --> 01:30:16.116]  Thank you.
[01:30:32.734 --> 01:30:43.477]  If you go to Google Trends and look at DavidIke.com, Infowars.com, PrisonPlanet.com, Rents.com, all the hundreds of huge sites, my two are the biggest individually.
[01:30:43.537 --> 01:30:47.939]  Infowars is the largest alternative site, Prison Planet is the second largest, and there's Rents and Ike and others.
[01:30:49.339 --> 01:30:52.300]  If you look at them on the trends, it looks like this.
[01:30:52.400 --> 01:30:56.241]  I want to zoom in on this on the PrisonPlanet.TV camera over here if we can.
[01:30:56.921 --> 01:31:03.262]  And this is basically what the trend looks from 2003 when they started Google Trends, tracking all the sites, to 2008.
[01:31:03.343 --> 01:31:05.903]  You can go pull these up on a Google Trends site.
[01:31:06.343 --> 01:31:07.884]  Anyone can look at this for themselves.
[01:31:08.304 --> 01:31:17.866]  And the curve, the growth curve, is exactly the same for all of these alternative media, consciousness expanding, you know, lie-breaking
[01:31:18.286 --> 01:31:21.668]  Websites, it is hyperbolic, it is straight up, David Icke.
[01:31:22.808 --> 01:31:38.996]  Yeah, so, you know, anyone that's sitting out there and is sort of frightened about doing anything or getting involved or the rest of it, you know, there are millions and millions and billions and millions of people gathering now all over the world.
[01:31:39.056 --> 01:31:47.900]  We just need to get together and deal with this because we're in a position now where we're heading to a time when we can.
[01:31:48.462 --> 01:31:52.885]  You know, I look back a few years and my goodness me, you thought, well, is anything going to change?
[01:31:52.945 --> 01:31:56.648]  But crikey, this is dreamland compared to where we were a few years ago.
[01:31:58.369 --> 01:31:59.670]  Well, just God bless you, David.
[01:31:59.770 --> 01:32:06.314]  And again, I've said this the last two times you've been on, but people still try to make hay out of it and you intelligently ignore it.
[01:32:07.916 --> 01:32:12.719]  They probably interviewed me for three hours off and on about you when a British crew was here for Channel 4.
[01:32:13.179 --> 01:32:16.602]  And the one little smart ass thing I said ended up being in the film.
[01:32:17.242 --> 01:32:34.761]  about you being a turd in the punch bowl because people weren't ready to accept some of the things you were saying and then I would have trouble with the basics and I've apologized for that but I'm going to do it again because you've been so big about it and for forgiving me and also because I know that information is used out there still by people to try to drive a wedge so I'll say it again.
[01:32:35.362 --> 01:32:35.963]  I apologize.
[01:32:37.164 --> 01:32:38.845]  No problem, Alex.
[01:32:39.505 --> 01:32:43.308]  We all have different opinions at different times, and they're not always correct.
[01:32:43.588 --> 01:32:44.529]  We all grow.
[01:32:45.389 --> 01:32:46.050]  Of course we do.
[01:32:46.170 --> 01:32:55.096]  And what we need to do is drop anything that divides us, any fault lines, any of this nonsense, because together we're going to sort this.
[01:32:55.196 --> 01:32:56.137]  Divided, we're not.
[01:32:56.482 --> 01:32:58.323]  Well, I think all of us that are awakening are right.
[01:32:58.403 --> 01:33:00.024]  It's just we've got different perspectives.
[01:33:00.385 --> 01:33:00.865]  Exactly.
[01:33:01.005 --> 01:33:03.406]  And then I've just had a chance to move and see things from different angles.
[01:33:03.987 --> 01:33:10.651]  Let's go ahead and, I mean, what's different from what you're saying about an evil overarching force behind it all with what Christians are saying?
[01:33:10.731 --> 01:33:12.412]  Really, again, it's all perspective.
[01:33:13.093 --> 01:33:14.814]  Let's go ahead and go back to the full transmission.
[01:33:16.413 --> 01:33:26.379]  Final segment with David Icke.
[01:33:26.719 --> 01:33:37.246]  Only have time to make a few final calls with him because I have some special information I'm going to be covering.
[01:33:38.386 --> 01:33:40.047]  Let's go ahead and jam in.
[01:33:41.966 --> 01:33:43.227]  Who is up next here, John?
[01:33:43.247 --> 01:33:44.388]  I got confused with the calls.
[01:33:44.688 --> 01:33:45.629]  Mark and P.A.?
[01:33:45.909 --> 01:33:46.790]  Oh, John in Canada.
[01:33:47.130 --> 01:33:49.372]  John in Canada, you're on the air with David Icke.
[01:33:50.293 --> 01:33:51.874]  How's it going there, Alex?
[01:33:52.335 --> 01:33:52.715]  Good, sir.
[01:33:53.676 --> 01:33:54.196]  Awesome.
[01:33:54.597 --> 01:34:01.923]  I just want to thank you guys very much for giving us an alternate source of international news right now, and I enjoy your show greatly.
[01:34:02.683 --> 01:34:09.749]  Alex, did you know that this last Christmas here in Canada was the first white one that we've had across the country since, like, 1974?
[01:34:11.795 --> 01:34:20.884]  Yes, global cooling is happening because the sun has the first time in 300 years of recording it no sunspots, which are the huge flares.
[01:34:21.444 --> 01:34:23.747]  And so the earth is rapidly cooling.
[01:34:25.023 --> 01:34:30.644]  This is another area, Alex and John, where Obama comes into play.
[01:34:31.144 --> 01:34:35.345]  It's another one of his solutions in the agenda behind him.
[01:34:36.346 --> 01:34:48.549]  People will have noticed that his, if you like, environmental, energy, science advisor network of people are all, if you like, worshippers of Al Gore's version of global warming.
[01:34:49.109 --> 01:34:54.290]  And you're going to see Barack Obama pushing forward policies, ludicrous policies, to
[01:34:55.711 --> 01:34:58.913]  Deal with a problem that's not actually caused by what they claim it is.
[01:35:01.414 --> 01:35:06.217]  Yeah, and we just missed the big carbon tax thing here with the last election.
[01:35:06.237 --> 01:35:08.339]  It was one of the main platforms for the Liberal Party.
[01:35:08.979 --> 01:35:21.808]  And I've talked to some people about the Liberal Party and how they're involved with, it's not just the Liberal Party now either, it's also the Conservatives who are involved with the Power Corporation of Canada, who in turn is also linked with the genocide in Sudan.
[01:35:23.152 --> 01:35:33.581]  Every Prime Minister we've had in Canada almost, since Trudeau, including Trudeau, has all been, like, on the board of directors for the Power Corporation of Canada.
[01:35:34.222 --> 01:35:40.367]  And Paul Volcker actually was on the International Advisory Committee as well.
[01:35:40.647 --> 01:35:43.910]  And you tell people this and they go, oh, that's just business.
[01:35:44.311 --> 01:35:45.752]  It's got nothing to do with politics.
[01:35:49.654 --> 01:35:53.358]  Business in terms of the Illuminati is control.
[01:35:53.418 --> 01:35:54.819]  I mean, that's what business is for.
[01:35:55.420 --> 01:35:56.661]  They're just arms of control.
[01:35:57.021 --> 01:36:07.232]  This is why when I hear people of the left dismissing the global conspiracy and saying globalization is just greedy corporations, it's not greedy corporations.
[01:36:07.452 --> 01:36:09.174]  Corporations are a vehicle
[01:36:09.735 --> 01:36:10.595]  Hello, this is Mark.
[01:36:10.615 --> 01:36:11.335]  Hello, Mark.
[01:36:11.395 --> 01:36:12.015]  Hello.
[01:36:12.055 --> 01:36:16.376]  I want to thank both of you for opening my perceptions, as well as many others around the planet,
[01:36:39.943 --> 01:36:42.324]  To the truth of what is really happening.
[01:36:43.044 --> 01:36:49.706]  I'm pretty much a non-traditionalist, a non-conformist, but there are many out there who aren't.
[01:36:50.366 --> 01:36:55.707]  They're busy doing what they're doing.
[01:36:55.827 --> 01:36:58.428]  They want to believe in the good of government.
[01:36:58.448 --> 01:37:00.448]  They want to believe in the good of their community and all of this.
[01:37:01.068 --> 01:37:04.069]  The reality is these things are happening and they're not even aware of it.
[01:37:04.709 --> 01:37:06.950]  When I start to share these things, as well as others,
[01:37:07.740 --> 01:37:08.601]  I'm sure I'm not alone.
[01:37:09.021 --> 01:37:18.548]  When you share these ideas, these perceptions with people, at first they look at you like, oh, that can't be, and then they're in shock, and then they're like the deer in the headlights.
[01:37:19.088 --> 01:37:30.936]  So what comes up to me, and I appreciate very much that you guys are opening our perceptions to these things that are happening and continuing to investigate and research and find out what they're continuing to do, but here's the thing.
[01:37:31.516 --> 01:37:35.099]  When it comes down to it, people are in shock at first, and then
[01:37:35.629 --> 01:37:36.669]  They don't know what to do.
[01:37:37.149 --> 01:37:54.394]  So, and I've listened, I've watched your show, or listened to your show, Alex, many, many times, and I've read your materials, Mr. Ike, and the thing about it is when you boil it all down, people don't know what to do, like taking simple steps of what to do to respond.
[01:37:54.414 --> 01:37:54.855]  Alright, I hear you.
[01:37:54.875 --> 01:37:56.195]  We have to end this here in just a moment.
[01:37:56.215 --> 01:37:57.395]  I'm going to let you go, and I'm sorry.
[01:37:57.775 --> 01:38:02.597]  No more time to go to Tim, Rob, and many others that are holding, and I want David to be able to close out in the last minute here.
[01:38:03.657 --> 01:38:06.059]  Last time we had David on, the time before that, he went through.
[01:38:06.099 --> 01:38:07.680]  Just say no to national ID cards.
[01:38:08.160 --> 01:38:09.921]  Say no to giving up your personal information.
[01:38:09.961 --> 01:38:11.002]  Start growing a garden.
[01:38:11.302 --> 01:38:13.784]  Start talking to your neighbors about the elite.
[01:38:13.844 --> 01:38:15.965]  The awakening is the solution.
[01:38:16.525 --> 01:38:18.266]  Overturning the false paradigm.
[01:38:18.567 --> 01:38:20.128]  Expanding the horizon.
[01:38:20.168 --> 01:38:20.468]  David?
[01:38:21.138 --> 01:38:35.056]  Yeah, once you break out of mind of the program and into consciousness, then you instinctively know what your contribution is and you go for it because when you become conscious, you let go of one of the great expressions of the mind construct, which is fear.
[01:38:37.990 --> 01:38:38.230]  What?
[01:38:38.250 --> 01:38:38.690]  What happened?
[01:39:08.192 --> 01:39:13.516]  What would happen if everybody wrote Infowars.com or PrisonPlanet.com or DavidIke.com on all the paper money?
[01:39:13.856 --> 01:39:14.777]  That's already waking up.
[01:39:14.817 --> 01:39:16.718]  A lot of people coming to the site are because of people doing that.
[01:39:16.998 --> 01:39:21.401]  What would happen if people made copies of my films or handed out David Ike documentaries?
[01:39:21.661 --> 01:39:23.362]  Well, what is happening?
[01:39:23.402 --> 01:39:24.823]  We're seeing we're having an effect.
[01:39:25.103 --> 01:39:26.424]  We've just got to push that much harder.
[01:39:26.725 --> 01:39:27.725]  David, when's a good time?
[01:39:27.745 --> 01:39:30.767]  Because I forgot that I invited you to town and you agreed when we were on a month ago.
[01:39:31.168 --> 01:39:37.872]  When's a good time to call and talk to you and try to look at some calendars and figure out when it's good, say, four or five months in the future to get you to Austin, Texas?
[01:39:38.533 --> 01:39:40.717]  Okay, well, tomorrow's fine, or Monday's fine.
[01:39:40.777 --> 01:39:42.080]  Yeah, that'd be great.
[01:39:50.933 --> 01:39:52.634]  Well, David, we really appreciate your time.
[01:39:52.674 --> 01:39:53.575]  DavidIke.com.
[01:39:53.595 --> 01:39:54.576]  Folks, check it out there.
[01:39:54.616 --> 01:39:55.277]  Great materials.
[01:39:55.717 --> 01:39:57.278]  And we appreciate everything you're doing, David.
[01:39:57.819 --> 01:39:58.279]  Thanks, Alex.
[01:39:58.299 --> 01:39:58.739]  Same to you.
[01:39:59.160 --> 01:39:59.440]  You bet.
[01:39:59.460 --> 01:39:59.840]  Take care.
[01:40:01.001 --> 01:40:01.302]  Cheers.
[01:40:01.422 --> 01:40:07.026]  There goes David Ike from the United Kingdom, joining us for the last hour and 40 minutes.
[01:40:07.166 --> 01:40:07.427]  Okay.
[01:40:07.927 --> 01:40:09.148]  What is the surprise today?
[01:40:09.188 --> 01:40:12.791]  Well, it's not Alex Jones' Tyranny Crusher 1.
[01:40:13.091 --> 01:40:14.813]  This was the first time we ever did an eBay item.
[01:40:15.908 --> 01:40:19.795]  And the reason we did it is because people are like, well, this megaphone's broken, we've bought a new one.
[01:40:19.815 --> 01:40:21.057]  You've had this one for all these years.
[01:40:21.077 --> 01:40:23.621]  It's in the movie, A Scanner Darkly, that they rotoscoped.
[01:40:23.642 --> 01:40:24.864]  That's really me and the bullhorn in there.
[01:40:24.884 --> 01:40:26.807]  We're going to play a clip of that in a moment.
[01:40:29.301 --> 01:40:30.082]  This isn't a surprise.
[01:40:30.102 --> 01:40:30.943]  The surprise will come up in a minute.
[01:40:31.604 --> 01:40:33.726]  Tyranny Crusher 1, should we get it fixed?
[01:40:34.246 --> 01:40:36.309]  Like a $125 megaphone, or should we sell it?
[01:40:36.729 --> 01:40:38.091]  And obviously it's a fundraiser.
[01:40:38.111 --> 01:40:42.375]  We're not saying the megaphone, just as a megaphone, is worth $3,500.
[01:40:42.916 --> 01:40:45.138]  I think it's the latest bid on there for it.
[01:40:45.178 --> 01:40:45.699]  We opened it up at $1,500.
[01:40:47.489 --> 01:40:50.831]  There is Tyranny Crusher 1 on the presentplanet.tv screen.
[01:40:51.372 --> 01:40:56.615]  This is, and I saw disinfo shills on the comments on that article going, how dare you try to make money!
[01:40:57.295 --> 01:41:09.763]  Again, when the establishment taxes our money and uses it against us, I'm not supposed to try to fund things so I have a good mic to get the voice out there well, to give you a good, you know, show of information, to have these guests on, to have a producer to schedule it, to have, I mean, it's asinine!
[01:41:10.384 --> 01:41:15.007]  And so because the establishment's criticizing me for trying to fund this operation,
[01:41:16.301 --> 01:41:19.263]  Which is like a pea shooter against their propaganda, but having a great effect.
[01:41:19.604 --> 01:41:20.024]  You know what?
[01:41:20.464 --> 01:41:23.206]  Just because of you establishment folks, go ahead and send me checks.
[01:41:23.647 --> 01:41:26.509]  You want to donate $100, $1,000, $5, whatever.
[01:41:26.869 --> 01:41:30.912]  You have my word that 95% of that money that comes in here will be used.
[01:41:30.932 --> 01:41:32.514]  The other 5% for me to live and you know.
[01:41:33.234 --> 01:41:36.475]  Wear this on TV so it goes across well to folks and all the rest of it.
[01:41:36.996 --> 01:41:38.816]  Because it's my whole passion.
[01:41:39.517 --> 01:41:44.959]  As if we can't have a political or sociological passion and then fund our operation, or we can't sell our books.
[01:41:44.979 --> 01:41:50.562]  But everybody else in the establishment, they can sell their books and get ten million dollars a year to read off a teleprompter on the nightly news.
[01:41:51.722 --> 01:41:53.743]  There's no teleprompter here, ladies and gentlemen.
[01:41:53.763 --> 01:41:58.585]  This is my heart and soul and my intellect and my research and the guests we bring you here and all the people we build up.
[01:41:59.025 --> 01:41:59.946]  So, you know what?
[01:42:01.115 --> 01:42:03.997]  I want to see $50,000 bid for Tyranny Crusher 1.
[01:42:05.078 --> 01:42:08.540]  I know we've got some big donors out there.
[01:42:09.401 --> 01:42:11.683]  I'll use 100% of Tyranny Crusher 1's money.
[01:42:12.503 --> 01:42:18.107]  100% of Tyranny Crusher 1's money, because we spent over $100,000 on this little studio, and folks, that's cheap.
[01:42:18.127 --> 01:42:19.308]  They're like, well, that's expensive.
[01:42:19.649 --> 01:42:21.430]  We have the cheapest switcher they make that's new.
[01:42:21.910 --> 01:42:23.792]  Twenty-something grand, and the cameras and all of it.
[01:42:24.472 --> 01:42:26.354]  We're trying to really develop and expand this.
[01:42:26.394 --> 01:42:28.396]  It's having a huge effect now with just this new look.
[01:42:28.656 --> 01:42:29.697]  It's not even that fancy.
[01:42:30.037 --> 01:42:34.541]  Instead of the videos on YouTube, each one every day getting 10,000 views a day, it's like 60, 70, 100,000 views per day.
[01:42:34.581 --> 01:42:36.463]  I mean, it's getting crazy.
[01:42:36.903 --> 01:42:38.064]  All because of presentation.
[01:42:38.444 --> 01:42:50.035]  I'm going to have professional lighting people and folks come in with just a basic two-camera shoot for a news program separate from this, but I looked at the books, even after the money bomb, and moving into this new office, we don't even have the money for that.
[01:42:50.755 --> 01:42:52.216]  So, it comes down to that.
[01:42:52.317 --> 01:43:01.685]  So, all those COINTELPRO that are so angry, or people that are just jealous of the work we're doing, don't understand this is life and death, go in there and let's bid Tyranny Crusher 1 up all the way.
[01:43:03.174 --> 01:43:08.738]  Let's get it done, ladies and gentlemen, because this is a fundraiser for free speech and what we're doing here.
[01:43:08.758 --> 01:43:10.018]  Let's see how high it'll go.
[01:43:10.078 --> 01:43:11.379]  It closes out next Wednesday.
[01:43:11.399 --> 01:43:17.903]  Let's go ahead and play a clip from Scanner Darkly where you see Tyranny Crusher 1 and Alex Jones.
[01:43:18.144 --> 01:43:21.366]  When we post this video, people put links up saying I'm making it up.
[01:43:21.406 --> 01:43:23.227]  I'm not even in Scanner Darkly or Waking Life.
[01:43:23.627 --> 01:43:26.449]  Folks, that's COINTELPRO on the site saying I wasn't in Scanner Darkly.
[01:43:27.610 --> 01:43:29.911]  I don't talk about it that much, so I guess they just can't believe it.
[01:43:31.152 --> 01:43:35.875]  Or that a film I'm in this year is the top selection at South by Southwest, but I'll leave that as a side issue.
[01:43:36.996 --> 01:43:40.738]  And coming up at, what's the one up in Utah, that big one?
[01:43:41.118 --> 01:43:41.579]  Side issue.
[01:43:41.599 --> 01:43:44.000]  The point is we're having huge effects, and that's what we should.
[01:43:44.180 --> 01:43:45.261]  We should be ready for success.
[01:43:45.281 --> 01:43:46.162]  We should be ready for victory.
[01:43:46.382 --> 01:43:47.883]  Let's go ahead and play this clip from A Scanner Darkly.
[01:43:48.700 --> 01:43:50.781]  Where did Substance D come from?
[01:43:51.081 --> 01:43:52.261]  Why can't we stop it?
[01:43:52.661 --> 01:43:58.223]  The bigger this war gets, the more freedoms we lose, the more Substance D is on our streets!
[01:43:58.743 --> 01:44:00.004]  Can't you figure this out?
[01:44:00.324 --> 01:44:01.304]  Look around you!
[01:44:01.604 --> 01:44:02.865]  Look how far we've come!
[01:44:03.125 --> 01:44:05.746]  Humanity wasn't meant to live like this!
[01:44:05.926 --> 01:44:09.367]  Our every waking moment tracked and traced and scanned!
[01:44:09.627 --> 01:44:11.808]  It's time to stop submitting to this tyranny!
[01:44:11.988 --> 01:44:14.109]  It's time to realize that we're being enslaved!
[01:44:15.069 --> 01:44:15.349]  Uh-oh!
[01:44:15.509 --> 01:44:17.491]  Hey guys, I used to be one of you!
[01:44:17.511 --> 01:44:19.272]  Stop selling out your own species!
[01:44:37.153 --> 01:44:37.553]  You scared me.
[01:44:48.154 --> 01:44:50.637]  This is a piece of memorabilia, the only piece I've ever sold.
[01:44:51.478 --> 01:44:53.219]  My most used bullhorn, it's in that film.
[01:44:53.560 --> 01:44:57.564]  It got the line cut in Denver when they attacked us, MSNBC employees.
[01:44:57.904 --> 01:45:00.687]  That's Tyranny Crusher 1, up at eBay, story at Infowars.com.
[01:45:01.028 --> 01:45:04.311]  Now here's a piece of memorabilia that I will never sell.
[01:45:04.331 --> 01:45:09.276]  I told you I had this, and I had people laugh at me and say I didn't.
[01:45:09.376 --> 01:45:10.578]  Charlie Sheen gave me this.
[01:45:12.060 --> 01:45:13.141]  And this is on the cover.
[01:45:13.761 --> 01:45:15.863]  In fact, bring me that video DVD cover, please.
[01:45:16.723 --> 01:45:17.624]  He told me to share it with folks.
[01:45:17.664 --> 01:45:19.325]  I said, what should I do with it?
[01:45:19.365 --> 01:45:23.087]  He said, oh, frame it in your house or show it to your friends, whatever, because you're the real Wolverine.
[01:45:23.968 --> 01:45:26.329]  And he was 14, I guess, when he did that movie, or 15.
[01:45:26.890 --> 01:45:30.212]  And this is the letter jackets they gave them all in Red Dawn.
[01:45:30.232 --> 01:45:32.033]  You can see it on the cover.
[01:45:32.093 --> 01:45:33.394]  There's Charlie Sheen down on the corner.
[01:45:33.434 --> 01:45:36.356]  You can see the C of the letter jacket in that.
[01:45:37.216 --> 01:45:43.798]  And this is the original Wolverine jacket he wore in the film, and then he wore it after that in high school, so it's uh, torn up a bit.
[01:45:44.298 --> 01:45:49.920]  And I said, how in the world did you give me a piece of, remember, this is his first big movie, this is... I said, this is worth a lot of money.
[01:45:49.940 --> 01:45:52.981]  He said, don't worry about that Alex, you know, this is because you're the real Wolverine.
[01:45:53.061 --> 01:45:54.202]  That's how cool Charlie is.
[01:45:55.142 --> 01:45:55.442]  Look at this.
[01:45:58.373 --> 01:45:59.073]  Isn't that cool?
[01:45:59.093 --> 01:46:02.176]  And I've been so busy, I've got to get around to framing it.
[01:46:02.356 --> 01:46:04.597]  You know, I'll do a Hard Rock Cafe or whatever in my house or something.
[01:46:04.837 --> 01:46:06.438]  But I mean, because I always loved that movie.
[01:46:06.458 --> 01:46:10.501]  I'll never remember, I came down to visit my grandparents in Austin with my dad and mom.
[01:46:10.541 --> 01:46:12.382]  And my dad said, come on, let's go see a movie.
[01:46:12.402 --> 01:46:13.563]  We went and saw Red Dawn.
[01:46:14.064 --> 01:46:15.945]  And I was just totally blown away by it.
[01:46:16.485 --> 01:46:17.327]  And Charlie Sheen.
[01:46:19.069 --> 01:46:20.812]  Just an amazing job acting in that film.
[01:46:21.213 --> 01:46:22.695]  But here it is, ladies and gentlemen.
[01:46:22.735 --> 01:46:25.800]  I've got some other mementos that big stars have given me without me asking.
[01:46:25.820 --> 01:46:27.442]  I don't know why they give me stuff.
[01:46:27.583 --> 01:46:30.126]  Rick Linklater has given me stuff and other people have that I won't talk about.
[01:46:32.267 --> 01:46:33.487]  There you go, ladies and gentlemen.
[01:46:33.807 --> 01:46:37.188]  And I thought I would show you this jacket from the film.
[01:46:37.228 --> 01:46:40.149]  In fact, let's cut to Jaron so people can see a wide shot of it.
[01:46:41.230 --> 01:46:46.871]  Let's get that camera aimed over there at Jaron so people can get a better view of it.
[01:46:47.432 --> 01:46:55.754]  And then after we do that, we are going to go ahead and go to a clip from Red Dawn where you see the jacket that's worn throughout the movie.
[01:46:55.774 --> 01:46:56.974]  There's quite a few scenes.
[01:46:57.014 --> 01:46:58.975]  Go ahead and flip it around for them, Jaron.
[01:47:01.485 --> 01:47:01.745]  I don't know.
[01:47:01.765 --> 01:47:03.307]  I mean, I forget I've got stuff like this.
[01:47:03.367 --> 01:47:04.087]  It's just so cool.
[01:47:04.588 --> 01:47:04.968]  Okay.
[01:47:05.789 --> 01:47:08.351]  I can't think of a cooler piece of movie memorabilia.
[01:47:09.732 --> 01:47:12.074]  I guess Darth Vader's Lifesaver or something like that.
[01:47:12.795 --> 01:47:17.219]  Let's go ahead and go to the clip from Red Dawn that came out in the early 1980s or mid-1980s.
[01:47:18.420 --> 01:47:19.181]  Thanks for the ride.
[01:47:19.321 --> 01:47:19.741]  Okay.
[01:47:19.821 --> 01:47:20.682]  So what's the deal?
[01:47:20.702 --> 01:47:21.002]  Get going.
[01:47:21.022 --> 01:47:21.783]  You don't have time for breakfast.
[01:47:22.684 --> 01:47:23.905]  Are you working or what?
[01:47:24.345 --> 01:47:27.328]  Yeah, I'll be at the station all day, so you're going to have to hitch a ride home.
[01:47:27.628 --> 01:47:28.269]  You got practice today?
[01:47:29.229 --> 01:47:30.930]  After that, man, we're at double time.
[01:47:31.410 --> 01:47:31.730]  Triple.
[01:47:32.010 --> 01:47:33.230]  You should be ashamed of yourself.
[01:47:33.290 --> 01:47:34.211]  You'd think they'd take it down.
[01:47:34.611 --> 01:47:35.291]  Oh, come on, bud.
[01:47:35.651 --> 01:47:37.251]  You lost a football game once yourself.
[01:47:38.172 --> 01:47:38.472]  What?
[01:47:39.332 --> 01:47:39.832]  I don't remember.
[01:47:40.252 --> 01:47:40.552]  I do.
[01:47:42.273 --> 01:47:42.853]  I think you're lying.
[01:47:43.813 --> 01:47:45.474]  Yeah, I'm having a wind of bleed your mouth.
[01:47:45.594 --> 01:47:45.954]  Later, bud.
[01:47:46.214 --> 01:47:52.015]  See you, Jed.
[01:47:54.517 --> 01:47:55.438]  So, did you do your history?
[01:47:55.598 --> 01:47:55.898]  Yeah.
[01:47:56.298 --> 01:47:56.699]  Some of it.
[01:47:57.519 --> 01:48:02.443]  Now, the great hunt out in a semi-circle, I would say about the size of Rhode Island.
[01:48:03.363 --> 01:48:07.406]  Then they would ride forward, driving everything before them.
[01:48:08.787 --> 01:48:12.650]  Beasts, men, even bugs.
[01:48:14.872 --> 01:48:18.574]  Now, the ends would kind of close in to form a shrinking circle.
[01:48:18.735 --> 01:48:23.298]  That's what's happening in, uh... That's what's happening in Israel right now with the...
[01:48:24.332 --> 01:48:24.853]  Same deal.
[01:48:31.038 --> 01:48:32.400]  Oh, he tackles him in the jacket!
[01:48:32.740 --> 01:48:33.701]  Tackle the Ruski!
[01:48:34.201 --> 01:48:38.045]  By the way, I'm on Russia Today during Election Day coverage.
[01:48:38.765 --> 01:48:39.486]  For a full hour.
[01:48:44.130 --> 01:48:48.755]  And of course,
[01:48:49.952 --> 01:48:52.014]  Red Dawn is the favorite film of the militias.
[01:48:52.634 --> 01:48:54.316]  And now I have the jacket.
[01:48:54.776 --> 01:48:56.737]  Wolverines!
[01:49:00.020 --> 01:49:00.500]  It's fun.
[01:49:00.520 --> 01:49:01.401]  I mean, we're in danger.
[01:49:01.421 --> 01:49:02.742]  A lot of us will get killed in this fight.
[01:49:03.183 --> 01:49:05.284]  But at least I get to meet cool people like Charlie Sheen.
[01:49:06.185 --> 01:49:08.567]  And there he is handing the .357 to his brother.
[01:49:08.867 --> 01:49:10.088]  The evil Second Amendment.
[01:49:10.268 --> 01:49:11.529]  Look at those rifles in the car.
[01:49:12.110 --> 01:49:13.771]  They just absolutely hate the Liberty.
[01:49:15.392 --> 01:49:16.033]  It's fun.
[01:49:16.954 --> 01:49:18.155]  It's fun, ladies and gentlemen.
[01:49:19.212 --> 01:49:25.134]  But that is a piece of memorabilia I will never sell, unless I guess my children are starving, and at that point there probably won't even be an eBay.
[01:49:25.294 --> 01:49:26.715]  Imagine how much that sucker would fetch.
[01:49:26.735 --> 01:49:27.495]  But you know what?
