[00:00:00.908 --> 00:00:10.052]  Prepare yourself for a talk radio experience like no other.
[01:18:04.819 --> 01:18:08.740]  So anyway, that's been underway for about, actually, almost three years now.
[01:18:09.920 --> 01:18:14.481]  And I gotta just sidetrack for a second.
[01:18:14.501 --> 01:18:23.122]  You said something about the monies being put offshore by transnational corporations.
[01:18:23.855 --> 01:18:24.956]  This is nothing new.
[01:18:25.476 --> 01:18:41.847]  If you go back three years, you'll see that there was legislation to allow these transnationals, who are the ones under free trade and globalization, who are offshoring and outsourcing over five million American jobs over the last eight years.
[01:18:42.868 --> 01:18:51.714]  And what they do is they make this money by having goods made cheap, say in China,
[01:18:52.412 --> 01:18:53.973]  And then have them sold to the United States.
[01:18:54.354 --> 01:18:56.515]  But the money is not coming into the United States.
[01:18:57.276 --> 01:19:01.479]  It's going to their subsidiary, perhaps in the Cayman Islands.
[01:19:02.640 --> 01:19:19.072]  And three years ago, because they needed an infusion into the American financial scene, and under the guise of creating employment, all these offshore corporations were allowed to bring as much money back
[01:19:19.693 --> 01:19:21.213]  To the United States as I want it.
[01:19:21.353 --> 01:19:24.214]  And that's why Halliburton and others have moved offshore.
[01:19:24.234 --> 01:19:27.475]  And I want to take you into the next segment and talk briefly about that.
[01:19:27.615 --> 01:19:37.738]  But before this segment ends, I want to bring Ted Anderson, the owner of the Genesis Network that syndicates this radio show on, because he also owns Midas Resources, 30-year gold brokerage and silver brokerage.
[01:19:38.418 --> 01:19:41.059]  Because Ted bought gold when it was $815 an ounce.
[01:19:41.119 --> 01:19:42.199]  Now it's over $900 right now.
[01:19:42.259 --> 01:19:42.839]  He has it in store.
[01:19:45.979 --> 01:19:55.185]  And he also wants to, you've let us at his company, give people a free introductory copy of your latest hard copy newsletter, The International Forecaster.
[01:19:55.526 --> 01:19:57.347]  They can also go to internationalforecaster.com.
[01:19:57.367 --> 01:20:13.458]  So before this segment ended, I wanted to briefly bring Ted in so he could, well it's 800-686-2237, so they could call and find out about that, but also find out about the gold and silver deal that Ted's got going that only goes until midnight tonight, folks.
[01:20:13.854 --> 01:20:18.236]  Well, I recommend gold and silver related assets very strongly, because as far as I can see, after all my years of experience
[01:20:41.429 --> 01:20:42.850]  This is the only place to be.
[01:20:42.910 --> 01:20:54.075]  How good of a deal is it if Ted bought gold at $815 an ounce and he's selling it at that price, priced into the market, when it's at $900?
[01:20:54.375 --> 01:20:55.495]  How good of a deal is that?
[01:20:56.276 --> 01:20:57.056]  Well, it's terrific.
[01:20:57.916 --> 01:20:59.097]  It goes without saying.
[01:20:59.137 --> 01:21:01.778]  I mean, coins that he purchased probably for $100,000.
[01:21:05.145 --> 01:21:07.326]  Say $45 he was selling them at that level.
[01:21:08.426 --> 01:21:10.627]  They're now $160 or whatever.
[01:21:10.687 --> 01:21:11.448]  Let's bring Ted on.
[01:21:11.468 --> 01:21:14.429]  They're higher in the marketplace than what Ted bought them at.
[01:21:14.489 --> 01:21:16.590]  Ted, take a Frank or a British Sovereign.
[01:21:17.891 --> 01:21:22.754]  What you bought, you said some of the Sovereigns at $205 and right now they're selling for $245.
[01:21:23.014 --> 01:21:23.754]  You're still selling them at $205?
[01:21:23.814 --> 01:21:25.435]  What was the number you told me?
[01:21:25.815 --> 01:21:27.936]  No, what I have is I have the Frank right now.
[01:21:27.956 --> 01:21:30.658]  They're at $202, but repricing them.
[01:21:30.918 --> 01:21:33.239]  They're at $225 at the current market price.
[01:21:33.775 --> 01:21:35.216]  I also have the British Sovereign.
[01:21:35.637 --> 01:21:36.778]  They're at $2.50.
[01:21:37.278 --> 01:21:41.863]  Currently right now, if I went back to the marketplace, which I will be having to do tomorrow, they'll be at $2.75.
[01:21:42.303 --> 01:21:47.468]  I mean, the prices have gone up over 11% just within the last week.
[01:21:48.088 --> 01:21:53.593]  And the reason why that's happening is because we have so many foreigners right now trying to buy gold and they're pushing the marketplace.
[01:21:53.613 --> 01:21:54.574]  Yeah, that's on the news.
[01:21:54.614 --> 01:21:55.675]  A bunch of them on the newswire.
[01:21:55.695 --> 01:21:56.396]  Just Google gold.
[01:21:56.752 --> 01:22:00.413]  That all over the world, the markets are sold out of physical gold.
[01:22:00.473 --> 01:22:03.254]  Folks, call and get a free copy of the International Forecaster.
[01:22:03.274 --> 01:22:08.876]  Or you can also go to TheInternationalForecaster.com and sign up for the online version there as well.
[01:22:08.896 --> 01:22:14.478]  But if you want a hard copy of this or to find out about that gold deal that elapses in less than 12 hours, 1-800-686-2237.
[01:22:14.498 --> 01:22:22.260]  800-686-2237 to get a free copy of the International Forecaster and find out about that gold deal.
[01:22:22.280 --> 01:22:23.321]  What about silver, Ted?
[01:22:23.641 --> 01:22:24.681]  It's made a major move up.
[01:22:25.350 --> 01:22:26.651]  Silver's in the same position.
[01:22:26.671 --> 01:22:32.273]  I just haven't had a chance to see what the new prices are going to be on that, because silver's gone up two bucks an ounce.
[01:22:32.313 --> 01:22:44.538]  Presently, right now, I'm still working on a supply of Walking Liberty halves at $8.40 apiece, but the silver dollars have shot through $20 apiece, and the halves are up, too.
[01:22:44.718 --> 01:22:46.159]  And I just have to revise them.
[01:22:46.239 --> 01:22:48.760]  I know that'll be in the market in somewhere around $8.
[01:22:49.420 --> 01:22:53.002]  But for folks that don't know, right now they can get last week's prices 11% cheaper, $800.
[01:22:54.885 --> 01:22:55.685]  6-8-6, 2-2-3-7.
[01:22:56.286 --> 01:23:04.013]  Let's come back with both of you and talk about how... Gentlemen, I know you need no reminder that Valentine's Day is right around the corner.
[01:23:04.373 --> 01:23:06.455]  Obviously, you have the perfect gift in mind.
[01:23:06.775 --> 01:23:13.101]  Well, just in case you might, ahem, know someone that may need some gift ideas, tell them about EnduringRose.com.
[01:23:13.362 --> 01:23:15.844]  We all know that flowers are a woman's favorite gift.
[01:23:16.184 --> 01:23:17.705]  But they only last a short time.
[01:23:18.045 --> 01:23:22.946]  EnduringRose.com has taken this gift and made it into one that will endure and last forever.
[01:23:23.206 --> 01:23:29.929]  Dipped in 24 karat gold, these real roses, single rose, or bouquets preserve your message of love for a lifetime.
[01:23:30.149 --> 01:23:35.490]  You can also shop for other ridiculously romantic gifts like jewelry and adorable stuffed animals.
[01:23:36.051 --> 01:23:38.171]  You can't go wrong at EnduringRose.com.
[01:23:38.751 --> 01:23:43.013]  Oh, and tell them there's a military discount and they can get free shipping on qualified orders.
[01:23:43.593 --> 01:23:45.856]  That website again is EnduringRose.com.
[01:23:46.316 --> 01:23:49.039]  E-N-D-U-R-I-N-G Rose dot com.
[01:23:49.459 --> 01:23:49.860]  Or call 702-453-7455.
[01:23:49.880 --> 01:23:50.180]  That's 702-453-7455.
[01:24:00.003 --> 01:24:03.027]  Stop wasting your time struggling with everything you're trying to learn.
[01:24:03.468 --> 01:24:05.231]  Learning should be a pleasure not torture.
[01:24:05.631 --> 01:24:11.920]  The School of Phenomenal Memory gives you the training and tools you need to memorize any type of information quickly and efficiently.
[01:24:12.281 --> 01:24:15.145]  Just as you need to exercise to get your body into shape, you need
[01:24:18.697 --> 01:24:23.400]  Phenomenal Memory will act as your personal trainer, guiding you through a series of 60 lessons.
[01:24:23.920 --> 01:24:29.323]  Once completed, you will be able to memorize any type of information, including entire books, guaranteed.
[01:24:29.784 --> 01:24:34.786]  Our course is not based on classic mnemonic techniques or other tricks that you simply can't apply in real life.
[01:24:35.187 --> 01:24:45.353]  Instead, the School of Phenomenal Memory uses the latest breakthrough in scientific understanding of how memory works, applying techniques based on natural mechanisms of your brain and memory.
[01:24:45.693 --> 01:24:47.314]  Start exercising your brain today at
[01:24:48.154 --> 01:25:02.317]  Do you have doubts about the stability of the dollar or your own financial future?
[01:25:02.717 --> 01:25:07.438]  Is a dismal growth rate or rampant inflation affecting the bottom line of your retirement savings account?
[01:25:07.698 --> 01:25:12.759]  Do you worry about uncontrollable economic events which could suddenly wipe out some or all of your hard-earned savings?
[01:25:13.040 --> 01:25:14.960]  You can turn adversity into opportunity.
[01:25:15.260 --> 01:25:23.547]  Individual retirement accounts and most 401Ks, 403Bs, SEFs and other retirement plans can be rolled over into self-directed accounts using gold and silver.
[01:25:23.567 --> 01:25:28.251]  There are definitely some do's and don'ts with this rollover process and that's where Midas Resources comes in.
[01:25:28.612 --> 01:25:29.372]  Call us at 1-866-MIDAS.
[01:25:30.393 --> 01:25:30.773]  Thank you.
[01:25:57.950 --> 01:26:03.592]  Doctors around the world claim that cancer and other diseases cannot live in a pH-balanced alkaline environment.
[01:26:03.792 --> 01:26:08.934]  But as you know, most people are overly acidic due to stress, acidic diet, and lack of exercise.
[01:26:09.214 --> 01:26:14.296]  pH balance is the foundation of energy abundance and perfect health, as well as prevention of disease.
[01:26:14.596 --> 01:26:18.157]  People who alkalize the water they drink experience normalized blood sugar.
[01:26:18.957 --> 01:26:26.481]  It was intended for human beings to drink alkaline water, but due to modern way of life, most people are overly acidic.
[01:26:26.721 --> 01:26:30.243]  The fact is that disease simply cannot exist in an alkaline environment.
[01:26:30.503 --> 01:26:35.045]  Fat accumulates if a person consumes too much acid on a regular basis and doesn't neutralize it.
[01:26:35.325 --> 01:26:36.106]  Do your part!
[01:26:36.366 --> 01:26:38.627]  Alkalize and supercharge your body now!
[01:26:38.987 --> 01:26:45.110]  AlkaVision Plasma pH Drops contain a special mineral salt concentrate that raises the pH of the water you drink
[01:26:45.430 --> 01:26:47.831]  Up to the pH of 10, with only 10 drops.
[01:26:48.192 --> 01:26:54.375]  Order your bottle of AlkaVision Plasma pH Drops now by going directly to alkavision.com.
[01:26:54.655 --> 01:26:56.736]  Again, that's alkavision.com.
[01:27:01.799 --> 01:27:04.181]  Are you tired of searching for great talk radio?
[01:27:04.261 --> 01:27:05.461]  Well, search no more.
[01:27:05.541 --> 01:27:07.723]  We are the GCN Radio Network.
[01:27:12.840 --> 01:27:14.381]  Okay, I know we've got loaded phone lines.
[01:27:14.401 --> 01:27:17.342]  We're going to go through your calls, but I promise to break down what's happening with the banking.
[01:27:19.283 --> 01:27:21.624]  Ladies and gentlemen, they're stealing the value of your paper.
[01:27:22.205 --> 01:27:25.786]  They're terrorizing you and saying, oh, we'll protect your investments.
[01:27:25.806 --> 01:27:26.927]  Just give us unlimited power.
[01:27:27.007 --> 01:27:29.368]  Let us set up this world government system.
[01:27:30.029 --> 01:27:31.029]  But you read their own documents.
[01:27:31.049 --> 01:27:31.889]  They have no intention.
[01:27:31.929 --> 01:27:33.050]  They intend to steal it from you.
[01:27:33.070 --> 01:27:36.572]  That's what the police state's about, in case you try to go take control of the government.
[01:27:37.092 --> 01:27:39.273]  Again, this is Bloomberg Financial reporting.
[01:27:39.333 --> 01:27:41.154]  Congress has been told they're under war powers.
[01:27:41.653 --> 01:27:45.815]  Separate Fed Governors have been told you're not allowed to even know what's going on in the private Federal Reserve.
[01:27:46.295 --> 01:27:47.956]  Only the New York Fed is running this.
[01:27:48.016 --> 01:27:51.297]  I want to go back to Bob Chapman of TheInternationalForecaster.com.
[01:27:52.057 --> 01:27:59.300]  Bob, specifically, why do we even have former Fed Governors and current Fed Governors complaining in the press that everything's secret?
[01:27:59.600 --> 01:28:06.583]  I mean, I guess in this final round of risk here, it's so criminal what's going on they've got to keep it secret from their own people?
[01:28:07.323 --> 01:28:08.323]  That's right.
[01:28:08.363 --> 01:28:09.644]  They've been left out of the loop.
[01:28:10.442 --> 01:28:13.644]  And they were upset about that because they thought they were insiders.
[01:28:13.764 --> 01:28:18.967]  And, you know, they're excited about their past affiliations with the Fed.
[01:28:19.467 --> 01:28:21.208]  And their ego has been hurt.
[01:28:22.129 --> 01:28:24.170]  And that's why you're getting the comments you're getting.
[01:28:24.711 --> 01:28:36.277]  And you'll continue to get them until, finally, people within government and behind government will tell these individuals, you either shut up or you've got a serious problem.
[01:28:36.518 --> 01:28:38.919]  How many, I mean, looking at the trillions of dollars
[01:28:39.406 --> 01:28:40.846]  I'll briefly finish up what we were talking about.
[01:28:40.866 --> 01:28:45.908]  They allowed these international corporations to bring back $360 billion and pay a 5.25% tax on it when the normal tax would have been 33%.
[01:28:45.948 --> 01:28:46.628]  Another sweetheart deal.
[01:29:07.874 --> 01:29:16.917]  You know, everything goes to the corporation and nothing to the worker because they want to do everything in manufacturing and other things offshore because it's much cheaper.
[01:29:16.937 --> 01:29:17.657]  Now, let's be clear.
[01:29:17.977 --> 01:29:25.140]  The trillions that they're secretly spending, they're admittedly using a lot of that to buy up more raw assets, infrastructure.
[01:29:25.160 --> 01:29:28.481]  They're not spending them, so they're still operating to blow it all out.
[01:29:28.521 --> 01:29:29.841]  They're not trying to fix anything.
[01:29:30.741 --> 01:29:31.702]  No, that's correct.
[01:29:32.562 --> 01:29:35.303]  And, so let's get back to the corporations.
[01:29:35.859 --> 01:29:40.962]  And so they've cut back on the different benefits of the pensioners.
[01:29:41.002 --> 01:29:45.705]  You know, you don't have to pay for half your medical, or you don't get any medical.
[01:29:46.465 --> 01:29:51.288]  And we may have to cut back on your retirement because of the contracts that we've had to sign.
[01:29:52.148 --> 01:29:54.690]  And they go one step further.
[01:29:55.550 --> 01:30:00.033]  And that is that about 70% right now of the S&P 500 companies are
[01:30:05.885 --> 01:30:07.706]  Underfunded for their pensions.
[01:30:08.467 --> 01:30:13.730]  And that ranges anywhere between about 65% and 100%.
[01:30:14.151 --> 01:30:20.255]  And that's not just the plunging economy, it's because they may have said it had $50 stock, now it's $1.
[01:30:22.076 --> 01:30:22.696]  That's correct.
[01:30:22.896 --> 01:30:24.517]  They own stocks and they own bonds.
[01:30:25.158 --> 01:30:28.940]  The Dow has come down from $14,100 to approximately $8,000.
[01:30:29.120 --> 01:30:32.923]  You know, my question is, and this is what I believe,
[01:30:34.173 --> 01:30:35.274]  I think the market's going to 4,000.
[01:30:35.934 --> 01:30:39.598]  And if I'm right, they're not going to have a heck of a lot of money left.
[01:30:40.278 --> 01:30:45.703]  And if that's the case, your benefits are going to get cut by 50 or 75 percent, whatever the case.
[01:30:46.484 --> 01:30:48.906]  And by that time, we'll be fully into depression.
[01:30:49.427 --> 01:30:51.249]  We've started depression now.
[01:30:52.290 --> 01:30:54.752]  This week is the beginning of the depression.
[01:30:55.333 --> 01:30:58.135]  Why did The Economist two weeks ago say we were in a depression?
[01:30:58.155 --> 01:30:58.896]  That's pretty bold.
[01:31:00.341 --> 01:31:01.241]  Well, I didn't hear it.
[01:31:02.422 --> 01:31:03.922]  A couple of them alluded to it.
[01:31:04.643 --> 01:31:05.723]  They were afraid to say it.
[01:31:06.403 --> 01:31:07.323]  Well, that was the headline.
[01:31:07.343 --> 01:31:09.404]  The Economist came out and said, we're in a depression.
[01:31:10.144 --> 01:31:14.586]  You know, when you're an independent, you can say what you feel like saying as long as it's based on facts.
[01:31:14.606 --> 01:31:17.847]  Bob, briefly, I'm moving quicker because I want to cover a lot with your expertise.
[01:31:18.287 --> 01:31:19.267]  Why are you now saying?
[01:31:19.287 --> 01:31:23.389]  Because, I mean, you said six months ago that by this time we'd be at 8,000.
[01:31:23.429 --> 01:31:24.009]  You're right there.
[01:31:25.270 --> 01:31:28.052]  You've been right all along, almost on everything you've said.
[01:31:28.072 --> 01:31:31.514]  I've been saying depression by the middle of this year.
[01:31:31.534 --> 01:31:33.095]  You've said no, Alex, two years.
[01:31:33.856 --> 01:31:35.037]  Why are you now revising?
[01:31:36.197 --> 01:31:42.141]  Because the damage has been so done and the expeditious action that they've taken.
[01:31:42.161 --> 01:31:45.964]  The unemployment is going to be unbelievable.
[01:31:46.484 --> 01:31:51.628]  The amount of foreclosures are far greater than what is being admitted to by the banks.
[01:31:52.968 --> 01:31:55.110]  The system is far worse off.
[01:31:55.546 --> 01:32:04.473]  We're looking at what the government calls U6 unemployment, which is medium unemployment figures.
[01:32:05.253 --> 01:32:08.576]  And they're putting them out at around 13 percent.
[01:32:08.676 --> 01:32:10.397]  I'm calling them 15 and a half.
[01:32:10.637 --> 01:32:15.581]  Okay, how bad then, physically, on the streets of the United States and worldwide is this going to look?
[01:32:16.221 --> 01:32:17.602]  And when do you see the bottom of this?
[01:32:18.923 --> 01:32:20.665]  Well, the bottom's a long ways away.
[01:32:21.305 --> 01:32:24.988]  And I think during this year, that 15 and a half figure
[01:32:25.815 --> 01:32:30.937]  We'll climb up over 20 to 22 and the following year it should go up over 30.
[01:32:31.157 --> 01:32:38.999]  What's going to happen when the public finds out that they've been hoodwinked by Obama and that he worked for the very same bankers that Bush worked for and that it's all been a screw job?
[01:32:40.560 --> 01:32:52.704]  Well, they're going to be deeply disturbed, but what's going to really call the public to action is my house is gone, my cars are gone, I don't have a job, I'm living in a shelter someplace like a beast,
[01:32:54.156 --> 01:33:01.758]  You know, all of our belongings are in the shopping cart, and the only thing I've got left to protect myself is an AR-15.
[01:33:02.599 --> 01:33:04.379]  And this is when it's going to pop.
[01:33:05.260 --> 01:33:06.420]  And when is that?
[01:33:06.540 --> 01:33:08.801]  Probably a couple of years down the line.
[01:33:09.701 --> 01:33:11.021]  But that's what we're headed for.
[01:33:11.161 --> 01:33:14.142]  That's what the Pentagon says in their New Army War College report.
[01:33:14.162 --> 01:33:16.103]  So the Pentagon agrees with you, but they work.
[01:33:16.604 --> 01:33:19.586]  A lot of great men and women in there, but they work for the bankers that have done this.
[01:33:19.906 --> 01:33:32.396]  I mean, the FBI training manuals, the media, the demonization by Hollywood of patriots that talked about a New World Order and a banking collapse, and the FBI training manuals I have that they give local police saying the New World Order doesn't exist.
[01:33:32.736 --> 01:33:41.202]  How are they going to square that propaganda saying it doesn't exist, while Henry Kissinger and every other globalist, including Obama, is on TV saying this is the New World Order?
[01:33:42.403 --> 01:33:42.983]  Well, they can't.
[01:33:43.203 --> 01:33:45.085]  And, you know, they've opened a window.
[01:33:46.028 --> 01:33:50.010]  That's the window of opportunity for themselves to institute this new world order.
[01:33:50.410 --> 01:33:55.392]  And when you open the window up, you allow other things to fly out, like the patriots.
[01:33:56.052 --> 01:34:07.137]  And so they're going to have their hands full, because the public of the world, and specifically we're talking about America, people are going to be searching for answers that aren't listening to a program like this.
[01:34:07.537 --> 01:34:11.159]  Later on, they'll say, gee, how did this happen, and what do I do about it?
[01:34:11.839 --> 01:34:13.520]  My court system doesn't work anymore.
[01:34:13.931 --> 01:34:20.675]  All the people I get to vote for, for the most part, are people who are put up and funded by these international bankers.
[01:34:21.395 --> 01:34:22.996]  And so, what can I do?
[01:34:23.556 --> 01:34:26.398]  And, you know, the answer is, well, not very much.
[01:34:27.118 --> 01:34:29.219]  And they'll say, well, gee, I can't feed my family.
[01:34:29.619 --> 01:34:34.462]  So they get out of the store, if there's still food there, and they have to take food for their family.
[01:34:34.722 --> 01:34:36.803]  And that starts the problems.
[01:34:36.983 --> 01:34:37.683]  Well, that's the issue.
[01:34:37.724 --> 01:34:41.746]  I still see all these yuppies that think they're part of the elite, and I meet them on the street and stuff.
[01:34:43.107 --> 01:34:44.347]  They still believe in the system.
[01:34:44.387 --> 01:34:45.808]  They say, oh, we've got to do another bailout.
[01:34:45.828 --> 01:34:46.928]  We've got to do the first bailout.
[01:34:47.148 --> 01:34:53.470]  That small minority that believes in the system, they don't understand that it's a bunch of kleptocrats that are in control.
[01:34:53.530 --> 01:34:57.852]  Ted Anderson, 30 years in financing gold and silver, a trader.
[01:34:59.512 --> 01:35:02.353]  I mean, we're not happy.
[01:35:02.413 --> 01:35:05.414]  I know that this is a bull market for gold and silver.
[01:35:05.454 --> 01:35:07.035]  We wish we'd been wrong about all this.
[01:35:07.575 --> 01:35:10.056]  Any comments you've got to make on what Bob Chapman's saying?
[01:35:10.746 --> 01:35:19.419]  Oh yeah, well I'm just listening to the whole conversation and how it's going and I know a lot of people are getting lost with the information because they just don't understand what it all means.
[01:35:20.320 --> 01:35:23.505]  Right now we're looking at, I mean, wealth is disappearing.
[01:35:23.545 --> 01:35:24.266]  I shouldn't say wealth.
[01:35:24.745 --> 01:35:26.186]  Money supply is disappearing.
[01:35:26.586 --> 01:35:34.692]  I was talking to Bob earlier and he was saying between 13 to 15 trillion dollars has gone out of the economy just like evaporated into thin air.
[01:35:35.113 --> 01:35:40.056]  I've looked at other... And again, allowing the globalists to set up a worldwide fiat system.
[01:35:40.396 --> 01:35:43.078]  People said, oh, let it be fiat that, you know, they care about the economy.
[01:35:43.138 --> 01:35:46.221]  No, we gave criminal bankers the power to loot everything.
[01:35:46.501 --> 01:35:47.021]  They did it.
[01:35:47.081 --> 01:35:47.702]  Bob Chapman.
[01:35:49.343 --> 01:35:49.823]  They did it.
[01:35:50.023 --> 01:35:53.506]  And, you know, Ted, you had that special book there.
[01:35:53.942 --> 01:36:02.008]  The Creature from Jekyll Island, you should talk about that, because people who don't know anything about this, once they read that book, they'll understand what's being done to them.
[01:36:02.168 --> 01:36:05.911]  By the way, for folks that don't know, Ted offers the book at cost.
[01:36:05.931 --> 01:36:11.815]  You get a free silver dollar that's over $20 in the market, with the book that's $24 for... for what, Ted?
[01:36:12.735 --> 01:36:16.278]  Yeah, well, the book is $24 if you buy it in the bookstore.
[01:36:16.318 --> 01:36:20.321]  The silver dollars are now about $22.50, and then the shipping is $6.40.
[01:36:22.503 --> 01:36:23.824]  I sell the thing for, I think it's $24.45.
[01:36:24.044 --> 01:36:27.226]  So you're losing $30 on that?
[01:36:27.506 --> 01:36:29.988]  Oh yeah, I'm selling it for less than cost.
[01:36:30.088 --> 01:36:34.250]  But the thing about it is, Alex, people need to understand, that's the biggest problem right now.
[01:36:34.270 --> 01:36:43.256]  We've got a lot of people listening to this show, and they're very interested in hearing what they're hearing, but they can't put all the pieces together in their mind as to how it works.
[01:36:43.836 --> 01:36:47.719]  And if they knew how it worked, they'd be going, oh yeah, I could finger write on it.
[01:36:48.079 --> 01:36:49.900]  It's reading like a mystery novel, you know?
[01:36:50.549 --> 01:36:56.080]  Yeah, well folks can call and get that book and that silver dollar together as a combo or the free newsletter, International Forecaster, 800-686-237.
[01:36:59.884 --> 01:37:01.705]  Your engine is the heart of your vehicle.
[01:37:02.045 --> 01:37:05.187]  Wouldn't it be nice to be able to determine whether it's going to go the long run?
[01:37:05.348 --> 01:37:08.430]  Or should you dump your vehicle before you experience a major expense?
[01:37:08.670 --> 01:37:12.832]  The military has developed such a technology and it's called oil analysis.
[01:37:13.133 --> 01:37:21.478]  By taking a mere 4 ounce sample during an oil change, you can get an easy to read, complete report by an independent laboratory covering engine wear, oil
[01:37:21.698 --> 01:37:23.540]  Oil condition and contamination.
[01:37:23.760 --> 01:37:28.105]  You could expect to pay hundreds of dollars or more for someone to look inside your engine.
[01:37:28.265 --> 01:37:33.911]  But now, for only $14.95, we will send you a test kit with easy to follow directions.
[01:37:34.132 --> 01:37:35.373]  Yes, just $14.95.
[01:37:36.354 --> 01:37:41.800]  Then you can speak directly with one of our experts on your engine's condition and how to make it last longer.
[01:37:42.060 --> 01:37:44.103]  Act now and we'll pay the shipping to you.
[01:37:44.344 --> 01:37:46.827]  Visit oilcompanysecret.com.
[01:37:46.927 --> 01:37:49.030]  That's oilcompanysecret.com.
[01:37:49.231 --> 01:37:49.611]  Or call 888-873-7371.
[01:37:49.631 --> 01:37:49.872]  That's 888-873-7371.
[01:37:49.892 --> 01:37:49.932]  888-873-7371.
[01:37:58.612 --> 01:38:01.473]  Hello, this is Tom with HempUSA.org.
[01:38:01.953 --> 01:38:09.157]  Most of you have been hearing my ads for the past few months, and it's no secret that the economy is failing and prices are rising in all sectors.
[01:38:09.697 --> 01:38:16.960]  If you've been thinking of a nutrient-dense daily food source and a storable food for yourself and family, the time to act is now.
[01:38:17.520 --> 01:38:23.823]  At HempUSA.org, we still believe that food will be your greatest asset in these trying times ahead.
[01:38:24.443 --> 01:38:30.932]  Please call 1-908-691-2608 and see what our powder seeds and oil can do for you.
[01:38:31.212 --> 01:38:33.536]  Beware, be smart, and be ready.
[01:38:34.016 --> 01:38:35.438]  Call 908-691-2608 or visit us at hempusa.org.
[01:38:40.365 --> 01:38:46.213]  Families need this high quality natural food source for its low price and long storage shelf life.
[01:38:46.713 --> 01:38:50.278]  This incredible food source should be a staple part of your diet every day.
[01:38:50.679 --> 01:38:52.561]  Call 908-691-2608 or visit us at hempusa.org today!
[01:38:58.516 --> 01:39:02.640]  Are you one of the people who think, I have plenty of time, nothing's ever going to happen bad to me.
[01:39:02.760 --> 01:39:08.084]  Do you believe that when your cupboards are bare, our corporate controlled government will jump right in to feed you and yours?
[01:39:08.204 --> 01:39:10.947]  Do you have at least a year's supply of food for your family?
[01:39:11.107 --> 01:39:13.749]  This is Kurt, the armchair survivalist heard on this network.
[01:39:13.909 --> 01:39:17.052]  Survival Enterprises sells real food, canned for long term storage.
[01:39:17.432 --> 01:39:26.799]  Chicken, turkey, bacon, butter, cheese, eggs, freeze-dried fruits and vegetables, Mountain House freeze-dried meals, MREs, a full nutritional line, the British Birkfeld water filter, and more.
[01:39:26.939 --> 01:39:29.862]  If you want to prepare now, go to BeforeIt'sTooLate.us.
[01:39:29.922 --> 01:39:31.923]  That's BeforeIt'sTooLate.us.
[01:39:32.103 --> 01:39:33.945]  Or call 1-800-753-1981.
[01:39:34.145 --> 01:39:37.548]  That's 1-800-753-1981.
[01:39:37.668 --> 01:39:41.851]  Or you can put your head in the sand and be just another sheeple in the corporate-controlled flock.
[01:39:41.931 --> 01:39:45.314]  But remember, those who don't learn from history are bound to repeat it.
[01:39:47.121 --> 01:39:48.643]  Long live the people!
[01:39:48.683 --> 01:39:49.664]  Long live the people!
[01:39:57.663 --> 01:40:00.824]  Before you throw away your used batteries, you need to listen to this.
[01:40:01.164 --> 01:40:02.925]  Now, going green can save money.
[01:40:03.085 --> 01:40:08.426]  Go green and save money by giving life to your used batteries by charging them with the Renaissance Charger.
[01:40:08.646 --> 01:40:16.369]  The Renaissance Charger uses a new revolutionary battery charging technology that effectively extends the life of new batteries and gives new life to used batteries.
[01:40:16.669 --> 01:40:20.290]  Invented by legendary audio genius John Bedini, this unique and
[01:40:20.390 --> 01:40:29.316]  The patented charging system rejuvenates the electrochemical plate structure in the battery without additives, increasing capacity and maintaining cell integrity.
[01:40:29.477 --> 01:40:34.360]  Renaissance Charge offers a full line of products made in the USA for all types and sizes of batteries.
[01:40:34.660 --> 01:40:39.884]  Find out why our customers tell us the Renaissance Charger is the only battery charger they will ever use.
[01:40:40.184 --> 01:40:40.905]  Save your money.
[01:40:41.305 --> 01:40:42.246]  Save the environment.
[01:40:42.606 --> 01:40:44.026]  Visit us online at r-charge.com.
[01:40:44.046 --> 01:40:44.826]  That's r-charge.com.
[01:40:44.927 --> 01:40:45.607]  Or call us at 989-637-4179.
[01:40:45.627 --> 01:40:46.147]  That's 989-637-4179.
[01:40:46.167 --> 01:40:47.987]  Be a part of the revolution today.
[01:40:48.027 --> 01:40:49.167]  Thank you for listening to GCN.
[01:40:49.187 --> 01:40:50.408]  Visit GCNlive.com today.
[01:41:10.111 --> 01:41:12.854]  All right, I want to say bye to Ted Anderson and Bob Chapman.
[01:41:12.874 --> 01:41:14.154]  Appreciate them both popping in.
[01:41:14.955 --> 01:41:16.516]  And I got almost cut off by that break.
[01:41:16.556 --> 01:41:30.487]  If you want to get a free copy of Bob Chapman's newsletter, or check out the Chris from Jekyll Island, the colleague of Bob Chapman, J. Everett Griffin's book on these private Federal Reserve bankers and how they operate, you can call 800-686-2237.
[01:41:31.227 --> 01:41:34.590]  And again, Ed's got brokers there until midnight tonight.
[01:41:35.411 --> 01:41:38.834]  For the gold he got and silver he got back when the gold was $815 an ounce.
[01:41:38.954 --> 01:41:40.235]  It's now over $900.
[01:41:40.656 --> 01:41:43.378]  He'll have to reprice that tomorrow, so here's your chance.
[01:41:43.398 --> 01:41:43.798]  800-686-2237.
[01:41:44.259 --> 01:41:48.683]  I rarely have Ted up on the Sunday Show, but it's just so important.
