[00:00:01.191 --> 00:00:01.611]  Michigan.
[02:14:47.471 --> 02:14:52.376]  Do try PureWorks, available online at wholesale pricing to Alex Jones listeners.
[02:14:52.596 --> 02:14:54.277]  Go to NoGerms.info.
[02:14:54.337 --> 02:14:56.059]  That's NoGerms.info.
[02:14:56.559 --> 02:14:58.061]  Be well and stay well.
[02:14:58.281 --> 02:14:59.002]  Best MZ.
[02:15:01.713 --> 02:15:06.855]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[02:15:07.535 --> 02:15:09.856]  Because there's a war on for your mind.
[02:15:11.197 --> 02:15:12.898]  You know, I'm gonna be honest with listeners.
[02:15:14.150 --> 02:15:17.593]  I got so focused on this Hardin thing and I dropped the ball on the flu.
[02:15:18.413 --> 02:15:23.437]  It's shaping up to be more outrageous and worse than I had originally thought.
[02:15:24.057 --> 02:15:28.681]  And we're going to be covering this with a lot of informative guests this week and next week.
[02:15:28.701 --> 02:15:29.962]  Go ahead and bring it in to me, Burmas.
[02:15:30.002 --> 02:15:34.125]  I couldn't find my article about them kicking people out of school here in Austin if they don't take the shot.
[02:15:34.665 --> 02:15:35.346]  Yeah, Austin.
[02:15:35.426 --> 02:15:36.627]  Immunization requirements.
[02:15:37.007 --> 02:15:43.052]  Yeah, this is AISD saying you must take all the flu shots or you can't go to school and they're never telling you there's a waiver.
[02:15:43.592 --> 02:15:44.774]  Just absolute criminals.
[02:15:46.197 --> 02:15:50.605]  But no, I mean, I want the actual news articles that talk about it too, though.
[02:15:51.647 --> 02:15:52.268]  So thank you.
[02:15:52.769 --> 02:15:54.011]  It's here somewhere in my stack.
[02:15:54.372 --> 02:15:55.774]  But let me go over this right now.
[02:15:57.711 --> 02:16:02.035]  Look at this article out of Eyewitness 12 CBS News.
[02:16:02.896 --> 02:16:03.977]  This is out of Kansas.
[02:16:05.017 --> 02:16:10.002]  Volunteers should be prepared to sign a confidentiality agreement and stand for long periods.
[02:16:10.782 --> 02:16:14.506]  So, they're saying that they're about to start giving people the H1N1.
[02:16:15.026 --> 02:16:19.630]  They don't tell you that they already stuck it in the new regular seasonal flu.
[02:16:19.750 --> 02:16:21.071]  It says it on the insert.
[02:16:21.909 --> 02:16:23.472]  They're already trying to spread it that way.
[02:16:24.013 --> 02:16:29.602]  Or that the 10 million dosages of the nasal spray is a live virus that will spread it.
[02:16:31.408 --> 02:16:40.212]  But they're so confident in this not hurting you that they make you sign a confidentiality agreement waiving liability and that you won't talk about it.
[02:16:40.653 --> 02:16:41.853]  Obviously they're not confident.
[02:16:42.073 --> 02:16:43.994]  Now let me finish up with the Mayo Clinic.
[02:16:44.715 --> 02:16:49.817]  This is the Mayo Clinic influenza virus vaccine live nasal route.
[02:16:50.117 --> 02:16:52.539]  This is the one 10 million people start taking today.
[02:16:53.959 --> 02:16:58.382]  That is live and breathes in the sinus and then they sneeze it all over you and your family.
[02:16:59.222 --> 02:17:00.863]  And it's gonna mutate, guaranteed!
[02:17:02.219 --> 02:17:03.320]  And kill a bunch more people!
[02:17:03.520 --> 02:17:06.943]  And they love it, because they know the stupid public doesn't understand urology!
[02:17:09.405 --> 02:17:19.653]  I'm getting so sick of the government, and so sick of the filth, and so sick of the son-of-a-bitch White House science czar who writes 1,100-page books about how he wants to kill us with crap in the vaccines.
[02:17:20.374 --> 02:17:21.135]  Eco-science.
[02:17:21.575 --> 02:17:25.338]  I mean, can't you listen to the psychos when they tell you what they're doing to you?
[02:17:26.019 --> 02:17:28.100]  Is there nothing you won't believe out there?
[02:17:29.081 --> 02:17:30.502]  Now, this is the Mayo Clinic.
[02:17:31.383 --> 02:17:32.944]  You'll never see this on the news.
[02:17:33.324 --> 02:17:36.325]  This is what's with the vaccine inserts.
[02:17:38.045 --> 02:17:39.346]  It says it's got mercury in it.
[02:17:40.026 --> 02:17:41.687]  It says it's got other stuff.
[02:17:42.527 --> 02:17:45.088]  It says that it also is connected to Guillain-Barre.
[02:17:45.208 --> 02:17:48.449]  In fact, I just had a highlighted copy I was running around with in the office.
[02:17:52.911 --> 02:17:54.852]  And it goes through all the things it does.
[02:17:54.992 --> 02:17:55.932]  Other interactions.
[02:17:57.092 --> 02:17:58.213]  Other medical problems.
[02:18:01.385 --> 02:18:03.846]  Allergic reaction to anybody who has allergies.
[02:18:04.186 --> 02:18:06.408]  It can make your brain swell up and kill you deader than a hammer.
[02:18:06.788 --> 02:18:09.869]  The presence of other medical problems may affect the use of this vaccine.
[02:18:10.550 --> 02:18:13.511]  Make sure you tell your doctor if you have any of the following medical problems.
[02:18:14.012 --> 02:18:23.897]  Allergic reaction of a history to eggs or egg products, gentamicin or gelatin or any amino acid
[02:18:24.946 --> 02:18:27.188]  Should not use these conditions.
[02:18:27.508 --> 02:18:28.849]  Asthma, severe wheezing.
[02:18:29.090 --> 02:18:31.071]  Everybody knows that's why everybody's getting the breathing problems.
[02:18:31.111 --> 02:18:33.834]  It causes autoimmune response in the bronchia.
[02:18:34.374 --> 02:18:36.116]  Where's the Gillian Buray's part in here?
[02:18:38.918 --> 02:18:39.679]  Just had to highlight it.
[02:18:39.759 --> 02:18:42.441]  Ask Burmas to highlight that part for me because I saw his highlighted copy.
[02:18:42.942 --> 02:18:44.723]  Thank you.
[02:18:44.923 --> 02:18:46.705]  So all of that is going on.
[02:18:48.001 --> 02:18:49.902]  And then they admit it's not even tested.
[02:18:50.302 --> 02:18:56.126]  And then they make you sign a form that you won't sue and that you waive liability if you take it.
[02:18:57.026 --> 02:19:00.949]  While meanwhile saying, oh, it's a conspiracy theory if you think this can hurt anybody.
[02:19:02.670 --> 02:19:04.631]  And trying to make school kids take it.
[02:19:05.791 --> 02:19:08.973]  And it goes on and on and on.
[02:19:09.253 --> 02:19:11.595]  Meanwhile, on the economic front, U.S.
[02:19:11.715 --> 02:19:14.316]  economic decline forges new world order.
[02:19:14.376 --> 02:19:15.197]  Hip hip hooray.
[02:19:15.637 --> 02:19:17.038]  We're going to be going over that coming up.
[02:19:23.430 --> 02:19:36.993]  And they now list here that you must attend, you must have all your vaccinations to attend schools, and they, color of law, cite chapter 381001, never telling you it says there's a waiver to the policy.
[02:19:38.393 --> 02:19:45.655]  And they say every child must be given the vaccines, including both flu shots.
[02:19:47.955 --> 02:19:48.695]  Total lies!
[02:19:50.055 --> 02:19:52.436]  But that's how they roll.
[02:19:53.376 --> 02:19:56.238]  That's how they operate.
[02:19:57.259 --> 02:20:07.848]  And there are lawsuits being filed by military people and by nursing associations saying they don't want to take the shots.
[02:20:10.345 --> 02:20:11.706]  They're medical workers.
[02:20:12.086 --> 02:20:14.047]  In a free society, you don't have to take it.
[02:20:14.307 --> 02:20:18.329]  But then the establishment says, well, if you haven't taken it, you could spread it to other people.
[02:20:18.349 --> 02:20:18.609]  Wait!
[02:20:18.949 --> 02:20:24.332]  If all the morons have had the shot, and it supposedly protects them, why would we be then bad?
[02:20:24.352 --> 02:20:24.952]  No, no.
[02:20:25.393 --> 02:20:38.739]  It's our bodies, our lives, the history of human experimentation, the history of the government killing people through different medical tests and experiments, the history of Bayer and what they put in vaccines, and all the deaths from vaccines.
[02:20:39.280 --> 02:20:39.620]  No!
[02:20:41.604 --> 02:20:44.308]  If you were completely trustworthy, we shouldn't be made to take it.
[02:20:44.508 --> 02:20:46.611]  But you're a pack of murdering scum!
[02:20:47.332 --> 02:20:49.816]  But the public just can't believe it's happening to them.
[02:20:51.318 --> 02:20:52.219]  We're on the march.
[02:20:52.720 --> 02:20:54.322]  The Empire's on the run.
[02:20:55.244 --> 02:20:57.948]  Alex Jones and the GCN Radio Network.
[02:21:00.589 --> 02:21:04.550]  Hello friends, this is Alex Jones, and I want each of you to ask yourself this question.
[02:21:04.830 --> 02:21:06.610]  Do you really know what's in your tap water?
[02:21:06.830 --> 02:21:15.112]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[02:21:15.352 --> 02:21:20.574]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[02:21:20.894 --> 02:21:22.514]  Now, what are you going to do about it?
[02:21:22.754 --> 02:21:29.075]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[02:21:29.275 --> 02:21:40.018]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere and uses state-of-the-art carbon filtration, reverse osmosis, and ultraviolet light sterilization techniques.
[02:21:40.318 --> 02:21:40.838]  That's right.
[02:21:41.098 --> 02:21:43.398]  Clean water, right from the air you breathe.
[02:21:43.658 --> 02:21:45.219]  Order today by calling 1-800-691.
[02:21:47.179 --> 02:21:47.840]  We're good to go.
[02:22:04.272 --> 02:22:07.435]  It's here, after a year in production and traveling to distant lands.
[02:22:07.775 --> 02:22:09.717]  My new film, Terror Storm, is complete.
[02:22:10.077 --> 02:22:17.743]  Shocking declassified government documents prove that Western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[02:22:18.424 --> 02:22:25.470]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[02:22:25.870 --> 02:22:32.756]  Terror Storm chronicles the lies that took us to war in Iraq, a White House program to disseminate fake news, NSA spies,
[02:22:33.246 --> 02:22:37.330]  Secret police torture, the latest 9-11 information, and much, much more.
[02:22:37.590 --> 02:22:41.133]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[02:22:41.573 --> 02:22:43.475]  It's an anthology of government crimes.
[02:22:43.835 --> 02:22:47.759]  Terror Storm is a film that everyone who wants to be truly informed must see.
[02:22:48.279 --> 02:22:55.726]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll-free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv.
[02:23:01.483 --> 02:23:01.963]  Attention!
[02:23:02.143 --> 02:23:17.211]  An important product from hempusa.org, Micro Plant Powder, will change your life by removing all types of positive toxins, such as heavy metals, parasites, bacteria, viruses, and fungus from the digestive tract and stomach wall so you can absorb nutrients.
[02:23:17.512 --> 02:23:18.932]  Micro Plant Powder is 89% silica.
[02:23:20.493 --> 02:23:20.974]  We're good.
[02:23:35.526 --> 02:23:35.766]  Thank you.
[02:24:08.386 --> 02:24:17.028]  We're gonna go to Jeremy, Shelly, Taddy and Ken before the show ends.
[02:24:19.509 --> 02:24:23.690]  I found it here on page 5 of the Mayo Clinic.
[02:24:26.411 --> 02:24:34.993]  And it says that the may cause asthma, severe wheezing, may make conditions worse if you take the flu vaccine.
[02:24:36.903 --> 02:24:42.909]  Also, Guillain-Barre syndrome, history of, may cause the symptoms of this condition to return.
[02:24:45.051 --> 02:24:46.733]  It'll make immune deficiency worse.
[02:24:48.397 --> 02:24:49.518]  Uh, cancer worse.
[02:24:50.298 --> 02:24:52.899]  Human immunodeficiency, HIV worse.
[02:24:53.539 --> 02:24:54.900]  Leukemia, lymphoma.
[02:24:55.100 --> 02:24:56.341]  Hey, you like all these things?
[02:24:56.381 --> 02:24:59.042]  I mean, vaccines, folks, if you just read the inserts.
[02:24:59.522 --> 02:25:00.722]  But see, they think you're idiots.
[02:25:01.123 --> 02:25:06.825]  They have little vaccine guys in white lab coats up on TV go, it's wonderful, no one's ever been hurt by a vaccine.
[02:25:08.586 --> 02:25:09.086]  Lying!
[02:25:10.146 --> 02:25:11.767]  And then here it is, Dallas Morning News.
[02:25:12.227 --> 02:25:14.068]  Districts get tough on immunizations.
[02:25:14.348 --> 02:25:15.449]  We'll turn away some.
[02:25:16.459 --> 02:25:24.948]  Then I saw an article in the Statesman going, kids are submitting, 90 plus percent have taken their shots, you will be arrested if you don't, total lies.
[02:25:26.590 --> 02:25:30.755]  You'll be arrested for truancy because they will falsely kick you out of the government camp.
[02:25:32.742 --> 02:25:34.184]  Here's another one.
[02:25:34.204 --> 02:25:37.327]  H1N1 flu vaccinations could be here by end of the week.
[02:25:37.907 --> 02:25:38.868]  Austin Daily Herald.
[02:25:39.229 --> 02:25:43.093]  They're making the regular flu shot mandatory, but it's not mandatory.
[02:25:43.453 --> 02:25:45.515]  By the way, somewhere in my stack, I'm going to try to dig it out.
[02:25:45.555 --> 02:25:46.556]  I covered it yesterday some.
[02:25:47.137 --> 02:25:50.881]  They have mainstream British news with one of the inventors of the vaccine.
[02:25:52.995 --> 02:25:58.079]  Saying it doesn't protect you from cervical cancer and it can actually kill you and you shouldn't take it.
[02:25:58.779 --> 02:26:00.220]  Morally coming out against it.
[02:26:00.941 --> 02:26:02.702]  You'll never hear that on our news.
[02:26:06.085 --> 02:26:10.007]  They'll just have liars like Dr. Dina Dell will get up and tell you it's wonderful and good for you.
[02:26:11.068 --> 02:26:13.730]  I want to get into some financial news then back into your calls.
[02:26:15.271 --> 02:26:17.373]  And more on the economic stimulus package.
[02:26:18.598 --> 02:26:31.082]  They're admitting, the White House had their pundits on CNN and MSNBC, I was watching this morning, going, well, we know it's unpopular to call it stimulus too, because we've already taken trillions, but 400 billion's been paid back.
[02:26:31.202 --> 02:26:35.963]  No, they give trillions to the banks, they then loan the money back to the U.S.
[02:26:38.364 --> 02:26:38.924]  at interest.
[02:26:39.024 --> 02:26:40.224]  I mean, that's how the scam works.
[02:26:40.264 --> 02:26:42.365]  And then in some cases, they pay the money back.
[02:26:44.608 --> 02:26:47.210]  It's in the tens of trillions, not $700 billion.
[02:26:47.650 --> 02:26:54.456]  I've had a congressman on tape asking Bernanke, so you've loaned out the $700 billion over 30 times.
[02:26:54.516 --> 02:26:56.878]  And Bernanke's like, yes, but none of your business where it goes.
[02:26:58.459 --> 02:27:02.663]  They call that $700 billion the way it was written is a revolving credit line.
[02:27:04.144 --> 02:27:05.665]  So they just keep stealing it.
[02:27:07.574 --> 02:27:10.318]  And then they, through the banking, leverage it 10 times.
[02:27:11.038 --> 02:27:13.662]  And then leverage it again, and leverage it again, and leverage it again.
[02:27:14.323 --> 02:27:18.768]  Just like when the government launders $30,000 for a kilo of cocaine.
[02:27:19.569 --> 02:27:21.832]  They then leverage it at least 10 times out.
[02:27:23.394 --> 02:27:25.036]  You understand how banking works, folks?
[02:27:25.136 --> 02:27:26.258]  It's just diabolical.
[02:27:27.352 --> 02:27:32.296]  And then you've got them all over the news bragging, oh, the New World Order's here, oh, it's so wonderful.
[02:27:32.316 --> 02:27:34.959]  You know, here's agency French Press, U.S.
[02:27:34.999 --> 02:27:37.521]  economic decline forges New World Order.
[02:27:38.942 --> 02:27:41.324]  Oh, the carbon footprint of the U.S.
[02:27:41.384 --> 02:27:43.266]  is lowering as they go into depression.
[02:27:43.666 --> 02:27:46.108]  Oh, the new economy means you don't have a job.
[02:27:46.448 --> 02:27:49.251]  Oh, but we have a great economy, it's a jobless economy.
[02:27:52.250 --> 02:27:56.614]  I couldn't believe it two years ago when they said they were going to kill the dollar and set up a new SDR.
[02:27:56.814 --> 02:27:59.316]  You'll still have a dollar, it just won't be the world reserve currency.
[02:27:59.616 --> 02:28:00.377]  That means it's dead.
[02:28:01.118 --> 02:28:09.084]  You'll have regional currencies that are all randomly set every morning by the central banks to whatever the insider trading gives them the biggest profits.
[02:28:09.325 --> 02:28:17.632]  The private banks that engineered the Ponzi scheme are now bankrupting the planet with an even bigger Ponzi scheme and giving themselves godlike power.
[02:28:20.114 --> 02:28:20.774]  But why not?
[02:28:20.814 --> 02:28:40.519]  If a convicted 14-time con artist, swindler, mercenary from Serbia can come in and take over a giant prison in southern Montana, and then even after it comes out, the city fathers say, we love him, we love felons, literally to my face, we don't care if he's a criminal, he can run things, and we're going to lock the town up and make money off of it.
[02:28:42.179 --> 02:28:46.100]  Why not have foreign offshore banks raping us and setting up carbon taxes?
[02:28:50.501 --> 02:28:52.326]  It makes my head spin.
[02:28:55.394 --> 02:28:57.921]  I mean, we've got to get angry and say no to all of this.
[02:28:58.817 --> 02:29:07.203]  But instead, corrupt government people from Hardin, Montana, to Austin, Texas, to big cities like New York City, to beyond, they're bought and paid for.
[02:29:07.663 --> 02:29:19.551]  That's why they're passing laws in Texas, and in California, and in Michigan, saying you can't even have two neighbor kids over for breakfast, or to even stand under your doorway in the snow.
[02:29:20.132 --> 02:29:21.793]  Even if the parents of the neighbors say yes.
[02:29:23.305 --> 02:29:24.025]  Waiting for the bus.
[02:29:24.326 --> 02:29:25.906]  We're going to take your kids CPS.
[02:29:26.387 --> 02:29:28.128]  You can't sell eggs on the street corner.
[02:29:28.748 --> 02:29:30.489]  You can't have a garage sale.
[02:29:30.829 --> 02:29:33.571]  You can't do anything because you are a prisoner.
[02:29:33.631 --> 02:29:36.152]  Folks, America is now becoming a giant prison.
[02:29:36.332 --> 02:29:38.793]  They're openly announcing they're going to shut down the old web.
[02:29:38.993 --> 02:29:40.734]  They've openly handed over U.S.
[02:29:40.774 --> 02:29:41.775]  control to the U.N.
[02:29:42.095 --> 02:29:42.615]  of the Internet.
[02:29:42.635 --> 02:29:43.816]  I've got those headlines up.
[02:29:43.836 --> 02:29:45.757]  In fact, Google the term U.S.
[02:29:45.777 --> 02:29:47.158]  hands over control of Internet.
[02:29:48.393 --> 02:29:49.734]  And it's positive articles.
[02:29:49.914 --> 02:29:50.695]  Oh, wonderful!
[02:29:51.075 --> 02:29:52.036]  No, it's not wonderful.
[02:29:52.596 --> 02:29:57.140]  Now it's a total private corporation doing whatever it wants that was built with our tax money.
[02:29:58.541 --> 02:30:02.964]  The serving system, the domain system, not the physical grid.
[02:30:03.285 --> 02:30:07.888]  Obama openly announces he's taking over the internet for your, quote, safety.
[02:30:11.031 --> 02:30:14.373]  But now they're openly saying they're beginning the phase out of the dollar.
[02:30:14.453 --> 02:30:15.975]  The world is moving out of dollars.
[02:30:15.995 --> 02:30:17.456]  They're not buying as much dollars.
[02:30:19.986 --> 02:30:22.708]  No wonder gold is up above $1,017.
[02:30:23.168 --> 02:30:32.175]  When it dropped down to $990-something, Ted bought a bunch of it, and he can sell it to you, $20-$30 in the market, under what it is now.
[02:30:32.195 --> 02:30:36.979]  A month ago, he was selling it to you at $900 an ounce.
[02:30:37.259 --> 02:30:38.080]  You didn't want it then.
[02:30:38.920 --> 02:30:39.541]  Now it's over $1,000.
[02:30:40.081 --> 02:30:41.182]  Do you want it at $900-something?
[02:30:45.270 --> 02:30:46.290]  I wanted to bring Ted up.
[02:30:46.430 --> 02:30:50.772]  Ted, what is it like for you to see open North American Union being announced?
[02:30:51.112 --> 02:30:52.572]  To see open world government?
[02:30:52.612 --> 02:30:54.493]  To hear openly that they're killing the dollar?
[02:30:54.953 --> 02:30:57.634]  To just see all this happening?
[02:30:58.554 --> 02:31:08.938]  Well, it's a saddening thing, especially considering the fact that I have children and now my wife's, my step-grandchild is going to have to live through this.
[02:31:09.598 --> 02:31:14.820]  It makes me just, you know, it gives me such a sickening feeling in my gut.
[02:31:15.447 --> 02:31:16.887]  But then I'm watching it right here.
[02:31:16.947 --> 02:31:17.708]  I mean, what do we have?
[02:31:17.728 --> 02:31:21.448]  We have 200 banks that have failed already this year that are on the books.
[02:31:21.528 --> 02:31:23.909]  At least another 100 more before the year is over.
[02:31:24.549 --> 02:31:29.270]  We just have a complete collapse of the United States dollar and its value.
[02:31:29.350 --> 02:31:31.411]  I mean, right now, the dollar's down again.
[02:31:31.991 --> 02:31:32.871]  It's at $76.64.
[02:31:33.351 --> 02:31:37.932]  I mean, there just is not a lot of bright light on the horizon.
[02:31:38.293 --> 02:31:44.094]  And with this economic system that we have, we have to take on more debt in order to bail out our problems.
[02:31:44.514 --> 02:31:46.295]  How is that ever gonna help us?
[02:31:47.035 --> 02:31:48.496]  It just cannot help us.
[02:31:48.696 --> 02:31:53.078]  And Ted, the entire economy, the numbers came out, as you know, last week.
[02:31:54.379 --> 02:31:56.860]  Manufacturing, even light manufacturing, dead.
[02:31:57.320 --> 02:32:02.443]  They allow putting a hamburger together to be listed as manufacturing.
[02:32:02.823 --> 02:32:03.483]  I mean, I know.
[02:32:03.744 --> 02:32:08.286]  Putting videos in bags and shipping them to people is a manufacturing credit we've got here.
[02:32:08.846 --> 02:32:12.108]  Putting hamburgers together is a manufacturing credit
[02:32:13.081 --> 02:32:16.183]  And that's even down.
[02:32:17.144 --> 02:32:18.605]  245,000 people lost their job this month.
[02:32:19.065 --> 02:32:20.966]  I mean, more and more and more.
[02:32:21.426 --> 02:32:25.489]  And they say, oh, the new recovery means the foreign banks get rich and you're homeless.
[02:32:27.731 --> 02:32:36.220]  What you're saying is that the Federal Reserve System is bailing out their friends, they're moving the money into the accounts, and they're moving away as the banks become examined.
[02:32:36.260 --> 02:32:38.222]  I mean, it's just ridiculous what they're doing.
[02:32:38.582 --> 02:32:42.186]  If you're not part of the good ol' boy club, your bank gets shut down.
[02:32:42.486 --> 02:32:46.089]  Unemployment numbers that the government's reporting now is up to 9.8%, up from 9.6%.
[02:32:48.632 --> 02:32:49.133]  That's right.
[02:32:49.173 --> 02:32:55.800]  I had some drunk pro-war guy in Montana tell me that the government had saved the banks and had taken all banks over.
[02:32:55.860 --> 02:32:56.081]  No.
[02:32:56.541 --> 02:33:06.913]  The big regulators from JPMorgan Chase, Goldman Sachs and others on record go and shut down healthy banks and insurance companies and feed them into their mouth.
[02:33:07.785 --> 02:33:10.227]  The zombie banks are taking over the country.
[02:33:10.827 --> 02:33:15.590]  That's right, and we're getting a bigger and more wide complex.
[02:33:15.610 --> 02:33:21.714]  This military-industrial complex that you always hear about is becoming bigger and more powerful.
[02:33:22.074 --> 02:33:27.357]  Why do you think the President of the United States wants to give the Federal Reserve System more power?
[02:33:27.417 --> 02:33:29.919]  It's because he's being directed to do so.
[02:33:30.399 --> 02:33:33.082]  And that is going to destroy the value of our dollar.
[02:33:33.463 --> 02:33:35.225]  It's going to destroy our economy.
[02:33:35.545 --> 02:33:37.988]  It's going to just absolutely set it off.
[02:33:38.088 --> 02:33:38.969]  Exactly, Ted.
[02:33:39.409 --> 02:33:43.774]  And while the average person is busy loving Obama or hating Obama, he doesn't matter.
[02:33:43.814 --> 02:33:44.535]  He's a puppet.
[02:33:45.216 --> 02:33:46.017]  He's a nobody.
[02:33:46.357 --> 02:33:47.438]  That's the point, Alex.
[02:33:47.918 --> 02:33:50.300]  Obama's not any different than George Bush.
[02:33:50.380 --> 02:33:53.523]  I mean, we have more war than we had when he came in.
[02:33:53.563 --> 02:33:54.904]  He said he was going to end the wars.
[02:33:55.184 --> 02:33:57.106]  I mean, look at all the different things that he promised.
[02:33:57.366 --> 02:33:59.127]  The whole thing is a house of cards.
[02:33:59.387 --> 02:34:06.833]  These people that are put into the presidential's office are just puppets to this military-industrial complex that I'm referring to.
[02:34:07.234 --> 02:34:14.620]  It's not like the person that we would have elected as an official to represent us has really any say-so in the first place.
[02:34:15.854 --> 02:34:17.916]  But he serves as a distraction.
[02:34:18.236 --> 02:34:22.699]  They can build him up and make a big media spectacle out of it, and then destroy him.
[02:34:22.719 --> 02:34:24.460]  And I watch CNN.
[02:34:24.641 --> 02:34:28.083]  Every report is about Latinos being discriminated against or blacks.
[02:34:28.623 --> 02:34:32.086]  Everything is about balkanation and division.
[02:34:32.606 --> 02:34:33.687]  And it's so disgusting.
[02:34:33.747 --> 02:34:37.090]  Bottom line, folks, you need to get into silver and gold.
[02:34:37.150 --> 02:34:38.150]  Ted, briefly,
[02:34:39.159 --> 02:34:41.040]  Silver's way up, gold's way up today.
[02:34:41.380 --> 02:34:42.901]  Tell people where it's at in the market.
[02:34:42.921 --> 02:34:45.783]  We'll put the graph up on screen for PrisonPlanet.TV viewers.
[02:34:46.284 --> 02:34:55.169]  Versus, versus Ted, when you bought in, so the type of savings in the market that you're factoring in.
[02:34:55.469 --> 02:35:02.053]  Well, you know, I am, I gotta say that I really like the Federal Reserve System and the central banks when they beat up the gold prices.
[02:35:02.094 --> 02:35:05.536]  And I was able to pop in there at about that high 988 level.
[02:35:07.857 --> 02:35:08.637]  To 994.
[02:35:08.677 --> 02:35:13.838]  And now gold is up again to $1,018.70.
[02:35:15.659 --> 02:35:18.499]  So obviously the market is moving in my direction again.
[02:35:19.439 --> 02:35:20.380]  You can just see it.
[02:35:20.420 --> 02:35:30.162]  It just makes it simple for people like me to be able to buy in every time they start pushing the marketplace down because you can just count on the fact that it's going to bounce back up again.
[02:35:30.462 --> 02:35:37.103]  So right now you're looking at gold about $20 to $25 less than what it's currently trading for at this particular time.
[02:35:37.483 --> 02:35:43.927]  Which equals, rather than $236 for a franc, right now I've got them at $233.
[02:35:44.807 --> 02:35:47.289]  I have the British Sovereign's currently right now at $288.
[02:35:48.129 --> 02:35:51.511]  And I've been talking about those Walking Liberty halves.
[02:35:51.571 --> 02:35:54.293]  Every time that silver takes a dip, I'm able to grab those.
[02:35:54.713 --> 02:35:56.614]  They're currently right now at $8.69.
[02:35:57.054 --> 02:36:00.335]  And I also like the $10 Liberty.
[02:36:00.395 --> 02:36:02.056]  It's a great coin to be getting into.
[02:36:02.456 --> 02:36:03.136]  They're currently at $818.50.
[02:36:03.576 --> 02:36:09.398]  And again, Alex, I gotta tell you, the market is strong.
[02:36:09.839 --> 02:36:11.919]  I have tried to get some Buffalo coins this morning.
[02:36:11.959 --> 02:36:13.360]  I thought maybe I could get some of those.
[02:36:14.160 --> 02:36:17.743]  To put on the show today, and there's just no supply of them out there that I can make it.
[02:36:17.843 --> 02:36:18.223]  Absolutely.
[02:36:18.283 --> 02:36:21.565]  Historically, the fall and winter is when gold goes crazy.
[02:36:21.906 --> 02:36:26.068]  We're seeing historic, strong times right now for gold and silver.
[02:36:26.128 --> 02:36:28.250]  Folks, call Midas Resources today.
[02:36:28.790 --> 02:36:29.871]  Don't procrastinate.
[02:36:30.131 --> 02:36:31.432]  Don't trust the New World Order.
[02:36:31.692 --> 02:36:34.234]  Don't exclusively stay in stocks and bonds and the dollar.
[02:36:35.535 --> 02:36:37.936]  Physically hold the gold and silver.
[02:36:38.857 --> 02:36:39.758]  Give them the number, Ted.
[02:36:43.763 --> 02:36:43.964]  2-2-3-7.
[02:36:43.984 --> 02:36:44.266]  Again, 1-800.
[02:36:47.944 --> 02:36:47.964]  686-2237.
[02:36:49.745 --> 02:36:53.847]  Please mention that you heard it on the Alex Jones Hour.
[02:36:53.947 --> 02:36:57.369]  Otherwise, you're going to end up paying more for this stuff just because the prices have gone up.
[02:36:57.449 --> 02:36:57.830]  Yeah, yeah.
[02:36:57.850 --> 02:36:58.450]  This special.
[02:36:58.490 --> 02:36:59.951]  Ted's a regular capitalist.
[02:37:00.391 --> 02:37:04.214]  You know, he buys it very low markup, sells it right above market.
[02:37:04.594 --> 02:37:06.635]  He does these specials here exclusively.
[02:37:06.655 --> 02:37:07.716]  800-686-2237.
[02:37:09.177 --> 02:37:16.081]  This is a loss leader, so you can get into the market, see what a great deal it is, physically hold it, catch the gold bug,
[02:37:16.581 --> 02:37:17.722]  You know, that's what Ted's doing.
[02:37:17.742 --> 02:37:19.823]  He's not selling you crack, though, to get you addicted.
[02:37:20.083 --> 02:37:21.985]  He's selling you gold and silver to get you addicted.
[02:37:22.265 --> 02:37:23.225]  He wants you to try it.
[02:37:23.506 --> 02:37:26.367]  And believe me, this is crack that's good for you.
[02:37:26.387 --> 02:37:26.427]  800-686-2237.
[02:37:26.447 --> 02:37:28.909]  800-686-2237.
[02:37:29.149 --> 02:37:32.952]  That silver deal.
[02:37:33.032 --> 02:37:38.856]  Those franc and British sovereigns deals you heard are absolutely fabulous deals.
[02:37:38.876 --> 02:37:38.916]  800-686-2237.
[02:37:40.697 --> 02:37:44.199]  A lot of gold and silver analysts have it more than doubling in the next year.
[02:37:44.319 --> 02:37:45.340]  I don't know if that's going to happen.
[02:37:45.660 --> 02:37:48.643]  The point is, I know they can't completely devalue this.
[02:37:49.043 --> 02:37:51.766]  I know it's a hedge against inflation and globalist control.
[02:37:52.086 --> 02:37:55.549]  I know the globalists hoard gold and silver while telling us not to own it.
