[00:00:10.435 --> 00:00:10.695]  R-Charge.com.
[01:10:55.725 --> 01:10:58.006]  When people said no to the HPV shots, all of it.
[01:10:58.938 --> 01:11:03.923]  He lost all credibility, so he's trying to hijack the Tea Parties and make it a right-wing issue.
[01:11:04.243 --> 01:11:11.229]  And the left wants that to happen, too, so they can divide the American people instead of having a populist movement against the globalists.
[01:11:11.269 --> 01:11:12.330]  This is divide and conquer.
[01:11:13.791 --> 01:11:16.714]  Let's go ahead and talk to Paul in California.
[01:11:17.034 --> 01:11:17.895]  Paul, you're on the air.
[01:11:17.935 --> 01:11:18.255]  Welcome.
[01:11:19.657 --> 01:11:20.737]  Thanks for taking my call, Alex.
[01:11:21.138 --> 01:11:24.841]  I just wanted to, first of all, say thank you for all the hard work and research that you do.
[01:11:25.061 --> 01:11:25.722]  You're a great American.
[01:11:26.822 --> 01:11:31.526]  And also for the Obama deception, it's really woken up quite a lot of people out here in California.
[01:11:32.347 --> 01:11:37.571]  And what I kind of wanted you to comment on... Let me just say, it is the number one film on the web.
[01:11:37.671 --> 01:11:42.175]  Now, I haven't counted it up in the last week and a half, but it was 15 million views in three weeks.
[01:11:42.736 --> 01:11:44.677]  Free, just on the internet sites I checked.
[01:11:45.878 --> 01:11:47.660]  And it's just absolutely amazing.
[01:11:48.040 --> 01:11:51.063]  This film is sending shockwaves across the nation.
[01:11:51.083 --> 01:11:51.463]  Go ahead.
[01:11:52.364 --> 01:11:52.764]  Absolutely.
[01:11:53.593 --> 01:11:56.776]  What I kind of wanted you to comment on was the global currency.
[01:11:57.617 --> 01:12:00.299]  A, what kind of a timeline do you think we're looking at for that?
[01:12:00.599 --> 01:12:01.119]  Already have it.
[01:12:02.080 --> 01:12:02.340]  Right.
[01:12:03.041 --> 01:12:08.606]  And B, what I was kind of wondering is at what point do you think that they're going to ditch the U.S.
[01:12:08.666 --> 01:12:12.028]  dollar and go ahead and openly announce that we have to switch to this new currency?
[01:12:13.209 --> 01:12:14.791]  Okay, let me break down what's happening.
[01:12:15.531 --> 01:12:21.896]  Remember, 99% on average for countries, some countries have as high as 3% reserves.
[01:12:22.816 --> 01:12:31.479]  Some countries have, like Zimbabwe or something, you know, they might have 20% of it in actual paper money, but most nations it's less than 1%.
[01:12:32.599 --> 01:12:34.200]  But Zimbabwe is so hyperinflated.
[01:12:35.260 --> 01:12:42.502]  So, in the United States, 99 plus percent of the money is digital.
[01:12:43.643 --> 01:12:44.823]  And they're called SDRs.
[01:12:45.666 --> 01:12:49.930]  And we've got a bunch of mainstream articles linked up on InfoWars.com and PrisonBlinded.com today about it if you'd like.
[01:12:50.310 --> 01:12:58.137]  But just Google SDRs, or Global Currency, and click News, and you can read them explaining it, but saying, you know, it's the answer to the crisis they created.
[01:12:58.758 --> 01:13:05.684]  And so you have the IMF, the World Bank, that are kind of the fronts for the International Bank of Settlements, this private consortium of privately owned banks.
[01:13:06.365 --> 01:13:10.889]  They issue to the governments these SDRs.
[01:13:11.497 --> 01:13:19.281]  And the governments then claim they can print and issue more currency and credit and liquidity because the private bankers have issued SDRs.
[01:13:19.341 --> 01:13:22.683]  So it's like a new form of bond or issuance.
[01:13:25.825 --> 01:13:27.386]  It's complex, but it's also simple.
[01:13:29.447 --> 01:13:38.412]  And we cover it in the Obama Deception, but they are now, in fact I have an article on it right here, actually in my stack, but if I go to it I won't have time to take all your calls.
[01:13:39.944 --> 01:13:42.126]  The second part of your question is, when will they kill the dollar?
[01:13:43.447 --> 01:13:46.370]  And the answer is, not for decades.
[01:13:47.831 --> 01:13:55.138]  And my stupid parallel or analogy or metaphor, I guess, would be, what are there?
[01:13:55.599 --> 01:13:57.881]  10, 15, 20 different versions of Sports Illustrated every month?
[01:13:58.381 --> 01:13:58.742]  I don't know.
[01:13:59.022 --> 01:14:03.366]  They've got different college ones and different sports ones and different region ones.
[01:14:03.946 --> 01:14:05.608]  But it's all issued by Sports Illustrated.
[01:14:07.884 --> 01:14:09.346]  Here's another analogy.
[01:14:09.426 --> 01:14:10.507]  The National ID Card.
[01:14:10.547 --> 01:14:15.311]  I read the Executive Order in 2000 and... I keep getting the years wrong.
[01:14:15.432 --> 01:14:16.873]  In 1997 by Bill Clinton.
[01:14:16.893 --> 01:14:17.914]  He signed it in 1993.
[01:14:18.455 --> 01:14:19.876]  But I found out about it in 2007.
[01:14:20.016 --> 01:14:21.157]  It's in my first film.
[01:14:21.598 --> 01:14:23.279]  America Destroyed by Design.
[01:14:24.981 --> 01:14:27.864]  And it says in there, we now have a National ID Card.
[01:14:28.324 --> 01:14:29.726]  Globally standardized.
[01:14:30.410 --> 01:14:37.914]  And then in 2000, they officially standardized it in a UN treaty that the majority of world nations in the world signed on to.
[01:14:38.534 --> 01:14:42.076]  And so, by 2000, we had a world ID card.
[01:14:43.596 --> 01:14:46.678]  It's just you still, it says United States ID.
[01:14:47.098 --> 01:14:52.481]  And it even has a state issued, you know, the states are federalized, but they issue one.
[01:14:54.122 --> 01:14:59.144]  It's like a grocery store, you know, says H-E-B number 50 or whatever, but it's still owned by the same company.
[01:14:59.930 --> 01:15:06.092]  So, just like we have a world ID card, but it's standardized down to the Texas driver's license.
[01:15:06.772 --> 01:15:08.172]  It has that sub-designation.
[01:15:08.392 --> 01:15:12.853]  Kind of like your zip code is a federal number, but you have seven at the beginning of Texas.
[01:15:13.694 --> 01:15:14.214]  You understand?
[01:15:14.234 --> 01:15:16.894]  And it's set up under that system.
[01:15:17.074 --> 01:15:18.735]  That's what GPS is globally.
[01:15:19.015 --> 01:15:20.775]  I mean, all this is global, folks.
[01:15:21.395 --> 01:15:23.336]  They can shoot a cruise missile down your chimney.
[01:15:24.122 --> 01:15:26.123]  I mean, that's how plotted out.
[01:15:26.223 --> 01:15:30.206]  The zip code is actually a missile targeting grid.
[01:15:30.486 --> 01:15:32.127]  See, it's all Pentagon design.
[01:15:32.407 --> 01:15:43.554]  The face scanning cameras, the national ID cards, the body scanners at the airports put you in a biometric database, taking your blood at birth, taking your blood now, or your tissue swab out of your cheek at checkpoints they're announcing.
[01:15:44.174 --> 01:15:45.715]  It's all Pentagon design.
[01:15:45.775 --> 01:15:46.595]  It runs everything.
[01:15:46.635 --> 01:15:47.636]  DARPA runs everything.
[01:15:49.269 --> 01:15:50.250]  They created the internet.
[01:15:50.290 --> 01:15:51.551]  They created the global standards.
[01:15:51.591 --> 01:15:52.292]  They run it all.
[01:15:52.352 --> 01:15:54.173]  They dole out the advanced technologies.
[01:15:54.193 --> 01:15:56.815]  They're 30 years ahead of what they're showing you, at least.
[01:15:58.056 --> 01:16:00.018]  God knows what they've already got off-planet.
[01:16:00.398 --> 01:16:05.503]  And I've got that from high-level NASA engineers that are retired, who literally start shaking when they tell me about it.
[01:16:06.103 --> 01:16:09.085]  But I don't get into all the stuff you can't handle, that you're not ready to hear.
[01:16:10.367 --> 01:16:10.707]  Okay?
[01:16:11.107 --> 01:16:12.008]  I'm getting close, though.
[01:16:13.234 --> 01:16:20.865]  Yes, folks, we are in a frozen technological level, arguing about Republicans and Democrats, which is a false mental projection.
[01:16:21.285 --> 01:16:22.487]  It's a total fraud.
[01:16:23.028 --> 01:16:24.890]  They're already off-world, big-time.
[01:16:24.910 --> 01:16:27.614]  There's space planes, space stations, everything.
[01:16:28.235 --> 01:16:28.856]  We'll be right back.
[01:16:33.323 --> 01:16:36.485]  Before you throw away your used batteries, you need to listen to this.
[01:16:36.825 --> 01:16:38.566]  Now, going green can save money.
[01:16:38.746 --> 01:16:44.088]  Go green and save money by giving life to your used batteries by charging them with the Renaissance Charger.
[01:16:44.308 --> 01:16:52.032]  The Renaissance Charger uses a new revolutionary battery charging technology that effectively extends the life of new batteries and gives new life to used batteries.
[01:16:52.332 --> 01:17:02.457]  Invented by legendary audio genius John Bedini, this unique and patented charging system rejuvenates the electrochemical plate structure in the battery without additives, increasing
[01:17:02.537 --> 01:17:03.098]  We're good.
[01:17:18.274 --> 01:17:21.118]  Visit us online at r-charge.com.
[01:17:21.279 --> 01:17:23.382]  That's r-charge.com.
[01:17:23.522 --> 01:17:24.263]  Or call us at 989-637-4179.
[01:17:24.303 --> 01:17:24.603]  That's 989-637-4179.
[01:17:24.764 --> 01:17:26.085]  Be a part of the revolution today.
[01:17:26.105 --> 01:17:26.266]  Gold.
[01:17:33.716 --> 01:17:34.997]  It's like nothing else on Earth.
[01:17:35.257 --> 01:17:41.339]  From the Romans through the Renaissance, from the Industrial Age to the Space Age, gold has weathered the test of time.
[01:17:41.519 --> 01:17:45.361]  For 6,000 years, gold has remained the ultimate store of wealth.
[01:17:45.701 --> 01:17:47.582]  According to the World Gold Council and the U.S.
[01:17:47.642 --> 01:17:49.923]  Mint, demand is at an all-time high.
[01:17:50.063 --> 01:17:56.746]  The stage is being set for the reemergence of gold as the common-sense alternative to a fiat paper currency that gets weaker.
[01:17:56.766 --> 01:17:56.966]  We're good.
[01:18:12.950 --> 01:18:18.573]  Call 1-800-686-2237 for the report the Fed hopes you'll never see.
[01:18:18.873 --> 01:18:21.454]  As good as gold can be yours by calling 800-686-2237.
[01:18:23.695 --> 01:18:27.777]  If you have ever thought about owning gold, you must read this report.
[01:18:27.957 --> 01:18:28.998]  Call Midas today at 800-686-2237.
[01:18:33.558 --> 01:18:36.840]  Silver is mankind's oldest natural antibiotic.
[01:18:37.000 --> 01:18:41.083]  This very special mineral has been used for centuries by most cultures throughout the world.
[01:18:41.243 --> 01:18:52.690]  Utopia, Texas, is home to a small but mighty supplement company called Utopia Silver, who offers colloidal products produced in distilled water without use of animal protein, nitrates, or saline solutions.
[01:18:52.910 --> 01:18:58.734]  Because our colloidal silver is made up of nano-sized particles, it can be better utilized at the cellular level.
[01:18:59.034 --> 01:19:03.417]  And germs can't mutate to be resistant like they can to modern-day antibiotics.
[01:19:03.697 --> 01:19:11.702]  Utopia Silver has a broad range of health supplements, including colloidal silver, gold, and copper, with a money-back guarantee on the colloidal products we produce.
[01:19:11.902 --> 01:19:19.567]  For four years, Utopia Silver has been fighting in the Texas courts against agencies that would steal our God-given rights of health care and freedom of speech.
[01:19:20.047 --> 01:19:22.608]  Visit us today at utopiasilver.com.
[01:19:22.748 --> 01:19:25.469]  That's U-T-O-P-I-A-Silver dot com.
[01:19:25.649 --> 01:19:28.191]  Or call 888-213-4338.
[01:19:28.211 --> 01:19:28.431]  888-213-4338.
[01:19:30.051 --> 01:19:32.812]  And help us win this battle.
[01:19:34.113 --> 01:19:34.953]  You are a rebel.
[01:19:35.253 --> 01:19:35.654]  Admit it.
[01:19:36.014 --> 01:19:38.775]  You refuse to read the directions when assembling a new item.
[01:19:38.975 --> 01:19:41.036]  You won't ask for directions when you're lost.
[01:19:41.376 --> 01:19:45.078]  Once in a while you drive in the carpool lane with only you in the car.
[01:19:45.298 --> 01:19:46.978]  Your neighbors call you a crackpot.
[01:19:47.359 --> 01:19:48.419]  And you can count your real friends.
[01:19:52.705 --> 01:19:53.345]  We're good to go.
[01:20:22.793 --> 01:20:23.894]  This is that Garofalo song, what a witch!
[01:20:48.598 --> 01:20:49.898]  But see, she wants us to hate her.
[01:20:50.459 --> 01:20:52.099]  Millions of people out protesting.
[01:20:52.159 --> 01:20:55.640]  Overman lies and says they only had 10,000 people nationwide.
[01:20:56.620 --> 01:20:58.641]  Folks, they had like 7,000 in San Antonio.
[01:20:58.661 --> 01:20:59.761]  That's what the local news said.
[01:21:01.622 --> 01:21:03.623]  It was millions nationwide.
[01:21:03.663 --> 01:21:05.783]  Even small towns had tea parties.
[01:21:06.183 --> 01:21:08.444]  But the news has to make it a left-wing, right-wing thing.
[01:21:08.784 --> 01:21:11.225]  And then everywhere say it's because they hate black people.
[01:21:12.432 --> 01:21:12.993]  Amazing.
[01:21:13.614 --> 01:21:15.096]  Let's continue with your phone calls.
[01:21:15.136 --> 01:21:17.259]  Let's talk to Matthew in Montana.
[01:21:17.679 --> 01:21:18.861]  Matthew, you're on the air.
[01:21:18.881 --> 01:21:20.563]  Hello, Alex.
[01:21:20.603 --> 01:21:25.209]  We appreciate you coming in Sunday, and we appreciate all you're doing.
[01:21:25.490 --> 01:21:27.012]  Hey, sir, this is make it or break it.
[01:21:27.312 --> 01:21:28.893]  I mean, I believe the stuff I talk about here.
[01:21:28.913 --> 01:21:29.793]  I want folks to know that.
[01:21:30.053 --> 01:21:30.894]  This is real.
[01:21:31.194 --> 01:21:39.858]  We really do have a criminal eugenics elite in control and it's such a joke that the public can't get past the distractions of Republican versus Democrat.
[01:21:40.098 --> 01:21:47.601]  It's total theater while they're putting cancer viruses in the vaccines and taking all the baby's blood at birth for 36 years for eugenics databases.
[01:21:47.621 --> 01:21:48.241]  Sorry, go ahead.
[01:21:48.602 --> 01:21:49.342]  Yeah, yeah.
[01:21:49.947 --> 01:21:58.373]  I, you know, I wanted to bring up April 19th is a much more famous day going back further in history.
[01:21:58.393 --> 01:22:11.963]  Yeah, I have a film crew on Lexington Green right now in Massachusetts for our new film with thousands of police and military retaking their oaths to protect and defend the Constitution and not carry out the New World Order.
[01:22:12.243 --> 01:22:13.304]  How exciting is that?
[01:22:13.784 --> 01:22:14.825]  Right on, right on.
[01:22:14.865 --> 01:22:15.846]  Well, you're on top of it.
[01:22:15.866 --> 01:22:17.727]  Well, tell folks what the date is for those that don't know.
[01:22:18.411 --> 01:22:35.694]  April 19th is the day that General Thomas Gage sent regular troops to Concord from Boston to confiscate the arms and ammunition stored in Concord and they suffered a major defeat and sent them running.
[01:22:37.515 --> 01:22:42.956]  That was the day the shot heard around the world took place and the colonists went after them.
[01:22:45.965 --> 01:22:50.470]  The globalists are setting it up now, teaching the military and the police to attack the American people.
[01:22:50.550 --> 01:22:52.112]  I've been to scores of drills.
[01:22:52.413 --> 01:22:53.434]  I've shot video.
[01:22:53.774 --> 01:22:54.956]  It's all free on the internet.
[01:22:54.976 --> 01:22:59.821]  It's in my Police State series with the Army and the Marines training to take our guns.
[01:22:59.881 --> 01:23:01.023]  And now all over the country.
[01:23:01.043 --> 01:23:04.587]  Remember, a week and a half ago in Tennessee, it was in major newspapers.
[01:23:05.416 --> 01:23:08.918]  The Army announces they're going to run checkpoints on highways with Homeland Security.
[01:23:09.158 --> 01:23:09.938]  For everyone's safety.
[01:23:10.378 --> 01:23:11.219]  With local police.
[01:23:11.299 --> 01:23:13.380]  Then, we talk about it on air.
[01:23:13.480 --> 01:23:15.121]  I was out of town that Friday.
[01:23:15.161 --> 01:23:15.721]  Burma's did.
[01:23:16.301 --> 01:23:17.202]  It gets cancelled.
[01:23:17.242 --> 01:23:18.922]  The Governor says, no, you can't do it.
[01:23:19.002 --> 01:23:20.043]  And then it was in the news!
[01:23:20.343 --> 01:23:21.964]  The Army went ahead and did it!
[01:23:22.304 --> 01:23:23.644]  And shut down the highways!
[01:23:23.805 --> 01:23:24.505]  I mean, folks!
[01:23:24.885 --> 01:23:26.086]  They're getting ready!
[01:23:27.086 --> 01:23:34.870]  To take over the United States, and they know a lot of the military aren't going to follow the orders, and so that's why they're saying they're the number one terror threat.
[01:23:35.090 --> 01:23:39.432]  See, overnight, it's not Al-Qaeda anymore, it's Pat Tillman.
[01:23:39.452 --> 01:23:43.934]  When Pat Tillman saw them growing those poppies and shipping it into the U.S., he wrote letters back.
[01:23:43.974 --> 01:23:44.915]  I've talked to his family.
[01:23:45.095 --> 01:23:48.497]  He was going to come back and expose the drug dealing, and they killed him deader than a hammer.
[01:23:48.717 --> 01:23:50.998]  And it's going to be the same for all you police and military.
[01:23:51.258 --> 01:23:55.160]  You know, these documents also, I've got documents where they're worried about police joining us.
[01:23:55.760 --> 01:23:58.804]  You see, they know because it's time to make a decision.
[01:23:59.064 --> 01:24:06.832]  Are you on the American people's side with 98% of us against the banker takeover and 91% of us against the open borders and Gallup polls?
[01:24:07.153 --> 01:24:10.296]  Or are you with the offshore criminal made-off bankers?
[01:24:10.496 --> 01:24:11.037]  Go ahead, sir.
[01:24:12.406 --> 01:24:16.748]  Yeah, I also wanted to read a quote from Patrick Henry.
[01:24:16.768 --> 01:24:18.769]  It was March 23rd, 1775.
[01:24:18.809 --> 01:24:21.770]  Why stand we here idle?
[01:24:22.170 --> 01:24:22.691]  Go ahead.
[01:24:22.991 --> 01:24:23.811]  Yep, you got it.
[01:24:23.911 --> 01:24:26.953]  And I wanted to read what he had to say about firearms, if I may.
[01:24:27.793 --> 01:24:30.374]  Guard with jealous attention the public liberty.
[01:24:30.554 --> 01:24:33.075]  Suspect everyone who approaches that jewel.
[01:24:33.375 --> 01:24:36.617]  Unfortunately, nothing will preserve it but downright force.
[01:24:36.697 --> 01:24:38.938]  Whenever you give up that force, you are ruined.
[01:24:39.542 --> 01:24:42.284]  The great object is that every man be armed.
[01:24:42.464 --> 01:24:44.725]  Everyone who is able may have a gun.
[01:24:45.726 --> 01:24:46.487]  Patrick Henry.
[01:24:46.807 --> 01:24:48.148]  And the jewel is liberty.
[01:24:48.268 --> 01:24:54.512]  It's the engine of milk and honey and technological development and ingenuity and freedom and dynamic human spirit.
[01:24:54.872 --> 01:24:58.674]  There are hundreds of other nations that have more resources than the U.S.
[01:24:59.035 --> 01:25:01.096]  Literally, just scores and scores.
[01:25:01.196 --> 01:25:02.317]  Mexico, Canada,
[01:25:03.358 --> 01:25:08.362]  But they don't have it because they don't have the same level of tyranny when you talk about places like Mexico.
[01:25:08.682 --> 01:25:15.027]  And the elites are openly announcing their carbon taxes to literally destroy and they brag.
[01:25:15.287 --> 01:25:17.389]  The bankers want to destroy the economy.
[01:25:17.609 --> 01:25:19.070]  They've cut off the liquidity.
[01:25:19.311 --> 01:25:22.773]  They're restricting the money supply while hoarding it for themselves.
[01:25:23.114 --> 01:25:24.815]  They're keeping all the bailout money.
[01:25:25.075 --> 01:25:29.379]  Can you believe that we give them the bailout money and then we gotta pay them interest on money we give the bankers?
[01:25:30.922 --> 01:25:38.767]  Well, that's the tyranny that has been taking place for a long time, but thank God we know we're on the right side.
[01:25:40.236 --> 01:25:42.637]  We know we're going to win.
[01:25:43.197 --> 01:25:44.678]  I know I speak for a lot of people.
[01:25:44.878 --> 01:25:48.219]  I appreciate all the time and energy you're putting into this Alex.
[01:25:48.239 --> 01:25:49.080]  Are you kidding sir?
[01:25:49.560 --> 01:25:50.800]  God bless you and I appreciate you.
[01:25:51.261 --> 01:25:51.701]  Are you kidding?
[01:25:52.061 --> 01:25:53.421]  I couldn't go to sleep last night.
[01:25:53.962 --> 01:25:56.583]  I just sat there reading documents, studying globalist documents.
[01:25:56.823 --> 01:26:00.324]  I got stacks of them here where they're talking about how we're slaves and all the stuff they're going to do to us.
[01:26:00.384 --> 01:26:01.985]  And then I just look at the public.
[01:26:02.637 --> 01:26:06.359]  Who are invested in the right-wing ideology or invested in the left-wing ideology.
[01:26:06.820 --> 01:26:11.903]  I know people who liked me when I was bashing Bush, but I kept explaining, no I'm not a liberal.
[01:26:12.043 --> 01:26:13.183]  I'm not a liberal or conservative.
[01:26:13.223 --> 01:26:14.024]  I'm a freedom lover.
[01:26:14.284 --> 01:26:15.545]  They're all bought and paid for.
[01:26:15.765 --> 01:26:16.945]  They're like, yeah, I really like you.
[01:26:16.985 --> 01:26:17.606]  Bush is bad.
[01:26:18.366 --> 01:26:23.109]  Now they won't talk to me because I'm bashing Obama because he's bought and paid for by the same people.
[01:26:23.749 --> 01:26:24.830]  Can't you folks get it?
[01:26:24.870 --> 01:26:26.691]  It's like a Don King boxing match.
[01:26:27.031 --> 01:26:27.812]  It isn't real.
[01:26:28.132 --> 01:26:29.453]  He owns both the fighters.
[01:26:30.615 --> 01:26:41.439]  You're like, gee, Alex, when you liked George Foreman, I liked you, but, you know, but now you... It's like Bush is George Foreman and they like Muhammad Ali.
[01:26:42.479 --> 01:26:47.661]  And then now, Muhammad Ali's the champ and I'm telling them it's fake with Don King.
[01:26:48.501 --> 01:26:50.222]  It doesn't matter, you can't explain it to these people.
[01:26:50.262 --> 01:26:51.843]  That's why you're suckers.
[01:26:52.143 --> 01:26:53.903]  It's why your standard of living's going down.
[01:26:54.063 --> 01:26:55.724]  Because you won't admit you're a slave.
[01:26:56.204 --> 01:26:58.145]  You won't admit how serious things are.
[01:27:00.509 --> 01:27:04.651]  I want to tell all the special forces and black ops people and mafia people that work for the New World Order.
[01:27:05.532 --> 01:27:06.672]  You're totally expendable.
[01:27:06.712 --> 01:27:08.593]  They put sodium fluoride in your water, too.
[01:27:10.294 --> 01:27:12.095]  They're spraying your skies, too, folks.
[01:27:12.155 --> 01:27:13.836]  We've got to stand together against this.
[01:27:14.216 --> 01:27:14.756]  Come on!
[01:27:15.056 --> 01:27:16.057]  We're smarter than this.
[01:27:16.577 --> 01:27:17.478]  Tom in California.
[01:27:17.498 --> 01:27:18.458]  You're on the air worldwide.
[01:27:19.879 --> 01:27:20.079]  Alex?
[01:27:20.519 --> 01:27:20.819]  Yes, sir.
[01:27:21.319 --> 01:27:21.620]  Hello?
[01:27:21.880 --> 01:27:22.160]  Yes, sir.
[01:27:23.280 --> 01:27:23.861]  Alex, are you there?
[01:27:24.141 --> 01:27:24.761]  I sure am.
[01:27:24.801 --> 01:27:25.522]  Can you hear me?
[01:27:26.062 --> 01:27:26.522]  Yes, sir.
[01:27:26.842 --> 01:27:30.044]  Hey, I had a comment this weekend.
[01:27:31.078 --> 01:27:35.501]  I went to the Coachella Festival and I saw Sir Paul McCartney.
[01:27:36.342 --> 01:27:44.048]  And kind of going in with this, I listened to your Friday show about the baptism of evil and the limousine liberals that you're talking about.
[01:27:44.428 --> 01:27:50.994]  And before Paul McCartney went on, he had this, there were two big screens of the pyramids, the dollar bill.
[01:27:51.874 --> 01:27:56.798]  And it said, you know, it had Novus Ordo Seclorum beneath the pyramid.
[01:27:57.178 --> 01:27:59.140]  And above that it said, Ishtar's Way.
[01:28:00.054 --> 01:28:01.254]  Or Ishtar's Course.
[01:28:01.534 --> 01:28:06.055]  And there was this DJ spinning all these Beatle remixes.
[01:28:06.275 --> 01:28:07.856]  This is their religion!
[01:28:08.336 --> 01:28:13.017]  You see, you'll find at the highest level, the atheists really aren't atheists at the higher levels.
[01:28:13.297 --> 01:28:13.977]  They write books.
[01:28:14.037 --> 01:28:19.479]  These people worship Lucifer and Ishtar, and they've taken over all the Christian holidays.
[01:28:19.639 --> 01:28:20.699]  Easter is Ishtar.
[01:28:21.079 --> 01:28:23.760]  That isn't even when Christ was resurrected, if you believe that.
[01:28:24.060 --> 01:28:25.160]  And the Christians don't care!
[01:28:25.460 --> 01:28:29.641]  These churches are all Ishtar things with the phallus and all of it.
[01:28:30.245 --> 01:28:43.676]  It was amazing, and also halfway through the concert, he had this, I think it's an older song, but it's called Sing the Changes, and it had these pictures of Obama coming out of the projected screen.
[01:28:43.816 --> 01:28:45.237]  Everything is brainwashing.
[01:28:45.638 --> 01:28:53.584]  Everyone was just standing there crying, and you're still bigger than Jesus, and it was incredible.
[01:28:53.884 --> 01:28:54.445]  It was incredible.
[01:28:55.256 --> 01:28:59.057]  Well, look, the yuppies are the most brainwashed people out there.
[01:28:59.077 --> 01:29:00.397]  They love their enslavement.
[01:29:00.637 --> 01:29:01.958]  They love being conned.
[01:29:02.398 --> 01:29:05.898]  They really believe all the hype that everything's lovey-dovey.
[01:29:06.178 --> 01:29:07.679]  They have no idea what they're facing.
[01:29:07.699 --> 01:29:08.339]  Good to hear from you.
[01:29:08.359 --> 01:29:17.061]  Alright, when we come back, I'm gonna blitz with Rick, Mike, Joe, Mark, Matt, Rodney, Keebler, and many, many others, ladies and gentlemen.
[01:29:17.081 --> 01:29:18.281]  But that'll be it for calls.
[01:29:18.321 --> 01:29:21.702]  Those callers there, they got a little surprise coming up.
[01:29:21.742 --> 01:29:21.982]  Listen.
[01:29:23.163 --> 01:29:24.124]  I've done my research.
[01:29:24.544 --> 01:29:26.326]  What I'm telling you is the absolute truth.
[01:29:26.706 --> 01:29:28.027]  I know what I'm talking about.
[01:29:28.468 --> 01:29:30.109]  How much have I predicted that's come true?
[01:29:30.730 --> 01:29:32.832]  This planet is in the hands of evil.
[01:29:33.032 --> 01:29:34.913]  The world appears to be on the brink of collapse.
[01:29:35.214 --> 01:29:42.100]  Experts say a pinch of heirloom vegetable seed could soon be the most valuable resource on Earth, because it will provide healthy food now and every year after.
[01:29:42.340 --> 01:29:48.185]  Survivalistseeds.com now has the heirloom garden seed time capsule, allowing you to store your seeds for the future anywhere.
[01:29:48.285 --> 01:29:48.545]  We're good.
[01:30:03.302 --> 01:30:08.264]  The Garden Seed Time Capsule and Heirloom Seeds from SurvivalistSeeds.com is your long-term food solution.
[01:30:08.404 --> 01:30:12.985]  Our competition charges $0.10 to $1.25 per seed for these same heirloom varieties.
[01:30:13.025 --> 01:30:20.687]  But you can now have a head of lettuce, a bundle of carrots, a basket of tomatoes, a giant watermelon, and 16 other varieties for about a penny a seed each!
[01:30:20.707 --> 01:30:21.408]  Be prepared!
[01:30:21.488 --> 01:30:26.649]  Buy your Heirloom Seeds today from SurvivalistSeeds.com and have food insurance for your family forever!
[01:30:26.729 --> 01:30:28.490]  Visit SurvivalistSeeds.com.
[01:30:28.550 --> 01:30:32.471]  SurvivalistSeeds.com is owned by Big John Lipscomb, host of the Don't Tread on Me radio show.
[01:30:33.303 --> 01:30:38.404]  Have you ever read the ingredients in your skin creams, personal hygiene products, vitamins, or herbal supplements?
[01:30:38.704 --> 01:30:46.966]  Did you know that most skin creams, body lotions, shampoos, and toothpastes contain chemical additives such as sodium lauryl sulfate, the same type of detergent used in dish soap?
[01:30:47.246 --> 01:30:50.547]  Did you know that many multivitamin supplements are made from synthetic vitamins?
[01:30:50.827 --> 01:30:53.728]  Do your herbal remedies have unwanted additives and fillers?
[01:30:54.048 --> 01:30:56.170]  Have you ever tested your body's pH level?
[01:30:56.550 --> 01:30:59.272]  Make the change to organic health and beauty products.
[01:30:59.533 --> 01:31:02.355]  Visit 2bnatural.com and order today!
[01:31:02.936 --> 01:31:11.563]  2bnatural.com carries exclusive all-natural chemical-free skin care, hair care, whole food vitamins, herbal remedies, and alkaline body balance supplements.
[01:31:11.923 --> 01:31:14.284]  With rising unemployment and a
[01:31:39.422 --> 01:31:42.513]  Are you safe when you walk to your car?
[01:31:43.055 --> 01:31:44.500]  Are your kids safe when they go out?
[01:31:52.304 --> 01:31:53.525]  We're good to go.
[01:32:22.159 --> 01:32:22.219]  1-800-313-6400.
[01:32:22.239 --> 01:32:22.299]  1-800-313-6400.
[01:32:22.359 --> 01:32:22.800]  That's 1-800-313-6400 today!
[01:32:32.714 --> 01:32:34.955]  Worried about the side effects from prescription drugs?
[01:32:35.135 --> 01:32:38.776]  Tired of searching for an effective, safe, natural alternative you can trust?
[01:32:38.896 --> 01:32:42.918]  Join more than 300,000 people worldwide who trust in native remedies.
[01:32:43.078 --> 01:32:49.280]  Our market-leading natural remedies are manufactured using the highest quality ingredients in FDA-registered facilities.
[01:32:49.421 --> 01:32:55.103]  We only use whole herbs and never use chemicals, giving you superior effectiveness and safety without side effects.
[01:32:55.303 --> 01:32:58.324]  With over 250 herbal and homeopathic remedies,
[01:32:58.464 --> 01:33:01.187]  You'll find products for your entire family, even your pets.
[01:33:01.387 --> 01:33:09.696]  Address issues like concentration, stress, mood, sleep, pregnancy, memory, joint support, digestion, cold and flu, sexual performance, and much more.
[01:33:09.896 --> 01:33:14.081]  And all Native Remedies products come with a one-year unconditional money-back guarantee.
[01:33:14.321 --> 01:33:16.302]  Are you tired of searching for great talk radio?
[01:33:16.322 --> 01:33:17.162]  Search no more.
[01:33:17.182 --> 01:33:18.622]  We are the GCN Radio Network.
[01:33:46.577 --> 01:33:51.240]  I'm sure a lot of you have been noticing CIA ads on TV, radio, print.
