[00:00:00.109 --> 00:00:01.711]  You know, Ron Paul grills Ben Bernanke.
[01:14:24.887 --> 01:14:31.011]  Protecta Engine Oil Booster has been tested by independent laboratories and proven in over 1 million vehicles worldwide.
[01:14:31.252 --> 01:14:35.635]  We'll give you enough Protecta Engine Oil Booster for 5 complete oil changes for only $22.95.
[01:14:35.975 --> 01:14:39.217]  That's enough for 2 vehicles for up to 1 year.
[01:14:39.478 --> 01:14:41.299]  Start taking care of your vehicle today.
[01:14:41.599 --> 01:14:44.561]  Take advantage of this limited time offer and receive free shipping.
[01:14:44.741 --> 01:14:48.244]  Protecta Engine Oil Booster is the last defense against engine wear.
[01:14:48.424 --> 01:14:51.105]  Go to oilcompanysecret.com or call 1-888-873-7371.
[01:14:51.145 --> 01:14:52.125]  That's oilcompanysecret.com or 888-873-7371.
[01:14:52.145 --> 01:14:53.366]  Satisfaction guaranteed or your money back.
[01:14:53.406 --> 01:14:55.567]  Call 888-873-7371 or visit oilcompanysecret.com.
[01:15:06.491 --> 01:15:11.074]  Phase One of the Insiders' plan for a One World Government has been initiated with the recent bailout.
[01:15:11.414 --> 01:15:18.619]  International bankers and power brokers have engineered the current crisis to create a new currency and a new World Bank to act as savior.
[01:15:18.859 --> 01:15:20.260]  But we've only seen the beginning.
[01:15:20.480 --> 01:15:24.362]  Their next engineered crisis will be on a scale never before seen in modern times.
[01:15:24.623 --> 01:15:28.205]  Shortages and empty shelves will spread fear and panic across the land.
[01:15:28.465 --> 01:15:32.548]  The Insiders have discovered that they must control two things to seize total power.
[01:15:32.928 --> 01:15:34.869]  Phase One is a One World Currency.
[01:15:35.049 --> 01:15:35.869]  We're good to go.
[01:16:12.512 --> 01:16:17.897]  Dr. Rebecca Carley is a degreed medical doctor, a surgeon.
[01:16:18.477 --> 01:16:20.419]  Her only child was damaged by vaccine.
[01:16:20.439 --> 01:16:21.460]  She began to investigate it.
[01:16:22.361 --> 01:16:23.922]  And we just got her on the line.
[01:16:23.962 --> 01:16:25.604]  She was pointing out something I wasn't even aware of.
[01:16:26.424 --> 01:16:32.450]  The London Telegraph reporting on a bunch of people dying in Poland from a bird flu vaccine test.
[01:16:33.090 --> 01:16:34.231]  You guys did pull that up, right?
[01:16:34.311 --> 01:16:35.132]  You said you did pull it up.
[01:16:35.372 --> 01:16:37.154]  Pull it up on screen for folks so they can see it.
[01:16:38.490 --> 01:16:44.531]  There's a lot to cover in the time we have left, and I also want to go to calls for folks that are holding on this subject.
[01:16:45.071 --> 01:16:50.953]  But Dr. Karlo, I'd love to have you back up next week for two hours, if you can do it, to really detail all this and go through your knowledge.
[01:16:50.993 --> 01:16:55.814]  Now, on one side, bird flu itself can kill people, but it's very hard to catch.
[01:16:55.854 --> 01:17:00.495]  The point is, they're mixing it with vaccines and then not even irradiating it.
[01:17:00.575 --> 01:17:01.575]  That's no accident.
[01:17:02.515 --> 01:17:03.795]  Just absolutely amazing.
[01:17:03.835 --> 01:17:05.396]  And regular flu vaccine
[01:17:08.328 --> 01:17:14.691]  Inoculations, and thank God, some subcontractors tested it, and it killed the ferrets.
[01:17:15.431 --> 01:17:21.034]  They were testing it just to see if the regular flu vaccine had been irradiated, because if the ferret gets sick, they know it hasn't been irradiated properly.
[01:17:21.534 --> 01:17:22.635]  But it said the ferrets died.
[01:17:22.675 --> 01:17:24.175]  This is mainstream news.
[01:17:24.576 --> 01:17:25.836]  This is deadly bird flu.
[01:17:25.856 --> 01:17:27.477]  They were trying to mutate.
[01:17:28.197 --> 01:17:30.699]  But let's just go ahead and go to Dr. Rebecca Carley.
[01:17:31.939 --> 01:17:32.719]  Tell us what's happening.
[01:17:33.500 --> 01:17:35.841]  Basically, they're trying to cause the pandemic.
[01:17:36.348 --> 01:17:41.150]  They have already stockpiled at least 250 million doses of the bird flu vaccine.
[01:17:41.810 --> 01:17:48.693]  Um, you know, the, uh, the shelf life of that vaccine has a certain amount of time by which they'll have to throw in the garbage.
[01:17:49.113 --> 01:17:55.256]  So they have to start the pandemic so that they can give the vaccine, which will then cause the bird flu pandemic.
[01:17:55.656 --> 01:17:58.157]  I encourage all of your listeners to go to my website, drcarley.com
[01:18:00.233 --> 01:18:02.594]  D-R-C-A-R-L-E-Y dot com.
[01:18:02.934 --> 01:18:08.797]  Go to the bottom of my site and you will actually see posted an article entitled, U.S.
[01:18:08.857 --> 01:18:12.078]  Controls Bird Flu Vaccines Over Bioweapon Fears.
[01:18:12.618 --> 01:18:25.904]  In fact, this is an Associated Press article that says that our government is reluctant to give bird flu vaccines to some of the rogue nations for fear they will use the vaccine as biological warfare.
[01:18:26.482 --> 01:18:30.566]  So when you actually look at what's out there, folks, it becomes crystal clear.
[01:18:30.887 --> 01:18:32.048]  This is genocide.
[01:18:32.068 --> 01:18:35.852]  This is population reduction, and it's happening right now.
[01:18:35.872 --> 01:18:37.294]  Alright, let me stop you right there.
[01:18:37.334 --> 01:18:40.958]  You just brought a huge piece of the puzzle that I wasn't even aware of.
[01:18:41.018 --> 01:18:42.299]  We Googled it, it's true.
[01:18:43.400 --> 01:18:47.123]  I have the AP article about him admitting bird flu vaccine can be used as a bioweapon.
[01:18:47.523 --> 01:18:48.664]  Now this company in the U.S.
[01:18:48.744 --> 01:18:53.668]  ships it, doesn't tell the companies they're subcontracting to make regular flu vaccine that they're mixing it.
[01:18:54.128 --> 01:18:56.650]  By God's grace, they did a test and it killed the animals.
[01:18:57.070 --> 01:19:05.857]  They looked at it and said this is H5N1, the deadly stuff that would then become airborne by being mixed with the other flu.
[01:19:07.222 --> 01:19:07.782]  Vaccine.
[01:19:08.723 --> 01:19:12.425]  And here it is, homeless people die after bird flu vaccine trial in Poland.
[01:19:12.925 --> 01:19:14.146]  The London Telegraph, July 2008.
[01:19:14.306 --> 01:19:24.312]  This is three Polish doctors, six nurses are facing criminal prosecution for a number of homeless people died following medical trials of a vaccine to the H5N1 bird flu virus.
[01:19:24.332 --> 01:19:28.134]  I mean, this is, and they keep telling you you're a kook if you don't want to take vaccines, doctor.
[01:19:28.615 --> 01:19:28.855]  Right.
[01:19:29.275 --> 01:19:34.658]  Well, let me also say, you see, this is very intentional because the H5N1 bird flu virus
[01:19:36.295 --> 01:19:41.839]  is not actually able to be picked up by humans in a regular scenario.
[01:19:42.259 --> 01:19:49.124]  So by putting it with a regular human flu, they're intentionally causing it to create a hybrid virus.
[01:19:49.524 --> 01:20:00.392]  And this is how they're going to make the bird flu virus be contracted by the people because it's very virulent and basically the scenario that it creates is very disturbing.
[01:20:00.432 --> 01:20:04.755]  You actually bleed out into your lungs and suffocate on your own blood.
[01:20:07.694 --> 01:20:08.294]  Please continue.
[01:20:09.255 --> 01:20:10.956]  Okay, and I want to just make it clear.
[01:20:10.976 --> 01:20:18.621]  I encourage the listeners, once again, to go to my website, drcarley.com, and read the article I now have posted, Science of Vaccine Damage.
[01:20:19.061 --> 01:20:30.328]  We have a number of non-pharma-funded veterinarian researchers that have documented what I've been saying for 12 years, that it's not just the diseases themselves the vaccines cause.
[01:20:30.688 --> 01:20:35.631]  When you inject live viruses into the bloodstream, you bypass a critical part of the immune system,
[01:20:36.004 --> 01:20:36.744]  We're good to go.
[01:20:56.434 --> 01:20:59.756]  Not only humanity, our pets and our food sources.
[01:20:59.837 --> 01:21:01.197]  Well, doctor, I wanted to back you up.
[01:21:01.598 --> 01:21:11.184]  All these big veterinary university studies, as you know, have now come out showing thousands of percentile increases in the area where dogs and cats are injected.
[01:21:11.265 --> 01:21:15.247]  Everybody I know injects their cats and dogs and they almost die.
[01:21:15.267 --> 01:21:21.732]  They have seizures that causes, as other medical doctors have told us, autoimmune responses where the brain swells.
[01:21:21.832 --> 01:21:23.533]  That's causing actually mostly autism.
[01:21:23.873 --> 01:21:25.815]  The mercury is a side issue.
[01:21:26.595 --> 01:21:38.357]  And here they are trying to send out bird flu, mutated with regular flu for deadly airborne flu that kills over 60% of people that come in contact with it.
[01:21:38.837 --> 01:21:42.658]  And then meanwhile they're running billboards and ads everywhere saying vaccines are good, take more.
[01:21:43.158 --> 01:21:45.238]  HPV is killing a lot of the girls that take it.
[01:21:45.498 --> 01:21:48.899]  It's okay, dying is good, it keeps you safe, dying keeps you safe.
[01:21:49.259 --> 01:21:50.959]  I mean it's mass insanity.
[01:21:51.719 --> 01:21:54.360]  We're going to come back and talk about how this kills you.
[01:21:55.640 --> 01:21:56.701]  How do you think they're gonna release it?
[01:21:56.981 --> 01:21:57.861]  We're on the march.
[01:21:58.382 --> 01:21:59.963]  The Empire's on the run.
[01:22:00.903 --> 01:22:03.585]  Alex Jones and the GCN Radio Network.
[01:22:07.156 --> 01:22:10.519]  More than 700 chemicals have been found in our drinking water.
[01:22:10.679 --> 01:22:15.883]  And did you know that you have greater exposure to these chemicals while taking hot showers than when drinking the water?
[01:22:16.083 --> 01:22:20.847]  That's because many chemicals are inhaled when they evaporate, and others are absorbed into the skin.
[01:22:21.228 --> 01:22:32.357]  The KDF Dual Media Shower Filter works with both hot and cold water, and is designed to reduce chlorine, lead, mercury, and iron, and it inhibits the growth of bacteria, mold, algae, and fungus.
[01:22:32.737 --> 01:22:38.299]  The KDF Dual Media Shower Filter typically lasts 10,000 gallons or 1 year whichever comes first.
[01:22:38.519 --> 01:22:44.581]  Hospitals, restaurants, and water treatment facilities use this media to reduce chlorine, iron, heavy metals, and bacteria.
[01:22:44.781 --> 01:22:45.422]  What about you?
[01:22:45.822 --> 01:22:51.864]  Order your KDF Shower Filter normally $49 for a special price of only $39.99 with free shipping.
[01:22:52.264 --> 01:22:54.385]  Call the Berkey guy and order now by calling 1-877-886-3653.
[01:22:57.745 --> 01:22:59.066]  That's 1-877-886-3653.
[01:23:01.548 --> 01:23:05.050]  Or simply click on the banner at GCNlive.com to order online now.
[01:23:06.592 --> 01:23:12.976]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[01:23:13.336 --> 01:23:14.998]  The enemy struck America on September 11th.
[01:23:15.976 --> 01:23:16.997]  But who is the enemy?
[01:23:17.517 --> 01:23:18.038]  Bin Laden.
[01:23:18.318 --> 01:23:19.239]  This is his M.O.
[01:23:19.259 --> 01:23:20.620]  We have to look to the Middle East.
[01:23:20.680 --> 01:23:22.382]  We have to look to Osama Bin Laden.
[01:23:22.662 --> 01:23:29.448]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[01:23:29.828 --> 01:23:30.269]  Some U.S.
[01:23:30.309 --> 01:23:35.954]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[01:23:36.654 --> 01:23:40.155]  I'm aware that some Israeli citizens have been detained.
[01:23:40.175 --> 01:23:43.196]  Either you are with us, or you are with the terrorists.
[01:24:06.414 --> 01:24:10.276]  Do you suffer from aches and pains in your knees, arms, wrists, or elbows?
[01:24:10.596 --> 01:24:13.898]  Is it difficult to get out of bed in the morning because of joint stiffness?
[01:24:14.238 --> 01:24:17.619]  Have you been looking for a safe, natural alternative to help ease your pain?
[01:24:18.060 --> 01:24:20.961]  If so, you need to visit solartherm.ca.
[01:24:21.301 --> 01:24:28.925]  SolarTherm, the pain care you wear, is a patented ceramic fiber support technology that holds in and reflects your own body heat.
[01:24:29.165 --> 01:24:30.566]  Soothing those sore areas.
[01:24:30.846 --> 01:24:37.411]  Solar Therm is extremely light and comfortable to wear and increases blood flow to the affected areas without the use of toxic chemicals.
[01:24:37.751 --> 01:24:43.395]  Imagine being able to finally relieve the aches and pains in your elbows, knees, wrists, back and more.
[01:24:43.596 --> 01:24:46.217]  So forget about messy creams that have an unpleasant smell.
[01:24:46.498 --> 01:24:48.279]  Try Solar Therm, the pain care you
[01:24:48.339 --> 01:24:48.619]  I think?
[01:25:13.644 --> 01:25:15.284]  There is so much evidence of this.
[01:25:15.344 --> 01:25:17.265]  It's right out in the open.
[01:25:17.405 --> 01:25:19.425]  They give it to homeless people and it kills them.
[01:25:20.445 --> 01:25:30.267]  Another company ships it to all these labs, doesn't tell them what it is, tells them, oh here's the mixes, mislabels it, has them mix it with all these different strains of regular flu.
[01:25:31.027 --> 01:25:36.648]  They admit that it will mutate inside the growing process and mutate inside the human body.
[01:25:37.148 --> 01:25:40.509]  Airborne super flu that kills you
[01:25:41.983 --> 01:25:43.465]  And we just lost Dr. Carly.
[01:25:44.006 --> 01:25:45.408]  I just heard her disconnect.
[01:25:45.508 --> 01:25:47.191]  So, John, will you get her back on, or is she still there?
[01:25:50.736 --> 01:25:51.677]  Oh, the ISDN dropped.
[01:25:51.758 --> 01:25:52.018]  Okay.
[01:25:52.038 --> 01:25:53.059]  Alright, well, we're here.
[01:25:53.100 --> 01:25:53.560]  It doesn't matter.
[01:25:54.121 --> 01:25:56.685]  Okay, let's get the guys in there and get that reconnected.
[01:25:57.719 --> 01:26:24.485]  Doctor, break this down for folks, how it kills you, what's going on, and the larger picture, with all the documentation you've got, and she neurotically goes through all, even mainstream documents, mainstream news, and by the grace of God, a subcontractor tested the flu shots, because they've had so many people get killed in Europe from them, on ferrets, and it killed them better than a hammer, so they tested it and freaked out, saying, what on earth is this?
[01:26:25.226 --> 01:26:26.026]  This is incredible.
[01:26:33.843 --> 01:26:36.248]  Yeah, we're having some phone systems go up and down.
[01:26:36.569 --> 01:26:38.032]  Get her back on for me, okay?
[01:26:41.598 --> 01:26:44.699]  I don't think it's the government doing it, though they admit they've done sabotage on the people.
[01:26:44.759 --> 01:26:47.560]  This always happens when, and now, Jesse Ventura.
[01:26:47.820 --> 01:26:48.681]  Happens like once a month.
[01:26:49.041 --> 01:26:50.561]  But it's always, and now Willie Nelson.
[01:26:51.602 --> 01:26:52.602]  And now Jesse Ventura.
[01:26:53.402 --> 01:26:56.143]  And now we will expose the bird flu plan.
[01:26:57.244 --> 01:27:00.465]  And we've got like three backups in there, so hopefully that'll get it fixed.
[01:27:01.085 --> 01:27:04.606]  So we will get her back up and on the line.
[01:27:05.086 --> 01:27:06.867]  Okay, Dr. Carley, did you hear my questions?
[01:27:08.610 --> 01:27:12.031]  As I said, strange things happen when I do shows like this.
[01:27:12.311 --> 01:27:16.272]  I just want to mention a couple of very important things that people have to realize.
[01:27:16.652 --> 01:27:27.695]  First of all, there's been almost a billion dollars, with a B, $954 million has been put aside in the stimulus package for further inoculations.
[01:27:28.375 --> 01:27:35.017]  And as people are listening to our corrupt Congress in the District of Criminals talking about mandated health insurance,
[01:27:35.356 --> 01:27:43.000]  You have to realize that just like they're doing in Massachusetts now, they're going to tell you what you need to do in terms of your health, quote unquote, coverage.
[01:27:43.100 --> 01:27:44.320]  It's actually death coverage.
[01:27:44.761 --> 01:27:46.261]  And so this is what's going on.
[01:27:46.341 --> 01:27:48.502]  This is a population reduction agenda.
[01:27:48.963 --> 01:27:56.886]  One other quick thing I just wanted to mention is that there's at least nine biowarfare or weapons labs in every state at this point.
[01:27:57.186 --> 01:28:01.829]  And the way they ship their viruses from lab to lab is by Federal Express.
[01:28:02.289 --> 01:28:04.530]  So as they're trying to tell us that we have all these
[01:28:04.966 --> 01:28:05.206]  Yes, I do.
[01:28:05.246 --> 01:28:06.348]  That's how I found out about this.
[01:28:26.914 --> 01:28:41.017]  Alright, well as a medical doctor, as a surgeon, as someone who's been researching this in depth for years, tell us what the bird flu will do if it goes airborne or if people would have taken these shots that killed the ferrets, how this kills you.
[01:28:41.397 --> 01:28:46.278]  I see different news reports of that it kills 60-90% of people that come in contact with it.
[01:28:47.119 --> 01:28:52.900]  Well what people have to realize is that they've intentionally weaponized this by going up to Alaska
[01:28:53.351 --> 01:29:00.555]  And digging up dead bodies that died, uh, uh, people that died from the 1918 Spanish flu, which was not a Spanish flu at all.
[01:29:00.615 --> 01:29:04.818]  It was actually caused by inoculations given to soldiers in world war one.
[01:29:05.218 --> 01:29:20.147]  And since it was such a killer, um, these minions from the, uh, department of army pathology in Washington went there and dug up those dead bodies and brought that those lung tissues back and, uh, you know, did the DNA deconstruction on it.
[01:29:20.549 --> 01:29:26.815]  And they have combined that with the bird flu in order to make a pathogen which is going to kill young people.
[01:29:27.175 --> 01:29:29.217]  That is the very serious aspect of this.
[01:29:29.598 --> 01:29:35.063]  This is not going to just kill, you know, the young and the old as usually happens with different pathogens.
[01:29:35.403 --> 01:29:40.368]  This is going to specifically target young people in the ages of, say, 20 to 60.
[01:29:41.369 --> 01:29:45.032]  And this is going to basically cause you to, as I said,
[01:29:46.147 --> 01:29:47.668]  Bleed out into your own lungs.
[01:29:47.688 --> 01:29:49.349]  You're going to suffocate on your own blood.
[01:29:49.649 --> 01:29:56.953]  And the aerosolization aspect of it is not just with chemtrails and things of that nature.
[01:29:57.413 --> 01:30:04.017]  If people in your neighborhood are stupid enough to get injected with this insane vaccine, they're going to be coughing and sneezing on you.
[01:30:04.557 --> 01:30:06.998]  And so that's part of the aerosolization thing.
[01:30:07.278 --> 01:30:13.882]  They're going to be able to make this pandemic happen very quickly once they introduce this into the United States population.
[01:30:16.753 --> 01:30:17.353]  Absolutely.
[01:30:17.393 --> 01:30:22.456]  I want to show the viewers out there the headline, uh, flu pandemic can kill 1 billion people around the world.
[01:30:22.877 --> 01:30:33.323]  This is in the Journal of Nature and a bunch of other publications a few years ago, where they're out there fear-mongering, trying to get everybody scared, and then meanwhile I have the mainstream news
[01:30:33.843 --> 01:30:34.883]  And I see these all the time.
[01:30:34.904 --> 01:30:35.624]  You pointed one out.
[01:30:35.684 --> 01:30:38.685]  Homeless people die after bird flu vaccine trial in Poland.
[01:30:39.025 --> 01:30:39.926]  London Telegraph.
[01:30:40.326 --> 01:30:52.871]  And then I bring this up to listeners or people on the street or talk show hosts make fun of us saying, no, we can trust Big Pharma when Bayer admittedly shipped out over a million ampules of Factor VIII filled with HIV and hepatitis and didn't even get in trouble for it.
[01:30:53.111 --> 01:30:54.072]  And it came out in court.
[01:30:54.112 --> 01:30:58.454]  They knowingly did it on purpose because it's about population reduction.
[01:30:59.096 --> 01:30:59.316]  Yes.
[01:30:59.736 --> 01:31:09.979]  If anyone puts Henry Kissinger in Memo 200 into any search engine, you can read about how he testified in front of Congress that population reduction is a national security issue.
[01:31:10.139 --> 01:31:21.782]  The State Department memorandum, State Department memorandum 200, and the classified version, written in 73D, classified in 92, states that is the overall agenda of the entire New World Order is to kill people.
[01:31:21.822 --> 01:31:22.162]  Go ahead.
[01:31:22.242 --> 01:31:22.462]  Yes.
[01:31:22.922 --> 01:31:23.102]  Yes.
[01:31:23.462 --> 01:31:26.643]  They have to decrease the population because of the fact that
[01:31:27.068 --> 01:31:27.609]  I don't know.
[01:31:45.626 --> 01:31:52.029]  A large percentage of people, so that they can continue to make money in whatever endeavors they have available to them.
[01:31:52.370 --> 01:31:59.533]  And doctor, you know, you're a medical doctor, and I've had all these other medical doctors on about this, and they've caught them adding hormones to tetanus shots to sterilize women.
[01:31:59.753 --> 01:32:02.775]  Yes, I have documentation of that, let me just say.
[01:32:03.175 --> 01:32:05.836]  I'm writing a book about this, going to the genocide level.
[01:32:06.237 --> 01:32:14.621]  I have a book actually published by NATO, the North Atlantic Treaty Organization, entitled Immunological Adjuvants and Vaccines.
[01:32:15.014 --> 01:32:25.741]  Where they actually admit in that book that they are putting the hormone of HCG, human chorionic gonadotropin, into tetanus and diphtheria vaccines and giving it to women.
[01:32:26.221 --> 01:32:29.263]  That is the hormone produced by women when they become pregnant.
[01:32:29.656 --> 01:32:39.403]  So if you inject it into somebody, they become allergic to that antibody, they produce antibodies against it, and then they abort their own children when they become pregnant.
[01:32:59.976 --> 01:33:09.285]  And then they also, it's come out in mainstream news in Thailand, the UN comes in, forcibly injects the women three times with tetanus shots, everybody knows it's just one, while the baby's in them.
[01:33:09.485 --> 01:33:17.112]  I've seen the interviews of the women on Thailand TV in English, and they say, and then I feel the baby stop dancing, and a few days the baby dies.
[01:33:17.172 --> 01:33:24.039]  I mean, this is the savage murder, and the police, the military, you're all being injected.
[01:33:24.679 --> 01:33:24.899]  Folks,
[01:33:25.800 --> 01:33:29.571]  I premiered Endgame almost two years ago at the Alamo Draft House, and I'd seen this guy on TV.
[01:33:29.611 --> 01:33:31.075]  He was the press secretary for, uh...
[01:33:32.228 --> 01:33:33.969]  And the scheduler for Governor Perry.
[01:33:34.289 --> 01:33:38.751]  And Governor Perry's in the film, and he shows up and he says, hey, I'm Governor Perry, work for him.
[01:33:39.691 --> 01:33:41.892]  And he says, I just want you to know we're not all bad at the Governor's office.
[01:33:41.932 --> 01:33:42.813]  And I said, why are you here?
[01:33:42.833 --> 01:33:43.853]  And he said, well, here's my card.
[01:33:43.873 --> 01:33:45.214]  And I'd lost it.
[01:33:45.614 --> 01:33:59.340]  But the point is, and I get piles of these, he said, he said, well, I want you to know 12 years ago at Fort Sam Houston, San Antonio, I'm a medic, and they sent us these, I think he said eight guys from Fort Bragg, and they injected them.
[01:34:00.200 --> 01:34:07.722]  And they all died in three days, and then we had to go in in decontamination suits, spray the whole room down with bleach, pull everything out, and decontaminate it.
[01:34:08.342 --> 01:34:09.723]  And I said, well, what are you going to do about that?
[01:34:09.743 --> 01:34:11.663]  And he goes, I don't know, but I just know you're telling the truth.
[01:34:12.183 --> 01:34:14.804]  And then we have all the declassified examples where they kill our own troops.
[01:34:15.064 --> 01:34:16.584]  The globalists are criminal.
[01:34:16.785 --> 01:34:17.165]  Go ahead.
[01:34:17.825 --> 01:34:25.807]  Well, I just want to state, that's the reason that we've had this big debate about whether or not they should be allowed to photograph the soldiers' coffins coming back.
[01:34:26.181 --> 01:34:31.587]  Because the news media may say, okay, what did that soldier die from and what did that soldier die from?
[01:34:31.927 --> 01:34:37.974]  And then it would come out that more soldiers are dying from their inoculations than are even dying from gunfire.
[01:34:39.232 --> 01:34:40.192]  And I've seen those numbers.
[01:34:40.233 --> 01:34:42.213]  Everything you're saying I've seen documented.
[01:34:42.233 --> 01:34:43.634]  And it's all mainstream.
[01:34:43.914 --> 01:34:45.795]  It's just a piece here, a piece there.
[01:34:45.895 --> 01:34:46.936]  Oh, it's killing the homeless.
[01:34:47.036 --> 01:34:51.518]  Oh, they accidentally put it... Here's the key about the manufacture of this vaccine.
[01:34:51.558 --> 01:34:53.399]  I specifically looked it up with this particular one.
[01:34:53.579 --> 01:34:56.581]  They're supposed to radiate the flu viruses.
[01:34:56.921 --> 01:34:58.882]  So they accidentally mix bird flu in it.
[01:34:59.522 --> 01:35:01.843]  Then they don't radiate it to keep it alive.
[01:35:02.463 --> 01:35:04.304]  Another accident, doctor, right?
[01:35:04.865 --> 01:35:05.565]  Yeah, right.
[01:35:06.991 --> 01:35:10.272]  Well, first of all, radiation can cause mutations.
[01:35:10.732 --> 01:35:14.052]  So radiation does not necessarily kill the viruses.
[01:35:14.372 --> 01:35:15.933]  This whole thing is a scam.
[01:35:16.393 --> 01:35:24.594]  People have to start asking themselves, if something is a dangerous pathogen, why am I going to inject it into my body?
[01:35:25.254 --> 01:35:33.796]  I mean, if you have somebody cough on you or sneeze on you, at least your immune system can work in a natural fashion, as the creator gave us,
[01:35:34.244 --> 01:35:37.187]  To create antibodies and give you lifelong immunity.
[01:35:37.627 --> 01:35:41.270]  And not to mention the fact of all the other additives that are in vaccines.
[01:35:41.650 --> 01:35:46.414]  I was so glad to hear you mention out that as far as autism, mercury is a side issue.
[01:35:46.715 --> 01:35:48.136]  Mercury is a toxic poison.
[01:35:48.216 --> 01:35:50.358]  It causes Alzheimer's along with aluminum.
[01:35:50.718 --> 01:35:52.600]  But you see all of these different things.
[01:35:52.640 --> 01:35:54.621]  Autism is an autoimmune disease.
[01:35:55.062 --> 01:35:57.564]  Actually, it's subacute sclerosing panencephalitis.
[01:35:57.604 --> 01:36:00.967]  They changed the name to hide the fact it was caused by vaccines.
[01:36:01.365 --> 01:36:04.467]  But all of these injections are causing you harm.
[01:36:04.767 --> 01:36:08.669]  And the more that you get, the more depressed your immune system is going to be.
[01:36:09.149 --> 01:36:19.935]  In my paper on my website, Inoculations are True Weapons of Mass Destruction, I describe exactly what the pathology is in the immune system that causes all of these autoimmune diseases.
[01:36:19.995 --> 01:36:23.937]  Well, I'm not a medical doctor, but you are, and I've interviewed many others, and it's simple.
[01:36:23.977 --> 01:36:24.998]  The mucous membrane
[01:36:25.947 --> 01:36:26.548]  Yeah, I agree.
[01:36:39.705 --> 01:36:40.586]  Scan its DNA.
[01:36:40.606 --> 01:36:42.987]  It's literally little nanobots God made.
[01:36:43.647 --> 01:36:46.889]  Eats it, scans it, and then goes out and starts programming the defense.
[01:36:47.490 --> 01:36:48.830]  So, it's like centuries.
[01:36:48.850 --> 01:36:49.591]  Alright, we've got an enemy.
[01:36:49.891 --> 01:36:50.471]  We killed one.
[01:36:50.511 --> 01:36:51.752]  This is what their uniform looks like.
[01:36:52.152 --> 01:36:53.173]  Here's how you take them down.
[01:36:53.413 --> 01:36:59.357]  And then it transmits the info through the lymph nodes, through the lymphatic system, total body defense system.
[01:36:59.797 --> 01:37:00.517]  Now they're ready.
[01:37:01.398 --> 01:37:04.860]  But instead, when they inject it, it all just bypasses the forces, doesn't it?
[01:37:05.458 --> 01:37:15.840]  Yes, well also secretory IgA, which is a very important antibody that's in the upper respiratory and GI tract is very important in this natural induced mechanism as well.
[01:37:16.140 --> 01:37:18.940]  But see, that's what people have to start asking their white coat.
[01:37:19.301 --> 01:37:27.922]  And I encourage everybody, like I said, print out that article, Science of Vaccine Damage, that the veterinarians have proven what the vaccines are doing to the immune system.
[01:37:28.262 --> 01:37:32.383]  And bring that to your veterinarian, to your pediatrician, to your
[01:37:33.286 --> 01:37:34.786]  Elderly Parents Nursing Homes!
[01:37:52.938 --> 01:37:55.960]  That's what Ross Perot brought forth when he ran for president.
[01:37:56.040 --> 01:37:58.823]  And they've got to get rid of the old folks, the UN openly says that.
[01:37:59.243 --> 01:38:01.445]  So it's a soft kill weapon to get them out of the way now.
[01:38:01.945 --> 01:38:05.468]  In the time we've got left, and I know I said I'd go to calls, but this info is so important.
[01:38:06.148 --> 01:38:20.499]  In the time we have left, Dr. Carley, you were going into the NATO documents, you even listed the book, where they admit they're doing all of this, and still the public listening, or when listeners tell their friends and family, hopefully they'll pass around this video, we're also live at PrisonPlanet.tv,
[01:38:21.880 --> 01:38:24.421]  People watching, listen, you can't laugh at us anymore.
[01:38:24.481 --> 01:38:26.783]  You can't say it isn't happening.
[01:38:27.283 --> 01:38:29.744]  You know, the HPV is killing the women that take it.
[01:38:30.605 --> 01:38:31.365]  That is admitted.
[01:38:31.725 --> 01:38:33.366]  Listen, this isn't a joke.
[01:38:33.446 --> 01:38:36.268]  People quit laughing after their kids die, or they die, or they get sick.
[01:38:36.728 --> 01:38:38.609]  Please, these are eugenicists.
[01:38:39.169 --> 01:38:49.895]  Dr. Carley, explain to people what you think was happening with them trying to put the deadly bird flu in with regular vaccines, and how do you think they got caught?
[01:38:49.915 --> 01:38:51.296]  Did somebody inside blow the whistle?
[01:38:52.338 --> 01:38:54.679]  Well, obviously somebody inside blew the whistle.
[01:38:54.719 --> 01:39:02.780]  You see, the dark forces have their agenda and then the good guys occasionally win one for the good guys.
[01:39:02.860 --> 01:39:05.761]  And this is obviously what's happened in this situation.
[01:39:05.881 --> 01:39:18.424]  As I said, putting the bird flu virus in with the regular flu is actually what's going to make the mutation happen to create the hybrid that's going to allow the bird flu to infect the humans.
[01:39:19.011 --> 01:39:20.272]  And this is self-evident.
[01:39:20.592 --> 01:39:26.596]  I mean, you don't have to be a rocket scientist to realize that all these viruses mutate.
[01:39:27.196 --> 01:39:34.021]  They admit openly that the reason they have to change the flu vaccine every year is because the vaccines are always mutating.
[01:39:34.041 --> 01:39:35.982]  And by the way, doctor, that's not your opinion.
[01:39:36.122 --> 01:39:38.103]  Up on InfoWars.com and PrisonPlanet.com.
