[00:00:09.119 --> 00:00:10.260]  Kissed a renegade.
[01:21:49.416 --> 01:21:53.099]  Say that in your own words and finish up what you were saying about black folks understanding betrayal.
[01:21:54.054 --> 01:21:55.835]  Yeah, but that's the thing.
[01:21:55.935 --> 01:22:04.680]  Right now, can you imagine all this time where you feel like you're in some kind of fight and you've never had a representative for your fight?
[01:22:04.700 --> 01:22:05.520]  Now you have one.
[01:22:05.940 --> 01:22:11.743]  It was easy to say that the government was this and that when it wasn't your own anyway.
[01:22:11.783 --> 01:22:13.164]  We never felt a part of it.
[01:22:13.564 --> 01:22:20.488]  Now, for some way, you gotta understand, you know, you gotta have the understanding of the fact that if you don't know politics and you don't know
[01:22:21.028 --> 01:22:21.669]  Things like that.
[01:22:21.749 --> 01:22:25.112]  You may think that now it's the black president, now it's on.
[01:22:25.132 --> 01:22:26.613]  There's some white people who think that too.
[01:22:27.053 --> 01:22:39.744]  But ultimately, black people, the toughest thing in terms of being a black person is to actually have a different opinion than the predominant black community.
[01:22:40.165 --> 01:22:47.171]  And to stand and say something, even slightly, like on stage I say, he's black but he ain't
[01:22:47.771 --> 01:22:48.612]  We're good to go.
[01:23:07.208 --> 01:23:07.588]  That's right.
[01:23:34.240 --> 01:23:35.940]  You're not a fan of Al Sharpton and you're black?
[01:23:36.200 --> 01:23:43.083]  It's because he represents black in a place that people feel is against black people.
[01:23:43.123 --> 01:23:46.304]  But one thing I notice about people who get killed in this world
[01:23:53.906 --> 01:24:02.476]  Um, nobody who ever creates confusion and keeps people, um, angry at each other and keeps people... Malcolm X kept people separate.
[01:24:02.496 --> 01:24:04.778]  He lived a very happy life.
[01:24:05.218 --> 01:24:10.985]  When he saw that bringing people together and bringing everyone into some type of, uh, knowledge,
[01:24:11.825 --> 01:24:12.766]  Uh, he was killed.
[01:24:12.846 --> 01:24:13.907]  Gandhi the same way.
[01:24:13.927 --> 01:24:15.928]  Uh, Martin Luther King the same way.
[01:24:16.048 --> 01:24:17.569]  Jesus the same way.
[01:24:17.589 --> 01:24:32.038]  It seems like when you are a person who pushes confusion and pushes anger and makes people separate and makes people think that it's a system that's against black and against, it's a system that's against
[01:24:32.558 --> 01:24:33.319]  The masses.
[01:24:33.379 --> 01:24:35.320]  The masses are to stay confused.
[01:24:35.720 --> 01:24:39.262]  And if you're ever to bring light to the masses, that's when your life's in danger.
[01:24:39.522 --> 01:24:44.184]  You know, when people who are at the bottom start to go, wait a minute, hold on.
[01:24:44.445 --> 01:24:47.146]  Let's find out where the door is of the person at the top.
[01:24:47.166 --> 01:24:48.707]  Where's this Bilderberg room?
[01:24:49.067 --> 01:24:50.228]  Where's this Illuminati?
[01:24:50.548 --> 01:24:57.391]  Once that starts to be real, then I think this will be a bigger movement than it is.
[01:24:57.792 --> 01:25:00.033]  Because again, Alex, where I'm sitting,
[01:25:01.231 --> 01:25:02.112]  I'm in the middle.
[01:25:02.312 --> 01:25:06.675]  I'm intelligent, but I'm not informed with all of this.
[01:25:09.071 --> 01:25:10.191]  We've got other guests coming on.
[01:25:10.231 --> 01:25:10.831]  I know you're busy.
[01:25:10.851 --> 01:25:14.852]  I don't want to keep you much longer, but Jason, you want to say hi to Patrice O'Neal?
[01:25:15.112 --> 01:25:20.994]  Yeah, you know, I just want to thank him for going on a show like Opie & Anthony, which does reach out to an audience that we don't necessarily reach out to.
[01:25:21.014 --> 01:25:21.634]  Yeah, millions of people.
[01:25:21.694 --> 01:25:22.414]  Yeah, exactly.
[01:25:22.454 --> 01:25:24.495]  I mean, a lot of my friends are huge fans.
[01:25:24.515 --> 01:25:27.315]  You know, Patrice used to be on Tough Crowd with Colin Quinn all the time.
[01:25:27.355 --> 01:25:29.256]  He's on, you know, Best Week Ever all the time.
[01:25:29.296 --> 01:25:30.676]  He hosts these little YouTube shows.
[01:25:31.056 --> 01:25:36.423]  So he's a face out there that is going to reach an audience that is kind of at that dumbed-down iPhone level.
[01:25:36.463 --> 01:25:38.186]  He goes on CNN, Fox, everywhere.
[01:25:38.226 --> 01:25:39.047]  Yeah, yeah, exactly.
[01:25:39.087 --> 01:25:42.732]  So we need more people like this to come out and talk about these real issues.
[01:25:42.772 --> 01:25:43.653]  And he's got courage.
[01:25:43.713 --> 01:25:45.395]  I mean, this is a guy who's waking up to this.
[01:25:45.936 --> 01:25:46.557]  He's black.
[01:25:47.177 --> 01:25:48.679]  And he's got this amazing courage.
[01:25:48.739 --> 01:25:54.284]  I didn't see that from Republicans who just couldn't admit Bush was conning him because he was a white guy and looked like them.
[01:25:54.645 --> 01:25:55.605]  See, I mean, it's the same.
[01:25:55.626 --> 01:25:56.526]  People are all people.
[01:25:56.566 --> 01:25:57.207]  That's a saying.
[01:25:57.247 --> 01:25:57.667]  It's true.
[01:25:58.048 --> 01:25:59.029]  We all act the same.
[01:25:59.069 --> 01:26:00.550]  We think it's like sports teams.
[01:26:00.891 --> 01:26:03.633]  We think the guy that looks like us is going to represent us.
[01:26:03.653 --> 01:26:08.318]  But I was listening to who's the new guy on CNN, young black guy, Saturday show.
[01:26:09.031 --> 01:26:11.233]  Well, he has a show on XM, and I listen to it driving home a lot.
[01:26:11.593 --> 01:26:26.323]  And he had on this financial expert, and they were talking about how these mortgage companies ripping off black people, mainly, would call up blacks that had good mortgages, been paying their bills for decades, tell them, oh, we're a black company, really weren't, and have them go sign papers and rip them off, using a black person to run the scam.
[01:26:26.363 --> 01:26:28.604]  So, I mean, it's the same thing over and over again.
[01:26:28.624 --> 01:26:31.526]  But, Patrice, any closing comments?
[01:26:32.567 --> 01:26:35.109]  I just, you know, I appreciate it, man.
[01:26:35.649 --> 01:26:37.511]  I'm a, you know, I'm a fan of
[01:26:38.735 --> 01:26:39.637]  I don't think so.
[01:26:45.758 --> 01:26:46.679]  Alex Jones is right!
[01:26:47.279 --> 01:26:56.886]  I'm just saying to people who are listening, I'm going, okay, he said this, I'm going to look it up, and some interesting things come up.
[01:26:57.487 --> 01:27:00.829]  You know, for a considered novice, Patrice, you talk a lot.
[01:27:00.849 --> 01:27:07.554]  Yeah, I mean, he talked about Gulf of Tonkin, he talked about the Federal Reserve Banking System on the show, he talked about Building 7 on the show.
[01:27:07.634 --> 01:27:10.176]  I mean, for a novice, it looks like you've already looked at this.
[01:27:10.296 --> 01:27:14.880]  And that's the one thing, and I know you guys have got to go, but one thing is that
[01:27:15.689 --> 01:27:26.113]  We argue a lot about logistics of certain conspiracies, but I like to try to get to the practical things.
[01:27:26.813 --> 01:27:33.215]  And that's what I'm learning how to argue is, okay, let's not talk about if the Germans actually sank the Lithuania.
[01:27:33.235 --> 01:27:36.777]  Let's talk about the timing of the sinking and what it
[01:27:39.078 --> 01:27:41.399]  What ultimately happened, we got in a war.
[01:27:41.859 --> 01:27:42.940]  And an expensive war.
[01:27:43.320 --> 01:27:54.225]  And people like to argue about whether that's Mohammed Atta's actual idea, his actual passport on the ground.
[01:27:54.665 --> 01:28:16.158]  It's like, we get off into all those little things, and we need to talk about the basics, the climate, what is really going on, and, you know, and I appreciate you, I mean, you must get a lot of problems, Alex, so, you know, what you guys are doing, dude, is... Well, we appreciate you, and it's D.L.
[01:28:16.218 --> 01:28:17.399]  Hughley, that's the...
[01:28:18.880 --> 01:28:22.642]  Yeah, but no, I mean, I've gotten to where I'm driving home, that's when he's on, like 6, 7 at night.
[01:28:22.662 --> 01:28:28.165]  I usually go home about 5, see the kids come back, and I listen to him, and you hear the callers going.
[01:28:28.925 --> 01:28:29.906]  He's a well-meaning guy.
[01:28:29.966 --> 01:28:41.552]  I'm not talking about him, he had a financial, a black financial expert on, and they were taking calls, and it was just, I listened for like 30 minutes, I think it was Monday, and caller after caller was talking about how
[01:28:42.549 --> 01:28:42.789]  Thank you.
[01:29:15.393 --> 01:29:20.875]  Did you know many vitamin and mineral supplements on the market are made from rocks and ground up shells?
[01:29:21.355 --> 01:29:22.075]  Think about that.
[01:29:22.135 --> 01:29:24.776]  Would you swallow a handful of shells you found at the beach?
[01:29:25.256 --> 01:29:28.177]  Our body wasn't designed to digest rocks and shells.
[01:29:28.458 --> 01:29:38.241]  Hello, my name is Dr. David Friedman, formulator of Chews for Health, a delicious tasting, chewable dietary supplement derived from 16 fruits, vegetables, and antioxidants.
[01:29:38.701 --> 01:29:44.266]  Unlike hard-to-digest pills, Choose for Health is a convenient chewable which allows for better digestion.
[01:29:44.526 --> 01:29:45.567]  The choice is yours.
[01:29:45.707 --> 01:29:50.951]  Swallow rocks and shells to supplement your diet or a natural chewable product you can better digest.
[01:29:51.312 --> 01:29:56.136]  Choose for Health, the world's first superfruit, sea vegetable, antioxidant chewable.
[01:29:56.396 --> 01:29:58.838]  Whole food nutrition, not rocks and shells.
[01:29:59.519 --> 01:29:59.919]  1-800-210-1922.
[01:30:02.964 --> 01:30:07.431]  Call now and receive a free copy of my best-selling CD, America's Unbalanced Diet.
[01:30:07.451 --> 01:30:07.591]  1-800-210-1922.
[01:30:07.671 --> 01:30:08.573]  Or go to orderchoose.com.
[01:30:16.267 --> 01:30:21.735]  Millions of Americans are beginning to realize the enormity of the economic and political problems facing the U.S.
[01:30:21.775 --> 01:30:22.296]  and the world.
[01:30:22.556 --> 01:30:26.021]  And for the first time in their lives, they are feeling the need for preparedness.
[01:30:26.421 --> 01:30:32.189]  Ready Reserve Foods has been in continuous operation, manufacturing the finest and dehydrated foods for almost 40 years.
[01:30:32.910 --> 01:30:34.691]  Ready Reserve is the manufacturer.
[01:30:34.931 --> 01:30:42.934]  Unlike other companies that just broker canned foods, Ready Reserve controls the quality from start to finish with double enameled cans and nitrogen packaging.
[01:30:43.174 --> 01:30:47.596]  When purchasing from Ready Reserve Foods, you are buying factory direct at wholesale prices.
[01:30:47.856 --> 01:30:53.358]  Other companies are quoting delivery times of one to two months, while Ready Reserve ships within five business days.
[01:30:53.678 --> 01:30:55.680]  Many companies do not even offer a catalog.
[01:30:55.840 --> 01:30:59.223]  We will be more than happy to send a catalog to you, free of charge.
[01:30:59.543 --> 01:30:59.843]  Dial 1-800-453-2202.
[01:30:59.863 --> 01:30:59.923]  1-800-453-2202.
[01:30:59.943 --> 01:31:02.265]  Or visit our website at readyreservefoods.com.
[01:31:02.285 --> 01:31:04.307]  Factory direct, wholesale pricing from Ready Reserve Foods.
[01:31:04.327 --> 01:31:05.008]  Call us at 1-800-453-2202.
[01:31:14.856 --> 01:31:22.621]  What I'm about to read is not intended to scare you, but the LA Times just reported that unemployment will exceed record 1945 levels.
[01:31:23.001 --> 01:31:25.462]  Millions are about to find themselves out of work.
[01:31:25.622 --> 01:31:25.962]  Will you?
[01:31:26.163 --> 01:31:31.065]  Look, I say this not to scare you, but to empower and motivate you to make a choice.
[01:31:31.406 --> 01:31:38.930]  You can sit around waiting for the worst to happen, or you can go to IncomeAtHome45.com right now and take control of your future.
[01:31:39.250 --> 01:31:42.572]  IncomeAtHome45.com is adding people in record numbers.
[01:31:42.752 --> 01:31:43.893]  They're looking for you.
[01:31:44.073 --> 01:31:47.995]  They're connected to a multi-billion dollar company, and again, they're looking for you.
[01:31:48.255 --> 01:31:55.899]  IncomeAtHome45.com is the way real people just like you are earning life-changing money from home, even in their spare time.
[01:31:56.200 --> 01:31:56.780]  And I love this.
[01:31:56.960 --> 01:32:00.724]  They even provide you with a work-from-home personal coach to help you succeed.
[01:32:00.824 --> 01:32:04.928]  Quit worrying about losing your job when you can make serious money from home.
[01:32:05.289 --> 01:32:09.673]  And listen, Income at Home is giving away $1,000 to someone just for checking them out.
[01:32:09.893 --> 01:32:11.835]  Visit IncomeAtHome45.com.
[01:32:11.855 --> 01:32:14.378]  That's IncomeAtHome45.com.
[01:32:14.758 --> 01:32:20.044]  With an economy that continues to plummet, many of us will have to make the difficult decision to cut back on our expenses.
[01:32:20.684 --> 01:32:23.366]  One thing we cannot afford to cut back on, though, is our health.
[01:32:23.826 --> 01:32:31.110]  If you suffer from chronic illness, stress, a weak immune system, or just always feel tired, you need to visit Shentrition.com.
[01:32:31.570 --> 01:32:36.093]  The philosophy at Shentrition is to feed the body what it needs, plus heal the body with food.
[01:32:36.853 --> 01:32:49.148]  One scoop a day with water, milk or juice will have you feeling better in no time, giving you more stamina and energy, helping to alleviate stress, boosting your natural healing power, strengthen your immune system, and it tastes great too.
[01:32:49.569 --> 01:32:53.353]  Chantrytion is all natural, wheat-free, dairy-free and 100% vegetarian.
[01:32:54.995 --> 01:32:59.657]  Discover the ancient secrets of healing, wellness and longevity at shentrition.com.
[01:32:59.977 --> 01:33:05.160]  That's S-H-E-N-T-R-I-T-I-O-N, shentrition.com.
[01:33:05.400 --> 01:33:05.940]  Or call 1-866-497-7436.
[01:33:05.960 --> 01:33:06.720]  That's 1-866-497-7436 today.
[01:33:06.981 --> 01:33:09.662]  You're listening to GCN, the Genesis Communication Radio Network.
[01:33:25.257 --> 01:33:27.497]  ...through the lies and disinformation.
[01:33:30.138 --> 01:33:31.338]  It's Alex Jones.
[01:33:34.499 --> 01:33:36.619]  Mr. Kaiser, good to have you on with us.
[01:33:36.659 --> 01:33:37.239]  Alex Jones!
[01:33:37.399 --> 01:33:38.099]  Alex Jones!
[01:33:38.539 --> 01:33:39.260]  Alex Jones!
[01:33:41.560 --> 01:33:43.720]  Okay, Max Kaiser, so much is going on.
[01:33:43.760 --> 01:33:45.081]  Now, let's talk about the G20.
[01:33:45.441 --> 01:33:47.861]  They're trying to push for a new global monetary bank.
[01:33:48.161 --> 01:33:49.962]  The same bankers that engineered the crisis.
[01:33:50.262 --> 01:33:51.862]  They're going to save us by giving them more power.
[01:33:52.598 --> 01:34:01.546]  Yeah, well, I tell you what, before we get to the G20, I thought I'd review for you the orchestration of the biggest wealth heist in history.
[01:34:01.966 --> 01:34:02.807]  Okay, you ready for this?
[01:34:03.347 --> 01:34:08.311]  In two or three minutes, I will relate to you about how the biggest wealth heist in history took place.
[01:34:09.132 --> 01:34:12.855]  Basically, going back to the 9-11 attacks,
[01:34:14.745 --> 01:34:24.472]  At that moment, Alex, the rich people in America got really frightened because their notion was, oh my God, the barbarians are here!
[01:34:25.313 --> 01:34:30.076]  And Alan Greenspan at the Federal Reserve Bank at the time, he took interest rates down to 1%.
[01:34:30.417 --> 01:34:37.082]  Now, interest rates are the fulcrum upon which the entire U.S.
[01:34:37.122 --> 01:34:37.542]  economy
[01:34:38.061 --> 01:34:38.421]  I think so.
[01:34:56.949 --> 01:35:10.760]  And what we've seen since that time is the banking system first accumulate hundreds of billions, if not trillions of dollars, of what we now call, or now what we now know are counterfeit bonds, stocks, and options.
[01:35:10.960 --> 01:35:18.867]  To the point where even Gordon Brown at the G20 meeting referred to this whole system as the shadow banking system.
[01:35:19.147 --> 01:35:24.211]  There is no doubt now, there is nobody hiding the fact that there is this huge
[01:35:24.751 --> 01:35:26.372]  Shadow Banking System.
[01:35:26.632 --> 01:35:34.095]  That's at least 20 or 30 trillion dollars worth of trades that go on behind the scenes or totally unreported.
[01:35:34.635 --> 01:35:44.499]  This is why, Alex, when Geithner and these guys dump 5, 10, 12 trillion dollars into these banks, it doesn't seem to improve the situation at all.
[01:35:44.900 --> 01:35:49.001]  Because they're sitting on 20, 30, 40 trillion dollars of fraudulent trades.
[01:35:49.561 --> 01:35:50.722]  And this has all been building up
[01:35:51.471 --> 01:35:52.151]  Yeah, I think so.
[01:36:11.989 --> 01:36:16.110]  Create a new bubble, and a new bubble is what we talked about at the G20.
[01:36:16.410 --> 01:36:29.395]  It's Gordon Brown, he's talking about the IMF, he's talking about a global currency, and this is how they're going to try to hide this 20 or 30 trillion or more in bogus counterfeit bonds and stocks by using now the IMF.
[01:36:29.615 --> 01:36:33.336]  The IMF is not going to be the new global flush fund of choice.
[01:36:34.238 --> 01:36:35.820]  And that's what we're seeing today.
[01:36:50.755 --> 01:36:55.217]  Using the system to confiscate all of this wealth are just getting better at it.
[01:36:55.677 --> 01:37:00.439]  And they're not about to turn around and start sharing that wealth.
[01:37:00.619 --> 01:37:04.300]  And what they would do if they were really interested in doing that, is that they would raise interest rates.
[01:37:04.320 --> 01:37:07.661]  Because higher interest rates are what you and me and the saver want.
[01:37:07.741 --> 01:37:09.162]  We want a return on our investment.
[01:37:09.522 --> 01:37:11.283]  We want a return on the money we have in the bank.
[01:37:11.583 --> 01:37:13.503]  We want a raise that makes sense.
[01:37:13.984 --> 01:37:15.444]  That's tied into a higher rate.
[01:37:15.924 --> 01:37:17.485]  As long as they keep rates artificially low,
[01:37:18.246 --> 01:37:23.991]  They can continue to put forth these are incredible accounting frauds.
[01:37:24.031 --> 01:37:34.059]  Max Keiser, just to simplify it for people, Bloomberg now reports $12.8 trillion has disappeared in six months since October 3rd into a black hole.
[01:37:34.560 --> 01:37:37.842]  Senators and House members asked the Fed chief, where's the money?
[01:37:38.203 --> 01:37:39.544]  He says, I won't tell you.
[01:37:40.425 --> 01:37:43.391]  Meanwhile, they're still giving each other record bonuses.
[01:37:43.831 --> 01:37:45.334]  Rome is beginning to burn.
[01:37:45.354 --> 01:37:51.065]  630-something thousand people unemployed in March alone.
[01:37:52.096 --> 01:37:52.657]  I think so.
[01:38:13.829 --> 01:38:23.902]  The black hole, or the shadow banking system, is still quite several magnitudes greater than this $11-12 trillion that they've already dumped into the system.
[01:38:24.383 --> 01:38:27.627]  And we're talking about multiple hundreds of trillions of dollars.
[01:38:28.108 --> 01:38:30.912]  And because it's a shell game.
[01:38:31.392 --> 01:38:36.854]  So, they, as you know, Goldman Sachs and JPMorgan stopped being investment banks, they became commercial banks.
[01:38:37.094 --> 01:38:39.434]  That allowed them to be eligible for bailout money from the Fed.
[01:38:39.775 --> 01:38:46.296]  Then they bought a dying institution like Merrill Lynch, was bought by Bank of America, so they can get money from the Fed to bail them out.
[01:38:46.517 --> 01:38:50.318]  Merrill Lynch is still sitting on a huge, multi-trillion black hole of debt.
[01:38:50.358 --> 01:38:58.080]  JPMorgan alone has $90 trillion worth of derivative contracts, and they won't tell you where they are or who the counterparty is.
[01:38:58.772 --> 01:39:01.554]  You know, that's another phrase you hear all the time.
[01:39:01.574 --> 01:39:02.434]  Oh, the counter-party.
[01:39:02.494 --> 01:39:03.515]  Are they at risk?
[01:39:03.675 --> 01:39:04.156]  Or not at risk?
[01:39:04.176 --> 01:39:06.177]  Well, the ultimate counter-party is you and me.
[01:39:06.417 --> 01:39:07.338]  We're the counter-party.
[01:39:07.738 --> 01:39:08.418]  Let's be clear.
[01:39:08.438 --> 01:39:09.219]  Let's be clear.
[01:39:09.259 --> 01:39:09.899]  No counter-party?
[01:39:09.919 --> 01:39:12.181]  Well, we're the counter-party ultimately at the end of the game.
[01:39:12.561 --> 01:39:13.402]  And how do they do that?
[01:39:13.862 --> 01:39:22.908]  Well, the endgame is, as many people on your show have pointed out, massive money printing, hyper, you know, high inflation, hyperinflation.
[01:39:22.928 --> 01:39:25.870]  So that's really when the true crisis begins.
[01:39:25.890 --> 01:39:27.391]  So when Obama says that, well,
[01:39:28.007 --> 01:39:31.551]  You know, we're learning our lessons now, and we don't want to repeat this crisis.
[01:39:31.791 --> 01:39:33.713]  They haven't even started the real crisis yet.
[01:39:33.773 --> 01:39:39.059]  The real crisis is when all this money finds its way into the general economy in the form of hyperinflation.
[01:39:39.259 --> 01:39:39.659]  The U.S.
[01:39:39.679 --> 01:39:44.685]  policies right now are the policies not of the 30 that they're trying to avoid, but of Weimar Republic of the 20.
[01:39:44.765 --> 01:39:49.490]  Weimar Republic, to recover from World War I, introduced lower rates,
[01:39:56.292 --> 01:40:07.217]  Expanding on that, and you've been making these predictions for years, and now unfortunately they're coming true.
[01:40:07.838 --> 01:40:12.060]  Five years ago you were criticizing the derivative situation and calling it a Ponzi scheme.
[01:40:12.520 --> 01:40:13.621]  Now we're at that point.
[01:40:13.641 --> 01:40:16.042]  $12.8 trillion they expect U.S.
[01:40:16.082 --> 01:40:18.383]  taxpayers to pay back to offshore banks.
[01:40:19.514 --> 01:40:26.963]  And then in a weird way, the central banks then get paid interest on allowing the government to loan money to the very banks.
[01:40:27.003 --> 01:40:35.593]  So they're going to get interest on the money we basically give them and then charge us interest and the GDP is $13 trillion.
[01:40:37.404 --> 01:40:44.489]  of the United States and all these other countries are getting close to exceeding their GDPs in only six months of looting.
[01:40:44.589 --> 01:40:56.776]  So, A, how would we ever pay back to the foreign banks, we have to pay them back for giving them our money, get your mind around that folks, will we be able to ever pay them back with a million new taxes?
[01:40:57.357 --> 01:41:02.380]  And then B, how bad will the hyperinflation crises get and when is that coming?
[01:41:03.231 --> 01:41:14.586]  Well, the interest that Americans on average pay in the percentage of their income that goes to servicing the debt is in the, I believe in the 14 to 15 percent.
[01:41:14.606 --> 01:41:15.547]  I'll double check my figures.
[01:41:15.988 --> 01:41:20.514]  I know that it's up quite sharply in the last year, year and a half.
[01:41:21.124 --> 01:41:24.286]  And the trajectory of that number is going up quite quickly.
[01:41:24.727 --> 01:41:40.277]  So when the income of you and me and every American, when it gets to the point where you're putting 50 or 60 or 70 percent of your income to pay just the interest on your debt, then you have what Warren Buffett himself predicted less than three years ago.
[01:41:40.297 --> 01:41:46.081]  Warren Buffett himself said, America is becoming a nation of sharecroppers.
[01:41:46.102 --> 01:41:47.883]  And that's what we're talking about.
[01:41:47.903 --> 01:41:49.504]  We're talking about indentured servitude.
[01:41:50.299 --> 01:41:57.522]  And it's being engineered because, you know, the rich people, they got it all the way back to 1649 out.
[01:41:58.102 --> 01:42:01.503]  You know, in England they revolted against the divine right of king.
[01:42:01.923 --> 01:42:09.646]  Charles I was taken off the throne and he had a parliamentary rule established and it was the end of the divine right of king.
[01:42:10.426 --> 01:42:12.087]  Now we've got the divine right of hedge fund.
[01:42:12.816 --> 01:42:14.377]  The hedge funds think that they're God.
[01:42:14.837 --> 01:42:23.042]  They think Tim Geithner thinks he's God, and that he farts money, and he wants everyone to breathe in his fart money, and then think about sustaining them.
[01:42:25.203 --> 01:42:28.905]  And let me give you an example of something that's absolutely shocking.
[01:42:29.685 --> 01:42:34.968]  Just recently, the government went after UBS, Union Bank of Switzerland, and they said, you know what?
[01:42:35.388 --> 01:42:39.551]  We found you evading taxes and helping people to evade taxes.
[01:42:39.571 --> 01:42:40.691]  We're going to fine you $750 million.
[01:42:42.535 --> 01:42:48.357]  At the same time, AIG, through Geiger's plan, was getting a $5 billion cash injection from the U.S.
[01:42:48.377 --> 01:42:51.178]  taxpayer that went right into UBS's pocket.
[01:42:52.158 --> 01:42:59.160]  So the penalty that UBS had to pay for being caught in a tax evasion scam was to be gifted from the U.S.
[01:42:59.180 --> 01:43:01.961]  taxpayer $4.25 billion.
[01:43:02.001 --> 01:43:02.581]  Stay there, Max.
[01:43:02.641 --> 01:43:03.441]  I want to repeat that.
[01:43:03.461 --> 01:43:05.482]  When we come back, Max Keiser.
[01:43:06.523 --> 01:43:11.124]  is our guest and we're going to continue breaking all this down and talk about the big issue.
[01:43:11.144 --> 01:43:13.024]  How about we just arrest the bankers?
[01:43:15.505 --> 01:43:25.587]  With food prices soaring to all-time highs, as the dollar continues to fall in value, what can you and your family do to guarantee that fresh nutritious vegetables will make it to your dinner table?
[01:43:26.067 --> 01:43:27.127]  Garden in a can.
[01:43:27.487 --> 01:43:31.068]  Garden in a can is your source for premium long-term storable seeds.
[01:43:31.628 --> 01:43:33.408]  Garden in a can is ready when you are.
[01:43:33.648 --> 01:43:35.949]  Plant them now or store them for when you really need them.
[01:43:36.430 --> 01:43:45.432]  There are 16 large hermetically sealed non-hybrid open pollinated packets of seeds along with detailed planting instructions sealed in a can for ultimate long-term protection.
[01:43:46.084 --> 01:43:47.104]  Garden in a Can.
[01:43:47.504 --> 01:43:48.365]  It's that simple.
[01:43:48.705 --> 01:43:50.585]  Fresh, healthy, easy.
[01:43:51.105 --> 01:43:55.067]  Only $69.95 for over a half acre of safe fresh vegetables.
[01:43:55.447 --> 01:43:56.367]  Ready when you are.
[01:43:57.027 --> 01:44:00.648]  Stop procrastinating and start preparing with Garden in a Can.
[01:44:01.108 --> 01:44:04.189]  For more details visit GardenInACan.com today.
[01:44:04.569 --> 01:44:07.110]  That's GardenInACan.com or call 866-598-7396.
[01:44:07.130 --> 01:44:07.170]  866-598-7396.
[01:44:14.318 --> 01:44:16.539]  Worried about the side effects from prescription drugs?
[01:44:16.739 --> 01:44:20.381]  Tired of searching for an effective, safe, natural alternative you can trust?
[01:44:20.501 --> 01:44:24.522]  Join more than 300,000 people worldwide who trust in native remedies.
[01:44:24.662 --> 01:44:30.885]  Our market-leading natural remedies are manufactured using the highest quality ingredients in FDA-registered facilities.
[01:44:31.025 --> 01:44:36.708]  We only use whole herbs and never use chemicals, giving you superior effectiveness and safety without side effects.
[01:44:36.908 --> 01:44:39.929]  With over 250 herbal and homeopathic remedies,
[01:44:40.069 --> 01:44:42.791]  You'll find products for your entire family, even your pets.
[01:44:42.992 --> 01:44:51.279]  Address issues like concentration, stress, mood, sleep, pregnancy, memory, joint support, digestion, cold and flu, sexual performance, and much more.
[01:44:51.499 --> 01:44:55.743]  And all Native Remedies products come with a one-year unconditional money-back guarantee.
[01:44:55.863 --> 01:45:02.008]  For a limited time, visit nodrugsplease.com, enter coupon code RADIO, and receive $5 off your order.
[01:45:02.128 --> 01:45:04.911]  Purchase two items and receive a third absolutely free!
[01:45:05.131 --> 01:45:07.454]  Visit NoDrugsPlease.com or call 1-877-289-1235.
[01:45:07.474 --> 01:45:07.694]  1-877-289-1235 today!
[01:45:15.242 --> 01:45:15.482]  Ever?
[01:45:15.883 --> 01:45:17.744]  Heart disease is on the rise.
[01:45:17.885 --> 01:45:24.571]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you, but the symptoms are there.
[01:45:24.831 --> 01:45:33.018]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[01:45:33.239 --> 01:45:38.964]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[01:45:39.124 --> 01:45:40.906]  My blood pressure has normalized.
[01:45:40.966 --> 01:45:43.127]  My diabetes has totally improved.
[01:45:43.148 --> 01:45:47.511]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[01:45:47.671 --> 01:45:49.793]  I recommend Heart and Body Extract to everyone.
[01:45:49.913 --> 01:45:57.500]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[01:45:57.840 --> 01:46:00.381]  Order your two-month supply today by calling 866-295-5305.
[01:46:00.401 --> 01:46:00.921]  That's 866-295-5305.
[01:46:01.141 --> 01:46:02.541]  Or order online at HBextract.com.
[01:46:02.581 --> 01:46:04.022]  Heart and Body Extract, 866-295-5305.
[01:46:04.142 --> 01:46:05.262]  Or HBextract.com.
[01:46:15.325 --> 01:46:16.747]  So you want to stop smoking?
[01:46:16.807 --> 01:46:17.908]  Well, here's what I want you to do.
[01:46:18.068 --> 01:46:20.831]  Go to a drugstore and take a stop smoking product off the shelf.
[01:46:20.952 --> 01:46:24.796]  Go to the cashier, tell him you don't want to pay for the product, you just want to take it home and try it.
[01:46:24.936 --> 01:46:28.480]  And if, and only if, you stop smoking, will you then come back and pay for it.
[01:46:28.720 --> 01:46:30.662]  Most likely, if you try this, you'd be arrested.
[01:46:30.722 --> 01:46:34.607]  But as silly as this sounds, this is exactly what the smoke-free free trial offer is.
[01:46:35.027 --> 01:46:41.797]  Smoke Free is a complete all-natural stop smoking system and when you call today they'll send you a 30-day supply of the program absolutely free.
[01:46:42.097 --> 01:46:50.129]  This program eliminates withdrawals and cravings and includes a 30-day supply of the Smoke Free Capsules, a guide to living smoke-free book, and audio support program.
[01:46:50.469 --> 01:46:50.729]  I think.
[01:47:15.649 --> 01:47:17.690]  The GCN Radio Network.
[01:47:18.051 --> 01:47:20.932]  Providing the world with hard-hitting talk radio.
