[00:00:00.429 --> 00:00:01.670]  ...author many times over.
[02:13:10.646 --> 02:13:13.587]  But also people attacking me and then vice versa.
[02:13:13.647 --> 02:13:24.573]  I wake up more people than anybody else through our organization and then I kind of send all the people I wake up to then all the crazies and people lying about me.
[02:13:25.273 --> 02:13:27.054]  So what would all my enemies do without me?
[02:13:29.595 --> 02:13:33.217]  But I also run into a lot of people who really legitimately believe I'm bad.
[02:13:34.161 --> 02:13:43.727]  But I think in this instant gratification society, they must have never heard the show or never seen the Obama deception or never, you know, don't know what I'm all about.
[02:13:43.767 --> 02:13:50.031]  I mean, I've made 22 films and probably half of them are about abolishing the Fed and how Congress can do it.
[02:13:50.071 --> 02:13:54.594]  And I have guest on, I sell the money masters and their plan to abolish the Fed.
[02:13:54.614 --> 02:13:58.236]  And I have Ron Paul on, you know, back when he had six, seven sponsors.
[02:13:59.136 --> 02:14:01.178]  I've been having him on supporting
[02:14:02.199 --> 02:14:05.443]  The fact that Congress, it's their job to abolish the Federal Reserve.
[02:14:07.325 --> 02:14:09.708]  I've been having him on since 1996.
[02:14:12.170 --> 02:14:14.813]  And that's 13 years for this.
[02:14:14.913 --> 02:14:18.778]  And look, I think the Federal Reserve deserves the blame, not me.
[02:14:18.878 --> 02:14:19.939]  I don't run the Federal Reserve.
[02:14:19.979 --> 02:14:21.301]  I'm calling for it to be abolished.
[02:14:23.686 --> 02:14:27.249]  And it's just strange because I always notice when I get attacked, it's never real.
[02:14:27.389 --> 02:14:28.370]  It's never true.
[02:14:28.630 --> 02:14:29.010]  Never!
[02:14:29.911 --> 02:14:32.153]  There might be one percent sometimes that's true.
[02:14:32.713 --> 02:14:35.956]  I mean, I guess a few of the attacks I get might be based in reality.
[02:14:35.996 --> 02:14:40.380]  I get too excited or interrupt people or whatever, but again, it isn't about Alex Jones.
[02:14:40.480 --> 02:14:43.202]  What are we going to do about these problems?
[02:14:46.064 --> 02:14:52.310]  But I think there's more people trying to tear me down than there are trying to end the Fed, but to say it's bad to go after Obama
[02:14:53.294 --> 02:14:56.716]  Instead of going after Congress, we are going after Congress and both parties.
[02:14:56.976 --> 02:14:59.597]  But Obama was the big New World Order puppet.
[02:14:59.958 --> 02:15:02.419]  The one, the savior, the messianic god.
[02:15:02.859 --> 02:15:04.640]  Everything was being put on him.
[02:15:04.700 --> 02:15:09.503]  The carbon tax agenda, the open borders, the expansion of the Bank of the World that owns the Fed.
[02:15:10.463 --> 02:15:12.845]  And so we had to go after him with the Obama deception.
[02:15:13.840 --> 02:15:17.401]  That's why the next film goes after Obama as well, because we're trying to defeat this.
[02:15:17.441 --> 02:15:18.881]  But I'm not going to play the whole thing.
[02:15:18.921 --> 02:15:19.581]  It's on YouTube.
[02:15:19.921 --> 02:15:23.622]  I just wanted to reach out to this guy and others who look like they really believe what they're saying.
[02:15:24.502 --> 02:15:28.763]  You say the Obama deception doesn't talk about going after the Fed and how Congress should do it.
[02:15:29.183 --> 02:15:35.125]  There's a ten-minute scene protesting the Fed and talking about the legislation to end the Fed and Congress.
[02:15:35.165 --> 02:15:37.905]  I mean, the film is about ending the Fed!
[02:15:40.286 --> 02:15:41.106]  I mean, I can't
[02:15:42.085 --> 02:15:43.785]  Am I guilty for Kennedy dying?
[02:15:43.825 --> 02:15:46.126]  Am I guilty for Jesus being crucified?
[02:15:46.446 --> 02:15:50.467]  Am I guilty when it's a rain cloud above or you slip on a banana peel?
[02:15:50.527 --> 02:15:53.107]  I mean, it isn't about Alex Jones.
[02:15:53.187 --> 02:15:54.928]  Okay, let's go abolish the Fed.
[02:15:54.948 --> 02:15:56.408]  I mean, it's just not fair.
[02:15:57.368 --> 02:16:02.109]  And then there'll be a whole movement that I'm defending the Fed and don't want it abolished and I found it in 1913.
[02:16:02.149 --> 02:16:02.349]  Here it is.
[02:16:09.141 --> 02:16:10.001]  You guys got a plan?
[02:16:10.021 --> 02:16:21.024]  The only deception, the Alex Jones deception rather, is that Alex Jones never talks about who really has the power to end the Fed.
[02:16:22.285 --> 02:16:24.385]  Who really does have the power to end the Fed?
[02:16:25.245 --> 02:16:28.006]  The United States House of Representatives, the Congress.
[02:16:30.127 --> 02:16:32.327]  Alright, we're having a rare internet glitch.
[02:16:32.367 --> 02:16:34.188]  We're trying to get more internet put in here.
[02:16:35.228 --> 02:16:37.789]  He never mentions the Congress in the whole movie.
[02:16:38.482 --> 02:16:40.544]  He never mentions the Congress anywhere.
[02:16:40.584 --> 02:16:41.765]  He talks about Obama.
[02:16:42.306 --> 02:16:43.567]  Well, that is wrong.
[02:16:44.147 --> 02:16:44.788]  That's not true.
[02:16:44.848 --> 02:16:49.953]  I say the Congress, both parties, the private fellow reserve, the Congress has to abolish the Fed.
[02:16:50.353 --> 02:16:51.254]  That's not fair.
[02:16:51.274 --> 02:16:53.997]  I mean, that's not true.
[02:16:55.498 --> 02:16:57.260]  Next it'll be, I founded the Fed.
[02:16:57.280 --> 02:16:58.121]  I mean, keep playing him.
[02:16:59.787 --> 02:17:09.201]  The United States House of Representatives, the people where Ron Paul serves, those people have the power to do that.
[02:17:09.301 --> 02:17:14.750]  Now, Alex Jones supporters collectively number in the millions.
[02:17:16.466 --> 02:17:26.393]  Possibly tens of millions of listeners and people who believe in Alex Jones' message of restoring the Constitutional Republic.
[02:17:26.973 --> 02:17:33.637]  Well, according to the Constitution, the United States House of Representatives has way more power than the President.
[02:17:34.578 --> 02:17:35.299]  So we're wasting time.
[02:17:35.339 --> 02:17:35.879]  That's enough.
[02:17:36.700 --> 02:17:37.780]  This is legitimate.
[02:17:38.581 --> 02:17:43.364]  This is as legitimate as saying Alex Jones doesn't support the Second Amendment.
[02:17:45.287 --> 02:17:51.870]  I mean it's just, and that's the thing is almost all attacks against me are patently 100% asinine.
[02:17:53.270 --> 02:17:54.871]  All we talk about is we've almost got 290.
[02:17:55.011 --> 02:17:57.612]  I had Ron Paul on two days ago.
[02:17:59.063 --> 02:18:04.806]  We've got almost 290 sponsors to audit and then that leads to abolishing the Fed.
[02:18:04.846 --> 02:18:10.529]  I mean, I have the Army watching me in mainstream news articles because I'm trying to abolish the Fed.
[02:18:10.549 --> 02:18:14.872]  There's DHS reports about coming after us because we're exposing them.
[02:18:14.912 --> 02:18:18.374]  I mean, all I talk about is the Congress abolishing the Fed.
[02:18:20.095 --> 02:18:21.155]  But I guess I'm guilty.
[02:18:21.215 --> 02:18:23.296]  I guess everything's my fault.
[02:18:23.356 --> 02:18:24.357]  Okay, I did it.
[02:18:24.417 --> 02:18:24.837]  I'm bad.
[02:18:25.177 --> 02:18:26.118]  We're on the march.
[02:18:26.578 --> 02:18:28.079]  The Empire's on the run.
[02:18:29.082 --> 02:18:31.845]  Alex Jones and the GCN Radio Network.
[02:18:34.687 --> 02:18:38.670]  Hello friends, this is Alex Jones and I want each of you to ask yourself this question.
[02:18:38.931 --> 02:18:40.732]  Do you really know what's in your tap water?
[02:18:40.932 --> 02:18:49.220]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[02:18:49.460 --> 02:18:54.684]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[02:18:55.004 --> 02:18:56.646]  Now what are you going to do about it?
[02:18:56.866 --> 02:19:03.191]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[02:19:03.371 --> 02:19:14.119]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere and uses state-of-the-art carbon filtration, reverse osmosis, and ultra-violent light sterilization techniques.
[02:19:14.440 --> 02:19:14.900]  That's right.
[02:19:15.180 --> 02:19:17.503]  Clean water, right from the air you breathe.
[02:19:17.763 --> 02:19:19.486]  Order today by calling 1-800-691-6043.
[02:19:19.566 --> 02:19:19.766]  That's 1-800-691-6043.
[02:19:19.826 --> 02:19:22.189]  Or visit Acola Blue on the web at www.ecoloble.com today.
[02:19:22.409 --> 02:19:22.990]  That's acolablue.com.
[02:19:34.608 --> 02:19:39.775]  The illusion created by the power elite is a lie that covers even the food they want you to eat.
[02:19:39.915 --> 02:19:44.281]  Will you continue to be their profit center, buying their processed food that makes you sick?
[02:19:44.441 --> 02:19:46.304]  Go to the doctor and buy their drugs?
[02:19:46.724 --> 02:19:48.086]  You don't have to cooperate.
[02:19:48.346 --> 02:19:49.368]  There is a solution.
[02:19:49.608 --> 02:19:57.631]  Inner Health Botanicals, a company that my wife and I just love, have been providing products for the last five years that give you the perfect solution to this madness.
[02:19:58.032 --> 02:20:05.114]  Try their Inner Food with 20 organic ingredients full of dense nutrition that gives you the energy you need and will keep you well.
[02:20:05.495 --> 02:20:11.157]  It even won the award for Best Superfood of 2009 from our friend Mike Adams, the health ranger.
[02:20:11.517 --> 02:20:17.118]  I love their Nutri-Cafe, great organic coffee infused with herbal extracts to boost your immune system.
[02:20:17.538 --> 02:20:21.339]  Try all of their truly honest products that will keep you alive and healthy.
[02:20:21.679 --> 02:20:27.881]  Go to enerfood.com or give them a call right now, 866-762-9238.
[02:20:29.141 --> 02:20:32.462]  Click on their banner at infowars.com to see all the available discounts.
[02:20:35.091 --> 02:20:41.798]  Already know, drinking pure high alkaline pH water is the most important factor in maintaining high energy and vibrant health.
[02:20:42.119 --> 02:20:46.523]  Most experts agree that the water you drink should be at a pH level of 8 or higher.
[02:20:46.804 --> 02:20:51.649]  AlkaVision Plasma pH Drops combine a unique formula of the most alkaline ingredients.
[02:20:51.989 --> 02:20:59.474]  Using plasma pH drops is one of the best ways to make your water alkaline to help you get rid of acid and regain your health and energy.
[02:20:59.714 --> 02:21:03.997]  Simply put 10 drops per liter of water you drink to raise the pH to the ultimate level.
[02:21:04.297 --> 02:21:10.201]  Alkalizing water helps your body rid itself of acidic waste and increases the oxygen content of your body.
[02:21:10.481 --> 02:21:16.242]  Disease organisms like bacteria and cancer cannot survive in an alkaline, high pH environment.
[02:21:16.462 --> 02:21:21.823]  Order your bottle of AlkaVision Plasma pH Drops now by going directly to AlkaVision.com.
[02:21:22.023 --> 02:21:24.764]  That's A-L-K-A Vision dot com.
[02:21:25.044 --> 02:21:25.824]  Or by calling 269-216-9767.
[02:21:25.864 --> 02:21:26.584]  That's 269-216-9767 today.
[02:21:38.636 --> 02:21:45.399]  We have a story up on InfoWars.com titled Union Thugs Beat Patriot at Obamacare Town Hall in St.
[02:21:45.439 --> 02:21:45.719]  Louis.
[02:21:46.119 --> 02:21:48.720]  Now he's going to be on Kabuto in 30 minutes.
[02:21:48.780 --> 02:21:49.921]  He's on O'Reilly tonight.
[02:21:50.361 --> 02:21:51.101]  All over TV.
[02:21:51.121 --> 02:21:53.322]  You're hearing him here first because they're listeners.
[02:21:54.063 --> 02:21:55.123]  It's on video.
[02:21:55.403 --> 02:21:58.264]  His client gets attacked by Union thugs.
[02:21:58.765 --> 02:22:01.226]  And in the newspaper, you read the newspaper, it sounds like...
[02:22:02.208 --> 02:22:02.688]  Thank you, Alex.
[02:22:29.022 --> 02:22:32.084]  I know you've got the newspaper there waiting on you, so let's break down.
[02:22:32.104 --> 02:22:33.324]  The video shows a lot.
[02:22:33.665 --> 02:22:37.367]  In a nutshell, what really happened, and you're calling this a hate crime?
[02:22:39.248 --> 02:22:40.689]  It seems as though it is.
[02:22:40.709 --> 02:22:51.975]  When you have racist thugs hurling epithets at an innocent individual who's there to participate at a town hall, I'd have a reasonable civil discourse and then get
[02:22:54.269 --> 02:22:59.193]  Beaten up and pummeled by three union workers.
[02:22:59.333 --> 02:23:01.855]  I would characterize it that way.
[02:23:02.256 --> 02:23:04.397]  Well, sir, tell us exactly what happened to your client.
[02:23:05.718 --> 02:23:07.580]  Kenneth was at the event.
[02:23:07.620 --> 02:23:16.307]  He was passing out Don't Tread on Me, the yellow flags that are, you know, date back to the Revolutionary Days.
[02:23:17.228 --> 02:23:20.471]  And a worker, the SEIU
[02:23:23.995 --> 02:23:35.961]  Uh... SDIU, I'm sorry, Union approached him and said, what is an N like you doing passing out these flags?
[02:23:37.341 --> 02:23:39.702]  Kenneth didn't know really what to say at that point.
[02:23:39.802 --> 02:23:50.387]  He turned and the thug clocked him in the face, punched him, and then three other individuals, two males, who also work for the SDIU,
[02:23:52.478 --> 02:23:53.078]  I think so.
[02:24:11.854 --> 02:24:16.221]  Now we've all seen these video, or a lot of people have, it's up on InfoWars.com right now.
[02:24:17.904 --> 02:24:22.932]  Is Kenneth the black man in the brown shirt who we see being attacked with the short hair?
[02:24:22.952 --> 02:24:25.056]  The tan, tannish color, yes.
[02:24:25.495 --> 02:24:28.796]  Yes, so he's wearing a light tan, and he's African-American.
[02:24:28.816 --> 02:24:39.439]  You know, that's what's crazy about this, is in my experiences, and I'm not liberal or conservative, I'm a constitutionalist, but being around the country and the world, it's liberals who'll come over and make a racial joke to you.
[02:24:39.459 --> 02:24:47.862]  And when I've been hanging out with conservatives my whole life here in Texas, I've never really heard conservatives at the deer camp calling black people names, but then you're hanging around with liberals.
[02:24:48.142 --> 02:24:52.944]  I don't know, it's maybe just in my life it's been skewed, but
[02:24:54.304 --> 02:25:01.327]  You know, you've got white guys and black guys attacking a black guy, calling him an N-word, a very racial, derogatory term.
[02:25:01.747 --> 02:25:13.052]  Clearly, and then the media is saying that it's the Tea Parties, or anybody that doesn't want cap and trade, or anybody that doesn't want socialist health care, or anybody that doesn't want to turn their guns in, that we're all Ku Klux Klan members.
[02:25:13.432 --> 02:25:16.974]  It doesn't matter how many black or hispanic or asians come out to these events as well.
[02:25:17.474 --> 02:25:20.075]  This could really blow up in the establishment's face.
[02:25:21.623 --> 02:25:23.765]  Yeah, I see your point.
[02:25:23.825 --> 02:25:27.727]  I'm not here to espouse any particular political opinion.
[02:25:27.807 --> 02:25:29.889]  I'm here to represent Mr. Gladney.
[02:25:32.971 --> 02:25:43.058]  It seems odd that these individuals were acting in despair in the first place.
[02:25:43.158 --> 02:25:50.423]  It remains to be seen whether they were acting at the behest of certain democratic organizations
[02:25:53.331 --> 02:25:56.672]  Well, let me ask you a question.
[02:25:57.432 --> 02:25:59.292]  What are you planning to do about this?
[02:25:59.332 --> 02:26:01.093]  I know your client has been at the hospital.
[02:26:01.493 --> 02:26:02.673]  Is he out of the hospital yet?
[02:26:03.314 --> 02:26:04.674]  Yeah, he's out of the hospital.
[02:26:04.714 --> 02:26:07.555]  He's still from his injuries.
[02:26:07.615 --> 02:26:08.855]  He's still in quite a bit of pain.
[02:26:09.535 --> 02:26:14.557]  We're pursuing legal action in the near future against
[02:26:15.794 --> 02:26:22.729]  I guess in the union and possibly some other parties, but that legal plan remains to be
[02:26:23.516 --> 02:26:36.520]  Well, the videos we've got from different angles show them only letting the union people in and keeping anybody else out, though this was advertised as a public meeting, and it appears that they were using the union thugs to go after people.
[02:26:36.580 --> 02:26:38.021]  I don't know if you saw it in St.
[02:26:38.061 --> 02:26:38.801]  Louis TV?
[02:26:39.621 --> 02:26:44.423]  I've seen it on the internet, and it looks as though they were given preferential treatment.
[02:26:44.783 --> 02:26:51.645]  I've heard of some reports in Tampa of them shipping in these RENA union slash thugs,
[02:26:52.766 --> 02:26:58.750]  So, you know, it wouldn't surprise me if these were rent-a-thug, but that remains to be seen.
[02:26:58.810 --> 02:27:06.516]  And if they were, there's a lot more questions to be answered on the part of Representative Carnahan and his people.
[02:27:07.984 --> 02:27:11.847]  Well, Obama is setting up these youth brigades in St.
[02:27:11.887 --> 02:27:12.848]  Louis during the campaign.
[02:27:12.868 --> 02:27:19.653]  I don't know if you saw it, but they ran the video with police on the news saying, if we don't like what you say about Obama, we're going to arrest you.
[02:27:21.375 --> 02:27:23.957]  I mean, this is getting very brown-shirt.
[02:27:23.977 --> 02:27:25.278]  I mean, they're screaming N-word.
[02:27:25.338 --> 02:27:27.600]  They're beating political people up.
[02:27:27.620 --> 02:27:28.881]  This sounds like Nazi Germany.
[02:27:30.673 --> 02:27:35.815]  Once again, Alex, as much as I have opinions, I'm here to represent Kenneth.
[02:27:36.555 --> 02:27:39.016]  Kenneth may have more of an opinion on this than I do.
[02:27:39.036 --> 02:27:41.277]  It's just not my place and time.
[02:27:41.777 --> 02:27:45.338]  I would like to invite you and Kenneth on the Sunday syndicated show.
[02:27:45.638 --> 02:27:51.820]  So we're going to call you later today after you're on TV or over Saturday and see about getting you and Kenneth on.
[02:27:51.840 --> 02:27:57.722]  But how is Kenneth taking this, being punched in the face, kicked on the ground, stomped on?
[02:27:58.422 --> 02:27:59.703]  I mean, brutally assaulted.
[02:27:59.723 --> 02:28:03.946]  It looks like he's like stunned on the video that he couldn't imagine.
[02:28:03.966 --> 02:28:06.208]  I mean, this is just outrageous.
[02:28:06.588 --> 02:28:08.189]  Well, I'm looking at Kenneth right now.
[02:28:08.229 --> 02:28:14.153]  He's having a lot of difficulties just getting out of the SUV right now to go over to these, to this interview over to Fox, what we're doing right now.
[02:28:14.193 --> 02:28:15.194]  He's in a lot of pain.
[02:28:16.255 --> 02:28:19.357]  Emotionally, it's very upsetting to him that
[02:28:19.927 --> 02:28:21.510]  He's just, he's an ordinary guy.
[02:28:21.530 --> 02:28:30.084]  A lot of people try to paint, in some news reports we've seen, try to paint Kenneth as a conservative activist, which is despondent to the truth.
[02:28:30.546 --> 02:28:36.029]  He's an independent, ordinary guy that's thrust into an extraordinary set of circumstances here.
[02:28:36.689 --> 02:28:42.892]  He expressed to me that he doesn't fit in the left-right paradigm.
[02:28:42.932 --> 02:28:44.273]  It's not about the Democrats.
[02:28:44.653 --> 02:28:46.254]  It's not about the Republicans with him.
[02:28:46.574 --> 02:28:50.496]  He's just a regular man that just enjoys liberty.
[02:28:50.576 --> 02:28:52.417]  And that's the most important thing to him, is liberty.
[02:28:52.757 --> 02:28:54.138]  Let me take a wild guess.
[02:28:54.178 --> 02:28:56.819]  If you're a listener, is your client a listener?
[02:28:58.483 --> 02:29:03.605]  I haven't asked Kenneth, so maybe after today he will be, if not already.
[02:29:03.845 --> 02:29:05.726]  I coined the whole left-right paradigm situation.
[02:29:05.746 --> 02:29:06.887]  I'm glad to see that breaking.
[02:29:07.227 --> 02:29:11.208]  I've been to tea parties and events and the people just want freedom.
[02:29:11.488 --> 02:29:12.449]  They know government.
[02:29:12.629 --> 02:29:17.411]  If the government couldn't read the 1300 page bill, how are they going to implement the bill?
[02:29:17.691 --> 02:29:18.972]  You know, that's what's so incredible.
[02:29:19.012 --> 02:29:20.473]  We don't want cap-and-trade.
[02:29:20.733 --> 02:29:22.575]  We don't want to pay double for our energy.
[02:29:23.095 --> 02:29:24.096]  And we're not racist.
[02:29:24.136 --> 02:29:24.956]  We're not bad.
[02:29:25.617 --> 02:29:30.421]  And to have him yelling inward and punching him in the nose and tackling him is just outrageous.
[02:29:30.701 --> 02:29:34.364]  I want you to get to your interview and get to Kenneth while he's with the media.
[02:29:34.584 --> 02:29:39.828]  But in 60 seconds, sir, finish up just any other key points about this event.
[02:29:41.109 --> 02:29:45.412]  Well, you know, I think the tragedy here is that
[02:29:47.496 --> 02:30:10.255]  Our country has kind of gone down a road that we may never ever come back from, where people are scared into silence, where the freedom of expression, which is our basic First Amendment fundamental right, is being trampled upon and stifled by individuals who don't have our best interests at heart.
[02:30:10.635 --> 02:30:11.956]  It was kind of telling.
[02:30:12.672 --> 02:30:27.146]  Uh, the mentality of one of the individuals, if you see it on YouTube or one of these videos that's floating around virally, they say, well why did you, one individual says to one of the attackers, he says, why did you attack him?
[02:30:27.566 --> 02:30:29.868]  And they said, because he's attacking America.
[02:30:30.489 --> 02:30:33.172]  And Kenneth is far the straight thing from attacking America.
[02:30:34.833 --> 02:30:36.255]  He's a respectable husband.
[02:30:36.275 --> 02:30:38.057]  He's a good member of the community.
[02:30:38.077 --> 02:30:40.119]  He's not affiliated with any party.
[02:30:40.379 --> 02:30:41.861]  This is not astroturf here.
[02:30:42.161 --> 02:30:47.067]  This is an ordinary man, once again, thrust into an extraordinary set of circumstances.
[02:30:47.548 --> 02:30:49.990]  And there's a lot of questions that have yet to be answered enough.
[02:30:50.371 --> 02:30:54.095]  And that's what we're setting about to do is to get these questions answered.
[02:30:54.588 --> 02:31:02.282]  Well, he's been demonized, and we've all been demonized, and that's why... There's a lot of things going around there just totally laughable.
[02:31:02.302 --> 02:31:03.965]  They got the wrong pictures of him on the internet.
[02:31:06.704 --> 02:31:07.984]  Just hogwash, really, basically.
[02:31:08.005 --> 02:31:13.927]  Well, that's what political goons do, is they dehumanize you by saying, you're hurting America, and then go after you.
[02:31:13.987 --> 02:31:17.488]  I'm gonna let you go, but we're gonna call you back about getting you and Kenneth on Sunday.
[02:31:17.508 --> 02:31:22.710]  I'm gonna put you on hold right now, though, and see if my producers can set something up right now that'll let you get back.
[02:31:22.830 --> 02:31:23.710]  Thank you so much.
[02:31:23.730 --> 02:31:25.111]  Alex, I'll call you in a little bit.
[02:31:25.131 --> 02:31:26.091]  I gotta take this call, though.
[02:31:26.171 --> 02:31:26.531]  Okay, I'm sorry.
[02:31:26.551 --> 02:31:27.812]  Okay, thank you so much, Mr. Brown.
[02:31:27.852 --> 02:31:28.212]  Take care.
[02:31:28.852 --> 02:31:30.033]  All right, there he goes.
[02:31:30.073 --> 02:31:33.414]  We're gonna get him and Kenneth on the Sunday show, 4 to 6 p.m.
[02:31:33.554 --> 02:31:35.535]  Central Standard Time.
[02:31:36.741 --> 02:31:42.623]  Man, if I had like 20, 30 guys bulling up to me, that's when the Hulk comes out, folks.
[02:31:42.763 --> 02:31:43.824]  I don't mean Hulk Hogan.
[02:31:44.284 --> 02:31:50.886]  I mean, and I'm not claiming I'm some tough guy, but when a bunch of people start facing me down, I go into primitive mode.
[02:31:51.607 --> 02:31:52.847]  And look out.
[02:31:54.087 --> 02:31:54.828]  Just look out.
[02:31:56.108 --> 02:31:57.489]  This guy was very restrained.
[02:31:57.529 --> 02:32:00.590]  If they viciously attacked him, I would have gone completely wild.
[02:32:01.727 --> 02:32:04.990]  I mean, it would have been, you know, because I'm not looking for trouble.
[02:32:05.071 --> 02:32:05.911]  I don't want to get in a fight.
[02:32:06.272 --> 02:32:09.135]  I've been in the hospital for three days with a concussion where I couldn't see.
[02:32:09.475 --> 02:32:10.997]  I've had a bone sticking out of my leg.
[02:32:11.277 --> 02:32:12.238]  I've broken bones.
[02:32:12.799 --> 02:32:14.640]  You know, I've been knocked out by the best of them.
[02:32:15.001 --> 02:32:18.584]  Thank God I grew out of that, you know, in my teenage years.
[02:32:19.285 --> 02:32:21.047]  But, you know, I just...
[02:32:22.645 --> 02:32:30.190]  I've put up with stuff at political events with Democrats and Republicans hitting me on the head with signs and poking me and grabbing our bullhorn and punching me in the stomach.
[02:32:30.670 --> 02:32:32.811]  So I guess I've actually grown up and taken it.
[02:32:36.073 --> 02:32:38.555]  So I guess I did what Kenneth did and put up with it.
[02:32:39.035 --> 02:32:41.597]  There's the footage of them assaulting me at MSNBC.
[02:32:42.057 --> 02:32:44.779]  I'm out there in the crowd and they start attacking me.
[02:32:46.499 --> 02:32:48.580]  But see, they'd punch me in the back and then run off.
[02:32:48.640 --> 02:32:51.341]  It wasn't like ten guys in front of me going, come on!
[02:32:51.381 --> 02:32:55.042]  Because that would just be like, I mean, I just, it's that primitive level.
[02:32:55.062 --> 02:32:57.223]  It's just, I mean, I'm sure a lot of you have experienced.
[02:32:57.243 --> 02:33:02.925]  You're like, rather than ten guys scaring you, you just want to like, just start savaging them.
[02:33:02.965 --> 02:33:06.327]  I don't know how to explain it, but it sounds like vacation, actually.
[02:33:07.027 --> 02:33:08.047]  I'm just joking around.
[02:33:08.067 --> 02:33:08.787]  I'm just acting tough.
[02:33:08.828 --> 02:33:09.568]  I'm actually a big wimp.
[02:33:10.359 --> 02:33:11.580]  I'm just joking, it's crazy.
[02:33:12.020 --> 02:33:17.322]  Point is, I don't know how he controlled himself here, is my only point.
[02:33:20.304 --> 02:33:22.304]  But I want to take some phone calls, 1-800-259-9031.
[02:33:22.344 --> 02:33:28.767]  I'll have a few final news stories here in the final segment that is coming up.
[02:33:29.468 --> 02:33:31.148]  Right now, let's go to John in Ohio.
[02:33:31.188 --> 02:33:31.929]  John, you're on the air.
[02:33:33.160 --> 02:33:39.383]  Yeah, Alex, are you thinking of having someone on from BlackAgendaReport.com?
[02:33:39.743 --> 02:33:42.264]  Yes, I want to get the BlackAgendaReport.com on.
[02:33:42.284 --> 02:33:46.106]  I've seen their material, and John, you're always calling in to chastise me.
[02:33:46.146 --> 02:33:50.088]  Let me guess, I'm going to be spanked for having Dr. Jerome Corsi on earlier.
[02:33:50.948 --> 02:34:01.293]  Yeah, because like I've heard Webster Terkley point out, Obama just loves these attacks from the ultra-ultra-right.
[02:34:02.578 --> 02:34:08.729]  The people who support the same kind of war-mongering attacks and propaganda, saber-rattling against Iraq, Iran...
[02:34:09.266 --> 02:34:20.032]  against the Palestinians, people like this Zionist Jerome Corsi agent, the CIA agent, because it makes him look like somehow he's kind of progressive.
[02:34:20.272 --> 02:34:31.098]  He's completely mobbed up with the same Zionist people in his own administration, the same military industrial types that Jerome Corsi represents.
[02:34:31.178 --> 02:34:38.062]  And so, as Webster Garvey said, he's deathly afraid of any attack from the left.
[02:34:38.502 --> 02:34:40.884]  And I'm not hearing that from anything in your book.
[02:34:56.331 --> 02:35:00.774]  And then all these mainline conservatives tune in, and then we deprogram them.
[02:35:01.094 --> 02:35:03.796]  So I wouldn't miss the mouse for the cheese.
[02:35:04.697 --> 02:35:06.898]  You know, we're here deprogramming people en masse.
[02:35:07.299 --> 02:35:10.441]  We have a lot of different points of view and perspectives on it.
[02:35:10.481 --> 02:35:16.505]  You know, just because I have astronauts on doesn't mean that I believe that everything they're saying about the moon landings is true.
[02:35:17.085 --> 02:35:20.308]  But I'm forming relationships with them so I can get more info.
[02:35:22.128 --> 02:35:23.749]  I'm here to shadow the left-right paradigm.
[02:35:24.409 --> 02:35:24.750]  Okay?
[02:35:25.070 --> 02:35:28.151]  So this isn't some orthodoxy where we have one thing here on the show.
[02:35:28.411 --> 02:35:32.393]  Like, we had a medical doctor on who I disagree with almost everything he said about the flu yesterday.
[02:35:33.193 --> 02:35:36.155]  But I said I'm going to have different perspectives on so the listeners can make up their mind.
[02:35:36.595 --> 02:35:38.376]  This is not some cult here.
[02:35:38.936 --> 02:35:42.398]  You know, this is not everything I believe and that's the end of it.
[02:35:43.666 --> 02:35:50.268]  And believe me, I joked in the first hour about Corsi, keep your friends close and the operatives closer.
[02:35:51.428 --> 02:35:53.249]  I mean, Corsi's something else, man.
[02:35:53.729 --> 02:35:55.649]  But I appreciate his work on the North American Union.
[02:35:56.490 --> 02:36:00.711]  He does represent a faction of people that were against Bush for that.
[02:36:01.991 --> 02:36:05.752]  And he came out for 9-11 Truth a little bit, then got ground for that and backed off.
[02:36:06.612 --> 02:36:07.493]  Ronnie in Texas.
[02:36:07.573 --> 02:36:08.233]  Ronnie, go ahead.
[02:36:09.531 --> 02:36:12.052]  Here's a different perspective on how to cancel the IRS.
[02:36:12.112 --> 02:36:17.193]  I was hoping to share with Bob Chapman, the unconstitutional, never fully ratified, uh, IRS.
[02:36:17.213 --> 02:36:25.555]  CXQ09, a liberator form with an overall, all caps, letter, with an old fringe flag and the Tweedledee.
[02:36:25.615 --> 02:36:27.155]  I'm, I'm, I'm, I'm not going to be sarcastic.
[02:36:27.615 --> 02:36:28.275]  Go ahead and tell me.
[02:36:28.315 --> 02:36:28.676]  I'm sorry.
[02:36:29.056 --> 02:36:34.637]  We can save family farms also and, uh, uh, take money away from Big Pharma or help them, or truly help people.
[02:36:34.677 --> 02:36:38.918]  And that is by, with freedom, to kill the criminal's biggest cash cow.
[02:36:39.594 --> 02:36:46.536]  With absolute freedom for farmers to grow hemp marijuana, which George Washington, Thomas Jefferson, and other founding fathers were also hemp farmers.
