[00:00:19.507 --> 00:00:21.928]  43 days left.
[03:22:34.429 --> 03:22:35.850]  I'm trying to just fight the globalists.
[03:22:36.010 --> 03:22:39.152]  Yeah, what are you going to do with a jet airplane if you've lost your country, right?
[03:22:39.352 --> 03:22:39.872]  It doesn't matter.
[03:22:40.252 --> 03:22:42.514]  You need... With the country back, then I'll take a jet airplane.
[03:22:43.114 --> 03:22:52.579]  Yeah, maybe, but, I mean, the thing is, there needs to be a new media, and you are the leader of the independent media, and that's irrefutable, and that's why you've been targeted.
[03:22:53.080 --> 03:22:55.101]  And, you know, look, it's going to continue.
[03:22:55.521 --> 03:22:59.283]  Until something big changes, but I think those changes are coming up very soon, Alex.
[03:22:59.644 --> 03:23:07.388]  I think because Google and Facebook have been spying and acting forever and getting away with it, they just have the chutzpah to go on forever, but it's not going on forever.
[03:23:07.468 --> 03:23:07.648]  No.
[03:23:07.909 --> 03:23:12.291]  No, I mean, the White House has been preparing, you know, executive orders to go after the tech giants.
[03:23:12.912 --> 03:23:15.773]  Their censorship is not going to be tolerated for much longer.
[03:23:15.813 --> 03:23:19.656]  And just like they got blindsided by Trump winning, they're about to really get blindsided.
[03:23:19.816 --> 03:23:20.096]  Yeah.
[03:23:20.396 --> 03:23:21.817]  Yeah, actually, history is on our side.
[03:23:22.497 --> 03:23:26.900]  And history is unfolding every day with the support of patriots.
[03:23:26.920 --> 03:23:32.664]  See, they never counted on you existing, and they never counted on people like me.
[03:23:32.844 --> 03:23:33.425]  Or the listeners.
[03:23:33.485 --> 03:23:36.787]  I mean, imagine who would actually... That's why they always think, like, oh, we must be government-run.
[03:23:36.827 --> 03:23:37.167]  No, we're not.
[03:23:37.187 --> 03:23:37.928]  We're just citizens.
[03:23:38.048 --> 03:23:40.169]  No, they think that most people can be intimidated.
[03:23:40.209 --> 03:23:44.092]  And how many attempts have been made to intimidate people like us and our viewers and our fans?
[03:23:44.272 --> 03:23:45.413]  That's their real blind spot.
[03:23:45.453 --> 03:23:46.313]  They think we're like them.
[03:23:46.373 --> 03:23:48.695]  The more they try to intimidate me, the madder I get.
[03:23:48.735 --> 03:23:50.076]  That's pretty much the way I work, too.
[03:23:50.616 --> 03:23:54.697]  Yeah, so their defeat is in the works.
[03:23:54.797 --> 03:23:55.518]  So there you go.
[03:23:55.558 --> 03:23:56.238]  That's my take on it.
[03:23:56.318 --> 03:23:58.759]  And thank God, God gave us somebody like Trump at the right moment.
[03:23:58.779 --> 03:24:00.919]  I mean, we can't thank God for Trump enough.
[03:24:01.100 --> 03:24:01.460]  It's true.
[03:24:01.700 --> 03:24:02.100]  Just say it.
[03:24:02.140 --> 03:24:02.560]  He's amazing.
[03:24:03.160 --> 03:24:03.620]  Absolutely.
[03:24:03.880 --> 03:24:10.142]  I think he'll go down as the greatest president, aside from George Washington himself, if he does the right thing over the next few months.
[03:24:10.202 --> 03:24:11.183]  If he executes.
[03:24:11.883 --> 03:24:13.464]  He'll be bigger than George Washington.
[03:24:13.705 --> 03:24:14.225]  I'm telling you.
[03:24:15.186 --> 03:24:22.191]  Defeating the globalist deep state traitors and exposing the full truth of the media complicity with the FBI.
[03:24:22.372 --> 03:24:24.133]  I mean, it's the biggest story in the history of our country.
[03:24:24.153 --> 03:24:25.014]  It would make George Washington proud.
[03:24:25.034 --> 03:24:26.675]  Thank you so much, NationalNews.com.
[03:24:26.695 --> 03:24:27.055]  Thank you.
[03:24:27.376 --> 03:24:28.557]  We're going to run this little promo.
[03:24:28.617 --> 03:24:29.537]  Matt Bracken's coming up.
[03:24:29.818 --> 03:24:32.680]  We've got the InfoWars Army with Owen Schroer with huge exploits coming up.
[03:24:33.040 --> 03:24:34.521]  Here is this little funny promo.
[03:24:34.541 --> 03:24:35.042]  We'll be right back.
[03:24:40.518 --> 03:24:45.630]  Hey guys, my name is Savannah Hernandez, and if you're always on the go like me, then you're not always tied to your computer and TV.
[03:24:46.031 --> 03:24:48.115]  So we just released our free InfoWars official app.
[03:24:50.080 --> 03:24:59.066]  The InfoWars official app includes all of our live broadcasts like War Room with Owen Troyer, Real News with David Knight, and the holy grail of podcasting radio, the Alex Jones Show.
[03:24:59.406 --> 03:25:05.630]  And the best part about the InfoWars official app is that every single time we go live, you get notifications so that you never miss a beat.
[03:25:06.130 --> 03:25:10.953]  So whether you're in the car or on a run, this app makes it easy to keep the InfoWars right in your pocket.
[03:25:11.393 --> 03:25:12.314]  So what are you waiting for?
[03:25:13.014 --> 03:25:14.796]  That's too fast, InfoWars.
[03:25:15.156 --> 03:25:16.577]  Apple banned your app.
[03:25:16.817 --> 03:25:21.080]  I helped, too!
[03:25:21.361 --> 03:25:22.361]  Ah, Oliver.
[03:25:22.381 --> 03:25:26.344]  I hate free speech, too!
[03:25:26.405 --> 03:25:28.246]  We hate free speech!
[03:25:28.486 --> 03:25:30.368]  We hate free speech!
[03:25:30.508 --> 03:25:32.169]  We hate free speech!
[03:25:32.229 --> 03:25:33.910]  We hate free speech!
[03:25:36.624 --> 03:25:37.404]  Oh, and Troyer's here.
[03:25:37.504 --> 03:25:39.625]  Oh, and tell us about InfoWars Army and what you've been doing.
[03:25:39.926 --> 03:25:43.767]  Well, we're going to answer the lady's question about how you can connect with people in your local area.
[03:25:43.808 --> 03:25:45.768]  But basically, we're going out into the 3D world.
[03:25:45.788 --> 03:25:46.869]  They're banning Alex Jones.
[03:25:46.889 --> 03:25:48.390]  They're banning InfoWars on the internet.
[03:25:48.410 --> 03:25:54.873]  So we decided to go out into the 3D world and invade ball games and just the streets and check out some of the stuff we've accomplished.
[03:25:55.733 --> 03:25:57.854]  And here's a promo of you at the Rangers game.
[03:25:58.034 --> 03:25:58.995]  And here it is.
[03:26:02.456 --> 03:26:04.397]  This is last night.
[03:26:05.818 --> 03:26:07.880]  If the radio listens, we'll break this down.
[03:26:13.024 --> 03:26:15.186]  And I know we play Milwaukee next year.
[03:26:15.206 --> 03:26:16.447]  Hope we get to see the Uke.
[03:26:16.987 --> 03:26:18.068]  Look at those M4 shirts.
[03:26:18.248 --> 03:26:21.451]  We probably won't see him in spring training, but... We used to.
[03:26:21.731 --> 03:26:21.951]  Yeah.
[03:26:22.031 --> 03:26:22.492]  That was fun.
[03:26:23.871 --> 03:26:25.232]  Look how dude's having to really sit up.
[03:26:25.552 --> 03:26:26.153]  He's a big guy.
[03:26:26.553 --> 03:26:27.454]  They made him sit down.
[03:26:27.754 --> 03:26:31.477]  I love how the moment you stand up with the Trump face on, he hits a home run.
[03:26:31.817 --> 03:26:32.337]  It's unbelievable.
[03:26:32.398 --> 03:26:34.599]  And we get a screen from our South Korean friends too.
[03:26:35.180 --> 03:26:35.840]  On the Usher.
[03:26:39.943 --> 03:26:42.105]  There's the CNN is fake news t-shirt we flashed.
[03:26:42.125 --> 03:26:43.766]  They got thousands of complaints from that.
[03:26:44.186 --> 03:26:46.308]  Which is the only thing that makes you want to do it more.
[03:26:47.789 --> 03:26:49.611]  How dare Americans express their feelings.
[03:26:49.651 --> 03:26:51.532]  This is not free speech at a ball game.
[03:26:51.592 --> 03:26:52.553]  Since when is that allowed?
[03:26:54.907 --> 03:26:56.288]  All right.
[03:26:56.568 --> 03:26:57.609]  Here she is telling you to stop.
[03:26:58.530 --> 03:27:02.613]  You didn't hear this from me, but thousands of people called in.
[03:27:02.713 --> 03:27:03.414]  That's good to know.
[03:27:03.994 --> 03:27:04.434]  Yeah.
[03:27:04.474 --> 03:27:04.975]  Complaining.
[03:27:05.515 --> 03:27:07.136]  Thousands of people calling in complaining.
[03:27:07.156 --> 03:27:09.218]  I like that pimp watch, too.
[03:27:09.959 --> 03:27:11.500]  I mean, after this one, hopefully.
[03:27:12.200 --> 03:27:12.921]  CNN's fake news.
[03:27:12.941 --> 03:27:14.562]  Thousands of people called in.
[03:27:14.602 --> 03:27:15.923]  They're probably complaining to CNN.
[03:27:15.943 --> 03:27:16.824]  You can't tell what it says.
[03:27:16.844 --> 03:27:16.984]  Yeah.
[03:27:18.065 --> 03:27:20.807]  Complaining.
[03:27:20.847 --> 03:27:21.607]  There's the best part.
[03:27:25.512 --> 03:27:26.112]  There you go.
[03:27:26.152 --> 03:27:30.074]  You both pop up with Hillary and Trump mask and he hits a homerun when you do it.
[03:27:30.134 --> 03:27:31.014]  This is epic.
[03:27:31.675 --> 03:27:32.335]  The Trump effect.
[03:27:36.036 --> 03:27:36.697]  Oh man.
[03:27:37.477 --> 03:27:39.518]  He hits a homerun right when you do it.
[03:27:39.538 --> 03:27:40.598]  That was the one time you did it.
[03:27:40.678 --> 03:27:41.299]  The one time?
[03:27:41.359 --> 03:27:43.740]  And I figured I may only have one time.
[03:27:43.840 --> 03:27:44.800]  I may only have one shot.
[03:27:44.820 --> 03:27:46.301]  What does that archetypically say?
[03:27:46.421 --> 03:27:48.662]  That the one time is the one homerun of the game?
[03:27:49.182 --> 03:27:54.385]  Alex, there were like 10, 20 different things that were providential that led to that one moment.
[03:27:54.485 --> 03:27:55.486]  I'm not even kidding you.
[03:27:55.566 --> 03:27:56.006]  It's unbelievable.
[03:27:56.026 --> 03:27:58.127]  I'm going to tell the full story on The War Room here today.
[03:27:58.347 --> 03:28:06.732]  But for example, this video right here was shot by our South Korean friends behind us that traveled from South Korea to come see the Rangers series that weekend.
[03:28:07.012 --> 03:28:07.912]  And they were loving it!
[03:28:08.233 --> 03:28:10.994]  And they were taking pictures with us and recording and everything.
[03:28:11.514 --> 03:28:12.655]  There's so many different things.
[03:28:12.695 --> 03:28:14.296]  These compilations were putting them out.
[03:28:14.336 --> 03:28:15.217]  There's another example.
[03:28:15.677 --> 03:28:17.418]  The man got a free Alex Jones t-shirt.
[03:28:18.118 --> 03:28:26.813]  There's another video we haven't gotten to yet that again great folks we have on the show are popping up at Trump events with the free Alex Jones sign.
[03:28:26.873 --> 03:28:29.377]  So that's how we take over this election folks.
[03:28:31.457 --> 03:28:32.258]  It's unbelievable, Alex.
[03:28:32.298 --> 03:28:33.860]  I'm telling you, so many providential moments.
[03:28:33.880 --> 03:28:39.405]  I'm going to break it all down in the war room, including other people in InfoWarsArmy submitting videos, putting signs out on the highway.
[03:28:39.426 --> 03:28:44.191]  And when we come back, we're going to Matt Bracken, but what's that hashtag for folks that want to join the InfoWarsArmy?
[03:28:44.231 --> 03:28:45.292]  Hashtag InfoWarsArmy.
[03:28:45.312 --> 03:28:48.155]  I'm going to break this down on the other side and we're going to get Matt Bracken, but it's key.
[03:28:48.255 --> 03:28:52.279]  Use the hashtag InfoWarsArmy on Twitter to meet other people in your area.
[03:28:52.539 --> 03:28:53.841]  You just search the hashtag.
[03:28:55.074 --> 03:29:03.058]  ExtendoWise, the latest product from InfoWarsLife.com, fuses all the known compounds that have been proven to be good for our hearts and cardiovascular system.
[03:29:03.318 --> 03:29:05.639]  And listen, everybody's got a heart.
[03:29:06.260 --> 03:29:11.622]  Well, actually maybe Hillary and George Soros don't, but everybody else has a heart, and this product is amazing.
[03:29:11.702 --> 03:29:12.783]  So, if you have a heart,
[03:29:13.323 --> 03:29:18.670]  You want the very best product out there that's designed to aid a healthy heart and cardiovascular system?
[03:29:19.210 --> 03:29:22.634]  It's XtendoWise, available at InfoWarsLife.com.
[03:29:22.855 --> 03:29:30.864]  And like all of our products are game changers, this baby is the most souped up, awesome version the top formulators can come up with and still be affordable.
[03:29:31.465 --> 03:29:33.206]  It's one of the very best heart pills out there.
[03:29:33.526 --> 03:29:34.306]  It's Xtend-A-Wise.
[03:29:34.506 --> 03:29:37.228]  So, get some for yourself and family and friends.
[03:29:37.608 --> 03:29:40.649]  It's got the very best fish oil from the Fjords.
[03:29:40.689 --> 03:29:46.051]  It's very, very pure, very, very clean and has the EPA type that is specifically good for the heart, cardiovascular system.
[03:29:46.732 --> 03:29:50.233]  It's got the properly formulated type of CoQ10 and more.
[03:29:50.553 --> 03:29:52.134]  It is Xtend-A-Wise.
[03:29:52.174 --> 03:29:54.335]  Now available at InfoWarsLife.com.
[03:29:57.833 --> 03:30:05.177]  This Congress has championed the unwinding of campaign finance laws to give billionaires outside influence over our politics.
[03:30:06.778 --> 03:30:11.640]  Systematically attacked voting rights to make it harder for young people and minorities and the poor to vote.
[03:30:14.642 --> 03:30:18.144]  Handed out tax cuts without regard to deficits.
[03:30:21.360 --> 03:30:23.262]  Slash the safety net wherever it could.
[03:30:23.822 --> 03:30:28.245]  Cast dozens of votes to take away health insurance from ordinary Americans.
[03:30:29.906 --> 03:30:37.052]  Embrace wild conspiracy theories, like those surrounding Benghazi.
[03:30:39.031 --> 03:30:40.872]  Or my birth certificate.
[03:31:09.191 --> 03:31:16.933]  Well, the response was, hey Benghazi conspiracy theory, let's do this then and tell me if it's conspiracy theory after this or conspiracy.
[03:31:17.333 --> 03:31:18.393]  Let's put you on the roof.
[03:31:18.513 --> 03:31:27.095]  And I said, let's put your ass cowardly ass on the roof and shoot AK-47s and RPGs and lob mortars at you for 13 hours while you left, while you didn't send in your support.
[03:31:27.175 --> 03:31:28.436]  Basically, I just said, what happened that night?
[03:31:28.596 --> 03:31:32.637]  I was asked on Fox, you know, how do you feel when he said Benghazi was a conspiracy?
[03:31:32.697 --> 03:31:33.617]  Well, how do you think I feel?
[03:31:33.977 --> 03:31:36.119]  I was left behind by Barack Obama.
[03:31:36.159 --> 03:31:37.319]  The team was left behind.
[03:31:37.339 --> 03:31:38.140]  13 hours, 4 on.
[03:31:38.220 --> 03:31:38.961]  We lost people.
[03:31:39.001 --> 03:31:39.441]  They died.
[03:31:39.501 --> 03:31:40.341]  We continued to fight.
[03:31:40.361 --> 03:31:41.342]  We tried to save people.
[03:31:41.382 --> 03:31:46.165]  We saved over, including mine, counting my life and the team's lives, we saved over 30 people's lives.
[03:31:46.345 --> 03:31:48.887]  And then we come home, and then we're called liars.
[03:31:49.107 --> 03:31:50.688]  And the story spun out of control.
[03:31:50.708 --> 03:31:55.031]  It was after 8 months of being called a liar, seeing him spin it, that finally it's out of control.
[03:31:55.051 --> 03:31:56.912]  So how do you think I'm going to feel when you say that?
[03:31:56.933 --> 03:31:57.813]  How do you feel right now?
[03:31:57.853 --> 03:31:59.674]  Well, I want to reach through the screen and choke him.
[03:31:59.694 --> 03:32:01.556]  Does that mean I want to kill the former president?
[03:32:01.676 --> 03:32:01.796]  No.
[03:32:02.176 --> 03:32:06.638]  It makes my blood boil because it's just disgusting and it means that he doesn't care.
[03:32:07.038 --> 03:32:08.439]  He doesn't care anything about it.
[03:32:08.459 --> 03:32:13.521]  Yeah, why can't he embrace you guys and say sorry things broke down because they know they ordered the stand down.
[03:32:13.761 --> 03:32:15.382]  You don't stand down 13 hours.
[03:32:16.442 --> 03:32:21.105]  That is what, Alex, that is what I said to him when I came back from Yemen.
[03:32:21.265 --> 03:32:26.147]  If you guys behind closed doors talking to my CIA personnel, my leadership of the CIA,
[03:32:27.007 --> 03:32:30.028]  If you could just tell me you're sorry, you don't even need to make it public.
[03:32:30.068 --> 03:32:32.849]  Just tell me you're sorry and I will go away and I'll go back to work.
[03:32:33.189 --> 03:32:34.129]  They couldn't even do that.
[03:32:34.629 --> 03:32:35.770]  That's narcissism, brother.
[03:32:35.970 --> 03:32:37.050]  That's pride talking.
[03:32:37.270 --> 03:32:38.530]  And that's evil.
[03:32:38.570 --> 03:32:39.191]  That's the devil.
[03:32:39.791 --> 03:32:40.671]  That's what we're up against.
[03:32:41.231 --> 03:32:44.172]  And if you want to quote me on that or use that as a talking point, fine.
[03:32:44.512 --> 03:32:48.713]  But as people are seeing now, essentially that is what we're up against right now.
[03:32:48.813 --> 03:32:49.474]  It's just pure evil.
[03:32:49.954 --> 03:32:50.314]  Pure evil.
[03:32:59.162 --> 03:33:03.284]  You're listening to The Alex Jones Show.
[03:33:06.986 --> 03:33:08.386]  You see...
[03:33:22.768 --> 03:33:24.309]  We're not trying to conform with the system.
[03:33:24.329 --> 03:33:26.510]  We're trying to get back to the Americana and move forward.
[03:33:26.810 --> 03:33:28.711]  Matt Bracken, I appreciate you letting us commandeer two segments.
[03:33:28.731 --> 03:33:34.373]  You're going to be hosting with us on the big, what is it, 15, 16-hour broadcast coming up on Wednesday.
[03:33:34.993 --> 03:33:37.915]  The Stand with Trump, Stand with Infowars, Stand with Free Speech.
[03:33:40.096 --> 03:33:46.758]  The Democrats have been proven to have a deep state, stay-behind networks that are engaged in an attempt at the 25th Amendment.
[03:33:47.319 --> 03:33:48.339]  They've been publicly pushing it.
[03:33:48.699 --> 03:33:50.280]  We first broke it 20 months ago.
[03:33:52.723 --> 03:33:53.464]  Or 22 months ago.
[03:33:54.224 --> 03:33:59.407]  But as a former Navy SEAL and best-selling author and counterterrorism expert, I don't want to be too positive.
[03:33:59.448 --> 03:34:04.451]  He says he's going to declassify stuff, then the Inspector General says let's look at it, make sure none of it hurts anybody.
[03:34:04.931 --> 03:34:09.374]  Just those threats have Rosenstein saying he's going to resign, that he doesn't resign.
[03:34:09.394 --> 03:34:11.175]  I think trying to trick Trump into firing him.
[03:34:11.215 --> 03:34:11.735]  I'm not sure.
[03:34:11.755 --> 03:34:14.097]  But you're a smart cookie and you have a lot of sources.
[03:34:15.178 --> 03:34:16.839]  We know Rosenstein's a swamp creature.
[03:34:18.929 --> 03:34:25.575]  But clearly, Trump has to move against these guys because they've shown they're mentally ill and have that criminal energy.
[03:34:26.076 --> 03:34:32.442]  Where do you think we are historically right now, Matt Bracken, of EnemiesForeignAndDomestic.com?
[03:34:33.863 --> 03:34:35.605]  We're in the middle of a mutiny right now.
[03:34:35.965 --> 03:34:37.847]  That's what's going on in the military.
[03:34:37.887 --> 03:34:38.908]  This is called a mutiny.
[03:34:41.210 --> 03:34:44.513]  The colonel ordered a platoon forward and the platoon said, no, we're going backwards.
[03:34:45.376 --> 03:34:50.439]  You know, the captain said, I need full speed and the engine room said, no, we're going in reverse.
[03:34:51.140 --> 03:34:54.402]  He ordered those those documents declassified.
[03:34:54.442 --> 03:34:58.704]  He didn't say, take your time and redact what you need to to save yourselves embarrassment.
[03:34:59.265 --> 03:35:01.486]  I mean, this is a slow motion coup.
[03:35:02.207 --> 03:35:05.969]  And we're only seeing it's like a poker game where most of the cards are face down.
[03:35:06.676 --> 03:35:10.858]  We very rarely see a face card, you know, face up.
[03:35:11.899 --> 03:35:14.881]  We are in the middle of a... And I agree, this is beyond martial law.
[03:35:14.961 --> 03:35:18.002]  Martial law is an emergency where regular law is suspended.
[03:35:18.022 --> 03:35:19.263]  It could be good, it could be bad.
[03:35:19.283 --> 03:35:25.707]  When you have a mutiny of government agencies, it's a rogue government, it is the worst type of martial law.
[03:35:25.787 --> 03:35:30.370]  It is a rogue, cancerous, lawless attempt at a coup.
[03:35:31.390 --> 03:35:36.353]  Yeah, I would actually suggest to Trump, if I had his ear, which I don't,
[03:35:36.952 --> 03:35:39.775]  That he call in the head of the U.S.
[03:35:39.855 --> 03:35:47.722]  Marshals and without anybody leaving the room and no phone calls, put together a squad of a dozen top U.S.
[03:35:47.762 --> 03:35:56.470]  Marshals and personally go to the Department of Justice, walk in there with the Marshals and say, hand me the documents, put them in my hand now and redacted.
[03:35:57.245 --> 03:36:02.590]  And anybody who refuses that direct order is going to be put in handcuffs and taken away and fired.
[03:36:02.730 --> 03:36:03.691]  No, I totally agree.
[03:36:03.711 --> 03:36:06.674]  We have to have the exercise of power because it's constitutional.
[03:36:07.577 --> 03:36:14.423]  Right, well, right now, in the middle of this coup, of this mutiny, there's push from both sides.
[03:36:14.883 --> 03:36:21.129]  Rosenstein going over to try to resign was just one of these, you know, the icebergs showing above the surface.
[03:36:21.549 --> 03:36:25.432]  But believe me, the sharks and alligators are in a full death battle below the surface.
[03:36:25.452 --> 03:36:25.733]  No, I agree.
[03:36:25.753 --> 03:36:26.353]  So you're a smart guy.
[03:36:26.393 --> 03:36:29.656]  What do you make of all the media saying he's resigned, and then he hasn't?
[03:36:29.676 --> 03:36:33.079]  I mean, this shows the civil war within the deep state is crazy.
[03:36:33.826 --> 03:36:39.468]  It's a period of flux, and it's leading up to Thursday, and I want to talk a moment about Thursday.
[03:36:39.968 --> 03:36:59.274]  Now there are two circles, two waves intersecting to make a supernode on Thursday, which is the Kavanaugh hearing, which promises to be like bigger than when Oliver North spoke, you know, electrifying the nation, and Rosenstein meeting Trump to either be fired... And why did Trump say Thursday?
[03:36:59.314 --> 03:37:02.695]  Because I think he's telling the deep state, stop bringing fake women forward.
[03:37:03.666 --> 03:37:08.648]  Well, not only that, but think about it from outside of the Beltway.
[03:37:09.288 --> 03:37:13.469]  There's a Soros-Antifa army that's been mobilized.
[03:37:14.129 --> 03:37:16.950]  Jack Masovic has people inside of it.
[03:37:17.410 --> 03:37:19.871]  He's reporting doing infiltration.
[03:37:20.411 --> 03:37:23.092]  Presumably the FBI's supporting the Antifa.
[03:37:23.752 --> 03:37:28.254]  Like in Charlottesville, when they pushed the right-wingers into the Antifa.
[03:37:28.554 --> 03:37:32.615]  Instead of leading them away from the statue to avoid a confrontation,
[03:37:33.255 --> 03:37:36.436]  The feds created it and sparked the confrontation.
[03:37:36.837 --> 03:37:46.481]  Something like that on Thursday could happen, where all it would take is one squeaky Fromm or one Arthur Bremer, because this is an outdoor event around the Supreme Court.
[03:37:46.841 --> 03:37:49.382]  There's going to be thousands of people screaming at each other.
[03:37:49.802 --> 03:38:00.246]  You know, pink hats on one side with abortion signs, NARAL, and on the other side are going to be, you know, conservatives, pro-lifers, and it's going to be a media frenzy.
[03:38:00.266 --> 03:38:02.187]  All it will take is a spark.
[03:38:02.547 --> 03:38:09.510]  I don't know what the spark will be, but it's like a grain elevator filled with, you know, with powdered flammables.
[03:38:09.990 --> 03:38:12.352]  Or a gas leak up in Boston.
[03:38:12.712 --> 03:38:15.875]  It's gonna just take a spark to detonate this thing.
[03:38:15.895 --> 03:38:20.659]  And the left, we have to understand, this is an existential crisis for the left.
[03:38:21.385 --> 03:38:23.767]  The Supreme Court is their Politburo.
[03:38:23.987 --> 03:38:25.488]  It's their super legislature.
[03:38:25.989 --> 03:38:32.795]  They didn't mind getting one more conservative, but they cannot have Kavanaugh.
[03:38:33.215 --> 03:38:47.607]  Kavanaugh means they lose control of their Politburo, and that to them means they're going to move past politics and go straight to chaos, anarcho-tyranny, all bets are off, and another critical day
[03:38:48.411 --> 03:38:58.389]  Is November 6th, the midterms, and I just, out of curiosity, I was wondering how long is it from Thursday, critical day number one, to November 6th, critical day number two?
[03:38:58.409 --> 03:38:58.950]  It's 40 days.
[03:38:58.970 --> 03:38:59.331]  40 days.
[03:38:59.351 --> 03:38:59.691]  40 days.
[03:39:02.049 --> 03:39:03.910]  It's almost, you know, biblical.
[03:39:04.350 --> 03:39:12.392]  There's going to be a period of, I don't know, like Weimar Germany with communists and Nazis running at each other.
[03:39:12.912 --> 03:39:22.515]  This is a highly volatile atmosphere and anything can happen in the next, you know, between now, Thursday, and the midterms.
[03:39:22.775 --> 03:39:27.056]  But if the Republicans hold the midterms, the left goes absolutely ballistic.
[03:39:27.437 --> 03:39:28.597]  They quit on politics.
[03:39:29.037 --> 03:39:31.518]  They're going to go James Hodgkinson with the ace.
[03:39:31.538 --> 03:39:32.759]  Well, that's been my big question.
[03:39:32.959 --> 03:39:35.240]  What do they do if Kavanaugh gets in?
[03:39:35.280 --> 03:39:36.001]  What's their trigger?
[03:39:36.041 --> 03:39:48.607]  Kavanaugh getting confirmed this week, or is it winning the midterms, Republican red wave, because the commie activity, they're just, they've now gotten off the streets, but they're creeping around.
[03:39:48.627 --> 03:39:49.848]  I know they're getting targets ready.
[03:39:51.431 --> 03:40:07.221]  If they lose both, if Kavanaugh is confirmed, and they lose the midterms, then the left will absolutely give up on working within the political process, and it'll be James Hodgkinson, Republican baseball practice time, all over the place.
[03:40:07.933 --> 03:40:16.018]  Um, if they, if Hodge, if Kavanaugh is, is, uh, thrown out and the Democrats win, then they kill the internet.
[03:40:16.499 --> 03:40:18.120]  You know, they go after us that way.
[03:40:18.140 --> 03:40:21.202]  Uh, it'll be hate crime laws, like you can't believe.
[03:40:21.222 --> 03:40:22.223]  That was my next question.
[03:40:22.303 --> 03:40:24.424]  Why do you think they chose left for wars first?
[03:40:24.484 --> 03:40:26.766]  Now they're going after our credit card processing.
[03:40:27.206 --> 03:40:27.346]  Yeah.
[03:40:27.386 --> 03:40:29.447]  Well, there's, I have some, some news on that.
[03:40:29.507 --> 03:40:37.093]  There's I've, you know, because of my, of my, uh, profile is, you know, enemies, foreign and domestic, et cetera, over the last 15 years.
[03:40:38.632 --> 03:40:46.355]  People leak to me, and trust me, and, you know, there's going to be an announcement over the next few days.
[03:40:46.395 --> 03:41:02.781]  There's another platform coming from conservatives that's way better than BitChute, way better than Gab, but will integrate the functions of Facebook, YouTube, and Patreon all under one roof, in one house.
[03:41:03.781 --> 03:41:07.963]  The money, the videos, the podcasts, the social media,
[03:41:09.266 --> 03:41:10.287]  In one box.
[03:41:10.688 --> 03:41:11.749]  One transparent box.
[03:41:11.769 --> 03:41:15.612]  Sure, but it'll take time to grow that... It's already up.
[03:41:15.812 --> 03:41:17.293]  It's just going to be turned on.
[03:41:17.794 --> 03:41:19.395]  It's already fully functioning.
[03:41:19.415 --> 03:41:20.796]  I'm not talking about code writing.
[03:41:20.836 --> 03:41:21.517]  This is done.
[03:41:21.537 --> 03:41:24.780]  What do you make of Obama and Hillary and their stay-behind networks?
[03:41:24.820 --> 03:41:32.166]  Because they've got to be getting really scared right now that Trump finally showed... He showed will in the economy and other stuff, but will to go after a deep state.
[03:41:32.206 --> 03:41:36.990]  This threat to declassify and them trying to play stalemate really has forced them out in the open.
[03:41:37.827 --> 03:41:42.248]  Well, with the McCabe memos, it's just a question of time until they come out.
[03:41:43.169 --> 03:41:56.053]  I think that part of the McCabe New York Times article was, even at the New York Times, they realize they're stuck on the wrong side of history, trying to cover this all up for the last year and a half, trying to run the deep state play.
[03:41:56.553 --> 03:42:01.675]  They have to start becoming more objective, otherwise they become a laughingstock for all history.
[03:42:02.035 --> 03:42:05.536]  So they're starting to launder the reality into their story,
[03:42:06.136 --> 03:42:09.579]  And so that's the McCabe memos.
[03:42:09.599 --> 03:42:13.803]  That's the infighting among the Deep State where they're going to take out Rosenstein.
[03:42:14.203 --> 03:42:20.728]  So this just to me indicates this, you know, sharks and alligators biting each other, feeding frenzy below the surface.
[03:42:21.369 --> 03:42:25.893]  And, you know, what's going to happen in the next couple days is anybody's guess.
[03:42:25.933 --> 03:42:30.917]  But I think that really, seriously, we are in a sense in a mutiny.
[03:42:31.557 --> 03:42:32.117]  No, we are.
[03:42:32.137 --> 03:42:34.858]  That's what I've been calling it for 20 months, but I agree.
[03:42:35.058 --> 03:42:41.380]  It's the feeding frenzy and the rats turning on each other that is the real moment their front against us collapses.
[03:42:41.400 --> 03:42:44.940]  I don't want to be too positive, but I smell victory.
[03:42:45.441 --> 03:42:45.981]  We'll be back.
[03:42:46.161 --> 03:42:48.101]  Infowars.com, Newswars.com.
[03:42:48.461 --> 03:42:49.622]  Owen Schroeder's got some other comments.
[03:42:49.662 --> 03:42:50.422]  Matt Brackett, straight ahead.
[03:42:57.051 --> 03:43:04.813]  Hey, what happens if you try to order your favorite InfoWars Life product only to find out they're sold out?
[03:43:04.833 --> 03:43:08.815]  Yeah, I know it kind of sucks, but there is a solution.
[03:43:09.215 --> 03:43:14.136]  All you gotta do is go to InfoWarsStore.com and click on AutoShip.
[03:43:14.256 --> 03:43:14.596]  Bam!
[03:43:14.836 --> 03:43:17.037]  Problem solved just like that.
[03:43:17.397 --> 03:43:20.138]  And now you're scheduled for regular delivery.
[03:43:20.298 --> 03:43:26.600]  That means no more back orders and you'll never run out of your favorite InfoWars Life products
[03:43:26.880 --> 03:43:27.260]  Again.
[03:43:27.641 --> 03:43:28.061]  Pretty cool.
