[00:00:10.245 --> 00:00:14.268]  You are listening to an InfoWars.com Frontline Report.
[02:57:25.181 --> 02:57:25.621]  It's all over.
[02:57:25.861 --> 02:57:27.201]  We've got to create your own culture, folks.
[02:57:27.221 --> 02:57:29.782]  You've got to support people who are not mental.
[02:57:31.775 --> 02:57:38.061]  Make your own bans and stop paying attention to the crazies of the social justice lunatic universe.
[02:57:39.062 --> 02:57:39.643]  Thank you very much.
[02:57:39.823 --> 02:57:42.085]  Next hour, I'm sorry, you've got me again.
[02:57:42.366 --> 02:57:43.947]  We're going to be looking at some video clips.
[02:57:43.967 --> 02:57:45.449]  The left, using children.
[02:57:45.469 --> 02:57:47.691]  We've got Laura Loomer coming up and a bunch of other stuff.
[02:57:47.711 --> 02:57:48.412]  Thank you very much.
[02:57:48.732 --> 02:57:50.234]  We will be right back after these messages.
[02:57:54.326 --> 02:57:58.770]  Melatonin's on average $19, $19.95 a bottle, and a lot of it's not even organic type.
[02:57:58.990 --> 02:58:03.693]  I talked to the big organic producer companies that we have make it, and I said, how much money is really in that?
[02:58:04.294 --> 02:58:10.138]  They said, on average, about maybe a dollar of melatonin, and then the container costs 50 cents or so, or less.
[02:58:10.559 --> 02:58:23.149]  And I said, so I can put the same amount of melatonin in, just make it a bigger capsule that's powdered, so you actually absorb it, and then add L-tryptophan, valerian root, lemon balm, chamomile, and then you get a sleep.
[02:58:23.909 --> 02:58:32.617]  Unlike other systems, I mean, Randall Wilhite, his name is on the Texas Family Code, the last four or five issues, and he writes the Texas Law of the Family Code.
[02:58:32.637 --> 02:58:34.519]  He's one of the top family law lawyers in the country.
[02:58:34.839 --> 02:58:36.000]  The point is, he's a smart guy.
[02:58:36.020 --> 02:58:37.222]  He doesn't smoke marijuana.
[02:58:37.242 --> 02:58:38.643]  He doesn't drink anything.
[02:58:38.843 --> 02:58:40.324]  He goes, man, I gotta really thank you.
[02:58:40.845 --> 02:58:42.466]  I am sleeping eight hours through the night.
[02:58:42.786 --> 02:58:44.247]  I only have to take one knockout.
[02:58:44.588 --> 02:58:47.210]  I've gone and showed, you know, UT Science this and everything else.
[02:58:47.250 --> 02:58:48.110]  This is insane.
[02:58:48.511 --> 02:58:50.132]  I said, yeah, you look 10 years younger.
[02:58:50.392 --> 02:58:52.954]  He said, oh yeah, it's just, I'm off all the sleep drugs.
[02:58:53.395 --> 02:58:54.916]  He says, this is totally free.
[02:58:54.956 --> 02:58:56.777]  But he goes, do you know what it is in there?
[02:58:56.797 --> 02:58:58.659]  And I said, it's the synergy of it.
[02:58:59.520 --> 02:59:05.444]  Of the chamomile, the lemon balm, the L-tryptophan, the valerian root, the melatonin, and several other ingredients.
[02:59:05.705 --> 02:59:07.046]  All just moderate dose.
[02:59:08.561 --> 02:59:16.551]  They're all the recommended dose, and they just fuse together, and whatever they do chemically in the brain, that Mother Nature, God gave us our Mother Nature, is incredible.
[02:59:16.571 --> 02:59:18.954]  So, that's available at InfoWarsTore.com or 888-253-3139.
[02:59:18.974 --> 02:59:20.156]  But thank you for committing.
[02:59:24.216 --> 02:59:27.039]  To get the great products, the books, the films, the t-shirts, you name it.
[02:59:27.419 --> 02:59:30.022]  But it takes selling a lot of stuff to be able to fund this.
[02:59:30.042 --> 02:59:34.807]  We're not like raiding countries like George Soros and stealing millions and then, you know, funding race war.
[02:59:35.287 --> 02:59:41.413]  It's just selling t-shirts, selling books, selling films and, you know, just hustling to be able to get high quality products out.
[02:59:41.433 --> 02:59:44.556]  So you have a great response and reorder, reorder, reorder, reorder.
[02:59:44.876 --> 02:59:46.198]  It's called reap what you sow.
[02:59:54.918 --> 02:59:59.021]  Leading a frontal assault on the lies of the New World Order.
[02:59:59.562 --> 03:00:00.883]  It's Alex Jones.
[03:00:05.446 --> 03:00:13.072]  You want answers?
[03:00:13.673 --> 03:00:14.794]  Well, so does he.
[03:00:15.474 --> 03:00:20.198]  Live from the InfoWars.com studios, it's Alex Jones.
[03:00:23.777 --> 03:00:25.518]  He lies, he lies.
[03:00:25.538 --> 03:00:27.880]  The man in the sky lies.
[03:00:27.940 --> 03:00:28.760]  It isn't Alex Jones.
[03:00:28.800 --> 03:00:30.241]  I'm sorry to disappoint you.
[03:00:30.921 --> 03:00:39.046]  It's me, I'm Marlon Oppus, standing in for Alex Jones in this final hour coming into of the Alex Jones Show here on InfoWars.
[03:00:39.086 --> 03:00:41.808]  And I have been asked to tell you about this.
[03:00:41.908 --> 03:00:46.431]  I have previously, by the way, tried out some of the InfoWars store products.
[03:00:47.051 --> 03:00:49.153]  I had Brain Force the first time I did the show.
[03:00:50.307 --> 03:00:52.088]  I did feel more energised, I have to be honest.
[03:00:52.468 --> 03:00:56.250]  Although I had a little handful of them, so maybe I temporarily overdosed.
[03:00:57.471 --> 03:00:59.933]  But I did feel a little peppy.
[03:01:00.393 --> 03:01:04.235]  Could have been the presence of the Dark Lord in this chair.
[03:01:04.935 --> 03:01:05.756]  Maybe it was the brain force?
[03:01:05.936 --> 03:01:06.276]  Who knows?
[03:01:06.396 --> 03:01:06.877]  Give it a try.
[03:01:07.477 --> 03:01:08.518]  This is Ikirin.
[03:01:09.338 --> 03:01:19.324]  I've always wanted to be one of those girls, you know, the women on game shows that show the washing machines or the vacuum cleaners.
[03:01:19.744 --> 03:01:25.225]  You know, and if you open box 7, you could win this Electrolux vacuum cleaner.
[03:01:25.245 --> 03:01:28.586]  And the girl said, alas, it was not to be.
[03:01:29.326 --> 03:01:38.027]  Icurine, it's simple, more toxins and diseases find their way into your system, and more important it is that your body's detox systems can keep up, because your liver and kidneys are the most important detoxifiers.
[03:01:38.067 --> 03:01:47.289]  This is a 30-day liver cleanse, and they didn't give this to me, but I am going to take it and try it, and report back the next time they are
[03:01:47.629 --> 03:01:49.534]  Stupid enough to allow me back in the studio.
[03:01:50.155 --> 03:01:52.260]  Milk Thistle Extract, which I've heard is good.
[03:01:52.882 --> 03:01:54.044]  It's a powerful set of ingredients.
[03:01:54.525 --> 03:01:56.931]  Support your liver and kidneys to help fight back against toxins.
[03:01:59.127 --> 03:02:01.069]  I'm on a bit of a diet at the moment so I don't have many toxins.
[03:02:01.109 --> 03:02:02.291]  But let's see, I'll report back.
[03:02:02.571 --> 03:02:03.432]  I'll let you know how it is.
[03:02:03.612 --> 03:02:07.917]  Alright, now the Department of Homeland Security, just a little brief story before we have to go to our break.
[03:02:07.937 --> 03:02:10.780]  This is our short segment but I just want to tell you a bit about this and we'll carry on when we get back.
[03:02:11.722 --> 03:02:18.950]  Department of Homeland Security is going to publish proof, it's a story on InfoWars, of massive Democrat voter fraud in 2016.
[03:02:20.796 --> 03:02:29.479]  And this is according to someone who has been QAnon, who has been tantalizing the internet with his insider scoops on the Trump administration.
[03:02:32.040 --> 03:02:44.225]  The Director of National Intelligence together with the Department of Homeland Security, reports Jerome Corsi for InfoWars, says they're planning to publish in March a study of the 2016 elections that will demonstrate massive Democrat Party voter fraud.
[03:02:46.220 --> 03:02:51.043]  Of a magnitude sufficient to have influenced election outcomes.
[03:02:52.204 --> 03:03:02.151]  President Trump signed an executive order disbanding the Presidential Advisory Commission on Election Integrity in 2018 because states controlled by the Democrats refused to cooperate.
[03:03:02.611 --> 03:03:09.956]  Many Democrats breathed a sigh of relief thinking he'd given up his effort to uncover and correct decades of Democrat Party voter fraud.
[03:03:10.416 --> 03:03:11.257]  But it turns out
[03:03:12.037 --> 03:03:13.818]  That something might be there after all.
[03:03:14.178 --> 03:03:15.099]  And it's remarkable, isn't it?
[03:03:15.119 --> 03:03:26.644]  You know, you've got all these... We'll talk about Michael Moore and the Russia-funded anti-Trump protest later in the show when we have Laura Loomer, who's up there in Florida.
[03:03:27.525 --> 03:03:28.625]  But it's remarkable, isn't it?
[03:03:28.685 --> 03:03:30.326]  The allegations that have come to nothing.
[03:03:30.666 --> 03:03:34.948]  There is no evidence whatsoever that the Trump campaign colluded with Russia.
[03:03:35.409 --> 03:03:35.589]  None.
[03:03:37.256 --> 03:03:43.161]  And what evidence there is that Russia may have attempted to interfere in the American election is muddy at best.
[03:03:45.824 --> 03:03:55.413]  One thing Russia did was fund an anti-Trump rally, which Michael Moore was at, because he is the definition of a useful idiot.
[03:03:56.488 --> 03:04:01.873]  So no, the Trump campaign, as far as we know right now, did not collude with Russia.
[03:04:01.973 --> 03:04:09.020]  And Russia, as far as we know right now, did not affect the outcome of the US presidential election.
[03:04:11.062 --> 03:04:21.091]  But voter fraud, which conservatives have always said, was something the Democrats have been up to in every election since forever.
[03:04:22.952 --> 03:04:23.693]  Might have made a difference.
[03:04:23.973 --> 03:04:25.534]  Not enough to swing it, obviously.
[03:04:26.395 --> 03:04:27.836]  But maybe it made a difference.
[03:04:28.056 --> 03:04:29.197]  Maybe he would have won by more.
[03:04:29.818 --> 03:04:36.943]  Maybe that illusory 3 million mystery Hillary voters, who knows?
[03:04:36.963 --> 03:04:40.306]  It's amazing how dead people always seem to vote Democrat.
[03:04:40.866 --> 03:04:43.929]  I guess we'll find out when DHS publishes this report.
[03:04:43.949 --> 03:04:44.529]  Very exciting.
[03:04:44.589 --> 03:04:47.292]  We'll get into that a little more when we come back.
[03:04:48.313 --> 03:04:49.014]  Very exciting.
[03:04:49.535 --> 03:04:56.826]  A study of the 2016 elections demonstrating massive Democrat party voter fraud of a magnitude sufficient to have influenced election outcomes.
[03:04:56.926 --> 03:04:57.347]  Incredible.
[03:04:57.387 --> 03:04:57.928]  We'll be right back.
[03:05:03.251 --> 03:05:07.974]  Make no mistake, we've made some major gains against the globalists, but they're striking back all over the world.
[03:05:08.254 --> 03:05:13.818]  Now more than ever is the time to get prepared with the highest quality emergency supplies across the board.
[03:05:13.898 --> 03:05:22.944]  Medical supplies, emergency supplies, communications, tactical, it's all there and we're adding more and more every day of the very best products out there.
[03:05:23.104 --> 03:05:30.929]  So go to FortifiedSupply.com today to not just see the great products we offer there, but links to some of the other great sponsors that we have as well.
[03:05:31.010 --> 03:05:32.991]  That's FortifiedSupply.com.
[03:05:33.671 --> 03:05:40.895]  Introducing Icarin, a 30-day liver and kidney cleanse, exclusively available at InfoWarsLife.com.
[03:05:41.375 --> 03:05:50.539]  We have set out with top researchers and developers to bring you the strongest, purest, most potent, documented system for your liver and your kidneys.
[03:05:50.799 --> 03:05:55.922]  There are two different formula blends in one powerful capsule.
[03:05:56.202 --> 03:05:59.043]  It also funds the InfoWar, a total 360 win.
[03:05:59.464 --> 03:06:02.085]  Icarin, available now at InfoWarsLife.com.
[03:06:04.755 --> 03:06:07.216]  He's going the distance.
[03:06:07.316 --> 03:06:09.797]  He's going for speed.
[03:06:09.977 --> 03:06:11.637]  She's all alone.
[03:06:12.017 --> 03:06:15.218]  All alone in a time of need.
[03:06:15.258 --> 03:06:18.299]  Because he's racing and racing and plotting a course.
[03:06:18.719 --> 03:06:22.241]  He's fighting and fighting and riding on his horse.
[03:06:22.321 --> 03:06:23.521]  He's going the distance.
[03:06:24.621 --> 03:06:27.602]  Crashing through the lies and disinformation.
[03:06:28.182 --> 03:06:29.463]  It's Alex Jones.
[03:06:36.243 --> 03:06:36.964]  Hello.
[03:06:37.044 --> 03:06:37.704]  We are back.
[03:06:37.844 --> 03:06:42.488]  This is... I don't know why I'm speaking like an Edwardian English gentleman.
[03:06:42.548 --> 03:06:44.569]  We're back on InfoWars.
[03:06:45.190 --> 03:06:48.152]  I'm Milo Yiannopoulos, standing in for Alex Jones.
[03:06:48.432 --> 03:06:52.936]  That's how we used to speak in my country before we got enamored with America.
[03:06:53.256 --> 03:06:54.237]  Fell in love with you guys.
[03:06:54.617 --> 03:07:00.582]  Now I sound like some kind of... some kind of Mid-Atlantic hussy.
[03:07:02.338 --> 03:07:02.819]  Madonna.
[03:07:03.459 --> 03:07:04.200]  Gillian Anderson.
[03:07:05.482 --> 03:07:13.332]  In the short segment, we mentioned a new story on InfoWars.com which bears repeating, so let's just have a quick recap of it.
[03:07:13.672 --> 03:07:17.317]  Who knew after... Here's something, here's a tip for you.
[03:07:18.576 --> 03:07:41.546]  When social justice warriors, liberals, democrats, the left in general, laughs hysterically at a claim made by the right for which we don't yet have conclusive evidence but all the signs point that way, and anybody with half a brain can see it's probably true, and when it's floated, the left finds a way to turn it into an object of ridicule.
[03:07:41.947 --> 03:07:44.748]  Most recently, for instance, that strange marking
[03:07:45.888 --> 03:07:46.068]  I think?
[03:08:03.248 --> 03:08:05.790]  An unusual shape on the former president's forehead.
[03:08:06.210 --> 03:08:07.831]  Something left there by Michelle, perhaps.
[03:08:09.672 --> 03:08:11.633]  One of the things that... Yes, there it is.
[03:08:15.575 --> 03:08:25.361]  Draw your own conclusions as to whether an artist with a long history of including spermatozoa in his artworks
[03:08:26.320 --> 03:08:30.481]  May have mischievously snuck one into the most important painting he'll ever do.
[03:08:30.881 --> 03:08:41.104]  His signature, his trademark, his signature move is hiding the little swimmers in his artwork.
[03:08:42.244 --> 03:08:44.245]  And we're expected to believe that he did not do it.
[03:08:44.952 --> 03:08:52.518]  In the Obama portrait, despite the fact that I think everybody can see the little... And in fact, if you colour it, so you can see... I mean, you guys know by now.
[03:08:53.198 --> 03:09:06.868]  Anyway, when Democrats are laughing at you, when they are sniggering and scoffing and making you feel stupid, and that's how you know, that's the one to look out for, when they are doing their darndest to make you feel like an idiot,
[03:09:08.226 --> 03:09:10.287]  It's often the best sign that you're onto something.
[03:09:10.807 --> 03:09:21.250]  And the best new piece of reporting to establish this immutable and everlasting observation comes from InfoWars.com.
[03:09:21.270 --> 03:09:23.610]  Jerome Corset, writing InfoWars.
[03:09:23.810 --> 03:09:30.772]  The Department of Homeland Security is about to publish proof of massive Democrat voting fraud.
[03:09:31.873 --> 03:09:33.173]  And not just voting fraud.
[03:09:35.003 --> 03:09:39.946]  This comes, by the way, from QAnon, who is the... We don't know who he is.
[03:09:40.006 --> 03:09:41.387]  He seems to be an insider.
[03:09:43.348 --> 03:09:45.689]  Some presence around Trump.
[03:09:46.129 --> 03:09:46.510]  Who knows?
[03:09:46.850 --> 03:09:52.213]  Of course, again, that's one that the liberals have tried to make you feel stupid about, thinking that he might be real.
[03:09:52.313 --> 03:09:54.534]  But all of the verisimilitude is there.
[03:09:55.735 --> 03:09:58.937]  And so he says, this is a report on Infowars.com, you can go find it.
[03:09:59.668 --> 03:10:24.407]  The Director of National Intelligence, together with the Department of Homeland Security and the FBI, are planning to publish in March a study of the 2016 elections that will demonstrate massive Democrat Party voter fraud of a magnitude, and here's the key section, of a magnitude sufficient to have influenced election outcomes.
[03:10:26.124 --> 03:10:26.904]  That's the killer line.
[03:10:27.084 --> 03:10:28.105]  That's the one to take away with you.
[03:10:28.865 --> 03:10:40.229]  When they laugh at you, when they call you stupid, when they scoff at you, when the verified liberals on Twitter... Imagine these idiots believing this.
[03:10:42.779 --> 03:10:45.681]  When they do that, it's a reasonably good sign that you're onto something.
[03:10:46.241 --> 03:10:54.547]  Alright, later in the show, in this final hour, we're going to be speaking to Laura Loomer, who is a former Project Veritas operative.
[03:10:54.587 --> 03:10:57.229]  She's now an independent investigative journalist.
[03:10:57.309 --> 03:11:05.734]  She went into Mandalay Bay, after Mandalay Bay said they'd fixed their security problems, and rode the elevator up and down the service elevator.
[03:11:06.054 --> 03:11:10.597]  She's now in Florida, and she's going to join us at about half past to talk to you about the
[03:11:11.974 --> 03:11:22.841]  The machinations of everyone's favourite cable news network, CNN, who for some reason are hosting a rehearsal of their town hall meeting.
[03:11:22.901 --> 03:11:38.991]  It's like a free, open debate that CNN is hosting, but they're having a rehearsal for it, presumably so that if anyone brings up any really good persuasive arguments against gun control, that they can be fully prepared for them and know how to swat them down.
[03:11:40.080 --> 03:11:40.600]  Good Lord.
[03:11:41.440 --> 03:11:42.401]  So Laura Loomis is going to join us.
[03:11:42.421 --> 03:11:47.722]  We're going to play a video later in the show of her confronting local officials.
[03:11:48.302 --> 03:12:05.166]  But in the meantime, before we get to all that, I want to move on to something that liberals have done increasingly in recent years, probably in the last half decade, which is using children to promulgate their political ideologies.
[03:12:06.690 --> 03:12:26.515]  Using young people to tug on the heartstrings of reasonable but perhaps impressionable ordinary Americans, to try to persuade them of things that cannot be established with fact, reason and logic alone, and which therefore must be intimidated and bullied and manipulated into the public consciousness with appeals
[03:12:27.455 --> 03:12:27.955]  To the heart.
[03:12:28.836 --> 03:12:45.391]  So the first clip I want to play is of the Florida school shooting survivor and it's this little guy David Hogg and he's on CNN and he's being asked to talk about Trump's tweet after the Florida school shooting.
[03:12:45.431 --> 03:12:46.312]  So let's play that clip.
[03:12:46.832 --> 03:12:52.237]  It's about a minute and it's a Florida school shooting survivor turned resistance poster boy.
[03:12:53.181 --> 03:13:01.625]  David Hogg, who said on Monday on CNN that Trump should be blamed for the shooting and not the FBI, where, well, just coincidentally, his dad used to work.
[03:13:01.665 --> 03:13:02.205]  Let's play that clip.
[03:13:03.646 --> 03:13:06.327]  What did you both think about the president tweeting over the weekend?
[03:13:06.387 --> 03:13:10.889]  Very sad that the FBI missed all the signs, signals sent out by the Florida school shooter.
[03:13:10.929 --> 03:13:11.750]  This is not acceptable.
[03:13:12.030 --> 03:13:16.732]  They're spending too much time trying to prove Russian collusion with the Trump campaign.
[03:13:16.772 --> 03:13:17.972]  There is no collusion.
[03:13:18.353 --> 03:13:20.374]  Get back to basics and make us all proud.
[03:13:20.914 --> 03:13:21.054]  Yeah.
[03:13:22.529 --> 03:13:23.950]  I think it's disgusting, personally.
[03:13:24.071 --> 03:13:29.456]  My father's a retired FBI agent, and the FBI are some of the hardest working individuals I've ever seen in my life.
[03:13:29.736 --> 03:13:34.280]  They work every day, 24-7, to ensure the lives of every single American in this country.
[03:13:34.640 --> 03:13:36.983]  And it's wrong that the President is blaming them for this.
[03:13:37.363 --> 03:13:39.205]  After all, he is in charge of the FBI.
[03:13:39.785 --> 03:13:41.827]  You can almost see him reading a teleprompter.
[03:13:41.847 --> 03:13:50.492]  I don't know if he is, but there's a certain... I can tell you as a performer, there's a sort of glazed look in your eyes when you're reading out, you know, a script that you've rehearsed and he got the look.
[03:13:51.333 --> 03:13:59.418]  CNN has been coaching young people to give these impassioned, desperate, emotional entreaties with talking points cooked up.
[03:14:00.319 --> 03:14:01.921]  By people in the intelligence agencies.
[03:14:01.941 --> 03:14:05.865]  I mean, this guy's dad was in the FBI, undisclosed by CNN.
[03:14:06.325 --> 03:14:09.869]  But just watch, and we'll play a little bit of this before we go to break and then I'm going to come back to it afterwards.
[03:14:10.169 --> 03:14:14.894]  Just watch what happens when the same student can't remember his lines.
[03:14:15.555 --> 03:14:17.477]  Interviewed on a different occasion.
[03:14:18.297 --> 03:14:34.130]  This comes from our Gateway Pundit, our friends over at Gateway Pundit, and this is David Hogg stumbling over his words in an interview talking about drills on the day of the shooting when he has forgotten the talking points presumably provided to him by his FBI, former FBI agent dad.
[03:14:34.870 --> 03:14:35.451]  Watch this one.
[03:14:36.661 --> 03:14:41.662]  We had a fire alarm earlier that day, and that was a drill, so we thought this was a drill too, just another one.
[03:14:42.043 --> 03:14:48.244]  Because we have a lot of fire alarms, a lot of fire drills at the school.
[03:14:49.385 --> 03:14:51.765]  After we heard the first one, we thought it was a drill.
[03:14:51.785 --> 03:14:53.526]  Actually, that was a bad choice.
[03:14:53.546 --> 03:14:56.127]  It's okay, you're fine.
[03:14:56.207 --> 03:14:58.988]  Actually, that was a bad choice because the janitor... Sorry.
[03:14:59.048 --> 03:15:00.228]  It's okay, you're fine.
[03:15:02.343 --> 03:15:06.364]  Lucas, this isn't like a bad child actor's like, I'm sorry daddy, I forgot my lines.
[03:15:06.724 --> 03:15:08.765]  I'm sorry, was that what I was supposed to say?
[03:15:09.005 --> 03:15:13.486]  You wanted me to say guns are bad and Trump's a piece of whatever, didn't you?
[03:15:13.786 --> 03:15:14.507]  Did I get it right?
[03:15:14.827 --> 03:15:16.167]  I'm sorry, I'm sorry.
[03:15:16.187 --> 03:15:18.868]  Look, look, doesn't this kid suffer enough?
[03:15:19.858 --> 03:15:22.720]  Hasn't he had a bad enough time already, being nearly killed?
[03:15:22.740 --> 03:15:27.502]  You gotta leap on the poor little devil and have him spout platitudes?
[03:15:27.542 --> 03:15:36.087]  Let me tell you, nobody is as mellifluous and fluent and eloquent as those kids were when coached by CNN.
[03:15:36.407 --> 03:15:40.109]  And indeed, when you see them interviewed by other people, they're not.
[03:15:40.810 --> 03:15:42.911]  Simple explanation for this, which is they're being fed lines.
[03:15:42.931 --> 03:15:45.573]  This is another example of the left moving in on children.
[03:15:45.593 --> 03:15:47.574]  It's bad enough they're drugging all the boys.
[03:15:48.214 --> 03:15:49.715]  And cutting their wieners off.
[03:15:49.735 --> 03:15:51.656]  Pretending they're trans.
[03:15:52.597 --> 03:15:55.399]  Now they're putting words in their mouth to take away your Second Amendment rights.
[03:15:55.519 --> 03:15:56.040]  Disgusting.
[03:15:56.320 --> 03:15:58.041]  We'll be right back with more.
[03:15:58.061 --> 03:16:01.463]  Maybe we'll play that clip again and then we're going on to see the clip from another student.
[03:16:01.583 --> 03:16:02.064]  We'll be right back.
[03:16:02.504 --> 03:16:03.184]  Info Wars.
[03:16:04.205 --> 03:16:05.166]  My radio program.
[03:16:05.686 --> 03:16:06.667]  Our TV broadcast.
[03:16:07.107 --> 03:16:07.588]  Our films.
[03:16:08.648 --> 03:16:12.851]  ...are among some of the biggest viral sensations in the last 20 years.
[03:16:13.551 --> 03:16:14.992]  And we're bringing back nationalism.
[03:16:15.012 --> 03:16:16.273]  We're bringing back sovereignty.
[03:16:16.533 --> 03:16:21.816]  We're bringing back true populism and rule for, of, and by the people.
[03:16:22.236 --> 03:16:36.404]  And that's why Google, Facebook, Twitter, YouTube, and other mainstream media outlets, the modern robber barons of our age, admit, even in congressional hearings and in undercover videos, that the number one enemy to shut down is InfoWars.
[03:16:36.884 --> 03:16:51.833]  As of just a short time ago, and I'm talking about when this meeting started, on Twitter, if you clicked on the hashtag NYC terrorist attack, which is quote trending, marked with a red button saying quote live,
[03:16:52.854 --> 03:17:02.321]  The top tweet links to an InfoWars story with the headline, Imam, I warned de Blasio about New York City terror, he was too busy bashing Trump.
[03:17:02.981 --> 03:17:10.307]  This is a real time example of when we talk about this information being weaponized.
[03:17:11.227 --> 03:17:18.673]  How quickly can you act and at least at some point in time it can't keep spreading like some sort of virus through the legitimate world.
[03:17:19.393 --> 03:17:22.997]  That's something we're thinking about all the time, because it's a bad user experience.
[03:17:23.297 --> 03:17:24.398]  The system self-corrected.
[03:17:24.518 --> 03:17:27.361]  That shouldn't be the first tweet you see anymore.
[03:17:27.381 --> 03:17:29.603]  It should be a USA article the last time I checked.
[03:17:30.804 --> 03:17:31.584]  But you saw this?
[03:17:31.805 --> 03:17:32.545]  USA Today.
[03:17:32.946 --> 03:17:34.087]  At lunch I did, yeah.
[03:17:34.227 --> 03:17:35.928]  And I also saw the system correct it.
[03:17:36.949 --> 03:17:45.720]  At the very least, we can say that this shelf of videos from news partners is legitimate news, because we know that these are legitimate news organizations.
[03:17:46.541 --> 03:17:51.587]  And if at that point somebody decides they're going to scroll past that and go find Alex Jones, well...
[03:17:52.328 --> 03:17:54.111]  They were looking for him, not speaking with anyone.
[03:17:54.552 --> 03:18:00.500]  So they shadow ban our videos, they block our articles, they ban us from advertising on Google platforms.
[03:18:00.981 --> 03:18:05.327]  That's why it's so essential that you continue to stand in the face of their censorship.
[03:18:05.548 --> 03:18:08.151]  Because if they can shut us down, they can shut you down.
[03:18:08.732 --> 03:18:12.595]  But because of their brazenness, it's caused the Streisand effect.
[03:18:13.395 --> 03:18:21.000]  And they're now panicking because their attempts to censor us have only made the message expand and get out in ways it never would have.
[03:18:21.680 --> 03:18:25.343]  So I know a lot of you are smarter than I am, and you've got great, inventive ways to take action.
[03:18:25.843 --> 03:18:35.209]  But however you do it, spreading articles, spreading videos, on your own email list, telling friends and family about the censored information in person, however you do it, calling in to C-SPAN,
[03:18:36.742 --> 03:18:43.282]  Getting on other shows online, letting them know that InfoWars is the tip of the spear, and that if we can be censored successfully...
[03:18:44.452 --> 03:18:45.973]  All of you can be censored as well.
[03:18:46.453 --> 03:18:50.095]  So be sure and like us on Facebook, follow us on Twitter.
[03:18:50.375 --> 03:18:52.296]  Be sure to send out the videos, the articles.
[03:18:53.317 --> 03:18:56.318]  Be sure to report on anything we've covered that you think is important.
[03:18:56.538 --> 03:18:59.620]  Feel free to re-upload our videos and post them wherever you like.
[03:18:59.760 --> 03:19:01.401]  All of it is copyright free.
[03:19:01.901 --> 03:19:03.402]  Be sure and click the notifications.
[03:19:04.042 --> 03:19:09.185]  Be sure and subscribe to all of our great channels because we're in a real fight.
[03:19:09.485 --> 03:19:09.645]  I think?
[03:19:29.685 --> 03:19:31.726]  It's evil, and together we're gonna defeat it.
[03:19:32.126 --> 03:19:44.611]  So folks, you have absolutely been the resistance, you have cut through all their propaganda, and because of that I salute you, and I ask you now, more than ever, to redouble your efforts, because if you're watching this transmission and listening, you are the resistance.
[03:19:55.976 --> 03:19:57.857]  Bing bing bong bong bing bing bing.
[03:20:06.781 --> 03:20:09.544]  You're listening to the Alex Jones Show.
[03:20:17.073 --> 03:20:19.256]  Waging war on corruption.
[03:20:19.776 --> 03:20:24.902]  It's Alex Jones coming to you live from the front lines of the Infowar.
[03:20:30.040 --> 03:20:38.086]  Welcome back to the Alex Jones Show, where our speech is free, our guns are loaded, and the only thing we want aborted is political correctness.
[03:20:38.927 --> 03:20:42.550]  Before the break, we play two videos of the same poor kid.
[03:20:43.718 --> 03:20:46.160]  Stumbling over his words because he'd forgotten his coaching.
[03:20:46.240 --> 03:20:48.681]  Let's go straight to a third video that I want to show you.
[03:20:49.001 --> 03:20:53.484]  And it's a different Parkland, Florida student wishing... Well, I'll show you what happens.
[03:20:53.664 --> 03:21:04.170]  This video is what happens when kids are not given talking points by their intelligence agency, globalist, gun control, government oversight, overreach.
[03:21:05.631 --> 03:21:06.532]  Oh, it just makes me mad.
[03:21:07.753 --> 03:21:10.854]  When kids aren't given scripted lines, here's what's more likely to happen.
[03:21:11.155 --> 03:21:11.455]  Watch this.
[03:21:13.171 --> 03:21:18.064]  Well let me ask you, this debate is now emerging about guns on campus.
[03:21:18.786 --> 03:21:21.332]  Do you believe that's something that we should be looking at?
[03:21:23.419 --> 03:21:23.939]  Absolutely.
[03:21:25.040 --> 03:21:28.881]  Unfortunately, the gun control, it's definitely needed a little bit more.
[03:21:29.781 --> 03:21:33.823]  I don't think that we're going to get gun control in such a quick enough response.
[03:21:34.283 --> 03:21:46.687]  I believe that if we did bring firearms on campus to teachers that are willing to carry their firearm on school campus, if they got their correct training for it, I think that would be a big beneficial factor into school safety.
[03:21:47.107 --> 03:21:51.169]  Because, I mean, if Coach Feist had had his firearm in school that day... There we go.
[03:21:52.210 --> 03:22:06.391]  Out of the mouths of, well, not quite babes, of course he's a little older than the previous speaker, but still a student, ROTC student, seen a little bit more of the world, doesn't presumably have a left-wing globalist FBI dad.
[03:22:07.614 --> 03:22:08.755]  Able to speak a bit more freely.
[03:22:09.056 --> 03:22:09.496]  And there we go.
[03:22:09.516 --> 03:22:16.744]  We're going to bring in Laura Loomer who is on the ground in Florida to talk a little bit more about the aftermath of the shooting.
[03:22:16.764 --> 03:22:19.006]  But before we do that, I'm going to play a video.
[03:22:19.367 --> 03:22:20.668]  This is our video segment.
[03:22:20.928 --> 03:22:25.854]  I'm going to play a video of her confronting an anti-gun Florida congressman.
[03:22:26.414 --> 03:22:28.557]  Now I'll read you what she got up to.
[03:22:28.897 --> 03:22:30.718]  And then you can see Laura in action.
[03:22:30.738 --> 03:22:33.440]  One of the things that's fun about her, she really is fearless.
[03:22:33.820 --> 03:22:35.841]  I know Laura gets a lot of criticism online.
