[00:00:23.232 --> 00:00:27.943]  Yeah, I think.
[03:25:15.651 --> 03:25:18.874]  I'm talking, again, aborted human fetal cells.
[03:25:18.874 --> 03:25:22.317]  So the abortions that happen, the aborted
[03:25:23.846 --> 03:25:24.206]  Yes!
[03:25:24.206 --> 03:25:51.552]  I mean the tissue of once living unborn babies is sold off by Planned Parenthood or other abortion clinics to vaccine manufacturers who use that aborted fetal tissue to literally grow vats of diseased inoculated tissue that they spike with deadly viruses and then they use that, they use homogenization, they use UV light, denaturing of the viral proteins and so on
[03:25:52.282 --> 03:25:59.211]  And essentially they grind it up and they inject it, they put it back in the vaccine vials, and then it gets injected into other babies.
[03:25:59.211 --> 03:26:02.695]  This is medical cannibalism.
[03:26:02.695 --> 03:26:04.457]  And it's going on every day in America.
[03:26:04.457 --> 03:26:07.221]  And it's mostly black babies that are being aborted.
[03:26:08.121 --> 03:26:14.584]  And then you wonder, why does Black America question the vaccine industry about what they're injecting?
[03:26:14.584 --> 03:26:26.790]  And you know the cover-up that took place at the CDC involved black babies, mostly males, who had a much higher risk of autism because of what's in the vaccines.
[03:26:26.790 --> 03:26:31.212]  And that was covered up by the CDC, and there was a total media blackout all across America.
[03:26:31.212 --> 03:26:33.353]  Every media organization was ordered not to cover it.
[03:26:34.150 --> 03:26:36.011]  So think about these issues, folks.
[03:26:36.011 --> 03:26:54.700]  We're talking about an evil medical regime that's now backed up by a censorship regime where if you go on to Facebook or YouTube and you start talking about vaccines or anything that I'm talking about here, which is 100% true, you will be deplatformed, you will be censored.
[03:26:54.700 --> 03:27:03.384]  YouTube is now showing pop-ups over vaccine videos that try to indoctrinate you with propaganda and say, oh no, all vaccines are safe, everything's awesome.
[03:27:04.358 --> 03:27:14.244]  So if you have a truthful video that says, uh, I looked at the government statistics, and last year there were a lot of children killed by vaccines in America according to government statistics.
[03:27:14.244 --> 03:27:21.908]  And there were, you know, potentially thousands of children maimed, sent to the hospital, some in comas, seizures, neurological damage.
[03:27:21.908 --> 03:27:23.369]  It's government statistics!
[03:27:23.369 --> 03:27:29.152]  But if you say that, you are banned, you are deplatformed, you are censored, just like in communist China.
[03:27:29.853 --> 03:27:36.917]  I mean, what's it going to come to in America, where you have to go to a public restroom and scribble things on the wall now?
[03:27:36.917 --> 03:27:39.498]  You know, beware the ingredients in vaccines.
[03:27:39.498 --> 03:27:43.180]  Is that the last free speech you're going to have left?
[03:27:43.180 --> 03:27:44.761]  That's the issue that we're facing right now.
[03:27:44.761 --> 03:27:50.925]  So the vaccine issue just highlights all of this, this incredible government control and censorship.
[03:27:50.925 --> 03:27:52.646]  And that's why I bring that up.
[03:27:52.646 --> 03:27:58.449]  But as we continue this hour, I'm going to cover alternatives on platforms,
[03:27:59.367 --> 03:28:07.990]  Video platforms, browser platforms, social media platforms, and I have some good news for you, too, about something coming up that's going to be launched this month.
[03:28:07.990 --> 03:28:27.536]  Because if we don't have the right to express free speech, then we can never question these agendas and these cover-ups that are run by governments, even with industries like the vaccine industry, globally, or in collusion with the media that's been running this Russia hoax on Trump for, what, two and a half years now?
[03:28:28.405 --> 03:28:35.109]  And now they're trying to dox the jurors in the Manafort trial so they can, what, threaten them at their homes?
[03:28:35.109 --> 03:28:36.150]  And threaten their families?
[03:28:36.150 --> 03:28:38.852]  It's unreal what's going on here.
[03:28:38.852 --> 03:28:40.833]  But we'll cover it.
[03:28:40.833 --> 03:28:41.293]  We're here.
[03:28:41.293 --> 03:28:42.834]  We're fighting every day thanks to your support.
[03:28:42.834 --> 03:28:43.755]  We'll be right back.
[03:28:43.755 --> 03:28:44.855]  This is the Alex Jones Show.
[03:28:44.855 --> 03:28:46.516]  Mike Adams filling in for the fourth hour.
[03:28:46.516 --> 03:28:47.377]  Stay with us.
[03:28:53.385 --> 03:28:56.846]  I tried other brands, but I came back to my Sunshine.
[03:28:56.846 --> 03:28:59.667]  For the best hot or cold pain relief, get the best.
[03:28:59.667 --> 03:29:01.568]  Get a Sunny Bay Heating Pad.
[03:29:01.568 --> 03:29:06.629]  Sometimes, life can be a pain in the neck, or back, or shoulder.
[03:29:06.629 --> 03:29:09.910]  And the best relief for that pain is a Sunny Bay Heating Pad.
[03:29:09.910 --> 03:29:16.172]  Did you know that the American College of Physicians said that one of the best ways to treat muscle pain is heat therapy?
[03:29:16.172 --> 03:29:21.834]  Sunny Bay Heating Pads are handmade with high quality, can be used at home or at work, and have a lifetime
[03:29:21.834 --> 03:29:25.096]  Our homegrown small business tries to help people just like us.
[03:29:25.096 --> 03:29:30.359]  That's why we design and test our handmade products with great care before we introduce them to the public.
[03:29:30.359 --> 03:29:33.101]  You can easily find Sunny Bay Heating Pads on Amazon.
[03:29:33.101 --> 03:29:34.902]  Just go to Amazon.com and search for Sunny Bay Heating Pads.
[03:29:54.258 --> 03:30:01.979]  Do you realize that when you spread the links from Infowars.com, when you spread the videos, you are changing the world?
[03:30:01.979 --> 03:30:02.440]  It's you!
[03:30:03.550 --> 03:30:05.731]  That has defeated Hillary and the globalists.
[03:30:05.731 --> 03:30:14.435]  It is you, the info warriors, across the planet, that stood against the bullying, that stood against the peer pressure, that stood against the threats, that have now changed the world.
[03:30:14.435 --> 03:30:19.037]  And that's why you've been on the team, supporting us, praying for us, and spreading the word.
[03:30:19.037 --> 03:30:20.498]  You are the info war.
[03:30:20.498 --> 03:30:24.020]  And now because of their intensifying censorship, it's more important than ever
[03:30:24.700 --> 03:30:36.088]  That everyone go to InfoWars.com forward slash newsletter and sign up via email so there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[03:30:36.088 --> 03:30:44.054]  And so now I ask you more than ever to share the InfoWars.com articles, to share the videos, to tell people about the local stations you're listening to.
[03:30:44.054 --> 03:30:50.639]  The bare minimum you can do is sign up for the free newsletter at InfoWars.com forward slash newsletter.
[03:30:51.099 --> 03:30:54.142]  We are the Renaissance, and we are winning.
[03:30:54.142 --> 03:31:04.571]  We are kept afloat only by your loyal patronage, and that's why we need you to go to the site now if you're not in the market for one of our greatest nutraceuticals.
[03:31:04.571 --> 03:31:06.253]  Please consider a contribution.
[03:31:07.434 --> 03:31:22.996]  $25, $50, $100, $250 or even $500 would be a godsend to our important work here to beat back the globalists and to destroy their campaign of censorship in which they want to strangle our First Amendment rights.
[03:31:24.150 --> 03:31:27.993]  Hey, how would you like to take InfoWars with you wherever you go?
[03:31:27.993 --> 03:31:33.216]  Well, now you can do just that with the new official InfoWars app.
[03:31:33.216 --> 03:31:34.537]  And here's the best part.
[03:31:34.537 --> 03:31:36.358]  It is absolutely free.
[03:31:36.358 --> 03:31:41.582]  At the Apple Store and Google Play, you can join the InfoWars today.
[03:31:41.582 --> 03:31:45.324]  Check it out right now at InfoWars.com forward slash app.
[03:31:45.324 --> 03:31:47.386]  It's the InfoWars official app.
[03:31:47.386 --> 03:31:49.667]  Taken on the globalist at point-blank range.
[03:31:49.667 --> 03:31:53.770]  And with your help spreading it, and with your help downloading it, we are unstoppable.
[03:31:54.370 --> 03:31:55.731]  We knew it was coming.
[03:31:55.731 --> 03:31:57.172]  The whole thing was formulaic.
[03:31:57.172 --> 03:32:10.019]  First demonize InfoWars, lie about us, build a strawman, then sue us to add credibility to that, then have a few fake strikes on YouTube and Facebook with nebulous terms like bullying children and Islamophobia.
[03:32:10.419 --> 03:32:21.465]  And then voila, two weeks later, ban InfoWars completely off of dozens of major platforms where we were all in the top five or top ten news feeds.
[03:32:21.465 --> 03:32:30.330]  Go to InfoWars.com forward slash show, subscribe to the free podcast, just click on the link, whatever you're subscribing to your podcast in, it'll pop up there.
[03:32:31.030 --> 03:32:40.474]  It's also critical to go to InfoWars.com forward slash newsletter and give us your email so that we can stay in contact with you and send you videos and articles on our own platform.
[03:32:40.474 --> 03:32:52.598]  But whatever you do, tell folks about InfoWars.com forward slash show, how they can download the free Android and iPhone apps, how they can then reach out to others with the information and point out this is the verboten info.
[03:32:52.598 --> 03:32:57.360]  This is what they don't want you to see.
[03:32:57.360 --> 03:32:59.981]  You're listening to the Alex Jones Show.
[03:33:22.242 --> 03:33:29.788]  Google's own staff is now protesting Google's effort to build a censorship search engine for China.
[03:33:29.788 --> 03:33:37.895]  Now, we know part of that is a joke because they've already built the technology and they're using it in America, and they use it even in the 2016 election, by the way.
[03:33:37.895 --> 03:33:44.101]  But now, the people who work for Google are just starting to wake up and realize, oh, hey, guess what?
[03:33:44.101 --> 03:33:46.623]  You're working for an evil corporation.
[03:33:47.367 --> 03:34:02.514]  That is supporting a truly evil regime engaged in human kidnapping, torturing political prisoners, harvesting organs, trying to spread the toxic communism plague all over the world.
[03:34:02.514 --> 03:34:04.295]  And that's who you're working for.
[03:34:04.295 --> 03:34:09.618]  So all of you who work for Google, if you work for YouTube, if you work for Facebook, in my view as well,
[03:34:10.265 --> 03:34:12.748]  You need to understand that you are working for evil.
[03:34:12.748 --> 03:34:19.856]  It's kind of like, you know, who poured the concrete for the Berlin Wall to keep the East Germans enslaved?
[03:34:19.856 --> 03:34:29.948]  If you poured the concrete or if you manned the walls, if you had the guns and you shot people trying to escape East Germany to get to freedom, you were working for evil.
[03:34:31.007 --> 03:34:43.893]  Well, now that Berlin Wall is a virtual online wall, and it's companies like Google that are now keeping people enslaved in a kind of East German online Stasi secret police regime.
[03:34:43.893 --> 03:34:51.057]  And if you're working for Google, you are directly lending your talents and time and effort to a truly evil regime.
[03:34:52.825 --> 03:34:58.470]  And part of that evil, of course, comes out of Communist China, which is most of the focus of my show today in terms of technology.
[03:34:58.470 --> 03:35:02.174]  I want to mention something else here that you may not have known.
[03:35:02.174 --> 03:35:03.435]  There's a fulfillment software.
[03:35:03.435 --> 03:35:13.124]  You know, you know how everybody's business infrastructure is now under attack by the left, even InfoWars, you know, Shopify payments, ban them.
[03:35:13.124 --> 03:35:17.348]  There have been other issues behind the scenes, you know, MailChimp and Disqus comment engine.
[03:35:17.987 --> 03:35:23.029]  There's a fulfillment software that is used not by InfoWars and not by us, but by others.
[03:35:23.029 --> 03:35:24.870]  It's called StoneEdge.
[03:35:24.870 --> 03:35:26.911]  And StoneEdge was purchased by China.
[03:35:26.911 --> 03:35:41.058]  And when China bought StoneEdge, they forced changes to the country addressing system inside the fulfillment software to make Taiwan designated as part of China.
[03:35:41.058 --> 03:35:45.280]  And this caused total havoc where everybody's sending out packages to Taiwan
[03:35:46.198 --> 03:35:51.442]  Those packages were now rerouted to China because of the way the U.S.
[03:35:51.442 --> 03:35:57.968]  Postal Service reads the country code and the way China forced the software to change that country code to China.
[03:35:57.968 --> 03:36:00.830]  This is exactly the kind of bullying that China is engaged in.
[03:36:00.830 --> 03:36:01.891]  They're doing it with airlines.
[03:36:01.891 --> 03:36:03.873]  They're doing it with hotels.
[03:36:03.873 --> 03:36:12.340]  They've forced global hotel chains to denounce Taiwan as a separate country and to claim that Taiwan is part of China.
[03:36:12.340 --> 03:36:13.421]  Now, just in case you're not familiar,
[03:36:14.139 --> 03:36:16.460]  I call Taiwan the Texas of Asia.
[03:36:16.460 --> 03:36:20.542]  Taiwan is a democratic, free country.
[03:36:20.542 --> 03:36:22.203]  That's where free speech is allowed.
[03:36:22.203 --> 03:36:25.965]  You know, Taiwan is a place where you've got free market capitalism.
[03:36:25.965 --> 03:36:26.625]  The Taiwan people.
[03:36:26.625 --> 03:36:29.147]  I mean, I lived in Taiwan for a couple of years.
[03:36:29.147 --> 03:36:32.428]  I know it very intimately, and the people there are amazing people.
[03:36:32.428 --> 03:36:35.550]  They're innovators, they're software developers, they're entrepreneurs.
[03:36:35.550 --> 03:36:37.051]  They're great people.
[03:36:37.051 --> 03:36:39.112]  But China wants to take over Taiwan.
[03:36:40.257 --> 03:36:41.658]  And they're planning to do it.
[03:36:41.658 --> 03:36:44.000]  And as part of that effort, they're running a PSYOP.
[03:36:44.000 --> 03:36:45.101]  They convinced U.S.
[03:36:45.101 --> 03:36:54.287]  airlines to change all their maps and all their destinations to read that Taiwan was a province of China and not its own country.
[03:36:54.287 --> 03:37:03.413]  And China has been bullying other nations all around the world to cut ties with Taiwan or vote against Taiwan on diplomacy issues.
[03:37:03.413 --> 03:37:05.315]  And they're doing this to try to isolate Taiwan.
[03:37:06.283 --> 03:37:12.046]  And the reason that's relevant to InfoWars is because it's the same kind of bullying campaign that's being leveled against InfoWars.
[03:37:12.771 --> 03:37:14.612]  In fact, these are really in parallel.
[03:37:14.612 --> 03:37:19.076]  What China does to Taiwan, CNN is trying to do to InfoWars.
[03:37:19.076 --> 03:37:20.097]  It's the same thing.
[03:37:20.097 --> 03:37:37.250]  They're trying to isolate you, demonize you, get everybody to delist you and de-platform you so that they can then take over and you won't be a threat because you're reporting free speech issues or you're threatening the information monopoly or the political monopoly.
[03:37:37.250 --> 03:37:38.651]  So just think about that.
[03:37:38.651 --> 03:37:42.194]  When you think about InfoWars and the war on Alex Jones,
[03:37:42.774 --> 03:37:56.257]  I want you to also remember that Taiwan has been subjected to the exact same thing for many, many years, and they could be militarily invaded and attacked and taken over by China at any moment.
[03:37:56.257 --> 03:38:02.839]  And China's running bombers right now, bomb flight runs that look like they're targeting America, to bomb America.
[03:38:02.839 --> 03:38:03.379]  It's insane.
[03:38:03.379 --> 03:38:08.060]  But, you know, I love Taiwan.
[03:38:08.060 --> 03:38:09.901]  You should stand up for Taiwan's freedom.
[03:38:09.901 --> 03:38:10.661]  We all should.
[03:38:10.661 --> 03:38:11.301]  That's important.
[03:38:12.717 --> 03:38:17.293]  Moving on to other topics, let's talk about browsers for a second here.
[03:38:18.504 --> 03:38:24.166]  We reported the other day that Mozilla, Firefox, looks like it's going to start censoring independent media.
[03:38:24.166 --> 03:38:26.367]  This is a new escalation.
[03:38:26.367 --> 03:38:32.128]  It also underscores the complete hoax of the net neutrality push.
[03:38:32.128 --> 03:38:33.789]  I want to focus on this for a second.
[03:38:33.789 --> 03:38:43.092]  Remember net neutrality, where all these tech giants said, we have to pass net neutrality, or else you might be blocked from visiting the websites that you want to visit.
[03:38:43.092 --> 03:38:43.532]  Remember that?
[03:38:44.332 --> 03:38:53.100]  Remember that all these tech giants tried to get all the internet users to support them and say, yeah, we want freedom, freedom to access information, freedom to go to the websites we want.
[03:38:53.100 --> 03:38:58.024]  There were articles that said, oh, if you're gay, you might be blocked from visiting gay websites.
[03:38:58.024 --> 03:39:02.007]  Or if you're pro-abortion, you might be blocked from visiting abortion websites.
[03:39:02.007 --> 03:39:05.090]  We have to have net neutrality, right?
[03:39:05.090 --> 03:39:09.854]  Those same tech giants have now systematically deplatformed InfoWars.
[03:39:10.692 --> 03:39:14.595]  And also, National News, you know, the Health Ranger channel on YouTube.
[03:39:14.595 --> 03:39:22.721]  We were de-platformed in March of this year, proving that the entire net neutrality push was a massive con.
[03:39:22.721 --> 03:39:24.342]  It was a complete hoax.
[03:39:24.342 --> 03:39:26.224]  They're not interested in neutrality.
[03:39:26.224 --> 03:39:30.807]  They're not interested in people being able to visit the information sources that they want or the channels that they want.
[03:39:31.656 --> 03:39:34.159]  Net neutrality was another Trojan horse.
[03:39:34.159 --> 03:39:43.048]  It was a way for the government to come in and seize control of internet traffic so that when the Democrats one day get back into the White House, which they will eventually,
[03:39:43.840 --> 03:39:52.383]  They would be able to dominate the internet and control the traffic and de-platform at the TCP IP level.
[03:39:52.383 --> 03:39:58.446]  The basic level of web traffic, they would block conservative websites and independent media.
[03:39:58.446 --> 03:40:00.527]  That's what net neutrality was all about.
[03:40:00.527 --> 03:40:02.127]  It was all a hoax.
[03:40:02.127 --> 03:40:09.790]  And if you got wrapped up in that, it's time to look in the mirror and think about how easily you were brainwashed into supporting evil.
[03:40:09.790 --> 03:40:11.771]  Because that's what's happening all across America.
[03:40:12.785 --> 03:40:19.807]  You know, these left-wing people who work for Google, they work for YouTube, they work for Facebook, they themselves don't think that they're evil.
[03:40:19.807 --> 03:40:22.948]  Every day, they get up and tell themselves that they're doing good work.
[03:40:22.948 --> 03:40:24.889]  They're blocking hate speech, you know?
[03:40:24.889 --> 03:40:29.030]  They're helping progress, and they're tolerant, and they're inclusive.
[03:40:29.030 --> 03:40:39.334]  It's like these two bicyclists who said, there's no evil in the world, so let's go bicycling through ISIS-controlled territory in Tajikistan, or wherever they were, and they got stabbed to death.
[03:40:39.334 --> 03:40:39.734]  You know, it's like,
[03:40:40.214 --> 03:40:50.199]  These people tell themselves that there's no evil in the world as long as everybody's tolerant and inclusive, but they want to block you for hate speech while they're calling themselves tolerant.
[03:40:50.199 --> 03:40:55.162]  But they are carrying out incredible evil, even while they're telling themselves that they're good people.
[03:40:55.162 --> 03:40:56.362]  Just keep this in mind.
[03:40:56.362 --> 03:41:04.707]  This is something, if you ever try to debate with a left-wing person, you can't start out the debate by saying, first, acknowledge that you're evil.
[03:41:04.707 --> 03:41:07.368]  No, they're going to say, no, we're not evil, you're evil.
[03:41:08.092 --> 03:41:09.453]  But they're working for evil.
[03:41:09.453 --> 03:41:10.994]  They're building evil systems.
[03:41:10.994 --> 03:41:13.516]  They're building evil technology.
[03:41:13.516 --> 03:41:17.559]  Technology that deprives people of basic human rights and human dignity.
[03:41:17.559 --> 03:41:19.640]  That's exactly what is happening.
[03:41:19.640 --> 03:41:20.961]  That's the truth.
[03:41:20.961 --> 03:41:24.624]  Firefox and Mozilla looks like they're going to evil.
[03:41:24.624 --> 03:41:26.445]  So what are the alternatives?
[03:41:26.445 --> 03:41:28.846]  A couple browsers I want to mention here.
[03:41:28.846 --> 03:41:30.528]  Number one is Brave.
[03:41:30.528 --> 03:41:35.311]  The Brave browser was built by some people who are very much pro-liberty.
[03:41:35.311 --> 03:41:36.672]  At least that's my understanding.
[03:41:37.276 --> 03:41:40.600]  That's always subject to change if pressure is brought to bear on these companies.
[03:41:40.600 --> 03:41:43.603]  But Brave.com is a good browser to check out right now.
[03:41:43.603 --> 03:41:45.925]  There's another one that I recommend.
[03:41:45.925 --> 03:41:53.132]  It's called Vivaldi.com, I believe is the URL for that.
[03:41:53.132 --> 03:41:55.515]  And that's a small independent group that built that browser.
[03:41:55.515 --> 03:41:57.217]  That's been working great.
[03:41:57.217 --> 03:41:58.258]  And those are alternatives.
[03:41:58.258 --> 03:42:00.360]  Remember, Opera has been purchased by China.
[03:42:01.169 --> 03:42:08.597]  Chrome is now the key core, the core code for the red core browser that is the Communist China official browser.
[03:42:08.597 --> 03:42:19.508]  And Google is going to use the Chrome browser to block the independent media once this free speech attack escalates to the domain level, the browser level blocking.
[03:42:19.508 --> 03:42:20.228]  So that's coming.
[03:42:20.228 --> 03:42:23.312]  So don't use Firefox, don't use Chrome, don't use Opera.
[03:42:24.304 --> 03:42:26.005]  Evil, evil, evil.
[03:42:26.005 --> 03:42:29.188]  Go to Vivaldi or Brave or find another browser.
[03:42:29.188 --> 03:42:32.790]  We'll keep you updated with more as we research more alternatives.
[03:42:32.790 --> 03:42:39.695]  And when we come back, we're going to give you some alternatives to YouTube and Google News and many other online services.
[03:42:39.695 --> 03:42:40.596]  So stay with us.
[03:42:40.596 --> 03:42:42.618]  Mike Adams here on the Alex Jones Show.
[03:42:42.618 --> 03:42:43.758]  We'll be back with much more.
[03:42:53.314 --> 03:42:57.437]  We all know that the outside toxins in the water is a serious health issue.
[03:42:57.437 --> 03:43:04.502]  InfoWars is proud to sell incredible filters, but it's almost impossible to keep up with every faucet, shower, and sink in your home.
[03:43:04.502 --> 03:43:09.325]  That's why we're bringing you something to provide clean water for your whole house with one system.
[03:43:09.325 --> 03:43:17.070]  The ProPure Whole House Water Filtration System is an advanced, four-stage, compact filtration system that will provide
[03:43:17.110 --> 03:43:22.232]  With its broad spectrum contaminant reduction, you'll only need this one filter for clean and refreshing water all over your home.
[03:43:39.657 --> 03:43:45.420]  I want to plow into all of this, but I'm going to spend a few minutes here first just encouraging listeners to understand that
[03:44:02.276 --> 03:44:13.106]  When you buy t-shirts, or water filtration systems, or books, or videos, or other material from infowarsstore.com, you are funding the revolution.
[03:44:13.106 --> 03:44:15.227]  I mean, I cannot say it any clearer.
[03:44:15.227 --> 03:44:19.231]  And so it is essential that you purchase the products at infowarsstore.com.
[03:44:19.231 --> 03:44:20.252]  And I want to thank everybody that has.
[03:44:20.672 --> 03:44:26.476]  We've got the best fluoride-free toothpaste with colloidal silver and with high-quality atomic iodine in it.
[03:44:26.476 --> 03:44:28.858]  You cannot beat that for children and adults.
[03:44:28.858 --> 03:44:34.301]  We've got the best mouthwash designed by Dr. Jones, that's my dad, with colloidal silver and iodine as well.
[03:44:34.301 --> 03:44:36.803]  Infowarslife.com or 888-253-3139.
[03:44:36.803 --> 03:44:45.989]  And your purchase of the products stands with us, stands with America, stands with Trump, stands against the globalists and their satanic pedophile armies.
[03:44:45.989 --> 03:44:50.432]  And that's who they are, and they know we know who they are, and they're coming back against us, so we need your support.
[03:44:50.594 --> 03:44:50.811]  We're good.
[03:44:59.158 --> 03:45:01.519]  The Real Red Pill Plus, ladies and gentlemen.
[03:45:01.519 --> 03:45:04.701]  Our team is constantly on the lookout for newer and better ways to improve our products.
[03:45:04.701 --> 03:45:11.986]  That's why we're bringing you a brand new version of one of the newest fan-favorite products, The Real Red Pill Plus.
[03:45:11.986 --> 03:45:16.828]  The Real Red Pill Plus is an all-new version of the powerhouse Reglanone product.
[03:45:16.828 --> 03:45:24.513]  It features the same great formula that supports your heart, brain, healthy aging process, with an all-new natural caffeine boost included.
[03:45:24.973 --> 03:45:31.396]  A powerful preglanone base, the Real Red Pill, has quickly become one of our fellow InfoWarriors' favorite products.
[03:45:31.396 --> 03:45:41.881]  Now, with an extra proprietary energy blend inside, including green tea extract, yerba mate leaf extract, and more, you can get that extra pick-me-up while supporting your mind and body in a healthy way.
[03:45:41.881 --> 03:45:46.503]  It's got all the great stuff that Real Red Pill has, but it's also got the boost in it.
[03:45:46.503 --> 03:45:50.005]  Get the Real Red Pill Plus at InfoWarStore.com.
[03:45:58.223 --> 03:46:03.946]  Years ago, Info Wars Life created the powerful MycoZX formula to help you combat internal yeast.
[03:46:03.946 --> 03:46:11.809]  As the years went on, and more toxins were pumped into the environment, our team knew we had to create a bigger and better formula to help support your gut health.
[03:46:11.809 --> 03:46:14.971]  MycoZX Plus is the result of the search for that formula.
[03:46:15.171 --> 03:46:20.435]  A unique natural formula designed to support the body's natural cleansing of yeast and fungal organisms.
[03:46:20.435 --> 03:46:23.197]  There's no better product to help your body fight back.
[03:46:23.197 --> 03:46:32.204]  MycoZX Plus helps support a healthy microbial balance in the body, supports your digestive tract, and addresses the intestinal yeast that can cause you problems if it goes unchecked.
[03:46:32.244 --> 03:46:38.489]  It's powered by an impressive list of ingredients, including grapefruit seed extract, pau d'arco bark, and grapeseed extract.
[03:46:38.489 --> 03:46:44.214]  Our formula is fueled by ingredients that stood the test of time as powerful micro-balancing properties.
[03:46:44.214 --> 03:46:49.037]  Pick up a bottle of the new and improved Micro ZX Plus today at InfoWarsLife.com.
[03:46:49.037 --> 03:46:57.404]  That's InfoWarsLife.com.
[03:46:57.404 --> 03:47:00.046]  You're listening to the Alex Jones Show.
[03:47:05.506 --> 03:47:19.811]  Gotta keep them separated.
[03:47:19.811 --> 03:47:26.113]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[03:47:31.628 --> 03:47:34.595]  Elon Musk weeps.
[03:47:34.595 --> 03:47:36.379]  That's the headline on Breitbart right now.
[03:47:36.379 --> 03:47:40.087]  Elon Musk, he's crying over the fact that he had to work on his birthday.
[03:47:40.777 --> 03:47:42.018]  So let me get this straight.
[03:47:42.018 --> 03:47:53.925]  So this guy that had unlimited positive press, glowing, gushing positive press about him for, I don't know, a decade or more, suddenly is facing questions.
[03:47:53.925 --> 03:47:55.686]  And he's just breaking down.
[03:47:55.686 --> 03:47:56.887]  I mean, I feel sorry for the guy.
[03:47:56.887 --> 03:47:58.087]  He's breaking down.
[03:47:58.087 --> 03:47:58.868]  He's crying.
[03:47:58.868 --> 03:48:03.070]  The board of his company is correcting everything he says.
[03:48:03.070 --> 03:48:06.512]  He's having a massive musk meltdown right now.
[03:48:06.512 --> 03:48:08.073]  And it's just a reminder.
[03:48:08.073 --> 03:48:08.994]  I mean, look at the contrast.
[03:48:10.018 --> 03:48:17.964]  I mean, Alex Jones has been under intense attack, and many of us have, myself included, year after year after year!
[03:48:17.964 --> 03:48:20.166]  You know, and we're not breaking down in tears.
[03:48:20.166 --> 03:48:23.528]  We just get, you get tough, you know, it turns you into a warrior.
[03:48:23.528 --> 03:48:33.055]  I guess you either break down and cry and run to the corner of your room and bawl your eyes out, or you get tough and you say, you know what, we're fighting for something here that matters.
[03:48:33.055 --> 03:48:35.357]  So let's, let's hope Elon Musk can, um,
[03:48:36.209 --> 03:48:41.893]  Dry his eyes and come back and actually build something that doesn't have bumpers fall off.
[03:48:41.893 --> 03:48:45.175]  I mean, for God's sake, Elon, hold it together there for us.
[03:48:45.175 --> 03:48:47.596]  Now, moving on.
[03:48:47.596 --> 03:48:54.020]  By the way, I don't own any stock in Tesla and I don't have any shorts on Tesla either.
[03:48:54.020 --> 03:48:55.881]  I have nothing to do with Tesla.
[03:48:55.881 --> 03:48:57.942]  I'm just shocked at this guy's behavior.
[03:48:57.942 --> 03:48:58.763]  It's crazy.
[03:48:58.763 --> 03:49:05.127]  But let's get on to some tech alternatives here because there's some good news is I heard this from a source.
[03:49:05.842 --> 03:49:11.046]  That there is a major new social media platform being launched this month.
[03:49:11.046 --> 03:49:13.208]  That it is extremely well-funded.
[03:49:13.208 --> 03:49:16.390]  It's created with the help of veterans.
[03:49:16.390 --> 03:49:18.972]  It's going to be friendly to conservative voices.
[03:49:18.972 --> 03:49:20.674]  Friendly to firearms.
[03:49:20.674 --> 03:49:23.456]  It's going to compete with Facebook.
[03:49:23.456 --> 03:49:26.098]  And it should be launched before the end of this month.
[03:49:26.098 --> 03:49:28.019]  I don't have anything to do with that project.
[03:49:28.019 --> 03:49:30.301]  I don't have any... I'm not invested in it.
[03:49:30.301 --> 03:49:31.462]  I'm not part of the R&D team.
[03:49:31.462 --> 03:49:33.083]  I'm doing my own thing.
[03:49:33.083 --> 03:49:34.004]  Real.video.
[03:49:34.004 --> 03:49:35.145]  But this is something different.
[03:49:35.942 --> 03:49:37.703]  We don't know the name yet, but it's coming out.
[03:49:37.703 --> 03:49:41.286]  So alternative platforms are being built.
[03:49:41.286 --> 03:49:46.289]  And we need to support all these platforms and support their economic models.
[03:49:46.289 --> 03:49:51.672]  So it's not enough to just go there and watch the videos or use the chat boxes or what have you.
[03:49:51.672 --> 03:49:56.075]  Support these independent organizations in the same way that you support InfoWars.
[03:49:56.075 --> 03:50:00.998]  Your economic support drives the success of all of these platforms.
[03:50:00.998 --> 03:50:03.420]  So let me give you a list, a rundown of what we have here.
[03:50:04.210 --> 03:50:07.152]  So far, of course, you've got Gab.ai.
[03:50:07.152 --> 03:50:08.633]  Everybody knows about Gab.
[03:50:08.633 --> 03:50:13.596]  They're being censored at the app level by Google and Apple.
[03:50:13.596 --> 03:50:16.217]  And Gab is a great social media alternative.
[03:50:16.217 --> 03:50:31.546]  You've got Minds.com, which is kind of like a social media platform hybridized with a cryptocurrency component, where I think you get rewarded in some crypto coins for the popularity of your posts, if I understand that correctly.
[03:50:32.476 --> 03:50:41.869]  You've got my new platform, Reel.Video, which, by the way, yesterday has just achieved now serving 2.5 million video minutes per week.
[03:50:41.869 --> 03:50:43.832]  That's a new record!
[03:50:48.084 --> 03:50:51.826]  Maybe sometimes 15-20% growth every week now.
[03:50:51.826 --> 03:50:53.987]  And with your support, that will continue to grow.
[03:50:53.987 --> 03:50:56.348]  And by the way, we just had a really cool new channel join.
[03:50:56.348 --> 03:51:00.889]  It's called S-H-T-F Prepping 101, I believe.
