[00:00:01.414 --> 00:00:05.856]  The answer to 1984 is 1776.
[01:18:46.912 --> 01:18:49.413]  It's time to take care of your morning routine.
[01:18:49.413 --> 01:18:55.095]  Get a bag of Patriot Blend coffee to support the show while enhancing your morning routine at InfoWarsStore.com.
[01:18:58.143 --> 01:19:00.483]  InfoWars Life is launching its newest product.
[01:19:00.483 --> 01:19:02.644]  We're really, really proud of it.
[01:19:02.644 --> 01:19:06.584]  It's a best source prebiotic fiber.
[01:19:06.584 --> 01:19:18.066]  And it's got the very best concentrated fibers from berries and fruits and other compounds that have been known to be the very best for your body and for regularity and so much more.
[01:19:18.066 --> 01:19:27.168]  And it synergistically works with our 50 billion live active culture floraLife as well as MycoZX that targets the yeast, the mold, and the funguses in the gut.
[01:19:27.668 --> 01:19:33.450]  So this is the time to take advantage of getting this new incredible fiber product and these other products.
[01:19:33.450 --> 01:19:38.892]  You get them separately or together and make really, really big savings and get high quality products at the same time.
[01:19:38.892 --> 01:19:41.153]  And I'm doing this to introduce these products to you.
[01:19:41.153 --> 01:19:43.174]  Bodies sold out in a month.
[01:19:44.448 --> 01:19:47.451]  Strongest concentrated turmeric formula we could come up with.
[01:19:47.451 --> 01:19:49.492]  It sold out for another month and a half.
[01:19:49.492 --> 01:19:52.794]  We sold it at 50% off till it sold out.
[01:19:52.794 --> 01:19:55.316]  And I think it's going to be the same way with this fiber.
[01:19:55.316 --> 01:20:01.281]  Get yours today at fullwarslife.com.
[01:20:01.281 --> 01:20:03.903]  You're listening to the Alex Jones Show.
[01:20:15.425 --> 01:20:27.051]  Crashing through the lies and disinformation, it's Alex Jones, coming to you live from the front lines of the info war.
[01:20:27.051 --> 01:20:31.153]  Owen Troyer filling in for Alex here in the second hour.
[01:20:31.153 --> 01:20:32.914]  Big week coming up.
[01:20:34.304 --> 01:20:37.766]  For the Alex Jones Show, you're not going to want to miss a beat.
[01:20:37.766 --> 01:20:41.528]  Be sure to tell your friends and family about infowars.com slash show.
[01:20:41.528 --> 01:20:46.631]  Don't forget about us as they're trying to erase us from the internet.
[01:20:46.631 --> 01:20:49.932]  Now, we've got a lot of callers calling in about the censorship issue.
[01:20:49.932 --> 01:20:53.334]  Before I go to your calls, let me address some of the latest news.
[01:20:53.334 --> 01:21:00.158]  First, let me read for you the message we got from Apple.
[01:21:01.618 --> 01:21:02.799]  When they took down our app.
[01:21:02.799 --> 01:21:09.226]  Now this was wild because I actually was not, I didn't even know this was going on.
[01:21:09.226 --> 01:21:12.049]  Friday night I'm playing basketball when this happens.
[01:21:12.049 --> 01:21:23.141]  I go home and I'm getting ready to do my own broadcast on the War Room Show's Twitter page because I had to address YouTube kicking me off.
[01:21:23.991 --> 01:21:29.716]  YouTube banning my personal channel when I wasn't even doing anything and I caught YouTube in a lie.
[01:21:29.716 --> 01:21:36.863]  So I was gonna go do a live video on the War Room Show's Twitter when I, right before I went live, I got banned from doing a live video on that.
[01:21:36.863 --> 01:21:40.766]  So then I had to turn around and do it on my Twitter account.
[01:21:40.766 --> 01:21:48.113]  So I didn't, and I did this, and I didn't even know that Apple had kicked us off its platform as an app.
[01:21:49.605 --> 01:21:52.551]  And so I'm just doing this live broadcast to be like, hey, did you hear Apple kicked you guys off?
[01:21:52.551 --> 01:21:56.038]  And I didn't even know that that had happened.
[01:21:56.038 --> 01:21:57.521]  So this is next level.
[01:21:57.521 --> 01:21:59.645]  Alex Jones is calling it Internet Martial Law.
[01:22:00.973 --> 01:22:04.235]  Let me read for you the message from the Apple Resolution Center.
[01:22:04.235 --> 01:22:11.259]  We are writing to notify you that your application has been removed from the App Store because it is not in compliance with the App Store review guidelines.
[01:22:11.259 --> 01:22:11.939]  Oh.
[01:22:11.939 --> 01:22:13.780]  Guideline 111.
[01:22:13.780 --> 01:22:16.302]  Safety objectionable content.
[01:22:16.302 --> 01:22:25.887]  Your app includes content that could be considered defamatory or mean-spirited and appears to humiliate, intimidate, or place a targeted individual or group in harm's way.
[01:22:25.887 --> 01:22:26.768]  Well now wait a second!
[01:22:27.719 --> 01:22:31.703]  Half of the channels on YouTube would have to be gone.
[01:22:31.703 --> 01:22:33.264]  Okay, but I guess we're talking about Apple.
[01:22:33.264 --> 01:22:34.285]  But it's the same difference.
[01:22:34.285 --> 01:22:37.968]  Then the YouTube app can't be on Apple, right?
[01:22:37.968 --> 01:22:40.530]  How much objectionable content is on YouTube?
[01:22:40.530 --> 01:22:41.991]  How about the Twitter app?
[01:22:41.991 --> 01:22:46.135]  How much objectionable content is on Twitter?
[01:22:46.135 --> 01:22:52.020]  So once again, this is total bullcrap.
[01:22:52.020 --> 01:22:52.701]  Here's what I wish.
[01:22:54.346 --> 01:22:57.827]  I wish that the people in charge of these companies would just be honest.
[01:22:57.827 --> 01:22:59.927]  I just wish they weren't such liars.
[01:22:59.927 --> 01:23:00.887]  But they are!
[01:23:00.887 --> 01:23:06.268]  Why don't you just be honest and say, look, Alex Jones' message, we don't like it.
[01:23:06.268 --> 01:23:12.570]  We don't like Infowars politics, and we don't like the fact that Alex Jones is so popular, and he's beating us.
[01:23:12.570 --> 01:23:14.290]  And he's beating our corporate news.
[01:23:14.290 --> 01:23:16.130]  One man.
[01:23:16.130 --> 01:23:17.871]  One audience.
[01:23:17.871 --> 01:23:18.851]  Destroying narratives.
[01:23:19.861 --> 01:23:21.702]  Taking America back.
[01:23:21.702 --> 01:23:28.065]  If they could just come out and admit that, I would have a little bit of respect for them.
[01:23:28.065 --> 01:23:29.525]  But they won't even admit it.
[01:23:29.525 --> 01:23:31.786]  They're going to be total liars through and through.
[01:23:31.786 --> 01:23:37.469]  And they think that the population is so stupid that you're not even going to see it.
[01:23:37.469 --> 01:23:44.231]  You're not going to see the blatant censorship being done as a political agenda.
[01:23:44.231 --> 01:23:45.112]  And so then what do they say?
[01:23:46.744 --> 01:23:50.365]  In a Yahoo News story, in the U.S.
[01:23:50.365 --> 01:23:52.626]  a lot of twisted people have access to guns.
[01:23:52.626 --> 01:23:56.628]  That's why Alex Jones and Infowars were too dangerous not to be banned.
[01:23:56.628 --> 01:23:57.228]  Oh, but wait a second.
[01:23:57.228 --> 01:23:59.109]  Who's actually getting violent?
[01:23:59.109 --> 01:24:00.389]  It's the left.
[01:24:00.389 --> 01:24:01.610]  Who got shot?
[01:24:01.610 --> 01:24:04.631]  Steve Scalise, a Republican, by a radical leftist.
[01:24:04.631 --> 01:24:09.993]  It's the left getting violent with people like Maxine Waters and Nancy Pelosi telling them to do so.
[01:24:12.264 --> 01:24:13.704]  So it's total BS.
[01:24:13.704 --> 01:24:14.885]  Everyone knows it's BS.
[01:24:14.885 --> 01:24:17.185]  The censorship is 100% political.
[01:24:17.185 --> 01:24:23.447]  And I just wish companies like Apple and Google and Facebook and Twitter weren't such liars about it.
[01:24:23.447 --> 01:24:24.727]  But they are liars.
[01:24:24.727 --> 01:24:26.107]  Because that's what they are.
[01:24:26.107 --> 01:24:27.908]  And that's what they'll always be.
[01:24:27.908 --> 01:24:29.648]  So let's now go to your calls on this issue.
[01:24:29.648 --> 01:24:34.530]  Let's go to Chase the Patriot calling in from California on a major issue.
[01:24:34.530 --> 01:24:37.370]  Hero of Benghazi suspended from Twitter for criticizing Obama.
[01:24:37.370 --> 01:24:39.431]  Chris Tonto Peronto
[01:24:40.489 --> 01:24:42.951]  You've probably seen him before on TV.
[01:24:42.951 --> 01:24:43.971]  Heard about him.
[01:24:43.971 --> 01:24:46.333]  The Benghazi hero.
[01:24:46.333 --> 01:24:48.594]  He's now off Twitter because he gets suspended.
[01:24:48.594 --> 01:24:50.596]  He's not allowed to have political speech against Obama.
[01:24:50.596 --> 01:24:52.897]  So, you're not allowed to talk about Obama.
[01:24:52.897 --> 01:24:57.440]  You're not allowed to talk about anything unless it's okay with the establishment big brother.
[01:24:57.440 --> 01:24:58.801]  That's where we're at.
[01:24:58.801 --> 01:25:00.322]  Chase the Patriot in California.
[01:25:00.322 --> 01:25:01.823]  Go ahead.
[01:25:01.823 --> 01:25:03.604]  Hey, what's happening there, Chase the Patriot?
[01:25:03.604 --> 01:25:04.425]  Checking in there.
[01:25:04.425 --> 01:25:07.327]  Hey, I'm glad you guys are having him on the show tomorrow.
[01:25:07.327 --> 01:25:10.369]  This is really one of those moments where people have to pay attention.
[01:25:10.808 --> 01:25:22.053]  If they're going to attack a hero of the war, you know, a hero of Benghazi, and just try to erase the story like it never even happened, I want to alarm everybody to the next level of censorship.
[01:25:22.053 --> 01:25:26.235]  See, right now they're censoring people, they're censoring websites.
[01:25:26.235 --> 01:25:30.838]  But next it's going to be the information themselves, and the words themselves, and here's how they're doing it.
[01:25:30.838 --> 01:25:32.538]  Well, that's really what it already is.
[01:25:32.538 --> 01:25:36.140]  It's just under the facade of doing it to people.
[01:25:36.140 --> 01:25:37.481]  But that's already what it is.
[01:25:38.427 --> 01:25:42.848]  But Owen, the next generation right now is what everybody needs to be alarmed to.
[01:25:42.848 --> 01:25:52.671]  Across the country, every public school is giving every kid a Chromebook because Google has lowered the price and basically given them free Chromebooks.
[01:25:52.671 --> 01:25:56.253]  And now, they don't use encyclopedias, they don't read books.
[01:25:56.253 --> 01:25:59.214]  Everything they learn comes from the Google search.
[01:25:59.214 --> 01:26:05.235]  50 million children are in our public school system right now, and they're getting one-sided arguments.
[01:26:05.235 --> 01:26:06.916]  And this is one of those moments where
[01:26:07.375 --> 01:26:16.743]  We can alarm all the military and all parents that they're attacking our military and they're attacking our children's minds right now and people aren't even aware.
[01:26:16.743 --> 01:26:17.484]  You know what though?
[01:26:17.484 --> 01:26:34.038]  This is actually interesting because I wonder now, I'll need to do a little more research into this, if Google is working with the United States government and using their technology in public schools, now all of a sudden, how is it that Google can get away with this censorship?
[01:26:34.038 --> 01:26:34.999]  How is it that Google
[01:26:36.184 --> 01:26:45.529]  I mean, this is basically, like you're saying, they're now taking complete control of our destiny, where they're now going to decide what the youth of the nation can and can't see.
[01:26:45.529 --> 01:26:47.570]  So how is it Google is even allowed to do that?
[01:26:47.570 --> 01:26:50.692]  That is next-level illegality.
[01:26:50.692 --> 01:26:59.317]  Okay, listen, every child, I'm telling you, they will not accept homework from them in certain school districts unless it's turned into what's called Google Classroom.
[01:26:59.741 --> 01:27:00.501]  Thank you for the call.
[01:27:00.501 --> 01:27:00.561]  Wow.
[01:27:27.827 --> 01:27:30.007]  I mean, just think about that, folks.
[01:27:30.007 --> 01:27:32.868]  They are... Google... See, people don't understand.
[01:27:32.868 --> 01:27:35.889]  These companies are bigger than the government.
[01:27:35.889 --> 01:27:37.509]  Google runs the school now.
[01:27:37.509 --> 01:27:39.249]  Google runs the information now.
[01:27:39.249 --> 01:27:41.130]  Google runs the internet now.
[01:27:41.130 --> 01:27:43.570]  And they're deciding what gets to exist and what doesn't.
[01:27:43.570 --> 01:27:44.370]  They're big brother.
[01:27:44.370 --> 01:27:47.931]  When did we vote to allow Google to run this country?
[01:27:47.931 --> 01:27:53.112]  When did we decide that Google was going to be the arbiter of information?
[01:27:53.112 --> 01:27:56.793]  Who decided Google was going to be the company that takes over the schools?
[01:27:57.998 --> 01:27:59.119]  This is unbelievable.
[01:27:59.119 --> 01:28:00.200]  You know who it was, folks?
[01:28:00.200 --> 01:28:03.042]  Barack Obama.
[01:28:03.042 --> 01:28:09.668]  Why do you think Google had its own office, basically, in the West Wing?
[01:28:09.668 --> 01:28:10.869]  See, this is the kind of stuff.
[01:28:10.869 --> 01:28:11.949]  This is why we have to take calls.
[01:28:11.949 --> 01:28:19.095]  It's just like... It's just unbelievable, man.
[01:28:19.095 --> 01:28:22.838]  How can they possibly get away with this?
[01:28:22.838 --> 01:28:25.240]  In America?
[01:28:25.240 --> 01:28:25.741]  I'll tell you how.
[01:28:27.372 --> 01:28:34.377]  Because the average citizen in this country is totally distracted by pop culture and sports.
[01:28:34.377 --> 01:28:41.041]  The average citizen in this country is totally brainwashed and dumbed down by the chemicals in the food and water.
[01:28:41.041 --> 01:28:54.050]  And at a very primal, instinctual human level, their very instincts, their very information in their DNA has been stopped from access- they've been stopped from accessing that.
[01:28:54.050 --> 01:28:55.971]  So they're basically spiritually dead.
[01:28:57.321 --> 01:29:03.585]  Choose to take control of your chemistry with Survival Shield X2 and BioTrue Selenium.
[01:29:03.585 --> 01:29:07.948]  This powerful combo is perfect for supporting your thyroid and health.
[01:29:07.948 --> 01:29:15.233]  BioTrue Selenium's formula is far from synthetic and is made from a source of 100% organic mustard seed.
[01:29:15.233 --> 01:29:17.414]  Our super high quality nascent iodine
[01:29:17.654 --> 01:29:23.856]  Is an essential mineral sourced of 99.99% ultra pure deep earth iodine crystals.
[01:29:23.856 --> 01:29:31.638]  This essential mineral is necessary in order to produce thyroid hormones which influence every cell, tissue and organ in the body.
[01:29:31.638 --> 01:29:38.540]  With inadequate thyroid hormones you may experience slow metabolism, lethargy, weight gain and overall brain fog.
[01:29:38.920 --> 01:29:45.148]  Survival Shield X2 and BioTrue Selenium work together to support the systems in your body.
[01:29:45.148 --> 01:29:48.973]  Take control of your chemistry today with this super combo.
[01:29:48.973 --> 01:29:56.023]  Discover the power of Survival Shield X2 and BioTrue Selenium at InfoWarsLife.com
[01:29:58.334 --> 01:30:03.195]  As the years go by, it gets harder and harder to keep up with your body's nutritional needs.
[01:30:03.195 --> 01:30:12.638]  With changes in diet, unnatural ingredients and stress, you may not be able to get all the necessary nutrients, amino acids, vitamins and minerals needed daily.
[01:30:12.638 --> 01:30:17.440]  That's why InfoWars Life created the powerful Vitamin Mineral Fusion Formula.
[01:30:17.440 --> 01:30:25.702]  The new platinum standard of advanced multivitamin formulation, Vitamin Mineral Fusion uses a unique delivery system to maximize the effects
[01:30:25.742 --> 01:30:26.002]  I think so.
[01:30:55.464 --> 01:30:55.735]  Calm.
[01:30:59.386 --> 01:31:07.949]  Alex Jones here with an extremely exciting announcement that will be a gift to yourself and a gift to the Infowar to fight the globalist and live in a free society.
[01:31:07.949 --> 01:31:11.430]  Several years ago, I set out with top formulators in the U.S.
[01:31:11.430 --> 01:31:20.973]  to create the strongest, most concentrated, over-the-top stamina, libido, workout, brain formula that is safe.
[01:31:20.973 --> 01:31:28.156]  I know from using this myself the last few months, and from seeing my friends and family use it, that this new product is going to end up being the number one
[01:31:28.396 --> 01:31:31.957]  Best selling product at Infowarslife.com because it works so well.
[01:31:31.957 --> 01:31:40.200]  This is a gift you want to give yourself and then rest assured you're fighting the Info War so it's a total, absolute, sure win, no lose equation.
[01:31:40.200 --> 01:31:44.982]  Try Alpha Power exclusively available at Infowarslife.com for yourself.
[01:31:44.982 --> 01:31:46.902]  Ladies and gentlemen, it's non-GMO.
[01:31:46.902 --> 01:31:47.783]  It's for your brain.
[01:31:47.783 --> 01:31:48.523]  It's for sports.
[01:31:48.523 --> 01:31:50.704]  It's for activities and it's made in the USA.
[01:31:50.704 --> 01:31:53.985]  Get your Alpha Power today at Infowarslife.com.
[01:31:53.985 --> 01:31:57.026]  Everybody needs to try Alpha Power today.
[01:31:57.819 --> 01:32:01.420]  InfoWars Life is bringing you a breakthrough in modern medicine.
[01:32:01.420 --> 01:32:03.201]  Introducing Pollen Block.
[01:32:03.201 --> 01:32:15.344]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[01:32:15.344 --> 01:32:20.266]  In the 1960s, researchers in France noticed that people who ate certain quail eggs,
[01:32:20.606 --> 01:32:24.427]  Experienced less seasonal immune and inflammatory responses.
[01:32:24.427 --> 01:32:30.390]  They began studying this effect in published trials and decades later, we now have the fruit of this research.
[01:32:30.390 --> 01:32:35.492]  A fast acting, chewable tablet that helps alleviate seasonal distress symptoms.
[01:32:35.492 --> 01:32:38.092]  Pollen block is natural and effective.
[01:32:38.092 --> 01:32:39.813]  It is not an antihistamine.
[01:32:39.813 --> 01:32:44.615]  In fact, current research has found that it actually acts by blocking the activity of tryptase.
[01:32:44.855 --> 01:32:46.715]  You're listening to the Alex Jones Show!
[01:33:18.729 --> 01:33:21.251]  He aligns himself with the truth.
[01:33:21.251 --> 01:33:24.353]  And it's time for you to choose a side.
[01:33:24.353 --> 01:33:27.015]  You're listening to Alex Jones.
[01:33:27.015 --> 01:33:30.478]  Alright, ladies and gentlemen.
[01:33:30.478 --> 01:33:32.479]  Second hour of the Alex Jones here on this Sunday.
[01:33:32.479 --> 01:33:35.401]  We are going to take more of your calls.
[01:33:35.401 --> 01:33:37.463]  But I've got breaking news.
[01:33:37.463 --> 01:33:39.484]  Alex Jones is coming back in studio.
[01:33:39.484 --> 01:33:41.746]  The man just cannot get away, folks.
[01:33:41.746 --> 01:33:42.787]  He never stops working.
[01:33:44.173 --> 01:33:45.734]  He never stops working.
[01:33:45.734 --> 01:33:48.596]  And we really appreciate your support at Infowarsstore.com.
[01:33:48.596 --> 01:33:53.159]  That's why he just keeps chugging and won't even sit a playoff.
[01:33:53.159 --> 01:34:06.509]  But he's going to come back in studio at 6.30 Central and we're going to go live from the podcast studio, a live transmission with Alex Jones at 6.30 Central here in an hour, 30 minutes after the Sunday show concludes.
[01:34:07.591 --> 01:34:09.732]  But before that, we're going to go back to your phone calls.
[01:34:09.732 --> 01:34:12.334]  Now, this story is from The Hill today.
[01:34:12.334 --> 01:34:16.416]  GOP turns its fire on Google.
[01:34:16.416 --> 01:34:19.638]  Look, talk is cheap.
[01:34:19.638 --> 01:34:26.603]  And while it's nice to see some of these congressmen from the Republican Party saying something about it, talk is cheap.
[01:34:26.603 --> 01:34:27.543]  It's time to do something.
[01:34:27.543 --> 01:34:30.165]  It's time to bust the trusts.
[01:34:30.165 --> 01:34:32.726]  It's time to look into all the stuff that Google is doing.
[01:34:32.726 --> 01:34:35.448]  I mean, how can they get away with this censorship?
[01:34:37.495 --> 01:34:38.135]  Of everything!
[01:34:38.135 --> 01:34:39.095]  It's not just InfoWars.
[01:34:39.095 --> 01:34:40.256]  Of information!
[01:34:40.256 --> 01:34:42.336]  Just in general!
[01:34:42.336 --> 01:34:54.379]  And then, they're going to present themselves as the arbiters of information to the children of schools in this country, and we're gonna leave our trust in the hands of Google that's now being shipped to China?
[01:34:54.379 --> 01:34:55.699]  Oh yeah, that'll go just fine.
[01:34:55.699 --> 01:34:58.800]  I'm sure Chinese propaganda won't make its way into the United States schools.
[01:34:58.800 --> 01:35:01.841]  Oh wait, it already is.
[01:35:01.841 --> 01:35:02.641]  Unbelievable, man.
[01:35:04.338 --> 01:35:08.399]  So, Alex Jones will be discussing this and more at 630 Central.
[01:35:08.399 --> 01:35:18.242]  Be sure to tune in at InfoWars.com slash show and tell your friends and family we're not allowed to market ourselves anywhere on the internet, so it's all up to you with word of mouth.
[01:35:18.242 --> 01:35:23.563]  And even when you share stuff on social media, they pretty much ban it if it's InfoWars, so that's loving.
[01:35:23.563 --> 01:35:24.544]  Very tolerant.
[01:35:24.544 --> 01:35:27.824]  Alright, let's go back out to the phones and go to Billy in Indiana.
[01:35:27.824 --> 01:35:29.965]  Go ahead, Billy.
[01:35:29.965 --> 01:35:30.705]  Hey, Owen.
[01:35:30.705 --> 01:35:31.725]  Thanks for having me on the show.
[01:35:31.725 --> 01:35:33.546]  Just want to show some support and love.
[01:35:34.296 --> 01:35:40.017]  And I'd actually like to just touch off real quick where Chase the Patriot left off.
[01:35:40.017 --> 01:35:46.978]  My kids are actually in school too, but Apple kind of controls this area with what they call Class Dojo, so everything's monitored through here.
[01:35:46.978 --> 01:35:51.959]  Oh, okay, so you get either the Google control of your kids or the Apple control of your kids, both run by China.
[01:35:51.959 --> 01:35:55.760]  So that's, you know, you get an option of which Chinese Communist, you know, you want.
[01:35:55.760 --> 01:35:56.360]  Exactly.
[01:35:56.360 --> 01:35:58.901]  It's good to have two different flavors of Chinese Communism.
[01:35:58.901 --> 01:36:00.821]  You got the Apple flavor, you got the Google flavor.
[01:36:01.909 --> 01:36:03.110]  Yes, exactly.
[01:36:03.110 --> 01:36:13.357]  And it's complete... I mean, what they teach our children nowadays is completely just irrelevant for life and just anything that they would... And now they make it even harder to homeschool your kids.
[01:36:13.357 --> 01:36:14.778]  So that's like the overall agenda.
[01:36:14.778 --> 01:36:25.505]  You make it impossible to homeschool your kid, so you then have to send them to, now, the Google, China, Apple factory institutions, where their kids are just going to learn how to be a mind slave to big tech.
[01:36:26.576 --> 01:36:27.417]  Exactly.
[01:36:27.417 --> 01:36:29.158]  And I would like to just go ahead and touch off, too.
[01:36:29.158 --> 01:36:34.482]  I just would like you to know, too, I've actually been banned off Facebook, Twitter, and Instagram.
[01:36:34.482 --> 01:36:38.986]  And it actually all started out back in the election for President Trump.
[01:36:38.986 --> 01:36:41.028]  I can go back even and show it on Facebook history.
[01:36:41.028 --> 01:36:42.989]  I got banned three months before.
[01:36:42.989 --> 01:36:47.393]  And actually, to even get any of my accounts back, I had to show two forms of ID.
[01:36:47.393 --> 01:36:50.455]  I had to mail that in to them, wait for a response.
[01:36:50.455 --> 01:36:52.016]  Then they responded back to me.
[01:36:52.016 --> 01:36:52.837]  Yes, sir.
[01:36:52.837 --> 01:36:54.198]  Then they responded back to me.
[01:36:54.198 --> 01:36:54.899]  And then I had to
[01:36:55.652 --> 01:37:01.496]  physically hand write a response to them, mail it to them, in order to get my account back.
[01:37:02.071 --> 01:37:12.580]  And YouTube banned me, of all things, just for sharing the Owen Shreds videos, because I got into it with a snowflake one day, and they completely banned my YouTube.
[01:37:12.580 --> 01:37:18.725]  And see, that's the next thing that I'm wondering, because, you know, how many Alex Jones memes are there?
[01:37:18.725 --> 01:37:22.589]  I mean, there's dozens of channels that re-upload my stuff and edit it up, right?
[01:37:22.589 --> 01:37:24.971]  So it's like, are they going to start just doing that?
[01:37:24.971 --> 01:37:25.732]  Is that the next move?
[01:37:25.732 --> 01:37:27.513]  Because you already know, I mean, they're already doing this.
[01:37:27.513 --> 01:37:29.495]  If you go on Facebook or Twitter or YouTube,
[01:37:30.652 --> 01:37:34.774]  And restream any InfoWars content, you get banned.
[01:37:34.774 --> 01:37:35.574]  So what's next?
[01:37:35.574 --> 01:37:40.376]  So now if you cut a video together of Alex Jones, does that get banned?
[01:37:40.376 --> 01:37:45.538]  If you cut a video of Owen Schroer in the street interview, does that get banned?
[01:37:45.538 --> 01:37:47.279]  Where does it end?
[01:37:47.279 --> 01:37:50.781]  We don't discuss this.
[01:37:50.781 --> 01:37:51.821]  We just accept it.
[01:37:51.821 --> 01:37:52.421]  But here's the problem.
[01:37:52.421 --> 01:37:57.904]  Again, it all comes down to the fact they've got most of these people brainwashed and distracted.
[01:37:58.726 --> 01:38:00.787]  Okay, but that's changing.
[01:38:00.787 --> 01:38:03.448]  The status quo is changing, but we're in a death race right now.
[01:38:03.448 --> 01:38:08.930]  The finish line is coming up for this death race in 50, what is it now?
[01:38:08.930 --> 01:38:11.271]  53 days till the midterms or something?
[01:38:11.271 --> 01:38:12.251]  58 days till the midterms?
[01:38:12.251 --> 01:38:17.513]  58, so yeah, I mean, we're in a time crunch.
[01:38:17.513 --> 01:38:22.055]  The final seconds are winding down in the fourth quarter for this big game, for this battle.
[01:38:23.317 --> 01:38:29.509]  And we have to get as many Americans conscious and engaged as possible if we want to have victory.
[01:38:30.994 --> 01:38:32.815]  And it really just comes down to that, folks.
[01:38:32.815 --> 01:38:44.383]  Are we going to put the same pieces of human trash in office like Elizabeth Warren, like Nancy Pelosi, like Maxine Waters?
[01:38:44.383 --> 01:38:50.867]  Are we going to put these same garbage, trash politicians in office that do nothing for this country?
[01:38:50.867 --> 01:38:59.553]  Or are we going to elect real men and women who go in there to fight for America and to actually do something about the corruption in Washington?
[01:38:59.553 --> 01:39:00.114]  How is it
[01:39:00.994 --> 01:39:07.881]  That we vote for the same people to stop the corruption in Washington who've been in Washington for decades.
[01:39:07.881 --> 01:39:09.922]  Somebody explain that one to me.
[01:39:09.922 --> 01:39:10.283]  Can't.
[01:39:10.283 --> 01:39:11.064]  It's impossible.
[01:39:11.064 --> 01:39:13.586]  It's called Stockholm Syndrome.
[01:39:13.586 --> 01:39:16.709]  It's called mindless sheeple zombies.
[01:39:16.709 --> 01:39:18.230]  Alright, Billy, thank you so much for the call.
[01:39:18.230 --> 01:39:19.311]  Or just straight rigged elections.
[01:39:19.311 --> 01:39:21.854]  I mean, you want to get down to electronic elections?
[01:39:21.854 --> 01:39:22.734]  Totally rigged.
[01:39:22.734 --> 01:39:24.616]  Let's go to Mark now in San Jose.
[01:39:24.616 --> 01:39:25.117]  Go ahead, Mark.
[01:39:27.071 --> 01:39:31.355]  Thanks for having me in to dance a few moments with you, Mr. Shroyer.
[01:39:31.355 --> 01:39:37.960]  One way we destroy censorism is we get him back on the airwaves, okay?
[01:39:37.960 --> 01:39:39.382]  He was on KOMY-1340 for almost 10 years.
[01:39:42.828 --> 01:39:51.636]  And Michael Zwingli owns Dale My 1340 and KSEO 1080, where Rex Limbaugh is on the other side.
[01:39:51.636 --> 01:40:01.344]  Well here's the thing, I'm sorry Mark, your connection is bad and I don't want to, it's just bad sounding, so I'm going to let you go, but I am going to respond to your comment here.
[01:40:01.344 --> 01:40:08.690]  Local talk radio is such an interesting bird, where, what you basically have is, in local talk radio,
[01:40:09.889 --> 01:40:20.951]  You've got a situation where you've got somebody who owns the station that has plenty of money, and the station is just there for them to really do promotion, and it's kind of just a fun project for them.
[01:40:20.951 --> 01:40:24.592]  Maybe they like going on air and marketing and stuff like that.
[01:40:24.592 --> 01:40:35.754]  Then you've got aspects of talk radio that they've been around, they still have the management and everything trying to run it, but it's tougher to make money now, and everybody's shows are brokered.
[01:40:35.754 --> 01:40:37.894]  And so it's really all about sales.
[01:40:39.147 --> 01:40:44.108]  And I'm just sitting here like, how can you not sell the Alex Jones Show?
[01:40:44.108 --> 01:40:52.211]  How can you not go and say, this is banned on the internet, you cannot access this anywhere unless you want to broadcast on your AM station?
[01:40:52.211 --> 01:40:54.772]  So, I think that Mark makes a good point, but...
[01:40:56.252 --> 01:40:58.973]  The talk radio market is such an interesting bird.
[01:40:58.973 --> 01:41:03.114]  It's hard to penetrate because it is just cutthroat, man.
[01:41:03.114 --> 01:41:05.814]  I mean, it is so cutthroat, that industry.
[01:41:05.814 --> 01:41:09.515]  And people just, I mean, some people just struggle just to get by.
[01:41:09.515 --> 01:41:11.255]  And you wouldn't even think it.
[01:41:11.255 --> 01:41:13.816]  Some of the biggest shows.
[01:41:13.816 --> 01:41:22.958]  So I think if you can find the right stations with the right owners, that could be one way to get more stations to pick up the Alex Jones Show.
[01:41:22.958 --> 01:41:23.338]  But I mean,
[01:41:28.942 --> 01:41:32.625]  I think that some people are just scared to put Alex Jones on their airwaves now.
[01:41:32.625 --> 01:41:34.206]  You know, that's part of the chilling effect.
[01:41:34.206 --> 01:41:38.070]  That's part of the character assassination of Alex Jones that the media is engaged in.
[01:41:38.070 --> 01:41:40.231]  Total defamation.
[01:41:40.231 --> 01:41:42.553]  Let's take one more call before we go to this break.
[01:41:42.553 --> 01:41:44.095]  Let's go to Tyler in Wisconsin.
[01:41:44.095 --> 01:41:46.116]  Go ahead, Tyler.
[01:41:46.116 --> 01:41:46.697]  Hey, what's up?
[01:41:46.697 --> 01:41:49.599]  This is Tyler Baggins here, and I think you're right.
[01:41:49.599 --> 01:41:55.284]  We need to actually vote with our pocketbooks here and make the economy kind of be our voice.
[01:41:55.988 --> 01:42:12.037]  And after what Apple did, taking the InfoWars app out of the iTunes Store, I think that's like, that's like the straw that broke the camel's back for me, because they moved their servers to China, or the cloud, you know, the cloud just floated over to China.
[01:42:12.037 --> 01:42:13.478]  That's how they want to make it sound.
[01:42:13.478 --> 01:42:21.623]  But they moved all the servers over to China, and you know, that's kind of like an intangible thing, right, that's not really affecting you day to day.
[01:42:22.165 --> 01:42:26.070]  But the other day, I was having some bugs in the InfoWars app.
