[00:00:00.886 --> 00:00:02.994]  We are drugged out!
[01:11:33.095 --> 01:11:35.317]  I'm simply saying this is sophisticated.
[01:11:35.317 --> 01:11:39.282]  So Zach, you got five minutes till break, ten minutes next segment, you got the floor, break it down.
[01:11:40.731 --> 01:11:41.452]  How are you doing, Alex?
[01:11:41.452 --> 01:11:44.556]  It's great to be back on and have the ability to connect some dots here.
[01:11:44.556 --> 01:11:47.800]  And I'm also just doing what the universe has told me to do.
[01:11:47.800 --> 01:11:58.333]  So I come into this conversation with a very unique first-hand point of view of the murder of a leader of the richest, most productive country on the continent of Africa, Omar Gaddafi.
[01:11:59.262 --> 01:12:14.470]  Which appeased and disarmed peacefully in December of 2003 when Gaddafi agreed to eliminate his country's weapons of mass destruction program and also his decades-old nuclear weapons program through UN channels, mind you.
[01:12:14.470 --> 01:12:18.412]  And even after all of that... And let's be clear, because they all know it.
[01:12:18.412 --> 01:12:27.877]  You were there, you were involved, you were right in the middle of it, and so as an Arabic-speaking member of PSYOPS, and that's why they're so pissed about what you're on the air talking about.
[01:12:29.036 --> 01:12:37.966]  Specifically, a North African Arabic-speaking individual, not a Farsi-speaking individual, and that's speaking to individuals who have looked into that.
[01:12:37.966 --> 01:12:41.290]  But make no mistake, this is orchestrated and overseen by a sitting U.S.
[01:12:41.290 --> 01:12:45.855]  President on top of the food chain, American intelligence agencies.
[01:12:47.113 --> 01:12:48.314]  This is very problematic.
[01:12:48.314 --> 01:12:54.336]  This was done all on HD cameras, all for the country to see.
[01:12:54.336 --> 01:12:57.517]  We remember the convoy of Toyota trucks moving through Libya.
[01:12:57.517 --> 01:13:02.599]  We remember Fast and Furious, but now all of a sudden it's no big deal.
[01:13:02.599 --> 01:13:04.120]  We had a real big problem with this.
[01:13:04.620 --> 01:13:10.365]  Because Muammar Gaddafi did what you would want any supposed despot to do in the world.
[01:13:10.365 --> 01:13:13.067]  Denuclearize, turn your weapons in.
[01:13:13.067 --> 01:13:15.630]  He said, yep, yep, yep, I gotcha, we'll do that.
[01:13:15.630 --> 01:13:16.230]  I did it.
[01:13:16.230 --> 01:13:18.272]  And eight years later he got set up and murdered.
[01:13:19.814 --> 01:13:21.035]  That's a good word for it.
[01:13:21.035 --> 01:13:22.236]  It was pretty brutal.
[01:13:22.236 --> 01:13:23.316]  It was recorded.
[01:13:23.316 --> 01:13:29.921]  It was uploaded on HD video for everyone to see in the world on monitored IP addresses.
[01:13:29.921 --> 01:13:32.262]  They also raped him with an AK-47?
[01:13:35.993 --> 01:13:37.794]  Yeah.
[01:13:37.794 --> 01:13:38.435]  Uploaded.
[01:13:38.435 --> 01:13:40.056]  Uploaded for the world to see.
[01:13:40.056 --> 01:13:41.717]  And the IP addresses are known.
[01:13:41.717 --> 01:13:43.338]  We know what happened.
[01:13:43.338 --> 01:13:44.238]  We knew what occurred.
[01:13:44.238 --> 01:13:57.807]  But the story before Gaddafi, which people need to understand, what sprung out of that country and the killing of Gaddafi and why this is so important is because this is where the true ISIS stronghold that we are now supposedly fighting came out of.
[01:13:57.807 --> 01:13:58.848]  Yeah, that was the launch base.
[01:13:58.848 --> 01:14:04.592]  They were to eat Libya and take that as substance as their baby meal to then invade Syria.
[01:14:06.078 --> 01:14:15.182]  But even before that, the weapons that killed Gaddafi, the power that backed Gaddafi, were ran through operations like Fast and Furious and Operation Castaway.
[01:14:15.182 --> 01:14:16.023]  And that's all come out.
[01:14:16.023 --> 01:14:17.744]  That was Hillary, the whole deal.
[01:14:17.744 --> 01:14:21.225]  Even though he was trying to surrender for months, he said, I'm ready.
[01:14:21.225 --> 01:14:22.206]  Don't hurt the people.
[01:14:22.206 --> 01:14:23.086]  Leave the infrastructure.
[01:14:23.086 --> 01:14:26.007]  They said, no, we're blowing it all up and we're going to kill you.
[01:14:26.007 --> 01:14:26.428]  And he was like...
[01:14:28.170 --> 01:14:29.110]  Forget surrender.
[01:14:29.110 --> 01:14:32.611]  He turned it all in in 2003 through UN channels.
[01:14:32.611 --> 01:14:36.452]  Disarmed, peacefully did everything that we're expecting Kim Jong-un to do right now.
[01:14:36.452 --> 01:14:38.892]  Even gave them all the money.
[01:14:38.892 --> 01:14:40.953]  Gave them everything.
[01:14:40.953 --> 01:14:42.873]  And the country had so much prosperity.
[01:14:42.873 --> 01:14:45.414]  It had the highest GDP of the entire continent.
[01:14:45.414 --> 01:14:47.034]  Over Morocco, over Egypt.
[01:14:47.034 --> 01:14:54.275]  It was pumping up all of Africa.
[01:14:54.275 --> 01:14:55.256]  And that was his sin.
[01:14:55.256 --> 01:14:56.696]  His Marshall Plan for Africa.
[01:14:58.118 --> 01:15:21.474]  And this started long, long, long, long time ago, so we have to realize that Muammar Gaddafi also had connections with Europe and also the United States, to include a good friend of mine, Louis Farrakhan, who in 1996, in the New York Times reports on this, was attempting to receive a $1 billion loan from the then-Colonel there in Libya, which
[01:15:22.285 --> 01:15:27.809]  Out of all people, the Clinton administration says, no, you know what?
[01:15:27.809 --> 01:15:30.051]  This Gaddafi guy is an unsavory source.
[01:15:30.051 --> 01:15:43.942]  I don't think you, Louis Farrakhan, the leader of the Nation of Islam, should receive this $1 billion grant from Muammar Gaddafi to invest in the black community, to invest with, you know, small business loans and, you know, pick up
[01:15:44.082 --> 01:15:50.183]  Well, let's connect the dots where all this goes when we come back and what's happening with Trump right now on the other side.
[01:15:50.183 --> 01:15:52.284]  Infowars.com, Newswars.com.
[01:15:52.284 --> 01:15:54.064]  Zach is our guest.
[01:15:54.064 --> 01:15:57.405]  The Secrets of Libya.
[01:15:57.405 --> 01:16:04.346]  President Trump gave a speech on Friday at the Naval Academy for their commencement and said, America is back.
[01:16:04.346 --> 01:16:06.867]  Hollywood does not have the megaphone anymore.
[01:16:06.867 --> 01:16:13.148]  The patriots that believe in real Americana are back in charge and the world is taking notice.
[01:16:14.088 --> 01:16:28.101]  Ladies and gentlemen, to celebrate Memorial Day and the great sacrifices of our veterans, we are offering free shipping at InfoWarsTore.com and 50% off on more than 20 best-selling items like Brain Force, the amazing nootropic.
[01:16:28.101 --> 01:16:37.270]  Help support the information war, get great products at the same time, and continue to fund an operation that is a thorn in the side of the globalists and is continuing to back President Trump
[01:16:37.830 --> 01:16:38.230]  We're good to go.
[01:16:54.722 --> 01:16:55.503]  Infowarslife.com.
[01:16:55.503 --> 01:16:57.104]  Take advantage today.
[01:16:57.104 --> 01:17:03.488]  The scientists at Infowarslife have created a powerful formula for inflammatory support and joint support.
[01:17:03.488 --> 01:17:06.710]  Discover the power of ancient medicine with Bades.
[01:17:06.710 --> 01:17:10.413]  Bades contains one of the most potent forms of turmeric available.
[01:17:10.413 --> 01:17:15.116]  Turmeric has been used for thousands of years and is one of the most studied herbals today.
[01:17:15.116 --> 01:17:18.379]  It is well known in traditional medicine for its soothing properties.
[01:17:19.259 --> 01:17:30.271]  Our pure turmeric extract plus piperine from Black Pepper makes for optimal absorption to help boost and support your flexibility, mobility, joint function, immune system, and so much more.
[01:17:30.271 --> 01:17:38.800]  Regular turmeric root from the store only contains 1-5% of active ingredients, but our turmeric root extract contains over 95% of the active ingredients.
[01:17:40.422 --> 01:17:49.494]  Bodies combines turmeric with organic herbs such as spearmint, sage, lemon balm, and thyme to work synergistically for full body support.
[01:17:49.494 --> 01:17:53.779]  Try Bodies today at Infowarslife.com or call us at 1-888-253-3139.
[01:18:00.948 --> 01:18:10.371]  One of the most incredible cups of coffee can be found in the high mountains of southern Mexico, where the Chiapas farmers have spent years perfecting their techniques.
[01:18:10.371 --> 01:18:21.775]  Based on hundreds of years of traditional techniques and perfect conditions, we've sourced only the best to provide you with our immune support and Wake Up America Patriot Blend Coffee.
[01:18:21.775 --> 01:18:27.457]  Ancient Mayan knowledge is paired with the natural fertility of the land to generate the world's finest coffee beans.
[01:18:27.717 --> 01:18:39.207]  Carefully harvested and free of toxic chemicals used in big agricultural productions, Patriot Blend coffees have a smooth, bold flavor with great depth to give you just what you need in the morning.
[01:18:39.207 --> 01:18:47.393]  You can even choose to start your morning healthier with the Immune Support Blend, infused with a powerful blend to support your immune response and stamina.
[01:18:47.393 --> 01:18:49.895]  It's time to take care of your morning routine.
[01:18:49.895 --> 01:18:55.580]  Get a bag of Patriot Blend coffee to support the show while enhancing your morning routine at InfoWarsStore.com.
[01:18:58.419 --> 01:19:02.022]  InfoWars Life is bringing you a breakthrough in modern medicine.
[01:19:02.022 --> 01:19:03.783]  Introducing Pollen Block.
[01:19:03.783 --> 01:19:15.071]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[01:19:15.831 --> 01:19:24.616]  In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced less seasonal immune and inflammatory responses.
[01:19:24.616 --> 01:19:36.083]  They began studying this effect in published trials, and decades later, we now have the fruit of this research, a fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[01:19:36.083 --> 01:19:38.705]  Pollen block is natural and effective.
[01:19:38.705 --> 01:19:40.426]  It is not an antihistamine.
[01:19:40.426 --> 01:19:45.229]  In fact, current research has found that it actually acts by blocking the activity of tryptase,
[01:19:45.489 --> 01:19:47.371]  You're listening to the Alex Jones Show!
[01:20:19.700 --> 01:20:29.487]  Live from the Infowars.com studios, you're listening to the Alex Jones Show.
[01:20:29.487 --> 01:20:35.110]  I was just talking to Zach, he's a smart guy during the break, and he thinks Trump has pretty much broken their back.
[01:20:35.110 --> 01:20:40.374]  He thinks the DOJ, all of it, these corrupt elements are about to back down, but they can't stop.
[01:20:40.374 --> 01:20:43.996]  They never quit, and their own minions are kind of like zombies.
[01:20:43.996 --> 01:20:46.038]  They just keep attacking, but tying it together,
[01:20:46.892 --> 01:20:55.396]  With the US, with Trump, with Jared Kushner in his speech saying, America does what it says now.
[01:20:55.396 --> 01:20:57.497]  You sign a deal with us, it's gold.
[01:20:57.497 --> 01:21:02.660]  Well that's the only power, I'm from Texas, where it still is under law, handshake deals are law.
[01:21:03.672 --> 01:21:09.458]  And they took our soft power of doing what we would say under Obama and Hillary with all these sickening betrayals.
[01:21:09.458 --> 01:21:10.739]  You're getting at that.
[01:21:10.739 --> 01:21:15.864]  What happened to Gaddafi and what finally began to turn Farrakhan against the left.
[01:21:15.864 --> 01:21:17.586]  And you go, well, who cares about Farrakhan?
[01:21:17.586 --> 01:21:20.569]  The guy's the main black leader in America, not Obama.
[01:21:21.289 --> 01:21:30.437]  And the point is if they can get him to go to Trump or get out of the way of Trump, then we can bring prosperity and break the back of the left forever and their whole race-based system.
[01:21:30.437 --> 01:21:32.378]  You go, well then why go to Farrakhan who's been race-based?
[01:21:32.378 --> 01:21:34.000]  Well that was that time.
[01:21:34.000 --> 01:21:36.502]  You go to the guy that controls that to end that.
[01:21:36.502 --> 01:21:38.403]  So it all makes perfect sense.
[01:21:38.403 --> 01:21:43.668]  So the time we've got, you're gonna come back for a full hour this week, Zach, break down where we are and how this ties into Fort Hood.
[01:21:45.362 --> 01:21:45.842]  Absolutely.
[01:21:45.842 --> 01:21:51.125]  So we kind of pretext with the murder of Muammar Gaddafi, the most prosperous country in North Africa.
[01:21:51.125 --> 01:21:59.730]  But all that was made possible by Fast and Furious being ran stateside in through Mexico, into Central America, and eventually into North Africa.
[01:21:59.730 --> 01:22:02.472]  And that ran specifically through Fort Hood.
[01:22:02.472 --> 01:22:12.937]  So what this becomes is it was Libya by any means necessary, even if you had to get the support by gunning down soldiers on a base in Texas, Fort Hood, 2009.
[01:22:12.937 --> 01:22:13.978]  Which brings me to my next point.
[01:22:15.157 --> 01:22:16.860]  What about Anwar al-Awlaki?
[01:22:16.860 --> 01:22:19.284]  Which if people forget the Fort Hood shooting... Let me just stop you.
[01:22:19.284 --> 01:22:22.170]  You always shadow this is why the feds come after you and me for it.
[01:22:22.170 --> 01:22:23.893]  If you just dump it all they'll go away.
[01:22:23.893 --> 01:22:25.556]  They're afraid you'll put it out.
[01:22:25.556 --> 01:22:27.779]  That's why they... Just get it out there.
[01:22:30.290 --> 01:22:36.355]  So let's talk about Anwar al-Awlaki, which was the supposed mastermind of the Fort Hood shooting.
[01:22:36.355 --> 01:22:46.404]  This is the guy speaking to Major Nidal Hassan, who supposedly took these guns out and gunned down the 13 soldiers at the SRP site there in Fort Hood.
[01:22:46.404 --> 01:22:50.588]  Anwar al-Awlaki, this Yemeni cleric, well, here's the thing about Anwar al-Awlaki.
[01:22:51.936 --> 01:22:58.003]  Yeah, he was in Yemen when he was gunned down, excuse me, droned by a CIA drone in 2011.
[01:22:58.003 --> 01:23:01.186]  But make no mistake, Anwar al-Awlaki is an American citizen.
[01:23:01.186 --> 01:23:11.477]  Anwar al-Awlaki is an American-speaking man born in New Mexico, who has a family born in the United States, who is an intellectual, who is a CIA puppet.
[01:23:11.477 --> 01:23:12.258]  Everyone knows it.
[01:23:12.258 --> 01:23:14.040]  Just go ahead and do the basic search on the man.
[01:23:14.600 --> 01:23:22.271]  And that's why it was confirmed two years after in Fort Hood, I know you were there, that for two years they knew Alaki was handling Hassan and let him do it.
[01:23:22.271 --> 01:23:30.562]  So, bottom line, criminal elements of our government let one of their own CIA operatives posing as Al Qaeda wind up Hassan to carry out the attack.
[01:23:31.840 --> 01:23:32.660]  Supposedly.
[01:23:32.660 --> 01:23:36.842]  He's still alive, mumbling words in some, you know, military prison.
[01:23:36.842 --> 01:23:44.166]  And Anwar al-Awlaki is supposedly dead, killed and targeted by a CIA drone strike in Yemen in 2011.
[01:23:44.166 --> 01:23:53.510]  Not killed by an Army drone strike, not killed by an Air Force drone strike or any other DoD entity, but killed by the CIA in a drone strike and confirmed by the CIA.
[01:23:53.510 --> 01:23:56.171]  Yeah, so they killed their own guy and are saying he's still alive.
[01:23:57.212 --> 01:24:04.056]  In the poorest country in the Arab world, where they're still shooting ballistic missiles into our staunchest ally in the Arab world.
[01:24:04.056 --> 01:24:07.158]  If you believe that, we have very big problems.
[01:24:07.158 --> 01:24:08.699]  But here is the problem.
[01:24:08.699 --> 01:24:09.880]  They shut down the cell towers.
[01:24:09.880 --> 01:24:16.144]  I was on the ground in Fort Hood in 2009, where people did die, and stretchers were brought out.
[01:24:16.144 --> 01:24:17.685]  People were killed there in Fort Hood.
[01:24:17.685 --> 01:24:21.327]  But the idea and the narrative of what's occurring is very problematic.
[01:24:21.327 --> 01:24:24.670]  And it gets even more problematic when you go to the official story.
[01:24:26.145 --> 01:24:31.190]  If this guy did do this or whatever, put it this, he didn't get his day in court.
[01:24:31.190 --> 01:24:32.071]  There was no day in court.
[01:24:32.071 --> 01:24:35.354]  He's an American citizen, born in New Mexico.
[01:24:35.354 --> 01:24:40.219]  His family are American citizens, born in the New England area.
[01:24:40.219 --> 01:24:45.684]  They were all killed and targeted in the supposed strike in Yemen with no due process, with no nothing.
[01:24:46.605 --> 01:24:48.027]  I don't believe he was killed in Yemen.
[01:24:48.027 --> 01:24:50.069]  In fact, I know he was not killed in Yemen.
[01:24:50.069 --> 01:25:02.824]  If he was killed in Yemen, it's a big problem for every American citizen sitting in the country today because, yeah, he happened to be a part of this story that they're stitching together, but make no mistake, in 20 to 30 years from now, when you become the enemy, will you have your day in court?
[01:25:04.005 --> 01:25:05.626]  No, I understand what you're saying, Zack.
[01:25:05.626 --> 01:25:14.131]  So, I mean, it came out the CIA knew about Major Hassan's plan for years and stood down, and then they covered up that it was a terror attack.
[01:25:14.131 --> 01:25:22.195]  So, if you're going to let an attack take place, why not then cover up the purpose of it and just call it a mass shooting?
[01:25:22.195 --> 01:25:22.956]  I don't get it.
[01:25:25.433 --> 01:25:27.393]  Yeah, it got very convoluted.
[01:25:27.393 --> 01:25:36.755]  I mean, yeah, it wasn't Islamic terror, it was a work... No, I know, so if you're going to protect it and cover up that it was commanded from the highest levels, why then not call it terror?
[01:25:36.755 --> 01:25:39.236]  I'm trying to get the key bono here.
[01:25:39.236 --> 01:25:43.217]  Oh, no, you couldn't call it terror because they had to come up with a second amendment.
[01:25:43.217 --> 01:25:49.498]  But eventually they could double bar... So you're saying they wound up an Islamic terrorist as their latest false flag against the second amendment.
[01:25:49.498 --> 01:25:50.058]  That makes sense.
[01:25:51.297 --> 01:26:00.728]  I guess the Second Amendment and also to keep the, but it also ties into Libya and what it, what it officially happened because if you don't think that the DOD and all the service members in America, people were pissed off.
[01:26:00.728 --> 01:26:09.098]  It's one thing for kids to be killed, which is terrible, which they're doing, but it's another thing for on our most effective, largest base in the world for them to attack our service members.
[01:26:09.787 --> 01:26:10.648]  You could do anything.
[01:26:10.648 --> 01:26:20.675]  9-11 proved the precedent to make that happen, but if you could really get in the base, if you could really be homegrown... Sure, to actually attack the attack dogs, let's people know there's a problem.
[01:26:20.675 --> 01:26:27.321]  And so what went too far in Libya to finally, because that's Benghazi that got people to realize, my God...
[01:26:28.041 --> 01:26:33.264]  And then they learned the Office of Personnel Management was a deliberate handover of all of our personnel, the Chinese.
[01:26:33.264 --> 01:26:43.010]  I mean, from my intel, Zach, the reason there's real resistance now with the globalists is they weren't just going to broker a deal with the Chinese for hegemonic sharing of power.
[01:26:43.010 --> 01:26:46.112]  America was to be brought down under Hillary, under the shy comms.
[01:26:46.112 --> 01:26:46.873]  That went too far.
[01:26:46.873 --> 01:26:53.637]  If you can make a big enough mess, the world becomes controllable.
[01:26:54.466 --> 01:27:00.669]  And this all ties in, and I'm jumping because we have limited time here, but the idea of infinite makes them very uncomfortable.
[01:27:00.669 --> 01:27:02.329]  They want us divided to control.
[01:27:02.329 --> 01:27:04.970]  They do not want us connected to expand.
[01:27:04.970 --> 01:27:10.653]  Sure, so what finally woke the intelligence agencies up against the globalists for what we've seen in the last four years?
[01:27:10.653 --> 01:27:11.273]  What was the trigger?
[01:27:11.593 --> 01:27:22.558]  Well, it was just a perpetuation of just, you know, ruthless acts, but the idea and the realization that we have a president in there that realizes that once we go multi-planetary, the race car goes right out the window.
[01:27:22.558 --> 01:27:23.439]  Exactly!
[01:27:23.439 --> 01:27:27.140]  We don't want the eugenics model, starve people, war model.
[01:27:27.140 --> 01:27:32.703]  We have to unlimited get together or we will destroy the planet and we have to go to the bigger plan.
[01:27:34.742 --> 01:27:40.486]  So, their crimes, their terrible acts don't happen in a vacuum.
[01:27:40.486 --> 01:27:45.190]  They occurred, but we can't just stitch them together and, you know, current reasoning.
[01:27:45.190 --> 01:27:46.891]  They thought they were going to win the election.
[01:27:46.891 --> 01:27:49.734]  They did not anticipate Donald Trump winning the election.
[01:27:49.734 --> 01:27:54.378]  So, with that being said, we have an opportunity here to- Let me ask you that.
[01:27:57.623 --> 01:28:02.833]  As they realize we're succeeding and our renaissance is winning, they're getting more and more panicked.
[01:28:02.833 --> 01:28:04.456]  I don't want to be overconfident here though.
[01:28:04.456 --> 01:28:05.999]  What are they going to do in your research view?
[01:28:07.472 --> 01:28:08.953]  They will attempt to take my life.
[01:28:08.953 --> 01:28:12.936]  They will attempt to do whatever they do to assassinate your organization.
[01:28:12.936 --> 01:28:15.398]  They will attempt to stifle the truth.
[01:28:15.398 --> 01:28:18.400]  They will attempt to hold on to whatever power they have.
[01:28:18.400 --> 01:28:21.782]  But, weirdly, here's the problem.
[01:28:21.782 --> 01:28:23.363]  The universe is in control.
[01:28:23.363 --> 01:28:24.424]  It's not their own world.
[01:28:26.644 --> 01:28:27.844]  Godspeed to them.
[01:28:27.844 --> 01:28:30.065]  I mean, I do pray for forgiveness.
[01:28:30.065 --> 01:28:32.825]  We must prosecute them for their crimes.
[01:28:32.825 --> 01:28:42.208]  Certain things cannot go unrecognized, but at a certain level, forgiveness needs to be the moniker because what we're doing... No, I agree.
[01:28:42.208 --> 01:28:44.128]  I would give them abstention.
[01:28:44.128 --> 01:28:46.569]  I mean, I would give them a truce if they stop.
[01:28:46.569 --> 01:28:47.729]  The problem is they can't stop.
[01:28:47.729 --> 01:28:53.270]  We'll finish up then with you, and then we got Dr. Corsi coming on about the deep state's latest targets.
[01:28:53.270 --> 01:28:54.451]  This is all exclusive.
[01:28:54.451 --> 01:28:55.151]  World changing.
[01:28:55.151 --> 01:28:55.591]  Straight ahead.
[01:28:55.591 --> 01:28:55.951]  Stay with us.
[01:28:57.318 --> 01:29:04.963]  Western Europe has already banned free speech, and an iron curtain of censorship is descending down over the UK.
[01:29:04.963 --> 01:29:12.889]  They're set to pass rules, not a law, that if you criticize Islam or gays, you'll get six months in prison.
[01:29:12.889 --> 01:29:15.971]  We know we're only about a year or two behind what's happening in the UK.
[01:29:16.591 --> 01:29:21.252]  CNN and many others are calling for InfoWars to be shut down, taken off the web.
[01:29:21.252 --> 01:29:25.393]  Slate Magazine has a professor and others saying, go beyond censorship.
[01:29:25.393 --> 01:29:28.514]  Brainwash young people against InfoWars.
[01:29:28.514 --> 01:29:33.275]  Psychologically inoculate them with lies so they don't actually hear what we have to say.
[01:29:33.275 --> 01:29:36.316]  We are the most hated news source in the world by globalists.
[01:29:36.736 --> 01:29:51.820]  It is so critical that you go to InfoWars.com forward slash newsletter and sign up for the free newsletter so we can be in contact with you, and so the censors can't bully their way in and block us being able to engage in free, open dialogue as a society.
[01:29:51.820 --> 01:29:53.360]  That is critical to this fight.
[01:29:53.360 --> 01:29:58.081]  We will prevail if you take action, and I know you will.
[01:29:58.081 --> 01:30:05.623]  I want to plow into all of this, but I'm going to spend a few minutes here first just encouraging listeners to understand that
[01:30:07.213 --> 01:30:18.039]  When you buy t-shirts, or water filtration systems, or books, or videos, or other materiel from InfoWarsTore.com, you are funding the revolution.
[01:30:18.039 --> 01:30:20.160]  I mean, I cannot say it any clearer.
[01:30:20.160 --> 01:30:24.162]  And so it is essential that you purchase the products at InfoWarsTore.com.
[01:30:24.162 --> 01:30:25.383]  I want to thank everybody that has, but
[01:30:25.623 --> 01:30:33.809]  We've got the best fluoride-free toothpaste with colloidal silver and with high-quality atomic iodine, and you cannot beat that for children and adults.
[01:30:33.809 --> 01:30:39.232]  We've got the best mouthwash designed by Dr. Jones, that's my dad, with colloidal silver and iodine as well.
[01:30:39.232 --> 01:30:41.734]  Infowarslife.com or 888-253-3139.
[01:30:41.734 --> 01:30:50.920]  And your purchase of the products stands with us, stands with America, stands with Trump, stands against the globalists and their satanic pedophile armies.
[01:30:50.920 --> 01:30:55.383]  And that's who they are, and they know we know who they are, and they're coming back against us, so we need your support.
[01:30:58.120 --> 01:31:01.782]  Guaranteeing your food independence is a crucial part of prepping.
[01:31:01.782 --> 01:31:09.786]  Between debt crises, natural disasters, or even simple power outages, having a supply of storable meals is crucial.
[01:31:09.786 --> 01:31:16.469]  With InfoWars Life Select Storable Food, you can make sure you and your family are ready for any emergency.
[01:31:16.469 --> 01:31:25.694]  With drinks, snacks, and meals in amounts ranging from 72 hours to a full year, there's no better place to look for healthy, easy, and incredible meals.
[01:31:26.414 --> 01:31:33.557]  Including meals such as Traveler Stew, Homestyle Potato Soup, and a variety of other meals for breakfast, lunch, and dinner.
[01:31:33.557 --> 01:31:38.639]  InfoWars Life Select storable food will help you eat comfortably in a time of need.
[01:31:38.639 --> 01:31:40.600]  They even work great for camping!
[01:31:40.600 --> 01:31:47.343]  Simply pack a 72-hour kit to go and you have easy-to-cook and transport food for you and your loved ones trip.
[01:31:47.343 --> 01:31:49.344]  Don't be caught surprised by an emergency.
[01:31:49.865 --> 01:31:52.654]  Make sure you're stocked up today with all the food you need.
[01:31:52.654 --> 01:31:56.326]  For an affordable price with InfoWars Life Select storable foods.
[01:31:57.731 --> 01:32:06.477]  Hey, did you know that you can now preserve your own food for up to 25 years and still maintain its nutrition and flavor?
[01:32:06.477 --> 01:32:07.017]  That's right.
[01:32:07.017 --> 01:32:12.281]  Now's the time to build your own food storage with Harvest Rites freeze dryers.
[01:32:12.281 --> 01:32:18.965]  Go to infowarsstore.com to learn more and check out this innovative and smart technology that's easy to use.
[01:32:18.965 --> 01:32:26.230]  And let me tell you something, it is perfect for freeze drying fruits, vegetables, meats, dairy products, desserts, and entire meals.
[01:32:26.530 --> 01:32:26.770]  Woo!
[01:32:26.770 --> 01:32:27.810]  That's what I'm talking about.
[01:32:27.810 --> 01:32:36.533]  And when compared to traditional methods of preservation, like canning or dehydrating, you know, like what you get at the grocery store, there is no comparison.
[01:32:36.533 --> 01:32:46.136]  Harvest Right freeze dryers retain 97% of the food's taste, color, and nutritional value, and have a shelf life of up to 25 years.
[01:32:46.136 --> 01:32:49.577]  Now that's what I call the miracle of food preservation.
[01:32:49.577 --> 01:32:53.698]  Harvest Right is truly the world's best, most affordable freeze dryer.
[01:32:53.698 --> 01:32:54.538]  So what are you waiting for?
[01:32:54.758 --> 01:33:01.351]  Check it out right now at InfoWarsStore.com!
[01:33:01.351 --> 01:33:03.956]  You're listening to the Alex Jones Show!
[01:33:20.244 --> 01:33:21.385]  The answer to 1984 is 1776.
[01:33:21.385 --> 01:33:30.408]  You're listening to The Alex Jones Show.
[01:33:30.408 --> 01:33:33.549]  So everyone's heard of social engineers.
[01:33:33.549 --> 01:33:36.510]  But do we ever ask, who programs the engineering?
[01:33:36.510 --> 01:33:40.172]  What do the big mega banks, the foundations, the universities, what do they want?
[01:33:41.459 --> 01:33:44.561]  But we know what they want, those of us that have studied it.
[01:33:44.561 --> 01:33:52.124]  And InfoWars is about getting you, believing in you, to simply look at information and to become part of the debate.
[01:33:52.124 --> 01:34:01.909]  You've got the globalist depopulation, human austerity, humans don't go to space, some new species comes out of us, the Silicon God that Elon Musk warns of.
[01:34:01.909 --> 01:34:03.070]  That's the plan.
[01:34:03.070 --> 01:34:04.691]  The people running things now have that plan.
[01:34:05.558 --> 01:34:07.299]  We are going to the stars.
[01:34:28.678 --> 01:34:35.583]  The people who try to keep us held down and pinned at each other's necks don't realize this idea.
[01:34:35.583 --> 01:34:41.246]  It is explained and realized that the universe is infinite.
[01:34:41.246 --> 01:34:44.969]  And the idea of infinite makes them very uncomfortable.
[01:34:44.969 --> 01:34:50.112]  Because when you have a victim, you have to keep them held down.
[01:34:50.112 --> 01:34:52.594]  You have to keep them to a small proximity.
[01:34:52.594 --> 01:34:55.656]  You have to keep on feeding them a narrative of why they are a victim.
[01:34:57.000 --> 01:35:01.484]  But the reality becomes is that we're God sent.
[01:35:01.484 --> 01:35:03.326]  This is our time.
[01:35:03.326 --> 01:35:04.808]  We will be connected.
[01:35:04.808 --> 01:35:06.369]  There is not racism.
[01:35:06.369 --> 01:35:08.611]  We are one race, the human race.
[01:35:08.611 --> 01:35:18.701]  And that idea that we are one race, the human race stifles everything that they've done for hundreds of years to keep us down.
[01:35:18.701 --> 01:35:19.302]  That is it.
[01:35:20.563 --> 01:35:21.724]  That is it.
[01:35:21.724 --> 01:35:27.709]  And that is very uncomfortable if you've made your bones and made your momentum and your life's work based on being...
[01:35:30.020 --> 01:35:35.701]  And notice, they say that great truth that we all know, but then they exacerbate the differences.
[01:35:35.701 --> 01:35:41.102]  They go, oh, we're for everybody being unified, but they ignore Martin Luther King and then promote the total division.
[01:35:41.102 --> 01:35:42.523]  It's completely clear.
[01:35:42.523 --> 01:35:47.584]  And thanks to Kanye, like you said, this, you know, full spectrum reality.
[01:35:47.584 --> 01:35:52.945]  One of those key terms you were talking about, about the real reality TV show of the universe, full spectrum drama.
[01:35:54.144 --> 01:36:07.852]  Full-spectrum drama, because politicians should have been the most effective individual leaders and attention-getters, but unfortunately through social media, or maybe fortunately, who knows, evolution happens, it happens to be celebrities.
[01:36:08.621 --> 01:36:16.928]  So with celebrities getting the most attention at the time, and the most ears here, and the most eyes here, and the most, you know, attention, it's celebrities.
[01:36:16.928 --> 01:36:18.730]  And it's not just you telling me this.
[01:36:18.730 --> 01:36:22.753]  I've talked to other sources that Trump, five, six years ago, met with Kanye.
[01:36:22.753 --> 01:36:24.475]  They planned all this out.
[01:36:24.475 --> 01:36:25.536]  They didn't even want to do this.
