[00:00:12.310 --> 00:00:18.576]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:15:46.823 --> 01:15:50.185]  And this is, again... Well, let's talk about it with Dr. Nick Maggots.
[01:15:50.185 --> 01:15:52.446]  What is the globalist endgame, and who are the globalists?
[01:15:52.446 --> 01:15:53.506]  How do we stop them?
[01:15:53.506 --> 01:15:54.086]  Stay with us.
[01:15:54.086 --> 01:15:55.627]  This is the broadcast they don't want you to hear.
[01:15:57.307 --> 01:16:02.171]  As the years go by, it gets harder and harder to keep up with your body's nutritional needs.
[01:16:02.171 --> 01:16:11.079]  With changes in diet, unnatural ingredients, and stress, you may not be able to get all the necessary nutrients, amino acids, vitamins, and minerals needed daily.
[01:16:11.079 --> 01:16:16.423]  That's why InfoWars Life created the powerful Vitamin Mineral Fusion Formula.
[01:16:16.423 --> 01:16:24.690]  The new platinum standard of advanced multivitamin formulation, Vitamin Mineral Fusion uses a unique delivery system to maximize the effects
[01:16:24.790 --> 01:16:25.110]  I think so.
[01:16:57.316 --> 01:17:03.599]  We're bringing back one of the biggest fan favorite formulas we've ever offered with even better ingredients.
[01:17:03.599 --> 01:17:04.640]  Ultimate Bone Broth.
[01:17:06.391 --> 01:17:12.976]  Info Wars Life is proud to bring you a powerhouse bone broth formula to help push you to your limits.
[01:17:12.976 --> 01:17:22.064]  This incredible formula will help you get the most out of your workout with the power of ultra-high quality bone broth, one of the most popular health trends on the planet.
[01:17:22.064 --> 01:17:30.511]  Built with more than seven different superfoods and crucial compounds, Ultimate Bone Broth will help support your healthy muscles, digestion, tendons and ligaments
[01:17:30.771 --> 01:17:34.473]  While also supporting your body's fight against free radicals.
[01:17:34.473 --> 01:17:46.421]  This incredible chicken bone broth formula contains time-tested ingredients such as turmeric root, chaga mushroom, goji berry powder, bee pollen, and alfalfa herb powder to support your body.
[01:17:46.421 --> 01:17:50.163]  It's time to experience what Ultimate Bone Broth can do for you.
[01:17:50.163 --> 01:17:55.446]  Get a bottle of the all-new version of a fan favorite product today at InfoWarsStore.com.
[01:17:57.990 --> 01:18:01.594]  InfoWars Life is bringing you a breakthrough in modern medicine.
[01:18:01.594 --> 01:18:03.355]  Introducing Pollen Block.
[01:18:03.355 --> 01:18:14.646]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[01:18:15.407 --> 01:18:24.189]  In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced less seasonal immune and inflammatory responses.
[01:18:24.189 --> 01:18:30.351]  They began studying this effect in published trials, and decades later, we now have the fruit of this research.
[01:18:30.351 --> 01:18:35.652]  A fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[01:18:35.652 --> 01:18:38.252]  Pollen block is natural and effective.
[01:18:38.252 --> 01:18:39.973]  It is not an antihistamine.
[01:18:39.973 --> 01:18:44.794]  In fact, current research has found that it actually acts by blocking the activity of tryptase.
[01:18:45.014 --> 01:18:49.983]  Which is an enzyme that amplifies immune and inflammatory responses in the body.
[01:18:49.983 --> 01:18:52.627]  Go outside and enjoy the air you breathe.
[01:18:52.627 --> 01:18:57.335]  Head to Infowarslife.com and grab a pack of our Pollen Block chewable tablets.
[01:18:57.958 --> 01:19:06.347]  It's really hard to have the energy at the end of the day to still get to the gym, or to go for a run, or go to the park, or heck, even take your dog for a walk.
[01:19:06.347 --> 01:19:07.809]  Believe me, I know.
[01:19:07.809 --> 01:19:12.514]  I spend hours in front of a screen and then hours in front of bright lights every day.
[01:19:12.514 --> 01:19:17.519]  But thanks to super male vitality at Infowarstore.com, I still have that energy.
[01:19:17.739 --> 01:19:37.906]  There's no way I could have the energy at the end of a long day to fight back against the chemicals in the food and water, to fight back against the modern day lifestyle with the screen time and the extended hours, to still have the stamina and endurance, energy and drive to get to the gym, get to the park, and get exercise that you need for your health.
[01:19:38.406 --> 01:19:42.169]  So go to Infowarsstore.com and get Supermail Vitality before it's gone.
[01:19:42.169 --> 01:19:46.072]  This is actually our last run of Supermail Vitality.
[01:19:46.072 --> 01:19:51.055]  So I want you to experience Supermail Vitality before it's too late.
[01:19:51.055 --> 01:19:53.797]  Unleash the Supermail in you.
[01:19:53.797 --> 01:19:55.178]  Supermail Vitality.
[01:19:55.178 --> 01:20:00.542]  Go to Infowarsstore.com.
[01:20:00.542 --> 01:20:03.184]  You're listening to the Alex Jones Show.
[01:20:18.553 --> 01:20:24.177]  He aligns himself with the truth, and it's time for you to choose a side.
[01:20:24.177 --> 01:20:28.060]  You're listening to Alex Jones.
[01:20:28.060 --> 01:20:32.003]  There's an infinity of things I want to talk about with Dr. Nick Baggage.
[01:20:32.003 --> 01:20:35.846]  The leading individual over the 26-7 years he's been active.
[01:20:35.846 --> 01:20:37.847]  I've been active about 23.
[01:20:37.847 --> 01:20:45.253]  Literally charting what the globalists were doing, what was coming, but also predicting a global resistance to it that you predicted would start
[01:20:46.053 --> 01:20:47.714]  A rising around 2016.
[01:20:47.714 --> 01:20:48.235]  Right.
[01:20:48.235 --> 01:20:51.957]  And so I want to give you the floor on this segment, because you're bringing up Trump.
[01:20:51.957 --> 01:20:53.178]  You can't believe he's still breathing.
[01:20:53.178 --> 01:20:58.101]  You know, obviously you don't like to talk about it, but your dad was obviously blown up in a plane and killed.
[01:20:58.101 --> 01:20:59.702]  A congressman that was exposing a lot of this.
[01:20:59.702 --> 01:21:04.365]  I mean, you've got the inside knowledge, but also the scientific research on what we're dealing with.
[01:21:04.365 --> 01:21:05.906]  But a lot of people say that who runs it?
[01:21:05.906 --> 01:21:06.927]  Who are they?
[01:21:06.927 --> 01:21:07.708]  What's the end game?
[01:21:07.708 --> 01:21:08.848]  Who's the controlling group?
[01:21:08.848 --> 01:21:10.089]  We'll talk about that next segment.
[01:21:10.089 --> 01:21:14.232]  But just getting into all that, because there's so many points to talk about.
[01:21:14.232 --> 01:21:15.733]  Yeah, people are waking up.
[01:21:16.473 --> 01:21:20.677]  But at the same time, we're so far down the line with this anti-human agenda.
[01:21:20.677 --> 01:21:22.278]  Well, number one, it doesn't take very many.
[01:21:22.278 --> 01:21:28.182]  I mean, if you think back on the American Revolution, some say it was two, some say it was six percent of the American population thought it was a good idea.
[01:21:28.182 --> 01:21:29.743]  We're in the new revolution.
[01:21:29.743 --> 01:21:31.685]  This is a new revolution, not just an American revolution.
[01:21:31.685 --> 01:21:32.585]  It's a human revolution.
[01:21:32.585 --> 01:21:33.266]  It's a change.
[01:21:33.266 --> 01:21:34.567]  It's an opportunity.
[01:21:34.567 --> 01:21:39.551]  Trauma causes people to reconsider the base of our values.
[01:21:39.551 --> 01:21:42.072]  In that reconsideration, I believe it is going on now.
[01:21:43.333 --> 01:21:46.836]  When I go back, the predictions weren't based on some esoteric weirdness.
[01:21:46.836 --> 01:21:50.859]  They were based on the facts, the documents, the things that we had pulled.
[01:21:50.859 --> 01:21:59.046]  Over 1,200 records we used in the books that I published, and over 100,000 were... You can look at the trajectory of what the technocracy wanted.
[01:21:59.366 --> 01:22:01.667]  Absolutely, and it was absolutely clear.
[01:22:01.667 --> 01:22:08.310]  And if you look at it, the stuff that would have been highly resisted in this part of the world, was able to be implemented in other parts of the world.
[01:22:08.310 --> 01:22:12.091]  Think of the China social scoring, which we've talked about on the program before, or India.
[01:22:12.091 --> 01:22:15.673]  So wherever it works, they like a Lego set, or a Wrecker set, they test different parts.
[01:22:15.973 --> 01:22:17.955]  Yeah, and here you could test that perfectly.
[01:22:17.955 --> 01:22:19.796]  So what did they get to test?
[01:22:19.796 --> 01:22:21.317]  All of big data got to test.
[01:22:21.317 --> 01:22:23.539]  The Googles, the Apples, the Facebooks.
[01:22:23.539 --> 01:22:29.644]  They got to set up all of their monitoring systems in China to meet their standards, so they could create social scores for the Chinese.
[01:22:29.644 --> 01:22:33.347]  And then they took that same overlay, brought it over here, and now they're using it commercially and politically.
[01:22:34.265 --> 01:22:41.167]  And then they lie to Congress, and it comes out today, even in Business Insider and Bloomberg, that they are lying to Congress.
[01:22:41.167 --> 01:22:42.347]  The arrogance!
[01:22:42.347 --> 01:22:46.708]  Right, and they will continue to lie to Congress as long as Congress doesn't prosecute people.
[01:22:46.708 --> 01:22:47.929]  And that's my next question.
[01:22:47.929 --> 01:22:55.390]  When I look, because I'm not super technical, but compared to the Congress, I go to these hearings, they don't know.
[01:22:55.390 --> 01:22:56.831]  They are like idiots.
[01:22:56.831 --> 01:22:57.411]  It's scary.
[01:22:57.631 --> 01:23:06.296]  This is the biggest problem of all, and in the earlier segment we were talking about how technology determines which governments are powerful, which governments are strong.
[01:23:06.296 --> 01:23:08.597]  Think about a Congress without science.
[01:23:08.597 --> 01:23:10.178]  How many scientists do we have in the U.S.
[01:23:10.178 --> 01:23:11.238]  Senate?
[01:23:11.238 --> 01:23:11.539]  One doctor?
[01:23:11.539 --> 01:23:13.740]  They're all a bunch of glad-handing lawyers!
[01:23:13.740 --> 01:23:15.000]  Right, most of them are.
[01:23:15.000 --> 01:23:17.382]  So you don't have the technical background.
[01:23:17.382 --> 01:23:18.682]  So here's what happens.
[01:23:18.682 --> 01:23:22.244]  They go into a closed hearing to deal with these technologies.
[01:23:22.244 --> 01:23:26.827]  They cannot take notes, they cannot take their staff, and they cannot discuss anything in
[01:23:27.347 --> 01:23:29.508]  Those hearings outside of the hearing room.
[01:23:29.508 --> 01:23:38.153]  So here they are, uneducated, in science, unable to ask the right questions and demand the right answers, knowing whether they're lying or telling the truth.
[01:23:38.153 --> 01:23:44.817]  And these are the technologies of this century that decide whether governments are strong or weak around the world.
[01:23:44.817 --> 01:23:46.058]  Our congressmen, our senators.
[01:23:46.058 --> 01:23:50.701]  And that's how you get a clapper five years ago, saying we've never spied on anyone in the U.S.
[01:23:50.701 --> 01:23:52.422]  when everything's being spied on.
[01:23:52.422 --> 01:23:54.063]  I mean, it's like saying the sky's not blue.
[01:23:55.234 --> 01:23:56.174]  So what do we do?
[01:23:56.174 --> 01:24:01.077]  I mean, it's not like some elitist thing like, oh my God, I know 10,000 times more of these senators.
[01:24:01.077 --> 01:24:02.217]  It's scaring me.
[01:24:02.217 --> 01:24:03.618]  It's not a good feeling.
[01:24:03.618 --> 01:24:03.978]  Nope.
[01:24:03.978 --> 01:24:08.880]  And I would say this, is a lot of them are just plain misinformed or uninformed.
[01:24:08.880 --> 01:24:13.062]  And so the key elements for me have always been try and provide information.
[01:24:13.062 --> 01:24:18.384]  I always encourage people that have listened to me, take the printed material because all of ours is heavily footnoted.
[01:24:18.384 --> 01:24:23.466]  And when they have relationships with their congressmen, their senators or people moving up, give them the material.
[01:24:23.986 --> 01:24:34.231]  It's well documented, well footnoted, it's not opinion pieces, and start to inform and recognize that every sovereign citizen has the ability to step in and take a little step in that direction.
[01:24:34.231 --> 01:24:39.053]  So the Chai-coms and the EU and these big corporations are way ahead of our governments.
[01:24:39.053 --> 01:24:41.434]  They've already launched this total AI takeover program.
[01:24:43.658 --> 01:24:59.921]  Looking at it, you like to get into nuts and bolts, that's great, I do too, but at the end of the day, it looks more like an arms race towards technocracy, an arms race towards AI, where all these different factions are battling to get the best AI because they believe it will give them life extension or the keys of the universe.
[01:24:59.921 --> 01:25:03.742]  And it's almost like a crazy gold rush, like we're saying, what's their master plan?
[01:25:03.742 --> 01:25:08.003]  Their master plan is keep us in La La Land while they invade the future.
[01:25:08.123 --> 01:25:09.283]  Well, and here's the thing.
[01:25:09.283 --> 01:25:10.484]  It's almost a contrast.
[01:25:10.484 --> 01:25:20.346]  On the one hand, you have what we are as created human beings and what our latent capabilities are as human beings, which have been talked about, you know, 2,000 years ago, these capabilities were talked about.
[01:25:20.346 --> 01:25:26.088]  Then you have the technologies creating sort of the false gifts, if you will.
[01:25:26.088 --> 01:25:26.628]  Counterfeit.
[01:25:26.628 --> 01:25:27.789]  Yeah, counterfeit.
[01:25:27.789 --> 01:25:31.510]  And so, on the one hand, man wants to be what man has been created to be, but on the other hand,
[01:25:32.910 --> 01:25:35.477]  I don't think the globalists are... No, I agree.
[01:25:35.477 --> 01:25:40.671]  They're telling us we're crap and failed and they're going to transcend us because they don't have access to that and that's definitely true.
[01:25:41.932 --> 01:25:47.453]  And when I look at leaders, I mean, I've met a lot of national leaders, I've met a lot of people in high position.
[01:25:47.453 --> 01:25:50.694]  In all of them, every one of them has a deep philosophy.
[01:25:50.694 --> 01:25:57.135]  And if you can get into that, if you can find out what their core is, then you can see what they really truly manifest in the world.
[01:25:57.135 --> 01:26:02.056]  And it's really getting into the value system, the base of a person, and how they project into the world and whether they carry that.
[01:26:02.056 --> 01:26:08.277]  Let me ask you this, not to get into InfoWars, but why are they, because they are definitely upset about InfoWars.
[01:26:08.277 --> 01:26:08.897]  Because it works.
[01:26:09.577 --> 01:26:11.718]  Because it works, because the public gets engaged.
[01:26:11.718 --> 01:26:15.540]  People who listen, 70 million listeners globally, more or less.
[01:26:15.540 --> 01:26:17.862]  That's a conservative number, yeah, but they've dialed us back.
[01:26:17.862 --> 01:26:32.189]  Yeah, but when you look at that many people that become energized with knowledge that they can then act on, and because many of the hosts, many of us, give people some ideas of what you might be able to do even, you know, step into it, you know, contact people.
[01:26:32.189 --> 01:26:33.290]  They don't like the empowerment.
[01:26:33.590 --> 01:26:35.171]  That is really what it's about.
[01:26:35.171 --> 01:26:37.553]  That's it, we're empowering.
[01:26:37.553 --> 01:26:41.795]  That's exactly it, that's the whole... Because it's not a cult, we're saying no, you're the leader.
[01:26:41.795 --> 01:26:48.480]  Right, and this is the difference, is when people recognize that true leadership is an upside down pyramid, alright?
[01:26:48.480 --> 01:26:51.562]  Leaders are on the bottom, holding up each level as it goes.
[01:26:51.562 --> 01:26:53.863]  The way the globalists do it is the opposite.
[01:26:53.863 --> 01:26:56.465]  The guy at the top is pressing down the populations.
[01:26:56.465 --> 01:26:57.946]  It's exactly the opposite.
[01:26:58.066 --> 01:26:58.867]  Well, exactly.
[01:26:58.867 --> 01:27:01.869]  The globals think we're idiots because we want to empower the general public.
[01:27:01.869 --> 01:27:06.253]  That's where the real, everything shows, that's where the real spark is.
[01:27:06.253 --> 01:27:08.074]  Well, then go back to the Founding Fathers.
[01:27:08.074 --> 01:27:09.475]  It was about the individual.
[01:27:09.475 --> 01:27:11.017]  It was about the sovereignty of the individual.
[01:27:11.017 --> 01:27:17.142]  The gifts given by the Creator to the individual that we got to express within our world, within our government.
[01:27:17.142 --> 01:27:18.523]  And look how much that's changed.
[01:27:18.983 --> 01:27:26.749]  From a population that was geared towards building our own program and defense was not about defending someone else's interest.
[01:27:26.749 --> 01:27:28.331]  It was about defending our homes.
[01:27:28.331 --> 01:27:38.378]  And so we've gone from defending our homes and defending, you know, our value systems to try and shoving certain value systems in other people's throat that truly don't represent the average American.
[01:27:38.378 --> 01:27:43.082]  And this is what I find also is when I travel, people like Americans.
[01:27:43.082 --> 01:27:45.164]  I don't care where you go, they like Americans generally.
[01:27:46.340 --> 01:27:48.282]  We don't like our government very much.
[01:27:48.282 --> 01:27:50.063]  Now, what does that tell you?
[01:27:50.063 --> 01:27:53.166]  This government does not reflect Americans very well.
[01:27:53.166 --> 01:27:55.468]  It doesn't reflect our character very well.
[01:27:55.468 --> 01:27:58.230]  It doesn't reflect our value systems and who we are very well.
[01:27:58.230 --> 01:28:00.972]  And the whole left-right paradigm doesn't reflect it either.
[01:28:00.972 --> 01:28:03.854]  No, it doesn't, because that is not what it was about.
[01:28:03.854 --> 01:28:05.576]  It was about invigorated debate.
[01:28:05.576 --> 01:28:09.739]  The press, this is why Infowars still exists and why it's powerful, because
[01:28:10.640 --> 01:28:14.921]  That First Amendment that talked about freedom of the press, it wasn't about saying whatever you want.
[01:28:14.921 --> 01:28:16.982]  It was about keeping you informed.
[01:28:16.982 --> 01:28:20.123]  So you could decide how this ship sails.
[01:28:20.123 --> 01:28:22.424]  So you could decide what was important in the government.
[01:28:22.424 --> 01:28:24.565]  And so you as individuals could decide.
[01:28:24.565 --> 01:28:25.045]  Exactly.
[01:28:25.045 --> 01:28:28.226]  They don't want the general public putting in their two cents.
[01:28:28.226 --> 01:28:29.586]  And we're individuals.
[01:28:29.586 --> 01:28:30.727]  It's this paradox.
[01:28:30.727 --> 01:28:32.347]  I'm an individual collectivist.
[01:28:32.347 --> 01:28:33.588]  We have individualism.
[01:28:33.588 --> 01:28:40.170]  But then when we individually see what's right, we build a collective that's actually from the people that they fear, not the top-down false collective.
[01:28:40.350 --> 01:28:41.190]  That's exactly right.
[01:28:41.190 --> 01:28:45.092]  This is where it rises from the dust of who we are into the strength of who we are.
[01:28:45.092 --> 01:28:48.213]  So they fear the group consciousness collective?
[01:28:48.213 --> 01:28:49.133]  Absolutely.
[01:28:49.133 --> 01:28:50.053]  That is exactly it.
[01:28:50.053 --> 01:28:52.194]  That is the key to our success.
[01:28:52.194 --> 01:28:53.054]  Right there.
[01:28:53.054 --> 01:28:55.855]  Is plugging into who we are as individuals and expressing it together.
[01:28:57.486 --> 01:29:05.829]  Introducing the final and biggest sale of 2018, InfoWars is proud to introduce the 12 Days of Christmas.
[01:29:05.829 --> 01:29:17.254]  And it's bigger than any previous sale before as this sale just escalates as we attempt to clear out all of our amazing inventory to escape the dreaded inventory tax at the end of the year.
[01:29:17.254 --> 01:29:25.077]  So get great products and help fund the InfoWars right now with the 12 Days of Christmas that is special amongst a group of incredible sales.
[01:29:27.818 --> 01:29:34.580]  Up to 75% off on top sellers, including free shipping, double patriot points, and unprecedented daily specials.
[01:29:34.580 --> 01:29:42.002]  Santa Claus isn't real, but the new world order and the globalists trying to destroy our nation's sovereignty and trying to shut down the free press is.
[01:29:42.002 --> 01:29:50.045]  And that's why when you get great products at InfoWareStore.com, you don't just give yourself the gift of high quality supplements, or storable foods, or incredible water filtration.
[01:29:50.385 --> 01:29:56.489]  No, you give yourself the gift of funding the First Amendment in a desperate attempt to save this country.
[01:29:56.489 --> 01:30:01.912]  Even though InfoWars has delivered the fight against tyranny like no other, we're not just asking for your support.
[01:30:01.912 --> 01:30:06.115]  We're asking you to have a 360 win because this is the biggest sale of the year.
[01:30:06.115 --> 01:30:18.122]  We're extending store-wide free shipping up to 75% off of best-selling items, double Patriot points, and for the 12 days of Christmas leading up to Christmas, every day we have one particular special that is up to 75% off.
[01:30:20.303 --> 01:30:26.231]  Now more than ever, InfoWars needs your support to continue to promote the spirit of liberty and Americana.
[01:30:26.231 --> 01:30:28.534]  It truly is the Christmas spirit.
[01:30:28.534 --> 01:30:33.180]  When you shop at InfoWarsStore.com, you don't just get incredible sales during the 12 days of Christmas.
[01:30:33.180 --> 01:30:35.844]  You fund the very tip of the spear in the fight against the globalists.
[01:30:36.284 --> 01:30:43.708]  Today's 24-hour only special at InfoWarStore.com is the unprecedentedly powerful immune gargle.
[01:30:43.708 --> 01:30:50.051]  4 to 5 of colloidal silver iodine and more is now 55% off at InfoWarStore.com.
[01:30:50.051 --> 01:30:54.033]  I want to thank you all again for making the entire InfoWar possible.
[01:30:54.033 --> 01:30:58.015]  Again, you are the resistance.
[01:30:58.015 --> 01:30:59.355]  Everybody knows it.
[01:30:59.355 --> 01:31:01.256]  History documents it.
[01:31:01.256 --> 01:31:04.538]  But there is a cult in every culture and every system throughout history.
[01:31:05.330 --> 01:31:06.831]  That wants to hurt children.
[01:31:06.831 --> 01:31:07.952]  They want to abort children.
[01:31:07.952 --> 01:31:09.714]  They want to disease children.
[01:31:09.714 --> 01:31:10.834]  They want to abuse children.
[01:31:10.834 --> 01:31:12.456]  They want to confuse children.
[01:31:12.456 --> 01:31:13.637]  They want their essence.
[01:31:13.637 --> 01:31:14.598]  They want their soul.
[01:31:14.598 --> 01:31:15.919]  They want their spirit.
[01:31:15.919 --> 01:31:17.680]  They want their power.
[01:31:17.680 --> 01:31:19.922]  Because they are our future.
[01:31:19.922 --> 01:31:23.425]  And this Christmas, remember, it is about Jesus Christ, not ultimate sacrifice.
[01:31:23.425 --> 01:31:25.406]  It is about the West.
[01:31:25.406 --> 01:31:29.550]  And it is about a human future and standing with each other and believing in a better future.
[01:31:29.550 --> 01:31:31.131]  So I just want to thank you all for your support.
[01:31:32.324 --> 01:31:42.849]  And I want to ask you all to pray for your own family, to pray for America, to pray for President Trump, and to pray for InfoWars, and to remember that you have the power to change the world.
[01:31:42.849 --> 01:31:44.910]  You have the power to override the censors.
[01:31:44.910 --> 01:31:48.551]  You have the power to stop the globalists dead in their tracks.
[01:31:48.551 --> 01:31:57.055]  And I know you've been taking action, and I salute you, but just remember, I know you're humble, but just remember, you hold the future of this planet and the universe in your hands.
[01:31:58.107 --> 01:32:07.152]  InfoWars has been proven absolutely on target about world government, the attack on the family, the eugenics operations, the whole thing.
[01:32:07.152 --> 01:32:08.492]  We've been proven dead on.
[01:32:08.492 --> 01:32:12.354]  You've been proven dead on as supporters and listeners of this broadcast.
[01:32:12.354 --> 01:32:16.976]  You've been the men and women in the arena and I really do thank you and salute you all.
[01:32:16.976 --> 01:32:18.037]  Words are not enough.
[01:32:18.866 --> 01:32:25.047]  Think about, of all the different systems, of all the different political ideologies, you have been on target.
[01:32:25.047 --> 01:32:31.269]  Promoting Americana and Renaissance, an open free society against the globalist and the dominant world force.
[01:32:31.269 --> 01:32:35.250]  They've created their Tower of Babel with a bunch of people that can't communicate with each other.
[01:32:35.250 --> 01:32:37.150]  But we have cut right to the chase.
[01:32:37.150 --> 01:32:41.151]  Human liberty, a pro-human future versus the globalist anti-human future.
[01:32:41.744 --> 01:32:47.429]  That's why I want to thank you all and ask you now more than ever to remember that InfoWars really is your baby.
[01:32:47.429 --> 01:33:01.402]  I am in your hands and we're under unprecedented attack and we just need you to go to InfoWarsTore.com and do your Christmas shopping there and get the best deals ever and fund the InfoWars, a true 360 win.
[01:33:01.402 --> 01:33:04.265]  You're listening to the Alex Jones Show.
[01:33:20.433 --> 01:33:21.654]  Monday through Friday from 11 a.m.
[01:33:21.654 --> 01:33:21.914]  to 3 p.m.
[01:33:21.914 --> 01:33:24.016]  I do the weekday show.
[01:33:24.016 --> 01:33:25.977]  Then I'm back Sundays 4 to 6 p.m.
[01:33:25.977 --> 01:33:27.798]  You're in the middle of that right now.
[01:33:27.798 --> 01:33:38.165]  Dr. Nick Begich, awesome guy, best-selling author, scientist, one of the number one, probably the number one guy up front exposing the technocracy angle of this the last 26, 27 years.
[01:33:38.165 --> 01:33:41.047]  He'll be on David Knight's show tomorrow.
[01:33:41.047 --> 01:33:42.248]  He'll be on my broadcast.
[01:33:42.248 --> 01:33:43.289]  He'll be on The War Room.
[01:33:43.829 --> 01:33:46.912]  Throughout the week with the shows we do from 8 a.m.
[01:33:46.912 --> 01:33:48.353]  Central till 6 at night.
[01:33:48.353 --> 01:33:50.976]  We're gonna be adding new shows here very very soon.
[01:33:50.976 --> 01:33:52.677]  Infowars.com and Newswars.com.
[01:33:52.677 --> 01:33:54.058]  We're all over the map during the break.
[01:33:54.058 --> 01:33:56.220]  Like, how is Trump still alive?
[01:33:56.220 --> 01:33:58.202]  Why the globalists hate him so much?
[01:33:58.202 --> 01:34:01.885]  How he's trying to release a lot of these secret technologies?
[01:34:01.885 --> 01:34:03.287]  Who actually runs the globalists?
[01:34:03.287 --> 01:34:05.529]  How they keep it compartmentalized?
[01:34:05.529 --> 01:34:06.950]  Just get into all your top points here.
[01:34:07.410 --> 01:34:13.312]  I would say, you know, when you start to think about globalism, it is really a banker's cabal from my perspective.
[01:34:13.312 --> 01:34:14.833]  It's primarily economic interests.
[01:34:14.833 --> 01:34:17.134]  The big old families that like to keep everything.
[01:34:17.134 --> 01:34:18.314]  Which then dehumanizes.
[01:34:18.314 --> 01:34:19.875]  It all sees us as human resource.
[01:34:19.875 --> 01:34:20.615]  That's exactly it.
[01:34:20.615 --> 01:34:21.436]  And you hear it in the media.
[01:34:21.436 --> 01:34:22.836]  It puts us into these actuaries.
[01:34:22.836 --> 01:34:24.377]  That's why it so dehumanizes.
[01:34:24.377 --> 01:34:25.197]  Right.
[01:34:25.197 --> 01:34:26.938]  We're reduced to consumers.
[01:34:28.168 --> 01:34:29.029]  Taxpayers.
[01:34:29.029 --> 01:34:34.955]  And why it's obsessed with getting us into a digital world government, which they admit, because then they really control us.
[01:34:34.955 --> 01:34:47.647]  And Americans, whether we realize it or not, all the data that we have on us that has been collected and collated and warehoused is now, and we said this, it would come that we would be able to sort that data, and now they can't.
[01:34:48.267 --> 01:34:55.489]  So, the idea of individual profiling is so precision and able to predict what you're going to do, where you're going to do it, how you're going to live.
[01:34:55.489 --> 01:35:02.811]  And I said in Friday's segment, you know, one of the ways to start to disrupt this system is do searches that are exactly the opposite of what you would normally do.
[01:35:02.811 --> 01:35:08.672]  Do ten of them a day and you start to mess up their ability to profile you accurately.
[01:35:08.672 --> 01:35:09.992]  And it's actually in your interest.
[01:35:09.992 --> 01:35:11.773]  I mean, think about the issues you're really interested in.
[01:35:12.393 --> 01:35:16.434]  And then know your side of the story, but then take a look at the contrarian side.
[01:35:16.434 --> 01:35:18.895]  Just dive into it and pull that data in.
[01:35:18.895 --> 01:35:25.458]  So now you're better framed, A, for your own debate against those that have differing opinions of yours because you know their arguments, you know yours.
[01:35:25.458 --> 01:35:35.401]  Secondly, you throw the globalists off in terms of who you are and how to profile you because you're no longer doing what so many liberals did in dropping into their bubble world where all of a sudden the only thing they see is
[01:35:35.461 --> 01:35:43.828]  And instead of letting it all be a one-way scientific algorithm studying you, you start manipulating it or even telling it other stuff you want it to look at.
[01:35:43.828 --> 01:35:50.212]  Like I was sitting in this morning with some folks having breakfast in Fredericksburg, my wife and kids, and we were looking at how Hitler, crazily,
[01:35:51.073 --> 01:35:56.597]  Went and got Satan's seat out of Babylon, seat of Pergamon, and built it in those big Nazi speeches.
[01:35:56.597 --> 01:35:58.439]  He's saying, I'm Lucifer, I'm God.
[01:35:58.439 --> 01:36:00.100]  How crazy is that?
[01:36:00.100 --> 01:36:01.241]  That's mainline history, folks.
[01:36:01.241 --> 01:36:04.724]  If you think I'm kidding, just type in Hitler, Satan's seat.
[01:36:04.724 --> 01:36:07.286]  And I said, what's something ridiculous?
[01:36:07.286 --> 01:36:10.988]  And there was a picture of Tom Selleck on the wall because he visited the restaurant.
[01:36:10.988 --> 01:36:14.651]  We said, let's all do searches with Tom Selleck now.
[01:36:14.651 --> 01:36:14.892]  Right.
[01:36:14.892 --> 01:36:16.513]  So we searched Satan's seat.
[01:36:16.513 --> 01:36:17.574]  Next we did Tom Selleck.
[01:36:17.574 --> 01:36:17.774]  Sorry.
[01:36:18.965 --> 01:36:19.866]  This is exactly it.
[01:36:19.866 --> 01:36:24.509]  You know, somebody somewhere is going to develop a computer program that you can just kind of run in the background.
[01:36:24.509 --> 01:36:25.950]  You see, this would be ideal.
[01:36:25.950 --> 01:36:27.951]  Have a computer program running in the background.
[01:36:27.951 --> 01:36:28.351]  A jamming.
[01:36:28.351 --> 01:36:30.913]  Just sending out all these false searches all day long.
[01:36:30.913 --> 01:36:32.294]  And we just saw Tom Selleck on the wall.
[01:36:32.294 --> 01:36:33.815]  We just said, Tom Selleck!
[01:36:33.815 --> 01:36:34.195]  Right.
[01:36:34.195 --> 01:36:37.197]  And this is the kind of thing that messes them up.
[01:36:37.197 --> 01:36:38.558]  And you can't avoid it anymore.
[01:36:38.558 --> 01:36:43.081]  And when you think about, again, the shaping of culture, you cannot avoid it anymore.
[01:36:43.081 --> 01:36:43.921]  The idea of AI.
[01:36:43.921 --> 01:36:46.423]  You see, we're individuals, but it's collective.
[01:36:46.423 --> 01:36:48.264]  I was doing that this morning and you just said it.
[01:36:48.504 --> 01:36:49.524]  Yeah, and here we are.
[01:36:49.524 --> 01:36:51.665]  And this is how it actually works.
[01:36:51.665 --> 01:36:54.906]  This is the actual aspect of it.
