[00:00:10.893 --> 00:00:12.954]  ["Ramblin' Man"]
[02:55:50.882 --> 02:55:53.222]  You know, that's the Russian word for truth.
[02:55:53.742 --> 02:55:55.783]  Izvestia is the word for news.
[02:55:55.823 --> 02:55:57.363]  They knew there was no truth in Pravda.
[02:55:57.383 --> 02:55:59.343]  They knew there was no news in Izvestia.
[02:56:00.184 --> 02:56:06.945]  I don't know why Google and Facebook and the Pentagon think that you can't see through their lies.
[02:56:08.015 --> 02:56:14.582]  But they created this thing, and they sent it around, and of course, they didn't get any traction whatsoever with it.
[02:56:15.603 --> 02:56:25.414]  They're putting around, as it was reported by Zero Hedge, after a week online, NATO's counter-disinformation Facebook game was a complete flop.
[02:56:26.215 --> 02:56:26.936]  Nobody's buying it.
[02:56:27.777 --> 02:56:28.978]  Nobody pays any attention to it.
[02:56:30.384 --> 02:56:34.748]  But then I see these kinds of headlines and it makes me go absolutely ballistic.
[02:56:34.928 --> 02:56:36.890]  CNET, a guy named Ian Sher.
[02:56:37.070 --> 02:56:40.493]  Seven questions that Facebook's Mark Zuckerberg needs to answer about InfoWars.
[02:56:41.594 --> 02:56:43.375]  Well, I don't really care what his seven questions are.
[02:56:43.395 --> 02:56:44.737]  I've just got one question for him.
[02:56:45.738 --> 02:56:50.342]  Why is it that you don't value freedom of the press?
[02:56:50.922 --> 02:56:51.343]  Free speech.
[02:56:51.383 --> 02:56:54.685]  Do you really think, Ian, that you're going to get a free pass on this?
[02:56:55.066 --> 02:56:57.268]  You really don't think that these people are going to shut you down?
[02:56:58.260 --> 02:57:05.985]  After they shut down InfoWars, after they shut down Wikileaks and Julian Assange, after they throw Julian in jail, maybe they'll find something to throw us into jail for.
[02:57:06.385 --> 02:57:06.766]  Who knows?
[02:57:07.986 --> 02:57:26.118]  When you have a situation where the Democrats want to have a way to identify your location, and of course they already do, you know, geospatial intelligence, in case you don't understand, has been the fastest growing surveillance, fastest part of the intelligence services, and
[02:57:27.273 --> 02:57:28.814]  It's been going for about 20 years or so.
[02:57:28.834 --> 02:57:30.356]  James Clapper was at the center of that.
[02:57:30.416 --> 02:57:32.617]  What do they have as part of geospatial intelligence?
[02:57:32.637 --> 02:57:35.420]  They want to be able to map your political beliefs, your religious beliefs.
[02:57:36.260 --> 02:57:38.062]  Activity-based intelligence is part of that.
[02:57:39.263 --> 02:57:40.824]  Mastering the human domain.
[02:57:41.244 --> 02:57:43.486]  Human domain analytics is part of that as well.
[02:57:43.946 --> 02:57:45.788]  They've already been working on this for a long time.
[02:57:45.848 --> 02:57:50.892]  It's been going on a long time before Mark Warner and the Democrats proposed exactly that.
[02:57:56.434 --> 02:58:01.941]  Years ago, Info Wars Life created the powerful MycoZX formula to help you combat internal yeast.
[02:58:02.162 --> 02:58:09.791]  As the years went on, and more toxins were pumped into the environment, our team knew we had to create a bigger and better formula to help support your gut health.
[02:58:10.052 --> 02:58:13.196]  MycoZX Plus is the result of the search for that formula.
[02:58:13.376 --> 02:58:18.480]  A unique natural formula designed to support the body's natural cleansing of yeast and fungal organisms.
[02:58:18.640 --> 02:58:21.182]  There's no better product to help your body fight back.
[02:58:21.422 --> 02:58:30.409]  MycoZX Plus helps support a healthy microbial balance in the body, supports your digestive tract, and addresses the intestinal yeast that can cause you problems if it goes unchecked.
[02:58:30.569 --> 02:58:42.198]  Powered by an impressive list of ingredients, including Grapefruit Seed Extract, Pau Darko Bark, and Grape Seed Extract, our formula is fueled by ingredients that stood the test of time as powerful micro-balancing properties.
[02:58:42.439 --> 02:58:47.122]  Pick up a bottle of the new and improved Micro ZX Plus today at InfoWarsLife.com.
[02:58:47.242 --> 02:58:48.904]  That's InfoWarsLife.com.
[02:58:57.520 --> 02:58:59.422]  The Real Red Pill Plus, ladies and gentlemen.
[02:58:59.882 --> 02:59:03.065]  Our team is constantly on the lookout for newer and better ways to improve our products.
[02:59:03.325 --> 02:59:09.651]  That's why we're bringing you a brand new version of one of the newest fan-favorite products, The Real Red Pill Plus.
[02:59:09.691 --> 02:59:14.936]  The Real Red Pill Plus is an all-new version of the Powerhouse Preglanum product.
[02:59:15.196 --> 02:59:22.883]  It features the same great formula that supports your heart, brain, healthy aging process, with an all-new natural caffeine boost included.
[02:59:23.323 --> 02:59:29.148]  A powerful preglanone base, the Real Red Pill, has quickly become one of our fellow InfoWarriors' favorite products.
[02:59:29.768 --> 02:59:40.237]  Now, with an extra proprietary energy blend inside, including green tea extract, yerba mate, leaf extract, and more, you can get that extra pick-me-up while supporting your mind and body in a healthy way.
[02:59:40.257 --> 02:59:44.500]  It's got all the great stuff that Real Red Pill has, but it's also got the boost in it.
[02:59:44.861 --> 02:59:48.704]  Get the Real Red Pill Plus at InfoWarStore.com.
[02:59:56.715 --> 02:59:58.880]  You are receiving this transmission.
[02:59:58.961 --> 03:00:00.404]  You are the resistance.
[03:00:21.408 --> 03:00:24.954]  Resistance to tyrants is obedience to God.
[03:00:24.974 --> 03:00:25.695]  It's Alex Jones.
[03:00:26.015 --> 03:00:28.319]  Have you woken up yet?
[03:00:34.082 --> 03:00:46.691]  I mean, it was kind of interesting, wasn't it, this weekend, that we saw Candace Owens, who retweets the New York Times editor, Sarah Jeong, Asian, talking in so many tweets about how she hates white people.
[03:00:46.991 --> 03:00:47.891]  Oh, it's just a joke.
[03:00:47.952 --> 03:00:48.372]  That's fine.
[03:00:48.432 --> 03:00:49.092]  It's just a joke.
[03:00:49.132 --> 03:00:51.294]  Do you think I was taken down for that?
[03:00:51.334 --> 03:00:52.395]  I didn't say anything like that.
[03:00:53.595 --> 03:00:55.196]  My channel was taken down on YouTube.
[03:00:55.257 --> 03:00:56.858]  I never got a strike.
[03:00:56.998 --> 03:00:58.379]  I never got an explanation.
[03:00:58.539 --> 03:00:59.639]  I didn't get three strikes.
[03:00:59.700 --> 03:01:00.340]  Just taken down.
[03:01:01.661 --> 03:01:03.062]  And, of course, when Candace Owen
[03:01:04.349 --> 03:01:19.478]  Who is black, tweets out the same stuff that Sarah Jong put out, but just substituted for all the invectives against white people, put in black people, also put in Jewish people.
[03:01:20.218 --> 03:01:26.422]  She got shut down until they realized, uh-oh, we've been owned by Candace Owen.
[03:01:27.102 --> 03:01:29.123]  They have now exposed what we're really about.
[03:01:29.143 --> 03:01:30.584]  They want to say this is about hate speech.
[03:01:30.684 --> 03:01:31.605]  No, they hate speech.
[03:01:32.951 --> 03:01:34.272]  They hate our speech.
[03:01:34.332 --> 03:01:35.352]  They hate free speech.
[03:01:36.213 --> 03:01:38.293]  It's not that they think that our speech is hateful.
[03:01:38.333 --> 03:01:39.714]  They just disagree with what we have to say.
[03:01:39.734 --> 03:01:42.315]  I understand they have a different political perspective.
[03:01:42.915 --> 03:01:45.477]  But they also have a global monopoly.
[03:01:46.837 --> 03:01:49.158]  You know, DARPA created the Internet.
[03:01:50.179 --> 03:01:51.479]  It was created by J.C.R.
[03:01:51.539 --> 03:01:51.979]  Licklider.
[03:01:52.040 --> 03:01:53.120]  He was a psychiatrist.
[03:01:54.240 --> 03:01:56.261]  He called it the Intergalactic Computer Network.
[03:01:56.281 --> 03:01:57.482]  They shortened it to Internet.
[03:01:58.490 --> 03:02:07.716]  But it was and has always been a means to monitor and control the population to understand if their narrative is succeeding.
[03:02:09.397 --> 03:02:12.899]  I've played probably at least once a week on my show.
[03:02:13.719 --> 03:02:14.900]  I play a clip from Michael Hayden.
[03:02:15.851 --> 03:02:17.953]  Who was head of the NSA, head of the CIA.
[03:02:18.633 --> 03:02:21.775]  He was speaking to law students at Washington and Lee University.
[03:02:21.795 --> 03:02:24.297]  And he said, we're not interested in bad people.
[03:02:24.938 --> 03:02:26.899]  That's not why we have the NSA, the CIA.
[03:02:26.939 --> 03:02:27.920]  We're not after criminals.
[03:02:28.220 --> 03:02:29.321]  We're not after terrorists.
[03:02:30.162 --> 03:02:32.083]  We're after interesting people.
[03:02:32.223 --> 03:02:33.244]  You know, like President Trump.
[03:02:34.384 --> 03:02:41.146]  Or, all of you as a group, to know if they are controlling your opinion properly.
[03:02:41.206 --> 03:02:42.746]  That's why they have the internet.
[03:02:43.406 --> 03:02:45.366]  That's why they have these structures like Facebook.
[03:02:45.947 --> 03:02:56.949]  Do you think it's a coincidence that their LifeLog project that came out of DARPA, they were going to keep a permanent record of everything that you thought, everything that you did in life and so forth.
[03:02:56.969 --> 03:02:57.829]  They called it LifeLog.
[03:02:57.849 --> 03:02:59.450]  Everybody said, well, I think that's a little bit too creepy.
[03:02:59.470 --> 03:03:01.190]  I don't think we want the government doing that at the time.
[03:03:02.073 --> 03:03:04.994]  They didn't like the idea of total information awareness, so they changed the name.
[03:03:05.815 --> 03:03:10.416]  And with LifeLog, they shut it down the same day that Facebook began.
[03:03:11.197 --> 03:03:13.778]  Because they knew that you would keep that LifeLog for them.
[03:03:14.298 --> 03:03:15.759]  They could scrape all that information off.
[03:03:16.379 --> 03:03:19.180]  They don't even have to work with Zuckerberg.
[03:03:19.220 --> 03:03:19.960]  They can just grab it.
[03:03:20.381 --> 03:03:21.481]  So can the other corporations.
[03:03:21.521 --> 03:03:24.382]  They don't have to buy this information, Cambridge Analytica.
[03:03:24.402 --> 03:03:25.763]  They don't have to get that information from them.
[03:03:26.647 --> 03:03:35.732]  And if they can get it, if the politicians can get it, if the corporations can get it, you know that the intelligence services can get this.
[03:03:36.392 --> 03:03:38.534]  And so when you look at this, this isn't about hate, folks.
[03:03:39.554 --> 03:03:52.001]  We just had in Alaska, we just had a judge saying that as an Eskimo went up and yelled, I hate white people, punched a white woman in the mouth who was just standing there talking to somebody, knocked out her teeth.
[03:03:53.297 --> 03:03:58.160]  Uh, took them to court and the judge said, yeah, that wasn't related to any racial bias.
[03:03:58.240 --> 03:04:02.603]  No, you come up and you hit a person in the mouth because they're white.
[03:04:02.863 --> 03:04:04.925]  As you're yelling, I hate white people.
[03:04:05.505 --> 03:04:10.869]  According to the judge, that is not a hate crime because you know, hating white people is not a crime.
[03:04:11.709 --> 03:04:11.969]  It's not.
[03:04:11.989 --> 03:04:15.792]  I mean, we, you know, it's not racist to discriminate against white people.
[03:04:15.852 --> 03:04:17.593]  It's not racist to, to hit them.
[03:04:17.733 --> 03:04:20.315]  And as we look at the way that they're controlling our speech,
[03:04:21.391 --> 03:04:24.392]  We've got Kamala Harris saying, shut up!
[03:04:24.792 --> 03:04:26.852]  You can't use the term identity politics.
[03:04:26.952 --> 03:04:27.192]  Why?
[03:04:27.232 --> 03:04:28.613]  Because it defines what they are.
[03:04:28.993 --> 03:04:30.333]  They don't want you to know what they're doing.
[03:04:30.833 --> 03:04:39.635]  All right, we're going to take a break here, and on the other side of the break, we've got a special report from Alex Jones on censorship and free speech.
[03:04:39.735 --> 03:04:40.915]  Stay with us, we'll be right back.
[03:04:41.316 --> 03:04:44.716]  And at the bottom of the hour, we have Matt Bracken joining us as a host.
[03:04:44.736 --> 03:04:45.397]  So don't go away.
[03:04:46.177 --> 03:04:46.757]  We'll be right back.
[03:04:46.817 --> 03:04:47.297]  I'm David Knight.
[03:04:59.070 --> 03:04:59.231]  Yeah.
[03:05:07.796 --> 03:05:10.878]  Let's go ahead and go to Lloyd in Washington.
[03:05:10.918 --> 03:05:11.458]  You're on the air.
[03:05:11.478 --> 03:05:11.999]  Thanks for holding.
[03:05:12.399 --> 03:05:13.500]  Mr. Alex Jones.
[03:05:13.700 --> 03:05:14.280]  Hey, brother.
[03:05:14.600 --> 03:05:14.961]  Good, man.
[03:05:14.981 --> 03:05:15.801]  Thank you for calling.
[03:05:15.881 --> 03:05:16.442]  Hey, hey.
[03:05:16.522 --> 03:05:20.745]  I just wanted to say thanks for your products and everything that you're doing to try to save the country.
[03:05:20.825 --> 03:05:27.529]  I mean, I've tried your Secret 12, Super Male, Anthroplex, the Silver Bullet, Biome Defense, Micro ZX.
[03:05:27.649 --> 03:05:29.370]  I mean, that's all good stuff.
[03:05:29.450 --> 03:05:35.614]  Secret 12, if everybody would just drop their energy drinks and get some Secret 12, take a shot of that.
[03:05:36.755 --> 03:05:37.876]  That's the thing about Secret 12.
[03:05:37.936 --> 03:05:40.378]  Just a half a dropper has way more energy.
[03:05:40.418 --> 03:05:41.940]  People ask, why is it sweet?
[03:05:42.340 --> 03:05:43.982]  Real organic B12 is sweet.
[03:05:44.382 --> 03:05:45.123]  And exactly.
[03:05:45.143 --> 03:05:49.387]  When I'm super tired, I go, hey, why am I drinking coffee at 10 at night if I'm going on some show like Coast to Coast?
[03:05:49.747 --> 03:05:50.007]  Boom!
[03:05:50.147 --> 03:05:52.990]  Secret 12, 30 minutes later, massive energy.
[03:05:53.050 --> 03:05:53.570]  It's amazing.
[03:05:53.630 --> 03:05:54.932]  Yeah, that stuff will wake you up.
[03:05:54.992 --> 03:05:57.874]  And the clarity of mind that comes along with that is just amazing.
[03:06:11.140 --> 03:06:12.080]  We knew it was coming.
[03:06:12.481 --> 03:06:13.661]  The whole thing was formulaic.
[03:06:13.942 --> 03:06:27.231]  First demonize InfoWars, lie about us, build a strawman, then sue us to add credibility to that, then have a few fake strikes on YouTube and Facebook with nebulous terms like bullying children and Islamophobia.
[03:06:28.071 --> 03:06:28.832]  And then voila!
[03:06:30.031 --> 03:06:40.114]  Two weeks later, ban InfoWars completely off of dozens of major platforms where we were all in the top 5 or top 10 news feeds.
[03:06:40.834 --> 03:06:59.220]  CNN, MSNBC, the rest of the dying news system like the New York Times and the Washington Post, groups that are propped up by the Mexican kingpin in the case of the New York Times, Carlos Slim, in the case of the Washington Post, Jeff Bezos, they can't allow something like InfoWars where the fraction of the crew or the money
[03:06:59.580 --> 03:07:02.863]  To be ranked higher than them on iTunes or on YouTube.
[03:07:03.223 --> 03:07:04.464]  They can't stand it when people like...
[03:07:05.427 --> 03:07:11.911]  Mark Dice has more subscribers on his channel, he doesn't work for InfoWars, but he's an example of it, than CNN.
[03:07:12.691 --> 03:07:31.583]  And so their answer is, have CNN, the New York Times, BuzzFeed, and all these other corrupt organizations, openly lobby for us to be removed, and then organize their listeners, their viewers, the different university organizations, Antifa, sleeping giants, and a bunch of other groups,
[03:07:32.603 --> 03:07:36.146]  To then go mass flag us in the community guidelines.
[03:07:36.687 --> 03:07:42.992]  Which again, is something out of 1984 or a Kafka novel where you don't even know what you've supposedly done.
[03:07:43.272 --> 03:07:44.633]  You can't face your accuser.
[03:07:45.013 --> 03:07:50.078]  Then you get defamed by the claims of the big tech giants when they ban you.
[03:07:51.226 --> 03:07:55.449]  Make no mistake, this is being set up to create a precedent, in their own words, for you.
[03:07:55.889 --> 03:08:04.935]  Nationalists, conservatives, libertarians, Christians, people that stand up to the New York Times editorial board member saying whites are subhuman and should be extincted.
[03:08:05.715 --> 03:08:10.218]  This is the agenda they're pushing that is being funded by Communist China.
[03:08:10.878 --> 03:08:13.440]  Out of everything I've broken down so far, that's the key.
[03:08:13.900 --> 03:08:17.723]  Apple has officially moved to China and is letting the government basically run Apple.
[03:08:18.832 --> 03:08:19.732]  That, of course, is iTunes.
[03:08:20.113 --> 03:08:26.775]  Google is building a huge censorship search engine for them, and whistleblowers from inside Google say they're preparing to use it here in America.
[03:08:27.836 --> 03:08:35.259]  In fact, they're beta testing different parts of the censorship system for China on American conservatives, nationalists, and Trump supporters.
[03:08:35.879 --> 03:08:49.190]  So bigger than just trying to manipulate the election and give huge contributions in kind to the Democrats by blocking conservatives, libertarians, conservative candidates, conservatives in office.
[03:08:50.527 --> 03:08:53.849]  And trying to make sure they can win back the House and try to impeach Trump.
[03:08:54.090 --> 03:08:54.930]  That's only one part of it.
[03:08:55.451 --> 03:09:10.962]  The bigger issue is they don't like info wars exposing the fact in great detail that Communist China owns our debt, owns and controls Hollywood now, is involved in massive domestic propaganda operations, and is working with the Democratic Party.
[03:09:11.622 --> 03:09:14.465]  And with the EU and others to try to block the Trump agenda.
[03:09:14.745 --> 03:09:16.346]  They even talk about this at Davos.
[03:09:16.446 --> 03:09:18.768]  So this is 21st century warfare.
[03:09:19.189 --> 03:09:28.517]  It's happening right now and it's designed to silence the American people and other populist movements around the world who are trying to struggle free from this corporate totalitarianism.
[03:09:29.077 --> 03:09:33.621]  I've had a lot of top lawyers call me today and they say, Alex, we need to sue Apple.
[03:09:33.641 --> 03:09:37.004]  We need to sue all these groups that clearly are involved in cut and dry.
[03:09:37.925 --> 03:09:51.631]  Anti-trust activities, working with other big corporations to delist you and block you from the marketplace of ideas, so then when they demonize you, you don't have a way to respond to them, and they can destroy you.
[03:09:52.032 --> 03:09:54.833]  And then with that model, move on against everybody else.
[03:09:56.078 --> 03:10:03.722]  Almost five months ago, the Wall Street Journal had the new CEO of News Corp brag that by 2019, the Internet will be basically paid.
[03:10:04.342 --> 03:10:10.565]  He said, Barry Dillard also said this as well, he owns Newsweek, so that's a Democrat on the other side, that the Internet will be paid soon.
[03:10:10.885 --> 03:10:12.086]  Watch, believe me, he said.
[03:10:12.646 --> 03:10:17.429]  Because they're setting the precedent to deplatform InfoWars and Wikileaks as the test point example.
[03:10:17.789 --> 03:10:19.750]  And once they've done that, they're doing it to everybody.
[03:10:19.870 --> 03:10:21.271]  Now, what do we need to do?
[03:10:22.131 --> 03:10:23.052]  We need to call the White House.
[03:10:23.312 --> 03:10:24.212]  Go to Trump's rallies.
[03:10:24.593 --> 03:10:25.473]  Call the campaign.
[03:10:25.874 --> 03:10:34.119]  Let them know that this is about deplatforming conservatives and libertarians and other Republican candidates around the country to steal the election.
[03:10:34.399 --> 03:10:38.722]  It's true election meddling, not like the made-up Russia meddling garbage.
[03:10:38.762 --> 03:10:40.583]  This is out in the open and naked.
[03:10:41.004 --> 03:10:43.365]  And the Democrats have been very, very public about it.
[03:10:43.665 --> 03:10:49.770]  So if we simply have real congressional hearings about this, where I'm called and others are called, they will be exposed.
[03:10:50.110 --> 03:10:51.711]  They've had a bunch of hearings lying about me.
[03:10:52.732 --> 03:10:53.052]  We're good.
[03:11:14.414 --> 03:11:23.099]  The Republican Congress, the state houses, independent media all need to rally together against this global move to censor America and the planet.
[03:11:23.359 --> 03:11:29.623]  Because if you look at what Facebook, Google, Apple and all of them are doing right now, it's mirroring the EU censorship.
[03:11:30.383 --> 03:11:30.964]  And why is that?
[03:11:31.284 --> 03:11:40.009]  The EU has been fining them billions of dollars if they don't get in line on hate speech and fake news, which is whatever Brussels and the unelected bureaucrats say it is.
[03:11:40.922 --> 03:11:47.126]  So China, the EU, and others muscling in on America with all these global regulations trying to force their will on us.
[03:11:48.226 --> 03:11:50.347]  France is passing laws to shut down populists.
[03:11:50.447 --> 03:11:52.589]  Brazil's passing laws to shut down populists.
[03:11:52.609 --> 03:11:56.731]  Whether they be left-wing or right-wing, they don't want the people having control of their own destiny.
[03:11:56.911 --> 03:12:04.616]  This is modern global corporate colonialism against every nation-state on the planet, be you first world, old world, or...
[03:12:05.456 --> 03:12:07.458]  Be you a third world nation.
[03:12:07.978 --> 03:12:08.659]  This is history.
[03:12:09.319 --> 03:12:14.804]  It's happening now and we're the tip of the spear at newswars.com, prisonplanet.com and infowars.com.
[03:12:14.844 --> 03:12:21.910]  In closing, the number one thing you can do past standing up to this and getting informed and informing others is to simply
[03:12:22.771 --> 03:12:25.353]  Go to Infowars.com forward slash show.
[03:12:25.774 --> 03:12:27.215]  Subscribe to the free podcast.
[03:12:27.655 --> 03:12:28.496]  Just click on the link.
[03:12:28.716 --> 03:12:31.678]  Whatever you're subscribing your podcast in, it'll pop up there.
[03:12:32.339 --> 03:12:43.709]  It's also critical to go to Infowars.com forward slash newsletter and give us your email so that we can stay in contact with you and send you videos and articles on our own platform that are being censored so you can get them out to others.
[03:12:44.369 --> 03:12:56.951]  But whatever you do, tell folks about InfoWars.com forward slash show, how they can download the free Android and iPhone apps, how they can then reach out to others with the information and point out, this is the verboten info.
[03:12:57.171 --> 03:12:58.512]  This is what they don't want you to see.
[03:12:58.872 --> 03:12:59.512]  You're an adult.
[03:12:59.852 --> 03:13:01.832]  You deserve to hear what all the hubbub's about.
[03:13:02.192 --> 03:13:06.813]  You deserve to hear what the establishment is so desperate to silence so you can make your own decision.
[03:13:07.573 --> 03:13:11.134]  InfoWars.com, NewsWars.com, tomorrow's news today.
[03:13:11.474 --> 03:13:11.674]  Listen.
[03:13:12.540 --> 03:13:14.161]  I was never trying to win a popularity contest.
[03:13:14.181 --> 03:13:17.922]  I've been trying to get Americans and others to think outside the box and realize what's happening.
[03:13:18.102 --> 03:13:19.023]  And we've been very successful.
[03:13:19.403 --> 03:13:20.623]  I've expected to be attacked.
[03:13:21.144 --> 03:13:23.265]  I didn't know we'd be the very tip of the spear.
[03:13:23.525 --> 03:13:24.065]  But it's happened.
[03:13:24.525 --> 03:13:29.387]  So now InfoWars is the banner of free speech, the renaissance in Western culture and civilization.
[03:13:29.687 --> 03:13:34.790]  And it's more important than ever that folks realize that the dominoes are beginning to fall against your cherished free speech.
[03:13:35.030 --> 03:13:37.651]  And you'll lose everything else if you don't stand up for it now.
[03:13:38.471 --> 03:13:40.812]  InfoWars is trending at the top of Twitter right now.
[03:13:41.072 --> 03:13:43.213]  And we've got record traffic at InfoWars and NewsWars.
[03:13:43.653 --> 03:13:45.574]  But they think in a few days you'll forget about it.
[03:13:45.974 --> 03:13:49.115]  Then they'll move on to the next target, and the next target, and the next target.
[03:13:49.476 --> 03:13:52.557]  Notice they would only partially ban us here, partially ban us there.
[03:13:52.957 --> 03:13:54.518]  They would cry wolf if they were going to ban us.
[03:13:54.898 --> 03:13:58.119]  And so when they finally banned us, they're hoping you're not paying attention.
[03:13:58.139 --> 03:13:58.979]  They're hoping you're stupid.
[03:13:58.999 --> 03:14:04.422]  They're hoping you believe the fake narratives about us and the lies they've said about us where I'm this bad guy that's done this or that.
[03:14:05.442 --> 03:14:13.211]  The New York Times were the main group manufacturing fake evidence of WMDs that then caused millions of Iraqis to die from starvation and war.
[03:14:13.971 --> 03:14:15.393]  And so many other sick, evil things.
[03:14:15.613 --> 03:14:18.736]  They help lie about babies being thrown out of the incubators that never happened.
[03:14:19.037 --> 03:14:24.562]  But they'll sit there and sanctimoniously lie about me and say I hurt children, I bully children with no evidence.
[03:14:25.143 --> 03:14:34.575]  That's because they're cold-blooded sociopathic scum who've been chosen and picked and prepared to go out and be henchmen and women to control and take down this nation.
[03:14:34.775 --> 03:14:38.520]  And they cold-bloodedly believe they've bet on the power structure and they're gonna win.
[03:14:38.981 --> 03:14:42.525]  CNN, MSNBC, all of them are the very worst of the worst.
[03:14:43.266 --> 03:14:55.556]  Who are not news organizations, but criminal racketeering combines, by the very definition, out operating to intimidate and attack and control and sabotage and block funds and bring down pro-American organizations.
[03:14:56.057 --> 03:15:02.041]  But in the end, we're going to defeat these people, and America and the world is going to be prosperous, and we're going to come through this together.
[03:15:02.842 --> 03:15:05.965]  That's a basic breakdown of what we're facing, what we're dealing with.
[03:15:06.646 --> 03:15:13.694]  China has basically allied with the globalists, the Democrats, the EU, and radical Islam to take down this country and take down the West.
[03:15:14.074 --> 03:15:17.457]  They are very afraid of us because we're exposing that, and that is the heart of the matter.
[03:15:18.118 --> 03:15:21.600]  Trump must take action now so they can't steal the 2018 election.
[03:15:22.080 --> 03:15:30.704]  He must take action and expose the true espionage of the communist Chinese infiltrating every level of our country and openly pushing for patriots to be silenced and censored.
[03:15:31.224 --> 03:15:32.104]  That is outrageous.
[03:15:32.705 --> 03:15:33.865]  And it's a hard truth to tell.
[03:15:34.145 --> 03:15:42.029]  But if the president tells it, even more Americans, as the polls show, will pick the right side of being pro-America, pro-liberty, pro-freedom, and pro-prosperity.
[03:15:42.329 --> 03:15:44.751]  But we've got to tell the very serious truths.
[03:15:45.312 --> 03:15:52.979]  And we've got to realize films like Death of a Nation by Dinesh D'Souza are so critical for everyone to see if you want to understand the real threat.
[03:15:53.079 --> 03:15:58.084]  If you are receiving this transmission, you are the resistance.
[03:16:02.208 --> 03:16:12.834]  Not only is the president looking to take away Brennan's security clearance, he's also looking into the clearances of Comey, Clapper, Hayden, Rice, and McCabe.
[03:16:13.175 --> 03:16:22.340]  The president is exploring the mechanisms to remove security clearance because they've politicized and in some cases monetized their public service and security clearances.
[03:16:22.740 --> 03:16:30.308]  Making baseless accusations of improper contact with Russia or being influenced by Russia against the president is extremely inappropriate.
[03:16:30.609 --> 03:16:38.677]  And the fact that people with security clearances are making these baseless charges provides inappropriate legitimacy to accusations with zero evidence.
[03:16:39.438 --> 03:16:45.800]  President Trump's response to the corrupt globalist deep state is equivalent to what they're doing.
[03:16:46.560 --> 03:16:47.861]  They're calling him a traitor.
[03:16:47.881 --> 03:16:53.822]  They're saying remove him from office for meeting with Vladimir Putin publicly when Hillary met with him illegally and secretly.
[03:16:54.503 --> 03:16:57.303]  They're saying he needs to be overthrown all over the news.
[03:16:57.343 --> 03:17:02.625]  They're circulating it in government publications and white papers that are public.
[03:17:03.505 --> 03:17:06.886]  And then Trump comes out and says, we'll pull your security clearances.
[03:17:07.647 --> 03:17:08.327]  John Brennan,
[03:17:09.267 --> 03:17:10.968]  Clapper and others.
[03:17:11.829 --> 03:17:13.490]  Because you can't be trusted.
[03:17:13.570 --> 03:17:14.731]  You're anti-American.
[03:17:14.771 --> 03:17:19.674]  You're totally partisan, working against the election of our last president.
[03:17:20.635 --> 03:17:22.676]  You are working as seditious operatives.
[03:17:23.237 --> 03:17:33.363]  And if you look at people like John Brennan, in college and then out of college, he was on the Communist Party, voted for the Communist Party, and bragged about it to the New Yorker magazine and other publications.
[03:17:33.623 --> 03:17:35.084]  But Snopes says it's not true.
[03:17:35.485 --> 03:17:36.926]  Go look it up for yourself.
[03:17:37.846 --> 03:17:41.650]  Then Brennan joined the most radical form of Islam, a Wahhabist.
[03:17:41.790 --> 03:17:43.993]  Of course Obama put this radical in.
[03:17:44.593 --> 03:17:51.540]  And it was Brennan, and it was Clapper, and it was Rice and others who illegally spied on Trump from 2015 on.
[03:17:51.920 --> 03:17:59.828]  It's all come out now that they were illegally spying without warrants and then they did the famous system of parallel construction.
[03:18:00.849 --> 03:18:10.582]  To go back and get warrants on false info, and now their whole criminal cabal that makes Richard Nixon look like a choir boy is all starting to calm down.
[03:18:10.602 --> 03:18:12.685]  And that's why they're at their most dangerous point right now.
[03:18:12.945 --> 03:18:15.568]  And they're saying, how dare you say you'll pull our security clearances?
[03:18:15.769 --> 03:18:17.070]  Oh, by the way, we don't need them.
[03:18:17.731 --> 03:18:26.741]  Oh, they need them so that moles in the government that are still there can give them classified info, which they can then parlay and sell with these lucrative jobs they've got.
[03:18:27.002 --> 03:18:35.671]  And then they can spin the info, leak the president's agenda, spin it, and then derail it and sabotage it, like the Korean peace deal and so many other issues.
[03:18:35.711 --> 03:18:37.693]  They're openly rooting to crash the economy.
[03:18:38.374 --> 03:18:40.816]  On Bill Maher's show and others, they are the enemies.
[03:18:41.157 --> 03:18:42.018]  They hate America.
[03:18:42.398 --> 03:18:46.422]  They're the coastal elites that absolutely hate the people on the East and West Coast as well.
[03:18:46.822 --> 03:18:47.903]  They are the traitors.
[03:18:47.943 --> 03:18:48.684]  They are the plague.
[03:18:49.004 --> 03:18:54.609]  And finally, Trump is awake and taking action and getting aggressive and pointing out these people cannot be trusted.
[03:18:54.669 --> 03:19:02.457]  It is the standard first move you make to cut off the deep state that is working for multinational corporations, the Communist Chinese and others.
[03:19:02.897 --> 03:19:03.658]  They are the enemy.
[03:19:03.678 --> 03:19:06.542]  They have stood in the way of American prosperity and peace and security.
[03:19:06.763 --> 03:19:09.006]  And now they're in deep trouble and they know it.
[03:19:09.066 --> 03:19:11.449]  So I salute President Trump for what he's done.
[03:19:11.469 --> 03:19:15.475]  I want to just remind the listeners that you heard all of this a year and a half ago.
[03:19:15.775 --> 03:19:17.658]  Hear first about the illegal FISA warrants.
[03:19:18.138 --> 03:19:19.419]  Uh, about the deep state spying.
