[00:00:05.885 --> 00:00:08.086]  Hitler took the guns.
[02:50:02.514 --> 02:50:03.636]  I mean, they're not giving up.
[02:50:05.703 --> 02:50:09.986]  No, Alex, I think that they're capable of great, great violence.
[02:50:09.986 --> 02:50:15.030]  We saw that in the attack on Congressman Scalise.
[02:50:15.030 --> 02:50:21.835]  I, myself, in the wake of the murder of Rick Gates' spokesman, have taken on personal security.
[02:50:21.835 --> 02:50:24.677]  I know on some occasions you have to use it.
[02:50:24.677 --> 02:50:28.000]  I really did it for my wife's peace of mind.
[02:50:28.000 --> 02:50:29.341]  They aren't going to silence us.
[02:50:29.881 --> 02:50:30.961]  We're not going to stop.
[02:50:30.961 --> 02:50:32.862]  We're going to keep pushing for the truth.
[02:50:32.862 --> 02:50:43.446]  Now suddenly, Adam Schiff and Dianne Feinstein, those great liberals who normally like full disclosure and transparency, oh no, the American people can't see this information.
[02:50:43.446 --> 02:50:45.187]  It's too complicated for them.
[02:50:45.187 --> 02:50:46.647]  They won't understand it.
[02:50:46.647 --> 02:50:49.949]  That's because it is a blueprint of treachery.
[02:50:49.949 --> 02:50:53.110]  That's because it is a road map of treason.
[02:50:53.530 --> 02:51:07.576]  That's why they have violated, as I said yesterday, on the War Room Show, multiple federal laws, including laws against sedition, treason, conspiracy, plotting to take down the government.
[02:51:07.576 --> 02:51:12.538]  No, Mueller and his cohorts are the ones who must face prison, in my opinion.
[02:51:12.538 --> 02:51:17.240]  Just first off, for people watching on Skype, this is some really good product placement.
[02:51:17.240 --> 02:51:20.741]  Tell me about the new athletics program you're involved in.
[02:51:21.837 --> 02:51:40.784]  Well, yesterday I had Amin Alai, who's a personal trainer who I've been associated with for 20 years, come on the War Room Show and talk about both Caveman, which he highly advocates in a program with high-quality whey protein that we sell at InfoWars.
[02:51:41.444 --> 02:51:42.125]  I like that.
[02:51:42.125 --> 02:51:42.765]  It's almost like...
[02:52:07.742 --> 02:52:09.122]  Like, you're Saddam Hussein.
[02:52:09.122 --> 02:52:12.023]  We usually two guys behind you.
[02:52:12.023 --> 02:52:15.345]  But with balaclavas and machine guns.
[02:52:15.345 --> 02:52:25.508]  I wish this was something to laugh about, Alex, but the number of death threats every time I do the Alex Jones Show, every time I'm on Fox News, they just spike.
[02:52:25.508 --> 02:52:33.250]  I was on with Laura Ingraham last night on Fox talking about why it's a mistake for the president to give this interview to Mueller.
[02:52:33.250 --> 02:52:34.331]  It's a perjury trap.
[02:52:34.331 --> 02:52:34.951]  It's a setup.
[02:52:35.638 --> 02:52:38.999]  The death threats against me immediately spike.
[02:52:38.999 --> 02:52:42.101]  It's really for my wife and my family's peace of mind.
[02:52:42.101 --> 02:52:45.862]  Well, that's awesome.
[02:52:45.862 --> 02:52:47.783]  Roger, you are something else.
[02:52:47.783 --> 02:52:54.026]  Getting back to all this other news here, do you think they have anything else up their sleeve?
[02:52:54.026 --> 02:52:55.487]  Any other fake bombshells?
[02:52:55.487 --> 02:53:00.929]  Because, I mean, they are getting torn to hell right now, and this is their spin that the GOP is panicking?
[02:53:04.030 --> 02:53:06.151]  Alex, here's the game plan for Mueller.
[02:53:06.151 --> 02:53:10.232]  I've laid it out before, but now I think both pieces of it are obvious.
[02:53:10.232 --> 02:53:18.234]  Mueller's going to indict the President's son-in-law on some phony, trumped-up charge of lying to an FBI agent.
[02:53:18.234 --> 02:53:32.018]  They're going to claim that he was the one who instructed General Flynn, a great patriot, a man who was unjustly and unfairly discharged, in my opinion, with setting up a meeting with the Russians.
[02:53:32.598 --> 02:53:40.945]  Well, within the purview of General Flynn's job, part of his responsibilities as the National Security Advisor.
[02:53:40.945 --> 02:53:43.347]  In my opinion, it's smart to be talking to the Russians.
[02:53:43.948 --> 02:53:46.069]  They have thermonuclear weapons.
[02:53:46.069 --> 02:53:48.651]  They can blow the entire world to hell.
[02:53:48.651 --> 02:53:49.792]  No, I totally agree with you.
[02:53:49.792 --> 02:53:52.113]  Let's shift gears quickly then.
[02:53:52.113 --> 02:53:53.834]  What else are they going to do as their cornered rats?
[02:53:53.834 --> 02:53:56.035]  Because that's what everybody's spidey sense is concerned about.
[02:53:56.035 --> 02:53:59.037]  A, B, look at Trump and Debos.
[02:53:59.037 --> 02:54:03.440]  They're like in awe and it looks like another big coup for America.
[02:54:04.545 --> 02:54:16.030]  It's the one-two punch, the indictment of Kushner, followed by some effort to entrap the President, who thinks he's going to an interview to talk about Russian collusion.
[02:54:16.030 --> 02:54:18.451]  Look, I sympathize with the President.
[02:54:18.451 --> 02:54:20.552]  I know why he's willing to give this interview.
[02:54:20.552 --> 02:54:23.413]  He knows in his heart he's done nothing wrong.
[02:54:23.413 --> 02:54:27.455]  He knows in his heart that there was no Russian collusion.
[02:54:27.455 --> 02:54:32.837]  What he doesn't understand is that Mueller and his pack of partisan hacks are weasels.
[02:54:33.657 --> 02:54:41.241]  That's right, and you told me before Trump was even elected, you said Cushner's not a bad guy, he's a good guy, but
[02:54:53.706 --> 02:54:58.350]  You know, business dealings, real estate, that the FBI could indict a ham sandwich.
[02:54:58.350 --> 02:55:02.172]  And Kushner doesn't think he's done anything wrong, so he's been blabbering to everybody as well.
[02:55:02.172 --> 02:55:06.776]  And Mueller's gone and interviewed all these people now, so they're going after Kushner because he was nice to them.
[02:55:08.083 --> 02:55:10.545]  No, I couldn't agree with you more, Alex.
[02:55:10.545 --> 02:55:17.590]  Jared Kushner's done nothing wrong that I'm aware of other than try to help his father-in-law make America great again.
[02:55:17.590 --> 02:55:25.596]  We disagree politically, but I do think his heart's in the right place and he strongly favors the success of the Trump administration.
[02:55:25.596 --> 02:55:30.160]  What he doesn't understand is that Mueller is not a by-the-book prosecutor.
[02:55:30.160 --> 02:55:32.322]  This is not an unbiased process.
[02:55:32.322 --> 02:55:35.244]  This is a small nest of partisan rats.
[02:55:36.918 --> 02:55:47.286]  By the way, I do like the fact that you have security there.
[02:55:47.286 --> 02:55:48.167]  We have security as well.
[02:55:48.167 --> 02:55:50.749]  I'm just making the joke because you're the muscle guy behind you.
[02:55:50.749 --> 02:55:56.514]  But seriously, you can also hold up your firearm, Roger, because everybody knows you're crack shot.
[02:55:56.514 --> 02:55:59.196]  They've seen the videos and they know that you're heavily armed.
[02:55:59.196 --> 02:56:01.458]  So I think that's the real reason that you and your wife and everybody are safe.
[02:56:01.458 --> 02:56:04.000]  Plus, this fellow here, I wouldn't start anything with him either.
[02:56:05.305 --> 02:56:09.149]  Well, look, it's for our family's peace of mind.
[02:56:09.149 --> 02:56:16.457]  Alex, I can't tell you how many death threats I get by email, by text, in the mail.
[02:56:16.457 --> 02:56:19.260]  We've informed the local sheriff's office.
[02:56:19.260 --> 02:56:22.283]  We could tell the FBI, but I have a feeling we'd be wasting our time.
[02:56:23.086 --> 02:56:23.786]  All right, brother.
[02:56:23.786 --> 02:56:24.506]  Great job.
[02:56:24.506 --> 02:56:25.326]  We appreciate you.
[02:56:25.326 --> 02:56:26.687]  We'll check in with you again tomorrow.
[02:56:26.687 --> 02:56:30.467]  We have a reporter in Davos as well with amazing footage and reports coming back.
[02:56:30.467 --> 02:56:31.468]  That's coming up as well.
[02:56:31.468 --> 02:56:36.169]  I'll be hosting part of the fourth hour straight ahead with the great John Rapaport.
[02:56:36.169 --> 02:56:37.909]  Thank you, Roger Stone.
[02:56:37.909 --> 02:56:40.229]  We'll be back shortly on The War Room.
[02:56:40.229 --> 02:56:41.050]  Don't miss it.
[02:56:41.050 --> 02:56:41.390]  That's it.
[02:56:41.390 --> 02:56:43.490]  About an hour and five minutes from now.
[02:56:43.490 --> 02:56:50.271]  Before we go any further, because I've barely been plugged in the last week because I'm so focused on the news, thank you for making InfoWorks possible.
[02:56:50.271 --> 02:56:52.592]  Thank you for allowing us to send these reporters around the world.
[02:56:54.059 --> 02:56:56.521]  To have people cover these big events.
[02:56:56.521 --> 02:56:58.863]  We have the new product that I'm so excited about.
[02:56:58.863 --> 02:57:01.725]  It's the Ultimate Turmeric Formula BODY EASE.
[02:57:01.725 --> 02:57:02.846]  Or BODY EASE.
[02:57:02.846 --> 02:57:04.067]  BODY EASE.
[02:57:04.067 --> 02:57:05.789]  Whole body support.
[02:57:05.789 --> 02:57:10.613]  Amazing, powerful, concentrated, 400 plus milligrams of concentrated turmeric.
[02:57:10.613 --> 02:57:12.374]  And all the great things it does in every capsule.
[02:57:12.374 --> 02:57:15.857]  Along with a bunch of other amazing things.
[02:57:15.857 --> 02:57:21.862]  It supercharges organic sage leaf, organic lemon balm leaf, organic thyme leaf,
[02:57:23.143 --> 02:57:29.269]  Pepperine, from Black Pepper, and so much more, Boswila, if I'm pronouncing that right.
[02:57:29.269 --> 02:57:30.871]  This is an amazing formulation.
[02:57:30.871 --> 02:57:32.532]  Infowarstore.com.
[02:57:32.532 --> 02:57:37.517]  It just came out this week, and it is 50% off, so you can try it at that introductory price.
[02:57:37.517 --> 02:57:39.539]  It probably won't be 50% off for another year.
[02:57:39.539 --> 02:57:40.940]  Take advantage of that.
[02:57:40.940 --> 02:57:41.421]  Stay with us.
[02:57:41.421 --> 02:57:41.861]  We'll be back.
[02:57:41.861 --> 02:57:42.442]  Hour number four.
[02:57:45.740 --> 02:57:49.222]  InfoWars Live is bringing you a breakthrough in modern medicine.
[02:57:49.222 --> 02:58:00.728]  We have found an extraordinary new natural way to help alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory health, and normal breathing.
[02:58:00.728 --> 02:58:01.609]  This is pollen blot.
[02:58:02.629 --> 02:58:15.293]  In the 1960s, researchers in France noticed that people who ate certain quail eggs from specific farms experienced less seasonal distress symptoms like runny nose, itchy, watery eyes, and excessive mucus production.
[02:58:15.293 --> 02:58:19.615]  They began studying the effects in published trials.
[02:58:19.615 --> 02:58:23.636]  Now we are introducing the fruit of the research, a fast-acting, chewable tablet.
[02:58:24.096 --> 02:58:34.186]  Just chew two tablets at the first sign of seasonal distress and Fast-Acting Pollen Block starts working in about 15 minutes to help alleviate seasonal distress.
[02:58:34.186 --> 02:58:37.330]  Enjoy the air you breathe naturally with Fast-Acting Pollen Block.
[02:58:37.330 --> 02:58:41.574]  Available now at InfoWarsLife.com or by calling toll-free 888-253-3139.
[02:58:46.601 --> 02:58:58.707]  Top scientists and researchers agree we are being hit by toxic weapons in the food and water supply that are making us fat, sick, and stupid.
[02:58:58.707 --> 02:59:00.068]  So what do we do about it?
[02:59:00.068 --> 02:59:03.410]  Well, for starters, don't just sit there and take it.
[02:59:03.410 --> 02:59:09.493]  Fight back with the all-new supercharged BrainForce Plus and feel the rush
[02:59:09.893 --> 02:59:11.173]  Without the crash!
[02:59:11.173 --> 02:59:17.395]  RainForce Plus is the next generation of advanced neural activation and nootropics.
[02:59:17.395 --> 02:59:25.298]  And now we've added a brand new ingredient called Black Pepper Fruit Extract that gives you an added kick!
[02:59:26.158 --> 02:59:38.881]  Other ingredients include vitamin B12 and neurological tonic and cognitive enhancers that will allow you to flip the switch and supercharge your state of mind.
[02:59:38.881 --> 02:59:40.182]  It's the real deal.
[02:59:40.182 --> 02:59:41.922]  Brain Force Plus.
[02:59:41.922 --> 02:59:49.664]  Secure your bottle right now at Infowarsstore.com.
[02:59:49.664 --> 02:59:52.285]  You're listening to the Alex Jones Show.
[03:00:06.323 --> 03:00:11.608]  Live from the Infowars.com studios, it's Alex Jones.
[03:00:11.608 --> 03:00:16.973]  And Jon Rappaport's taking over in about T-minus six minutes, or exactly six minutes from now.
[03:00:16.973 --> 03:00:18.974]  I just want to say it again.
[03:00:18.974 --> 03:00:30.525]  Everybody that's been listening for 20 years, 15 years, you know I was super negative, super angry, and after the establishment and just discrediting the entire power structure because it was bad.
[03:00:31.704 --> 03:00:42.192]  And it doesn't mean we still don't have a lot of problems, but nationalism, free market, folks that aren't out to get you, that's what's entering the world again.
[03:00:42.192 --> 03:00:44.514]  And the world is turning against globalism.
[03:00:44.514 --> 03:00:48.156]  And a lot of top people don't want to be part of this either.
[03:00:48.156 --> 03:00:50.098]  So it's a very exciting time.
[03:00:50.098 --> 03:00:55.462]  But I wanted to get in this little segment into the hypocrisy of the media and just how dumb they think you are.
[03:00:56.624 --> 03:01:03.545]  It's a total conspiracy theory that the Russians stole the election, and controlled Trump, and controlled his family, and there was all this collusion.
[03:01:03.545 --> 03:01:09.947]  And in years and years of investigation, it's been going on for two plus years, nothing found.
[03:01:09.947 --> 03:01:21.549]  And on the other side, all the illegal wiretaps, and all the spying, and all the lying, and all the deleting texts, and all the secret societies, and all the insurance policies, and then Joe Scarborough.
[03:01:23.390 --> 03:01:32.033]  goes on television and says just stop your conspiracy theories because you are making America less safe.
[03:01:32.033 --> 03:01:40.536]  That's what they get down to now and just nebulous conspiracy theories when they're the ones putting out the conspiracy theories.
[03:01:40.536 --> 03:01:44.597]  We told everybody Samsung Galaxy phones of that type
[03:01:46.434 --> 03:01:55.680]  I even knew this when I heard it, but then all the tech experts came out and said, you cannot erase them without burning them.
[03:01:55.680 --> 03:01:57.521]  The governments have demanded, the U.S.
[03:01:57.521 --> 03:02:03.926]  government mainly and telecommunication acts, going back to 96, that they have encryption keys.
[03:02:03.926 --> 03:02:04.866]  I'm not the tech guy.
[03:02:04.866 --> 03:02:06.908]  The point is, they never really erase the data.
[03:02:06.908 --> 03:02:08.148]  It's how it's organized.
[03:02:08.148 --> 03:02:12.471]  It just rewrites it to say, you can now write over this.
[03:02:12.471 --> 03:02:13.332]  But it's still there.
[03:02:15.720 --> 03:02:21.209]  And so, of course the Justice Department then announced today, oh, we were able to get in the 50,000 emails.
[03:02:21.209 --> 03:02:24.294]  Because no one bought it, they had to back off.
[03:02:24.294 --> 03:02:24.535]  Okay?
[03:02:27.290 --> 03:02:30.731]  It's a conspiracy theory to say it's a race.
[03:02:30.731 --> 03:02:32.711]  Because the FBI knows about everybody.
[03:02:32.711 --> 03:02:36.372]  Going back, the first thing was like 35 years ago, they were scared of counterfeiting.
[03:02:36.372 --> 03:02:42.094]  So they got the printer companies to put secret codes in the ink so they could tell when you bought it and who you were and all that.
[03:02:42.094 --> 03:02:43.574]  And of course, now that's known.
[03:02:43.574 --> 03:02:44.794]  So let's go to Scarborough, man.
[03:02:44.794 --> 03:02:46.515]  You talk about conspiracy theories.
[03:02:46.515 --> 03:02:50.096]  This guy is the biggest discredited joke in the galaxy.
[03:02:50.096 --> 03:02:50.536]  Here he is.
[03:02:52.032 --> 03:02:55.555]  Yeah, who is the informant that Ron Johnson's talking about?
[03:02:55.555 --> 03:02:57.557]  The McCarthy accusation?
[03:02:57.557 --> 03:03:00.259]  I mean, you know one of the worst things about this, incidentally?
[03:03:00.259 --> 03:03:12.630]  The FBI does make mistakes, and there are problems with the FBI, and you do want congressional oversight of our executive branch institutions, and this discredits sort of, I think, legitimate efforts to say, wait a second, let's take a look at this or that at all.
[03:03:12.630 --> 03:03:15.933]  This dirty pool that is being played by members of...
[03:03:17.335 --> 03:03:32.191]  That neocon that they have on, his father was the head of the Trotskyites and reported directly, William Crystal, to Trotsky, who Stalin had killed in Mexico with an ice axe.
[03:03:32.191 --> 03:03:35.075]  He is third in command from Trotsky.
[03:03:36.055 --> 03:03:40.701]  And they said, we've got to take the Republicans over if we're going to have communism be successful.
[03:03:40.701 --> 03:03:42.163]  And there it sits.
[03:03:42.163 --> 03:03:43.004]  Thought I'd just add that.
[03:03:43.004 --> 03:03:44.226]  He's not going to tell you that.
[03:03:44.226 --> 03:03:46.008]  Even the New York Times, though, admits that.
[03:03:46.008 --> 03:03:47.630]  Very proud of it, though.
[03:03:47.630 --> 03:03:50.314]  That is the heir to Trotsky.
[03:03:50.314 --> 03:03:50.835]  Let's continue.
[03:03:51.391 --> 03:03:58.678]  That is being played by members of the Senate and the House and the administration.
[03:03:58.678 --> 03:04:02.841]  You're undercutting the foundation of this democracy.
[03:04:02.841 --> 03:04:03.442]  Okay, that's enough.
[03:04:03.442 --> 03:04:04.723]  You guys are conspiracy theory crap.
[03:04:04.723 --> 03:04:05.924]  I want to add this.
[03:04:05.924 --> 03:04:06.645]  Her dad...
[03:04:07.265 --> 03:04:18.115]  Was the head architect of wanting World War III with the Russians, who had bragged that he helped have genocide by manipulating the situation in Cambodia that killed 30% of the population, Zbigniew Brzezinski?
[03:04:18.115 --> 03:04:20.437]  I mean, I could just keep hitting you and hitting you and hitting you.
[03:04:20.437 --> 03:04:30.226]  See, when you know who these people are, and then you've got Scarborough with a dead intern, and the autopsy they wouldn't do, and you just are looking at a bunch of scum!
[03:04:31.738 --> 03:04:35.300]  I mean, it's just, I can go through every one of these people on TV, man.
[03:04:35.300 --> 03:04:38.082]  It's like North Korea, where you have a third-generational dictator.
[03:04:38.082 --> 03:04:42.045]  These scumbags, then, their kids end up ruling over us.
[03:04:42.045 --> 03:04:48.689]  I mean, I guess Mika and Scarborough are gonna pop one out that'll be our new god and dance around America's grave.
[03:04:48.689 --> 03:04:51.091]  Not on my watch, scumbags!
[03:04:51.091 --> 03:04:52.532]  We'll be back with John Rappaport.
[03:04:54.858 --> 03:05:05.001]  Climb to the top of the food chain with Alpha Power by Infowars Life for those who want to increase testosterone and energy levels.
[03:05:05.001 --> 03:05:13.044]  Most men know that testosterone levels begin to decline starting around 30 at a rate of about 1-2% per year.
[03:05:13.044 --> 03:05:19.366]  This drop can show signs such as fatigue, low energy, low sex drive and muscle loss.
[03:05:20.206 --> 03:05:26.048]  Alpha Power is packed with some of the most potent and clinically tested ingredients on the market.
[03:05:26.048 --> 03:05:45.155]  The secret is in the synergistic blend of ancient ingredients that have been concentrated into their most potent forms, including Uricoma Longifolia, originally from Malaysia, Macaru from Peru, Horny Goatweed from China, and Tribulus from India.
[03:05:45.155 --> 03:05:48.616]  Reach your alpha male potential with Alpha Power.
[03:05:49.096 --> 03:06:07.012]  Get Alpha Power now at 50% off and secure your bottle today.
[03:06:07.012 --> 03:06:09.234]  Broadcasting live from the U.N.
[03:06:09.234 --> 03:06:14.819]  stronghold, Austin, Texas, you're listening to the Alex Jones Show.
[03:06:26.078 --> 03:06:29.721]  John Rappaport here in the fourth hour sitting in for Alex at InfoWars.
[03:06:29.721 --> 03:06:45.275]  I was talking on a show earlier today and I just want to kind of finish up on a theme that I think is in line with what Alex was talking about and what's really going on here.
[03:06:45.275 --> 03:06:49.539]  There's a little item called achievement.
[03:06:49.539 --> 03:06:50.480]  Know that word?
[03:06:50.480 --> 03:06:51.141]  Achievement.
[03:06:51.141 --> 03:06:52.542]  It's not taught anymore.
[03:06:54.051 --> 03:06:58.612]  It's not elevated anymore in schools.
[03:06:58.612 --> 03:07:10.974]  The idea that great achievements can be made, especially launched by an individual, can't have that.
[03:07:10.974 --> 03:07:23.316]  But achievement in general has taken a very far back seat to the idea of some kind of giant cheese glob of collectivism.
[03:07:24.295 --> 03:07:26.977]  In our society.
[03:07:26.977 --> 03:07:30.900]  Oh, we're all in this together, and so, and so, and so.
[03:07:30.900 --> 03:07:48.992]  And it's all, we're all the same, and the same thing, and the glob, and floating around, and, oh yes, and, and just, you know, be part of a, of the group, and the collective, and, and just, and for the sake of utopia that's coming right around the corner.
[03:07:48.992 --> 03:07:52.755]  All of this preposterous crap
[03:07:53.638 --> 03:07:56.239]  Has been floated now.
[03:07:56.239 --> 03:08:00.781]  Seriously floated now for the last 30 or 40 years and achievement.
[03:08:00.781 --> 03:08:02.842]  Where did that go?
[03:08:02.842 --> 03:08:06.863]  Achievement, the great achievements.
[03:08:06.863 --> 03:08:08.544]  I came of age in New York City.
[03:08:08.544 --> 03:08:12.965]  I used to stand out there at night on rooftops.
[03:08:12.965 --> 03:08:15.066]  Go up to the top of the Empire State Building.
[03:08:15.066 --> 03:08:18.988]  You look out New York City at night.
[03:08:18.988 --> 03:08:22.269]  What an incredible sensation.
[03:08:23.894 --> 03:08:35.256]  That this has been built, that this all was made, that this all came up out of the ground by human effort.
[03:08:35.256 --> 03:08:39.177]  It wasn't lowered from a spaceship.
[03:08:39.177 --> 03:08:42.778]  Somebody didn't just snap their fingers and it appeared.
[03:08:42.778 --> 03:08:51.219]  It was created and designed and built up to the sky.
[03:08:51.219 --> 03:08:53.600]  It just marches out to the horizon at night.
[03:08:54.156 --> 03:09:02.603]  This fantastic sense of expansion, achievement, taking wing.
[03:09:02.603 --> 03:09:06.567]  And maybe you've seen the old photographs in black and white.
[03:09:06.567 --> 03:09:20.178]  High steel, workers sitting up there on way above the ground, on girders, in the middle of the day, eating their lunch casually.
[03:09:20.178 --> 03:09:21.819]  They built them.
[03:09:21.819 --> 03:09:22.460]  They built them.
[03:09:24.617 --> 03:09:31.018]  And when they came down finally for the end, when it was all done, they looked up there and they said, we built this.
[03:09:31.018 --> 03:09:35.099]  We built this achievement.
[03:09:35.099 --> 03:09:49.601]  And now you have all kinds of globalist front groups, little diabolical creatures scurrying along that want to tear it all down.
[03:09:49.601 --> 03:09:51.042]  Tear it all down.
[03:09:51.042 --> 03:09:52.522]  Get rid of the whole thing.
[03:09:52.522 --> 03:09:53.762]  Let's tear it all down.
[03:09:54.676 --> 03:09:57.298]  Because that'll be righteous.
[03:09:57.298 --> 03:10:00.160]  That will be payback.
[03:10:00.160 --> 03:10:01.922]  For what?
[03:10:01.922 --> 03:10:02.362]  For what?
[03:10:02.362 --> 03:10:07.626]  What are you going to put in its place?
[03:10:07.626 --> 03:10:15.293]  People looking across the land for tubers and roots and living in trees?
[03:10:15.293 --> 03:10:16.994]  Is that what you want?
[03:10:16.994 --> 03:10:19.336]  Is that going to be final social justice?
[03:10:23.277 --> 03:10:28.881]  There are so many fantastic places around the world.
[03:10:28.881 --> 03:10:48.396]  When you see them and you look at them and you stand there and you realize how they have been built by people, created, invented, designed, labored over, constructed, fantastic things.
[03:10:49.426 --> 03:10:57.652]  You go to the Frick Museum, a little museum in New York City, and you see two or three magnificent paintings by Vermeer.
[03:10:57.652 --> 03:11:04.057]  You go to the Metropolitan Museum and you look at a few fantastic paintings by Van Eyck.
[03:11:04.057 --> 03:11:07.560]  You begin to get a sense of achievement.
[03:11:07.560 --> 03:11:11.563]  Achievement that takes wing.
[03:11:11.563 --> 03:11:17.448]  That is still at the heart and the root of what the future is all about.
[03:11:18.641 --> 03:11:23.163]  If it's not about that, it's not about anything except destruction.
[03:11:23.163 --> 03:11:25.083]  Tearing it all down.
[03:11:25.083 --> 03:11:31.685]  And of course, that's what the arch-globalists want to do.
[03:11:31.685 --> 03:11:34.706]  That's where they want to go.
[03:11:34.706 --> 03:11:39.048]  Because then they can rebuild it in their image.
[03:11:39.048 --> 03:11:44.590]  That is the image of the machine.
[03:11:44.590 --> 03:11:47.991]  Where the humans are machine.
[03:11:49.102 --> 03:11:51.183]  And the machines are machines.
[03:11:51.183 --> 03:11:55.005]  And everything is run like clockwork, technocratically.
[03:11:55.005 --> 03:11:56.446]  Everything is on schedule.
[03:11:56.446 --> 03:11:57.706]  Everything is on time.
[03:11:57.706 --> 03:12:01.648]  Everything is measured out by small drips and drabs.
[03:12:01.648 --> 03:12:04.290]  People are in slots.
[03:12:04.290 --> 03:12:16.316]  People are units, ciphers, non-entities of no concern, no regard, except as ant colonies of the future.
[03:12:18.766 --> 03:12:22.387]  That is their version of achievement.
[03:12:22.387 --> 03:12:27.809]  And for that, they do not need people.
[03:12:27.809 --> 03:12:29.110]  They do not need people.
[03:12:29.110 --> 03:12:34.232]  And they certainly don't need people to be inspired to want to achieve.
[03:12:34.232 --> 03:12:38.033]  You want to achieve.
[03:12:38.033 --> 03:12:45.556]  If you can't see that or find it, it's covered up and you need to get the dross out of the way and clear
[03:12:46.460 --> 03:12:54.422]  Down to that river of creative energy that is achievement, that is the basis of freedom.
[03:12:54.422 --> 03:12:57.723]  The reason for freedom.
[03:12:57.723 --> 03:13:05.364]  To achieve in this world.
[03:13:05.364 --> 03:13:07.625]  The Erie Canal.
[03:13:07.625 --> 03:13:08.125]  Ever hear of it?
[03:13:10.163 --> 03:13:25.266]  In the early 19th century, New York City, which was the major center of commerce, certainly in the New World, was blocked off from the interior of the country where there were, you know, endless resources.
[03:13:25.266 --> 03:13:28.167]  There was no possibility of trade.
[03:13:28.167 --> 03:13:32.488]  You had mountains in the way and you had pack animals.
[03:13:32.488 --> 03:13:39.129]  And how were you going to build any kind of market, free market, economy?
[03:13:39.129 --> 03:13:39.769]  Impossible.
[03:13:42.216 --> 03:13:49.682]  But the governor of New York, DeWitt Clinton, an individual who was all about achievement, said, guess what?
[03:13:49.682 --> 03:14:09.377]  We're going to build a 363-mile canal from Albany, New York, connecting to the Great Lakes and thereby into the interior of America so that we can ship goods, trade back and forth by water.
[03:14:09.377 --> 03:14:11.018]  People thought he was completely crazy.
[03:14:12.794 --> 03:14:15.916]  Clinton's folly, Clinton's ditch.
[03:14:15.916 --> 03:14:19.318]  This was not with technology of present day.
[03:14:19.318 --> 03:14:28.643]  This was people grabbing the guts of the land and saying, we are going to build with what we have.
[03:14:28.643 --> 03:14:39.009]  363 miles of canal from Albany through mountains, across mountains,
[03:14:40.985 --> 03:14:46.427]  To the Great Lakes and thereby opening up the whole interior of the United States.
[03:14:46.427 --> 03:14:47.527]  Well, you can't do that.
[03:14:47.527 --> 03:14:49.008]  That's ridiculous.
[03:14:49.008 --> 03:14:54.929]  All the little diabolical demons nipped at his heels, you know, because that's all they can do.
[03:14:54.929 --> 03:14:56.630]  They can't do anything themselves.
[03:14:56.630 --> 03:14:57.950]  They can't create anything.
[03:14:57.950 --> 03:15:01.651]  All they can do is gnaw away like little rats.
[03:15:01.651 --> 03:15:04.292]  He paid no attention to that and said, of course, we're going to do it.
[03:15:04.292 --> 03:15:05.673]  And he did it.
[03:15:05.673 --> 03:15:06.793]  And they did it.
[03:15:06.793 --> 03:15:08.974]  All the people who worked on that did it.
[03:15:08.974 --> 03:15:09.814]  It was completed.
[03:15:11.153 --> 03:15:13.955]  In 1825.
[03:15:13.955 --> 03:15:28.045]  This was the same DeWitt Clinton who said at a time when most of the people living in Manhattan in New York City lived at the bottom.
[03:15:28.045 --> 03:15:30.247]  I'll tell you that story when we come back from the break.
[03:15:30.247 --> 03:15:31.428]  It's quite fantastic.
[03:15:31.428 --> 03:15:32.969]  John Rappaport here for InfoWars.
[03:15:53.851 --> 03:15:56.412]  Are you happy washing your hands with harsh chemicals?
[03:15:56.412 --> 03:15:58.573]  Are you happy doing laundry with detergents?
[03:15:58.573 --> 03:16:00.534]  Are you happy paying high prices?
[03:16:00.534 --> 03:16:02.596]  Find your happiness with Pure Soap.
[03:16:02.596 --> 03:16:07.458]  These all-natural, earth-friendly Pure Soaps are the very best you've ever used.
[03:16:07.458 --> 03:16:08.339]  Buy in bulk.
[03:16:08.339 --> 03:16:11.261]  Get a 12-, 36-, or 48-month supply.
[03:16:11.261 --> 03:16:13.702]  Or get items individually and still save big.
[03:16:13.962 --> 03:16:17.246]  You're getting soap products twice as good as what you're using now.
[03:16:17.246 --> 03:16:19.509]  Earth-friendly and natural soaps.
[03:16:19.509 --> 03:16:21.292]  Your family deserves the best.
[03:16:21.292 --> 03:16:23.955]  Happiness is 5Starsoap.com.
[03:16:23.955 --> 03:16:26.739]  Why not put your money up the drain for a change?
[03:16:26.739 --> 03:16:29.282]  See them at 5Starsoap.com or call
[03:16:29.642 --> 03:16:33.065]  Call 1-800-340-7091 for a catalog.
[03:16:33.065 --> 03:16:40.270]  Cal Bend Soap Company can save you thousands of dollars and give you good, old-fashioned, real soaps that are triple concentrated.
[03:16:40.270 --> 03:16:42.752]  Soaps made from vegetable and coconut oils.
[03:16:42.752 --> 03:16:46.415]  See their full selection of soaps at 5starsoap.com.
[03:16:46.415 --> 03:16:48.536]  That's F-I-V-E, starsoap.com.
[03:16:48.536 --> 03:16:49.577]  Or call 1-800-340-7091 for a catalog.
[03:16:53.340 --> 03:16:55.241]  Fully cooked, ready-to-eat bacon.
