[00:00:01.668 --> 00:00:03.073]  We are drugged out!
[03:14:12.154 --> 03:14:14.055]  Median household income is below
[03:14:15.230 --> 03:14:16.932]  1999 levels.
[03:14:17.912 --> 03:14:24.057]  So wages, when you really adjust them for inflation, they're not going up much at all.
[03:14:25.258 --> 03:14:38.888]  So again, higher interest rates, how are you going to buy a home when the cost of a home is going up several percent, but your wages aren't even keeping pace with inflation?
[03:14:40.469 --> 03:14:42.050]  How are you going to shop more?
[03:14:42.757 --> 03:14:49.501]  If you have to put more into your gas tank, costing you more, that you would be spending in retail and restaurants.
[03:14:50.162 --> 03:14:51.823]  So these are the things to watch.
[03:14:53.023 --> 03:15:03.850]  So, going back to our forecast, we believe gold is bottomed, or near it, and the upside potential, once it goes over $1,450 an ounce, boom!
[03:15:03.870 --> 03:15:04.070]  Zap!
[03:15:04.250 --> 03:15:04.410]  Over to $2,000.
[03:15:11.400 --> 03:15:13.541]  But we haven't seen that in five years.
[03:15:14.241 --> 03:15:18.263]  So that's a number I would suggest anyone interested in gold starts looking at.
[03:15:19.224 --> 03:15:23.906]  And again, gold is hovering now around the $12.20 mark, an ounce.
[03:15:24.626 --> 03:15:27.768]  And it got another $20 to $30 downside risk.
[03:15:28.788 --> 03:15:30.149]  So that's where the economy is.
[03:15:30.189 --> 03:15:31.209]  And we're going to come back.
[03:15:31.789 --> 03:15:39.533]  We're going to talk a lot about a lot more other geopolitical issues and economic issues that are going to be shaping the future.
[03:15:40.265 --> 03:15:50.088]  With Trend Forecasting, what we try to do is to put you ahead of the news and on top of the trends, so that you can prepare to survive and thrive.
[03:15:50.108 --> 03:15:52.729]  So we're going to come back in a little bit.
[03:15:53.390 --> 03:15:54.330]  Thank you very much.
[03:15:55.510 --> 03:15:56.511]  See you soon.
[03:15:56.851 --> 03:15:57.631]  And don't forget...
[03:16:02.259 --> 03:16:03.220]  What should we call you?
[03:16:03.240 --> 03:16:09.564]  Should we call you a Starbucks whistleblower or a Starbucks ex?
[03:16:09.884 --> 03:16:12.066]  Patriotic barista?
[03:16:12.686 --> 03:16:13.707]  I can feel it already.
[03:16:14.047 --> 03:16:15.028]  There is division.
[03:16:15.088 --> 03:16:19.411]  This has not done anything good for Starbucks or for our store.
[03:16:19.451 --> 03:16:21.032]  And it's not going to help.
[03:16:21.132 --> 03:16:24.154]  Especially when they start expanding it to other companies.
[03:16:24.174 --> 03:16:25.675]  Because we know this is just the start.
[03:16:28.957 --> 03:16:33.345]  Learning a session on race bias and creating a welcoming environment to all.
[03:16:33.846 --> 03:16:34.987]  Sounds super great, right?
[03:16:35.308 --> 03:16:36.230]  This is their own word.
[03:16:36.430 --> 03:16:40.577]  This training was developed with guidance by national and local experts.
[03:16:42.639 --> 03:16:43.840]  So, it sounds really good.
[03:16:43.881 --> 03:16:44.421]  We're positive.
[03:16:44.441 --> 03:16:45.142]  We're going to do it.
[03:16:45.683 --> 03:16:50.589]  And then we look at the experts who are actually devising this discussion.
[03:16:51.249 --> 03:17:00.420]  We have Cheryl Flynn, Cheryl Ifill, President of the Director of the NAACP Legal Defense Fund, served on the board of the George Soros Open Society Foundation.
[03:17:01.121 --> 03:17:06.485]  We have Heather McGhee, president of DEMO, a left-leaning public policy organization.
[03:17:06.885 --> 03:17:07.405]  Guess what?
[03:17:07.525 --> 03:17:10.747]  She also served on the board of the George Soros Open Society Foundation.
[03:17:11.588 --> 03:17:15.350]  Brian Stevenson, lawyer, social justice activist.
[03:17:15.771 --> 03:17:20.334]  And you guessed it, he also serves on the board of the George Soros Open Society Foundation.
[03:17:20.774 --> 03:17:21.855]  And it doesn't just stop there.
[03:17:22.255 --> 03:17:29.519]  There are a few more names of experts who are also connected directly, like you said, Alex, to George Soros and these less-leaning policies.
[03:17:29.699 --> 03:17:32.500]  And what was funny was there was no other races that were involved.
[03:17:32.580 --> 03:17:34.621]  It was only black versus white.
[03:17:34.701 --> 03:17:36.802]  No Hispanic, no Asian, nothing.
[03:17:36.902 --> 03:17:38.463]  It was just black versus white.
[03:17:38.523 --> 03:17:46.927]  And then we got to this video by Stanley Nelson, which I'd like to mention, he was the director and writer of the documentary The Black Panther Vanguard of the Revolution.
[03:17:46.947 --> 03:17:47.808]  So he had this
[03:17:48.148 --> 03:17:48.768]  He made this video.
[03:17:48.968 --> 03:17:50.409]  He made this video for Starbucks.
[03:17:50.489 --> 03:17:52.249]  Specifically, it's called The Story of Access.
[03:17:52.649 --> 03:17:54.129]  You can find it right on the website.
[03:17:54.749 --> 03:17:56.510]  And we had to watch it all together.
[03:17:56.530 --> 03:17:57.510]  It was so uncomfortable.
[03:17:57.650 --> 03:18:05.572]  They showed horrible scenes from the 60s, showing discrimination against Blacks in public places, as well as more recent events caught on cell phones.
[03:18:05.652 --> 03:18:09.153]  But the most damaging was the interviews they had with Black Americans.
[03:18:09.613 --> 03:18:14.854]  And the common theme was that they can't leave the house without feeling judged or like they were going to be caught.
[03:18:15.054 --> 03:18:15.835]  We're good to go.
[03:18:36.169 --> 03:18:38.950]  The victims just want to be victims, and that's it.
[03:18:38.990 --> 03:18:40.251]  That's all they want.
[03:18:40.311 --> 03:18:55.217]  My favorite quote was from a black male in that video, and he was talking about how he was so heartbroken that he would have to tell his son that he has to enter this world, and this world is a muddy river of racism, and he would have to walk through that muddy river of racism.
[03:18:55.297 --> 03:18:57.218]  Has nothing changed since the filibuster?
[03:18:57.418 --> 03:18:59.240]  The Reds Act has nothing changed in America.
[03:18:59.320 --> 03:19:00.601]  We don't get credit for anything.
[03:19:00.621 --> 03:19:08.607]  It just makes me think that if a small percentage of the black Americans feel like this, this can be really critical to our future.
[03:19:08.707 --> 03:19:09.607]  They have to wake up.
[03:19:09.728 --> 03:19:10.888]  They have to be red pills.
[03:19:10.948 --> 03:19:20.316]  And what's funny is at the end of the day of the training, we were left with, I would say, probably about 1% of strategy on how to deal with problem customers.
[03:19:21.296 --> 03:19:26.621]  Everything else was pretty much race-baiting, victim, shove-in-your-face propaganda.
[03:19:27.992 --> 03:19:28.753]  Unbelievable.
[03:19:29.234 --> 03:19:40.784]  And you can see that the pressure from Black Lives Matter is ultimately going to tank this company because now, heck, I'm going to tell everyone to come in with their chessboards, their Dunkin' Donuts, and they should just have lunch right in Starbucks.
[03:19:40.884 --> 03:19:45.508]  Because, heck, we invite every single person who walks through that store as a customer now.
[03:19:45.768 --> 03:19:50.452]  I don't see how anyone could listen and know that all of this training was from these lovely
[03:19:50.452 --> 03:19:52.274]  You're listening to the Alex Jones Show!
[03:20:27.029 --> 03:20:35.816]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[03:20:39.019 --> 03:20:41.861]  Well, it's not Alex Jones exactly.
[03:20:41.881 --> 03:20:44.543]  It's the Alex Jones Show Info Wars.
[03:20:45.044 --> 03:20:51.289]  And this is Gerald Cilenti, and what an honor and privilege to be on Info Wars.
[03:20:52.675 --> 03:20:58.280]  And it was talking a lot about the economy before and rising oil prices and interest rates.
[03:20:58.920 --> 03:21:01.843]  So here's one of the things that I do as a trend forecaster.
[03:21:02.723 --> 03:21:05.165]  I still read old newspapers, the old print.
[03:21:06.046 --> 03:21:09.949]  And what I do is I mark up the salient points of the stories.
[03:21:12.051 --> 03:21:12.871]  And there's one here.
[03:21:14.298 --> 03:21:21.140]  Faces immediate economic test as Pakistan eyes $12 billion IMF bailout.
[03:21:21.660 --> 03:21:23.300]  And you know what the IMF is, right?
[03:21:23.320 --> 03:21:26.481]  The International Mafia Federation.
[03:21:27.202 --> 03:21:31.063]  That the White Shoe Boys like to call the International Monetary Fund.
[03:21:31.083 --> 03:21:34.203]  But it's of course no fun for anybody.
[03:21:35.264 --> 03:21:43.486]  Pakistan is drawing up plans to seek its largest ever bailout from the IMF, with senior finance officials set to present
[03:21:44.229 --> 03:21:49.552]  The option to Imran Khan soon after he takes office.
[03:21:50.493 --> 03:22:04.942]  Any loan from the IMF, which officials believe is necessary to resolve the country's escalating foreign reserves crisis, would see the fund impose restrictions on public spending.
[03:22:06.263 --> 03:22:13.087]  Such limits would make it difficult for Pakistan's new leader to fulfill some of his election promises.
[03:22:14.295 --> 03:22:18.716]  Such as building, quote, an Islamic wealthier state.
[03:22:19.716 --> 03:22:21.337]  I mention this for two reasons.
[03:22:22.617 --> 03:22:26.698]  Again, I was talking about the currency crisis.
[03:22:28.278 --> 03:22:34.160]  Because the stronger the dollar gets, the weaker emerging market currencies go.
[03:22:35.940 --> 03:22:42.382]  And its foreign currency reserves have declined rapidly in recent months.
[03:22:43.183 --> 03:22:54.290]  As ready for this, higher oil prices have pushed up the cost of imports, while exports continue to lag.
[03:22:55.891 --> 03:22:57.512]  That's what I was saying before.
[03:22:57.632 --> 03:23:00.173]  Again, history before it happens.
[03:23:00.253 --> 03:23:05.036]  We write about these issues and speak about them before they make the papers.
[03:23:05.837 --> 03:23:09.759]  This is only one of the emerging markets that's going to submerge.
[03:23:10.459 --> 03:23:12.841]  The other point I want to make here is that
[03:23:13.459 --> 03:23:18.420]  They said that it's going to be difficult for the leader to fulfill some of his election promises.
[03:23:19.641 --> 03:23:25.582]  So many of these clowns running for office make these election promises and never fulfill them.
[03:23:27.323 --> 03:23:28.463]  But they get away with it.
[03:23:30.003 --> 03:23:30.523]  How come?
[03:23:32.304 --> 03:23:33.764]  Because they're politicians.
[03:23:33.864 --> 03:23:36.305]  And I say, Google up the definition of politician.
[03:23:37.219 --> 03:23:39.320]  Someone who runs for elected office, blah, blah, blah, blah.
[03:23:39.360 --> 03:23:45.984]  The second part, a person that's manipulative and devious, typically to gain advancement within an organization.
[03:23:47.004 --> 03:23:48.745]  So they'll say anything to get elected.
[03:23:49.545 --> 03:23:51.807]  And this guy's been running a long time to do so.
[03:23:53.007 --> 03:23:54.188]  I want to stay on this story.
[03:23:54.288 --> 03:23:55.468]  One more point here.
[03:23:55.528 --> 03:24:06.034]  Many analysts believe a return to the IMF is inevitable and will come with damaging consequences for economic growth.
[03:24:07.964 --> 03:24:09.404]  Short-term economic growth.
[03:24:10.865 --> 03:24:11.125]  Yeah?
[03:24:11.505 --> 03:24:12.025]  Guess what?
[03:24:12.866 --> 03:24:13.786]  Take a look at Greece.
[03:24:14.366 --> 03:24:15.926]  Long-term economic growth.
[03:24:16.887 --> 03:24:31.171]  And again, it's great being on with InfoWars and the reason I'm on InfoWars and I support it is because it's the truth that people are looking for that you can't find in other places and products that they have
[03:24:32.025 --> 03:24:34.267]  That you won't find in many places either.
[03:24:34.287 --> 03:24:41.232]  And they're introducing a powerful line of fish oils from Info Wars Life.
[03:24:41.252 --> 03:24:44.875]  25% off each bottle.
[03:24:44.895 --> 03:24:47.517]  Or as we used to say in the Bronx, bottle.
[03:24:48.477 --> 03:24:48.978]  And 40% off combo.
[03:24:51.929 --> 03:24:58.110]  For years, fish oils have been one of the most recognized supplements in the market, and for good reason.
[03:24:58.230 --> 03:25:11.033]  Studies have suggested that fish oils and fish oil supplements can decrease the growth rate of plaque, slightly lower blood pressure, and prevent cognitive decline.
[03:25:11.553 --> 03:25:19.635]  That's why the InfoWars team worked hard to create a series of fish oils to help you boost your mind and body.
[03:25:20.700 --> 03:25:37.274]  With unlimited fish oil, ultimate fish oil, excuse me, ultimate krill oil, and honor roll added to you and your child's daily supplement routine, you could take advantage of the true power of fish oils.
[03:25:37.794 --> 03:25:42.738]  And remember, 25% off each bottle, 40% off the combo.
[03:25:42.758 --> 03:25:49.644]  So, I'm going to stay on these emerging markets because all things are connected.
[03:25:50.771 --> 03:25:53.352]  And what could bring the economy back in a way?
[03:25:54.592 --> 03:25:59.713]  And what could bring strength back in a way that we haven't seen before?
[03:26:00.713 --> 03:26:04.854]  Well, here's a forecast I'm going to make, and you're the first to hear it.
[03:26:04.874 --> 03:26:12.336]  There's a major story today here in the Wall Street Journal.
[03:26:14.796 --> 03:26:17.897]  In Afghanistan, U.S.
[03:26:18.477 --> 03:26:18.977]  sees
[03:26:19.791 --> 03:26:22.152]  Signs of peace.
[03:26:23.632 --> 03:26:24.212]  There it is.
[03:26:26.233 --> 03:26:30.174]  When have you read a headline like this before about Afghanistan?
[03:26:31.954 --> 03:26:34.515]  I believe peace is on the horizon.
[03:26:36.635 --> 03:26:47.178]  Today, Trump has fulfilled two of the three issues that he said he was going to talk about, but that he did talk about.
[03:26:47.915 --> 03:26:49.696]  Big issues during his campaign.
[03:26:51.038 --> 03:26:55.141]  One was to renegotiate the trade deals, which he's doing.
[03:26:57.903 --> 03:26:59.504]  Another one was tax cuts.
[03:27:00.585 --> 03:27:05.349]  And that's why we said there's going to be a Trump rally.
[03:27:05.869 --> 03:27:07.431]  Because we know what the tax cuts do.
[03:27:07.451 --> 03:27:10.513]  A lot of the money goes into stock buybacks.
[03:27:10.793 --> 03:27:11.574]  We're realists.
[03:27:12.375 --> 03:27:15.237]  And you're looking at stock buyback and merger and acquisition activity.
[03:27:15.677 --> 03:27:17.599]  This part of the term
[03:27:18.325 --> 03:27:19.986]  of the year at record levels.
[03:27:20.746 --> 03:27:23.967]  And number three, he promised to rebuild the infrastructure.
[03:27:25.427 --> 03:27:29.389]  That hasn't happened yet, and his proposals to do so are very weak.
[03:27:31.609 --> 03:27:32.850]  Here is the trend.
[03:27:33.950 --> 03:27:47.615]  Trump is going to follow Gerald Cilenti's Occupy Peace Plan in bringing the troops home, closing unnecessary bases overseas,
[03:27:49.463 --> 03:27:54.026]  And put them to work rebuilding our rotted infrastructure.
[03:27:54.807 --> 03:28:00.571]  It is one of the elements, the second element of my Occupy Peace program.
[03:28:01.811 --> 03:28:06.054]  Once upon a time in the 1930s, there was the Work Progress Administration.
[03:28:06.094 --> 03:28:11.138]  Hoover Dam, all these places, they put the people to work rebuilding our country and building it.
[03:28:12.238 --> 03:28:14.760]  A Troops Progress Administration.
[03:28:16.021 --> 03:28:17.402]  That's what you're going to see.
[03:28:18.223 --> 03:28:19.704]  That's our forecast.
[03:28:20.324 --> 03:28:21.505]  You heard it first.
[03:28:21.905 --> 03:28:39.153]  The troops are going to come back and instead of rebuilding infrastructures destroyed in wars, they're going to rebuild infrastructures in the United States that have been destroyed by time and very little spending.
[03:28:40.854 --> 03:28:41.934]  That's our forecast.
[03:28:42.014 --> 03:28:45.616]  We'll be right back with more Trends In The News.
[03:29:00.023 --> 03:29:03.486]  Living in volcano may sound more dramatic than it really is.
[03:29:03.986 --> 03:29:06.749]  The real drama can be found here in Leilani Estates.
[03:29:07.289 --> 03:29:13.094]  But a lot of us on the Big Island rely on rainwater and we need to be concerned about ash and acid rain.
[03:29:13.554 --> 03:29:16.316]  Volcanic ash may contain heavy metal particles.
[03:29:17.057 --> 03:29:20.499]  An acid rain could lower the pH of the water to unhealthy levels.
[03:29:20.879 --> 03:29:26.941]  To find out, we employed a series of tests for heavy metals, alkalinity, and pH.
[03:29:27.342 --> 03:29:32.304]  What we learned was that there was in fact unhealthy levels of heavy metals and acidity in the rainwater.
[03:29:33.055 --> 03:29:36.456]  Next, we tested the water from our Alexa Pure gravity filter.
[03:29:36.977 --> 03:29:43.519]  And not only were the heavy metal levels within safe measure, but the pH was also restored to optimal levels.
[03:29:44.180 --> 03:29:48.862]  As it turns out, the filter on the Alexa Pure raises the pH of the water.
[03:29:49.402 --> 03:29:54.504]  So what we've learned is that volcanic ash and acid rain can contaminate a rainwater supply.
[03:29:55.084 --> 03:29:59.066]  But more importantly, a good water filtration system will purify it.
[03:30:02.731 --> 03:30:04.832]  I've got a big announcement here, ladies and gentlemen.
[03:30:04.872 --> 03:30:06.233]  I'm very, very excited about it.
[03:30:06.933 --> 03:30:17.439]  You saw Dan Rather come out and, you know, demonize me and attack what we're doing here at InfoWars and call us fake news.
[03:30:17.479 --> 03:30:18.780]  But, you know, he's the fake news.
[03:30:18.900 --> 03:30:24.784]  And he also recently came out and said that Trump is mean like a wolverine.
[03:30:24.904 --> 03:30:26.545]  So earlier this week, I said, hey,
[03:30:27.225 --> 03:30:30.028]  Let's put out Trump as a Wolverine.
[03:30:30.529 --> 03:30:33.412]  MeanLikeAWolverineInfoWars.com.
[03:30:33.492 --> 03:30:35.134]  Beautiful new red shirt.
[03:30:35.274 --> 03:30:37.437]  Incredible job with the graphics crew.
[03:30:37.497 --> 03:30:39.599]  They are amazing.
[03:30:39.619 --> 03:30:39.599]  1995.
[03:30:39.800 --> 03:30:40.721]  High quality shirt.
[03:30:40.881 --> 03:30:42.743]  It's being printed right now.
[03:30:42.843 --> 03:30:44.325]  They'll be shipping out next week.
[03:30:44.825 --> 03:30:45.966]  Get your order in.
[03:30:46.026 --> 03:30:47.188]  This is a limited edition.
[03:30:47.268 --> 03:30:49.530]  This needs to be the new viral shirt.
[03:30:49.610 --> 03:30:54.355]  Now, I think on another idea today, we've got printing right here in Texas now, so we can get this by next week as well.
[03:30:54.855 --> 03:31:00.201]  I just put in a giant order because I saw Walmart boycott launched over Impeach 45 clothing.
[03:31:00.241 --> 03:31:01.842]  Don't boycott Walmart over that.
[03:31:02.022 --> 03:31:02.923]  Just say Walmart.
[03:31:03.644 --> 03:31:04.945]  I don't care if they copy our shirt.
[03:31:05.065 --> 03:31:06.146]  Put out a reelect 45.
[03:31:07.848 --> 03:31:09.468]  You know, let's engage in that.
[03:31:09.528 --> 03:31:10.649]  So, they've got their Impeach45.
[03:31:10.869 --> 03:31:13.009]  You go to Infowarsstore.com.
[03:31:13.049 --> 03:31:18.730]  We have Reelect45 with an American flag very triggering on the right arm and on the back.
[03:31:19.170 --> 03:31:20.311]  Infowars.com.
[03:31:21.031 --> 03:31:23.671]  I am the resistance.
[03:31:24.992 --> 03:31:26.972]  I am the resistance.
[03:31:28.292 --> 03:31:30.113]  This, I mean, these shirts have just been hitting me.
[03:31:30.153 --> 03:31:31.553]  And I knew Hillary for President.
[03:31:32.373 --> 03:31:35.374]  I saw a handmade sign in a yard.
[03:31:37.356 --> 03:31:41.018]  You know, like three years before the election, they knew she'd run.
[03:31:41.078 --> 03:31:44.180]  And then I remember thinking, or two years before, I thought, we've got to do that.
[03:31:44.280 --> 03:31:47.802]  And we went to the RNC, and a third of the people were wearing it.
[03:31:47.842 --> 03:31:48.622]  It was The Chance.
[03:31:50.063 --> 03:31:52.364]  We had planes flying around saying it behind them.
[03:31:52.404 --> 03:31:53.105]  It was incredible.
[03:31:53.145 --> 03:31:53.905]  It was a magic moment.
[03:31:54.425 --> 03:31:56.206]  And I know when something's going to be a hit.
[03:31:56.887 --> 03:32:02.870]  So they've got their Impeach 45, Re-elect 45, baseball shirt style, white, blue, and red.
[03:32:03.210 --> 03:32:03.790]  Red, white, and blue.
[03:32:04.011 --> 03:32:06.052]  And then black on white, I am the resistance.
[03:32:07.052 --> 03:32:08.273]  It's an awesome shirt.
[03:32:08.293 --> 03:32:08.273]  $19.95.
[03:32:09.154 --> 03:32:10.916]  High quality fabric.
[03:32:10.956 --> 03:32:11.757]  Made right here in America.
[03:32:11.817 --> 03:32:12.537]  Printed in America.
[03:32:12.557 --> 03:32:15.520]  So, you know, it's costing us six, seven bucks to do that in America.
[03:32:15.540 --> 03:32:16.801]  We do it for three bucks in Mexico.
[03:32:17.202 --> 03:32:17.802]  So it's there.
[03:32:18.222 --> 03:32:19.223]  Help fund the operation.
[03:32:19.303 --> 03:32:20.044]  Reelect45.
[03:32:20.324 --> 03:32:21.886]  Infowarsstore.com.
[03:32:22.246 --> 03:32:23.067]  Infowarslife.com.
[03:32:23.187 --> 03:32:23.287]  Or 888-253-3139.
[03:32:23.347 --> 03:32:24.308]  And mean like a wolverine.
[03:32:29.092 --> 03:32:32.234]  These shirts are both so good, I don't know which one's gonna be a best-seller.
[03:32:32.274 --> 03:32:34.875]  And right through the 4th of July, free shipping across the store.
[03:32:34.895 --> 03:32:38.136]  50% off Rainforest, which we just went out and said, what are the top new tropics?
[03:32:38.196 --> 03:32:38.677]  Okay, here they are.
[03:32:39.037 --> 03:32:40.037]  Well, why is it 60 bucks?
[03:32:40.057 --> 03:32:41.358]  There's like $10 a product in this.
[03:32:42.018 --> 03:32:43.719]  I'll just make it even stronger and sell it for $30.
[03:32:44.379 --> 03:32:45.380]  When it's discounted, it's like $19.95.
[03:32:45.460 --> 03:32:48.061]  It's $19.95 right now.
[03:32:48.441 --> 03:32:50.262]  Infowarrestore.com with free shipping.
[03:32:50.502 --> 03:32:51.303]  You can't beat that.
[03:32:51.623 --> 03:32:56.145]  Throughout this entire July 4th, 2nd American Revolution, Super Sale!
[03:33:03.947 --> 03:33:06.554]  You're listening to The Alex Jones Show.
[03:33:24.585 --> 03:33:32.071]  The world is a dangerous place, not because of evil, but because of those who look on and do nothing.
[03:33:33.071 --> 03:33:36.974]  If you are receiving this transmission, you are the resistance.
[03:33:37.414 --> 03:33:41.237]  We now take you live to the Central Texas Command Center.
[03:33:41.598 --> 03:33:43.159]  It's Alex Jones.
[03:33:45.640 --> 03:33:49.243]  It's not actually Alex Jones, it's the Alex Jones Show.
[03:33:49.784 --> 03:33:51.645]  Sitting at the Alex today, it's a real honor.
[03:33:51.665 --> 03:33:52.806]  This is Gerald Cilenti.
[03:33:53.815 --> 03:33:58.016]  Live from uptown Kingston, New York, where the seeds of democracy were sown.
[03:33:58.056 --> 03:33:58.596]  That's right.
[03:33:59.297 --> 03:34:07.019]  Right over here, the Four Corners, the only place in the USA with three pre-Revolutionary War stone buildings on each corner.
[03:34:07.039 --> 03:34:08.259]  The 1750, 1691, 1774, and the 1763.
[03:34:08.359 --> 03:34:10.700]  Actually, the foundation of the 1763 one goes back to pre-1700s.
[03:34:10.720 --> 03:34:12.140]  That was burnt down.
[03:34:12.160 --> 03:34:13.540]  The British burnt down the joint.
[03:34:23.686 --> 03:34:23.986]  Back in 1777.
[03:34:24.346 --> 03:34:28.848]  That's when they moved this from the first capital of New York State.
[03:34:28.928 --> 03:34:31.348]  They moved it up to Albany after the British burnt it down.
[03:34:32.029 --> 03:34:34.129]  So the seeds of democracy was sown here.
[03:34:34.169 --> 03:34:38.971]  So I'm honored to be on with Alex Jones because I am a true American.
[03:34:39.871 --> 03:34:43.112]  I'm an American firster at all levels.
[03:34:43.692 --> 03:34:46.673]  When you talk about trade and tariffs, I'm all for them.
[03:34:47.513 --> 03:34:49.394]  I want a made in America country.
[03:34:50.250 --> 03:34:55.291]  Yeah, I want to buy, you know, some nice prosciutto from Italy or some fine wine from France.
[03:34:55.812 --> 03:34:57.992]  You know, luxury items, sure, why not?
[03:34:58.752 --> 03:35:12.596]  But how about a country that now imports 97% of its shoes and clothing from foreign nations made by slave laborers so multinationals can make more money?
[03:35:13.376 --> 03:35:15.497]  I believe in a self-sustaining economy.
[03:35:16.289 --> 03:35:20.151]  I believe we have everything we need to make it here and to make it ourselves.
[03:35:21.212 --> 03:35:27.175]  I remember as a young man when there were places that used to make shoes and shirts, mills.
[03:35:27.235 --> 03:35:29.537]  I remember the garment district down in New York.
[03:35:29.557 --> 03:35:34.740]  I have my picture of my Aunt Zizi over there from my book, What Zizi Gave Honey Boy.
[03:35:34.760 --> 03:35:36.721]  You know, so rest in peace.
[03:35:37.441 --> 03:35:41.364]  She used to do piecework at a garment factory.
[03:35:42.344 --> 03:35:45.346]  And she used to tell me how her hands were really, really quick.
[03:35:45.945 --> 03:35:47.605]  And they got paid by the number of pieces.
[03:35:47.685 --> 03:35:55.487]  And then after she did enough, then she'd go over down to Times Square and and listen to Benny Goodman back in the big band days.
[03:35:56.768 --> 03:35:59.949]  And I want to mention that as well, because a lot has a lot to do with it.
[03:35:59.989 --> 03:36:00.409]  Think of it.
[03:36:01.809 --> 03:36:06.770]  The big band era, the 1930s, the Great Depression, America's down and out, man.
[03:36:07.951 --> 03:36:08.811]  Great recession.
[03:36:08.831 --> 03:36:09.731]  Forget about it.
[03:36:10.231 --> 03:36:11.892]  Take a look at the Great Depression.
[03:36:11.952 --> 03:36:13.632]  Now we're really talking misery.
[03:36:14.622 --> 03:36:18.863]  And look at the old photos of people, all dressed to the nines, right?
[03:36:19.723 --> 03:36:21.544]  And the music is swinging.
[03:36:21.564 --> 03:36:24.985]  You know, it's happy days a year again, you know?
[03:36:26.705 --> 03:36:30.646]  Leave your troubles by the doorstep and go to the sunny side of the street.
[03:36:31.687 --> 03:36:34.107]  One song uplifting after another.
[03:36:35.408 --> 03:36:36.968]  What was different about then and now?
[03:36:37.668 --> 03:36:43.230]  Well, a lot of things, but one big thing goes back to the story that I showed you.
[03:36:45.083 --> 03:36:46.244]  In Afghanistan, U.S.
[03:36:47.605 --> 03:36:49.046]  sees signs of peace.
[03:36:51.328 --> 03:36:51.728]  Peace.
[03:36:53.510 --> 03:36:56.752]  There was no war going on in the 1930s in America.
[03:36:56.772 --> 03:36:59.094]  We weren't involved in anything.
[03:37:01.116 --> 03:37:10.062]  You can't have joy and beauty and creativity at high levels if there's fear and terror running constantly.
[03:37:10.083 --> 03:37:13.085]  I was on Infowars' site earlier today.
[03:37:14.059 --> 03:37:26.103]  And I saw how the little freaks at the TSA that love to feel you up and pat you down, old ladies, little kids, yeah, you don't know if they got a thing in there that's gonna blow the plane up.
[03:37:26.563 --> 03:37:27.723]  You know, grow up!
[03:37:29.124 --> 03:37:30.064]  What are you doing?
[03:37:30.884 --> 03:37:38.887]  And now we're finding out that they take us randomly and to see who we are, what we're doing, where we're traveling.
[03:37:39.887 --> 03:37:41.848]  Fear and terror everywhere.
[03:37:43.283 --> 03:37:45.104]  How can you have creativity?
[03:37:45.164 --> 03:37:45.905]  You can't.
[03:37:46.505 --> 03:37:48.306]  And that's why you don't have it, man.
[03:37:48.666 --> 03:37:51.048]  It's just one bad rap.
[03:37:53.269 --> 03:37:54.090]  It's gone.
[03:37:54.950 --> 03:37:57.052]  That's why I'm a proponent for peace.
[03:37:57.812 --> 03:37:59.413]  Occupypeace.com.
[03:38:00.414 --> 03:38:04.196]  And what we're going to be doing in the future is launching Occupy Peace festivals.
[03:38:04.876 --> 03:38:07.138]  Music, arts, crafts, vendors.
[03:38:07.898 --> 03:38:11.459]  That's our vision to restore peace with prosperity.
[03:38:11.539 --> 03:38:16.480]  Going back to this story again, you're hearing it first on InfoWars.
[03:38:17.620 --> 03:38:18.780]  We saved it for you.
[03:38:20.161 --> 03:38:26.082]  Trump is going to bring peace in Afghanistan.
[03:38:26.142 --> 03:38:30.423]  He did not want to bring in 4000 more troops.
[03:38:32.203 --> 03:38:35.224]  According to the reports, but he did.
[03:38:37.603 --> 03:38:43.045]  And you should remember during his campaign, he said he wanted to end the Afghan war.
[03:38:44.366 --> 03:38:45.046]  Think about it.
[03:38:46.006 --> 03:39:01.213]  United States spent more money rebuilding the bombed out Afghan infrastructure that we the people paid for to get bombed out, that we the people also paid the military industrial complex to repair.
[03:39:02.593 --> 03:39:07.275]  We spent more money, when adjusted for inflation, rebuilding Afghanistan
[03:39:08.186 --> 03:39:12.767]  Than we did with the Marshall Plan after World War II.
[03:39:15.448 --> 03:39:25.911]  So, I forecast that Trump is going to take the second part of our action plan for Occupy Peace.
[03:39:25.951 --> 03:39:28.012]  It's a four-point action plan.
[03:39:29.673 --> 03:39:37.195]  Number one, honor the Founding Fathers, bring home the troops, no foreign entanglements, secure the homeland.
[03:39:38.510 --> 03:39:43.672]  Number two, put the troops to work rebuilding our rotted infrastructure.
[03:39:45.652 --> 03:39:58.916]  The Troops Progress Administration, the TPA, the 2.0 version of the Works Progress Administration of the Great Depression.
[03:40:00.476 --> 03:40:05.958]  The third element, by the way, is to force Congress to vote to go to war any time we go into foreign countries, which they have
[03:40:06.832 --> 03:40:09.914]  Violated the Constitution and have not done since?
[03:40:09.934 --> 03:40:11.916]  Eh, let's see.
[03:40:12.937 --> 03:40:13.677]  World War II.
[03:40:14.878 --> 03:40:20.022]  And finally, a referendum on each state ballot where we, the people, will tell Congress how to vote.
