[00:00:12.597 --> 00:00:13.960]  Yeah, we're good.
[01:08:57.828 --> 01:08:58.868]  About as close as you can get.
[01:09:00.049 --> 01:09:02.650]  And he said, wouldn't that be nice, Alex, if we could do that?
[01:09:03.611 --> 01:09:04.831]  He said, that would be nice.
[01:09:05.051 --> 01:09:06.032]  I said, well, is that the case?
[01:09:06.092 --> 01:09:08.893]  He said, that'd be nice.
[01:09:09.033 --> 01:09:09.834]  That's what I'd like to do.
[01:09:12.634 --> 01:09:19.077]  And that's classy because he's already got physical and spiritual power that he's not a piece of crap.
[01:09:19.577 --> 01:09:21.878]  And he wants to make people successful and get out of our way.
[01:09:22.459 --> 01:09:24.900]  And he doesn't care about the White House or any of that stuff.
[01:09:24.920 --> 01:09:26.240]  And I just sat back and like.
[01:09:28.702 --> 01:09:31.623]  The realization that they wanted George Washington to be king.
[01:09:37.495 --> 01:09:38.836]  He served two terms and left.
[01:09:38.856 --> 01:09:39.456]  He didn't want to be it.
[01:09:40.077 --> 01:09:41.978]  And, well, I'm going to go to your phone calls now.
[01:09:41.998 --> 01:09:42.558]  I'm going to shut up.
[01:09:44.559 --> 01:09:54.385]  It's just that it's a classic story because they had this misquoted Media Matters article about Jones says he was offered $100 million a year to sell out.
[01:09:54.485 --> 01:09:55.906]  No, I said $10 million a year.
[01:10:02.049 --> 01:10:02.830]  It meant nothing.
[01:10:05.486 --> 01:10:16.431]  But I was explaining the story of how they tried to buy me off 18, 19 years ago, and then how they got so upset when I turned down the TV shows and all of it.
[01:10:16.471 --> 01:10:17.472]  It meant nothing to me.
[01:10:17.912 --> 01:10:23.735]  I was telling the story not to brag that I'd been offered, you know, 100 pounds of manure I could eat.
[01:10:25.196 --> 01:10:29.358]  I was explaining how it was crap, but they always want to make their crap gold.
[01:10:30.473 --> 01:10:36.215]  It's like they had this, quote, Fox News vice president, probably wasn't even a Fox, probably made up, Newark Daily News.
[01:10:36.235 --> 01:10:39.436]  You know, because even six, seven years ago, I still thought they might tell the truth some.
[01:10:40.356 --> 01:10:41.777]  I knew they were liars, but not that bad.
[01:10:41.817 --> 01:10:43.458]  They'd been liars long before that.
[01:10:45.818 --> 01:10:49.059]  And I had turned down these three Fox TV shows because they were just total crap.
[01:10:49.620 --> 01:10:50.460]  And I didn't want to do that.
[01:10:50.660 --> 01:10:59.263]  And they had an article in Newark Daily News going, Alex Jones wants to be Glenn Beck.
[01:11:00.296 --> 01:11:05.917]  And Alex Jones tried to get Fox shows, but he's not Fox worthy.
[01:11:08.643 --> 01:11:14.387]  I sat back and I looked at that, and it was just, I was like, oh my, it was an epiphany.
[01:11:14.867 --> 01:11:16.788]  They need us to worship that.
[01:11:16.848 --> 01:11:27.395]  They need us to think like Tinseltown, like it's the castle on the hill, it's Valhalla, it's the end of the Yellowbrook Road, it's, it's everything.
[01:11:27.435 --> 01:11:30.036]  And it's like, oh my, it's, there's nothing there.
[01:11:30.516 --> 01:11:32.398]  Your wife, your husband, your children.
[01:11:33.240 --> 01:11:34.042]  Going fishing.
[01:11:34.442 --> 01:11:35.163]  Making dinner.
[01:11:35.304 --> 01:11:36.265]  That's human life.
[01:11:36.306 --> 01:11:37.087]  That's real.
[01:11:37.187 --> 01:11:42.056]  Not, I'll be somebody someday when I kiss the butt of the New World Order.
[01:11:52.927 --> 01:11:54.469]  Alright, I swear I'm gonna go to your calls.
[01:11:55.910 --> 01:11:56.932]  Let me see who I got here.
[01:11:56.952 --> 01:12:03.319]  We got Bradley and Jay and Samuel and Amber and Chase and Carlos and Mark and Mark and Mark.
[01:12:03.359 --> 01:12:04.300]  A bunch of Marks today.
[01:12:04.320 --> 01:12:05.781]  Can you guys move that thing down?
[01:12:05.822 --> 01:12:06.442]  I can't see the call.
[01:12:06.482 --> 01:12:06.743]  Sorry.
[01:12:08.204 --> 01:12:09.125]  That screen there.
[01:12:09.165 --> 01:12:10.947]  And we got Greg and I and a bunch of other people.
[01:12:12.089 --> 01:12:13.210]  Who should we go to yet?
[01:12:15.495 --> 01:12:18.558]  Greg says the globalists use cult-like tactics to get people into a trance.
[01:12:18.578 --> 01:12:19.158]  Well, that's true.
[01:12:19.718 --> 01:12:22.160]  God heard Clapper and Brennan say they will get Trump.
[01:12:22.641 --> 01:12:23.361]  Mark says that.
[01:12:24.883 --> 01:12:27.184]  Carlos says Jeff Session not addressing real issues.
[01:12:28.285 --> 01:12:32.869]  Chase says California alarmed the Purge movie prediction in the U.S.
[01:12:32.929 --> 01:12:35.751]  Oh, that's where the Army's KKK and they run around and kill black people.
[01:12:36.112 --> 01:12:38.313]  I mean, every show is white people killing black people.
[01:12:38.974 --> 01:12:40.055]  Oh, trying to start a race war?
[01:12:40.135 --> 01:12:40.755]  It's in the WikiLeaks.
[01:12:40.775 --> 01:12:41.156]  We already know.
[01:12:42.244 --> 01:12:44.084]  It's not black people doing that, by the way.
[01:12:44.144 --> 01:12:49.586]  It's the media and all the liberals that, oh, oh, Starbucks has racial inclusion.
[01:12:49.926 --> 01:12:53.167]  You're a white guy, black guy, drink a cup of coffee, you're like, you're not about race.
[01:12:53.187 --> 01:12:54.747]  You're like, what the hell is this?
[01:12:54.787 --> 01:12:56.808]  I mean, it's so obvious.
[01:12:58.788 --> 01:12:59.968]  I know what's in their minds.
[01:13:05.390 --> 01:13:07.570]  I just can't believe that scum like this.
[01:13:08.750 --> 01:13:10.611]  God, I want to get along with everybody so bad.
[01:13:12.861 --> 01:13:13.681]  Man, so hard.
[01:13:20.922 --> 01:13:26.103]  Let's go ahead and go to Mark in San Jose.
[01:13:27.283 --> 01:13:28.664]  San Jose, California.
[01:13:29.024 --> 01:13:31.084]  Where are you at, Mark?
[01:13:33.004 --> 01:13:34.825]  I'm in San Jose, California.
[01:13:35.625 --> 01:13:40.546]  Yeah, you know, in regards to Clapper and Brennan, I would like to say
[01:13:42.105 --> 01:13:55.770]  The Lord Jesus Christ said, every idle word that men shall speak, they will give account thereof on judgment day, for by your words you'll be justified, and by your words you'll be condemned.
[01:13:56.671 --> 01:13:57.931]  Now, what did I mean by that?
[01:13:58.852 --> 01:14:00.112]  I think it should be obvious.
[01:14:00.512 --> 01:14:09.976]  Now, here these guys, Alex, come out and they say they're going to remove a sitting duly elected president and not by impeachment?
[01:14:10.940 --> 01:14:12.739]  It's outrageous criminal activity.
[01:14:14.408 --> 01:14:16.249]  Yeah, but listen, listen.
[01:14:16.309 --> 01:14:17.069]  Let me tell you something.
[01:14:17.109 --> 01:14:24.751]  If I said I was going to remove a federal judge in Austin, which I'm not, it's hypothetical, and I was coming after him, I should be investigated, probably arrested.
[01:14:24.771 --> 01:14:26.032]  I mean, if you follow the law.
[01:14:26.472 --> 01:14:26.952]  Exactly.
[01:14:27.032 --> 01:14:28.152]  It's this lawlessness.
[01:14:28.412 --> 01:14:29.173]  Let's intimidate.
[01:14:29.213 --> 01:14:31.253]  Let's get everybody, like, remember, like, let's go shoot.
[01:14:31.293 --> 01:14:31.873]  Remember CNN?
[01:14:32.154 --> 01:14:33.394]  Well, another cop got killed.
[01:14:33.434 --> 01:14:34.494]  Well, cops deserve it.
[01:14:34.554 --> 01:14:36.995]  You know, they're, they need to do something for Black Lives Matter.
[01:14:37.015 --> 01:14:37.155]  What?
[01:14:37.175 --> 01:14:39.976]  Because a cop might have done something wrong in another state?
[01:14:40.376 --> 01:14:43.017]  You go shoot some cop pumping gas in Houston?
[01:14:43.757 --> 01:14:44.677]  Let me tell you something, man.
[01:14:44.738 --> 01:14:48.960]  I'm not at some cop worshipping fest, but I am pissed by crap like that.
[01:14:49.020 --> 01:14:49.920]  That's dangerous.
[01:14:51.721 --> 01:14:52.381]  Absolutely.
[01:14:52.461 --> 01:14:57.544]  And the reason why they call them San Jose's finest is because they are for the most part.
[01:14:57.904 --> 01:15:01.806]  I actually had an incident today and they acted very, very professionally.
[01:15:02.386 --> 01:15:05.668]  But, you know, getting back to Clapper and Brennan,
[01:15:06.597 --> 01:15:09.079]  Listen, you boys, I want you to know something, okay?
[01:15:09.560 --> 01:15:11.581]  If Trump is taken out, you're dead meat.
[01:15:11.821 --> 01:15:13.242]  And you're dead meat the same day.
[01:15:13.262 --> 01:15:14.023]  You understand me?
[01:15:14.343 --> 01:15:17.385]  There's a God in heaven and he knows what you're doing and he's watching you.
[01:15:17.405 --> 01:15:18.486]  Okay?
[01:15:19.207 --> 01:15:20.668]  Well, let me be really sick here.
[01:15:21.449 --> 01:15:22.389]  I don't want Trump to die.
[01:15:22.409 --> 01:15:25.191]  I know Trump's real and a great guy.
[01:15:25.211 --> 01:15:26.953]  He's just not out to get America.
[01:15:26.973 --> 01:15:28.174]  He doesn't get why they hate America.
[01:15:28.614 --> 01:15:29.575]  That's why they call him dumb.
[01:15:29.595 --> 01:15:30.856]  He doesn't get their sick fantasy.
[01:15:31.876 --> 01:15:34.879]  But if they kill Trump,
[01:15:36.366 --> 01:15:45.352]  They just, they have, I totally agree with you that they have no, at a sick level, the best thing for us right now would be if they kill Trump.
[01:15:46.153 --> 01:15:48.655]  Do you understand the level of victory we'll have if they do it?
[01:15:48.995 --> 01:15:52.337]  And I think he may be understanding that.
[01:15:52.377 --> 01:15:56.440]  I think Trump is, leave it up to God, but Trump is prepared to die.
[01:15:56.500 --> 01:15:59.222]  He's, I know him personally, people that know him, he's ready to die.
[01:15:59.422 --> 01:16:00.323]  So they understand that.
[01:16:03.923 --> 01:16:22.214]  Over a year in the making, produced by one of the top organic firms in the country, that if you want proven studies and documentation, I can speak for hours just on the files I have here, of what this is proven to do, the ingredients in this, this is the ultimate immune system boost for this time of year, any time of the year.
[01:16:22.314 --> 01:16:27.918]  But immune wall is incredible, and folks, other formulas that aren't even as good are $70, $80.
[01:16:28.618 --> 01:16:29.299]  It's a great deal at $39.
[01:16:29.399 --> 01:16:32.561]  Immune wall, beta-glucans, olive leaf,
[01:16:33.201 --> 01:16:34.181]  And so much more.
[01:16:34.742 --> 01:16:35.882]  It is concentrated.
[01:16:36.102 --> 01:16:37.803]  You need to go read what is in here.
[01:16:37.823 --> 01:16:43.525]  The mushroom blend of the most expensive, highest quality mushrooms that just incredibly accelerate.
[01:16:43.625 --> 01:16:44.825]  A citrus peel blend.
[01:16:44.845 --> 01:16:46.786]  I mean, this is the next level.
[01:16:46.866 --> 01:16:49.247]  It's now available, ladies and gentlemen, Immune Wall.
[01:16:49.467 --> 01:16:50.728]  I think it's beyond seasonal.
[01:16:50.888 --> 01:16:52.708]  Beta, glucan, olive leaf, and more.
[01:16:53.249 --> 01:16:53.869]  Immune Wall.
[01:16:53.969 --> 01:16:55.289]  Infowarsstore.com.
[01:16:55.409 --> 01:16:56.470]  Infowarslife.com or 888-253-3139.
[01:17:02.808 --> 01:17:07.372]  Patrick, in the great nation of Australia, you're on the air worldwide.
[01:17:07.392 --> 01:17:07.892]  Thanks for calling.
[01:17:07.932 --> 01:17:08.873]  Hey Alex, mate.
[01:17:09.033 --> 01:17:12.956]  I've been following you since I was 14 and I'm 32 now.
[01:17:12.996 --> 01:17:21.743]  I remember back when InfoWars and Prison Planet, it was just blue text on a white screen and I had to load down the page on my dial-up internet and I thought it was
[01:17:21.863 --> 01:17:38.006]  Pretty cool and read all the books and seen all the DVDs and followed all your guests and I've been using your product since the first iteration of Survival Shield and since then I'm on the X2, the Super Male Vitality, the Caveman, the Real Red Pill, Micro ZX, Body, it's all amazing.
[01:17:38.526 --> 01:17:47.055]  Yeah, and I wanted to say that by following you so much, it's like you're just detoxing the mind, you're detoxing the body, you're detoxing the spirit.
[01:17:47.135 --> 01:17:51.900]  And it's just the more you know God, the more you fear God, but the more you chase God.
[01:17:52.040 --> 01:17:57.626]  And I wanted to say that it's an honor to stand side by side with you, the crew, and the listeners out there, 1776 worldwide.
[01:18:06.550 --> 01:18:09.652]  Let's go ahead and go to Lloyd in Washington.
[01:18:09.692 --> 01:18:10.212]  You're on the air.
[01:18:10.232 --> 01:18:10.772]  Thanks for holding.
[01:18:11.173 --> 01:18:12.253]  Mr. Alex Jones.
[01:18:12.453 --> 01:18:13.074]  Hey, brother.
[01:18:13.374 --> 01:18:13.714]  Good, man.
[01:18:13.754 --> 01:18:14.554]  Thank you for calling.
[01:18:14.634 --> 01:18:15.195]  Hey, hey.
[01:18:15.295 --> 01:18:19.717]  I just want to say thanks for your products and everything that you're doing to try to save the country.
[01:18:19.917 --> 01:18:26.301]  I mean, I've tried your Secret 12, Super Male, Anthroplex, the Silver Bullet, Biome Defense, Micro ZX.
[01:18:26.421 --> 01:18:28.122]  I mean, that's all good stuff.
[01:18:28.222 --> 01:18:34.385]  Secret 12, if everybody would just drop their energy drinks and get some Secret 12, take a shot of that.
[01:18:35.486 --> 01:18:36.307]  That's the thing about Secret 12.
[01:18:36.687 --> 01:18:40.710]  Just a half a dropper has way more energy and it's totally... People ask, why is it sweet?
[01:18:41.110 --> 01:18:42.772]  Real organic B12 is sweet.
[01:18:43.152 --> 01:18:43.912]  And exactly.
[01:18:43.932 --> 01:18:48.156]  When I'm super tired, I go, hey, why am I drinking coffee at 10 at night if I'm going on some show like Coast to Coast?
[01:18:48.496 --> 01:18:48.796]  Boom!
[01:18:48.916 --> 01:18:51.758]  Secret 12, 30 minutes later, massive energy.
[01:18:51.798 --> 01:18:52.359]  It's amazing.
[01:18:52.399 --> 01:18:56.782]  Yeah, that stuff will wake you up and the clarity of mind that comes along with that is just amazing.
[01:19:02.006 --> 01:19:04.008]  Frank in North Carolina, thanks for holding so long.
[01:19:04.088 --> 01:19:04.388]  Go ahead.
[01:19:04.744 --> 01:19:06.885]  Yeah, Alec, I just have to say something, man.
[01:19:06.905 --> 01:19:09.927]  It seems like every time I turn on your broadcast, you're bragging.
[01:19:10.767 --> 01:19:11.888]  It just gets old, man.
[01:19:12.188 --> 01:19:13.909]  I'm gonna shut you down right now, okay?
[01:19:14.610 --> 01:19:16.671]  We're taking calls about your nomination.
[01:19:16.931 --> 01:19:20.933]  Do you understand they're having congressional hearings trying to shut us down?
[01:19:20.953 --> 01:19:23.435]  Do you understand I'm ringing the alarm?
[01:19:24.255 --> 01:19:26.577]  If that was happening to anybody else, I'd be freaked out.
[01:19:26.937 --> 01:19:28.037]  I mean, what's it gonna take?
[01:19:28.298 --> 01:19:29.178]  Us being shut down?
[01:19:29.418 --> 01:19:30.439]  Is that what you want, Frank?
[01:19:30.879 --> 01:19:31.920]  You know what, Alex?
[01:19:31.960 --> 01:19:33.040]  Hey, put him on pause again!
[01:19:33.060 --> 01:19:33.880]  Hey, Frank!
[01:19:34.161 --> 01:19:39.523]  Do you understand it's not bragging to say, we are the tip of the spear, we're under attack, we need your help.
[01:19:39.823 --> 01:19:44.105]  As much begging as I do, we can barely pay the bills and grow in the face of this.
[01:19:44.345 --> 01:19:47.206]  I'm not gonna just stop growth and let them start pushing us backwards.
[01:19:47.466 --> 01:19:47.867]  You understand?
[01:19:47.947 --> 01:19:49.207]  I need your help, Frank!
[01:19:49.587 --> 01:19:50.748]  I need your help, Frank!
[01:19:51.708 --> 01:19:56.651]  Go to Infowarsstore.com right now and help fund the Infowars.
[01:19:57.611 --> 01:19:58.271]  Do you understand?
[01:19:58.291 --> 01:19:59.472]  I need your help, Frank!
[01:20:05.868 --> 01:20:08.632]  You're listening to The Alex Jones Show.
[01:20:09.173 --> 01:20:15.863]  America is now in a civil war.
[01:20:31.172 --> 01:20:34.674]  Resistance to tyrants is obedience to God.
[01:20:35.254 --> 01:20:36.735]  It's Alex Jones.
[01:20:36.815 --> 01:20:40.277]  And that's what's so pathetic is people that serve the system aren't even part of it.
[01:20:40.717 --> 01:20:44.199]  God, free market, America, that is what's gonna give you a future.
[01:20:44.660 --> 01:20:48.001]  But they're delusional, they think if I go along with the system I get power.
[01:20:49.622 --> 01:20:54.125]  Okay, I'm gonna try to jam in as many calls as I can right now from Carlos to Chris to everybody.
[01:20:56.400 --> 01:20:58.262]  Mark in Oregon says he has a solution.
[01:20:58.342 --> 01:21:00.083]  Each caller gets about a minute, because I've got to move fast.
[01:21:00.103 --> 01:21:00.944]  I want to hear from you all.
[01:21:01.404 --> 01:21:02.946]  So it's out of respect, not disrespect.
[01:21:03.006 --> 01:21:04.046]  Mark in Oregon, go ahead.
[01:21:05.648 --> 01:21:06.609]  Great to see you, Alex.
[01:21:07.249 --> 01:21:21.641]  Alex, what it amounts to at this point, I think, I don't see any ending to this as far as this treason and sedition goes from the top to the bottom, whether you're talking about on college campuses all the way up to Obama himself.
[01:21:21.981 --> 01:21:25.064]  But more realistic, I think we could call the top of it
[01:21:28.245 --> 01:21:37.047]  No, I talked to high level people today, and you know me, I'm anti-police state.
[01:21:37.367 --> 01:21:39.568]  They're trying to launch a police state and kill our election.
[01:21:40.748 --> 01:21:42.588]  Today I said, when does the military move?
[01:21:42.629 --> 01:21:47.570]  And the military is behind Trump right now, and it's being strongly considered right now.
[01:21:48.630 --> 01:21:50.251]  Yeah, I was going to mention that.
[01:21:50.291 --> 01:21:56.536]  I think it's most important that actually, as far as the power goes, it's many white hats against a few black hats.
[01:21:57.997 --> 01:21:59.458]  Oh yeah, they'll fall very quickly.
[01:21:59.498 --> 01:22:01.800]  It's a bunch of corporate media, communist funded.
[01:22:02.200 --> 01:22:02.801]  God bless you.
[01:22:02.901 --> 01:22:03.581]  I see your comment.
[01:22:03.601 --> 01:22:06.563]  The solution to declare martial law or military tribunal.
[01:22:07.924 --> 01:22:08.345]  Here's the thing.
[01:22:08.365 --> 01:22:09.485]  We've been under martial law.
[01:22:09.545 --> 01:22:10.926]  Trump's trying to bring America back.
[01:22:11.747 --> 01:22:12.968]  There's a lot of optics to that.
[01:22:13.388 --> 01:22:15.650]  And I think Trump is tricking them into their moves.
[01:22:16.050 --> 01:22:18.292]  The problem is he's surrounded by a bunch of cowards.
[01:22:19.453 --> 01:22:22.455]  And I've been talking to the folks that aren't cowards, and I'm going to leave it at that.
[01:22:22.935 --> 01:22:25.057]  And they understand exactly what's going on.
[01:22:25.277 --> 01:22:31.261]  And I'm just very honored to be basically the chaplain of this operation.
[01:22:31.641 --> 01:22:32.382]  I appreciate your call.
[01:22:33.911 --> 01:22:34.832]  And the enemy knows that.
[01:22:35.092 --> 01:22:39.354]  They call them, you know, I don't want to brag to the listeners, but they should also know what's going on.
[01:22:39.394 --> 01:22:41.015]  I can't lie to the listeners.
[01:22:41.516 --> 01:22:43.117]  The enemy sees me as the
[01:22:44.505 --> 01:22:47.827]  The prophet, like they said seven, eight years ago, Alex Jones, the prophet of the Tea Party.
[01:22:48.588 --> 01:22:49.449]  They see in archetypes.
[01:22:49.469 --> 01:22:54.192]  They see me as the prophet, and then Trump as the deliverer, like Moses.
[01:22:54.853 --> 01:22:58.916]  It's not a Christ figure, it's a Moses figure, and they want to get me and they want to get Trump.
[01:22:59.396 --> 01:23:01.157]  And let me tell you, I'm not on a power trip, folks.
[01:23:01.818 --> 01:23:03.419]  I'm just telling you what they say.
[01:23:03.879 --> 01:23:05.420]  This is what goes on in the enemy's brain.
[01:23:06.101 --> 01:23:06.861]  And it's much bigger.
[01:23:07.002 --> 01:23:09.443]  You, all of you, are more important than I am.
[01:23:10.124 --> 01:23:12.566]  Because I want you to know, they kill me or put me in prison, whatever they do,
[01:23:13.823 --> 01:23:17.946]  The idea goes on, but these globalists are satanists.
[01:23:18.046 --> 01:23:21.709]  So, they believe power is endued in the individual, not in the spirit.
[01:23:22.329 --> 01:23:26.092]  They don't understand, like, we're all already... See, they claim they're collectivists.
[01:23:26.112 --> 01:23:26.492]  They're not.
[01:23:26.552 --> 01:23:30.035]  Like, the thing is, we're collectivists.
[01:23:30.275 --> 01:23:35.539]  I'm a total collectivist, but collectivism is individualism deciding on the collective for the greater good.
[01:23:35.819 --> 01:23:37.760]  It's not a collective over the individual.
[01:23:38.181 --> 01:23:38.701]  That's slavery.
[01:23:39.241 --> 01:23:42.264]  It's the collective is the individual deciding on the collective.
[01:23:43.379 --> 01:23:47.202]  And then sacrificing everything we are is built on that.
[01:23:47.823 --> 01:23:50.745]  And then they say they're collectivists when they're not collectivists.
[01:23:50.785 --> 01:23:51.706]  They are liars.
[01:23:53.227 --> 01:23:54.828]  Anyways, there's so many great callers here.
[01:23:56.029 --> 01:23:57.811]  Let's talk to Chase in California.
[01:23:57.831 --> 01:23:58.391]  You're on the air.
[01:23:58.812 --> 01:24:02.494]  I've seen the, I've seen the descript of the Purge and seen the trailer.
[01:24:02.795 --> 01:24:04.896]  They have like the army wears KKK outfits.
[01:24:04.936 --> 01:24:06.778]  It goes and kills black people.
[01:24:06.798 --> 01:24:07.539]  What's your view on that?
[01:24:08.820 --> 01:24:10.201]  Hey Alex, thanks for taking my call.
[01:24:10.421 --> 01:24:12.943]  This is Chase the Patriot, front lines of California again.
[01:24:13.427 --> 01:24:17.570]  I'm doing that reporter challenge and I just filed a report actually on what you're talking about.
[01:24:18.111 --> 01:24:18.311]  Great.
[01:24:18.391 --> 01:24:21.814]  I tried to take a break and I tried to watch a little World Cup soccer.
[01:24:21.854 --> 01:24:23.935]  I don't watch a lot because I got a job actually.
[01:24:23.975 --> 01:24:24.356]  I understand.
[01:24:24.396 --> 01:24:28.359]  And the first ad I saw was this new movie called The Purge, right?
[01:24:28.379 --> 01:24:29.400]  It's the first Purge.
[01:24:29.840 --> 01:24:32.042]  So I started watching this ad and it's horrible.
[01:24:32.062 --> 01:24:32.722]  It's violence.
[01:24:32.883 --> 01:24:34.244]  It's racial violence.
[01:24:34.424 --> 01:24:38.147]  It's the American flag getting desecrated and I'm just getting upset.
[01:24:38.547 --> 01:24:42.050]  So I start to kind of think about what's going on and their ad says,
[01:24:42.423 --> 01:24:44.724]  We need a new revolution on July 4th.
[01:24:44.924 --> 01:24:49.666]  And so when you go start thinking about what the purge, you know, in history we know what the purge is.
[01:24:49.967 --> 01:24:50.587]  That's Russia.
[01:24:50.807 --> 01:24:51.527]  That's communism.
[01:24:51.627 --> 01:24:52.248]  That's Stalin.
[01:24:52.468 --> 01:24:53.328]  That's millions of people killed.
[01:24:53.408 --> 01:24:58.311]  And they're claiming we're doing it so the left must answer with a purge against us.
[01:24:58.711 --> 01:25:00.432]  They're trying to launch their purge July 4th.
[01:25:00.452 --> 01:25:01.372]  You're absolutely right.
[01:25:02.132 --> 01:25:03.213]  But here's the problem, Alex.
[01:25:03.772 --> 01:25:07.213]  See, before they can do something that bad, it's already been done before.
[01:25:07.573 --> 01:25:08.533]  So we have a memory of it.
[01:25:08.613 --> 01:25:12.514]  So what they're doing with an attack on language is they're trying to remove.
[01:25:12.554 --> 01:25:17.356]  If you go Google the Purge today, you won't learn about Russia, you're going to learn about these Hollywood movies.
[01:25:17.676 --> 01:25:20.136]  So once they eliminate the real reason why... No, you're right.
[01:25:20.196 --> 01:25:22.417]  Google is going through totally criminally.
[01:25:22.457 --> 01:25:24.177]  Google's a totally broken search engine now.
[01:25:24.678 --> 01:25:26.178]  And you're right, exactly.
[01:25:26.598 --> 01:25:29.659]  It's like, on medical stuff, anything, it's all BS now.
[01:25:30.239 --> 01:25:32.840]  Google has always said, don't be evil because it's pure evil.
[01:25:33.760 --> 01:25:34.020]  Point.
[01:25:34.861 --> 01:25:36.301]  Chase, call me back tomorrow.
[01:25:37.682 --> 01:25:39.543]  Let's talk to Marco in North Carolina.
[01:25:39.583 --> 01:25:40.323]  Marco, you're on the air.
[01:25:40.363 --> 01:25:40.623]  Go ahead.
[01:25:40.663 --> 01:25:40.903]  Thanks.
[01:25:42.544 --> 01:25:44.285]  Hey, this is Marco Amaya.
[01:25:44.325 --> 01:25:45.525]  I'm in North Carolina.
[01:25:46.866 --> 01:25:47.486]  Can you hear me, Alex?
[01:25:47.666 --> 01:25:48.046]  I can.
[01:25:48.086 --> 01:25:48.426]  Go ahead.
[01:25:49.647 --> 01:25:56.470]  I'm a music producer and I produce patriotic music and I was just playing at a venue here in Mooresville, North Carolina.
[01:25:57.313 --> 01:26:07.377]  And they're usually used to listening to all the propaganda, sort of rap music that goes on, which controls people's minds, especially my age, 23 years old.
[01:26:07.658 --> 01:26:09.759]  So I started playing the Americana music in front of them.
[01:26:10.519 --> 01:26:15.481]  And a lot of them, it just sorted out the people, you know, the people that didn't understand, they just had to walk out.
[01:26:16.201 --> 01:26:24.505]  And all the people that truly believed in this country and what is right, you know, they stayed there and they passionately, you know, gave me their energy and their love.
[01:26:24.585 --> 01:26:26.586]  But it really goes to show, you know, how
[01:26:27.310 --> 01:26:31.033]  How divided the country is in terms of psychologically through all the propaganda.
[01:26:31.654 --> 01:26:37.439]  Exactly, and they want to force all their minions to go out and confront those of us that see through it.
[01:26:37.779 --> 01:26:39.401]  This is desperate last gasp.
[01:26:39.781 --> 01:26:41.883]  I'm not going to sit up here and say a bunch of positive stuff, just say it.
[01:26:42.163 --> 01:26:43.645]  We're in a real fight, but we're winning.
[01:26:44.921 --> 01:26:45.461]  Absolutely.
[01:26:45.481 --> 01:26:47.142]  That's why I'm going to keep moving forward.
[01:26:47.162 --> 01:26:54.247]  I'm also going to apply to work with you at InfoWars at the Lifesound department because I truly believe in what you're doing.
[01:26:54.267 --> 01:26:55.027]  Thank you, Alex.
[01:26:55.447 --> 01:26:58.189]  Well, brother, we're trying to fund ourselves, so God bless you.
[01:26:58.669 --> 01:27:01.831]  The biggest thing people can do is we can hire people is buy products at InfoWarsTore.com.
[01:27:01.871 --> 01:27:02.692]  I barely even plug it.
[01:27:03.092 --> 01:27:04.153]  Great, amazing products.
[01:27:04.213 --> 01:27:05.193]  InfoWarsTore.com.
[01:27:06.094 --> 01:27:07.475]  50% off our fluoride-free toothpaste.
[01:27:07.515 --> 01:27:08.515]  It's amazing with iodine.
[01:27:08.896 --> 01:27:09.976]  Coil silver fortified.
[01:27:10.016 --> 01:27:10.897]  InfoWarsTore.com.
[01:27:11.377 --> 01:27:12.318]  Let's talk to Carlos.
[01:27:13.138 --> 01:27:13.719]  In Canada.
[01:27:13.779 --> 01:27:15.160]  Carlos, thanks for holding her on the air.
[01:27:15.180 --> 01:27:15.460]  Go ahead.
[01:27:16.521 --> 01:27:17.462]  Thank you, Alex.
[01:27:17.923 --> 01:27:22.988]  Just wanted to mention briefly that come October, there may be a surprise.
[01:27:25.129 --> 01:27:27.551]  You see, Bill Maher could not hold himself back.
[01:27:27.571 --> 01:27:30.594]  He's privy to information that mills around.
[01:27:31.074 --> 01:27:45.087]  And he probably has learned that in this October, a nice market crash and possibly a decline in the economy would be the precursor for the claims that President Trump has been misguiding.
[01:27:45.187 --> 01:27:45.988]  I totally agree with you.
[01:27:46.048 --> 01:27:48.631]  They are planning a market crash to blame Trump in October.
[01:27:49.332 --> 01:27:58.818]  Yes, and the whole point I wanted to make to you was the fact that President Trump placed his trust in Senator Jeff Sessions.
[01:27:59.779 --> 01:28:09.265]  In 2005, I believe, he worked with Jeff Sessions on a Senate committee on the renovations to the United Nations, and he was very impressed by the Senator.
[01:28:09.850 --> 01:28:16.943]  You see, the trustee placed in the Senator, the Senator's trust is to the Senate, is not to Donald Trump, the President.
[01:28:17.403 --> 01:28:20.369]  And so, Senator Jeff Sessions,
[01:28:21.034 --> 01:28:22.155]  No, he doesn't want a real revolution.
[01:28:22.195 --> 01:28:22.595]  You're right.
[01:28:22.615 --> 01:28:23.076]  So, I agree with you.
[01:28:23.096 --> 01:28:24.216]  They're planning to crash the U.S.
[01:28:24.236 --> 01:28:26.798]  economy and then sit there and say it's Trump's fault.
[01:28:26.838 --> 01:28:28.459]  So, let them try that.
[01:28:28.539 --> 01:28:29.220]  America is awakening.
[01:28:29.240 --> 01:28:29.720]  Alright, coming up.
[01:28:51.124 --> 01:28:51.904]  I'm gonna break it down.
[01:28:51.965 --> 01:28:54.046]  The Democrats are saying remove Trump.
