[00:00:00.109 --> 00:00:01.310]  Agenda 2030.
[02:28:31.891 --> 02:28:34.112]  These people are not concerned with left or right.
[02:28:34.332 --> 02:28:42.038]  These people are concerned with you are either a part of the new world order, the new regime, Team Satan, or you're not.
[02:28:43.402 --> 02:28:43.822]  That's it.
[02:28:44.302 --> 02:28:46.143]  It's that black or white with these people.
[02:28:46.403 --> 02:28:47.984]  That is how these people get down.
[02:28:48.284 --> 02:28:49.545]  And that is how they function.
[02:28:49.725 --> 02:28:50.525]  Like a mafia.
[02:28:50.725 --> 02:28:51.706]  Like a cartel.
[02:28:52.006 --> 02:28:52.786]  Like a cult.
[02:28:53.167 --> 02:28:54.227]  That's who they are.
[02:28:56.128 --> 02:29:06.233]  And here we are, years later, in the year 2023, with these agendas being fully implemented, installed, right before your very eyes.
[02:29:06.533 --> 02:29:15.624]   If you thought that the formerly known southern border was bad the past Couple years with the installed puppet President Joe Biden?
[02:29:16.644 --> 02:29:22.568]  You wait until the clock strikes midnight tonight local time, especially in Texas where Title 42 ends.
[02:29:22.628 --> 02:29:28.572]  I just got back from the southern border, the formerly known southern border here in Yuma, Arizona.
[02:29:29.793 --> 02:29:31.734]  The Border Patrol are all demoralized.
[02:29:33.035 --> 02:29:34.556]  They're telling me they all feel numb.
[02:29:35.677 --> 02:29:37.598]  They're telling me they see the writing on the wall.
[02:29:38.709 --> 02:29:50.920]  That for the past few years, the current administration has been demoralizing them, using them as a legitimate Uber service, legalizing human trafficking and human smuggling.
[02:29:51.161 --> 02:29:52.782]  This is what the administration has done.
[02:29:53.162 --> 02:29:54.484]  This is what the New World Order does.
[02:29:54.524 --> 02:29:56.786]  They legalize criminal activity.
[02:29:57.046 --> 02:29:58.908]  They legalize lawlessness.
[02:29:59.128 --> 02:30:03.532]  And this is why Jesus said, lawlessness will abound in the last days.
[02:30:03.752 --> 02:30:04.513]  You're watching it.
[02:30:05.208 --> 02:30:06.468]  You don't have a border anymore!
[02:30:06.588 --> 02:30:07.248]  It's gone!
[02:30:07.588 --> 02:30:08.449]  It is gone!
[02:30:08.469 --> 02:30:10.229]  No enforcement!
[02:30:11.029 --> 02:30:11.929]  No enforcement!
[02:30:12.249 --> 02:30:13.269]  No law and order!
[02:30:13.589 --> 02:30:14.390]  It is gone!
[02:30:14.410 --> 02:30:24.912]  The Border Patrol are outmanned, outnumbered, demoralized, numbed to what has been happening, and that is the agenda.
[02:30:25.132 --> 02:30:26.512]  You run your opponents down.
[02:30:26.712 --> 02:30:29.892]  You get rid of the good guys and bring in the bad guys to enforce your tyranny.
[02:30:31.053 --> 02:30:37.297]   And you are watching the ultimate Controlled demolition of American sovereignty.
[02:30:37.717 --> 02:30:40.299]  Title 42 being removed tonight.
[02:30:40.639 --> 02:30:44.342]  And you got a front row seat, especially here on Infowars.com.
[02:30:44.642 --> 02:30:45.503]  Banned out video.
[02:30:45.763 --> 02:30:46.464]  Blast the links.
[02:30:46.584 --> 02:30:47.284]  Get them out now.
[02:30:47.365 --> 02:30:50.147]  This is how we get this information out and wake people up.
[02:30:50.447 --> 02:30:51.067]  We'll be right back.
[02:30:51.708 --> 02:30:53.830]  Conspiracy theorists!
[02:30:54.950 --> 02:31:10.835]   You're all a bunch of right-wing, mega-Republican, Domestic terrorist, conspiracy theorist, alt-right, anti-semitic, white nationalist, racist, you name it!
[02:31:12.815 --> 02:31:14.355]  Conspiracy theorist, right?
[02:31:15.676 --> 02:31:25.858]  Deep state CIA term designed intentionally to smear and discredit the target being called the term.
[02:31:27.677 --> 02:31:29.057]  You know that's changed, by the way.
[02:31:29.577 --> 02:31:32.358]  They still will throw around the word conspiracy theorist here and there.
[02:31:33.578 --> 02:31:47.402]  But the... the PSYOP, which is cancel culture, to discredit the truth teller, or the individual with valid information, is basically the cancel culture you see today.
[02:31:49.742 --> 02:31:50.802]  White nationalist.
[02:31:51.403 --> 02:31:52.683]  White supremacist.
[02:31:53.777 --> 02:32:21.236]  You're a mega-Republican, domestic terrorist, because you're just pointing out the fact that the New World Order exists, they talk about it, the globalist mindset actually is real, and they identify as that, and they actually have plans and ideas for replacement migration to replace the West, replace our culture, replace what we love and know, replace our traditionalism here in the United States of America, regardless of your skin color.
[02:32:21.256 --> 02:32:21.917]  No, no, no, no, no!
[02:32:23.780 --> 02:32:32.647]  You get coined, you get deemed and slandered as a conspiracy theorist because that's been the PSYOP for thousands of years.
[02:32:33.887 --> 02:32:35.228]  Slander from the serpent.
[02:32:36.169 --> 02:32:38.010]  Slander from the mouth of the serpent.
[02:32:38.031 --> 02:32:41.993]  I mean, is it really that hard to see the writing on the wall?
[02:32:42.514 --> 02:32:46.457]  Is it really that hard to see all the plans come together in full fruition?
[02:32:46.737 --> 02:32:48.318]  Is it really that hard to see?
[02:32:48.338 --> 02:32:55.421]   It doesn't take a very smart person to sit here And watch all of the pieces come together.
[02:32:55.441 --> 02:33:15.325]  And watch all of the rhetoric from the World Economic Forum, from people like Bill Gates, Klaus Schwab, the useful idiots and the demonic and the satanic proxies of the United Nations, the EU, individuals that want to push us in a new utopia and a global society.
[02:33:16.446 --> 02:33:18.486]  Why was the UN asking the question?
[02:33:19.466 --> 02:33:22.789]  Is replacement migration good in their official UN documents?
[02:33:22.969 --> 02:33:28.614]  Is replacement migration a solution to an aging or a depopulating society?
[02:33:30.134 --> 02:33:44.727]  And then you see how individuals like Bill and Melinda Gates and their foundation run around pontificating, warning, warning the general population, warning the populations of the world that in the future, we're going to be overpopulated.
[02:33:44.967 --> 02:33:48.290]  So some form of depopulation needs to take place.
[02:33:48.330 --> 02:33:57.098]  We gotta, we gotta slow down the populating, populating of the populations of society and mankind.
[02:33:58.260 --> 02:34:24.893]   And then you ask yourself why these people push so hard for what they call women's rights and healthcare, abortion, murdering children, depopulating the earth for decades in the United States of America, convincing women that it's their body, their choice, after they've already been convinced that fornication Is a correct lifestyle.
[02:34:25.113 --> 02:34:26.853]  Just be totally irresponsible.
[02:34:27.234 --> 02:34:27.954]  Fornicate.
[02:34:28.234 --> 02:34:29.294]  Catch diseases.
[02:34:29.574 --> 02:34:37.557]  Hell, if you get pregnant, you could just murder the baby because it's your body, your choice for being irresponsible and opening up your legs.
[02:34:37.617 --> 02:34:39.718]  And in some cases, people make mistakes.
[02:34:42.099 --> 02:34:45.740]  But if you make a mistake, the answer isn't murder a human being.
[02:34:45.760 --> 02:34:45.800]  No.
[02:34:48.914 --> 02:34:53.757]  You see the depopulation agenda alongside of the replacement migration agenda.
[02:34:54.417 --> 02:34:56.238]  They do it through so-called abortion.
[02:34:56.859 --> 02:35:05.884]  Sacrificing babies, infants, inside of the womb and outside of the womb in the name of health care and my body, my choice, and women, female rights!
[02:35:08.166 --> 02:35:08.466]  Right?
[02:35:09.787 --> 02:35:12.809]  Depopulating the Earth by the day.
[02:35:13.529 --> 02:35:14.770]  Taking us backwards.
[02:35:16.002 --> 02:35:18.423]  Different demographics, targeting different races.
[02:35:19.064 --> 02:35:28.048]  This is what Planned Parenthood was established for, with Margaret Sanger, a eugenicist that believed in depopulating specific races.
[02:35:28.748 --> 02:35:30.109]  An actual racist!
[02:35:31.009 --> 02:35:35.191]  Oh, but the Left and the Uniparty, they love Planned Parenthood!
[02:35:35.451 --> 02:35:42.335]  Yeah, of course they do, because it's the globalist agenda that's depopulating the Earth so that they could replace us all.
[02:35:43.435 --> 02:35:44.856]  They do it with the death jabs.
[02:35:45.603 --> 02:36:07.159]   The World Health Organization, the Dr. Fauci's of the world, that push the mRNA on all of us, that are causing a lot of individuals, they never told anyone just how bad the side effects might be, but you know, You gotta take it where throw my body, my choice out the window, forced inoculations for everyone because you're saving lives.
[02:36:07.479 --> 02:36:10.301]  Booster yourself as many as 10 times.
[02:36:10.481 --> 02:36:11.421]  Hell, who cares?
[02:36:11.601 --> 02:36:14.763]  Because it makes you a better person because you're saving lives.
[02:36:15.023 --> 02:36:16.224]  Well, what about the side effects?
[02:36:17.805 --> 02:36:18.866]  What about the death jab?
[02:36:19.066 --> 02:36:22.369]  What are the potential harms that this could cause to my life?
[02:36:22.909 --> 02:36:32.216]  When the engineer and the pioneer, Dr. Robert Malone, comes out of the mRNA vaccine and literally admits to the entire world, be cautioned!
[02:36:32.636 --> 02:36:34.418]  This stuff could destroy you!
[02:36:34.438 --> 02:36:39.061]  And they implement it.
[02:36:40.422 --> 02:36:41.943]  They launch a death virus.
[02:36:43.104 --> 02:36:45.286]  And they just happen to have the solution on deck.
[02:36:46.634 --> 02:36:59.619]  Moderna, Pfizer, they're just ready, they're there ready to get that vaccine to the public to make billions of dollars while depopulating the earth simultaneously at the same time.
[02:36:59.899 --> 02:37:07.282]  And there they are at the World Economic Forum being praised for their radical quick response to COVID-19.
[02:37:08.835 --> 02:37:10.296]  In the midst of lockdowns.
[02:37:10.616 --> 02:37:14.679]  Yeah, we created these vaccines faster than anyone has ever seen.
[02:37:14.699 --> 02:37:23.205]  A new technology that takes decades to test on human beings to see if it's actually safe, but they don't care about that.
[02:37:23.465 --> 02:37:25.566]  No, because we need to save lives.
[02:37:25.786 --> 02:37:28.108]  We're just going to impose this on humanity.
[02:37:28.928 --> 02:37:35.313]  Cause deaths, expedite illnesses, decrease lifespans.
[02:37:36.714 --> 02:37:38.415]  And then you get into what they're doing with the water.
[02:37:39.815 --> 02:37:47.977]  With the food, with the pesticides, and everything that's decreasing longevity of human beings.
[02:37:48.397 --> 02:37:51.398]  Why do you think they're pushing disgusting beasts like Lizzo?
[02:37:52.218 --> 02:37:57.599]  Why do you think they're pushing disgusting Jabba the Hutt like Lizzo?
[02:37:57.839 --> 02:37:58.300]  Okay?
[02:37:58.940 --> 02:38:11.851]   Why do I have to model my life based off of a disgusting, unhealthy Jabba the Hutt That represents the global citizen.
[02:38:13.132 --> 02:38:13.512]  Okay?
[02:38:13.812 --> 02:38:19.215]  Why do you think they're pushing unhealthy lifestyles on the youth?
[02:38:20.116 --> 02:38:21.456]  On the general public?
[02:38:21.997 --> 02:38:23.277]  It's to kill you!
[02:38:24.018 --> 02:38:25.539]  I don't want you unhealthy!
[02:38:25.559 --> 02:38:27.920]  I don't want you to die early!
[02:38:27.940 --> 02:38:30.482]  I don't want you to die and go to hell!
[02:38:30.862 --> 02:38:34.384]  I want you saved, faith in Jesus Christ, over anything!
[02:38:35.413 --> 02:38:37.035]  But God gave you that temple.
[02:38:37.235 --> 02:38:41.842]  You think God wants you unhealthy, unable to take care of your family?
[02:38:41.862 --> 02:38:45.747]  On some circumstances, it's out of our control.
[02:38:46.267 --> 02:38:48.190]  We have to depend on God for strength.
[02:38:49.051 --> 02:38:52.135]  But God gives us health if we are blessed with health.
[02:38:52.475 --> 02:38:53.337]  It's for a reason.
[02:38:54.685 --> 02:38:57.967]  You think he doesn't want us healthy to take care of our family?
[02:38:57.987 --> 02:39:00.108]  To hold it down for our country?
[02:39:00.128 --> 02:39:06.691]  To be able to be sober-minded and healthy to go against evil when necessary?
[02:39:06.711 --> 02:39:09.333]  This is all to kill you.
[02:39:09.353 --> 02:39:11.834]  This is all to depopulate you.
[02:39:11.854 --> 02:39:17.217]  This is all to take away the longevity that God blesses you with.
[02:39:19.118 --> 02:39:22.700]  The New World Order wants individuals with short lifespans.
[02:39:24.215 --> 02:39:29.956]  So they can get rid of the good guys, get rid of the good women, and install the evil.
[02:39:30.856 --> 02:39:32.057]  That's how they control society.
[02:39:32.077 --> 02:39:32.797]  We'll be right back.
[02:39:33.517 --> 02:39:37.898]  The New World Order doesn't have to fire a shot to take down the USA.
[02:39:39.158 --> 02:39:40.318]  They're doing it from within.
[02:39:40.338 --> 02:39:53.001]  Psyops on the American people, taking over the universities, our cultural Marxism, the indoctrination, K-12, infiltrating medicine, infiltrating science.
[02:39:53.923 --> 02:40:01.468]  Infiltrating every channel, infiltrating media, obviously taking over politics, getting you to think that there's actually Republican and Democrat two sides.
[02:40:01.528 --> 02:40:03.209]  No, it's all uniparty.
[02:40:03.249 --> 02:40:05.110]  It's good versus evil, ladies and gentlemen.
[02:40:06.711 --> 02:40:08.072]  They take over education.
[02:40:08.112 --> 02:40:09.893]  They take over Hollywood.
[02:40:09.993 --> 02:40:27.047]   Obviously, Hollywood is in the palm of Lucifer in the New World Order, pushing all their propaganda, getting people used to the ideas of their Plans that they begin to roll out, getting used to something that they've seen on TV, so when it becomes reality, they've already been desensitized to it.
[02:40:28.627 --> 02:40:30.188]  These people don't have to fire a shot!
[02:40:31.108 --> 02:40:53.140]   With the subversion, with the destabilization, convincing millions of people with the PSYOPs that America is evil, and in some regards, yes, America has evil that needs to be dealt with, Like pedophiles and child molesters and rapists, peacefully and lawfully, and a whole host of other problems.
[02:40:54.200 --> 02:41:07.924]  But they say, being an American patriot, loving the Pledge of Allegiance, something as basic as the American flag in their eyes, something as basic as the national anthem they claim is white supremacy.
[02:41:10.225 --> 02:41:13.166]  You love the American military and the flag for what it stands for.
[02:41:13.966 --> 02:41:14.466]  Veterans.
[02:41:15.447 --> 02:41:16.950]  Protecting American sovereignty!
[02:41:17.270 --> 02:41:18.652]  That's white supremacy!
[02:41:19.013 --> 02:41:19.934]  That's evil!
[02:41:20.215 --> 02:41:22.519]  That's white adjacent thinking!
[02:41:22.819 --> 02:41:24.983]  And you're not thinking like a correct person!
[02:41:25.263 --> 02:41:29.771]  You've been indoctrinated by white people because you love America!
[02:41:30.481 --> 02:41:42.730]  Yeah, maybe you've been indoctrinated by demons and Satan to be convinced that the greatest country on the face of planet Earth that you get to enjoy with all these freedoms.
[02:41:43.010 --> 02:42:08.493]   Maybe there's been a psyop run on your mind to get you to become a useful idiot and talking piece for the New World Order, chattering and yapping your mouth like the Squad, like Rashida Tlaib, like AOC and Cory Booker and all these mindless Losers and idiots like Ilya and Omar that are running around claiming that America is so racist, America is so horrible, America is so white supremacist, then why the hell?
[02:42:09.355 --> 02:42:10.957]  Why the hell right now?
[02:42:12.043 --> 02:42:22.606]  Are there tens and thousands of Haitians staged outside of El Paso ready to come into the United States of America illegally, scot-free?
[02:42:22.626 --> 02:42:29.928]  Oh, America is so white supremacist, but the third world is just at the door waiting to come in freely.
[02:42:29.948 --> 02:42:31.849]  Oh, yeah, yeah.
[02:42:32.189 --> 02:42:32.469]  Oh, yeah.
[02:42:32.569 --> 02:42:39.751]  America is so white supremacist that there are people coming from all over the world illegally into the United States of America.
[02:42:40.723 --> 02:42:42.184]  Because it's not about truth.
[02:42:43.224 --> 02:42:45.085]  Like I said, that's the PSYOP.
[02:42:45.265 --> 02:42:53.447]  Conspiracy theorist, conspiracy theorist, white supremacist, America's evil, America's evil, you're a patriot, evil, evil, evil, evil.
[02:42:53.627 --> 02:42:54.888]  The FBI gets on board.
[02:42:55.088 --> 02:42:58.109]  Why do you think the FBI is being mobilized against patriots?
[02:42:59.209 --> 02:43:12.206]   Why do you think the CIA is obviously involved in getting mobilized against patriots with PSYOPs being run on right wing Patriotic, America-loving individuals that love their traditional values?
[02:43:12.687 --> 02:43:14.188]  Why do you think that's happening?
[02:43:15.668 --> 02:43:19.791]  Because these people, they are all on the same wavelength.
[02:43:20.911 --> 02:43:51.432]   This evil New World Order agenda, they're all jacked into the same Into the same frequency, this frequency of evil, this frequency of the spirit of the Antichrist that's pushing planet Earth further and further into the New World Order, the advent of the Antichrist, the advent of the false prophet, the mark of the beast on the hand, on the forehead, you can't gain access to the economy, the one world religion, one world militarized system, the one world economy, you name it!
[02:43:52.893 --> 02:43:55.175]  How do you think they're all in perfect unison?
[02:43:55.985 --> 02:43:57.025]  Across the globe!
[02:43:57.966 --> 02:44:01.787]  Yes, some organizations communicate, but their message is always the same.
[02:44:02.047 --> 02:44:03.768]  Their actions are always the same.
[02:44:04.748 --> 02:44:08.870]  Their agendas, their goals are all pointing towards one direction.
[02:44:10.250 --> 02:44:11.711]  How do you think that happens, my friend?
[02:44:12.531 --> 02:44:21.535]  If you are not a believer, I suggest, I implore you, I beg you, open your eyes and see the reality of who Christ is.
[02:44:22.075 --> 02:44:25.016]  You're a sitting duck in this war, ladies and gentlemen.
[02:44:26.050 --> 02:44:27.652]  You think you're going to fight the Infowar?
[02:44:27.672 --> 02:44:30.175]  You think you're going to fight the New World Order?
[02:44:30.555 --> 02:44:33.258]  You think you're going to fight globalism without God?
[02:44:33.278 --> 02:44:38.864]  Where do you think the revelation of what globalism is came from?
[02:44:38.884 --> 02:44:43.329]  It came from God warning humanity that these things would be!
[02:44:44.904 --> 02:44:46.264]  You and I can do nothing!
[02:44:46.485 --> 02:44:48.125]  You and I can accomplish nothing!
[02:44:48.345 --> 02:44:58.868]  You and I are powerless against these satanic powers, which in the last days, the Bible says, they will be performing mass miracles before your eyes, all empowered by Satan.
[02:45:01.569 --> 02:45:07.251]  Things that defy the laws of physics, the laws of gravity, the laws of science, everything we know.
[02:45:09.013 --> 02:45:11.714]  These things will begin to take place and what will you do?
[02:45:11.934 --> 02:45:13.114]  How will you respond?
[02:45:13.614 --> 02:45:14.674]  Will you be deceived?
[02:45:15.074 --> 02:45:15.914]  Are you born again?
[02:45:15.934 --> 02:45:19.735]  Do you have the anointing of the Holy Spirit to discern truth from error?
[02:45:19.755 --> 02:45:22.836]  And I'm not talking about something that's obvious.
[02:45:23.916 --> 02:45:26.036]  I'm talking about something that is so advanced.
[02:45:27.256 --> 02:45:43.496]   The serpent himself and his demons that are ancient, that know humanity better than you and me, that know what humans Are tempted by, that will fall for, I'm talking about the great deception that Alex was talking about before he ended the third segment.
[02:45:44.637 --> 02:45:50.921]  That great deception, that great delusion will be so powerful, you will be a sitting duck.
[02:45:51.822 --> 02:45:57.786]  If you're thinking right now, I'm not born again, I'll be able to withstand it, you are already deceived by it.
[02:45:58.406 --> 02:46:10.227]   The Bible makes it very clear, the world will fall for the strong delusion that God will Pour upon the earth that will allow to happen and people will fall for this system.
[02:46:10.627 --> 02:46:12.268]  It'll come across as great.
[02:46:12.608 --> 02:46:14.190]  It'll come across as grand.
[02:46:14.490 --> 02:46:16.912]  It'll come across as something that you want to be a part of.
[02:46:17.252 --> 02:46:20.234]  It'll come across something as powerful and unified.
[02:46:20.514 --> 02:46:36.692]   It'll come across as something that the Bible says the entire nations of the world will be saying peace and safety, world peace, a dominating superstar, the Antichrist will be the most popular An attractive figure the world has ever known.
[02:46:39.092 --> 02:46:43.933]  If you don't have the spirit, you will not be able to see these things.
[02:46:46.534 --> 02:46:48.514]  And I say this because look at the agendas.
[02:46:49.554 --> 02:46:51.635]  With the depopulation, I've already explained it.
[02:46:53.075 --> 02:46:53.655]  Abortion.
[02:46:55.255 --> 02:46:56.436]  Forced inoculations.
[02:46:56.856 --> 02:46:57.576]  Death jabs.
[02:46:58.996 --> 02:46:59.856]  Poisoning the water.
[02:47:01.837 --> 02:47:03.257]  Lowering the quality of our foods.
[02:47:04.545 --> 02:47:09.209]  Getting people to remove themselves from healthy lifestyles by pushing Jabba the Hutt Lizzo's.
[02:47:10.411 --> 02:47:11.712]  Thinking that's somehow normal.
[02:47:12.432 --> 02:47:18.278]  Just being totally disgusting and void of health is actually a good lifestyle.
[02:47:18.338 --> 02:47:21.381]  I don't say that to be offensive to people that are struggling.
[02:47:23.743 --> 02:47:24.644]  God wants you.
[02:47:24.684 --> 02:47:27.667]  God will help you to be better and empower yourself.
[02:47:28.732 --> 02:47:30.993]  Wants you to be healthy so you can take care of your family.
[02:47:31.013 --> 02:47:35.555]  And if it's beyond your control, we have to rely on God and that weakness to help us through that.
[02:47:36.856 --> 02:47:39.097]  I say this because it's the New World Order who hates you.
[02:47:39.417 --> 02:47:40.658]  It's Satan who hates you.
[02:47:40.918 --> 02:47:42.579]  It's Satan who props up Lizzo's.
[02:47:42.839 --> 02:47:43.419]  It's Satan.
[02:47:43.439 --> 02:47:47.541]  Why do you think they're all wanting to chop off the genitals of children?
[02:47:47.881 --> 02:47:48.882]  CHILDREN!
[02:47:49.682 --> 02:47:52.243]  We're not talking about adults anymore, ladies and gentlemen!
[02:47:52.563 --> 02:47:57.886]  These Satanists, Luciferians, and Globalists want to depopulate the Earth!
[02:47:59.335 --> 02:48:06.540]  They're slowing down the populations to punch in the replacement migration, to replace you.
[02:48:06.880 --> 02:48:09.182]  Why do you think they're starting at children?
[02:48:09.202 --> 02:48:12.564]  Oh, trans kids' lives matter.
[02:48:13.025 --> 02:48:14.506]  It's just human rights.
[02:48:14.766 --> 02:48:22.912]  We should allow little kids, if a little boy wants to chop his penis off so he could never procreate, we don't tell him that ever again.
[02:48:23.272 --> 02:48:26.034]  That's totally liberal, progressive, and normal.
[02:48:28.015 --> 02:48:32.897]  If a little girl feels like she's a boy, she should be able to chop her breasts off.
[02:48:33.238 --> 02:48:41.722]  She should be able to create some kind of freak scientist abomination of a neo-penis, they call, right?
[02:48:42.262 --> 02:48:44.263]  She could never, ever become a mother.
[02:48:44.483 --> 02:48:48.025]  She could never, ever procreate sterilized and done.
[02:48:49.736 --> 02:48:51.397]  Get women on birth control.
[02:48:51.777 --> 02:48:53.358]  Sterilize them over time.
[02:48:53.778 --> 02:48:56.359]  Rob them of their fertility that's been given by God.
[02:48:56.799 --> 02:48:57.559]  Sterilize.
[02:48:57.839 --> 02:48:58.580]  Sterilize.
[02:48:58.880 --> 02:48:59.600]  Neutralize.
[02:48:59.900 --> 02:49:00.581]  Neutralize.
[02:49:00.781 --> 02:49:01.541]  Depopulate.
[02:49:01.761 --> 02:49:02.601]  Depopulate.
[02:49:02.982 --> 02:49:05.483]  Push mass replacement migration.
[02:49:05.883 --> 02:49:06.983]  Replace these people.
[02:49:07.303 --> 02:49:08.504]  Replace the patriots.
[02:49:08.824 --> 02:49:10.545]  Replace those that are truly awake.
[02:49:10.745 --> 02:49:11.885]  Replace the Christians.
[02:49:12.145 --> 02:49:15.807]  Replace them all with evil NPCs of the New World Order.
[02:49:16.067 --> 02:49:17.528]  That is happening right now.
[02:49:17.628 --> 02:49:18.148]  We'll be right back.
[02:49:18.308 --> 02:49:19.929]  This is the real deal, ladies and gentlemen.
[02:49:19.989 --> 02:49:21.990]  You are alive for such a time as this.
[02:49:22.891 --> 02:49:23.751]  God has called you.
[02:49:23.771 --> 02:49:32.176]  If you find yourself in this transmission, you have breached the matrix for the purpose of pulling others out as well.
[02:49:32.876 --> 02:49:40.400]  If your eyes are open, if you are truly awake, you are a truly awakened sleeper and Christ has given you the light.
[02:49:41.361 --> 02:49:43.082]  We got to share that light with others as well.
[02:49:44.693 --> 02:49:46.835]  And I want to invite you guys to check out my other shows.
[02:49:47.075 --> 02:49:49.456]  I host a show called Frontlines with Drew Hernandez.
[02:49:49.516 --> 02:49:55.100]  We are covering the border extensively with great reporters on the ground on Real America's Voice.
[02:49:55.120 --> 02:50:01.545]  You guys can find the link to that in my bio on Twitter or Getter or Truth Social at Drew H. Live.
[02:50:02.325 --> 02:50:06.468]  I also host my own personal show, Drew Hernandez Live, exclusively on Rumble.
[02:50:07.429 --> 02:50:12.172]  You guys can find all those links in the bio exclusively at my Twitter, Truth Getter.
[02:50:13.147 --> 02:50:15.489]  And yeah, Truth Social at Drew H. Live.
[02:50:17.611 --> 02:50:21.534]  I wanted to... I really wanted to emphasize this with you guys.
[02:50:22.835 --> 02:50:24.656]  Just so I can visually show you.
[02:50:25.216 --> 02:50:29.840]  Because we get people that come in on the network, different shows, various shows.
[02:50:30.481 --> 02:50:32.982]  You hear what we say, but let me visually show you.
[02:50:33.002 --> 02:50:36.865]  I just got back from the formerly known southern border last night.
[02:50:36.905 --> 02:50:39.527]  The footage you are seeing was just hours ago.
[02:50:39.548 --> 02:50:42.590]  I literally just got back a couple hours ago.
[02:50:43.337 --> 02:50:46.919]  I wasn't planning on going down, but this is just too historic.
[02:50:47.019 --> 02:50:48.079]  Did a last minute trip.
[02:50:49.059 --> 02:50:56.423]  Secretary, DHS Secretary Alejandro Mayorkas wants you to believe that what you're seeing is not real on the screen.
[02:50:57.183 --> 02:50:59.364]  They want you to believe that the border is secure.
[02:51:00.624 --> 02:51:03.666]  What you're seeing behind these people is Mexico.
[02:51:04.226 --> 02:51:06.387]  Do you see that little barrier?
[02:51:07.293 --> 02:51:09.114]  Behind these illegals, alright?
[02:51:09.134 --> 02:51:11.095]  These are not migrants, these are illegals.
[02:51:11.635 --> 02:51:13.656]  These people are coming into this country illegally.
[02:51:13.957 --> 02:51:18.059]  These individuals that you see on the screen, ladies and gentlemen, alright America?
[02:51:18.779 --> 02:51:25.963]  These people are the UN, the globalist agenda that they pose questions to.
[02:51:26.943 --> 02:51:31.626]  Does replacement migration work for aging and depopulating societies?
[02:51:31.666 --> 02:51:33.887]  These individuals, look at that line.
[02:51:34.761 --> 02:51:35.382]  Look at these people.
[02:51:35.422 --> 02:51:36.663]  You see that gap right there?
[02:51:37.003 --> 02:51:38.544]  That is America.
[02:51:38.824 --> 02:51:40.526]  That's how easy it is to walk.
[02:51:41.326 --> 02:51:44.329]  And they're wheelchair, they're rolling them in deep, man.
[02:51:44.709 --> 02:51:46.310]  They're rolling in on wheelchairs.
[02:51:47.511 --> 02:51:49.193]  You catch them rolling, they hating.
[02:51:49.213 --> 02:51:51.254]  And this guy's rolling big.
[02:51:51.294 --> 02:51:51.715]  Look at that.
[02:51:53.016 --> 02:51:58.020]  Welfare recipient to the stake, paid by you for their entire life.
[02:51:59.375 --> 02:52:01.837]  And this is the people that they're bringing in.
[02:52:02.238 --> 02:52:05.240]  They're not sending their best, ladies and gentlemen.
[02:52:05.561 --> 02:52:07.422]  And why are they not sending their best?
[02:52:08.283 --> 02:52:12.147]  Because these people are meant to replace every single one of you watching this show right now.
[02:52:12.367 --> 02:52:13.988]  You know, whether you believe in that or not.
[02:52:15.189 --> 02:52:18.772]  Whether you truly understand that this agenda exists or not.
[02:52:20.774 --> 02:52:22.556]  These individuals are here to replace you.
[02:52:24.460 --> 02:52:27.001]  I was talking to those Border Patrol agents you see right there last night.
[02:52:27.041 --> 02:52:28.201]  This is just hours ago, guys.
[02:52:28.261 --> 02:52:29.442]  I just came off the ground.
[02:52:30.062 --> 02:52:31.262]  And I'm going back tonight again.
[02:52:31.943 --> 02:52:33.343]  Gotta come in, do shows, go back.
[02:52:33.383 --> 02:52:34.143]  This is how we do this.
[02:52:34.363 --> 02:52:35.804]  This is a lifestyle, ladies and gentlemen.
[02:52:35.964 --> 02:52:36.604]  We live this.
[02:52:36.864 --> 02:52:37.584]  We live this.
[02:52:38.085 --> 02:52:42.146]  Not for views, not for clout, but to show you guys what's really going down, because MSM won't do it.
[02:52:44.387 --> 02:52:54.458]   Those Border Patrol agents were telling me last night that... Last night, about maybe three to five hundred Crossed within four hours, illegally.
[02:52:55.378 --> 02:53:00.641]  And I asked them, how many of these illegals are going to receive slaps on the wrists?
[02:53:02.421 --> 02:53:04.262]  Notice to appears, NTAs.
[02:53:04.822 --> 02:53:11.565]  They get a court date where they're supposed to show up in an American court to determine whether they're going to stay or get deported.
[02:53:11.585 --> 02:53:17.428]  I said, how many of these hundreds that you're seeing just in this short, short five hour timeframe?
[02:53:18.168 --> 02:53:20.289]  How many of these illegals are going to get those?
[02:53:21.192 --> 02:53:23.534]  NTAs, court dates to return.
[02:53:23.854 --> 02:53:24.255]  He said about 90%.
[02:53:24.295 --> 02:53:29.699]  90% of these illegals are getting NTAs.
[02:53:30.860 --> 02:53:32.962]  And it's just a, it's the honor system.
[02:53:33.142 --> 02:53:41.189]  We're supposed to just trust that they'll, they'll come to court and they'll face their trial to determine their, their future, whether they're going to stay in America or not.
[02:53:41.749 --> 02:53:44.371]  And these people are not getting vetted in any way, shape or form, by the way.
[02:53:45.192 --> 02:53:46.313]  Border Patrol would admit that.
[02:53:50.557 --> 02:53:55.761]  He said 10% and it's probably even lower.
[02:53:56.602 --> 02:53:57.403]  Lower than 10%.
[02:53:58.263 --> 02:53:59.584]  Anybody shocked by that?
