[00:00:00.029 --> 00:00:00.509]  Guess what?
[02:40:24.297 --> 02:40:28.778]  Tune in at infowars.com forward slash show and share the link today.
[02:40:32.085 --> 02:40:40.308]  In a galaxy torn by conflict, where darkness spreads its tendrils across the universe, one hero rises against the immeasurable might of the globalists.
[02:40:40.889 --> 02:40:45.250]  Tune in and trust in the power of the truth to lead us to victory in the great Infowar.
[02:40:45.611 --> 02:40:49.632]  Prepare for the ultimate battle for truth with today's War Room broadcast.
[02:40:50.453 --> 02:40:53.954]  Now, it's your host, Owen Schroyer and his intrepid crew.
[02:40:54.434 --> 02:40:58.516]  Find the show and share the links at infowars.com forward slash show.
[02:41:02.389 --> 02:41:05.271]  This is an emergency transmission from deep in the heart of Texas, the U.S.
[02:41:05.331 --> 02:41:13.616]  resistance against a global corporate combine, empowered and funded by Communist China, allied with the big megabanks that set up Communist China in 1949.
[02:41:14.037 --> 02:41:16.538]  The Communist Chinese have taken control of U.S.
[02:41:16.558 --> 02:41:18.039]  telecommunications infrastructure.
[02:41:18.360 --> 02:41:20.241]  The Communist Chinese have taken control of Hollywood.
[02:41:20.501 --> 02:41:22.624]  The Communist Chinese take control of the main universities.
[02:41:22.864 --> 02:41:23.906]  This is all confirmed.
[02:41:23.946 --> 02:41:24.947]  This is not a drill.
[02:41:25.047 --> 02:41:28.993]  Big Tech in Silicon Valley is almost completely run by the Communist Chinese government.
[02:41:29.333 --> 02:41:30.735]  They've officially become state-run.
[02:41:30.876 --> 02:41:31.336]  Apple 100%.
[02:41:31.617 --> 02:41:37.365]  Google is now making the transition and announcing a merger and total worldwide censorship.
[02:41:37.825 --> 02:41:42.567]  They are now beta testing using me as the straw man, a demonized version of Alex Jones, to do that.
[02:41:42.887 --> 02:41:43.748]  This is happening.
[02:41:43.768 --> 02:41:51.691]  This is not like the other probes before that were meant to get you used to probes and censorship, thinking you would adapt to censorship by just putting up with it.
[02:41:51.791 --> 02:41:57.694]  Now, this attack is thousands and thousands and thousands of times the magnitude of all previous attacks.
[02:41:58.154 --> 02:42:06.118]  This is a titrated dose, reverse psychological warfare operation using adapt and overcome, subversion paradigm manipulation.
[02:42:06.958 --> 02:42:10.700]  In layman's terms, they are manipulating the fact that we adapt to being oppressed.
[02:42:10.820 --> 02:42:14.161]  We adapt to being pressed with the low dosages of oppression.
[02:42:14.241 --> 02:42:21.365]  Now when the megaton hits us of the total takeover, we try to adapt to the poison infusion instead of not knowing.
[02:42:21.565 --> 02:42:24.246]  It's a lethal dose if we accept the dose.
[02:42:24.566 --> 02:42:28.948]  Total Internet of Things integration, global social score, complete command and control.
[02:42:33.065 --> 02:42:37.505]   attacking the United States with traitors inside the major security agencies, blocking
[02:42:37.505 --> 02:42:41.984]   Trump's resistance of the program and attempting to stop us from removing the tentacles of
[02:42:41.984 --> 02:42:45.664]  the Chi-Com/Big Tech hanging combine emergency situation.
[02:42:45.664 --> 02:42:49.264]   I have been chosen for destruction because I brought you this information and have been
[02:42:49.264 --> 02:42:52.145]  battering, ramming it out as much as I can.
[02:42:52.145 --> 02:42:57.345]   They want to double use me as they always do in any complex system of mathematical deception
[02:42:57.345 --> 02:43:00.865]  where every angle of my good is turned against us.
[02:43:00.842 --> 02:43:05.728]  So they take what I've said, being sincere, build me into an insincere person in the straw man.
[02:43:06.128 --> 02:43:11.014]  I'm a person that cares about life and children, and is against these wars, and so they make me a herder of children.
[02:43:11.374 --> 02:43:19.037]  And then they build me into this lie to then set the distraction while they're actually censoring all of you to make a debate about Alex Jones.
[02:43:19.237 --> 02:43:26.259]  So even if I didn't sell out to them, they can now use me as an archetype to serve them by being the main distraction.
[02:43:26.399 --> 02:43:32.061]  I have now been captured by the enemy in the information warfare fulcrum and it's being used against you.
[02:43:32.321 --> 02:43:37.022]  Only your full understanding of this key will break you free from this paradigm.
[02:43:37.021 --> 02:43:40.460]  I have given you the transmission! Now break free!
[02:43:40.460 --> 02:43:53.101]   I have sworn upon the altar of God, eternal hostility against every form of tyranny over the mind of man.
[02:43:53.204 --> 02:43:54.585]  Thomas Jefferson.
[02:43:54.465 --> 02:44:01.465]   If you are receiving this transmission, you are the resistance.
[02:44:01.465 --> 02:44:14.465]   And it's time for humanity to stand up in the info war and say, "I don't know what's
[02:44:14.465 --> 02:44:16.905]  going to happen at the end of this, but you want to fight?"
[02:44:17.139 --> 02:44:19.322]  You better believe you got one!
[02:44:21.243 --> 02:44:27.243]   From the front lines of the information war, it's Alex Jones.
[02:44:45.243 --> 02:44:52.053]   Well, she called me about a month ago, and she called me about three weeks ago, and I was so busy I didn't call her
[02:44:52.053 --> 02:44:52.243]  back.
[02:44:52.464 --> 02:44:55.284]  Dr. Stella Manuel, medical doctor, fellow Texan, great patriot.
[02:44:56.004 --> 02:44:58.345]  She said, Alex, they're bringing the COVID restrictions back.
[02:44:59.785 --> 02:45:07.448]   And then, over two weeks ago, when I got a call from a big whistleblower at TSA, He told me it was coming back and he gave me the evidence.
[02:45:07.628 --> 02:45:08.410]  Now it's been announced.
[02:45:09.352 --> 02:45:12.438]  And so she's here to talk about it, but there's a lie out there.
[02:45:14.178 --> 02:45:20.826]  And I love Senator Paul, I don't think he's lying, but he says, oh, there's no threat from COVID, there's nothing happening, they're just selling us to sell the new vaccine.
[02:45:20.866 --> 02:45:34.441]  Well, yeah, the vaccine's not the answer, but there is record sickness, there is hospitals being overwhelmed, and there's a lot of reasons it's happening, because these vaccines have destroyed immune systems, and most of the folks in hospitals have taken the shots.
[02:45:35.242 --> 02:45:37.423]  But people need to get prepared, they need to get ready.
[02:45:37.863 --> 02:45:47.468]  Dr. Stella Emanuel is an MD, a successful physician with an active practice in Houston, as well as the founder of Firepower Ministries in Katy, Texas.
[02:45:48.009 --> 02:45:59.454]   She devotes her life and resources to teaching believers everywhere to identify the sources of spiritual weakness, deception, and defeat, to learn strategies of warfare to enable them to get And maintain their freedom.
[02:45:59.734 --> 02:46:01.035]  DrStellaMD.com.
[02:46:01.835 --> 02:46:08.316]  So I asked her to come back from South Texas to Central Texas today to cover the developments.
[02:46:08.376 --> 02:46:10.176]  California admits on their own site.
[02:46:10.196 --> 02:46:11.157]  We covered the first hour.
[02:46:12.657 --> 02:46:15.057]  They're bringing back all the COVID protocols.
[02:46:15.898 --> 02:46:16.118]  Yes.
[02:46:16.618 --> 02:46:22.839]  And universities, public schools everywhere, colleges are saying you got to take the shot.
[02:46:24.042 --> 02:46:31.271]  They announced days ago, what I told you from my source, that on the 15th of September, they're bringing out the new shot.
[02:46:31.631 --> 02:46:34.414]  And that's what the Border Patrol and TSA told me.
[02:46:34.975 --> 02:46:36.457]  They nailed the date because they were there.
[02:46:36.477 --> 02:46:38.139]  People say, how'd you nail it?
[02:46:38.459 --> 02:46:39.901]  They tell the feds a few days before.
[02:46:40.501 --> 02:46:41.142]  They tell us.
[02:46:42.063 --> 02:46:44.704]  And so, I think we caught them with their pants down.
[02:46:44.744 --> 02:46:46.645]  I'm not declaring victory yet, far from it.
[02:46:46.985 --> 02:46:54.449]  But it's an example of how if we're aware of things, as they roll them out and say no up front, it gives us tremendous power.
[02:46:55.149 --> 02:46:57.751]  So Dr. Stella Emanuel, our listeners love you, I love you.
[02:46:58.071 --> 02:47:06.975]  Your big press conferences with Trump and the Congress and everything, you got targeted, but you've been vindicated and proven right.
[02:47:07.035 --> 02:47:21.948]   So going through this now, With what you're seeing as a doctor in Houston, and treating patients all over the world through your telemedicine, and with now, you were here a week ago, seems like a hundred years ago, so much they've confirmed they're doing it, but at the same time trying to deny it.
[02:47:22.208 --> 02:47:22.769]  What's happening?
[02:47:24.290 --> 02:47:28.174]  I sent out a tweet in July 30th and said that COVID is back.
[02:47:28.214 --> 02:47:33.599]  I don't know why, because it's not supposed to be, you know, RNA viruses actually are supposed to be something.
[02:47:33.719 --> 02:47:34.239]  Give us your Twitter.
[02:47:34.259 --> 02:47:34.940]  We're going to put that up.
[02:47:35.220 --> 02:47:39.341]  Yeah, RNA viruses are not supposed to be something, or viruses, they're not supposed to happen in the summer.
[02:47:39.662 --> 02:47:42.543]  It's usually flu, you know, RSV and other stuff.
[02:47:42.903 --> 02:47:45.344]  COVID is supposed to... Give us your Twitter, we're going to pull up again.
[02:47:45.384 --> 02:47:47.944]  I'm interrupting, but... Stella underscore Emmanuel.
[02:47:48.345 --> 02:47:48.565]  Yeah.
[02:47:48.965 --> 02:47:50.926]  So I sent out a tweet and said COVID is back.
[02:47:50.946 --> 02:47:51.586]  We don't know why.
[02:47:51.646 --> 02:47:52.506]  People be prepared.
[02:47:52.526 --> 02:47:53.166]  Good handling.
[02:47:53.186 --> 02:47:55.147]  And you were the first to call me before even the whistleblower.
[02:47:55.287 --> 02:47:58.730]  Yeah, so when I sent it out, everybody's like, oh, don't be fear mongering.
[02:47:58.810 --> 02:47:59.570]  It's not going to work.
[02:47:59.630 --> 02:48:00.251]  It's not happening.
[02:48:00.591 --> 02:48:02.232]  I said, for real, COVID is back.
[02:48:02.252 --> 02:48:04.354]  We're seeing more patients that are sick.
[02:48:04.734 --> 02:48:09.098]  It's not as bad as it was in the days of Delta, but we're seeing more patients that are sick.
[02:48:09.478 --> 02:48:12.781]  And Alex was seeing a lot of patients that are vaccinated that are sick.
[02:48:13.121 --> 02:48:16.504]  And our vaccinated patients, they are getting COVID two, three, four times, you know, over and over.
[02:48:16.524 --> 02:48:25.509]   Well, one of the numbers shows, I've had top scientists on, like McCullough and others, Mercola, McCullough, They're saying the numbers show almost everybody that's really sick is vaccinated.
[02:48:26.009 --> 02:48:27.810]  Yes, I don't see patients in the hospital.
[02:48:28.991 --> 02:48:33.552]  Right now, by God's grace, people are sensitive enough to come to us when they get sick immediately.
[02:48:33.952 --> 02:48:37.654]  So, we're seeing our patients and treating them, so we're not really dealing with hospitals.
[02:48:37.774 --> 02:48:39.615]  And there's what you said, there's what you said right there.
[02:48:40.774 --> 02:48:44.576]  I know doctors out there that are actually seeing patients in the hospital and they're seeing increase.
[02:48:44.997 --> 02:48:48.178]  I've had people run to me to come get their family members out of the hospital.
[02:48:48.198 --> 02:48:50.180]  A lady came to me to get the mother out of the hospital.
[02:48:50.200 --> 02:48:50.620]  I couldn't.
[02:48:51.000 --> 02:48:52.721]  That is why I tell people to be prepared up front.
[02:48:52.741 --> 02:48:55.423]  Don't wait till you're in the hospital because I can't come get you out of the hospital.
[02:48:55.863 --> 02:49:01.166]  And she went to the hospital for a procedure, got COVID, ended up getting intubated, given Randez-Savoy and killed.
[02:49:01.526 --> 02:49:07.090]  And Alex, the sad part is that they have not stopped the protocols in the hospitals.
[02:49:07.990 --> 02:49:22.206]  After three years, after many studies have come out to say hydroxychloroquine and ivermectin works, the protocol in the hospital is to bring the patient in, give them randesivir, maybe midazolam to kind of calm them down, intubate them, and they die.
[02:49:22.226 --> 02:49:23.288]  And let's talk about real world.
[02:49:23.628 --> 02:49:25.891]  I got tested four days ago.
[02:49:27.335 --> 02:49:28.876]  About two different testing facilities.
[02:49:28.896 --> 02:49:29.857]  They said, you don't have COVID.
[02:49:30.257 --> 02:49:30.877]  But I'm tough.
[02:49:31.258 --> 02:49:32.419]  I only get sick every five years.
[02:49:33.039 --> 02:49:33.860]  I had COVID two years ago.
[02:49:33.920 --> 02:49:34.660]  I know what it feels like.
[02:49:35.040 --> 02:49:35.821]  You were here last week.
[02:49:35.841 --> 02:49:37.142]  You said, hey, I think you're getting sick.
[02:49:37.162 --> 02:49:39.243]  You need to go on this stuff now.
[02:49:39.804 --> 02:49:40.304]  And I didn't.
[02:49:40.764 --> 02:49:45.387]  But then the medicine you gave Daria, I went ahead and started taking two days ago, and I'm 90% better.
[02:49:45.888 --> 02:49:49.430]  The steroid inhalables, the ivermectin, all of it.
[02:49:50.011 --> 02:49:54.294]  But that's what we're hearing is it's not testing as COVID, but it's COVID symptoms.
[02:49:54.334 --> 02:49:54.834]  What's happening?
[02:49:55.036 --> 02:50:00.396]   We've never really treated patients by testing because you know the tests you know the PCR
[02:50:00.396 --> 02:50:01.396]  test doesn't mean anything.
[02:50:01.396 --> 02:50:03.955]  They've tested papayas and they were positive.
[02:50:03.955 --> 02:50:05.516]  So the PCR test doesn't mean anything.
[02:50:05.516 --> 02:50:06.516]  So we don't really.
[02:50:06.516 --> 02:50:09.116]  The Tanzanian president tested it like goats and papayas.
[02:50:09.116 --> 02:50:10.116]  Yes, yeah.
[02:50:10.116 --> 02:50:12.555]  So we don't use testing to treat patients.
[02:50:12.824 --> 02:50:18.046]  I tell people right now that at this time, with what's going on right now, we don't know what is being released.
[02:50:18.366 --> 02:50:20.047]  They can call it another crazy variant.
[02:50:20.367 --> 02:50:24.588]  But all I know is that when you start having these symptoms, cold symptoms, don't play with it.
[02:50:24.669 --> 02:50:25.649]  Don't ignore it.
[02:50:26.229 --> 02:50:28.870]  Hydroxychloroquine and Affomectin, they are very safe medications.
[02:50:28.970 --> 02:50:30.151]  Take it up front.
[02:50:30.231 --> 02:50:31.311]  Make sure that you're treated.
[02:50:31.331 --> 02:50:32.932]  You know what I'm saying?
[02:50:32.952 --> 02:50:37.454]  They told people from Australia and the US, don't give treatment.
[02:50:37.514 --> 02:50:38.154]  Send them home.
[02:50:38.334 --> 02:50:39.875]  But if you get treatment early, you're fine.
[02:50:41.175 --> 02:50:56.098]  COVID is treated early because the initial part of COVID is a viral illness with steroids and good support and maybe good immune support and IV fluids and you know and non-specific antivirals like hydroxychloroquine and ivermectin will help.
[02:50:56.418 --> 02:51:06.860]  But the second part of the COVID disease is actually a more systemic disease that you know that is that's where it starts shutting down your systems and you end up with pneumonia.
[02:51:06.920 --> 02:51:09.100]  And this is just like HIV that Fauci we now rolled out.
[02:51:09.240 --> 02:51:09.360]  Yes.
[02:51:09.620 --> 02:51:12.422]  They blocked the real treatments, gave them AZT to kill them.
[02:51:12.482 --> 02:51:13.423]  So it's the same story.
[02:51:13.462 --> 02:51:14.462]  So if you wait...
[02:51:14.462 --> 02:51:17.342]  Because the elite always gives themselves a way out.
[02:51:17.342 --> 02:51:22.702]   So if you wait until the second phase of COVID, even if you survive it, that is when people
[02:51:22.702 --> 02:51:27.743]   start having COVID lung symptoms, they have brain fog, because they've allowed the virus
[02:51:27.743 --> 02:51:31.222]  and the inflammation to affect a lot of their system.
[02:51:31.222 --> 02:51:34.542]   They've allowed the spike protein to really eat through their system.
[02:51:34.542 --> 02:51:38.702]   So that's why I tell people, even young people will not die from COVID, but it's better for
[02:51:38.702 --> 02:51:39.702]  them to treat it.
[02:51:39.702 --> 02:51:41.903]  So here's a real world take on it.
[02:51:41.922 --> 02:51:49.166]  Everything you taught me and others three years ago, my dad, 72 years old, smartest guy I ever knew, got COVID, almost killed him.
[02:51:49.527 --> 02:51:52.569]  And then he was getting senile, acting weird three, four months ago.
[02:51:53.249 --> 02:51:54.390]  And people said, it's long COVID.
[02:51:54.450 --> 02:51:57.952]  I got him in to see my big top medical doctor of clinics all over Texas.
[02:51:57.992 --> 02:51:59.033]  He follows everything you're saying.
[02:51:59.493 --> 02:52:03.376]  They put my dad on the very same stuff you're talking about.
[02:52:04.597 --> 02:52:05.838]  And he's back to normal.
[02:52:05.898 --> 02:52:06.438]  He got better.
[02:52:07.399 --> 02:52:09.340]  So this thing stays in you.
[02:52:09.580 --> 02:52:21.750]  Yes, and I tell people that I've had COVID and we have something that we developed that for COVID long because we know that the inflammation in the system is like a, it's a hypermetabolic state.
[02:52:22.130 --> 02:52:32.519]  So that's why we tell people COVID is better treated early and don't wait till you get to the hypermetabolic state that messes up a lot of your organs and then maybe... Don't wait till it colonizes you.
[02:52:32.819 --> 02:52:34.080]  Yes, don't wait to that state.
[02:52:34.120 --> 02:52:36.102]  But for those that have been colonized, what do you do?
[02:52:36.142 --> 02:52:38.665]  We have different, if you go on our website, we have different things.
[02:52:38.685 --> 02:52:40.487]  So if you have long COVID, what do you do?
[02:52:40.567 --> 02:52:42.569]  Yes, we have detox, we have the COVID.
[02:52:42.629 --> 02:52:43.950]  Long COVID means it's colonized.
[02:52:44.210 --> 02:52:51.398]  Yes, we have detox, we have something we did called COVID Light that we help people, long COVID and everything.
[02:52:51.838 --> 02:52:55.481]  Some people get relief, especially with brain fog and fatigue and everything.
[02:52:55.521 --> 02:52:57.463]  So yeah, you've taken our COVID light, right?
[02:52:57.503 --> 02:52:58.764]  I hope everybody loves it.
[02:52:59.104 --> 02:53:01.886]  We put together that supplement for COVID lung symptoms.
[02:53:02.186 --> 02:53:09.952]  It has promaganda, ginseng, cocutan, it has guarana, it has resveratrol that help with DNA repair.
[02:53:09.972 --> 02:53:12.254]  And we're going to talk about all that next segment.
[02:53:12.414 --> 02:53:15.657]  So it helps to repair you after you've gone through the system.
[02:53:15.757 --> 02:53:17.758]  And we're going to spend the next 30 minutes only on...
[02:53:20.840 --> 02:53:32.404]  Alex, I wish I could just pinpoint my hand on exactly what they think.
[02:53:32.485 --> 02:53:35.866]  I do think that they want to bring back COVID for two reasons.
[02:53:35.986 --> 02:53:41.908]  Of course, the election is coming, so mail-in ballots would be a great idea if everybody's locked up in their houses.
[02:53:42.308 --> 02:53:44.629]  And then the second thing they want to do is crash the economy.
[02:53:44.729 --> 02:53:48.211]   You know that they've already introduced And that's what California says.
[02:53:48.030 --> 02:53:50.730]  already has their CBDC, they want to crash the economy.
[02:53:50.730 --> 02:53:54.010]   And then when people are desperate and don't have anywhere to go,
[02:53:54.010 --> 02:53:57.690]   they will introduce universal basic income or send out checks, and then they will tell you
[02:53:57.690 --> 02:54:01.410]   to take these checks in CBDC, which will start out like an app on your phone
[02:54:01.410 --> 02:54:05.690]   and will eventually be a little grain of rice in your skin that I believe is the mark of the beast.
[02:54:05.690 --> 02:54:06.530]  So this whole thing is about--
[02:54:06.530 --> 02:54:09.530]  And that's what California says, it's the same stuff.
[02:54:09.530 --> 02:54:10.350]  Yes.
[02:54:10.350 --> 02:54:16.729]   So we're working towards, they are working towards getting the mark of the beast.
[02:54:16.729 --> 02:54:20.889]  what they call it, their CBD scent to everybody's hand.
[02:54:20.916 --> 02:54:23.218]  It's already, this system is there already.
[02:54:23.618 --> 02:54:25.479]  They just have to crash the economy.
[02:54:25.740 --> 02:54:28.842]  Then when people are suffering and there's no food, of course, what about famine?
[02:54:28.862 --> 02:54:30.523]  They blame the collapse on the COVID.
[02:54:30.703 --> 02:54:32.405]  Yes, they'll blame it on COVID.
[02:54:32.645 --> 02:54:34.226]  They'll blame it on climate change.
[02:54:34.566 --> 02:54:37.689]  You hear a lot of billionaires right now talking about universal basic income.
[02:54:37.789 --> 02:54:39.271]  Oh, the fire was caused.
[02:54:39.511 --> 02:54:40.812]  Oh, the virus was caused.
[02:54:40.872 --> 02:54:42.093]  Yes, but every time it's them.
[02:54:42.133 --> 02:54:48.539]  So at the end of the day, they want to put, they want a little chip under your skin where it's going to have everything.
[02:54:48.659 --> 02:54:54.084]  The Bible talks about it in Revelation 13, verse 16 to 18, that nobody will be able to buy or sell without it.
[02:54:54.104 --> 02:54:55.245]  They want 15 minute cities.
[02:54:55.265 --> 02:54:55.965]  They want to lock up.
[02:54:56.326 --> 02:54:56.866]  They want to create.
[02:54:56.886 --> 02:55:13.211]   Because they're going to shut down Yes, so this whole thing about COVID, even, yeah, I believe that the election is part of their plan, but the bigger plan, and it's not just happening here.
[02:55:13.251 --> 02:55:14.571]  Look at what's happening in Nigeria.
[02:55:14.791 --> 02:55:16.651]  They're practically destroying Nigeria's economy.
[02:55:16.971 --> 02:55:17.592]  If you go to Nigeria...
[02:55:19.252 --> 02:55:22.554]  Yes, he spoke as a test, and I screamed and screamed to my friends in Nigeria.
[02:55:22.574 --> 02:55:24.315]  I went to medical school, they have a lot of friends there.
[02:55:24.595 --> 02:55:29.078]  I screamed to them, I said, get prepared, get food, start farming and everything.
[02:55:29.338 --> 02:55:31.960]  You won't believe what they're doing in Nigeria, Alex.
[02:55:32.240 --> 02:55:35.502]  People, there are no cars on the street because... Tell folks, tell them what's happening.
[02:55:36.182 --> 02:55:38.164]  Gasoline has gone up in Nigeria about five times.
[02:55:38.484 --> 02:55:41.667]  They started a few years ago and they told Nigerians to come and turn in their phones.
[02:55:41.948 --> 02:55:43.049]  They had to register their phones.
[02:55:43.069 --> 02:55:46.472]  So all Nigerians had to register their phones or else it would be cut down.
[02:55:46.872 --> 02:55:52.037]  Last year, they got up about November, December and they said everybody should bring in the old Naira notes.
[02:55:52.077 --> 02:55:53.298]  They'll give them new Naira notes.
[02:55:53.638 --> 02:55:58.563]  They swept trillions of Naira out of the system because Nigeria is a place where people do business by cash.
[02:55:58.983 --> 02:56:02.126]  They swept this out and then they refused to give people their Naira notes back.
[02:56:02.446 --> 02:56:07.068]  So people, their old parents have to now start figuring out how to transmit money electronically.
[02:56:07.108 --> 02:56:09.108]  And the same globalists are running that program, they admit.
[02:56:09.148 --> 02:56:09.228]  Yes!
[02:56:09.709 --> 02:56:12.409]  Not only that, they're trying... Even the UN admits Nigeria's the test.
[02:56:12.650 --> 02:56:13.290]  Yes, they are.
[02:56:13.310 --> 02:56:17.871]  So what was the Asian country, they got to go to carbon neutral five years ago, now they collapsed?
[02:56:18.552 --> 02:56:18.932]  I think it was...
[02:56:21.027 --> 02:56:21.928]  Sri Lanka?
[02:56:21.948 --> 02:56:22.128]  Yes.
[02:56:22.228 --> 02:56:23.489]  Now show the Sri Lankan riots.
[02:56:23.509 --> 02:56:25.431]  They know exactly what's happening.
[02:56:25.471 --> 02:56:26.952]  So you know what else they did in Nigeria?
[02:56:27.413 --> 02:56:30.856]  They ran an election and of course they installed a globalist.
[02:56:30.896 --> 02:56:33.458]  The guy that won the election in Nigeria didn't get it.
[02:56:33.738 --> 02:56:35.140]  Like here they installed a globalist.
[02:56:35.460 --> 02:56:38.563]  The minute they installed Tinubu, Bill Gates was back there.
[02:56:38.823 --> 02:56:43.147]  Their health secretary is one lady that used to work for the United Nations, a globalist.
[02:56:43.647 --> 02:56:47.150]   And now in Nigeria, So that's the angrier world.
[02:56:47.771 --> 02:56:47.951]  Yes.
[02:56:47.971 --> 02:56:52.033]  So the globalists think they're going to cut our resources off to make us mad.
[02:56:52.053 --> 02:56:52.133]  Yes.
[02:56:52.173 --> 02:56:55.095]  But if we know it's them, we get mad at them instead of ourselves.
[02:56:54.914 --> 02:57:00.274]   twice of its value. Not only that, they took away subsidies for gasoline, took away subsidies
[02:57:00.274 --> 02:57:05.714]   for diesel, took away subsidies for electricity. So that's the angrier world. So the globalists
[02:57:05.714 --> 02:57:08.003]  think they're going to cut our resources off to make us mad.
[02:57:08.003 --> 02:57:13.924]   But if we know it's them, we get mad at them instead of ourselves. How do we stop
[02:57:13.924 --> 02:57:18.194]   this? The first way that people need to do this is learn to be self-sufficient.
[02:57:18.274 --> 02:57:24.437]  Like I told people in Nigeria, start farming, get food, start farming and don't let these people take over.
[02:57:24.477 --> 02:57:29.059]  If you start farming and you get food because Nigeria has such fertile land but most people don't farm.
[02:57:29.480 --> 02:57:31.080]  And number two, do not comply.
[02:57:31.201 --> 02:57:36.243]  I saw in a vision, Alex, people lining up in Nigeria to go take the digital currency.
[02:57:36.503 --> 02:57:38.364]  I saw people lining up in Europe to go take it.
[02:57:38.384 --> 02:57:39.665]  So I know this thing is coming.
[02:57:39.945 --> 02:57:44.948]   So people have to be ready because they want to crash your economy and then when You have nowhere else to turn.
[02:57:44.968 --> 02:57:51.511]  You don't have food, you don't have anything, and you're suffering, and then they will come as the savior and tell you, okay, you get locked up in this 15-minute city.
[02:57:51.771 --> 02:57:53.071]  Look at what happened in Ohio.
[02:57:53.291 --> 02:57:58.754]  They say people that were involved in that spiel, they are now telling them to move to Cincinnati and stay in 15-minute city.
[02:57:58.934 --> 02:58:00.074]  Look at what happened in Maui.
[02:58:00.274 --> 02:58:03.956]  They are trying to burn down the place so that they can create... These people are demons.
[02:58:04.336 --> 02:58:08.658]  They want to destroy humanity, and those they don't kill, they want to control.
[02:58:08.758 --> 02:58:10.719]  And for those that don't get it, look at history.
[02:58:10.999 --> 02:58:11.159]  Yes.
[02:58:11.179 --> 02:58:13.662]  You have good times, then evil takes over, and it happens.
[02:58:14.202 --> 02:58:14.803]  This happens.
[02:58:15.103 --> 02:58:15.744]  And it resets.
[02:58:16.957 --> 02:58:17.417]  You know what?
[02:58:17.537 --> 02:58:18.658]  It resets, Alex.
[02:58:18.998 --> 02:58:23.760]  People think that Klaus Schwab, Yuval Noah, them demons, they think that they're going to run this Great Reset.
[02:58:23.880 --> 02:58:24.060]  No!
[02:58:24.440 --> 02:58:25.661]  There will be a Great Reset.
[02:58:25.721 --> 02:58:28.222]  I tell people, read your Bible all the way to the end of Revelation.
[02:58:28.462 --> 02:58:29.982]  The Great Reset is going to be done by God.
[02:58:30.363 --> 02:58:37.606]  God is going to come, take the church out of here, do a rapture, destroy this system, and remodel it, so they know where their end is.
[02:58:37.866 --> 02:58:41.887]  But right now, they want to destroy as many human beings as possible before God comes for them.
[02:58:41.988 --> 02:58:43.148]  There will be a Great Reset.
[02:58:43.408 --> 02:58:44.869]  It will be done by God, not by the devil.
[02:58:45.589 --> 02:58:46.170]  No, you're right.
[02:58:45.989 --> 02:58:47.989]  So they're playing God?
[02:58:47.989 --> 02:58:48.989]  Yes.
[02:58:48.989 --> 02:58:52.510]  They want, Elon Musk wants to put Neuralink in our head.
[02:58:52.510 --> 02:58:58.069]   Yuval Noah says that, you know, that they want surveillance to go under our skin.
[02:58:58.069 --> 02:59:02.430]   They want that human beings are hackable animals and they can hack the software of life and
[02:59:02.430 --> 02:59:05.548]  introduce a code in your brain that clashes.
[02:59:05.386 --> 02:59:09.106]   Trump said that there's not going to be fair elections anymore because what is the point
[02:59:09.106 --> 02:59:11.866]  where they can just program the elections?
[02:59:11.866 --> 02:59:14.026]  These people are not hiding this stuff anymore.
[02:59:14.026 --> 02:59:18.305]   Bill Gates says that they can kill 10 to 15 percent of the population by good vaccines.
[02:59:18.305 --> 02:59:19.586]  They are not hiding it.
[02:59:19.586 --> 02:59:20.586]  That's crazy.
[02:59:20.586 --> 02:59:24.386]   They have a metaphysical rule that they've got to tell us what we're going to do before
[02:59:24.948 --> 02:59:27.989]  By the way, Joe Rogan just sent me a really powerful video he's watching right now.
[02:59:28.489 --> 02:59:32.750]  I just sent the video, we're going to play that coming out of break, that Joe Rogan just sent me, dealing with Joe Biden.
[02:59:32.790 --> 02:59:39.132]  I want to talk about Trump, I want to talk about the world, I want to talk about Christ, with everything, with Dr. Stella Emanuel, an incredible lady.
[02:59:39.552 --> 02:59:42.673]  Everybody needs to go to her website and mark it down for telemedicine.
[02:59:43.473 --> 02:59:43.653]  Yes.
[02:59:43.713 --> 02:59:45.434]  For great supplements, for everything.
[02:59:45.514 --> 02:59:46.615]  Angie's a sponsor of the show.
[02:59:46.655 --> 02:59:47.595]  She's an amazing lady.
[02:59:47.996 --> 02:59:49.416]  Top rated products.
[02:59:49.737 --> 02:59:55.240]  You should all stockpile, obviously, ivermectin, iroxychloroquine, everything now, before you know what hits the fan.
[02:59:55.320 --> 02:59:57.021]  DrStellaMD.com.
[02:59:57.441 --> 02:59:59.722]  DrStellaMD.com.
[02:59:59.782 --> 03:00:01.783]  D-R-S-T-E-L-L.
[03:00:02.724 --> 03:00:03.524]  Promo code Alex.
[03:00:03.945 --> 03:00:05.005]  DrStellaMD.com.
[03:00:05.025 --> 03:00:05.706]  Promo code Alex.
[03:00:06.166 --> 03:00:09.508]  To get 10 to 15 percent off, go to DrStellaManual.com.
[03:00:10.538 --> 03:00:11.819]  Joe just sent me this clip.
[03:00:11.859 --> 03:00:14.620]  We should bring up what's happening with Trump right now with Dr. Stella Emanuel.
[03:00:15.280 --> 03:00:23.103]  To serve on the board of a Ukrainian energy company facing serious corruption charges, you were the vice president running point on Ukraine.
