[00:00:00.000 --> 00:00:00.500]  [BEEP]
[03:07:17.974 --> 03:07:19.394]  I am game face.
[03:07:19.634 --> 03:07:24.337]  I am in the zone to a ridiculous level, and that's all I do 24-7.
[03:07:25.497 --> 03:07:27.498]  I dream about the New World Order all night long.
[03:07:28.579 --> 03:07:31.820]  I roll out of bed thinking about it when my feet hit the ground.
[03:07:32.901 --> 03:07:33.901]  And I make a lot of mistakes.
[03:07:33.941 --> 03:07:36.122]  I'm not perfect, but I am on your side.
[03:07:36.622 --> 03:07:37.843]  I do not like the New World Order.
[03:07:38.143 --> 03:07:39.064]  I'm a fan of humans.
[03:07:39.644 --> 03:07:41.405]  I'm a fan of freedom.
[03:07:42.423 --> 03:07:42.523]  Yes.
[03:07:42.543 --> 03:07:43.103]  And I like to fight.
[03:07:43.504 --> 03:07:44.564]  So let's just be honest about that.
[03:07:45.105 --> 03:07:47.386]  And I cannot fight without you.
[03:07:48.086 --> 03:07:51.208]  So please make the decision.
[03:07:51.248 --> 03:07:56.131]  That means you out there to make the decision to go to InfoWarsTore.com and get the great products.
[03:07:57.092 --> 03:08:04.416]  We have RainForce Ultra and RainForce Plus, two different amazing nootropics that are really game changing.
[03:08:04.496 --> 03:08:07.498]  If you like natural, healthy stimulants, you definitely want to try these.
[03:08:08.382 --> 03:08:12.883]  They fund the operation, plus they're great products, because I want you to like them and use them again and again.
[03:08:12.943 --> 03:08:14.103]  So, I mean, they're good.
[03:08:14.864 --> 03:08:18.944]  Infowarsstore.com, 50% off the new sale.
[03:08:19.485 --> 03:08:30.107]  Superfemale Vitality, I'm sitting there going, about a week and a half ago, they go, hey, we got like 500 bottles left of Superfemale Vitality, but we just got in 5,000 bottles of Superfemale Vitality.
[03:08:30.127 --> 03:08:32.268]  And I go, why did we reorder Supermale?
[03:08:32.288 --> 03:08:33.608]  We didn't have the money and we just didn't do it.
[03:08:34.895 --> 03:08:37.897]  I said, well, the good news is one has a blue label, one has a pink label.
[03:08:38.317 --> 03:08:39.317]  It's the same formula.
[03:08:39.838 --> 03:08:45.641]  So I'm going to explain it to the listeners, and I'm sure they're going to want to get it for 50% off.
[03:08:46.321 --> 03:08:48.222]  But yes, you'll have a pink bottle in your medicine cabinet.
[03:08:48.722 --> 03:08:55.126]  Infowarsstore.com or 888-253-3139.
[03:08:55.646 --> 03:08:57.687]  And we have the nitric boost to clean out your blood.
[03:08:57.727 --> 03:09:07.224]   We've got the super high quality that deal with the neurological
[03:09:07.224 --> 03:09:13.225]   system and overall body health with the non-THC systems that
[03:09:13.225 --> 03:09:19.225]   have all the good oils that are in the cannabis plant, but none
[03:09:19.225 --> 03:09:23.225]   of the ones that actually get you high. Full spectrum CBD for
[03:09:23.225 --> 03:09:27.225]   at least 50% off. Leading competitors sell the exact same
[03:09:27.225 --> 03:09:32.225]   thing under another label. It's all there at info war store.com
[03:09:32.325 --> 03:09:33.765]  And as I said in the first hour.
[03:09:34.208 --> 03:09:48.097]  If you want to just make it easy and keep us on air, and you want to get behind this project for freedom, or you've been behind the project, you see the victors we're having, and you see how in battle we are, and you want to really double down, InfoWarsTore.com, top of the page, says donate.
[03:09:48.738 --> 03:09:56.343]  Do it one time, $5, $10, $20, $100, or sign up for auto donations once a week, once a month, once a year.
[03:09:56.743 --> 03:09:58.004]  You can set it yourself.
[03:09:59.508 --> 03:10:07.978]  And cancel any time in your profile, but the recurring donation is really the way to stick it to George Soros and Alex Soros and the globalists.
[03:10:08.018 --> 03:10:09.920]  And look, I'm not just saying you're sticking it to them.
[03:10:10.140 --> 03:10:11.802]  Folks, we're sticking it to them.
[03:10:12.363 --> 03:10:13.484]  Most people are scared to die.
[03:10:13.544 --> 03:10:14.545]  They're scared to go to prison.
[03:10:15.066 --> 03:10:15.827]  I'm scared of losing.
[03:10:17.461 --> 03:10:19.502]  In fact, I'm like a piranha or a pit bull.
[03:10:19.522 --> 03:10:21.263]  I'm like foaming at the mouth to attack these people.
[03:10:21.883 --> 03:10:22.924]  And it's all I think about.
[03:10:22.964 --> 03:10:24.225]  It's all I do.
[03:10:24.525 --> 03:10:25.926]  I'm completely committed to this.
[03:10:27.066 --> 03:10:37.692]  And I realize that I don't spend enough time talking about the success we've had so that you know where you're putting your money and your word of mouth and your psychic will is not being thrown on the wayside.
[03:10:38.012 --> 03:10:39.293]  You're not planting seeds.
[03:10:39.313 --> 03:10:39.953]  You know the Bible.
[03:10:39.973 --> 03:10:42.875]  I forget the story of the tears or whatever it's called.
[03:10:42.895 --> 03:10:43.455]  Maybe we pull it up.
[03:10:43.795 --> 03:10:45.736]  There's, like, four different scenarios, I think, from memory.
[03:10:46.076 --> 03:10:58.362]  You know, some seeds get thrown in the hot, rocky ground and die, and some get put on decent ground, but birds eat it, and, you know, some gets put in the dirt, but there's no rain, and then some hits the dirt and gets the rain and gets the sun, and you gotta, you know.
[03:10:58.743 --> 03:10:59.543]  That's how this works.
[03:10:59.583 --> 03:11:02.585]  Well, I mean, we're as fertile as it gets here.
[03:11:03.865 --> 03:11:08.227]  And we've hit the zeitgeist, and God put us in this position for this reason and this time.
[03:11:08.648 --> 03:11:12.209]  So I'm simply humbly asking you, will you make the decision?
[03:11:12.369 --> 03:11:13.030]  It's up to you.
[03:11:14.301 --> 03:11:18.542]  To buy the products at InfoWarsware.com, which I know are excellent, and I know will enrich your life.
[03:11:18.843 --> 03:11:25.485]  But only you can make the decision to go speak at City Council or County Commission or the State House and oppose the evil.
[03:11:25.865 --> 03:11:28.626]  Only you can decide to call into C-SPAN or this show.
[03:11:29.006 --> 03:11:32.087]  Only you can decide to buy the products at InfoWarsware.com.
[03:11:32.487 --> 03:11:34.908]  Only you can stop forest fires.
[03:11:35.008 --> 03:11:36.668]  I mean, it really comes down to that.
[03:11:36.688 --> 03:11:48.783]   So I'm going to end this transmission until, you know, 48 minutes from now, when Owen Shorter takes over, the great Jay Dyer of Jay's Analysis takes over right now on this Friday edition.
[03:11:48.803 --> 03:11:52.927]  Alright, welcome to that fourth hour.
[03:11:52.987 --> 03:11:53.888]  Thank you so much, Alex.
[03:11:53.928 --> 03:11:54.749]  Glad to be here.
[03:11:54.969 --> 03:11:59.934]  And today I want to talk about the Luciferian, satanic nature of feminism.
[03:12:00.748 --> 03:12:12.135]  A lot of people think of feminism as a political movement, as some sort of movement for equality, but really the whole presuppositions of equality and equalitarianism might themselves be the problem.
[03:12:12.665 --> 03:12:17.368]  In other words, we might have senses in a philosophical sense in which people are equal.
[03:12:17.848 --> 03:12:20.430]  There might be other senses in which they're also unequal.
[03:12:20.510 --> 03:12:32.337]  So maybe both things are the case, and you'll notice in a lot of political movements that are based around Hegelian dialectics and getting people divided, they will trade on everything being one kind of distinction, right?
[03:12:32.377 --> 03:12:44.064]   We're all either absolutely identical and the same, in customary monoculture, Or it's unfair and everyone is oppressor oppressed in this sort of totem pole Olympics of oppression, right?
[03:12:44.779 --> 03:12:56.983]  And I noticed I was watching a debate with Pearl and a bunch of feminists the other day, and Pearl made the point that feminism just trades on this sort of equality narrative, which isn't really justified.
[03:12:57.043 --> 03:13:01.065]  And all of the people in the audience were then basically going into debating.
[03:13:01.145 --> 03:13:05.526]  They were going into proving how they were more oppressed than the other person.
[03:13:05.726 --> 03:13:10.708]  And so it just like, it was like a domino effect of like oppression to see who was the most oppressed.
[03:13:11.286 --> 03:13:19.828]  And that somehow became the primary special specimen, the top of the totem pole, but it was always like the most degenerate thing.
[03:13:21.609 --> 03:13:32.051]  Like lesbian Buffalo Bill, Muslim Jeffrey Dahmer is like the top of the totem pole.
[03:13:33.371 --> 03:13:39.553]  So how is it that this is the highest level of most oppressed, but now the most revered?
[03:13:40.237 --> 03:13:42.477]  And to me, that suggests that all of this is inversion.
[03:13:43.258 --> 03:13:46.818]  And my guest, Brittany Sellner, is going to be joining me here because I want to talk to her.
[03:13:46.878 --> 03:14:02.541]  She's a great activist, a great YouTuber, podcaster who covers a lot of these topics from a traditional conservative perspective as a mom, as a homemaker, and as somebody who kind of saw all of this occurring in the Internet sphere.
[03:14:03.441 --> 03:14:06.402]  I want to kick off this conversation with what's said in Genesis.
[03:14:06.422 --> 03:14:13.544]   You know, God says when the fall happens, To the woman, everybody sort of shares blame here.
[03:14:13.564 --> 03:14:14.224]  You'll notice, right?
[03:14:14.264 --> 03:14:15.805]  So it's not like it's all the man's fault.
[03:14:15.825 --> 03:14:16.565]  It's not all the woman's fault.
[03:14:16.585 --> 03:14:18.246]  Everybody kind of has a degree of blame here.
[03:14:18.266 --> 03:14:27.649]  And it says to the woman, I will multiply your pain in childbirthing and your desire shall be for your husband, but he will rule over you.
[03:14:29.230 --> 03:14:46.752]   In other words, the Desire as a result of the fall the the fallen desire of the woman will be to kind of rule to be In the position that a man has to be this kind of patriarchal type of position But God says it will not be the case and actually the man will have the authority the man will rule and
[03:14:47.418 --> 03:14:54.981]  So there's this inherent desire for the feminist to basically initiate revolution that begins in Genesis, actually.
[03:14:55.001 --> 03:14:57.682]  Genesis is actually telling us about the origins of feminism.
[03:14:57.702 --> 03:15:01.023]  I mean, that's not all it's talking about, but there's that nugget of wisdom there.
[03:15:01.923 --> 03:15:07.445]  And so when we come back from this break, we're going to get more into this topic with Brittany Soner.
[03:15:07.966 --> 03:15:14.488]  Again, I would say check out her YouTube channel because she has a lot of videos where she breaks a lot of this down from her perspective as a traditional conservative.
[03:15:15.206 --> 03:15:28.952]  And she notes how social media is really engineered, you know, to give this narcissistic dopamine hit, especially to women and especially a lot of areas like Instagram, these kinds of things that really addict women to the dopamine hit.
[03:15:29.528 --> 03:15:34.370]  That they're getting from 1,000 simps, but not from a husband, you see.
[03:15:34.730 --> 03:15:42.813]  So this is all engineered to replace the attention and the nurturing and the dopamine that a husband would give to a wife.
[03:15:42.853 --> 03:15:45.654]  Now that's being replaced with all this internet stuff.
[03:15:46.154 --> 03:15:47.575]  And that's, I think, by design.
[03:15:48.195 --> 03:15:52.256]  And when we come back from this break, we're going to get into this conversation with her and see what she thinks.
[03:15:52.297 --> 03:15:53.537]  This is the Alex Jones Show.
[03:15:53.617 --> 03:15:58.559]  Remember, go to the InfoWar store and get a hold of those products that will help end the InfoWar.
[03:16:01.343 --> 03:16:05.266]  The short time we have, I can't get into all the incredible ingredients in Super Female Vitality.
[03:16:05.726 --> 03:16:14.232]  Go to mfulworthstore.com, read about the ingredients, look them up for yourself, and then understand, this is cold-pressed herbs, so it has a more powerful effect to the body.
[03:16:14.553 --> 03:16:16.934]  Get yours today at mfulworthstore.com for 50% off.
[03:16:19.522 --> 03:16:21.423]  Super Mel Vitality is selling out.
[03:16:21.544 --> 03:16:24.105]  It's an incredible formula for stamina, energy, libido.
[03:16:24.406 --> 03:16:25.447]  Only a few hundred bottles left.
[03:16:25.727 --> 03:16:30.750]  But the good news is we have several thousand bottles left of Super Female Vitality that's the same formula.
[03:16:31.111 --> 03:16:31.771]  It boosts men.
[03:16:31.891 --> 03:16:32.532]  It boosts women.
[03:16:32.912 --> 03:16:33.553]  It works great.
[03:16:33.673 --> 03:16:35.414]  But women like pink labels.
[03:16:35.554 --> 03:16:37.235]  Men like different color labels.
[03:16:37.516 --> 03:16:39.197]  So it works for men as well.
[03:16:39.557 --> 03:16:40.358]  It's the same formula.
[03:16:40.618 --> 03:16:41.579]  It's an incredible formula.
[03:16:41.879 --> 03:16:42.800]  And it funds our operation.
[03:16:42.980 --> 03:16:45.782]   And here's another important part of the Overall information.
[03:16:46.183 --> 03:16:48.525]  It's 50% off for a limited time.
[03:16:48.786 --> 03:16:55.733]  So get your Super Female Vitality for men and women at InfoWarStore.com right now for 50% off and it funds the Info War.
[03:16:56.054 --> 03:17:00.639]  Super Female Vitality, 50% off for a limited time at InfoWarStore.com.
[03:17:05.212 --> 03:17:08.413]  coming on the air with historic news.
[03:17:08.413 --> 03:17:15.172]   For the first time ever in American history, a former president of the United States has been indicted.
[03:17:15.172 --> 03:17:17.913]  (dramatic music)
[03:17:17.913 --> 03:17:23.212]   I never thought anything like this could happen in America.
[03:17:23.212 --> 03:17:29.292]   This is the boldest election interference ever attempted in this country's history.
[03:17:29.456 --> 03:17:31.558]  They're not prosecuting President Trump.
[03:17:31.598 --> 03:17:32.779]  They're persecuting him.
[03:17:33.159 --> 03:17:39.145]  And it's all because he's the leading Republican candidate for the presidential election for 2024.
[03:17:39.546 --> 03:17:41.788]  I think the Democrats know this has nothing to do with the law.
[03:17:41.828 --> 03:17:42.869]  They're sending a message.
[03:17:43.069 --> 03:17:48.975]  And the message is they will use any power that they have to interfere in the next presidential election.
[03:17:49.215 --> 03:17:50.436]  Trump is obviously innocent.
[03:17:50.616 --> 03:17:52.337]  This is obviously political persecution.
[03:17:52.557 --> 03:17:55.599]  And the Democrats are obviously the most corrupt political party in American history.
[03:17:55.679 --> 03:17:57.120]  Nobody should be violent over this.
[03:17:57.140 --> 03:18:01.142]  I'm really concerned they could stage a false flag, a provocateur something.
[03:18:01.162 --> 03:18:04.264]  They've really primed the media that Republicans are going to be violent.
[03:18:04.684 --> 03:18:05.945]  That's the last thing we need.
[03:18:05.985 --> 03:18:06.845]  We're not anti-vote.
[03:18:07.145 --> 03:18:07.766]  We're not the left.
[03:18:08.166 --> 03:18:16.377]  According to news reports all over the country today, the arrest of Donald Trump is imminent, maybe as early as this week, Thursday or Friday, so we hear.
[03:18:16.397 --> 03:18:25.229]  I mean, it's this crazy world that Donald Trump has dragged this country into, but he could be wearing an ankle bracelet while accepting the nomination at the Republican convention.
[03:18:25.589 --> 03:18:29.314]  And could be wearing an ankle bracelet and be elected in November.
[03:18:29.614 --> 03:18:34.540]  Yes, but you could have a president who is potentially incarcerated when he's elected president.
[03:18:34.680 --> 03:18:44.613]  Congressman James Comer revealing that he has identified at least $10 million that the Biden family has taken in from foreign companies looking for inroads into America.
[03:18:44.833 --> 03:18:48.777]  We have people that want to come forward, but honestly, Maria, they fear for their lives.
[03:18:48.897 --> 03:18:54.964]  Their informant will be killed if unmasked based on the info he has brought forward about the Biden family.
[03:18:55.144 --> 03:18:57.587]  Folks, the FBI is a growing threat to the Republic.
[03:18:58.087 --> 03:19:02.272]  We all know it's time to fire this rogue government that's hijacked our country.
[03:19:07.011 --> 03:19:08.632]  This is the first time in U.S.
[03:19:08.672 --> 03:19:17.277]  history in our 250 years, roughly, that a former or current president has been indicted by a federal grand jury.
[03:19:17.958 --> 03:19:28.444]  Now, this is right as the FBI, under congressional orders, released its own internal documents that, indeed, Biden is a Russian-slash-Ukrainian-slash-Chinese agent.
[03:19:29.044 --> 03:19:29.985]  He's like a vending machine.
[03:19:30.005 --> 03:19:31.066]  You just put money in, you get it.
[03:19:31.286 --> 03:19:33.227]  He's an agent of selling us out.
[03:19:34.027 --> 03:19:45.088]   And now, kind of a cherry on top, We have an active UN prosecutor and tribunal member prosecuting the guy we all know won the last election.
[03:19:45.229 --> 03:19:50.556]  And all the crimes they're accusing him of are exactly what the political dynasties of the Bidens and the Clintons have been doing.
[03:19:51.336 --> 03:19:53.336]  Oh, son of a bitch.
[03:19:53.336 --> 03:20:01.336]  [Music]
[03:20:02.336 --> 03:20:06.336]   Leading a frontal assault on the lies of the New World Order is...
[03:20:06.917 --> 03:20:08.717]  It's Alex Jones.
[03:20:08.717 --> 03:20:19.118]  Welcome back to the Oxygen.
[03:20:19.226 --> 03:20:21.468]  I'm your guest host Jay Dyer of Jay's Analysis.
[03:20:21.508 --> 03:20:28.812]  You can follow my work over at my website as well as on my YouTube channel and on my rock fan under the name Jay Dyer and on Twitter.
[03:20:29.853 --> 03:20:31.134]  And do we have Brittany with us?
[03:20:35.287 --> 03:20:38.229]  Brittany, welcome to the fourth hour of the Alex Jones Show.
[03:20:38.269 --> 03:20:39.050]  So glad to have you here.
[03:20:40.291 --> 03:20:41.572]  Thank you so much for having me.
[03:20:41.872 --> 03:20:44.114]  It's been a while since I've been on the show.
[03:20:44.134 --> 03:20:46.036]  I think it was 2018 the last time.
[03:20:46.056 --> 03:20:48.217]  Oh, OK, cool.
[03:20:48.257 --> 03:20:49.558]  I wasn't sure if you were on.
[03:20:49.979 --> 03:20:50.819]  Glad to have you here.
[03:20:51.260 --> 03:20:59.718]   So you do a lot of work in terms of exposing the problems in the culture, promoting the traditional Conservative attitudes towards marriage and family life.
[03:20:59.778 --> 03:21:07.562]  Let's talk about you and your situation, and maybe you want to talk a little bit about the problems that you've had in Europe with your husband and the trials that he's had.
[03:21:09.542 --> 03:21:10.063]  Yeah, sure.
[03:21:10.083 --> 03:21:12.224]  I mean, which did you want to talk about first?
[03:21:12.644 --> 03:21:14.064]  That or feminism?
[03:21:14.084 --> 03:21:17.466]  Tell us about you, and then we'll get into your husband, and then we'll get into some of the issues.
[03:21:18.846 --> 03:21:19.467]  Okay, sure.
[03:21:19.727 --> 03:21:24.529]  So I'm an author and a conservative activist and commentator.
[03:21:25.370 --> 03:21:29.031]  I've been on YouTube and Twitter since 2016.
[03:21:29.411 --> 03:21:32.132]  I first started during the Trump's presidential election.
[03:21:33.112 --> 03:21:36.273]  And since then, I've been through a lot.
[03:21:36.773 --> 03:21:38.974]  So much so that I actually wrote a book about it.
[03:21:39.794 --> 03:21:43.255]  Because half of the things you probably wouldn't believe.
[03:21:43.576 --> 03:21:44.936]  But I mean, it's more common now.
[03:21:44.956 --> 03:21:46.236]  You see what they're doing to Trump even.
[03:21:46.296 --> 03:21:47.097]  He was just arrested.
[03:21:47.197 --> 03:21:57.197]   So the lengths to which they'll go to persecute people that they They think are politically effective and they're in ideological conflict with them.
[03:21:57.277 --> 03:21:58.478]  These links are really great.
[03:21:58.878 --> 03:22:01.179]  So my husband and I have certainly been through a lot.
[03:22:01.259 --> 03:22:07.602]  He is an Austrian activist and he's very well known in the Germanosphere in Germany and Austria.
[03:22:07.782 --> 03:22:10.043]  Not so much in the English-speaking world, at least not anymore.
[03:22:10.183 --> 03:22:11.444]  That was more between 2016 and 2018 or 19.
[03:22:14.325 --> 03:22:22.669]  So, I think it will take quite a while to get into all of the things that we've been through, but I mean, just to list off, we've had multiple house raids, investigations.
[03:22:23.689 --> 03:22:24.910]  We were banned from the UK.
[03:22:25.010 --> 03:22:26.891]  I'm sure maybe some people will remember this.
[03:22:27.271 --> 03:22:34.174]  We were detained and in prison for a few days, same with Lawrence Southern back in 2018, and then deported and banned from the UK.
[03:22:35.146 --> 03:22:37.167]  So it's definitely been a wild ride.
[03:22:37.207 --> 03:22:42.489]  Things have settled down a little over the past one or two years, but of course the attacks just keep coming.
[03:22:42.649 --> 03:22:45.430]  It's just smaller things, at least for now.
[03:22:45.650 --> 03:22:46.330]  I don't want to jinx it.
[03:22:47.491 --> 03:22:52.593]  Yeah, and I think you had recently a situation where there was something to do with an internet comment, right?
[03:22:52.853 --> 03:23:03.737]  To me, this blows my mind that, you know, people will comb through and find something on social media, not just to get people deplatformed, but rather to actually try to get criminal prosecution in the EU.
[03:23:03.777 --> 03:23:04.197]  Is that right?
[03:23:05.468 --> 03:23:05.668]  Right.
[03:23:05.708 --> 03:23:08.470]  There is no free speech in Austria.
[03:23:08.530 --> 03:23:11.472]  They say there's free speech in the Constitution, just not hate speech.
[03:23:11.592 --> 03:23:14.193]  And hate speech, as we've seen, is completely subjective.
[03:23:14.213 --> 03:23:25.019]  And because we live in a very system based on anarcho-tyranny, they have, of course, the ability to go after people equally, but they only go after specific people who are their political opponents.
[03:23:25.380 --> 03:23:27.041]  So they'll go very hard on these people.
[03:23:27.201 --> 03:23:32.544]  And then, for example, as you saw in the U.S., the Black Lives Matter riots and people are killing each other, burning down things.
[03:23:32.904 --> 03:23:37.451]   Those people were just Barely any of them were put in prison.
[03:23:38.152 --> 03:23:43.615]  As for the J6 people, they're all getting 18 to 25 years, even if they didn't commit any violence and barely did anything at all.
[03:23:43.635 --> 03:23:47.717]  So you just see a huge disconnect there, a completely different way in which people are treated.
[03:23:47.937 --> 03:23:51.920]  And this is how most of the Western world is nowadays, unfortunately.
[03:23:51.940 --> 03:23:59.684]  And would you attribute that to, ultimately, sort of the degradation in culture that leads back to something spiritual?
[03:23:59.724 --> 03:24:04.467]  I mean, is that your ultimate source, even beyond the political, in other words?
[03:24:05.672 --> 03:24:06.253]  Oh, absolutely.
[03:24:06.333 --> 03:24:08.295]  I don't think this is a political war.
[03:24:08.336 --> 03:24:09.377]  I think it's a spiritual war.
[03:24:09.938 --> 03:24:11.419]  I'm traditional Catholic.
[03:24:11.459 --> 03:24:12.781]  I was raised traditional Catholic.
[03:24:12.841 --> 03:24:13.782]  My husband is as well.
[03:24:13.943 --> 03:24:20.131]  And if you look at it through that lens, I think it makes perfect sense much more than politically.
[03:24:20.151 --> 03:24:21.833]  Yeah.
[03:24:22.640 --> 03:24:38.525]  One of my friends, Rachel Wilson, she wrote a book about the occult roots of feminism, and it reminded me of a podcast that I heard in an interview with Dr. Edward Dutton, and he was discussing from an evolutionary psychology perspective, the history of witchcraft.
[03:24:38.765 --> 03:25:08.784]   And so it's interesting that two different vantage points, one coming from kind of a scientific perspective, Another vantage point coming from a religious spiritual perspective, they're both coming to the same conclusion that when we look at things like the rise of witchcraft and the occult, the history of that signifies people who were kind of marginalized or people who were on the outskirts, then sort of using that victim status to not get necessarily their own rights per se, but actually to upend and change the whole of society.
[03:25:09.284 --> 03:25:16.076]   And to me, this speaks to kind of It's similar to what you see with like fat acceptance and these kinds of movements.
[03:25:16.157 --> 03:25:18.526]  It's like people have a conscience in my view.
[03:25:19.190 --> 03:25:22.873]  And their conscience eats at what they're doing, right?
[03:25:22.893 --> 03:25:23.974]  Telling them that it's wrong.
[03:25:24.715 --> 03:25:31.361]  And their approach is, no, it's society that is wrong and society needs to change, not me.
[03:25:31.581 --> 03:25:42.851]  And I think that, you know, you've done a lot of work in your videos pointing out how actually social media, these kinds of things, are pushing the narcissism that reinforces the idea that, no, you're okay.
[03:25:42.891 --> 03:25:43.571]  You're okay.
[03:25:43.672 --> 03:25:44.352]  Be you.
[03:25:44.412 --> 03:25:44.973]  You are you.
[03:25:45.593 --> 03:25:51.160]  You don't ever need to change or be better, and this actually is a technique to destroy society.
[03:25:52.691 --> 03:25:59.577]  Right, well I mean if you think about it, feminism and Christianity, Christianity for example, they are clearly in stark conflict with one another.
[03:26:00.178 --> 03:26:10.286]  But people, we do have this inherent built-in need to worship something, so these feminists, a lot of them, not all of them of course, but a lot of them are naturally drawn to what complements their ideology.
[03:26:10.847 --> 03:26:21.234]   Witchcraft or I think better said Satanism, it's very blatantly complementary with feminism because it's based off a worship of oneself and Essentially doing what thou wilt.
[03:26:21.735 --> 03:26:32.637]  So you are the god, you are the independent, self-sufficient, empowered woman who doesn't need anybody else and you deserve your own page in the history books due to the mere fact that you're a woman.
[03:26:32.657 --> 03:26:34.578]  You don't even necessarily have to do anything great.
[03:26:35.178 --> 03:26:40.079]  And it's not to say again that all feminists are like this but it does make perfect sense to me when you look at it that way.
[03:26:41.801 --> 03:26:48.722]  Yeah, in one of your videos you were talking about this idea that you are you, you are great, because you're you.
[03:26:48.802 --> 03:26:51.923]  And it's like, well, but have you done anything great?
[03:26:52.983 --> 03:27:07.326]  Why are you great just because you're... I mean, maybe there is a kind of a dignity, but I mean, is that kind of what social media is reinforcing, this idea that you are good, you are great, you're a goddess no matter what you do, even if you're completely wicked, gluttonous, and destructive?
[03:27:09.201 --> 03:27:16.423]  Yeah, I do think all humans, of course, there is dignity there, but you have to earn respect.
[03:27:16.503 --> 03:27:17.584]  You aren't just owed it.
[03:27:17.664 --> 03:27:22.665]  And people have this attitude wherein everybody just owes respect to absolutely everything and anything that you do.
[03:27:22.745 --> 03:27:30.668]  But you also have to remember that a lot of people, especially if you're doing something blatantly immoral and corrupting children, trying to trans children, we're not going to respect you.
[03:27:30.688 --> 03:27:31.568]  We're not going to agree with you.
[03:27:31.588 --> 03:27:32.728]  We're going to stand up against you.
[03:27:33.108 --> 03:27:35.249]  Tolerance is in many ways quite evil.
[03:27:37.048 --> 03:27:39.451]  It can be good for some things, but just to use it, yeah.
[03:27:40.552 --> 03:27:52.945]  When you get sort of these women activists and these people, these feminists who are sort of seeking for female empowerment and all this stuff, how would you respond to the people that say, well, we're just looking for equality and empowerment?
[03:27:52.985 --> 03:27:58.771]  Why do you have a problem with, why are you working against women as a woman when we're just seeking empowerment and equality?
[03:28:00.501 --> 03:28:04.864]  Well, there's actually, there's a couple things I was thinking as you did your intro.
[03:28:05.144 --> 03:28:10.467]  A lot of thoughts came to mind kind of explaining why women are so drawn to feminism.
[03:28:10.787 --> 03:28:40.542]   I think feminism has certainly lost a lot of its adherence in recent years, but it does make sense why so many women were and still are drawn to feminism because When you have a society where there's no order based on truth and morality that gives men and women their proper place, then a disorder is naturally created and things devolve into ego, individualism, and a superficial purpose motivated by attaining basically the most pleasure, joy, and comfort.
[03:28:40.982 --> 03:28:50.525]   So it becomes about what What you can acquire for yourself, which becomes, obviously, a battle for power and resources.
[03:28:51.045 --> 03:28:57.530]  And naturally, since we can't fight this battle effectively just on our own, we... Hold that thought right there, because we have to go to the commercial break.
[03:28:57.550 --> 03:28:58.211]  So hold that thought.
[03:28:58.231 --> 03:28:59.612]  We'll come back with Brittany Sellner.
[03:29:01.135 --> 03:29:06.939]  A lot of people have asked me, why is M4's store and M4's life not at a probiotic for more than three years?
[03:29:07.380 --> 03:29:08.140]  The answer is simple.
[03:29:08.600 --> 03:29:11.102]  We only bring you the highest quality at the lowest prices.
[03:29:11.523 --> 03:29:15.626]  We had a top maker, top certified, of probiotics for more than seven years.
[03:29:16.026 --> 03:29:21.090]  They got bought by a libtard company and said, we're not doing business with you Mr. Jones anymore.
[03:29:21.830 --> 03:29:27.018]  Finally, we got a probiotic just as good or better with a top lab that loves our show.
[03:29:27.338 --> 03:29:31.604]  We're able to private label it under InfoWars MD as our probiotic formula.
[03:29:31.904 --> 03:29:37.492]  So you can get a super high quality probiotic for amazing gut health and more at InfoWarsStore.com for 25% off right now.
[03:29:38.914 --> 03:29:41.255]  Now, wherever you get your probiotics, it's something everybody should be doing.
[03:29:41.536 --> 03:29:46.418]  But I'm asking you to try our probiotic because I think you're going to have an amazing effect and it funds our entire operation.
[03:29:46.699 --> 03:29:50.841]  So get your InfoWars MD probiotic today at InfoWarsStore.com.
[03:29:50.881 --> 03:29:52.982]  It's a high quality formula and it keeps us on the air.
[03:29:53.222 --> 03:30:06.902]  Take action now at Infowarsstore.com.
[03:30:06.908 --> 03:30:09.548]  to be like China with a social credit score.
[03:30:09.669 --> 03:30:11.549]  Not for nothing, he got demonized in the media.
[03:30:11.689 --> 03:30:12.789]  I remember being a kid.
[03:30:12.989 --> 03:30:16.270]  Everything he said that was going to go down, it's all going down.
[03:30:16.550 --> 03:30:21.611]  The model for internet censorship is going to be phased in, Chinese-style net censorship.
[03:30:22.131 --> 03:30:26.151]  Net IDs, net taxes, three strikes and you're out, net rules.
[03:30:26.671 --> 03:30:45.818]   But before they get to that, they're going to phase in, it started, Starts this next year in China and they're already lining up with Facebook, Google, all of them agreeing with China, Microsoft, to implement these systems where China already does it and then they beta test there and then bring it here.
[03:30:46.478 --> 03:31:00.237]   Everything you do in China from your credit score to what you buy, to discount cards, to your internet records, to what you say on social networks, He's integrated into an algorithm and if you criticize the government basically once...
[03:31:01.229 --> 03:31:02.410]  You can't even buy or sell.
[03:31:02.470 --> 03:31:03.451]  You can't get a hotel.
[03:31:03.551 --> 03:31:04.371]  You can't travel.
[03:31:04.651 --> 03:31:08.154]  Now, I knew this was coming, but to see it actually happen is so bold.
[03:31:08.754 --> 03:31:11.936]  It's so over the top that I get why people just can't believe it.
[03:31:12.256 --> 03:31:14.758]  This ESG is a social credit score.
[03:31:14.838 --> 03:31:16.920]  If you don't play ball, they're not going to bail you out.
