[00:00:00.000 --> 00:00:02.480]  [BEEPING]
[02:56:44.232 --> 02:56:52.021]   So when they themselves launch a false flag, And they themselves launch an AI cyber attack threat to society.
[02:56:52.041 --> 02:56:53.462]  They shut down digital grids.
[02:56:53.942 --> 02:56:55.543]  They shut you out of bank accounts.
[02:56:56.023 --> 02:56:57.564]  They shut down the military.
[02:56:58.104 --> 02:57:01.986]  They bypass all of our cyber security here in the United States of America.
[02:57:02.006 --> 02:57:03.907]  And they say it's Vladimir Putin.
[02:57:03.927 --> 02:57:04.988]  You know how easy they can do that?
[02:57:05.208 --> 02:57:07.149]  You know how easy these people can come out?
[02:57:08.715 --> 02:57:13.817]  And blame an AI-driven cybernetic attack on the United States of America on Vladimir Putin in Russia?
[02:57:14.377 --> 02:57:15.938]  How would you ever know whether it was real or not?
[02:57:15.978 --> 02:57:19.679]  You wouldn't know, especially during this climate where everything is Putin.
[02:57:20.640 --> 02:57:20.960]  You know?
[02:57:22.060 --> 02:57:25.242]  Kamala Harris probably has like a hundred hemorrhoids and they're all Putin's fault.
[02:57:25.342 --> 02:57:25.922]  You know what I mean?
[02:57:25.942 --> 02:57:27.883]  Like, it's just like, that's where we're at currently right now.
[02:57:27.923 --> 02:57:30.084]  You would never know, but this is why they do this.
[02:57:30.764 --> 02:57:33.685]  They preemptively set you up because they will launch that someday.
[02:57:34.628 --> 02:57:36.270]  They're just getting the technology ready.
[02:57:36.791 --> 02:57:38.253]  They're just getting the narratives ready.
[02:57:38.774 --> 02:57:44.642]  And they are the ones that are saying, we're going to get ahead of it because we have to be the ones to make sure that the public is safe.
[02:57:44.682 --> 02:57:45.603]  Does that sound familiar?
[02:57:45.884 --> 02:57:47.206]  Kind of sounds like Zuckerberg.
[02:57:47.526 --> 02:57:48.748]  Kind of sounds like Facebook.
[02:57:48.988 --> 02:57:50.010]  The same damn thing.
[02:57:50.050 --> 02:57:50.550]  Get ready, guys.
[02:57:50.570 --> 02:57:51.432]  There's a lot ahead of us.
[02:57:53.473 --> 02:57:55.895]  So if I was you, most of our audience is informed.
[02:57:55.955 --> 02:58:03.000]  But if you're new listeners, I would go get a revolver if it's your first gun, and I would get a .410 shotgun.
[02:58:03.020 --> 02:58:06.122]  12 gauges don't kick, but people that don't shoot guns seem to think they kick.
[02:58:06.162 --> 02:58:07.303]  You don't know how to put it in your shoulder.
[02:58:07.343 --> 02:58:14.568]  So I would go out and get some firearms training on a semi-automatic .410 shotgun, and I would get a revolver .357 Magnum right now.
[02:58:14.728 --> 02:58:20.292]  And I would have water filtration, and I would inform your neighbors and friends and family about what's going down, so they'll listen to you when it collapses.
[02:58:20.552 --> 02:58:21.233]  They won't listen now.
[02:58:21.873 --> 02:58:22.934]  And I would get storable food.
[02:58:22.994 --> 02:58:28.317]  We got the best storable food there is, ready to ship to you, three month, six month, your supplies, and yeah, it funds our operation.
[02:58:28.357 --> 02:58:29.598]  We got the biggest, best company.
[02:58:29.638 --> 02:58:31.339]  We've had them as a sponsor for 14 years.
[02:58:31.359 --> 02:58:35.061]  They've been around 16 years, and they just have the best prices, the best quality, so they became dominant.
[02:58:35.081 --> 02:58:37.382]  Their entire catalog's at infowarsstore.com.
[02:58:37.502 --> 02:58:40.804]  They got giant warehouses across the country, and they got really high quality food.
[02:58:40.824 --> 02:58:41.845]  That's where I get my storable food.
[02:58:41.865 --> 02:58:44.766]   I would go to infowarsstore.com right now, and I I would get swearable food.
[02:58:44.866 --> 02:58:45.587]  That's symbiotic.
[02:58:45.607 --> 02:58:51.288]  You get a great deal on swearable food, you get prepared, you put your money in now so as inflation expands, you beat inflation by doing that.
[02:58:51.429 --> 02:58:55.730]  I told people three years ago, buy a bunch of food, it's gonna double in price the next couple years.
[02:58:55.910 --> 02:58:56.450]  It's doubled.
[02:58:56.610 --> 02:58:57.751]  A carton of milk's doubled.
[02:58:57.891 --> 02:58:59.051]  A carton of eggs doubled.
[02:58:59.251 --> 02:59:00.632]  A jar of peanut butter's doubled.
[02:59:00.792 --> 02:59:02.072]  A bag of rice is tripled.
[02:59:02.092 --> 02:59:05.113]  Well, they still haven't passed on that because they bought their food in advance.
[02:59:05.253 --> 02:59:10.775]  But I would go to mpulritual.com and I get a troll of food, I get a water filtration system, we got the highest rated out there at the lowest price you're gonna find.
[02:59:10.875 --> 02:59:12.416]  That also keeps the broadcast on the air.
[02:59:12.476 --> 02:59:15.457]  But regardless, get your soul right with God.
[02:59:15.577 --> 02:59:17.198]  That's the most important thing.
[02:59:17.298 --> 02:59:18.098]  And do it now.
[02:59:18.278 --> 02:59:20.159]  And keep the tip of the spear on the air.
[02:59:21.072 --> 02:59:39.567]   During these serious times because we'll be able when they launch horrible operations to expose them in many cases beat them or weaken their attack at least look at the success we've had together so our mission is more critical than ever so please pray for the broadcast but regardless Go to InfoWarsTore.com and get Colloidal Silver.
[02:59:39.587 --> 02:59:41.709]  We got the best out there at the lowest price you're going to find.
[02:59:41.849 --> 02:59:42.389]  Silver Bullet.
[02:59:42.509 --> 02:59:43.230]  Everybody needs that.
[02:59:43.250 --> 02:59:43.810]  It's a staple.
[02:59:43.911 --> 02:59:44.711]  It's a must-have.
[02:59:44.851 --> 02:59:46.393]  Get it and boost your immune system.
[02:59:46.513 --> 02:59:51.557]  Up to 60% off on products right now at InfoWarsTore.com or triple A.
[02:59:51.577 --> 02:59:51.858]  2-5-3-3-1-3-9.
[02:59:54.759 --> 03:00:00.579]   Leading a frontal assault on the lies of the New World Order. It's Alex Jones
[03:00:00.579 --> 03:00:13.999]   All righty wars calm band on video info warriors worldwide
[03:00:13.999 --> 03:00:20.499]   You are now watching the fourth hour of the most banned transmission in the universe the Alex Jones show
[03:00:20.707 --> 03:00:23.028]  I'm your guest host, Drew Hernandez.
[03:00:23.068 --> 03:00:28.052]   Before we begin, guys, I just want to remind you That we are listener supported.
[03:00:28.112 --> 03:00:31.074]  Band.VideoInfoWars.com is supported by you.
[03:00:31.534 --> 03:00:35.518]  Please go to InfoWarsStore.com and check out some of the products today.
[03:00:35.938 --> 03:00:39.501]  If you want to continue to see us living on the air, preaching on the air.
[03:00:40.410 --> 03:00:46.534]  Putting out all the truth, putting out all the information to wake up, Red Pill, Christ Pill, and just pull people out of the Matrix.
[03:00:46.574 --> 03:00:48.116]  Guys, we are in your hands.
[03:00:48.156 --> 03:00:49.136]  We are in God's hands.
[03:00:49.597 --> 03:00:50.337]  We're in your hands.
[03:00:50.357 --> 03:00:53.319]  I want to invite every single one of you guys to go to Infowarsstore.com.
[03:00:53.720 --> 03:00:55.521]  A lot of great deals going on right now.
[03:00:55.541 --> 03:01:07.968]   40% off vitamin D3 gummies, 40% off down and out sleep support, 40% off We are 100% thankful for every single one of you, because without you, I think InfoWars would have been long gone right now.
[03:01:07.787 --> 03:01:10.467]  go to Infowarsstore.com.
[03:01:10.467 --> 03:01:13.027]  There are so many great deals going on right now.
[03:01:13.027 --> 03:01:15.607]  Again, that's Infowarsstore.com.
[03:01:15.607 --> 03:01:17.107]  We are supported by the people.
[03:01:17.107 --> 03:01:20.987]   We the people, that is you, the InfoWarriors, and we are thankful for you.
[03:01:20.987 --> 03:01:25.947]   We are 100% thankful for every single one of you because without you, I think InfoWars
[03:01:25.947 --> 03:01:27.486]  would have been long gone right now.
[03:01:27.486 --> 03:01:29.227]  But all glory to God.
[03:01:29.227 --> 03:01:30.787]  God's got this thing going.
[03:01:30.854 --> 03:01:34.657]  We are all in God's hands, and we are thankful for your continued support.
[03:01:34.757 --> 03:01:37.140]  Again, that's InfoWarsStore.com.
[03:01:37.180 --> 03:01:44.607]  Support all of your favorite shows, all of your favorite show hosts, and all the operations that InfoWars does have going on for the future.
[03:01:44.627 --> 03:01:46.509]  So shoutouts to that as well.
[03:01:47.392 --> 03:01:48.453]  The work is never over.
[03:01:48.473 --> 03:01:51.494]  Alrighty guys, let's continue on with the news.
[03:01:51.594 --> 03:01:56.537]  Switching gears over to what's going on with this, uh, another Middle East conflict.
[03:01:56.577 --> 03:02:10.344]  You guys know if you've been listening to any one of my shows on Rumble.com slash Drew Hernandez, Drew Hernandez Live, or whether I'm on Based America with LFA TV, or Unauthorized with Drew Hernandez on Censored.tv, or here on the Alex Jones Show, you guys know where I stand.
[03:02:10.864 --> 03:02:11.805]  I'm America first!
[03:02:13.142 --> 03:02:14.283]  100.
[03:02:13.482 --> 03:02:14.283]  America first.
[03:02:14.763 --> 03:02:20.888]  We cannot afford another never-ending war, whether it's Ukraine, Israel, Palestine, Iran.
[03:02:21.649 --> 03:02:26.773]  We are giving hundreds of billions of dollars to everybody else but our own country.
[03:02:27.573 --> 03:02:28.534]  Our own infrastructure.
[03:02:29.235 --> 03:02:30.156]  Our own wallets.
[03:02:30.896 --> 03:02:31.737]  Our own people.
[03:02:32.532 --> 03:02:35.853]  And the money that we do have, that's all going to these foreign wars.
[03:02:36.153 --> 03:02:36.833]  And you know what else?
[03:02:37.134 --> 03:02:41.995]  All the money that we do have, that's all going to the dirty illegals that are invading this country on a daily basis.
[03:02:42.015 --> 03:02:53.719]  Oh, and by the way, all the money that we do have, that's going to the Islamic terrorists that have been infiltrating this country for the past three years, going on three and a half years under this current Biden administration.
[03:02:54.369 --> 03:03:04.761]  You know, it doesn't take an intel analysis or expert, it doesn't take a national security expert to conclude that if you have a wide open border for three years, okay?
[03:03:05.061 --> 03:03:15.053]  If you have a wide open border for three years, you are going to get bad hombres, you are going to get bad actors, you are going to get Islamic terrorists.
[03:03:15.573 --> 03:03:18.896]  Infiltrating this country, fully undetected.
[03:03:19.336 --> 03:03:27.042]  And there are various reports going out right now, and I want to go over some of them, because they are very imperative to understand, especially with your Normie friends.
[03:03:27.082 --> 03:03:31.326]  But before we do that, I just want to put this out to everyone out there.
[03:03:31.846 --> 03:03:36.890]  Really pay attention to how this is unfolding on the minds of every single American.
[03:03:37.070 --> 03:03:42.795]  Do you really think that you could sustain another $20 trillion war and conflict in the Middle East?
[03:03:43.476 --> 03:03:44.897]  You think that you could sustain that?
[03:03:45.097 --> 03:03:48.258]  Listen, I understand the biblical support of Israel.
[03:03:48.398 --> 03:03:53.000]  I understand blessing God's people, God will bless you, and if you curse them, God will curse you.
[03:03:53.420 --> 03:03:55.941]  I understand that, and I'm paraphrasing, correct?
[03:03:56.401 --> 03:03:58.562]  I understand that, but why does that always mean money?
[03:03:58.582 --> 03:04:07.806]  Are you that carnal as a so-called Christian, that the only way you can bless Israel, the only way you could bless someone, is by giving them money?
[03:04:08.086 --> 03:04:09.467]  I guess prayers don't mean anything!
[03:04:10.350 --> 03:04:12.514]  I guess prayers are useless to God, aren't they?
[03:04:12.915 --> 03:04:14.177]  God only wants money.
[03:04:14.197 --> 03:04:15.038]  Right?
[03:04:15.279 --> 03:04:16.401]  And it's so crazy.
[03:04:16.721 --> 03:04:22.973]  It's so crazy that so-called evangelical Christians, they push this narrative, and then they wonder why Jews get stereotyped.
[03:04:22.993 --> 03:04:23.654]  You know what I'm saying?
[03:04:24.306 --> 03:04:26.147]  Like, they wonder why Jews get stereotyped.
[03:04:26.327 --> 03:04:31.731]  Yeah, the only way you could bless Israel, the only way you could bless the Jews, is if you just give them all your money.
[03:04:31.751 --> 03:04:33.712]  Because they just, they want all your money.
[03:04:33.992 --> 03:04:35.653]  They just, the Jews want all your money.
[03:04:35.833 --> 03:04:36.373]  They just want it.
[03:04:36.473 --> 03:04:38.114]  Israel is going to take all your money.
[03:04:38.154 --> 03:04:40.716]  And they wonder why they get stereotyped for that.
[03:04:41.476 --> 03:04:42.777]  It really blows my mind.
[03:04:42.837 --> 03:04:44.098]  It's not biblical, dude.
[03:04:44.558 --> 03:04:49.101]  You could bless people in other ways, other than going bankrupt.
[03:04:50.217 --> 03:04:54.799]  In my opinion, that's like a prosperity-level doctrine, when that gets twisted like that.
[03:04:55.279 --> 03:04:56.359]  I'm America first, dude.
[03:04:57.099 --> 03:05:01.461]  I'm not going to go into another $20 trillion in debt for another conflict in the Middle East.
[03:05:01.701 --> 03:05:03.041]  I'll break this down more on the other side.
[03:05:04.302 --> 03:05:05.262]  Matthew in Wisconsin.
[03:05:05.342 --> 03:05:05.962]  Thanks for calling in.
[03:05:05.982 --> 03:05:06.523]  You're on the air.
[03:05:06.623 --> 03:05:08.223]  Hey, I love you guys.
[03:05:08.503 --> 03:05:11.864]  First off and foremost, I need to pray for Infowars.
[03:05:11.924 --> 03:05:15.305]  I want to pray Yeshua HaMashiach, Jesus Christ the Messiah.
[03:05:15.385 --> 03:05:16.626]  Pray blessings.
[03:05:17.472 --> 03:05:24.981]  And power upon InfoWars, Harrison Smith, but especially Owen Schroeder and Alex Jones right now.
[03:05:25.141 --> 03:05:25.962]  I love you guys.
[03:05:26.082 --> 03:05:28.244]  And also, I need to plug.
[03:05:28.765 --> 03:05:30.107]  I need to plug your products, right?
[03:05:30.667 --> 03:05:32.710]  I have to... I gotta admit, alright?
[03:05:33.030 --> 03:05:33.791]  I was on drugs.
[03:05:34.191 --> 03:05:35.092]  I was on heroin.
[03:05:35.153 --> 03:05:36.014]  I was on meth.
[03:05:36.114 --> 03:05:37.475]  I was on everything.
[03:05:37.616 --> 03:05:41.360]  And then all of a sudden I came across the first product I took was Brain Force.
[03:05:41.460 --> 03:05:42.322]  I was a tweaker.
[03:05:42.482 --> 03:05:48.629]  All I wanted to do was drugs and I tried Brain Force and I'm telling you what, it changed my life.
[03:05:48.770 --> 03:05:49.050]  Alright?
[03:05:49.170 --> 03:05:50.412]  I started taking Brain Force.
[03:05:50.452 --> 03:05:52.755]  That was the first product I bought and then I got everything else.
[03:05:53.055 --> 03:05:54.215]  I'm off the drugs.
[03:05:54.315 --> 03:05:55.796]  All I do is take InfoWars.
[03:05:55.936 --> 03:05:57.216]  I can't even plug all of them.
[03:05:57.256 --> 03:05:58.416]  I take them all right now.
[03:05:58.496 --> 03:06:00.197]  Instead of drugs, they're so much better.
[03:06:00.297 --> 03:06:01.597]  I'm telling you, it changed my life.
[03:06:01.657 --> 03:06:04.158]  If you haven't tried them, you need to try them today.
[03:06:08.018 --> 03:06:08.779]  And we are back.
[03:06:08.819 --> 03:06:10.359]  Like I said, America first.
[03:06:11.659 --> 03:06:15.040]  American interest, American security, American prosperity.
[03:06:16.560 --> 03:06:18.961]  The American citizen first.
[03:06:19.744 --> 03:06:21.945]  You know, I saw this report the other day and I thought it was hilarious.
[03:06:21.985 --> 03:06:29.526]  I don't know how you guys feel about it, but I saw it and I was just, you know, because I saw it in a lot of right wing spaces and I was just, I was just like shaking my head, man.
[03:06:29.546 --> 03:06:37.268]  I don't think I saw the report where they were like, uh, uh, Congress, I think it was Congress, uh, reallocates.
[03:06:38.088 --> 03:06:41.389]  Uh, it was like nearly 15, it was like $14.9 billion.
[03:06:42.369 --> 03:06:45.230]  Takes it away from the IRS to give it to Israel.
[03:06:45.250 --> 03:06:45.870]  I'm like, what the?
[03:06:47.027 --> 03:06:47.568]  Why?
[03:06:47.588 --> 03:06:49.110]  What about us?
[03:06:50.551 --> 03:06:51.452]  What about me?
[03:06:51.793 --> 03:06:53.995]  What about the American people?
[03:06:54.015 --> 03:06:58.019]  You saw people all over Twitter like, BASED!
[03:06:58.460 --> 03:06:58.900]  BASED!
[03:06:59.220 --> 03:07:02.144]  Take 15 Bill away from the IRS and give it to Israel!
[03:07:02.164 --> 03:07:05.928]  It's like, well we got a bunch of homeless, we got veterans out on the street.
[03:07:06.528 --> 03:07:09.951]  You know, American infrastructure is crumbling everywhere.
[03:07:10.431 --> 03:07:12.513]  Americans are plunging into poverty.
[03:07:12.553 --> 03:07:14.154]  We don't have a border anymore.
[03:07:14.214 --> 03:07:15.335]  It's wide open.
[03:07:15.715 --> 03:07:19.738]  And the federal government refuses to lift a finger for obvious reasons.
[03:07:20.599 --> 03:07:22.220]  Damn, my paycheck's getting raped!
[03:07:22.260 --> 03:07:23.701]  Your paycheck's getting raped!
[03:07:24.702 --> 03:07:26.443]  Groceries are quadrupled!
[03:07:27.044 --> 03:07:28.645]  Milk is, like, quadrupled!
[03:07:29.474 --> 03:07:32.456]  Damn, we don't even have baby food for American babies, man!
[03:07:33.096 --> 03:07:34.617]  My gosh, I saw that.
[03:07:34.637 --> 03:07:36.097]  I was just like, dude, come on.
[03:07:36.117 --> 03:07:38.559]  What about... What a joke.
[03:07:38.759 --> 03:07:39.279]  You know what I mean?
[03:07:39.319 --> 03:07:40.119]  What a freaking joke.
[03:07:40.139 --> 03:07:43.661]  Like, people actually believe... So much for, like, fiscal conservatism, right?
[03:07:44.482 --> 03:07:45.842]  So much for fiscal conservatism.
[03:07:45.902 --> 03:07:46.262]  Oh, yeah.
[03:07:46.483 --> 03:07:49.424]  We're like... I mean, the government just tells us we're 30... Yeah, there it is.
[03:07:49.444 --> 03:07:52.646]  House Republicans aim to pay Israel aid who cuts to IRS funds.
[03:07:53.106 --> 03:07:54.307]  It's, like, somewhere near, like, $15 billion.
[03:07:55.555 --> 03:07:58.299]  And, like, a lot of right-wingers were like, oh yeah, dude, based!
[03:07:58.599 --> 03:07:59.060]  Based!
[03:07:59.380 --> 03:07:59.761]  Based!
[03:07:59.801 --> 03:08:00.742]  Let's just go poor!
[03:08:00.942 --> 03:08:01.724]  Yeah, I love it!
[03:08:01.744 --> 03:08:03.366]  Yeah, poverty, it's great, isn't it?
[03:08:03.386 --> 03:08:04.347]  It's great!
[03:08:04.688 --> 03:08:05.689]  Yeah, great, guys!
[03:08:05.749 --> 03:08:06.490]  You wanna be poor?
[03:08:06.690 --> 03:08:07.932]  Yeah, it's gonna be fun, huh?
[03:08:08.353 --> 03:08:10.355]  Well, at least you gave all your money to Israel!
[03:08:10.656 --> 03:08:12.138]  At least you gave all your money to Ukraine!
[03:08:12.518 --> 03:08:15.800]  At least you gave all your money to the Palestinians, and you're funding all of it.
[03:08:16.020 --> 03:08:17.601]  You are funding World War III.
[03:08:17.621 --> 03:08:18.502]  That's nice, isn't it?
[03:08:18.842 --> 03:08:19.543]  Isn't that nice?
[03:08:19.703 --> 03:08:20.603]  Isn't that nice, guys?
[03:08:20.663 --> 03:08:24.686]  The United States of America, the American taxpayers, we're gonna fund World War III.
[03:08:24.866 --> 03:08:26.867]  We're gonna fund our own destruction!
[03:08:27.188 --> 03:08:36.274]  We're gonna fund death of Jews, and we're gonna fund death of Muslims, and Ukrainians, and Russians, and we're funding death, guys!
[03:08:36.574 --> 03:08:37.274]  Woohoo!
[03:08:38.655 --> 03:08:39.576]  So much fun!
[03:08:40.737 --> 03:08:41.117]  Unreal.
[03:08:41.875 --> 03:08:42.335]  Unreal.
[03:08:42.875 --> 03:08:52.579]  And then you get hit because you don't want to be, you know, you're not, I mean, there's a time for war, but there's also these operations that are being run on us, the American people, because our bank accounts are getting raped.
[03:08:53.459 --> 03:08:53.779]  Why?
[03:08:53.799 --> 03:08:55.400]  And I don't understand.
[03:08:55.560 --> 03:08:59.922]  Like, you get like these so-called Christians and right-wingers, they're like, all of a sudden, they're not America first anymore.
[03:09:01.442 --> 03:09:02.863]  All of a sudden, they're not America first anymore.
[03:09:02.883 --> 03:09:04.983]  All of a sudden, they're like, just give all our money, give all our money, give all our money.
[03:09:05.003 --> 03:09:05.604]  Like, no, dude.
[03:09:05.724 --> 03:09:06.424]  No, I don't want to.
[03:09:07.330 --> 03:09:07.910]  I don't want to.
[03:09:08.231 --> 03:09:13.454]  We're not going to be a blessing to anybody if we cannot sustain ourselves and survive as a nation.
[03:09:13.634 --> 03:09:18.757]  We can't be an ally to anybody if we aren't even ourselves standing on our own two feet.
[03:09:19.117 --> 03:09:21.379]  Oh, Drew, we're so rich you don't even understand.
[03:09:21.399 --> 03:09:22.740]  That's a PSYOP, dude!
[03:09:23.380 --> 03:09:24.981]  That's what they want you to believe!
[03:09:25.361 --> 03:09:27.122]  We are not wealthy!
[03:09:27.142 --> 03:09:29.464]  This country is poor!
[03:09:30.364 --> 03:09:34.707]  This country is... They tell you that $30 trillion in debt.
[03:09:34.867 --> 03:09:36.108]  That's just what they tell you!
[03:09:37.449 --> 03:09:38.049]  Our debt is.
[03:09:39.110 --> 03:09:43.492]  That day's coming where the CCP, the Chinese are going to buy us out, dude.
[03:09:43.512 --> 03:09:45.232]  And you're going to be speaking Mandarin, dude.
[03:09:46.133 --> 03:09:47.253]  Everything's going to be owned.
[03:09:47.694 --> 03:09:48.474]  Made in China.
[03:09:48.614 --> 03:09:50.475]  They're going to stamp that on your butt cheeks.
[03:09:50.955 --> 03:09:51.795]  Straight up, dude.
[03:09:51.995 --> 03:09:54.457]  And a tattoo of Gigi Ping on both sides.
[03:09:54.477 --> 03:09:57.658]  You're going to be getting sodomized by the Chinese, dude.
[03:10:00.342 --> 03:10:02.423]  But yeah, at least you gave all your money to Israel, right?
[03:10:02.443 --> 03:10:03.984]  Yeah, pat yourself on the back, dude.
[03:10:04.565 --> 03:10:05.485]  Pat yourself on the back.
[03:10:05.745 --> 03:10:19.433]  It's totally a good thing that your children and your children's children and your children's children's children's children are gonna be paying this debt off with their lives, you know, working in slave camps of the CCP for the next hundred and two hundred years.
[03:10:21.274 --> 03:10:22.015]  Yeah, no thanks!
[03:10:22.794 --> 03:10:24.135]  I'm all good, dude.
[03:10:24.596 --> 03:10:25.096]  I'm straight.
[03:10:25.616 --> 03:10:26.057]  I'm straight.
[03:10:26.277 --> 03:10:31.021]  I'm gonna be America first, and if people don't like that, well then screw you, dude.
[03:10:31.261 --> 03:10:36.325]  If you wanna go and, you know, die for Zion, join the IDF, and go do that.
[03:10:36.685 --> 03:10:44.011]  Or if you wanna go, you know, you feel so bad for the Palestinians, then go join Hamas, and go hold the line at the Gaza Strip.
[03:10:44.291 --> 03:10:51.016]   Take that crap out of my house, Take this crap out of the United States and go handle that over there.
[03:10:51.216 --> 03:11:04.063]  While I keep my money, and I help rebuild my country and my family, so I'm not a sitting duck when we start getting attacked on the ground, through the air, and cybernetic attacks.
[03:11:04.403 --> 03:11:05.384]  Oh yeah, it's coming.
[03:11:05.684 --> 03:11:10.247]  If you're that retarded type of American citizen, you're like, that's never gonna happen.
[03:11:10.467 --> 03:11:11.608]  There's never gonna be tyranny.
[03:11:11.828 --> 03:11:12.668]  That's never gonna happen.
[03:11:12.708 --> 03:11:14.029]  Dude, you are getting so psyoped.
[03:11:14.888 --> 03:11:26.167]   Like, bro, like you are so 100% believing the absolute narrative that they want you to believe.
[03:11:26.260 --> 03:11:28.021]  They want you to believe you're so wealthy.
[03:11:28.241 --> 03:11:30.301]  They want you to believe that this country could never fall.
[03:11:30.521 --> 03:11:33.762]  They want you to believe that tyranny could never happen here on American soil.
[03:11:33.982 --> 03:11:37.183]  They want you to believe there's no Islamic terrorists here or sleeper cells here.
[03:11:37.383 --> 03:11:39.364]  They want you to believe there is no deep state.
[03:11:39.544 --> 03:11:41.625]  They want you to believe there is no shadow government.
[03:11:41.805 --> 03:11:43.905]  They want you to believe that everything's okay, isn't it?
[03:11:44.386 --> 03:11:45.386]  Everything's okay.
[03:11:45.946 --> 03:11:46.646]  It's all good.
[03:11:47.607 --> 03:11:48.387]  Everything's fine.
[03:11:48.567 --> 03:11:50.787]  It's like the little meme with the dog sitting in the burning house.
[03:11:51.188 --> 03:11:51.828]  Everything is fine.
[03:11:51.868 --> 03:11:52.368]  This is fine.
[03:11:52.972 --> 03:11:54.272]  You're just sitting in a burning house.
[03:11:54.733 --> 03:11:55.933]  The government's saying it's fine.
[03:11:56.353 --> 03:11:57.834]  Just give all my money to Israel.
[03:11:58.154 --> 03:11:59.574]  Give all my money to Ukraine.
[03:11:59.894 --> 03:12:01.395]  Give all my money to the Palestinians.
[03:12:01.695 --> 03:12:02.715]  Screw my family.
[03:12:03.796 --> 03:12:06.317]  Screw my countrymen and countrywomen.
[03:12:07.017 --> 03:12:07.817]  Screw the veterans.
[03:12:07.997 --> 03:12:08.957]  Like, screw them, right?
[03:12:09.177 --> 03:12:09.598]  Screw them.
[03:12:10.358 --> 03:12:11.198]  Yeah, screw that.
[03:12:11.698 --> 03:12:12.759]  Who cares about veterans?
[03:12:12.999 --> 03:12:14.759]  Give all my money to Israel, you know?
[03:12:16.100 --> 03:12:17.140]  But I'm America first!
[03:12:17.580 --> 03:12:18.361]  Hey, give me a break.
[03:12:19.461 --> 03:12:20.641]  Aren't you sick of people like this?
[03:12:21.862 --> 03:12:22.662]  I really am, dude.
[03:12:23.732 --> 03:12:24.392]  I really am.
[03:12:27.113 --> 03:12:28.874]  But anyways, let's take a look at some of this intel.
[03:12:29.714 --> 03:12:31.715]  Here's a story from the Gateway Pundit.
[03:12:32.675 --> 03:12:34.615]  This is via the Western Journal.
[03:12:35.436 --> 03:12:42.318]  A 39-year-old intel analyst is claiming there will be multiple terrorist attacks in the United States over the next 14 months.
[03:12:42.358 --> 03:12:44.379]  I don't think that's really too hard to conclude.
[03:12:44.419 --> 03:12:47.459]  You don't have to be a professional intel analyst to conclude that.
[03:12:48.560 --> 03:13:01.185]   An entrepreneur from California who works in the field of geotracking Geolocation and Intel Analysis is warning that over the next 14 months, the United States will suffer a wave of terrorism on our own soil.
[03:13:01.485 --> 03:13:01.845]  Yeah.
[03:13:02.406 --> 03:13:05.927]  Yeah, the border has been open for the past three years.
[03:13:06.488 --> 03:13:08.869]  So this is the opportune time for these people to come in.
[03:13:09.469 --> 03:13:21.116]  Tony Saruga, who claims to have been an Intel analyst for 39 years, jumped to his ex-account on Tuesday to warn that we are on the eve of wave after wave of terror attacks on our homeland.
[03:13:21.477 --> 03:13:23.238]  Saruga is not alone, of course.
[03:13:23.538 --> 03:13:36.546]  According to his LinkedIn page, he described himself as a hardcore serial entrepreneur who built or sold over 600 businesses, said that he has performed Intel services as a private individual for many governments and federal agencies.
[03:13:37.572 --> 03:13:44.297]  Whatever his background, the terror attacks he's warning about is not too far off of reality.
[03:13:45.417 --> 03:13:52.202]  He said this post will be attacked by the left, the Marxists, the trolls, Antifa, BLM, even the intelligence community, he said on his ex-post.
[03:13:52.822 --> 03:13:55.244]  He said, I'm a 39-year intelligence analyst, he said.
[03:13:55.264 --> 03:13:59.967]  I and my team's clients include the United States government and various different governments of the world.
[03:14:01.047 --> 03:14:04.510]  And he concludes that intelligence is never perfect.
[03:14:04.750 --> 03:14:06.111]  It's a messy, messy business.
[03:14:06.815 --> 03:14:15.998]   But he is predicting very clearly that there will be imminent He says the attacks will come in waves for the next 14 months.
[03:14:16.719 --> 03:14:25.267]  He says, rarely can I guarantee the intelligence, but many times just releasing it into the wild can stop a false flag or genuine attack, which is absolutely true.
[03:14:25.827 --> 03:14:48.024]   But with as close to 100% confidence as possible, there will be multiple terrorist attacks in the United States that will come in waves for the next 14 months, including hundreds of thousands of CCP Uh, invaders and those that sabotage that are trained to attack our electrical grid, poison our water supply, destroy our railways and main highway arteries.
[03:14:48.064 --> 03:14:58.433]  Additionally, at least a million, possibly two million terrorists are already here from Palestine, Yemen, Syria, Iraq, Afghanistan, Qatar, Lebanon, Iran, Somalia, et cetera, et cetera.
[03:14:58.714 --> 03:15:07.121]  And they are extremely well funded and get this, the Biden administration working with the UN has given them debit cards that are reloaded every single month.
[03:15:07.961 --> 03:15:17.450]  Including organizations like the Hezbollah Unit 910, a sleeper cell already in the United States awaiting the green light from Persia to launch attacks.
[03:15:17.890 --> 03:15:28.139]  Which, yes, these sleeper cell terrorists from this Hezbollah Unit 910 have already been indicted here in the United States of America.
[03:15:28.159 --> 03:15:29.200]  So guys, listen.
[03:15:29.821 --> 03:15:33.184]  I mean, this is not... This is not hard to predict.
[03:15:34.654 --> 03:15:51.385]  It doesn't take a veteran United States intelligence analyst to conclude that if your border is open for three years, going on three and a half years, that there will be terrorists infiltrating on a daily basis.
[03:15:52.366 --> 03:16:00.491]  And the sleeper cells that were already here because Obama made the Muslim community protected are all going to be growing in number.
