[00:00:00.149 --> 00:00:01.670]  So this is now in our country, folks.
[02:25:55.922 --> 02:26:04.486]  I would have a lot of questions with what's going on in foreign news right now, and a lot of it seems very reminiscent of things that we've been through before.
[02:26:05.027 --> 02:26:17.410]   So, the word progress, if we're going to progress as a nation, I know the left uses it as a term to gut our country, but real progress would mean that We learn from history.
[02:26:18.071 --> 02:26:19.532]  We get a little smarter.
[02:26:19.552 --> 02:26:21.214]  I don't know if that's happening.
[02:26:21.254 --> 02:26:23.756]  We got people wearing masks in cars.
[02:26:24.557 --> 02:26:28.781]  And people still afraid of germs wearing masks again, and even for no reason.
[02:26:29.242 --> 02:26:31.864]  So I don't know that we're any brighter.
[02:26:31.884 --> 02:26:33.045]  I don't think we are.
[02:26:33.366 --> 02:26:36.208]  And I think that we need to learn from our history.
[02:26:36.349 --> 02:26:38.731]  And so let's go back because I'm trying to fill in all these blanks.
[02:26:39.591 --> 02:27:02.803]  So of course you can email me, you know, Kate at katedallyradio.com and yeah, right on my website katedallyradio.com and maybe you can help me fill in these blanks as I'm trying to sift my way through the information because it seems like there's some glaring holes and in a day and age when everything is sort of wrapped up into religion, it's kind of hard to ask these questions.
[02:27:04.744 --> 02:27:12.068]   It's kind of hard because There's a lot of shaming going on right now if you simply ask the very, very obvious.
[02:27:12.348 --> 02:27:19.717]  But I feel like if we as an audience could honestly work together just to fill in the gaps, then I will be fine.
[02:27:19.737 --> 02:27:32.073]   Then I can move forward and believe everything in the news and we can have a We can throw a party because it'll be the first time we were told the truth in the news.
[02:27:32.133 --> 02:27:33.974]  So I'm actually looking forward to that.
[02:27:34.074 --> 02:27:41.818]  So as I pose some questions to you and as I bring up some things and inconsistencies and things that are just not making sense to me, it must just be me.
[02:27:42.919 --> 02:27:43.779]  It must just be me.
[02:27:43.939 --> 02:27:44.860]  I don't know.
[02:27:45.000 --> 02:27:45.580]  Maybe it is.
[02:27:46.340 --> 02:27:49.682]  And that's okay because I can handle that.
[02:27:49.862 --> 02:27:50.362]  I can handle that.
[02:27:50.422 --> 02:27:51.863]  I want you to set the record straight.
[02:27:51.883 --> 02:27:57.286]  I want you to tell me where these... Well, actually how to fill in all these blanks.
[02:27:58.302 --> 02:27:59.603]  Because I'm kind of having a hard time.
[02:27:59.623 --> 02:28:02.165]  There's a lot of them and they're mounting.
[02:28:02.185 --> 02:28:04.868]  I'm not quite sure what to do with that.
[02:28:05.649 --> 02:28:11.093]  And we always feel sad and having victims is horrific and so I'm well aware of that.
[02:28:11.154 --> 02:28:17.239]  But I also have all these questions and so maybe you can help me today and help me fill in the blanks.
[02:28:17.259 --> 02:28:19.061]  I'm going to come right back on the Alex Jones Show.
[02:28:19.441 --> 02:28:20.102]  Don't go anywhere.
[02:28:20.442 --> 02:28:22.083]  I just, I got to vet all these things.
[02:28:22.644 --> 02:28:23.164]  I'll be right back.
[02:28:23.224 --> 02:28:24.926]  Kate Daly, guest host today.
[02:28:26.062 --> 02:28:28.723]  Welcome back to the Alex Jones Show guest hosting today.
[02:28:28.743 --> 02:28:35.626]  I'm Kate Dally nice to be with you Alright, so let's let's kind of go back to Saturday.
[02:28:35.846 --> 02:29:00.560]   Okay, because the news is saying day five and the news is You know day five of darkness and then today's headline was really interesting because it was saying that Israel is now going to work on creating an emergency response to what's happening and And I found that just kind of strange because I thought they already did.
[02:29:00.580 --> 02:29:03.024]  It's been five days.
[02:29:03.044 --> 02:29:05.547]  It's not a big space.
[02:29:06.128 --> 02:29:09.813]  So I was wondering, why are they just doing that now?
[02:29:11.550 --> 02:29:32.734]  It's just a huge looming question for me because if somebody was attacking our country, I know that we'd have 90% of our country, armed citizens, man, going down to a certain border that was open or, you know, however people were, whether they were going to hang glide in or whether they were going to catapult in or what have you.
[02:29:32.814 --> 02:29:36.114]  And I know that there would be questions, you know, and people would rush.
[02:29:36.194 --> 02:29:38.055]  And I mean, it wouldn't even take an hour.
[02:29:38.115 --> 02:29:40.055]  People would be going to defend the country.
[02:29:41.055 --> 02:29:47.336]  This is the most secure, one of the most secure, I would say the most secure country on earth.
[02:29:48.216 --> 02:29:49.097]  They don't let anybody in.
[02:29:50.477 --> 02:29:51.037]  And they haven't.
[02:29:51.517 --> 02:29:56.338]  And so an attack like this really hasn't happened.
[02:29:56.878 --> 02:29:59.999]  So the factor of surprise surprises me.
[02:30:01.279 --> 02:30:04.580]  To be honest with you, I'm a little, I'm surprised that they were surprised.
[02:30:05.520 --> 02:30:12.035]   Because how do you surprise the 9.3 million people with the Gaza Strip right there.
[02:30:12.055 --> 02:30:14.137]  How do you do that?
[02:30:14.537 --> 02:30:18.420]  So if you could answer me that, I'm really searching for the answers here.
[02:30:19.361 --> 02:30:26.307]  So how does a surprise attack happen without knowing about something going on in your country?
[02:30:26.327 --> 02:30:30.811]  And then why does it take five days to finally say, well, maybe we should respond to this?
[02:30:32.072 --> 02:30:35.435]  That I thought was really, really weird.
[02:30:36.252 --> 02:30:49.375]  And the other thing was, was there was an area they were going to and it took the Israeli army five hours to go the distance of only 57 miles.
[02:30:50.555 --> 02:30:59.597]  And I thought, outside of Jerusalem, I thought, that was weird that it would take five hours to go 57 miles.
[02:30:59.757 --> 02:31:01.497]  Does that seem strange to anybody?
[02:31:01.537 --> 02:31:05.418]  And I wondered if anybody else realized that or saw that.
[02:31:06.249 --> 02:31:08.030]  I thought that that was kind of strange too.
[02:31:08.370 --> 02:31:17.815]  And so the distance from Jerusalem to Sideret is 93 kilometers, which is about, you know, 57 miles, right?
[02:31:18.275 --> 02:31:23.038]  And no F-15s or no F-16s or no airstrikes.
[02:31:23.298 --> 02:31:24.419]  That was kind of strange.
[02:31:24.939 --> 02:31:26.460]  My friend Eric brought that up.
[02:31:26.600 --> 02:31:29.221]  I thought, wow, that's, it is a little strange.
[02:31:31.889 --> 02:31:47.573]  There wasn't the response, but they, I mean, my gosh, everybody has to join the armed forces there, so I know everybody's well-versed, and I know they're not an armed country, which doesn't really make sense to me, but I just wondered if you guys could fill in that blank for me.
[02:31:48.693 --> 02:31:57.936]  Also, I was wondering about, well, there's a lot of things about Syria, too, that are kind of coming up for me, because I covered Syria quite extensively in 2012.
[02:31:59.440 --> 02:32:19.349]  So in 2012, we had a story about a, or maybe it was 13, we had a story about a little boy who was covered in dust and there was a whole story about him and it ended up coming out that he was sitting in like an ambulance or something alone and they said he was orphaned, but then it turned out that that wasn't the real story.
[02:32:19.809 --> 02:32:22.390]  And so I was kind of reminiscing on that.
[02:32:22.490 --> 02:32:26.292]  I was reminiscing on a few things actually, a few things that kind of caught my eye.
[02:32:26.852 --> 02:32:32.143]   And so I remember back in 1990 that there was fake news.
[02:32:32.224 --> 02:32:35.225]  Citizen Truth came out with this and they said fake news from 1990.
[02:32:36.245 --> 02:32:49.489]  Nariah's testimony, the 15-year-old, was widely publicized and there was a company that had filmed the hearing and sent out a video news release to MediaLink and the firm that served like 700 stations.
[02:32:52.054 --> 02:33:02.100]  And there was testimony from her, 15 years old, that was aired on Nightline and Nightly News, and it was an estimated 35 to 53 million Americans.
[02:33:02.420 --> 02:33:05.843]  So that is a lot of Americans that we're dealing with there, okay?
[02:33:06.783 --> 02:33:07.424]  Watching this.
[02:33:07.944 --> 02:33:11.466]  And she was, the testimony, it lasted about four minutes.
[02:33:11.726 --> 02:33:15.088]  It was, wow, the anniversary, October 10th, 1990.
[02:33:15.228 --> 02:33:17.750]  Kind of strange, same exact time.
[02:33:18.579 --> 02:33:24.321]  And she was volunteering, she said, at Al-Adon Hospital with 12 other women.
[02:33:24.381 --> 02:33:26.722]  Remember, she was testifying against Iraq, okay?
[02:33:27.002 --> 02:33:28.702]  And she said she was the youngest volunteer.
[02:33:28.722 --> 02:33:31.823]  And the other women were between 20 and 30 years old.
[02:33:31.883 --> 02:33:42.746]  And she said, when I saw Iraqi soldiers come into the hospital with guns, and they took the babies out of the incubators, 23 babies, and then they let the children die on the cold floor.
[02:33:42.806 --> 02:33:46.327]  And she was crying, and she was saying how horrific this was.
[02:33:47.428 --> 02:33:57.883]   And I was I was a little surprised by this because I think that the news didn't really cover any questions about it.
[02:33:57.923 --> 02:34:00.085]  They didn't ask any questions if I remember right.
[02:34:00.425 --> 02:34:16.015]   So then they came out and they said New York Times in 1992 actually came out and said, the girl's testimony was orchestrated by a big public relations firm and the client's aim was to secure military support through the U.S.
[02:34:16.055 --> 02:34:23.041]  through raising awareness about the dangers posed to Kuwait by the Iraqi Saddam Hussein, okay?
[02:34:23.081 --> 02:34:23.561]  Dictator.
[02:34:24.222 --> 02:34:34.049]  And the girl that gave testimony was also revealed that she was not just an ordinary civilian, but the daughter of the Kuwaiti ambassador to the United States.
[02:34:36.531 --> 02:34:40.074]  About that time, that wartime, okay?
[02:34:40.534 --> 02:34:46.450]   So I thought that was a little, it was a little Strange, because all of that came out after, but not during.
[02:34:46.610 --> 02:34:54.871]  And so, 35 million to 53 million Americans were seeing her testimony, and then her testimony was debunked.
[02:34:55.832 --> 02:34:56.092]  Okay?
[02:34:56.892 --> 02:35:02.033]  And then, there was another paper that came out and said, in war, some facts are less factual.
[02:35:02.853 --> 02:35:03.113]  U.S.
[02:35:03.173 --> 02:35:06.514]  assertions from the last war in Iraq still appear dubious.
[02:35:07.754 --> 02:35:08.294]  Interesting.
[02:35:09.274 --> 02:35:16.871]   I remember when ISIL, ISIS, ISIL, Beheaded infants and raped women according to their atrocities
[02:35:16.871 --> 02:35:20.730]   and so this organization entrusted with
[02:35:20.730 --> 02:35:24.951]   monitoring genocide revealed that members of the Islamic State of Iraq and Syria ISIS
[02:35:24.951 --> 02:35:31.230]   Were beheading babies and filming acts of rape against women and I was remembering this and I was remembering the
[02:35:31.230 --> 02:35:35.320]   Afghan Women throwing babies onto barbed wire to save save them as
[02:35:35.320 --> 02:35:39.971]   they we were all trying to get out of Afghanistan with
[02:35:39.971 --> 02:35:45.731]   With King dingaling and what he was trying to do there by leaving all of our equipment there, right?
[02:35:46.673 --> 02:35:47.633]  Leaving everything there.
[02:35:47.673 --> 02:35:52.795]  And that's kind of curious that we left everything there because I wonder how that's being used.
[02:35:53.375 --> 02:35:54.475]  That's kind of interesting.
[02:35:56.176 --> 02:35:56.896]  So there was that.
[02:35:57.560 --> 02:36:04.645]  And then going back to the 1990 thing, the Gulf War rallying cry, okay?
[02:36:05.366 --> 02:36:20.997]  And what's interesting, this was more of like a liberal news reporting agency, but it was interesting as they were saying, you know, the journalists, they were starting to question the journalists, the doctors at the hospitals were denying the incubator allegations, but it took a while for this to happen.
[02:36:21.710 --> 02:36:23.171]  The doctors reportedly, L.A.
[02:36:23.211 --> 02:36:26.514]  Times, were denying that the Iraqis did anything like that.
[02:36:27.434 --> 02:36:31.577]  False testimony, and it came across as a massive propaganda machine.
[02:36:31.597 --> 02:36:36.381]  And of course, the 1991 invasion of Iraq.
[02:36:36.921 --> 02:36:41.204]  And then of course we had the, in the 2000s, our invasion of Iraq.
[02:36:41.845 --> 02:36:42.465]  Same thing.
[02:36:42.805 --> 02:36:48.722]   There weren't really You know, evidence of weapons of mass destruction, okay?
[02:36:49.282 --> 02:36:50.483]  So all of these things, right?
[02:36:50.523 --> 02:36:57.527]  Then you have in Syria, because I covered Syria extensively, we had the White Helmets, and they said they were slaughtering people.
[02:36:58.528 --> 02:37:11.736]  Or no, the news story was the White Helmets were the heroes, and then it came out that they were actually doing the gas attacks, and they were talking about all these false flags happening with emergency services.
[02:37:11.816 --> 02:37:16.679]   So the emergency guys sent in, Clearly might have not been the good guy.
[02:37:17.160 --> 02:37:29.769]  Because as stories started to surface, they were saying, wow, they were saying we were rescued by these white helmets, but it seems and appears that the boots on the ground were saying the white helmets were actually doing the things that they were accusing Assad of.
[02:37:30.970 --> 02:37:31.951]  So that was strange.
[02:37:32.011 --> 02:37:38.756]  And they were under the serious civil defense mantra organization.
[02:37:39.216 --> 02:37:43.263]   And all of these things, Kept coming out.
[02:37:43.323 --> 02:37:44.344]  Who are the White Helmets?
[02:37:44.404 --> 02:37:47.825]  And of course, you know, ABC, Mainstream News and everything we're talking about.
[02:37:47.845 --> 02:37:51.687]  It's a grassroots team of volunteers, right?
[02:37:52.367 --> 02:37:56.429]  In the early years of Syria's ongoing civil war, right?
[02:37:56.469 --> 02:37:58.350]  Which began as a peaceful revolution.
[02:37:59.250 --> 02:38:12.096]  But the problem was, was it was found out later that it wasn't, they weren't so peaceful and they were caught maybe doing some things that looked and appeared to be the fact that they might have been the ones stoking the fires over there and doing the atrocities that we blamed.
[02:38:13.086 --> 02:38:15.048]  I'll be right back on the Alex Jones Show.
[02:38:15.068 --> 02:38:15.549]  I have more.
[02:38:16.189 --> 02:38:17.671]  More questions, if you can help me out.
[02:38:18.011 --> 02:38:20.774]  Kate Dally, back here with you on the Alex Jones Show.
[02:38:20.834 --> 02:38:23.637]  I'm Kate Dally, your guest host from katedallyradio.com.
[02:38:23.677 --> 02:38:24.298]  How are you today?
[02:38:24.318 --> 02:38:26.480]  I'm just trying to fill in the blanks.
[02:38:26.520 --> 02:38:27.902]  If you can help me out, that'd be great.
[02:38:28.342 --> 02:38:30.464]  You can email me, kate, at katedallyradio.com.
[02:38:30.484 --> 02:38:30.925]  Let me know.
[02:38:31.205 --> 02:38:33.868]  I've got all these questions and I'm just hoping to get them answered.
[02:38:35.376 --> 02:38:37.337]  And you know, I want to do a little disclaimer here.
[02:38:37.357 --> 02:38:39.939]  I'm not talking about the people of Israel.
[02:38:40.159 --> 02:38:42.501]  I'm not talking about a particular religion.
[02:38:42.941 --> 02:38:47.665]  And we have to say that now because everything's kind of tied up in one thing right now.
[02:38:48.445 --> 02:38:57.792]  And I stand with, I want a flag that says, that I think would probably be maybe a better explanation of kind of how I feel about everything going on over there right now.
[02:38:58.365 --> 02:39:01.886]  I stand with the people of Israel, but I do not trust their government.
[02:39:02.126 --> 02:39:10.188]  I wish I had a flag like that because I know that in 2023, all governments have been hijacked at this point in time.
[02:39:11.308 --> 02:39:33.488]   So, I don't know why we would just believe, it's almost like it would be a unicorn, to have a government that wasn't hijacked or infiltrated with certain people that might Might not have the same goals as some other people in a government.
[02:39:34.749 --> 02:39:35.629]  Ours has been hijacked.
[02:39:35.649 --> 02:39:37.951]  They do things in our name that we would never approve of.
[02:39:38.966 --> 02:39:50.788]  And everybody wraps us in under one bow, which is really tough for us because we recognize where the intelligence agencies take us and what they're doing in our name, but it's always wrapped up in a bow.
[02:39:50.828 --> 02:39:53.048]  And I feel like it is this way for every country.
[02:39:53.509 --> 02:39:59.389]  And so for me, I care about people around the world and I care about my fellow man here in America.
[02:39:59.990 --> 02:40:08.031]  And so I'm going to say that as my disclaimer today, because I'm asking questions, which I feel is a very American thing to do.
[02:40:08.655 --> 02:40:16.622]  If we stop asking questions and we're unified on one front of thought, then we cease to be American ever again.
[02:40:16.762 --> 02:40:19.924]  Like don't just give up your American card because you're no longer an American.
[02:40:20.285 --> 02:40:27.971]   That's how communists do it, is they force everybody to believe the same thing And say the same thing, right?
[02:40:28.371 --> 02:40:32.513]  And if you don't walk in conformity, then you are shamed, okay?
[02:40:32.593 --> 02:40:35.974]  Or taken apart, or dismantled, or reputation tarnished.
[02:40:36.014 --> 02:40:36.935]  That's how they work.
[02:40:37.375 --> 02:40:39.376]  And so, I don't agree with that at all.
[02:40:39.396 --> 02:40:42.377]  I think as Americans, we still have free speech to speak up.
[02:40:42.417 --> 02:40:47.879]  We better start doing it, and doing it a lot more, because I'm sure you have the same questions I do.
[02:40:49.140 --> 02:40:51.100]  And so, that's what my flag would say.
[02:40:51.160 --> 02:40:53.982]  I stand with the people of Israel, but I do not trust their government.
[02:40:54.022 --> 02:40:55.062]  I don't trust any government.
[02:40:56.074 --> 02:41:14.946]  I had, I interviewed Naran Awai a couple of times, and she was from Iraq, and she said, you know, during the Iraq War, she said it was the Kurds that were coming in and taking the land, and what we heard over here in our news wasn't the truth.
[02:41:15.166 --> 02:41:22.210]  And she said, you know, Saddam talked about the Christians as if they were roses to him, okay?
[02:41:23.601 --> 02:41:27.564]  He wasn't a dictator, not saying that he didn't do bad things, okay?
[02:41:27.924 --> 02:41:34.028]  But she said in that case scenario, she said, we kept watching what the news was telling us in America.
[02:41:34.168 --> 02:41:36.169]  And she said, they kept lying to you guys.
[02:41:36.630 --> 02:41:43.574]  So they were talking about this whole thing with the babies and the incubators and throwing babies up and landing on spears and all the rest.
[02:41:43.995 --> 02:41:47.357]  And she said, you know, this, this didn't play out there.
[02:41:47.796 --> 02:41:49.338]  And they wouldn't, they would not.
[02:41:49.598 --> 02:41:56.165]  She said that Saddam actually went after the people that were coming in and trying to take his land across the border.
[02:41:56.805 --> 02:41:58.847]  And she said, so we were defending the country.
[02:41:59.208 --> 02:42:09.118]  But she said, in your news over in America, it made it sound like he was doing all these things solo with his government and all the people were the victims.
[02:42:09.178 --> 02:42:09.999]  And that wasn't the case.
[02:42:10.973 --> 02:42:19.439]  So I've always kept that in the back of my mind as she went around the country to talk to people, and she's a lovely lady, talking to people about, you know, what happened.
[02:42:19.699 --> 02:42:23.282]  So let's go, let's have that in the back of our minds too.
[02:42:23.922 --> 02:42:30.567]  So the money was being shut down in the spending bill to Ukraine, and all of a sudden this attack happened.
[02:42:30.607 --> 02:42:53.449]   So the one thing I've tried to find, and I can't find, and maybe you as an audience can help me out here as I'm writing this exposé on this, What was the reason that you would take an army of 10,000 on Hamas and that you would penetrate the most secure country on earth with a very large army and very capable of doing a lot of harm, 9.3 million people.
[02:42:53.489 --> 02:42:56.370]  So 10,000 in the army, 9.3 million people.
[02:42:56.970 --> 02:43:06.153]  Why would you go in and do this knowing that the United States is going to jump in too, which has the biggest army in the world and biggest firepower.
[02:43:06.273 --> 02:43:07.454]  Why would you do that?
[02:43:08.519 --> 02:43:16.722]  Did something happen that was so big that an army would feel like right now would be the perfect time to go in?
[02:43:16.823 --> 02:43:17.923]  And then what's the goal?
[02:43:18.103 --> 02:43:24.546]  Because what I see is terrorizing people, but I don't understand what the goal was to actually go in.
[02:43:25.186 --> 02:43:27.828]  And then the latent response was also strange.
[02:43:27.868 --> 02:43:33.793]  So if anyone out there can fill in those blanks for me, I sure would love to hear that because there was never a reason.
[02:43:34.154 --> 02:43:42.741]  In fact, the only reason given that I could find, and I scoured for the reason because usually an attack like that, being able to even get in, that's a surprise.
[02:43:42.981 --> 02:43:59.926]   But even being able to get in, you would think that something very, very major had to go down in order to do that, knowing that the end result would then be that I mean, they're obviously, you know, going to, Israel's going to win in this, right?
[02:43:59.966 --> 02:44:02.812]  Because, I mean, you're only looking at a very small army, okay?
[02:44:03.533 --> 02:44:05.234]  And I remember this with ISIS too.
[02:44:05.274 --> 02:44:11.276]  I was thinking ISIS is tiny and they're matching trucks and they're matching white outfits that they don't wear in the Middle East.
[02:44:11.756 --> 02:44:16.838]  And I thought they were well funded, but I thought they were tiny and everybody has the power to blow them away.
[02:44:16.898 --> 02:44:18.139]  So why would you not?
[02:44:18.479 --> 02:44:20.099]  And what would provoke the reason?
[02:44:20.119 --> 02:44:24.701]  Well, the reason they gave was that there were just a lot, there was just a lot of animosity.
[02:44:24.721 --> 02:44:28.663]  And we know that for years and years and years, but there was a lot of animosity between them.
[02:44:28.803 --> 02:44:30.743]  So I thought that was kind of a strange reasoning.
[02:44:30.823 --> 02:44:31.624]  It was like, that's it?
[02:44:32.915 --> 02:44:43.281]  That's why you would go and know you were going to get annihilated by a very large army because of anomaly, like things that were happening and angst between two countries.
[02:44:44.045 --> 02:44:45.185]  That was really strange.
[02:44:45.525 --> 02:44:57.568]  Now Ron Paul, I've interviewed him probably five or six times now, and let me tell you, he was, he's very adamant and he gave testimony about Israel funding Hamas in the beginning and making sure that they were the ones behind that.
[02:44:58.069 --> 02:45:03.010]  So it wasn't like, and you have people like Cohen and a lot of people out there that were also agreeing with that.
[02:45:03.070 --> 02:45:04.230]  So that's not a theory.
[02:45:05.250 --> 02:45:07.011]  So that was another strange piece.
[02:45:08.183 --> 02:45:12.105]  But I did find the reasoning, because everything usually has to make sense.
[02:45:12.326 --> 02:45:15.608]  So if you see something, it's got to fly, right?
[02:45:15.648 --> 02:45:19.150]  When we go into wars, we lose liberty.
[02:45:19.610 --> 02:45:21.351]  The people in Israel lose more liberty.
[02:45:21.451 --> 02:45:22.352]  We lose liberty.
[02:45:23.312 --> 02:45:24.433]  Everybody loses liberty.
[02:45:24.853 --> 02:45:30.517]  Because the goal, then, is to tighten up the ship, right?
[02:45:30.577 --> 02:45:33.779]  To never let it happen again under the guise of safety.
[02:45:34.730 --> 02:45:38.412]  So, we end up losing, we end up having less liberty here.
[02:45:39.032 --> 02:45:56.900]  So, as this is spiraling, and as this is allowed, if I could say that, allowed to get big, because the latent response five days later, they're just now starting to mount an emergency response, and it took the Army five hours to cross 57 miles, none of that makes sense.
[02:45:57.260 --> 02:45:58.661]  No airstrikes, no nothing.
[02:45:59.701 --> 02:46:01.022]  Gaps in the border, what?
[02:46:01.042 --> 02:46:01.602]  None of it makes sense.
[02:46:03.638 --> 02:46:13.740]  Well, if we end up having this thing escalate on these premises, and your young boys and my young boys are tied into this, I want to know why.
[02:46:13.760 --> 02:46:15.220]  And it better make sense.
[02:46:15.740 --> 02:46:16.600]  It better make sense.
[02:46:17.760 --> 02:46:19.801]  Nobody wants to see anybody killed.
[02:46:20.461 --> 02:46:26.922]  But I also want to add in the fact that things can be exploited to also look bigger using AI.
[02:46:27.062 --> 02:46:30.463]  And we know and we've been warned about the presence of AI.
[02:46:30.583 --> 02:46:32.923]  So we know that this is a big, big deal.
[02:46:33.823 --> 02:46:36.405]  And it isn't like we weren't warned, okay?
[02:46:37.245 --> 02:46:43.429]  Everything we see and everything we hear that's eerily reminiscent of many, many, many battles and things that we've been in...
[02:46:44.574 --> 02:46:51.798]  One, it needs to make sense, and two, we need to not believe everything we see with our own eyes, but question, question, question.
[02:46:51.858 --> 02:46:54.160]  After all, it's the American thing to do, okay?
[02:46:54.460 --> 02:46:58.742]  I'll be right back on Alex Jones with more, and I've got more, so you can't go anywhere at this point.
[02:46:59.403 --> 02:47:00.784]  Welcome back.
[02:47:00.824 --> 02:47:02.124]  You're listening to the Alex Jones Show.
[02:47:02.164 --> 02:47:06.467]  I'm Kate Delly, guest hosting today, and glad to be here with you, of course.
[02:47:06.847 --> 02:47:11.250]  I have so many questions and a lot to say, and are we allowed to ask questions?
[02:47:11.977 --> 02:47:19.900]  I get the feeling that we're kind of not allowed to ask questions, not on this show, but just in general, in public, on social media.
[02:47:20.880 --> 02:47:25.121]  You get really fierce labels if you ask any questions at all.
[02:47:25.181 --> 02:47:27.922]  And so this isn't meant to be offensive in any way.
[02:47:28.042 --> 02:47:31.544]  It's just meant to say that there's so many things that aren't making sense about this.
[02:47:31.624 --> 02:47:35.405]  I can't not mention them because they're so in our face.
[02:47:36.914 --> 02:47:41.677]  So basic questions, if you can help me out as I'm trying to write this thing, I am at a lot of holes.
[02:47:41.717 --> 02:47:43.719]  So a couple of things.
[02:47:45.280 --> 02:47:49.603]  In false flags, if that was, can they have real attacks?
[02:47:49.643 --> 02:47:49.903]  Yes.
[02:47:50.783 --> 02:47:52.865]  Can they also be made to look bigger?
[02:47:52.925 --> 02:47:53.265]  Yes.
[02:47:54.286 --> 02:47:55.026]  Could they be bigger?
[02:47:55.787 --> 02:47:56.087]  Yes.
[02:47:57.047 --> 02:48:09.031]   Are a lot of the things in our history organic or natural happening or would they be more Set up and more controlled than we realize.
[02:48:10.072 --> 02:48:15.918]  All of our wars, as we became America, have been very controlled for certain reasons.
[02:48:16.899 --> 02:48:26.629]  And in World War One, they were even putting insurance policies, $4,000 a piece on the soldiers as they were making them guinea pigs for the vaccines.
[02:48:26.770 --> 02:48:29.072]  And then, of course, there were reasons for World War One.
[02:48:29.402 --> 02:48:36.522]   that served a lot of purposes, okay, with money and the incoming banking system and everything else.
[02:48:36.522 --> 02:48:43.001]   And then also World War II, it was kind of well known now, I would imagine that we knew Pearl
[02:48:43.001 --> 02:48:48.601]   Harbor was going to happen and the president knew that. And I think that sometimes people can be
[02:48:48.601 --> 02:48:50.601]  very expendable in things.
[02:48:50.713 --> 02:48:54.978]  Countries look at people as expendable or collateral damage as things happen.
[02:48:55.318 --> 02:49:04.590]  We all know that the reasons you know for Vietnam and we know the reasons for Desert Storm and then of course Iraq for no apparent reason had nothing to do with 9-11 but we were so emotional.
[02:49:05.316 --> 02:49:15.881]  So I would hope that we could check our emotions at the door because I feel like there might be a lot of gaslighting here with the headlines because the headlines seem very reminiscent of previous things that we've been through.
[02:49:16.341 --> 02:49:17.922]  All the same types of headlines.
[02:49:18.943 --> 02:49:21.244]  And in the past, those headlines were proved to be false.
[02:49:21.983 --> 02:49:25.968]  So I think a measured approach to this would be probably the best thing we could do at this point.
[02:49:27.150 --> 02:49:39.746]  I feel like the flag waving right now, everyone's hoisting up flags and virtue signaling on Facebook and they've got the circular thing around their photo and everyone kind of joins in on the emotion of things even when things don't make sense.
[02:49:40.492 --> 02:49:46.675]  But what's interesting about that, I feel like they would fly ten flags, five flags if they could, as flagging one-upping, you know what I mean?
[02:49:47.575 --> 02:49:52.537]  It's strange because I don't even sometimes wonder or think, do we know why we're doing something?
[02:49:53.197 --> 02:49:59.060]  And like George Washington said, he said, be careful of alliances, be careful of those strong ties, because what does that mean?
[02:49:59.080 --> 02:50:03.322]  Now we are a people that says we love to have people's back, and that's not a problem.
[02:50:03.362 --> 02:50:05.162]  That's a good thing about us, okay?
[02:50:05.482 --> 02:50:09.144]  We want to help people in need, and we want to have people's backs, and I get that.
[02:50:09.653 --> 02:50:13.214]  And when we see real victims, we want to rush in to help those real victims.
[02:50:13.274 --> 02:50:14.135]  And I understand.
[02:50:14.935 --> 02:50:15.775]  Because I'm the same way.
[02:50:16.176 --> 02:50:23.578]  And I have a lot of empathy and a lot of feeling for people when they're bullied or when they're taken advantage of or exploited.
[02:50:24.159 --> 02:50:30.401]  And sometimes I wonder if the peoples of every country are exploited and taken advantage of by their own government.
[02:50:30.741 --> 02:50:36.563]  And if you look in history and we learned anything from history made any progress at all, you probably see that that's very true.
[02:50:38.286 --> 02:50:55.219]  Also, today it was announced that Netanyahu wants to unify the government to address the emergency unified government, whatever that means, and that this is a situation that this gives cause because it's an emergency.
[02:50:55.319 --> 02:50:56.300]  Remember emergency services?
[02:50:56.320 --> 02:50:57.501]  We've been talking a lot about this.
[02:50:57.521 --> 02:50:59.763]  This is what provokes our election fraud.
[02:51:00.623 --> 02:51:07.869]  Emergency services are forming the emergency unity government with opposing politicians.
[02:51:08.490 --> 02:51:11.611]  And that everybody's going to get on board because of the attack.
[02:51:13.351 --> 02:51:15.652]  So I thought that was a little strange.
[02:51:15.692 --> 02:51:31.875]  And then the headlines from the very beginning without actually launching any sort of defense or strategy to shut down the small group of infiltrators paragliding in, which never made sense, because I'm sure they would notice that.
[02:51:32.315 --> 02:51:36.493]   But it's strange because There's no, there's no defense.
[02:51:36.853 --> 02:51:37.654]  There's no defense.
[02:51:37.714 --> 02:51:40.376]  And then they've got all these, these, these atrocities happening.
[02:51:40.496 --> 02:51:51.684]  And then when I saw the headlines with the babies, I was immediately taken back to 1990 and 2002 because they were saying the same exact headlines, which I thought was kind of strange.
[02:51:52.085 --> 02:51:59.590]  And then of course, Congress came out yesterday and they were saying the most important thing that they could do was to pass a resolution to support Israel.
[02:52:03.153 --> 02:52:06.112]  They already do support Israel.
[02:52:06.112 --> 02:52:08.313]  They're very blatant about it.
[02:52:08.313 --> 02:52:12.632]   I mean, if you don't, remember Cynthia McKinney was telling us,
[02:52:12.632 --> 02:52:16.353]   if you don't sign the pact to support Israel, you're pretty much out.
[02:52:16.353 --> 02:52:19.433]  So what are they doing?
[02:52:19.433 --> 02:52:21.112]  We already have that.
