[00:00:00.169 --> 00:00:00.910]  It's official.
[02:43:12.206 --> 02:43:20.009]  I remember having a Pentagon spokesman guy contact me and say, you know, Steve, we call all the fallen angels the gods of the Sumerians.
[02:43:20.489 --> 02:43:22.889]  I said, well then the Sumerians were smarter than you guys.
[02:43:23.290 --> 02:43:27.851]  The bottom line is that we're talking about supernatural evil.
[02:43:28.411 --> 02:43:31.473]  You see, people want to vote themselves out of this.
[02:43:31.874 --> 02:43:34.436]  People want to say, well, I've got to get the right guy.
[02:43:35.096 --> 02:43:37.338]  Einstein's definition of insanity.
[02:43:37.518 --> 02:43:38.679]  It won't work, Alex.
[02:43:39.059 --> 02:43:44.623]  We no longer, and Obama said one thing is true, America is no longer a Christian nation.
[02:43:44.923 --> 02:43:46.524]  We allow foreign gods.
[02:43:46.604 --> 02:43:51.228]  We allow Anubis, the god of the dead, the Egyptian god of the dead.
[02:43:51.448 --> 02:43:53.829]  We allow all this stuff into the country.
[02:43:54.110 --> 02:43:55.210]  We allow Moloch.
[02:43:55.250 --> 02:43:57.092]  We allow the Arch of Baal.
[02:43:57.472 --> 02:44:01.129]  They know what they're doing at the Denver airport when they put anubis up there in a 100-foot statue.
[02:44:01.330 --> 02:44:01.852]  It's a ritual.
[02:44:02.645 --> 02:44:03.185]  Yep, yep.
[02:44:03.245 --> 02:44:04.786]  And so what happens?
[02:44:04.806 --> 02:44:05.746]  Those are symbols.
[02:44:06.186 --> 02:44:11.848]  But they also, listen, I'm on record as saying AI, artificial intelligence, there's nothing artificial about it.
[02:44:12.248 --> 02:44:21.971]  I believe it is a alien implant, if you will, alien meaning not the classic, but an extra dimensional entity.
[02:44:22.051 --> 02:44:24.352]  An artificial interdimensional interface.
[02:44:24.992 --> 02:44:25.452]  You got it.
[02:44:25.492 --> 02:44:25.972]  There you go.
[02:44:26.453 --> 02:44:27.213]  And very good.
[02:44:27.433 --> 02:44:29.554]  And I'm searching for those words.
[02:44:29.614 --> 02:44:30.554]  But here's the thing.
[02:44:31.929 --> 02:44:52.519]  As more and more AI is being projected as the next big investment field, it takes more computer power, it takes more computer faster chips, it takes literally the support structure... Yeah, you can't have energy for your restaurant or for your car, but oh, no one ever says big tech doesn't get all, they get everything they want.
[02:44:53.226 --> 02:45:08.355]  They get everything they want, and this is one reason that people have got to understand, too, that we don't have time, but the Taiwan China Dynamic TSM makes the fastest chips in the world, and the Taiwanese company.
[02:45:09.361 --> 02:45:29.586]   And Japan has a stake in that, India has a stake in that, and I think what I, if I could say this in trying to get everybody's head around this, you're used to taking a dollar, a hundred dollars, whatever, you're used to being able to change that for something, whether the goods originated in India, like rice, Or some of the spices or whatever.
[02:45:30.246 --> 02:45:31.946]  Anything that was made in China.
[02:45:32.227 --> 02:45:33.927]  Anything that was made in Germany.
[02:45:34.247 --> 02:45:40.689]  And you used to be able to take American dollars and convert it into a currency that would acquire that product.
[02:45:40.929 --> 02:45:42.990]  That's no longer in the background.
[02:45:43.210 --> 02:45:49.792]  We're talking about national bankruptcy, not just of the United States, but most of NATO's bankrupt.
[02:45:49.852 --> 02:45:56.601]   And by the way, I want to draw everybody's attention, Alex, and I don't know if you've read it lately, but David Wilkerson's 1973 book, The Vision.
[02:45:59.477 --> 02:46:17.593]  He, David Wilkerson, and I believe Cross and Switchblade fame, he made the statement that when he saw the vision of the global financial collapse, it started in Germany, interestingly enough, spread to Japan, and then within a week or two, it came to the United States.
[02:46:18.233 --> 02:46:22.697]  It just so happens that Deutsche Bank is in a real serious problem.
[02:46:22.957 --> 02:46:26.941]  Germany, the German Chancellor just announced they're getting ready to announce a national emergency.
[02:46:27.642 --> 02:46:27.802]  Yep.
[02:46:28.122 --> 02:46:35.286]  And so what I'm telling everybody is, okay, Scott, but why don't you do your homework, Mr. Atheist, Mr. Agnostic?
[02:46:35.567 --> 02:46:37.708]  Why don't you read 1973 Vision?
[02:46:38.148 --> 02:46:39.769]  That's 50 years ago, Alex.
[02:46:40.509 --> 02:46:41.210]  50 years ago.
[02:46:41.550 --> 02:46:42.871]  And God's been gracious.
[02:46:42.891 --> 02:46:43.831]  He's been merciful.
[02:46:44.111 --> 02:46:46.853]  He's been wonderful, loving, giving us space to repent.
[02:46:47.213 --> 02:46:49.354]  But again, there's no call.
[02:46:49.735 --> 02:46:52.276]  There's no national call to repentance.
[02:46:52.937 --> 02:46:59.259]   You know, I mean, And what repents means is that you've got to quit doing what you're doing that brings the wrath of God.
[02:46:59.759 --> 02:47:01.079]  I'm saying everything.
[02:47:01.219 --> 02:47:07.121]  God will protect his people as he protected Daniel, and Daniel's a real story.
[02:47:07.441 --> 02:47:12.403]  In the book of Daniel, it says knowledge is going to increase, and you can't keep track of the knowledge.
[02:47:12.623 --> 02:47:19.865]  But back to AI, we're watching the demonization and, by the way, inanimate objects.
[02:47:20.185 --> 02:47:47.707]   I get into a lot of arguments with theologians I said, come on, I can take you to any of the most backwoods or in the jungle civilizations, and they know that trees can be possessed, rocks can be possessed, and what is happening is our nation has been repossessed by the very devil who is trying to destroy every man, woman, and child in America.
[02:47:47.746 --> 02:47:48.746]  Why?
[02:47:48.746 --> 02:47:55.746]   Because there's energetic ownership, energetic territorialism, and there's energy.
[02:47:55.746 --> 02:48:00.027]   And when we let evil residents come in, it literally becomes the energy around us.
[02:48:00.027 --> 02:48:02.386]  We're out of time, Steve Quayle, SteveQuayle.com.
[02:48:02.386 --> 02:48:03.386]  Let's not wait six months.
[02:48:03.386 --> 02:48:06.305]   Why don't you try to come on next week or come on in the new year?
[02:48:06.305 --> 02:48:08.425]  This is going to move very, very fast.
[02:48:08.425 --> 02:48:10.326]  God bless you, brother, for your prophetic warnings.
[02:48:10.326 --> 02:48:11.326]  We love you.
[02:48:11.326 --> 02:48:12.326]  Thank you, Eric.
[02:48:12.326 --> 02:48:13.326]  Eric.
[02:48:13.326 --> 02:48:14.326]  Eric.
[02:48:14.500 --> 02:48:18.642]  Thank you so much, Alex.
[02:48:18.902 --> 02:48:20.443]  Thank you for telling me my name today.
[02:48:20.763 --> 02:48:21.744]  God bless each and every one.
[02:48:21.784 --> 02:48:22.524]  And this is serious.
[02:48:22.844 --> 02:48:24.285]  Support InfoWars Store.
[02:48:24.725 --> 02:48:26.366]  Get your health food supplements.
[02:48:26.666 --> 02:48:28.086]  I can't plead enough with you.
[02:48:28.347 --> 02:48:30.588]  The food is going to cease to exist.
[02:48:31.428 --> 02:48:33.489]  Well, I called my wife when you were first on.
[02:48:33.549 --> 02:48:37.431]  I said, we got to get in more storable food because you can just I wish it wasn't the case.
[02:48:37.471 --> 02:48:38.091]  You can feel it.
[02:48:38.551 --> 02:48:39.151]  You can see it.
[02:48:39.171 --> 02:48:40.152]  Steve Quayle, thank you so much.
[02:48:41.172 --> 02:48:41.632]  Bye, Alex.
[02:48:42.212 --> 02:48:42.573]  Thank you.
[02:48:43.053 --> 02:48:46.214]  You almost called him Mike Adams earlier, because Mike Adams is on Friday talking about all this.
[02:48:46.714 --> 02:48:47.735]  Great job, Steve Quill.
[02:48:47.775 --> 02:48:51.016]  You know, that's a worst-case scenario, but that's where we're going, folks.
[02:48:51.056 --> 02:48:59.400]  We've gone over the edge here, and everything he's saying is a real, very probable possibility if we don't turn this around.
[02:48:59.900 --> 02:49:02.221]  All right, Kate Daly takes over for the next 46 minutes.
[02:49:03.141 --> 02:49:05.102]  The known Troyer with the War Room, 3 p.m.
[02:49:05.142 --> 02:49:06.363]  today, former political prisoner.
[02:49:07.350 --> 02:49:24.696]  I am going to do a very special broadcast tonight on X. I'm going to do an analysis of all this, and then I'm going to put in-game Blueprint for Global Enslavement out, because it's been so censored everywhere, and I'm going to use, whether Elon's good, bad, or whatever, I'm going to use X to promote the shows.
[02:49:24.736 --> 02:49:32.318]   People tune in to Kate Daly right now, and Steve Quayle, and just, you know, if CNN called and said, we're going to put your show on it, It's 8 p.m.
[02:49:32.338 --> 02:49:32.599]  tonight.
[02:49:32.639 --> 02:49:33.459]  I'd say, go ahead.
[02:49:33.519 --> 02:49:34.640]  I'm not going to change what I'm going to say.
[02:49:35.220 --> 02:49:39.322]  So we're blessed and thankful for all you pushing for that to happen.
[02:49:40.143 --> 02:49:43.705]  But there's definitely a Team Human and a Team Demon thing going on.
[02:49:43.725 --> 02:49:46.526]  There's definitely the death cult and there's the cult of life.
[02:49:46.546 --> 02:49:47.747]  And that's what we're trying to promote here.
[02:49:48.307 --> 02:49:51.769]  Please remember, storewide free shipping, double pay for your points at m4store.com.
[02:49:51.829 --> 02:49:53.010]  Please do your Christmas shopping with us.
[02:49:53.370 --> 02:49:54.591]  Get great products while keeping us on air.
[02:49:55.575 --> 02:49:57.815]  We have Winter Sun, the highest quality D3.
[02:49:57.855 --> 02:49:59.716]  It's still good for your immune system.
[02:49:59.756 --> 02:50:00.516]  Finally back in stock.
[02:50:00.896 --> 02:50:01.736]  It's 40% off.
[02:50:01.756 --> 02:50:04.797]  We have 10-hour clean energy, Turbo Force, X2's selling out.
[02:50:05.177 --> 02:50:08.537]  Copy of my book, The Great Awakening.
[02:50:09.177 --> 02:50:15.138]  And there is a Great Awakening happening, and I know it's critical to keep this broadcast on air, so I'm very, very thankful to all the viewers and all the listeners.
[02:50:15.278 --> 02:50:20.719]  And I almost forgot, I'm on with Elon Musk, and he says, I don't know what you call it when you're anti-globalist.
[02:50:20.779 --> 02:50:23.300]  I said, how about team human, anti-death cult?
[02:50:23.720 --> 02:50:25.200]  He said, yeah, let's adopt team human.
[02:50:26.340 --> 02:50:26.760]  What do you like?
[02:50:27.601 --> 02:50:29.123]  Elon Musk, or aren't sure, or hate him.
[02:50:30.344 --> 02:50:31.965]  We've been talking for years about Team Human.
[02:50:31.985 --> 02:50:33.687]  So we have shirts that are being made right now.
[02:50:33.707 --> 02:50:34.567]  You can pre-order them now.
[02:50:34.948 --> 02:50:35.989]  That funds the operation.
[02:50:36.289 --> 02:50:37.210]  Plus it's a great thing.
[02:50:37.590 --> 02:50:38.451]  And we'll put them on screen.
[02:50:39.452 --> 02:50:40.493]  And it says Team Human.
[02:50:41.173 --> 02:50:42.695]  But it's got the nuclear family in the middle.
[02:50:43.906 --> 02:50:49.186]   and Infowars.com under it and it's got Team Human on the back and there's two different designs of
[02:50:49.186 --> 02:50:52.866]   the shirt. It'll take a week or so to get printed but Christmas will be here so get it after
[02:50:52.866 --> 02:50:57.345]   Christmas but by the probably the new year and that supports the broadcast. It's a fun razor shirt
[02:50:57.345 --> 02:51:02.306]   and it's all about Team Human against the robots against the takeover.
[02:51:02.571 --> 02:51:06.613]  Infowarsstore.com for the Team Human shirts and get them first.
[02:51:06.673 --> 02:51:07.574]  Thank you all for your support.
[02:51:08.014 --> 02:51:13.298]  The great syndicated talk show host and patriot, KateDallyShow.com.
[02:51:13.398 --> 02:51:14.398]  KateDallyShow.com.
[02:51:14.418 --> 02:51:15.139]  Kate Dally takes over.
[02:51:15.159 --> 02:51:17.140]  Thank you so much, Alex.
[02:51:17.160 --> 02:51:18.041]  Really appreciate that.
[02:51:18.181 --> 02:51:19.201]  Wow.
[02:51:19.442 --> 02:51:21.443]  Can't wait to hear tonight what that's going to be.
[02:51:21.503 --> 02:51:21.623]  Wow.
[02:51:22.481 --> 02:51:25.242]  Welcome, and of course, I have a great guest.
[02:51:25.462 --> 02:51:30.083]  I want to talk to him and then I want to talk a little bit about the movie Leave the World Behind.
[02:51:30.703 --> 02:51:35.905]  But let me first introduce you to Ben McClintock from TreeofLibertySociety.com.
[02:51:36.285 --> 02:51:47.071]   He's been a recurring guest on my show, and let me just tell you, Yeah, he's faced a lot of harassment, and the latest harassment is something that everyone needs to know about.
[02:51:47.551 --> 02:52:01.182]  Because of the way they're doing this now, and the way that they're going after people that try to tell the truth, it's been really hard to see this one happen, really hard just to watch how they maneuver in the background.
[02:52:01.262 --> 02:52:09.209]   And I think that Not only do people like this need our support, but this is really where the more money should flow.
[02:52:09.249 --> 02:52:12.352]  It's where things should be really taking a hard look.
[02:52:12.812 --> 02:52:18.898]  We should be taking a hard look because of the ramifications and implications when you tell the truth.
[02:52:19.741 --> 02:52:24.005]  There are only so many people out there in the media that are educating, right?
[02:52:24.485 --> 02:52:25.826]  It's one thing to go to a meeting.
[02:52:25.887 --> 02:52:27.908]  It's another thing to know why you're at the meeting.
[02:52:27.928 --> 02:52:33.413]  Okay, a public meeting, what to say at a public meeting, what to do at a public meeting and what to stand for.
[02:52:33.433 --> 02:52:33.914]  Okay?
[02:52:34.534 --> 02:52:37.317]  And so here is an individual that has been doing that.
[02:52:37.837 --> 02:52:40.859]  And they are systematically going after him in my state.
[02:52:41.199 --> 02:52:44.820]  So I want to kind of let people know what's happening when you try to tell the truth.
[02:52:45.421 --> 02:52:52.524]  And I know that many people are facing a lot of different kinds of attacks, to the J6ers and everything else.
[02:52:53.225 --> 02:52:54.785]  There's all kinds of people that try to stand.
[02:52:54.805 --> 02:52:57.347]  And I don't want to dissuade anyone from standing.
[02:52:57.427 --> 02:52:58.407]  You have to stand up.
[02:52:58.787 --> 02:53:06.211]  But really what this means is that we all need to support the people that do talk out, the people that do educate, the people that do stand up.
[02:53:07.135 --> 02:53:10.577]  Ben McClintock, welcome from TreeofLibertySociety.com.
[02:53:10.977 --> 02:53:17.980]  He's been in the movement for a really long time and he's membership coordinator investigative reporter for Tree of Liberty Society.
[02:53:18.000 --> 02:53:20.441]  He's got a lot of great pieces you need to check out.
[02:53:20.881 --> 02:53:26.084]  Also, prior to that, he was a coordinator for the John Birch Society and co-founder of Defending Utah.
[02:53:26.464 --> 02:53:31.446]  And then also he has been seen on USA Today, Fox News, other regional newspapers.
[02:53:32.406 --> 02:53:47.371]  And so I'm excited to have you and I'm so sad at what's been going on with you and what's been happening to you because all through the years that we've known each other, you have faced a burnt down home, lost everything, you have faced harassment, checkpoints, you name it.
[02:53:47.951 --> 02:53:50.732]  What is the latest that has happened to you, Ben?
[02:53:51.612 --> 02:53:53.313]  Yeah, yeah, thanks for that background.
[02:53:53.333 --> 02:53:54.053]  I appreciate that.
[02:53:54.073 --> 02:53:55.194]  So good to see you again.
[02:53:55.254 --> 02:53:56.054]  So glad to be on the show.
[02:53:57.507 --> 02:54:13.136]  On November 27th, as you know, trying to figure out what the latest motive is, I was outside of my home and all of a sudden I'm looking down the street and I see about 15 to 20 SWAT team members running down the street towards my house.
[02:54:13.817 --> 02:54:15.038]  And I'm wondering, what's going on?
[02:54:15.078 --> 02:54:17.779]  Is this something going on for the neighbor and they're going to tell me to go in the house?
[02:54:18.660 --> 02:54:20.080]  And no, it was actually about me.
[02:54:20.121 --> 02:54:21.741]  They're wondering, you know, is this my house?
[02:54:21.801 --> 02:54:22.602]  Is this where I live?
[02:54:23.411 --> 02:54:33.899]  And thank heavens I was outside because it could have turned much different, maybe even deadly, because they were there to serve a no-knock warrant on my house.
[02:54:35.320 --> 02:54:36.540]  Oh my gosh, okay.
[02:54:37.821 --> 02:54:43.005]  First of all, I can't imagine... They could have barged down the door if I was inside the house and just started trashing the place.
[02:54:43.065 --> 02:54:44.206]  Thankfully I was outside though.
[02:54:45.273 --> 02:54:46.314]  You have a lot of children.
[02:54:46.334 --> 02:54:48.636]  I can't even imagine this scenario.
[02:54:49.276 --> 02:54:50.718]  So what was the reason?
[02:54:50.998 --> 02:54:53.500]  So I'm sure everyone out there is going, well, why would they do this?
[02:54:53.600 --> 02:54:54.721]  Why a no-knock?
[02:54:55.021 --> 02:54:55.542]  What did you do?
[02:54:57.068 --> 02:54:57.968]  What did I do?
[02:54:58.568 --> 02:55:03.209]  According to the Sheriff's Department, I am a hardened drug kingpin leader, I guess.
[02:55:03.849 --> 02:55:07.850]  Because the warrant we found out is completely illegal.
[02:55:07.870 --> 02:55:09.390]  There's a lot of information we can get on that.
[02:55:09.951 --> 02:55:42.185]   But they were suspecting, they said that they had evidence to believe that illegal controlled substances in various forms of production from raw marijuana bud and plants to process THC in the form of THC dab, components of a clandestine lab including glass beakers and jars, Butane chemicals, burners, ovens, camp stoves, marijuana grow equipment such as pots, soil, plants, in various stages of growth, heaters, ventilators, PPE, chemicals, and supplies needed to grow plants indoors.
[02:55:42.365 --> 02:55:53.713]  CO2 emitters, watering supplies, additionally any other item needed to construct, operate, and maintain a clandestine DAB, laboratory, or marijuana grow.
[02:55:57.102 --> 02:55:58.343]  Okay, let me say this.
[02:55:58.403 --> 02:55:59.623]  I've known Ben for a long time.
[02:56:01.504 --> 02:56:05.766]  Okay, you don't drink or smoke or you don't do anything like this.
[02:56:06.086 --> 02:56:09.688]  So how could they come up with a warrant like that?
[02:56:10.048 --> 02:56:11.748]  I'm stunned actually.
[02:56:11.808 --> 02:56:13.569]  How could they come up with a warrant like this?
[02:56:13.629 --> 02:56:14.410]  I don't understand.
[02:56:16.283 --> 02:56:17.564]  It doesn't make sense.
[02:56:17.724 --> 02:56:19.365]  They're actually hiding that information.
[02:56:19.465 --> 02:56:23.807]  The detective, when he started talking to me, I was like, a drug lab?
[02:56:23.827 --> 02:56:24.807]  What are you talking about?
[02:56:25.187 --> 02:56:27.028]  He's like, you have a hose coming out your window, right?
[02:56:28.769 --> 02:56:34.372]  And so I have, yeah, I have a hose coming out my window because I have a 3D printer and I exhaust out the fumes.
[02:56:35.032 --> 02:56:39.194]  And so the only information he really gave me was that I have a hose coming out my window.
[02:56:39.715 --> 02:56:50.839]   And so they had probable cause to believe That's all that they'll give me because it says on the affidavit that supposedly has the evidence, they won't release to me.
[02:56:51.159 --> 02:57:02.672]  I've filed a grammar request, which is my state's version of a Freedom of Information Act request, and tomorrow is the last day that they have to, according to statute, to give it to me.
[02:57:04.597 --> 02:57:06.077]  It's something easy they have on file.
[02:57:06.097 --> 02:57:20.960]  They could just go send and get it to me, but they refused to send me the evidence that they used to collect besides what his verbal description was, is that I have a hose coming out my window and so therefore I have an entire drug lab in my house.
[02:57:22.680 --> 02:57:27.941]  I almost don't have words, which is unique for me.
[02:57:29.601 --> 02:57:36.175]   So if I'm getting this right now, they can make up Any reason at all.
[02:57:36.375 --> 02:57:48.980]  And I mean, we're talking, knowing Ben, you would have to make up all of these reasons, because I know him very well, to get inside somebody's house, to do a no-knock.
[02:57:49.240 --> 02:57:52.142]  They even went as far as a no-knock warrant.
[02:57:52.342 --> 02:57:55.403]  Not even a knock on the door to ask you a question about that.
[02:57:55.963 --> 02:58:01.706]  So, did you have any indication that this was happening at all, against you at all?
[02:58:02.893 --> 02:58:03.553]  No, not a clue.
[02:58:03.953 --> 02:58:05.093]  Totally just out of the blue.
[02:58:05.113 --> 02:58:10.274]  Most of these things that you've talked about were totally out of the blue and no warning in advance that I noticed.
[02:58:11.534 --> 02:58:15.495]  And so a lawyer called me up.
[02:58:15.515 --> 02:58:17.175]  He's a kind of a civil rights lawyer.
[02:58:17.555 --> 02:58:24.137]  And he said, well, you know, send me out the warrant because just just his experience was people don't tell the whole story.
[02:58:24.677 --> 02:58:27.457]  And so just, you know, kind of let me get their side of it.
[02:58:27.477 --> 02:58:29.618]  So I was like, here you go.
[02:58:29.638 --> 02:58:30.618]  Here's the warrant.
[02:58:30.638 --> 02:58:34.198]   And he's like, this is Egregious on its face.
[02:58:34.258 --> 02:58:46.688]  Without the affidavit even, it's egregious because it's a complete violation of the Fourth Amendment, which says that if they have a warrant to search and to seize something, they have to specifically name what is to be searched and what is to be seized.
[02:58:47.228 --> 02:59:03.849]   But in the warrant, it says that any other person on the property or in the home, on the vehicles, as well as described, as well as any vehicle on the property, And so anybody visiting is blanketed into this search warrant.
[02:59:04.209 --> 02:59:07.490]  Any person on the property is in the search warrant.
[02:59:07.510 --> 02:59:13.972]  So this is a completely just unlawful, illegal, unconstitutional search warrant on its face.
[02:59:14.512 --> 02:59:18.253]  And then the fact that they're hiding the affidavit of any supposed evidence, right?
[02:59:18.633 --> 02:59:31.943]   If they had just staked out my home for any amount of time, There's nothing that would even make someone suspect that a hose leads to a drug lab.
[02:59:31.983 --> 02:59:32.784]  It's crazy.
[02:59:33.824 --> 02:59:36.166]  I can't even imagine the reach.
[02:59:36.946 --> 02:59:39.267]  It's not even a reach, it's made up.
[02:59:39.487 --> 02:59:41.148]  I mean, they had to have made this up.
[02:59:41.208 --> 02:59:45.511]  So, with all the cop cars down the street, what stopped them from serving this?
[02:59:47.316 --> 02:59:50.240]  I was, well, from doing the no-knock because I was already outside.
[02:59:50.520 --> 02:59:56.488]  And so you have this huge rush of SWAT team guys, they're bulletproof vests, they're AR-15s right at me.
[02:59:58.261 --> 03:00:00.902]  And, you know, I was out thankfully, right?
[03:00:00.922 --> 03:00:04.563]  Because barge down the door, it says no knock and no announce.
[03:00:04.823 --> 03:00:11.385]  When they barged through my door, they didn't even have to tell me, according to the warrant, the illegal warrant, who they were and why they were there.
[03:00:11.965 --> 03:00:13.886]  And so I've got my kids.
[03:00:14.206 --> 03:00:18.627]  Like you said, I've got a fairly large family and I'm there to protect them.
[03:00:19.287 --> 03:00:22.308]  And so quickly, that kind of a thing could have gotten very bad.
[03:00:22.348 --> 03:00:31.504]   We know that this entire SWAT team, I looked at their record and they have a record of of violence towards others and there was one case that I
[03:00:31.504 --> 03:00:35.484]   read about where they pulled over a guy and they thought he was a drug guy
[03:00:35.484 --> 03:00:38.222]   again and they start beating him up and then they realize that
[03:00:38.222 --> 03:00:42.773]   they got the wrong guy and they continue beating him up according to the report
[03:00:42.773 --> 03:00:47.013]   and another guy that they had that they that they killed in another incident
[03:00:47.178 --> 03:00:52.965]  And then, you know, just throughout the state, we see it all over the country, is these mistaken identities where people die.
[03:00:52.985 --> 03:01:01.396]  And so it could have gotten really bad really fast if I really believed that it was divine providence that I was outside when they decided to storm the house.
[03:01:02.492 --> 03:01:03.252]  A hundred percent.
[03:01:03.453 --> 03:01:04.493]  There's no doubt in my mind.
[03:01:05.274 --> 03:01:15.539]  You know, the reason I asked you on today, and I want people to understand what's happening to the people that try to tell the truth in their states, and about issues in the country right now.
[03:01:16.080 --> 03:01:19.542]  When you try to tell the truth, they target you, and this is a targeting.
[03:01:19.902 --> 03:01:30.408]   There's no reason, if you knew Ben at all, there would be absolutely, you're shocked at the allegation because it's so, It's so insane.
[03:01:31.188 --> 03:01:43.515]  But the sad part is that people go, oh well it's about drugs, so the government has the ability to search for drugs, which is absolutely not true, which is absolutely insane that people kind of give this kind of thing a pass.
[03:01:44.985 --> 03:01:49.367]  It's amazing to me that this is what they had to make up in order to go into your home.
[03:01:49.407 --> 03:01:51.448]  That's how desperate the FBI is.
[03:01:51.488 --> 03:01:54.630]  That's how desperate they are to go after their fellow citizen.
[03:01:55.110 --> 03:01:55.991]  And it makes me sick.
[03:01:56.051 --> 03:01:58.833]  I don't have an ounce of respect for the FBI or the CIA.
[03:01:58.893 --> 03:01:59.333]  Not an ounce.
[03:01:59.373 --> 03:02:01.194]  I've done too much research and too much study.
[03:02:01.254 --> 03:02:01.694]  I can't.
[03:02:01.754 --> 03:02:09.755]   I can't have an ounce of respect for them because of the actions that they take against Against people like you that are bringing things to light
[03:02:09.755 --> 03:02:16.306]   and so I would imagine that they got the go-ahead I would imagine that they got a green light to whatever
[03:02:16.306 --> 03:02:24.275]   they wanted to make up to go after you because We've seen this before you've been targeted before by them
[03:02:24.275 --> 03:02:27.735]   your house mysteriously burnt to the ground you lost everything
[03:02:27.735 --> 03:02:33.536]   To support Ben go to tree of Liberty society comm and and you know what it's gonna take
[03:02:33.556 --> 03:02:39.396]   It's gonna take a lot of people shoring people up against these kinds of actions helping to pay
[03:02:39.396 --> 03:02:45.276]   Lawyer fees helping to take these kinds of things into court where we're supposed to have a just system
[03:02:45.276 --> 03:02:49.236]   We know that that's not true anymore, but it's the only hope we have left
[03:02:50.242 --> 03:02:50.522]  Right.
[03:02:51.043 --> 03:02:56.667]  And when we come back, we'll talk just a little bit more about this situation because I want people to be very aware about what's at stake here.
[03:02:57.067 --> 03:03:01.790]  If we don't help and shore up the people telling the truth, and there's only about 1% left.
[03:03:03.614 --> 03:03:10.499]  There was a big announcement today of all the new AI anchors that will now be present in giving you news.
[03:03:11.339 --> 03:03:16.683]  Sorry to tell you this everyone, but, and I know you guys all know this because I'm saying this very facetiously, they're already there.
[03:03:17.443 --> 03:03:18.744]  We already have AI.
[03:03:19.124 --> 03:03:21.286]  We already have AI penetrating the news.
[03:03:21.446 --> 03:03:24.068]  And so we have about 1% left of the truth tellers.
[03:03:24.708 --> 03:03:30.272]  If we don't shore these people up, if we don't help these people and run to their aid, we will lose them.
[03:03:30.472 --> 03:03:31.813]  There is no doubt in my mind.
[03:03:32.593 --> 03:03:44.600]  And when you see people try to tell the truth, if they have the courage to do so, we need to step in and help as a community of team human, as a community of the fellow man out there.
[03:03:45.060 --> 03:03:57.027]  We need to help those that are getting harassed by the FBI and CIA, that are getting accosted by them, that are getting absolutely unconstitutional actions put against them.
[03:03:57.507 --> 03:03:59.309]  We need to step in and help.
[03:03:59.429 --> 03:04:00.650]  This is where we help out.
[03:04:01.231 --> 03:04:06.816]  I'll be right back on the Alex Jones Show and more with Ben McClintock, Tree of Liberty Society dot com.
[03:04:07.515 --> 03:04:16.378]  Welcome back to the Alex Jones Show and I sure want to thank Alex coming to a close on this year and thank him for allowing me the opportunity to even be here and talk to all of you.
[03:04:16.398 --> 03:04:24.360]  I really appreciate that because he doesn't have to do that but he's nice enough to do that and I really appreciate that and I appreciate the wonderful staff too.
[03:04:24.980 --> 03:04:26.321]  They're fantastic to work with.
[03:04:26.361 --> 03:04:27.201]  He's got a great staff.
[03:04:27.981 --> 03:04:37.384]  I really appreciate having a voice, having a microphone, being able to speak about these things daily on my show and be able to come here and talk on Alex Jones Show.
[03:04:37.464 --> 03:04:38.704]  I really appreciate all of that.
[03:04:39.565 --> 03:04:48.968]  Ben McClintock is my guest and the reason I wanted to bring Ben on is because this barely just happened a few weeks ago and it is amazing to me.
[03:04:52.041 --> 03:05:00.145]  I mean, talk about a guy that would never be accused of having a drug lab in his house.
[03:05:00.425 --> 03:05:03.007]  It would be Ben McClintock out of all the people I know.
[03:05:03.727 --> 03:05:08.049]  And so, this was so insane, and you know, there's a couple of things.
[03:05:08.129 --> 03:05:13.232]  Number one, this reminds me of Lavoie Finnicombe, a true patriot who was gunned down by the FBI.
[03:05:14.332 --> 03:05:26.835]  Who, in the back, who basically talked about the fact that the tone and the tenor of the FBI was changing when they were all in Oregon, and he was in Oregon with the Bundys.
[03:05:26.955 --> 03:05:42.904]   And I remember him on video the day before he died talking about, the day before he was murdered, talking about the tone and tenor for no reason escalating into a type of frenzy And they were doing it all on their own.
[03:05:42.984 --> 03:05:49.650]  There was nothing escalating, they were just talking, and there was nothing happening that would have made that so.
[03:05:50.150 --> 03:05:53.793]  It was just a choice they were making, and I call it badass syndrome.
[03:05:54.294 --> 03:06:12.269]   Because they honestly have this drive and need to look like some sort of, forgive the word, badass, like I'm a badass, you know, like this pride, puffed up pride in whatever they do, whoever they want to accost, whatever unconstitutional thing they want to do to somebody, Is okay because they're the FBI.
[03:06:13.009 --> 03:06:14.710]  And because they're SWAT.
[03:06:15.171 --> 03:06:22.777]  And I look at the huge cost of what the toll of their harassment has been on you and your family simply because you tell the truth.
[03:06:22.897 --> 03:06:25.799]  Simply because you tell the truth about what the legislators are doing.
[03:06:26.179 --> 03:06:30.403]  So I would believe that in some point they have to be giving the green light to this.
[03:06:30.908 --> 03:06:37.473]  What are your thoughts now two weeks later after this horrendous event and scary event for your family?
[03:06:37.933 --> 03:06:38.814]  What are your thoughts?
[03:06:38.894 --> 03:06:40.255]  What are you seeing in the background?
[03:06:41.956 --> 03:06:53.404]  Well, I mean, just that thing, you know, it's one of those things where some people, it was, I think Alex talked about this in the last segment about, you know, we shouldn't, or it was you talking about how we shouldn't be scared to stand forward just because this happens.
