[00:00:00.000 --> 00:00:16.359]  [Music]
[01:05:33.110 --> 01:05:37.215]  But it was a setup, and we cannot fall for that setup again.
[01:05:37.575 --> 01:05:57.102]   So those who decide, anywhere along in this process, If the President is indicted in New York, or if he is indicted in Georgia, or if he is indicted federally, and you want to go to a public protest, keep it peaceful, keep it civil, keep it orderly, keep it legal, because it's a trap.
[01:05:57.482 --> 01:06:09.904]   The only way they can stop this forward momentum of the America First movement is by incorrectly accusing us of trying to foment Insurrection or violence.
[01:06:10.144 --> 01:06:12.265]  They are, in fact, the violent ones.
[01:06:12.585 --> 01:06:13.845]  We know this from history.
[01:06:14.045 --> 01:06:15.726]  They burned down half the country.
[01:06:16.006 --> 01:06:17.746]  But we have a two-tiered justice system.
[01:06:18.106 --> 01:06:21.007]  So BLM and Antifa are not held responsible.
[01:06:21.347 --> 01:06:29.569]  But if you make any intimation that can be read, even if it's unfair, as advocating violence, it is counterproductive.
[01:06:29.809 --> 01:06:31.709]  Absolutely counterproductive.
[01:06:32.189 --> 01:06:35.152]  The America First movement is on a roll, folks.
[01:06:35.552 --> 01:06:37.093]  Don't take the bait.
[01:06:37.474 --> 01:06:43.759]  And remember, not everybody wearing an America First or a Make America Great red cap is really a friend.
[01:06:44.099 --> 01:06:48.222]  Do not be goaded into stupid, senseless acts of violence.
[01:06:48.522 --> 01:06:49.683]  That is what they want.
[01:06:49.904 --> 01:06:53.567]  That's the only thing that can derail Donald Trump at this point.
[01:06:53.807 --> 01:06:54.247]  All right.
[01:06:54.868 --> 01:06:57.149]  StoneZone.com, Roger Stone.
[01:06:57.650 --> 01:06:59.291]  Please join us again coming up in the week.
[01:06:59.311 --> 01:07:00.392]  We've got 30 seconds left.
[01:07:00.472 --> 01:07:01.233]  Any other tidbits?
[01:07:02.575 --> 01:07:05.736]  Look, I think this is a watershed moment.
[01:07:05.756 --> 01:07:08.757]  We're going to know early next week what Alvin Bragg does.
[01:07:08.777 --> 01:07:10.878]  I don't think we know.
[01:07:10.938 --> 01:07:13.259]  I think it is a question that is up in the air.
[01:07:13.339 --> 01:07:17.200]  But Trump has been absolutely right to get out there on offense.
[01:07:17.780 --> 01:07:20.022]  It is combative, pugilistic style.
[01:07:20.382 --> 01:07:34.332]  Take on the prosecutors, whether they're federal or state, in terms of questioning their motives, asserting his influence, and taking the wood to Governor DeSantis, who is now definitely on the descent based on all of the polling.
[01:07:34.712 --> 01:07:35.413]  Trump was right.
[01:07:35.873 --> 01:07:37.334]  I would call it a nosedive.
[01:07:38.935 --> 01:07:39.816]  I would call it that, too.
[01:07:39.836 --> 01:07:42.057]  All right, Roger Stone, thank you so much.
[01:07:43.118 --> 01:07:43.738]  Thanks, Alex.
[01:07:43.778 --> 01:07:44.339]  God bless you.
[01:07:44.773 --> 01:07:50.198]  Alright folks, massive information phone calls coming up on the other side.
[01:07:50.278 --> 01:07:50.798]  Stay with us.
[01:07:50.618 --> 01:08:11.698]  us at SundayNightInfoWars.com.
[01:08:12.227 --> 01:08:14.748]  Let's go ahead and go to Al Killer in Virginia.
[01:08:14.768 --> 01:08:15.689]  You're on the air, go ahead.
[01:08:17.330 --> 01:08:21.032]  So Alex, we've already won.
[01:08:21.452 --> 01:08:44.516]   I noticed that when Tucker mentioned Julian Huxley in UNESCO the other day, and that Robert F. Kennedy Jr., Jimmy Dore interview where he's going through Event 201, And George Dow running that, um, the tabletop exercise and how they were even, they were even wargaming how to do, um, misinformation, what to say if somebody calls it a lab leak.
[01:08:44.856 --> 01:08:45.316]  They're done.
[01:08:46.257 --> 01:08:47.878]  Trump, stay disciplined.
[01:08:49.051 --> 01:08:51.052]  No, I totally agree.
[01:08:51.132 --> 01:08:54.753]  I meant to get to those clips Friday, but I had General Flynn on for an hour and a half.
[01:08:54.813 --> 01:08:55.253]  I didn't.
[01:08:56.293 --> 01:09:03.195]  Everything we're saying that patriots were saying 40 years ago that's all true, that 1% new, now it's mainstream.
[01:09:03.255 --> 01:09:04.375]  That is devastating.
[01:09:04.395 --> 01:09:09.436]  Do you know how many people looked up UNESCO after Tucker brought that up?
[01:09:09.516 --> 01:09:10.697]  People have no idea what it is.
[01:09:11.337 --> 01:09:11.817]  They're done.
[01:09:12.337 --> 01:09:15.778]  They don't know it's the private corporate world government model for depopulation.
[01:09:16.923 --> 01:09:17.443]  Exactly.
[01:09:17.824 --> 01:09:19.585]  And now they're out in the open.
[01:09:19.625 --> 01:09:24.968]  It's clear they needed COVID and they need World War III to right over their banking system.
[01:09:25.288 --> 01:09:27.810]  I'm going to have to right over the banking collapse.
[01:09:27.830 --> 01:09:28.810]  They're looking for an excuse.
[01:09:28.890 --> 01:09:30.331]  I want to echo Carlos real quick.
[01:09:31.292 --> 01:09:32.553]  We need somebody with a plan.
[01:09:32.613 --> 01:09:34.894]  We need an idea with a new currency.
[01:09:35.334 --> 01:09:37.536]  Trump needs to get some ideas going forward.
[01:09:37.556 --> 01:09:39.156]  We need our currency backed by gold.
[01:09:39.397 --> 01:09:41.578]  That's right, because the old system's coming to an end.
[01:09:41.698 --> 01:09:47.335]   We've got to not just fight the old system, we've got to fight for the new system, not
[01:09:47.335 --> 01:09:48.284]  the new system they push.
[01:09:48.284 --> 01:09:54.605]   Yes, and he needs to have people ready to go. He needs to be talking to General Flynn,
[01:09:54.605 --> 01:09:58.125]   he needs to be talking to people, he needs to be talking to Robert F. Kennedy Jr. Could you
[01:09:58.125 --> 01:10:02.204]   imagine if that's his running mate? Well, he almost put him in the cabinet before. He needs
[01:10:02.204 --> 01:10:06.925]   exactly. God bless you, incredible points. Let's talk to Ignacio in Colorado here on the air.
[01:10:06.925 --> 01:10:11.003]  Hey Alex, happy Sunday. God bless you.
[01:10:11.003 --> 01:10:13.003]  Shout out to your father.
[01:10:13.030 --> 01:10:13.850]  Great toothpaste.
[01:10:14.150 --> 01:10:14.650]  Big fan.
[01:10:14.670 --> 01:10:15.150]  Big fan.
[01:10:15.190 --> 01:10:16.050]  Thank you.
[01:10:16.150 --> 01:10:17.050]  I'm loving it so far.
[01:10:17.371 --> 01:10:25.892]  Hey, so my perspective and, you know, I understand that you've been angry towards Trump on the vaccine side of things, right?
[01:10:26.833 --> 01:10:45.628]   But we also got to understand and see it from the lens of the 2020 elections in which he might have gained, you know, and I'm estimating, I don't truly know the right numbers, But he might have gained a good, you know, five to seven million votes just by being in charge of that program, which I hate, by the way.
[01:10:45.668 --> 01:10:46.548]  I'm unvaccinated.
[01:10:48.029 --> 01:10:48.629]  My dad is.
[01:10:48.729 --> 01:10:49.450]  My mom is not.
[01:10:49.510 --> 01:10:50.710]  So, like, we're all kind of split.
[01:10:51.151 --> 01:10:56.693]  But the point is that he gained a certain amount of votes by owning that.
[01:10:57.354 --> 01:11:01.716]  And they were going to use it against him regardless, whether he went with it or he went without it.
[01:11:02.216 --> 01:11:04.157]  They were going to attack him, attack him, attack him.
[01:11:04.835 --> 01:11:05.835]  And use that against them.
[01:11:06.815 --> 01:11:12.817]  So I would say, you know, we got to put that in the rearview mirror and focus on DeSantis because he's stiff state.
[01:11:12.837 --> 01:11:14.577]  He's another George Bush.
[01:11:15.357 --> 01:11:20.798]  And if we put DeSantis out of the fight, it's all over for them.
[01:11:21.399 --> 01:11:23.979]  And that's when things are going to get very scary.
[01:11:23.999 --> 01:11:32.821]  I think Trump, I hate to say it, but he needs to amp up security or whatever it takes, but we need to keep the men safe.
[01:11:34.224 --> 01:11:41.126]  He totally is devastating the deep state with all the talk he's doing lately and all the points he's making.
[01:11:41.226 --> 01:11:42.366]  So Trump is the guy.
[01:11:42.946 --> 01:11:44.686]  The sentence is fake.
[01:11:44.946 --> 01:11:47.747]  Otherwise, he would have sent more than 50 migrants.
[01:11:47.827 --> 01:11:49.747]  He would be sending busloads every day.
[01:11:50.187 --> 01:11:56.469]  All he did was a photo shoot just to collect MAGA points, but the guy's not really MAGA.
[01:11:56.489 --> 01:11:57.729]  All right.
[01:11:58.149 --> 01:11:59.349]  Interesting points, Ignacio.
[01:11:59.369 --> 01:11:59.989]  Thank you, sir.
[01:12:00.009 --> 01:12:01.630]  Another caller from Colorado.
[01:12:01.670 --> 01:12:02.530]  Julio, you're on the air.
[01:12:04.554 --> 01:12:10.357]  Boy, Alejandro, I must say, I picked a good decision moving from the Midwest to the Rocky Mountain West.
[01:12:10.377 --> 01:12:12.719]  A lot of freedom fighters out here, including Ignatius.
[01:12:12.779 --> 01:12:13.459]  Nice to hear.
[01:12:14.180 --> 01:12:31.571]   If I'm putting my Tim Russert hat on, coming from the journalism side, don't love Trump, could care less about the politics, but as all your callers have mentioned, he goes nowhere without a strong cabinet, a strong base of people where They don't stab him in the back.
[01:12:31.671 --> 01:12:38.981]  He's not taking advice from a rights previous or Sean Hannity or all these types of bozos, right?
[01:12:39.142 --> 01:12:51.655]   It's quite clear, listening from the callers, that Trump is going to need a strong VP candidate a strong everything. And moving forward, he's got to be on
[01:12:51.655 --> 01:12:57.046]   the offense, talking about the deep state, shining the light on these types of people. Stop messing
[01:12:57.046 --> 01:13:01.636]   around during your campaign speeches if you really want to galvanize the rest of the public.
[01:13:01.636 --> 01:13:06.025]   Because I tell you what, I see it in my small town in northern Colorado.
[01:13:06.222 --> 01:13:07.363]  I see it in Denver.
[01:13:07.544 --> 01:13:08.865]  I see it back in the Midwest.
[01:13:09.145 --> 01:13:16.210]  People are waking up and it's only going to get crazier before November 24 comes around.
[01:13:17.011 --> 01:13:18.872]  And I'm talking about bank collapse.
[01:13:18.932 --> 01:13:20.193]  I'm talking about weather wars.
[01:13:20.253 --> 01:13:23.936]  I'm talking about trade derailments, etc., etc., etc., Alex.
[01:13:24.937 --> 01:13:25.578]  I agree with you.
[01:13:25.698 --> 01:13:29.621]  And I like the super hardcore rhetoric we're getting from Trump right now.
[01:13:31.278 --> 01:13:32.058]  No, absolutely.
[01:13:33.019 --> 01:13:41.543]  Who's talked about this in the last, say, three decades in American politics other than Ron Paul, other than people who were considered super fringe?
[01:13:41.663 --> 01:13:49.447]  Now that it's on Saturday Night Live when Woody Harrelson's talking about the real drug pushers of this country, to even Bill Maher.
[01:13:50.211 --> 01:13:52.533]  People are hungry for more, as you said.
[01:13:52.633 --> 01:13:53.173]  Exactly.
[01:13:53.193 --> 01:13:58.217]  We the people have moved the needle towards reality, and Trump's just riding in on a surfboard.
[01:13:58.497 --> 01:14:02.000]  But if he does it, great, because nobody else wants to surf that populous wave.
[01:14:02.040 --> 01:14:02.700]  Great points, Julio.
[01:14:02.720 --> 01:14:03.381]  Good to hear from you.
[01:14:03.721 --> 01:14:05.942]  Candace, thanks for holding from Tennessee.
[01:14:05.982 --> 01:14:06.603]  You're on the air.
[01:14:06.623 --> 01:14:08.344]  Hey, Alex.
[01:14:08.424 --> 01:14:16.430]  Hey, when we climb through the window, we're not getting sacrificed in Trump's Ashley Babbitt pageant.
[01:14:17.309 --> 01:14:21.130]  Trump has to win because he has sacrificed Ashley Babbitt.
[01:14:21.150 --> 01:14:23.911]  Now he has to make a memorial for her at the Capitol.
[01:14:24.612 --> 01:14:28.353]  And he has been involved in genocide.
[01:14:28.413 --> 01:14:33.815]  He has been involved in crimes against humanity, which are sociological and biological experiments.
[01:14:34.235 --> 01:14:40.097]  We need to hold his attention and hold him hostage to reprogram him because he took the Pfizer shot.
[01:14:40.577 --> 01:14:41.817]  He took the Pfizer money.
[01:14:41.917 --> 01:14:42.458]  We did it.
[01:14:43.158 --> 01:14:46.379]  We need to use him as a game piece because Trump's had pageants.
[01:14:46.792 --> 01:14:48.653]  He's been at the WWF Wrestling.
[01:14:48.713 --> 01:14:52.795]  He's had game boards, casinos, reality shows on NBC, golf courses.
[01:14:53.255 --> 01:14:54.696]  So he's the perfect piñata.
[01:14:55.557 --> 01:14:56.257]  No, I agree with you.
[01:14:56.297 --> 01:15:02.400]  We've got to dominate Trump and make him be what we want instead of other special interests.
[01:15:02.420 --> 01:15:03.521]  And what you said is so important.
[01:15:03.541 --> 01:15:07.203]  Whatever politician it is, the people are the dog.
[01:15:07.243 --> 01:15:07.923]  They're the tail.
[01:15:07.983 --> 01:15:11.005]  We don't want the tail wagging the dog, Candace.
[01:15:11.585 --> 01:15:13.206]  We're here to protect our rights.
[01:15:13.986 --> 01:15:15.267]  And that is it.
[01:15:15.939 --> 01:15:19.740]  And Ashley Bibut was sacrificed on January 6th.
[01:15:19.800 --> 01:15:21.060]  That was 666.
[01:15:21.560 --> 01:15:24.881]  And that was in front of all of her big brother people that she loved.
[01:15:24.921 --> 01:15:28.461]  All the police just watching her get hoisted up through the window and then shot.
[01:15:28.481 --> 01:15:30.142]  Them watching her die.
[01:15:30.202 --> 01:15:31.102]  Alright, I hear your call.
[01:15:31.222 --> 01:15:32.062]  I appreciate your call.
[01:15:32.482 --> 01:15:34.563]  Kim in Long Island, New York.
[01:15:34.623 --> 01:15:37.203]  You're on the air.
[01:15:37.223 --> 01:15:38.163]  Alex, pleasure.
[01:15:38.343 --> 01:15:40.584]  I'm like almost flabbergasted I'm speaking with you.
[01:15:40.604 --> 01:15:45.096]   I am so So, so blessed to have you in my life during this time.
[01:15:45.576 --> 01:15:47.297]  I can't believe people are not supporting you enough.
[01:15:47.317 --> 01:15:47.577]  Thank you.
[01:15:48.098 --> 01:15:53.741]  Everybody should be buying every day, every day even a product, even every week or once a month.
[01:15:54.241 --> 01:15:55.702]  But needless to say, I digress.
[01:15:56.163 --> 01:15:59.945]  I really, really don't see anybody talking about Trump's foreign policy.
[01:16:00.405 --> 01:16:01.486]  He was a master.
[01:16:01.886 --> 01:16:02.967]  He is a master.
[01:16:03.447 --> 01:16:06.890]  We know that it's going to be a Reaganist moment when he gets inaugurated.
[01:16:07.250 --> 01:16:07.950]  It's just like that.
[01:16:07.990 --> 01:16:10.752]  It would be just like that when Reagan got inaugurated.
[01:16:11.092 --> 01:16:11.653]  What happened?
[01:16:12.053 --> 01:16:13.534]  Iran released everybody.
[01:16:13.874 --> 01:16:15.055]  This is how it would be.
[01:16:15.075 --> 01:16:16.696]  We would be imposing threat.
[01:16:17.116 --> 01:16:18.217]  We'd be posturing.
[01:16:18.697 --> 01:16:22.480]  So my ultimate question is, what happens if they steal this?
[01:16:23.020 --> 01:16:24.361]  What happens if they steal this?
[01:16:24.661 --> 01:16:25.782]  What are we going to do?
[01:16:27.623 --> 01:16:32.724]  For all medicinal purposes, this man should be the one that saves us.
[01:16:32.744 --> 01:16:35.745]  Because DeSantis has no foreign policy.
[01:16:35.765 --> 01:16:36.465]  He has nothing.
[01:16:36.505 --> 01:16:39.026]  I don't want someone to prove to me what he can do.
[01:16:39.446 --> 01:16:40.986]  I want a proven master.
[01:16:43.347 --> 01:16:45.347]  Well, it looks like we're going to have Trump as the nominee.
[01:16:45.427 --> 01:16:46.988]  You know, we're a year and a half out.
[01:16:47.008 --> 01:16:50.088]  But imagine what the deep state's going to do, though, Kim.
[01:16:50.108 --> 01:16:51.069]  They're going to go crazy.
[01:16:52.249 --> 01:16:52.509]  Yeah.
[01:16:52.669 --> 01:16:59.787]   I mean, you know what's so wild, Alex, is that when he walked out the door, I think he started seeing everything that he didn't.
[01:16:59.807 --> 01:17:03.088]  You know, his ego, I'm sorry, it is powerful.
[01:17:03.408 --> 01:17:06.869]  And I think his ego couldn't let him know that it was so fantastical.
[01:17:07.409 --> 01:17:08.629]  I think he saw all this.
[01:17:08.769 --> 01:17:09.350]  No, you're right.
[01:17:09.390 --> 01:17:11.190]  He's definitely gotten an education.
[01:17:11.230 --> 01:17:11.870]  Thank you, Kim.
[01:17:11.890 --> 01:17:16.152]  All right, Bart and many others, your calls are straight ahead on the other side of this quick break.
[01:17:16.472 --> 01:17:19.773]  And then Owen Schroer takes over for Sunday Night Live, 6 to 8 p.m.
[01:17:19.813 --> 01:17:20.073]  Central.
[01:17:21.804 --> 01:17:22.944]  All right, last segment.
[01:17:22.964 --> 01:17:24.125]  I'll be back tomorrow, 11 a.m.
[01:17:24.165 --> 01:17:25.625]  Central, with the regular Alex Jones Show.
[01:17:25.645 --> 01:17:26.285]  Please spread the word.
[01:17:26.305 --> 01:17:27.906]  That's how we reach new people, and I thank you.
[01:17:28.586 --> 01:17:29.707]  We got loaded phone lines.
[01:17:29.727 --> 01:17:32.147]  We'll get to every person I can, so we can each call her about a minute.
[01:17:32.667 --> 01:17:33.608]  Bart in Georgia.
[01:17:33.688 --> 01:17:34.628]  You're on the air, Bart.
[01:17:34.648 --> 01:17:35.048]  Go ahead.
[01:17:37.069 --> 01:17:37.909]  Yes, sir.
[01:17:38.069 --> 01:17:50.193]  This possible indictment of Trump is, I think, is really a disguise for an assassination attempt, because Trump's Secret Service is substantially less than any sitting president.
[01:17:51.133 --> 01:17:52.314]  And they're going to try to kill him.
[01:17:52.374 --> 01:17:53.074]  He shouldn't go.
[01:17:53.134 --> 01:18:00.178]  He should just barricade himself inside of Mar-a-Lago and then call for his protesters to block the feds from coming in.
[01:18:02.179 --> 01:18:08.342]  Well, he said he's ready to be assassinated, but definitely, I think what he's doing, the power structure is going to come after him.
[01:18:08.362 --> 01:18:11.544]  It doesn't mean he's perfect, but they see him as a threat to their power.
[01:18:13.145 --> 01:18:21.438]   Yeah, and I think his threats of protest was what made them back down because what they're afraid of There's another January 6th.
[01:18:21.478 --> 01:18:24.739]  That's why they're trying to set everybody up because they're so afraid.
[01:18:24.779 --> 01:18:25.339]  No, I agree.
[01:18:25.359 --> 01:18:27.000]  They're afraid of a real January 6th.
[01:18:27.040 --> 01:18:28.360]  People weren't trying to take over then.
[01:18:30.241 --> 01:18:31.941]  And if we wanted to, we could.
[01:18:33.461 --> 01:18:34.082]  Absolutely.
[01:18:34.102 --> 01:18:35.102]  Appreciate your call, Mark.
[01:18:35.142 --> 01:18:36.102]  Thanks for holding to say that.
[01:18:36.462 --> 01:18:37.142]  Mark in Brooklyn.
[01:18:37.182 --> 01:18:37.522]  Go ahead.
[01:18:38.543 --> 01:18:39.063]  Yeah, Alex.
[01:18:39.103 --> 01:18:39.963]  How you doing, my bro?
[01:18:40.183 --> 01:18:40.603]  Good, brother.
[01:18:40.983 --> 01:18:41.843]  Love you, man.
[01:18:41.863 --> 01:18:42.163]  Love you.
[01:18:42.183 --> 01:18:42.864]  You're the best.
[01:18:42.884 --> 01:18:46.545]  Listen, I think Trump is using the psychosocial on these people.
[01:18:46.585 --> 01:18:47.205]  You know what I'm saying?
[01:18:47.225 --> 01:18:48.125]  When he's threatening them.
[01:18:48.572 --> 01:18:52.532]   You know, trying to put them out there, trying to make them do things to show the American
[01:18:52.532 --> 01:18:57.212]   people what they're really like, you know, to put them out there.
[01:18:57.212 --> 01:18:58.212]  You know what I mean?
[01:18:58.212 --> 01:19:06.131]   And I was asking, I wanted to ask the question, who can we, how can we establish and put together
[01:19:06.131 --> 01:19:10.372]   a rally or, you know, a march to get these people arrested, to start arresting these
[01:19:10.372 --> 01:19:11.372]  people already?
[01:19:11.372 --> 01:19:12.851]  How can we start doing this?
[01:19:12.851 --> 01:19:15.411]   Well, I mean, he's having rallies everywhere calling for their arrest.
[01:19:15.411 --> 01:19:16.411]  I think it's happening, brother.
[01:19:16.411 --> 01:19:19.610]   I don't think one rally is going to do it, but I mean, that's why this rhetoric is so
[01:19:19.610 --> 01:19:20.610]  powerful.
[01:19:20.610 --> 01:19:21.610]  He's saying these are criminals.
[01:19:21.610 --> 01:19:22.610]  They've hijacked your country.
[01:19:22.610 --> 01:19:24.851]  They want to destroy you and we've got to arrest them.
[01:19:24.851 --> 01:19:25.851]  I think he's doing it.
[01:19:25.851 --> 01:19:26.851]  Okay.
[01:19:26.851 --> 01:19:27.851]  Okay.
[01:19:27.851 --> 01:19:27.851]  Okay, cool.
[01:19:27.851 --> 01:19:37.851]  [BLANK_AUDIO]
[01:19:29.004 --> 01:19:32.285]  Other than that, like, I mean, I'm going to start trying to do it here in Brooklyn.
[01:19:32.305 --> 01:19:33.166]  I'm trying already.
[01:19:33.246 --> 01:19:42.710]  Trying to get people to come together and to go down to the legislation office in downtown Brooklyn and, you know, start doing the same thing.
[01:19:43.090 --> 01:19:44.290]  Well, that's your First Amendment right?
[01:19:44.390 --> 01:19:46.251]  And just don't get provocateured, and I'm sure you won't.
[01:19:46.611 --> 01:19:47.351]  God bless you, Mark.
[01:19:47.371 --> 01:19:47.972]  Thanks for holding.
[01:19:48.272 --> 01:19:48.832]  Getting to everybody.
[01:19:48.852 --> 01:19:49.552]  I hate to cut people off.
[01:19:49.572 --> 01:19:50.893]  These are great calls, but thanks everybody.
[01:19:51.253 --> 01:19:52.213]  Gary in New York.
[01:19:52.273 --> 01:19:53.194]  Another call from New York.
[01:19:53.214 --> 01:19:53.594]  You're on the air.
[01:19:54.870 --> 01:19:56.311]  Hey, thank you, Alex.
[01:19:56.371 --> 01:19:59.693]  Long-time listener, first-time caller, and thank you very much for your story.
[01:19:59.734 --> 01:20:05.097]  I was on the fence for a very long time, but I've gotten a couple of your products and no complaints.
[01:20:05.377 --> 01:20:05.658]  Thank you.
[01:20:05.918 --> 01:20:11.142]  Anybody else that is on the fence, you're afraid to buy something online, look up virtual credit cards.
[01:20:11.782 --> 01:20:12.803]  They protect your account.
[01:20:12.843 --> 01:20:13.663]  They've stopped a lot.
[01:20:14.504 --> 01:20:15.605]  On to Trump real quick.
[01:20:16.325 --> 01:20:24.071]  I'm worried that they're going to use some kind of event to start up something similar to January 6th.
[01:20:25.374 --> 01:20:31.898]  And anybody that's at an event that may have somebody trying to do something wrong, we've got to stop it.
[01:20:31.918 --> 01:20:33.039]  We got to put a stop to it.
[01:20:33.479 --> 01:20:41.464]  We can't do another January 6th where you have a few people breaking windows and opening doors and then allowing people in.
[01:20:41.484 --> 01:20:45.586]  As far as Trump, I'm worried now.
[01:20:45.606 --> 01:20:47.107]  I think you reported it.
[01:20:47.147 --> 01:20:48.168]  Correct me if I'm wrong.
[01:20:48.601 --> 01:20:51.665]  The CIA being concerned about a civil war in the country.
[01:20:51.745 --> 01:20:51.965]  Yes.
[01:20:52.846 --> 01:21:00.235]  What if they use Trump, not, you know, him being involved, but what if they trigger something to spark that?
[01:21:01.227 --> 01:21:02.368]  They can do anything.
[01:21:02.388 --> 01:21:03.289]  We're in a war with them.
[01:21:03.329 --> 01:21:04.069]  They can do stuff.
[01:21:04.110 --> 01:21:04.810]  We can do stuff.
[01:21:04.830 --> 01:21:06.251]  But I absolutely hear what you're saying.
[01:21:06.271 --> 01:21:09.854]  And that's why we've got to have good people everywhere documenting what's happening.
[01:21:09.894 --> 01:21:10.715]  I didn't get to it tonight.
[01:21:10.755 --> 01:21:11.456]  I will tomorrow.
[01:21:11.976 --> 01:21:17.821]  New police footage of the Metro Police, not the Capitol Police, helping storm the Capitol.
[01:21:18.201 --> 01:21:19.302]  Such a giant development.
[01:21:19.322 --> 01:21:21.224]  We'll be covering it tomorrow at 11 a.m.
[01:21:21.244 --> 01:21:21.584]  Central.
[01:21:21.604 --> 01:21:22.285]  Thank you, Gary.
[01:21:22.725 --> 01:21:23.966]  Gold in Arizona.
[01:21:24.006 --> 01:21:24.546]  You're on the air.
[01:21:24.586 --> 01:21:24.867]  Go ahead.
[01:21:26.914 --> 01:21:52.632]  Yeah, my point about Trump is he talks about fighting the deep state and he's going to end them, but really he needs to end the Federal Reserve because the only meaningful and substantive regime on earth is the bankers and the only regime change that matters is changing the bankers and putting, repealing the amendment that gave them the right to coin our money and putting it back into the hands of the people.
[01:21:54.209 --> 01:21:59.570]  You're talking about what happened in 1913, and you're dead on, and Trump is starting to criticize the private Federal Reserve.
[01:21:59.610 --> 01:22:00.250]  You're absolutely right.
[01:22:00.550 --> 01:22:02.530]  Let's go to the top of the pyramid, who's really running it.
[01:22:03.691 --> 01:22:03.971]  All right.
[01:22:03.991 --> 01:22:04.851]  Top of the list.
[01:22:05.051 --> 01:22:05.911]  Thank you for calling.
[01:22:05.931 --> 01:22:06.491]  Thanks for holding.
[01:22:06.511 --> 01:22:07.231]  Incredible point.
[01:22:07.731 --> 01:22:08.852]  These are all incredible callers.
[01:22:08.992 --> 01:22:09.972]  Lewis in Wyoming.
[01:22:10.012 --> 01:22:10.372]  Go ahead.
[01:22:10.392 --> 01:22:12.332]  Hey, Alex.
[01:22:12.372 --> 01:22:12.932]  How goes it?
[01:22:13.152 --> 01:22:13.852]  Much love, brother.
[01:22:14.853 --> 01:22:18.413]  Yes, I just want to say I'm worried about this becoming a cult of personality.
[01:22:19.093 --> 01:22:21.914]  Donald Trump is talking about promoting freedom.
[01:22:23.010 --> 01:22:28.598]  If you actually look at what he's promoting, it's the exact same thing the WF is promoting as the 15 Minute Cities.
[01:22:29.419 --> 01:22:30.541]  I'm a little bit worried about this.
[01:22:30.621 --> 01:22:34.367]  I mean, this is the same guy that was under the lockdown.
[01:22:34.667 --> 01:22:39.314]  He's the same guy still touting his vaccine that he saved millions of lives.
[01:22:40.009 --> 01:22:41.690]  I don't believe him as far as I can throw him.
[01:22:41.950 --> 01:22:44.691]  Well, most of what you say is legitimate in the first part.
[01:22:45.031 --> 01:22:47.592]  His new freedom cities are brand new cities.
[01:22:48.492 --> 01:22:49.812]  The left doesn't want any new cities.
[01:22:49.852 --> 01:22:51.613]  They want to control our old cities.
[01:22:51.673 --> 01:22:53.374]  So I think you're wrong on the first point.
[01:22:53.414 --> 01:22:54.514]  I think you're right about the other points.
[01:22:55.414 --> 01:22:57.115]  I just want to say, let's be careful here.
[01:22:57.135 --> 01:22:58.995]  Let's not become a cult of personality.
[01:22:59.296 --> 01:23:01.916]  Let's not just say Trump is our savior because he's not.
[01:23:01.976 --> 01:23:02.597]  Jesus Christ is our savior.
[01:23:02.617 --> 01:23:03.237]  1776 is our savior.
[01:23:07.352 --> 01:23:08.172]  God bless you, brother.
[01:23:08.232 --> 01:23:08.992]  I hear your point.
[01:23:09.493 --> 01:23:11.093]  Michael in Kansas, you're on the air.
[01:23:12.053 --> 01:23:12.894]  Yes, sir.
[01:23:12.954 --> 01:23:14.034]  Thank you for taking my call.
[01:23:15.454 --> 01:23:15.754]  Welcome.
[01:23:16.515 --> 01:23:19.155]  Alright, my point is I think it's a big rope-a-dope.
[01:23:20.236 --> 01:23:25.077]  I think they pretty much calculate that he's a shoe-in for the nomination.
[01:23:25.957 --> 01:23:34.760]  And I honestly think they just called Bill Clinton and Clinton said, well, all you gotta do is just get a third-party candidate like Ross Perot.
[01:23:35.695 --> 01:23:48.678]  I agree with you that they're going to try a populist third party candidate to split the vote.
[01:23:48.718 --> 01:23:49.738]  Who would that candidate be?
[01:23:49.557 --> 01:23:54.297]   I don't even think it has to be populist. I just think it's the Republicans, the
[01:23:54.297 --> 01:24:00.896]   establishment Republicans, Jeb Bush, right? They dig him up from the bayou or
[01:24:00.896 --> 01:24:09.096]   whatever. So how do we counter that, Michael? Well, you know, Trump's not a team player.
[01:24:09.339 --> 01:24:10.259]  He's an enforcer.
[01:24:11.019 --> 01:24:11.339]  Okay?
[01:24:11.459 --> 01:24:19.141]  But somehow, he's gotta get somebody that's semi-establishment Republican to be on his ticket.
[01:24:19.761 --> 01:24:22.261]  Whether that's a Ted Cruz or somebody.
[01:24:22.401 --> 01:24:27.942]  But he's gotta have somebody that's gonna be a... I hate to say this, but a legitimate Republican.
[01:24:29.142 --> 01:24:30.423]  You know?
[01:24:30.763 --> 01:24:31.643]  That's my only thought.
[01:24:32.455 --> 01:24:32.915]  No, you're right.
[01:24:32.935 --> 01:24:35.256]  The Republican Party will run a third party can again against him.
[01:24:35.577 --> 01:24:36.777]  And I'll be talking about that all week.
[01:24:36.797 --> 01:24:37.538]  You're totally right.
[01:24:37.638 --> 01:24:38.718]  That's the race in the hole.
[01:24:39.098 --> 01:24:40.079]  That's why I love taking calls.
