[00:00:00.000 --> 00:00:18.000]  [Outro]
[01:06:50.458 --> 01:06:52.299]  They're trying to tell you there aren't good people.
[01:06:52.419 --> 01:06:52.919]  You're good.
[01:06:53.319 --> 01:06:53.880]  You're watching.
[01:06:53.920 --> 01:06:54.420]  You're listening.
[01:06:54.460 --> 01:06:55.080]  You love God.
[01:06:55.140 --> 01:06:55.860]  You love justice.
[01:06:55.900 --> 01:06:56.561]  You know you're good.
[01:06:57.021 --> 01:06:59.042]  And I don't even give those people attacking any attention.
[01:06:59.082 --> 01:07:01.543]  Most of them are bots or on the enemy's side.
[01:07:01.583 --> 01:07:03.264]  But just, that's a lie, folks.
[01:07:03.864 --> 01:07:05.064]  I'm anti-abortion.
[01:07:05.124 --> 01:07:05.845]  I'm pro-God.
[01:07:05.905 --> 01:07:06.705]  I'm pro-America.
[01:07:06.785 --> 01:07:07.706]  I'm pro-sovereignty.
[01:07:08.106 --> 01:07:09.206]  I'm pro-capitalism.
[01:07:09.386 --> 01:07:10.767]  I am pro-medical freedom.
[01:07:12.428 --> 01:07:13.468]  And that's what I do 24-7.
[01:07:16.809 --> 01:07:19.712]  And I'm against taking your guns, 100%.
[01:07:19.792 --> 01:07:21.894]  I'm not against gun safety training.
[01:07:23.196 --> 01:07:25.418]  Which the media spends, oh, Jones is pro-anti-gun.
[01:07:25.478 --> 01:07:28.201]  No, I mean training people how to use a gun.
[01:07:29.622 --> 01:07:33.466]  Training people about gun safety and how to shoot and how to clean it, how to store it.
[01:07:34.427 --> 01:07:37.831]  They try to get rid of that at, you know, the public schools that still have it, the YMCA.
[01:07:37.871 --> 01:07:39.513]  And I notice how the enemy works.
[01:07:42.125 --> 01:07:50.008]  They'll come out and they'll say, oh, Jones is anti-establishment, and they'll say, oh, Jones is an FBI informant.
[01:07:51.208 --> 01:07:56.730]  Why, Jones, when they were trying to indict Owen Schroer, they had indicted Owen.
[01:07:56.770 --> 01:08:00.552]  They said, if you just give us your cell phone, we won't put him in jail.
[01:08:01.212 --> 01:08:02.912]  Now, my lawyers looked at my cell phone.
[01:08:03.012 --> 01:08:05.133]  I knew I wasn't involved in January 6th attack on the Capitol.
[01:08:05.693 --> 01:08:10.155]  So we sent them a letter back and said, yeah, you give us blanket immunity, we'll give you the cell phone because there's nothing on it.
[01:08:11.536 --> 01:08:15.679]  And they leaked it to the news saying Jones is offering the cell phone of Trump.
[01:08:16.659 --> 01:08:17.660]  Trump wasn't on the cell phone.
[01:08:18.560 --> 01:08:19.521]  Hadn't talked to him in over a year.
[01:08:19.541 --> 01:08:21.842]  I had lawyers check the whole thing.
[01:08:22.463 --> 01:08:24.684]  I sat there and read hundreds of pages of text messages.
[01:08:24.724 --> 01:08:25.084]  Nothing there.
[01:08:27.646 --> 01:08:28.527]  And then they spin that.
[01:08:28.767 --> 01:08:29.607]  Oh, Jones!
[01:08:30.188 --> 01:08:31.028]  Remember all the headlines?
[01:08:31.048 --> 01:08:32.089]  New York Times, Washington Post.
[01:08:32.409 --> 01:08:33.510]  Jones has come out.
[01:08:34.050 --> 01:08:36.411]  He's going to turn state's evidence on January 6th.
[01:08:37.412 --> 01:08:41.732]   And I talked to him and I said, We're not going to give them the phone.
[01:08:41.752 --> 01:08:42.292]  They're screwing us.
[01:08:42.332 --> 01:08:43.353]  He's like, yeah, screw them.
[01:08:43.713 --> 01:08:44.754]  So they put Owen in jail.
[01:08:45.195 --> 01:08:45.875]  But he's out now.
[01:08:46.155 --> 01:08:48.838]  But I mean, that's how this works.
[01:08:49.418 --> 01:08:50.279]  The cop pulls you over.
[01:08:50.319 --> 01:08:50.919]  You're not drinking.
[01:08:50.959 --> 01:08:51.420]  Are you drinking?
[01:08:51.460 --> 01:08:51.700]  No.
[01:08:52.240 --> 01:08:53.221]  That's not state evidence.
[01:08:53.782 --> 01:08:54.843]  I didn't work with the system.
[01:08:54.903 --> 01:08:55.823]  I wasn't with the man.
[01:08:56.744 --> 01:08:57.365]  Have you been drinking?
[01:08:57.405 --> 01:08:57.625]  No.
[01:08:58.185 --> 01:08:58.986]  Why'd you pull me over?
[01:08:59.346 --> 01:09:00.427]  Oh, you crossed the yellow line.
[01:09:00.467 --> 01:09:00.928]  Yeah, right.
[01:09:01.628 --> 01:09:02.989]  But that's how they work, folks.
[01:09:03.290 --> 01:09:06.532]  I see through roads colored darkly, as the Bible says.
[01:09:07.093 --> 01:09:08.914]  I don't have godlike omniscience or anything.
[01:09:09.355 --> 01:09:10.236]  One trillionth close to it.
[01:09:10.676 --> 01:09:12.557]  But I sure as hell love God and love justice.
[01:09:12.998 --> 01:09:13.698]  And I'm real.
[01:09:13.919 --> 01:09:16.261]  And the idea that we're not real...
[01:09:17.256 --> 01:09:21.818]  And the idea that we're not trying to turn things around is a lie.
[01:09:22.178 --> 01:09:24.780]  And so, question me, investigate me.
[01:09:25.240 --> 01:09:35.004]  But you should really investigate the people, listen to me, that tell you I can't be trusted and I'm loyal opposition, I'm a fed with no evidence.
[01:09:35.825 --> 01:09:37.325]  Investigate me when they say that.
[01:09:38.126 --> 01:09:40.747]  But double investigate who are these people.
[01:09:41.647 --> 01:09:44.368]  Because I can tell you right now, I'm as real as it gets, and I know I am.
[01:09:45.048 --> 01:09:56.911]  And so that's just another message to you, because that's the last hurdle we gotta go over, is all these people that sit there and say that I work for the Vatican, or the Israelis, all this crap.
[01:09:57.451 --> 01:10:02.093]  I don't work for the Baptists, the Masons, the Israelis, the Vatican, or the Easter Bunny.
[01:10:02.553 --> 01:10:08.254]  I work for God and the truth, and we've been here 29 years, and Christ said, Judges read my truths.
[01:10:08.735 --> 01:10:09.795]  I'm not here defending myself.
[01:10:10.615 --> 01:10:14.839]  I just want you all to think about how the enemy tries to divert you.
[01:10:15.440 --> 01:10:16.160]  So let's just do this.
[01:10:16.201 --> 01:10:17.161]  Let's say I'm a bad guy.
[01:10:17.322 --> 01:10:18.022]  Let's move on from that.
[01:10:18.423 --> 01:10:19.263]  You know you're good.
[01:10:19.524 --> 01:10:21.185]  Now take action against the New World Order.
[01:10:21.906 --> 01:10:23.608]  Well, the pig of the battle is here right now.
[01:10:25.339 --> 01:10:26.880]  And I was just talking to the crew during the break.
[01:10:26.960 --> 01:10:29.301]  Man, this is a two plus hour interview with Elon Musk.
[01:10:29.702 --> 01:10:31.783]  We're trying to boil it down to 45 minutes for tomorrow.
[01:10:32.123 --> 01:10:36.005]  Chase Geyser takes over in like 35 minutes, 37 minutes, or 27 minutes.
[01:10:36.506 --> 01:10:38.367]  It is unbelievably powerful.
[01:10:38.467 --> 01:10:40.968]  I mean, Elon Musk has never said stuff like this.
[01:10:41.288 --> 01:10:43.269]  The New World Order wants to kill us, global government.
[01:10:43.490 --> 01:10:46.111]  They're going to crap their New World Order pants when this goes out.
[01:10:49.153 --> 01:10:52.575]  But I went to break late and couldn't play this clip.
[01:10:54.051 --> 01:10:56.400]  So here is John Bowne's latest clip.
[01:10:56.781 --> 01:10:58.488]  This is a really important report.
[01:10:58.929 --> 01:10:59.833]  It's a Bandai video.
[01:10:59.653 --> 01:11:11.813]  Here it is.
[01:11:12.187 --> 01:11:12.587]  It's the cult.
[01:11:12.687 --> 01:11:13.849]  I mean, it's the cult of cults.
[01:11:14.850 --> 01:11:15.831]  It's the cult of truth.
[01:11:16.051 --> 01:11:18.935]  It is no different with the climate change cult.
[01:11:19.415 --> 01:11:31.349]   Many people who are in the middle of Manhattan and have maybe ever never been on the other side of the Hudson River Uh, can have these ideas in their heads somehow, that we could eliminate fossil fuels.
[01:11:31.669 --> 01:11:33.511]  Well, it's a recipe for mass suicide.
[01:11:33.531 --> 01:11:46.445]  Uh, it's just quite amazing that someone that is in government, actually elected to the government of the United States of America, would propose that we eliminate all fossil fuels in 12 years.
[01:11:47.586 --> 01:11:57.249]  It would basically begin a process of cannibalization amongst the human species, because the food could not be delivered to the stores in the middle of the cities anymore.
[01:11:57.429 --> 01:12:11.333]  Recently, at the 28th Annual United Nations Climate Change Conference, also known as COP28, Pope Francis issued an apostolic exhortation to fuel the climate crisis scion.
[01:12:11.573 --> 01:12:16.094]  These people won't stop until all life on planet Earth is no more.
[01:12:16.614 --> 01:12:29.065]  Are you seriously suggesting we should be pumping more stuff in, polluting the earth more, building more coal-fired power stations, just so we can make sure that the CO2 levels are good?
[01:12:29.685 --> 01:12:33.689]  No, I'm not, because we're putting plenty of CO2 into the atmosphere.
[01:12:33.729 --> 01:12:43.697]  We don't need to do it this quickly, but if we bring it up to a higher level than it is today, we will get immediately an increase in the growth of crops and trees, which is not a bad thing.
[01:12:44.718 --> 01:12:48.782]  The tendency to go in the rich countries to wind and solar is a giant waste of money.
[01:12:49.143 --> 01:13:01.055]  Those wind farms will rust in place and there is no fun to decommission them when they either wear out or we decide how ridiculous it is to spend so much money for so little electricity that isn't even reliable.
[01:13:01.155 --> 01:13:05.797]  The climate right now is no warmer than it's been many times throughout history.
[01:13:05.937 --> 01:13:11.639]  Our baseline is now the lowest the carbon dioxide has been in 600 million years.
[01:13:12.099 --> 01:13:15.201]  That won't stop King Charles from demanding that U.S.
[01:13:15.261 --> 01:13:24.224]  taxpayers pump trillions of dollars into their organization in order to limit warming to 1.5 degrees Celsius.
[01:13:24.625 --> 01:13:27.626]  Our grandchildren won't be asking what we said.
[01:13:28.743 --> 01:13:32.965]  They will be living with the consequences of what we did or didn't do.
[01:13:34.666 --> 01:13:41.370]  So if we act together to safeguard our precious planet, the welfare of all our people will surely follow.
[01:13:43.131 --> 01:13:44.912]  The Earth does not belong to us.
[01:13:45.993 --> 01:13:47.754]  We belong to the Earth.
[01:13:48.134 --> 01:13:52.876]  They're Kim trailing with aluminum dioxide all over the world, killing the seeds, the plants, the trees, the insects dying.
[01:13:53.437 --> 01:13:57.459]  They've got the Hadrian Collider in their own sinus and making them blow the Earth up, the tests they're doing.
[01:13:58.226 --> 01:14:03.809]  They're the ones releasing GMO, they're the ones with the 5G, they're the ones saying cut down trees, carbon's bad.
[01:14:04.049 --> 01:14:08.671]  So everything he says is a giant lie, except we own the earth, you don't.
[01:14:08.872 --> 01:14:09.452]  It's ours.
[01:14:09.652 --> 01:14:10.893]  We're the guardians of the earth.
[01:14:11.493 --> 01:14:13.254]  He represents the earth while he's killing it.
[01:14:13.574 --> 01:14:23.019]  While the annual president of COP28, CEO of the Abu Dhabi National Oil Company, raised questions no one wanted to address.
[01:14:23.399 --> 01:14:28.804]  Reports in The Guardian of your comments that there is no science behind calls to cut fossil fuels.
[01:14:29.424 --> 01:14:30.545]  Do you maintain this?
[01:14:30.885 --> 01:14:36.610]  Contribute to a loss of public confidence in this cop outside of the negotiating bubble here on site.
[01:14:36.890 --> 01:14:41.034]  What I'm saying today, you have access to all of my public engagements.
[01:14:41.494 --> 01:14:41.835]  It's there.
[01:14:42.987 --> 01:14:43.987]  I'm not gonna say anything new.
[01:14:44.447 --> 01:14:51.509]  While John Kerry wants food production halted and millions to starve in order to worship his delusions.
[01:14:51.930 --> 01:15:02.633]  Emissions from the food system alone are projected to cause another half a degree of warming by mid-century on the current course that we are today.
[01:15:03.373 --> 01:15:10.175]  And you just can't continue to both warm the planet while also expecting to feed it.
[01:15:11.311 --> 01:15:11.832]  Doesn't work.
[01:15:12.512 --> 01:15:27.147]  Meanwhile, Saudi Arabia spearheads a 500 billion dollar project to cram 260,000 people per square kilometer into a 110 mile long dense urban nightmare.
[01:15:27.728 --> 01:15:30.290]  Imagine Neom as a prototype for a better future.
[01:15:30.771 --> 01:15:31.692]  A future for all.
[01:15:31.712 --> 01:15:34.575]  One being built to last.
[01:15:36.818 --> 01:15:37.338]  Sound good?
[01:15:37.738 --> 01:15:43.741]  Adding to their misguided solutions is the use of carbon dioxide removal machines.
[01:15:44.361 --> 01:15:47.822]  One of our plants does the work of 40 million trees.
[01:15:48.842 --> 01:15:51.843]  So if we're going to plant trees instead of doing our plants, we'd better get on with it.
[01:15:52.184 --> 01:15:53.164]  We'd better plant lots of them.
[01:15:53.911 --> 01:15:59.252]  A scaled-up plant could do the work of 40 million trees, but only if the carbon were sequestered underground.
[01:15:59.372 --> 01:16:22.598]  However, the potential leaks from storing carbon in underground reservoirs due to well failures, earthquakes, and big money ignoring potential regulations, the leaking CO2 underground in high concentration, combined with the coupled processing of poisonous hydrogen sulfide, could be massively catastrophic to life on Earth.
[01:16:23.118 --> 01:16:27.722]  A perfect target for potential terror attacks or false flag events.
[01:16:28.122 --> 01:16:38.269]  Putting the extinction of targeted populations in the hands of New World Order psychopathic cults with a weapon of genocide lurking beneath our feet.
[01:16:38.810 --> 01:16:41.812]  John Bowne reporting.
[01:16:41.932 --> 01:16:45.054]  Yeah, just like the Hindenburg, it's explosive and concentrated.
[01:16:45.074 --> 01:16:48.437]  By the way, it's what plants breathe is carbon dioxide.
[01:16:50.376 --> 01:16:52.318]  Lula rebuilds planetary suicide machines.
[01:16:52.819 --> 01:16:54.020]  Very important report.
[01:16:54.040 --> 01:16:56.943]  But let's talk about the real suicide machines.
[01:16:56.983 --> 01:16:58.925]  I mean, that's a real one too, but this is out in the open.
[01:17:00.387 --> 01:17:02.749]  Dan Dix, Press for Truth, Infowars.com.
[01:17:02.869 --> 01:17:03.911]  New vaccine mandates.
[01:17:03.951 --> 01:17:06.553]  Brazil is forcing vaccine on babies.
[01:17:06.634 --> 01:17:07.655]  Lula's a communist.
[01:17:09.158 --> 01:17:26.066]  Bolsonaro banned it, and now they're giving them the experimental shot that sterilizes, destroys the immune system, causes cardiovascular problems, Brazil's mandatory vaccine for children, a socialist criminal president Lula, the Silva demands people inject their kids or lose welfare, or have their children taken.
[01:17:26.686 --> 01:17:29.568]  That's all being run by the IMF and the World Bank.
[01:17:29.868 --> 01:17:30.528]  Here's another one.
[01:17:30.568 --> 01:17:35.490]  DNA contamination and COVID jabs could explain rising cancers, clots, and autoimmune disease.
[01:17:35.811 --> 01:17:38.072]  Another big study on that.
[01:17:38.905 --> 01:17:41.507]  The media is hyping carbon passports to restrict travel.
[01:17:41.827 --> 01:17:48.473]  Big article from Zero Hedge linking to all the... CNN and everybody else promoting carbon passports, ladies and gentlemen.
[01:17:49.153 --> 01:17:52.556]  Absolute tyranny in your face.
[01:17:53.216 --> 01:17:54.497]  But we're here challenging it.
[01:17:54.798 --> 01:17:55.678]  We're here fighting it.
[01:17:55.718 --> 01:18:00.442]  But I gotta tell you, we're having huge success reaching... I don't want to exaggerate.
[01:18:00.462 --> 01:18:06.507]  The last five, six days we've reached about... Let's not exaggerate.
[01:18:08.232 --> 01:18:11.194]  300?
[01:18:08.392 --> 01:18:11.194]  No, that's too low.
[01:18:11.214 --> 01:18:14.156]  400 million people?
[01:18:14.776 --> 01:18:15.316]  400 million!
[01:18:15.336 --> 01:18:19.199]  That's a very low estimate.
[01:18:19.219 --> 01:18:29.505]  400 million people that this creature, Alex Jones, has reached thanks to your support, your promotion.
[01:18:29.545 --> 01:18:34.500]   So, your backing of us I can say it's paid off.
[01:18:34.720 --> 01:18:36.121]  And you get all the credit, by the way.
[01:18:36.821 --> 01:18:38.122]  I mean, I'm built for war.
[01:18:39.043 --> 01:18:39.883]  I'm built to take it.
[01:18:39.983 --> 01:18:40.964]  That's just how God made me.
[01:18:41.004 --> 01:18:44.186]  I'm not perfect, but God knows I actually enjoy all these attacks.
[01:18:44.226 --> 01:18:47.768]  So as long as I'm winning, I feel really good.
[01:18:47.908 --> 01:18:50.570]  When I'm losing, I'm even more pissed off if I even harder.
[01:18:50.890 --> 01:18:53.892]  That's why God always likes to keep me right where I'm losing to get full potential.
[01:18:53.912 --> 01:18:56.974]  In fact, God just finally told me, I said, why am I always kept to the edge of destruction?
[01:18:57.635 --> 01:19:01.877]  And finally, I'm sitting there on the couch outside watching my daughter swim in the pool.
[01:19:03.527 --> 01:19:06.388]  I said a couple days ago, it feels like a million years ago, Saturday, yesterday morning.
[01:19:07.348 --> 01:19:09.708]  The pool's heated and she's out there swimming around even though it's cold.
[01:19:10.569 --> 01:19:12.149]  And I literally was like hit again.
[01:19:12.169 --> 01:19:15.270]  And God said, I've told you this, you're not listening.
[01:19:15.550 --> 01:19:19.331]  You're hungrier when you're getting your ass kicked, son.
[01:19:19.391 --> 01:19:22.091]  If you were winning all the time and you fought harder, I'd do that.
[01:19:22.431 --> 01:19:24.452]  You fight harder when you're getting your ass kicked.
[01:19:25.222 --> 01:19:27.588]  Literally, I was like, okay, I understand now.
[01:19:27.989 --> 01:19:32.940]  And now once I was told that, people, the Satanists laugh at that, but they follow Satan's orders, I follow God's orders.
[01:19:33.401 --> 01:19:33.962]  It's obvious.
[01:19:36.451 --> 01:19:38.152]  That's why I'm always kept on the edge of destruction.
[01:19:38.573 --> 01:19:40.474]  That's why I'm always kept going into the fire.
[01:19:40.494 --> 01:19:44.397]  Because humanity's going into the fire, and God wants me right where everybody's at.
[01:19:45.117 --> 01:19:46.198]  So I get it, God.
[01:19:46.258 --> 01:19:46.919]  You're the master.
[01:19:46.979 --> 01:19:48.000]  You got it all figured out.
[01:19:48.460 --> 01:19:49.060]  We'll be right back.
[01:19:49.080 --> 01:19:49.521]  Stay with us.
[01:19:50.101 --> 01:19:54.444]  Final segment before Chase Geyser takes over 6 to 8 p.m.
[01:19:54.504 --> 01:19:58.808]  Central on the InfoWars Network with Sunday Live.
[01:19:59.388 --> 01:20:04.612]  Whatever you do, don't share the links from Bandai Video and InfoWars.com forward slash show.
[01:20:07.472 --> 01:20:10.393]  I want to read this quote, because as evil as V.I.
[01:20:10.453 --> 01:20:17.956]  Lenin was, and as evil as Joseph Stalin was, they said a lot of things that were cold-blooded and true.
[01:20:18.796 --> 01:20:21.477]  Stalin famously said, when one man dies, it's a tragedy.
[01:20:22.018 --> 01:20:23.778]  When 10,000 dies, it's statistics.
[01:20:23.958 --> 01:20:25.019]  Well, V.I.
[01:20:25.059 --> 01:20:31.401]  Lenin said, there are decades where nothing happens, and there are weeks where decades happen.
[01:20:33.002 --> 01:20:36.203]  That is true.
[01:20:38.311 --> 01:20:43.794]  There are decades where nothing happens and there are weeks where decades happen.
[01:20:46.115 --> 01:20:50.237]  And that's where we are right now.
[01:20:51.117 --> 01:20:55.440]  We are at the crossroads in the future of humanity.
[01:20:55.880 --> 01:21:12.774]   And it's not like I just sit up here and say this with all the thousands of political stripes and all the weird subgroups and 10,000 Christian denominations and a hundred Muslim denominations and A hundred Hindu deals and, you know, all of it.
[01:21:13.394 --> 01:21:17.476]  We're here covering what the mega banks, what the globalists own documents say.
[01:21:17.496 --> 01:21:23.518]  We're like reading what they say and watching them get it implemented decades later and saying, man, these people are out to get us.
[01:21:25.478 --> 01:21:26.679]  And it's so frustrating.
[01:21:26.699 --> 01:21:29.800]  Like, why is everybody else singing to sheets of music that aren't real?
[01:21:31.365 --> 01:21:41.778]  I mean, I tell you, as Zbigniew Brzezinski said before he died to the Council on Foreign Relations, it's easier to kill a million people than convince a million people, so we've got to start learning how to kill the general public.
[01:21:43.040 --> 01:21:49.528]  I mean, you better go find that clip, take you 30 seconds to do it, and then you decide what you're going to do about that.
[01:21:50.154 --> 01:21:50.914]  I'm a man, though.
[01:21:50.934 --> 01:21:53.536]  I'm not the biggest, baddest guy around, but you know what?
[01:21:53.976 --> 01:21:58.599]  Big ol' powerful groups are planning to kill me and my family, and that means all of you at the same time.
[01:21:58.799 --> 01:22:00.039]  People say, oh, why do you have so much empathy?
[01:22:00.239 --> 01:22:01.700]  People say, I care about my family.
[01:22:02.161 --> 01:22:04.722]  I was on the air with Vivek Ramaswamy today and Elon Musk.
[01:22:05.562 --> 01:22:07.143]  It was my show on there.
[01:22:08.044 --> 01:22:09.344]  I could ask all the questions I wanted to.
[01:22:09.364 --> 01:22:09.925]  It was crazy.
[01:22:11.506 --> 01:22:13.627]  And I said, let's not talk about me and all the diversions.
[01:22:14.895 --> 01:22:17.657]  Let's talk about the attack of physics, like, well, first things, my family.
[01:22:17.737 --> 01:22:24.222]  Well, yeah, but if you're not in a free country or things are dangerous and other families aren't safe, you're not safe.
[01:22:24.262 --> 01:22:25.363]  And I know he knows that.
[01:22:26.204 --> 01:22:28.225]  But there is no separation, folks.
[01:22:29.546 --> 01:22:32.529]  There isn't like, my family's doing OK, so screw yours.
[01:22:33.683 --> 01:22:35.945]  Now if your family's lazy and corrupt and evil, that's their problem.
[01:22:35.965 --> 01:22:37.266]  We've got to defend ourselves from you.
[01:22:37.286 --> 01:22:41.249]  But the idea that we get ahead and you don't is a lie.
[01:22:41.810 --> 01:22:47.294]  If you really think about civilization, the civilizations that do well is where we try to empower everybody.
[01:22:47.334 --> 01:22:49.036]  Now some of us are going to do better in that.
[01:22:49.838 --> 01:22:52.360]  Because we're harder working, whatever, better circumstances.
[01:22:52.400 --> 01:22:59.125]  But at the end of the day, a real society that empowers or tries to empower everybody is a civilization I want.
[01:22:59.205 --> 01:23:05.949]  The left has their counterfeit of that, where they want to lower everybody to make us equally slaves.
[01:23:06.009 --> 01:23:08.531]  No, we have competition with incredible heights.
[01:23:09.232 --> 01:23:12.954]  The lows are way above the lows of a tyranny or a collectivist system.
[01:23:13.194 --> 01:23:15.416]  You know, the lows of a collectivist system are 100 feet down here.
[01:23:15.896 --> 01:23:18.458]  The lows of a freedom system are just right here.
[01:23:18.578 --> 01:23:19.359]  You're just, you know, boom.
[01:23:20.788 --> 01:23:26.670]  So don't be ashamed of your success, your will, or your hard work.
[01:23:27.571 --> 01:23:32.113]  And don't let anybody intimidate you or tell you you're a piece of garbage because of it.
[01:23:33.653 --> 01:23:34.834]  Celebrate innovation.
[01:23:35.034 --> 01:23:36.655]  Celebrate inventions.
[01:23:36.775 --> 01:23:47.399]  Celebrate Nikola Tesla and Isaac Newton and Alexander Graham Bell.
[01:23:48.579 --> 01:23:49.340]  Celebrate that.
[01:23:50.287 --> 01:23:57.893]  Because that's a celebration of our native intelligence together and all of us sharing an incredible human curiosity and the will of the people.
[01:23:57.913 --> 01:24:01.015]  I've got a couple of clips I want to play here.
[01:24:02.156 --> 01:24:08.501]  The first one is Africans pouring in that have been sent here by the UN and then them running down the streets of Arizona.
[01:24:09.222 --> 01:24:10.603]  Let's play it all back to back.
[01:24:11.183 --> 01:24:12.324]  Then I've got a clip of Biden.
[01:24:12.564 --> 01:24:16.628]  This is not an edited clip because I saw this last night and I thought this has got to be fake.
[01:24:17.248 --> 01:24:18.649]  So I went and found the full speech.
[01:24:18.729 --> 01:24:19.330]  This is real.
[01:24:21.104 --> 01:24:27.896]  This is him saying, Jesus knew the importance of airports, and then he says even more whacked out stuff.
[01:24:27.916 --> 01:24:28.417]  Here's the clips.
[01:24:31.633 --> 01:24:33.455]  Where are you guys from?
[01:24:33.475 --> 01:24:33.775]  Africa.
[01:24:33.815 --> 01:24:34.335]  Africa, where?
[01:24:34.355 --> 01:24:34.776]  What country?
[01:24:34.615 --> 01:24:40.335]  Where are you guys from?
[01:24:40.335 --> 01:24:41.335]  Africa.
[01:24:41.335 --> 01:24:42.335]  Africa, where?
[01:24:42.335 --> 01:24:43.336]  What country?
[01:24:43.336 --> 01:24:44.336]  Guinea.
[01:24:44.336 --> 01:24:45.336]  Guinea, Guinea.
[01:24:45.336 --> 01:24:46.336]  Guinea, Guinea, Gwanaki.
[01:24:46.336 --> 01:24:47.336]  And then there's shots of the highway.
[01:24:47.336 --> 01:25:10.694]   So Arizona just illegal aliens, just no jobs, no future, no plan, no money.
[01:25:10.664 --> 01:25:12.606]  Well, they're going to break into your house, folks.
[01:25:14.127 --> 01:25:15.148]  It's happened all over Europe.
[01:25:17.210 --> 01:25:19.373]  And they just sit back and watch the whole thing happen.
[01:25:19.933 --> 01:25:22.536]  And then here's Joe Biden not knowing what planet he's on.
[01:25:24.434 --> 01:25:32.056]  By the way, the same stable genius who said the biggest problem we had in the Revolutionary War is we didn't have enough airports!
[01:25:34.697 --> 01:25:35.297]  Whoa!
[01:25:37.598 --> 01:25:37.878]  What?
[01:25:38.658 --> 01:25:39.759]  What are you talking about, man?
[01:25:42.380 --> 01:25:49.022]  Jesus the genius, in the Revolutionary War, said the biggest problem we face is not having enough airplanes.
[01:25:49.402 --> 01:25:49.942]  Play that again.
[01:25:52.168 --> 01:25:59.756]  By the way, the same stable genius that said the biggest problem we had in the Revolutionary War is we didn't have enough airports.
[01:26:02.399 --> 01:26:03.040]  Whoa.
[01:26:04.081 --> 01:26:05.202]  I'm sorry, I said airplanes.
[01:26:05.222 --> 01:26:05.382]  What?
[01:26:05.402 --> 01:26:05.763]  Airports.
[01:26:06.363 --> 01:26:07.184]  What are you talking about?
[01:26:07.244 --> 01:26:09.487]  So the stable genius Jesus didn't...
[01:26:10.802 --> 01:26:13.103]  Said our biggest problem in the Revolutionary War was not enough airports.
[01:26:13.743 --> 01:26:15.364]  I mean, what brain?
[01:26:15.944 --> 01:26:21.426]  The same stable genius, Jesus, said our biggest problem in the Revolutionary War wasn't enough airports.
[01:26:21.806 --> 01:26:24.727]  I mean, that sounds like Dr. Seuss on 15 hits of acid.
[01:26:28.028 --> 01:26:32.729]  And that's the guy that bragged last week to a union, I got the nuclear launch codes!
[01:26:35.290 --> 01:26:40.052]  And now he's like, you don't give me another 106 billion, I'm gonna start war with the Russians right now!
[01:26:42.230 --> 01:26:43.851]  Your sons and daughters are gonna die!
[01:26:44.291 --> 01:26:46.192]  People go, well that's just crazy Biden.
[01:26:46.652 --> 01:26:48.873]  And then the Secretary of Defense goes and tells Congress that.
[01:26:49.393 --> 01:26:54.035]  And then Blinken goes on the National News, I played it the first hour, and says it again.
[01:26:55.616 --> 01:26:57.376]  These people are cuckoo.
[01:26:59.277 --> 01:27:00.878]  Completely out of their mind.
[01:27:01.198 --> 01:27:06.060]  He probably just took five Adderalls to even get out there and be able to talk.
[01:27:07.921 --> 01:27:11.890]   If I drink a cup of coffee too late today, I feel like I'm going to pass out.
[01:27:12.391 --> 01:27:14.913]  I'm 50 years old, folks.
[01:27:15.273 --> 01:27:17.055]  I've talked to the Secret Service.
[01:27:17.676 --> 01:27:19.657]  I told Tucker Carlson, it doesn't be yes.
[01:27:19.677 --> 01:27:21.279]  Remember, he said, oh, the NSA spying on me?
[01:27:21.299 --> 01:27:24.101]  A month later, yes, the NSA was spying on Tucker Carlson.
[01:27:24.802 --> 01:27:25.703]  He doesn't make stuff up.
[01:27:26.724 --> 01:27:28.065]  He said, yeah, I heard what you heard.
[01:27:28.365 --> 01:27:29.867]  I've talked to the Secret Service.
[01:27:29.907 --> 01:27:31.008]  I'll leave it at that.
[01:27:32.728 --> 01:27:33.849]  They're like, we're really scared.
[01:27:34.149 --> 01:27:35.390]  They're injecting him with weird stuff.
[01:27:35.410 --> 01:27:35.990]  We think it's speed.
[01:27:36.010 --> 01:27:36.971]  He gets all wild after.
[01:27:37.271 --> 01:27:37.992]  They give him other pills.
[01:27:38.012 --> 01:27:38.612]  He goes to sleep.
[01:27:38.972 --> 01:27:40.554]  I said, yeah, that, I mean, I speculated.
[01:27:40.574 --> 01:27:41.094]  That's meth.
[01:27:41.134 --> 01:27:41.754]  That's downers.
[01:27:41.774 --> 01:27:45.697]  And they said, yeah, he wanders around naked and craps everywhere.
[01:27:45.717 --> 01:27:47.018]  He gets mad.
[01:27:47.058 --> 01:27:48.419]  He just starts crapping on everybody.
[01:27:48.960 --> 01:27:50.621]  I told you that three years, two years ago.
[01:27:51.021 --> 01:27:51.862]  Now it's all over the news.
[01:27:52.522 --> 01:27:56.605]  I told you Hillary falls down all the time and puts in a black ambulance.
[01:27:56.985 --> 01:27:58.426]  A month later, he got caught on video.
[01:27:58.706 --> 01:28:00.548]  That was directly from the Secret Service.
[01:28:02.022 --> 01:28:04.264]  They said, can you put somebody on our ambulance?
[01:28:04.284 --> 01:28:06.565]  I said, I've only got three or four reporters, I'll try.
