[00:00:04.622 --> 00:00:08.035]  You're gonna pay somewhere between 20% and 40% less than those other countries.
[01:16:43.853 --> 01:16:46.935]  I'm looking at X and all the social media and stuff.
[01:16:47.235 --> 01:16:48.997]  All it is is Mockingbird 2.0.
[01:16:49.477 --> 01:16:49.897]  What do you mean?
[01:16:49.937 --> 01:16:51.418]  I'm not familiar with Mockingbird, man.
[01:16:51.518 --> 01:16:52.699]  What's Project Mockingbird again?
[01:16:53.619 --> 01:16:56.981]  Well, Project Mockingbird, that was basically the Red Scare.
[01:16:57.282 --> 01:16:58.883]  They infiltrated the media with CIA.
[01:16:58.903 --> 01:16:59.963]  That's what they called it.
[01:17:03.359 --> 01:17:05.119]  Yeah, yeah, that was like the Woodward.
[01:17:05.299 --> 01:17:06.380]  I think his name was Woodward.
[01:17:07.960 --> 01:17:16.162]  Basically, he was a naval intelligence officer, and all of a sudden he just wrote the best article about the JFK assassination.
[01:17:17.122 --> 01:17:23.584]  It's been going on for a long time, and I really think the social media right now, all it is is just Mockingbird 2.0.
[01:17:23.764 --> 01:17:24.184]  100%, man.
[01:17:24.664 --> 01:17:26.185]  Thanks for your call, Tim, man.
[01:17:26.205 --> 01:17:26.725]  I appreciate it.
[01:17:26.765 --> 01:17:27.085]  Take care.
[01:17:27.105 --> 01:17:29.405]  Let's hear from Jessica in San Diego.
[01:17:29.485 --> 01:17:32.086]  Jessica, you got something about artificial intelligence you wanted to talk about?
[01:17:34.113 --> 01:17:35.434]  Hey, Jason.
[01:17:35.834 --> 01:17:39.936]  Hey, how are you?
[01:17:40.176 --> 01:17:46.640]  So you've talked about with some experts on AI and, you know, how far it's advanced and all of that.
[01:17:47.180 --> 01:18:01.207]  However, I've always gotten this really, really weird feeling with the vacuums and the refrigerators and the Alexa's that no one is honest with their internet searches or they try to hide it.
[01:18:01.728 --> 01:18:15.298]   However, With all of that, they hear all of the arguments, the lovemaking, the plotting, the scheming, and that's where AI can zero in on the honesty of people.
[01:18:15.418 --> 01:18:28.865]   And that, it gives me such a creepy feeling that that's what they're listening to more so than Yeah, so you bring up a great point and I think you're absolutely right.
[01:18:28.885 --> 01:18:30.185]  There's a couple things I think about that.
[01:18:30.205 --> 01:18:48.352]  The first thing is, in order for things like a Google Home or an Alexa to work, it has to be constantly recording you because in order to respond to you when you say things like, hey Siri or hey Alexa, it's always got to have the microphone on picking up and looking for those key words so that it can respond to your prompts.
[01:18:48.712 --> 01:18:53.113]  So it's undoubtedly true that these devices are always recording you.
[01:18:53.333 --> 01:19:03.595]  Now traditionally, these platforms, these companies, have said that they're not monitoring these recordings and they're not keeping them for a long period of time or they're only a few seconds at a time and it's come out.
[01:19:03.735 --> 01:19:05.136]  I think there have been data breaches.
[01:19:05.336 --> 01:19:15.319]   It's been a minute since this has broken in the news, but I believe Amazon had one fairly recently, like within the last couple of years, where They had tons of recordings from the Amazon Alexas.
[01:19:15.319 --> 01:19:19.480]   And I think you could even go and look up in your Amazon Alexa account,
[01:19:19.480 --> 01:19:21.640]  the recordings that they have if you do a data download.
[01:19:21.640 --> 01:19:22.960]  But I could be wrong about that.
[01:19:22.960 --> 01:19:25.800]  But that being said, this information is being recorded.
[01:19:25.800 --> 01:19:31.159]   And traditionally, there's so much data, so much being recorded,
[01:19:31.159 --> 01:19:36.920]   that there's been no way for anybody to actively monitor these recordings, right?
[01:19:36.965 --> 01:19:42.350]  So they would have a human being monitor recordings, perhaps if certain keywords were triggered.
[01:19:43.337 --> 01:19:50.786]  Or if you were a person who was on a list as a potential threat, then they may actively monitor these recordings.
[01:19:51.147 --> 01:20:06.140]   However, we're getting to a point with the advancement of quantum computing and artificial intelligence that we won't need, or not we, I should say they, won't need human beings actively monitoring the recordings
[01:20:06.140 --> 01:20:11.060]   that are being made by the smart devices in your home, whether it's your refrigerator,
[01:20:11.060 --> 01:20:13.740]   whether it's your television, whether it's your car,
[01:20:13.740 --> 01:20:17.060]   whether it's your phone, because the artificial intelligence
[01:20:17.060 --> 01:20:21.420]   can not only monitor it and scan for keywords, but now it's gotten to a point
[01:20:21.420 --> 01:20:27.660]   where it can actually monitor it and interpret it and understand the meaning of what you're saying,
[01:20:27.660 --> 01:20:28.500]  what you're doing.
[01:20:28.500 --> 01:20:32.180]   So the artificial intelligence is like, oh, this person's talking about XYZ,
[01:20:32.180 --> 01:20:34.580]   they're making a spaghetti dinner right now, and they're frustrated
[01:20:34.580 --> 01:20:37.940]   because the instructions on the YouTube video that they're watching aren't clear enough
[01:20:37.940 --> 01:20:38.860]  because they skip a step.
[01:20:38.860 --> 01:20:42.099]   Like the AI knows that now, it's not just hearing each individual word
[01:20:42.099 --> 01:20:45.260]   that you're saying, or each individual sort of like two or three word phrase,
[01:20:45.260 --> 01:20:49.320]  it understands and can convey what's going on.
[01:20:49.320 --> 01:20:51.860]   So you could feasibly, on the other end of this artificial intelligence,
[01:20:51.860 --> 01:20:56.540]   go in and say, make a list of recordings of someone who may be plotting to commit a murder.
[01:20:56.540 --> 01:20:59.500]   And it could come up and say, oh, here are all the recordings of people
[01:20:59.500 --> 01:21:02.459]   that may be plotting to commit a murder based off of the devices.
[01:21:02.459 --> 01:21:07.340]   And then they can come proactively, sort of like minority report, arrest you because of that.
[01:21:07.681 --> 01:21:14.070]  And as long as the government is, you know, super just and moral, then maybe these tools could be used for good.
[01:21:14.329 --> 01:21:18.449]   But we know that every single genocide that's ever happened in the history of the world has been at the hands
[01:21:18.449 --> 01:21:26.289]   of a government or a formal authority of some sort in that these powers are always ultimately
[01:21:26.289 --> 01:21:31.569]   at one time or another, at one point or another used to an evil end.
[01:21:31.569 --> 01:21:35.649]   So when you know about this artificial intelligence and when you know about all these platforms
[01:21:35.649 --> 01:21:38.090]   and that they're constantly recording what you're doing, what your face looks like,
[01:21:38.090 --> 01:21:40.449]  what your search history is, what you're saying.
[01:21:40.449 --> 01:21:46.168]   And we know that we see the Biden administration on television talking about how the greatest threat
[01:21:46.168 --> 01:21:51.489]   to national security is white supremacy or domestic terrorism.
[01:21:52.306 --> 01:21:57.531]  And we have the intelligence community coming out with a list of signs that someone is a radical, dangerous extremist.
[01:21:57.811 --> 01:22:00.934]  And those signs are things like the don't tread on me Gadsden flag.
[01:22:02.517 --> 01:22:17.072]  When you marry all these factors together, then you realize, oh my god, they're going to use all this technology to A, label me as an extremist or domestic terrorist so I don't have any rights, and then B, persecute me for my political beliefs.
[01:22:18.482 --> 01:22:28.064]  If you think what's happening to Alex Jones is bad, or if you think what's happening to Owen Schreier is bad, or what's happening to Russell Brand is bad, just wait till you see what they do to your neighbor!
[01:22:28.824 --> 01:22:31.445]  Because they start with the influencers, to set an example.
[01:22:31.645 --> 01:22:35.566]  They start with the people that swing heavy, that got a real strong punch, right?
[01:22:35.746 --> 01:22:42.107]  They get real frustrated when Alex says something more than when your neighbor says something, because Alex has millions upon millions of listeners, so they're gonna go after him first.
[01:22:42.328 --> 01:22:43.848]  But it's not gonna stop there, folks.
[01:22:44.488 --> 01:22:55.014]  When Trump said, it's not me they're after, it's you, I'm just in the way, that was perhaps the most true political statement, political slogan in the history of political slogans in the United States of America.
[01:22:55.494 --> 01:22:56.835]  And they are coming after you.
[01:22:57.395 --> 01:23:06.441]   And that's why it's more important than ever to fight back and to speak out because those who stand by quietly And allow this to happen are complicit.
[01:23:06.481 --> 01:23:08.022]  I know the left says silence is violence.
[01:23:08.062 --> 01:23:11.144]  I'm not saying that you're evil because you're quiet.
[01:23:11.364 --> 01:23:13.865]  But I'm saying that cowardice is exploited.
[01:23:14.105 --> 01:23:16.027]  So don't be a coward.
[01:23:16.127 --> 01:23:21.690]  I know you're afraid of losing your job or losing your friends if you post too much on social media about what your political beliefs are.
[01:23:21.770 --> 01:23:22.631]  I've lost my friends.
[01:23:22.791 --> 01:23:24.872]  I've lost clients over what my political beliefs are.
[01:23:25.112 --> 01:23:53.481]   But I'm telling you right now, the danger of not saying anything The danger of not doing anything is so much greater than the danger or the risks of speaking out now, because these tools are coming in place, the stars are aligning, and the government is positioning itself for total control over thought, total control over speech, total control over action, and total control over property.
[01:23:54.441 --> 01:23:58.763]  And if we don't fight back now, it's gonna be too late.
[01:23:59.263 --> 01:24:00.384]  But it's not too late yet.
[01:24:01.459 --> 01:24:04.724]  There are still people fighting.
[01:24:04.965 --> 01:24:07.348]  There are still voices speaking.
[01:24:08.210 --> 01:24:09.492]  Whether it's the James O'Keefe's.
[01:24:10.093 --> 01:24:12.977]  Whether it's this Christine Anderson, the German MEP.
[01:24:14.568 --> 01:24:20.012]  Whether it's Alex Jones, whether it's Owen Schroer, whether it's Joe Rogan, there are still people that are speaking out.
[01:24:20.453 --> 01:24:23.335]  There are still people that are waging this war for freedom.
[01:24:24.076 --> 01:24:29.200]  But you can't just rely on people with 150,000 followers to win this.
[01:24:29.480 --> 01:24:30.601]  It's got to be you.
[01:24:30.781 --> 01:24:31.582]  You got to repost.
[01:24:31.602 --> 01:24:32.583]  You got to share the show.
[01:24:32.603 --> 01:24:33.523]  You got to share the links.
[01:24:33.743 --> 01:24:34.764]  You got to share it with friends.
[01:24:34.784 --> 01:24:36.205]  You got to say what you actually think.
[01:24:36.466 --> 01:24:37.667]  Do it respectfully.
[01:24:37.947 --> 01:24:39.028]  Do it coherently.
[01:24:39.408 --> 01:24:42.631]  Do it in a way that is credible and reputable and honorable.
[01:24:43.513 --> 01:24:45.314]  But share if you care.
[01:24:45.955 --> 01:24:47.776]  Send people to InfoWarsStore.com.
[01:24:47.796 --> 01:24:49.217]  Send people to InfoWars.com.
[01:24:49.258 --> 01:24:50.458]  It's the best place to get the news.
[01:24:50.478 --> 01:24:58.345]  You know, I was talking to my dad the other day, and I was like, hey, I'm more well-informed now, since I started working at InfoWars, than I've ever been.
[01:24:58.365 --> 01:25:02.288]  And my dad's a right-wing guy and InfoWars supporter, and he says, yeah, but you're only seeing one side of the story.
[01:25:02.308 --> 01:25:02.568]  I'm like, no.
[01:25:02.608 --> 01:25:03.489]  No, no.
[01:25:03.689 --> 01:25:08.533]  At InfoWars, we don't only see one side of the story, because we cover what everybody else is saying.
[01:25:09.528 --> 01:25:14.370]  If you work at InfoWars, you see the CNN article and the response to the CNN article.
[01:25:14.410 --> 01:25:15.410]  You see what Fox is saying.
[01:25:15.430 --> 01:25:16.671]  You see what Newsmax is saying.
[01:25:16.691 --> 01:25:18.451]  You see what MSNBC is saying.
[01:25:18.491 --> 01:25:20.372]  You see what NBC is saying.
[01:25:20.592 --> 01:25:24.213]  Every single network you can imagine, we see it, we read it, and we respond to it.
[01:25:24.253 --> 01:25:31.616]  We follow the narrative because it is the medium through which the enemy speaks to us and tries to manipulate us and tries to overpower us.
[01:25:32.679 --> 01:25:39.721]  So, if you're listening to InfoWars, you are not only getting one side of the story, you're being presented with the narrative, and then you're presented with a counter-argument.
[01:25:40.142 --> 01:25:43.623]  That's not one side of the story, but if you watch CNN, you're certainly getting one side of the story.
[01:25:43.803 --> 01:25:45.263]  You're getting the state side of the story.
[01:25:45.784 --> 01:25:52.686]  They're not covering what InfoWars says, they're just covering what false allegations are being waged against InfoWarriors.
[01:25:53.854 --> 01:25:56.297]  If you follow Fox, they're not following what Tucker says.
[01:25:56.517 --> 01:25:57.778]  They're just firing them, right?
[01:25:58.018 --> 01:26:01.842]  So InfoWars is by far and away the best place to get your news, get your truth.
[01:26:01.862 --> 01:26:02.903]  Stay with us, folks.
[01:26:02.923 --> 01:26:06.107]  We will be back after this segment with the next two hours of the show.
[01:26:06.307 --> 01:26:10.131]  Make sure you visit InfoWarsStore.com and keep us on air today.
[01:26:10.271 --> 01:26:11.072]  Thank you so much for having me.
[01:26:10.891 --> 01:26:11.891]  It was an honor and a pleasure.
[01:26:11.891 --> 01:26:28.411]  Thank you.
[01:26:28.384 --> 01:26:36.409]  I turned out so many other producers that wanted to partner with us, but when the folks at Minuteman came to me a year ago and I began to try their coffees, I was blown away.
[01:26:36.830 --> 01:26:42.033]  We finally have three great coffees that are the best they have to offer available to you right now.
[01:26:42.273 --> 01:26:44.215]  This is the best coffee I've ever tasted.
[01:26:44.595 --> 01:26:45.576]  It smells amazing.
[01:26:45.936 --> 01:26:48.078]  And it's some of the strongest coffee I've ever drank.
[01:26:48.338 --> 01:26:55.485]  Ladies and gentlemen, these three single-source Colombian coffees are now available at InfoWareStore.com exclusively.
[01:26:55.945 --> 01:26:57.767]  Escape the Prison Planet Light Roast.
[01:26:58.287 --> 01:26:58.828]  Tastes great.
[01:26:59.168 --> 01:26:59.889]  It's the strong one.
[01:27:00.349 --> 01:27:00.930]  Really strong.
[01:27:01.210 --> 01:27:02.691]  But these are all close second and thirds.
[01:27:03.051 --> 01:27:03.712]  Medium Roast.
[01:27:03.792 --> 01:27:04.493]  Wake of America.
[01:27:04.833 --> 01:27:05.214]  Woo!
[01:27:05.735 --> 01:27:06.776]  That's my go-to.
[01:27:07.077 --> 01:27:12.465]  Dark roast, tip of the spear, tastes the best, and is amazing, and is still very, very strong, gives you that pep.
[01:27:12.786 --> 01:27:19.777]  They're all three available at InfoWareStore.com, and they fund our operation, and each order gets a Pocket Constitution Citizen Rollbook.
