[00:00:00.000 --> 00:00:13.000]  [MUSIC]
[01:49:37.981 --> 01:49:40.522]  Yeah, and there isn't a single Democrat that could do that.
[01:49:42.062 --> 01:49:44.543]  Maybe Beto, but he just ends up looking like a clown.
[01:49:44.603 --> 01:49:46.103]  Alright, let's go back.
[01:49:46.263 --> 01:49:47.024]  The hand flailing.
[01:49:47.104 --> 01:49:47.704]  Yeah, let's go back.
[01:49:47.764 --> 01:49:48.224]  The flailer!
[01:49:51.007 --> 01:49:56.089]  They want to give more to illegal aliens than they give to American citizens.
[01:49:56.129 --> 01:49:58.350]  You see that?
[01:49:58.510 --> 01:50:08.015]  As president, I will never allow the Democrats to take away your health care dollars and give them to people that are in our country illegally.
[01:50:12.757 --> 01:50:13.177]  Can't do it.
[01:50:13.197 --> 01:50:15.258]  In fact, I just signed an executive action.
[01:50:16.325 --> 01:50:20.667]  To protect American health care benefits for all American citizens.
[01:50:21.007 --> 01:50:26.766]   Among those hardest hit by illegal immigration are millions of legal immigrants right here
[01:50:26.766 --> 01:50:33.167]   in Texas, including millions of patriotic, hardworking Mexican-Americans who play by
[01:50:33.167 --> 01:50:46.046]   the rules, pay their taxes, follow our laws, and strengthen our communities.
[01:50:46.046 --> 01:50:53.887]   Whether you are a first generation or 10th generation, and every American citizen, and
[01:50:53.887 --> 01:50:54.527]  you do.
[01:50:55.286 --> 01:50:58.269]  You've been treated so badly, but you're not being treated badly anymore.
[01:50:58.329 --> 01:51:01.992]  You know, we got rid of the individual mandate from crazy Obamacare.
[01:51:05.442 --> 01:51:15.292]  Every American citizen deserves a government that defends your jobs, your safety, your family, your borders, and is always loyal to you for a change.
[01:51:15.332 --> 01:51:16.153]  We're loyal to you.
[01:51:19.440 --> 01:51:28.963]  My administration has reduced illegal border crossings by over 60% since May, and that's with no help from the Democrats.
[01:51:29.443 --> 01:51:31.423]  They won't close up the loopholes.
[01:51:32.144 --> 01:51:35.365]  They won't close the loopholes, and we could do it in 15 minutes.
[01:51:36.305 --> 01:51:42.727]  And we're building the wall, and we're doing all of these things, but the Democrats won't close up the loopholes.
[01:51:42.747 --> 01:51:44.067]  You know what the loopholes are, right?
[01:51:44.287 --> 01:51:45.748]  How about catch and release?
[01:51:45.968 --> 01:51:46.588]  You catch them!
[01:51:48.021 --> 01:51:49.481]  You say, hello darling, how are you?
[01:51:50.842 --> 01:51:53.142]  Could you please give us your name and phone number?
[01:51:53.162 --> 01:51:53.962]  They don't have a phone!
[01:51:54.802 --> 01:51:56.023]  Could you give us your address?
[01:51:56.223 --> 01:51:59.283]  They don't want to have an address that's in Honduras.
[01:52:00.383 --> 01:52:02.844]  Could you please give us your address and your name?
[01:52:03.284 --> 01:52:03.924]  They can't!
[01:52:03.944 --> 01:52:06.145]  They say, that's okay.
[01:52:06.305 --> 01:52:07.445]  We catch and we release.
[01:52:07.525 --> 01:52:08.525]  And they go into our country.
[01:52:08.865 --> 01:52:10.906]  And then we are getting them out of the country.
[01:52:11.706 --> 01:52:12.326]  And you know what?
[01:52:12.746 --> 01:52:14.126]  Some are very good people.
[01:52:14.466 --> 01:52:17.467]  Some are unbelievably dangerous and bad people.
[01:52:18.359 --> 01:52:22.241]  And we're focusing on the bad, and they're getting the hell out of our country, okay?
[01:52:26.883 --> 01:52:35.186]  While we're fighting for shared priorities, the American people, the Democrat Party, has never been farther outside of the mainstream.
[01:52:35.366 --> 01:52:36.167]  They've gone nuts.
[01:52:37.907 --> 01:52:45.751]  Every Democrat running for president is pushing a healthcare agenda that would utterly eviscerate Medicare.
[01:52:46.574 --> 01:52:51.373]   My administration will always protect Medicare for our beloved seniors,
[01:52:51.373 --> 01:52:56.493]   and we will always protect patients with pre-existing conditions.
[01:52:56.493 --> 01:53:05.854]   Our ambitious campaign to reduce the price of prescription drugs
[01:53:05.854 --> 01:53:12.494]   has produced the largest decline in drug prices in over 51 years.
[01:53:12.742 --> 01:53:13.962]  People don't talk about it.
[01:53:14.242 --> 01:53:15.883]  The press will not talk about it.
[01:53:17.421 --> 01:53:18.964]  We have news conferences.
[01:53:19.064 --> 01:53:20.006]  We tell them this.
[01:53:20.046 --> 01:53:21.289]  They will not put it in the press.
[01:53:21.309 --> 01:53:24.154]  You have no idea how dishonest the media is.
[01:53:23.974 --> 01:53:24.974]  You have no idea.
[01:53:24.974 --> 01:53:29.974]  [crowd boos]
[01:53:29.974 --> 01:53:33.974]   Virtually every top Democrat also now supports What that man? You know how to do what?
[01:53:33.974 --> 01:53:38.392]   late-term abortion We know how fake the news media is.
[01:53:38.472 --> 01:53:42.897]  How much they lie and how many stories they fail to share with people.
[01:53:43.939 --> 01:53:46.362]  And of course now we get the Project Veritas proof.
[01:53:47.663 --> 01:53:52.946]  You know, CNN, the people that work there, they're probably not all bad.
[01:53:52.786 --> 01:53:56.386]   they wish they could be. Well yeah, the good ones are coming out and whistle-blowing CNN now.
[01:53:56.386 --> 01:54:01.385]   They wish they could have more fair coverage and actually report the news.
[01:54:01.385 --> 01:54:06.746]   When we saw, I believe it was Nick Neville at CNN say, you know, there are people who just want to do what's best for
[01:54:06.746 --> 01:54:08.385]  journalistic integrity.
[01:54:08.484 --> 01:54:13.486]  Then you have Big Boss blanking Jeff Zucker saying no, push impeachment.
[01:54:13.886 --> 01:54:21.290]  And it's kind of funny, like here at InfoWars, like, okay, you get a job at CNN and you're expecting it to be fair and balanced and they're just going to cut it straight.
[01:54:21.890 --> 01:54:28.734]  Well, here at InfoWars, you expect something and then you realize, oh my gosh, it is a complete tornado of information, like frenzy over here.
[01:54:31.516 --> 01:54:34.240]  Where are they getting all this information from?
[01:54:34.260 --> 01:54:37.004]  We have the documents.
[01:54:38.086 --> 01:54:39.086]  I'll find the documents.
[01:54:39.086 --> 01:54:44.326]   The Republican Party is the party of the American worker, the American family, and it's the
[01:54:44.326 --> 01:54:51.166]  party of the American dream.
[01:54:51.187 --> 01:54:52.787]  It looks like he'll be finishing up at about 9.05, 9.15.
[01:54:53.207 --> 01:54:55.409]  He's also the party of Honest Abe Lincoln.
[01:54:55.449 --> 01:54:56.949]  Yeah, he's got back on message now.
[01:54:57.550 --> 01:54:58.550]  But, uh, I don't know.
[01:54:58.690 --> 01:55:01.171]  If he gets back off message, he'll be on until 9.15.
[01:55:01.551 --> 01:55:02.512]  I liked Honest Abe.
[01:55:04.433 --> 01:55:06.894]  We've confirmed he's just Honest Donald.
[01:55:06.914 --> 01:55:07.214]  Thank you.
[01:55:08.355 --> 01:55:09.295]  Explain that to them.
[01:55:10.516 --> 01:55:10.896]  You're right.
[01:55:13.157 --> 01:55:15.519]  I just want Trump to point at me like that one day.
[01:55:15.599 --> 01:55:17.160]  I gotta get to his rally so he can vote.
[01:55:17.260 --> 01:55:22.503]  Put Leanne's head on screen like right next to Trump's fingers or something.
[01:55:22.564 --> 01:55:28.928]  He's starting to hit that final stride.
[01:55:32.470 --> 01:55:33.491]  Big ups to this audience.
[01:55:33.511 --> 01:55:34.832]  They've had energy this whole time.
[01:55:34.852 --> 01:55:36.433]  Yeah, big time energy.
[01:55:36.473 --> 01:55:38.815]  By the way, dragon energy.
[01:55:40.748 --> 01:55:47.031]  By the way, crew, if you could pull up the Trump War Room, tweet it out a picture and a video from outside the Trump rally.
[01:55:47.051 --> 01:55:50.512]  There's like 5,000 people outside of the venue watching right now.
[01:55:50.592 --> 01:55:54.134]  Sir, you have 142 federal judges.
[01:55:54.154 --> 01:55:55.414]  You don't understand the question.
[01:55:56.855 --> 01:55:57.695]  That's impossible.
[01:55:58.115 --> 01:56:00.837]  That would mean that President Obama didn't appoint 142 judges.
[01:56:00.857 --> 01:56:01.177]  You get none!
[01:56:04.960 --> 01:56:08.723]  Well, you're doing a bad job as president because you're representing a different philosophy.
[01:56:08.743 --> 01:56:11.124]  Well, and it really is the hubris of Barack Obama.
[01:56:10.963 --> 01:56:16.663]   I mean half the trouble that the globalists are now having came from his hubris and not appointing judges
[01:56:16.663 --> 01:56:28.682]   142 judges within two months we will have John and Ted and all of these great congressmen
[01:56:28.838 --> 01:56:34.838]  we will have passed 182 federal judges.
[01:56:34.838 --> 01:56:44.338]  [Applause]
[01:56:44.338 --> 01:56:46.838]  I just like the crowd.
[01:56:46.926 --> 01:56:49.787]  It's a very intentional clap Trump has.
[01:56:49.847 --> 01:56:51.748]  Very presidential clap.
[01:56:52.168 --> 01:56:59.791]  How are you a wonderful president when the most important thing you can do, you hand it over to the Republicans, 142.
[01:56:59.991 --> 01:57:01.011]  How is that good?
[01:57:01.951 --> 01:57:04.272]  I mean, how is that good?
[01:57:04.592 --> 01:57:07.453]  If I were a Democrat, I wouldn't be too happy about that number.
[01:57:08.014 --> 01:57:09.754]  And we'll have a record number of judges.
[01:57:10.274 --> 01:57:14.777]   By the time Our term is over in 16 years, maybe 20.
[01:57:14.817 --> 01:57:19.300]  I'm only kidding.
[01:57:22.942 --> 01:57:27.846]  I'm only kidding because every time I do that, they say, see, he's assuming control.
[01:57:29.347 --> 01:57:31.188]  We have this crazy guy on television.
[01:57:31.208 --> 01:57:31.688]  If only.
[01:57:31.708 --> 01:57:34.530]  And he goes, you know, he's talking to a guest.
[01:57:34.850 --> 01:57:37.072]  He goes, you know, he's going to win, don't you?
[01:57:37.292 --> 01:57:38.553]  You know, he's going to win.
[01:57:40.191 --> 01:57:41.452]  I mean, we've done a good job.
[01:57:41.472 --> 01:57:42.213]  He should be happy.
[01:57:43.034 --> 01:57:47.499]  But he said, our military, our schools, our this, everything.
[01:57:48.280 --> 01:57:49.942]  He says, you know, he's going to win.
[01:57:50.362 --> 01:57:52.945]  And the guest goes, well, no, we're going to fight.
[01:57:52.985 --> 01:57:53.626]  We're going to fight.
[01:57:53.686 --> 01:57:53.906]  No, no.
[01:57:54.987 --> 01:57:55.688]  He's going to win.
[01:57:56.008 --> 01:57:59.712]  And you know, Leanne, you think the president has a governor on his rhetoric tonight?
[01:57:59.952 --> 01:58:01.054]  What do you think he's holding back?
[01:58:01.724 --> 01:58:02.244]  I'm not sure.
[01:58:02.284 --> 01:58:08.745]  I mean, he just keeps pointing there to the media saying, I'm not going to say it because they'll spin it like this and spin it like that.
[01:58:08.805 --> 01:58:15.347]  And it's just the stuff that does make it out onto his Twitter and into the letters he sends to Erdogan.
[01:58:15.367 --> 01:58:17.287]  Don't be a tough guy.
[01:58:17.327 --> 01:58:17.967]  Don't be a fool.
[01:58:18.007 --> 01:58:18.687]  Don't be a fool.
[01:58:18.707 --> 01:58:23.708]  And then BBC says, Erdogan trashes the letter Trump sent him.
[01:58:23.728 --> 01:58:24.589]  Well, what did he expect?
[01:58:24.629 --> 01:58:25.629]  What did you want him to frame it?
[01:58:25.809 --> 01:58:27.849]  Was he supposed to like burn it in a seance?
[01:58:27.869 --> 01:58:29.650]  President Trump told me not to be a fool.
[01:58:32.364 --> 01:58:38.388]  One of the first things President Trump said tonight is something he's never said before, and that's that the Democrats do not love our country.
[01:58:38.408 --> 01:58:42.751]  He always says, sometimes it seems as though they might not love our country with what they're doing.
[01:58:43.051 --> 01:58:44.472]  Today he just said they don't love America.
[01:58:44.492 --> 01:58:53.379]  Yeah, they're getting... Maybe he'll next, he'll go, you know, sometimes it seems like these Democrats are devil-possessed, and then like in a year he'll be like, these Democrats are possessed by the devil!
[01:58:54.875 --> 01:58:57.396]  Well, they're finally starting to get honest with their messaging.
[01:58:57.436 --> 01:59:05.119]  They're not pretending they don't want to take away your guns and do away with the right to religion.
[01:59:05.679 --> 01:59:08.660]  I think Nancy Pelosi shape-shifted into Baphomet today.
[01:59:09.660 --> 01:59:10.841]  I saw you tweet that out.
[01:59:10.861 --> 01:59:11.741]  That was real.
[01:59:11.781 --> 01:59:12.581]  That was not doctored.
[01:59:13.381 --> 01:59:15.242]  Apologize for America.
[01:59:15.262 --> 01:59:16.402]  You've seen it many times.
[01:59:16.422 --> 01:59:17.783]  Oh, I'm so sorry.
[01:59:20.145 --> 01:59:27.824]   Now you have a president who's standing up for America and standing up for your great state of Texas.
[01:59:27.824 --> 01:59:33.504]  [Applause]
[01:59:33.504 --> 01:59:42.545]   You must never forget the 2020 election is about one thing, and it's coming up fast.
[01:59:42.764 --> 01:59:43.565]  It's about you.
[01:59:43.585 --> 01:59:44.606]  It's about you.
[01:59:44.926 --> 01:59:45.787]  One thing about you.
[01:59:47.065 --> 01:59:47.806]  I'm doing this for you.
[01:59:47.966 --> 01:59:53.091]  You know, we had, in 2016, I really believe it was maybe the greatest election.
[01:59:53.111 --> 01:59:54.593]  I guess George Washington was good.
[01:59:56.314 --> 01:59:57.115]  But that was easy.
[01:59:58.156 --> 02:00:02.100]  And by the way, he did even better, percentage-wise, in judges than I did.
[02:00:02.701 --> 02:00:03.502]  He had 100%.
[02:00:05.644 --> 02:00:06.245]  But we could have 50%.
[02:00:06.925 --> 02:00:07.586]  That's not bad.
[02:00:07.846 --> 02:00:09.047]  And I had many more than he had.
[02:00:12.335 --> 02:00:15.157]  So I guess you gotta give George Washington, what do you think, Ted?
[02:00:15.177 --> 02:00:16.298]  You gotta give him something.
[02:00:16.898 --> 02:00:18.119]  I'd say honesty.
[02:00:18.139 --> 02:00:25.945]  So tomorrow night on CNN, or probably right now, Trump says he's a better president than George Washington.
[02:00:27.306 --> 02:00:30.469]  No, because then CNN would have to admit George Washington was great.
[02:00:30.829 --> 02:00:35.612]  Trump finally gets them to admit.
[02:00:35.933 --> 02:00:37.714]  Founders were great.
[02:00:37.794 --> 02:00:40.036]  Trump trolls CNN into admitting America's great.
[02:00:41.966 --> 02:00:43.267]  Man, Trump just needs to come out.
[02:00:43.287 --> 02:00:45.648]  America was great!
[02:00:46.228 --> 02:00:55.912]  If Trump just comes out and says, America sucks, I hate this country, the next day Nancy Pelosi will be like, how dare the president say such bad things about the greatest country on earth?
[02:00:59.253 --> 02:00:59.393]  Now 9.05.
[02:01:00.394 --> 02:01:10.598]  With your help, we will lift millions more citizens from welfare to work, dependents to independents, and poverty to prosperity.
[02:01:11.248 --> 02:01:19.248]   Together, we will elect a Republican Congress to create a safe, modern, fair, and lawful
[02:01:19.248 --> 02:01:28.568]  system of immigration.
[02:01:28.568 --> 02:01:32.228]   And by the way, thank you, Robert Jeffress, for being here, wherever you may be in this
[02:01:32.228 --> 02:01:35.888]  massive—wherever you are, Robert, where is he?
[02:01:35.888 --> 02:01:38.648]  [APPLAUSE]
[02:01:38.658 --> 02:01:41.720]  He got up, he started saying, he may not be the greatest person.
[02:01:41.780 --> 02:01:43.921]  I said, this is like four years ago.
[02:01:44.141 --> 02:01:45.762]  I see this guy, what a mouthpiece he's got.
[02:01:47.904 --> 02:01:48.944]  And he's a man of God.
[02:01:49.465 --> 02:01:51.026]  And he said, he may not be the greatest.
[02:01:52.667 --> 02:01:54.728]  He may not be the most perfect Christian.
[02:01:55.668 --> 02:02:00.551]  He may not know the Bible as well as some of us, but he's a leader.
[02:02:01.072 --> 02:02:02.232]  And I love Donald Trump.
[02:02:02.312 --> 02:02:03.153]  I said, who is that guy?
[02:02:03.193 --> 02:02:03.773]  I love that guy.
[02:02:03.972 --> 02:02:05.972]  Robert Jeffries.
[02:02:05.972 --> 02:02:07.972]  [Applause]
[02:02:07.972 --> 02:02:09.972]  [Cheering]
[02:02:09.972 --> 02:02:11.972]  [Applause]
[02:02:11.972 --> 02:02:13.972]  He's a great guy.
[02:02:14.824 --> 02:02:18.427]  Got a big, big group of people on Sunday mornings too, I can tell you.
[02:02:19.888 --> 02:02:31.077]  We will enact trade deals that result in more products proudly stamped with those beautiful words, that beautiful phrase, I love it, made in the USA.
[02:02:35.120 --> 02:02:47.369]  We will achieve new breakthroughs in science and medicine, finding new cures for childhood cancer, and ending the AIDS epidemic in America in less than 10 years.
[02:02:47.389 --> 02:02:48.269]  We're doing that.
[02:02:49.470 --> 02:02:50.791]  Who would have believed we could do that?
[02:02:50.831 --> 02:02:51.532]  We're doing that.
[02:02:52.472 --> 02:02:56.895]  And the previous administration spent no money on that, and we're spending a lot.
[02:02:57.096 --> 02:02:57.736]  But think of that.
[02:02:57.856 --> 02:02:58.617]  Who would have thought that?
[02:02:58.817 --> 02:03:02.840]  We're going to end, within 10 years, the AIDS epidemic in our country.
[02:03:02.940 --> 02:03:04.641]  Who would have thought we'd advance that far?
[02:03:06.623 --> 02:03:15.623]   We will defend privacy, free speech, free assembly, religious liberty, and the right to keep and bear arms.
[02:03:15.623 --> 02:03:22.623]  [Applause]
[02:03:22.623 --> 02:03:29.363]   Above all, we will never stop fighting for the values that unite people all across our land and throughout the great
[02:03:29.363 --> 02:03:30.623]  state of Texas.
[02:03:31.149 --> 02:03:32.009]  This is a great state.
[02:03:33.939 --> 02:03:38.344]  We support, protect, and defend the Constitution of the United States.
[02:03:38.704 --> 02:03:43.770]  We stand with the incredible heroes of law enforcement.
[02:03:43.610 --> 02:03:52.330]  Thank you.
[02:03:52.330 --> 02:03:55.850]  We believe in the dignity of work and the sanctity of life.
[02:03:55.850 --> 02:04:05.850]  [BLANK_AUDIO]
[02:03:57.230 --> 02:04:05.758]  We believe that faith and family, not government and bureaucracy, are the true bedrocks of our society.
[02:04:10.583 --> 02:04:17.950]  We believe in the creeds of self-reliance, personal responsibility, and American independence.
[02:04:21.079 --> 02:04:27.559]   We believe that children should be taught to love our country, honor our history, and
[02:04:27.559 --> 02:04:31.960]  always respect our great American flag.
[02:04:31.960 --> 02:04:38.840]  (Applause)
[02:04:38.840 --> 02:04:45.479]   Loyal citizens like you help build this country, and together we are taking back this country,
[02:04:46.430 --> 02:04:47.631]  We love our country.
[02:04:47.971 --> 02:04:51.113]  We're returning power to you, the American people.
[02:04:50.972 --> 02:04:57.972]  That's what we've done.
[02:04:57.972 --> 02:05:04.572]   From Dallas to El Paso, from Houston to Austin, from the Red River to the Rio Grande.
[02:05:05.478 --> 02:05:13.421]  This state was settled by some of the toughest men and strongest women ever to walk on the face of the earth.
[02:05:13.240 --> 02:05:25.840]   Texas. This is the state where William Travis, James Bowie, and Davy Crockett
[02:05:25.840 --> 02:05:30.400]  made their last stand at the Alamo.
[02:05:30.400 --> 02:05:32.400]  [Applause]
[02:05:32.750 --> 02:05:37.789]   This is the state where a small band of patriots at the Battle of Gonzales,
[02:05:37.789 --> 02:05:45.630]   armed with a single cannon, stared down a foreign army and declared, "Come and take it!"
[02:05:45.630 --> 02:05:56.588]  Come and take it, Robert Francis O'Rourke.
[02:05:56.791 --> 02:05:58.592]  Come and take it.
[02:05:58.612 --> 02:05:59.893]  Well, he's not going to come and take it.
[02:06:00.834 --> 02:06:01.775]  Well, he has a 0% chance.
[02:06:01.795 --> 02:06:03.816]  Law enforcement to come and do it.
[02:06:03.996 --> 02:06:06.698]  Well, he has a 0% chance of having law enforcement do it either.
[02:06:06.718 --> 02:06:13.884]  Because he's pretty sure that potential mass murderers will comply with Beto in his furry suit.
[02:06:14.524 --> 02:06:23.010]  You know, if you look at his early writings, he wrote that he, in some sort of alter ego perhaps, he said he wanted to kill 30 people by the time he was 23.
[02:06:23.751 --> 02:06:26.653]  So, he has a good insight into the mind of a serial killer.
[02:06:29.855 --> 02:06:31.217]  They didn't have a lot of money.
[02:06:32.739 --> 02:06:34.262]  They didn't have a lot of luxury.
[02:06:35.203 --> 02:06:37.527]  But they all had one thing in common.
[02:06:37.927 --> 02:06:39.149]  They loved their families.
[02:06:39.570 --> 02:06:40.712]  They loved their country.
[02:06:40.872 --> 02:06:43.512]  and they loved their God.
[02:06:43.512 --> 02:06:48.311]  [Applause]
[02:06:48.311 --> 02:06:54.391]   These courageous Texas patriots did not shed their blood, sweat, and tears
[02:06:54.391 --> 02:06:59.431]   so that we could sit at home while others tried to erase their legacy,
[02:06:59.431 --> 02:07:05.112]   demolish our liberty, and destroy our proud American heritage.
[02:07:05.286 --> 02:07:08.687]  We will never, ever allow that to happen.
[02:07:12.711 --> 02:07:18.812]  With your help, your devotion, and your drive, we are going to keep on working.
[02:07:19.292 --> 02:07:21.192]  We are going to keep on fighting.
[02:07:21.593 --> 02:07:25.393]  And we are going to keep on winning, winning, winning.
[02:07:29.954 --> 02:07:37.455]  We are one movement, one people, one family, and one glorious nation under God.
[02:07:41.136 --> 02:07:46.433]   And together, We will make America wealthy again.
[02:07:49.215 --> 02:07:52.658]  We will make America proud again.
[02:07:55.200 --> 02:07:58.742]  We will make America strong again.
[02:08:00.663 --> 02:08:04.086]  We will make America safe again.
[02:08:06.644 --> 02:08:11.788]  And we will make America great again.
[02:08:12.148 --> 02:08:13.169]  Thank you, Texas.
[02:08:13.229 --> 02:08:14.250]  Thank you.
[02:08:17.272 --> 02:08:28.220]  Wow.
[02:08:28.661 --> 02:08:30.202]  What a rally from President Trump.
[02:08:30.762 --> 02:08:32.204]  Energy is still on high.
[02:08:33.300 --> 02:08:41.102]  Uh, you're talking 30,000 plus at this event, at least 20,000 in the arena, at least 5 to 10 outside.
[02:08:41.162 --> 02:08:42.063]  The numbers I'm hearing are 30,000.
[02:08:42.743 --> 02:08:45.884]  Uh, a great rally from President Trump, high energy.
[02:08:46.224 --> 02:08:47.844]  I don't know how he maintains his energy level.
[02:08:47.864 --> 02:08:49.385]  He has to be... He's like 73 now?
[02:08:49.705 --> 02:08:51.965]  He has to be on turbo force from Infowarsstore.com.
[02:08:51.985 --> 02:08:52.766]  There's just no way.
[02:08:52.786 --> 02:08:56.727]  Uh, but, but, uh, let's get some commentary here post...
[02:08:57.955 --> 02:09:01.256]  Rally President Trump in Dallas, a historical rally indeed.
[02:09:01.696 --> 02:09:03.216]  Let's go to Tom Pappert.
[02:09:03.897 --> 02:09:04.957]  Tom, sum it up for us.
[02:09:05.937 --> 02:09:13.699]  So that was truly, I mean, Trump rallies, some say if you've seen one you've seen them all, but on every single rally he always tends to introduce something new.
[02:09:13.759 --> 02:09:23.062]  So some of the highlights for that one, as I said a moment ago, that's the first time to my knowledge President Trump has ever said that the Democrats, the globalists, do not love our country.
[02:09:23.122 --> 02:09:28.082]   Normally he hedges it, saying it seems as if they're doing it to hurt America.
[02:09:28.082 --> 02:09:33.282]   He mentioned, interestingly, that he thought after the 2016 election he would finally be
[02:09:33.282 --> 02:09:37.682]   respected by the media, and says it's, of course, worse now than ever.
[02:09:37.682 --> 02:09:43.442]   I really enjoyed, though, the end of the catastrophic Middle Eastern wars rhetoric.
[02:09:43.442 --> 02:09:48.841]   I mean, of course, President Trump is raising some eyebrows as he sends more troops to,
[02:09:48.841 --> 02:09:53.442]   I believe, Saudi Arabia, even as he removes them from Syria, but I think that putting
[02:09:53.442 --> 02:09:58.881]   this rhetoric into the mainstream is very good and very healthy for this country.
[02:09:58.901 --> 02:10:04.445]  It's also fascinating to hear him describe the fighting between Turkey and the Kurds.
[02:10:04.485 --> 02:10:07.487]  You know, sometimes you just got to let them fight like kids.
[02:10:08.107 --> 02:10:09.188]  A little tough love.
[02:10:09.228 --> 02:10:12.591]  American soldiers do not need to be at the center of this.
[02:10:13.011 --> 02:10:18.896]  Then I also found it fascinating, Owen, he spent the most time talking about Biden.
[02:10:18.936 --> 02:10:23.219]  And of course, that is likely because of this Ukraine scandal and the impeachment push.
[02:10:23.599 --> 02:10:29.784]  But then Beto being in Texas and then Elizabeth Warren only mentioning Hillary Clinton once.
[02:10:30.064 --> 02:10:35.709]  So if the crooked one should decide to run, it sounds like he's saving all his ammunition.
[02:10:36.229 --> 02:10:42.714]  By the way, not only did you have 30,000 at a Trump rally tonight, you had a Trump march in Las Vegas that had huge turnout.
[02:10:42.954 --> 02:10:46.856]  You had a Trump rally just organically in D.C.
[02:10:47.377 --> 02:10:48.337]  that happened as well.
[02:10:48.457 --> 02:10:56.403]  So, I mean, big, big ups right now in momentum category for President Trump as we're really, I mean, 2020 has come early.
[02:10:56.663 --> 02:10:57.744]  Leanne, what do you think about that?
[02:10:58.024 --> 02:10:59.264]  Yeah, that's what I was saying earlier.
[02:10:59.324 --> 02:11:01.905]  There's a lot of people are showing up for President Trump.
[02:11:01.925 --> 02:11:09.347]  They're saying, look, you're trying to say that the polls are saying one thing and we are showing up telling you that your polls are off.
[02:11:09.947 --> 02:11:10.908]  It's skewed.
[02:11:10.968 --> 02:11:11.848]  It's fake news.
[02:11:12.528 --> 02:11:19.208]   And, you know, you can see the energy there with President Trump and on all of of the people that were there to stand up for him and to
[02:11:19.208 --> 02:11:21.809]   show up for him, just tons of energy.
[02:11:21.809 --> 02:11:26.208]   People used to faint when Barack Obama would have a rally or give a speech.
[02:11:26.208 --> 02:11:28.649]  People would just be so bored they'd just fall over.
[02:11:28.649 --> 02:11:32.688]   Remember, then that became a big meme that the women were just fainting over Barack Obama.
[02:11:32.688 --> 02:11:37.208]   But really, it's because, I mean, they were bored to death, essentially.
[02:11:37.208 --> 02:11:40.208]  But you know, that's what I, there's just a lot of energy.
[02:11:40.222 --> 02:11:53.993]  If you took all of the Democrats running for president right now and you put them all in a stadium, the crowd size would not even compare at all to what was there for Trump tonight.
[02:11:54.053 --> 02:12:00.758]  Also, didn't Obama, I'm trying to remember, didn't they stage some deal where Obama was giving a speech and some lady collapsed right next to him?
[02:12:00.899 --> 02:12:01.579]  And then he had to go.
[02:12:01.599 --> 02:12:04.662]  And he was like, oh, I gotcha, mama, I gotcha.
[02:12:05.455 --> 02:12:06.215]  Don't you worry, mama.
[02:12:06.675 --> 02:12:06.895]  Yeah.
[02:12:07.375 --> 02:12:10.076]  He's just ladies fainting over Barack Obama.
[02:12:10.256 --> 02:12:10.556]  Yes.
[02:12:10.796 --> 02:12:14.577]  Well, and ironically, that happens quite frequently at Trump rallies.
[02:12:14.657 --> 02:12:18.638]  It's happened during a rally that I was at, and it was completely organic, and it's not out of boredom.
[02:12:18.678 --> 02:12:30.280]  I mean, these women, some of them in their 50s or 60s, sometimes older, will be on the floor, standing room only, screaming at the top of their lungs, make America great again, fake news, CNN sucks.
[02:12:30.960 --> 02:12:35.123]  And it gets hot down there, they pass out, and you get a doctor involved.
[02:12:35.163 --> 02:12:39.205]  And they're literally outside waiting for hours on end, if not 24 hours.
[02:12:39.225 --> 02:12:41.146]  They don't eat, they don't drink anything.
[02:12:41.166 --> 02:12:43.107]  And this is the dedication.
[02:12:43.728 --> 02:12:48.790]  But, I mean, the Democrats know what's going on here.
[02:12:48.810 --> 02:12:50.051]  They know their polls are fake.
[02:12:50.291 --> 02:12:54.234]  So they see this rally and they're just in total panic mode right now.
[02:12:56.055 --> 02:13:01.039]  You know, there's some other developments that are happening, I think, right now in Dallas that I can't confirm or deny.
[02:13:01.079 --> 02:13:03.000]  So we're going to wait until tomorrow to see what happens.
[02:13:03.060 --> 02:13:07.243]  But there may have been some planned leftist violence, actually, and some arrests made.
[02:13:07.604 --> 02:13:08.564]  I can't confirm that yet.
[02:13:08.645 --> 02:13:10.546]  We're going to wait and see if that surfaces tomorrow.
[02:13:11.367 --> 02:13:13.528]  But we did have Alex Jones live down there.
[02:13:13.608 --> 02:13:18.412]  There'll be tons of that footage coming out at InfoWars.com tomorrow and Banned.Video.
[02:13:19.052 --> 02:13:22.314]  I look forward to hearing Alex back in studio live tomorrow.
[02:13:22.554 --> 02:13:25.395]  Of course it all kicks off with David Knight in the morning at 8 a.m.
[02:13:25.815 --> 02:13:31.218]  at Infowars.com slash show and band dot video and it rolls right on through till 6 p.m.
[02:13:31.238 --> 02:13:32.918]  with myself and the war room.
[02:13:33.019 --> 02:13:39.621]  So this is what we're doing at Infowars folks and it's literally all thanks to you supporting us at Infowarsstore.com.
[02:13:39.682 --> 02:13:44.309]   Unfortunately, But this is what the Democrats and the Chinese are engaged in right now.
[02:13:45.089 --> 02:13:48.130]  Unfortunately, we get censored on Facebook and Twitter and YouTube.
[02:13:48.150 --> 02:13:49.410]  We can't put our live streams up.
