[00:00:00.029 --> 00:00:00.571]  Oh, no!
[02:19:20.749 --> 02:19:33.712]  And a couple of weeks ago I went to an international conference on bioenergetic medicine and caught some incredible information on how people are healing cancer and doing things that are bringing them back to normal.
[02:19:33.732 --> 02:19:39.514]  Like one of the major guys talking was a guy, a doc who was a Special Forces doc, his name was Rashid Buttar.
[02:19:40.174 --> 02:19:52.391]  And, um, you know, he would keep these terrorists alive or the people they were, you know, they'd go to do, uh, do pickups from, uh, you know, special forces and they'd be there to keep them, keep the, um, the people in there.
[02:19:52.411 --> 02:19:52.611]  Stay there.
[02:19:52.631 --> 02:19:53.652]  I want to hear more about this.
[02:20:00.063 --> 02:20:01.323]  Hi, this is Alex Jones.
[02:20:01.363 --> 02:20:06.705]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[02:20:06.965 --> 02:20:11.587]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[02:20:11.967 --> 02:20:12.367]  It's true.
[02:20:12.447 --> 02:20:15.028]  Seeds have outperformed even gold and silver before in this country.
[02:20:15.268 --> 02:20:17.009]  And it's possible that could even happen again.
[02:20:17.549 --> 02:20:22.252]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[02:20:22.773 --> 02:20:24.694]  They call it a Survival Seed Bank.
[02:20:25.094 --> 02:20:29.697]  And it can produce an endless supply of nutrient-dense food for you and your family.
[02:20:29.877 --> 02:20:30.778]  And here's the best part.
[02:20:30.998 --> 02:20:33.780]  These seeds have not been genetically modified in any way.
[02:20:34.080 --> 02:20:37.382]  And you actually get enough seeds to plant a full acre crisis garden.
[02:20:37.703 --> 02:20:40.544]  So visit them today at survivalseedbank.com.
[02:20:40.885 --> 02:20:42.786]  That's survivalseedbank.com.
[02:20:43.106 --> 02:20:44.027]  Or give them a call at 877-327-0365.
[02:20:47.669 --> 02:20:51.373]  That's 877-327-0365.
[02:20:51.893 --> 02:20:56.417]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[02:20:56.738 --> 02:20:59.120]  This is Alex Jones for survivalseedbank.com.
[02:21:00.640 --> 02:21:03.782]  Hi, I'm Mark Craighead, founder of Crossbreed Holsters.
[02:21:04.022 --> 02:21:12.027]  I designed our top-selling holster, the SuperTuck Deluxe, to solve the problems of being poked, pinched, and gouged while carrying concealed.
[02:21:12.207 --> 02:21:17.330]  The SuperTuck Deluxe is the most comfortable, most concealable holster on the market today.
[02:21:17.510 --> 02:21:20.412]  We offer a two-week free trial and a lifetime warranty.
[02:21:20.492 --> 02:21:23.374]  Visit us at crossbreedholsters.com.
[02:21:24.415 --> 02:21:28.077]  Don't forget, crossbreedholsters.com.
[02:21:30.314 --> 02:21:34.016]  That's the sound of your door being kicked in by an intruder with a single kick.
[02:21:35.356 --> 02:21:40.518]  That's the sound of the same door now protected by the Door Sentinel at MySafeDoor.com.
[02:21:40.659 --> 02:21:44.240]  Go to MySafeDoor.com right now and watch the amazing video.
[02:21:44.400 --> 02:21:49.202]  At MySafeDoor.com, you'll learn how to turn your home into a fortress with the Door Sentinel.
[02:21:49.222 --> 02:21:54.504]  16 kicks later, and the Door Sentinel is still holding strong.
[02:21:54.685 --> 02:21:55.985]  MySafeDoor.com.
[02:21:56.085 --> 02:21:57.626]  That's MySafeDoor.com.
[02:21:58.496 --> 02:21:59.758]  Hi, this is Alex Jones.
[02:21:59.798 --> 02:22:05.145]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[02:22:05.385 --> 02:22:10.031]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[02:22:10.412 --> 02:22:15.458]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible that could even happen again.
[02:22:15.979 --> 02:22:20.682]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[02:22:21.203 --> 02:22:23.124]  They call it a Survival Seed Bank.
[02:22:23.504 --> 02:22:28.127]  And it can produce an endless supply of nutrient-dense food for you and your family.
[02:22:28.327 --> 02:22:29.228]  And here's the best part.
[02:22:29.428 --> 02:22:32.210]  These seeds have not been genetically modified in any way.
[02:22:32.510 --> 02:22:35.812]  And you actually get enough seeds to plant a full acre crisis garden.
[02:22:36.133 --> 02:22:38.954]  So visit them today at survivalseedbank.com.
[02:22:39.315 --> 02:22:41.216]  That's survivalseedbank.com.
[02:22:41.536 --> 02:22:42.457]  Or give them a call at 877-327-0365.
[02:22:46.179 --> 02:22:49.801]  That's 877-327-0365.
[02:22:50.322 --> 02:22:54.845]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[02:22:55.165 --> 02:22:57.606]  This is Alex Jones for survivalseedbank.com.
[02:22:58.067 --> 02:23:03.130]  You have storable food, filtered water, even shelter, but do you have a way to start a fire immediately?
[02:23:03.530 --> 02:23:07.773]  Now you can with Instafire, a revolutionary, safe, simple, and versatile fire starter.
[02:23:08.034 --> 02:23:13.478]  Instafire is a patented blend of volcanic rock, wood pellets, and paraffin wax that gets a fire blazing in just minutes.
[02:23:13.698 --> 02:23:17.100]  So just add water to your survival food and enjoy a hot meal in no time.
[02:23:17.381 --> 02:23:22.364]  Instafire is self-sustaining fire and even starts right on top of snow or water or in any severe weather.
[02:23:22.625 --> 02:23:24.346]  Even 40 mile per hour crosswinds.
[02:23:24.606 --> 02:23:25.287]  Sound incredible?
[02:23:25.507 --> 02:23:25.807]  It is.
[02:23:26.047 --> 02:23:27.809]  Check it out at instafire.com.
[02:23:28.109 --> 02:23:29.570]  A must for any preparedness kit.
[02:23:29.750 --> 02:23:43.379]  Instafire easily lights with matches or flintlock lighters, is environmentally friendly, stores easy with a 30 year shelf life, is lightweight, comes in a variety of sizes and starts at $1.25 for a single pack or only $59.95 for a 5 gallon pail with free shipping.
[02:23:43.579 --> 02:23:48.683]  Go to instafire.com spelled I-N-S-T-A fire dot com or call 888-482-4868.
[02:23:48.703 --> 02:23:48.943]  That's 888-482-4868.
[02:23:48.963 --> 02:23:49.623]  Safe, simple, versatile.
[02:23:49.664 --> 02:23:50.124]  Instafire.
[02:24:04.790 --> 02:24:15.292]  Alright folks, I need to hurry through your calls now because I've got this report from Carlsbad I want to air and get into the receivership of a different property and then of course we'll be back this Sunday 4 to 6 p.m.
[02:24:15.332 --> 02:24:32.575]  back Monday I'll be back live of course Monday here we got a lot of other informative guests coming up but it's all accelerating right now as we told you going back to the gentleman who was at the health conference there in Florida we're bringing up this special forces doctor please continue
[02:24:33.464 --> 02:24:43.036]  Yeah, his name is Dr. Rasheed Guttar, and he'd keep these people who were held hostages that were extracted by Special Forces, keep them alive in order to get them home.
[02:24:43.677 --> 02:24:45.779]  And he's a real hero in terms of what he did.
[02:24:45.819 --> 02:24:50.826]  He came home, and his seven-year-old had a round of vaccines, and he became autistic.
[02:24:51.801 --> 02:24:53.262]  And it totally crushed him.
[02:24:53.742 --> 02:24:55.843]  Yeah, see how he served the system.
[02:24:56.323 --> 02:25:02.446]  But notice they didn't give him the memo on the vaccines that they know full well have been doing this for 50 years.
[02:25:02.666 --> 02:25:06.368]  We've gone from 1 in 25,000 with autism to 1 in 58.
[02:25:07.029 --> 02:25:07.629]  Cancer's up.
[02:25:07.969 --> 02:25:09.210]  They're doing it on purpose.
[02:25:09.530 --> 02:25:13.051]  All you people that serve the system, it is using you.
[02:25:13.152 --> 02:25:14.272]  It will destroy you.
[02:25:14.512 --> 02:25:16.353]  You can't join the New World Order.
[02:25:16.973 --> 02:25:17.914]  I'm sorry, finish your point.
[02:25:18.749 --> 02:25:19.309]  Well, no problem.
[02:25:19.369 --> 02:25:30.433]  It's just the fact that he went through and got information, studied toxicology, healed his son through integrative medicine and getting out the poisons and the metals.
[02:25:30.973 --> 02:25:41.717]  In fact, I had an opportunity to talk to Dr. Tenpenny myself a couple years back specifically about this issue and just how, you know, we as Americans can get up to speed with
[02:25:42.157 --> 02:25:52.883]  What they're doing and how to stay healthy with simple things like homeopathy, simple things like nutrition and herbs, and as you say, staying away from fluoride to heal the body.
[02:25:53.023 --> 02:25:58.066]  And so the conference provided really a wealth of information from people around the cutting edge.
[02:25:58.106 --> 02:26:02.208]  In fact, Dr. Buttar put out a book called The Nine Steps to Keep the Doctor Away.
[02:26:03.249 --> 02:26:07.131]  Well, let's get Dr. Buttar on the nine steps to keep the doctor away.
[02:26:07.151 --> 02:26:08.312]  Good to hear from you, gotta jump.
[02:26:08.652 --> 02:26:10.453]  Aaron, what's your take on what he was just talking about?
[02:26:11.351 --> 02:26:15.574]  Well, there's all kinds of stuff that they don't seem to want regular American people to use.
[02:26:15.594 --> 02:26:24.700]  I mean, just entering into the vitamin world has revealed to me that there's a lot of stuff we could be using to our advantage, but instead they push these GMOs on us.
[02:26:24.760 --> 02:26:26.782]  I mean, I don't know very much in particular about
[02:26:27.202 --> 02:26:37.050]  By the way, Aaron, you've got to let me use you as a poster boy for what health does, and especially the longevity you've been taking.
[02:26:37.331 --> 02:26:38.572]  Because folks, look at Aaron.
[02:26:38.592 --> 02:26:38.892]  Look at him.
[02:26:38.912 --> 02:26:39.813]  We've got to do before and after.
[02:26:40.053 --> 02:26:48.200]  How many pounds have you lost the last three, four months exercising and doing longevity, but also other healthy things?
[02:26:48.520 --> 02:26:49.281]  Yeah, who would have known?
[02:26:49.341 --> 02:26:50.262]  Diet and exercise.
[02:26:50.322 --> 02:26:52.604]  But yeah, a significant amount.
[02:26:52.644 --> 02:26:53.725]  I don't know exactly how much.
[02:26:54.065 --> 02:26:55.305]  Well, it's a lot.
[02:26:55.485 --> 02:27:01.827]  I mean, and you weren't like, you were a little, you know, plubby like me, and I've lost a bit, but you have really kicked butt.
[02:27:01.867 --> 02:27:03.668]  I mean, I just want to commend you, Aaron, for what you've done.
[02:27:04.188 --> 02:27:05.068]  It's a great example.
[02:27:05.088 --> 02:27:06.508]  You're a great example to all of us.
[02:27:07.009 --> 02:27:12.270]  Because I've been trying to get healthy, and I challenged Aaron to get healthy, and he just said, okay, and totally kicked my hind end.
[02:27:12.310 --> 02:27:14.291]  So, Aaron, challenge me now.
[02:27:14.371 --> 02:27:14.911]  Call me a wimp.
[02:27:17.563 --> 02:27:19.504]  Yeah, you're one of the biggest wimps I know, Alex.
[02:27:19.825 --> 02:27:29.011]  But you know, overall, it really is about kind of extracting ourselves from that system that's been built up, if you want to call it the B system or the New World Order system or whatever.
[02:27:29.031 --> 02:27:33.874]  I mean, whether everything from watching TV to getting healthy to getting off the couch.
[02:27:33.914 --> 02:27:37.036]  I mean, I was brought up in that system, watching TV.
[02:27:37.076 --> 02:27:38.517]  I've tried to cut down.
[02:27:38.537 --> 02:27:40.198]  I don't watch television anymore.
[02:27:40.238 --> 02:27:42.620]  I've tried to pull myself into the healthy realm.
[02:27:42.640 --> 02:27:47.443]  Well, if you do watch TV, watch what we watch now, like 10-hour terrorism history documentaries.
[02:27:48.264 --> 02:27:53.748]  Oh yeah, you learn a lot more from that type of programming, especially if you're already partially aware and you can analyze things.
[02:27:53.828 --> 02:28:04.498]  But, yeah, still, just getting away from that system and building your own life apart from what comes in a top-down manner from the controlled media and, well, you know how it works.
[02:28:04.938 --> 02:28:07.620]  We shouldn't be eating food that comes in processed boxes.
[02:28:07.980 --> 02:28:10.402]  You shouldn't be watching more than an hour of television a day.
[02:28:11.342 --> 02:28:13.183]  You shouldn't be not exercising.
[02:28:13.243 --> 02:28:14.664]  I mean, they want us in a matrix.
[02:28:14.884 --> 02:28:17.186]  They're trying to shut down farms and ranches for a reason.
[02:28:17.466 --> 02:28:19.367]  They don't want us living like natural humans.
[02:28:19.627 --> 02:28:21.028]  They want us in their modern cages.
[02:28:21.769 --> 02:28:24.891]  Matt in Minnesota, you're on the air, and we'll talk to Chris in Montana.
[02:28:24.911 --> 02:28:25.511]  Go ahead, Matt.
[02:28:26.672 --> 02:28:26.952]  Hello.
[02:28:27.913 --> 02:28:28.213]  Yes, sir.
[02:28:30.072 --> 02:28:49.422]  Uh, yeah, I'd like to bring up the fact that, uh, I got a, uh, right here in Minnesota, you know, we got the Big Mall of America, and, uh, I got a friend of mine who actually works in maintenance, so, you know, they just do general cleanup throughout the whole mall, and he was talking about how they must have had some sort of meeting or whatever where they were discussing actually having
[02:28:51.670 --> 02:28:54.452]  You know, just random text throughout the mall.
[02:28:55.093 --> 02:28:59.156]  I don't know if that necessarily means, like, at the door or just randomly watching.
[02:28:59.216 --> 02:28:59.936]  No, no, let me stop you.
[02:28:59.956 --> 02:29:01.578]  We're going to have to come back to you here.
[02:29:01.618 --> 02:29:08.823]  This is, I already have this internally and TSA's put out promo videos where it shows them in malls and at sports stadiums.
[02:29:08.843 --> 02:29:11.926]  But yes, Mall of America has the telescreens going in.
[02:29:12.466 --> 02:29:13.427]  I don't know if they're in yet.
[02:29:13.867 --> 02:29:19.612]  And yes, they're going to be the first place where the TSA grabs your daughter's genitals and your wife's breast.
[02:29:19.972 --> 02:29:21.873]  And then you say, well, I just won't go to Mall of America.
[02:29:22.254 --> 02:29:23.434]  Now it's going to be on the highway.
[02:29:23.735 --> 02:29:25.296]  What specifically did your friend say?
[02:29:25.316 --> 02:29:35.604]  Well, he just said that they were getting ready to start having them do... See, I'm not sure if they're going to be at the doors or if they're just going to be walking around at like general security.
[02:29:36.711 --> 02:29:36.811]  Ha!
[02:29:36.831 --> 02:29:38.533]  Federal Boon Forces!
[02:29:38.553 --> 02:29:41.255]  Now they're going to be at the door, they're going to get their hands on you.
[02:29:41.275 --> 02:29:43.457]  They're not going to tell the school groups going there and stuff.
[02:29:43.797 --> 02:29:45.259]  And the pedophiles are going to have fun.
[02:29:46.119 --> 02:29:46.840]  We'll be right back.
[02:29:46.880 --> 02:29:49.963]  You know, they harm because they're pedophiles, but at the same time it's about training in this life.
[02:29:49.983 --> 02:29:50.403]  We're on the march.
[02:29:50.683 --> 02:29:52.285]  The Empire's on the run.
[02:29:53.205 --> 02:29:55.888]  Alex Jones and the GCN Radio Network.
[02:30:00.987 --> 02:30:02.488]  Hi folks, this is Alex Jones.
[02:30:02.708 --> 02:30:07.750]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[02:30:08.010 --> 02:30:09.370]  Saving means to make money.
[02:30:09.550 --> 02:30:18.334]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[02:30:19.074 --> 02:30:26.180]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[02:30:26.600 --> 02:30:34.226]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[02:30:34.607 --> 02:30:39.531]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[02:30:39.831 --> 02:30:42.013]  Getting a free catalog is easy by calling 800-340-7091.
[02:30:44.775 --> 02:30:47.696]  Or see Calvin on the web at FiveStarSoap.com.
[02:30:47.976 --> 02:30:50.297]  Take charge of your health now by calling 800-340-7091.
[02:30:50.357 --> 02:30:52.478]  Or see Calvin on the web at FiveStarSoap.com.
[02:31:00.842 --> 02:31:04.463]  Hundreds of nations have fallen to tyranny in the last century alone.
[02:31:04.863 --> 02:31:07.864]  This is our last chance to not relive history.
[02:31:08.104 --> 02:31:12.885]  As we're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[02:31:12.905 --> 02:31:19.127]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[02:31:19.287 --> 02:31:21.528]  I think it's incumbent upon all of us
[02:31:22.068 --> 02:31:22.348]  Tim Geithner?
[02:31:22.368 --> 02:31:22.609]  Bernanke?
[02:31:22.629 --> 02:31:23.189]  They're arsonists!
[02:31:23.209 --> 02:31:24.171]  They're asking for more matches!
[02:31:24.231 --> 02:31:26.353]  And the Congress is saying, who do we make the check out to?
[02:31:40.970 --> 02:31:42.812]  Today seems like nobody does care.
[02:31:43.112 --> 02:31:47.918]  And right now in Washington, D.C., we have seen a fall of the Republic.
[02:31:48.258 --> 02:31:57.368]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv.
[02:31:59.420 --> 02:32:00.641]  Hi, this is Alex Jones.
[02:32:01.021 --> 02:32:06.825]  This holiday season, more than half of our nation is in need of help due to the shattered economy.
[02:32:07.325 --> 02:32:10.948]  So now is the time to express the holiday spirit more than ever.
[02:32:11.348 --> 02:32:14.550]  Consider helping those you love with the most important gift.
[02:32:14.950 --> 02:32:20.214]  A supply of delicious, easy to fix, and very storable foods from efoodsdirect.com.
[02:32:20.934 --> 02:32:33.301]  Their Holiday Gift and Family Pack start at $99 for a 16-day supply, while their 5-week supply of quick and easy-to-fix meals includes a personal backpack in case of a grab-and-go emergency.
[02:32:33.621 --> 02:32:39.224]  Order their Combo Gift Pack and you'll save hundreds, plus get free shipping on your entire order.
[02:32:39.504 --> 02:32:41.725]  Call eFoods today at 800-409-5633 or visit them online
[02:32:45.467 --> 02:32:49.089]  At efoodsdirect.com forward slash Alex to find the special.
[02:32:49.349 --> 02:32:55.433]  That's 800-409-5633 or efoodsdirect.com forward slash Alex.
[02:32:55.673 --> 02:32:58.115]  You can bet your life on efoods direct.
[02:33:01.397 --> 02:33:06.560]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[02:33:07.240 --> 02:33:09.542]  Because there's a war on for your mind.
[02:33:12.863 --> 02:33:21.910]  Okay, I've shot a bunch of video reports and we're going to air some of them tonight on the Nightly News 7 o'clock central with Aaron Dyches hosting.
[02:33:21.930 --> 02:33:24.231]  I also know Mike Adams is going to be hosting.
[02:33:24.392 --> 02:33:26.833]  Actually, I think it's Mike Adams tonight, isn't it?
[02:33:26.933 --> 02:33:32.017]  And then it's Aaron Dyches next week until I get back in town on Wednesday.
[02:33:32.497 --> 02:33:34.879]  But I do want to finish up with a few of your phone calls.
[02:33:36.140 --> 02:33:37.481]  And we have a caller on hold.
[02:33:37.561 --> 02:33:41.204]  I want to have him finish the story that he was just telling, but
[02:33:41.664 --> 02:33:44.346]  I was just looking during the break at one of the videos I just posted.
[02:33:44.907 --> 02:33:48.029]  Police nanny state report from entrance to Carlsbad Cavern.
[02:33:49.610 --> 02:33:51.692]  And there's a comment here.
[02:33:51.712 --> 02:34:00.439]  He says, I went to the airport to see my sister board a flight to California to be deployed to Afghanistan again.
[02:34:02.148 --> 02:34:11.874]  As they checked us in at the door, a 55-year-old man grabbed my sister's breasts and I told him not to touch me, so I was riped out and was thrown out.
[02:34:12.214 --> 02:34:19.479]  Yeah, now they're going to start the checkpoints out at the entrance to the airport, and then at the parking garage, because the terrorists could attack anywhere.
[02:34:19.659 --> 02:34:24.702]  And then out on the highway, and then at the mall, and then at your house, because they could hide anywhere.
[02:34:24.742 --> 02:34:25.823]  I mean, there could be a terrorist.
[02:34:26.954 --> 02:34:28.896]  There could be a terrorist through that green door behind me.
[02:34:28.916 --> 02:34:30.597]  There could be a terrorist over there.
[02:34:30.617 --> 02:34:31.778]  I mean, they could be anywhere.
[02:34:32.038 --> 02:34:37.303]  Only government could keep me safe from this omnipresent, invisible enemy.
[02:34:37.843 --> 02:34:41.086]  Oh, but it's not the Arab terrorist, it's the right-winger.
[02:34:41.927 --> 02:34:46.530]  They mean the real right-winger, or the patriot who understands things and who's done their research.
[02:34:47.711 --> 02:34:49.433]  Finishing up with Matt in Minnesota.
[02:34:49.773 --> 02:34:52.315]  So, yes, I've seen them say they're going to be in all the malls.
[02:34:52.716 --> 02:34:53.977]  First saw this five years ago.
[02:34:55.894 --> 02:34:57.576]  And the FBI's called for it.
[02:34:58.056 --> 02:35:01.900]  And yes, first they're just going to be there and search your bags, just like the airport.
[02:35:02.160 --> 02:35:05.643]  But then they admit it's going to move on to breast grabbing, genital grabbing.
[02:35:05.863 --> 02:35:07.184]  You're like, well I just won't go to the malls.
[02:35:07.725 --> 02:35:09.086]  They're going to do it on the side of the highway.
[02:35:09.366 --> 02:35:12.909]  And they know in actuaries you're going to resist a certain number.
[02:35:13.310 --> 02:35:15.271]  You will then be called the terrorist.
[02:35:16.072 --> 02:35:16.492]  You see?
[02:35:17.717 --> 02:35:26.865]  And they don't care if there's going to be a big shooting war with 150 million gun owners, if 1 million fight back, less than 1% fight back, that that's an unstoppable army.
[02:35:27.106 --> 02:35:28.627]  They want to wreck the whole country.
[02:35:28.947 --> 02:35:35.713]  They want the gun owners to have shootouts with pot-bellied TSA and cops and military and all these steroid-out people.
[02:35:36.154 --> 02:35:37.935]  It's all part of just wrecking everything.
[02:35:37.955 --> 02:35:38.976]  Just wrecking it.
[02:35:39.196 --> 02:35:42.920]  They're taking Salente's bank account now just to freak everybody out.
[02:35:43.240 --> 02:35:44.540]  And they're going to take millions more.
[02:35:45.040 --> 02:35:46.741]  It's just all part of breaking the will.
[02:35:47.041 --> 02:35:48.261]  It's all part of the flaunting.
[02:35:48.901 --> 02:35:50.141]  Go ahead and finish your point up.
[02:35:50.501 --> 02:35:54.942]  So your buddy's involved in the overall maintenance and things, and specifically at Mall of America.
[02:35:55.242 --> 02:35:56.503]  Tell us what he told you.
[02:35:56.823 --> 02:36:02.524]  And then I'd like to know if he'd like to be able to get in contact with us clandestinely and come on the show or give us more info.
[02:36:02.544 --> 02:36:06.705]  But, oh, I guess that's terrorism, letting a radio host know about TSA groping.
[02:36:07.185 --> 02:36:07.905]  Please continue.
[02:36:09.065 --> 02:36:09.345]  Right.
[02:36:09.705 --> 02:36:11.386]  Yeah, basically, that's just what he has said.
[02:36:11.426 --> 02:36:13.086]  His supervisor had told him that
[02:36:15.152 --> 02:36:19.698]  You're about to roll that out, but the other point I wanted to bring up when you got to
[02:36:23.015 --> 02:36:23.975]  We're good to go.
[02:36:46.421 --> 02:36:53.886]  But several weeks later, I received papers in the mail for a charge for a felon in possession of a firearm.
[02:36:54.687 --> 02:37:02.432]  So, long story short, they used a juvenile felony that I had gotten when I was about 15 to call me a felon.
[02:37:03.132 --> 02:37:04.233]  Yeah, yeah, let me stop you.
[02:37:04.533 --> 02:37:09.077]  The law and the court rulings say they can't do that, but they don't care now.
[02:37:09.177 --> 02:37:12.179]  They're taking people's Second Amendment for DWIs.
[02:37:12.660 --> 02:37:18.424]  They're taking the Second Amendment when your wife files for divorce, they come and confiscate your guns for no reason.
[02:37:19.365 --> 02:37:21.087]  The Supreme Court ruled they can't do that.
[02:37:21.207 --> 02:37:22.007]  They don't care.
[02:37:22.368 --> 02:37:24.870]  This is a lawless, crook government.
[02:37:25.330 --> 02:37:28.294]  Doesn't mean the average person and it's a crook, but they go along with it.
[02:37:28.735 --> 02:37:31.718]  And folks, America has cancer.
[02:37:32.019 --> 02:37:33.901]  Like the Nazis had it in Germany.
[02:37:35.063 --> 02:37:39.028]  The Germans did it with the Nazis, or the Soviets with the whole system.
[02:37:39.488 --> 02:37:40.309]  We've got this.
[02:37:40.550 --> 02:37:43.494]  And folks, if we don't have a come to Jesus moment,
[02:37:43.914 --> 02:37:44.875]  And admit how bad it is.
[02:37:44.915 --> 02:37:45.836]  There's no getting out of here.
[02:37:46.076 --> 02:37:48.419]  I gotta go to this video here in a few minutes, but God bless you.
[02:37:48.819 --> 02:37:54.806]  You should... Most local lawyers will sell you out, but that was a false, false deal they did to you, and you need to fight that.
[02:37:55.066 --> 02:37:55.687]  That's a fraud.
[02:37:55.707 --> 02:37:59.131]  I am an expert in that area, and I've had constitutional lawyers on to break it down as well.
[02:38:00.151 --> 02:38:03.274]  Chris in Montana, and then we're out of time here.
[02:38:03.294 --> 02:38:14.243]  We got to go to this report on the UN takeover and police state takeover of America, where you can't even film the wildlife at national parks because it violates the animals' rights.
[02:38:14.823 --> 02:38:15.804]  That's not in this report.
[02:38:15.824 --> 02:38:18.126]  That's something I forgot to point out that they told us.
[02:38:18.686 --> 02:38:20.328]  But go ahead, Chris.
[02:38:21.758 --> 02:38:35.202]  Yeah, what a previous caller said about pamphlets, that's one of the things that I would love to have, get my hands on, would be something that outlines all of the presidential candidates to give to people.
[02:38:36.102 --> 02:38:40.684]  I think that would be a great tool to show people, you know, why to vote for Ron Paul.
[02:38:42.284 --> 02:38:43.145]  Well, that was it.
[02:39:02.090 --> 02:39:04.211]  Well, thank you for holding, sir, to bring us that information.
[02:39:04.731 --> 02:39:06.792]  I want to thank Aaron Dykes for hosting the show.
[02:39:06.812 --> 02:39:11.153]  We're going to play this video and audio of myself at Carlsbad Caverns.
[02:39:11.173 --> 02:39:12.974]  This is the aftermath video.
[02:39:13.314 --> 02:39:20.177]  I shot three or four others that we're going to play clips of tonight, interspersed with this on the nightly news, as it was happening.
[02:39:20.237 --> 02:39:25.479]  But, I mean, Carlsbad Caverns, I was here six years ago, one of the biggest caverns in the world.
[02:39:25.499 --> 02:39:26.439]  It's a true wonder.
[02:39:26.459 --> 02:39:28.420]  It blows anything I've ever seen away.
[02:39:28.440 --> 02:39:29.680]  That's why I keep coming back here.
[02:39:32.270 --> 02:39:33.371]  They just treat you like trash.
[02:39:33.431 --> 02:39:41.595]  It's about letting you know you're garbage, and more and more they're trying to restrict people's access to most areas at national parks, and that's now happened here as well.
[02:39:41.935 --> 02:39:44.057]  And they lectured us basically about that.
[02:39:44.497 --> 02:39:46.198]  So here's this report, and we'll go to break.
[02:39:47.375 --> 02:39:49.917]  Come back and Aaron will give you examples of how the U.N.'
[02:39:49.877 --> 02:39:52.959]  's taking land around the world that was put into these U.N.
[02:39:52.979 --> 02:39:55.561]  biospheres as collateral to the banksters.
[02:39:55.922 --> 02:39:59.604]  The banksters are loan shark criminals, the big six megabanks.
[02:39:59.945 --> 02:40:03.867]  They are involved in a scorched earth total world government takeover plan.
[02:40:04.988 --> 02:40:08.590]  And the name of this video is, there is no escape from the police state.
[02:40:08.870 --> 02:40:10.050]  Please get it out to everybody.
[02:40:10.290 --> 02:40:12.471]  You don't know how long we'll have the internet as we do now.
[02:40:12.711 --> 02:40:14.312]  They're moving ahead with all the censorship bills.
[02:40:14.592 --> 02:40:16.853]  I also want to say great job to the crew.
[02:40:17.153 --> 02:40:22.936]  If you believe in the info we're putting out, want to help get this warning to others, please tell your email list, your Facebook, everything.
[02:40:23.636 --> 02:40:30.264]  Your Twitter, aboutinfowars.com and prisonplanet.com, the YouTube channel, the 15-day free trial at prisonplanet.tv and more.
[02:40:30.724 --> 02:40:35.469]  Okay, here's a little nine-minute report, one of many we'll be filing from the road.
[02:40:35.910 --> 02:40:36.651]  Please stay with us.
[02:40:38.598 --> 02:40:42.561]  Why does government want to go after Amish people selling their neighbor's milk?
[02:40:42.902 --> 02:40:44.783]  Why are they harassing organic farmers?
[02:40:45.384 --> 02:40:48.126]  Why are they trying to arrest women with gardens in their yard?
[02:40:48.567 --> 02:40:49.828]  You've seen all that craziness.
[02:40:50.248 --> 02:40:51.569]  Works for the old Soviet Union.
[02:40:52.210 --> 02:40:56.454]  Because the global technocrats, the Fortune 100, owned by the big six megabanks,
[02:40:57.014 --> 02:41:01.116]  They want to shut down normal, human, self-sufficient society.
[02:41:01.596 --> 02:41:08.940]  And to do it, to shut down true independent sustainability, they bring in the counterfeit UN Agenda 21 sustainability.
[02:41:09.621 --> 02:41:12.102]  Now here's an example of this on the wide scale.
[02:41:12.362 --> 02:41:13.062]  Look at Greece.
[02:41:13.242 --> 02:41:16.804]  You've seen the news articles about all these hundreds of Greek islands.
[02:41:16.844 --> 02:41:17.545]  They have hundreds of them.
[02:41:18.025 --> 02:41:22.007]  Some of which have now been transferred for six billion dollars in debt, one island alone.
[02:41:23.559 --> 02:41:30.803]  That were owned by the state and the people have been given to the big mega banks and brokerage firms that actually induced Greece into debt.
[02:41:30.823 --> 02:41:33.304]  Do you understand that?
