[00:00:00.009 --> 00:00:00.309]  Got it.
[01:15:40.433 --> 01:15:43.857]  But in the interest of radio, I will speak in this voice.
[01:15:44.338 --> 01:15:45.399]  An NPR voice.
[01:15:45.780 --> 01:15:47.201]  David Rockefeller loves you.
[01:15:47.622 --> 01:15:49.003]  Hand over all your property.
[01:15:49.324 --> 01:15:50.465]  World government cares.
[01:15:50.866 --> 01:15:51.947]  Carbon taxes are good.
[01:15:52.247 --> 01:15:53.028]  How's that sound?
[01:15:53.489 --> 01:15:56.292]  We'll be right back with Ryan and many others.
[01:15:56.312 --> 01:15:56.953]  Stay with us.
[01:15:56.973 --> 01:15:57.754]  Infowars.com.
[01:15:59.619 --> 01:16:03.862]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[01:16:04.182 --> 01:16:04.442]  Number 1.
[01:16:05.082 --> 01:16:08.244]  New climate legislation could easily double or triple your electric bill.
[01:16:08.505 --> 01:16:09.065]  Number 2.
[01:16:09.385 --> 01:16:13.928]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:16:14.268 --> 01:16:14.709]  It's true.
[01:16:15.009 --> 01:16:19.572]  Total government control of electricity in the name of smart grid technology is coming.
[01:16:19.892 --> 01:16:20.412]  Number 3.
[01:16:20.712 --> 01:16:23.994]  In some areas of the country, the power grid is dangerously overloaded.
[01:16:24.295 --> 01:16:27.997]  And now, new socialist legislation is only compounding the problem.
[01:16:28.197 --> 01:16:28.738]  Number 4.
[01:16:28.998 --> 01:16:31.360]  Dangerous weather is always a threat to local grids.
[01:16:31.760 --> 01:16:35.144]  Every year, thousands of families lose their power from weather-related outages.
[01:16:35.444 --> 01:16:35.964]  Number 5.
[01:16:36.225 --> 01:16:40.148]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:16:40.368 --> 01:16:45.133]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:16:45.413 --> 01:16:49.434]  You can get more information at www.mysolarbackup.com.
[01:16:49.594 --> 01:16:51.135]  That's mysolarbackup.com.
[01:16:51.375 --> 01:16:53.455]  Remember, the government doesn't own the sun.
[01:16:53.615 --> 01:16:56.216]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:16:56.236 --> 01:17:05.319]  When you're out on the road, the last place you want to be is on the road.
[01:17:06.559 --> 01:17:11.300]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[01:17:11.700 --> 01:17:13.541]  There's a place down in Tennessee
[01:17:15.765 --> 01:17:18.488]  Well, they make blue diamond gusset jeans.
[01:17:20.411 --> 01:17:22.694]  They sew pride in every stitch.
[01:17:24.476 --> 01:17:26.618]  Guarantee you love the way they fit.
[01:17:28.906 --> 01:17:32.788]  They put a diamond gusset in the crotch, where you need it most.
[01:17:33.488 --> 01:17:36.630]  Blue diamond gussets, got it.
[01:17:37.330 --> 01:17:38.151]  Others don't.
[01:17:38.571 --> 01:17:40.452]  We turn jeans inside out.
[01:17:40.712 --> 01:17:42.233]  Diamond gusset jeans.
[01:17:42.493 --> 01:17:45.054]  Made in the USA with unparalleled quality.
[01:17:45.374 --> 01:17:51.638]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection, so you can ride all day with confidence.
[01:17:52.018 --> 01:17:54.199]  Order yours at gusset.com.
[01:17:54.719 --> 01:17:56.740]  Diamond gusset jeans, got it.
[01:17:57.080 --> 01:17:57.961]  Others don't.
[01:18:03.425 --> 01:18:04.345]  Tyranny is here.
[01:18:04.686 --> 01:18:08.247]  The grim future foretold in 1984 has become reality.
[01:18:08.547 --> 01:18:10.828]  It really says that the state is God.
[01:18:10.848 --> 01:18:16.270]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[01:18:16.710 --> 01:18:22.993]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[01:18:23.373 --> 01:18:28.935]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[01:18:29.355 --> 01:18:33.037]  Police State 4 chronicles the sickening depth to which our Republic has fallen.
[01:18:33.517 --> 01:18:37.499]  Prepare to enter the secretive world of emergency dictatorship.
[01:18:37.819 --> 01:18:43.321]  Body scanners, sound cannons, citizen spies, stage terror and cameras on every street corner.
[01:18:43.761 --> 01:18:46.702]  It's only the beginning of the New World Order's hellish plan.
[01:18:47.323 --> 01:18:48.743]  The police state isn't coming.
[01:18:49.284 --> 01:18:49.784]  It's here.
[01:18:50.424 --> 01:18:57.207]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[01:18:59.454 --> 01:19:02.498]  Congratulations to our friends at eFoodsDirect.com.
[01:19:02.798 --> 01:19:07.184]  In August, they celebrate 30 years in the long-term storable food business.
[01:19:07.404 --> 01:19:14.914]  To celebrate, eFoodsDirect.com is offering the lowest price ever on their one-year Freedom Food Supply, even less than the price in
[01:19:15.094 --> 01:19:15.474]  I don't know.
[01:19:36.678 --> 01:19:38.820]  An affordable unit they have ever offered.
[01:19:39.100 --> 01:19:47.286]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex and get 30% off a one-year food supply.
[01:19:47.446 --> 01:19:50.589]  If you have ever considered getting a supply, now is the time.
[01:19:50.729 --> 01:19:50.989]  Call 800-409-5633.
[01:19:51.009 --> 01:19:52.831]  That's 800-409-5633 or efoodsdirect.com forward slash Alex.
[01:20:00.563 --> 01:20:03.425]  Coast to Coast, direct from Austin.
[01:20:04.145 --> 01:20:07.467]  You're listening to the Alex Jones Broadcasting Network.
[01:20:07.747 --> 01:20:22.957]  Now today, we're going to be braising a chicken and stuffing it with cheese and bacon and cooking it for two hours in the oven.
[01:20:25.786 --> 01:20:30.891]  And after that, we'll talk about how great President Obama is.
[01:20:31.852 --> 01:20:34.534]  Who was that lady on PBS for years who talked like that?
[01:20:34.554 --> 01:20:36.035]  Remember when I was growing up?
[01:20:36.676 --> 01:20:37.957]  Julia Childs, yeah.
[01:20:38.377 --> 01:20:39.819]  I can talk like Julia Childs.
[01:20:42.243 --> 01:20:43.744]  I got stacks of news here.
[01:20:43.784 --> 01:20:44.805]  We're in federal court.
[01:20:45.305 --> 01:20:52.929]  It's coming out that the ATF, FBI, and DEA are knowingly shipping guns to Mexican drug gangs and gangs in the U.S.
[01:20:52.949 --> 01:20:54.390]  to knock out their competition.
[01:20:54.850 --> 01:21:03.615]  That the federal government has been caught again shipping, in the last five years, tons of cocaine in through one cartel, and no one gets in trouble.
[01:21:04.136 --> 01:21:05.897]  And then meanwhile we're worried about how I talk.
[01:21:08.841 --> 01:21:09.422]  Oh, okay.
[01:21:09.462 --> 01:21:12.084]  Let's get back into the credit rating situation.
[01:21:12.124 --> 01:21:13.345]  Let's go to a bunch of your calls.
[01:21:13.385 --> 01:21:14.246]  I'm trying here.
[01:21:14.767 --> 01:21:18.810]  Ryan in Tennessee, then Salvatore and others.
[01:21:18.871 --> 01:21:19.791]  Ryan, you're on the air.
[01:21:19.831 --> 01:21:20.172]  Welcome.
[01:21:21.059 --> 01:21:23.181]  Hey Alex, thank you for all that you do.
[01:21:23.481 --> 01:21:29.385]  I'm thankful that I heard about you through conspiracy theory.
[01:21:30.866 --> 01:21:34.509]  My family is now awake and I don't want to get off point.
[01:21:34.749 --> 01:21:39.612]  I want to say everything that you said about corporations running our country now.
[01:21:39.733 --> 01:21:47.158]  I recently had a new truck that at 65 miles an hour, it shifted into first gear.
[01:21:47.995 --> 01:21:54.219]  And my daughter and I flipped off the interstate, and Ford told me they were sorry for the inconvenience.
[01:21:54.880 --> 01:21:59.283]  I don't want to get off point, but it just goes to the American people have lost their voice.
[01:22:00.103 --> 01:22:06.528]  No one listens to us, and it doesn't matter what big corporations do, they just keep right on trucking in.
[01:22:07.128 --> 01:22:08.009]  They're emboldened.
[01:22:08.109 --> 01:22:16.194]  That's what the New World Order is, a global private government where they control the governments and take our wealth away through socialism.
[01:22:16.454 --> 01:22:17.615]  But then they're offshore.
[01:22:17.795 --> 01:22:20.597]  It's fascism sitting on top of socialism.
[01:22:20.917 --> 01:22:24.379]  And that's what the social engineers don't teach in schools.
[01:22:24.639 --> 01:22:29.102]  But when you get into real government policy books, they admit that's the global system.
[01:22:29.362 --> 01:22:30.223]  But they don't teach that.
[01:22:30.243 --> 01:22:33.645]  They say you can have right-wing fascism or left-wing communism.
[01:22:33.905 --> 01:22:36.207]  Those are your choices when the two go together.
[01:22:37.748 --> 01:22:41.210]  Well, and like I said, you've been right on with everything.
[01:22:41.710 --> 01:22:50.035]  My 70-year-old parents listened to you, and it's because of listening to you that my entire family got out of the stock market less than a month ago.
[01:22:50.055 --> 01:22:55.178]  And had we not have, I believe that we would have lost everything.
[01:22:56.226 --> 01:23:18.891]  Well, sir, again, I don't really give advice on the stock market per se, but we have been saying that the collapse would become more evident and that as soon as they did the debt increase that they would start imploding things because it wasn't really a debt increase, it was a change in law to allow the insiders at the Super Congress to completely and totally
[01:23:19.997 --> 01:23:22.298]  Take over the Congress.
[01:23:22.318 --> 01:23:23.598]  I mean, folks, think about it.
[01:23:24.279 --> 01:23:28.900]  A super Congress originates the laws now on taxes and spending.
[01:23:29.281 --> 01:23:30.341]  I mean, that is incredible.
[01:23:30.821 --> 01:23:33.382]  Bills don't come out of the lower house now.
[01:23:34.242 --> 01:23:36.823]  The spending bills are supposed to come from individual House members.
[01:23:37.264 --> 01:23:42.366]  And if the House doesn't vote the way they want, then it just goes through anyways.
[01:23:42.406 --> 01:23:45.547]  I mean, this is mind-blowing, and this is what's incredible.
[01:23:46.167 --> 01:23:47.287]  They're just getting started.
[01:23:47.627 --> 01:23:56.289]  If you think it's crazy that Obama launched a war, and Congress said, we've got to give you authority, and he said, fly a kite, imagine what's coming next, Ryan.
[01:23:57.209 --> 01:23:59.369]  Well, and that was my whole point.
[01:23:59.609 --> 01:24:06.871]  Listening to you, no, you weren't giving advice, but everything you said, you could see the writing on the wall.
[01:24:06.931 --> 01:24:15.372]  You would say it within a week later, it was happening, whether the market, in the news, and I absolutely believe that
[01:24:15.752 --> 01:24:18.495]  And that's what's frustrating, Ryan, is that I'm not that smart.
[01:24:18.595 --> 01:24:20.096]  This is a globalist program.
[01:24:20.456 --> 01:24:21.737]  They admit what they're doing.
[01:24:21.857 --> 01:24:28.423]  All I'm doing is saying, uh, hey, next, uh, you know, they're gonna do this because that's their program.
[01:24:28.443 --> 01:24:29.264]  I appreciate your call.
[01:24:29.744 --> 01:24:31.866]  Uh, Salvatore in California, you're on the air.
[01:24:31.906 --> 01:24:32.467]  Thanks for holding.
[01:24:33.291 --> 01:24:34.972]  Alex, ditto, thank you very much.
[01:24:35.332 --> 01:24:35.833]  Thank you.
[01:24:36.033 --> 01:24:39.155]  By the way, I will listen to you no matter what you sound like.
[01:24:39.795 --> 01:24:40.556]  Well, is it true?
[01:24:40.876 --> 01:24:43.097]  Do I sound like a demonic chimpanzee?
[01:24:43.438 --> 01:24:51.202]  You know, when I was younger, I was an activist and I had to do a lot of yelling and screaming and my voice suffered for it as well, so I completely understand.
[01:24:51.983 --> 01:24:54.985]  And no, I don't think you sound like a demonic monkey.
[01:24:56.883 --> 01:24:57.524]  Okay, go ahead.
[01:24:57.744 --> 01:24:58.765]  What's on your mind today, sir?
[01:24:59.065 --> 01:25:00.306]  Well, a couple things.
[01:25:00.386 --> 01:25:11.735]  I'm going to try not to be too long-winded like you, but I wanted to sum up a few of the things that have been going on in our world with what happened at the Rossum Foods here in L.A.
[01:25:11.795 --> 01:25:12.416]  recently.
[01:25:12.436 --> 01:25:19.542]  The gentleman, the schizophrenic homeless person that was beaten up and killed by police officers in Fullerton.
[01:25:20.903 --> 01:25:23.365]  What happened to the Amish people in Pennsylvania.
[01:25:23.405 --> 01:25:25.847]  The lady in Michigan with her tomato garden.
[01:25:28.245 --> 01:25:34.646]  There just seems to be this bum rush to take our rights away from us.
[01:25:34.746 --> 01:25:36.627]  It's like they've just decided this is it.
[01:25:36.687 --> 01:25:37.567]  This is our time.
[01:25:38.067 --> 01:25:39.028]  Let's go for it.
[01:25:39.048 --> 01:25:39.628]  You know why?
[01:25:39.688 --> 01:25:40.728]  You know why, don't you?
[01:25:40.988 --> 01:25:41.328]  Tell me.
[01:25:41.508 --> 01:25:46.450]  Because the foreign banks have standardized the way the cities work, the states.
[01:25:46.890 --> 01:25:48.991]  They've bought off almost all the major leaders.
[01:25:49.531 --> 01:25:52.212]  Most of the leaders are just social climbers who just do what they're told.
[01:25:52.252 --> 01:25:53.872]  They're not even aware of what's going on.
[01:25:54.432 --> 01:25:55.953]  People are kind of on an autopilot.
[01:25:56.673 --> 01:26:06.458]  And the social engineers, the globalists, know that they have committed such incredible crimes that the American people, and other nations as well, are going to try to take their countries back.
[01:26:06.518 --> 01:26:11.601]  That's why tyrants put tyrannies in, is so they can get away with robbing you.
[01:26:12.061 --> 01:26:22.046]  That's why when a bank robber comes in, they say, put your hands up, and they tie up the bank president and the guard, because they're about to do something really bad.
[01:26:22.666 --> 01:26:25.507]  That's why the Nazis put a police state in before they did what they did.
[01:26:26.027 --> 01:26:32.269]  And so that's why they are bum-rushing to let the public know you're slaves.
[01:26:32.849 --> 01:26:34.909]  TSA is going to stick their hands down your pants.
[01:26:35.209 --> 01:26:36.230]  We're going to radiate you.
[01:26:36.250 --> 01:26:38.670]  We're going to steal your pension funds.
[01:26:38.770 --> 01:26:39.971]  We're going to do this to you.
[01:26:40.011 --> 01:26:41.471]  They're letting us know.
[01:26:41.931 --> 01:26:42.831]  They're letting us know.
[01:26:42.871 --> 01:26:49.453]  They're trying to absolutely break our will right now because they know they've brought us in to a controlled depression.
[01:26:49.827 --> 01:26:51.529]  And that brings me to my next point.
[01:26:51.589 --> 01:27:01.019]  Another fellow Texan of yours who is no longer with us named Bill Hicks said that the real threat to the establishment in this country is us.
[01:27:02.265 --> 01:27:07.588]  And that's why shows like Cops runs 24-7 on our television.
[01:27:07.628 --> 01:27:10.530]  It's to remind us that state power will always win.
[01:27:10.550 --> 01:27:18.675]  And they only show you disheveled, trashy people to then give the image that the cops are always good, the public is scum.
[01:27:19.096 --> 01:27:19.716]  Exactly.
[01:27:20.096 --> 01:27:26.140]  And now I spent a lot of years in my young ambitious days in the political arena.
[01:27:26.260 --> 01:27:28.802]  Eventually I did become a political operative.
[01:27:29.262 --> 01:27:30.203]  I worked for large
[01:27:30.823 --> 01:27:40.546]  Multinational corporations and then after my father died the veil was ripped off and I saw exactly what kind of people I was working with and Decided that's it.
[01:27:40.906 --> 01:27:42.567]  I'm going to the other side.
[01:27:42.587 --> 01:27:59.072]  I Eventually became a newspaper publisher I published my own newspaper and for by the way for your listeners out there for anybody including you Alex or anybody else out there in this country that decides to stand up and Tell the truth
[01:27:59.747 --> 01:28:01.808]  There is inherent danger.
[01:28:02.468 --> 01:28:12.391]  It's not just that they will try to discredit you and attack you publicly, but they will go after your family, they will go after your business, they will go after your economics.
[01:28:12.411 --> 01:28:16.793]  Well, Salvatore, I appreciate your call, and that may have happened to you because you're running a newspaper.
[01:28:16.853 --> 01:28:17.653]  That does scare them.
[01:28:18.433 --> 01:28:26.656]  Yes, out of the gates when I started 16 and a half years ago, a lot of harassment happened, and I told the system I love it.
[01:28:27.783 --> 01:28:29.865]  I said, if this is what you want to do, bring it on.
[01:28:29.925 --> 01:28:30.466]  I'm committed.
[01:28:31.647 --> 01:28:35.931]  And that's why you've got to go, like in sports, you've got to go 110% or you're going to get injured.
[01:28:36.711 --> 01:28:39.254]  But when you go 110%, you don't get as injured as much.
[01:28:40.194 --> 01:28:46.300]  And, but they don't really do much to me now other than demonize me in the national media because they know I'm committed and I'm not turning back.
[01:28:46.700 --> 01:28:47.761]  And there's another issue here.
[01:28:48.122 --> 01:28:50.804]  If we all start standing up, they can't stop us all.
[01:28:51.344 --> 01:28:51.545]  Okay?
[01:28:51.565 --> 01:28:52.506]  The system's scared.
[01:28:53.166 --> 01:28:57.029]  I mean, they've had to come out and admit the government grows the opium in Afghanistan now.
[01:28:57.350 --> 01:28:58.110]  Poor call's coming up.
[01:28:59.792 --> 01:29:00.932]  A very wealthy U.S.
[01:29:00.952 --> 01:29:07.638]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[01:29:07.898 --> 01:29:10.180]  He says it will change everything about our lives.
[01:29:10.440 --> 01:29:15.645]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[01:29:15.825 --> 01:29:18.607]  Now this man has made some outrageous predictions over the years.
[01:29:18.867 --> 01:29:20.929]  The crazy part is, he's usually right.
[01:29:21.169 --> 01:29:27.092]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[01:29:27.412 --> 01:29:30.614]  In fact, Barron's called his work a dire prophecy.
[01:29:30.794 --> 01:29:36.317]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet.
[01:29:36.577 --> 01:29:37.878]  And it's a real eye-opener.
[01:29:38.218 --> 01:29:39.359]  I can't stress this enough.
[01:29:39.519 --> 01:29:42.060]  You should at least watch this free video online today.
[01:29:42.200 --> 01:29:46.242]  He explains everything you need to know, including simple steps you can take to protect yourself.
[01:29:46.423 --> 01:29:48.444]  You can find the video at www.
[01:29:49.204 --> 01:29:50.908]  End of America 3.com.
[01:29:51.028 --> 01:29:53.494]  That's End of America, the number 3.com.
[01:29:53.614 --> 01:29:57.343]  Watch the free video at www.EndOfAmerica3.com.
[01:29:57.483 --> 01:29:58.586]  That's EndOfAmerica3.com.
[01:30:00.822 --> 01:30:05.106]  Alex Jones here with vital information concerning our nation's fragile food supply.
[01:30:05.507 --> 01:30:11.373]  Folks, there are some truly dangerous trends forming, and I think it's important for my listeners to do three things right away.
[01:30:11.953 --> 01:30:13.695]  Number one, study the past.
[01:30:14.215 --> 01:30:15.977]  History really does repeat itself.
[01:30:16.618 --> 01:30:20.341]  Number two, learn to spot the dangerous food shortage trends.
[01:30:21.471 --> 01:30:23.733]  Number three, take decisive action.
[01:30:24.534 --> 01:30:27.816]  A perfect storm is brewing, or a global food crisis.
[01:30:28.397 --> 01:30:33.121]  That's why I'm telling everyone to read the new book, Rising Prices, Empty Shelves.
[01:30:33.441 --> 01:30:36.864]  Warning signs that trigger the deadliest famines in history.
[01:30:37.444 --> 01:30:40.287]  Don't get caught unprepared when the crisis hits.
[01:30:40.848 --> 01:30:44.812]  This book is only available at risingpricesemptyshelves.com.
[01:30:45.353 --> 01:30:49.598]  You'll also get a free copy of Supermarket Survival, How to Cut Your Grocery Bills in Half.
[01:30:50.278 --> 01:30:54.403]  Again, that website is risingpricesemptyshelves.com.
[01:30:54.904 --> 01:30:57.066]  That's risingpricesemptyshelves.com.
[01:31:00.367 --> 01:31:03.989]  Hundreds of nations have fallen to tyranny in the last century alone.
[01:31:04.389 --> 01:31:07.390]  This is our last chance to not relive history.
[01:31:07.630 --> 01:31:12.392]  As we're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[01:31:12.412 --> 01:31:18.655]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[01:31:18.815 --> 01:31:21.056]  I think it's incumbent upon all of us
[01:31:21.596 --> 01:31:21.876]  Tim Geithner?
[01:31:21.896 --> 01:31:22.317]  Bernanke?
[01:31:22.397 --> 01:31:23.018]  They're arsonists!
[01:31:23.058 --> 01:31:23.838]  They're asking for more matches!
[01:31:24.179 --> 01:31:26.601]  And the Congress is saying, who do we make the check out to?
[01:31:40.495 --> 01:31:47.400]  Today seems like nobody does care and right now in Washington DC we have seen a fall of the Republic.
[01:31:47.760 --> 01:31:56.887]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv
[01:32:00.831 --> 01:32:04.452]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[01:32:04.792 --> 01:32:12.914]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[01:32:13.655 --> 01:32:17.696]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[01:32:18.276 --> 01:32:29.099]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[01:32:29.719 --> 01:32:38.742]  With continued legislation threatening the sale of nano silver products, you can now produce pure and endless loyal silver with the Silver Lungs Generator.
[01:32:39.242 --> 01:32:44.304]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[01:32:44.664 --> 01:32:51.827]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[01:32:52.147 --> 01:32:54.908]  That's www.silverlungs.com.
[01:33:00.649 --> 01:33:01.810]  Coast to coast.
[01:33:02.190 --> 01:33:03.472]  Direct from Austin.
[01:33:03.492 --> 01:33:07.455]  You're listening to the Alex Jones Broadcasting Network.
[01:33:18.024 --> 01:33:21.606]  Everybody knows that the days are loaded.
[01:33:21.666 --> 01:33:26.389]  Everybody rolls with their fingers crossed.
[01:33:27.210 --> 01:33:30.912]  Everybody knows the war is over.
[01:33:30.972 --> 01:33:34.654]  Everybody knows the good guys lost.
[01:33:35.635 --> 01:33:38.117]  Well, how do the good guys get back on top again?
[01:33:38.197 --> 01:33:44.141]  Well, we stop being naive, and we stop being passive, and we stop just accepting the government lies and is corrupt.
[01:33:44.721 --> 01:33:48.604]  Our country hasn't been perfect, but it's been the greatest experiment in human history.
[01:33:49.004 --> 01:33:53.667]  Produce more wealth, more liberty, more patents, more freedom, more exploration.
[01:33:54.548 --> 01:34:16.513]  That any other nation hands down, countries that had much more resources than we've had, but a lot less prosperity, because they had a history of just letting tyrants rule over them, and a corrupt class system where the upper class, the ruling class, tries to keep the lower class from ever entering the middle class.
[01:34:17.553 --> 01:34:18.473]  This is the system.
[01:34:19.782 --> 01:34:22.404]  And incredible corruption is growing.
[01:34:22.924 --> 01:34:26.627]  It's racing through the body like a metastasizing cancer right now.
[01:34:27.808 --> 01:34:35.434]  The founding fathers were obsessed with keeping corruption under control, with jealously guarding liberty and freedom.
[01:34:36.635 --> 01:34:47.683]  But now they've tried to sell the idea in the mainline dinosaur media that not trusting government, that caring about your rights is kooky, or terroristic, or evil.
[01:34:48.632 --> 01:34:52.174]  They tell police that if you talk about the Constitution, you're probably a killer.
[01:34:52.474 --> 01:34:53.575]  You want to murder police.
[01:34:53.615 --> 01:34:58.298]  That's in the training manuals that we've been sent by police and published for the public to see.
[01:35:01.180 --> 01:35:04.262]  This is a dangerous situation that we're in.
[01:35:05.823 --> 01:35:13.773]  And it's not going to get any better until we start standing up and saying no, and really recognizing how corrupt the system is.
[01:35:13.813 --> 01:35:25.326]  Now, the alternative media has exposed government gun running, drug running, child kidnapping, all these horrible things, but now the system just goes, okay, we're doing it, and just reports it in a bland way.
[01:35:26.388 --> 01:35:37.913]  So we've had victories, but at a certain point they almost become defeats because it just sits there like an elephant in the room that's doing bad things in the room, leaving all sorts of horrible things.
[01:35:37.933 --> 01:35:41.254]  You step in and the elephant says, I don't care if you see me here.
[01:35:41.274 --> 01:35:44.036]  You know, for a while the elephant was there and we finally started to see it.
[01:35:44.456 --> 01:35:45.896]  And now the elephant says, well, I'm not leaving.
[01:35:46.236 --> 01:35:47.257]  I'm a big giant elephant.
[01:35:49.349 --> 01:35:54.810]  All right, listen, I want to go to Tariq, Roland, Scott, George, Dana, Vincent, and others.
[01:35:54.870 --> 01:35:58.531]  In fact, let's go to Hawaii first, but let's go quick because I want to hear from everybody.
[01:35:59.091 --> 01:36:05.573]  Does anybody care about the debt limit being raised and giving a super Congress power, a new form of government?
[01:36:06.293 --> 01:36:10.834]  Does anybody care about the AAA rating being lost?
[01:36:11.755 --> 01:36:14.396]  And now S&P and others saying we'll probably lose more of our ratings?
[01:36:15.457 --> 01:36:17.678]  I mean, to the bankers that engineered the whole fraud?
[01:36:17.938 --> 01:36:20.499]  And now the White House is demonizing the Tea Party?
[01:36:22.060 --> 01:36:28.764]  The Tea Party isn't perfect, but it's against the Federal Reserve, against the globalists, wants to cut spending, cut down the size of the federal government.
[01:36:29.644 --> 01:36:32.165]  It is the best mainline answer out there.
[01:36:32.405 --> 01:36:33.686]  So it's being blamed.
[01:36:34.867 --> 01:36:40.930]  That'd be like Hitler being the presiding judge at the Nuremberg trials after World War II and calling in
[01:36:43.925 --> 01:36:48.727]  Calling in General Eisenhower and blaming him for running the death camps.
[01:36:48.787 --> 01:36:51.708]  I mean, that's how rich this is.
[01:36:51.828 --> 01:36:52.968]  How ridiculous.
[01:36:53.028 --> 01:36:59.970]  But hey, they know the public's maybe awake and doesn't trust government anymore, or media, but they still don't have the details.
[01:37:01.131 --> 01:37:02.791]  But I saw the comments coming in the last few days.
[01:37:03.091 --> 01:37:04.572]  I'm glad you got what you wanted.
[01:37:04.812 --> 01:37:06.632]  We lost our rating thanks to you.
[01:37:06.652 --> 01:37:08.173]  People like you, Alex.
[01:37:09.894 --> 01:37:10.254]  Really?
[01:37:10.614 --> 01:37:10.954]  Really?
[01:37:12.082 --> 01:37:19.525]  Really, it's not because tens of trillions to foreign banks, it's not because of all the government spending, it's not because the private federal reserve that says it's above the law.
[01:37:19.866 --> 01:37:20.986]  It's my fault now?
[01:37:21.747 --> 01:37:22.387]  You gotta love it.
[01:37:23.632 --> 01:37:24.473]  Here are the headlines.
[01:37:24.513 --> 01:37:31.597]  World leaders race to head off fresh market turmoil ahead of stock markets opening worldwide in the next few hours.
[01:37:32.997 --> 01:37:33.338]  U.S.
[01:37:33.438 --> 01:37:35.259]  downgrade sounds alarm bell.
[01:37:35.779 --> 01:37:38.941]  AFP, dollar to be discarded by world.
[01:37:39.261 --> 01:37:41.782]  China rating agency says CNBC.
[01:37:42.783 --> 01:37:45.144]  Tel Aviv stocks fall 7% on U.S.
[01:37:45.264 --> 01:37:45.565]  debt.
[01:37:46.485 --> 01:37:49.087]  White House adviser blames Tea Party for downgrade.
[01:37:50.020 --> 01:37:50.961]  See, here's the issue.
[01:37:51.001 --> 01:37:59.228]  We've been signed on to the megabanks who run the rating agencies publicly, who themselves are completely unsolvent, but they're too big to fail.
[01:37:59.809 --> 01:38:03.051]  So see, we're signed on to their debt, so now we're going to fail.
[01:38:03.372 --> 01:38:05.774]  And then they stand up there lecturing us.
[01:38:08.036 --> 01:38:10.178]  I mean, this is so brazen.
[01:38:11.141 --> 01:38:18.425]  This is so ridiculous that it may... White House advisor blames Tea Party for downgrade.
[01:38:18.445 --> 01:38:20.787]  A top White House advisor is blaming the downgrade of U.S.
[01:38:20.847 --> 01:38:25.730]  credit rating on Tea Party Republicans who they say were unwilling to compromise on how to reduce the federal debt.
[01:38:25.970 --> 01:38:27.371]  What are you talking about?
[01:38:27.571 --> 01:38:32.054]  The Republicans led the charge to hand over power to the super Congress and Obama.
[01:38:32.728 --> 01:38:33.908]  You got whatever you wanted!
[01:38:34.529 --> 01:38:36.949]  None of the cuts even start until next year, and they're paltry!
[01:38:37.150 --> 01:38:38.730]  Government increases its growth!
[01:38:39.410 --> 01:38:40.891]  It's impossible to pay for!
[01:38:41.651 --> 01:38:45.352]  They've set us on a collision course, along with Obama, and then you say this?
[01:38:45.572 --> 01:38:45.712]  No.
[01:38:45.873 --> 01:38:48.273]  This happened because now the bankers have got us where they want us.
[01:38:48.754 --> 01:38:53.375]  Because the super-Congress controls all spending now, and is going to give them whatever they want.
[01:38:53.795 --> 01:38:55.656]  They've got their people in control now.
[01:38:55.916 --> 01:38:59.617]  The House and Senate voted its rights away treasonously.
[01:38:59.637 --> 01:39:01.298]  When I use the word treason, I mean it.
[01:39:03.311 --> 01:39:07.353]  White House advisor blames Tea Party for downgrade of top White House advisors, blaming the downgrade on U.S.
[01:39:07.393 --> 01:39:08.933]  credit rating on Tea Party Republicans.
