[00:00:00.407 --> 00:00:01.507]  We've got it.
[01:13:09.680 --> 01:13:10.580]  I can't hear any more of him.
[01:13:10.880 --> 01:13:14.341]  Go to WhiteHouse.gov to watch the whole nine-minute diatribe of disinformation.
[01:13:15.141 --> 01:13:21.703]  It is on record a month ago that the U.S.-British government lied and said they were giving no aid to the rebels.
[01:13:22.603 --> 01:13:27.025]  Now they admit they ran the whole thing, British Special Forces, NATO forces, U.S.
[01:13:27.065 --> 01:13:28.125]  forces, on the ground.
[01:13:28.365 --> 01:13:29.845]  That's now admitted all over the news.
[01:13:32.916 --> 01:13:37.058]  Sunni Al Qaeda now pouring in out of Egypt from Saudi Arabia.
[01:13:37.778 --> 01:13:40.440]  The point is Obama is lying to you there.
[01:13:41.340 --> 01:13:47.443]  Kevin, Levi, Chris, Glenn, Graham, Thomas, Bill, Janice, Chad, Daniel, Kerry.
[01:13:48.483 --> 01:13:49.624]  We're gonna get to all of you.
[01:13:49.944 --> 01:13:51.845]  Kevin in Nebraska, you're on the air first.
[01:13:53.246 --> 01:13:53.446]  Alex.
[01:13:54.016 --> 01:14:02.100]  I have to thank you first for everything you've done for us, and really helping the real Americans save our country.
[01:14:02.560 --> 01:14:05.962]  Well, this is all a giant UN beta test for taking over countries.
[01:14:06.302 --> 01:14:08.924]  Anybody protest, now the world government invades.
[01:14:09.824 --> 01:14:14.146]  I really, I just have to thank you, and I want to cut straight to the heart of the matter.
[01:14:14.706 --> 01:14:15.547]  Bilderberg Group.
[01:14:16.387 --> 01:14:17.568]  I know the meeting's coming up.
[01:14:18.362 --> 01:14:20.484]  We believe it's April 8th through the 10th.
[01:14:20.525 --> 01:14:21.225]  We're not sure.
[01:14:21.546 --> 01:14:22.887]  We need to confirm that date.
[01:14:22.927 --> 01:14:24.049]  It's generally in June.
[01:14:24.109 --> 01:14:25.150]  It's in early June.
[01:14:25.170 --> 01:14:26.491]  Is it in June?
[01:14:27.072 --> 01:14:31.857]  We want to come and we just need to know when and where.
[01:14:31.998 --> 01:14:34.240]  Well, every year they find out where it is.
[01:14:34.320 --> 01:14:35.722]  Sometimes only a week before, Kevin.
[01:14:35.742 --> 01:14:36.483]  We'll try to find out.
[01:14:37.358 --> 01:14:41.140]  Is there any way that we can send you our email and make sure that we get notified?
[01:14:41.401 --> 01:14:50.606]  Well, Kevin, you better believe it's going to be on Infowars.com, PrisonPlanet.com, DrudgeNow for three years running, carries our coverage of Bilderberg.
[01:14:50.906 --> 01:14:52.307]  So you better believe, Kevin, we'll be there.
[01:14:52.627 --> 01:14:53.648]  Levi in Georgia.
[01:14:53.688 --> 01:14:54.609]  Levi, you're on the air.
[01:14:54.629 --> 01:14:57.130]  Alex, how are you doing today?
[01:14:57.170 --> 01:15:03.034]  I'm going to get right to the subject I was calling about, because I know time is of the essence here.
[01:15:03.590 --> 01:15:06.251]  And you did mention this when you first came on the air today.
[01:15:06.511 --> 01:15:12.472]  A lot of people are right now concentrating on what's going on with the situation in Libya and Japan.
[01:15:12.952 --> 01:15:25.856]  But as you're probably well aware of, I would like for you to talk about the situation that just happened right here in the southeast in North Carolina with the conviction of Bernard Von Nothouse of the Liberty Dollar.
[01:15:26.096 --> 01:15:28.256]  I mentioned that at the first of the transmission.
[01:15:28.316 --> 01:15:31.437]  We have Montana and North Carolina.
[01:15:32.077 --> 01:15:34.358]  Moving to issue their own gold and silver currency.
[01:15:34.738 --> 01:15:40.541]  Meanwhile, Nuthouse, for over 15 years, issued his own gold and silver coins, which anybody can legally do.
[01:15:40.561 --> 01:15:42.102]  We've had Ron Paul on about it.
[01:15:42.522 --> 01:15:46.865]  They've now convicted him with a mentally disabled jury.
[01:15:47.805 --> 01:15:50.667]  Just like they arrest folks all the time for legal guns in their own house.
[01:15:51.327 --> 01:15:54.929]  Generally, it's when the realtors come to your house to sell it.
[01:15:54.969 --> 01:15:55.589]  They see guns.
[01:15:55.629 --> 01:15:56.410]  You are arrested.
[01:15:56.750 --> 01:15:57.450]  Guns are taken.
[01:15:57.510 --> 01:15:58.251]  No laws violated.
[01:15:58.271 --> 01:15:58.691]  They don't care.
[01:16:01.155 --> 01:16:15.629]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[01:16:16.630 --> 01:16:20.294]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[01:16:21.314 --> 01:16:33.327]  Not only does the Silver Lung System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[01:16:34.068 --> 01:16:41.356]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[01:16:42.017 --> 01:16:51.626]  Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.silverlungs.com to learn more about how the Silver Lungs System works.
[01:16:52.407 --> 01:16:55.670]  As well, we are always ready to answer any questions you may have.
[01:16:56.331 --> 01:16:59.433]  That's www.silverlungs.com.
[01:17:00.074 --> 01:17:04.295]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[01:17:04.615 --> 01:17:05.215]  Number 1.
[01:17:05.535 --> 01:17:08.676]  New climate legislation could easily double or triple your electric bill.
[01:17:08.956 --> 01:17:09.516]  Number 2.
[01:17:09.816 --> 01:17:14.358]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:17:14.698 --> 01:17:15.138]  It's true.
[01:17:15.438 --> 01:17:19.999]  Total government control of electricity in the name of smart grid technology is coming.
[01:17:20.319 --> 01:17:20.859]  Number 3.
[01:17:21.139 --> 01:17:24.420]  In some areas of the country, the power grid is dangerously overloaded.
[01:17:24.720 --> 01:17:28.421]  And now, new socialist legislation is only compounding the problem.
[01:17:28.641 --> 01:17:29.182]  Number 4.
[01:17:29.422 --> 01:17:31.784]  Dangerous weather is always a threat to local grids.
[01:17:32.184 --> 01:17:35.567]  Every year, thousands of families lose their power from weather-related outages.
[01:17:35.867 --> 01:17:36.088]  Number 5.
[01:17:36.668 --> 01:17:40.591]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:17:40.812 --> 01:17:45.576]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:17:45.856 --> 01:17:49.882]  You can get more information at www.mysolarbackup.com.
[01:17:50.022 --> 01:17:51.584]  That's mysolarbackup.com.
[01:17:51.824 --> 01:17:53.887]  Remember, the government doesn't own the sun.
[01:17:54.067 --> 01:17:56.410]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:17:59.932 --> 01:18:03.375]  Diamond Gusset is proud to announce the anthem of the Patriot movement.
[01:18:03.755 --> 01:18:07.798]  They're offering a free CD, t-shirt, and bumper sticker with a qualifying purchase.
[01:18:08.038 --> 01:18:12.681]  Diamond Gusset offers great products at great prices while keeping Americans working.
[01:18:12.762 --> 01:18:17.925]  Not looking for a factory where a man can feed his family.
[01:18:18.686 --> 01:18:25.731]  Not worried about them moving south, closing the doors and shutting her down tomorrow.
[01:18:28.500 --> 01:18:32.225]  I'm looking for America.
[01:18:32.245 --> 01:18:35.468]  Wear American and be proud.
[01:18:35.629 --> 01:18:38.152]  Go to gusset.com forward slash America.
[01:18:38.232 --> 01:18:42.416]  The land I left free and the home of the brave.
[01:18:42.757 --> 01:18:46.541]  Seems like I just woke up one day and it was gone.
[01:18:54.426 --> 01:18:58.996]  Again, go to gusset.com forward slash America Today.
[01:19:00.965 --> 01:19:07.648]  Alex has told you that the Mideast uprisings over food prices and shortages caused by fuel costs are spreading worldwide.
[01:19:07.988 --> 01:19:10.229]  We're seeing the impact right here in the United States.
[01:19:10.670 --> 01:19:16.032]  Ethanol, that was supposed to reduce petroleum use and fuel prices, hit a 30-month high in February.
[01:19:16.332 --> 01:19:19.474]  And pump prices are expected to reach $5 a gallon.
[01:19:19.694 --> 01:19:27.598]  Because of shipping costs, food is being priced out of the reach of millions of Americans, with an expected 35% jump in the next 60 days.
[01:19:27.958 --> 01:19:29.799]  Move quickly while you can still afford it.
[01:19:30.759 --> 01:19:31.219]  We're good to go.
[01:20:01.164 --> 01:20:03.987]  Coast to coast, direct from Austin.
[01:20:04.747 --> 01:20:08.051]  You're listening to the Alex Jones Broadcasting Network.
[01:20:08.071 --> 01:20:17.660]  It's really very simple.
[01:20:19.019 --> 01:20:26.682]  America has been taken over by private corporate interest whose GDP on average is bigger than major nations.
[01:20:26.782 --> 01:20:29.003]  They have their own in private intelligence agencies.
[01:20:29.643 --> 01:20:31.544]  They have their own lobbyist.
[01:20:32.324 --> 01:20:34.185]  They come in and take over your nation.
[01:20:34.225 --> 01:20:39.267]  They take control of the tax money and have it paid to themselves in corporate welfare and contracts.
[01:20:40.188 --> 01:20:47.951]  They are now using another fake humanitarian lie like Saddam throwing babies out of incubators to invade another country.
[01:20:49.363 --> 01:20:54.026]  while backing Muslim nations that are shooting their own protesters in the streets.
[01:20:55.226 --> 01:20:57.267]  It is totally hypocritical.
[01:20:57.368 --> 01:20:59.088]  It is a giant lie.
[01:21:00.249 --> 01:21:09.975]  And the West, on top of it, sold almost all these weapons that our troops will now face, that our fighter pilots and bomber pilots now face against Muammar Qaddafi.
[01:21:10.775 --> 01:21:15.138]  And you see the good old boys at gas stations that I saw last night high-fiving each other.
[01:21:15.378 --> 01:21:16.078]  Woo-hoo!
[01:21:16.158 --> 01:21:16.658]  Yeah!
[01:21:16.698 --> 01:21:17.359]  Blow him up!
[01:21:18.834 --> 01:21:20.475]  And all the civilian deaths.
[01:21:21.135 --> 01:21:23.695]  Do you think the bankers care about you, buddy?
[01:21:23.956 --> 01:21:26.236]  There's a reason they're devaluing your dollar.
[01:21:26.476 --> 01:21:28.497]  There's a reason they're raising all these new taxes.
[01:21:28.997 --> 01:21:30.798]  Because they know you're dumbed down.
[01:21:31.518 --> 01:21:32.838]  They know you're misinformed.
[01:21:33.498 --> 01:21:34.459]  They know you're stupid.
[01:21:35.539 --> 01:21:41.381]  You need to grow up and realize that George Washington had it right about not being involved in foreign entanglements.
[01:21:44.065 --> 01:21:45.885]  I can't believe a whole nother war has started.
[01:21:46.125 --> 01:21:49.566]  The West is clearly involved trying to overthrow these countries.
[01:21:50.346 --> 01:21:55.487]  This is global government with a UN-backed system, financing rebels who then attack the government.
[01:21:56.247 --> 01:22:05.729]  If the government, good, bad or indifferent, fights back, they're then called terrorists and the invasion is on under UN orders.
[01:22:06.930 --> 01:22:08.690]  Chris in California, you're on the air.
[01:22:10.191 --> 01:22:12.331]  Alex, I love you, and I'm going to get straight to the point.
[01:22:13.192 --> 01:22:27.595]  I just want to mention that if you were to Google Harp Japan, one of the top movies on YouTube that comes up is by a fellow by the name of Benjamin Fulford, and I think he's right on touch with you on everything that you guys talk about.
[01:22:27.615 --> 01:22:32.376]  Yeah, he's a former Forbes writer, had meetings with David Rockefeller, and what is he saying about harp?
[01:22:33.191 --> 01:22:41.834]  Well, he's actually the great-grandson of George Taylor Fulford, who, whenever he died, he was the single largest shareholder of GE.
[01:22:42.414 --> 01:22:52.117]  And what he's saying is that he interviewed Heizo Takenaka, who at the time was a Minister of Foreign Affairs, or I'm sorry, a Minister of Internal Affairs and Communications in Japan,
[01:22:52.897 --> 01:23:00.379]  And he said that if they did not give their economy over to American and European oligarchs, that there would be a weather weapon.
[01:23:00.399 --> 01:23:06.541]  Well, for those that don't know, I don't know if this was a weather weapon, but the former Secretary of Defense in 97, April 28th, issue of Army Times,
[01:23:10.222 --> 01:23:18.767]  William Cohen said that the governments do have seismic tectonic weapons, and we know HAARP in Alaska is one of those systems.
[01:23:18.807 --> 01:23:20.028]  So I appreciate your call.
[01:23:20.368 --> 01:23:22.249]  We'll look into getting Fulford on the broadcast.
[01:23:22.790 --> 01:23:23.890]  Glenn in Florida.
[01:23:23.950 --> 01:23:24.751]  Glenn, you're on the air.
[01:23:25.492 --> 01:23:26.453]  God bless you, Alex.
[01:23:26.993 --> 01:23:34.541]  We're only getting you, like, for an hour on the weekdays, but I'd like to see if you could get the... Well, what station do you listen to?
[01:23:34.561 --> 01:23:35.682]  I don't know.
[01:23:35.742 --> 01:23:36.923]  It's on the end of the dial.
[01:23:37.083 --> 01:23:38.765]  I really couldn't tell you right off the bat.
[01:23:38.805 --> 01:23:42.989]  Now, we've got about 16 affiliates in Florida, so it's hard to know which one it is if you don't tell us.
[01:23:44.330 --> 01:23:45.692]  It'd be down in Miami.
[01:23:45.712 --> 01:23:49.035]  We get you, like, from 4 to 5, but it'd be nice to get you for the rest of the time.
[01:23:50.754 --> 01:24:00.883]  Yeah, I was wondering, you know, I remember back in 95 that Brzezinski and Kissinger were together calling for some kind of like a Pearl Harbor event.
[01:24:01.503 --> 01:24:04.646]  And the way you're saying it without kind of working for us,
[01:24:05.535 --> 01:24:10.699]  Then this kind of, either way you look at it, the Twin Towers were brought down by us.
[01:24:36.155 --> 01:24:54.108]  I mean, if you couple all the facts together, with them stealing trillions of dollars with the bankers, and then to bankrupt the country, and then to bring us into three wars, or four wars if you count Serbia, I mean, what does it take to get our country back?
[01:24:56.311 --> 01:25:00.474]  Well, it takes getting sophisticated and seeing the big picture, Glenn, and I appreciate your call.
[01:25:00.514 --> 01:25:04.997]  I mean, here's the one in Telegraph today, linked up on Infowars.com and Prisonbody.com.
[01:25:05.458 --> 01:25:08.100]  Libya, the West, and Al-Qaeda are on the same side.
[01:25:08.520 --> 01:25:09.781]  Then the article goes on to admit it.
[01:25:10.321 --> 01:25:18.887]  Statements of support for Libyan revolution by Al-Qaeda and leading Islamists have led to fears that military action by the West might be playing into the hands of its ideological enemies.
[01:25:19.328 --> 01:25:21.770]  Who does the West use against Iran?
[01:25:21.950 --> 01:25:22.390]  Al-Qaeda.
[01:25:22.430 --> 01:25:23.251]  White House press release.
[01:25:23.931 --> 01:25:25.212]  Who do they use against the Serbs?
[01:25:25.372 --> 01:25:25.792]  Al-Qaeda.
[01:25:26.373 --> 01:25:26.953]  Who do they use?
[01:25:27.093 --> 01:25:29.175]  Al-Qaeda, Al-Qaeda, Al-Qaeda.
[01:25:29.735 --> 01:25:31.536]  Here's our PrisonPlanet.com headline.
[01:25:32.017 --> 01:25:32.257]  U.S.
[01:25:32.277 --> 01:25:36.019]  government backs Libyan Al-Qaeda while helping terror attacks inside U.S.
[01:25:36.280 --> 01:25:36.700]  Hyping them.
[01:25:36.960 --> 01:25:39.462]  They're saying Al-Qaeda is about to hit America.
[01:25:39.682 --> 01:25:40.542]  They're going to blame it.
[01:25:40.562 --> 01:25:42.924]  They admit Al-Qaeda is working for them against Libya.
[01:25:43.364 --> 01:25:51.150]  But then when there's terror attacks, they'll say Al-Qaeda did it and that Qaddafi's with them and then take our rights because of the terror attacks they stage or allow.
[01:25:51.810 --> 01:25:52.791]  Ian in England.
[01:25:53.091 --> 01:25:54.292]  You're on the air from England.
[01:25:56.193 --> 01:25:56.734]  Hi there, Alex.
[01:25:56.754 --> 01:25:57.394]  How are you doing?
[01:25:57.494 --> 01:25:57.735]  Good.
[01:25:59.116 --> 01:25:59.456]  Good.
[01:25:59.896 --> 01:26:10.284]  I've just been watching Sky News, and I mean, I just saw those horrifying pictures of the anti-aircraft fire going up, and I just think that this is shocking.
[01:26:11.105 --> 01:26:14.527]  All the American people out there, you know, I'm in Europe.
[01:26:15.548 --> 01:26:20.312]  This just affects everybody, and I think this is just shocking, you know.
[01:26:21.434 --> 01:26:37.999]  David Cameron, I don't know what to say, this guy is just... Just two weeks ago he was in Egypt helping bring in the arms dealers, and a year ago he was in Egypt bringing them in, and they've been bringing them in to Gaddafi.
[01:26:39.319 --> 01:26:39.619]  Yeah.
[01:26:41.640 --> 01:26:50.422]  Well, you know, from our perspective here in the UK, we've got all this coverage on Sky News, and I can tell you right now, and other people here, we're not really behind this
[01:26:54.410 --> 01:27:02.637]  You're bankrupt, we're bankrupt, it's the bankers we should be invading with the courts and arresting.
[01:27:02.917 --> 01:27:09.782]  They created 1.5 quadrillion of fraudulent money they've bought off our politicians to bankroll and sign on to.
[01:27:10.122 --> 01:27:19.950]  They're a bunch of Bernie Madoff, Ken Lay types taking over the planet and now they're double-crossing their own minion, Muammar Gaddafi, talking about how they care about humanitarianism.
[01:27:21.357 --> 01:27:21.877]  Exactly.
[01:27:21.897 --> 01:27:23.519]  You know, we've got all these people.
[01:27:23.719 --> 01:27:24.459]  Unemployment.
[01:27:24.860 --> 01:27:26.241]  This is just shocking, Alex.
[01:27:26.781 --> 01:27:28.843]  You know, I'm glad that you're doing what you're doing.
[01:27:28.903 --> 01:27:30.984]  I'm a huge fan of yours here in the UK.
[01:27:31.725 --> 01:27:38.110]  Um, we've got a, you know, you've got a following over here and in Europe, so... Well, Ian, you're... We'll try.
[01:27:38.170 --> 01:27:38.770]  God bless you.
[01:27:38.790 --> 01:27:39.611]  Cram in one more.
[01:27:39.971 --> 01:27:41.012]  Graham in Canada.
[01:27:41.032 --> 01:27:41.672]  You're on the air.
[01:27:42.373 --> 01:27:43.254]  Hey, thank you very much.
[01:27:43.294 --> 01:27:46.316]  You and your people will go down in history as trying to help.
[01:27:47.612 --> 01:27:51.793]  Uh, when I talk, sometimes I say we, and I include, like, everybody in North America.
[01:27:53.174 --> 01:27:54.554]  Well, the world that are really doing good.
[01:27:54.974 --> 01:28:05.578]  The United Nations, uh, is a group or entity that was supposed to stop genocide, and now it has become quite apparent that they are behind a type of genocide.
[01:28:05.598 --> 01:28:11.239]  The UN's official statements of the 96th Biological Diversity Assessment are to reduce world population by 80%.
[01:28:11.339 --> 01:28:11.860]  That's correct.
[01:28:14.679 --> 01:28:18.286]  What we as people, we cannot rise up against them because nobody's bigger than them.
[01:28:19.107 --> 01:28:21.933]  I think we need a cry and a cry for peace and security worldwide.
[01:28:23.496 --> 01:28:38.461]  Well, we need to verbally expose these people, Graham, that they're a bunch of... I mean, look, they're backing the Yemenis, the Bahrainians to shoot their own people while saying we've got to invade any country where people protest if the government doesn't do whatever the protesters say.
[01:28:38.841 --> 01:28:41.222]  Think of the precedent that's setting, Graham.
[01:28:42.122 --> 01:28:46.163]  And we need to put this out simply for the vast majority of people.
[01:28:46.463 --> 01:28:48.064]  Al-Qaeda freaks people out.
[01:28:48.104 --> 01:28:48.804]  You see those words?
[01:28:49.384 --> 01:28:50.024]  People get freaked out.
[01:28:50.044 --> 01:28:52.205]  Al-Qaeda is the sword of the New World Order.
[01:28:52.965 --> 01:28:54.406]  On record, they work for the bankers.
[01:28:54.606 --> 01:28:57.947]  Thomas, another straight ahead.
[01:29:00.208 --> 01:29:03.609]  He may be arrested and or subject to other police action.
[01:29:04.449 --> 01:29:05.350]  Tyranny is here.
[01:29:05.710 --> 01:29:09.431]  The grim future foretold in 1984 has become reality.
[01:29:09.631 --> 01:29:11.852]  It really says that the state is God.
[01:29:11.872 --> 01:29:17.274]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[01:29:17.734 --> 01:29:24.003]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[01:29:24.404 --> 01:29:29.952]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[01:29:30.392 --> 01:29:34.078]  Police State 4 chronicles the sickening depth to which our Republic has fallen.
[01:29:34.538 --> 01:29:38.541]  Prepare to enter the secretive world of emergency dictatorship.
[01:29:38.842 --> 01:29:44.346]  Body scanners, sound cannons, citizen spies, stage terror and cameras on every street corner.
[01:29:44.786 --> 01:29:47.748]  It's only the beginning of the New World Order's hellish plan.
[01:29:48.349 --> 01:29:49.770]  The police state isn't coming.
[01:29:50.310 --> 01:29:50.831]  It's here.
[01:29:51.431 --> 01:29:58.237]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[01:30:00.213 --> 01:30:01.795]  Hello friends, this is Alex Jones.
[01:30:01.855 --> 01:30:04.657]  You've heard me talk about Cal Bend 5 Star Soaps for years.
[01:30:05.218 --> 01:30:10.163]  This is an American made product of the highest quality and compares to nothing you will find in stores.
[01:30:10.443 --> 01:30:13.626]  You can buy factory direct, shipped via UPS right to your door.
[01:30:13.886 --> 01:30:16.208]  Check them out on the web at 5starsoap.com.
[01:30:16.849 --> 01:30:17.730]  Or call 800-340-7091.
[01:30:20.393 --> 01:30:21.334]  Take my word for it.
[01:30:21.514 --> 01:30:23.856]  Once you've used pure soap, you won't buy anything else.
[01:30:24.177 --> 01:30:30.403]  Since 1947, Calvin Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[01:30:30.703 --> 01:30:33.526]  Buy American and stay clean, as well as support InfoWars.
[01:30:33.646 --> 01:30:35.888]  Visit 5StarsSoap.com today or call 1-800-340-7091.
[01:30:35.929 --> 01:30:37.170]  Well, Marty, what do you have to say?
[01:30:40.515 --> 01:30:47.763]  As founder and owner for over 63 years, satisfaction is guaranteed or double your dirt back!
[01:30:48.444 --> 01:30:52.548]  Call us at 1-800-340-7091 for a free catalog or visit our website 5starsoap.com.
[01:30:52.568 --> 01:30:53.389]  Thank you!
[01:30:59.770 --> 01:31:04.014]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[01:31:04.334 --> 01:31:04.594]  Number 1.
[01:31:05.235 --> 01:31:08.397]  New climate legislation could easily double or triple your electric bill.
[01:31:08.657 --> 01:31:09.218]  Number 2.
[01:31:09.538 --> 01:31:14.082]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:31:14.422 --> 01:31:14.863]  It's true.
[01:31:15.163 --> 01:31:19.727]  Total government control of electricity in the name of smart grid technology is coming.
[01:31:20.027 --> 01:31:20.568]  Number 3.
[01:31:20.868 --> 01:31:24.151]  In some areas of the country, the power grid is dangerously overloaded.
[01:31:24.451 --> 01:31:28.154]  And now, new socialist legislation is only compounding the problem.
[01:31:28.354 --> 01:31:28.894]  Number 4.
[01:31:29.135 --> 01:31:31.496]  Dangerous weather is always a threat to local grids.
[01:31:31.897 --> 01:31:35.279]  Every year, thousands of families lose their power from weather-related outages.
[01:31:35.579 --> 01:31:36.119]  Number 5.
[01:31:36.380 --> 01:31:40.302]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:31:40.523 --> 01:31:45.286]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:31:45.566 --> 01:31:49.592]  You can get more information at www.mysolarbackup.com.
[01:31:49.732 --> 01:31:51.314]  That's mysolarbackup.com.
[01:31:51.535 --> 01:31:53.618]  Remember, the government doesn't own the sun.
[01:31:53.778 --> 01:31:56.141]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:32:00.914 --> 01:32:07.596]  Alex has told you that the Mideast uprisings over food prices and shortages caused by fuel costs are spreading worldwide.
[01:32:07.956 --> 01:32:10.197]  We're seeing the impact right here in the United States.
[01:32:10.617 --> 01:32:19.420]  Ethanol that was supposed to reduce petroleum use and fuel prices hit a 30-month high in February, and pump prices are expected to reach $5 a gallon.
[01:32:19.660 --> 01:32:27.563]  Because of shipping costs, food is being priced out of the reach of millions of Americans with an expected 35% jump in the next 60 days.
[01:32:27.923 --> 01:32:28.743]  Move quickly while
[01:32:28.763 --> 01:32:28.983]  I think so.
[01:33:01.178 --> 01:33:02.340]  Coast to coast.
[01:33:02.720 --> 01:33:04.082]  Direct from Austin.
[01:33:04.783 --> 01:33:07.968]  You're listening to the Alex Jones Broadcasting Network.
[01:33:18.669 --> 01:33:22.270]  Everybody knows that the dice are loaded.
[01:33:22.310 --> 01:33:27.032]  Everybody rolls with their fingers crossed.
[01:33:27.872 --> 01:33:31.673]  Everybody knows the war is over.
[01:33:32.493 --> 01:33:36.234]  Everybody knows the good guy's lost.
[01:33:37.095 --> 01:33:38.315]  Everybody knows
[01:33:38.795 --> 01:33:45.663]  By the way, I just saw a headline that Google's former CEO, Schmidt, is set to be Commerce Secretary.
[01:33:47.625 --> 01:33:50.989]  Spies on everybody that was set up by the CIA and the NSA.
[01:33:51.730 --> 01:33:56.515]  See, Republicans think that any corporation is fine and good and great.
[01:33:57.436 --> 01:33:59.518]  Liberals think that any government is good.
[01:33:59.538 --> 01:34:03.162]  They don't understand that big megacorporations are bigger than governments.
[01:34:03.563 --> 01:34:09.669]  They take over governments covertly, pay off the politicians, and then set up a corporate tyranny.
[01:34:10.930 --> 01:34:12.953]  That's what world government is.
[01:34:14.332 --> 01:34:27.145]  And that's what's happening all over the world when they take out the Serbs, when they take out the Libyans, when they take out the Egyptians, is they're putting their own people in who will intensify the looting of the population.
[01:34:28.117 --> 01:34:33.222]  While we're thinking about countries, the countries have already become a thing of the past under global governance.
[01:34:33.703 --> 01:34:35.465]  The global corporate governance is here.
[01:34:35.785 --> 01:34:42.272]  The world cashless currency under SDRs and the IMF and World Bank are already being created.
[01:34:42.952 --> 01:34:47.237]  Here's the headline, Obama likely to name Google's Eric Schmidt as Commerce Secretary.
[01:34:48.017 --> 01:34:50.280]  Absolutely incredible.
[01:34:51.636 --> 01:35:04.146]  It's time to grow up, it's time to get more sophisticated, and to realize the Bill of Rights and Constitution are designed to create a level playing field for massive companies, for government, for private individuals.
[01:35:04.807 --> 01:35:06.789]  Your interests are not protected.
[01:35:07.229 --> 01:35:17.518]  Yes, it's fun to cheer planes bombing countries and to feel like you're a winner, but the very same globalists looting your pension funds, raising your taxes, are the ones attacking
[01:35:18.430 --> 01:35:19.551]  Libya, right now.
[01:35:20.271 --> 01:35:24.453]  And Muammar Gaddafi is handing out millions of firearms to his population.
[01:35:24.733 --> 01:35:26.915]  But in the globalist calculation, they don't care.
[01:35:28.155 --> 01:35:31.597]  In fact, decades ago, they planned to split Libya in two to three pieces.
[01:35:32.238 --> 01:35:38.081]  To divide it, with the east controlled by a puppetum, a viceroy, out of Egypt.
[01:35:38.905 --> 01:35:43.952]  With the southern area controlled by Tunisia and by the north controlled by Gaddafi's people.
[01:35:44.713 --> 01:35:48.658]  This is all about divide and conquer and slicing up countries.
[01:35:49.039 --> 01:35:50.761]  That's what the North American Union's about.
[01:35:51.021 --> 01:35:52.844]  That's what the Ford Foundation's been all about.
[01:35:53.144 --> 01:35:55.027]  Bringing in 30 million illegal aliens to begin...
[01:35:55.547 --> 01:35:59.250]  outside political force to vote for gun control and open borders.
[01:35:59.791 --> 01:36:00.291]  Wake up!
[01:36:00.671 --> 01:36:01.652]  Get sophisticated.
[01:36:01.952 --> 01:36:03.213]  Globalism is your enemy.
[01:36:03.574 --> 01:36:06.956]  Whatever the globalists push is cyanide to liberty.
[01:36:07.197 --> 01:36:10.519]  Whatever the New World Order is for, you better be against.
[01:36:11.360 --> 01:36:13.662]  Thomas in South Carolina, you're on the air.
[01:36:14.062 --> 01:36:14.843]  Hey, good afternoon.
[01:36:14.883 --> 01:36:15.283]  Good to hear.
[01:36:15.664 --> 01:36:16.224]  Good to hear from you.
[01:36:16.244 --> 01:36:17.145]  What's on your mind, Thomas?
[01:36:17.585 --> 01:36:22.649]  Hey, I just wanted to get your thought about the Hundred Years War.
[01:36:23.894 --> 01:36:28.699]  Pretty much into 111 years of war now, if you count World War I up to today.
[01:36:28.719 --> 01:36:32.943]  Yeah, the War of the Corporate-Private Empire using the US and Europe as their puppet.
[01:36:32.963 --> 01:36:44.575]  You had the Edwardian War of the 1300s, you had the Carillon War, you had the Lancastrian War, and then the Plantagenet Fortunes with Joan of Arc.
[01:36:45.765 --> 01:36:50.626]  And then the succession of the Castilian Civil Wars and the War of the Two Peters and so forth and so on.
[01:36:51.006 --> 01:36:56.827]  I think we're in an era because of neoliberals, neocons... We're in a corporate global war against everyone.
[01:36:57.247 --> 01:36:58.448]  Yeah, yeah.
[01:36:58.648 --> 01:37:03.749]  Neither of these people, the neoliberals, the neocons, follow the Constitution, so something has to fill this void.
[01:37:03.789 --> 01:37:04.709]  Yeah, no, they're tyrants.
