[00:00:00.009 --> 00:00:00.780]  Radio Network.
[02:13:42.518 --> 02:13:42.738]  Yeah.
[02:14:01.369 --> 02:14:01.730]  Thank you.
[02:14:15.765 --> 02:14:16.045]  Thank you.
[02:14:31.841 --> 02:14:33.622]  They're not going to make it to 25 years of age.
[02:14:33.662 --> 02:14:39.864]  And by the way, while you're speaking, we're putting up major medical research institutions saying exactly what you're saying.
[02:14:39.984 --> 02:14:45.266]  UC San Diego Health System, higher vitamin D intake needed to reduce cancer risk.
[02:14:45.306 --> 02:14:55.989]  And I hear Dr. Dina Dell, I hear the White House regulations are, who by the way is for population reduction, freaking out, assaulting vitamin D as if it is Satan itself.
[02:14:56.269 --> 02:14:57.670]  They've got to know what they're doing.
[02:14:58.715 --> 02:14:59.716]  Well, they do know what they're doing.
[02:14:59.757 --> 02:15:01.820]  This is what makes it a criminal act, Alex.
[02:15:01.860 --> 02:15:05.946]  If they're just ignorant, you couldn't forgive them, but you'd want to try and steer them in the right direction.
[02:15:06.006 --> 02:15:10.252]  But the fact that they know this, you and I aren't the only two people who are reading this information.
[02:15:10.272 --> 02:15:11.013]  These guys know it.
[02:15:11.053 --> 02:15:12.295]  In fact, they're the creators of it.
[02:15:12.876 --> 02:15:12.936]  Yes.
[02:15:32.858 --> 02:15:36.599]  Well look, look, they've got the studies up one side and down the other, literally thousands.
[02:15:36.960 --> 02:15:44.703]  Black people or anybody living near the equator has black skin because you get too much sun and so it basically absorbs it and blocks it.
[02:15:44.963 --> 02:15:50.485]  People that live the more north, the lighter you get because you need more sun so you actually absorb it.
[02:15:50.745 --> 02:15:55.507]  I mean, we are creatures that do not, you know, live underground like a mole rat.
[02:15:55.647 --> 02:16:00.149]  We live out in the sun and it literally drives our entire endocrine system as you know.
[02:16:01.738 --> 02:16:18.131]  You're absolutely right, and to answer to one of your other earlier questions, which is really on the same subject, these vitamins and minerals we need, 16 6-O minerals, 16 vitamins, 12 essential amino acids, 3 essential fatty acids, can be found in your Alex Pack, right?
[02:16:18.171 --> 02:16:27.458]  I'm very excited about that, that you've put together this wonderful Alex Pack that has all these, essentially guaranteeing all your listeners and followers that they can get all these 90 essential nutrients.
[02:16:27.838 --> 02:16:31.381]  They can, in fact, Alex, prevent and eliminate
[02:16:32.299 --> 02:16:32.639]  I don't
[02:16:48.505 --> 02:16:56.492]  Um, just a couple of pennies a day of a couple of trace minerals will prevent diabetes, and if you have it, in just a couple of days, you get rid of it.
[02:16:56.512 --> 02:17:03.257]  Well, no one can deny that diabetes, I've seen statistics of it, 2,000 to 3,000 percentage points higher.
[02:17:03.538 --> 02:17:09.683]  I've seen reports that they estimate by 2020, more than half the population will have diabetes.
[02:17:10.143 --> 02:17:11.704]  What is it, 80% of Hispanics will?
[02:17:11.885 --> 02:17:12.585]  People won't believe that.
[02:17:14.066 --> 02:17:14.787]  Exactly right.
[02:17:14.927 --> 02:17:17.868]  And of course, the thing that's changed here, the basic thing that's changed
[02:17:33.502 --> 02:17:37.183]  It goes back to the way our forefathers lived and ate.
[02:17:37.883 --> 02:17:46.225]  Back when you and I were kids, Alex, our granddaddies still had a wood stove and they were putting that powder, which is left when you burn wood in a wood stove in a fireplace, into the garden.
[02:17:46.265 --> 02:17:47.526]  The powder is not really ashes.
[02:17:47.946 --> 02:17:50.647]  It's the minerals that were left when you burn away the carbon in the wood.
[02:17:51.267 --> 02:17:54.288]  And then the beans and the tomatoes and corn would take up those minerals.
[02:17:54.328 --> 02:17:54.908]  We'd eat that.
[02:17:54.948 --> 02:17:56.688]  We'd get our minerals in that fashion.
[02:17:57.128 --> 02:17:59.089]  We'd also put bone meal in our bread.
[02:17:59.676 --> 02:18:01.578]  By the way, tell folks how old you are.
[02:18:30.562 --> 02:18:31.743]  I'll be 72 in June.
[02:18:32.604 --> 02:18:34.305]  And by the way, you look like you're 50.
[02:18:35.506 --> 02:18:36.006]  Well, thank you.
[02:18:36.127 --> 02:18:37.027]  Most people think I'm 50.
[02:18:37.768 --> 02:18:40.230]  Nobody's going to steal an airplane with me on it, I'll tell you that.
[02:18:41.210 --> 02:18:41.971]  I'm in pretty good shape.
[02:18:42.772 --> 02:18:45.874]  And very few people can keep up with me and you.
[02:18:46.454 --> 02:18:48.196]  And that's because we take the Alex back.
[02:18:48.476 --> 02:18:49.437]  I take it twice a day.
[02:18:49.477 --> 02:18:54.120]  I kind of overdose purposely, because as you do, I have detractors who would say, well, there he is.
[02:18:54.461 --> 02:18:55.361]  Wallach died at 300.
[02:18:55.722 --> 02:18:57.363]  We knew that nutrition wouldn't work, right?
[02:18:58.785 --> 02:19:02.327]  So I've got to be a little extra ahead of the curve there.
[02:19:02.628 --> 02:19:06.911]  I just started doing it in the last few months and as people can notice on air, I've had a lot more energy.
[02:19:07.271 --> 02:19:08.312]  My brain's been working worse.
[02:19:08.812 --> 02:19:11.534]  It's all available if people want to find out more because it's all in one place.
[02:19:11.554 --> 02:19:15.297]  But the guy that really discovered so much of this, that the system knew, he discovered it.
[02:19:15.577 --> 02:19:20.481]  They knew, but he discovered it himself at Infowarsteam.com.
[02:19:20.521 --> 02:19:22.282]  That's Infowarsteam.com.
[02:19:24.003 --> 02:19:42.635]  And I want to get into this Beyond Tangy Tangerine and what it's got in it, some of the other products, but I want to continue when we come back from break, going through what some of the other minerals and vitamins that we have deficiencies in, some of the other things that the system knows that it's triggering, but they want to treat the symptoms of the mineral deficiency.
[02:19:42.675 --> 02:19:43.436]  They know full well.
[02:19:43.496 --> 02:19:45.958]  They're telling you with a straight face, you don't want vitamin D.
[02:19:46.678 --> 02:19:47.678]  You don't want sunlight.
[02:19:48.279 --> 02:19:50.820]  Uh, you, you know, don't you dare eat that type of cholesterol.
[02:19:50.840 --> 02:19:52.281]  What are the best types of cholesterol?
[02:19:52.561 --> 02:19:53.841]  I want to get into the Alzheimer's.
[02:19:54.101 --> 02:19:55.902]  They're now saying that people are getting Alzheimer's at 30!
[02:19:56.062 --> 02:20:01.025]  Uh, because they're living like mold people, they're not getting the fats they need that the brain's made of.
[02:20:01.345 --> 02:20:01.845]  Be right back.
[02:20:03.005 --> 02:20:04.326]  America, you've been warned.
[02:20:08.677 --> 02:20:09.257]  I think so.
[02:20:28.171 --> 02:20:28.431]  We're good.
[02:20:44.222 --> 02:20:44.803]  I don't know.
[02:21:02.930 --> 02:21:05.431]  Going solar for cheap is as easy as 123.
[02:21:05.851 --> 02:21:11.113]  If you want to go solar but thought the setup costs were too high, now you can build your own solar panels for less than $200.
[02:21:11.973 --> 02:21:12.594]  Don't laugh!
[02:21:12.734 --> 02:21:15.475]  We've sold over 45,000 solar do-it-yourself kits.
[02:21:15.675 --> 02:21:20.236]  Watch our introduction video at 123cheapsolarvideo.com.
[02:21:20.337 --> 02:21:22.277]  The video is free, but it won't last long.
[02:21:22.437 --> 02:21:24.758]  Save money on electric bills and get off the grid.
[02:21:24.878 --> 02:21:27.899]  Go to 123cheapsolarvideo.com right now!
[02:21:28.119 --> 02:21:29.820]  Our website again is 123cheapsolarvideo.com.
[02:21:32.541 --> 02:21:33.622]  Hi, this is Ted Anderson.
[02:21:33.802 --> 02:21:38.185]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[02:21:38.365 --> 02:21:44.069]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[02:21:44.169 --> 02:21:47.591]  Gold has outperformed paper investments, yet no word about IRAs.
[02:21:47.811 --> 02:21:50.413]  If you would like to have gold for your retirement, call 800-686-2237.
[02:21:50.533 --> 02:21:55.436]  Don't get left behind by rising inflation and low returns.
[02:21:55.576 --> 02:21:55.817]  Call 800-686-2237.
[02:21:55.837 --> 02:21:57.238]  Secure your future and call 1-800-686-2237.
[02:22:02.701 --> 02:22:03.962]  Hi, this is Alex Jones.
[02:22:04.002 --> 02:22:09.347]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[02:22:09.588 --> 02:22:14.212]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[02:22:14.612 --> 02:22:15.012]  It's true.
[02:22:15.072 --> 02:22:19.657]  Seeds had outperformed even gold and silver before in this country, and it's possible they could even happen again.
[02:22:20.177 --> 02:22:24.858]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[02:22:25.398 --> 02:22:27.319]  They call it a survival seed bank.
[02:22:27.699 --> 02:22:32.300]  And it can produce an endless supply of nutrient-dense food for you and your family.
[02:22:32.500 --> 02:22:33.400]  And here's the best part.
[02:22:33.620 --> 02:22:36.381]  These seeds have not been genetically modified in any way.
[02:22:36.681 --> 02:22:39.982]  And you actually get enough seeds to plant a full acre crisis garden.
[02:22:40.302 --> 02:22:43.144]  So visit them today at survivalseedbank.com.
[02:22:43.504 --> 02:22:45.385]  That's survivalseedbank.com.
[02:22:45.726 --> 02:22:46.586]  Or give them a call at 877-327-0365.
[02:22:46.606 --> 02:22:46.806]  That's 877-327-0365.
[02:22:46.846 --> 02:22:49.808]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[02:22:50.308 --> 02:22:52.030]  This is Alex Jones for survivalseedbank.com.
[02:23:02.685 --> 02:23:04.687]  Never buy home canning jar lids again!
[02:23:05.267 --> 02:23:05.788]  No kidding!
[02:23:05.948 --> 02:23:09.991]  When you buy Tadler Reusable Canning Lids once, you'll never buy canning lids ever again.
[02:23:10.331 --> 02:23:12.793]  Safely store emergency preparedness foods for years.
[02:23:13.093 --> 02:23:16.316]  Traditional metal lids are single-use throwaways containing BPA.
[02:23:16.576 --> 02:23:21.380]  But Tadler Reusable Canning Lids are guaranteed to last a lifetime when used as design for home canning.
[02:23:21.580 --> 02:23:28.326]  Tadler Lids are made with a USDA and FDA approved food grade plastic, safe for direct food contact, and contain no BPA.
[02:23:28.506 --> 02:23:32.389]  Tadler Lids are dishwasher safe, usable with standard pressure or water bath canning,
[02:23:32.529 --> 02:23:34.510]  Eliminate food spoilage from acid corrosion.
[02:23:34.630 --> 02:23:35.791]  Fit standard mason jars.
[02:23:35.991 --> 02:23:39.133]  Are indefinitely reusable and are proudly made in the USA.
[02:23:39.373 --> 02:23:41.995]  Place orders at ReusableCanningLids.com or call 1-877-747-2793.
[02:23:42.015 --> 02:23:42.055]  877-747-2793.
[02:23:42.095 --> 02:23:42.295]  Call 877-747-2793.
[02:23:42.355 --> 02:23:43.156]  Or go to ReusableCanningLids.com.
[02:23:43.176 --> 02:23:45.277]  That's ReusableCanningLids.com for Tadler Reusable Canning Lids.
[02:23:45.297 --> 02:23:46.218]  The original since 1976.
[02:24:05.359 --> 02:24:11.105]  There must be some kind of way out of here, said the Joker to the thief.
[02:24:11.245 --> 02:24:13.107]  There's too much confusion.
[02:24:13.768 --> 02:24:17.612]  I can't get no relief.
[02:24:17.793 --> 02:24:23.118]  Dr. Joel Wallach has a passion for warning people about mineral and vitamin deficiencies.
[02:24:27.955 --> 02:24:29.697]  And he has been demonized, he's been attacked.
[02:24:29.717 --> 02:24:32.940]  And I know with Cass Sunstein, he's a wicked anti-free speech globalist.
[02:24:33.220 --> 02:24:43.010]  I don't know about Dr. Dina Dell, so I listen to him and agree with some, disagree with other stuff, but I've heard him say, you don't need, you know, a bunch of this vitamin D, you don't need vitamins.
[02:24:43.030 --> 02:24:46.073]  When I had him on the show once, I said, but people, if they're deficient, need them.
[02:24:46.855 --> 02:24:53.778]  And yeah, there are the big drug companies put out these artificial vitamins that studies do show are toxic.
[02:24:53.798 --> 02:25:02.703]  So I can't say he needs to get in trouble, but certainly somebody like Cass Sunstein saying you don't need any sunlight and it's a conspiracy theory and we should outlaw this.
[02:25:03.083 --> 02:25:04.164]  It's crazy.
[02:25:04.624 --> 02:25:05.464]  Put it on screen.
[02:25:05.524 --> 02:25:06.585]  Earlier I went from memory...
[02:25:07.185 --> 02:25:08.525]  For PrisonPlanet.tv viewers.
[02:25:09.466 --> 02:25:14.667]  And I just said, you know, I remember seeing the numbers that half of Americans could be diabetic by 2020.
[02:25:15.207 --> 02:25:17.388]  And it's set at, what, 80% of Hispanics.
[02:25:18.108 --> 02:25:19.769]  And there it is, AOL News.
[02:25:20.289 --> 02:25:21.969]  Ten years from now, more than half the U.S.
[02:25:22.009 --> 02:25:30.472]  population could be of diabetes or prediabetes, according to a newly released analysis by the United Health Group Center for Reform and Modernization.
[02:25:31.352 --> 02:25:33.213]  So, see, I don't just say stuff here.
[02:25:33.253 --> 02:25:34.374]  My memory's super good.
[02:25:34.394 --> 02:25:36.715]  I don't just sit here and agree with Wallach.
[02:25:36.875 --> 02:25:38.756]  I've done incredible amounts of research.
[02:25:39.176 --> 02:25:49.882]  So when I started looking at his stuff years ago, and then when I got contacted via an intermediary about interviewing him and getting involved and explaining this to my audience, I said, absolutely.
[02:25:50.183 --> 02:25:52.604]  Because even though I know all this stuff, I don't follow it all.
[02:25:52.924 --> 02:26:01.007]  Sure, I filter my water, I try to eat healthy, but the point is, it doesn't matter how much stuff you eat, even if it's supposedly healthy, if it's from bad soils, and most of it is.
[02:26:01.707 --> 02:26:06.829]  And so, that's what we're covering at Infowarsteam.com, and if you want to call and learn more, it's 877-551-1301, 877-551-1301.
[02:26:06.849 --> 02:26:10.730]  You can buy the stuff off the site if you want to join for ten bucks, so you get a big discount.
[02:26:16.172 --> 02:26:17.773]  It's kind of like joining Costco or something.
[02:26:17.793 --> 02:26:18.613]  You're welcome to do that.
[02:26:18.633 --> 02:26:20.094]  877-551-1301.
[02:26:20.474 --> 02:26:23.255]  Infowarsteam.com.
[02:26:23.275 --> 02:26:26.436]  But we're going to plug some of the great products at the end of the interview.
[02:26:26.697 --> 02:26:28.577]  This is a short segment, long segment coming up.
[02:26:28.637 --> 02:26:41.503]  Dr. Wallach, let's get back in to Alzheimer's and what cholesterol does in the brain and the fact that just like diabetes is off the charts out of nowhere, now I've got, in fact, plurality of people won't believe it, young people now getting Alzheimer's.
[02:26:42.083 --> 02:26:44.846]  Or are people in their 30s now getting it?
[02:26:44.926 --> 02:26:46.167]  Folks, this isn't normal.
[02:26:47.548 --> 02:26:48.789]  All these degenerative diseases.
[02:26:49.129 --> 02:26:51.792]  I know the mainline medical institutions.
[02:26:51.832 --> 02:26:54.054]  I could pull up thousands of articles and reports.
[02:26:54.474 --> 02:26:58.137]  They know that people don't get enough cholesterol.
[02:26:58.377 --> 02:27:03.322]  And I put the headline up where the governments around the world want to put statins in the water.
[02:27:04.262 --> 02:27:05.684]  Dr. Wallach, break that down.
[02:27:07.045 --> 02:27:09.427]  Well, again, you hit the nail on the head, Alex.
[02:27:10.257 --> 02:27:16.542]  This cholesterol thing came in about 20 years before the Second World War.
[02:27:17.142 --> 02:27:20.044]  In 1971 I wrote the first paper on it.
[02:27:20.064 --> 02:27:28.150]  It was in an international journal, a medical journal, that showed that vegetarians get much higher plugged arteries from cholesterol than meat eaters.
[02:27:28.730 --> 02:27:35.194]  And that's because they stir fry, they stir fry with oils which turns the oils into trans fatty acids which plug the arteries.
[02:27:35.214 --> 02:27:36.474]  It's not the cholesterol.
[02:27:36.835 --> 02:27:41.437]  Cholesterol is used for our hormones, it's used to make up 75% of our brain weight.
[02:27:41.497 --> 02:27:46.580]  It's the burning of the fats, it's the burning of them that makes something we're not supposed to eat.
[02:27:47.728 --> 02:27:48.248]  Well, yeah.
[02:27:48.669 --> 02:27:53.812]  When you're cooking food, we can actually reduce the risk of breast, prostate, and colon cancer, Alex.
[02:27:53.852 --> 02:28:01.956]  If we just cook our meat medium rare, instead of well done, we can reduce our risk by 462% according to a big study... Humans are meant to eat raw meat!
[02:28:02.097 --> 02:28:06.079]  All the big colon cancer studies show that it's heavily cooked red meat.
[02:28:06.279 --> 02:28:08.921]  I keep interrupting because it's all admitted.
[02:28:09.881 --> 02:28:10.341]  Exactly.
[02:28:10.381 --> 02:28:12.183]  It's the cooking, it's not the meat.
[02:28:12.503 --> 02:28:14.604]  The meat, like you say, you can eat it raw, it's good for you.
[02:28:15.337 --> 02:28:20.039]  It's just, in fact, chunks of meat like steaks, you'll never get E. coli from that.
[02:28:20.079 --> 02:28:25.702]  It's always the ground meat when the guys who are pushing the meat through the grinder don't wash their hands after they go to the bathroom.
[02:28:25.722 --> 02:28:26.983]  That's where the E. coli comes from.
[02:28:27.543 --> 02:28:29.024]  So there's a little bit of hygiene there.
[02:28:29.564 --> 02:28:36.867]  But you and I, we could actually eliminate, this is a big one, Alex, we could actually eliminate all diabetes in 30 days in America.
[02:28:37.448 --> 02:28:40.369]  We can eliminate it because it's a simple mineral deficient disease.
[02:28:41.009 --> 02:28:41.870]  If we could convince
[02:28:42.463 --> 02:28:48.406]  Everybody can either on their own or have the government give everybody, you know, 50 cents a day worth of these trace minerals.
[02:28:49.427 --> 02:28:52.969]  Within 30 days, everybody in America, if they had diabetes, would get rid of it.
[02:28:53.169 --> 02:28:55.110]  And if they don't have diabetes, they'll never get it.
[02:28:55.471 --> 02:28:57.852]  It's a simple mineral-deficient disease.
[02:28:58.172 --> 02:29:02.815]  But doctors make $750,000 by treating you for 20 years.
[02:29:03.235 --> 02:29:05.256]  So why would they make $300 to cure you?
[02:29:05.937 --> 02:29:07.818]  Now explain to people the basic mineral.
[02:29:08.618 --> 02:29:11.560]  The minerals that are missing that is triggering so much of the diabetes epidemic.
[02:29:12.577 --> 02:29:15.900]  Okay, well, the basic minerals that are missing are two of them, chromium and vanadium.
[02:29:16.381 --> 02:29:18.943]  If you take those two by themselves, nothing happens.
[02:29:19.364 --> 02:29:28.793]  There's actually 23 other cofactors, a mix of vitamins and minerals, amino acids, and the omega-3s that are necessary for those two trace minerals to work.
[02:29:28.853 --> 02:29:31.595]  And this is where the disconnect comes from for the average person.
[02:29:31.615 --> 02:29:35.639]  They say, well, I ran into the health food store, and I got some chromium and vanadium.
[02:29:35.699 --> 02:29:36.060]  I took it.
[02:29:36.832 --> 02:29:38.153]  Didn't affect my blood sugar at all.
[02:29:38.293 --> 02:29:39.813]  It was nothing.
[02:29:40.374 --> 02:29:43.015]  That's because they're not taking the other 23 cofactors.
[02:29:43.435 --> 02:29:51.999]  And this is where, if people take your Alex pack, and then they throw in what we call sweeties, usually within two days, I don't care if your blood sugar is 200, it'll drop down to 7.
[02:29:52.880 --> 02:29:53.780]  We're on the march.
[02:29:54.280 --> 02:29:55.881]  The Empire's on the run.
[02:29:56.802 --> 02:29:59.483]  Alex Jones and the GCN Radio Network.
[02:30:04.431 --> 02:30:08.052]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[02:30:08.392 --> 02:30:16.514]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[02:30:17.254 --> 02:30:21.275]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[02:30:21.875 --> 02:30:32.697]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[02:30:33.337 --> 02:30:42.339]  With continued legislation threatening the sale of nano silver products, you can now produce pure and endless loyal silver with the Silver Lungs Generator.
[02:30:42.839 --> 02:30:47.880]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[02:30:48.281 --> 02:30:55.462]  Go to www.SilverLungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[02:30:55.762 --> 02:30:58.523]  That's www.SilverLungs.com.
[02:31:03.661 --> 02:31:07.285]  Hundreds of nations have fallen to tyranny in the last century alone.
[02:31:07.665 --> 02:31:10.688]  This is our last chance to not relive history.
[02:31:10.928 --> 02:31:15.692]  As they're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[02:31:15.712 --> 02:31:21.958]  I have tremendous influence on our President and Congress, and they really are calling the shots.
[02:31:22.118 --> 02:31:24.341]  I think it's incumbent upon all of us
[02:31:24.881 --> 02:31:26.322]  Tim Geithner, Bernanke, they're arsonists!
[02:31:26.362 --> 02:31:27.642]  They're asking for more matches!
[02:31:27.662 --> 02:31:29.903]  And the Congress is saying, who do we make the check out to?
[02:31:43.789 --> 02:31:45.631]  Today seems like nobody does care.
[02:31:45.931 --> 02:31:50.675]  And right now in Washington, D.C., we have seen a fall of the Republic.
[02:31:51.075 --> 02:32:00.183]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv.
[02:32:02.213 --> 02:32:06.455]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[02:32:06.775 --> 02:32:07.396]  Number one.
[02:32:07.676 --> 02:32:10.838]  New climate legislation could easily double or triple your electric bill.
[02:32:11.098 --> 02:32:11.678]  Number two.
[02:32:11.958 --> 02:32:16.521]  Our new energy czar wants to control how much power your electric company allows you to have.
[02:32:16.861 --> 02:32:17.301]  It's true.
[02:32:17.601 --> 02:32:22.164]  Total government control of electricity in the name of smart grid technology is coming.
[02:32:22.464 --> 02:32:23.024]  Number three.
[02:32:23.304 --> 02:32:26.586]  In some areas of the country, the power grid is dangerously overloaded.
[02:32:26.886 --> 02:32:30.588]  And now, new socialist legislation is only compounding the problem.
[02:32:30.788 --> 02:32:31.329]  Number 4.
[02:32:31.589 --> 02:32:33.952]  Dangerous weather is always a threat to local grids.
[02:32:34.353 --> 02:32:37.717]  Every year, thousands of families lose their power from weather-related outages.
[02:32:38.037 --> 02:32:38.238]  Number 5.
[02:32:38.818 --> 02:32:42.743]  A solar power generator provides powerful backup, insurance, and peace of mind.
[02:32:42.964 --> 02:32:47.730]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[02:32:48.010 --> 02:32:52.036]  You can get more information at www.mysolarbackup.com.
[02:32:52.176 --> 02:32:53.738]  That's mysolarbackup.com.
[02:32:53.978 --> 02:32:56.061]  Remember, the government doesn't own the sun.
[02:32:56.221 --> 02:32:58.585]  So go to mysolarbackup.com or call 1-877-327-0365.
[02:33:09.878 --> 02:33:11.299]  Dr. Joel Wallach is our guest.
[02:33:11.319 --> 02:33:13.400]  Find out more at Infowarsteam.com.
[02:33:13.420 --> 02:33:19.024]  A lot of our great radio affiliates are signing up with Infowarsteam.com and getting involved, getting this information out.
[02:33:20.304 --> 02:33:21.105]  Ladies and gentlemen,
[02:33:24.075 --> 02:33:25.556]  In fact, put that latest headline up.
[02:33:25.956 --> 02:33:33.060]  I told you that they're talking about putting statins in the drinking water, which so many studies we can pull up for you show is causing all sorts of health problems.
[02:33:33.540 --> 02:33:35.982]  Statin-fortified drinking water, BBC.
[02:33:36.502 --> 02:33:42.285]  This week, cholesterol-lowering drugs called statins have become available to buy at UK pharmacies.
[02:33:43.046 --> 02:33:50.810]  Basically over-the-counter, and from the Japanese, British, US government, they're talking about putting children as young as five on statins.
[02:33:52.691 --> 02:34:08.819]  I mean, Dr. Wallach, from the numbers you've seen, because I've seen numbers of 2,000, 3,000 percent, from the numbers in your research that you warned about decades ago, all these different types of diabetes, this epidemic, half the population, they estimate in 10 years to have it, already about 30 percent do.
[02:34:10.320 --> 02:34:12.161]  Why is it hitting Hispanics even worse?
[02:34:12.721 --> 02:34:23.168]  I mean obviously corn syrup and things have been shown in studies to be metabolized differently, but something else is going on there and we know about your research and other research dealing with those minerals and cofactors.
[02:34:23.689 --> 02:34:26.611]  I mean obviously something's going on here.
[02:34:27.111 --> 02:34:29.413]  What are the numbers you have on the increases of diabetes?
[02:34:30.512 --> 02:34:32.293]  Okay well you're exactly right again Alex.
[02:34:32.313 --> 02:34:33.074]  You're on top of it.
[02:34:33.114 --> 02:34:34.074]  I'm very proud of you.
[02:34:34.195 --> 02:34:35.796]  It's amazing how much you keep up with.
[02:34:36.396 --> 02:34:50.646]  But when it comes to diabetes, right now if you take in pre-diabetics and people who are what would be called metabolic syndrome victims where they're insulin resistant sort of just on that cutting edge of being pre-diabetic.
[02:34:51.326 --> 02:34:52.806]  We already are at 30%.
[02:34:53.967 --> 02:35:01.009]  90 million Americans have diabetes type 2 if you throw in the pre-diabetics and the metabolic syndrome.
[02:35:01.029 --> 02:35:03.750]  90 million out of 308 million, so we're just about a third now.
[02:35:03.910 --> 02:35:08.011]  If you look at ones who are full-blown diagnosed with type 2 diabetes, 32 million.
[02:35:09.654 --> 02:35:13.977]  And it's about a couple hundred thousand when it comes to type 1.
[02:35:14.377 --> 02:35:20.101]  Type 1s, when it comes to the population, diabetics are less than 1%.
[02:35:21.021 --> 02:35:25.244]  They're not a significant factor when it comes to the amount of money that's being spent.
[02:35:25.684 --> 02:35:30.988]  But they are, you know, when you have somebody in your family that has type 1, I can actually help them live beyond 100.
[02:35:32.088 --> 02:35:37.432]  I actually have dozens of people who have type 1 diabetics when they're older.
[02:35:38.112 --> 02:35:44.098]  They're now in their 50s and 60s and 70s and they can live to be well beyond 100 if they do everything I tell them to do.
[02:35:44.378 --> 02:35:46.000]  It's a diet and a supplement program.
[02:35:46.300 --> 02:35:50.865]  But they will be on insulin because type 1 diabetics by definition do not make insulin.
[02:35:51.787 --> 02:35:55.070]  And by the way, you got nominated for a Nobel Prize.
[02:35:56.130 --> 02:35:59.193]  You learned this basically running a zoos department.
[02:35:59.553 --> 02:36:06.158]  But see, the reason when I saw your info it clicked so well, from the vets I've known, because this is taught in animal husbandry, because this is business.
[02:36:06.178 --> 02:36:07.699]  You actually want to keep your animals alive.
[02:36:08.360 --> 02:36:16.486]  Tell folks some of the studies about mineral deficiencies and herds dying, cows not being able to handle cold weather, and then you give them the right minerals.
[02:36:16.626 --> 02:36:18.688]  I heard this from the vets I worked with.
[02:36:19.946 --> 02:36:21.207]  Well, again, you're exactly right.
[02:36:22.147 --> 02:36:31.191]  The project I was on was actually a National Institutes of Health project, National Science Foundation, and this project was a 10-year project.
[02:36:31.572 --> 02:36:40.776]  I did over 20,000 autopsies of 3,000 humans and 17,500 zoo animals of over 454 species of animals.
[02:36:40.836 --> 02:36:48.280]  I was working with Marlon Perkins from the old Mutual Omaha Wild Kingdom days, and the nomination for the Nobel Prize was for
[02:36:49.000 --> 02:36:49.961]  We're good to go.
[02:37:10.030 --> 02:37:10.871]  We're good to go.
[02:37:30.129 --> 02:37:30.549]  I don't know.
[02:37:47.945 --> 02:38:15.107]  Well, correct me if I'm wrong, there is a genetic link, but then it's triggered by not having those key minerals, just like boys have a much greater chance, if they have too much mercury, of developing things like autism, because they're genetically predisposed, but then you add the toxic metal, that's what then triggers it.
[02:38:16.567 --> 02:38:18.494]  Well, there's all kinds of that kind of stuff.
[02:38:18.514 --> 02:38:19.357]  You're exactly right.
[02:38:19.899 --> 02:38:21.786]  There's, you know, you have to think.
[02:38:21.866 --> 02:38:22.408]  Well, here we are.
[02:38:22.448 --> 02:38:22.790]  We have...
[02:38:23.413 --> 02:38:24.994]  These chromosomes, right?
[02:38:25.094 --> 02:38:27.536]  And we have all these genes in the chromosomes.
[02:38:28.077 --> 02:38:30.738]  It's silly to think that they don't have some impact.
[02:38:30.758 --> 02:38:31.179]  They do.
[02:38:31.199 --> 02:38:32.480]  How we use nutrition.
[02:38:32.900 --> 02:38:35.622]  And there's actually a new science out now called epigenetics.
[02:38:35.922 --> 02:38:46.770]  There's a whole science out now where back in the 1960s when I was doing these autopsies and writing articles saying, hey, these diseases have a nutritional deficiency element to them.
[02:38:46.810 --> 02:38:48.972]  They're just calling me a fool and a liar and a nut.
[02:38:49.452 --> 02:38:52.775]  Well, today they're saying, well, we have a new science now that shows that by
[02:38:53.594 --> 02:38:59.539]  Supplementing with these nutrients, you can in fact prevent a genetic disease from manifesting itself.
[02:38:59.559 --> 02:39:05.964]  You can take a disease that was thought to be 100% genetic, and you can give these nutrients, and we're talking about muscular dystrophy.
[02:39:05.984 --> 02:39:06.665]  That's an easy one.
