[00:00:00.009 --> 00:00:01.982]  This is Alex Jones.
[03:21:18.102 --> 03:21:18.682]  All for just $29.99.
[03:21:20.242 --> 03:21:22.823]  But hurry, this special offer ends Friday.
[03:21:23.043 --> 03:21:26.765]  Mother's Day is this Sunday and it's your last chance to take care of mom.
[03:21:26.945 --> 03:21:31.767]  The only way to get your last chance Mother's Day offer is to visit ProFlowers.com.
[03:21:31.967 --> 03:21:35.808]  Click on the microphone in the upper right corner and enter the secret code 400.
[03:21:36.489 --> 03:21:37.929]  That's ProFlowers.com.
[03:21:38.129 --> 03:21:38.769]  Secret code 400.
[03:21:40.430 --> 03:21:47.115]  Iodine Protection Packs from HempUSA.org are now in stock for immediate delivery worldwide.
[03:21:47.395 --> 03:21:58.122]  Our Iodine Protection Packs include Micro Plant Powder, Green Life Kelp, Red Palm Oil, and our clear Roll-On Iodine that will feed the body the iodine it needs.
[03:21:58.382 --> 03:22:00.644]  All Iodine Protection Packs are in stock.
[03:22:00.904 --> 03:22:03.966]  Save you money and ship for free in all 50 states.
[03:22:04.206 --> 03:22:06.868]  Visit HempUSA.org or call 908-691-2608 today.
[03:22:09.890 --> 03:22:19.156]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit, then carting to a private bank, having it lent back at interest, forcing taxes to service debt.
[03:22:19.216 --> 03:22:19.936]  This capitalism?
[03:22:19.996 --> 03:22:26.100]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[03:22:26.280 --> 03:22:27.080]  Hi, Ted Anderson.
[03:22:27.120 --> 03:22:30.242]  I'm placing a silver dollar in a book that explains our monetary system.
[03:22:30.382 --> 03:22:31.342]  Call for your copy at 800-686-2237.
[03:22:31.382 --> 03:22:32.523]  It's time to understand the system.
[03:22:32.583 --> 03:22:32.863]  Call 800-686-2237.
[03:22:32.903 --> 03:22:33.183]  That's 800-686-2237.
[03:22:40.626 --> 03:22:47.314]  Over the last year, Alex has told you about and many of you have experienced emergencies and disasters in unprecedented numbers.
[03:22:47.594 --> 03:22:49.936]  People have had to literally run for their lives.
[03:22:50.217 --> 03:22:52.459]  Folks, this is Steve Schenck with eFoods Direct.
[03:22:52.659 --> 03:22:56.844]  I'm not here to scare you, but when disaster strikes, you won't have time to think.
[03:22:57.044 --> 03:22:58.526]  You must act automatically.
[03:22:58.746 --> 03:23:01.928]  What does a pilot do when the helicopter engine fails in flight?
[03:23:02.249 --> 03:23:04.730]  No time to think, just act automatically.
[03:23:05.011 --> 03:23:12.996]  When the alert is broadcast, the alarm sounds, or the knock comes on your door, you'll need to be ready to act without thinking of what to do or what you need.
[03:23:13.376 --> 03:23:16.999]  You need a five-day extreme emergency kit with serious
[03:23:17.039 --> 03:23:17.640]  We're good.
[03:23:53.255 --> 03:23:57.380]  You know what I can't believe?
[03:23:57.420 --> 03:23:59.523]  Just the providence of this radio show.
[03:23:59.543 --> 03:24:04.649]  Because I'm just an average guy who started reading history books when I was 12 and thought they were interesting and entertaining.
[03:24:05.510 --> 03:24:09.254]  And reading history I learned so much about how the world works today.
[03:24:09.975 --> 03:24:26.024]  And then I've talked to the general public, who many of them are informed and have street smarts, but if they would really start researching, they would find out how much they're being lied to, and that the culture is getting more and more entitled in Washington, the corporations that have grown up around it, the crony system are so out of control.
[03:24:26.405 --> 03:24:28.126]  Your phone calls for Dr. Steve Pachenik.
[03:24:28.866 --> 03:24:33.129]  We're coming up in the next segment and hopefully we can get him back up in the very near future.
[03:24:33.369 --> 03:24:36.512]  And I keep asking him this question and he's answered it in many ways.
[03:24:37.572 --> 03:24:51.743]  But just boiling it down in a language that the mainstream media can understand and government can understand, why would they do something that is so cartoonishly satirical where
[03:24:52.503 --> 03:24:58.987]  And I'm not just saying this to make it come true, because I was pretty depressed yesterday, but now the tables are turning.
[03:24:59.948 --> 03:25:01.709]  It is exploding in their face.
[03:25:01.829 --> 03:25:16.858]  I mean, it's almost more scary, doctor, that you're probably right, that they have the power, they have the control, so they're able to do what they want, they think they're smart, but at the end of the day, they're making a lot of things that look like big mistakes, as the Republic
[03:25:17.978 --> 03:25:44.426]  It's about the word that you want to use right now, the key word that did all of this psyops resurrection of Osama Bin Laden, which is a joke and a sick joke and a cynical joke on the American public, treating them as if we were stupid, is desperation.
[03:25:44.606 --> 03:25:45.946]  They are so desperate.
[03:25:46.508 --> 03:26:02.992]  To make Obama viable, to negate the fact that he may not have been born here, any questions about his background, any irregularities about his background, to make him look assertive, to make sure that Gates goes out in a clean sweep and that he's done what he's done.
[03:26:03.193 --> 03:26:11.915]  This is a good man, Gates, and bringing in a man who is questionably qualified to be Secretary of Defense, who is questionably qualified to be CIA Director Panetta,
[03:26:12.535 --> 03:26:13.056]  I don't know.
[03:26:35.058 --> 03:26:42.740]  Self-aggrandizing, a very pretentious man who thinks he understands the American public as he polls them every minute.
[03:26:43.241 --> 03:26:50.823]  And basically what we have here is a desperate situation on behalf of an incompetent president who's not told the truth.
[03:26:51.383 --> 03:26:58.887]  Who hopes to be reelected because he has nothing to offer but words which are totally meaningless and will hopefully get forth.
[03:26:59.068 --> 03:27:13.696]  On the other hand, let me warn you that the Republicans and other parties have no candidates that are capable of filling the role that America needs today, which is a pragmatic, non-narcissistic, non-egoistic,
[03:27:14.156 --> 03:27:28.481]  Practical man or woman who has served our country on behalf of our country, hopefully in the military, hopefully in business, and hopefully has had a clean history and can understand where we're going strategically and practically.
[03:27:28.801 --> 03:27:31.682]  That has not happened in the past 24 years.
[03:27:32.142 --> 03:27:40.065]  That's basically where we are today, in desperation with capital cronyism, corruption, and non-transparency.
[03:27:40.425 --> 03:27:44.147]  What we need now is Torea Square in Washington, D.C.
[03:27:44.187 --> 03:28:06.275]  and all over the country where people will go... We're going to talk about that when we come back and then take calls, but in the minute or two we have left in this short segment, why did you go public in 2002 with something at the time, you know, that sounded a little bit wild to some people, but I knew it had a historical basis, and say... Everybody who has accused me of making wild statements regretted it ten years later.
[03:28:06.656 --> 03:28:09.817]  Aldo Morrow did, Pol Pot did, Noriega, all
[03:28:11.318 --> 03:28:16.340]  ...regretted the fact when I said to them, you're leaving and you're not staying, they were gone.
[03:28:16.701 --> 03:28:20.243]  The reason I came forth and I said I warned Bush Jr.
[03:28:20.323 --> 03:28:35.591]  and Cheney and Rumsfeld, you will pay for the crimes you've committed against the American public, and part of that is this nonsense of Osama bin Laden being the leader of some nonsensical group that we created under the Carter administration was fostered
[03:28:35.971 --> 03:28:45.155]  Through tens of years and going into Pakistan through a nonsensical war that didn't exist to allow men and women to die.
[03:28:45.195 --> 03:28:49.977]  Are you bottom line saying they ran the attacks or they hired some criminal group to do it?
[03:28:50.217 --> 03:28:50.878]  No, no, no.
[03:28:50.918 --> 03:28:51.978]  They ran the attacks.
[03:28:52.058 --> 03:28:59.081]  The 9-11 is the total manufacturer of one organization, the White House, under Bush Jr.
[03:28:59.221 --> 03:29:01.943]  Bush Jr., Cheney, Rumsfeld.
[03:29:03.463 --> 03:29:04.163]  Stay there, sir.
[03:29:04.283 --> 03:29:04.723]  Stay there.
[03:29:08.744 --> 03:29:09.124]  Stay there.
[03:29:09.144 --> 03:29:11.745]  Repeat that.
[03:29:11.785 --> 03:29:12.065]  Stay there.
[03:29:12.105 --> 03:29:13.905]  Let's come back and repeat that because the music was playing.
[03:29:14.345 --> 03:29:15.846]  This is absolutely devastating.
[03:29:16.986 --> 03:29:23.667]  Dr. Steve Pchenik's got major credibility and he is going all the way today putting it on the table.
[03:29:23.707 --> 03:29:24.808]  This is off the charts.
[03:29:24.848 --> 03:29:25.488]  We'll be right back.
[03:29:25.528 --> 03:29:25.948]  Stay with us.
[03:29:31.038 --> 03:29:31.939]  We're on the march.
[03:29:32.439 --> 03:29:34.040]  The empire's on the run.
[03:29:34.960 --> 03:29:37.702]  Alex Jones and the GCN Radio Network.
[03:29:40.984 --> 03:29:42.264]  Hi, this is Alex Jones.
[03:29:42.284 --> 03:29:47.648]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[03:29:47.868 --> 03:29:52.510]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[03:29:52.891 --> 03:29:53.291]  It's true.
[03:29:53.371 --> 03:29:55.952]  Seeds have outperformed even gold and silver before in this country.
[03:29:56.192 --> 03:29:57.994]  And it's possible they could even happen again.
[03:29:58.474 --> 03:30:00.295]  So our friends at Solutions from Science
[03:30:00.555 --> 03:30:01.056]  We're good to go.
[03:30:18.596 --> 03:30:21.437]  So visit them today at SurvivalSeedBank.com.
[03:30:21.777 --> 03:30:23.678]  That's SurvivalSeedBank.com.
[03:30:23.998 --> 03:30:26.179]  Or give them a call at 877-327-0365.
[03:30:27.260 --> 03:30:32.262]  That's 877-327-0365.
[03:30:32.802 --> 03:30:37.304]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[03:30:37.624 --> 03:30:40.086]  This is Alex Jones for SurvivalSeedBank.com.
[03:30:40.846 --> 03:30:42.367]  America, you've been warned.
[03:30:45.294 --> 03:30:45.915]  We're good to go.
[03:31:15.094 --> 03:31:15.454]  I think so.
[03:31:45.188 --> 03:31:47.250]  Concerned about nuclear contamination?
[03:31:47.630 --> 03:31:48.391]  You're not alone.
[03:31:48.791 --> 03:31:56.378]  If you understand the risk of today's food being contaminated from nuclear fallout, you would not only trust wild food for survival, you'd count on it.
[03:31:56.778 --> 03:31:59.941]  Wild food is the most prolific, fastest growing food available.
[03:32:00.201 --> 03:32:07.227]  It's fresh, because it doesn't sit in the field for 8 to 10 weeks being fertilized or sprayed with pesticides, accumulating radiation.
[03:32:07.627 --> 03:32:09.709]  And wild food is not genetically altered.
[03:32:10.049 --> 03:32:17.154]  Ounce for ounce, wild food has more nutrition and less harmful elements than any animal or commercial agriculturally grown food.
[03:32:17.534 --> 03:32:19.075]  It can detoxify the body.
[03:32:19.275 --> 03:32:20.076]  And the best part?
[03:32:20.296 --> 03:32:22.237]  Wild food is free for the taking.
[03:32:22.537 --> 03:32:28.782]  Let author Linda Runyon show you how to identify, harvest, prepare, eat, and store wild food.
[03:32:29.062 --> 03:32:31.423]  Go to ofthefield.com or call 888-51-EAT-FREE.
[03:32:31.443 --> 03:32:33.405]  That's 888-513-2837 or visit ofthefield.com for your survival.
[03:32:47.327 --> 03:32:58.210]  We now take you live to the Central Texas Command Center, in the heart of the resistance, rallying patriots worldwide.
[03:33:02.412 --> 03:33:05.132]  You're listening to the Alex Jones Show.
[03:33:08.513 --> 03:33:12.034]  Well, the email, the tweets, the phone calls are pouring in.
[03:33:12.374 --> 03:33:13.435]  Listeners are just
[03:33:14.491 --> 03:33:16.693]  Completely amazed by the interview.
[03:33:16.793 --> 03:33:20.597]  I really appreciate Dr. Steve Pchenik spending so much time with us.
[03:33:20.697 --> 03:33:22.459]  I'll obviously have to get him back in the near future.
[03:33:22.479 --> 03:33:30.487]  And I want to go to some of your phone calls, but I was going back to 2002 when he went public.
[03:33:30.927 --> 03:33:33.230]  Then he was saying, I have questions about 9-11.
[03:33:33.370 --> 03:33:35.892]  You know, there are issues with this.
[03:33:35.952 --> 03:33:37.194]  We created these groups.
[03:33:37.694 --> 03:33:42.678]  Now, as we went to break, he was laying it all out and naming names.
[03:33:43.358 --> 03:33:56.828]  Dr. Pachinik, again, who served as Deputy Assistant Secretary of State and or Senior Policy Planner under Secretaries Henry Kissinger, Cyrus Vance, George Shultz, and James Baker, as three of the most famous kingmakers of the last hundred years right there.
[03:33:57.328 --> 03:34:02.692]  Dr. Pachinik continues to consult the Department of Defense, ran black ops, major operations,
[03:34:03.232 --> 03:34:06.075]  Overthrows of governments, you name it, stevepachinik.com.
[03:34:06.535 --> 03:34:08.357]  He is, of course, on record, Tom Clancy.
[03:34:08.577 --> 03:34:13.721]  Helped Tom Clancy write his 26th best-selling New York Times bestsellers with his advice.
[03:34:14.122 --> 03:34:20.007]  Several of the characters, like Jack Ryan, are based on him, as well as Richard Clark.
[03:34:20.507 --> 03:34:24.911]  And Dr. Pachinik, uninterrupted by the break, take your time.
[03:34:25.492 --> 03:34:28.835]  What was the event of 9-11-A and B?
[03:34:28.975 --> 03:34:29.916]  Why was it carried out?
[03:34:31.308 --> 03:34:34.411]  The event of 9-11 was carried out for one purpose.
[03:34:34.631 --> 03:34:51.227]  It was carried out to mobilize the American public to go to a war that they didn't need to go to, that they knew nothing about, where we had pre-positioned soldiers in Afghanistan and Iraq six to nine months beforehand, and what it was done, it was based on Paul Wolfowitz's Richard
[03:34:51.747 --> 03:34:54.230]  We're good to go.
[03:35:09.566 --> 03:35:16.209]  We have all the people who were in the military, particularly the Air Force generals who were involved.
[03:35:16.249 --> 03:35:19.550]  They can deny it any much they want, but I have a whole list of names.
[03:35:19.610 --> 03:35:20.611]  They know who they are.
[03:35:20.631 --> 03:35:27.894]  And the intel, the CIA operatives who worked under SOLIX, Special Operations Low Intensity Conflict, were all involved.
[03:35:28.294 --> 03:35:28.534]  We're good.
[03:35:47.526 --> 03:35:48.026]  I don't know.
[03:36:09.640 --> 03:36:17.746]  With Bob Zoellick, not with the Vulcans, but with Bob Zoellick in order to work against Gore, which I regret today, because I had been loyal to his father.
[03:36:18.207 --> 03:36:38.623]  And that issue of Osama bin Laden, who had already been dead, really brought up the issue of the Great Lie and the Great War that was created for us to make sure that we had some type of commitment to a war that was not necessary, where blood and guts were shed for unnecessary reasons,
[03:36:39.544 --> 03:36:43.668]  Dr. Pucinich, I've got to stop because this is so dangerous.
[03:36:44.208 --> 03:37:02.285]  I believe this is the first time you've gone this far and when the DC Madam was on my show and she was trying to tell me during the break names of people and I said I don't want to know this you've got to go public with this you're gonna end up you know committing Arkansas and obviously you're a tough guy you're not worried about that but I mean no I don't think so.
[03:37:06.028 --> 03:37:10.373]  We all have a mutual, let's say, a mutual deterrent relationship.
[03:37:10.473 --> 03:37:12.054]  It's not going to be to their benefit.
[03:37:18.991 --> 03:37:20.452]  The general who swore to me?
[03:37:20.632 --> 03:37:21.172]  I'm not, no.
[03:37:21.453 --> 03:37:27.016]  I will do that in the federal court so that we can unravel this legally, not with the stupid 9-11 commission.
[03:37:27.036 --> 03:37:27.877]  That was absurd.
[03:37:28.437 --> 03:37:30.218]  That was the most absurd thing I'd heard.
[03:37:30.278 --> 03:37:31.979]  That's why I came on your show, Alex.
[03:37:32.460 --> 03:37:41.626]  One of the reasons when I went on the shows like Chris Matthews, CNN, all of that nonsense, is they wanted me to say certain things, and Matthews had no idea what we were talking about.
[03:37:41.666 --> 03:37:46.849]  Going to Iraq at the time, you had all these anchormen and basically pretty boys up in
[03:37:47.229 --> 03:37:48.450]  I've met some of these people.
[03:37:48.490 --> 03:37:49.670]  They are like children.
[03:37:49.690 --> 03:37:52.951]  I'm not even saying I'm... They're children.
[03:37:52.991 --> 03:37:56.353]  They had no idea whether I was a deputy assistant secretary or what that meant.
[03:37:56.433 --> 03:37:59.534]  All they wanted me to do was to give soundbites and I said I refused.
[03:37:59.934 --> 03:38:04.196]  Then they asked basically, so I found you by chance and I said, you know what?
[03:38:04.336 --> 03:38:05.216]  I heard your show.
[03:38:05.637 --> 03:38:07.057]  I thought you were extremely bright.
[03:38:07.117 --> 03:38:08.978]  This is not flattery as we talked about.
[03:38:09.518 --> 03:38:12.160]  And I was more than grateful to be on your show.
[03:38:12.260 --> 03:38:20.004]  When I went on your show and I told you Osama Bin Laden was dead in 2011, uh, 2, I wasn't hypothesizing.
[03:38:20.084 --> 03:38:22.185]  I knew it because he had Marfan syndrome.
[03:38:22.266 --> 03:38:27.669]  I knew the CIA had investigated, had treated him in a Dubai hospital, an American hospital.
[03:38:27.709 --> 03:38:29.210]  They can deny anything they want.
[03:38:29.250 --> 03:38:30.110]  That's all they do.
[03:38:30.570 --> 03:38:32.251]  They run around creating problems.
[03:38:32.291 --> 03:38:38.435]  By the way, after you said that, uh, Dan Rather did a report on it and interviewed the people at the hospital who saw it.
[03:38:39.574 --> 03:38:40.054]  Oh, they did.
[03:38:40.315 --> 03:38:41.756]  I didn't even see that with Dan Rather.
[03:38:41.776 --> 03:38:45.138]  But my point is, you still maintained your credibility.
[03:38:45.518 --> 03:38:50.662]  And because ten years later, nine years later, you mentioned my name, I was stunned.
[03:38:50.922 --> 03:38:53.764]  I had no idea because I was working on another company.
[03:38:53.844 --> 03:38:59.027]  I'm basically an entrepreneur who volunteers my time for the military to help them out.
[03:38:59.468 --> 03:39:02.069]  And basically, as an American, I said, I'm sick of this.
[03:39:02.570 --> 03:39:05.432]  And I went back on your show to say, this is disgusting.
[03:39:05.852 --> 03:39:08.294]  This is Osama bin Laden issue again.
[03:39:09.054 --> 03:39:17.199]  Keystone's the issue about an incompetent, dysfunctional administration that is lying once again to the American public.
[03:39:17.499 --> 03:39:18.840]  We can't continue this.
[03:39:18.920 --> 03:39:20.381]  This is why I went on your show.
[03:39:20.841 --> 03:39:26.365]  I don't care whether Obama's desperate or he's incompetent or he's narcissistic.
[03:39:26.545 --> 03:39:28.586]  I care that he does not get re-elected.
[03:39:28.706 --> 03:39:30.967]  I care that the Republicans don't get re-elected.
[03:39:31.047 --> 03:39:36.731]  I care that the American people stand up once again and say we've had enough of this bullshit.
[03:39:37.271 --> 03:39:46.560]  We have all these politicians on the Republican and Democratic side, the capital cronyism, the entire incompetency, the transnational corporations.
[03:39:46.620 --> 03:39:48.802]  And believe me, I don't come from the left or the right.
[03:39:48.842 --> 03:39:52.306]  You don't serve Nixon, Reagan, and Bush and come out with these comments.
[03:39:52.666 --> 03:39:55.129]  I'm not losing friends and I'm not making friends.
[03:39:55.249 --> 03:39:57.110]  I don't really care about those things.
[03:39:57.511 --> 03:40:00.434]  I do care that as an American, don't
[03:40:01.094 --> 03:40:01.975]  Mess with me.
[03:40:02.035 --> 03:40:03.856]  You can imagine the real word I wanted to use.
[03:40:03.876 --> 03:40:04.537]  No, I understand.
[03:40:04.557 --> 03:40:08.800]  Did you hear my story about... Don't mess with any of my people in America.
[03:40:08.860 --> 03:40:09.301]  That's it.
[03:40:09.581 --> 03:40:16.106]  And the politicians think they can mess with... You're not their slave and you hate seeing America being gutted by crony capitalists.
[03:40:16.186 --> 03:40:16.686]  You got it.
[03:40:17.047 --> 03:40:21.030]  Not only crony capitalists, but the stickable lies and manipulation.
[03:40:21.770 --> 03:40:28.412]  Did you hear my story about Lionel Chetwin, the White House media head for propaganda?
[03:40:28.452 --> 03:40:29.133]  That's absurd.
[03:40:29.473 --> 03:40:30.593]  I mean, it's absurd.
[03:40:30.613 --> 03:40:33.514]  You need a White House... Think about it for a moment, Alex George.
[03:40:33.554 --> 03:40:41.357]  You need somebody to come out and talk, to say, to interpret to a bunch of, what, sycophants and reporters in the day of the Internet?
[03:40:41.657 --> 03:40:43.157]  What do you have reporters there for?
[03:40:43.197 --> 03:40:46.698]  To translate on a piece of paper what you were taking?
[03:40:46.758 --> 03:40:49.059]  I mean, think of the notion of the newspaper now.
[03:40:49.199 --> 03:40:50.840]  It makes no sense, Alex.
[03:40:51.755 --> 03:40:58.379]  Well, my point is they all think they all think they're a bunch of gangsters because they're about to go on a TV show.
[03:40:58.859 --> 03:40:59.740]  I'm in the bathroom.
[03:40:59.800 --> 03:41:04.402]  Here comes Lionel Chatwin, who made the made for TV movie about Bush being a hero on 9-11.
[03:41:04.763 --> 03:41:09.445]  And he came over like a gangster and started getting in my face going, we're going to effing get you.
[03:41:09.825 --> 03:41:14.148]  And as soon as I bowed up to him, he almost urinated on himself and ran out of the room.
[03:41:14.468 --> 03:41:16.349]  I'm saying these are the type of people.
[03:41:16.549 --> 03:41:19.651]  I mean, if you're going to threaten somebody in a bathroom, you better be ready.
[03:41:19.671 --> 03:41:20.812]  I mean, you see what I'm saying?
[03:41:21.823 --> 03:41:22.924]  Yeah, you got it, but they're not.
[03:41:23.024 --> 03:41:25.225]  Most of the politicians are cowardly.
[03:41:25.285 --> 03:41:30.469]  In terms of the dynamics, I'm now speaking as somebody who's a political psychiatrist and treated many of them.
[03:41:30.909 --> 03:41:33.351]  They're very insecure, very cowardly.
[03:41:33.371 --> 03:41:36.173]  They have the same dynamics of movie stars and actresses.
[03:41:36.633 --> 03:41:38.894]  They want to say to you, love me, love me.
[03:41:38.994 --> 03:41:40.655]  I want more and more and more affection.
[03:41:40.756 --> 03:41:41.816]  They cannot perform.
[03:41:42.297 --> 03:41:43.337]  They cannot produce.
[03:41:43.357 --> 03:41:47.320]  They have no capability to finish anything that they started.
[03:41:47.620 --> 03:41:49.221]  They've never been held accountable.
[03:41:49.361 --> 03:41:50.561]  It is not an accident.
[03:41:50.601 --> 03:41:57.023]  For the past three presidents, we have had people who have never had a mortgage, who have never been able to have a job.
[03:41:57.464 --> 03:42:00.865]  Clinton left the White House, said, oh, poor me, poor me, I have no money.
[03:42:01.225 --> 03:42:09.268]  A year later, he's $100 million supporting Dubai, bringing in a port, while Hillary Clinton comes in and says, oh no, we shouldn't have a port.
[03:42:09.608 --> 03:42:10.609]  George Bush Jr.
[03:42:10.649 --> 03:42:13.691]  says, I'm going to go to Texas and start a oil company.
[03:42:13.751 --> 03:42:17.754]  Unfortunately, his father started it when it had a hand in it, and he screwed that one up.
[03:42:18.074 --> 03:42:22.957]  Now you have an organizer in the ghettos of Chicago who has done nothing.
[03:42:23.598 --> 03:42:25.039]  Absolutely nothing.
[03:42:25.535 --> 03:42:31.118]  Has never really held a job, has never been a... but perhaps he's given a few lectures as a professor.
[03:42:31.478 --> 03:42:33.799]  God only knows he was what, at Harvard?
[03:42:33.839 --> 03:42:35.680]  And everybody thinks that's a great position.
[03:42:36.300 --> 03:42:43.083]  And somehow, mysteriously, from the most crooked city in this country, Chicago, we get a president.
[03:42:43.603 --> 03:42:44.684]  How is that possible?
[03:42:44.944 --> 03:42:48.406]  With Rami Emanuel, who has a master's degree in ballet.
[03:42:48.906 --> 03:42:51.467]  Now, that is really impressive to me.
[03:42:51.986 --> 03:42:53.127]  And we know what that really means.
[03:42:53.307 --> 03:42:59.191]  He has a master's degree in, uh... I'm a chief of staff for a man who's never been in the presidency.
[03:42:59.751 --> 03:43:01.072]  And it really was shocking.
[03:43:01.172 --> 03:43:07.497]  And then he talks about, and then under Bush Jr., we have a major crisis in the banking system.
[03:43:07.537 --> 03:43:08.758]  He doesn't know what to do.
[03:43:08.838 --> 03:43:13.381]  He brings in Paulson, who had no idea what he was doing, because I was a banker, by the way.
[03:43:13.801 --> 03:43:17.644]  One of my positions was as managing director of investment bank, taking it down.
[03:43:18.064 --> 03:43:19.826]  for six months and left Wall Street.
[03:43:19.846 --> 03:43:20.947]  It was so disgusting.
[03:43:21.287 --> 03:43:22.808]  And I knew Paulson had no idea.
[03:43:22.828 --> 03:43:26.631]  And when I talked to the congressman, I said, listen, guys, you don't have a banker there.
[03:43:26.651 --> 03:43:28.073]  They have no idea what they're doing.
[03:43:28.473 --> 03:43:30.775]  Lo and behold, that whole thing unfolded.
[03:43:30.895 --> 03:43:32.997]  And now we have such a crippled banking.
[03:43:33.037 --> 03:43:34.438]  Well, sir, you like Petraeus.
[03:43:34.458 --> 03:43:36.380]  And I respect that.
[03:43:36.420 --> 03:43:41.905]  But it was also Henry Paulson repeatedly did collapse in closed sessions two different days.
[03:43:42.445 --> 03:43:43.446]  Petraeus collapsed.
[03:43:43.526 --> 03:43:45.368]  What's all this collapsing business?
[03:43:46.308 --> 03:43:48.430]  Basically, I don't know about Paul Sinclair.
[03:43:48.470 --> 03:43:51.652]  Petraeus, it's public, he has cancer of the prostate.
[03:43:51.772 --> 03:43:53.613]  That's not, that's not classified.
[03:43:53.833 --> 03:43:54.294]  Oh, really?
[03:43:54.754 --> 03:43:58.496]  Oh, so he's been having... He's not a well man, he's also a man who overreaches.
[03:43:58.556 --> 03:44:01.038]  But Paulson, I would not say is the hero of the...
[03:44:01.178 --> 03:44:02.039]  No, I understand.
[03:44:02.119 --> 03:44:04.780]  I understand working too hard and then collapsing.
[03:44:06.261 --> 03:44:09.523]  Petraeus, I think, has had an illness which was not classified.
[03:44:09.563 --> 03:44:11.224]  He has had cancer of the prostate.
[03:44:11.284 --> 03:44:13.585]  I assume he's better, but he's worked very hard.
[03:44:13.625 --> 03:44:16.447]  But the issue with Paulson is that man was incompetent.
[03:44:16.787 --> 03:44:18.148]  He's an investment banker.
[03:44:18.168 --> 03:44:21.029]  He has nothing to do with cash flow fiscal policy.
[03:44:21.429 --> 03:44:25.912]  Then you had Greenspan, who told you he was doing a wonderful job, and he put the foot
[03:44:26.847 --> 03:44:34.390]  Accelerated to the pedal and boy, we went right over the abyss and then he comes back and said, oh no, that was a minor incident.
[03:44:34.630 --> 03:44:37.151]  Derivatives were really very effective.
[03:44:37.271 --> 03:44:40.473]  Let me throw a few more questions in for you and we'll take a few calls.
[03:44:40.493 --> 03:44:43.554]  This is unbelievable, Dr. Pachenik, stevepachenik.com.
[03:44:44.814 --> 03:44:49.656]  The anthrax attacks, you know, they said it was brewed in a bathtub, later they admitted super U.S.
[03:44:50.077 --> 03:44:53.798]  weapons grade, miniaturized, hundreds of millions of dollars of equipment needed.
[03:44:54.198 --> 03:44:55.459]  What was the anthrax attack?
[03:44:56.457 --> 03:44:57.297]  I really don't know.
[03:44:57.397 --> 03:44:59.018]  That one I have to bow out.
[03:44:59.158 --> 03:45:02.099]  I don't know what that was about.
[03:45:02.219 --> 03:45:07.902]  What's your intel on Obama and why they've been suppressing so many of his records?
[03:45:09.062 --> 03:45:10.123]  What are you picking up on that?
[03:45:10.163 --> 03:45:10.483]  You know what?
[03:45:10.803 --> 03:45:17.386]  At this particular point in time, I think it's best that your audience figure out what the history of Obama was in Chicago.
[03:45:18.026 --> 03:45:20.267]  I really don't want to get into the birthing thing.
[03:45:20.327 --> 03:45:21.767]  I think that's been discussed.
[03:45:22.208 --> 03:45:25.169]  But there are other issues and I think it's best that this country
[03:45:25.842 --> 03:45:26.002]  Yes.
[03:45:46.999 --> 03:45:52.082]  I didn't say that.
[03:45:52.142 --> 03:45:55.404]  I just want your audience to do their due diligence as you have.
[03:45:55.504 --> 03:45:57.765]  I want them to follow you and what you've said.
[03:45:58.046 --> 03:46:02.629]  And that is to be educated, self-educated, and informed.
[03:46:08.132 --> 03:46:10.854]  It's not a ballet dancer, this is a master in ballet dance.
[03:46:11.214 --> 03:46:12.575]  It's beyond a ballet dancer.
[03:46:12.715 --> 03:46:16.577]  Well, I mean, there are occasional black sheep who are male ballet dancers.
[03:46:16.597 --> 03:46:17.318]  I don't know about that.
[03:46:17.338 --> 03:46:27.003]  All I know is his brother, his one brother's an agent in Hollywood, and his other brother, quote, is a physician at the United... Well, what about their family connections to, uh, eargun?
[03:46:27.444 --> 03:46:30.766]  Uh, in Israel, you... His father was in the Oguns Feiluming, that is true.
[03:46:30.786 --> 03:46:33.948]  His father was a pediatrician and was part of a terrorist gang.
[03:46:34.528 --> 03:46:37.630]  He himself, I think, served in the IDF for a period of time.
[03:46:40.043 --> 03:46:40.924]  Unbelievable, sir.
[03:46:41.244 --> 03:46:43.767]  In the last 12 minutes we have, let's take some phone calls.
[03:46:43.807 --> 03:46:47.632]  I'll try to tomorrow take more calls, folks, but this has been unbelievable.
[03:46:47.912 --> 03:46:50.395]  Anything else about the inside job that was 9-11?
[03:46:50.475 --> 03:46:52.998]  I mean, you're saying you've talked to high-level U.S.
[03:46:53.018 --> 03:46:54.540]  government officials, military...
[03:46:54.980 --> 03:46:55.861]  By the way, ABC News...
[03:47:16.582 --> 03:47:23.848]  Other people, Elliot Abrams, you've got Wolfowitz up there, and you've got a lot of potential criminals.
[03:47:24.049 --> 03:47:33.677]  If this country doesn't come to its resolution, instead of creating this nonsense that we have a war and we have heroes and we do have victims, we have to stop this.
[03:47:33.838 --> 03:47:35.159]  Otherwise, we can't go forward.
