[00:00:00.049 --> 00:00:01.230]  More on corruption.
[02:17:23.483 --> 02:17:26.105]  We didn't really understand what was going on at that point.
[02:17:27.166 --> 02:17:37.275]  So we did withdraw and stayed sequestered there on the courtyard area in hopes that we were going to be allowed to go back in.
[02:17:38.796 --> 02:17:43.380]  Interestingly, we were advised at that point that no police dog would be allowed back in the building.
[02:17:43.400 --> 02:17:47.604]  That there would be the search and rescue dogs be coming in from private sources.
[02:17:48.891 --> 02:17:54.835]  So they couldn't trust the Oklahoma City Police, but they'd have some special people coming.
[02:17:54.875 --> 02:18:18.831]  I want to get into all the technicals and the horse patrol being mobilized before the bombing and what Terrence Yankee saw and, you know, really the key points here with you, sir, but bottom line from 16 years of researching this, being in it, and what you know and seeing this film, as a police officer, as an investigator, as a veteran, with a lot of different perspectives and wisdom, what do you believe really happened with Oklahoma City Police?
[02:18:20.292 --> 02:18:23.914]  I personally believe that there was a secondary explosion.
[02:18:23.954 --> 02:18:31.859]  I don't know whether it was sympathetic to the truck explosion and that it was just armament that was stored in the Murrah building.
[02:18:33.400 --> 02:18:40.604]  But due to the destructive nature of what occurred, and particularly closer to the
[02:18:41.992 --> 02:18:46.235]  East side of the building on the south side where there was total destruction.
[02:18:46.976 --> 02:18:49.457]  I do believe that there was at least a sympathetic explosion.
[02:18:51.719 --> 02:18:52.139]  Exactly.
[02:18:52.159 --> 02:18:56.462]  The damage pattern to the building when you look at it is asymmetrical to the truck bomb.
[02:18:56.502 --> 02:18:58.844]  It's offset from the major damage to the building.
[02:18:58.864 --> 02:19:01.726]  The crater is offset from the major bite as we show in the movie.
[02:19:02.426 --> 02:19:05.449]  It's on the other end of the building from it and we can see it right behind you there.
[02:19:06.089 --> 02:19:08.531]  The truck bomb was basically where your shoulder is
[02:19:09.351 --> 02:19:24.959]  Uh, Holland, uh, you're a shoulder that's facing, you know, uh, inward towards Don, and then if you see back in the corner where the, uh, earphone is, where Don is, that's, that's where you had columns blown off at the base, and Parton says, uh, that it was, you know, specifically charges on those columns.
[02:19:25.703 --> 02:19:27.445]  Yes, we interviewed General Partin.
[02:19:27.805 --> 02:19:32.770]  I believe one of the first interviews anyone's ever given him on video.
[02:19:33.351 --> 02:19:36.434]  And he was a former head of Air Force Weapons Development.
[02:19:36.474 --> 02:19:40.598]  He spent 20 years blowing things up for the military and conducting bomb damage analysis.
[02:19:40.658 --> 02:19:41.599]  This is his job.
[02:19:42.019 --> 02:19:43.501]  He saw what happened in Oklahoma City.
[02:19:43.521 --> 02:19:44.142]  He saw the damage.
[02:19:44.182 --> 02:19:45.343]  He knew it could not
[02:19:45.783 --> 02:19:46.343]  We're good to go.
[02:20:10.930 --> 02:20:21.232]  Well that's what you see in Saudi Arabia with trucks full of military grade, is it just blows the facade off and blows things through the building, sometimes both sides, but the columns are right there.
[02:20:22.011 --> 02:20:32.776]  The supporting columns were there, and the Murr Building was constructed in the 70s with bomb resistance in mind, because there was a lot more political instability going on in the post-60s era back then.
[02:20:32.796 --> 02:20:33.937]  Yeah, communist bombing stuff.
[02:20:34.237 --> 02:20:34.917]  Yeah, exactly.
[02:20:34.997 --> 02:20:35.698]  It was a federal building.
[02:20:35.718 --> 02:20:37.799]  It was designed with bombs in mind.
[02:20:38.379 --> 02:20:41.700]  And those columns would not have failed due to a truck bomb.
[02:20:41.720 --> 02:20:42.821]  That is an impossibility.
[02:20:42.861 --> 02:20:48.804]  In fact, the American Society of Civil Engineers was not even allowed on site to do their own analysis.
[02:20:48.844 --> 02:20:50.725]  They did an analysis, but they were kept 200 feet back.
[02:20:51.425 --> 02:20:52.385]  Well, that's another issue.
[02:20:52.685 --> 02:20:55.546]  They blow up the wreckage, more than half the building standing there.
[02:20:55.586 --> 02:20:56.967]  They act super suspicious.
[02:20:57.027 --> 02:20:58.107]  They threaten people.
[02:20:58.467 --> 02:21:01.609]  Hoppy Hoddleburg, police officers, doctors that show up.
[02:21:02.229 --> 02:21:05.610]  The ATF's in their full gear like a minute after.
[02:21:06.150 --> 02:21:11.152]  As a police officer, Don, watching them act so suspicious, I mean, what does that look like to you?
[02:21:11.212 --> 02:21:15.393]  And what did other police officers tell you off-record their view was on this?
[02:21:22.040 --> 02:21:37.705]  Officers was describing to me one of what he thought was a one of the secondary devices and he said that he had a clock real similar to it sitting on his desk which was just a three-rowed stick of dynamite with an alarm clock stuck on it.
[02:21:37.725 --> 02:21:46.988]  It's kind of a decoration type thing and really was serious about trying to convince me that that's what they thought was a secondary device.
[02:21:50.529 --> 02:22:02.277]  Of course, then we got a little more involved in our conversations and he said that they did find nitrous bottle end caps and other things that would help accelerate the info bomb.
[02:22:03.280 --> 02:22:03.740]  Exactly.
[02:22:03.760 --> 02:22:15.006]  One of the stories they propagated to cover one of the evacuations is that three different bomb squads had mistaken a toy alarm clock as a real bomb, which is ludicrous.
[02:22:15.466 --> 02:22:19.929]  And no reason to evacuate the entire building before that could actually be concluded and ascertained on the site.
[02:22:20.169 --> 02:22:24.891]  You wouldn't evacuate the building before you actually determined that it was a bomb, especially because there's people inside bleeding out.
[02:22:26.132 --> 02:22:33.868]  But you've got pieces of the building blown the opposite direction away from the truck bomb on top of the building across the street.
[02:22:35.074 --> 02:22:35.534]  Exactly.
[02:22:35.574 --> 02:22:46.522]  That truck bomb exploded on the north side of the building, yet north of that, across the street, there were chunks of the Murrah building that somehow transported themselves against the blast wave of the truck bomb.
[02:22:46.802 --> 02:22:53.186]  And that's the thing about this whole story is that it is a conclusive fact that that truck bomb was not the sole cause of agent.
[02:22:53.527 --> 02:22:55.848]  Yet, the cover-up has gone into effect.
[02:22:55.948 --> 02:22:59.871]  Everyone on the scene knows that the truck bomb was not the sole cause of destruction.
[02:23:00.171 --> 02:23:04.154]  And we see how the mainstream media and the government is able to manipulate a story
[02:23:04.574 --> 02:23:14.459]  Take what is actually reality, which is that there were bombs inside the building that did most of the damage and change it to something else, destroy the crime scene while there were still bodies inside.
[02:23:14.639 --> 02:23:25.384]  A month after the bombing, they demolished that building and there were still a number of people inside, deceased persons of course, but they were in such a rush that they wouldn't even recover the bodies.
[02:23:25.424 --> 02:23:26.325]  Don was there for that.
[02:23:26.605 --> 02:23:27.365]  Right, right.
[02:23:27.425 --> 02:23:30.667]  Yeah, we did pull the, in fact we had located
[02:23:32.373 --> 02:23:40.918]  One of the female victims that we had to leave inside the building on the night of the 4th and the building was pretty unstable in that area.
[02:23:41.919 --> 02:23:45.942]  But rather than trying to shore anything up, we were removed.
[02:23:47.122 --> 02:24:00.751]  The building was brought down and we were allowed to go back in the 29th of May and research the area and did locate that lady along with one of her female companion workers and another gentleman that had died in the blast.
[02:24:01.624 --> 02:24:03.245]  Well, I know this is hard to talk about.
[02:24:03.265 --> 02:24:06.067]  A lot of key questions we haven't gotten to yet here.
[02:24:06.507 --> 02:24:14.072]  Don Browning, retired Oklahoma City police officer, canine rescue handler, was there right after one of the first people there on the scene, a former U.S.
[02:24:14.092 --> 02:24:15.533]  Marine Vietnam veteran as well.
[02:24:16.033 --> 02:24:18.775]  Could you tell us, you've told us about the marshals threatening the police.
[02:24:19.175 --> 02:24:21.617]  What about FBI threatening you specifically?
[02:24:22.788 --> 02:24:36.395]  Within the weeks that followed after the actual occurrence, FBI agents were assigned to set up a communication station at the Oklahoma City Police Canine and Equine Center.
[02:24:38.176 --> 02:24:40.357]  And they were in and out of our office through the day.
[02:24:40.377 --> 02:24:43.338]  Of course, we were supposed to just conduct business as normal.
[02:24:43.358 --> 02:24:46.300]  And they were still concluding their investigations.
[02:24:48.052 --> 02:24:59.259]  But was told more than once or twice by agents in the area that people like my wife and I would end up, have ended up dead by not going along with what we knew to be true.
[02:25:00.936 --> 02:25:18.045]  Well, so you're a decorated Vietnam veteran, police officer, one of the heroes that responded when there could have been other bombs and was thought there were other bombs, and the FBI agents in the police office are telling you, do what you're told or you and your wife are dead.
[02:25:18.105 --> 02:25:20.606]  And you're saying this on record here, sir.
[02:25:21.246 --> 02:25:21.566]  Yes, sir.
[02:25:23.167 --> 02:25:26.929]  Please elaborate for the millions of listeners exactly what happened.
[02:25:26.969 --> 02:25:29.991]  If you'd like to name names, I'm not afraid of these people.
[02:25:31.497 --> 02:25:33.638]  Um, as far as names, I really don't know.
[02:25:33.718 --> 02:25:42.143]  I do know there was an agent, uh, Jim Height, that, uh, had contacted me, uh, that was concerned about the health of the dogs, uh, right about the same time.
[02:25:42.163 --> 02:25:48.847]  Uh, his story was that, uh, the building had been, uh, uh, sprayed with a, uh,
[02:25:51.531 --> 02:26:06.738]  An agent similar to Agent Orange to try to slow decomposition and that there was supposedly was complaints that the odor of the decomp is becoming an issue to the surrounding area in the community.
[02:26:10.140 --> 02:26:18.063]  Again, there were just different things that occurred that just absolutely defied my understanding why they would why they would use something such as Agent Orange.
[02:26:20.505 --> 02:26:23.808]  Without warning, I've said what they were doing.
[02:26:25.169 --> 02:26:29.073]  But I mean, separately, how did, I mean, did they phone call you?
[02:26:29.453 --> 02:26:33.737]  I mean, did an agent in the hall say, hey, you better do what you're told or you and your wife are dead?
[02:26:33.757 --> 02:26:35.178]  I mean, I mean, how would they talk to you?
[02:26:35.699 --> 02:26:39.943]  No, they were, it was person to person in the hallway there in the office there at the canine center.
[02:26:39.983 --> 02:26:42.025]  So they'd say, do what you're told or you and your wife are dead?
[02:26:42.605 --> 02:26:42.805]  Right.
[02:26:43.426 --> 02:26:44.347]  And what did you say to that?
[02:26:45.836 --> 02:26:47.398]  I wasn't too much, I'd say.
[02:26:47.478 --> 02:26:50.481]  I kind of yell right.
[02:26:50.501 --> 02:26:57.548]  I was not, at that time, was really not in a good mood to hear their crap.
[02:26:57.648 --> 02:27:04.555]  I had a major from our department that was telling me that I needed to find new friends and he thought I was part of the militia.
[02:27:06.348 --> 02:27:11.977]  Okay, so they're intimidating you, they're isolating you, and then they're threatening you and your wife in a hallway.
[02:27:12.417 --> 02:27:15.302]  I mean, I just, it's so unbelievable.
[02:27:15.903 --> 02:27:18.186]  You probably had one of the perpetrators right there with you.
[02:27:18.266 --> 02:27:19.528]  I just, oh my God.
[02:27:20.945 --> 02:27:23.807]  Well, I mean, that's one of the things about this.
[02:27:23.827 --> 02:27:31.911]  When you see the behavior of the federal agents on the scene and afterwards, it makes you question what their mission is entirely.
[02:27:32.432 --> 02:27:36.534]  Because they were not responding in a professional manner.
[02:27:36.974 --> 02:27:39.836]  They pulled people back to pull off the videotapes.
[02:27:39.876 --> 02:27:40.756]  Don, you witnessed that.
[02:27:40.936 --> 02:27:48.000]  Yes, I watched while we were being sequestered there in the courtyard, I did watch agents with RAID 18.
[02:27:48.341 --> 02:27:49.621]  I'm sorry, FBI.
[02:27:49.801 --> 02:27:50.342]  RAID Jackets.
[02:27:51.708 --> 02:27:55.350]  Uh, removing cameras from, video cameras from the corners of the Murrah building.
[02:27:55.690 --> 02:27:56.670]  Tapes that we've never seen.
[02:27:56.710 --> 02:27:59.751]  Those cameras would have recorded everything that happened in front of the Murrah building.
[02:28:00.051 --> 02:28:10.055]  You know, if we are, if we are wrong, and they want to prove it, you know, if you can show the tape that shows McVeigh getting out of that truck, and that truck causing damage to that building, I'll go home and I'll never talk to you again in my life.
[02:28:10.076 --> 02:28:11.436]  Well, they've declared national security.
[02:28:11.476 --> 02:28:13.377]  Some good FBI agents have gone public.
[02:28:14.077 --> 02:28:14.857]  As you know, in the L.A.
[02:28:14.897 --> 02:28:24.601]  Times, nine years ago, they said they've seen the tapes, there's twenty-something of them, and it does show McVeigh with a bunch of other men, and that's why the government doesn't want it released.
[02:28:25.241 --> 02:28:25.641]  Exactly.
[02:28:25.661 --> 02:28:34.705]  The Secret Service timeline records that when they looked at the tape, that there were suspects exiting the truck three minutes after it was parked.
[02:28:35.065 --> 02:28:35.485]  Plural.
[02:28:35.725 --> 02:28:36.885]  That means multiple suspects.
[02:28:36.925 --> 02:28:40.867]  But to this day, they insist McVeigh was the only person who drove that truck up.
[02:28:41.227 --> 02:28:43.148]  Don Berning mentioned Dana Bradley earlier.
[02:28:44.109 --> 02:28:49.693]  During a trial of McVeigh in Denver, they could only produce one witness who could place McVeigh in Oklahoma City.
[02:28:49.953 --> 02:28:50.874]  That was Dana Bradley.
[02:28:50.914 --> 02:28:54.376]  She lost her children and her mother and her leg in the bombing.
[02:28:54.657 --> 02:28:58.800]  She gained some notoriety because she was trapped in the rubble and they had to amputate on site.
[02:29:00.080 --> 02:29:11.624]  Under cross-examination, she admitted that when she was in the social security office waiting in line, she saw that Ryder truck pull up, Tim McVeigh got out of one side, and a suspect, another man, got out of the other side.
[02:29:11.724 --> 02:29:13.445]  Under cross-examination, admitted this.
[02:29:14.025 --> 02:29:26.309]  And then the federal prosecutors tried to drag her name through the mud and say that she had misremembered the day, that it was another day that she had lost her entire family and her leg, that she saw that Ryder truck pull up with two people.
[02:29:26.369 --> 02:29:27.369]  It's just ludicrous.
[02:29:28.350 --> 02:29:28.870]  And insulting.
[02:29:29.270 --> 02:29:29.951]  Unbelievable!
[02:29:30.471 --> 02:29:38.216]  We have Holland Vanden Neuhoff, investigator, filmmaker, and Don Browning, Oklahoma City police officer, U.S.
[02:29:38.236 --> 02:29:41.418]  Marine, Vietnam veteran, was one of the first to be there.
[02:29:41.798 --> 02:29:43.780]  We'll talk about Terrence Yankee and his murder.
[02:29:43.800 --> 02:29:45.741]  Another police officer that responded.
[02:29:46.502 --> 02:29:50.844]  On the other side, folks, I don't like risking my life to expose these people, but we've got to.
[02:29:51.185 --> 02:29:52.686]  They're getting ready to do it again.
[02:29:52.706 --> 02:29:53.946]  We'll be right back.
[02:29:53.966 --> 02:29:54.387]  Stay with us.
[02:29:55.714 --> 02:29:58.698]  We're on the march, the empire's on the run.
[02:29:59.640 --> 02:30:02.303]  Alex Jones and the GCN Radio Network.
[02:30:06.394 --> 02:30:07.535]  A very wealthy U.S.
[02:30:07.555 --> 02:30:14.239]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[02:30:14.499 --> 02:30:16.761]  He says it will change everything about our lives.
[02:30:17.061 --> 02:30:22.244]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[02:30:22.425 --> 02:30:25.206]  Now this man has made some outrageous predictions over the years.
[02:30:25.467 --> 02:30:27.528]  The crazy part is, he's usually right.
[02:30:27.788 --> 02:30:33.713]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[02:30:34.033 --> 02:30:37.236]  In fact, Barron's called his work a dire prophecy.
[02:30:37.416 --> 02:30:42.941]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet.
[02:30:43.181 --> 02:30:44.502]  And it's a real eye-opener.
[02:30:44.842 --> 02:30:46.003]  I can't stress this enough.
[02:30:46.143 --> 02:30:48.685]  You should at least watch this free video online today.
[02:30:48.805 --> 02:30:52.849]  He explains everything you need to know, including simple steps you can take to protect yourself.
[02:30:53.029 --> 02:30:54.750]  You can find the video at www.
[02:30:55.751 --> 02:30:56.532]  Hi, this is Alex Jones.
[02:30:56.572 --> 02:31:01.175]  This holiday season, more than half of our nation is in need of help due to the shattered economy.
[02:31:14.065 --> 02:31:17.687]  So now is the time to express the holiday spirit more than ever.
[02:31:18.087 --> 02:31:21.269]  Consider helping those you love with the most important gift.
[02:31:21.669 --> 02:31:27.352]  A supply of delicious, easy to fix, and very storable foods from eFoodsDirect.com.
[02:31:27.692 --> 02:31:30.534]  Their holiday gift and family pack start at $99 for a 16-day supply.
[02:31:33.095 --> 02:31:40.041]  All their five-week supply of quick and easy-to-fix meals includes a personal backpack in case of a grab-and-go emergency.
[02:31:40.361 --> 02:31:45.985]  Order their Combo Gift Pack and you'll save hundreds, plus get free shipping on your entire order.
[02:31:46.245 --> 02:31:48.467]  Call eFoods today at 800-409-5633 or visit them online.
[02:31:52.210 --> 02:31:55.835]  At efoodsdirect.com forward slash Alex to find the special.
[02:31:56.095 --> 02:32:02.182]  That's 800-409-5633 or efoodsdirect.com forward slash Alex.
[02:32:02.443 --> 02:32:04.786]  You can bet your life on efoods direct.
[02:32:10.160 --> 02:32:11.100]  Tyranny is here.
[02:32:11.421 --> 02:32:15.122]  The grim future foretold in 1984 has become reality.
[02:32:15.302 --> 02:32:17.603]  It really says that the state is God.
[02:32:17.763 --> 02:32:23.046]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[02:32:23.466 --> 02:32:29.709]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[02:32:30.129 --> 02:32:35.651]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[02:32:36.112 --> 02:32:39.773]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[02:32:40.273 --> 02:32:44.295]  Prepare to enter the secretive world of emergency dictatorship.
[02:32:44.555 --> 02:32:50.117]  Body scanners, sound cameras, citizen spies, stage terror and cameras on every street corner.
[02:32:50.517 --> 02:32:53.499]  It's only the beginning of the New World Order's hellish plan.
[02:32:54.059 --> 02:32:55.499]  The police state isn't coming.
[02:32:56.040 --> 02:32:56.460]  It's here.
[02:32:57.140 --> 02:33:04.143]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[02:33:08.405 --> 02:33:12.466]  Defending the Republic from enemies foreign and domestic.
[02:33:13.367 --> 02:33:15.427]  It's Alex Jones.
[02:33:15.527 --> 02:33:20.389]  Oklahoma City's real simple.
[02:33:20.590 --> 02:33:24.671]  The ATF even got a Ryder truck and practiced blowing it up a few months before in New Mexico.
[02:33:24.711 --> 02:33:26.392]  That even came out on Discovery Channel.
[02:33:27.948 --> 02:33:33.973]  They were embarrassed that they wanted to get anti-terror funding and laws passed that they've now gotten through, of course, in 93.
[02:33:34.453 --> 02:33:35.514]  So they torched Waco.
[02:33:35.554 --> 02:33:36.574]  That blew up in their face.
[02:33:37.555 --> 02:33:47.042]  And so then they carried out Oklahoma City to blame it on domestic groups and on the state's rights movement and to make Bill Clinton look like a victim.
[02:33:47.082 --> 02:33:49.204]  He could demonize talk radio and conservatives.
[02:33:49.224 --> 02:33:52.926]  And I mean, it was so obvious by their instant response in minutes.
[02:33:53.967 --> 02:33:54.808]  It was all scripted.
[02:33:56.161 --> 02:34:00.244]  And I remember being in Austin and people were mailing the tapes down and putting them on AXS TV.
[02:34:00.264 --> 02:34:19.037]  That's why I went down and got an AXS TV show in 95, was watching the soap opera every week of the tapes mailed down to Patriots from Oklahoma City and the other Patriots locally putting it on with the bombs coming out of the building and General Parton at press conferences and Hoppy Heidelberg being threatened and you know all this stuff going on.
[02:34:20.359 --> 02:34:31.752]  And then you find out that so many of these other events have been staged, and then to have these police officers killed and threatened and Department of Defense people that were there for bomb disposal threatened.
[02:34:32.092 --> 02:34:35.096]  We know where your daughter lives, where your daughter goes to school.
[02:34:35.696 --> 02:34:36.898]  Again, ladies and gentlemen,
[02:34:38.462 --> 02:34:49.511]  You can say, well, I would, you know, punch him in the nose or whatever, but imagine being in a police headquarters and FBI guys come over when you're walking down the hall and say, you and your wife are going to get it if you don't stop what you're doing.
[02:34:49.792 --> 02:34:50.732]  I mean, wow.
[02:34:51.573 --> 02:34:55.696]  I mean, why would an FBI agent do that unless they were involved?
[02:34:55.857 --> 02:34:58.939]  I mean, you're now threatening to kill cops and their wives.
[02:34:59.299 --> 02:35:00.741]  That's who runs this government.
[02:35:01.741 --> 02:35:04.002]  And the same crew is in charge now.
[02:35:04.362 --> 02:35:17.426]  The guy was the Attorney General, he was Deputy Attorney General then, and in lawsuits his emails and memos have come out where he's like, April 20th, we gotta get to Oklahoma and this is D-Day, these are quotes, and cover this up.
[02:35:19.006 --> 02:35:19.766]  Cover what up?
[02:35:21.367 --> 02:35:22.047]  Cover what up?
[02:35:24.480 --> 02:35:29.645]  What happened in Oklahoma City, Eric Holder was in charge of the investigation for the Justice Department.
[02:35:29.685 --> 02:35:36.191]  He managed the investigation, later in charge of the Trinidad cover-up, now Attorney General of the United States, and now he has gun walker all over him.
[02:35:36.211 --> 02:35:38.634]  This man has killed thousands of people.
[02:35:38.714 --> 02:35:39.895]  That's in the headlines now.
[02:35:40.255 --> 02:35:42.678]  Why is it so hard to believe that an operation in 1995 killed 168 people?
[02:35:46.301 --> 02:35:46.782]  Yes, sir.
[02:35:46.822 --> 02:35:48.644]  That's a good point, Mr. Browning.
[02:35:49.244 --> 02:35:52.348]  Again, retired Oklahoma City police officer was one of the first to respond.
[02:35:52.688 --> 02:35:58.114]  I mean, that's a false flag staged event right there where they weren't just letting him get sold at gun shops.
[02:35:58.154 --> 02:35:58.814]  That was the cover.
[02:35:59.035 --> 02:36:04.761]  We now know 18 wheelers into Mexico and in the federal cases, drugs back in.
[02:36:04.781 --> 02:36:07.524]  I mean, Eric Holder is just a mob boss.
[02:36:08.783 --> 02:36:12.286]  Well you were talking about, you had Hoppy Heidelberg on the show earlier this week.
[02:36:12.867 --> 02:36:14.348]  You were talking about the threats he received.
[02:36:14.388 --> 02:36:19.572]  What's interesting about that is that the FBI agent who threatened Hoppy Heidelberg is named John Hursley.
[02:36:20.053 --> 02:36:24.837]  John Hursley was basically the FBI's representative to the prosecution during the trial.
[02:36:25.397 --> 02:36:31.623]  John Hursley was there with his partner threatening Hoppy Heidelberg with a gun if he kept on talking about what had happened.
[02:36:32.203 --> 02:36:37.887]  Behind closed doors at the grand jury that indicted McVeigh and Nichols and others unknown.
[02:36:38.307 --> 02:36:44.351]  John Hursley is now the go-to guy for the History Channel and whoever else wants to do an apology for the official story.
[02:36:44.651 --> 02:36:49.815]  John Hursley is there in a suit and tie with the American flag behind him representing the United States government.
[02:36:50.055 --> 02:36:51.416]  That man is a thug.
[02:36:51.796 --> 02:36:57.280]  He threatens people with guns, and he's on TV trying to explain the official story.
[02:36:57.360 --> 02:37:05.385]  In fact, he wrote a book, Ghost wrote a book, about the bombing, about the official story, and the title is called Simple Truths.
[02:37:06.065 --> 02:37:10.568]  Simple Truths, which is always what the Nobel lawyers cloaked in, a simple truth.
[02:37:12.510 --> 02:37:20.195]  Don, what were you looking into that made FBI agents threaten not only you, but to kill your wife?
[02:37:21.909 --> 02:37:22.890]  I was trying to follow up.
[02:37:23.470 --> 02:37:27.674]  I had a lot of citizens that was calling, giving information.
[02:37:27.694 --> 02:37:39.083]  I was trying to follow through with different tidbits of information I was getting, even from persons such as Jamie Carverdale and Glenn Wilbur and his wife.
[02:37:41.745 --> 02:37:43.526]  I felt obligated as a police officer.
[02:37:45.479 --> 02:37:46.060]  Did you
[02:38:05.288 --> 02:38:06.889]  I was called into the U.S.
[02:38:06.909 --> 02:38:13.775]  Attorney's Office and was questioned as to what she said to me the entire time that I was near her.
[02:38:14.295 --> 02:38:22.721]  I wanted to know every if and but, every I, every T. She was groaning.
[02:38:22.781 --> 02:38:23.522]  She was in pain.
[02:38:24.002 --> 02:38:24.543]  There was no
[02:38:27.430 --> 02:38:29.431]  Noticeable conversation that came from her.
[02:38:29.692 --> 02:38:32.293]  They wanted to know what she'd seen and what she'd told you.
[02:38:32.894 --> 02:38:33.354]  Exactly.
[02:38:33.594 --> 02:38:39.518]  There's a woman pinned under giant girders who lost her leg and they're wanting to know what did she say, what did she say.
[02:38:39.718 --> 02:38:42.840]  So as a police officer you're saying the feds were acting super guilty.
[02:38:43.561 --> 02:38:43.861]  Yes sir.
[02:38:44.281 --> 02:38:44.822]  Yes sir.
[02:38:44.842 --> 02:38:55.108]  It was, well I was told at the time that they were going to have to repute what she was saying and apparently she was delirious due to her injuries and her losses.
[02:38:57.006 --> 02:38:57.386]  I bet.
[02:38:57.426 --> 02:38:59.268]  You know, she'd lost family members again in there.
[02:39:00.248 --> 02:39:00.949]  Incredible.
[02:39:01.029 --> 02:39:02.370]  Let's talk about Terrence Yeagey.
[02:39:02.390 --> 02:39:11.296]  Tell us about this gentleman who was one of the first people along with you to respond, you know, running into the building that, you know, had just been devastated.
[02:39:11.996 --> 02:39:13.157]  And then what happened to him?
[02:39:13.197 --> 02:39:14.138]  Why this is so important?
[02:39:15.919 --> 02:39:20.122]  Well, Terry, first off, was a remarkable young man.
[02:39:20.322 --> 02:39:21.643]  He was very likable.
[02:39:21.943 --> 02:39:24.245]  I did not work with him shoulder to shoulder.
[02:39:26.690 --> 02:39:27.170]  We're good to go.
[02:39:55.219 --> 02:40:04.131]  Jerry, bless his heart, right off the bat was concerned because there were so many FBI and ATF agents on the scene, even when he drove up.
[02:40:05.172 --> 02:40:08.617]  I mean, you drive up and there's feds and their gear running around everywhere.
[02:40:08.877 --> 02:40:09.918]  What, 30 seconds after?
[02:40:10.560 --> 02:40:12.181]  Yeah, he showed up just minutes after.
[02:40:12.201 --> 02:40:14.101]  It turns out he was the first officer to respond.
[02:40:14.161 --> 02:40:17.362]  He pulls up, and there are FBI agents on scene.
[02:40:17.522 --> 02:40:19.843]  The FBI headquarters is five miles away.
[02:40:20.283 --> 02:40:20.983]  They have no business.
[02:40:21.063 --> 02:40:28.526]  Why are ATF agents and FBI agents at the scene of the bombing, sitting there watching what's going on, when the first officer to respond pulls up?
[02:40:29.926 --> 02:40:31.087]  Well, they were proud of their work.
[02:40:31.227 --> 02:40:34.808]  I mean, I... Well, there was an operation going on.
[02:40:34.828 --> 02:40:37.149]  Yeah, blowing up some kids in a daycare.
[02:40:37.229 --> 02:40:38.149]  That's what tough guys do.
[02:40:38.953 --> 02:40:44.815]  Well, Don, you were given privy information about a surveillance operation by the FBI that was going on at the time, right?
[02:40:46.495 --> 02:40:48.036]  Concerning the vehicle description?
[02:40:48.056 --> 02:40:52.477]  Yeah, they always claim that, so when it happens, oh, well, it was a sting, went bad, yeah.
[02:40:53.138 --> 02:40:59.800]  Well, no, quite interestingly, the morning of the bombing, as I was in route downtown,
[02:41:01.600 --> 02:41:24.784]  They were simulcasting a three vehicle description along with the seven Persian mills that were supposedly occupying these vehicles that they had left on the interstate systems from the Murrah building area and surprisingly we were told that these vehicles were still under surveillance and continued to progress.
[02:41:24.804 --> 02:41:25.584]  The FBI said that?
[02:41:25.604 --> 02:41:25.824]  Yes.
[02:41:25.904 --> 02:41:29.885]  So the FBI told the police that they were watching the suspects?
[02:41:31.543 --> 02:41:33.865]  But the building blows up and they don't stop the suspects.
[02:41:34.465 --> 02:41:34.846]  No, no.
[02:41:35.346 --> 02:41:36.066]  Please don't understand.
[02:41:36.086 --> 02:41:37.728]  This supposedly was afterwards.
[02:41:37.808 --> 02:41:41.550]  This was supposedly the suspects of the bombing itself.
[02:41:41.590 --> 02:41:43.332]  Sure, sure.
[02:41:44.873 --> 02:41:47.074]  That went on through all the morning up until about 1.30.
[02:41:47.434 --> 02:41:53.559]  At that point I had an opportunity to speak to one of the FBI agents that had kind of slowed to take a break.
[02:41:54.768 --> 02:42:07.255]  And asked him what the status was, and was informed at that point that that was disinformation, that it was designed to throw the press off, and was nothing but disinformation.
[02:42:07.275 --> 02:42:15.819]  I became very irate at the time, and they were broadcasting this to a five-state area.
[02:42:16.320 --> 02:42:19.761]  It was not only throwing all the media off, it was throwing every cop in the world
[02:42:21.369 --> 02:42:24.291]  Off as well, if this was fictitious information.
[02:42:24.652 --> 02:42:26.273]  Well, the perps want to throw folks off.
[02:42:26.333 --> 02:42:31.977]  So Terence Yeagy pulls up a minute or so after, and it's crawling with FBI and ATF.
[02:42:32.537 --> 02:42:33.998]  And then what happens next?
[02:42:35.459 --> 02:42:39.502]  Well, he goes ahead and works with the recovery.
[02:42:40.443 --> 02:42:48.889]  From what I understand, over the next few days after that incident, he had started to complain to Janet Reno and to others.
[02:42:50.515 --> 02:42:51.276]  I think so.
[02:43:14.644 --> 02:43:19.427]  It was a time where you really didn't know who you could trust, um, completely or not.
