[00:00:00.009 --> 00:00:00.289]  Got it.
[01:17:05.184 --> 01:17:13.306]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[01:17:14.046 --> 01:17:18.087]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[01:17:18.667 --> 01:17:29.489]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[01:17:30.129 --> 01:17:39.137]  With continued legislation threatening the sale of nano silver products, you can now produce pure and endless loyal silver with the Silver Lungs Generator.
[01:17:39.638 --> 01:17:44.702]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[01:17:45.083 --> 01:17:52.249]  Go to www.SilverLungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[01:17:52.569 --> 01:17:55.332]  That's www.SilverLungs.com.
[01:17:59.213 --> 01:18:00.314]  A very wealthy U.S.
[01:18:00.374 --> 01:18:07.039]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[01:18:07.319 --> 01:18:09.601]  He says it will change everything about our lives.
[01:18:09.861 --> 01:18:15.025]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[01:18:15.225 --> 01:18:18.027]  Now, this man has made some outrageous predictions over the years.
[01:18:18.268 --> 01:18:20.389]  The crazy part is, he's usually right.
[01:18:20.589 --> 01:18:26.514]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[01:18:26.855 --> 01:18:30.037]  In fact, Barron's called his work a dire prophecy.
[01:18:30.217 --> 01:18:35.762]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet.
[01:18:36.002 --> 01:18:37.323]  And it's a real eye-opener.
[01:18:37.643 --> 01:18:38.824]  I can't stress this enough.
[01:18:38.944 --> 01:18:41.507]  You should at least watch this free video online today.
[01:18:41.627 --> 01:18:43.048]  He explains everything you need to know.
[01:18:43.308 --> 01:18:45.671]  Including simple steps you can take to protect yourself.
[01:18:45.832 --> 01:18:50.338]  You can find the video at www.EndOfAmerica3.com.
[01:18:50.458 --> 01:18:52.901]  That's End of America, the number 3.com.
[01:18:53.042 --> 01:18:56.767]  Watch the free video at www.EndOfAmerica3.com.
[01:18:56.927 --> 01:18:58.009]  That's EndOfAmerica3.com.
[01:18:59.290 --> 01:19:02.294]  Congratulations to our friends at eFoodsDirect.com.
[01:19:02.635 --> 01:19:07.000]  In August, they celebrate 30 years in the long-term storable food business.
[01:19:07.240 --> 01:19:13.148]  To celebrate, eFoodsDirect.com is offering the lowest price ever on their one-year Freedom Food Supply.
[01:19:13.428 --> 01:19:14.650]  Even less than the price of
[01:19:14.670 --> 01:19:14.970]  I don't know.
[01:19:36.508 --> 01:19:38.629]  An affordable unit they have ever offered.
[01:19:38.930 --> 01:19:47.115]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex and get 30% off a one-year food supply.
[01:19:47.275 --> 01:19:50.417]  If you have ever considered getting a supply, now is the time.
[01:19:50.557 --> 01:19:50.797]  Call 800-409-5633.
[01:19:50.837 --> 01:19:52.658]  That's 800-409-5633 or efoodsdirect.com forward slash Alex.
[01:20:00.430 --> 01:20:03.351]  Coast to Coast, direct from Austin.
[01:20:04.012 --> 01:20:08.114]  You're listening to the Alex Jones Broadcasting Network.
[01:20:18.078 --> 01:20:19.699]  It was the Founding Fathers.
[01:20:20.460 --> 01:20:25.282]  I know, evil conspiracy theorist scum, according to our media today, in FEMA.
[01:20:27.372 --> 01:20:30.094]  Oh, I have FEMA on tape teaching police the Founding Fathers were bad.
[01:20:30.114 --> 01:20:31.815]  It's in my film Road to Tyranny.
[01:20:33.776 --> 01:20:40.160]  It was the Founding Fathers that said, even if you try to defend liberty, even if you do everything you can, it's very hard to keep it.
[01:20:41.261 --> 01:20:47.865]  Because corrupt groups form, insiders get control, they grow the size of government to expand their power.
[01:20:49.526 --> 01:20:53.089]  That's the big threat of government, is that it empowers the megacorporations.
[01:20:54.189 --> 01:20:55.050]  And that's now happened.
[01:20:56.773 --> 01:21:05.999]  And somehow they convinced Americans to hate what made America so great, not trusting government, keeping it small, being fiercely independent.
[01:21:06.539 --> 01:21:08.060]  I saw a news report last night.
[01:21:08.080 --> 01:21:09.801]  In fact, I meant to print this.
[01:21:09.841 --> 01:21:10.502]  Will you guys print it?
[01:21:12.283 --> 01:21:16.446]  I think it was Dallas, Texas.
[01:21:18.186 --> 01:21:19.527]  And what did they say in the newscast?
[01:21:19.567 --> 01:21:23.290]  First, I heard Kenny Romeyer last night on 590, a local host, talking about it.
[01:21:23.310 --> 01:21:25.692]  And then I went home and pulled up the newscast in Dallas.
[01:21:26.493 --> 01:21:32.437]  I think it was, uh... Earn and Learn.
[01:21:32.818 --> 01:21:33.138]  That's it.
[01:21:33.158 --> 01:21:34.499]  It's called Earn and Learn.
[01:21:35.099 --> 01:21:39.323]  And you get 20 bucks or 40 bucks when you turn somebody in for skipping school.
[01:21:40.824 --> 01:21:41.945]  And people are like, oh, that's good.
[01:21:41.965 --> 01:21:42.505]  No, no, no.
[01:21:42.565 --> 01:21:43.706]  That's the new economy.
[01:21:44.627 --> 01:21:47.289]  And that's just training the kids to get used to spying on people.
[01:21:52.659 --> 01:21:53.800]  No, that's a different article.
[01:21:54.161 --> 01:21:54.741]  It doesn't matter.
[01:21:55.282 --> 01:21:57.304]  I saw the newscast.
[01:21:59.026 --> 01:22:00.548]  I want to go to your phone calls now.
[01:22:01.469 --> 01:22:07.736]  Joe, Shepard, Don, Raina, Phil, Justin, Sky, Tim, Dave, Justin, Danny, Scott.
[01:22:07.756 --> 01:22:09.838]  We'll get to at least these 12 callers.
[01:22:11.363 --> 01:22:12.343]  that are lined up.
[01:22:12.644 --> 01:22:13.844]  We could have 200 callers.
[01:22:14.164 --> 01:22:15.765]  Literally, we have a digital phone system.
[01:22:15.865 --> 01:22:17.865]  It could take thousands of calls.
[01:22:17.886 --> 01:22:22.967]  I ought to do a show sometime and just shut up, where I give each caller 30 seconds and go to the next person.
[01:22:22.987 --> 01:22:23.508]  We could take like 500.
[01:22:25.438 --> 01:22:27.119]  Yeah, we can take like 500 calls.
[01:22:27.820 --> 01:22:29.000]  Or, like, do a marathon show.
[01:22:29.101 --> 01:22:30.441]  Just take thousands of calls.
[01:22:30.481 --> 01:22:32.923]  Just stay on the air.
[01:22:35.005 --> 01:22:37.786]  You have been warned, we're going into tyranny, we're going into depression.
[01:22:38.707 --> 01:22:41.689]  Of course there's a giant FEMA camp civil emergency program.
[01:22:42.109 --> 01:22:44.951]  When I've been to the urban warfare drills, they train to put Americans in camps.
[01:22:45.452 --> 01:22:48.354]  And then you get concerned about it, and they say, shut up, crazy man!
[01:22:50.051 --> 01:22:52.617]  Hey, you know, the banks are imploding our economy by design.
[01:22:52.637 --> 01:22:53.981]  They're going to set up a bank of the world.
[01:22:54.301 --> 01:22:55.384]  Shut up, crazy man.
[01:22:55.444 --> 01:22:56.426]  Now it's all been announced.
[01:23:00.017 --> 01:23:01.238]  And how did I know all this?
[01:23:01.478 --> 01:23:02.498]  Why was I so right?
[01:23:02.938 --> 01:23:04.659]  Because they all write white papers.
[01:23:04.919 --> 01:23:05.980]  I bring them here to you.
[01:23:06.940 --> 01:23:08.341]  This is not my opinion.
[01:23:08.421 --> 01:23:10.062]  I'm not predicting the future.
[01:23:11.022 --> 01:23:15.765]  I'm reporting on what they've said their program is, their plan, their rollout.
[01:23:16.125 --> 01:23:21.108]  Now, I don't know exactly when they're going to roll out certain parts of it, but they've told us their rollout plan.
[01:23:22.168 --> 01:23:23.129]  Joe in Mississippi.
[01:23:23.489 --> 01:23:24.169]  Thanks for holding.
[01:23:24.209 --> 01:23:24.729]  You're on the air.
[01:23:24.769 --> 01:23:25.150]  Go ahead.
[01:23:25.170 --> 01:23:26.730]  Hey, Alex.
[01:23:26.750 --> 01:23:27.751]  Thanks for taking my call.
[01:23:28.439 --> 01:23:30.780]  I think if we don't elect Ron Paul, we're in deep, deep trouble.
[01:23:30.800 --> 01:23:35.121]  We're already in deep, deep trouble, but it seems like the mass of people, pretty much everybody I know,
[01:23:52.136 --> 01:23:55.957]  Well, it seems like to me that we're pretty much annoying little ants to them.
[01:23:55.977 --> 01:23:57.478]  They could care less about us.
[01:24:13.675 --> 01:24:14.996]  Exactly, but here's the issue.
[01:24:15.457 --> 01:24:23.563]  As unconstitutional as Bill Clinton was, or George Bush, I mean, under Obama, it is going into warp speed.
[01:24:24.064 --> 01:24:29.608]  And notice the Republican leadership is not saying a word, because they're all bought and paid for by the same interest.
[01:24:30.028 --> 01:24:33.491]  We have a super Congress now that creates the bills.
[01:24:34.952 --> 01:24:37.735]  I mean, that's never been in our history.
[01:24:38.595 --> 01:24:40.297]  We're in the middle of a takeover.
[01:24:41.138 --> 01:24:41.879]  What's on your mind, Joe?
[01:24:41.899 --> 01:24:43.020]  I'm going to stop talking at you.
[01:24:43.180 --> 01:24:43.941]  What are you calling about?
[01:24:45.142 --> 01:24:45.943]  It's just crazy.
[01:24:45.983 --> 01:24:50.148]  There's so many things that I could go over with you, but I know our time is limited.
[01:24:50.889 --> 01:24:59.718]  I woke up probably about three years ago now, and the first time I saw your show or heard you, I was looking at an interview for Jesse Ventura.
[01:25:01.815 --> 01:25:08.619]  I was like, ah, you know, that's kind of crazy, but I saw how passionate you were, and I could tell that you were, you know, at least you believed it.
[01:25:08.779 --> 01:25:14.903]  So, I was like, well, he's wasting a lot of time and energy, you know, putting all this out there, so there's got to be something to it.
[01:25:15.603 --> 01:25:21.027]  Yeah, I went to urban warfare drills and watched the military train to break up our families and put us in camps.
[01:25:21.627 --> 01:25:22.988]  This is all 100% real.
[01:25:23.228 --> 01:25:26.110]  So shouldn't I get upset witnessing things like that?
[01:25:26.894 --> 01:25:30.621]  Definitely, and I think that is actually helpful.
[01:25:31.122 --> 01:25:38.597]  The thing is that I know for me and people like me that aren't awake, or that aren't awake yet, this stuff is really
[01:25:39.657 --> 01:25:40.118]  Out there.
[01:25:40.838 --> 01:25:48.745]  And it's... Only because... Listen, when Americans were informed about the world, everybody basically sounded like Alex Jones.
[01:25:48.765 --> 01:25:49.486]  Go study history.
[01:25:50.167 --> 01:25:53.810]  Americans bought this fake Hollywood football thing.
[01:25:53.850 --> 01:25:58.014]  They think all this new fake stuff is what America's always been.
[01:25:58.534 --> 01:26:01.076]  And so that's why now we're losing all the blessings.
[01:26:01.417 --> 01:26:02.938]  We're losing all the prosperity.
[01:26:03.258 --> 01:26:05.861]  Because the average man is not a man.
[01:26:06.241 --> 01:26:10.406]  You talk to the average man, they think it's weird if you know legislation numbers.
[01:26:11.648 --> 01:26:12.229]  I'm sorry, go ahead.
[01:26:12.349 --> 01:26:18.917]  No, because I've always been politically... I try to, you know, make myself pay attention to all these dry political things.
[01:26:19.818 --> 01:26:23.383]  And, uh, you know, once I saw what you were saying, I started connecting the dots.
[01:26:24.193 --> 01:26:30.178]  What really, I think, started waking me up was whenever the guy got tased down in Florida, you know, the don't tase me bro guy.
[01:26:30.938 --> 01:26:33.040]  Yeah, he wasn't even resisting, they tackled him.
[01:26:33.060 --> 01:26:34.641]  Why would they do that, you know?
[01:26:34.721 --> 01:26:37.643]  And Kerry said, Kerry said, don't arrest him.
[01:26:37.964 --> 01:26:38.764]  He hadn't done anything.
[01:26:39.005 --> 01:26:39.905]  The guy says, I'm leaving.
[01:26:40.125 --> 01:26:42.527]  They tackle him and tase him for the enjoyment.
[01:26:42.787 --> 01:26:44.229]  You're witnessing evil.
[01:26:44.269 --> 01:26:45.029]  I'm sorry, go ahead.
[01:26:46.010 --> 01:26:48.472]  Yeah, I mean, it just seemed crazy to me.
[01:26:48.512 --> 01:26:52.815]  And that's what really was a switch for me, I think.
[01:26:54.218 --> 01:26:56.219]  Just looking into that.
[01:26:57.579 --> 01:27:03.442]  What I want to know is, what would you do if you were starting at ground zero?
[01:27:03.462 --> 01:27:06.003]  With no gun, no gold or silver?
[01:27:09.688 --> 01:27:10.468]  Any of that.
[01:27:10.488 --> 01:27:12.609]  You know, we got a bunch of trouble coming our way.
[01:27:12.629 --> 01:27:13.189]  It's easy.
[01:27:13.329 --> 01:27:17.150]  I would just, every time you're at the grocery store, buy a little extra food you put aside in a few months.
[01:27:17.570 --> 01:27:18.311]  It'll be a hoard.
[01:27:18.331 --> 01:27:29.414]  And I would get a shotgun, you know, regular barrel length, $300 inexpensive Winchester Defender pump shotgun.
[01:27:29.434 --> 01:27:32.215]  And I'd have slugs and buckshot.
[01:27:33.335 --> 01:27:34.896]  Hey Alex, it's Shepard with theintelhub.com.
[01:27:34.916 --> 01:27:36.356]  You're doing a great job, as usual.
[01:27:36.376 --> 01:27:38.037]  Working hard on Sunday, I know.
[01:28:00.761 --> 01:28:05.024]  I just wanted to say you're right on on them turning off the economy.
[01:28:05.264 --> 01:28:10.087]  It really looks like, you know, they've looted the nation with all the bailouts.
[01:28:11.068 --> 01:28:15.151]  It's kind of reaching its final turning point it looks like.
[01:28:15.171 --> 01:28:18.293]  And, you know, you were mentioning the power bills going up.
[01:28:18.393 --> 01:28:19.894]  I mean, they've been suppressing
[01:28:22.253 --> 01:28:28.300]  Tesla actually came out, you know, he actually knew how to produce energy for free.
[01:28:29.221 --> 01:28:30.042]  That's true.
[01:28:30.102 --> 01:28:33.826]  I've seen the patents to suck it right out of the earth, the charge in the earth.
[01:28:34.387 --> 01:28:35.989]  And, you know, on top of that,
[01:28:37.350 --> 01:28:45.497]  Shepard, I've seen the patents that General Motors had in the 60s for a 80 mile a gallon carburetor.
[01:28:46.078 --> 01:28:48.640]  So absolutely, it's all just a complete scam.
[01:28:49.601 --> 01:28:50.721]  Good to hear from you, Shepard.
[01:28:51.082 --> 01:28:55.826]  Alright, Don, Raina, Phil, Justin, Sky, Tim, Dave, we're getting to all of you.
[01:28:56.186 --> 01:28:56.767]  Stay with us.
[01:28:59.462 --> 01:29:03.705]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[01:29:04.006 --> 01:29:04.626]  Number 1.
[01:29:04.926 --> 01:29:08.069]  New climate legislation could easily double or triple your electric bill.
[01:29:08.349 --> 01:29:08.909]  Number 2.
[01:29:09.210 --> 01:29:13.773]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:29:14.113 --> 01:29:14.554]  It's true.
[01:29:14.854 --> 01:29:19.417]  Total government control of electricity in the name of smart grid technology is coming.
[01:29:19.718 --> 01:29:20.278]  Number 3.
[01:29:20.558 --> 01:29:23.841]  In some areas of the country, the power grid is dangerously overloaded.
[01:29:24.141 --> 01:29:27.844]  And now, new socialist legislation is only compounding the problem.
[01:29:28.024 --> 01:29:28.585]  Number 4.
[01:29:28.825 --> 01:29:31.187]  Dangerous weather is always a threat to local grids.
[01:29:31.588 --> 01:29:34.971]  Every year, thousands of families lose their power from weather-related outages.
[01:29:35.272 --> 01:29:35.492]  Number 5.
[01:29:36.072 --> 01:29:39.997]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:29:40.217 --> 01:29:44.982]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:29:45.262 --> 01:29:49.286]  You can get more information at www.mysolarbackup.com.
[01:29:49.426 --> 01:29:50.988]  That's mysolarbackup.com.
[01:29:51.208 --> 01:29:53.290]  Remember, the government doesn't own the sun.
[01:29:53.470 --> 01:29:55.813]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:30:00.339 --> 01:30:01.841]  Hi folks, this is Alex Jones.
[01:30:02.061 --> 01:30:07.086]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[01:30:07.366 --> 01:30:08.747]  Saving means to make money.
[01:30:08.908 --> 01:30:17.696]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[01:30:18.417 --> 01:30:25.522]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[01:30:25.962 --> 01:30:33.567]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[01:30:33.967 --> 01:30:38.890]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[01:30:39.190 --> 01:30:41.351]  Getting a free catalog is easy by calling 800-340-7091.
[01:30:44.133 --> 01:30:47.056]  Or see Calvin on the web at 5starsoap.com.
[01:30:47.336 --> 01:30:49.658]  Take charge of your health now by calling 800-340-7091.
[01:30:49.718 --> 01:30:51.840]  Or see Calvin on the web at 5starsoap.com.
[01:31:00.558 --> 01:31:02.239]  And you're subject to public police action.
[01:31:03.079 --> 01:31:04.000]  Tyranny is here.
[01:31:04.340 --> 01:31:07.962]  The grim future foretold in 1984 has become reality.
[01:31:07.982 --> 01:31:10.483]  It really says that the state is God.
[01:31:10.503 --> 01:31:15.946]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[01:31:16.367 --> 01:31:22.610]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[01:31:23.030 --> 01:31:28.575]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[01:31:29.015 --> 01:31:32.678]  Police State 4 chronicles the sickening depths to which our republic has fallen.
[01:31:33.178 --> 01:31:37.202]  Prepare to enter the secretive world of emergency dictatorship.
[01:31:37.482 --> 01:31:43.407]  Body scanners, sound cannons, citizen spies, stage terror and cameras on every street corner.
[01:31:43.427 --> 01:31:46.409]  It's only the beginning of the New World Order's hellish plan.
[01:31:46.990 --> 01:31:48.411]  The police state isn't coming.
[01:31:48.951 --> 01:31:49.392]  It's here.
[01:31:50.052 --> 01:31:56.882]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv
[01:31:59.045 --> 01:32:02.087]  Congratulations to our friends at eFoodsDirect.com.
[01:32:02.387 --> 01:32:06.770]  In August, they celebrate 30 years in the long-term storable food business.
[01:32:06.991 --> 01:32:15.497]  To celebrate, eFoodsDirect.com is offering the lowest price ever on their one-year Freedom Food Supply, even less than the price in 1981.
[01:32:15.697 --> 01:32:23.362]  For a limited time, you get 30% off a one-year Freedom Supply, which provides three hearty meals per day for one adult.
[01:32:23.522 --> 01:32:25.884]  The Freedom Supply includes a large variety
[01:32:26.064 --> 01:32:30.688]  Of fruits and vegetables, dairy, lagoons, grains, sprouting seeds and more.
[01:32:30.708 --> 01:32:33.811]  Plus you get a generous supply of their quick fix meals.
[01:32:34.112 --> 01:32:38.416]  This is the most complete, extensive and affordable unit they have ever offered.
[01:32:38.696 --> 01:32:46.904]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex and get 30% off a one-year food supply.
[01:32:47.044 --> 01:32:50.167]  If you have ever considered getting a supply, now is the time.
[01:32:50.327 --> 01:32:50.987]  Call 800-409-5633.
[01:32:52.528 --> 01:32:57.930]  That's 800-409-5633 or efoodsdirect.com forward slash Alex.
[01:33:00.391 --> 01:33:01.552]  Coast to Coast.
[01:33:01.932 --> 01:33:03.252]  Direct from Austin.
[01:33:03.993 --> 01:33:07.194]  You're listening to the Alex Jones Broadcasting Network.
[01:33:23.110 --> 01:33:25.993]  Eject from the prison planet.
[01:33:27.775 --> 01:33:28.776]  Well, we can't eject.
[01:33:28.816 --> 01:33:29.997]  This is a beautiful world.
[01:33:30.077 --> 01:33:30.898]  It's our world.
[01:33:31.919 --> 01:33:33.861]  But evil can only thrive when we're ignorant.
[01:33:35.002 --> 01:33:37.225]  I've got a smattering of news on Libya.
[01:33:38.894 --> 01:33:42.977]  I've also got some news on the Air Force being part of a police raid on a gun shop.
[01:33:43.037 --> 01:33:44.919]  CBS News Las Vegas was reporting.
[01:33:45.359 --> 01:33:46.380]  See how just more and more?
[01:33:46.760 --> 01:33:49.542]  Oh, we have wars without law, without Congress.
[01:33:50.003 --> 01:33:53.966]  Oh, we have gun laws without laws that Obama's put in.
[01:33:54.246 --> 01:33:58.850]  Oh, we have carbon taxes and rules without law.
[01:33:58.890 --> 01:34:02.533]  We have waivers on health care to insider buddies.
[01:34:02.693 --> 01:34:07.196]  We have all of this unfolding.
[01:34:07.236 --> 01:34:07.917]  It's called tyranny.
[01:34:09.790 --> 01:34:12.151]  And that's the way the Fortune 100 like it.
[01:34:12.731 --> 01:34:14.772]  So that's the way they get it, because we let them.
[01:34:15.352 --> 01:34:16.453]  And they lecture us all day.
[01:34:16.473 --> 01:34:18.294]  Ooh, criticizing government.
[01:34:18.614 --> 01:34:19.574]  That's un-American.
[01:34:19.674 --> 01:34:21.115]  I thought that was American.
[01:34:21.655 --> 01:34:23.476]  Oh, getting upset, getting informed.
[01:34:23.496 --> 01:34:26.997]  Oh my gosh, you're not part of the new domestic terrorist, are you?
[01:34:27.297 --> 01:34:30.018]  As they now brand away from Al-Qaeda onto the American people.
[01:34:30.659 --> 01:34:33.540]  Oh, you don't buy the ridiculous bin Laden killing story?
[01:34:34.040 --> 01:34:35.821]  Oh, you're a conspiracy theorist.
[01:34:36.241 --> 01:34:37.082]  We're the government.
[01:34:37.122 --> 01:34:37.962]  We're here to help you.
[01:34:38.182 --> 01:34:40.623]  We've just been caught lying to you thousands of times.
[01:34:41.264 --> 01:34:44.505]  It's bizarre to question anything we tell you.
[01:34:45.206 --> 01:34:52.550]  No, you'd be certifiably insane if you didn't question everything this pack of criminals tells you.
[01:34:53.270 --> 01:34:55.211]  Rediscover your common sense.
[01:34:55.311 --> 01:34:56.151]  It's our only hope.
[01:34:56.692 --> 01:34:58.172]  Don in Michigan, welcome.
[01:34:59.453 --> 01:35:01.014]  Thank you, Alex, and you're absolutely right.
[01:35:03.334 --> 01:35:07.299]  You can't question enough, and I got a few points, and I respect your time, and a quick question.
[01:35:07.920 --> 01:35:09.101]  I called you back in May.
[01:35:09.802 --> 01:35:13.506]  I made the mistake of using a work email to send to a radio station.
[01:35:13.567 --> 01:35:21.436]  I don't know if you remember, but they read my email over the air, and it almost got me fired, and I have a good job.
[01:35:21.676 --> 01:35:22.437]  It pays me good.
[01:35:24.150 --> 01:35:35.871]  Okay, so you got a bunch of control freaks that work around you who think people that have views that they don't like are bad, and they think they protect America by shutting down dissent, and instead they're destroying their future.
[01:35:36.587 --> 01:35:41.588]  Yeah, and I totally disrespect the DJ because he's the one that read it knowing he knows our company.
[01:35:41.608 --> 01:35:42.528]  It's a well-known company.
[01:35:42.548 --> 01:35:43.288]  I'm not going to say the name.
[01:35:43.749 --> 01:35:48.290]  But the head of HR called me a conspiracy theorist, but she said it in a respectful way.
[01:35:48.310 --> 01:35:49.110]  She said that's funny.
[01:35:49.150 --> 01:35:55.011]  Sir, now when the TSA grabs your genitals and you don't like it, they call you a conspiracy theorist.
[01:35:55.451 --> 01:35:57.252]  Oh, we're taking your farm for no reason.
[01:35:57.512 --> 01:35:58.152]  I don't like that.
[01:35:58.192 --> 01:35:59.192]  You're a conspiracy theorist.
[01:35:59.512 --> 01:36:00.352]  It's just a word.
[01:36:00.392 --> 01:36:01.352]  It doesn't work anymore.
[01:36:01.552 --> 01:36:02.653]  But Don, I'm going to jump quick.
[01:36:02.673 --> 01:36:03.533]  What's your point today?
[01:36:04.706 --> 01:36:06.728]  Well, my point was Ron Paul.
[01:36:06.828 --> 01:36:10.872]  Everybody please, if you can send five bucks, ten bucks, whatever you can send to Ron Paul, please do it.
[01:36:11.473 --> 01:36:18.659]  And my question for you was, they had something about supporting Ron Paul, getting a list, it said a Republican list.
[01:36:18.679 --> 01:36:20.261]  Can I actually get a list of
[01:36:22.825 --> 01:36:25.146]  Dedicated Republicans to knock on their door?
[01:36:25.166 --> 01:36:25.927]  I heard that earlier.
[01:36:25.967 --> 01:36:26.587]  Yes, yes.
[01:36:26.727 --> 01:36:34.472]  No, they have lists at the county Republican Party level and it varies state to state, but you can get those, Don.
[01:36:34.492 --> 01:36:36.413]  By the way, he raised $1.65 million or $1,600,000.
[01:36:42.557 --> 01:36:59.241]  Plus, even though there was a cyber attack, confirmed cyber attack, on Ron Paul's 2012 website, even though they shut the website down for about six hours and it was a confirmed cyber attack, he did raise a lot of money, so that's very exciting.
[01:36:59.601 --> 01:37:00.661]  Thank you so much, Don.
[01:37:01.141 --> 01:37:03.342]  And again, Ron Paul isn't going to save us.
[01:37:03.982 --> 01:37:07.083]  He's just one torpedo in the war against the globalists.
[01:37:08.328 --> 01:37:09.889]  Resistance is gonna save us.
[01:37:10.189 --> 01:37:12.310]  Asking God to lead, God to direct us.
[01:37:13.270 --> 01:37:14.971]  And I'm serious, people laugh about God.
[01:37:15.251 --> 01:37:16.732]  Oh God, what a nut.
[01:37:17.212 --> 01:37:19.753]  We're living on a planet in the middle of a beautiful universe.
[01:37:20.173 --> 01:37:21.694]  Look at all the wonderment around us.
[01:37:22.795 --> 01:37:34.620]  Whether you believe it to be your inner voice or whatever the case is, sit in a room, spend a few minutes every day thinking about the state of the world and ask God to lead, guide and direct you.
[01:37:35.000 --> 01:37:36.861]  And you'll see amazing things happen in your life.
[01:37:37.398 --> 01:37:40.760]  You're not going to find God in these mainline government-paid-for churches, most of them.
[01:37:41.961 --> 01:37:45.604]  You're going to find God by seeking God in your spirit.
[01:37:46.685 --> 01:37:48.366]  And there are no atheists in foxholes.
[01:37:48.806 --> 01:37:50.948]  And we're in a foxhole right now.
[01:37:51.008 --> 01:37:53.390]  This country is under globalist attack.
[01:37:53.950 --> 01:37:56.552]  And at the end of the day, I'm going to tell you right now, it's about praying to God.
[01:37:58.069 --> 01:38:03.791]  I know that's where I get my strength, my perseverance, my lack of fear from, is directly beamed.
[01:38:03.931 --> 01:38:07.393]  I can feel the Spirit of God all around me.
[01:38:07.793 --> 01:38:11.795]  And I just feel sorry for the lost souls who can't feel it, who can't see it.
[01:38:13.575 --> 01:38:15.596]  Alright, now I'm pontificating, I apologize.
[01:38:16.457 --> 01:38:19.298]  Rayna in Maryland, you're on the air, go ahead.
[01:38:21.011 --> 01:38:22.032]  Hi, Alex.
[01:38:22.192 --> 01:38:23.033]  I have a question.
[01:38:23.053 --> 01:38:40.411]  Well, one, we supported Ron Paul last night and we gave him some good birthday presents, but our question is, we have a seven-month-old son who hasn't had any vaccinations since he was two months, and it may be a personal question, but we're wondering what you do with your children.
[01:38:41.652 --> 01:38:43.774]  My children have never had a needle in their body.
[01:38:44.642 --> 01:38:53.729]  Absolutely zero, and all the other children I know that do get all the vaccines, quite frankly, act like they're mildly retarded and look completely unhealthy.
[01:38:54.229 --> 01:39:10.220]  My children hardly ever get sick and bounce off the walls like ping-pong balls and seethe with energy and their eyes burn with the electric light of creativity, just like old-timers' eyes do in those old black-and-white, you know, family films you see.
[01:39:11.502 --> 01:39:15.771]  So, no, my family has not been put under the globalist injector.
[01:39:16.292 --> 01:39:18.778]  And it's not that I don't believe in the science of inoculation.
[01:39:18.878 --> 01:39:19.579]  I know it's real.
[01:39:21.226 --> 01:39:29.891]  I've interviewed so many hundreds of top scientists over the years who document that the vaccines are intentionally contaminated.
[01:39:29.911 --> 01:39:42.878]  If you don't believe me just type in polio vaccine contaminated with cancer virus or Gardasil shot kills girls or UN gives children live polio.
[01:39:43.318 --> 01:39:46.240]  Every year in every major country it's an accident
[01:39:47.020 --> 01:39:49.261]  They give them the live polio and kill them better than a hammer.
[01:39:49.721 --> 01:39:55.624]  It's an accident like Hitler having Jews be marched into a dirt ditch and shot in the back of the head.
[01:39:56.644 --> 01:40:15.233]  And so you can add the big pharma, again, Bayer Pharmaceutical, found guilty in France, but it was a worldwide program for at least 10 years, knew that every ampule of Factor VIII had HIV and hepatitis, and they made the conscious decision to ship it out to everybody worldwide.
[01:40:16.187 --> 01:40:19.568]  You cannot trust anything Big Pharma does.
[01:40:19.928 --> 01:40:28.731]  They knew when they got Prozac approved in 81, now the lawsuits have started, that it caused massive increases in psychotic activity and suicide.
