[00:00:21.135 --> 00:00:22.336]  We're making history.
[01:10:34.457 --> 01:10:36.939]  And the problem is not having a specific goal.
[01:10:37.239 --> 01:10:49.883]  If Occupy Wall Street said, our specific goal is to demand that Jamie Dimon steps down as CEO of JPMorgan and from the New York Federal Reserve Bank chair position.
[01:10:50.683 --> 01:10:54.925]  Or demand a return of Glass-Steagall, or that the trillions of stolen bailout be clawed back.
[01:10:55.886 --> 01:11:08.358]  Right, but I mean, those demands require a bit more process and time, whereas a regime change like Hosni Mubarak in Egypt, I mean, once he got the message, he had to step down.
[01:11:08.698 --> 01:11:13.603]  So Jamie Dimon... Yeah, so we put out a simpler demand to show the power of the movement that makes sense.
[01:11:13.963 --> 01:11:17.367]  Hey, step down Jamie Dimon, and by the way, we want criminal investigations.
[01:11:18.052 --> 01:11:18.212]  Right.
[01:11:18.432 --> 01:11:23.796]  Now people will say, well, you know, if you take one Jamie Dimon away, ten more like him will take his place.
[01:11:24.116 --> 01:11:24.796]  That's true.
[01:11:25.056 --> 01:11:38.004]  But you did demonstrate that the power of the group to affect the regime change, and if they put up somebody else who's like Jamie Dimon is a financial terrorist, then he's going to have to step down too.
[01:11:38.465 --> 01:11:41.326]  So the regime change is a very specific goal.
[01:11:41.446 --> 01:11:43.508]  If you do this, then Unilever
[01:11:44.048 --> 01:11:53.491]  And Ben and Jerry's would not want to attach themselves to your movement because suddenly it's got a specific goal and they themselves rely on Jamie Dimon for financing and J.P.
[01:11:53.531 --> 01:11:54.491]  Morgan for financing.
[01:11:54.651 --> 01:12:02.293]  So by law, their fiduciary responsibility would preclude them from being anywhere near the Occupy Wall Street demands.
[01:12:02.613 --> 01:12:10.255]  So this is why having a specific goal is paramount to galvanizing an action
[01:12:10.635 --> 01:12:14.239]  That will allow this movement to have some success.
[01:12:14.359 --> 01:12:29.415]  Otherwise, it's just going to get bigger and bigger and bigger until it's co-opted by corporate America, and you'll start to see commercials on TV with Ben and Jerry down at Occupy Wall Street eating some new flavor of ice cream like, you know, Occupy Cream Pie, or something like that.
[01:12:29.955 --> 01:12:43.604]  Yeah, and it'll become just another part of that American fudge that just kind of permeates everything that we do, where everything's great, don't worry, Disney is here to rescue you, and it just goes down the drain.
[01:12:44.045 --> 01:12:44.465]  Well, sure.
[01:12:44.525 --> 01:12:47.087]  Now, Max, I want to shift into some other areas.
[01:12:47.447 --> 01:12:55.673]  It's just, for me, I tried to reach out to these groups, and the so-called leaders of it, they claim there's no leaders, but, you know, there really are Democratic Party operatives.
[01:12:56.173 --> 01:12:57.274]  Move on, they're all involved.
[01:12:57.874 --> 01:13:01.637]  And it's just the left wing of the same military-industrial-banking complex.
[01:13:01.657 --> 01:13:02.939]  I mean, look at Obama.
[01:13:02.959 --> 01:13:15.069]  The wars, the torture, the extrajudicial killings, and now quoting Bush statements by his evil lawyers, you know, as the excuse for him to act as an imperial legate.
[01:13:15.329 --> 01:13:16.270]  That's my next question.
[01:13:16.630 --> 01:13:17.431]  What do you make?
[01:13:17.451 --> 01:13:21.935]  Because, I mean, I predicted the Obama deception, and in fall the republic that you're in, two and a half years ago.
[01:13:22.415 --> 01:13:46.017]  That Obama would be politically destroyed, because they build him up, then he takes the blame for the agenda, a new puppet comes in, and we know that when things get into these crisis modes, the establishment, the oligarchs, the financial ruling class that are anti-free market, they like to put in puppets, build them up, then destroy them, so they take the blame and not the corrupt plutocrats or the autocratic banksters, whatever you want to call them.
[01:13:46.798 --> 01:13:57.304]  And now we see Chicago Tribune, Washington Post, hundreds of major publications on the so-called left calling for him to step down in the next election and all of this.
[01:13:57.664 --> 01:14:03.727]  What does that signify to you that's happening with Obama?
[01:14:03.787 --> 01:14:06.909]  What does that signify for this whole agenda?
[01:14:06.929 --> 01:14:15.954]  Because then waiting in the wings is a collection of other manufactured plastic Ken dolls, Herman Cain, Mitt Romney, Rick Perry.
[01:14:17.452 --> 01:14:28.242]  Well, unfortunately, it ruins the whole idea of one person, one vote, and it hides the fact that it's one dollar, one vote.
[01:14:28.543 --> 01:14:41.135]  You know, you have this plutocracy in the United States now, this aristocracy, a return to monarchy, and a kleptocracy, and they want people to think that the presidency is like
[01:14:42.336 --> 01:14:54.009]  We're just dancing with the stars or some other kind of contest show, talent show, that we want whoever's going to be up there that has the most quote-unquote talent.
[01:14:54.589 --> 01:14:59.234]  And so this makes the American population similar as I see it.
[01:14:59.815 --> 01:15:02.297]  To what we saw happen in ancient Rome.
[01:15:02.998 --> 01:15:10.424]  The politicians don't try to satisfy the people or the mob with democratic initiatives.
[01:15:10.665 --> 01:15:15.128]  They try to appease the people with what they call bread and circuses.
[01:15:15.188 --> 01:15:18.671]  But what in our experience in America, it's ultraviolence.
[01:15:19.652 --> 01:15:20.994]  And entertainment.
[01:15:21.554 --> 01:15:24.097]  And now the president's being torn apart.
[01:15:24.157 --> 01:15:26.319]  I was about to say that, as you said it, incredible.
[01:15:26.919 --> 01:15:30.022]  Were you about to say the presidents now are in the gladiatorial ring, though?
[01:15:30.343 --> 01:15:36.289]  Now we see them politically torn apart, so we get some petty, yeah, we dealt with that Obama.
[01:15:37.847 --> 01:15:44.952]  Right, so you have, well, I was thinking of the extrajudicial execution of an American citizen in Yemen recently.
[01:15:45.252 --> 01:15:52.897]  That's like a gladiatorial event where Americans get to cheer the assassination of one of their own.
[01:15:53.858 --> 01:16:05.345]  This or, Obama essentially goes in front of the, your point is a good one, he becomes like they throw him to the lions of the banking cartel and then they destroy him.
[01:16:05.586 --> 01:16:07.607]  So it's like the modern version of the running man?
[01:16:08.068 --> 01:16:11.375]  Zone passes are required at all times.
[01:16:11.435 --> 01:16:12.858]  Display passes properly.
[01:16:13.679 --> 01:16:15.523]  All inter-zone workers with day pass.
[01:16:19.935 --> 01:16:24.278]  What's the number one television show in the whole wide world?
[01:16:24.338 --> 01:16:25.038]  Joe Rogan!
[01:16:49.654 --> 01:16:56.495]  You guys wanna buy a Hot Stereo?
[01:16:58.216 --> 01:17:02.537]  Can you believe this shit?
[01:17:02.557 --> 01:17:04.497]  24 hours a day.
[01:17:05.457 --> 01:17:06.038]  7 days a week.
[01:17:06.718 --> 01:17:07.558]  Don't listen to it.
[01:17:07.798 --> 01:17:08.718]  I worry about the kids.
[01:17:09.438 --> 01:17:11.639]  The network shuts down the schools.
[01:17:11.659 --> 01:17:13.839]  The kids are either in hiding or getting basic training.
[01:17:14.280 --> 01:17:15.140]  Brainwashed by the TV.
[01:17:16.380 --> 01:17:18.966]  We can jam the network once we find the uplink to the satellite.
[01:17:19.527 --> 01:17:20.709]  Then we'll broadcast the truth.
[01:17:21.531 --> 01:17:21.832]  Truth?
[01:17:22.753 --> 01:17:24.076]  Hasn't been very popular lately.
[01:17:25.740 --> 01:17:41.967]  Yeah, I mean, but historically, you know, it's against the backdrop of a collapsing empire, as we saw in Rome, and the American empire is collapsing, and so they resort to this appeasement of the mob with bread and circuses, or violence and amusement.
[01:17:42.187 --> 01:17:53.912]  So the violence is getting more gladiatorial and harsh, and the amusement, you know, the pornography and the gambling, is getting more in your face.
[01:17:54.392 --> 01:17:55.914]  So they want to stop you there.
[01:17:56.314 --> 01:18:07.645]  You were the first person five, six years ago, even before I got you on the air, talking about a gulag economy and that you'd be paid to play video games and all these new fake currencies they'd have.
[01:18:08.165 --> 01:18:11.929]  And separately, in my research, I knew that once they got us into a cashless society,
[01:18:12.549 --> 01:18:14.050]  It wouldn't be about convenience.
[01:18:14.430 --> 01:18:20.414]  Just like Google isn't about you learning something, it's about the system knowing what you're into, where you're going, what you're doing.
[01:18:20.434 --> 01:18:24.636]  You're allowed to have that service for free because they're building an algorithm on you.
[01:18:24.956 --> 01:18:29.639]  Well, it's the same thing with Facebook spying on you, all of this.
[01:18:31.120 --> 01:18:40.005]  I've been talking a lot, and this integrates with your research, about how once they get rid of the real economy, and once they bring in the cashless society, Max,
[01:18:40.979 --> 01:18:41.179]  Yes.
[01:19:00.871 --> 01:19:04.014]  But then you're forced in this modern system into the cashless system.
[01:19:04.034 --> 01:19:08.058]  A lot of businesses make you take as payment automatic transfers.
[01:19:08.378 --> 01:19:10.840]  And so we now see what a cage this is.
[01:19:11.301 --> 01:19:15.305]  This cashless society where they can devalue it and you can't get out from under it.
[01:19:16.165 --> 01:19:19.789]  Where there's so many ramifications.
[01:19:20.189 --> 01:19:27.612]  And we're really seeing as they lay off Bank of America loans, over 50,000 now, just the last year, 30,000 a few weeks ago, 20,000 before that this year.
[01:19:27.652 --> 01:19:28.192]  Others are doing it.
[01:19:28.392 --> 01:19:31.834]  They're just getting rid of retail banking because they've got the tens of trillions of bailout money.
[01:19:32.094 --> 01:19:34.495]  Why should they even have customers anymore?
[01:19:34.515 --> 01:19:36.835]  Because they just run the government and steal all our money.
[01:19:37.256 --> 01:19:37.796]  Max Keiser.
[01:19:38.456 --> 01:19:40.318]  Well, yeah, it's indentured servitude.
[01:19:40.378 --> 01:19:42.820]  It's a new cyber equivalent of it.
[01:19:43.180 --> 01:19:55.791]  People will find themselves increasingly more into virtual debt, where they're on websites and gaming websites, where they're going to swap the last few dollars that they have for virtual currency.
[01:19:55.851 --> 01:19:57.392]  But the interest rate will be real.
[01:19:57.913 --> 01:20:05.619]  And in order to pay back the virtual interest rate, they'll have to continue to play the game or click on the ads or participate in some kind of
[01:20:06.800 --> 01:20:11.924]  It's an online activity which has only one political view possible.
[01:20:12.624 --> 01:20:21.571]  They could create a game where you plug into the game and it's all about killing Iranians, but you have to play because you need to get paid back your virtual debt.
[01:20:21.751 --> 01:20:28.736]  Well, by the way, at the other end of the game are real Iranians and they're really getting killed, but we won't, you know, bother you with the details.
[01:20:29.156 --> 01:20:46.004]  I saw something interesting also, Alex, which is that on the casino gulag model, you Google this for the specifics, but a town in America just recently announced that they were getting rid of all their paid firemen and they're going to replace them with prisoners.
[01:20:46.684 --> 01:20:50.806]  As part of a prisoner release program and they're going to pay them prison wages.
[01:20:51.206 --> 01:20:53.267]  And these will be the new firemen in that town.
[01:20:53.787 --> 01:20:56.689]  So this is another trend which we'll see more and more of.
[01:20:56.809 --> 01:21:04.252]  All the people are getting fired, teachers, policemen, the social, the government workers that are being vilified and destroyed.
[01:21:04.592 --> 01:21:13.396]  They'll be replaced because you need garbage men, you need teachers, you need policemen, but they'll be replaced from the prison population and making China like wages and they'll be
[01:21:13.556 --> 01:21:14.937]  So this is the new slavery.
[01:21:14.957 --> 01:21:21.419]  You know, you called me six months ago, and I came on one of your myriad of international TV shows, and I didn't even know this until you called me.
[01:21:21.739 --> 01:21:26.381]  You said, I want you on about ten plus percent of Texans having arrest warrants out.
[01:21:26.801 --> 01:21:29.682]  And I didn't want to act stupid, so I went, okay, Mac, sure.
[01:21:29.942 --> 01:21:33.924]  So I went and Googled it, and there was the mainstream news, and our media was proud of it.
[01:21:34.484 --> 01:21:35.945]  And the police were proud of it.
[01:21:35.965 --> 01:21:37.645]  We have the greatest prison population in the world.
[01:21:38.146 --> 01:21:40.907]  Ten percent, since I checked, it's like twelve percent now.
[01:21:41.667 --> 01:22:00.684]  But pretty soon, that'll be your fireman, that'll be your trash pickup, that's already going on in Texas, because you'll end up having 30% of people who are basically in the prisons, and the rest of us minding them, and so when you call up to get a pizza delivered, it'll be a guy with an ankle bracelet, paying off his debt in a government car, or some corporate car.
[01:22:00.724 --> 01:22:05.689]  I mean, this is a hellish thing that they are building here.
[01:22:06.249 --> 01:22:07.370]  Well, look at that in Texas.
[01:22:08.510 --> 01:22:13.633]  And also in Georgia now, close by state, with the execution of Troy Davis.
[01:22:13.994 --> 01:22:17.456]  Turning that into a public spectacle to appease the mob.
[01:22:17.976 --> 01:22:20.157]  To give them violence and amusement.
[01:22:20.778 --> 01:22:21.858]  To appease them, in other words.
[01:22:22.058 --> 01:22:26.381]  So the political process is not about voting for stuff that people want.
[01:22:26.441 --> 01:22:27.762]  It's about politicians
[01:22:28.562 --> 01:22:32.164]  Trying to stop the mob from rising up and killing them.
[01:22:32.204 --> 01:22:40.968]  Well yeah, it's Schwarzenegger with a broom, a prop, Perry with a giant hatchet, I'm gonna cut, cut, cut, when he more than doubled the Texas government in ten years.
[01:22:41.448 --> 01:22:43.389]  I mean, it is all about BS.
[01:22:43.449 --> 01:22:44.530]  I mean, you could literally...
[01:22:45.410 --> 01:22:51.495]  Use the bathroom in a box, put it in a pretty bow, and the average yuppie would open it up, and you'd say, here's some chocolate.
[01:22:51.755 --> 01:22:54.858]  They'd open it up, it would stink, but they would say, but the package says it's candy.
[01:22:55.038 --> 01:22:56.219]  They'd get a fork and start eating it.
[01:22:56.539 --> 01:22:58.361]  I mean, people have got to wake up.
[01:22:58.381 --> 01:22:59.862]  I'm seeing two things happen, Max.
[01:23:00.342 --> 01:23:06.987]  Either people are getting more into a trance, or they're getting more and more awake, and these two are really starting to clash.
[01:23:08.204 --> 01:23:11.730]  And I see the system trying to bring in more and more tyranny on the backs of this.
[01:23:12.110 --> 01:23:13.272]  I'm sure you've seen the article.
[01:23:13.292 --> 01:23:14.534]  It's at PrisonPlanet.com.
[01:23:14.634 --> 01:23:16.797]  Also, British papers are reporting it.
[01:23:17.825 --> 01:23:36.740]  The VeriSign, the global domain register, that the government's given the power to do this, they're saying no judge, no jury, no nothing, anytime a private group, UN group, government group, wants your website taken, no appeal, no nothing, it's just taken, extrajudicially, and they're admitting this is the new global kill switch.
[01:23:37.060 --> 01:23:41.364]  So I see them also just more and more disappearing information.
[01:23:42.639 --> 01:24:01.789]  Yeah, well, it's just managing that volume of traffic because people are on sites and they're clicking around social networking sites like Twitter and LinkedIn and Facebook, which now have market valuations of $50, $100, $200 billion, and they're owned in large part by Goldman Sachs and J.P.
[01:24:01.809 --> 01:24:02.129]  Morgan.
[01:24:02.309 --> 01:24:02.609]  J.P.
[01:24:02.629 --> 01:24:04.130]  Morgan has a big position on Twitter.
[01:24:04.970 --> 01:24:17.278]  And so they need to steer the volume of traffic in ways that are consistent with their agenda, which is to impoverish as many people as possible.
[01:24:17.578 --> 01:24:17.878]  J.P.
[01:24:17.898 --> 01:24:29.166]  Morgan, of course, is the bank behind the swipe card that is America's food stamp program, what they call the EBT, I think it's called, Electronic Benefit Transfer.
[01:24:29.486 --> 01:24:30.727]  That is a J.P.
[01:24:30.747 --> 01:24:31.607]  Morgan product.
[01:24:31.908 --> 01:24:34.009]  So they got you at the poor end of the scale.
[01:24:34.289 --> 01:24:41.856]  And if you have your wealth managed with them, as we know with the Bank of New York scandals, stealing money out of every single transaction.
[01:24:41.876 --> 01:24:43.898]  They control 25 trillion in assets.
[01:24:43.938 --> 01:24:47.942]  They took three-tenths of 1% of every transaction, now going back decades.
[01:24:48.322 --> 01:24:51.105]  They're hooked in with Morgan and the whole Wall Street crowd.
[01:24:51.365 --> 01:24:52.726]  Just siphoning money off.
[01:24:52.826 --> 01:24:53.867]  High-frequency trading.
[01:24:53.907 --> 01:24:55.549]  Just siphoning money every single day.
[01:24:55.589 --> 01:25:11.401]  That's why they're forcing all of us into a government-mandated cashless society, because now they're not just going to siphon little bits here, they're going to rape us seven ways to Sunday, and they think they're going to get away with it as long as they shovel UFC and football and public executions at us.
[01:25:12.639 --> 01:25:15.601]  Every movement, every transaction, every interaction.
[01:25:16.182 --> 01:25:37.397]  You know, and I think another prediction I made on your show a while ago, which I still think will come true, is that the copyright industry is so pernicious, and their ability to read emails now is so pervasive, that pretty soon at the end of the month they'll get a bill from Microsoft or whomever that'll say, you used this copyrighted word 10 times in your emails last month, you owe us 50 cents.
[01:25:38.757 --> 01:25:48.341]  Oh yeah, no, actually they've had companies shooing now over message boards and things where people even post a paragraph or a headline.
[01:25:48.481 --> 01:25:51.183]  And Facebook is trying to trademark the word face.
[01:25:51.763 --> 01:25:54.484]  Twitter is trademarking the word tweet.
[01:25:55.244 --> 01:26:00.547]  And now as you use these words, there's a record of it electronically and you'll be charged for the use of that word.
[01:26:00.727 --> 01:26:06.349]  But since you're already broke and you don't have any money to pay for your right to use those words, guess what?
[01:26:06.389 --> 01:26:07.430]  They'll loan you the money.
[01:26:07.950 --> 01:26:09.310]  Well, that was my next point.
[01:26:09.550 --> 01:26:14.632]  They now, as you know, have the Department of Education outside of jurisdiction, without police force.
[01:26:14.972 --> 01:26:15.792]  There is no law.
[01:26:15.832 --> 01:26:17.072]  You can go to jail for the debt.
[01:26:17.632 --> 01:26:23.914]  SWAT teaming and kicking down doors illegally in California, trying to intimidate people saying, pay your student loans.
[01:26:24.474 --> 01:26:28.495]  You've got Bank of America caught taking houses they never even had a deed to that were paid for.
[01:26:29.295 --> 01:26:32.976]  I mean, we've just got to wake up and realize what a group of lawless criminals these are.
[01:26:33.337 --> 01:26:36.238]  Now, I want to plug some of the interesting things you've got coming up.
[01:26:36.298 --> 01:26:40.579]  Clickonomics, Ireland's first economics festival, and other things.
[01:26:40.619 --> 01:26:44.921]  But I want to close with this big economic development.
[01:26:46.224 --> 01:26:46.504]  I don't
[01:27:01.340 --> 01:27:01.941]  We're good to go.
[01:27:20.579 --> 01:27:23.921]  Major comes out and shifts and says, I was wrong.
[01:27:24.301 --> 01:27:25.201]  I've got his quotes here.
[01:27:25.221 --> 01:27:26.302]  You know, this thing's corrupt.
[01:27:26.822 --> 01:27:28.062]  It's taken our sovereignty.
[01:27:28.102 --> 01:27:29.543]  It's destroyed the city of London.
[01:27:29.883 --> 01:27:31.064]  It's all moving to Europe.
[01:27:32.304 --> 01:27:34.505]  And we've got to basically get out of the EU.
[01:27:35.105 --> 01:27:36.666]  What do you make of this?
[01:27:36.686 --> 01:27:42.228]  I mean, these guys, big insiders don't even like what they've set in motion.
[01:27:42.528 --> 01:27:47.290]  I'm seeing a lot of panicking and a lot of infighting in the ruling class you don't normally see.
[01:27:47.590 --> 01:27:48.471]  Max, what do you make of this?
[01:27:49.366 --> 01:27:50.667]  Well, it's deflation.
[01:27:51.628 --> 01:27:59.373]  The banking balance sheets are disintegrating, and the UK is dealing with it with austerity.
[01:27:59.813 --> 01:28:03.756]  And this austerity, after two years, is causing rioting.
[01:28:04.497 --> 01:28:06.818]  London riots, there were thousands around the streets.
[01:28:08.760 --> 01:28:11.642]  Living standards are collapsing, so they're panicking.
[01:28:12.422 --> 01:28:14.163]  Same thing all across continental Europe.
[01:28:14.703 --> 01:28:18.805]  And Germany is suggesting that maybe it would just opt out of the euro completely.
[01:28:19.065 --> 01:28:30.069]  So those old ancient animosities in Europe between the UK, Germany, France, all over Europe, are resurfacing as the euro falls apart due to the banking system collapse.
[01:28:30.529 --> 01:28:46.366]  That was a foregone conclusion because it was entirely built on faulty assumptions to begin with, thanks to the false accounting fraud that was perpetrated by groups like Goldman Sachs, who famously hid billions in Greek debt.
[01:28:46.866 --> 01:28:52.451]  So as this goes cattywampus, as it goes foobar, the banksters are in a pickle of their own making.
[01:28:52.731 --> 01:28:56.094]  What do you make of Major coming out and saying England needs to get out?
[01:28:56.115 --> 01:28:59.838]  I mean, if England leaves, won't that really trigger the implosion of Europe?
[01:29:00.398 --> 01:29:03.601]  And then the banksters won't get this new super state on top of it.
[01:29:03.922 --> 01:29:04.722]  What then happens?
[01:29:04.762 --> 01:29:05.883]  Where does the contagion move?
[01:29:07.865 --> 01:29:24.794]  It is disintegrating, but they will get their pan-European bond market, their federalization of the eurozone, because they're going to play the panic card, and people are losing their jobs, and they're panic-stricken, and they're using the disaster capitalism model.
[01:29:25.014 --> 01:29:32.018]  They'll usher in this new layer of bureaucracy, the new taxes, a new euro-central bank facility.
[01:29:32.038 --> 01:29:35.100]  They already talked about Davos last year, or the year before.
[01:29:35.720 --> 01:29:43.786]  It was big news because they openly suggested that what the world needs is a fresh $100 trillion credit line.
[01:29:44.426 --> 01:29:46.047]  And that's ultimately what the U.S.
[01:29:46.088 --> 01:29:47.288]  and Europe are going to put together.
[01:29:47.428 --> 01:29:49.850]  A brand new $100 trillion credit line.
[01:29:49.890 --> 01:29:56.095]  And the Republicans have Herman Cain saying, we'll have a new sales tax paid directly to the Federal Reserve.
[01:29:56.395 --> 01:29:58.817]  And conservatives are like, yeah, gang rape me.
[01:29:59.277 --> 01:30:00.798]  I mean, these people are pathetic.
[01:30:01.018 --> 01:30:03.280]  He's a former Kansas City central banker.
[01:30:04.790 --> 01:30:07.873]  But why are mainline conservatives so into getting gang-raped?
[01:30:08.293 --> 01:30:10.935]  I mean, why do they love getting conned?
[01:30:11.135 --> 01:30:18.581]  Just like the central bankers that robbed everybody are demanding trillions in new taxes in Europe through VAT and sales tax.
[01:30:18.962 --> 01:30:23.045]  I mean, how can conservatives go, yeah, let's pay our fair share to Wall Street?
[01:30:23.065 --> 01:30:25.828]  I mean, they worship it so much, the corporate fascist.
[01:30:26.748 --> 01:30:27.528]  It's just insane.
[01:30:27.548 --> 01:30:33.330]  I mean... Okay, look, Alex, Alex, let me tell you my story, which I told before, and explains the mentality.
[01:30:34.090 --> 01:30:39.092]  When the first tower in the World Trade Towers went down, there was a broker in the second tower.
[01:30:39.572 --> 01:30:40.212]  He had a choice.
[01:30:40.232 --> 01:30:45.074]  He could escape, or he could stay and trade airline put options to try to make money.
[01:30:45.754 --> 01:30:55.357]  Because he's a suicide banker, he stayed, he died, but he left $5 million in unclaimed money in that Alex Brown Deutsche Bank account.
[01:30:55.497 --> 01:30:58.858]  That's right there in the 9-11 official government report.
[01:30:59.238 --> 01:31:00.518]  I call him Broker Zero.
[01:31:00.778 --> 01:31:06.360]  He's a suicide broker, and it's the same mentality amongst the entire banking class.
[01:31:06.600 --> 01:31:12.562]  They're suicidal, jihadi bankers who kill themselves and everyone around them because they want to make a profit.
[01:31:12.642 --> 01:31:19.567]  Which to them is their Allah, their God, their belief in the market fundamentalism, as it's called.
[01:31:19.847 --> 01:31:20.728]  And that's what they do.
[01:31:20.768 --> 01:31:22.670]  They do it because they're actually suicidal.
[01:31:22.870 --> 01:31:24.391]  They're actually... Yeah, that's profound.
[01:31:24.451 --> 01:31:25.172]  That's profound.
[01:31:25.412 --> 01:31:26.593]  So they can totally take over.
[01:31:26.613 --> 01:31:29.195]  They're going to wreck everything, including their own futures.
[01:31:29.835 --> 01:31:50.205]  They're suicidal, pathological, and that's why this movement, Occupy Wall Street, and Global Insurrection Against Banker Occupation, it needs to kick it up and get in gear, because you've got psychopaths that are hell-bent on killing themselves and everyone around them, including Jamie Dimon, who's the worst suicidal banker out there.
[01:31:50.990 --> 01:31:53.332]  Well, Max Keiser, amazing.
[01:31:53.372 --> 01:31:54.794]  I appreciate you spending so much time with us.
[01:31:54.834 --> 01:31:55.955]  MaxKeiser.com.
[01:31:55.975 --> 01:31:59.378]  Of course, our websites are PrisonPlanet.tv and InfoWars.com.
[01:31:59.398 --> 01:32:03.441]  People can find out about all your great media events and the things you're doing at MaxKeiser.com.
[01:32:03.822 --> 01:32:10.208]  Briefly, tell us about the Economic Congress event you've got coming up there in Ireland.
[01:32:10.808 --> 01:32:12.170]  Yeah, two things, Alex.
[01:32:12.751 --> 01:32:19.099]  One is the Kilkenny Ireland Festival November 3rd, 4th, 5th and 6th.
[01:32:19.539 --> 01:32:21.883]  It's a festival by David McWilliams.
[01:32:21.943 --> 01:32:28.832]  It brings together economists like Jeffrey Sachs with comedians from Ireland who interact and try to make sense of everything.
[01:32:29.272 --> 01:32:37.299]  And the second thing I'm doing is I'm restaging the famous bed-in with John and Yoko Ono, except it's going to be Max and Stacey.
[01:32:37.720 --> 01:32:45.507]  We're going to be going to the same hotel room in Amsterdam, the Hilton Amsterdam Hotel, room 902, and we're going to restage the bed-in.
[01:32:46.087 --> 01:32:50.351]  And our message is that all we are saying is let the banks fail.
[01:32:51.212 --> 01:32:53.554]  And if you want to donate five bucks,
[01:32:53.894 --> 01:32:54.795]  To this effort.
[01:32:54.955 --> 01:32:58.957]  And I want one of your reporters to go to Amsterdam and to help pay for that.
[01:32:59.417 --> 01:33:07.782]  If somebody wants to donate five bucks, go to piratemyfilm.com or go to maxkaiser.com and you'll see how to do that.
[01:33:08.062 --> 01:33:15.326]  Well, I've seen Sean, I think I saw a photo online with his girlfriend doing it, but I like the fact that the girl was the one who was unrubbed.
[01:33:15.826 --> 01:33:22.594]  Sean Anno-Lennon, the talented offspring of John Yoko.
[01:33:22.774 --> 01:33:24.156]  I met with him in Paris recently.
[01:33:24.176 --> 01:33:26.919]  He is part of the brainstorm behind this event.
[01:33:27.700 --> 01:33:31.324]  He'll be there, hopefully, to participate in this as well.
[01:33:31.364 --> 01:33:32.305]  It's going to be in November.
[01:33:32.325 --> 01:33:35.109]  But you're not going to be naked, though.
[01:33:36.389 --> 01:33:43.298]  I might be... I can't tell you all the specifics, Alex, but your reporters should be there to capture this event.
[01:33:43.318 --> 01:33:44.539]  My reporters won't get cooties.
[01:33:46.061 --> 01:33:54.171]  Your reporters will be enlightened by participating in this epic restaging of this classic... By seeing your baboon butt.
[01:33:56.107 --> 01:33:57.868]  Well, you know, I mean, to each his own.
[01:33:58.469 --> 01:33:59.729]  I'm just joking, Max.
[01:34:00.230 --> 01:34:01.310]  Hey, you're awesome.
[01:34:01.330 --> 01:34:02.051]  That's a great idea.
[01:34:02.091 --> 01:34:04.492]  Say hi to Sean and all the great folks there.
[01:34:04.532 --> 01:34:07.074]  That is very, very interesting.
[01:34:07.554 --> 01:34:17.661]  And it's great to have you here with us, and it's great to see so many people picking up on the fact that this is a banker occupation, a bankster occupation, and not an occupation by capitalism.
[01:34:17.681 --> 01:34:20.783]  We've left capitalism, and that's the problem we're facing.
[01:34:20.823 --> 01:34:21.944]  Max Keiser, thanks for joining us.
[01:34:22.651 --> 01:34:24.272]  Always a pleasure, Alex Jones.
[01:34:24.833 --> 01:34:26.534]  Wow, long extended interview.
[01:34:26.634 --> 01:34:31.077]  What a gigantic InfoWars Nightly News we've had tonight.
[01:34:31.257 --> 01:34:33.598]  I'm so blind looking into that light I can't even see where the camera is.
[01:34:33.618 --> 01:34:34.279]  Where is it out there?
[01:34:34.299 --> 01:34:35.240]  I think it's over there.
[01:34:35.900 --> 01:34:38.682]  That's it for InfoWars Nightly News, ladies and gentlemen.
[01:34:39.402 --> 01:34:43.985]  And Lord Winter will be back tomorrow night, 7 o'clock Central, with another extended
[01:34:45.126 --> 01:34:47.768]  Information warfare packed transmission.
[01:34:47.808 --> 01:34:52.151]  If you're not a PrisonPlanet.TV member, you're not catching these when they first air at 7 p.m.
[01:34:52.211 --> 01:34:58.315]  or all my films and eight and a half years of material, become a subscriber at PrisonPlanet.TV today and not only get...
[01:34:59.309 --> 01:35:05.211]  Instant and more access to this info, but also support the exploding alternative media.
[01:35:05.431 --> 01:35:09.812]  We're not like MSNBC that takes bank or bailout money secretly, your tax money, to fund ourselves.
[01:35:10.052 --> 01:35:15.034]  We are funded by you, subscribers, to this show at PrisonPlanet.tv.
[01:35:15.434 --> 01:35:18.335]  I'm Alex Jones, signing off from the front lines of the info war.
