[00:00:01.615 --> 00:00:02.358]  We've got it brother!
[01:27:43.059 --> 01:27:46.781]  They're gonna need people that work for the system to carry this out.
[01:27:47.241 --> 01:27:48.762]  They're not in complete control.
[01:27:51.203 --> 01:27:53.384]  I'm on well over 100 radio stations.
[01:27:55.605 --> 01:27:58.226]  Just on video streaming sites a week.
[01:27:58.966 --> 01:28:00.607]  It's over 5 million people now.
[01:28:02.372 --> 01:28:07.174]  Watching and listening to the show just on video streams on YouTube and some other platforms.
[01:28:07.974 --> 01:28:11.496]  I mean, we're challenging the globalists.
[01:28:11.956 --> 01:28:15.978]  We weren't in their equation because there's not very many of them.
[01:28:17.158 --> 01:28:19.859]  Maybe a few thousand that have most of the puzzle.
[01:28:20.460 --> 01:28:21.680]  A few hundred that know it all.
[01:28:22.741 --> 01:28:25.502]  And I know why it's so hard for people to understand this.
[01:28:25.922 --> 01:28:27.783]  Because it's so diabolical.
[01:28:31.513 --> 01:28:32.334]  I'm gonna give the number out.
[01:28:32.514 --> 01:28:34.556]  Last week, I took pretty much calls for two hours.
[01:28:34.616 --> 01:28:36.317]  Today, we're just taking them in the last few segments.
[01:28:36.337 --> 01:28:37.478]  And I haven't even gotten to the news yet.
[01:28:37.879 --> 01:28:41.562]  Because all the other news is secondary to this.
[01:28:41.582 --> 01:28:46.246]  Total free number to join us.
[01:28:46.266 --> 01:28:47.527]  877-789-ALEX.
[01:28:47.547 --> 01:28:49.349]  877-789-2539.
[01:28:49.969 --> 01:28:53.753]  I hope you'll call in on the subject I've raised.
[01:28:53.873 --> 01:28:56.135]  The future of humanity and the main threats we face.
[01:28:56.895 --> 01:28:58.377]  Alright, the big news straight ahead.
[01:29:01.823 --> 01:29:07.187]  When you're out on the road, the last place you want to be is on the road.
[01:29:08.468 --> 01:29:13.251]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[01:29:13.631 --> 01:29:20.416]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[01:29:22.357 --> 01:29:25.159]  They sew pride in every stitch.
[01:29:26.420 --> 01:29:28.362]  Guarantee you'll love the way they fit.
[01:29:30.831 --> 01:29:34.694]  They put a diamond gusset in the crotch where you need it most.
[01:29:35.435 --> 01:29:38.557]  Blue diamond gussets got it.
[01:29:39.258 --> 01:29:40.079]  Others don't.
[01:29:40.499 --> 01:29:42.380]  We turn jeans inside out.
[01:29:42.641 --> 01:29:44.142]  Diamond gusset jeans.
[01:29:44.422 --> 01:29:46.984]  Made in the USA with unparalleled quality.
[01:29:47.304 --> 01:29:53.569]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection so you can ride all day with confidence.
[01:29:53.950 --> 01:29:56.172]  Order yours at gusset.com.
[01:29:56.652 --> 01:29:58.694]  Diamond gusset jeans got it.
[01:29:59.014 --> 01:29:59.434]  Others don't.
[01:30:05.262 --> 01:30:06.162]  Tyranny is here.
[01:30:06.503 --> 01:30:10.424]  The grim future foretold in 1984 has become reality.
[01:30:10.444 --> 01:30:12.665]  It really says that the state is God.
[01:30:12.685 --> 01:30:18.107]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[01:30:18.547 --> 01:30:24.830]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[01:30:25.210 --> 01:30:30.772]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[01:30:31.192 --> 01:30:34.894]  Police State 4 chronicles the sickening depth to which our Republic has fallen.
[01:30:35.354 --> 01:30:39.355]  Prepare to enter the secretive world of emergency dictatorship.
[01:30:39.655 --> 01:30:45.576]  Body scanners, sound cannons, citizen spies, stage terror and cameras on every street corner.
[01:30:45.596 --> 01:30:48.557]  It's only the beginning of the New World Order's hellish plan.
[01:30:49.137 --> 01:30:50.557]  The police state isn't coming.
[01:30:51.117 --> 01:30:51.637]  It's here.
[01:30:52.237 --> 01:30:58.719]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[01:31:02.096 --> 01:31:03.598]  Hi folks, this is Alex Jones.
[01:31:03.818 --> 01:31:08.844]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[01:31:09.124 --> 01:31:10.486]  Saving means to make money.
[01:31:10.646 --> 01:31:19.436]  The Calbin Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[01:31:20.177 --> 01:31:27.261]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[01:31:27.701 --> 01:31:35.305]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[01:31:35.706 --> 01:31:40.628]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[01:31:40.928 --> 01:31:43.110]  Getting a free catalog is easy by calling 800-340-7091.
[01:31:45.871 --> 01:31:48.795]  Or see Calvin on the web at FiveStarSoap.com.
[01:31:49.075 --> 01:31:51.298]  Take charge of your health now by calling 800-340-7091.
[01:31:51.358 --> 01:31:53.581]  Or see Calvin on the web at FiveStarSoap.com.
[01:32:00.802 --> 01:32:04.604]  Did you ever think you'd be where you are, a decade into the 21st century?
[01:32:04.924 --> 01:32:06.805]  Record foreclosure rates for homes.
[01:32:07.205 --> 01:32:08.686]  If not yours, your neighbor's.
[01:32:09.066 --> 01:32:11.587]  Thankful for the unemployment checks since you were laid off.
[01:32:12.028 --> 01:32:18.531]  And placing your child's name on the angel tree in hopes of a Christmas gift, along with thousands of other Americans.
[01:32:19.031 --> 01:32:22.254]  Did you ever think your future would feel this out of control?
[01:32:22.274 --> 01:32:27.199]  The fact is, in all this craziness, there's only one thing you can control.
[01:32:27.479 --> 01:32:28.741]  Your greatest dependency.
[01:32:29.001 --> 01:32:30.082]  Your food supply.
[01:32:30.442 --> 01:32:34.286]  Make 2012 the year you take control by getting prepared.
[01:32:34.626 --> 01:32:38.250]  eFoods Direct introduces the best way to build your food supply.
[01:32:38.490 --> 01:32:38.970]  We're good to go.
[01:33:02.188 --> 01:33:05.029]  Coast to Coast, direct from Austin.
[01:33:05.770 --> 01:33:09.091]  You're listening to the Alex Jones Broadcasting Network.
[01:33:09.652 --> 01:33:27.921]  Okay, Nate, Bobby, Jason, many others, we're going to get to your calls after I go over some of the news now.
[01:33:30.885 --> 01:33:32.646]  But here's the Associated Press.
[01:33:32.686 --> 01:33:42.514]  Scientists pause research on basically weaponized lab-bred bird flu.
[01:33:42.894 --> 01:33:46.617]  Fears raised over lab-bred airborne strains.
[01:33:49.810 --> 01:33:54.091]  But notice the main concern is here out of CBS News in Dallas.
[01:33:54.851 --> 01:34:02.213]  Dallas plant investigated for dumping pig blood into Trinity River.
[01:34:04.194 --> 01:34:11.356]  And they think that some pig blood out of a slaughterhouse might have run out and dripped in a creek and gotten into the river.
[01:34:11.516 --> 01:34:13.677]  Oh my gosh, we're all in so much trouble.
[01:34:14.877 --> 01:34:18.638]  And I'm not saying that that isn't important, but compared to airborne weapons,
[01:34:20.811 --> 01:34:25.274]  That under government contracts, these universities and others are producing?
[01:34:27.015 --> 01:34:29.076]  Where are the priorities?
[01:34:30.137 --> 01:34:40.103]  You know, who's concerned about GMO from Monsanto and others infecting every soybean, every corn, every wheat, every maize variety?
[01:34:41.004 --> 01:34:41.504]  As they are.
[01:34:42.845 --> 01:34:47.148]  And then in all the big studies, organ failure in the rats that eat it.
[01:34:47.868 --> 01:34:49.690]  And so it goes and infects all the other
[01:34:50.698 --> 01:34:51.458]  Seed lines.
[01:34:52.719 --> 01:34:56.140]  And that's not a problem, but a couple, you know, some blood might have gotten a river, though.
[01:34:57.540 --> 01:35:00.321]  You know, we're all really scared right now, that pig blood.
[01:35:03.703 --> 01:35:06.023]  That's the type of issue that we're talking about here.
[01:35:06.443 --> 01:35:16.427]  While we're worried about something like that, the big mega-corporations who've basically written the laws and regulations, and their people are over all the regulatory agencies, they're not even getting looked at.
[01:35:19.431 --> 01:35:22.213]  Talking about arrogance, you know that cruise line disaster?
[01:35:22.233 --> 01:35:25.515]  I got a story here out of the London Telegraph.
[01:35:26.896 --> 01:35:31.338]  Costa Concordia insulting cruise offer to survivors.
[01:35:32.939 --> 01:35:37.262]  They've offered them a 30% off on their next cruise.
[01:35:40.184 --> 01:35:40.944]  Oh, that's funny.
[01:35:41.244 --> 01:35:43.205]  That is really, really funny.
[01:35:43.966 --> 01:35:45.547]  Isn't that owned by Carnival Cruise Lines?
[01:35:46.874 --> 01:35:48.274]  Yeah, I saw that in the news.
[01:35:48.775 --> 01:35:51.696]  Costa Concordia, but it's like a sub-corporation.
[01:35:55.737 --> 01:36:02.099]  You know, that captain's learned from Baghdad, Bob, and our own criminal government's baloney propaganda spin machine.
[01:36:03.420 --> 01:36:10.602]  When the Italian Coast Guard ordered him to get back onto the ship and help people get off, it turned out he ordered dinner on the lifeboat, though.
[01:36:10.902 --> 01:36:11.702]  He was having a drink.
[01:36:12.183 --> 01:36:16.224]  He said, oh, I fell in the lifeboat on accident, but I'm not going back.
[01:36:17.529 --> 01:36:21.790]  And see, if you question an authority figure, that's called conspiracy theory.
[01:36:22.170 --> 01:36:27.632]  We've all been taught that virtue to never question government or big corporations.
[01:36:29.272 --> 01:36:32.333]  In fact, they should have just said the whole wreck was a conspiracy theory.
[01:36:32.733 --> 01:36:37.334]  Just the ships there sinking on the coast of Italy, just say it didn't happen.
[01:36:38.214 --> 01:36:40.655]  And if people show video, just say it's not there.
[01:36:42.489 --> 01:36:48.772]  Kind of like I can prove that Al Qaeda works for the criminals that run our government, that all the major terrorists have been let into the U.S.
[01:36:48.832 --> 01:36:54.435]  and are protected from the Underwire bomber on Christmas Day, to Amir al-Awlaki hanging out at the Pentagon.
[01:36:55.255 --> 01:36:56.296]  But none of that matters.
[01:36:56.356 --> 01:36:57.296]  It's a conspiracy theory.
[01:36:58.197 --> 01:37:03.399]  So just say the ship never capsized, never enlisted, and isn't there.
[01:37:03.439 --> 01:37:04.840]  Just say Italy doesn't exist.
[01:37:05.660 --> 01:37:08.722]  Because after all, remember Karl Rove's quote about how he controls reality?
[01:37:11.584 --> 01:37:18.448]  And you've got a public that sees it as a virtue to get conned, a virtue to get hurt, a virtue to follow all this pablum.
[01:37:20.770 --> 01:37:22.231]  Hey, look at this one out of Politico.
[01:37:23.945 --> 01:37:27.427]  Federal prosecutor to take the Fifth Amendment and fast and furious probe.
[01:37:27.887 --> 01:37:30.348]  Oh, it's the prosecutors, the guys that get the bad guys.
[01:37:30.809 --> 01:37:33.790]  The guys that get 98% conviction rate.
[01:37:34.190 --> 01:37:36.011]  Do you really think 98% of people are guilty?
[01:37:36.132 --> 01:37:36.892]  No.
[01:37:36.932 --> 01:37:45.757]  For at least 20 years, almost all the federal grand juries are criminals who would send a one-year-old to the gas chamber if told to.
[01:37:47.698 --> 01:37:49.819]  They will convict anyone they're told to.
[01:37:50.976 --> 01:37:51.216]  Okay?
[01:37:51.657 --> 01:37:55.039]  Because who runs these grand juries?
[01:37:55.940 --> 01:37:57.622]  They're not supposed to, but it's the prosecutors.
[01:37:58.542 --> 01:38:01.925]  And of course, it was all in federal filings a year plus ago.
[01:38:02.405 --> 01:38:12.113]  That's why they came up with a cover story of, oh, we just had some guns, had some gun shops in Texas and in Arizona and Illinois and some other states.
[01:38:12.894 --> 01:38:14.936]  We just had some guns that we were
[01:38:16.613 --> 01:38:18.875]  Letting be sold to track them down to Mexican drug gangs.
[01:38:19.575 --> 01:38:36.769]  Of course, the federal documents from the beginning in federal court that the government declared national security on was that our criminal government, you know, the thing run by the Ponzi scheme banks that don't worry, you're gonna destroy everything and don't worry, yuppies, you like to get hurt, you're gonna get hurt.
[01:38:37.069 --> 01:38:40.372]  So just giggle at the radio, have fun, don't worry, you'll get everything you want.
[01:38:40.772 --> 01:38:42.674]  It's all real funny to laugh at people that are informed.
[01:38:46.564 --> 01:38:48.385]  They said it was to blame the Second Amendment.
[01:38:48.845 --> 01:38:57.711]  Of course, I told you that over a year ago, but CBS News two months ago reported that, oh, sure enough, the federal documents have now come out in subpoena, that it was all meant to blame the Second Amendment.
[01:38:59.272 --> 01:39:01.353]  Of course, that was domestically.
[01:39:01.434 --> 01:39:15.342]  Internationally, it was to ship guns into Mexico, but also Texas, Chicago, Indiana, Florida, to give it to drug gangs that were shooting and killing the other drug gangs that weren't laundering their money through big U.S.
[01:39:15.382 --> 01:39:15.723]  banks.
[01:39:16.786 --> 01:39:17.987]  Which means globalist banks.
[01:39:18.007 --> 01:39:27.532]  Remember, uh, Wachovia, Wells Fargo, $376 b-b-b-b-b-b-billion last year they reported on?
[01:39:27.552 --> 01:39:29.713]  In a two-year period?
[01:39:32.875 --> 01:39:36.377]  Oh, but don't worry, they paid a $110 million fine.
[01:39:37.878 --> 01:39:39.239]  We did the math on that once.
[01:39:39.299 --> 01:39:40.860]  It's like something like .03% or something.
[01:39:47.256 --> 01:39:49.857]  So, I mean, why shouldn't they go for broke?
[01:39:49.897 --> 01:39:52.118]  Why shouldn't they do something new?
[01:39:52.738 --> 01:39:58.021]  And again, they say that in the land of crazy people, the sane person is the nut.
[01:39:59.041 --> 01:40:02.643]  Or they say in the land of the blind, the one-eyed man is king.
[01:40:03.363 --> 01:40:05.124]  Maybe I am the crazy one.
[01:40:05.224 --> 01:40:07.265]  Maybe I am the bad one.
[01:40:09.124 --> 01:40:24.927]  Because, see, when the whole government's corrupt at the top, and you got a bunch of naive sheep below them that enjoy being hurt, and think it's cute and, you know, winning to repeat what they're told, talk show host and others, that if... Here's an example.
[01:40:25.287 --> 01:40:30.729]  If you wanted to arrest a communist or a Jew or a Seventh-Day Adventist or whatever the case was, in 1932 Germany,
[01:40:32.853 --> 01:40:33.934]  For no reason and kill him.
[01:40:34.694 --> 01:40:36.836]  That would be a felony and you go to prison in Germany.
[01:40:37.216 --> 01:40:40.699]  But see, Hitler took over and was a tyrant and said it was legal.
[01:40:40.979 --> 01:40:46.142]  Of course, you can't really legalize tyranny and common sense, but if people go along with it, in a way you can.
[01:40:46.603 --> 01:40:48.544]  And so he could kill tens of millions of people total.
[01:40:49.325 --> 01:40:51.366]  And 22 million Germans died in the war.
[01:40:52.147 --> 01:40:53.187]  Civilian and military.
[01:40:53.247 --> 01:40:54.148]  They really got blessed.
[01:40:54.909 --> 01:40:56.450]  60 million of them.
[01:40:56.630 --> 01:40:57.550]  22 million went bye bye.
[01:40:57.911 --> 01:40:59.012]  Oh, that went well.
[01:41:00.072 --> 01:41:02.154]  Going along, they were trendy yuppies too then.
[01:41:03.058 --> 01:41:06.480]  They did what the radio and newsreels and newspapers said.
[01:41:06.500 --> 01:41:11.083]  Because, you know, the terrorists blew up the Capitol and other stuff.
[01:41:11.103 --> 01:41:12.264]  Of course, it was really the Nazis.
[01:41:12.304 --> 01:41:13.825]  But, hey, it was fun to get mad.
[01:41:14.345 --> 01:41:15.826]  Fun to get worried about terrorists.
[01:41:15.846 --> 01:41:17.167]  You know, some Polish terrorist.
[01:41:17.307 --> 01:41:18.288]  Oh, you know, they're all bad.
[01:41:18.308 --> 01:41:19.909]  Oh, Muslim, they're all bad.
[01:41:19.969 --> 01:41:21.090]  You know, it was fun.
[01:41:21.110 --> 01:41:24.472]  It was fun to have one-third of the Germans go bye-bye.
[01:41:24.492 --> 01:41:30.396]  Yeah, one-third of the Germans just, oh, 22 million at the end of the war.
[01:41:30.416 --> 01:41:30.836]  Bye-bye.
[01:41:30.896 --> 01:41:31.577]  In Germany alone.
[01:41:32.679 --> 01:41:33.519]  Oh, that went well.
[01:41:34.660 --> 01:41:35.200]  That went well.
[01:41:38.781 --> 01:41:40.902]  But I forgot how I got on the subject of Germany.
[01:41:41.463 --> 01:41:42.003]  Oh, yeah.
[01:41:42.403 --> 01:41:49.706]  When your government's run by absolute criminals who compete with each other, so the very worst get in to the power structure,
[01:41:51.818 --> 01:41:57.419]  It's just legal for them to ship guns into Mexico and then blame it on the Second Amendment.
[01:41:57.499 --> 01:42:01.100]  And even when they got caught, I said last year, watch, they'll still use it.
[01:42:01.500 --> 01:42:01.980]  And you know what?
[01:42:02.000 --> 01:42:05.721]  They couldn't get Congress to pass a law restricting gun sales in the U.S.
[01:42:06.141 --> 01:42:17.103]  So they just, the ATF, just sent letters threatening to arrest gun dealers if they sold the rifles and, you know, didn't jump through these new hoops.
[01:42:18.695 --> 01:42:22.397]  And of course, the rifles were already all registered to the instant check, but they didn't care.
[01:42:22.417 --> 01:42:26.520]  It was about the ATF saying, you'll do what we say outside of law.
[01:42:27.941 --> 01:42:33.304]  Kind of like the federal government shutting down power plants all over the country outside of law.
[01:42:34.385 --> 01:42:36.226]  Congress didn't pass a law, but they're doing it.
[01:42:36.526 --> 01:42:45.792]  Obama is launching wars without Congress, but Congress itself signed a law saying I can be arrested, you can be arrested and disappear forever, be tortured, be killed.
[01:42:45.832 --> 01:42:46.613]  It's called the NDAA.
[01:42:48.772 --> 01:42:51.157]  And don't worry, they will use it and they will abuse it.
[01:42:51.177 --> 01:42:59.294]  Alright, I haven't even gotten into a bunch of other news here, but we're gonna come back, go to your call, stay with us.
[01:43:01.257 --> 01:43:05.480]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[01:43:05.800 --> 01:43:06.401]  Number 1.
[01:43:06.721 --> 01:43:09.863]  New climate legislation could easily double or triple your electric bill.
[01:43:10.144 --> 01:43:10.704]  Number 2.
[01:43:11.004 --> 01:43:15.548]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:43:15.888 --> 01:43:16.328]  It's true.
[01:43:16.628 --> 01:43:21.192]  Total government control of electricity in the name of smart grid technology is coming.
[01:43:21.512 --> 01:43:22.052]  Number 3.
[01:43:22.333 --> 01:43:25.615]  In some areas of the country, the power grid is dangerously overloaded.
[01:43:25.915 --> 01:43:29.598]  And now, new socialist legislation is only compounding the problem.
[01:43:29.818 --> 01:43:30.358]  Number 4.
[01:43:30.619 --> 01:43:32.980]  Dangerous weather is always a threat to local grids.
[01:43:33.381 --> 01:43:36.743]  Every year, thousands of families lose their power from weather-related outages.
[01:43:37.064 --> 01:43:37.264]  Number 5.
[01:43:37.844 --> 01:43:41.767]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:43:41.987 --> 01:43:46.751]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:43:47.031 --> 01:43:51.056]  You can get more information at www.mysolarbackup.com.
[01:43:51.216 --> 01:43:52.778]  That's mysolarbackup.com.
[01:43:52.998 --> 01:43:55.081]  Remember, the government doesn't own the sun.
[01:43:55.261 --> 01:43:57.584]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:44:02.930 --> 01:44:06.551]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[01:44:06.891 --> 01:44:15.012]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[01:44:15.752 --> 01:44:19.793]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[01:44:20.373 --> 01:44:31.195]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[01:44:31.815 --> 01:44:40.838]  With continued legislation threatening the sale of nano silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[01:44:41.338 --> 01:44:46.380]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[01:44:46.760 --> 01:44:53.943]  Go to www.SilverLungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[01:44:54.263 --> 01:44:56.664]  That's www.SilverLungs.com.
[01:45:02.156 --> 01:45:05.780]  Hundreds of nations have fallen to tyranny in the last century alone.
[01:45:06.180 --> 01:45:09.184]  This is our last chance to not relive history.
[01:45:09.424 --> 01:45:14.209]  As they're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[01:45:14.229 --> 01:45:20.456]  We have tremendous influence on our president and Congress, and they really are calling the shots.
[01:45:20.616 --> 01:45:22.859]  I think it's incumbent upon all of us
[01:45:23.399 --> 01:45:23.679]  Tim Geithner?
[01:45:23.699 --> 01:45:23.919]  Bernanke?
[01:45:23.939 --> 01:45:24.500]  They're arsonists!
[01:45:24.520 --> 01:45:25.300]  They're asking for more matches!
[01:45:25.320 --> 01:45:26.961]  And the Congress is saying, who do we make the check out to?
[01:45:42.290 --> 01:45:46.212]  Today seems like nobody does care and right now in Washington D.C.
[01:45:46.672 --> 01:45:49.213]  we have seen a fall of the Republic.
[01:45:49.573 --> 01:45:58.676]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv
[01:46:00.799 --> 01:46:02.061]  Hi, this is Alex Jones.
[01:46:02.101 --> 01:46:07.448]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:46:07.689 --> 01:46:12.335]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:46:12.715 --> 01:46:17.762]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[01:46:18.283 --> 01:46:22.966]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:46:23.507 --> 01:46:25.428]  They call it a Survival Seed Bank.
[01:46:25.808 --> 01:46:30.431]  And it can produce an endless supply of nutrient-dense food for you and your family.
[01:46:30.611 --> 01:46:31.512]  And here's the best part.
[01:46:31.732 --> 01:46:34.514]  These seeds have not been genetically modified in any way.
[01:46:34.814 --> 01:46:38.096]  And you actually get enough seeds to plant a full acre crisis garden.
[01:46:38.416 --> 01:46:41.258]  So visit them today at survivalseedbank.com.
[01:46:41.619 --> 01:46:43.500]  That's survivalseedbank.com.
[01:46:43.840 --> 01:46:44.761]  Or give them a call at 877-327-0365.
[01:46:48.383 --> 01:46:50.546]  That's 877-327-0365.
[01:46:52.628 --> 01:46:57.153]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:46:57.473 --> 01:46:59.916]  This is Alex Jones for survivalseedbank.com.
[01:47:02.119 --> 01:47:08.926]  Coast to coast, direct from Austin, you're listening to the Alex Jones Broadcasting Network.
[01:47:14.177 --> 01:47:18.222]  Defending the Republic from enemies foreign and domestic.
[01:47:19.143 --> 01:47:20.585]  It's Alex Jones!
[01:47:23.035 --> 01:47:24.755]  I got about 20 phone calls here.
[01:47:24.775 --> 01:47:26.236]  I'm going to give each person about a minute.
[01:47:26.256 --> 01:47:29.597]  We'll get about 10 or 11 in during this segment.
[01:47:30.137 --> 01:47:34.418]  I meant to get into The Great Internet Wars Have Begun, an article by Kurt Nimmo and myself.
[01:47:34.918 --> 01:47:42.520]  I'll cover it more tomorrow on the weekday show because it isn't just about the internet and freedom of the web that's under attack.
[01:47:42.620 --> 01:47:50.822]  It's the entire technological infrastructure that's having backdoors and Trojan horses built into it.
[01:47:51.727 --> 01:47:53.669]  We're going to document that tomorrow, 11 a.m.
[01:47:53.709 --> 01:47:55.331]  Central, 12 noon Eastern.
[01:47:55.351 --> 01:47:59.315]  If you don't have a local AM or FM in your area, Infowars.com is the website.
[01:48:00.136 --> 01:48:01.818]  Nate in California, you're on the air.
[01:48:01.838 --> 01:48:04.300]  Hey Alex, how you doing buddy?
[01:48:04.381 --> 01:48:04.581]  Good.
[01:48:05.666 --> 01:48:08.068]  Yeah, so yeah, I'd like to talk about maybe the TV.
[01:48:08.088 --> 01:48:10.709]  I think that's a big problem, obviously.
[01:48:10.729 --> 01:48:17.274]  They sold it to us back when they first invented it as, you know, they'd have all wholesome shows on and it was good.
[01:48:17.294 --> 01:48:17.994]  We could trust it.
[01:48:18.454 --> 01:48:23.498]  And then now, if you look at it, it's obviously promoting 180 degree different.
[01:48:23.898 --> 01:48:26.380]  And I think that is where a huge problem
[01:48:26.840 --> 01:48:27.860]  But it's more than that.
[01:48:27.980 --> 01:48:32.122]  It puts people into a mesmerized, near-sleep state.
[01:48:32.162 --> 01:48:37.803]  It's a quasi-waking, sleeping, dream state, similar to hypnotism.
[01:48:39.624 --> 01:48:40.124]  Yeah, yeah, for sure.
[01:48:40.364 --> 01:48:47.826]  You realize the brainwaves overall, the average person is in a lower brainwave state than they were before television was invented.
[01:48:48.246 --> 01:48:50.087]  I mean, people are actually in a trance.
[01:48:50.127 --> 01:48:51.227]  That's why they won't listen to you.
[01:48:52.921 --> 01:48:53.681]  Yeah, but it's sad.
[01:48:53.821 --> 01:49:04.486]  One thing about Ron Paul, if I could, I believe he's the only one that is electable because, yeah, if Newt Gingrich or Romney gets in, he's only going to get the far extreme right.
[01:49:04.506 --> 01:49:10.268]  I mean, we need somebody like Ron Paul that's going to get a Democrat and an Independent and a Republican.
[01:49:10.768 --> 01:49:11.688]  Well, you're right.
[01:49:11.748 --> 01:49:12.369]  You're right, Nate.
[01:49:12.409 --> 01:49:17.011]  The polls show that Ron Paul does better than any other Republican candidate head-to-head.
[01:49:17.071 --> 01:49:19.772]  Gallup and others show this against Obama.
[01:49:20.652 --> 01:49:26.995]  But more than that, he's the only real candidate that isn't bought and paid for by the globalists.
[01:49:28.078 --> 01:49:37.542]  Right, yeah, no, I see that 100%, but I'm just trying, I try to tell that to new Gingrich supporters, you know, and all that kind of thing, but... Sure, I hear you, I'm gonna jump, good points.
[01:49:37.962 --> 01:49:52.389]  The average talk show host just repeats the talking point that Ron Paul can't win as a self-fulfilling prophecy and thinks that they're a winner because they go along with the propaganda that he can't win, and then when he doesn't win, they're satisfied and feel like they're winners.
[01:49:53.109 --> 01:49:59.313]  And that's a self-fulfilling prophecy of fraud, and Ron Paul's really freaked him out being in second place in most polls.
[01:50:00.074 --> 01:50:02.035]  The fact that he's basically bucked all that.
[01:50:02.655 --> 01:50:04.317]  But it's a manifestation of the awakening.
[01:50:04.357 --> 01:50:05.217]  Great points, Nate.
[01:50:06.218 --> 01:50:08.199]  Robbie in New York, you're on the air.
[01:50:09.260 --> 01:50:10.040]  Hey, how you doing, Alex?
[01:50:10.200 --> 01:50:10.441]  Good.
[01:50:10.461 --> 01:50:16.705]  Yeah, Newt Gingrich just kind of came out of nowhere last night, didn't he?
[01:50:17.535 --> 01:50:21.396]  Yeah, and it's funny, they put Paul down and forth as if somehow Santorum, Romney, and Gingrich all managed to beat him.
[01:50:21.416 --> 01:50:22.677]  I don't believe that for one second.
[01:50:46.894 --> 01:50:51.318]  Well, we've had top elections experts on and they say South Carolina is just fraud central.
[01:50:52.078 --> 01:50:52.278]  Yep.
[01:50:53.339 --> 01:51:13.155]  But one more thing, it looks like Issa, you know how he's a former ATF head, he's kind of acting like he's, you know, wants, he's trying to act like he's actually trying to get some answers, but at the same time, you know, he's trying to protect, you know, the past administration and whatnot.
[01:51:14.389 --> 01:51:22.096]  He's putting up a show that he's actually trying to prosecute these guys and at the same time he's not really doing anything about it, you know?
[01:51:22.376 --> 01:51:24.278]  I mean, I don't know.
[01:51:24.618 --> 01:51:26.079]  Well look, look, look, look.
[01:51:26.680 --> 01:51:29.643]  I said months before it was announced that
[01:51:31.207 --> 01:51:40.674]  Issa was going to have to basically stop his investigation because Fast and Furious, under other names, was going on under Bush, under Clinton.
[01:51:43.036 --> 01:51:46.919]  Iran-Contra wasn't the first time our government shipped guns out and drugs in.
[01:51:47.580 --> 01:51:51.463]  They shipped the guns out to the gangs to control the supply.
[01:51:51.983 --> 01:51:53.544]  It's $500 billion a year.
[01:51:54.105 --> 01:51:55.186]  The big banks launder it.
[01:51:55.226 --> 01:51:56.246]  The government brings it in.
[01:51:56.266 --> 01:52:00.690]  And the only people they shut down are the small cartels that don't launder their money through them.
[01:52:01.545 --> 01:52:02.786]  They made drugs illegal.
[01:52:02.906 --> 01:52:12.351]  Our government made drugs illegal in the 30s because alcohol prohibition had ended, and the corrupt government had made so much money off alcohol prohibition, they wanted something new.
