[00:00:13.131 --> 00:00:13.331]  I think.
[01:08:37.489 --> 01:08:39.410]  Hey, at least we took action with Bilderberg.
[01:08:39.450 --> 01:08:41.531]  They were very angry that we were boring them.
[01:08:41.551 --> 01:08:44.053]  You got it, and you kept that in the news.
[01:08:44.333 --> 01:08:48.135]  You did it single-handedly with the supporters behind you.
[01:08:48.215 --> 01:08:50.556]  Now, let's play this one back.
[01:08:51.076 --> 01:08:53.318]  All of a sudden, Alex Jones says,
[01:08:54.278 --> 01:09:00.194]  You know, I don't like the Bilderbergs, but, you know, the Council on Foreign Affairs, they're okay.
[01:09:01.417 --> 01:09:03.558]  What would your fans think about you?
[01:09:04.199 --> 01:09:08.362]  They would turn against me in a minute, and what if Ron Paul had been out leading things like that?
[01:09:08.402 --> 01:09:12.144]  There'd have been hundreds of thousands or millions, not a few thousand over the few days.
[01:09:12.544 --> 01:09:19.589]  And absolutely, I mean, I gotta say, it's the playing possum the last few months, and making nice in the debates with Romney.
[01:09:19.869 --> 01:09:23.371]  People said the fix was in six months ago, and I gotta say it is.
[01:09:23.431 --> 01:09:30.356]  And whoever convinced the Pauls to do this are political idiots, and you ought to fire their ass, or take credit for it.
[01:09:30.836 --> 01:09:34.997]  You have to take it by the... Nobody puts a gun to your head.
[01:09:35.617 --> 01:09:36.298]  Not a man.
[01:09:36.498 --> 01:09:37.938]  A man doesn't do those things.
[01:09:37.998 --> 01:09:39.459]  They stick by their principles.
[01:09:39.499 --> 01:09:40.679]  They stick by their word.
[01:09:41.079 --> 01:09:42.359]  That's what makes a man a man.
[01:09:42.840 --> 01:09:44.980]  Nobody can make me do anything.
[01:09:45.600 --> 01:09:48.401]  I can't be bought out, sold off, threatened.
[01:09:48.421 --> 01:09:51.522]  Yeah, if they come in and put a gun to my head, I'll say, I'm getting out of here.
[01:09:51.882 --> 01:09:55.083]  But other than that, no, nobody can make me say anything or do anything.
[01:09:55.143 --> 01:09:56.624]  I agree, but... Won't you?
[01:09:57.084 --> 01:09:57.604]  As I said,
[01:09:58.064 --> 01:10:06.211]  You becoming a member of the Council on Foreign Affairs is the equivalent of Ron Paul supporting Romney.
[01:10:06.591 --> 01:10:09.353]  You would lose all your credibility, all your faith.
[01:10:09.433 --> 01:10:10.614]  Exactly, exactly.
[01:10:10.654 --> 01:10:16.939]  Even if I wanted to sell out, which I wouldn't, I'm political savvy enough, and I'm not even that smart, to know that suicide.
[01:10:17.540 --> 01:10:18.961]  What the hell are they thinking?
[01:10:19.681 --> 01:10:22.444]  What they've done is they've killed the freedom movement.
[01:10:22.984 --> 01:10:24.645]  And that's what this movement was about.
[01:10:25.646 --> 01:10:30.570]  And that's what everybody put their necks on the lines and their feet on the ground for.
[01:10:31.090 --> 01:10:39.737]  And you were talking about, they have the military in place, as you well know, with the signing of the National Defense Authorization Act.
[01:10:40.117 --> 01:10:51.486]  It also repealed the Pase Comitatus Act of 1878, which now allows the military to come and occupy any city, village, state,
[01:10:51.886 --> 01:10:52.607]  You name it.
[01:10:52.627 --> 01:10:54.068]  Sure, Gerald, I'll just interrupt you.
[01:10:54.088 --> 01:10:55.309]  I just want to be clear here, though.
[01:10:55.349 --> 01:10:59.253]  I mean, I think they really hurt the Freedom Movement with Ron Paul's name on it.
[01:11:00.013 --> 01:11:06.539]  And I agree with you, they shouldn't throw somebody under the bus, an advisor, but they should come out and say how this thought process happened.
[01:11:06.859 --> 01:11:07.960]  They should clarify it.
[01:11:08.841 --> 01:11:10.062]  Or they're going to destroy themselves.
[01:11:10.082 --> 01:11:12.484]  But I don't think the Freedom Movement's dead.
[01:11:12.524 --> 01:11:14.366]  It's still growing because folks are upset.
[01:11:14.586 --> 01:11:16.488]  But I do think it's a serious blow.
[01:11:17.185 --> 01:11:18.606]  Well, no, I agree.
[01:11:18.666 --> 01:11:19.507]  No, it's going on.
[01:11:19.667 --> 01:11:20.127]  It's big.
[01:11:20.548 --> 01:11:23.250]  But Ron Paul was the titular head.
[01:11:23.910 --> 01:11:25.972]  He was the one that articulated it.
[01:11:26.492 --> 01:11:28.754]  He was the one that brought it into the public.
[01:11:28.994 --> 01:11:30.415]  Look, I learned a lot from Ron Paul.
[01:11:30.496 --> 01:11:35.479]  I have to tell you, I did not know that the Federal Reserve was a private
[01:11:36.502 --> 01:11:37.402]  I'm sorry, go ahead.
[01:12:00.053 --> 01:12:04.814]  It's very important, again, to watch how this unfolds over in Europe.
[01:12:05.574 --> 01:12:11.495]  It's also important, I urge everyone to spend a few minutes a day, and by the way, go to your site.
[01:12:11.855 --> 01:12:13.756]  Your site's one of my first hits in the morning.
[01:12:14.076 --> 01:12:18.437]  The information you're putting up there, you can't find most anyplace else.
[01:12:18.997 --> 01:12:24.438]  But also, I'm urging everyone to tune in to the Chinese news.
[01:12:24.838 --> 01:12:25.138]  Yes.
[01:12:25.639 --> 01:12:31.383]  It's the best propaganda outlet out there to really hear what's going on in China.
[01:12:31.724 --> 01:12:37.528]  It's almost comic book quality, but they really let you know about what they're thinking.
[01:12:37.709 --> 01:12:47.256]  And more importantly, they're covering issues around the world and putting film crews in places that you don't see, along with Russia today.
[01:12:47.737 --> 01:12:48.658]  But one other
[01:12:49.602 --> 01:12:53.128]  And people are going to flip out when I say this, but just hear me out.
[01:12:54.069 --> 01:12:56.252]  The World Socialist Website.
[01:12:57.663 --> 01:12:58.744]  WSWS.
[01:12:59.504 --> 01:13:10.530]  They have the most accurate reporting of any of the major issues from drone attacks to economy of anyone out there that I read.
[01:13:10.930 --> 01:13:11.911]  And I read a lot.
[01:13:12.431 --> 01:13:19.595]  I don't go along with the end of it where, and almost every one of them, if the workers of the world were in charge, everything would be okay.
[01:13:19.955 --> 01:13:23.177]  You know me, I'm a political atheist, so I don't buy into what the politics are.
[01:13:25.498 --> 01:13:31.282]  So what I'm saying to everyone now is that the world is collapsing financially.
[01:13:31.302 --> 01:13:35.524]  The systems are breaking apart geopolitically.
[01:13:36.225 --> 01:13:38.126]  We're ready for a climax.
[01:13:38.886 --> 01:13:46.491]  Stay tuned because we're going into the summer and that's the point I wanted to make.
[01:13:46.811 --> 01:13:49.793]  We're going into a vacation state of mind.
[01:13:50.393 --> 01:14:03.119]  When people are out of tune with what's going on, this is an important time to tune in nightly to sites like yours, to sites like mine, and these other sites that I mentioned.
[01:14:03.179 --> 01:14:04.559]  With different perspectives, I agree.
[01:14:04.839 --> 01:14:06.080]  This is a critical time.
[01:14:06.440 --> 01:14:10.002]  Historians say that more happens in a decade, sometimes it happens in the last hundred.
[01:14:10.302 --> 01:14:12.603]  We're entering a time of incredible change.
[01:14:12.623 --> 01:14:17.465]  Speaking of sites, there's two URLs that bring us there, but what's the best one to visit to find your site?
[01:14:18.416 --> 01:14:19.297]  Oh, Trends Journal.
[01:14:19.357 --> 01:14:20.598]  TrendsJournal.com.
[01:14:21.278 --> 01:14:24.962]  And by the way, Alex, you know, I do Trends in the News videos every day.
[01:14:25.702 --> 01:14:29.045]  And so we keep the people right up like what you're doing.
[01:14:29.525 --> 01:14:31.867]  But, you know, hours and for hours, subscribers as well.
[01:14:31.927 --> 01:14:36.051]  So, you know, we're on top of the news and ahead of the trends.
[01:14:36.471 --> 01:14:39.153]  Well, you certainly are, and we always appreciate your time.
[01:14:39.173 --> 01:14:48.401]  Gerald Solente, hopefully we don't let them pass all these internet censorship bills, but like you said, they ban free speech in Canada, in one state or province, people come out anyways.
[01:14:49.062 --> 01:14:50.903]  They may say government's God tomorrow.
[01:14:51.164 --> 01:14:52.645]  They may say we don't have speech.
[01:14:52.925 --> 01:14:53.426]  You know what?
[01:14:53.966 --> 01:14:57.609]  I am going to continue speaking, and it's always darkest before the dawn.
[01:14:57.629 --> 01:15:02.273]  They've got to show us how tyrannical they are before we fully wake up, and that awakening is happening.
[01:15:02.293 --> 01:15:02.874]  Closing comment.
[01:15:03.669 --> 01:15:11.073]  Yes, one thing also, our fine illustrator, Anthony Frida, just won a national award.
[01:15:12.154 --> 01:15:19.058]  Four out of five of the awards were given to him for the illustrations in the Trends Journal.
[01:15:19.439 --> 01:15:20.739]  So we're very pleased with that.
[01:15:20.899 --> 01:15:27.884]  And on another note, about me putting my mind and my money where my mouth and heart are, I just bought
[01:15:28.644 --> 01:15:38.959]  A piece of property, a stone building, a 1750 stone building on the most historic corner in the United States, right here in Kingston.
[01:15:39.280 --> 01:15:43.305]  The only place on each corner where there's a pre-revolutionary stone house.
[01:15:43.966 --> 01:15:45.027]  I bought one of them.
[01:15:45.307 --> 01:15:53.976]  This is where the first American Revolution began, and I'm starting the second, and doing my part, as you are, to start the second.
[01:15:54.036 --> 01:15:58.840]  An intellectual revolution, one of minds and brains, not bullets and bombs.
[01:15:59.481 --> 01:16:01.022]  And anyone could Google it up.
[01:16:01.403 --> 01:16:06.748]  It's called the Franz, F-R-A-N-Z, Rogan, R-O-G-G-E-N.
[01:16:07.128 --> 01:16:08.570]  The Franz Rogan House.
[01:16:09.170 --> 01:16:13.293]  I came back from Berlin and I've told you that I've been haunted by that visit.
[01:16:13.693 --> 01:16:23.540]  To see this grand nation of the Germans, the people of Goethe, Einstein, Bach, Beethoven, Wagner, be taken down by a two-bit freak.
[01:16:24.000 --> 01:16:29.043]  And I came back here and I said, I'm not gonna be taken down by these two-bit freaks.
[01:16:29.484 --> 01:16:38.810]  And so I decided on the spot, it was assigned for sale, and I, that was on, I came back and I bought it, and I closed on it within a month.
[01:16:39.350 --> 01:16:41.812]  That's how much I believe in this country.
[01:16:41.832 --> 01:16:54.923]  That's how much I believe in the people that have in their heart the freedom and liberty to live as free people and not under a dictatorship as we're living now.
[01:16:55.284 --> 01:16:56.805]  So that's my latest news.
[01:16:57.525 --> 01:17:01.169]  Well, beautifully said, Gerald, and I think what you just
[01:17:02.173 --> 01:17:03.934]  Imparted to us is you're all in.
[01:17:04.315 --> 01:17:09.418]  Instead of running like so many people are doing, you're gonna stand and fight.
[01:17:09.999 --> 01:17:10.980]  This is our country.
[01:17:11.060 --> 01:17:12.741]  It doesn't belong to the criminal banksters.
[01:17:13.081 --> 01:17:14.202]  They're not invincible.
[01:17:14.542 --> 01:17:15.643]  And you're all in.
[01:17:16.203 --> 01:17:17.524]  And I can see tears in your eyes.
[01:17:17.584 --> 01:17:18.645]  And I'm all in too.
[01:17:18.965 --> 01:17:20.547]  Let's commit together.
[01:17:21.167 --> 01:17:24.729]  To fight as long and hard as we can to restore this republic.
[01:17:24.769 --> 01:17:25.510]  We can't run.
[01:17:25.810 --> 01:17:28.432]  If we run, people say, oh Alex, I'm intimidated.
[01:17:28.452 --> 01:17:29.472]  They admit they're listening to us.
[01:17:29.733 --> 01:17:30.813]  Because they're criminals!
[01:17:31.354 --> 01:17:31.834]  You know what?
[01:17:31.974 --> 01:17:32.675]  They're doing that.
[01:17:32.775 --> 01:17:33.775]  That's an indictment.
[01:17:34.556 --> 01:17:36.497]  A confession by the government they're doing that.
[01:17:36.837 --> 01:17:38.478]  A confession that they're illegitimate.
[01:17:38.798 --> 01:17:39.859]  It doesn't scare me.
[01:17:39.999 --> 01:17:41.060]  We're the good guys.
[01:17:41.440 --> 01:17:44.522]  We stand for what this country was founded on and the light of the world.
[01:17:44.782 --> 01:17:48.485]  We've become this mountain of authoritarian crap
[01:17:49.005 --> 01:17:55.251]  And it's so good to see you saying, I'm committed, I'm staying, and that's it, because that's where the power's at.
[01:17:55.491 --> 01:17:59.495]  It's never selling out, never compromising, and it's good to know you're there, Gerald.
[01:18:00.151 --> 01:18:01.652]  Well, it's good to know you're there.
[01:18:02.012 --> 01:18:15.560]  And everyone, I urge everyone to find their dignity, their courage, their respect, and their integrity, and their passione, their passion, not to take crap from these people.
[01:18:15.840 --> 01:18:20.682]  There are many, many, many, many, many more of us than them.
[01:18:20.702 --> 01:18:24.885]  And if we stand united, we will defeat them.
[01:18:25.385 --> 01:18:42.376]  They are only a small minority of sociopaths and psychopaths, just like that little freak Hitler, just like that little freak Mussolini, and just like all these freaks on the presidential reality show.
[01:18:42.836 --> 01:18:45.279]  Don't let a freak rule you.
[01:18:45.860 --> 01:18:46.962]  Find your courage.
[01:18:47.182 --> 01:18:54.111]  I want to leave this earth knowing that I'm the person who I said I was and did what I said I would do.
[01:18:54.552 --> 01:18:55.513]  Wow, very well said.
[01:18:55.533 --> 01:18:57.516]  And that's what's sad about this move by Paul.
[01:18:57.536 --> 01:19:00.180]  I mean, the integrity and then to just see it.
[01:19:01.705 --> 01:19:05.429]  I mean, they better explain this was a mistake or misinterpret it now.
[01:19:05.569 --> 01:19:08.191]  If they don't, they're going to destroy themselves.
[01:19:08.231 --> 01:19:10.433]  Gerald Cilente, thank you so much for joining us.
[01:19:10.834 --> 01:19:11.294]  Thank you.
[01:19:12.255 --> 01:19:12.515]  Wow.
[01:19:12.676 --> 01:19:16.639]  Well, that's probably some of the most powerful TV we've ever done, and that's what it's all about.
[01:19:16.679 --> 01:19:20.243]  I've had to have those discussions with my wife, who's very smart, lived around the world.
[01:19:20.283 --> 01:19:26.308]  She lives in Italy, Spain, and France, is the child of a diplomat growing up, saw a lot of stuff, and she's like, this is tyranny.
[01:19:27.109 --> 01:19:28.250]  You know, we've got to get out of here.
[01:19:28.350 --> 01:19:30.591]  And I've explained to her, there's nowhere to run.
[01:19:31.172 --> 01:19:32.432]  There's nowhere to run.
[01:19:32.472 --> 01:19:34.233]  We cannot have the spirit.
[01:19:34.253 --> 01:19:35.254]  Of course, she's got a lot of courage.
[01:19:35.494 --> 01:19:36.395]  She gets the death threats.
[01:19:36.975 --> 01:19:39.436]  And they call up and tell her, we just heard what you were talking about to your mom.
[01:19:39.456 --> 01:19:40.437]  We're going to cut your head off.
[01:19:40.497 --> 01:19:42.138]  I mean, that's who runs this government.
[01:19:42.158 --> 01:19:44.880]  They're wiretapping us, and they call my wife and threaten her.
[01:19:45.420 --> 01:19:47.181]  I mean, this is real, folks.
[01:19:47.241 --> 01:19:48.362]  This is real evil.
[01:19:48.782 --> 01:19:53.525]  And to watch these cowards in government that Gerald was talking about in closing, and I'm going to say bye to you after the show, Gerald.
[01:19:54.878 --> 01:20:01.524]  To watch these cowards sit there and use our military and our police and turn them against us to carry out this tyranny.
[01:20:01.624 --> 01:20:03.145]  It is the ultimate abomination.
[01:20:03.526 --> 01:20:05.608]  I'll see you back this Sunday 4 to 6 p.m.
[01:20:05.648 --> 01:20:06.168]  Lord willing.
[01:20:06.509 --> 01:20:10.993]  Central Standard Time at InfoWars.com and back on Monday 11 a.m.
[01:20:11.053 --> 01:20:11.393]  Central.
[01:20:11.753 --> 01:20:12.614]  on the radio show.
[01:20:12.654 --> 01:20:13.615]  Great job with the crew.
[01:20:13.975 --> 01:20:15.917]  Get my message to Ron Paul out to him.
[01:20:16.117 --> 01:20:21.361]  By the time you see this on television, we're going to be posting it at YouTube and at InfoWars.com.
[01:20:21.581 --> 01:20:25.604]  Let's bring the message of liberty back to Ron Paul and his son, the Senator Rand Paul.
[01:20:25.905 --> 01:20:27.206]  I'm Alex Jones, signing off.
