[00:00:01.169 --> 00:00:01.309]  I think.
[01:33:20.592 --> 01:33:24.876]  Then there is the money, banking, financial part of it.
[01:33:25.276 --> 01:33:34.203]  And then you have these politicians worldwide, whether it's in France, or if it's in Germany, or if it's in the UK, or if it's in Australia, or here.
[01:33:36.585 --> 01:33:37.986]  People are talking about Bilderberg.
[01:33:38.266 --> 01:33:39.187]  It's a club.
[01:33:39.607 --> 01:33:41.589]  It's a global club.
[01:33:41.689 --> 01:33:43.831]  And the victims are the people of the world.
[01:33:43.951 --> 01:33:44.711]  I mean, it's not like,
[01:33:46.303 --> 01:33:52.129]  Of course, some are far worse victims than in far worse situations than we are.
[01:33:52.229 --> 01:34:01.799]  Because, you know, to turn on the TV, one girl, American girl or boy, baby, child is lost or taken away or abducted or killed.
[01:34:01.819 --> 01:34:02.920]  I mean, it's heartbreaking.
[01:34:03.340 --> 01:34:07.084]  We are airing it for months and
[01:34:07.708 --> 01:34:12.209]  They go, take the drone out there, drop in there, and go take a look at the pictures.
[01:34:12.229 --> 01:34:15.690]  The ones that Mainstream will never, ever, EVER publish.
[01:34:16.070 --> 01:34:16.891]  EVER publish.
[01:34:17.231 --> 01:34:18.491]  Since Vietnam, they haven't.
[01:34:18.811 --> 01:34:21.592]  They haven't been publishing our victims' pictures.
[01:34:21.912 --> 01:34:27.034]  And these charcoaled kids, not once a month, every single day, OK?
[01:34:28.567 --> 01:34:30.328]  Put those, show those on TV.
[01:34:30.969 --> 01:34:34.611]  When we say, oh, we had three drone attacks and we killed three Al-Qaedas.
[01:34:35.231 --> 01:34:37.633]  I'm like, OK, how do you determine these are Al-Qaeda?
[01:34:37.653 --> 01:34:39.594]  Do they carry IDs, badges?
[01:34:40.234 --> 01:34:42.416]  Oh, we got two more Al-Qaeda here.
[01:34:42.456 --> 01:34:43.396]  Yo, add it there.
[01:34:43.577 --> 01:34:45.498]  Is that how they determined they were Al-Qaeda?
[01:34:45.618 --> 01:34:51.262]  Or before they shoot them, this guy walking around waving Al-Qaeda flag, wearing Al-Qaeda badge.
[01:34:51.462 --> 01:34:51.842]  Come on.
[01:34:52.813 --> 01:34:56.274]  Who says these people that we are killing three of them were Al-Qaeda?
[01:34:56.354 --> 01:34:56.735]  Prove it!
[01:34:56.755 --> 01:34:57.675]  You never see that.
[01:34:57.995 --> 01:35:01.617]  When you read newspapers, I wrote a piece about this on Boiling Frost Post.
[01:35:02.337 --> 01:35:04.918]  Every day we are killing so many, so many Al-Qaeda's.
[01:35:04.958 --> 01:35:06.298]  Who says they are Al-Qaeda?
[01:35:06.539 --> 01:35:09.480]  Mainstream media seeks what kind of evidence, okay?
[01:35:10.000 --> 01:35:11.300]  What makes them Al-Qaeda?
[01:35:11.901 --> 01:35:13.781]  And all those little babies, children?
[01:35:14.162 --> 01:35:15.402]  Just count the numbers.
[01:35:15.482 --> 01:35:17.283]  Show them every day to the American people.
[01:35:17.323 --> 01:35:22.065]  Well listen, Seibel, I have talked to high-level people at CNN and Fox.
[01:35:23.618 --> 01:35:25.440]  As well as MSNBC over the years.
[01:35:26.360 --> 01:35:29.483]  And they've told me it's exactly like you say.
[01:35:29.844 --> 01:35:31.825]  Talk to high-level people.
[01:35:31.985 --> 01:35:38.411]  They tell them, listen, you want to pay for your kids, you want your million dollars a year, shut up and don't criticize the system.
[01:35:38.431 --> 01:35:41.033]  And when they do stuff, you laugh about it and act like you like it.
[01:35:41.354 --> 01:35:43.476]  Or you can get your stuff and your contract's gone.
[01:35:44.356 --> 01:35:45.597]  And they point-blank tell them.
[01:35:45.978 --> 01:35:50.382]  I mean, the ruling class and even the mid-level minions
[01:35:51.514 --> 01:35:55.775]  They, a lot of them, they know what it is, and they've just decided, well, okay, we'll do it.
[01:35:56.115 --> 01:35:57.355]  But they don't understand history.
[01:35:58.235 --> 01:36:12.878]  Then the worst of the worst compete and get in control, and it becomes a synthesis of pure evil, and pretty soon the worst of the worst are in, and every culture does this, from the Aztecs to the Babylonians to the Nazi Germans to the Communists.
[01:36:13.018 --> 01:36:17.759]  Every culture, when this corruption thing happens, it rolls downhill until
[01:36:19.286 --> 01:36:23.927]  They're ordering the firstborn young to be given to the government as an act of fealty to be sacrificed.
[01:36:23.967 --> 01:36:28.448]  I mean, most cultures, the government would order your firstborn killed as an exercise of power.
[01:36:29.008 --> 01:36:33.449]  I mean, that's what human sacrifice was, was just a raw exercise of power by the priest class.
[01:36:33.929 --> 01:36:35.069]  And that's what this is.
[01:36:35.089 --> 01:36:43.491]  I mean, it is... I've studied so much history and anthropology and sociology and archaeology and primitive cultures and
[01:36:45.266 --> 01:36:47.367]  When humans go bad, we really go bad.
[01:36:47.508 --> 01:36:48.989]  And a new dark age is here.
[01:36:49.709 --> 01:36:56.736]  And it's whistleblowers that have the light of liberty in their hearts and minds and eyes, C-Bell, that are going to lead us out of this.
[01:36:56.876 --> 01:37:01.380]  And I hope and pray your courage is an example to others, because we have nothing to lose.
[01:37:01.880 --> 01:37:04.661]  There is no future for our children if we don't beat this.
[01:37:05.182 --> 01:37:09.244]  So just commit to it, own it, love it, stand up, and you'll truly be alive.
[01:37:09.664 --> 01:37:16.427]  I bet, Seibel, even though you've been through all this persecution, that you feel more alive than you ever have before.
[01:37:16.487 --> 01:37:18.388]  Now, I'm throwing that out there because I know I do.
[01:37:18.408 --> 01:37:22.370]  I mean, compare to yourself, say, 11 years ago.
[01:37:23.370 --> 01:37:24.631]  What type of person are you now?
[01:37:26.621 --> 01:37:31.585]  Despite all the sufferings and everything, I believe today I'm a stronger person.
[01:37:31.985 --> 01:37:34.007]  Some people would call me more cynical.
[01:37:34.167 --> 01:37:37.290]  I would call myself more realist, okay?
[01:37:37.330 --> 01:37:37.970]  More alive!
[01:37:39.011 --> 01:37:39.772]  More alive!
[01:37:39.792 --> 01:37:40.312]  More awake!
[01:37:41.413 --> 01:37:41.713]  It is!
[01:37:41.893 --> 01:37:50.100]  And one other thing, you know, and this is one of the things I tell people who accuse me of being unpatriotic, saying things like this, criticizing U.S.
[01:37:50.140 --> 01:37:50.600]  government.
[01:37:51.101 --> 01:37:56.265]  I say, you know, today if they were around, let's say if we had Thomas Jefferson,
[01:37:56.857 --> 01:37:58.277]  He would be on no-fly list.
[01:37:58.878 --> 01:38:04.479]  He would be one of the first to be picked up under NDAA and placed in Guantanamo.
[01:38:04.799 --> 01:38:12.601]  You know, just like, uh, you know, what you're talking about, Ron Paul, Thomas Jefferson would be considered domestic terrorist.
[01:38:13.221 --> 01:38:20.903]  That's the kind of a government... No, no, no, I have FEMA on video teaching police that Thomas Jefferson and George Washington and Benjamin Franklin were bad.
[01:38:21.303 --> 01:38:23.984]  They actually say to cops with a straight face.
[01:38:26.024 --> 01:38:32.950]  And I've given the number out when I've played that video on the radio and TV and unlimited police calling to go, yeah, we got that exact training.
[01:38:33.250 --> 01:38:40.356]  They sit there and they're watching the cops to see who says that's wrong and putting them on a list and they don't get promoted.
[01:38:40.736 --> 01:38:44.640]  If you don't hate George Washington, you don't get promoted in the police force now.
[01:38:45.020 --> 01:38:45.440]  I'm not kidding!
[01:38:45.460 --> 01:38:46.441]  I have a whistleblower.
[01:38:46.561 --> 01:38:48.883]  I have a whistleblower air marshal, okay?
[01:38:49.563 --> 01:38:55.708]  And he said it's part of the policy there for air marshals, and it's for the rest of TSA, but he knows about air marshals.
[01:38:56.248 --> 01:39:02.172]  If they indicate that they are libertarians, they are there for libertarian party, they are not granted clearance.
[01:39:02.433 --> 01:39:11.399]  They make other excuses not to give them, but they say, and this is the Department of Homeland Security, those who believe in libertarian parties are terrorist anarchists.
[01:39:11.579 --> 01:39:13.140]  Again, you just dropped a bombshell here.
[01:39:13.160 --> 01:39:14.580]  We always think of discrimination as sexual or racial.
[01:39:28.328 --> 01:39:29.890]  Get this air marshal on your show.
[01:39:30.231 --> 01:39:31.693]  I believe I can persuade him.
[01:39:32.013 --> 01:39:33.455]  Decorated veteran.
[01:39:33.796 --> 01:39:35.959]  He's been, you know, before with the military.
[01:39:35.979 --> 01:39:37.280]  He got disgusted.
[01:39:37.380 --> 01:39:43.589]  He got out about a year and a half ago and he is a little L libertarian, not the
[01:39:43.609 --> 01:39:46.331]  Let's get him on next week, because I was just going to make the point.
[01:39:46.391 --> 01:39:50.613]  We think of, and the media harps on, discrimination is racial or religious or sexual, and sure, all that goes on.
[01:39:50.633 --> 01:39:51.173]  Instead of thinking,
[01:40:09.884 --> 01:40:26.949]  Okay, Obama shut down coal power plants that his buddies didn't own, but he gave waivers to General Electric, or he gave waivers to 2,000 companies to not get health insurance for their employees, but a little hamburger shack that can't afford it, they have to and go out of business.
[01:40:27.429 --> 01:40:29.730]  That's the real discrimination, and I've been told that.
[01:40:30.510 --> 01:40:33.393]  But that's a big national surprise that needs to come out.
[01:40:33.813 --> 01:40:38.797]  That if you're a libertarian, or you're a Ron Paul supporter, you don't get clearance, you don't get the job.
[01:40:38.837 --> 01:40:40.619]  They use that national security state.
[01:40:40.859 --> 01:40:45.643]  And now they're saying, if they put you on a no-fly list, no judge, no jury, that you won't be able to buy a gun.
[01:40:45.964 --> 01:40:50.547]  I mean, the national security tyranny isn't just going to let the crooks do what they want now.
[01:40:50.948 --> 01:40:53.070]  Now they're going to tell us in the national security state,
[01:40:53.570 --> 01:40:54.791]  We can't leave the U.S.
[01:40:54.871 --> 01:40:55.712]  We can't fly.
[01:40:55.992 --> 01:40:56.953]  We can't have a job.
[01:40:56.993 --> 01:40:57.753]  We can't travel.
[01:40:58.134 --> 01:41:01.737]  It's not just going to be the feds that get blackballed if they're not tyrants.
[01:41:02.217 --> 01:41:03.918]  It's the general public, Seibel.
[01:41:05.099 --> 01:41:06.220]  It certainly is.
[01:41:06.741 --> 01:41:10.184]  And, you know, one of the other examples I like to give people is...
[01:41:12.629 --> 01:41:16.051]  We had, I would complain about TSA, write about it.
[01:41:16.551 --> 01:41:20.333]  And remember that lady, that old lady whose diaper had to be removed?
[01:41:20.373 --> 01:41:21.333]  She was humiliated.
[01:41:21.373 --> 01:41:23.014]  You remember that case, right, Alex?
[01:41:23.594 --> 01:41:34.820]  And I tell people, I bet you, one day, one hour before that incident happened, that lady, if she would have heard me talk about it, or you, Alex, would have said, oh, well, we had a terrorist attack.
[01:41:34.860 --> 01:41:37.421]  These men, young men, are doing their jobs.
[01:41:37.981 --> 01:41:39.402]  Until it happened to her.
[01:41:40.396 --> 01:41:44.958]  And then she stood up and she said, this is tyranny, this is despicable, this is humiliating.
[01:41:46.299 --> 01:41:52.242]  Do we have to wait for these things to happen to every single one or majority of our people?
[01:41:52.282 --> 01:41:56.244]  Can't we just watch others and say, that's like happening to me or to my kid?
[01:41:56.585 --> 01:41:58.946]  Why do we have to wait until it happens to us?
[01:41:59.738 --> 01:42:00.078]  You're right.
[01:42:00.098 --> 01:42:06.946]  This has been an epic discussion and I want to have you back and I'd love to have you on via Skype and then the other guy on the phone or both of you on Skype.
[01:42:06.986 --> 01:42:11.311]  I would love to have that whistleblower on and other whistleblowers you'd like to bring forward because I'm not scared.
[01:42:11.832 --> 01:42:13.293]  Not because I'm a tough guy.
[01:42:13.654 --> 01:42:14.475]  I've studied history.
[01:42:15.055 --> 01:42:18.998]  I'm scared of giving in to these people and the world they're going to create for everybody.
[01:42:19.419 --> 01:42:22.401]  And we only have the liberties we have because people fought hard for them.
[01:42:23.042 --> 01:42:25.604]  And I know there's good people in the government and corporate America.
[01:42:25.664 --> 01:42:26.525]  I know they're everywhere.
[01:42:26.885 --> 01:42:30.188]  Sometimes I paint with a broad brush because the system itself is broken.
[01:42:30.728 --> 01:42:35.212]  And I'm tired of saying, oh, well, there's some good people and there's some bad or good apples, bad apples.
[01:42:35.432 --> 01:42:36.753]  The bad apples are all at the top.
[01:42:37.114 --> 01:42:38.014]  So the whole system
[01:42:38.795 --> 01:42:43.764]  Has been taken over and now Newsweek and Times say the Constitution's bad and it did this.
[01:42:43.825 --> 01:42:49.375]  No, we got rid of it and we didn't defend it and we let them eat little holes in it because oh, just a little bit.
[01:42:49.615 --> 01:42:50.377]  Now it's all gone.
[01:42:51.665 --> 01:42:53.547]  It's running like blood out of us.
[01:42:53.607 --> 01:42:54.829]  This country is going into shock.
[01:42:54.849 --> 01:42:55.470]  We're dying.
[01:42:55.590 --> 01:42:56.851]  And this is an epic moment.
[01:42:56.871 --> 01:43:01.256]  We've got to stand up and say no or we're going to lose everything.
[01:43:01.316 --> 01:43:04.399]  The criminal element is robbing everything.
[01:43:04.820 --> 01:43:10.746]  They seek in their own words a post-industrial world where they use poverty as a tool of control.
[01:43:10.806 --> 01:43:11.207]  This is
[01:43:11.767 --> 01:43:15.309]  This is scientifically deployed and developed evil.
[01:43:15.329 --> 01:43:16.570]  They admit it in their own words.
[01:43:16.950 --> 01:43:25.135]  The think tanks, you know, write this stuff like we're not reading it, because the general public is asleep, mesmerized in this false paradigm.
[01:43:25.855 --> 01:43:27.516]  But there can be a chain reaction.
[01:43:27.576 --> 01:43:33.139]  It's already begun through people like you, Seibel, and others, and we're going to continue it, and your courage is a beacon.
[01:43:33.419 --> 01:43:34.640]  Two-minute closing comment.
[01:43:35.489 --> 01:43:44.372]  Well, you basically cited the reason of why, after all these years, I decided to challenge the government and come out and write this book, Classified Woman.
[01:43:44.793 --> 01:43:48.514]  I wrote it, I challenged not only the government, I'm still challenging them.
[01:43:48.814 --> 01:43:57.318]  I challenged the establishment, the 1%, the corporate, mega corporate publishers, and right now I'm challenging the mainstream media and the quasi-alternative.
[01:43:57.618 --> 01:44:03.500]  You were gracious to give me the forum and let me talk about these issues, tell people about
[01:44:03.860 --> 01:44:10.806]  This case about what it means to our country, about classified women, the book, and they're watching you, Alex.
[01:44:10.986 --> 01:44:24.078]  I think a lot of people, those quasi's, they are currently outraged because they wanted this, like many other issues, many other cases, to just die down, go unnoticed.
[01:44:24.500 --> 01:44:27.322]  So they can go and sell these fantasies to people.
[01:44:27.402 --> 01:44:29.783]  All these baloney fantasies.
[01:44:30.243 --> 01:44:31.624]  So you're challenging.
[01:44:31.644 --> 01:44:33.225]  You've been challenging them every day.
[01:44:33.545 --> 01:44:34.926]  I wrote this book to challenge them.
[01:44:35.066 --> 01:44:39.288]  I am challenging people who get this book, Classified Woman, and read it.
[01:44:40.609 --> 01:44:41.809]  You're getting directly from me.
[01:44:41.969 --> 01:44:46.372]  There are no other publishers, there are no corporate, there is nothing.
[01:44:46.512 --> 01:44:48.673]  It's an independent publishing.
[01:44:48.733 --> 01:44:49.233]  It's from me.
[01:44:49.513 --> 01:44:50.274]  It's the truth.
[01:44:50.374 --> 01:44:51.394]  It's nothing but the truth.
[01:44:51.434 --> 01:44:53.035]  That's why the government doesn't want it.
[01:44:53.475 --> 01:44:57.157]  By reading it, by telling other people about it, you are challenging it.
[01:44:57.638 --> 01:44:58.178]  And as
[01:44:58.940 --> 01:45:02.703]  Alex, you have been telling people we can't sit and wait.
[01:45:02.803 --> 01:45:04.183]  It's good to like Gandhi.
[01:45:04.264 --> 01:45:05.024]  I like Gandhi.
[01:45:05.084 --> 01:45:05.985]  We can do yoga.
[01:45:06.025 --> 01:45:07.145]  We can do deep breathing.
[01:45:07.586 --> 01:45:10.888]  But these are the drastic times.
[01:45:11.548 --> 01:45:15.071]  And we need to really, really get up and take action.
[01:45:15.471 --> 01:45:18.453]  And don't say it's futile.
[01:45:18.493 --> 01:45:19.814]  Don't say there are two candidates.
[01:45:20.114 --> 01:45:22.715]  Don't say there are candidates that are not winnable.
[01:45:23.016 --> 01:45:26.318]  Don't say that because when you say it, that's when they win.
[01:45:27.145 --> 01:45:32.213]  I don't care if that candidate, the third party candidate or the third person, the independent one, gets 18%.
[01:45:33.846 --> 01:45:34.887]  It gets votes.
[01:45:35.227 --> 01:45:37.728]  Maybe this time that person will get 20 percent.
[01:45:38.089 --> 01:45:40.670]  And that may be the cause for next time to get 40.
[01:45:40.730 --> 01:45:41.050]  Do it.
[01:45:41.090 --> 01:45:42.171]  Don't be futile.
[01:45:42.551 --> 01:45:43.572]  It's not futile.
[01:45:43.712 --> 01:45:46.974]  If most people get up and do it, then it won't be futile.
[01:45:47.154 --> 01:45:48.015]  That's my closing statement.
[01:45:48.035 --> 01:45:48.555]  You're right.
[01:45:48.915 --> 01:45:49.415]  You're right.
[01:45:49.836 --> 01:45:50.396]  Absolutely.
[01:45:50.456 --> 01:45:51.977]  Resistance is victory.
[01:45:51.997 --> 01:45:57.680]  And as Mark Twain said in the beginning, a patriot is a scarce man, hated, scorned and feared.
[01:45:57.741 --> 01:45:59.522]  But in time, when his cause succeeds,
[01:46:00.222 --> 01:46:04.123]  That Tim had joined him because then it costs nothing to be a patriot.
[01:46:04.504 --> 01:46:06.584]  And you are somebody doing it when it costs a lot.
[01:46:06.684 --> 01:46:13.607]  So she is a patriot to the human race and to truth and to the incredible things these criminals are doing.
[01:46:13.927 --> 01:46:15.388]  People are waking up to the drug war.
[01:46:15.428 --> 01:46:17.808]  Even Pat Robertson says he criminalized drugs now.
[01:46:19.690 --> 01:46:34.345]  Humanity will move against these tyrants, and as all of us who are small do small things or big things like you're doing and I'm doing or others are doing, it comes together and creates a tsunami of unstoppable information, and that's happening now.
[01:46:34.686 --> 01:46:41.033]  Believe me, you say your neighbors don't know who you are, but that's because you've been in mainstream media mainly over the years as little snippets.
[01:46:42.287 --> 01:46:46.170]  With what I've done, at the level I've reached, it's not, oh, I'm bragging, I'm big.
[01:46:46.870 --> 01:46:48.291]  Believe me, the system knows how big we are.
[01:46:48.331 --> 01:46:52.214]  They try to ignore it, and that's fine, because that's a badge of honor for us.
[01:46:52.574 --> 01:46:55.496]  But I go out in public anywhere in the world now, anywhere.
[01:46:56.693 --> 01:47:02.356]  And it's not one out of ten people saying hi to me like it used to be, it's one out of two or three.
[01:47:04.517 --> 01:47:05.618]  But they all feel alone.
[01:47:05.638 --> 01:47:16.784]  I mean, I went to the Texas beach, and I'm not even on that many stations in Texas, even though I live here, and it's what happens in other parts of the country too, for Mother's Day with my parents to camp out.
[01:47:17.444 --> 01:47:20.707]  And the car parked to our left was listeners, and the car parked to our right.
[01:47:21.007 --> 01:47:24.530]  And people driving by would see me with my children in the surf and pull over.
[01:47:24.971 --> 01:47:28.554]  And the park rangers knew who I was.
[01:47:29.214 --> 01:47:32.277]  And again, that shows.
[01:47:32.317 --> 01:47:35.139]  But one group was awake, the other group were tyrants, and I think were harassing us.
[01:47:35.159 --> 01:47:38.122]  But the point is, is that there's a war going on.
[01:47:38.562 --> 01:47:42.885]  And every little thing we do is bullets downrange in the info war.
[01:47:42.925 --> 01:47:44.746]  So I tell people, just start fighting.
[01:47:45.026 --> 01:47:46.628]  You see tyranny, speak out against it.
[01:47:46.648 --> 01:47:47.168]  Call it out.
[01:47:48.048 --> 01:47:52.011]  And when people try to ninny at you or peck at you to shut up, get in their face.
[01:47:52.151 --> 01:47:56.174]  This is a time to be aggressive and to be confident and to be focused.
[01:47:56.414 --> 01:48:01.858]  C-Bell Edmonds, thank you so much and thank you for challenging their gag order and putting your book out.
[01:48:02.622 --> 01:48:04.184]  Thank you, greatly appreciated.
[01:48:04.705 --> 01:48:05.486]  Wow, amazing.
[01:48:05.726 --> 01:48:06.047]  Thank you.
[01:48:06.067 --> 01:48:09.131]  We'll have to get her back on in the near future.
[01:48:09.692 --> 01:48:13.958]  We're going to go to break and come back with the cartridge box.
[01:48:14.058 --> 01:48:15.240]  You know, there's many ways to vote.
[01:48:15.260 --> 01:48:16.161]  There's a ballot box.
[01:48:16.201 --> 01:48:18.144]  There's the cartridge box, the grand jury box.
[01:48:19.472 --> 01:48:27.457]  And the globalists just tamper with the computer boxes, but we're going to come back and give you a journey into the fun side of the Second Amendment.
[01:48:27.837 --> 01:48:28.998]  I like gun shows on TV.
[01:48:29.018 --> 01:48:34.501]  I don't watch a lot of TV, but I like watching some of them, and I watch stuff on YouTube, all the shooter enthusiasts.
[01:48:35.281 --> 01:48:46.087]  So we're going to come back with my idea of that right after this quick break, and then that will conclude this marathon edition of InfoWars Nightly News.
[01:48:46.127 --> 01:48:46.728]  Don't forget,
[01:48:48.191 --> 01:48:49.012]  She's under attack.
[01:48:49.032 --> 01:48:49.972]  Get her book and support her.
[01:48:50.352 --> 01:48:51.073]  We're under attack.
[01:48:51.093 --> 01:48:52.654]  I don't even get into how we're under attack.
[01:48:53.074 --> 01:48:59.118]  But believe me, we're under financial attack, a lot of other attacks, and it only makes us stronger, quite frankly.
[01:48:59.138 --> 01:49:01.859]  It only makes me get up earlier in the morning and work harder and know how real this is.
[01:49:01.899 --> 01:49:04.041]  I was going to mention SheBell, but I forgot to do it.
[01:49:04.481 --> 01:49:08.664]  You know, when the government calls up and tells you what your wife was just telling you and threatens you,
[01:49:09.344 --> 01:49:10.324]  And goes, yeah, that's right.
[01:49:10.965 --> 01:49:11.925]  We're listening to you, punk.
[01:49:12.565 --> 01:49:14.646]  Or they call your wife up and say, I see your dog in the backyard.
[01:49:14.666 --> 01:49:15.747]  Can't wait to cut your head off.
[01:49:16.867 --> 01:49:19.128]  I mean, this has happened before in front of my crew.
[01:49:19.729 --> 01:49:22.710]  Like when I was at Bilderberg four years ago, same place they're about to have it in Chantilly.
[01:49:22.990 --> 01:49:23.710]  It had just ended.
[01:49:25.051 --> 01:49:28.832]  We were over there, you know, eating dinner before we got on the airplane.
[01:49:29.153 --> 01:49:32.514]  And I was talking to my wife about her family member in the hospital.
[01:49:32.534 --> 01:49:32.594]  And
[01:49:35.871 --> 01:49:44.740]  It was a private conversation, and then she called back three minutes later, very upset, and they were talking about her family member hoping he died and stuff, and going, yeah, we're listening to you.
[01:49:45.481 --> 01:49:48.684]  I mean, that's who works for this government at the higher levels.
[01:49:49.285 --> 01:49:52.047]  And I know it was all the guys that I'd just seen as their security detail.
[01:49:52.908 --> 01:49:53.408]  They were U.S.
[01:49:53.448 --> 01:49:54.229]  Government State Department.
[01:49:54.749 --> 01:49:59.151]  They think calling up and being mean to an American citizen, a journalist's wife, is cool.
[01:49:59.351 --> 01:50:04.074]  Listen, buddy, all you did was give me massive Energon cubes.
[01:50:04.094 --> 01:50:04.794]  You understand that?
[01:50:05.374 --> 01:50:06.775]  All you did was give me fuel.
[01:50:06.875 --> 01:50:07.955]  All you did was recommit.
[01:50:08.556 --> 01:50:10.717]  All the stuff, that's not, there's a hundred other stories.
[01:50:11.137 --> 01:50:12.938]  All of that only lets me know how real it is.
[01:50:13.238 --> 01:50:14.759]  Believe me, folks, this stuff is real.
[01:50:15.379 --> 01:50:15.680]  Okay?
[01:50:16.161 --> 01:50:17.804]  This is so real, I can't even explain it to you.
[01:50:17.824 --> 01:50:18.705]  These are bad people.
[01:50:19.086 --> 01:50:21.951]  And the little minions think it's cute to call up and tell somebody's wife, stuff like that.
[01:50:22.533 --> 01:50:24.356]  People that call up and threaten to cut her head off, stuff like that.
[01:50:24.777 --> 01:50:27.141]  Folks, do you want your kids growing up in a country like this?
[01:50:28.203 --> 01:50:29.624]  I know, you don't care, you're a mercenary.
[01:50:29.944 --> 01:50:32.646]  But there's a lot of people in the system who aren't bad.
[01:50:32.966 --> 01:50:35.727]  You feel bad when you're part of this for a reason.
[01:50:35.767 --> 01:50:37.208]  It's not good for humanity.
[01:50:38.129 --> 01:50:45.373]  I see so many cases now where cops, or retired cops, have their sons and daughters tasered or beaten to death for no reason by police.
[01:50:45.433 --> 01:50:47.014]  Folks, all this comes back on you.
[01:50:48.211 --> 01:50:49.672]  All this stuff's gonna come back on you.
[01:50:50.193 --> 01:50:52.155]  You don't have to wait to die to be judged.
[01:50:52.655 --> 01:50:53.776]  You can debate all that all day.
[01:50:53.877 --> 01:50:54.857]  I've learned one thing.
[01:50:55.618 --> 01:50:57.040]  What you do comes back on you.
[01:50:57.840 --> 01:50:59.262]  What you do comes back on you.
[01:50:59.842 --> 01:51:01.144]  And you can call that God-fearing.
[01:51:01.164 --> 01:51:02.725]  It's like you feel the universe looking at you.
[01:51:03.045 --> 01:51:04.387]  You know when something's not good.
[01:51:04.887 --> 01:51:06.309]  You gotta go with that conscience.
[01:51:07.109 --> 01:51:07.430]  Okay?
[01:51:07.530 --> 01:51:09.111]  That's your inner compass.
[01:51:09.832 --> 01:51:11.433]  The globalists want you rudderless.
[01:51:11.754 --> 01:51:12.474]  Don't be rudderless.
[01:51:13.166 --> 01:51:14.987]  We're going to come back and have some fun.
[01:51:15.347 --> 01:51:16.648]  I'll tell you, this is spectacular.
[01:51:16.828 --> 01:51:17.889]  This is spectacular.
[01:51:18.149 --> 01:51:19.129]  First half's powerful.
[01:51:19.430 --> 01:51:21.431]  Second half, spectacular.
[01:51:22.386 --> 01:51:23.327]  Fifteen-day free trial.
[01:51:23.367 --> 01:51:24.408]  PrisonPlanet.tv.
[01:51:24.428 --> 01:51:25.408]  You put fuel in our tank.
[01:51:25.429 --> 01:51:26.229]  Help us be strong.
[01:51:26.609 --> 01:51:34.156]  Help the crew be strong and be financially secure so they can work hard and just work hard for liberty, work hard for ourselves, work hard for you.
[01:51:34.436 --> 01:51:35.357]  We're all in this together.
[01:51:36.157 --> 01:51:36.898]  We're all in this together.
[01:51:37.238 --> 01:51:38.960]  I can feel the power of humanity rising.
[01:51:39.000 --> 01:51:42.202]  We are going to stomp the globalists right back to hell where they came from.
[01:51:42.482 --> 01:51:42.883]  Stay with us.
[01:51:46.321 --> 01:51:49.563]  Have you been to InfoWarsShop.com lately?
[01:51:50.023 --> 01:51:54.586]  Express your inner patriot with these brand new InfoWars t-shirts.
[01:51:55.146 --> 01:51:57.908]  Say it loud with the InfoWars Bullhorn shirt.
[01:51:58.368 --> 01:52:01.270]  Or educate the sheeple with the Bill of Rights shirt.
[01:52:02.091 --> 01:52:05.473]  Grope the public's mind with the TSA shirt.
[01:52:06.113 --> 01:52:10.396]  And with this shirt, you can let the dark side know of the Rebel Alliance's power.
[01:52:11.777 --> 01:52:14.858]  All available at InfoWarsShop.com.
[01:52:20.435 --> 01:52:27.316]  We've done a lot of things in 17 years of the Info War, but I've always wanted to do a gun show for five or six years.
[01:52:27.396 --> 01:52:37.219]  Now they're so incredibly popular, I figured we should start producing every week or every few weeks a local gun show and to show it to the rest of the country and the rest of the world.
[01:52:37.919 --> 01:52:43.280]  And our next episode is going to be even more powerful, but this one turned out pretty darn good.
[01:52:43.920 --> 01:52:51.069]  The first half is interesting and informative, dealing with self-defense and shotguns and things, but then it goes into high gear in the second part.
[01:52:51.689 --> 01:52:55.434]  So here is the first installment of Brothers in Arms.
[01:52:56.135 --> 01:52:58.558]  Welcome back to InfoWars Nightly News.
[01:52:59.158 --> 01:53:02.742]  Viewers know that I am a staunch defender of the Bill of Rights and Constitution.
[01:53:03.343 --> 01:53:10.010]  And chief amongst those rights is the right of self-defense that every tyrannical system has sought to curtail.
[01:53:10.531 --> 01:53:18.279]  Our country was founded back in 1775-1776 when the corrupt British Empire attempted to disarm the people.
[01:53:19.020 --> 01:53:21.242]  Lay down your arms!
[01:53:21.622 --> 01:53:22.143]  You won't get my gun!
[01:53:25.091 --> 01:53:30.316]  Our ancestors fought back, and our wonderful republic, the United States of America, was born.
[01:53:30.817 --> 01:53:36.322]  Well, I seek to defend the Second Amendment via the First Amendment, the right of the press and free speech.
[01:53:36.782 --> 01:53:49.455]  And that's why I have produced this first installment of Brothers in Arms with two friends I knew in high school here in Austin, the Steiner brothers and their friend, gun expert and gunsmith,
[01:53:50.035 --> 01:53:50.815]  Matt Williams.
[01:53:51.196 --> 01:53:58.179]  So here is the first installment of Brothers in Arms, shot and filmed right here in Austin, Texas.
[01:53:58.599 --> 01:54:00.880]  This is my idea of a gun show.
[01:54:10.396 --> 01:54:13.297]  I'm Tommy Shane Steinen, and this is my brother Sid.
