[00:00:06.147 --> 00:00:07.548]  Worldwide transmission.
[01:16:07.963 --> 01:16:13.947]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[01:16:14.307 --> 01:16:16.269]  There's a place down in Tennessee
[01:16:18.356 --> 01:16:29.224]  Well they make blue diamond gusset jeans They sew pride in every stitch Guarantee you'll love the way they fit
[01:16:31.377 --> 01:16:35.378]  They put a Diamond Gusset in the crotch, where you need it most.
[01:16:36.098 --> 01:16:40.760]  Blue Diamond Gussets got it, others don't.
[01:16:41.160 --> 01:16:43.040]  We turn jeans inside out.
[01:16:43.320 --> 01:16:44.821]  Diamond Gusset Jeans.
[01:16:45.101 --> 01:16:47.661]  Made in the USA with unparalleled quality.
[01:16:47.981 --> 01:16:54.243]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection, so you can ride all day with confidence.
[01:16:54.603 --> 01:16:56.824]  Order yours at gusset.com.
[01:16:57.304 --> 01:17:00.485]  Diamond Gusset Jeans got it, others don't.
[01:17:01.770 --> 01:17:07.012]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:17:07.272 --> 01:17:09.472]  Start purifying your water with ProPure.
[01:17:09.692 --> 01:17:18.615]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[01:17:18.775 --> 01:17:21.956]  Its filters are silver impregnated to prevent bacterial growth.
[01:17:22.236 --> 01:17:23.656]  There's no priming required.
[01:17:23.916 --> 01:17:25.957]  It's NSF-42 certified.
[01:17:26.177 --> 01:17:28.658]  Optional fluoride filters can reduce fluoride up to 95%.
[01:17:29.758 --> 01:17:31.079]  Easy to set up and use.
[01:17:31.279 --> 01:17:32.580]  Doesn't require electricity.
[01:17:32.700 --> 01:17:35.562]  Purify water from lakes, streams, ponds, and wells.
[01:17:35.862 --> 01:17:39.044]  This filter system leaves in beneficial minerals, which is key.
[01:17:39.244 --> 01:17:43.247]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[01:17:43.387 --> 01:17:45.988]  ProPure is the best gravity-fed filter out there.
[01:17:46.128 --> 01:17:47.429]  It's what my family uses.
[01:17:47.709 --> 01:17:50.911]  Infowars.com already has the lowest price on ProPure.
[01:17:51.011 --> 01:17:56.275]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:17:57.055 --> 01:18:01.038]  You can also call to order 888-253-3139.
[01:18:03.580 --> 01:18:11.265]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:18:11.705 --> 01:18:15.328]  Alex and his staff have used these pure soap products for years.
[01:18:15.768 --> 01:18:22.593]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:18:23.073 --> 01:18:25.895]  See them on the web at 5starsoap.com.
[01:18:26.095 --> 01:18:30.598]  Or call 800-340-7091 for a free catalog.
[01:18:30.918 --> 01:18:36.582]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:18:36.862 --> 01:18:41.966]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:18:42.266 --> 01:18:43.907]  This is an amazing deal.
[01:18:44.247 --> 01:18:48.870]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:18:49.491 --> 01:18:52.633]  See them on the web at 5starsoap.com or call
[01:18:52.773 --> 01:18:53.994]  800-340-7091 for a free catalog.
[01:19:01.152 --> 01:19:05.395]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[01:19:05.715 --> 01:19:06.316]  Number one.
[01:19:06.616 --> 01:19:09.778]  New climate legislation could easily double or triple your electric bill.
[01:19:10.039 --> 01:19:10.619]  Number two.
[01:19:10.919 --> 01:19:15.463]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:19:15.803 --> 01:19:16.243]  It's true.
[01:19:16.543 --> 01:19:21.107]  Total government control of electricity in the name of smart grid technology is coming.
[01:19:21.407 --> 01:19:21.967]  Number three.
[01:19:22.248 --> 01:19:25.530]  In some areas of the country, the power grid is dangerously overloaded.
[01:19:25.830 --> 01:19:29.513]  And now, new socialist legislation is only compounding the problem.
[01:19:29.733 --> 01:19:30.274]  Number 4.
[01:19:30.514 --> 01:19:32.897]  Dangerous weather is always a threat to local grids.
[01:19:33.277 --> 01:19:36.681]  Every year, thousands of families lose their power from weather-related outages.
[01:19:36.961 --> 01:19:37.502]  Number 5.
[01:19:37.762 --> 01:19:41.686]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:19:41.907 --> 01:19:46.672]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:19:46.952 --> 01:19:50.975]  You can get more information at www.mysolarbackup.com.
[01:19:51.116 --> 01:19:52.697]  That's mysolarbackup.com.
[01:19:52.917 --> 01:19:54.999]  Remember, the government doesn't own the sun.
[01:19:55.159 --> 01:19:57.741]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:19:57.761 --> 01:20:04.026]  Coast to Coast.
[01:20:04.387 --> 01:20:05.748]  Direct from Austin.
[01:20:06.428 --> 01:20:09.651]  You're listening to the Alex Jones Broadcasting Network.
[01:20:16.478 --> 01:20:21.422]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:20:21.722 --> 01:20:29.187]  All right, we're not going to dwell on this too much because Governor Ventura wants it all to come out in court.
[01:20:29.207 --> 01:20:30.568]  That's what his lawyers have advised.
[01:20:30.628 --> 01:20:31.248]  I agree with them.
[01:20:32.009 --> 01:20:32.689]  It's going to come out.
[01:20:32.729 --> 01:20:33.930]  Depositions have begun.
[01:20:33.950 --> 01:20:44.177]  I don't know how much Ventura can repeat here, but do you feel that you've been swift-boated, and when was the last time you were in a barroom fight, Governor?
[01:20:44.597 --> 01:20:49.379]  Well, uh, I absolutely feel that I've been swift-boated, there's no doubt about it.
[01:20:49.459 --> 01:21:01.745]  And what was interesting when it happened to Senator Kerry, I learned later that his main accuser did not even arrive in Vietnam until months after Senator Kerry had already come home to the States.
[01:21:02.945 --> 01:21:08.428]  So the guy wasn't even there to question whether the Senator had earned his medals or not.
[01:21:08.988 --> 01:21:13.670]  And besides, you don't put yourself in for medals, your commanding officer does.
[01:21:14.819 --> 01:21:16.460]  So, it was really so.
[01:21:16.500 --> 01:21:24.702]  Yeah, I feel I've been swift-boated, there's no doubt about it, but as I said, I wouldn't be suing the guy if the story were true.
[01:21:25.482 --> 01:21:36.466]  And the story is completely false, and therefore my only alternative to clear my name and to attempt to get it cleared is to take him to court, and I'll let a jury decide who they want to believe.
[01:21:36.626 --> 01:21:39.287]  Can we talk about your lawyers, if they're confident?
[01:21:40.880 --> 01:21:42.362]  Absolutely, they're confident.
[01:21:42.382 --> 01:21:43.263]  That's all I'll say.
[01:21:43.764 --> 01:21:47.048]  Yes, they're very confident or I wouldn't be going to court.
[01:21:47.389 --> 01:21:55.179]  No, I know, but you told me that off air, but I want to make sure that that wasn't... They feel very good about the case, that they could win the case, but you never know for sure.
[01:21:55.299 --> 01:21:57.902]  Yeah, just to be clear, I'm not leading Jesse Ventura.
[01:21:58.202 --> 01:22:02.046]  I'm trying to get him to repeat stuff he's told me without letting out what he's told me.
[01:22:03.327 --> 01:22:12.957]  But I tell you, the right thing to do is Chris Kyle needs to go ahead and go public now and admit the truth before this gets much deeper.
[01:22:13.418 --> 01:22:16.140]  Just go ahead and tell us what News Corp told you to do.
[01:22:16.841 --> 01:22:26.492]  Well, I certainly, I don't, you know, it would be my preference, Alex, not to go to court because court gets very expensive, but he leaves me no choice.
[01:22:26.913 --> 01:22:31.077]  I mean, he won't admit that the story's made up for whatever reason.
[01:22:31.898 --> 01:22:38.782]  It's not true, and so I'm left with no alternative but to go to federal court and let a jury decide it.
[01:22:39.182 --> 01:22:46.526]  You know, when I first met you seven years ago, I heard some propaganda on the web, so I went and looked it up myself, made some phone calls, and found out you were telling the truth.
[01:22:46.906 --> 01:22:50.468]  But just to bring this up here, then we'll get back into all the other issues in the book that's so powerful.
[01:22:51.368 --> 01:22:54.210]  Again, the last three have been so good, so informative.
[01:22:54.230 --> 01:22:55.791]  I don't know which one's my favorite, but...
[01:22:56.551 --> 01:22:57.251]  Lord Monckton.
[01:22:57.652 --> 01:22:59.212]  He is a hereditary peer.
[01:22:59.392 --> 01:23:01.293]  It's listed on the royal websites in England.
[01:23:01.313 --> 01:23:03.154]  His dad was a famous lord.
[01:23:03.174 --> 01:23:06.295]  And he's Lord Christopher Monckton, an anti-global warming guy.
[01:23:06.335 --> 01:23:07.816]  You interviewed him for one of your TV shows.
[01:23:08.276 --> 01:23:12.318]  They ran a big hoax saying he's not a lord and he made it up.
[01:23:13.258 --> 01:23:15.200]  And counting on the public being ignorant.
[01:23:15.300 --> 01:23:17.442]  So, they say you're not a Navy SEAL.
[01:23:17.502 --> 01:23:18.403]  Well, I was like, wait a minute.
[01:23:18.783 --> 01:23:21.946]  Underwater Demolition Team, the History Channel, says that's what started the SEALs.
[01:23:21.986 --> 01:23:23.047]  He went through SEALs training.
[01:23:23.087 --> 01:23:24.728]  He was, you know, in the Vietnam era.
[01:23:25.149 --> 01:23:32.455]  And I went and looked and found out that it was people that didn't like your anti-war stance came out and said you were never in the SEALs.
[01:23:32.795 --> 01:23:36.999]  Next, they may say that I'm not even who I say I am either.
[01:23:37.259 --> 01:23:40.242]  We have to defend each other when they come out with these hoaxes.
[01:23:40.482 --> 01:23:43.825]  If they come out, folks, and say, I'm a drug dealer, it's not true.
[01:23:43.845 --> 01:23:45.387]  I mean, I have a pretty boring life.
[01:23:45.447 --> 01:23:48.850]  I mean, it scares me to know, what are they going to make up about us next, Governor?
[01:23:48.870 --> 01:23:50.432]  Yeah, oh, absolutely.
[01:23:50.472 --> 01:23:56.557]  You know, and in this country today, you have to be prepared to defend yourself, especially with the Internet.
[01:23:57.138 --> 01:23:59.840]  You know, anything can be put on the Internet.
[01:23:59.881 --> 01:24:01.162]  The Internet's a great thing.
[01:24:01.872 --> 01:24:08.618]  Don't get me wrong, it's tremendous because it gives us a great deal of information that we don't get with the mainstream media.
[01:24:08.998 --> 01:24:13.602]  But on the flip side, just like anything, there's an upside and there's a downside.
[01:24:14.162 --> 01:24:20.968]  On the downside, you have to be very careful what you believe and choose to believe because anyone can lie on the internet.
[01:24:21.929 --> 01:24:26.592]  There is no, nothing there, no truth detection device that you can apply to the internet.
[01:24:26.612 --> 01:24:29.615]  Well sure, you can just... Oh absolutely, if you're hearing the truth or not.
[01:24:29.735 --> 01:24:30.935]  It's just like the mainstream media.
[01:24:30.975 --> 01:24:32.516]  You've got to go to the original sources.
[01:24:34.276 --> 01:24:36.277]  And that brings us to the next issue.
[01:24:37.237 --> 01:24:41.359]  Again, you've told me a lot of stuff in confidence, which I appreciate because I've been part of the show three seasons.
[01:24:41.659 --> 01:24:42.539]  We've gotten to be friends.
[01:24:43.439 --> 01:24:48.481]  A lot of crazy stuff went on behind the scenes, but I've been sworn to secrecy about the things that happened.
[01:24:49.101 --> 01:24:53.983]  Not just the congressman calling or Homeland Security threatening Tom Warner, the parent company of
[01:24:55.303 --> 01:24:56.384]  of True TV.
[01:24:57.024 --> 01:25:00.167]  We know they pulled your Homeland Security piece on the FEMA camps.
[01:25:00.607 --> 01:25:05.311]  Since that happened, the Army governor has admitted they have re-education camps.
[01:25:05.671 --> 01:25:07.232]  We got a document two months ago.
[01:25:07.292 --> 01:25:09.674]  The Army responded, said, yes, that's a classified document.
[01:25:10.214 --> 01:25:16.879]  So now you've been validated, but they had that pulled, erased off TVO, never re-aired, as the other episodes do dozens of times.
[01:25:17.440 --> 01:25:21.343]  What is happening with the third installment of conspiracy theory?
[01:25:21.783 --> 01:25:25.085]  Well, unfortunately, we finished it all in November.
[01:25:25.105 --> 01:25:29.127]  Normally, it would go on the air in January.
[01:25:29.147 --> 01:25:35.811]  It's now sitting there being nitpicked with more, you know, I think it's a delay tactic.
[01:25:36.371 --> 01:25:42.755]  I now believe, 50-50, that the eight shows we did this fall will never see the light of day.
[01:25:43.595 --> 01:25:45.677]  Because it's already June.
[01:25:46.097 --> 01:25:47.698]  We had them done in November.
[01:25:49.252 --> 01:25:55.035]  You know, and they're supposedly still doing the fine-tuning of editing.
[01:25:55.615 --> 01:25:56.796]  Well, give me a break.
[01:25:57.256 --> 01:26:00.258]  You can get that done in two to three weeks, a month at the most.
[01:26:00.278 --> 01:26:05.300]  Well, they made them totally re-edit it and then still didn't like it, but both shows were big hits.
[01:26:05.660 --> 01:26:06.361]  Big hits.
[01:26:06.661 --> 01:26:12.124]  Well, both seasons have been outstanding, and this would have been the third season of eight more shows.
[01:26:13.004 --> 01:26:16.166]  But I don't know if they're ever going to see the light of day or not.
[01:26:16.286 --> 01:26:24.171]  You know, True TV has the right to not put them on, certainly, and I see no indication that they're going to be on.
[01:26:25.011 --> 01:26:30.174]  They may, you know, I don't know, maybe they'll wait till fall and put them on during the election time.
[01:26:30.214 --> 01:26:31.115]  That'd be wonderful.
[01:26:31.775 --> 01:26:33.216]  But I don't know.
[01:26:33.636 --> 01:26:37.498]  I mean, they've gone out of their normal mode.
[01:26:37.518 --> 01:26:42.081]  Because normally we finish them in November and they air right away in January.
[01:26:44.412 --> 01:26:53.596]  And the major TV publications reported that both seasons got record viewers for new seasons.
[01:26:53.616 --> 01:26:58.338]  1.7, 1.8 million viewers for that channel is as big as it basically gets for them.
[01:26:58.418 --> 01:27:02.420]  Huge hits and millions and millions spent to make them.
[01:27:03.487 --> 01:27:09.211]  And now the question is, do you think putting pressure on them, people contacting them, will have any effect?
[01:27:09.271 --> 01:27:11.793]  Or do you think outside pressure's been placed on them?
[01:27:12.634 --> 01:27:14.475]  I think that could work the opposite.
[01:27:14.515 --> 01:27:16.456]  That could make them not put them on.
[01:27:16.516 --> 01:27:28.625]  If the people who are deciding because they're too controversial or they have information that the public doesn't want to get, and maybe if the public starts demanding it, that'll make them even lock them up more.
[01:27:28.885 --> 01:27:29.286]  I don't know.
[01:27:30.268 --> 01:27:32.429]  I don't know which way to go on that, Alex.
[01:27:32.929 --> 01:27:37.830]  Certainly people are entitled to express their opinion if they would like to contact them.
[01:27:37.950 --> 01:27:39.491]  I'm not going to tell them not to.
[01:27:40.031 --> 01:27:41.331]  You can do what you want.
[01:27:41.431 --> 01:27:43.332]  I'm a great believer in personal freedom.
[01:27:43.932 --> 01:27:47.553]  And every one of your listeners should have the ability to have personal freedom.
[01:27:48.073 --> 01:27:53.594]  If they want to write a letter asking what's happened to conspiracy theory, why are you sitting on it?
[01:27:53.674 --> 01:27:55.155]  Why won't you air them?
[01:27:55.695 --> 01:28:03.285]  The way Jesse Ventura and them edited them instead of re-editing them and, you know, dumbing them down, which is really what they're trying to do.
[01:28:03.385 --> 01:28:05.207]  I think they're trying to really dumb them down.
[01:28:05.688 --> 01:28:08.591]  Yeah, it's... I've been told the behind-the-scenes stuff.
[01:28:08.631 --> 01:28:10.754]  I better just keep my mouth shut because it was told in confidence.
[01:28:10.854 --> 01:28:11.435]  It's pretty bad.
[01:29:01.960 --> 01:29:06.101]  For a long time, you've heard me talk about building your own food supply with eFoods Direct.
[01:29:06.381 --> 01:29:10.122]  As a listener, you know why you need to have a supply of the best storable food on the planet.
[01:29:10.522 --> 01:29:14.203]  Every day, we document the attempts to take control of our lives.
[01:29:14.544 --> 01:29:16.544]  But there's one thing we can all control.
[01:29:16.744 --> 01:29:18.004]  Your greatest dependency.
[01:29:18.345 --> 01:29:18.725]  Food.
[01:29:19.105 --> 01:29:26.427]  eFoods Direct products are made with only the best ingredients and none of the trash and contaminants like trans fats, GMOs, or MSG.
[01:29:26.687 --> 01:29:28.968]  This food is nutrient-dense and tastes great.
[01:29:29.228 --> 01:29:30.528]  It's simple to make, portable,
[01:29:30.768 --> 01:29:32.889]  And has a shelf life of up to 25 years.
[01:29:33.249 --> 01:29:36.891]  Now with eFoodsDirect, you'll get the most affordable, best tasting food you can buy.
[01:29:37.131 --> 01:29:41.693]  To celebrate the beginning of summer, you can save 20% off their already affordable prices.
[01:29:41.953 --> 01:29:45.515]  This offer ends on June 20th, so take advantage of the summer savings now.
[01:29:45.875 --> 01:29:51.398]  Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex for specials.
[01:29:51.698 --> 01:29:53.038]  Don't let this offer pass you by.
[01:29:53.279 --> 01:29:55.259]  Call 800-409-5633 or eFoodsDirect.com forward slash Alex.
[01:29:58.641 --> 01:30:00.882]  More the best for less guaranteed.
[01:30:03.723 --> 01:30:11.405]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:30:11.845 --> 01:30:15.466]  Alex and his staff have used these pure soap products for years.
[01:30:15.906 --> 01:30:22.708]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:30:23.208 --> 01:30:25.689]  See them on the web at 5starsoap.com.
[01:30:26.249 --> 01:30:30.732]  Or call 800-340-7091 for a free catalog.
[01:30:31.073 --> 01:30:36.737]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:30:37.017 --> 01:30:42.121]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:30:42.421 --> 01:30:44.043]  This is an amazing deal.
[01:30:44.403 --> 01:30:49.006]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:30:49.647 --> 01:30:51.809]  See them on the web at 5starsoap.com.
[01:30:52.369 --> 01:30:54.497]  Or call 800-340-7091 for a free catalog.
[01:31:01.340 --> 01:31:06.601]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:31:06.841 --> 01:31:09.021]  Start purifying your water with ProPure.
[01:31:09.241 --> 01:31:18.183]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[01:31:18.343 --> 01:31:21.524]  Its filters are silver impregnated to prevent bacterial growth.
[01:31:21.804 --> 01:31:23.224]  There's no priming required.
[01:31:23.464 --> 01:31:25.504]  It's NSF-42 certified.
[01:31:25.744 --> 01:31:28.225]  Optional fluoride filters can reduce fluoride up to 95%.
[01:31:29.465 --> 01:31:30.646]  Easy to set up and use.
[01:31:30.846 --> 01:31:32.147]  Doesn't require electricity.
[01:31:32.267 --> 01:31:35.130]  Purify water from lakes, streams, ponds, and wells.
[01:31:35.430 --> 01:31:38.613]  This filter system leaves in beneficial minerals, which is key.
[01:31:38.813 --> 01:31:42.796]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[01:31:42.957 --> 01:31:45.559]  ProPure is the best gravity-fed filter out there.
[01:31:45.699 --> 01:31:47.000]  It's what my family uses.
[01:31:47.260 --> 01:31:50.463]  Infowars.com already has the lowest price on ProPure.
[01:31:50.583 --> 01:31:56.148]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:31:56.388 --> 01:31:59.010]  You can also call to order 888-253-3139.
[01:31:59.110 --> 01:32:02.432]  Hi, this is Alex Jones.
[01:32:02.472 --> 01:32:07.835]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:32:08.075 --> 01:32:12.698]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:32:13.078 --> 01:32:18.121]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible that could even happen again.
[01:32:18.661 --> 01:32:23.344]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:32:23.885 --> 01:32:25.806]  They call it a Survival Seed Bank.
[01:32:26.186 --> 01:32:30.809]  And it can produce an endless supply of nutrient-dense food for you and your family.
[01:32:30.989 --> 01:32:31.890]  And here's the best part.
[01:32:32.110 --> 01:32:34.872]  These seeds have not been genetically modified in any way.
[01:32:34.892 --> 01:32:38.494]  And you actually get enough seeds to plant a full acre crisis garden.
[01:32:38.795 --> 01:32:41.636]  So visit them today at survivalseedbank.com.
[01:32:41.997 --> 01:32:43.878]  That's survivalseedbank.com.
[01:32:44.218 --> 01:32:45.139]  Or give them a call at 877-327-0365.
[01:32:48.761 --> 01:32:50.923]  That's 877-327-0365.
[01:32:53.005 --> 01:32:57.529]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:32:57.829 --> 01:33:00.291]  This is Alex Jones for survivalseedbank.com.
[01:33:02.833 --> 01:33:09.639]  Coast to coast, direct from Austin, you're listening to the Alex Jones Broadcasting Network.
[01:33:22.096 --> 01:33:25.838]  Tell folks what MSNBC did with the golden handcuffs.
[01:33:40.786 --> 01:33:50.933]  So they got in a bidding war between Fox, MSNBC, and CNN, which would give me a show five days a week on television in the evening, and MSNBC won out.
[01:33:51.233 --> 01:33:55.096]  Well, we went together, we followed everything they wanted done.
[01:33:55.236 --> 01:34:05.743]  I wanted it shot in Minneapolis because I thought it would be nice to get a Midwest perspective for a change rather than the East or West Coast, where they do most of their stuff, and they agreed to it.
[01:34:06.183 --> 01:34:10.466]  They even sent an MSNBC guy out to work with us and create the whole thing.
[01:34:10.486 --> 01:34:11.126]  We're good.
[01:34:40.866 --> 01:34:41.547]  We're good to go.
[01:34:59.938 --> 01:35:00.739]  We're good to go.
[01:35:28.158 --> 01:35:29.219]  We're good to go.
[01:35:29.239 --> 01:35:30.399]  We're good to go.
[01:35:55.133 --> 01:36:03.977]  Yeah, you were the hottest commodity out there, I remember, and they literally, at the time, I said on air, he's off the air, that's golden handcuffs.
[01:36:04.017 --> 01:36:07.978]  They do that to executives and people they're scared of that'll go start a new company.
[01:36:08.318 --> 01:36:10.059]  You were given golden handcuffs, Governor.
[01:36:10.379 --> 01:36:12.100]  Yeah, I'm sure I was.
[01:36:12.500 --> 01:36:24.145]  And then, of course, the contract ended, and three years later, that's when you saw me reemerge again, when I wrote the book, you know, Don't Start the Revolution Without Me, the first book.
[01:36:24.466 --> 01:36:29.328]  And I then started, of course, going on TV shows and all that, because they no longer
[01:36:29.908 --> 01:36:33.131]  And that got high ratings and you destroyed Hannity.
[01:36:33.151 --> 01:36:38.857]  I mean you do really good in person when people get nasty because you're so calm and work so well on your feet.
[01:36:39.257 --> 01:36:43.061]  Now I'm noticing they don't put you on as much even though you're more a sought-after guest.
[01:36:43.361 --> 01:36:44.602]  Let's talk about what's happening now.
[01:36:44.622 --> 01:36:49.887]  They're really scared of this idea of the Republicans and Democrats being gangs.
[01:36:50.908 --> 01:36:53.691]  Like I said, Fox News won't have me on at all.
[01:36:54.092 --> 01:36:54.873]  They're nighttime.
[01:36:54.913 --> 01:36:55.774]  They're big people.
[01:36:56.595 --> 01:36:58.737]  MSNBC will not have me on.
[01:36:58.777 --> 01:37:00.059]  They're now the liberal side.
[01:37:00.099 --> 01:37:01.760]  They're the Democrat side.
[01:37:01.821 --> 01:37:03.422]  The other's the Republican side.
[01:37:03.502 --> 01:37:09.009]  Those two, the only team... Now, Fox News puts me on, but I think they're a different department.
[01:37:09.429 --> 01:37:11.331]  I am doing a couple on Fox News.
[01:37:11.952 --> 01:37:14.515]  But that's a different ball of wax, I think.
[01:37:15.075 --> 01:37:17.317]  And CNN will have me on.
[01:37:17.758 --> 01:37:24.825]  Although this morning on CNN, I was supposed to get three segments because they asked me for three songs to lead in.
[01:37:25.426 --> 01:37:32.473]  So I gave them a whole lot of love by Led Zeppelin, Hey Joe by Jimi Hendrix, and Sympathy for the Devil by The Stones.
[01:37:33.033 --> 01:37:38.235]  The only one played was Whole Lotta Love because they had me for one brief three-minute segment this morning.
[01:37:38.615 --> 01:37:44.618]  I believe I was cut there even at CNN, although I did have a terrific interview last night with Piers Morgan.
[01:37:44.818 --> 01:37:50.200]  And then you also got cut with, it doesn't really matter, he didn't have many listeners, but Don Imus.
[01:37:50.720 --> 01:37:52.501]  Oh yeah, Don Imus.
[01:37:52.561 --> 01:37:58.865]  You know, they wanted me to have five songs, so I chose five songs by Rage Against the Machine.
[01:37:59.325 --> 01:38:04.568]  And people who don't follow that era of rock, they were banned by Clear Channel.
[01:38:04.728 --> 01:38:08.991]  None of their music was allowed to be played prior to and during the Iraq War.
[01:38:09.351 --> 01:38:13.373]  So, and I'm a huge fan now of Tom Morello, the lead guitar player.
[01:38:13.813 --> 01:38:16.195]  I believe he is our next Woody Guthrie.
[01:38:16.295 --> 01:38:17.676]  He's our next Bob Dylan.
[01:38:18.136 --> 01:38:19.637]  He's our next Bruce Springsteen.
[01:38:20.317 --> 01:38:21.418]  You know, he's out there.
[01:38:21.838 --> 01:38:24.540]  He stood with the Occupy Wall Street people.
[01:38:24.580 --> 01:38:31.303]  He flew right to Madison to stand with the union workers in Madison against Governor Walker there.
[01:38:31.764 --> 01:38:33.164]  I've had a chance to interview him a few times.
[01:38:33.224 --> 01:38:35.886]  Every time I'm at a protest or something, hey there's Tom Morello.
[01:38:36.106 --> 01:38:37.427]  Do you live at these things, buddy?
[01:38:41.178 --> 01:38:42.419]  Well, I would love to get a chance to meet him.
[01:38:42.459 --> 01:38:45.061]  Like I said, he's one of my new rock and roll heroes.
[01:38:59.073 --> 01:39:00.854]  Well, he's absolutely down to earth, Jesse.
[01:39:00.874 --> 01:39:01.314]  You'd love him.
[01:39:02.175 --> 01:39:09.279]  Shifting gears, we talked about this yesterday on the phone, and you laughed and said it doesn't surprise me, but I actually have a big stack of these.
[01:39:09.679 --> 01:39:14.882]  Congresswoman lashes out at TSA for hiring pedophiles and child pornographers, and it turns out...
[01:39:15.442 --> 01:39:23.326]  Key head TSA agents over whole gates and airports are defraud priests, child pornographers, convicted rapists.
[01:39:23.766 --> 01:39:25.487]  So this is being done on purpose.
[01:39:26.487 --> 01:39:27.948]  And I've got a whole stack of news.
[01:39:27.968 --> 01:39:28.668]  You've been out of the country.
[01:39:28.688 --> 01:39:29.449]  I want to read this to you.
[01:39:30.832 --> 01:39:35.034]  Again, Defrock Priest hired as the head in Philadelphia.
[01:39:36.135 --> 01:39:39.857]  Representative John Mica calls TSA, you know, the little bastard child.
[01:39:40.577 --> 01:39:49.502]  The TSA, again, every two days is being caught raping, stealing, molesting, running child porn, running prostitutes.
[01:39:49.803 --> 01:39:53.364]  I mean, who else would want to grab people's genitals all day?
[01:39:53.445 --> 01:39:55.366]  What is your take on the TSA?
[01:39:55.406 --> 01:39:57.427]  And now two years you haven't flown, Governor.
[01:39:58.541 --> 01:40:02.244]  I don't know about any of that stuff, Alex, so I'm not going to comment on it.
[01:40:02.304 --> 01:40:06.187]  I can only speak to my own experience and how I feel, and that is this.
[01:40:06.907 --> 01:40:15.954]  I'm outraged that I bring... It cost me $20,000 to go to court in front of a federal judge to be told she didn't have jurisdiction.
[01:40:16.534 --> 01:40:24.958]  Over a constitutional question, and that's what they do with anyone that challenges in our court system the TSA and Homeland Security.
[01:40:25.318 --> 01:40:26.659]  They don't have jurisdiction.
[01:40:27.039 --> 01:40:36.583]  Well, people need to understand clearly, when you go to any airport in the United States today, you are not protected by the Constitution or the Bill of Rights.
[01:40:36.663 --> 01:40:43.626]  In other words, they can do anything they want to you out there, and there's nowhere you can seek redress because the
[01:40:43.706 --> 01:40:44.847]  The courts will not hear it.
[01:40:45.067 --> 01:40:47.669]  It's a lawless criminal zone, but let me raise this to you.
[01:40:48.210 --> 01:40:50.231]  Because I understand you've been out of the country until a few weeks ago.
[01:40:50.671 --> 01:40:54.094]  This is the Congresswoman Marsha Blackburn.
[01:40:54.414 --> 01:40:58.898]  She listed 50 pedophile crimes of the TS- I mean, this is in the news.
[01:40:58.918 --> 01:41:08.125]  So I'm saying, if that's true, I mean, you told me off air you're not surprised, but no sir, I mean, it is true that they're finding a bunch of them that are being put in leadership positions are pervs.
[01:41:08.445 --> 01:41:09.166]  What do you think of that?
[01:41:09.326 --> 01:41:10.387]  Well, why wouldn't they?
[01:41:10.527 --> 01:41:14.469]  I believe that that's why pedophiles become Catholic priests.
