[00:00:00.049 --> 00:00:02.090]  Broadcasting Network.
[02:33:22.745 --> 02:33:26.806]  It's got some good guys and some bad guys in it, but it's gotten better over the last few years because of pressure.
[02:33:27.646 --> 02:33:47.650]  If the NRA came out and said, release the medical records, most of these shooters are on psychotropic drugs, here's the insert, it causes psychotic breaks, this was a victim disarmament zone, this has got even more laws than almost every other state, incredibly restrictive, crime rates are dropping, this is a hoax, Obama's a tyrant,
[02:33:50.281 --> 02:33:56.827]  But instead, it's going to be, well, we're real sad about everything and we'd like to work with people, but you know, we don't think that's really what it's all about.
[02:33:56.887 --> 02:34:00.410]  We think that they need to get on the offense.
[02:34:00.490 --> 02:34:06.656]  And I forgot to ask Bob Barr what he thought of the fact that the White House is inviting the NRA to their task force.
[02:34:08.998 --> 02:34:15.864]  And that's what the task force is there for, is to get everybody lined up behind
[02:34:19.261 --> 02:34:21.662]  The president acting in an executive fashion.
[02:34:22.482 --> 02:34:27.703]  And you heard Bob Barr, he said he's very concerned about it because they're really trying to give a cover for this in the media like it's okay.
[02:34:28.143 --> 02:34:33.424]  He's already done it on everything else, cyber security, military, regulations, power plants.
[02:34:33.444 --> 02:34:37.285]  I mean, it makes my head spin how much trouble we're in.
[02:34:37.785 --> 02:34:39.686]  And I know I keep saying we're in trouble, we're in trouble.
[02:34:39.726 --> 02:34:41.266]  I mean, that's not to scare people.
[02:34:41.326 --> 02:34:45.587]  It's so, it'd be like you're backing your car up and somebody goes, honk, honk, honk.
[02:34:46.007 --> 02:34:47.128]  They're not being fear mongers.
[02:34:47.148 --> 02:34:48.588]  They're like, don't run into my car.
[02:34:49.892 --> 02:34:53.897]  You ever been at the mall or the grocery store and somebody's backing out, and you honk, honk, honk, and they're like, oh, sorry.
[02:34:53.917 --> 02:34:57.501]  It's not, hey, how dare you warn me, you fear-monger!
[02:34:57.681 --> 02:35:03.668]  And I'm like, honk, honk, honk, honk, honk, let's... I mean, I live here.
[02:35:03.729 --> 02:35:04.570]  I love this country.
[02:35:04.650 --> 02:35:08.895]  My family's been here on the Mayflower, the whole nine yards, and I just...
[02:35:10.834 --> 02:35:17.580]  To see the Communist Chinese government call for Americans to be disarmed, you've got to get this article that's at PrisonPlanet.com and InfoWars.com.
[02:35:17.840 --> 02:35:19.081]  In fact, I want it red-linked.
[02:35:19.141 --> 02:35:19.821]  It's so important.
[02:35:19.841 --> 02:35:22.023]  I'm going to have the crew red-linked this, please.
[02:35:23.304 --> 02:35:37.676]  The Communist Chinese government, via its state-run media, Xinhu, if I'm pronouncing that right, the People's Daily, has called for Americans to be disarmed, arguing that the Sandy Hook school massacre demands no delay for U.S.
[02:35:37.696 --> 02:35:38.237]  gun control.
[02:35:39.361 --> 02:35:42.565]  And it just continues on from there.
[02:35:42.986 --> 02:35:47.532]  By the way, my voice is not more gravelly than usual, just out of the blue.
[02:35:48.253 --> 02:35:51.597]  Incredible wind blowing around, I guess, because Planet X is coming to kill us.
[02:35:51.657 --> 02:35:52.519]  I'm being sarcastic.
[02:35:55.373 --> 02:36:03.159]  There's all this cedar pollen blowing around at record levels, so I'll be lucky if I can even talk tomorrow when they say the world's going to end.
[02:36:03.640 --> 02:36:13.888]  But it is kind of the end of the republic as we know it, when the Communist Chinese People's Daily and their national TV system is announcing, both in print and on television, that we should turn our guns in.
[02:36:14.508 --> 02:36:17.890]  The Xinhu is virtually the press agency for the Communist Chinese government.
[02:36:18.270 --> 02:36:26.014]  The organization is subordinate to the state council of state-run media and reports to the Communist Party of China's propaganda and public information departments.
[02:36:26.514 --> 02:36:41.922]  In other words, Xinhu represents Xinhua, not Chinese folks, Xinhua, represents, I've heard them reported on the news as something different, but in other words, it represents the pinnacle of Chinese state-run media.
[02:36:42.765 --> 02:36:48.108]  Whatever is printed in its editorial page represents the opinion of the ruling Communist Party leaders.
[02:36:48.808 --> 02:37:06.336]  The article calls on Obama to exploit the tragedy to push his gun control agenda, adding that his lamed up situation represents the best position to promote it, while blaming the National Rifle Association for curtailing previous attempts to regulate firearms in the U.S.
[02:37:06.356 --> 02:37:07.757]  What do you mean they're heavily regulated?
[02:37:09.277 --> 02:37:09.638]  Nothing
[02:37:11.107 --> 02:37:13.189]  Nothing we do will make them happy until they're all gone.
[02:37:13.949 --> 02:37:18.673]  Noting that after previous mass shootings, Everson imposed gun control measures disproportionately always fail.
[02:37:19.053 --> 02:37:24.577]  The editorial expresses the desire that the gunman's cruelty and evil may provide a strong momentum.
[02:37:25.808 --> 02:37:29.450]  And broader public support for the restart of gun control efforts.
[02:37:29.470 --> 02:37:31.050]  Yeah, they've said that on MSNBC.
[02:37:31.370 --> 02:37:34.072]  Piers Morgan has joked and said, yeah, let's use it.
[02:37:34.332 --> 02:37:41.275]  By the way, there's new Piers Morgan, after we go to your calls, where people are talking about how he's a wannabe King George III dictator.
[02:37:41.775 --> 02:37:49.899]  And he's sending out tweet images bragging, saying that, yes, he's come to conquer America.
[02:37:49.939 --> 02:37:52.700]  He says, born with natural British supremacy.
[02:37:53.968 --> 02:37:57.450]  And so he's in everybody's face saying, yeah, I'm here to take your guns.
[02:37:58.191 --> 02:37:59.492]  I am going to dominate you.
[02:37:59.652 --> 02:38:00.913]  Filthy redcoat.
[02:38:01.473 --> 02:38:03.054]  Establishment piece of trash.
[02:38:03.134 --> 02:38:04.175]  Get out of my country.
[02:38:04.235 --> 02:38:04.775]  Get out.
[02:38:05.136 --> 02:38:06.256]  Get out, you filth.
[02:38:06.276 --> 02:38:11.440]  Of course, he may be arrested if he returns to England for all the phone hacking and black ops he ran against people.
[02:38:11.480 --> 02:38:12.961]  He's a nasty operator.
[02:38:13.441 --> 02:38:17.224]  And he's just up there knowing he has the power structure behind him just sniveling.
[02:38:17.264 --> 02:38:18.444]  I'm going to get your guns.
[02:38:19.165 --> 02:38:22.227]  In fact, there's another tweet he put out where they're like, you're happy these people died to use it.
[02:38:22.247 --> 02:38:23.668]  And he said, you bet I am.
[02:38:24.228 --> 02:38:25.548]  Paul Watson wrote an article about that.
[02:38:25.568 --> 02:38:28.469]  You bet I'm happy about that.
[02:38:29.509 --> 02:38:31.830]  I mean, these people are just sick.
[02:38:35.631 --> 02:38:42.773]  The communist government also says Obama should make a preparation for a protected war against the Second Amendment.
[02:38:42.853 --> 02:38:47.414]  Wow, the communists working and aiding and abetting the filthy president.
[02:38:49.099 --> 02:38:50.120]  I can't even believe this.
[02:38:50.280 --> 02:38:53.162]  I mean, I cannot... I can't believe they're like, we will help you, comrade.
[02:38:53.443 --> 02:38:55.705]  Wage a protected war against your gun owners.
[02:38:55.905 --> 02:38:57.026]  This is like Red Dawn!
[02:38:58.305 --> 02:39:07.212]  The article adds that Barack Obama should begin to make preparations for a protracted war with a massive political cost if he wants to eviscerate the Second Amendment.
[02:39:08.333 --> 02:39:10.055]  Actually says a war on us.
[02:39:11.316 --> 02:39:23.346]  As Brandon Darby points out, the current Chinese government, the Communist People's Republic of China, has established a revolution led by Mao Zedong who killed an estimated 40 to 70 million people with starvation, executions, and re-education camps.
[02:39:23.826 --> 02:39:31.349]  Yeah, guys, pull up images of Chinese executions on the image search, and it shows official sports stadiums with women lined up.
[02:39:31.709 --> 02:39:34.350]  It's the photos that come up, shooting them with AK-47s.
[02:39:36.270 --> 02:39:37.171]  Man, heaven help us.
[02:39:37.531 --> 02:39:39.251]  You know, I'm going to call Watson up.
[02:39:39.271 --> 02:39:45.173]  This is a great article, but we should add Mao Tse-tung's political power grows out of the barrel of a gun in the Commies' hands.
[02:39:45.994 --> 02:39:52.516]  And add the Yamamoto quote about, you know, we can't take over America unless we're able to disarm them.
[02:39:53.749 --> 02:39:56.451]  Yeah, just type in Chinese executions, folks, and get ready.
[02:39:57.292 --> 02:39:57.792]  Get ready.
[02:39:57.832 --> 02:40:00.854]  They have big sports stadiums, but our media will never show it.
[02:40:01.175 --> 02:40:02.335]  But they put it on their TV.
[02:40:03.176 --> 02:40:07.079]  Now, viewer discretion is advised.
[02:40:08.120 --> 02:40:08.520]  You know what?
[02:40:08.560 --> 02:40:10.642]  Let's put out an article on Infowars.com.
[02:40:11.422 --> 02:40:12.703]  Maybe Kurt Nemo can do it.
[02:40:12.983 --> 02:40:15.685]  Just showing folks political power growing out of the barrel of a gun.
[02:40:15.946 --> 02:40:20.249]  Yeah, click on that one in the bottom row that shows all the men and women lined up getting ready to get their heads blown off.
[02:40:21.852 --> 02:40:26.036]  Look at that at the sports stadiums and man you can see videos of it from their news too.
[02:40:26.096 --> 02:40:35.383]  I can't speak Chinese but it's like smiling men and women on there going ha ha ha and then speaking Chinese and it just shows them.
[02:40:35.403 --> 02:40:41.048]  There's also videos during the Tiananmen Square where they're running people over with tanks and backing over them.
[02:40:41.408 --> 02:40:45.212]  Stuff you never saw on our news and then it cuts back to the communist Chinese television going
[02:40:46.892 --> 02:40:48.353]  Which is total satisfaction.
[02:40:48.493 --> 02:40:54.936]  We've got to find those videos and play those and have somebody come and interpret it for us.
[02:40:54.956 --> 02:40:56.417]  But I went and read the text online.
[02:40:56.457 --> 02:41:00.099]  I put some clips of it in... Which film is it?
[02:41:00.499 --> 02:41:04.322]  I think it's Endgame has some clips off communist television showing it.
[02:41:04.342 --> 02:41:05.482]  I mean, they're the ones proud.
[02:41:05.602 --> 02:41:09.564]  Just lining up men, women, children, mowing them down, walking right up with AK-47s.
[02:41:09.604 --> 02:41:12.166]  Everybody like, ah, sports stadiums!
[02:41:16.087 --> 02:41:18.048]  The government got your guns, we murder you!
[02:41:18.068 --> 02:41:20.610]  I mean, it is unbelievable.
[02:41:20.630 --> 02:41:27.635]  And if you translate it into English, it would be like having Dan Rather going, how wonderful it is that we're killing these traitors.
[02:41:27.675 --> 02:41:29.316]  Look at that tank run over these people.
[02:41:30.799 --> 02:41:31.600]  I mean, it's chilling.
[02:41:31.640 --> 02:41:32.741]  In fact, guys, go to YouTube.
[02:41:32.781 --> 02:41:33.741]  You can probably even pull it up.
[02:41:34.762 --> 02:41:39.025]  Just type in Tiananmen Square News, Chinese news coverage of Tiananmen Square.
[02:41:39.446 --> 02:41:49.694]  And I mean, it is just tanks running over, bodies splattered everywhere, lining people up, shooting them, and then just cutting back to newscasters like they're reporting on their football team winning.
[02:41:50.114 --> 02:41:54.176]  I tell you, the Washington Redskins defeated their enemy today and just annihilated them.
[02:41:54.756 --> 02:42:02.599]  And the satisfaction on the faces of the state-run media is just like, we are defeating the enemy right now, devastatingly smashing and crushing them.
[02:42:03.220 --> 02:42:04.120]  But it's in Chinese.
[02:42:06.081 --> 02:42:07.381]  And it's just incredible.
[02:42:08.502 --> 02:42:09.162]  Incredible.
[02:42:09.182 --> 02:42:10.362]  Oh, man.
[02:42:11.483 --> 02:42:16.065]  And now, now we're being told that we've got to celebrate all this.
[02:42:19.275 --> 02:42:21.016]  They're just getting us ready to bring in foreign troops.
[02:42:21.036 --> 02:42:21.737]  It's red dawn.
[02:42:21.777 --> 02:42:23.498]  I tell you, these people are just pure scum.
[02:42:23.778 --> 02:42:25.439]  I just can't believe what this country's turned into.
[02:42:25.459 --> 02:42:30.903]  It'll be Chinese troops out there on the highway, sticking their hands inside your wife, and it'll be on the news.
[02:42:31.644 --> 02:42:33.245]  People, I salute them, the state police!
[02:42:33.645 --> 02:42:34.466]  Come with me, General!
[02:42:34.486 --> 02:42:35.566]  We'll deal with the Americans!
[02:42:35.646 --> 02:42:36.307]  Light them up!
[02:42:36.367 --> 02:42:37.548]  I swear, they're murdering us!
[02:42:37.568 --> 02:42:39.149]  I mean, whatever they're told, they'll do.
[02:42:39.189 --> 02:42:42.131]  I'm telling you, they will lighten you up, and they will club your brains out!
[02:42:42.311 --> 02:42:44.593]  The government wants to club you and your family's brains out!
[02:42:45.313 --> 02:42:49.801]  They're literally with the Communist Chinese now, talking about how they want to get our guns and have a war on us.
[02:42:49.821 --> 02:42:51.264]  I mean, we are just entering hell.
[02:42:52.426 --> 02:42:53.507]  I'm sorry, I'm ranting here.
[02:42:53.527 --> 02:42:54.890]  You're just freaking me out.
[02:42:55.411 --> 02:42:57.094]  Jeremy in New York, you're on the air.
[02:42:57.134 --> 02:42:57.534]  Go ahead.
[02:42:59.949 --> 02:43:04.472]  I'm sorry, I looked at those photos of them slaughtering mainly women who didn't work hard enough in the labor camps.
[02:43:04.552 --> 02:43:05.392]  It just freaks me out.
[02:43:05.932 --> 02:43:08.574]  The apple factories with suicide nets and forced abortions.
[02:43:08.634 --> 02:43:11.776]  I mean, these liberals are just the scum of murdering hell.
[02:43:11.816 --> 02:43:14.597]  They're authoritarian trash who want to murder all of us.
[02:43:14.637 --> 02:43:15.017]  Go ahead.
[02:43:15.037 --> 02:43:17.839]  I mean, they say they want to put us in re-education camps.
[02:43:18.259 --> 02:43:20.400]  Their religion is raping us.
[02:43:20.460 --> 02:43:21.241]  I'm sorry, go ahead.
[02:43:22.216 --> 02:43:27.540]  Yeah, I'm actually surprised that the Chinese have said that.
[02:43:28.320 --> 02:43:40.048]  Back when Clinton was in office, they actually exported many, many different types of AKs, many assault rifles to the U.S.
[02:43:41.329 --> 02:43:48.034]  Clinton had that shut off at one point, but I'm actually surprised that the Chinese are coming out against us.
[02:43:50.154 --> 02:43:52.117]  I hear you.
[02:43:52.257 --> 02:43:54.260]  It says you called in about vets and PTSD.
[02:43:54.280 --> 02:43:56.002]  Don't worry, they're getting ready to disarm all the vets, too.
[02:43:56.042 --> 02:43:58.485]  And if you don't like it, Chinese troops will club your brains out.
[02:43:58.505 --> 02:43:58.846]  Go ahead.
[02:43:59.387 --> 02:43:59.627]  Yeah.
[02:44:00.368 --> 02:44:07.317]  Well, yeah, what I was going to ask you about was, I forgot where I read the article, but yeah, they want to take away
[02:44:08.464 --> 02:44:18.949]  You know, the facts coming out of the military, you know, just coming back from war, you know, they want to automatically take away their Second Amendment rights because, you know, we all have PTSD.
[02:44:19.109 --> 02:44:24.131]  You know, we've come back... No, no, they just tell you that and they're now telling people that have a car wreck, you have PTSD.
[02:44:24.171 --> 02:44:24.992]  I'm putting it in your chart.
[02:44:25.352 --> 02:44:26.793]  This will pay for your insurance.
[02:44:27.053 --> 02:44:29.114]  And then you get your Second Amendment taken away.
[02:44:29.314 --> 02:44:31.115]  They're just going to list us all as mentally ill.
[02:44:31.915 --> 02:44:33.616]  That's what re-education camps are.
[02:44:33.996 --> 02:44:36.477]  America is turning into a giant re-education camp.
[02:44:36.497 --> 02:44:37.838]  Indeed it is.
[02:44:39.535 --> 02:44:41.637]  And that was a great interview with Bob Barr.
[02:44:41.697 --> 02:44:46.219]  I really hope he and the NRA steps up and actually does something this time.
[02:44:47.460 --> 02:44:49.261]  What do you think about... I'm sorry, go ahead.
[02:44:51.063 --> 02:44:52.523]  I'm disappointed with the NRA.
[02:44:53.084 --> 02:44:54.405]  I really have been for many years.
[02:44:56.326 --> 02:44:57.186]  God bless you, sir.
[02:44:57.266 --> 02:45:00.128]  Look, I hope everybody will go to Infowars.com right now.
[02:45:00.148 --> 02:45:01.049]  We're going to red-link it.
[02:45:01.409 --> 02:45:04.071]  Communist Chinese government calls for Americans to be disarmed.
[02:45:05.956 --> 02:45:09.557]  I mean, this is just a foreign government, and that's what the UN is.
[02:45:09.877 --> 02:45:14.858]  They're in the UN treaty demanding we be taken, have our guns taken, and Obama says he's going to sign it.
[02:45:15.298 --> 02:45:17.139]  I mean, it's just no end.
[02:45:17.619 --> 02:45:27.781]  And I'm telling you folks, if you had Chinese troops in uniforms here, the average person would just beg them to cavity search them, because that's a sacrament of America now, is to beg to be hurt by government.
[02:45:28.081 --> 02:45:32.262]  And as long as it's government, the average American just falls down and worships it, because they're not Americans anymore.
[02:45:32.762 --> 02:45:35.203]  And those of us that are still Americans, we're the enemy.
[02:45:36.391 --> 02:45:39.675]  And it's just going to get more Twilight Zone from here.
[02:45:40.596 --> 02:45:42.198]  Let's go to Gene in Georgia.
[02:45:43.159 --> 02:45:43.980]  Gene, you heard that.
[02:45:44.000 --> 02:45:50.208]  The Communist government says they want to help Obama and that a war needs to be waged on American gun owners.
[02:45:50.248 --> 02:45:50.769]  How's that sound?
[02:45:51.565 --> 02:45:53.027]  Actually, that's why I called in.
[02:45:53.087 --> 02:45:56.230]  I've been talking about this for about a year and a half.
[02:45:57.511 --> 02:46:08.363]  Me and my husband wanted to adopt a child, a little girl, and doing our research, we found out the girls that they had been giving away, there has been basically an off-balance of boys.
[02:46:09.119 --> 02:46:10.520]  For the last few decades.
[02:46:10.761 --> 02:46:17.166]  And these men, these Chinese soldiers... Yeah, there's now 45 million extra soldiers, and I thought it was a rumor 10 years ago.
[02:46:17.186 --> 02:46:20.490]  I looked it up, they've told them, you're gonna have to conquer America to get a woman.
[02:46:20.510 --> 02:46:21.330]  Is that what you're about to say?
[02:46:22.091 --> 02:46:22.932]  Well, you know what?
[02:46:22.972 --> 02:46:23.712]  They're ruthless.
[02:46:23.732 --> 02:46:24.673]  They're unbalanced.
[02:46:24.713 --> 02:46:26.975]  They're kidnapping women over there in China.
[02:46:27.156 --> 02:46:29.177]  I mean, it's just very off balance.
[02:46:29.718 --> 02:46:31.520]  These guys have no respect.
[02:46:32.136 --> 02:46:34.359]  For life, and you're right, they're ruthless.
[02:46:34.399 --> 02:46:38.143]  They do things that make a cavity search seem like Christmas morning.
[02:46:38.163 --> 02:46:40.986]  Don't worry, the state police in Texas will back them.
[02:46:41.006 --> 02:46:44.450]  I think the state would probably love to line up our old families with them.
[02:46:45.425 --> 02:46:47.506]  It's concerning for me and it has been.
[02:46:47.526 --> 02:46:50.908]  I have two boys in the military and I have been telling them for years.
[02:46:50.988 --> 02:46:53.709]  I'm like, you know, this is going to happen.
[02:46:53.729 --> 02:46:57.151]  The government's going to ask you to rise up against your own people.
[02:46:57.191 --> 02:47:04.254]  It's official now in NLEO 9 through NLEO 11, they train with foreign troops to take our guns.
[02:47:04.554 --> 02:47:05.375]  It's official!
[02:47:06.155 --> 02:47:11.738]  I've had countless military officers on who were trained at the Army War College for gun confiscation.
[02:47:11.958 --> 02:47:16.341]  This has been going on for 20 years as they build a secret army against us.
[02:47:16.841 --> 02:47:17.522]  And how do they do it?
[02:47:17.582 --> 02:47:20.583]  They don't care if 90% of the troops say no, they won't do it.
[02:47:20.823 --> 02:47:28.548]  They take that 10% or so and promote them and then put them into the Homeland Security Black Ops Command against America.
[02:47:30.148 --> 02:47:30.768]  Absolutely.
[02:47:30.848 --> 02:47:34.030]  And then they secretly ship off 3,000 more away from home.
[02:47:34.850 --> 02:47:38.012]  And I think that was what Obama did just recently.
[02:47:38.032 --> 02:47:41.113]  Shipped another 3,000 of our own boys and women.
[02:47:41.133 --> 02:47:43.514]  You know what's going to happen?
[02:47:43.534 --> 02:47:47.776]  When all this starts unfolding, because this is the plan, people are going to not believe we warned them.
[02:47:47.977 --> 02:47:49.097]  But here's going to be the good news.
[02:47:49.357 --> 02:47:54.600]  People who don't believe all this is happening, once it really starts happening, they'll now know the whole blueprint.
[02:47:55.240 --> 02:47:58.822]  Okay, so that's what we're doing right now, just trying to warn as many people as we can.
[02:47:58.842 --> 02:48:03.385]  A lot of them will laugh, but down the road, they'll remember and know the rest of the plan.
[02:48:03.425 --> 02:48:03.745]  Go ahead.
[02:48:04.005 --> 02:48:08.628]  And they'll know submitting, because they're going to tell you, now our friends are here to fight the insurrectionists.
[02:48:09.048 --> 02:48:11.650]  Just submit to our foreign European Union friends.
[02:48:11.910 --> 02:48:13.251]  That's who the main force they're training.
[02:48:13.891 --> 02:48:15.332]  Chinese later, Chinese government.
[02:48:16.033 --> 02:48:18.975]  And everything will be fine.
[02:48:19.035 --> 02:48:19.675]  People will know.
[02:48:19.955 --> 02:48:24.018]  When you submit to the full foreign takeover, that's when they're going to take you and kill you.
[02:48:24.058 --> 02:48:24.338]  Go ahead.
[02:48:25.313 --> 02:48:26.053]  Oh, absolutely.
[02:48:26.073 --> 02:48:29.475]  They're chipping away at our cornerstone in the Second Amendment.
[02:48:29.555 --> 02:48:31.275]  Everything else will fall to the wayside.
[02:48:31.335 --> 02:48:35.957]  I'm even shocked during the National ID Act of 2004-2005.
[02:48:36.257 --> 02:48:39.238]  I think that one was snuck under the Tsunami Relief Bill.
[02:48:39.678 --> 02:48:40.678]  I saw this coming.
[02:48:40.839 --> 02:48:47.441]  Georgia just calls it now the Secure ID Act, where they heard you in the DMV and they take all your information and link it.
[02:48:48.421 --> 02:48:49.502]  And as you know in D.C.
[02:48:49.542 --> 02:48:53.164]  they're now taking blood in the District of Criminals when you get a driver's license.
[02:48:53.605 --> 02:48:55.926]  And of course Bill Clinton signed an executive order to do that.
[02:48:56.947 --> 02:48:59.969]  But it took a long time for it to be implemented, but it's starting.
[02:49:00.009 --> 02:49:00.709]  God bless you ma'am.
[02:49:01.090 --> 02:49:04.812]  Folks, reality is insane.
[02:49:05.092 --> 02:49:07.874]  And I just wish people would wake up how much grave danger we're in.
[02:49:08.694 --> 02:49:13.037]  The Communist government is saying that, you know, Obama, get their guns, wage war on them.
[02:49:13.057 --> 02:49:13.918]  These are quotes.
[02:49:15.267 --> 02:49:15.727]  They love him.
[02:49:16.047 --> 02:49:16.868]  He's their comrade.
[02:49:16.888 --> 02:49:19.089]  That is the leadership.
[02:49:19.129 --> 02:49:20.809]  The people of China hate their corrupt government.
[02:49:21.130 --> 02:49:22.610]  Brian, in Texas, go ahead.
[02:49:22.630 --> 02:49:24.871]  Can you hear me?
[02:49:25.091 --> 02:49:25.752]  Yes, I can, sir.
[02:49:25.812 --> 02:49:26.092]  Go ahead.
[02:49:26.112 --> 02:49:27.953]  Yes, sir.
[02:49:28.393 --> 02:49:32.555]  I got one comment, and I got two important things to put out to you.
[02:49:32.835 --> 02:49:34.776]  First comment was about the
[02:49:35.700 --> 02:49:37.423]  The way he's taking on the DPS.
[02:49:37.503 --> 02:49:46.097]  I used to work for one of the state departments in Texas for 17 years, and the corruption is just mind-blowing.
[02:49:46.117 --> 02:49:49.342]  From the governor on down, it's just phenomenal.
[02:49:49.989 --> 02:49:58.153]  And the only way for anybody, regardless if you're an employee or a citizen, to be right is, unfortunately, you have to be ready to take them in court.
[02:49:58.353 --> 02:50:00.354]  And that's the only way.
[02:50:00.414 --> 02:50:01.355]  No, no, that's it.
[02:50:01.415 --> 02:50:04.016]  You can do whatever you want as long as you follow every order you're given.
[02:50:04.857 --> 02:50:09.599]  And just all of government is just stealing money, doing whatever they want at every level.
[02:50:11.040 --> 02:50:11.700]  We're going down.
[02:50:11.720 --> 02:50:13.601]  I mean, the country has cancer.
[02:50:14.001 --> 02:50:16.603]  And all I hope is we can fix it down the road.
[02:50:16.643 --> 02:50:18.944]  But what kind of stuff do you see in the state?
[02:50:20.866 --> 02:50:28.835]  Uh, well, it's not this state, but it looks like the police state has officially started in a city of Arkansas called Paragulf.
[02:50:29.996 --> 02:50:37.344]  The mayor has ordered the placement of his officers to have AR-15s foot patrol on the streets.
[02:50:38.243 --> 02:50:39.524]  And by the way, that's not just there.
[02:50:39.564 --> 02:50:40.864]  They're in full battle gear.
[02:50:41.164 --> 02:50:45.586]  In Colorado cities, they stand out on highways and aim guns at you as you drive by.
[02:50:45.606 --> 02:50:51.808]  And again, put their hands inside our bodies, aim machine guns at us, take our small children from us.
[02:50:52.188 --> 02:50:56.950]  They're getting us ready when they get the trucks set up on the highway to load you up and ship you out.
[02:50:57.010 --> 02:50:59.851]  They're getting everybody acclimated to get on the trains and buses.
[02:51:00.172 --> 02:51:00.752]  We'll be right back.
[02:51:02.540 --> 02:51:07.564]  We all know that Berkey water purification systems are the most trusted name in water filtration.
[02:51:07.764 --> 02:51:16.912]  As an authorized Berkey dealer for over six years and serving thousands of satisfied customers, the Berkey guy offers amazing specials for Berkey water filtration systems.
[02:51:17.132 --> 02:51:31.183]  The Berkey light systems include a set of self-sterilizing and recleanable black purification elements that purify water by removing chlorine, pathogenic bacteria, cysts and parasites to non-detectable levels and remove harmful chemicals such as herbicides and pesticides.
[02:51:31.443 --> 02:51:36.712]  Order the Berkey Light System today, complete with two black Berkey elements for only two hundred and thirty one dollars.
[02:51:36.872 --> 02:51:39.396]  And the Berkey Guy will ship your order free of charge.
[02:51:39.596 --> 02:51:46.427]  With the purchase of a Berkey Light, the Berkey Guy is also offering a set of fluoride and arsenic filters for only thirty nine ninety nine.
[02:51:46.567 --> 02:51:48.709]  That's over 30% off the retail price.
[02:51:48.909 --> 02:51:49.830]  Call the Berkey guy at 1-877-886-3653.
[02:51:49.850 --> 02:51:50.050]  That's 1-877-886-3653.
[02:51:50.070 --> 02:51:50.851]  Or order online at GoBerkey.com.
[02:51:50.891 --> 02:51:51.592]  That's GoBerkey.com today!
[02:52:03.626 --> 02:52:05.107]  Hey there, Frank Bates here.
[02:52:05.868 --> 02:52:10.472]  Have you heard about the weird device that could wipe out 280 million Americans?
[02:52:10.952 --> 02:52:12.353]  This is really scary stuff.
[02:52:12.754 --> 02:52:17.458]  Defense experts warn that this odd device poses the gravest threat we've ever known.
[02:52:18.018 --> 02:52:25.204]  In fact, just a few weeks ago, former Speaker of the House Newt Gingrich wrote an op-ed piece for the Washington Post warning about this deadly threat.
[02:52:26.061 --> 02:52:28.281]  I can't believe that more people aren't talking about this.
[02:52:28.842 --> 02:52:32.022]  It may be because the liberals in the government are trying to cover it up.
[02:52:32.622 --> 02:52:40.744]  That's why my friend just created a free video at WeirdDevice.com that exposes this threat and blows the doors off the conspiracy.
[02:52:41.184 --> 02:52:51.326]  Go watch the shocking video at WeirdDevice.com right now to discover exactly what it is, plus discover the number one way you and your family can survive this deadly attack.
[02:52:52.066 --> 02:52:56.900]  I'm not sure how long this video will be online, so go to WeirdDevice.com before it's gone forever.
[02:52:57.401 --> 02:52:59.426]  Again, that's WeirdDevice.com.
[02:53:01.792 --> 02:53:02.332]  Food storage?
[02:53:02.532 --> 02:53:02.812]  Check.
[02:53:03.093 --> 02:53:03.833]  Survival tools?
[02:53:04.093 --> 02:53:04.353]  Check.
[02:53:04.673 --> 02:53:05.674]  Weapons and water filters?
[02:53:05.934 --> 02:53:06.234]  Check.
[02:53:06.634 --> 02:53:12.517]  But what about a permanent source of cooking power that can run forever without buying fuel or paying for maintenance?
[02:53:12.817 --> 02:53:18.779]  Introducing Afterburner Stoves, home of the original patented Rocket Stove, the Kelly Kettle, and the Solo Stove.
[02:53:18.959 --> 02:53:27.363]  Afterburner Stoves has what you need and now offers all GCN listeners our complete preparedness package with the means to cook meals and sanitize water.
[02:53:27.543 --> 02:53:34.865]  Whether you dig in or bug out, cook almost any meal with just a handful of sticks, we already have the lowest online prices guaranteed.
[02:53:35.125 --> 02:53:44.908]  But if you enter coupon code GCN at checkout, we'll knock off an additional 15% and send you our amazing 6-hour solar rechargeable light bulb absolutely free.
[02:53:45.188 --> 02:53:45.809]  All for only $249.
[02:53:47.469 --> 02:53:49.950]  Visit AfterBurnerStoves.com or call 866-716-5214.
[02:53:49.970 --> 02:53:50.110]  866-716-5214.
[02:53:50.130 --> 02:53:51.390]  AfterBurnerStoves.com.
[02:53:51.410 --> 02:53:53.971]  Cook hot meals with just a handful of sticks!
[02:53:54.251 --> 02:53:54.731]  Cyrus Jones!
[02:54:14.837 --> 02:54:25.605]  I love this country a lot, and if people won't admit how much trouble we're in, there's no way to save it.
[02:54:25.625 --> 02:54:29.727]  We probably aren't going to be able to save it, I'm going to be honest with you.
[02:54:29.747 --> 02:54:30.948]  It's going to get bad.
[02:54:30.988 --> 02:54:34.430]  We're going to be totally turned over to evil.
[02:54:34.531 --> 02:54:37.513]  God's not going to let us kill 50 million babies, 53 million, without punishing us.
[02:54:42.623 --> 02:54:45.345]  Just like Israel over and over again was sent into bondage.
[02:54:45.786 --> 02:54:47.708]  Every time they turned away from God's commandments.
[02:54:48.548 --> 02:54:49.529]  We're gonna go into bondage.
