[00:00:21.960 --> 00:00:25.224]  Welcome to tonight's InfoWars Nightly News broadcast.
[01:21:18.420 --> 01:21:27.971]  But meanwhile, they're firing hydrogen nuclear weapons into the upper atmosphere in an attempt, in their own words, to blow a hole in the atmosphere.
[01:21:28.892 --> 01:21:36.037]  I interviewed years ago the director of HAARP, and he admitted that they're able to ignite the atmosphere with this system.
[01:21:36.697 --> 01:21:42.080]  Our whole world has become a giant experiment by mad scientists.
[01:21:42.621 --> 01:21:45.162]  This presentation is only a small part of the evidence.
[01:21:45.743 --> 01:21:48.705]  Unfortunately, the facts are incontrovertible.
[01:21:49.795 --> 01:21:59.221]  We have a group of mad scientists who believe that they are supermen in a race separate from general humanity playing God.
[01:22:00.142 --> 01:22:04.204]  One reason the globalists are so arrogant is that they've got advanced technology.
[01:22:04.564 --> 01:22:06.986]  They've been suppressing what's been doled out to the public.
[01:22:07.086 --> 01:22:09.848]  So they think they can control all of these systems.
[01:22:11.644 --> 01:22:12.725]  None of this is new.
[01:22:13.465 --> 01:22:20.570]  If you go back to every ancient civilization, the elites believed that they were God and the general population was scum.
[01:22:21.752 --> 01:22:26.935]  And the longer a dynasty went, the more decadent and crazy it got.
[01:22:27.375 --> 01:22:31.137]  The more the elites began to believe that they were infallible in God.
[01:22:31.877 --> 01:22:38.621]  And it's this same incredible hubris that is endangering our civilization today.
[01:22:39.341 --> 01:22:41.943]  You have all these elite families interbreeding.
[01:22:42.711 --> 01:22:47.693]  With their aggressive genes, their psychopathic genes, their sociopathic genes.
[01:22:48.493 --> 01:23:01.437]  And then philosophers and scientists come along, like Thomas Malthus two hundred and something years ago in England, and says, oh let's bring back the plague, let's give people diseases, let's reduce population.
[01:23:02.057 --> 01:23:12.210]  And then you see every other major British scientist, and then German, Russian, US scientist, since then, who's into eugenics saying Malthus was right.
[01:23:12.751 --> 01:23:14.153]  Let's promote the plague.
[01:23:14.493 --> 01:23:16.215]  Let's kill the general public.
[01:23:16.235 --> 01:23:18.398]  And then you've got these inbred elites.
[01:23:19.534 --> 01:23:22.355]  We were into all this stuff going, absolutely, let's do it!
[01:23:22.855 --> 01:23:27.996]  And then you find out they're putting stuff in our vaccines, our food, our water.
[01:23:28.316 --> 01:23:35.258]  They're engineering Trojan horse genetic traits into food that are causing organ failure and sterility.
[01:23:35.858 --> 01:23:40.379]  And you realize that a bunch of crazy psychos are in control.
[01:23:40.679 --> 01:23:42.079]  But I'll tell you what's even crazier.
[01:23:42.899 --> 01:23:45.000]  These psychopaths aren't even in control.
[01:23:46.536 --> 01:23:55.920]  They are so arrogant and think they're so invincible that they've got thousands of laboratories splicing every plant and animal you can imagine.
[01:23:56.500 --> 01:23:59.001]  Monkeys that have got five or six other species.
[01:23:59.562 --> 01:24:01.102]  Fish that have got insects in them.
[01:24:01.462 --> 01:24:07.305]  You name it, it's just pell-mell, helter-skelter, petal-to-the-metal wild.
[01:24:09.062 --> 01:24:12.586]  If we don't turn this around, we face a nightmare scenario.
[01:24:12.947 --> 01:24:15.690]  The globalists are already trying to start World War III right now.
[01:24:15.990 --> 01:24:20.976]  They're funding tens of billions of dollars for 30,000 drones in the skies over America.
[01:24:21.737 --> 01:24:26.442]  They've got neighborhood watch groups now spying on their neighbors for their political speech.
[01:24:28.280 --> 01:24:31.162]  It's getting more and more Twilight Zone by the minute.
[01:24:31.943 --> 01:24:34.445]  Let's rediscover the Bill of Rights and Constitution.
[01:24:34.725 --> 01:24:37.308]  Let's rediscover common sense, basic liberty.
[01:24:37.808 --> 01:24:40.010]  Let's protect individual rights.
[01:24:40.931 --> 01:24:43.613]  Let's get the globalist controllers under control.
[01:24:44.855 --> 01:24:47.516]  Let's point out that they're a bunch of lunatics.
[01:24:48.076 --> 01:24:53.399]  Let's stop buying into their whole Madison Avenue, Wall Street, Hollywood false reality.
[01:24:53.699 --> 01:24:59.542]  Let's rise above their control paradigm and really see it for what it is and call it out.
[01:25:00.282 --> 01:25:04.384]  You can't fight this system from within anymore.
[01:25:05.084 --> 01:25:16.495]  You've got to realize this house of cards is already coming down and the only way to save our civilization, our species, our society, is to face just how dire our straits are.
[01:25:17.156 --> 01:25:21.460]  All I want is for our species to continue.
[01:25:22.001 --> 01:25:28.807]  All I want is prosperity for our progeny, our great-great-grandchildren, to be able to live in peace
[01:25:29.768 --> 01:25:40.694]  And explore space, and be successful, and look back on the trials and tribulations we went through as an example for the trials and tribulations they're gonna face.
[01:25:41.635 --> 01:25:49.660]  I mean, the level of corruption and flat-out demonic evil that we're putting up with is just ridiculous.
[01:25:50.460 --> 01:25:52.141]  We're at the crossroads, my friends.
[01:25:53.082 --> 01:25:58.465]  Our future, our destiny, our very existence is up to you.
