[00:00:00.981 --> 00:00:01.021]  So,
[01:09:41.505 --> 01:09:49.231]  A few years before somebody's got a very scalable technology that kind of takes off and takes over the world energy thing.
[01:09:49.652 --> 01:09:54.716]  But if you're one of those guys, and I know two of them, they're having a hell of a time getting funding for it.
[01:09:55.537 --> 01:09:57.078]  Who wants to fund their own demise?
[01:09:57.398 --> 01:10:00.681]  These guys who could fund this stuff are the ones who are invested in the system now.
[01:10:01.124 --> 01:10:01.724]  That's right.
[01:10:01.785 --> 01:10:10.671]  The part of the problem is the 1% that both in the corporations and in the people that got to the top got there by the old system that's taken the planet down.
[01:10:10.691 --> 01:10:21.479]  So the question then becomes, how do the 1% finally realize it's in their own best interest to slit their throats in one sense and go this new direction?
[01:10:21.559 --> 01:10:23.320]  So it's pretty tough.
[01:10:23.841 --> 01:10:27.523]  It'll be very entertaining to see how this drama plays out.
[01:10:28.604 --> 01:10:31.185]  Do we destroy planet Earth or do we save it?
[01:10:31.285 --> 01:10:33.046]  Or is it somewhere in between?
[01:10:33.106 --> 01:10:43.832]  Or do we get ourselves knocked really, really, really badly and then finally empower the people in the power to make the major changes to prevent collapsing the world as we know it?
[01:10:43.872 --> 01:10:49.194]  And most of the people I talk to, I call them the optimistic doomers, seem to be in that category.
[01:10:49.314 --> 01:10:50.695]  Actually, in the last year it's flipped.
[01:10:50.735 --> 01:10:58.099]  It used to be two out of three were optimistic doomers, one out of three thought we were over the tipping point and we were going to crash the system no matter what.
[01:10:58.619 --> 01:11:00.319]  The last year or two, it's kind of flipped.
[01:11:00.359 --> 01:11:05.701]  Now it's like two out of three say, we're past the tipping point and we're going to crash no matter what.
[01:11:05.781 --> 01:11:07.681]  And that includes people in the left, right and center.
[01:11:07.721 --> 01:11:14.903]  That's like the full spectrum of America seems to be feeling that way now, at least the ones I talk to.
[01:11:15.403 --> 01:11:18.644]  And so it's interesting times we live in.
[01:11:18.724 --> 01:11:22.925]  And if you don't have your grab and go kit ready and you don't have at least some basics,
[01:11:24.885 --> 01:11:25.426]  Shame on you.
[01:11:25.886 --> 01:11:28.028]  Well, and I would recommend a couple things for that.
[01:11:28.068 --> 01:11:32.772]  We have these, they're little cards, they're called RAD stickers.
[01:11:33.132 --> 01:11:38.256]  And they basically point out, you know, if you're in an area with radiation, you know, you wear these on your body.
[01:11:38.676 --> 01:11:40.357]  We'll get a shot of that here overhead.
[01:11:40.938 --> 01:11:44.281]  And we also have Thyrosafe, which is potassium iodide tablets.
[01:11:45.421 --> 01:11:47.463]  Let's talk a little bit about potassium iodide.
[01:11:47.543 --> 01:11:49.564]  It's not something you want to start taking now.
[01:11:49.984 --> 01:11:54.467]  It's something you only want to start taking if you know you have radiation coming at you.
[01:11:54.948 --> 01:11:56.529]  What can you tell us about potassium iodide?
[01:11:57.128 --> 01:12:04.550]  Well, potassium iodide is, actually you carry something else that's a broader band thing than the potassium iodide.
[01:12:05.590 --> 01:12:08.091]  You are also stocking modafilin on your store now.
[01:12:08.131 --> 01:12:08.631]  Yep, there it is.
[01:12:08.651 --> 01:12:09.892]  I was just about to bring that up.
[01:12:10.292 --> 01:12:18.674]  And the potassium iodide basically, see when, around Chernobyl, the Chernobyl necklace is like everywhere.
[01:12:19.492 --> 01:12:21.433]  And that's thyroid tumors.
[01:12:21.693 --> 01:12:26.374]  And the Pacific Islanders who are downwind from the Bikini Atoll on the U.S.
[01:12:26.695 --> 01:12:33.477]  Open Air Test, and to a lesser degree, the people in Utah downwind from the Nevada Test Site,
[01:12:34.233 --> 01:12:37.814]  It's like they never blew it off when it was headed towards lots of people like Vegas.
[01:12:37.834 --> 01:12:45.016]  They only blew it off when it was headed out in the, you know, those poor people in the smaller towns out there in southern Utah.
[01:12:45.316 --> 01:12:59.859]  And so the Chernobyl necklace is when the radioactive heavy metals go into the body in the iodine and the iodine is used by the thyroid gland and then it lodges in there and it leads to tumors and cancers over time.
[01:13:00.539 --> 01:13:00.719]  Thank you.
[01:13:17.358 --> 01:13:25.404]  Preventing you from getting like the strontiums and the cesiums in the body and the uraniums and the plutoniums, but it is protecting you from radioactive iodine to a large degree.
[01:13:26.004 --> 01:13:34.951]  Now, the other material you've got, the modafilin, that's a kelp extract where they've made it very bioavailable.
[01:13:34.971 --> 01:13:43.557]  See, if you and I go out and eat kelp, well, we're not, you know, we're not ocean-going animals, so our body is not designed to digest kelp.
[01:13:44.173 --> 01:13:57.579]  But when it's processed properly, then you get all of this bioactive iodine and you have other active ingredients in the kelp that help to bond to the radioactive heavy metals in your body and actually help the body dump it.
[01:13:57.619 --> 01:14:02.701]  It's called chelation and it bonds to the metals and it dumps it out through your urine and through your feces.
[01:14:03.361 --> 01:14:14.630]  So, the modafilin actually gives you much broader protection than the potassium iodide does, and it helps protect you against all of the metals.
[01:14:14.730 --> 01:14:16.252]  Now, nothing's perfect.
[01:14:16.732 --> 01:14:23.798]  I mean, obviously, perfect is like not ingesting any radioactive material yourself, either breathing it in or coming in through your food or water.
[01:14:23.958 --> 01:14:24.638]  That's perfect.
[01:14:24.718 --> 01:14:26.400]  But, you know, we don't live in a perfect world.
[01:14:27.020 --> 01:14:35.071]  So I'm taking four capsules of the Modafilin every day and I will as long as I live provided I have access to it.
[01:14:35.785 --> 01:14:40.288]  Well, it says here, 40 pounds of raw seaweed is needed to make one pound of modifiolin.
[01:14:40.849 --> 01:14:42.270]  So, I mean, it really is.
[01:14:42.310 --> 01:14:46.533]  They really are processing that to get it as concentrated as possible.
[01:14:46.553 --> 01:14:48.634]  And there's some guys here that are taking it.
[01:14:48.654 --> 01:14:55.659]  And they actually told me before I came on the air, they said, our hair and fingernails are growing a lot faster than they did before.
[01:14:55.679 --> 01:14:56.760]  That's one thing they noticed.
[01:14:57.460 --> 01:15:00.062]  Well, maybe I should take more of this stuff.
[01:15:00.082 --> 01:15:00.322]  Yeah.
[01:15:00.762 --> 01:15:02.584]  Well, they had hair to begin with, though.
[01:15:04.415 --> 01:15:14.921]  Yeah, it's got a lot of bioactive compounds in there, trace minerals and elements from the kelp and seaweed.
[01:15:14.981 --> 01:15:19.103]  In spite of the other things, it's just good as a supplement to take.
[01:15:19.984 --> 01:15:23.266]  There are people who claim it helps them to dump weight and all of that.
[01:15:23.386 --> 01:15:30.050]  I haven't really noticed that effect myself, but I do feel good on it and don't notice any unpleasant side effects from taking it.
[01:15:30.370 --> 01:15:30.630]  Right.
[01:15:31.110 --> 01:15:32.331]  Well, hey, let me ask you this, Matt.
[01:15:32.691 --> 01:15:35.912]  We have wind disaster strikes and wind technology fails.
[01:15:35.952 --> 01:15:39.073]  If you can only afford one, what, in your opinion, is the best one to get?
[01:15:40.314 --> 01:15:44.615]  You know, if you're worried about, this is sort of, I've got to answer with a caveat.
[01:15:44.895 --> 01:15:52.178]  If you're worried about the world totally falling apart, then unquestionably get the bigger book, Wind Technology Fails.
[01:15:53.607 --> 01:16:07.075]  But the new book, if you want to have a compact manual for your go-bag that's a perfect prepping and survival handbook, then When Disaster Strikes is like your perfect prepping and survival handbook.
[01:16:07.095 --> 01:16:13.399]  But it doesn't have the primitive technologies, how to do things the old way in case everything fell apart.
[01:16:13.499 --> 01:16:14.920]  So there's a little different focus.
[01:16:15.300 --> 01:16:17.902]  Plus, When Disaster Strikes has new material on
[01:16:18.582 --> 01:16:28.605]  Nuclear, surviving a nuclear catastrophe, on solar storms and EMPs, specific chapters on fires, a chapter on earthquakes, a chapter on hurricanes and floods.
[01:16:28.985 --> 01:16:33.027]  So it's got some information that's not in When Technology Fails.
[01:16:33.087 --> 01:16:35.487]  So I hope I answered your question.
[01:16:35.548 --> 01:16:36.888]  There's no easy way to answer it.
[01:16:37.208 --> 01:16:40.391]  Two is better than one, is what essentially he said.
[01:16:40.411 --> 01:16:52.180]  And then we also have Strategic Relocation by Joel Skousen, who we've had on the show, and we did a really in-depth interview that we're putting together a DVD with his, which basically describes, you know,
[01:16:53.822 --> 01:16:59.746]  If you're going to go with that mindset, that it's all going to collapse, you know, go with this at least to prepare yourself.
[01:16:59.766 --> 01:17:10.735]  And I think, you know, strategic relocations with when technology fails is, you know, your best bet if you're going to go in at it with a group of people and you're going to try to make it, you know, make it out of whatever happens.
[01:17:11.195 --> 01:17:11.716]  That's your best bet.
[01:17:11.736 --> 01:17:11.896]  Sure.
[01:17:12.577 --> 01:17:16.660]  And don't forget Carla Emery's Encyclopedia of Country Living if you want to
[01:17:17.418 --> 01:17:25.082]  Really, you know, deal with a full-on collapse situation then, you know, if I had like two books, only two I'd carry, I'd bring that.
[01:17:25.582 --> 01:17:28.283]  When Carla Emery and When Technology Fails.
[01:17:28.303 --> 01:17:35.847]  If I wanted to add another book, I'd add an herbal, illustrated herbal guide with full season pictures to local herbs.
[01:17:36.811 --> 01:17:38.612]  And then Joel Schozen's book's a good book.
[01:17:38.852 --> 01:17:40.392]  There's a lot to keep adding.
[01:17:40.433 --> 01:17:52.157]  So you kind of start with the core of your food, your shelter, your basic technologies, and your medicine and first aid, and then expand outward to improve your library.
[01:17:52.637 --> 01:17:54.438]  Well, and it's our duty to be prepared.
[01:17:54.518 --> 01:17:59.622]  So when the time comes, the people that are prepared are going to have to share their knowledge with the people who aren't prepared.
[01:17:59.682 --> 01:18:00.242]  And guess what?
[01:18:00.682 --> 01:18:02.203]  Those people are going to be your best friends.
[01:18:02.604 --> 01:18:08.528]  And they'll probably do a lot of the legwork that need, you know, if you've got all the answers to stuff, these are the people that are going to help you.
[01:18:09.088 --> 01:18:15.973]  So, and that's how you build community, too, with leaders and with people working together to make stuff, you know, happen.
[01:18:15.993 --> 01:18:18.554]  So we, you know, we can get through whatever is going to happen.
[01:18:18.594 --> 01:18:19.515]  I don't know what's going to happen.
[01:18:19.895 --> 01:18:22.097]  There'll probably be a financial crisis before anything else.
[01:18:23.100 --> 01:18:29.115]  Probably, but you know, if we have a major solar storm at the end of the year, we've got a solar maximum coming up.
[01:18:29.776 --> 01:18:37.963]  If we had a big solar storm like 1921 or 1859, those are an average of 75 years apart and it's been 90 years since the last one.
[01:18:38.483 --> 01:18:40.565]  So do the math, you know, we're due for one.
[01:18:40.625 --> 01:18:45.929]  If we have one like that, it could flip in an instant to where just things bubble apart quite quickly all over.
[01:18:46.350 --> 01:18:47.751]  And so, you don't know.
[01:18:48.451 --> 01:18:55.877]  Logically, rationally, yeah, financial crash, a bigger Great Depression is a very logical outcome.
[01:18:55.978 --> 01:18:57.579]  I'd say that's most probable.
[01:18:58.331 --> 01:19:13.994]  But very significant likelihood for a solar storm and a significant but lesser likelihood for an EMP causing an attack, electromagnetic pulse attack, and that would probably be more likely in the center of the United States or over the northeastern United States.
[01:19:14.054 --> 01:19:17.215]  But, you know, it's kind of a crapshot rolling the dice.
[01:19:17.295 --> 01:19:18.755]  Nobody knows until it happens.
[01:19:19.275 --> 01:19:19.856]  Well, there you go.
[01:19:20.316 --> 01:19:21.196]  We're going to leave it at that.
[01:19:21.216 --> 01:19:23.576]  This was a great interview, Matthew Stein.
[01:19:24.037 --> 01:19:25.897]  And go ahead and plug your website.
[01:19:26.457 --> 01:19:46.026]  Yeah, the website, whentechfails.com, there's some, W-H-E-N-T-E-C-H-F-A-I-L-S, there's some tremendous, totally free information, just click on articles, you know, full grab-and-go kit lists, how to purify water, protect yourself from the next superbug, really great, totally free information, so check it out.
[01:19:46.246 --> 01:19:46.667]  That's great.
[01:19:46.707 --> 01:19:54.537]  And we posted your press release today with some links to stuff that we carry in addition to the stuff that you carry because that's what it's all about.
[01:19:54.557 --> 01:19:58.022]  You've got to get prepared and don't take it lightly because
[01:19:59.298 --> 01:19:59.938]  You never know.
[01:19:59.958 --> 01:20:03.500]  You never know when a land hurricane is going to come through your town.
[01:20:03.800 --> 01:20:04.360]  You don't know.
[01:20:04.380 --> 01:20:04.640]  That's right.
[01:20:04.940 --> 01:20:05.841]  Until it happens.
[01:20:05.941 --> 01:20:08.141]  And then, you know, we had people calling into the show today.
[01:20:08.522 --> 01:20:13.043]  You know, I didn't realize how unprepared I was until, you know, until the power went out for five days.
[01:20:13.243 --> 01:20:14.864]  Now I realize how unprepared I am.
[01:20:14.924 --> 01:20:16.365]  So don't be those people.
[01:20:16.425 --> 01:20:19.266]  And with that, Matt, thanks for coming on the show and we'll talk to you later.
[01:20:19.686 --> 01:20:20.226]  You're welcome.
[01:20:20.286 --> 01:20:22.407]  It's always a pleasure and have a great day.
[01:20:22.427 --> 01:20:26.708]  Do your best to change the world and do your best to be ready for those changes because they're coming.
[01:20:26.869 --> 01:20:27.349]  There you go.
[01:20:28.089 --> 01:20:29.029]  Well, that was a great interview.
[01:20:29.830 --> 01:20:30.430]  Thank you, Matt.
[01:20:30.690 --> 01:20:32.590]  And right here, we've got our Pro Purist.
[01:20:32.610 --> 01:20:33.351]  This is one of the few.
[01:20:33.371 --> 01:20:34.791]  This is the brushed metal version.
[01:20:36.252 --> 01:20:41.993]  I would advise you, if nothing else, get your water filter, because you can only go three days without water.
[01:20:42.113 --> 01:20:43.654]  You can last a little bit without food.
[01:20:44.975 --> 01:20:53.326]  You can last a little bit without, you know, the radiation stuff, and that hasn't hit there yet, but, you know, the water, clean water is what you need to live, period.
[01:20:53.406 --> 01:20:58.352]  So get your Pro-Pure filter if you haven't got one yet, or get another type of water filter.
[01:20:58.372 --> 01:21:00.135]  We also have the LifeStraw.
[01:21:00.515 --> 01:21:01.637]  It's one of the other things we carry.
[01:21:02.594 --> 01:21:07.018]  That's our show for today, and it's been monumental.
[01:21:08.099 --> 01:21:10.901]  We've played Alex's Ask Alex, the first one.
[01:21:10.941 --> 01:21:14.164]  We're going to have another one coming up tomorrow, and then another one coming up Wednesday.
[01:21:14.244 --> 01:21:16.506]  We've finally gotten these edited.
[01:21:17.027 --> 01:21:23.433]  We thank you for sending in your questions via PlanetInfoWars, and if you're not a member of PlanetInfoWars, I suggest you get over there.
[01:21:24.133 --> 01:21:25.814]  And start joining up with people.
[01:21:25.894 --> 01:21:27.275]  I've had people contacting me.
[01:21:27.335 --> 01:21:29.216]  They want to get in contact with different people.
[01:21:29.857 --> 01:21:30.677]  And I say, you know what?
[01:21:30.737 --> 01:21:31.898]  Go through Planet Info Wars.
[01:21:31.918 --> 01:21:32.819]  That's how you're going to do it.
[01:21:32.899 --> 01:21:39.743]  That's how you're going to meet the people in your area that are doing the things that you're doing, that are getting prepared, that are talking about this stuff, that care about this stuff.
[01:21:40.163 --> 01:21:41.584]  So do that.
[01:21:42.125 --> 01:21:44.166]  Once again, I'm going to throw the books up again.
[01:21:44.206 --> 01:21:46.548]  We've got Strategic Relocations with Joel Skousen.
[01:21:46.588 --> 01:21:49.029]  We've got a great video working on that.
[01:21:50.070 --> 01:21:51.170]  Wind Disaster Strikes.
[01:21:52.185 --> 01:22:00.648]  This is the handbook for the short-term stuff, as Matt said, and then he said with the caveat, if you think it's all going to fall apart, get When Technology Fails.
[01:22:00.689 --> 01:22:03.129]  This teaches you how to live off the grid.
[01:22:03.850 --> 01:22:04.630]  Amonophilin.
[01:22:04.790 --> 01:22:06.131]  He takes four capsules a day.
[01:22:06.151 --> 01:22:08.011]  A couple of the guys in the office take any.
[01:22:08.032 --> 01:22:10.072]  I haven't started yet, but I think I'm going to.
[01:22:10.132 --> 01:22:18.336]  It sounds, you know, anything to get the heavy metals and stuff that we put into our bodies through the processed foods, through the crappy fluoridated water.
[01:22:19.437 --> 01:22:20.157]  All the stuff out there.
[01:22:20.337 --> 01:22:28.881]  By the way, you can get fluoride filters for your ProPure filter, along with the silver impregnated charcoal filters.
[01:22:28.901 --> 01:22:30.161]  There's the charcoal filters.
[01:22:30.281 --> 01:22:34.082]  And if you scroll up there, you got the fluoride filters.
[01:22:34.823 --> 01:22:36.123]  So we all know what fluoride does.
[01:22:36.163 --> 01:22:38.544]  We've hit that nail on the head several times.
[01:22:38.604 --> 01:22:40.785]  And if you're under a rock, it's not good for you.
[01:22:40.845 --> 01:22:43.366]  It's going to cause your bones to get brittle.
[01:22:43.386 --> 01:22:44.746]  It's going to cause you to be stupid.
[01:22:45.006 --> 01:22:45.727]  And it's going to
[01:22:46.758 --> 01:22:51.383]  Calcify right up there in your pineal gland, which is what some people think of as our third eye.
[01:22:51.403 --> 01:22:53.565]  That's our show for today.
[01:22:53.605 --> 01:22:55.667]  I'm Rob Due, and we'll see you tomorrow.
[01:22:55.687 --> 01:22:58.329]  Alex will be here tomorrow, and he'll be on with Wayne Madsen.
[01:22:58.910 --> 01:23:06.177]  So stay tuned for that, and keep watching, and wake someone else up, and wake yourself up, and that's about all I have to say.
[01:23:06.818 --> 01:23:07.078]  Good night.
