[00:00:01.711 --> 00:00:02.272]  We've got it!
[01:11:18.499 --> 01:11:21.761]  And their whole new election campaign, and I'm not even saying I like Mitt Romney.
[01:11:22.122 --> 01:11:24.323]  The point is, this is ridiculous.
[01:11:24.723 --> 01:11:25.504]  Now, remember back in 2008,
[01:11:27.461 --> 01:11:28.842]  ABC News was reporting on this.
[01:11:28.882 --> 01:11:36.908]  Flashback, Obama campaign accused Clinton of using Bin Laden to score political points in 08, saying he was dead and they killed him in a drone attack.
[01:11:37.869 --> 01:11:39.170]  All the experts said he was dead.
[01:11:40.050 --> 01:11:42.052]  Oh, but no, they got his body, but you can't see it.
[01:11:42.292 --> 01:11:43.713]  And the Navy SEALs that went and got him?
[01:11:44.253 --> 01:11:44.754]  They're dead.
[01:11:44.794 --> 01:11:45.775]  Their helicopter blew up.
[01:11:47.796 --> 01:11:49.517]  But again, don't question that.
[01:11:49.577 --> 01:11:52.159]  Or Breitbart's coroner dropping dead of poisoning.
[01:11:52.179 --> 01:11:54.861]  No big deal.
[01:11:54.921 --> 01:11:55.602]  Everything's fine.
[01:11:56.854 --> 01:11:58.015]  DC Madam's on my show.
[01:11:58.035 --> 01:11:59.936]  She goes, I've got names of all these top officials.
[01:12:00.476 --> 01:12:01.377]  I'm not going to prison.
[01:12:01.397 --> 01:12:02.557]  And I said, you better release them right now.
[01:12:02.597 --> 01:12:02.958]  You're dead.
[01:12:02.978 --> 01:12:08.021]  Then I talked to her apartment manager she'd known for years.
[01:12:08.481 --> 01:12:09.882]  He said, yeah, no, they were following her.
[01:12:09.902 --> 01:12:10.842]  They were threatening to kill her.
[01:12:11.283 --> 01:12:12.664]  She's trying to get the documents to her mom.
[01:12:12.944 --> 01:12:13.544]  They killed her.
[01:12:14.124 --> 01:12:16.026]  You know, this isn't a game, ladies and gentlemen.
[01:12:17.206 --> 01:12:18.207]  This is not a game.
[01:12:19.268 --> 01:12:22.269]  Let me play this disgusting clip and then we'll go to your phone calls.
[01:12:23.030 --> 01:12:26.352]  This is the new ad called One Chance.
[01:12:27.432 --> 01:12:33.357]  But they're running with all the big Goldman Sachs, JP Morgan, banker bailout money they took from your taxes.
[01:12:33.377 --> 01:12:35.459]  Yeah, that's where your tax money goes.
[01:12:35.479 --> 01:12:37.060]  That's why they're all lobbying to raise your taxes.
[01:12:38.782 --> 01:12:40.443]  And they're telling you the war on terror is over.
[01:12:40.463 --> 01:12:42.064]  I've got that in the New York Times today.
[01:12:42.385 --> 01:12:43.325]  But it's expanding.
[01:12:43.766 --> 01:12:48.170]  TSA's on the street now, and you don't have any rights, but al-Qaeda's not a threat.
[01:12:49.651 --> 01:12:51.933]  Because al-Qaeda works for the bankers that took the country over.
[01:12:52.728 --> 01:12:54.869]  No, now the whole Homeland Security apparatus is for you.
[01:12:54.889 --> 01:12:58.030]  Remember all the TV ads where they show nothing but white terrorists now?
[01:12:58.450 --> 01:12:59.531]  And minorities reporting them?
[01:12:59.691 --> 01:13:01.712]  They're now rebranding it to the guy in the John Deere hat.
[01:13:01.992 --> 01:13:02.412]  Literally!
[01:13:02.932 --> 01:13:05.233]  Most of these videos Homeland Security puts out, it's the guy in the John Deere hat.
[01:13:05.593 --> 01:13:06.353]  Oh, oh my gosh!
[01:13:06.473 --> 01:13:07.154]  Don't trust him!
[01:13:07.294 --> 01:13:08.074]  They're everywhere!
[01:13:08.094 --> 01:13:09.815]  I mean, how obvious does it have to get?
[01:13:10.155 --> 01:13:16.778]  They staged Gulf of Tonkin, they had Operation Northwoods, they've done all these fake terror attacks, and you're gonna just roll over and believe it.
[01:13:16.858 --> 01:13:17.438]  No, you aren't.
[01:13:18.376 --> 01:13:23.521]  But who do they dredge up to do a national TV ad, running everywhere, but Bill Clinton?
[01:13:24.762 --> 01:13:29.267]  I gotta tell you, he is a real hero, Obama, is that it?
[01:13:29.287 --> 01:13:30.248]  Oh yeah!
[01:13:30.668 --> 01:13:36.514]  But Mitt Romney was scared to get bin Laden, only that tough guy, the guy that makes the tough decisions.
[01:13:37.293 --> 01:13:39.316]  A teleprompter reading globalist.
[01:13:39.696 --> 01:13:41.419]  I mean, Obama is nobody.
[01:13:41.899 --> 01:13:42.861]  So is Bill Clinton.
[01:13:43.502 --> 01:13:47.367]  And they dredge up this known... I did not have sex with that woman.
[01:13:47.427 --> 01:13:49.310]  How dare you?
[01:13:49.430 --> 01:13:51.893]  How dare you?
[01:13:51.913 --> 01:13:53.756]  A lot of people died in Arkansas.
[01:13:54.096 --> 01:13:54.616]  Hundreds.
[01:13:57.018 --> 01:14:00.520]  My brother could snort cocaine like a vacuum cleaner.
[01:14:00.560 --> 01:14:03.702]  Roger said all the drugs getting flown into MENA.
[01:14:03.942 --> 01:14:04.863]  These are good people.
[01:14:05.143 --> 01:14:05.804]  They wouldn't lie.
[01:14:05.824 --> 01:14:07.385]  They wouldn't stage the death of Bin Laden.
[01:14:07.425 --> 01:14:08.866]  They wouldn't ship guns into Mexico.
[01:14:10.086 --> 01:14:11.467]  They wouldn't bomb Oklahoma City.
[01:14:11.887 --> 01:14:13.468]  Let's go to this new national TV ad.
[01:14:13.488 --> 01:14:13.829]  Here it is.
[01:14:15.479 --> 01:14:20.002]  Oh, the Commander-in-Chief at range gets one chance to make the right decision.
[01:14:20.022 --> 01:14:20.622]  What they did was right.
[01:14:20.922 --> 01:14:22.703]  The President is the decider-in-chief.
[01:14:23.263 --> 01:14:23.403]  Oh.
[01:14:23.524 --> 01:14:25.024]  Nobody can make that decision for you.
[01:14:25.084 --> 01:14:25.545]  He did it.
[01:14:26.425 --> 01:14:28.046]  Look, he knew what would happen.
[01:14:29.127 --> 01:14:32.128]  Suppose the Navy SEALs had gone in there and it hadn't been Bin Laden.
[01:14:33.849 --> 01:14:35.970]  Suppose they'd been captured or killed.
[01:14:36.091 --> 01:14:37.671]  Really, all we had to do was blow the helicopter up?
[01:14:37.711 --> 01:14:38.872]  That would have been horrible for him.
[01:14:39.412 --> 01:14:40.973]  Oh, but we just blew up their helicopter.
[01:14:42.234 --> 01:14:43.995]  I cannot in good conscience do nothing.
[01:14:48.442 --> 01:14:49.243]  It's real simple.
[01:14:49.964 --> 01:14:50.765]  They go in.
[01:14:51.146 --> 01:14:52.428]  They think they're Graham Bin Laden.
[01:14:52.668 --> 01:14:53.369]  They bring him out.
[01:14:53.669 --> 01:14:55.472]  They blow the helicopter up when they get on board.
[01:14:56.513 --> 01:14:57.775]  You can't fail on this mission.
[01:14:58.035 --> 01:14:59.237]  We'll just say it's a drone.
[01:14:59.658 --> 01:15:01.160]  There's nothing these idiots won't buy.
[01:15:05.162 --> 01:15:30.418]  Uhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
[01:15:34.209 --> 01:15:36.691]  Alright, I promise we're going to come back and finish Bill Clinton lying to you.
[01:15:37.452 --> 01:15:40.034]  He's an incredible president, the daring of this man.
[01:15:40.054 --> 01:15:43.216]  How he went in against Al-Qaeda, it's just so beautiful.
[01:15:43.777 --> 01:15:44.537]  And it is true.
[01:15:44.918 --> 01:15:46.599]  The bunk really does stop at the president.
[01:15:46.639 --> 01:15:47.440]  That's another lie.
[01:15:47.620 --> 01:15:49.021]  Total puppets of the New World Order.
[01:15:49.321 --> 01:15:51.583]  Total puppets of the National Security Council, on record.
[01:15:52.544 --> 01:15:53.845]  But it doesn't matter, I'm Bill Clinton.
[01:15:54.485 --> 01:15:56.327]  And you know suckers to listen to me.
[01:15:56.747 --> 01:15:59.930]  You know suckers are going to buy whatever I tell you, schmucks.
[01:16:03.339 --> 01:16:06.980]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[01:16:07.300 --> 01:16:15.422]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[01:16:16.162 --> 01:16:20.203]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[01:16:20.783 --> 01:16:31.605]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[01:16:32.245 --> 01:16:41.248]  With continued legislation threatening the sale of nano silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[01:16:41.748 --> 01:16:46.790]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[01:16:47.170 --> 01:16:54.353]  Go to www.SilverLungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[01:16:54.673 --> 01:16:57.434]  That's www.SilverLungs.com.
[01:17:01.292 --> 01:17:06.535]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:17:06.775 --> 01:17:08.977]  Start purifying your water with ProPure.
[01:17:09.197 --> 01:17:14.720]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure.
[01:17:14.900 --> 01:17:18.142]  And it's available discounted at InfoWars.com.
[01:17:18.302 --> 01:17:21.484]  Its filters are silver impregnated to prevent bacterial growth.
[01:17:21.724 --> 01:17:23.185]  There's no priming required.
[01:17:23.426 --> 01:17:25.467]  It's NSF 42 certified.
[01:17:25.707 --> 01:17:28.188]  Optional fluoride filters can reduce fluoride up to 95%.
[01:17:29.269 --> 01:17:30.590]  Easy to set up and use.
[01:17:30.790 --> 01:17:32.090]  Doesn't require electricity.
[01:17:32.210 --> 01:17:35.071]  Purify water from lakes, streams, ponds, and wells.
[01:17:35.372 --> 01:17:38.533]  This filter system leaves in beneficial minerals, which is key.
[01:17:38.753 --> 01:17:42.735]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[01:17:42.895 --> 01:17:45.496]  ProPure is the best gravity-fed filter out there.
[01:17:45.636 --> 01:17:46.936]  It's what my family uses.
[01:17:47.196 --> 01:17:50.418]  Infowars.com already has the lowest price on ProPure.
[01:17:50.518 --> 01:17:55.780]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:17:56.320 --> 01:17:59.902]  You can also call to order 888-253-3139.
[01:17:59.962 --> 01:18:02.383]  Hi, this is Alex Jones.
[01:18:02.423 --> 01:18:07.785]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:18:08.005 --> 01:18:12.647]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:18:13.028 --> 01:18:18.050]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible that could even happen again.
[01:18:18.590 --> 01:18:23.291]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:18:23.811 --> 01:18:25.732]  They call it a survival seed bank.
[01:18:26.132 --> 01:18:30.733]  And it can produce an endless supply of nutrient-dense food for you and your family.
[01:18:30.933 --> 01:18:31.833]  And here's the best part.
[01:18:32.053 --> 01:18:34.814]  These seeds have not been genetically modified in any way.
[01:18:35.114 --> 01:18:38.415]  And you actually get enough seeds to plant a full acre crisis garden.
[01:18:38.735 --> 01:18:41.576]  So visit them today at survivalseedbank.com.
[01:18:41.916 --> 01:18:43.817]  That's survivalseedbank.com.
[01:18:44.137 --> 01:18:45.057]  Or give them a call at 877-327-0365.
[01:18:45.077 --> 01:18:45.257]  That's 877-327-0365.
[01:18:45.277 --> 01:18:48.218]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:18:48.719 --> 01:18:50.459]  This is Alex Jones for survivalseedbank.com.
[01:19:00.823 --> 01:19:04.445]  Right now, the average family spends one-fourth of their income on food.
[01:19:04.625 --> 01:19:10.408]  It's time to cut your food budget in half by using the best, most affordable food on the planet from eFoodsDirect.
[01:19:10.548 --> 01:19:13.750]  The savings from eating this food will actually help you pay your other bills.
[01:19:14.070 --> 01:19:21.855]  Serve these delicious meals to your family tonight for a quick and easy dinner for about $1.25 a serving, compared to over $3 a serving for any other food.
[01:19:22.035 --> 01:19:27.958]  This food is compact, making it easy to store some away and will be just as delicious in 25 years as the one
[01:19:29.118 --> 01:19:29.858]  Is it affordable?
[01:19:30.178 --> 01:19:30.839]  Absolutely!
[01:19:31.119 --> 01:19:36.060]  The new Alex Jones Family Pack saves you up to 50% compared to other food storage companies.
[01:19:36.340 --> 01:19:40.781]  See the comparison at eFoodsDirect.com forward slash Alex or call 800-409-5633.
[01:19:40.801 --> 01:19:47.442]  My friends, as crazy as this world is today, you'd be nuts to not get a storable food supply.
[01:19:47.762 --> 01:19:52.343]  Give eFoodsDirect a call and order one of the Alex Jones Family Packs and test it out today.
[01:19:52.624 --> 01:19:54.624]  Start your journey of food independence today.
[01:19:54.924 --> 01:19:58.406]  At efoodsdirect.com forward slash Alex.
[01:19:58.527 --> 01:20:00.168]  Or call 800-409-5633.
[01:20:02.429 --> 01:20:03.590]  Coast to Coast.
[01:20:03.970 --> 01:20:05.331]  Direct from Austin.
[01:20:06.012 --> 01:20:09.234]  You're listening to the Alex Jones Broadcasting Network.
[01:20:28.419 --> 01:20:29.340]  You can believe me.
[01:20:29.380 --> 01:20:30.540]  My name's Bill Clinton.
[01:20:30.600 --> 01:20:31.861]  The Easter Bunny's real.
[01:20:31.901 --> 01:20:33.081]  Santa Claus is real.
[01:20:33.882 --> 01:20:39.665]  And the President, daringly, had the Easter Bunny who attacked us on 9-11.
[01:20:40.365 --> 01:20:42.146]  He took him out with the Navy SEALs.
[01:20:42.166 --> 01:20:45.348]  The Navy SEALs' helicopter blew up and then the others that survived.
[01:20:45.828 --> 01:20:47.589]  They blew up too, but never mind that.
[01:20:48.624 --> 01:20:49.825]  And never mind Breitbart.
[01:20:49.845 --> 01:20:55.329]  Never mind his coroner dying, being poisoned, the police say he was killed with poison.
[01:20:55.369 --> 01:20:57.611]  That's no big deal either.
[01:20:57.851 --> 01:21:00.313]  After all, I'm your president, Bill Clinton.
[01:21:00.333 --> 01:21:10.201]  Alright, I gotta go to your calls, but let me finish up with a ridiculous... I thought I was gonna get a free house and free car and free healthcare.
[01:21:10.221 --> 01:21:12.402]  Remember his idiot followers in the election?
[01:21:13.396 --> 01:21:14.557]  Not that McCain was any better.
[01:21:14.597 --> 01:21:16.298]  It's all like a Don King fight.
[01:21:16.338 --> 01:21:17.038]  They own both of them.
[01:21:17.058 --> 01:21:19.259]  You can't lose when you're Don King or the Mafia.
[01:21:20.180 --> 01:21:23.862]  And they're going, thank you, President, when he was President-elect.
[01:21:23.922 --> 01:21:25.763]  I can't wait to get my free car and house.
[01:21:26.504 --> 01:21:27.925]  And Obama's going, you're going to get it.
[01:21:31.607 --> 01:21:35.109]  And now they're back saying they're going to get free goodies and he killed Bin Laden.
[01:21:36.277 --> 01:21:40.100]  Didn't Arnold Schwarzenegger and Conan the Destroyer, was it Conan the Barbarian?
[01:21:40.420 --> 01:21:42.902]  He fights that big one-horned monster and rips it off.
[01:21:42.982 --> 01:21:43.482]  It's real!
[01:21:44.143 --> 01:21:50.308]  Arnold Schwarzenegger really lived 6,000 years ago in the Iborian Age and really killed a 70-foot goblin sloth.
[01:21:51.148 --> 01:21:52.709]  And I saw it on television!
[01:21:53.730 --> 01:21:55.011]  I mean, it's all real!
[01:21:55.091 --> 01:21:56.632]  I mean, I believe all of it!
[01:21:58.454 --> 01:22:03.377]  Let's finish up with Bill Clinton, who in the dictionary next to the word liar, they have his picture.
[01:22:05.148 --> 01:22:07.229]  Telling us what a hero Obama is.
[01:22:08.489 --> 01:22:18.493]  The guy that makes jokes about nobody can find his real birth certificate and he hides all his college records and high school records and admittedly had all these other fake names, but it's supposed to be cutesy and funny.
[01:22:18.873 --> 01:22:23.695]  Let's go ahead and go back to Bill Clinton, the fountain of truth.
[01:22:23.735 --> 01:22:24.215]  Here it is.
[01:22:24.816 --> 01:22:29.197]  He took the harder and the more honorable path.
[01:22:29.417 --> 01:22:30.478]  To find the Easter Bunny.
[01:22:30.518 --> 01:22:33.199]  And the one that produced, in my opinion,
[01:22:34.082 --> 01:22:34.883]  The best result.
[01:22:34.984 --> 01:22:36.306]  He killed Santa Claus!
[01:22:37.107 --> 01:22:39.071]  Which path would Mitt Romney have taken?
[01:22:40.273 --> 01:22:45.541]  Mitt Romney criticized Barack Obama for vowing to strike al Qaeda targets inside Pakistan if necessary.
[01:22:46.149 --> 01:22:51.711]  It's not worth moving heaven and earth, spending billions of dollars just trying to catch one person.
[01:22:51.951 --> 01:22:54.672]  He was referring to the hunt for Osama Bin Laden.
[01:22:54.712 --> 01:22:56.673]  What did he mean by that?
[01:22:57.413 --> 01:23:02.415]  That was the old talking point, back when Bush would say, dead or alive, and if five years later they're like, where is Bin Laden?
[01:23:02.455 --> 01:23:04.275]  He goes, I don't care, I'm not really worried about it.
[01:23:04.295 --> 01:23:05.296]  Remember that quote?
[01:23:06.397 --> 01:23:11.200]  Because back then, the Democrats were threatening to release the info.
[01:23:11.620 --> 01:23:14.241]  Madeleine Albright, look it up if you're a journalist out there.
[01:23:14.702 --> 01:23:16.983]  I've got articles up at InfoWars.com that have links to it.
[01:23:17.383 --> 01:23:29.850]  There's one called The 10 Facts That Prove Bin Laden Fable is a Contrived Hoax at InfoWars.com and PrisonPlanet.com, front page, with video analysis that I added today, with the links to Walter Cronkite and Madeleine Albright.
[01:23:30.635 --> 01:23:31.976]  Shang, don't roll him out.
[01:23:32.016 --> 01:23:33.898]  We know you've got him, or we'll expose it.
[01:23:34.158 --> 01:23:37.501]  So they waited until they had it and rolled out the lie.
[01:23:39.903 --> 01:23:40.884]  Alright, I'm digressing.
[01:23:41.985 --> 01:23:42.965]  Just finish up with it.
[01:23:42.985 --> 01:23:43.926]  It's so ridiculous.
[01:23:44.487 --> 01:23:47.189]  He was referring to the hunt for Osama bin Laden.
[01:23:47.209 --> 01:23:48.150]  What did he mean by that?
[01:23:48.250 --> 01:23:55.516]  Because it's generated a little controversy, given Osama bin Laden's role in killing, what, 3,000 Americans on 9-11.
[01:23:55.576 --> 01:23:56.497]  And coming down the chimney?
[01:23:58.755 --> 01:24:00.076]  Oh, look at him looking out the window.
[01:24:00.116 --> 01:24:04.140]  Like Ron Bowne, the Treasury Secretary who got shot in the head?
[01:24:05.921 --> 01:24:06.522]  You mean like him?
[01:24:15.468 --> 01:24:17.370]  Oh, and it's the truth team!
[01:24:17.450 --> 01:24:20.191]  Wait, now he's not changed, he's the truther!
[01:24:20.972 --> 01:24:22.153]  He'll give you the truth!
[01:24:22.233 --> 01:24:24.374]  I mean, Obama never lies!
[01:24:24.454 --> 01:24:26.836]  Man, wouldn't hire any lobbyists, hired nothing but lobbyists.
[01:24:27.216 --> 01:24:30.058]  Would have the most open administration ever, the most closed.
[01:24:30.138 --> 01:24:32.240]  Wouldn't have signing statements, the most signing statements.
[01:24:32.500 --> 01:24:33.761]  Wouldn't use executive power.
[01:24:34.001 --> 01:24:39.024]  He now said last week, I can't wait to get re-elected, I'll do whatever I want with executive order, ignore Congress.
[01:24:40.505 --> 01:24:42.106]  You keep going with some lies here, go to your calls.
[01:24:42.987 --> 01:24:43.187]  I mean,
[01:24:44.150 --> 01:24:45.410]  I don't want that NDAA!
[01:24:45.791 --> 01:24:49.972]  Turns out he demanded the bad parts and then said he wouldn't sign it, and I said he would sign it.
[01:24:51.313 --> 01:24:54.194]  Beelzebub lies like this.
[01:24:54.614 --> 01:24:58.575]  Only liar better would be the devil in hell.
[01:25:00.456 --> 01:25:02.437]  And maybe that's what the Obama administration is.
[01:25:02.477 --> 01:25:04.637]  Maybe all these preachers freaking out are right.
[01:25:04.677 --> 01:25:05.518]  Maybe he is like
[01:25:06.462 --> 01:25:11.667]  This whole administration is like some pus-filled boil on Satan's rump or something.
[01:25:11.887 --> 01:25:12.247]  You know what?
[01:25:13.068 --> 01:25:14.429]  It's just gotta end sometime.
[01:25:17.292 --> 01:25:19.073]  Okay, let's start going.
[01:25:19.133 --> 01:25:25.199]  Todd, Bob, Gene, Will, Jamie, Shal, Henry, Barry, toll-free number to join us, 877-789-2539.
[01:25:25.539 --> 01:25:26.440]  Now we'll take your calls.
[01:25:26.840 --> 01:25:28.502]  Todd and Tejas, you're on the air.
[01:25:30.034 --> 01:25:31.715]  Hey, my man, good to talk to you.
[01:25:32.436 --> 01:25:35.618]  As I'm listening to you, I just had an idea, and it's this.
[01:25:36.118 --> 01:25:56.312]  It's an illustration, looking over Obama's shoulder, as he's writing a list, and it has Obama, I mean, Osama, I did the same thing you did, it has Osama X'd out, and underneath it, it says, the list goes on to Darth Vader, Voldemort, Emperor Palpatine, as these mythical bad men are X'd out.
[01:25:57.393 --> 01:25:58.554]  His family got
[01:25:59.907 --> 01:26:02.608]  Over $5 billion in the two years after to build U.S.
[01:26:02.628 --> 01:26:03.368]  military bases.
[01:26:03.708 --> 01:26:05.689]  They own the biggest construction company in the Middle East.
[01:26:06.470 --> 01:26:13.572]  His family's best friends with the Bushes, when air traffic was grounded for three days over 9-11, only Bin Ladens were allowed to fly in and out of the country.
[01:26:13.752 --> 01:26:14.373]  That's on record.
[01:26:15.333 --> 01:26:16.333]  It's all staged.
[01:26:16.753 --> 01:26:20.275]  Guess where George Herbert Walker Bush was on the morning of 9-11 in D.C.?
[01:26:21.995 --> 01:26:22.256]  Yes.
[01:26:22.796 --> 01:26:23.156]  You want to hear?
[01:26:25.276 --> 01:26:29.980]  London Guardian Associated Press having breakfast with the head of the Bin Laden family.
[01:26:31.441 --> 01:26:32.622]  I'm sorry, it's just too rich.
[01:26:32.882 --> 01:26:37.385]  Guess who ran security in the World Trade Centers and whose contract was up September 10th so he had no liability?
[01:26:39.087 --> 01:26:39.367]  Guess.
[01:26:41.068 --> 01:26:41.448]  That's right.
[01:26:41.849 --> 01:26:43.930]  Anyway, so- No, no, no, no, I mean guess, guess.
[01:26:44.231 --> 01:26:44.931]  Marvin Bush.
[01:26:45.331 --> 01:26:45.832]  Go ahead, sorry.
[01:26:46.383 --> 01:26:49.444]  Yeah, what brings me to the next point is, uh, an idea for a t-shirt.
[01:26:49.625 --> 01:26:55.487]  I mean, this would be, this would be great, because I don't see a whole lot of paradigm shifting t-shirts which addresses both sides of the coin.
[01:26:55.527 --> 01:27:00.089]  What, something like, some like, Obama killed the Keebler elves or something?
[01:27:00.109 --> 01:27:01.130]  I mean, that's as real as this one.
[01:27:01.150 --> 01:27:02.551]  Check this out, check this out, check this out.
[01:27:02.911 --> 01:27:08.834]  It would be, it would be Obama-Bush 2013, but as you get closer, underneath the Obama-Bush, it would say cellmates.
[01:27:10.554 --> 01:27:11.755]  Oh my gosh, that's pure genius.
[01:27:11.855 --> 01:27:13.596]  I want to give that to the, can I have that idea?
[01:27:14.264 --> 01:27:15.005]  Hey man, that's yours.
[01:27:15.065 --> 01:27:16.647]  Merry Christmas.
[01:27:16.747 --> 01:27:17.448]  Pure genius.
[01:27:17.529 --> 01:27:20.793]  I've been thinking about a new shirt with Romney and Obama.
[01:27:20.833 --> 01:27:22.535]  People don't get that with both their heads together.
[01:27:23.116 --> 01:27:28.624]  So yeah, something like Obama-Bush 2013 and under it's cellmates.
[01:27:28.664 --> 01:27:29.225]  Pure genius.
[01:27:29.665 --> 01:27:30.406]  Pure genius!
[01:27:30.686 --> 01:27:31.467]  Pure genius!
[01:27:31.907 --> 01:27:33.229]  You make it, I'll buy it.
[01:27:33.629 --> 01:27:34.851]  You make it, I'll buy it, man.
[01:27:36.072 --> 01:27:38.294]  So, anyway, that's my gift to you, late birthday present.
[01:27:38.314 --> 01:27:39.115]  Anyway, man, I'm gonna go.
[01:27:39.175 --> 01:27:39.676]  I love you.
[01:27:39.696 --> 01:27:40.837]  God bless you and your whole family.
[01:27:40.857 --> 01:27:41.938]  God bless you, my friend.
[01:27:41.978 --> 01:27:43.079]  Great points, Todd.
[01:27:43.420 --> 01:27:44.361]  Bob in Michigan.
[01:27:44.401 --> 01:27:44.821]  Go ahead.
[01:27:46.883 --> 01:27:47.704]  Thank you very much.
[01:27:48.865 --> 01:27:51.148]  Listen, I'm a grandfather, father,
[01:27:53.703 --> 01:27:56.365]  Of a grandson who you saved his life.
[01:27:56.425 --> 01:27:58.807]  You took him out of autistic health.
[01:27:59.208 --> 01:28:02.310]  And I would like to thank you personally and I'm going to try to do this... What did you do?
[01:28:02.350 --> 01:28:04.552]  Hear the medical doctors that know how to detox people?
[01:28:05.117 --> 01:28:13.001]  Two and a half years ago I stumbled onto you because of a young man had the courage enough to talk to me and tell me about someone named Alex Jones.
[01:28:13.541 --> 01:28:16.943]  That young man, Kate Dobbs out there, changed my life.
[01:28:17.403 --> 01:28:19.044]  Saved my grandson's life.
[01:28:19.504 --> 01:28:26.668]  I'm saying this because I'm trying to impress upon people, get off your big butts.
[01:28:28.066 --> 01:28:28.706]  Well, that's the thing.
[01:28:28.726 --> 01:28:29.307]  You know, stay there.
[01:28:29.327 --> 01:28:29.967]  I'm going to come back to you.
[01:28:29.987 --> 01:28:30.627]  We've got to go to break.
[01:28:30.667 --> 01:28:31.888]  And I'm going to get to everybody.
[01:28:31.908 --> 01:28:33.448]  We've got two big segments left.
[01:28:33.828 --> 01:28:34.849]  I'll take nothing but calls.
[01:28:35.389 --> 01:28:35.929]  That's the thing.
[01:28:36.029 --> 01:28:37.310]  InfoWars saves lives.
[01:28:37.370 --> 01:28:38.290]  I've been seeing that now.
[01:28:38.310 --> 01:28:40.751]  Literally spray-painted on highway overpasses.
[01:28:41.172 --> 01:28:42.672]  And I didn't develop that term myself.
[01:28:43.172 --> 01:28:44.413]  I'm risking my life.
[01:28:44.593 --> 01:28:45.193]  Understand that.
[01:28:45.233 --> 01:28:45.954]  I get death threats.
[01:28:45.994 --> 01:28:46.354]  You name it.
[01:28:47.071 --> 01:28:49.012]  But I'm not doing that because I'm a hero.
[01:28:49.433 --> 01:28:51.594]  We've got to defeat this tyranny to have a future.
[01:28:52.254 --> 01:28:54.135]  And there's people's lives we can save.
[01:28:54.496 --> 01:28:56.477]  They know how to reverse most autism.
[01:28:56.717 --> 01:28:57.758]  They won't tell you.
[01:28:58.078 --> 01:28:58.778]  We'll come right back.
[01:29:01.920 --> 01:29:07.424]  When you're out on the road, the last place you want to be is on the road.
[01:29:08.584 --> 01:29:13.367]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
