[00:00:00.029 --> 00:00:00.872]  Broadcasting Network.
[01:13:20.043 --> 01:13:24.145]  And so that's why they're pushing all these agendas so fast.
[01:13:25.205 --> 01:13:26.747]  One thing they never anticipated.
[01:13:27.227 --> 01:13:29.649]  They didn't expect people to push back.
[01:13:30.049 --> 01:13:31.550]  And that's what's beginning to happen.
[01:13:31.971 --> 01:13:34.773]  And it's happening in all walks of life.
[01:13:35.453 --> 01:13:37.035]  And people are fed up.
[01:13:37.115 --> 01:13:37.955]  You can feel it.
[01:13:37.995 --> 01:13:40.017]  You can talk to your friends, your neighbors.
[01:13:40.778 --> 01:13:43.420]  They just don't feel comfortable anymore.
[01:13:43.740 --> 01:13:44.821]  And they're pushing back.
[01:13:45.001 --> 01:13:51.226]  And I think that pushback is healthy because that is what's going to keep people in line eventually.
[01:13:51.286 --> 01:13:52.447]  It's what's going to keep these
[01:13:53.209 --> 01:13:57.275]  Well, you know, I was in the Navy nine years, Alex, and I'm not an advocate of any kind of conflict.
[01:14:10.755 --> 01:14:12.036]  You've got to protest.
[01:14:12.456 --> 01:14:20.939]  You've got to do what you can do in the voting booth, even though, you know, the old adage is, you know, it doesn't matter, every candidate's the same, or they'll change eventually.
[01:14:21.940 --> 01:14:23.700]  Violence is not a way to get it done.
[01:14:23.760 --> 01:14:25.041]  You have to protect yourself.
[01:14:25.601 --> 01:14:27.122]  I'm a guns rights activist.
[01:14:27.342 --> 01:14:29.222]  I'm a concealed weapons permit holder.
[01:14:29.843 --> 01:14:31.643]  You do that for safety purposes.
[01:14:31.703 --> 01:14:33.964]  You don't do that for aggressive purposes.
[01:14:35.005 --> 01:14:37.866]  But you've just got to continue
[01:14:38.507 --> 01:14:48.535]  To tell your friends, tell your family members what is going on and hopefully that this mission that we've all been on for these years will continue to grow.
[01:14:49.136 --> 01:14:53.719]  I mean, years ago people didn't believe us when we talked about things like that.
[01:14:53.779 --> 01:14:54.860]  They thought we were nuts.
[01:14:55.921 --> 01:14:57.382]  They don't think that anymore.
[01:14:57.602 --> 01:15:03.087]  I mean, now the camp that we're in is getting bigger and bigger and bigger.
[01:15:04.031 --> 01:15:14.820]  But with great power comes great responsibility, and that's what's so frustrating, is trying to figure out all the angles when even the power structure isn't in control.
[01:15:15.600 --> 01:15:28.971]  It's an amazing thing to see, but I've studied, as you have, other countries, and whether it was the Nazis, or the Communist Chinese, or the Russians, or Pol Pot, or any of them, fascist, communist, authoritarian, doesn't matter, all basically the same thing.
[01:15:28.991 --> 01:15:30.372]  Different flavors of the same thing.
[01:15:30.892 --> 01:15:32.634]  The same end result, total tyranny.
[01:15:33.826 --> 01:15:35.286]  A bunch of crooks taking control.
[01:15:36.167 --> 01:15:44.469]  The fact that our founders did put that Second Amendment in there, it slows down the riots, it slows down the corruption, it's a check made against tyranny.
[01:15:45.209 --> 01:15:48.009]  That is such a bulwark, even in a collapse.
[01:15:49.450 --> 01:15:53.091]  Basically like bulkhead doors or floodgates.
[01:15:55.551 --> 01:15:59.332]  The term I guess would be, what do you call it, firewalls.
[01:15:59.792 --> 01:16:03.153]  That Second Amendment is just so important and it's such a wild card.
[01:16:05.526 --> 01:16:12.030]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[01:16:12.050 --> 01:16:14.471]  78% of the Midwest corn belt is in drought conditions.
[01:16:14.631 --> 01:16:19.754]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[01:16:20.034 --> 01:16:24.757]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[01:16:24.997 --> 01:16:32.401]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods or meat foods direct now.
[01:16:32.661 --> 01:16:34.462]  As the price of raw ingredients increases,
[01:16:34.722 --> 01:16:35.083]  We're good.
[01:16:52.543 --> 01:16:53.084]  Don't wait!
[01:16:53.184 --> 01:16:58.270]  Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex.
[01:16:58.450 --> 01:17:02.816]  Call 800-409-5633 or eFoodsDirect.com forward slash Alex.
[01:17:02.956 --> 01:17:04.818]  You can bet your life on eFoodsDirect.
[01:17:05.319 --> 01:17:07.301]  Cold and flu season is upon us.
[01:17:07.802 --> 01:17:13.650]  Protect yourself with Supernatural Silver, a revolutionary new broad-spectrum antibacterial.
[01:17:14.030 --> 01:17:25.165]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, as well as help improve wound healing.
[01:17:25.746 --> 01:17:38.332]  Silver Sol technology is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases, like strep throat, staph, pneumonia, colds, flus, and other harmful pathogens.
[01:17:38.772 --> 01:17:51.018]  This new technology is much more effective than colloidal or ionic silvers, and has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of older solutions.
[01:17:51.718 --> 01:17:54.883]  Supernatural Silver is what you need for any emergency.
[01:17:55.384 --> 01:18:02.655]  Go to SupernaturalSilver.com today and use the promo code AlexSays for 20% off and like us on Facebook.
[01:18:05.012 --> 01:18:08.093]  Alex Jones here with a very important announcement for truth seekers.
[01:18:08.493 --> 01:18:14.196]  We've carried a lot of amazing films and books over the years on the online video bookstore at Infowars.com.
[01:18:14.416 --> 01:18:20.819]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[01:18:21.019 --> 01:18:26.421]  And that's Dreams from My Real Father by Joel Gilbert, available at Infowars.com.
[01:18:26.701 --> 01:18:30.362]  This film exposes the fraud that Obama is like nothing I've seen.
[01:18:30.382 --> 01:18:34.044]  If you want to know who Obama's real daddy is, this is the film for you.
[01:18:34.324 --> 01:18:38.749]  Don't forget, your purchase supports our broadcast and our growing media network.
[01:18:38.929 --> 01:18:41.251]  You'll also find it at infowarshop.com.
[01:18:41.432 --> 01:18:43.594]  None Dare Call a Conspiracy by Gary Allen.
[01:18:43.734 --> 01:18:44.975]  The book that woke me up.
[01:18:45.296 --> 01:18:47.238]  We're also carrying Behind the Green Mask.
[01:18:47.578 --> 01:18:49.580]  UN Agenda 21 by Rosa Corey.
[01:18:49.720 --> 01:18:52.363]  This book is coffin nails to the globalist takeover.
[01:18:52.663 --> 01:18:59.148]  The Greater Good, the most professional and up-to-date film I've ever seen, exposing the scourge that is vaccines.
[01:18:59.489 --> 01:19:04.193]  These titles and a lot more are all available at InfoWarshop.com.
[01:19:04.913 --> 01:19:08.196]  Sick of the globalist eugenicist control freaks adding poison to your water?
[01:19:08.556 --> 01:19:10.117]  Laughing as you get sick and die?
[01:19:10.378 --> 01:19:12.599]  Start purifying your water with ProPure.
[01:19:12.780 --> 01:19:21.747]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at Infowars.com.
[01:19:21.887 --> 01:19:25.090]  Its filters are silver impregnated to prevent bacterial growth.
[01:19:25.350 --> 01:19:26.791]  There's no priming required.
[01:19:27.031 --> 01:19:29.073]  It's NSF 42 certified.
[01:19:29.293 --> 01:19:31.695]  Optional fluoride filters can reduce fluoride up to
[01:19:32.055 --> 01:19:34.235]  95%.
[01:19:32.255 --> 01:19:34.235]  Easy to set up and use.
[01:19:34.375 --> 01:19:35.696]  Doesn't require electricity.
[01:19:35.796 --> 01:19:38.656]  Purify water from lakes, streams, ponds, and wells.
[01:19:38.956 --> 01:19:42.137]  This filter system leaves in beneficial minerals, which is key.
[01:19:42.357 --> 01:19:46.357]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[01:19:46.498 --> 01:19:49.078]  ProPure is the best gravity-fed filter out there.
[01:19:49.238 --> 01:19:50.578]  It's what my family uses.
[01:19:50.798 --> 01:19:54.019]  Infowars.com already has the lowest price on ProPure.
[01:19:54.119 --> 01:19:59.460]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:19:59.480 --> 01:20:01.100]  You can also call to order.
[01:20:01.841 --> 01:20:02.121]  888-253-3139.
[01:20:02.181 --> 01:20:07.490]  Coast to Coast.
[01:20:07.870 --> 01:20:09.272]  Direct from Austin.
[01:20:09.933 --> 01:20:13.138]  You're listening to the Alex Jones Broadcasting Network.
[01:20:17.530 --> 01:20:26.279]  I have sworn upon the altar of God eternal hostility against every form of tyranny over the mind of man.
[01:20:27.040 --> 01:20:28.081]  Thomas Jefferson.
[01:20:28.602 --> 01:20:32.266]  It's Alex Jones on the GCN Radio Network.
[01:20:43.877 --> 01:20:46.380]  We're going into a controlled depression.
[01:20:47.060 --> 01:20:52.166]  What do you expect to happen, George, from all the different guests and experts you talk to in the next six months to a year?
[01:20:52.947 --> 01:21:00.895]  Well, if you listen to people like Gerald Cilente, and he's been on your program as well as mine, you know, we're at the cusp of collapse.
[01:21:01.716 --> 01:21:03.238]  I'm not sure it's that bad.
[01:21:03.638 --> 01:21:04.399]  I still think
[01:21:05.262 --> 01:21:11.665]  That these fiat net money people are going to prop up this economy for several years.
[01:21:11.765 --> 01:21:13.545]  We're going to get hit with some downturns.
[01:21:14.045 --> 01:21:15.526]  But they're going to keep printing money.
[01:21:15.986 --> 01:21:22.829]  The problem, Alex, is eventually your kids and my kids or my grandchildren, they're going to pay the piper.
[01:21:23.522 --> 01:21:24.924]  That's where it's going to be bad.
[01:21:25.304 --> 01:21:28.527]  It's going to be bad 5, 10, 15 years out from now.
[01:21:29.448 --> 01:21:33.873]  We may get by over the next couple of years with these ups and these downs.
[01:21:33.933 --> 01:21:42.022]  I mean, if gasoline prices ever get back to anything that was respectable, you know, auto sales will pick up even higher than they've been going lately.
[01:21:42.600 --> 01:21:48.802]  But I'm more concerned about the future of your kids, the future of mine, and what's going to happen to them.
[01:21:48.822 --> 01:21:51.083]  You know, it's like a race.
[01:21:51.283 --> 01:22:05.087]  You know, when you're in a four-person race, and you're in a team, and you hand the baton off to the guy, when you come around the circle, and he runs, you want to give him a pretty darn good head start.
[01:22:05.507 --> 01:22:07.388]  Because that'll help ensure some victory.
[01:22:07.888 --> 01:22:12.309]  Well, we're not passing the baton off to our people, to our young people.
[01:22:12.769 --> 01:22:15.210]  We're not giving them that head start anymore, Alex.
[01:22:15.270 --> 01:22:20.091]  If anything, we're giving them laps and laps behind the leaders.
[01:22:20.752 --> 01:22:25.693]  And they're not going to have that opportunity that you and I have had over these years.
[01:22:25.713 --> 01:22:28.294]  You know, my son got a degree in criminal justice.
[01:22:28.894 --> 01:22:31.554]  He was not able to use it in that chosen field.
[01:22:32.255 --> 01:22:34.895]  He ended up working as a casino host in St.
[01:22:34.935 --> 01:22:35.275]  Louis.
[01:22:35.295 --> 01:22:36.896]  He got transferred to Vegas.
[01:22:37.552 --> 01:22:38.493]  He didn't like it.
[01:22:38.553 --> 01:22:40.575]  He felt that they bait and switched him.
[01:22:41.095 --> 01:22:42.076]  He moved back to St.
[01:22:42.116 --> 01:22:42.436]  Louis.
[01:22:42.516 --> 01:22:43.577]  I'm helping him out there.
[01:22:43.597 --> 01:22:46.900]  You know, people are looking for work.
[01:22:46.960 --> 01:22:49.683]  I get emails every day from listeners.
[01:22:50.103 --> 01:22:50.784]  Every day!
[01:22:51.508 --> 01:22:52.629]  Can you help me with this?
[01:22:52.709 --> 01:22:53.830]  Can you help me with that?
[01:22:54.571 --> 01:22:58.754]  Can you do this for, you know, can you find me a job?
[01:22:58.894 --> 01:23:02.157]  I mean, it's amazing what's going on in society.
[01:23:02.737 --> 01:23:11.624]  One of the things I'm going to do, because I think it's gotten so bad out there, is I'm working on a project which I cannot announce yet, but I will with you when the time comes.
[01:23:12.345 --> 01:23:18.910]  And I'm going to set up a foundation and help our coast-to-coast listeners who are financially stressed.
[01:23:20.898 --> 01:23:31.485]  The show has been very good to me, and I'm going to set this up at the time that we start rolling along with this project that I'll announce hopefully within 30 days.
[01:23:32.346 --> 01:23:38.090]  And if any coast-to-coast listeners, or even InfoWar listeners, are in serious trouble,
[01:23:38.732 --> 01:23:41.333]  And they need some money for utilities and things like that.
[01:23:41.393 --> 01:23:42.253]  We're going to help them out.
[01:23:42.754 --> 01:23:44.334]  I did that with our book sales.
[01:23:45.235 --> 01:23:49.196]  And, you know, we didn't give out a lot of money because we didn't get a lot of requests.
[01:23:49.276 --> 01:23:52.298]  But I think we're at a point now where people need help.
[01:23:52.398 --> 01:23:52.978]  And we're going to do it.
[01:23:53.298 --> 01:23:54.238]  It's the honor system.
[01:23:54.719 --> 01:23:57.019]  I'm going to have my producer, Tom, handle it for me.
[01:23:57.760 --> 01:23:58.960]  And you know what?
[01:23:59.000 --> 01:24:03.102]  We could get burned once in a while with someone who just wants to put a few hundred bucks in their pocket.
[01:24:03.602 --> 01:24:04.202]  But so be it.
[01:24:04.382 --> 01:24:05.383]  It's well worth a chance.
[01:24:05.831 --> 01:24:06.851]  Well, that's what it's all about.
[01:24:06.911 --> 01:24:08.092]  We've got to be all in.
[01:24:08.432 --> 01:24:10.673]  And George, you told me about some of your plans.
[01:24:10.693 --> 01:24:12.054]  They're just simply amazing.
[01:24:13.354 --> 01:24:15.315]  But this is a planned implosion.
[01:24:15.355 --> 01:24:23.519]  And if we don't try to take care of each other, if we don't promote people that promote liberty, if we don't stand up for what we believe in, we're going to lose it all.
[01:24:24.339 --> 01:24:27.562]  Uh, because the ruling class is so disconnected from reality.
[01:24:28.163 --> 01:24:29.304]  These globalists brag.
[01:24:29.745 --> 01:24:32.427]  They're about monopolies that government can give them.
[01:24:32.467 --> 01:24:33.828]  They're monopoly capitalists.
[01:24:34.349 --> 01:24:35.530]  They're monopoly men.
[01:24:35.850 --> 01:24:37.212]  They're mafia, basically.
[01:24:37.993 --> 01:24:38.993]  And they, I mean,
[01:24:39.754 --> 01:24:40.655]  They're public about it.
[01:24:40.695 --> 01:24:45.861]  They think they're going to organize and control and ride this tiger of economic collapse.
[01:24:45.901 --> 01:24:54.430]  But historically, every elite thinks that because they're living in these armored redoubts and feel insulated.
[01:24:54.450 --> 01:24:57.613]  I mean, this is not the way America was supposed to be.
[01:24:58.530 --> 01:25:09.609]  Greed got us there, Alex, when it was cheaper to send your products out to get made to China or Mexico or Indonesia.
[01:25:10.373 --> 01:25:16.176]  Cheaper to make it out there, cheaper to ship it all back into the country, and not use U.S.
[01:25:16.316 --> 01:25:18.157]  labor to do that.
[01:25:18.637 --> 01:25:20.197]  That's when it started to happen.
[01:25:20.718 --> 01:25:27.281]  And it was a systematic plan to increase shareholder value for most of these companies.
[01:25:27.301 --> 01:25:28.541]  Hey, you know what?
[01:25:28.781 --> 01:25:29.702]  I'm all for profit.
[01:25:30.082 --> 01:25:31.062]  I'm all for profit.
[01:25:31.082 --> 01:25:34.184]  I think if you're running a business, you need to make a profit.
[01:25:34.984 --> 01:25:39.330]  At what point do you say, this is not right?
[01:25:39.790 --> 01:25:44.776]  So I'm going to lower my profit, but I'm going to employ more Americans.
[01:25:45.157 --> 01:25:46.839]  I'm going to keep people working.
[01:25:47.199 --> 01:25:50.564]  I'm going to do the old Henry Ford routine, and that simply was
[01:25:51.144 --> 01:25:51.684]  You know what?
[01:25:52.104 --> 01:25:59.727]  You're working for me, support us, buy our goods, and let's push this product, let's push this company, and let's get going.
[01:26:00.067 --> 01:26:00.967]  Well, they didn't do that.
[01:26:01.387 --> 01:26:04.728]  Instead, they all decided to go to China.
[01:26:05.408 --> 01:26:07.069]  And that's what has hurt us.
[01:26:07.789 --> 01:26:16.332]  And until we get to a point where we can be competitive again, truly competitive in the marketplace, it's not going to come back.
[01:26:17.080 --> 01:26:22.702]  My daughter, who you've been so kind to put up on your website, has this little jewelry company.
[01:26:23.502 --> 01:26:28.204]  And she's got two little girls, and these little girls said, Mommy, Mommy, we want to make this jewelry.
[01:26:28.304 --> 01:26:29.224]  We want to do one of these.
[01:26:29.245 --> 01:26:31.585]  So, as a mother, she said, have some fun.
[01:26:31.625 --> 01:26:33.286]  Make this little necklace and do it.
[01:26:33.706 --> 01:26:35.607]  But it was hilarious because
[01:26:36.320 --> 01:26:41.364]  The way it looked, I said to her, you are using little children to make these products.
[01:26:41.464 --> 01:26:43.385]  You know, and she started laughing.
[01:26:43.666 --> 01:26:45.707]  But that's what they do in all these other countries.
[01:26:45.727 --> 01:26:53.473]  You know, they're using that kind of labor, that minimal cost labor, to generate products and things like that.
[01:26:53.493 --> 01:26:55.295]  And it's just, it's abominable.
[01:26:55.395 --> 01:26:58.637]  I mean, I wish I had the answer.
[01:26:58.697 --> 01:26:59.478]  I wish I had
[01:27:00.058 --> 01:27:08.323]  You know, that special answer to get this thing solved and done, both presidential main candidates, you know what?
[01:27:09.044 --> 01:27:09.925]  They all try.
[01:27:09.945 --> 01:27:11.666]  You know, Alex, you know where I come from.
[01:27:12.186 --> 01:27:16.509]  I think most of these people are nice people, well-intentioned.
[01:27:17.129 --> 01:27:17.529]  I think?
[01:27:47.768 --> 01:27:53.895]  All they want to do is minimize it, make it look good until they get in and out of office and they're out of there.
[01:27:54.395 --> 01:27:59.560]  And, you know, hand the baton off to the next guy or woman and let them worry about it.
[01:27:59.600 --> 01:28:01.763]  Hey, by the way, George, I got to stop you right now.
[01:28:02.443 --> 01:28:06.347]  Your daughter is a sponsor of InfoWars.com.
[01:28:07.128 --> 01:28:12.109]  And if you go to InfoWars.com, about a third of the way down or halfway down, there's a jewelry ad.
[01:28:12.169 --> 01:28:17.510]  And I didn't tell anybody at the office, because, you know, the guys running the show, they don't know what's going on in sales, that your daughter was a sponsor.
[01:28:17.830 --> 01:28:20.991]  A small sponsor, but she's been a good sponsor for about two years or so.
[01:28:21.571 --> 01:28:29.133]  And I clicked on it, and Chris, who's in there running the board and the cameras, because we're also streaming video, said, hey, I love that site.
[01:28:30.333 --> 01:28:32.915]  Jewelry for my wife, and now she just absolutely loves it.
[01:28:33.216 --> 01:28:37.560]  He was just saying this in my ear while you were talking, so... No, no, he didn't even know it was your daughter.
[01:28:37.580 --> 01:28:40.222]  It's just funny that he bought some.
[01:28:40.742 --> 01:28:43.845]  It's tuliptopia-jewelry.com.
[01:28:46.995 --> 01:28:52.399]  Hey, that's what it's all about, and then it creates this incredible industry in the country, instead globalism.
[01:28:52.679 --> 01:28:56.942]  Look, it's not bad to go in a box store and buy something, if you buy something that's also original.
[01:28:57.222 --> 01:29:02.126]  But it's when everything is a box store and everything's from China, hey folks, you know, it's not a good deal.
[01:29:05.444 --> 01:29:06.184]  Aaron Fullin here.
[01:29:06.445 --> 01:29:17.811]  As the Food Police shut down food co-ops, the Amish, and small farmers, Americans are losing access, not just to raw milk and homemade cheeses, but to healthy, home-crafted sources for fermented foods like sauerkraut, yogurt, and kefir.
[01:29:18.031 --> 01:29:21.893]  It seems there's a war on life-giving foods with living enzymes and healthy bacteria.
[01:29:22.073 --> 01:29:24.595]  But frankly, I'm not sure what the Food Police are so afraid of.
[01:29:24.855 --> 01:29:32.479]  These remarkable foods have been around since the beginning of history, with archaeological evidence for fermented foods and beverages being found across the globe in almost every culture.
[01:29:32.739 --> 01:29:40.262]  Even today, Japanese eat miso, Africans eat fermented porridges, Koreans eat kimchi, and in India, fermented milk is a staple for healthy living.
[01:29:40.542 --> 01:29:41.442]  But here's some good news.
[01:29:41.662 --> 01:29:47.524]  South Reliant Americans can now discover the secrets to making these amazing fermented foods legally and privately in their own homes.
[01:29:47.864 --> 01:29:49.365]  Since it's still legal to make these foods
[01:29:52.056 --> 01:29:52.316]  We're good.
[01:30:07.350 --> 01:30:15.033]  If you want an American company with American products made by Americans, here is the Cal Bend Soap Company.
[01:30:15.473 --> 01:30:19.094]  Alex and his staff have used these pure soap products for years.
[01:30:19.534 --> 01:30:26.357]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:30:26.837 --> 01:30:29.658]  See them on the web at 5starsoap.com.
[01:30:29.878 --> 01:30:34.379]  Or call 800-340-7091 for a free catalog.
[01:30:34.699 --> 01:30:40.360]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:30:40.640 --> 01:30:45.721]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:30:46.041 --> 01:30:47.682]  This is an amazing deal.
[01:30:48.022 --> 01:30:52.583]  You can save thousands of dollars and you will love the way Real Soap makes you feel.
[01:30:53.243 --> 01:30:56.432]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[01:31:04.997 --> 01:31:06.999]  Cold and flu season is upon us.
[01:31:07.480 --> 01:31:13.327]  Protect yourself with Supernatural Silver, a revolutionary new broad-spectrum antibacterial.
[01:31:13.727 --> 01:31:24.840]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, as well as help improve wound healing.
[01:31:25.421 --> 01:31:38.007]  Silver Sol technology is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases, like strep throat, staph, pneumonia, colds, flus, and other harmful pathogens.
[01:31:38.448 --> 01:31:50.694]  This new technology is much more effective than colloidal or ionic silvers, and has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of older solutions.
[01:31:51.394 --> 01:31:54.580]  Supernatural Silver is what you need for any emergency.
[01:31:55.081 --> 01:32:02.354]  Go to SupernaturalSilver.com today and use the promo code AlexSays for 20% off and like us on Facebook.
[01:32:04.645 --> 01:32:09.928]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:32:10.188 --> 01:32:12.389]  Start purifying your water with ProPure.
[01:32:12.589 --> 01:32:21.533]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at InfoWars.com.
[01:32:21.673 --> 01:32:24.894]  Its filters are silver impregnated to prevent bacterial growth.
[01:32:25.135 --> 01:32:26.575]  There's no priming required.
[01:32:26.815 --> 01:32:28.856]  It's NSF 42 certified.
[01:32:29.076 --> 01:32:31.578]  Optional fluoride filters can reduce fluoride up to 95%.
[01:32:32.658 --> 01:32:34.039]  Easy to set up and use.
[01:32:34.179 --> 01:32:35.460]  Doesn't require electricity.
[01:32:35.600 --> 01:32:38.462]  Purify water from lakes, streams, ponds, and wells.
[01:32:38.762 --> 01:32:41.944]  This filter system leaves in beneficial minerals, which is key.
[01:32:42.144 --> 01:32:46.167]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[01:32:46.287 --> 01:32:48.889]  ProPure is the best gravity-fed filter out there.
[01:32:49.029 --> 01:32:50.350]  It's what my family uses.
[01:32:50.610 --> 01:32:53.812]  Infowars.com already has the lowest price on ProPure.
[01:32:53.932 --> 01:32:59.176]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:32:59.756 --> 01:33:01.918]  You can also call to order 888-253-3139.
[01:33:01.978 --> 01:33:07.263]  Coast to Coast.
[01:33:07.643 --> 01:33:09.024]  Direct from Austin.
[01:33:09.705 --> 01:33:12.908]  You're listening to the Alex Jones Broadcasting Network.
[01:33:17.082 --> 01:33:20.824]  We have the one, the only David Icke joining us here in just a moment.
[01:33:21.625 --> 01:33:24.667]  And David didn't request this, but I just want to do something different.
[01:33:25.447 --> 01:33:35.053]  I'm going to talk to him just four or five minutes, bring up a few topics, and then I'm going to step back, and then we're going to have, you know, David Icke just absolutely wide open.
[01:33:35.333 --> 01:33:38.155]  I had a good idea what David would want to get into first.
[01:33:38.235 --> 01:33:40.377]  I was talking to him this morning and I said, what do you want to get into?
[01:33:40.397 --> 01:33:43.339]  And he said, the Jimmy Savelle sex abuse scandal.
[01:33:43.799 --> 01:33:49.984]  And because David has researched and exposed, it's undoubtedly that it's a pedophile network at the top worldwide.
[01:33:50.004 --> 01:33:54.267]  I mean, you saw that with Jerry Sandusky and of course it went higher up and we told you that a long time ago.
[01:33:54.327 --> 01:33:54.988]  Now that's come out.
[01:33:55.308 --> 01:34:04.314]  I remember John DeCamp on the show more than a decade ago saying that there was sex abuse at Penn State in the football program and I remember shutting him down because I'd never been in the news and I don't want to get sued.
[01:34:05.055 --> 01:34:12.239]  And you've had all the cases in Europe where, you know, they find little kids dead in dungeons and it turns out judges and people are running it.
[01:34:12.620 --> 01:34:22.927]  We had the Texas Youth Commission here in Texas where they would have the judges and police go in and have sex with little kids in the CPS and also in the juvenile halls and that got all swept under the rug.
[01:34:23.007 --> 01:34:24.808]  I mean, these are really creepy people.
[01:34:25.528 --> 01:34:28.271]  I mean beyond creepy and this is their world.
[01:34:28.752 --> 01:34:33.797]  They admit the CPS here in this country seven times more likely to sexually abuse children than any other group.
[01:34:34.398 --> 01:34:36.100]  Five times more likely to physically abuse them.
[01:34:36.120 --> 01:34:37.141]  You can look those numbers up.
[01:34:37.662 --> 01:34:42.447]  They put two-thirds of the kids plus on psychotropic drugs, seven on average.
[01:34:43.248 --> 01:34:45.170]  So it's all about hurting the children.
[01:34:45.430 --> 01:34:48.493]  And they can't get away with chopping their hearts out like every other culture did.
[01:34:48.893 --> 01:34:49.994]  Well, they do the other thing.
[01:34:50.014 --> 01:34:54.217]  So, we're going to tie that into former IMF head lived the life of eyes wide shut.
[01:34:54.538 --> 01:35:01.003]  That's what the New York Times said down in underground, you know, grottos and mass sex orgies.
[01:35:01.584 --> 01:35:03.265]  That's just the gateway to all this.
[01:35:03.305 --> 01:35:08.610]  I've talked to high-level Hollywood people who have been in underground caves in England.
[01:35:09.590 --> 01:35:14.653]  In satanic orgies, and then of course, it's off record, I'm not allowed to say who, but that's as a journalist.
[01:35:14.693 --> 01:35:16.093]  None of it was illegal, I was told about.
[01:35:16.473 --> 01:35:21.076]  It was adults, but that's just the gateway into all of this.
[01:35:21.096 --> 01:35:25.978]  We're going to be going over all of that, and I said I'd cover this Wednesday, and then Thursday never did.
[01:35:26.578 --> 01:35:27.939]  Meet Manza Musa.
[01:35:29.480 --> 01:35:36.344]  The richest human being in all history, but number two of the Rothschilds, that was London Independent, and it's a big list, the 26 richest people in history.
[01:35:36.864 --> 01:35:51.133]  And actually a pretty accurate list from my research, so we're going to be going over that and talking about Iran, Joseph Stiglitz saying Europe's in a depression, no kidding, we're being proven right there, the stupid presidential reality show, all of it, with the one and only David Icke.
[01:35:51.173 --> 01:35:54.656]  Now, before we go to David, he's got his big event coming up.
[01:35:55.356 --> 01:36:21.479]  They're at one of the most famous stadiums in the world, not just in Britannia or Albion, they're over in the UK and it is so important that everyone who lives in Europe or England or great time of year to travel to England if you're planning to go on a vacation or visit family or whatever, get to his historic event because it's already getting a lot of media attention and it's important that it be big and it's important to call the media and tell them to give it attention because in 12 hours
[01:36:22.600 --> 01:36:25.783]  It's going to be historic, but never fear, David is going to provide.
[01:36:25.803 --> 01:36:30.046]  I don't know how he's going to do this, because it's killing us to give out free video streams we've got right now.
[01:36:30.066 --> 01:36:32.028]  It's kind of like the snake eating itself.
[01:36:32.308 --> 01:36:39.434]  We're bringing in money, but then putting out the free video streams to hundreds and hundreds of thousands that have tuned into those is quite expensive.
[01:36:39.454 --> 01:36:42.437]  But he's going to offer, I think it's free to everybody, a video feed.
[01:36:42.457 --> 01:36:44.879]  And he said for several months it'll then be free.
[01:36:45.799 --> 01:36:47.361]  So it sounds like David is all in.
[01:36:47.661 --> 01:36:48.742]  And that's what we're doing.
[01:36:49.162 --> 01:36:58.686]  We're all in, but go to DavidIke.com, get your tickets, sign up, but call the media, spread the words, your Facebook, your Twitter, tell people about the Wembley Arena October 27th.
[01:36:58.706 --> 01:37:04.609]  Notice he's doing it right before Samhain or Halloween, the big globalist occult day to really kind of counter their darkness.
[01:37:05.169 --> 01:37:06.670]  David Icke dot com.
[01:37:06.790 --> 01:37:07.371]  David Icke.
[01:37:07.491 --> 01:37:10.553]  David, D-A-V-I-D-I-C-K-E dot com.
[01:37:10.914 --> 01:37:11.214]  All right.
[01:37:11.514 --> 01:37:13.976]  Without further ado, again, I want to thank everybody.
[01:37:13.996 --> 01:37:14.877]  I want to thank all the guests.
[01:37:14.897 --> 01:37:15.817]  I want to thank David Icke.
