[00:00:01.465 --> 00:00:08.509]  This transmission is coming to you.
[01:12:00.263 --> 01:12:03.184]  This is the way reality is and you better get used to it.
[01:12:03.524 --> 01:12:04.405]  You know, that is so true.
[01:12:04.445 --> 01:12:04.965]  It's interesting.
[01:12:05.646 --> 01:12:14.875]  My own website, Natural News, over the years, it had attracted really more of a liberal, left-leaning audience because of the nutrition, the progressive nutrition and health angle.
[01:12:15.215 --> 01:12:24.964]  And then I started covering stories about the Department of Homeland Security buying bullets, and I started covering stories about, you know, Second Amendment, why Second Amendment is so important to us.
[01:12:25.124 --> 01:12:27.726]  And I thought I would lose a bunch of readers, and I didn't.
[01:12:28.807 --> 01:12:32.550]  So many people on the left are moving into Bill of Rights.
[01:12:32.570 --> 01:12:34.771]  They're moving into questioning government.
[01:12:35.792 --> 01:12:38.054]  Even they say now, Obama betrayed us.
[01:12:38.134 --> 01:12:39.855]  That's the left saying that.
[01:12:40.435 --> 01:12:41.256]  They see it now.
[01:12:42.016 --> 01:12:44.298]  It's so blatant, you can't deny it any longer, John.
[01:12:45.037 --> 01:12:45.697]  No, you can't.
[01:12:46.078 --> 01:12:48.439]  Doesn't matter what part of the political spectrum you're on.
[01:12:48.859 --> 01:13:02.547]  And then, those people are also waking up to the fact that the whole left-right struggle, you know, is concocted, really, to keep everybody with bread and circuses and watching the horse races and the gladiatorial combat.
[01:13:03.007 --> 01:13:06.371]  Of these political parties that are really one body with two heads.
[01:13:06.992 --> 01:13:13.139]  And that awareness is growing to the point where people just shrug it off and say, that's ridiculous, that has nothing to do with the news.
[01:13:13.579 --> 01:13:22.409]  The news is a lot deeper than that, and all we have to do is go click Infowars.com, click NaturalNews.com, and we'll get the actual news.
[01:13:22.890 --> 01:13:26.955]  That's the amazing part of this, is now the truth can spread at the speed of light.
[01:13:28.276 --> 01:13:31.560]  The speed of electrons going down your Ethernet cable.
[01:13:32.442 --> 01:13:38.069]  And I think this has got to be what's behind the big push to censor the Internet, CISPA now.
[01:13:38.389 --> 01:13:40.572]  But before we get into that, I know you have comments on that, John.
[01:13:40.612 --> 01:13:41.233]  Let me bring in this.
[01:13:41.834 --> 01:13:47.702]  New evidence of a cover-up of a third weapon in Operation Fast and Furious.
[01:13:48.463 --> 01:13:55.013]  A new book claims that the FBI hid the existence of a third weapon recovered at the scene of murdered U.S.
[01:13:55.093 --> 01:13:57.257]  Border Patrol agent Brian Terry.
[01:13:57.697 --> 01:14:02.682]  The book is called Fast and Furious, Barack Obama's bloodiest scandal and its shameless cover-up.
[01:14:03.122 --> 01:14:07.306]  And this book lays out this evidence that points to an FBI cover-up.
[01:14:07.706 --> 01:14:21.318]  Now again, back to what we were talking about, John, most people in America today cannot believe that Attorney General Eric Holder might be engaged in a criminal conspiracy cover-up to destroy the Second Amendment by running guns into Mexico.
[01:14:21.738 --> 01:14:22.339]  That idea
[01:14:22.779 --> 01:14:25.324]  It's just so alien to some people, they just can't swallow it.
[01:14:25.364 --> 01:14:26.366]  But what if it were true?
[01:14:26.766 --> 01:14:29.050]  And there's more evidence pointing in that direction every single day.
[01:14:29.921 --> 01:14:32.003]  Absolutely pointing in that direction every day.
[01:14:32.363 --> 01:14:44.052]  How long can a holder keep saying, I didn't know, I didn't know, I found out later, much later, this was, you know, not really in my area, you know, I was busy, I don't know, reading a book, whatever.
[01:14:44.813 --> 01:14:47.174]  This is preposterous.
[01:14:47.575 --> 01:14:51.738]  Completely preposterous that the Department of Justice had no idea that this was going on.
[01:14:52.078 --> 01:14:56.682]  I mean, if you stop and think about it, what an incredible operation this is.
[01:14:57.362 --> 01:14:57.983]  Oh yeah, it is incredible.
[01:14:58.003 --> 01:15:07.431]  We're going to give these people guns so that they can kill people, and this is going to help us stop them from killing people.
[01:15:07.551 --> 01:15:10.854]  Yeah, no, it's going to help the government clamp down on freedom.
[01:15:10.874 --> 01:15:11.474]  That's what it's going to do.
[01:15:11.574 --> 01:15:13.896]  John, we've only got about a minute left with you.
[01:15:13.916 --> 01:15:17.599]  Do you have any final thoughts in your segment with us here today?
[01:15:17.699 --> 01:15:19.561]  By the way, a lot of great insight from you so far.
[01:15:19.601 --> 01:15:20.282]  Anything you want to add?
[01:15:20.899 --> 01:15:22.640]  Thanks Mike, it's great being with you always.
[01:15:23.720 --> 01:15:24.380]  Stay awake.
[01:15:24.961 --> 01:15:26.001]  Become more awake.
[01:15:26.841 --> 01:15:28.362]  See through more lies.
[01:15:29.122 --> 01:15:36.105]  The more you see through, the higher you go on the ladder of control and you finally see what the people behind the curtain are doing.
[01:15:36.980 --> 01:15:37.360]  Well said.
[01:15:37.401 --> 01:15:40.344]  John Rappaport from NoMoreFakeNews.com.
[01:15:40.364 --> 01:15:41.705]  Thank you for joining us today, John.
[01:15:41.725 --> 01:15:43.347]  I always enjoy the discussions with you.
[01:15:43.908 --> 01:15:49.234]  Stay with us here on the Alex Jones Show, folks, because straight ahead we've got something about Andrew Breitbart.
[01:15:49.314 --> 01:15:52.417]  Yeah, and Alex Jones with some comments on that straight ahead.
[01:15:52.798 --> 01:15:53.258]  Stay with us.
[01:15:53.278 --> 01:15:54.540]  We'll be right back after this break.
[01:16:01.067 --> 01:16:04.669]  Right now, the average family spends one-fourth of their income on food.
[01:16:04.869 --> 01:16:10.653]  It's time to cut your food budget in half by using the best, most affordable food on the planet from eFoodsDirect.
[01:16:10.773 --> 01:16:13.995]  The savings from eating this food will actually help you pay your other bills.
[01:16:14.315 --> 01:16:22.120]  Serve these delicious meals to your family tonight for a quick and easy dinner for about $1.25 a serving, compared to over $3 a serving for any other food.
[01:16:22.280 --> 01:16:29.024]  This food is compact, making it easy to store some away and will be just as delicious in 25 years as the ones you cook tonight.
[01:16:29.364 --> 01:16:30.084]  Is it affordable?
[01:16:30.404 --> 01:16:31.084]  Absolutely!
[01:16:31.364 --> 01:16:36.285]  The new Alex Jones Family Pack saves you up to 50% compared to other food storage companies.
[01:16:36.565 --> 01:16:42.767]  See the comparison at efoodsdirect.com forward slash Alex or call 800-409-5633.
[01:16:43.067 --> 01:16:47.707]  My friends, as crazy as this world is today, you'd be nuts to not get a storable food supply.
[01:16:48.008 --> 01:16:52.588]  Give efoods direct a call and order one of the Alex Jones Family Packs and test it out today.
[01:16:52.868 --> 01:16:56.029]  Start your journey of food independence today at efoodsdirect.com
[01:16:56.890 --> 01:17:07.976]  A little over a year ago, I began to do a lot of research into why, even though I had a pretty good-sized meal, that I was still starving.
[01:17:08.216 --> 01:17:25.787]  And my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the industrialized world are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[01:17:26.067 --> 01:17:32.074]  I've been searched out the best vitamin and mineral company out there and discovered Young Jevity.
[01:17:32.254 --> 01:17:40.104]  The Young Jevity products are designed to give you the real nutrition you need and once you've got that you don't have to eat as much to be satisfied.
[01:17:40.424 --> 01:17:41.846]  I've lost 37 pounds in two months.
[01:17:43.948 --> 01:17:46.651]  Simply getting the vitamins and minerals I need.
[01:17:46.711 --> 01:17:47.772]  Check it out for yourself.
[01:17:47.992 --> 01:17:48.732]  It's incredible.
[01:17:48.873 --> 01:17:57.901]  Go to Infowarsteam.com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[01:17:58.081 --> 01:17:59.622]  That's Infowarsteam.com.
[01:18:02.896 --> 01:18:10.562]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:18:11.002 --> 01:18:14.625]  Alex and his staff have used these pure soap products for years.
[01:18:15.085 --> 01:18:21.890]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:18:22.391 --> 01:18:25.193]  See them on the web at 5starsoap.com.
[01:18:25.413 --> 01:18:29.916]  Or call 800-340-7091 for a free catalog.
[01:18:30.236 --> 01:18:35.900]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:18:36.180 --> 01:18:41.283]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:18:41.583 --> 01:18:43.204]  This is an amazing deal.
[01:18:43.585 --> 01:18:48.188]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:18:48.808 --> 01:18:51.950]  See them on the web at 5starsoap.com or call
[01:18:52.570 --> 01:18:56.432]  800-340-7091 for a free catalog.
[01:19:00.614 --> 01:19:01.854]  Hi, this is Alex Jones.
[01:19:01.894 --> 01:19:07.256]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:19:07.477 --> 01:19:12.119]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:19:12.499 --> 01:19:17.541]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[01:19:18.061 --> 01:19:22.765]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:19:23.285 --> 01:19:30.211]  They call it a survival seed bank, and it can produce an endless supply of nutrient-dense food for you and your family.
[01:19:30.411 --> 01:19:31.312]  And here's the best part.
[01:19:31.532 --> 01:19:37.877]  These seeds have not been genetically modified in any way, and you actually get enough seeds to plant a full acre crisis garden.
[01:19:38.197 --> 01:19:41.039]  So visit them today at survivalseedbank.com.
[01:19:41.380 --> 01:19:43.281]  That's survivalseedbank.com.
[01:19:43.602 --> 01:19:44.382]  Or give them a call at 877-327-0365.
[01:19:44.402 --> 01:19:44.662]  That's 877-327-0365.
[01:19:44.702 --> 01:19:47.705]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:19:48.185 --> 01:19:49.927]  This is Alex Jones for survivalseedbank.com.
[01:20:01.929 --> 01:20:04.817]  Coast to coast, direct from Austin.
[01:20:05.540 --> 01:20:08.729]  You're listening to the Alex Jones Broadcasting Network.
[01:20:19.025 --> 01:20:25.908]  Yeah, NPR has put out an article that Alex Jones references in a video.
[01:20:26.068 --> 01:20:28.569]  We're going to be previewing, well, playing it in full for you here.
[01:20:28.589 --> 01:20:31.951]  There's about a five minute video coming right up here shortly.
[01:20:32.351 --> 01:20:41.736]  The article is from Tina Brown from NPR, who in ways compares Andrew Breitbart to Hitler's supporters.
[01:20:42.476 --> 01:20:42.776]  Huh?
[01:20:43.296 --> 01:20:44.177]  What, Nazi people?
[01:20:46.158 --> 01:20:51.163]  Come on, and I guess these people also say Breitbart wasn't assassinated, really?
[01:20:51.183 --> 01:21:02.433]  Yeah, he just happened to die of a heart attack the night before he was going to release an explosive secret video that he had told people was going to bring down the Obama administration.
[01:21:02.453 --> 01:21:05.736]  You think he really just keeled over and died from a heart attack?
[01:21:07.193 --> 01:21:11.536]  See, that's where that skepticism comes in again that we were talking about with John Rappaport in the previous segments.
[01:21:11.917 --> 01:21:15.039]  You gotta be skeptical of not just government, but of everything.
[01:21:15.379 --> 01:21:17.641]  You should be skeptical of listening to me right now.
[01:21:17.681 --> 01:21:26.488]  You should be skeptical of everything you read on InfoWars, and you better for sure be skeptical of what you read on NPR, or what you hear on NPR.
[01:21:27.108 --> 01:21:31.551]  Sometimes I've got family members who like to tune in to NPR, sometimes when I visit them.
[01:21:32.572 --> 01:21:35.576]  I hear it and it's just pure propaganda to me.
[01:21:35.956 --> 01:21:38.399]  Every story is spin and propaganda.
[01:21:38.820 --> 01:21:42.124]  I can't find hardly an element of truth in NPR.
[01:21:42.144 --> 01:21:44.367]  I don't know where they get their fictions.
[01:21:44.667 --> 01:21:48.972]  They must have some really good fiction writers in the back room that dream up their news.
[01:21:49.713 --> 01:21:50.514]  Quite fascinating.
[01:21:50.954 --> 01:22:04.266]  In any case, we're going to go to this video where Alex Jones comments on this in his own words and brings attention to this NPR fictional weaving of the story of what happened to Andrew Breitbart and who he was as a person.
[01:22:04.606 --> 01:22:05.727]  We have that video ready?
[01:22:06.628 --> 01:22:07.528]  Okay, here we go.
[01:22:11.091 --> 01:22:15.976]  Alex Jones here with a report for InfoWars.com from my home office.
[01:22:17.501 --> 01:22:29.008]  On Friday, I heard this Tina Brown NPR piece when they re-aired it, because I like to monitor what the big tax-free foundations are putting out, their so-called public radio.
[01:22:29.928 --> 01:22:37.153]  And I actually heard Tina Brown, who's also Newsweek editor, compare, in a twisted way, Breitbart to Hitler.
[01:22:38.694 --> 01:22:40.835]  And of course, Breitbart was Jewish.
[01:22:41.926 --> 01:22:48.372]  But the point is that she talks about writers from World War II that exposed Hitler.
[01:22:49.768 --> 01:22:56.830]  And a book called Hitlerland about it from war correspondents and how great they were and how they were the greatest example of journalism.
[01:22:57.290 --> 01:23:00.011]  But then how Breitbart was the opposite of that.
[01:23:00.471 --> 01:23:04.673]  And before that she'd been talking about Hitler propaganda and bad journalists for him versus good journalists.
[01:23:04.693 --> 01:23:07.093]  And then, oh, here's the bad guy.
[01:23:07.653 --> 01:23:08.574]  He's Breitbart.
[01:23:08.594 --> 01:23:12.295]  And I'll play a little bit of that in a minute if this audio doesn't reset like it keeps doing.
[01:23:13.015 --> 01:23:17.856]  But then there's this subject of the Daily Caller and others are like, oh, LA coroner, Breitbart died of heart failure.
[01:23:18.136 --> 01:23:19.356]  No foul play suspected.
[01:23:20.076 --> 01:23:27.778]  But then you read in to the article and you find out that it is a preliminary report.
[01:23:27.958 --> 01:23:29.438]  No trauma.
[01:23:30.218 --> 01:23:30.978]  Trauma.
[01:23:32.119 --> 01:23:34.439]  It says no significant trauma.
[01:23:34.459 --> 01:23:35.799]  So I guess there might have been some.
[01:23:36.300 --> 01:23:38.180]  No trauma, like knocked on the head.
[01:23:39.204 --> 01:23:43.647]  And governments and corporations have literally hundreds of chemicals that metabolize out.
[01:23:43.968 --> 01:23:45.889]  They can give you a poison that kills you two weeks later.
[01:23:46.429 --> 01:23:54.816]  My point is he was set to release documents and video that day that he said would basically bring down Obama.
[01:23:55.416 --> 01:23:56.877]  So that's my point on that subject.
[01:23:56.897 --> 01:24:00.099]  The Daily Caller is like, you know, oh Alex Jones said it was a conspiracy.
[01:24:00.560 --> 01:24:02.962]  I said no one I know buys.
[01:24:03.742 --> 01:24:04.583]  No one I know
[01:24:06.373 --> 01:24:07.094]  I don't think so.
[01:24:33.413 --> 01:24:37.035]  More recently, it's from the New York Times by the media writer David Carr.
[01:24:37.055 --> 01:24:38.356]  It's called The Provocateur.
[01:24:39.137 --> 01:24:39.477]  That's right.
[01:24:39.497 --> 01:24:46.862]  Well, of course, you know, during Hitler's Germany, there were 50 foreign correspondents from America in Berlin, which is an incredible index of the golden era of journalism.
[01:24:47.362 --> 01:24:56.829]  What we have, of course, in the era of today with Andrew Breitbart, the blogger, the right-wing radical blogger who just recently dropped dead in the early 40s, was, of course, the absolute opposite.
[01:24:56.889 --> 01:24:58.910]  It's really the degradation, in a sense, of the German...
[01:24:59.130 --> 01:25:00.291]  She also compared Rick Santorum to Judas Iscariot.
[01:25:21.533 --> 01:25:23.195]  This is the head of Newsweek.
[01:25:24.317 --> 01:25:26.060]  This isn't even an American, as you can hear.
[01:25:26.260 --> 01:25:27.782]  Nothing against folks with British accents.
[01:25:28.383 --> 01:25:35.033]  It's just, why do they have to import all these foreigners on CNN and the rest of it to shovel us condescending, know-it-all garbage?
[01:25:36.348 --> 01:25:42.091]  So she does this whole thing on bad journalists versus good journalists and Hitler and then, oh, then there's Breitbart.
[01:25:42.111 --> 01:25:42.611]  You just heard it.
[01:25:55.018 --> 01:25:57.140]  Oh, but you just call people Judas Iscariot.
[01:25:57.160 --> 01:25:59.122]  That means total betrayer of everything good.
[01:25:59.623 --> 01:26:05.589]  And you compare the great journalist of World War II and say the opposite is Breitbart and he dropped dead.
[01:26:05.609 --> 01:26:07.371]  And she goes on and on.
[01:26:08.833 --> 01:26:10.614]  Again, we've already used a little bit of this for fair use.
[01:26:10.634 --> 01:26:12.436]  We could play more, but go listen to the rest of it.
[01:26:12.897 --> 01:26:13.998]  It is really, really sick.
[01:26:14.462 --> 01:26:26.142]  ...be to take the flying soundbite, any soundbite, and misapply it in its context and create an absolute mayhem for the person concerned, like he did for poor Shirley Sherrod, who was the obscure official in the agriculture department.
[01:26:26.946 --> 01:26:30.448]  And again, out of hundreds of reports, they take one where Breitbart wasn't completely correct.
[01:26:30.488 --> 01:26:39.975]  The truth is he broke major news, brought down Akern, brought down all the corruption with the energy garbage going on in the payoffs, and just the incredible corruption of Obama.
[01:26:40.015 --> 01:26:41.936]  And that's why they hate him, and that's why they demonize him.
[01:26:42.216 --> 01:26:43.297]  I'm not saying he was perfect.
[01:26:43.337 --> 01:26:45.018]  I didn't agree with him on the pro-war stuff.
[01:26:45.878 --> 01:26:52.543]  My point is, his death was very, very suspicious, and they just go on to basically celebrate it in a piece about Hitler's Germany.
[01:26:53.630 --> 01:26:55.492]  Just amazing, amazing.
[01:26:55.512 --> 01:26:56.693]  You talk about sophistic.
[01:26:57.094 --> 01:26:58.415]  You talk about manipulation.
[01:26:58.435 --> 01:27:00.037]  You talk about death by a thousand cuts.
[01:27:00.297 --> 01:27:04.482]  This is just death by one big cut and then celebrate the actual physical death.
[01:27:04.902 --> 01:27:08.306]  Alex Jones signing off for InfoWars.com
[01:27:09.147 --> 01:27:11.329]  Well said there by Alex, man.
[01:27:11.369 --> 01:27:13.031]  Yeah, great analysis of that.
[01:27:13.351 --> 01:27:14.392]  Did you hear that voice?
[01:27:14.632 --> 01:27:17.475]  The British accent of the voice there from NPR?
[01:27:17.815 --> 01:27:22.820]  We were talking about the Hunger Games earlier, and that's how everybody speaks in the capital, the corrupt capital.
[01:27:23.260 --> 01:27:26.643]  May the odds be ever in your favor!
[01:27:27.604 --> 01:27:32.868]  When they're launching the games to have these children murdered for their entertainment, bread, and circuses.
[01:27:33.248 --> 01:27:34.629]  That's exactly what they sound like!
[01:27:35.409 --> 01:27:37.451]  Once again, the Hunger Games is real!
[01:27:37.491 --> 01:27:39.272]  It's happening around us right now.
[01:27:39.352 --> 01:27:40.113]  Just incredible.
[01:27:40.913 --> 01:27:41.293]  Oh man.
[01:27:41.754 --> 01:27:46.257]  Here's another quick news item for you before we go to the interview with Senator Rand Paul.
[01:27:46.297 --> 01:27:47.718]  That's coming up in the next segment.
[01:27:48.238 --> 01:27:53.061]  Breast cancer survivor handcuffed and thrown in jail over a mistaken $280 medical bill
[01:27:55.864 --> 01:27:57.809]  As debtors' prisons return to the U.S.
[01:27:57.949 --> 01:27:59.393]  This is actually from the Daily Mail.
[01:27:59.914 --> 01:28:00.455]  Believe it or not.
[01:28:01.542 --> 01:28:03.084]  And here's a breast cancer survivor.
[01:28:03.504 --> 01:28:09.750]  Her name is Lisa Lindsay, and she received this medical bill that wasn't even for her.
[01:28:09.770 --> 01:28:11.472]  It was another mistake.
[01:28:11.852 --> 01:28:14.935]  You know, you're going to get a mistake if you go to the hospital for sure.
[01:28:15.355 --> 01:28:16.596]  They're going to screw up something.
[01:28:16.656 --> 01:28:18.698]  If not your treatment, then your billing for sure.
[01:28:19.539 --> 01:28:21.221]  And so she said, I'm not going to pay it.
[01:28:21.381 --> 01:28:24.884]  And they threw her in jail, took her away in handcuffs.
[01:28:24.944 --> 01:28:26.446]  State troopers arrived at her home.
[01:28:27.435 --> 01:28:32.799]  Took her away in handcuffs and then only later was it revealed that this was not her debt.
[01:28:33.360 --> 01:28:38.784]  Hey, they're just stealing your babies now in hospitals and shoot them up with vaccines and throwing you in prison too.
[01:28:39.485 --> 01:28:41.826]  Why not just throw you in prison for other people's debt?
[01:28:42.387 --> 01:28:46.030]  Straight ahead, the interview with Senator Rand Paul by Alex Jones.
[01:28:46.470 --> 01:28:47.371]  Don't miss that.
[01:28:47.491 --> 01:28:50.113]  A lot of breaking information in that interview coming right up.
[01:28:50.173 --> 01:28:50.733]  Stay with us.
[01:28:51.134 --> 01:28:53.676]  We'll be right back on the Alex Jones Show on this Sunday.
[01:29:01.957 --> 01:29:16.427]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[01:29:17.428 --> 01:29:21.130]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[01:29:22.131 --> 01:29:26.194]  Not only does the Silver Lungs System produce endless colloidal and ionic silver solutions,
[01:29:26.795 --> 01:29:34.118]  It also comes equipped with the proper applicators and devices needed to deliver your Silver Solutions directly to key target areas.
[01:29:34.878 --> 01:29:42.161]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[01:29:42.842 --> 01:29:52.406]  Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.SilverLungs.com to learn more about how the Silver Lungs System works.
[01:29:53.206 --> 01:29:56.467]  As well, we are always ready to answer any questions you may have.
[01:29:57.128 --> 01:30:00.329]  That's www.silverlungs.com.
[01:30:00.949 --> 01:30:04.131]  Four, five, six, even seven dollars a gallon?
[01:30:04.571 --> 01:30:08.833]  According to fuel industry insiders and economic experts, those are the forecasted fuel prices.
[01:30:09.193 --> 01:30:10.115]  With no end in sight.
[01:30:10.555 --> 01:30:14.441]  Fight back fuel prices with the Fuel Saver from airfusionsystems.com.
[01:30:14.761 --> 01:30:17.625]  These Fuel Savers can save you from 20 to 40 percent.
[01:30:17.926 --> 01:30:21.811]  They're designed to fit any vehicle from compacts to SUVs to transport trucks.
[01:30:22.052 --> 01:30:25.337]  The Fuel Saver works on all gas, diesel, even propane engines.
[01:30:25.797 --> 01:30:28.598]  Easy do-it-yourself installation in about 15 minutes.
[01:30:28.818 --> 01:30:29.499]  And the best part?
[01:30:29.819 --> 01:30:36.202]  No engine modifications, no computer chipping, no running wires, no chemicals, no water, no running costs, and no maintenance.
[01:30:36.622 --> 01:30:39.564]  And these fuel savers come complete with all parts and accessories.
[01:30:39.944 --> 01:30:47.747]  See how it works at airfusionsystems.com spelled A-I-R F-U-S-I-O-N systems dot com or call 888-887-9981
[01:30:51.049 --> 01:30:53.014]  888-887-9981.
[01:30:54.678 --> 01:30:57.204]  Fuel savers from airfusionsystems.com.
[01:30:57.545 --> 01:30:59.590]  Save fuel, save money, save Earth!
[01:31:00.737 --> 01:31:04.359]  Right now, the average family spends one-fourth of their income on food.
[01:31:04.559 --> 01:31:10.323]  It's time to cut your food budget in half by using the best, most affordable food on the planet from eFoodsDirect.
[01:31:10.463 --> 01:31:13.665]  The savings from eating this food will actually help you pay your other bills.
[01:31:13.985 --> 01:31:21.790]  Serve these delicious meals to your family tonight for a quick and easy dinner for about $1.25 a serving, compared to over $3 a serving for any other food.
[01:31:21.970 --> 01:31:28.094]  This food is compact, making it easy to store some away and will be just as delicious in 25 years as the ones you
[01:31:29.034 --> 01:31:29.775]  Is it affordable?
[01:31:30.055 --> 01:31:30.775]  Absolutely!
[01:31:31.035 --> 01:31:35.977]  The new Alex Jones Family Pack saves you up to 50% compared to other food storage companies.
[01:31:36.257 --> 01:31:40.719]  See the comparison at eFoodsDirect.com forward slash Alex or call 800-409-5633.
[01:31:42.740 --> 01:31:47.381]  My friends, as crazy as this world is today, you'd be nuts to not get a storable food supply.
[01:31:47.681 --> 01:31:52.263]  Give eFoodsDirect a call and order one of the Alex Jones Family Packs and test it out today.
[01:31:52.543 --> 01:31:54.544]  Start your journey of food independence today.
[01:31:57.887 --> 01:32:02.110]  I had tried everything.
[01:32:02.170 --> 01:32:04.332]  I'd cut back the amount of food I was eating.
[01:32:04.532 --> 01:32:07.234]  I was lifting weights and jogging, but nothing was working.
[01:32:07.675 --> 01:32:12.158]  My body was literally starving for minerals and trace elements as well as key vitamins.
[01:32:12.499 --> 01:32:18.884]  And as soon as I had that, I immediately could eat half of what I was eating previously and be satisfied.
[01:32:19.344 --> 01:32:29.835]  Now there are hundreds of great products at Infowarsteam.com, but I want to point out the three that have helped me lose 37 pounds in just two months.
[01:32:30.576 --> 01:32:34.700]  Products like Beyond Tangy Tangerine, Pollen Burst, and Rebound.
[01:32:35.040 --> 01:32:41.086]  When I started taking the Tangy Tangerine and other products every day, I lost more than 37 pounds in just two months.
[01:32:41.307 --> 01:32:42.448]  Now that's results.
[01:32:42.848 --> 01:32:55.314]  I want to challenge my listeners to go to Infowarsteam.com and to order just three of their products and you will see the changes in the way you look, feel, and in your appetite almost immediately.
[01:32:55.354 --> 01:32:57.595]  Start your journey to health and wellness today.
[01:32:57.935 --> 01:32:59.636]  Infowarsteam.com.
[01:33:02.017 --> 01:33:03.157]  Coast to Coast.
[01:33:03.537 --> 01:33:04.938]  Direct from Austin.
[01:33:05.598 --> 01:33:08.800]  You're listening to the Alex Jones Broadcasting Network.
[01:33:11.147 --> 01:33:14.775]  Welcome back to the Alex Jones Show live on this Sunday.
[01:33:14.835 --> 01:33:19.205]  Now we take you straight to an interview between Alex Jones and Senator Rand Paul.
[01:33:19.325 --> 01:33:20.066]  This is amazing.
[01:33:20.127 --> 01:33:20.547]  Listen in.
[01:33:24.963 --> 01:33:26.544]  We are joined by U.S.
[01:33:26.584 --> 01:33:29.446]  Senator hailing from Kentucky, Rand Paul.
[01:33:29.767 --> 01:33:39.514]  And the freshman senator, as everyone has noticed, has actually been fulfilling his campaign promises to try to cut government and restore our constitutional republic.
[01:33:39.834 --> 01:33:42.676]  And he joins us from Washington, D.C.
[01:33:43.077 --> 01:33:44.478]  Senator, thank you for coming on with us.
[01:33:44.946 --> 01:33:45.867]  Glad to be with you Alex.
[01:33:46.367 --> 01:33:55.035]  There is so much to talk about, but I noticed that you're trying to point out that Interpol is now operating inside our country with diplomatic immunity.
[01:33:55.717 --> 01:34:02.966]  Yeah, I'm kind of concerned about having an international police force in our country with the ability, maybe, to extradite U.S.
[01:34:03.026 --> 01:34:05.008]  citizens and send them to another country.
[01:34:05.749 --> 01:34:15.681]  Egypt, as you know, over the last couple of months has been holding some American pro-democracy workers in their country, and they were going to try them on trumped-up political charges.
[01:34:16.301 --> 01:34:18.384]  And so a couple of months ago, I said, you know what?
[01:34:18.544 --> 01:34:22.989]  Should we send $2 billion to a country that treats us this way and treats our citizens?
[01:34:23.409 --> 01:34:30.337]  So I tried to hold up their foreign aid, and as a consequence, I think partly of what I was doing, they released our American citizens.
[01:34:31.158 --> 01:34:34.921]  Then they came home and then Secretary Clinton went ahead and released their aid.
[01:34:35.041 --> 01:34:42.525]  I wrote her a letter and said, you know, she shouldn't do it because these prosecutions were still ongoing right now in absentia.
[01:34:42.566 --> 01:34:44.247]  They're prosecuting them without being there.
[01:34:44.307 --> 01:34:46.068]  They also made the U.S.
[01:34:46.128 --> 01:34:53.112]  taxpayer pay a $5 million ransom for these Americans to come home, promising they would come back to Holtz to stand trial.
[01:34:53.593 --> 01:34:55.214]  But then this week we've learned that
[01:34:56.014 --> 01:34:58.957]  Egypt has asked Interpol for international warrants.
[01:34:58.997 --> 01:35:03.061]  They have these red letter warrants that can be used anywhere in the world.
[01:35:03.522 --> 01:35:06.545]  And most people say, oh, that could never happen in America.
[01:35:06.565 --> 01:35:08.046]  We would never let that happen.
[01:35:08.407 --> 01:35:10.509]  But Interpol is doing this in other countries.
[01:35:10.909 --> 01:35:12.971]  Saudi Arabia asked Interpol.
[01:35:13.992 --> 01:35:22.940]  To return a Saudi journalist from Malaysia who had said something about a Mohammed that they found offensive and they were going to accuse him of blasphemy.
[01:35:23.421 --> 01:35:27.004]  Interpol picked him up in Malaysia and took him back to Saudi Arabia.
[01:35:27.445 --> 01:35:30.007]  He will now face the death penalty for blasphemy.
[01:35:30.487 --> 01:35:33.250]  But the scary thing is he's being picked up by Interpol.
[01:35:33.670 --> 01:35:38.395]  And the scary thing is, is what kind of authority does Interpol have in the United States?
[01:35:38.976 --> 01:35:45.251]  And President Obama expanded their authority with an executive order in December giving them diplomatic immunity.
[01:35:45.291 --> 01:35:47.296]  So all of this concerns me.
