[00:00:00.129 --> 00:00:02.313]  Coast, direct from Austin.
[01:13:41.677 --> 01:13:48.463]  Even the United States was unable, during much of its history, to avoid being crushed and gobbled up
[01:13:49.286 --> 01:13:50.747]  By oligarchical influences.
[01:13:51.387 --> 01:13:52.648]  And that's the same thing now.
[01:13:52.668 --> 01:14:04.594]  You have a very small minority of the influential part of the populations of various nations who are now raising hell against, literally, against the human species.
[01:14:05.215 --> 01:14:06.715]  And this old thing is there.
[01:14:07.316 --> 01:14:10.217]  And we have somehow lost the guts to get rid of it.
[01:14:11.118 --> 01:14:18.682]  Because what you see with the Joint Chiefs of Staff of the United States, and you see with similar institutions in Europe and other parts of the world,
[01:14:19.426 --> 01:14:30.291]  That we do have the implicit ability to mobilize the kind of reforms which could be readily applied now to give us a system of global nation-states.
[01:14:30.912 --> 01:14:38.836]  Which would be, they might not all agree with each other, but we have a way of living together as nation-states.
[01:14:39.596 --> 01:14:42.818]  Briefly, before we go to calls, sir, can we
[01:14:43.840 --> 01:14:48.823]  Get your take on the current state of the economy and what's happening in Europe and where you see all of that going?
[01:14:49.743 --> 01:14:53.185]  We're on the verge of an actual disintegration of the world economy.
[01:14:53.766 --> 01:14:55.747]  A chain reaction kind of breakdown.
[01:14:56.747 --> 01:15:03.431]  If this policy continues, if Obama were to continue as president, I can assure you that you would not have civilization on this planet.
[01:15:04.572 --> 01:15:11.836]  So the Republicans aren't doing anything good, but Obama is something with his foreign influences.
[01:15:12.748 --> 01:15:18.131]  Which is the greatest threat to the existence of the United States and other nations that I know of on this planet today.
[01:15:21.193 --> 01:15:22.273]  Okay, folks, stay there.
[01:15:22.333 --> 01:15:25.135]  We'll be right back with more of this interview with Lenny LaRouche.
[01:16:14.517 --> 01:16:22.184]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:16:22.625 --> 01:16:26.268]  Alex and his staff have used these pure soap products for years.
[01:16:26.708 --> 01:16:33.495]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:16:33.995 --> 01:16:41.538]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[01:16:41.858 --> 01:16:47.520]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:16:47.800 --> 01:16:52.902]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:16:53.202 --> 01:16:54.843]  This is an amazing deal.
[01:16:55.183 --> 01:16:59.745]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:17:00.405 --> 01:17:03.588]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[01:17:12.321 --> 01:17:18.804]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[01:17:18.824 --> 01:17:21.244]  78% of the Midwest corn belt is in drought conditions.
[01:17:21.425 --> 01:17:26.526]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[01:17:26.807 --> 01:17:31.548]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[01:17:31.788 --> 01:17:39.171]  The only strategy to counter this is to freeze your food costs to today's prices by getting your own supply of foods or meat foods direct now.
[01:17:39.431 --> 01:17:41.012]  As the price of raw ingredients increases,
[01:17:41.272 --> 01:17:43.113]  E-Foods will have to raise prices, too.
[01:17:43.273 --> 01:17:44.854]  Now is the time to get your supply.
[01:17:45.075 --> 01:17:48.937]  I recently increased my supply from E-Foods Direct because we've all known this was coming.
[01:17:49.077 --> 01:17:51.719]  You know about their delicious, long-term, storable foods.
[01:17:51.999 --> 01:17:54.641]  The fact is, you can eat it anytime to save money today.
[01:17:54.781 --> 01:17:59.184]  And because it's stored for 25 years, they're locking in today's prices and avoiding the rising food cost.
[01:17:59.344 --> 01:17:59.884]  Don't wait!
[01:17:59.984 --> 01:18:02.866]  Call 800-409-5633 or go to efoodsdirect.com forward slash alex.
[01:18:02.886 --> 01:18:03.086]  Call 800-409-5633.
[01:18:07.469 --> 01:18:09.570]  Or eFoodsDirect.com forward slash Alex.
[01:18:09.730 --> 01:18:11.611]  You can bet your life on eFoodsDirect.
[01:18:12.131 --> 01:18:16.953]  Have you ever thought about actually getting off the grid and becoming truly self-reliant?
[01:18:17.094 --> 01:18:24.397]  Introducing a brand new book for independent Americans who want practical advice on how to survive and even prosper in the challenging days ahead.
[01:18:24.497 --> 01:18:32.701]  The big book of off-the-grid secrets is packed with hard-hitting information on self-reliance gardening, food preparation, alternative energy, home security, and more.
[01:18:32.941 --> 01:18:36.702]  At 436 pages, there's simply nothing like it anywhere.
[01:18:36.882 --> 01:18:41.284]  Get the big book of off-the-grid secrets by going to offthegridsecrets.com.
[01:18:41.304 --> 01:18:43.625]  That's offthegridsecrets.com.
[01:18:43.785 --> 01:18:44.805]  Or call 800-206-4095.
[01:18:44.905 --> 01:18:47.546]  That's 800-206-4095.
[01:18:47.646 --> 01:18:55.028]  Order online and get our top 14 off-the-grid special reports free with your order.
[01:18:55.108 --> 01:18:59.610]  Reports like cash garden, how to grow all the food you'll ever need, and stick to your guns.
[01:18:59.690 --> 01:19:02.894]  How to legally carry firearms almost anywhere, anytime.
[01:19:02.914 --> 01:19:07.399]  Plus 12 more reports worth over $350 all free with your order.
[01:19:07.539 --> 01:19:09.602]  Order today at OffTheGridSecrets.com.
[01:19:09.622 --> 01:19:11.604]  That's OffTheGridSecrets.com.
[01:19:12.637 --> 01:19:22.826]  The Silver Lungs Generator is the only all-encompassing professional class product for producing endless colloidal and ionic silver solutions right from the convenience of your home.
[01:19:23.266 --> 01:19:33.474]  With recent regulations threatening the sale of silver-based supplements, now you can secure yourself and your family by producing your own silver solutions anywhere, anytime.
[01:19:34.415 --> 01:19:41.756]  You can have the peace of mind knowing that you can create endless supply of silver anytime, anywhere, for any application.
[01:19:41.956 --> 01:19:48.818]  The Silver Lungs Generator is a one-time purchase that requires no maintenance nor replacement parts for the life of the unit.
[01:19:49.178 --> 01:19:53.579]  This product was designed to be an invaluable part of your vital preparations.
[01:19:53.939 --> 01:20:01.260]  For a detailed report on the differences between ionic silver, colloidal silver, and what most silver solution manufacturers are producing,
[01:20:01.460 --> 01:20:11.346]  Please visit our website at www.silverlungs.com for more information on why you should be producing your own silver solutions right from your home forever.
[01:20:12.947 --> 01:20:14.108]  Coast to Coast.
[01:20:14.468 --> 01:20:15.829]  Direct from Austin.
[01:20:16.530 --> 01:20:20.632]  You're listening to the Alex Jones Broadcasting Network.
[01:20:25.536 --> 01:20:27.237]  The Alex Jones Show.
[01:20:27.637 --> 01:20:29.558]  Because there is a war on.
[01:20:29.698 --> 01:20:30.619]  Or you're mine.
[01:20:36.769 --> 01:20:42.073]  What did you make of his statement telling entrepreneurs and scientists and inventors that you didn't build that?
[01:20:42.733 --> 01:20:44.615]  I mean, that was a calculated statement.
[01:20:44.675 --> 01:20:47.877]  What is the point of a statement like that?
[01:20:47.897 --> 01:20:48.818]  Well, the man lies.
[01:20:49.138 --> 01:20:49.879]  There's no truth in him.
[01:20:50.299 --> 01:20:51.560]  He's a pathological case.
[01:20:52.060 --> 01:21:01.908]  As a matter of fact, as I've described him, back in history, he's a guy somebody picked up as a result of a wise guy dirty trick, as an echo of a neo-Emperor Nero.
[01:21:02.428 --> 01:21:10.714]  And if you read the history, the detailed history of the Emperor Nero, and you look at the mentality of this president, you find that two things concur.
[01:21:11.154 --> 01:21:11.794]  They coincide.
[01:21:12.615 --> 01:21:20.260]  But somebody, and some people, got the bright idea of taking this character, and by means which I wouldn't call exactly legal,
[01:21:20.948 --> 01:21:27.393]  Got him picked as a president, and stuck him in office, and you see what he's done since being in office.
[01:21:27.433 --> 01:21:39.523]  He's done everything indirectly, as imitations, to some degree Adolf Hitler, in the sense of similar kinds of things were done, and were done by the Emperor Nero and a few other creeps in between there.
[01:21:40.023 --> 01:21:55.413]  Well, yeah, trying to shut down most our coal power plants, trying to pass carbon taxes, trying to end free speech, arresting journalists who talk to whistleblowers, charging whistleblowers with the Espionage Act.
[01:21:55.493 --> 01:22:02.038]  I had Chris Hedges, the renowned Pulitzer Prize winning journalist on, who's a very respected, quote, liberal.
[01:22:02.438 --> 01:22:05.640]  And he said, he said, Obama is much worse than Bush.
[01:22:05.720 --> 01:22:07.942]  And we can say, well, Bush, Obama are puppets.
[01:22:08.402 --> 01:22:09.183]  But whatever
[01:22:10.263 --> 01:22:15.227]  Oligarchy team is behind him, is our raving lunatics.
[01:22:15.267 --> 01:22:17.308]  Because there is a madness of power.
[01:22:18.269 --> 01:22:22.132]  I mean, we tend to look at elites and say they know what they're doing, there's a method to the madness.
[01:22:22.652 --> 01:22:25.715]  But you talk about Nero or Caligula, those are good examples.
[01:22:26.275 --> 01:22:27.776]  I mean, it really is.
[01:22:27.816 --> 01:22:28.876]  They're so disconnected.
[01:22:28.916 --> 01:22:31.257]  It's like what's coming out at the Justice Department.
[01:22:31.277 --> 01:22:35.119]  These women are resigning now, so that Lynn's Credence and a lot of other suits are getting filed.
[01:22:35.579 --> 01:22:46.424]  The bizarre sexual escapades that, you know, the dressed up in dominatrix outfits, calling men into their offices, the doing things on air I can't even mention.
[01:22:47.064 --> 01:22:48.605]  This is a group of lunatics.
[01:22:49.345 --> 01:22:49.846]  Fair term.
[01:22:50.646 --> 01:22:52.747]  So what do you expect him to do to try to hold on to power?
[01:22:52.767 --> 01:22:53.287]  Because you're right.
[01:22:54.688 --> 01:22:56.469]  Big Democrats like Hillary aren't going.
[01:22:56.489 --> 01:23:00.351]  Rahm Emanuel, you know, left early from the convention this week.
[01:23:00.371 --> 01:23:05.453]  You know, even, was it Newsweek or was it Time came out and said, hit the road, Obama.
[01:23:05.773 --> 01:23:10.875]  I mean, it does look like a lot of the power structure is moving away from Obama.
[01:23:11.195 --> 01:23:11.776]  Why is that?
[01:23:12.416 --> 01:23:16.398]  Well, essentially they know that, but part of it is the way the control works.
[01:23:17.125 --> 01:23:29.973]  The control works through a few very powerful, also financially powerful people in various parts of the world who are able to lure other people into going along with this kind of stuff.
[01:23:30.573 --> 01:23:34.676]  You see many people, for example, we don't have any industries left in the United States today.
[01:23:34.976 --> 01:23:35.677]  They were taken away.
[01:23:36.377 --> 01:23:39.019]  Taken away in the past dozen years especially.
[01:23:40.339 --> 01:23:42.501]  So the people feel powerless.
[01:23:43.186 --> 01:23:46.969]  Many people are going to die of starvation, actually, in the United States.
[01:23:47.570 --> 01:23:48.831]  And for other reasons.
[01:23:50.112 --> 01:23:52.354]  The situation of our people is hopeless.
[01:23:52.874 --> 01:23:56.317]  And yet, it's very difficult to mobilize the people to defend themselves.
[01:23:56.457 --> 01:23:59.940]  Oh yeah, we've got 47 million people roughly on food stamps.
[01:24:00.060 --> 01:24:00.560]  You've got...
[01:24:01.641 --> 01:24:05.146]  Just all these other economic numbers that show we're really in a depression for four years.
[01:24:05.887 --> 01:24:07.370]  You've got crime exploding.
[01:24:07.750 --> 01:24:13.439]  But the mainstream media tries to put a cover on it and say, oh, we left the recession four years ago.
[01:24:13.859 --> 01:24:17.244]  It's almost a Marie Antoinette, let them eat cake.
[01:24:17.905 --> 01:24:27.092]  While the Obama administration does everything it can, with Economics 101, to hurt poor people while posing as their savior.
[01:24:27.532 --> 01:24:37.800]  Imagine if we didn't have the people on the welfare cards, the digital food stamp cards, having 47 million people on the street at soup lines.
[01:24:38.200 --> 01:24:39.862]  What that would look like every day.
[01:24:40.442 --> 01:24:43.905]  Well the problem is that our government has failed us.
[01:24:44.785 --> 01:24:46.987]  Our political parties have failed us.
[01:24:47.839 --> 01:24:50.282]  The political parties go along to get along.
[01:24:50.783 --> 01:24:51.624]  That's their slogan.
[01:24:51.664 --> 01:24:54.007]  And they've been in charge for that for a long time.
[01:24:54.027 --> 01:24:55.288]  The slogan of the Senate.
[01:24:55.389 --> 01:24:56.410]  The slogan of the Congress.
[01:24:56.810 --> 01:24:58.012]  Go along to get along.
[01:24:58.573 --> 01:25:06.703]  And the rule that generally rules our congressional system, our representative system, is that piece of corruption called go along to get along.
[01:25:07.103 --> 01:25:09.145]  Which is the motto of the Congress.
[01:25:09.685 --> 01:25:22.854]  And as long as we allow the Congress to go along to get along, and thus refusing to challenge their colleagues in the Congress to cut this crap out, then we get this kind of government.
[01:25:22.914 --> 01:25:26.477]  Yeah, I know what's happening historically, and I want your brief take on this, and we're going to go to call, sir.
[01:25:27.077 --> 01:25:30.660]  So many times you mention Nero and others.
[01:25:31.740 --> 01:25:44.825]  When they have all this power, the people in control at the very top start almost flirting with disaster, almost tempting it in their indolence, in their spoiled rottenness.
[01:25:45.586 --> 01:25:50.167]  It's like a moth to flame and they play with destruction.
[01:25:50.207 --> 01:25:52.348]  They flirt with it and then bring it.
[01:25:53.008 --> 01:25:54.929]  That's the case of history.
[01:25:54.949 --> 01:25:56.970]  You take what we know of human history.
[01:25:57.771 --> 01:26:02.252]  We know that this kind of phenomenon is the source of all corruptions.
[01:26:03.272 --> 01:26:07.153]  It's something which becomes a kind of a mass movement of self-corruption.
[01:26:07.914 --> 01:26:14.255]  And those things have happened that whole nations and even empires have disintegrated under that kind of corruption.
[01:26:14.855 --> 01:26:24.378]  We have not yet succeeded, except in a few exceptional terms, especially in trying to do that with the North American development of our system.
[01:26:25.078 --> 01:26:27.962]  But even our system then became corrupted in the same way.
[01:26:28.062 --> 01:26:41.319]  Look, when Time Magazine writer Joel Stein makes fun of aborted babies, and I covered it before you got on, and says we should have a beauty pageant of dead babies, and this is Time Magazine, it's reached a level of just...
[01:26:42.381 --> 01:26:48.826]  Of just insane Romans running around doing the types of things that Nero did at parties.
[01:26:49.707 --> 01:26:52.870]  And it just shows that these are lunatics.
[01:26:52.890 --> 01:26:53.711]  Let's go to phone calls.
[01:26:54.291 --> 01:26:57.954]  Joe in South Carolina, you're on the air with Lyndon LaRouche.
[01:26:57.974 --> 01:26:58.335]  Go ahead.
[01:26:58.945 --> 01:26:59.846]  Yes, thank you very much.
[01:27:00.306 --> 01:27:01.267]  Mr. LaRouche, two points.
[01:27:01.487 --> 01:27:07.831]  One, you talk about trying to mobilize the people to fix things here, get rid of people like Obama.
[01:27:07.851 --> 01:27:28.124]  When we have something like the GOP that clearly doesn't want to fix the problem, obviously, because if they really wanted to get rid of Obama, they'd put someone like Ron Paul or the like of that as the candidate because you pull all the Republicans, you pull a lot of Independents, you pull a lot of other people that support that kind of character and would get rid of someone like Obama and start fixing the problem.
[01:27:28.764 --> 01:27:38.475]  So, we don't even have a political party that, A, has the clout, and then B, the second point is that our electoral system is rigged to a certain extent.
[01:27:38.515 --> 01:27:42.519]  I mean, our... There needs to be a question here, because we don't have a lot of time.
[01:27:42.879 --> 01:27:46.543]  The bottom line is, he's saying the power structure itself...
[01:27:47.404 --> 01:28:00.308]  ...is beginning to ignore the corrupt elements at the top, and that's the real revolution, is the velvet restoration of intellectually not complying, not going along, and speaking out against the system.
[01:28:00.328 --> 01:28:01.929]  I mean, is that what you're getting at, Lyndon?
[01:28:02.389 --> 01:28:05.930]  Well no, specifically what happens is when many people start to suffer,
[01:28:06.690 --> 01:28:08.331]  And there's not enough to go along.
[01:28:09.032 --> 01:28:14.695]  Then some people decide that, well, somebody has to survive, and we have to survive.
[01:28:15.176 --> 01:28:17.397]  Unfortunately, other people will have to go.
[01:28:18.138 --> 01:28:22.801]  And when that policy comes in, and that practice comes in, that's what you've got right now.
[01:28:24.153 --> 01:28:27.195]  You've got that attitude within many parts of the public.
[01:28:27.215 --> 01:28:31.097]  You've got people in desperate conditions and nothing is being done.
[01:28:31.598 --> 01:28:39.663]  And the president who's doing this to them, the worst president we had in our history, this president, is actually the engineer.
[01:28:40.851 --> 01:28:44.593]  Who's being given the support to carry out just exactly those policies.
[01:28:45.134 --> 01:28:45.634]  Amazing.
[01:28:45.654 --> 01:28:46.474]  Alright, we're gonna come back.
[01:28:46.935 --> 01:28:48.736]  Talk to Brad Listing on XM 166.
[01:28:49.716 --> 01:28:51.197]  Talk to Scott Joseph Anthony.
[01:28:51.858 --> 01:28:52.958]  With quick questions, folks.
[01:28:52.978 --> 01:28:54.239]  Again, Fort Lauderdale Rouge.
[01:28:54.279 --> 01:28:58.161]  I mean, kind of a speech about how we're in trouble, the political system's corrupt.
[01:28:58.622 --> 01:29:00.363]  Yeah, we've been talking about that for 40 minutes.
[01:29:01.403 --> 01:29:01.703]  45 minutes.
[01:29:01.924 --> 01:29:02.824]  I mean, we know that.
[01:29:02.864 --> 01:29:04.345]  I'm not saying the caller's a bad caller.
[01:29:05.025 --> 01:29:06.206]  It's just that, yes.
[01:29:06.426 --> 01:29:07.627]  Yes, exactly.
[01:29:07.687 --> 01:29:09.048]  We have an insane ruling elite.
[01:29:12.088 --> 01:29:17.371]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:29:17.611 --> 01:29:19.833]  Start purifying your water with ProPure.
[01:29:20.033 --> 01:29:28.998]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at InfoWars.com.
[01:29:29.118 --> 01:29:32.340]  Its filters are silver impregnated to prevent bacterial growth.
[01:29:32.580 --> 01:29:34.001]  There's no priming required.
[01:29:34.261 --> 01:29:36.302]  It's NSF 42 certified.
[01:29:36.522 --> 01:29:39.024]  Optional fluoride filters can reduce fluoride up to 95%
[01:29:40.104 --> 01:29:41.485]  Easy to set up and use.
[01:29:41.625 --> 01:29:42.905]  Doesn't require electricity.
[01:29:43.045 --> 01:29:45.907]  Purify water from lakes, streams, ponds, and wells.
[01:29:46.187 --> 01:29:49.388]  This filter system leaves in beneficial minerals, which is key.
[01:29:49.588 --> 01:29:51.369]  Save money by not buying bottled water.
[01:29:51.509 --> 01:29:53.590]  And avoid BPA that leaches from the plastic.
[01:29:53.730 --> 01:29:56.331]  ProPure is the best gravity-fed filter out there.
[01:29:56.471 --> 01:29:57.832]  It's what my family uses.
[01:29:58.032 --> 01:30:01.273]  Infowars.com already has the lowest price on ProPure.
[01:30:01.353 --> 01:30:06.695]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:30:06.715 --> 01:30:08.336]  You can also call to order.
[01:30:10.117 --> 01:30:11.337]  888-253-3139.
[01:30:11.878 --> 01:30:16.680]  Have you ever thought about actually getting off the grid and becoming truly self-reliant?
[01:30:16.820 --> 01:30:24.144]  Introducing a brand new book for independent Americans who want practical advice on how to survive and even prosper in the challenging days ahead.
[01:30:24.224 --> 01:30:32.428]  The big book of off-the-grid secrets is packed with hard-hitting information on self-reliance gardening, food preparation, alternative energy, home security and more.
[01:30:33.288 --> 01:30:36.450]  At 436 pages, there's simply nothing like it anywhere.
[01:30:36.630 --> 01:30:41.012]  Get the big book of off-the-grid secrets by going to offthegridsecrets.com.
[01:30:41.032 --> 01:30:43.353]  That's offthegridsecrets.com.
[01:30:43.513 --> 01:30:44.534]  Or call 800-206-4095.
[01:30:44.634 --> 01:30:47.275]  That's 800-206-4095.
[01:30:47.375 --> 01:30:54.759]  Order online and get our top 14 off-the-grid special reports free with your order.
[01:30:54.859 --> 01:30:59.241]  Reports like cash garden, how to grow all the food you'll ever need, and stick to your guns.
[01:30:59.341 --> 01:31:04.042]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[01:31:04.062 --> 01:31:06.423]  78% of the Midwest corn belt is in drought conditions.
[01:31:06.443 --> 01:31:09.583]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[01:31:26.107 --> 01:31:30.831]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[01:31:31.071 --> 01:31:38.476]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods from eFoods Direct now.
[01:31:38.737 --> 01:31:42.439]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[01:31:42.579 --> 01:31:44.181]  Now is the time to get your supply.
[01:31:44.381 --> 01:31:48.244]  I recently increased my supply from eFoods Direct because we've all known this was coming.
[01:31:48.404 --> 01:31:51.006]  You know about their delicious long-term storable foods.
[01:31:51.286 --> 01:31:53.928]  The fact is, you can eat it anytime to save money today.
[01:31:54.068 --> 01:31:58.472]  And because it's stored for 25 years, you're locking in today's prices and avoiding the rising food cost.
[01:31:58.652 --> 01:31:59.173]  Don't wait!
[01:31:59.273 --> 01:32:01.635]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex.
[01:32:01.735 --> 01:32:04.357]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[01:32:04.537 --> 01:32:06.339]  You can bet your life on eFoodsDirect.
[01:32:11.523 --> 01:32:14.925]  For thousands of years, silver has been used as both a medicine and a preservative.
[01:32:15.185 --> 01:32:16.645]  But not all silver is equal.
[01:32:16.965 --> 01:32:23.408]  Silversol is an amazing new technology that has been clinically shown to be several hundred times more effective than colloid or ionic silvers.
[01:32:23.708 --> 01:32:27.170]  It can destroy thousands of times more pathogens than older silver technology.
[01:32:27.470 --> 01:32:28.330]  Silversol Resonance.
[01:32:28.370 --> 01:32:28.870]  We're good to go!
[01:32:54.563 --> 01:33:00.128]  SilverSole liquid and gel are perfect for on-the-go emergency preparedness and can provide protection at home, school, or work.
[01:33:00.488 --> 01:33:03.691]  Go to SupernaturalSilver.com and be prepared for any emergency.
[01:33:04.092 --> 01:33:06.454]  Remember the promo code AlexSays for 20% off.
[01:33:07.114 --> 01:33:10.838]  That's www.SupernaturalSilver.com and like us on Facebook.
[01:33:12.901 --> 01:33:15.806]  Coast to Coast, direct from Austin.
[01:33:16.508 --> 01:33:19.713]  You're listening to the Alex Jones Broadcasting Network.
[01:33:26.553 --> 01:33:27.193]  Big Brother.
[01:33:27.854 --> 01:33:28.915]  Mainstream media.
[01:33:29.615 --> 01:33:30.816]  Government cover-ups.
[01:33:31.416 --> 01:33:32.217]  You want answers?
[01:33:32.977 --> 01:33:33.938]  Well, so does he.
[01:33:34.518 --> 01:33:38.101]  He's Alex Jones on the GCN Radio Network.
[01:33:38.701 --> 01:33:42.844]  And now, live from Austin, Texas, Alex Jones.
[01:33:44.385 --> 01:33:51.650]  Alright, coming up, we've got Dinesh D'Souza, author,
[01:33:52.884 --> 01:33:59.526]  of the book that has been turned into the big blockbuster hit, Obama 2016, Obama's America.
[01:34:02.886 --> 01:34:04.047]  We have, of course, the U.S.
[01:34:04.107 --> 01:34:07.788]  ambassador to Libya killed, dettered in a hammer, drug around.
[01:34:08.508 --> 01:34:12.449]  And here is the latest out of CNN just out a few minutes ago.
[01:34:13.069 --> 01:34:13.309]  U.S.
[01:34:13.409 --> 01:34:16.650]  using drones to look for targets tied to attack, U.S.
[01:34:16.690 --> 01:34:17.410]  official says.
[01:34:18.601 --> 01:34:19.726]  Looking for a jihadist.
[01:34:20.489 --> 01:34:24.264]  So they put him in and then now want to go claim they're going to kill him.
[01:34:25.199 --> 01:34:29.101]  They'll probably just kill somebody else they want to get rid of and blame it on them.
[01:34:29.121 --> 01:34:32.663]  But pretty amazing to see all of this going on.
[01:34:32.683 --> 01:34:39.447]  And a Marine unit has been dispatched to secure consulate in Benghazi after attack.
[01:34:40.568 --> 01:34:44.750]  So it is definitely, it is definitely heating up right now.
[01:34:44.770 --> 01:34:49.833]  We'll be getting more of that coming up throughout the broadcast today.
[01:34:51.124 --> 01:34:54.725]  We will also continue breaking down other news.
[01:34:54.745 --> 01:34:56.606]  This is something we've been covering a lot now.
[01:34:57.186 --> 01:35:00.168]  Even children in your backyard, the police are coming and taking you to jail.
[01:35:00.668 --> 01:35:04.129]  Or a mother with her children in a cul-de-sac on scooters.
[01:35:05.050 --> 01:35:06.410]  You're just not allowed to do that.
[01:35:06.430 --> 01:35:09.931]  The neighbor called, when the neighbor or the snitch calls, the police come and arrest you.
[01:35:10.572 --> 01:35:15.674]  If you're an old man cleaning a gun in your backyard in the country, your neighbor sees it from 200 yards away, you're going to jail.
[01:35:16.354 --> 01:35:17.074]  The cops don't care.
[01:35:17.094 --> 01:35:19.035]  They're like, well, we better pick you up for psychological reasons.
[01:35:19.335 --> 01:35:23.196]  Because if a snitch calls, we've got to empower that snitch that they're got.
[01:35:24.196 --> 01:35:32.238]  So if he even needs a Supreme Court now, you could just have a snitch, busybody neighbor, you know, just, you know, just announce the sun won't come up in the morning.
[01:35:32.279 --> 01:35:33.479]  And, you know, they've got to like.
[01:35:34.429 --> 01:35:40.675]  Send a neutron beam at the sun to blow it up or something because it can't let it come up in the morning if a snitch says it isn't coming up.
[01:35:41.075 --> 01:35:41.876]  And we've got to stop it.
[01:35:41.896 --> 01:35:44.919]  I mean, my point is, they act like these snitches are God.
[01:35:45.379 --> 01:35:46.820]  It's satire, folks.
[01:35:47.921 --> 01:35:50.864]  But what's not satire is mom sues police over arrest.
[01:35:50.884 --> 01:35:51.685]  Laporte, Texas.
[01:35:52.165 --> 01:35:53.587]  Stay at home mom from Laporte.
[01:35:54.247 --> 01:35:58.229]  Has filed a lawsuit against the city's police department and an unknown officer and one of her neighbors.
[01:35:58.289 --> 01:35:58.589]  Good.
[01:35:59.049 --> 01:36:01.590]  Tammy Cooper said she was wrongfully accused of endangering.
[01:36:01.610 --> 01:36:03.671]  Yeah, they should charge the neighbor with a false report.
[01:36:03.691 --> 01:36:06.432]  Well, the cops, I mean, where's the common sense here?
[01:36:06.712 --> 01:36:15.296]  Tammy Cooper said she was wrongly accused of endangering her children and was even forced to spend the night in jail all because she let her kids play outside.
[01:36:15.816 --> 01:36:17.557]  In a cul-de-sac in a rural area.
[01:36:18.197 --> 01:36:19.538]  As she sat in a lawn chair.
[01:36:19.999 --> 01:36:22.601]  And they dropped the charges, but it just shows the insanity.
[01:36:22.622 --> 01:36:25.484]  Now this is a short little segment, so I won't go to him now.
[01:36:25.825 --> 01:36:30.349]  We're going to go on a break, and we've got him, Dinesh D'Souza, very excited about this interview.
[01:36:30.770 --> 01:36:37.957]  Because, as you know, a few weeks ago I went and saw the new film by writer and director, 2016, Obama's America.
[01:36:40.686 --> 01:36:42.947]  And he, of course, works in the Reagan White House.
[01:36:43.167 --> 01:36:54.151]  We'll give you his bio when we come back here in just a moment, but it gets into the psychology of why they want to lower the standard of living in the Western world, which is an admitted policy.
[01:36:55.092 --> 01:37:04.835]  When they pushed the Copenhagen tax three years ago in Denmark, when they were over there, they pushed that whole UN program, saying they wanted to lower our standard, not build up the third world.
[01:37:04.875 --> 01:37:06.036]  They want to block its development.
[01:37:07.193 --> 01:37:11.035]  As well, it all ties into this whole Agenda 21, the whole nine yards.
[01:37:11.055 --> 01:37:15.637]  We're going to go to break here in a moment and come back with Dinesh D'Souza.
[01:37:17.117 --> 01:37:19.498]  And again, he's in the news today.
[01:37:19.518 --> 01:37:33.004]  Deadline Hollywood is reporting that the 2016 Obama's America filmmaker reacts to President's slam, looking for network to air before elections, says mainstream media, refusing coverage.
[01:37:33.996 --> 01:37:38.919]  Well, I mean, if Dinesh D'Souza just wanted to make money, that's probably a good thing, is that the theaters are still packed.
[01:37:40.160 --> 01:37:50.687]  Dinesh D'Souza is the maker and writer and director, and it's based on his book, 2016 Obama's America, that the system fought to even get the theaters.
[01:37:51.488 --> 01:37:55.090]  I went and saw it, was very impressed with the quality of the production.
[01:37:55.590 --> 01:38:01.614]  I disagree with a few things in it, and we'll get into that with Dinesh D'Souza, who joins us until the bottom.
[01:38:03.155 --> 01:38:17.143]  Of course, he worked in the Reagan White House as a world affairs advisor and a policy analyst, and he is a best-selling author and journalist, and he joins us now.
[01:38:17.183 --> 01:38:19.164]  Thank you for coming on the show, Dinesh.
[01:38:19.965 --> 01:38:21.125]  It's a great pleasure to be on.
[01:38:22.066 --> 01:38:23.386]  Okay, so, wow!
[01:38:23.466 --> 01:38:26.128]  Tell us about the huge success of the film and where you're going.
[01:38:26.903 --> 01:38:28.505]  The film has become absolutely huge.
