[00:00:01.857 --> 00:00:02.420]  We've got it!
[01:13:26.532 --> 01:13:29.074]  and Israel set stage for false flag attack on Iran.
[01:13:29.514 --> 01:13:41.840]  Days after Clapper puts out this report saying we need a big provocation, we need to be hit and hit hard, he comes out publicly, not in a white paper to the insiders, that's public, but they think we're animals and don't read it.
[01:13:42.760 --> 01:13:43.680]  Are you an animal?
[01:13:43.740 --> 01:13:44.521]  Do you read what they say?
[01:13:46.085 --> 01:13:59.156]  And he says, oh my gosh, Al-Qaeda with Iran, of course the two groups are opposite and hate each other, Shiite and Wahhabist, are going to hit America and we've got to get all our rights up.
[01:13:59.837 --> 01:14:01.578]  And Iran's going to hit us preemptively.
[01:14:02.379 --> 01:14:04.301]  Yeah, exactly what Iran wants is to be attacked.
[01:14:04.521 --> 01:14:06.142]  That's why they've let Israel, the U.S.
[01:14:06.182 --> 01:14:11.187]  and England blow up power plants, military bases, generals, police stations and dams.
[01:14:12.102 --> 01:14:13.483]  And launch Stuxnet attacks.
[01:14:13.603 --> 01:14:15.725]  Iran has laid there and taken it all.
[01:14:15.965 --> 01:14:18.227]  But now, oh my gosh, they're going to blow stuff up here.
[01:14:18.908 --> 01:14:22.871]  Oh yeah, that's exactly what they're going to do.
[01:14:25.573 --> 01:14:28.095]  But again, they know it's childlike football heads.
[01:14:28.115 --> 01:14:29.656]  They're like, blow up Iran!
[01:14:29.696 --> 01:14:30.297]  Get them Arabs!
[01:14:30.317 --> 01:14:31.098]  They're not even Arabs.
[01:14:31.178 --> 01:14:32.178]  I mean, they know that.
[01:14:32.379 --> 01:14:35.221]  And of course, it's all going to be used domestically to take your liberties as well.
[01:14:36.784 --> 01:14:42.706]  All this anti-terror stuff you're told that's for Muslims or whatever, it's all about gun owners, conservatives, and libertarians.
[01:14:42.726 --> 01:14:53.011]  Those documents have come out, and in all the new movies, product placement, movies like Source Code, it's blonde-haired, blue-eyed guys with American flags with nukes blowing up Chicago.
[01:14:54.331 --> 01:14:55.792]  Law-abiding citizens, same thing.
[01:14:57.029 --> 01:14:59.270]  Every movie I see that's action now, the bad guy.
[01:15:00.191 --> 01:15:07.035]  And Homeland Security's running TV ads where all the terrorists in more than 20 different variants are white guys with minorities reporting them.
[01:15:07.275 --> 01:15:08.456]  The point is, it's a rollout.
[01:15:08.516 --> 01:15:09.176]  It's branding.
[01:15:09.416 --> 01:15:13.979]  They're branding everything off of Al Qaeda to the John Deere cap wearers.
[01:15:14.980 --> 01:15:18.141]  And in the drills, I've been to the urban warfare drills, it's guys in John Deere hats.
[01:15:18.442 --> 01:15:19.602]  It's not about Muslims.
[01:15:19.982 --> 01:15:23.264]  You're trained as tribalists that we're taking the rights because of the Muslims.
[01:15:23.284 --> 01:15:24.165]  You're like, good, kill them all.
[01:15:24.991 --> 01:15:30.254]  You know, the good old boys are parking lot and all the racial terms that they're allowed to use on talk radio.
[01:15:30.514 --> 01:15:33.176]  Can't use any other racial or religious slurs, but you can use those.
[01:15:33.716 --> 01:15:35.297]  It's all for you, idiot.
[01:15:35.838 --> 01:15:36.898]  The drones, all of it.
[01:15:37.659 --> 01:15:38.980]  Homeland security, all of it.
[01:15:39.740 --> 01:15:44.083]  Homeland security is run by foreign banks that hate the Second Amendment and hate America and hate freedom.
[01:15:44.423 --> 01:15:46.884]  And they know how to manipulate you into giving up your own rights.
[01:15:47.464 --> 01:15:52.105]  They hold up sock puppet Al-Qaeda, they control on record, but they've given Libya and everywhere else.
[01:15:52.506 --> 01:15:59.488]  And then you basically slit your wrist and say, take my birthright of freedom because I love hating Muslims when you're the target.
[01:16:02.588 --> 01:16:17.058]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[01:16:18.058 --> 01:16:21.741]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[01:16:22.748 --> 01:16:34.759]  Not only does the Silver Lung System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[01:16:35.520 --> 01:16:42.786]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[01:16:43.467 --> 01:16:53.071]  Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.SilverLungs.com to learn more about how the Silver Lungs System works.
[01:16:53.831 --> 01:16:57.092]  As well, we are always ready to answer any questions you may have.
[01:16:57.753 --> 01:17:00.874]  That's www.SilverLungs.com
[01:17:01.877 --> 01:17:04.518]  I've been telling you about eFoods Direct for a while now.
[01:17:04.798 --> 01:17:08.299]  Here are my top 10 reasons to stock up on food from eFoods Direct.
[01:17:08.479 --> 01:17:08.959]  Number 10.
[01:17:08.999 --> 01:17:11.280]  The food I get from eFoods Direct tastes great.
[01:17:11.540 --> 01:17:11.760]  Number 9.
[01:17:12.300 --> 01:17:14.100]  The eFoods meals are easy to prepare.
[01:17:14.120 --> 01:17:17.421]  8. eFoods Direct delivers the food right to my front door.
[01:17:18.041 --> 01:17:17.421]  7.
[01:17:18.341 --> 01:17:19.802]  Most of these meals cost less than $2.
[01:17:20.302 --> 01:17:19.802]  6.
[01:17:21.362 --> 01:17:23.523]  With their large variety, I can eat it every day. 5.
[01:17:24.603 --> 01:17:27.484]  I always have access to high-quality and delicious food.
[01:17:27.764 --> 01:17:31.506]  Number four, eFoods products don't spoil, so I never waste any food.
[01:17:31.766 --> 01:17:34.847]  Three, eFoods uses only safe, healthy ingredients.
[01:17:35.148 --> 01:17:39.269]  Number two, I have my own food supply and don't depend on the grocery store.
[01:17:39.449 --> 01:17:45.312]  And the number one reason I promote eFoods Direct is they build special offers just for my listeners.
[01:17:45.672 --> 01:17:46.433]  Folks, don't wait.
[01:17:46.613 --> 01:17:47.793]  Get prepared now.
[01:17:47.853 --> 01:17:49.555]  We all need to be self-sufficient.
[01:17:49.835 --> 01:17:52.376]  Call eFoodsDirect at 800-409-5633 and ask for the Alex Jones Special.
[01:17:52.396 --> 01:17:54.938]  Call eFoodsDirect at 800-409-5633 or eFoodsDirect.com forward slash Alex.
[01:18:01.822 --> 01:18:02.844]  I had tried everything.
[01:18:02.904 --> 01:18:07.970]  I'd cut back the amount of food I was eating, I was lifting weights and jogging, but nothing was working.
[01:18:08.391 --> 01:18:12.877]  My body was literally starving for minerals and trace elements as well as key vitamins.
[01:18:13.217 --> 01:18:19.606]  And as soon as I had that, I immediately could eat half of what I was eating previously and be satisfied.
[01:18:20.066 --> 01:18:30.554]  Now, there are hundreds of great products at Infowarsteam.com, but I want to point out the three that have helped me lose 37 pounds in just two months.
[01:18:31.295 --> 01:18:35.438]  Products like Beyond Tangy Tangerine, Pollen Burst, and Rebound.
[01:18:35.778 --> 01:18:41.803]  When I started taking the Tangy Tangerine and other products every day, I lost more than 37 pounds in just two months.
[01:18:42.023 --> 01:18:43.164]  Now, that's results.
[01:18:43.584 --> 01:18:55.711]  I want to challenge my listeners to go to Infowarsteam.com and to order just three of their products and you will see the changes in the way you look, feel, and in your appetite almost immediately.
[01:18:56.111 --> 01:18:58.333]  Start your journey to health and wellness today.
[01:18:58.653 --> 01:18:59.713]  Infowarsteam.com
[01:19:01.769 --> 01:19:07.193]  When you're out on the road, the last place you want to be is on the road.
[01:19:08.434 --> 01:19:13.197]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[01:19:13.577 --> 01:19:20.362]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[01:19:22.303 --> 01:19:24.485]  They sew pride in every stitch.
[01:19:26.366 --> 01:19:28.648]  Guarantee you love the way they fit.
[01:19:30.783 --> 01:19:34.665]  They put a diamond gusset in the crotch, where you need it most.
[01:19:35.366 --> 01:19:38.487]  Blue diamond gussets, got it.
[01:19:39.208 --> 01:19:40.028]  Others don't.
[01:19:40.448 --> 01:19:42.329]  We turn jeans inside out.
[01:19:42.589 --> 01:19:44.110]  Diamond gusset jeans.
[01:19:44.370 --> 01:19:46.932]  Made in the USA with unparalleled quality.
[01:19:47.272 --> 01:19:53.515]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection, so you can ride all day with confidence.
[01:19:53.896 --> 01:19:56.097]  Order yours at gusset.com.
[01:19:56.597 --> 01:19:58.618]  Diamond gusset jeans, got it.
[01:19:58.958 --> 01:19:59.819]  Others don't.
[01:20:02.563 --> 01:20:05.465]  Coast to Coast, direct from Austin.
[01:20:06.146 --> 01:20:10.249]  You're listening to the Alex Jones Broadcasting Network.
[01:20:26.842 --> 01:20:31.866]  Alright, I want to go to your phone calls, but I haven't even scratched the surface on this Iran situation.
[01:20:33.661 --> 01:20:38.443]  Iran has been overthrown at least twice in the last 70 years by England.
[01:20:40.803 --> 01:20:46.085]  England wanted, under Anglo-American oil, all of their oil.
[01:20:46.105 --> 01:20:47.206]  They said, you don't get any of the money.
[01:20:48.586 --> 01:20:51.387]  And that's all part of history.
[01:20:52.717 --> 01:21:00.463]  But now, the West wants this new war as a political diversion to Europe collapsing, the banking takeover, all the things that are happening.
[01:21:01.064 --> 01:21:07.769]  And the West wants to be able to stage terror attacks to then roll the TSA on the streets, pose as saviors.
[01:21:08.550 --> 01:21:12.673]  And every time I talk about this, people go, well, why does government like a terror attack?
[01:21:12.693 --> 01:21:14.895]  That doesn't make any sense, like they're children.
[01:21:16.796 --> 01:21:18.858]  Why did Hitler firebomb his own Capitol building?
[01:21:19.764 --> 01:21:23.545]  After he got elected to declare martial law, to declare emergency.
[01:21:24.985 --> 01:21:27.745]  It's the oldest trick in the book, so don't act like you don't understand this.
[01:21:28.526 --> 01:21:32.726]  But if you still don't understand, I have links to them saying it on television.
[01:21:33.166 --> 01:21:33.806]  Clintonite.
[01:21:33.887 --> 01:21:37.407]  Obama needs OKC bombing to reconnect with the American people.
[01:21:37.447 --> 01:21:38.487]  You can go watch the clip.
[01:21:38.527 --> 01:21:46.389]  Chris Matthews, hardball, with the Clinton adviser on there saying a terror attack would really help President Obama look strong.
[01:21:46.969 --> 01:21:47.729]  I have another one here.
[01:21:49.646 --> 01:21:55.111]  Robert Shapiro in the Financial Times of London, top Clinton official, only terror attack can save Obama.
[01:21:55.531 --> 01:22:13.525]  Quote, the bottom line here is that Americans don't believe in President Obama's leadership, said Shapiro, adding, he has to find some way between now and November 2012 of demonstrating that he's a leader who can command confidence and short of a new 9-11 event or Oklahoma City, I can't think of how he could do that.
[01:22:14.166 --> 01:22:16.748]  What do you think War with Iran will be, an October surprise?
[01:22:18.618 --> 01:22:21.320]  I mean, don't act like, well, why would government do that?
[01:22:21.340 --> 01:22:27.224]  And I go, well, Hitler blew up his own Reichstag, you know, Gulf of Tonkin to get us into Vietnam, and you're like, but why?
[01:22:27.324 --> 01:22:31.087]  Well, I don't... No, you choose not to understand.
[01:22:32.528 --> 01:22:41.374]  And then I've got Clapper on TV two days ago saying, terrorists are about to hit us, Iran's got terrorists everywhere, give up all your rights, we've got to attack Iran, they're about to hit us.
[01:22:42.611 --> 01:22:48.453]  Meanwhile, he's writing for the Brookings Institute about how great a terror attack would be, and we've got the quotes and the link to it.
[01:22:49.033 --> 01:23:02.858]  Again, when they talk to each other, here's a letter sent to Ahmed Denegide, September 26, 2007, almost five years ago, by Gary Hart and published in the Huffington Post.
[01:23:03.938 --> 01:23:05.599]  And we confronted Gary Hart about this.
[01:23:05.659 --> 01:23:06.759]  It's in my film, Truth Rising.
[01:23:08.063 --> 01:23:10.184]  If you want to watch the video, it's online too.
[01:23:10.224 --> 01:23:14.165]  Just type in Gary Hart Confronted over Iran false flag.
[01:23:14.826 --> 01:23:18.267]  And he says, hey, Dick Cheney will stage a terror attack on you.
[01:23:18.767 --> 01:23:20.348]  You better do exactly what you're told.
[01:23:21.548 --> 01:23:23.029]  We staged the Gulf of Tonkin.
[01:23:23.069 --> 01:23:24.469]  We staged the main event.
[01:23:25.490 --> 01:23:26.230]  This is a public letter.
[01:23:28.467 --> 01:23:29.607]  And you better do what you're told.
[01:23:30.108 --> 01:23:39.310]  Now it turns out I had a CIA source, Ray McGovern, top CIA analyst to Reagan and Bush, at the same time say the word is Cheney wants to blow up U.S.
[01:23:39.370 --> 01:23:41.011]  ships with fake U.S.
[01:23:41.051 --> 01:23:42.371]  ships painted up like Iranian.
[01:23:42.992 --> 01:23:48.913]  Two years later, after Cheney was out of office, it came out in New Yorker magazine, Cy Hirsch, two-time Pulitzer Prize winner.
[01:23:49.253 --> 01:23:53.795]  His White House source said actually the National Security Council stopped the vice president.
[01:23:54.515 --> 01:23:56.196]  On his own, he already had U.S.
[01:23:56.237 --> 01:23:59.819]  patrol boats painted up like Iranian boats and was going to blow up a U.S.
[01:23:59.859 --> 01:24:00.320]  destroyer.
[01:24:00.840 --> 01:24:03.762]  But they stopped him because they thought they could get caught.
[01:24:04.303 --> 01:24:05.584]  They thought it was too bold.
[01:24:06.064 --> 01:24:06.344]  Why?
[01:24:06.404 --> 01:24:08.506]  Because we're watching him.
[01:24:09.367 --> 01:24:10.868]  We're watching him.
[01:24:12.529 --> 01:24:13.470]  We're watching him.
[01:24:15.391 --> 01:24:16.692]  You can just type in Cy Hirsch.
[01:24:16.752 --> 01:24:18.013]  It's on YouTube, a speech too.
[01:24:18.333 --> 01:24:21.336]  Says Cheney wanted to stage attack on our own ships and watch the video.
[01:24:22.677 --> 01:24:25.902]  But here is Gary Hart, top globalist.
[01:24:25.943 --> 01:24:27.004]  He's in the CFR.
[01:24:27.385 --> 01:24:29.909]  He had the Hart-Rubin Commission that created Homeland Security.
[01:24:30.290 --> 01:24:31.672]  Called for it years before.
[01:24:32.674 --> 01:24:35.438]  Said we could use 9-11 to create a new world order.
[01:24:35.459 --> 01:24:36.160]  Remember that clip?
[01:24:40.310 --> 01:24:45.031]  And until we produced the letter to Hart in person, he said, I never wrote that letter.
[01:24:45.051 --> 01:24:46.552]  And we said, here is the letter.
[01:24:46.572 --> 01:24:47.912]  And he went, oh, I did write that.
[01:24:47.932 --> 01:24:48.712]  And he started sweating.
[01:24:48.812 --> 01:24:51.473]  And he goes, well, I don't want to discuss it.
[01:24:52.273 --> 01:24:53.434]  That was for Rockman, didn't he?
[01:24:53.634 --> 01:24:54.994]  Well, why did you put it in the Huffington Post?
[01:24:55.454 --> 01:24:58.455]  Like we're idiots, and we don't know what this means?
[01:24:58.835 --> 01:24:59.916]  Folks, go read it for yourself.
[01:25:00.356 --> 01:25:03.577]  Unsolicited Advice to the Government of Iran, Huffington Post, September 26, 2007.
[01:25:07.363 --> 01:25:14.107]  And he goes on to say, you just think because the Iraq War isn't popular and we just got caught lying about WMDs, we won't stage something?
[01:25:14.607 --> 01:25:15.087]  Go read it!
[01:25:15.107 --> 01:25:16.348]  Go read it!
[01:25:16.368 --> 01:25:24.892]  I just read to you White House Advisor Shapiro talking about how great a new Oklahoma City or 9-11 would be.
[01:25:28.014 --> 01:25:28.995]  But go read the...
[01:25:30.182 --> 01:25:31.403]  Go read all these articles.
[01:25:31.463 --> 01:25:36.088]  I mean, go read the new one, US and Israel set stage for false flag Iran attack.
[01:25:36.548 --> 01:25:39.951]  Remember PNAC, September 20th, 2000 document?
[01:25:41.733 --> 01:25:43.174]  Remember the PNAC document?
[01:25:44.595 --> 01:25:45.676]  Dick Cheney wrote it.
[01:25:46.958 --> 01:25:48.199]  Project for an American Century.
[01:25:50.009 --> 01:25:52.810]  It was on their website for like eight years until they pulled it a few years ago.
[01:25:52.850 --> 01:25:53.850]  But it's all over the news.
[01:25:54.130 --> 01:25:55.230]  New York Times has written about it.
[01:25:55.270 --> 01:25:55.611]  It's real.
[01:25:56.251 --> 01:26:00.452]  He says, we need to use race-specific bioweapons on people and get the media to back it.
[01:26:01.332 --> 01:26:02.092]  That was in there.
[01:26:02.172 --> 01:26:03.873]  And this one document was so crazy.
[01:26:04.233 --> 01:26:07.114]  We need to have a new Pearl Harbor to blame on the Middle East.
[01:26:07.474 --> 01:26:10.535]  And we're going to invade Afghanistan and then Iraq.
[01:26:10.795 --> 01:26:13.135]  And it's got to be at least 3,000 dead like Pearl Harbor.
[01:26:13.376 --> 01:26:15.156]  They killed almost exactly 3,000 on 9-11.
[01:26:15.256 --> 01:26:18.397]  I mean, these guys are like, could hit holes in one.
[01:26:20.168 --> 01:26:27.111]  They sit there like we are complete morons and put out public documents saying this.
[01:26:29.592 --> 01:26:30.272]  There's the document.
[01:26:30.612 --> 01:26:36.995]  Minus a Pearl Harbor catalyzing event, we won't be able to take over the world.
[01:26:37.715 --> 01:26:38.736]  Pax Americana.
[01:26:38.916 --> 01:26:44.658]  But they don't mean America taking over, they mean the special interests that have hijacked the country and taken us over.
[01:26:46.519 --> 01:26:48.180]  I see so many good old boys that are like,
[01:26:49.059 --> 01:26:53.623]  You know, see a jet fly over, a B-2 bomber, or whatever, one time flew over in Austin.
[01:26:53.643 --> 01:26:55.244]  I was at a 4th of July event.
[01:26:56.285 --> 01:26:59.347]  And, uh, they're all these good ol' boys going, yeah, oh!
[01:26:59.647 --> 01:27:00.648]  They're like pride in it.
[01:27:00.988 --> 01:27:02.590]  You paid for that, pal!
[01:27:02.890 --> 01:27:04.271]  It works for the bankers, though.
[01:27:04.291 --> 01:27:10.175]  Oh, oh, oh, and since I mentioned that, told you this was coming.
[01:27:10.876 --> 01:27:13.918]  They've now got regular Predator and Reaper drones over the U.S.
[01:27:13.958 --> 01:27:16.380]  and are announcing that they're gonna start killing U.S.
[01:27:16.400 --> 01:27:16.841]  citizens.
[01:27:17.981 --> 01:27:19.421]  Remember they announced that in Congress.
[01:27:19.701 --> 01:27:23.582]  Lindsey Graham said, you bet the NDAA affects Americans.
[01:27:23.842 --> 01:27:24.923]  We'll kill you!
[01:27:24.943 --> 01:27:26.803]  I want you to be scared.
[01:27:26.963 --> 01:27:30.784]  And when you say I want a lawyer, you'll say, shut up, you don't get nothing.
[01:27:32.905 --> 01:27:33.505]  Remember that clip?
[01:27:33.525 --> 01:27:34.145]  You can pull it up.
[01:27:35.345 --> 01:27:39.606]  And then they cut to one of the other sponsors, Senator Lieberman, all creepy, all sweaty.
[01:27:39.626 --> 01:27:42.467]  He's sitting there going, I want people to be scared.
[01:27:43.007 --> 01:27:43.667]  I want them to be scared.
[01:27:43.967 --> 01:27:46.008]  I mean, it's like Jeffrey Dahmer or something.
[01:27:47.748 --> 01:27:51.051]  I mean, you're seeing it, front row seat, and they know they can just dangle terrorism.
[01:27:51.271 --> 01:27:52.132]  Terrorists gonna get you!
[01:27:52.452 --> 01:27:58.897]  Every time I'm around, I was at a business meeting this week, somebody's like, Alex, this 9-11 inside job stuff, come on.
[01:27:59.878 --> 01:28:03.821]  And I looked at him and I said, look, I don't want to debate you about this.
[01:28:04.982 --> 01:28:14.570]  You know Al-Qaeda's been giving Libya, I know, I know, but you know they're being given control of Syria, they're pushing them, I mean, you know they, you know Zbigniew Brzezinski brags, the government, the U.S.
[01:28:14.610 --> 01:28:16.051]  government created it, NATO runs it.
[01:28:17.006 --> 01:28:17.366]  I know.
[01:28:19.027 --> 01:28:22.928]  Look, you don't want to have an adult discussion, okay?
[01:28:23.148 --> 01:28:25.129]  Then don't try to debate me.
[01:28:26.429 --> 01:28:29.990]  I know it's fun to hate people that don't look like you and get scared of them.
[01:28:30.670 --> 01:28:31.551]  You can still hate them.
[01:28:32.531 --> 01:28:33.711]  But just admit who they work for.
[01:28:34.371 --> 01:28:34.751]  Here it is.
[01:28:34.872 --> 01:28:35.192]  U.S.
[01:28:35.212 --> 01:28:36.472]  guys can see more drones.
[01:28:37.532 --> 01:28:43.434]  They have funded, Wall Street Journal reports, 60 plus billion dollars.
[01:28:43.454 --> 01:28:45.575]  Let me find the actual number here.
[01:28:45.615 --> 01:28:45.915]  I had it.
[01:28:47.062 --> 01:28:48.545]  Yeah.
[01:28:48.565 --> 01:28:49.045]  $63 billion.
[01:28:49.486 --> 01:28:55.015]  The lion's share of it is the drones targeting you and your family, watching everything you do.
[01:28:55.035 --> 01:28:57.960]  All right, your calls are straight ahead, I promise.
[01:28:57.980 --> 01:28:58.621]  We'll be right back.
[01:29:02.677 --> 01:29:04.179]  Hi folks, this is Alex Jones.
[01:29:04.379 --> 01:29:09.424]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[01:29:09.704 --> 01:29:11.065]  Saving means to make money.
[01:29:11.246 --> 01:29:20.034]  The Calbin Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[01:29:20.755 --> 01:29:27.860]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[01:29:28.280 --> 01:29:35.905]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[01:29:36.285 --> 01:29:41.208]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[01:29:41.528 --> 01:29:43.709]  Getting a free catalog is easy by calling 800-340-7091.
[01:29:46.451 --> 01:29:49.375]  Or see Calvin on the web at FiveStarSoap.com.
[01:29:49.676 --> 01:29:51.979]  Take charge of your health now by calling 800-340-7091.
[01:29:51.999 --> 01:29:54.162]  Or see Calvin on the web at FiveStarSoap.com.
[01:30:01.536 --> 01:30:04.157]  I've been telling you about eFoods Direct for a while now.
[01:30:04.457 --> 01:30:07.958]  Here are my top 10 reasons to stock up on food from eFoods Direct.
[01:30:08.158 --> 01:30:08.638]  Number 10.
[01:30:08.678 --> 01:30:10.959]  The food I get from eFoods Direct tastes great.
[01:30:11.219 --> 01:30:11.439]  Number 9.
[01:30:11.959 --> 01:30:13.759]  The eFoods meals are easy to prepare.
[01:30:13.779 --> 01:30:17.080]  8. eFoods Direct delivers the food right to my front door.
[01:30:17.700 --> 01:30:17.080]  7.
[01:30:18.020 --> 01:30:19.461]  Most of these meals cost less than $2.
[01:30:19.961 --> 01:30:19.461]  6.
[01:30:21.021 --> 01:30:23.202]  With their large variety, I can eat it every day. 5.
[01:30:24.282 --> 01:30:27.143]  I always have access to high-quality and delicious food.
[01:30:27.443 --> 01:30:31.185]  Number four, eFoods products don't spoil, so I never waste any food.
[01:30:31.425 --> 01:30:34.506]  Three, eFoods uses only safe, healthy ingredients.
[01:30:34.806 --> 01:30:38.908]  Number two, I have my own food supply and don't depend on the grocery store.
[01:30:39.128 --> 01:30:44.970]  And the number one reason I promote eFoods Direct is they build special offers just for my listeners.
[01:30:45.330 --> 01:30:46.111]  Folks, don't wait.
[01:30:46.291 --> 01:30:47.472]  Get prepared now.
[01:30:47.532 --> 01:30:49.214]  We all need to be self-sufficient.
[01:30:49.494 --> 01:30:52.057]  Call eFoodsDirect at 800-409-5633 and ask for the Alex Jones Special.
[01:30:52.077 --> 01:30:54.479]  Call eFoodsDirect at 800-409-5633 or eFoodsDirect.com forward slash Alex.
[01:31:00.950 --> 01:31:05.193]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[01:31:05.493 --> 01:31:06.113]  Number one.
[01:31:06.413 --> 01:31:09.555]  New climate legislation could easily double or triple your electric bill.
[01:31:09.836 --> 01:31:10.416]  Number two.
[01:31:10.696 --> 01:31:15.239]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:31:15.579 --> 01:31:16.040]  It's true.
[01:31:16.340 --> 01:31:20.883]  Total government control of electricity in the name of smart grid technology is coming.
[01:31:21.203 --> 01:31:21.743]  Number three.
[01:31:22.023 --> 01:31:25.305]  In some areas of the country, the power grid is dangerously overloaded.
[01:31:25.626 --> 01:31:29.308]  And now, new socialist legislation is only compounding the problem.
[01:31:29.508 --> 01:31:30.069]  Number 4.
[01:31:30.309 --> 01:31:32.672]  Dangerous weather is always a threat to local grids.
[01:31:33.072 --> 01:31:36.476]  Every year, thousands of families lose their power from weather-related outages.
[01:31:36.756 --> 01:31:36.976]  Number 5.
[01:31:37.557 --> 01:31:41.481]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:31:41.702 --> 01:31:46.467]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:31:46.747 --> 01:31:50.770]  You can get more information at www.mysolarbackup.com.
[01:31:50.910 --> 01:31:52.472]  That's mysolarbackup.com.
[01:31:52.692 --> 01:31:54.773]  Remember, the government doesn't own the sun.
[01:31:54.954 --> 01:31:57.295]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:32:02.677 --> 01:32:06.278]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[01:32:06.638 --> 01:32:14.739]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[01:32:15.499 --> 01:32:19.520]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[01:32:20.120 --> 01:32:30.942]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[01:32:31.562 --> 01:32:40.570]  With continued legislation threatening the sale of nano silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[01:32:41.091 --> 01:32:46.135]  Very easy to follow, step-by-step instructions are provided, making production fast and simple.
[01:32:46.516 --> 01:32:53.682]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[01:32:54.002 --> 01:32:56.765]  That's www.silverlungs.com.
[01:33:02.492 --> 01:33:05.378]  Coast to coast, direct from Austin.
[01:33:06.099 --> 01:33:09.285]  You're listening to the Alex Jones Broadcasting Network.
[01:33:30.615 --> 01:33:31.395]  Okay, we're back.
[01:33:31.596 --> 01:33:33.296]  I'm going to go to calls in these two segments.
[01:33:33.316 --> 01:33:34.637]  I appreciate everybody holding.
[01:33:34.677 --> 01:33:36.138]  We've got 12 callers there on hold.
[01:33:37.459 --> 01:33:39.600]  In the 30 seconds, we open the phone system up.
[01:33:40.200 --> 01:33:43.262]  Chris to Matt, we'll run the gamut and make sure we get to every one of you.
[01:33:43.282 --> 01:33:44.922]  I'll give you at least a minute and a half or so apiece.
[01:33:45.563 --> 01:33:53.187]  I just want to enclose, and we put a bunch of graphics together and a bunch of research, and I won't get to it fully here tonight, so I'll get to it tomorrow or the next day.
[01:33:56.013 --> 01:34:03.255]  If you're a radio listener and you're going graphics, yeah, PrisonPlanet.tv, but also numbers I give out on air, but we like to show it to you.
[01:34:03.676 --> 01:34:22.482]  From the Centers for Disease Control, World Almanac, and others, and Scientific American, we have the number one cause of deaths down to the least likely, and terrorism, depending on which gradient you look at, is way, way, way down the line in the 30s.
[01:34:24.737 --> 01:34:26.878]  Honeybees, deer jumping out in front of you.
[01:34:26.918 --> 01:34:30.619]  They kill more people than terrorists do.
[01:34:31.379 --> 01:34:33.240]  And no one can deny it.
[01:34:33.260 --> 01:34:34.721]  So let's just say the terrorists are real.
[01:34:35.681 --> 01:34:36.081]  Okay.
[01:34:37.201 --> 01:34:48.625]  Should we give up our whole way of life and have people grabbing our genitals to get on airplanes and confiscating gold out of our... I saw it like... I think I sent it to you, John.
[01:34:48.645 --> 01:34:50.346]  Or maybe I sent it to Watson for an article.
[01:34:50.686 --> 01:34:53.207]  There was something like eight
[01:34:54.107 --> 01:34:57.710]  TSA people arrested just in one day stealing out of bags.
[01:34:57.730 --> 01:35:09.341]  And then I saw some other crazy number where it's like hundreds and hundreds of them are getting caught and they're like raping people in parking lots and pedophilia and I mean it's it's like on a daily basis they're getting caught and busted.
[01:35:10.342 --> 01:35:15.406]  I mean just type in TSA into a search engine click news and it was just in fact do it right now.
[01:35:16.267 --> 01:35:20.130]  It was just type TSA and then click news on the evil Google
[01:35:21.141 --> 01:35:27.657]  And right there, it's just wall to wall with the crimes they're committing and pleading guilty to and robbing people.
[01:35:28.237 --> 01:35:30.959]  I mean, who protects us from the protectors?
