[00:00:00.029 --> 00:00:00.549]  Alex Jones!
[02:22:03.817 --> 02:22:09.820]  Fake TV deters burglars, costs far less than an alarm, and is highly recommended by numerous police departments.
[02:22:10.160 --> 02:22:11.821]  Use it anytime you're away from home.
[02:22:12.061 --> 02:22:20.027]  To order your fake TV for only $34.95, go to Faketv.com or call 1-877-5-FAKE-TV.
[02:22:20.327 --> 02:22:21.928]  Each additional fake TV is only $29.95.
[02:22:23.369 --> 02:22:25.591]  So get one for you and one for a loved one.
[02:22:25.771 --> 02:22:28.533]  For safety, security, and peace of mind for both of you.
[02:22:28.773 --> 02:22:34.317]  Call 877-5-F-A-K-E-TV or go to Faketv.com.
[02:22:34.517 --> 02:22:35.818]  Faketv.com.
[02:22:36.098 --> 02:22:37.399]  The Burglar Deterrent.
[02:22:39.013 --> 02:22:42.734]  In a coming apart world, you need something to keep it tied together.
[02:22:42.994 --> 02:22:46.755]  That something is Atwood Rope, the highest quality rope made in the USA.
[02:22:46.795 --> 02:22:52.217]  From exotic braids for military, rescue, arborist, shipyards, tow line, or boating.
[02:22:52.377 --> 02:22:55.758]  Quality rope at affordable prices you and your customers can depend on.
[02:22:55.918 --> 02:22:59.199]  Find a dealer or shop online at atwoodrope.net.
[02:22:59.379 --> 02:23:03.980]  Enter promo code RADIO to receive 100 feet of 550 paracord free with purchase.
[02:23:04.300 --> 02:23:06.941]  Atwood Rope, working to keep the world tied together.
[02:23:07.879 --> 02:23:08.940]  Hi, this is Ted Anderson.
[02:23:09.100 --> 02:23:13.503]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[02:23:13.683 --> 02:23:19.387]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[02:23:19.487 --> 02:23:22.889]  Gold has outperformed paper investments, yet no word about IRAs.
[02:23:23.129 --> 02:23:25.731]  If you would like to have gold for your retirement, call 800-686-2237.
[02:23:25.851 --> 02:23:30.754]  Don't get left behind by rising inflation and low returns.
[02:23:30.914 --> 02:23:31.215]  Call 800-686-2237.
[02:23:31.235 --> 02:23:32.556]  Secure your future and call 1-800-686-2237.
[02:23:39.860 --> 02:23:58.350]  Well, if you've got to save one man since the Rio de Janeiro UN takeover globally,
[02:23:59.358 --> 02:24:17.053]  The declaration of usurpation, the declaration of war against private property and against liberty for the general public by the mega-rich in 1992, it's Dr. Michael Kaufman, PhD, environmental scientist.
[02:24:17.954 --> 02:24:22.097]  And there have been a lot of others that have fought it as well, Lord Monckton and many others myself.
[02:24:22.357 --> 02:24:24.399]  I've been fighting since 1996 against this.
[02:24:26.760 --> 02:24:35.507]  What's amazing, and I've got Aaron popping in here in about 15 minutes, is we're finding reports all over the country where they go, there's crazy people that think the UN's trying to run us.
[02:24:36.087 --> 02:24:46.955]  I mean, for 17 years, most our national parks and monuments have been under UN control, with huge buffer zones around them where people can't use their own property under UN Treaty UNESCO.
[02:24:48.576 --> 02:24:56.979]  I mean, Obama has signed a secret order, but the UN is bragging it's giving them the codes for the internet kill switch and the IP addresses.
[02:24:58.080 --> 02:24:59.820]  That's in mainstream news today.
[02:25:01.621 --> 02:25:04.142]  We've been told our military is under NATO and the UN.
[02:25:04.182 --> 02:25:06.923]  Ron Paul in his speech said we're under global government.
[02:25:07.243 --> 02:25:14.766]  But they still try this game where the Southern Poverty Law Center and others say, I get the training manuals cops get because they laugh and send them to me.
[02:25:15.446 --> 02:25:17.307]  And we're laughing, but it's not funny.
[02:25:17.967 --> 02:25:18.467]  That they go.
[02:25:18.507 --> 02:25:20.148]  There's no such thing as the New World Order.
[02:25:20.409 --> 02:25:21.910]  The Federal Reserve is not private.
[02:25:22.190 --> 02:25:24.051]  There is no plan to implode the economy.
[02:25:24.351 --> 02:25:25.992]  There is no plan for, you know, this and that.
[02:25:26.172 --> 02:25:30.295]  When it's all happening on the news, how long can they get away with this?
[02:25:30.655 --> 02:25:33.377]  Or are they just trying to con those they know are ignorant, Dr. Kaufman?
[02:25:34.051 --> 02:25:45.433]  I think in many respects they're conning those who are ignorant, and in some ways I think the election that we just had a couple weeks ago really clearly shows how ignorant this society truly is.
[02:25:45.853 --> 02:25:48.494]  It's not that people are dumb or stupid, they're not.
[02:25:48.974 --> 02:25:59.176]  But when you only get one side of the story with this terribly biased media, I mean, it's no longer the media, it's the Ministry of Propaganda for Obama.
[02:25:59.216 --> 02:26:01.016]  There's no other way you can describe it.
[02:26:01.576 --> 02:26:15.065]  When you have a media that deliberately distorts the news and not tells you both sides of the story, you get an ignorant society that cannot ever act intelligently because they don't have the proper information.
[02:26:15.665 --> 02:26:30.956]  And what we're seeing right now is that in spades, that's what really decided this election probably more than anything else, is almost a hundred years of brainwashing in our public schools to produce a society basically that believes the government is a good thing,
[02:26:31.676 --> 02:26:34.199]  And it can be, if it's got the right constraints on it.
[02:26:34.999 --> 02:26:39.504]  And the fact that socialism is something to be desired rather than avoided.
[02:26:40.024 --> 02:26:52.917]  All of the things that you and I and others have talked about on your show over the years that has really degraded their ability for critical thinking and therefore ability to make right decisions.
[02:26:53.257 --> 02:26:54.757]  Dr. Kaufman, you've hit the heart of it here.
[02:26:55.218 --> 02:26:59.819]  When I watch MSNBC to monitor what they're up to, they're trying to create racial division, all the rest of it.
[02:27:00.199 --> 02:27:07.581]  They giggle and snicker most of the time in a self-admiration society about how smart they are, but how dumb all of us are.
[02:27:07.641 --> 02:27:10.782]  But I understand now, that's because they're preying on people.
[02:27:10.822 --> 02:27:11.662]  I've run into these folks.
[02:27:11.682 --> 02:27:12.402]  These are predators.
[02:27:12.422 --> 02:27:14.102]  I mean, they don't believe anything they're saying.
[02:27:14.142 --> 02:27:15.143]  They know it's a fraud.
[02:27:17.492 --> 02:27:22.356]  For those of us that are informed who aren't evil, it's horrifying people are so dumbed down.
[02:27:23.637 --> 02:27:30.503]  But the system revels in the fact that it's like two different species.
[02:27:30.823 --> 02:27:36.387]  People that are informed versus dumbed down idiots who aren't even so much dumb, they just don't even know how to think.
[02:27:36.447 --> 02:27:39.430]  They have no gauge on even what's happening.
[02:27:39.470 --> 02:27:43.914]  How do you deal with something like that when you've got people that literally
[02:27:44.594 --> 02:27:49.238]  You know, couldn't work at McDonald's now voting to try to take our guns.
[02:27:49.818 --> 02:27:56.684]  You know, it's a really good question, and that's something I've been hitting my head against the wall for quite a few years, and I know you have too.
[02:27:57.205 --> 02:28:04.591]  How do you come across to these people who don't have the basic understanding to even begin to understand what you're talking about?
[02:28:05.171 --> 02:28:13.874]  It takes many, many hours to even make a presentation of what a constitutional republic should be and why it's so critically important.
[02:28:14.494 --> 02:28:16.435]  And they just, they have no clue.
[02:28:16.595 --> 02:28:19.836]  They have no clue to even begin to understand what you're talking about.
[02:28:20.456 --> 02:28:27.938]  And I don't know how to really change that unless you really show how this is destroying us.
[02:28:27.998 --> 02:28:34.600]  And this is what I've been trying to do with my new book, Plundered, how the progressive ideology is destroying America.
[02:28:35.101 --> 02:28:41.182]  It basically goes into the progressive ideology back over 100 years, 125 years, and shows you how nothing has changed in that period of time.
[02:28:46.264 --> 02:28:53.709]  How psychiatrists of the early days in the 1800s were calling these progressives nuts because they cannot connect to reality.
[02:28:54.269 --> 02:28:56.531]  And they're still the same, exactly the same.
[02:28:57.291 --> 02:29:01.814]  And really what they are is they're social failures that get together in gangs.
[02:29:02.175 --> 02:29:04.876]  I haven't read your book, but I know what it's going to be about because I know we're on the same page.
[02:29:04.916 --> 02:29:05.837]  I'm going to carry it, by the way.
[02:29:05.857 --> 02:29:08.198]  I want to read it first, but people should get at your site.
[02:29:09.319 --> 02:29:13.383]  Let's talk about their psychology, because they're gangs of, like, wimps.
[02:29:13.803 --> 02:29:15.124]  But I don't mean physically wimping.
[02:29:15.144 --> 02:29:17.126]  I mean, these are mentally ill people.
[02:29:17.827 --> 02:29:25.493]  But they form, like, these swarms of locusts that are smart enough to be able to blacken the earth and eat the flesh off our economy's bones.
[02:29:25.954 --> 02:29:26.835]  We'll be right back.
[02:29:27.175 --> 02:29:27.595]  Stay with us.
[02:29:29.137 --> 02:29:30.037]  We're on the march.
[02:29:30.538 --> 02:29:32.139]  The empire's on the run.
[02:29:33.060 --> 02:29:35.742]  Alex Jones and the GCN Radio Network.
[02:29:39.688 --> 02:29:44.951]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[02:29:45.192 --> 02:29:47.393]  Start purifying your water with ProPure.
[02:29:47.613 --> 02:29:56.539]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[02:29:56.719 --> 02:29:59.901]  Its filters are silver impregnated to prevent bacterial growth.
[02:30:00.161 --> 02:30:01.582]  There's no priming required.
[02:30:01.842 --> 02:30:03.884]  It's NSF-42 certified.
[02:30:04.124 --> 02:30:06.605]  Optional fluoride filters can reduce fluoride up to 95%.
[02:30:07.686 --> 02:30:09.007]  Easy to set up and use.
[02:30:09.207 --> 02:30:10.507]  Doesn't require electricity.
[02:30:10.627 --> 02:30:13.468]  Purify water from lakes, streams, ponds, and wells.
[02:30:13.769 --> 02:30:16.950]  This filter system leaves in beneficial minerals, which is key.
[02:30:17.170 --> 02:30:21.152]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[02:30:21.312 --> 02:30:23.913]  ProPure is the best gravity-fed filter out there.
[02:30:24.053 --> 02:30:25.353]  It's what my family uses.
[02:30:25.614 --> 02:30:28.815]  Infowars.com already has the lowest price on ProPure.
[02:30:28.935 --> 02:30:31.496]  But if you add the promo code WATER at checkout,
[02:30:31.596 --> 02:30:34.560]  You get an additional 10% off at Infowars.com.
[02:30:34.760 --> 02:30:37.343]  You can also call to order.
[02:30:37.363 --> 02:30:38.585]  888-253-3139.
[02:30:39.406 --> 02:30:42.189]  Have you ever wanted to generate your own supply of electrical power?
[02:30:42.469 --> 02:30:44.152]  Even save money on your electric bill?
[02:30:44.432 --> 02:30:47.756]  If so, this could be one of the most important messages you will ever hear.
[02:30:48.056 --> 02:30:50.139]  Solar power generators are now available.
[02:30:50.259 --> 02:30:53.681]  These emergency backup systems provide life-saving electrical power.
[02:30:53.881 --> 02:30:59.704]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity from the sun.
[02:30:59.964 --> 02:31:03.366]  It's like having an electrical power plant running quietly in your own home.
[02:31:03.686 --> 02:31:11.510]  Run sump pumps, shortwave radios, computers, and even keep your food from spoiling, whether it's hurricanes, ice storms, brownouts, or blackouts.
[02:31:11.690 --> 02:31:14.131]  You'll never suffer through painful power outages again.
[02:31:14.392 --> 02:31:15.452]  And here's the best news.
[02:31:15.672 --> 02:31:18.614]  A remarkable fall truckload sale is going on right now.
[02:31:18.834 --> 02:31:22.636]  It gets you $1,700 in bonuses when you buy a solar generator.
[02:31:22.756 --> 02:31:30.480]  To find out why these solar generators are the best generators and get $1,700 in bonuses for doing so, go to falltruckloadsale.com.
[02:31:30.600 --> 02:31:32.481]  That's falltruckloadsale.com.
[02:31:32.682 --> 02:31:34.743]  Generate your own supply of electricity.
[02:31:34.863 --> 02:31:36.804]  Go to falltruckloadsale.com.
[02:31:36.924 --> 02:31:38.705]  That's falltruckloadsale.com.
[02:31:39.205 --> 02:31:42.287]  Alex Jones here with a very important announcement for truth seekers.
[02:31:42.668 --> 02:31:48.392]  We've carried a lot of amazing films and books over the years on the online video bookstore at Infowars.com.
[02:31:48.612 --> 02:31:55.017]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[02:31:55.217 --> 02:32:00.621]  And that's Dreams from My Real Father by Joel Gilbert, available at Infowars.com.
[02:32:00.901 --> 02:32:04.544]  This film exposes the fraud that Obama is like nothing I've seen.
[02:32:04.704 --> 02:32:08.288]  If you want to know who Obama's real daddy is, this is the film for you.
[02:32:08.528 --> 02:32:12.913]  Don't forget, your purchase supports our broadcast and our growing media network.
[02:32:13.133 --> 02:32:15.456]  You'll also find it at Infowarshop.com.
[02:32:15.636 --> 02:32:19.180]  None Dare Call a Conspiracy by Gary Allen, the book that woke me up.
[02:32:19.500 --> 02:32:22.323]  We're also carrying Behind the Green Mask, UN Agenda 21.
[02:32:23.004 --> 02:32:23.764]  By Rosa Kory.
[02:32:23.904 --> 02:32:26.545]  This book is coffin nails to the globalist takeover.
[02:32:26.865 --> 02:32:27.806]  The Greater Good.
[02:32:28.146 --> 02:32:33.407]  The most professional and up-to-date film I've ever seen exposing the scourge that is vaccines.
[02:32:33.687 --> 02:32:37.929]  These titles and a lot more are all available at InfoWarshot.com
[02:32:54.368 --> 02:32:56.029]  I want freedom!
[02:32:56.129 --> 02:33:04.196]  And I have come to let the mega bankers who want to collectivize things.
[02:33:04.336 --> 02:33:10.742]  I want them to know we're leading a frontal assault on the lies of the New World Order.
[02:33:10.802 --> 02:33:11.322]  Crank it up!
[02:33:15.746 --> 02:33:18.649]  I like this rendition of Johnny B. Goode.
[02:33:22.671 --> 02:33:24.057]  We can do it, ladies and gentlemen.
[02:33:24.077 --> 02:33:25.602]  We can beat these people.
[02:33:38.575 --> 02:33:45.778]  By the way, we broke this news story thanks to David Knight, one of our reporters, the Environmental Protection Agency.
[02:33:46.518 --> 02:33:50.240]  A court has ruled that they're above the law and that they must investigate themselves.
[02:33:50.680 --> 02:33:58.103]  But the Office of Inspector General has begun an investigation of the EPA pumping deadly gases in on people without them knowing it.
[02:33:58.443 --> 02:34:03.345]  Just another ongoing potentially lethal experiment government's doing on you.
[02:34:03.665 --> 02:34:06.066]  This is a group of insane
[02:34:06.986 --> 02:34:08.827]  Inbred eugenicist.
[02:34:09.467 --> 02:34:20.331]  There was a breeding program by the Darwin family, the Huxleys, the Wedgwoods, and two other families, we cover it in-game, that produced near 90% retardation or still more.
[02:34:20.852 --> 02:34:28.755]  There was about 5-6% that were highly intelligent, even above their genius families, but also generally raving psychotics.
[02:34:30.630 --> 02:34:32.332]  Aldous Huxley was one of the few survivors.
[02:34:32.392 --> 02:34:36.196]  His brother Julian Huxley started the UN-UNESCO program that runs all this today.
[02:34:37.037 --> 02:34:40.621]  They were talking about the Plan Society back in 1932 when he wrote Brave New World.
[02:34:40.641 --> 02:34:45.887]  What he said was their real, theorized plan that was adopted by the British Royalty and the Dutch Royalty.
[02:34:46.147 --> 02:34:48.510]  You know about the Nazis and the Kaiser Wilhelm Institute.
[02:34:48.910 --> 02:34:52.494]  So, you got a bunch of really smart scientists who were control freaks.
[02:34:52.734 --> 02:34:55.916]  Who in her breed, they create this monster plan.
[02:34:56.316 --> 02:34:58.657]  It gets adopted because the robber barons in the U.S.
[02:34:58.697 --> 02:34:59.277]  liked it too.
[02:34:59.637 --> 02:35:01.458]  Rockefeller's Rothschilds, they all funded it.
[02:35:01.498 --> 02:35:02.018]  Go look it up.
[02:35:02.419 --> 02:35:05.380]  They funded the Kaiser Wilhelm Institute, the Rockefellers did.
[02:35:06.080 --> 02:35:07.221]  And it created this nightmare.
[02:35:07.741 --> 02:35:13.944]  And Dr. Cobham, in his deep research, you get into different angles of this, but he covers in the endgame extras, you know, university plans.
[02:35:13.964 --> 02:35:18.386]  He shows the documents where they said in the 60s, we'll put drugs on the street and get everybody on drugs.
[02:35:18.706 --> 02:35:19.707]  We'll use entertainment.
[02:35:20.607 --> 02:35:27.592]  Just to get people in this mind-numbed area, and then once you're mind-numbed, then they can start the soft-kill culling.
[02:35:27.912 --> 02:35:32.896]  So see, everybody needs to understand, just all this decadence and welfare is not going to keep going on.
[02:35:33.537 --> 02:35:36.459]  They're just breaking you and making you a bunch of pathetic jellyfish.
[02:35:36.819 --> 02:35:40.722]  Why is their number one enemy the returning veterans in the Homeland Security training documents?
[02:35:41.442 --> 02:35:47.387]  If you're a new listener, just type in, Homeland Security says number one terror threat veterans, and you'll get AP, Reuters, you know, Washington Times.
[02:35:49.252 --> 02:36:02.230]  We broke that when a federal marshal and state police gave me a separate document out of Missouri, but the point is that they say that the veterans are who they're going to round up.
[02:36:03.197 --> 02:36:07.622]  So, while you're out there saluting at veterans' parades, remember, our government's now run by globalists.
[02:36:08.022 --> 02:36:18.994]  Dr. Kaufman, finish up with the mindset of these people from your research, and then I want to talk about the fact that I know in the Declaration of Independence we have the power to secede, but not to, we could...
[02:36:19.674 --> 02:36:19.934]  I think?
[02:36:41.608 --> 02:36:42.569]  No more half measures.
[02:36:42.869 --> 02:36:48.212]  We either go all the way whole hog and call this out like Ron Paul did two days ago in his farewell, or it's over.
[02:36:48.612 --> 02:36:50.113]  Because they are bum-rushing us.
[02:36:50.153 --> 02:36:52.434]  We are under a Tet Offensive right now.
[02:36:52.695 --> 02:36:57.057]  They are overrunning us, and we've got a zombified public.
[02:36:57.077 --> 02:37:00.159]  A lot of us are awake, but 20-30% of us are awake.
[02:37:00.479 --> 02:37:01.460]  Then you've got the zombies.
[02:37:02.120 --> 02:37:05.763]  Well, you know, it's one of the things that I really was in a state of shock over.
[02:37:19.369 --> 02:37:24.273]  When I got a hold of some of these early reports and books and so forth, they're psychiatrists.
[02:37:24.613 --> 02:37:28.396]  Now psychiatry was just beginning to take hold back in the 1800s.
[02:37:28.436 --> 02:37:29.938]  That's their priesthood!
[02:37:30.498 --> 02:37:31.619]  Yeah, well, it is.
[02:37:31.939 --> 02:37:34.441]  But these psychiatrists were real psychiatrists.
[02:37:34.461 --> 02:37:35.522]  There are still some today.
[02:37:36.583 --> 02:37:39.245]  Although most of them are out in the twilight zone.
[02:37:39.265 --> 02:37:39.446]  Sure.
[02:37:40.807 --> 02:37:55.458]  What they found was basically, and he described it to a tee, he described the modern day progressive that's in Congress, that's in our court systems, that are in our educational systems, all of these things are described to a tee in the 1800s.
[02:37:55.598 --> 02:37:59.541]  How they literally cannot connect to reality.
[02:38:01.843 --> 02:38:04.264]  Excuse me, quite a few cards short of a full deck.
[02:38:05.044 --> 02:38:10.325]  And because of that, they have these utopian concepts that will never ever work.
[02:38:10.525 --> 02:38:11.545]  Sure, sure.
[02:38:11.625 --> 02:38:13.306]  And I've read some of that.
[02:38:13.406 --> 02:38:15.486]  They just are obsessed control freaks.
[02:38:15.726 --> 02:38:23.968]  And the reason those psychiatrists wrote books about it was because they were working next to the communist or the proto-communist psychiatrist.
[02:38:24.807 --> 02:38:25.107]  Yes.
[02:38:25.327 --> 02:38:26.088]  Well, they could see it.
[02:38:26.208 --> 02:38:37.678]  I mean, it was very definitely, very obvious, and it's what led to the Socialist Europe that we have today, Communism, all of these things derived from that particular phenomenon back in the 1800s.
[02:38:37.698 --> 02:38:48.407]  It really goes back to Jean-Jacques Rousseau, but nonetheless, by the time the French Revolution was over and so forth, it was pretty well, it died in concrete.
[02:38:51.089 --> 02:38:54.818]  It's government by psychopathic authoritarians as Ron Paul has dubbed them.
[02:38:55.441 --> 02:38:56.321]  Yeah, it really is.
[02:38:56.562 --> 02:39:04.606]  And you're not being over-exaggeration when you say that, either, because they really... Now, a lot of these people know exactly what they're doing.
[02:39:05.626 --> 02:39:07.987]  Obama, for instance, knows exactly what he's doing.
[02:39:08.007 --> 02:39:08.748]  He's lying.
[02:39:09.668 --> 02:39:11.669]  Basically, he has no problem at all.
[02:39:11.749 --> 02:39:13.310]  He's a sociopath.
[02:39:13.670 --> 02:39:16.391]  He basically is a pathological liar.
[02:39:16.952 --> 02:39:18.652]  And he just rolls right off his tongue.
[02:39:18.672 --> 02:39:21.234]  I mean, we saw time after time after time in the debates.
[02:39:22.194 --> 02:39:30.498]  Where he would stand up there in absolute truth and defy anyone to deny him when we know for absolute fact that he was totally wrong.
[02:39:31.179 --> 02:39:34.320]  And that he was actually, for instance, energy.
[02:39:35.020 --> 02:39:38.042]  Energy, he has tried everything he can to stop.
[02:39:38.062 --> 02:39:39.863]  He said, I will bankrupt coal.
[02:39:40.223 --> 02:39:42.084]  And then he gets up in there and says, I never said that.
[02:39:42.424 --> 02:39:43.925]  And we can play the video clip right now.
[02:39:44.265 --> 02:39:44.545]  I know.
[02:39:44.565 --> 02:39:48.387]  It's just astonishing how he can do that time after time.
[02:39:48.427 --> 02:39:50.568]  Benghazi, another classic example.
[02:39:51.309 --> 02:39:55.994]  His interview or his press conference... He said I said it was terrorism day one.
[02:39:56.635 --> 02:39:57.195]  And when he didn't.
[02:39:57.436 --> 02:40:02.842]  I mean it's all now come out that Petraeus was given talking points by the White House and said do not say it's terrorism.
[02:40:03.042 --> 02:40:05.445]  But we saw his ambassador all over the news saying that.
[02:40:05.685 --> 02:40:06.726]  No, that's what I'm saying.
[02:40:07.287 --> 02:40:07.667]  It's like...
[02:40:08.767 --> 02:40:13.010]  But the thing is, they're trying to give the general public a mass mental illness.
[02:40:13.310 --> 02:40:22.217]  Because once you get the public to accept lies, it fouls the brain electrochemical computer, as you know, where then people just lose track of everything.
[02:40:22.737 --> 02:40:25.139]  They do, and everything is based on emotion.
[02:40:25.479 --> 02:40:28.141]  This is the critical thing, I think, more than anything else.
[02:40:28.721 --> 02:40:31.444]  Is that they base all their decisions on emotion.
[02:40:32.064 --> 02:40:36.088]  And emotion, if you continue to follow your emotions, you're going to fall off a cliff.
[02:40:36.208 --> 02:40:39.912]  And we are falling off a cliff now, because we are no Neverland.
[02:40:40.752 --> 02:40:44.936]  We cannot continue to sustain the types of deficits.
[02:40:45.176 --> 02:40:48.139]  I mean, we're being maneuvered into bankruptcy, as The Globalist said.
[02:40:48.860 --> 02:40:51.162]  But expanding on that, I run into this all the time.
[02:40:51.562 --> 02:40:53.985]  People call in and they go, you don't like Obama, you're a racist.
[02:40:54.785 --> 02:41:09.876]  And I talk to them, these are real people, and I'm like, I'm not saying Romney's good either, but Obama is going to accelerate the program, collectivism's horrible, socialism doesn't work, communism doesn't work, and he's taking our liberties, and they just go, no, you're a racist.
[02:41:10.276 --> 02:41:20.203]  And then they giggle like they know political correctness is a weapon, it doesn't matter even if they know it's not true, it makes them feel like they have social status.
[02:41:20.703 --> 02:41:23.404]  Yes, and they noticed this back in the 1800s.
[02:41:23.744 --> 02:41:25.504]  It makes them feel horrible.
[02:41:26.244 --> 02:41:39.527]  And they're sick, they should not be in any elected position, they should not be in any educational position, any judicial place, and yet they dominate those particular pillars of our society.
[02:41:40.007 --> 02:41:41.547]  And we are in a heap of trouble.
[02:41:41.867 --> 02:41:46.428]  And what I don't understand, and it boggles my mind, Europe is collapsing.
[02:41:47.108 --> 02:41:49.190]  Now, not much is shown on the evening news.
[02:41:49.270 --> 02:41:51.652]  I go into great detail in the book, Plundered.
[02:41:52.112 --> 02:41:55.434]  But not much is shown on the evening news, but Europe is doomed.
[02:41:55.535 --> 02:42:00.558]  There is really no... I think they had something like 50 fires yesterday and rioting everywhere.
[02:42:00.819 --> 02:42:01.779]  Just all over Europe.
[02:42:01.819 --> 02:42:02.500]  Just Bedlam.
[02:42:03.100 --> 02:42:04.601]  Yes, it is horrible.
[02:42:05.202 --> 02:42:06.703]  And that's the result.
[02:42:06.943 --> 02:42:08.264]  It's always the result.
[02:42:08.284 --> 02:42:09.905]  There is no case in history.
[02:42:09.945 --> 02:42:12.928]  Now, this is Jacobin, French Revolution, Illuminati crap.
[02:42:13.428 --> 02:42:13.748]  It is.
[02:42:13.948 --> 02:42:14.729]  It really is.
[02:42:14.849 --> 02:42:22.311]  And as soon as you understand that, you understand why communism... Now listen, I've got to read Plundered, because I've read your other books, so send us a copy.
[02:42:22.331 --> 02:42:22.972]  You probably did.
[02:42:22.992 --> 02:42:29.554]  I'm going to get Weldon to carry it in the store, because it's so amazing that I haven't even read your book, but I know it's going to be in it, because it's history.
[02:42:29.834 --> 02:42:30.314]  Yes.
[02:42:30.415 --> 02:42:32.355]  But I always learn something new and refresh my memory.
[02:42:32.735 --> 02:42:36.857]  But when you discover that communism is Jacobin devil worship,
[02:42:37.017 --> 02:42:37.357]  Yes.
[02:42:37.477 --> 02:42:39.359]  And it's in mainline history books.
[02:42:39.739 --> 02:42:55.493]  It's French devil worshippers, German devil worshippers, that wanted to go to a nine-day week, no family, they were going to destroy language, they were going to go back to the wilds, and it just turned out they were a bunch of psychopaths.
[02:42:55.993 --> 02:42:56.694]  They really were.
[02:42:56.714 --> 02:42:57.935]  The Jacobeans and
[02:42:59.628 --> 02:43:05.031]  During the French Revolution, the horror... I mean, we think that World War I and World War II were horrible, and they were.
[02:43:05.131 --> 02:43:06.512]  I don't want to diminish that.
[02:43:07.133 --> 02:43:10.495]  But the French Revolution was inhuman.
[02:43:11.035 --> 02:43:12.336]  Literally inhuman.
[02:43:12.696 --> 02:43:16.258]  Not as many people were killed, but how they were killed was inhuman.
[02:43:16.378 --> 02:43:17.679]  Pulling them apart with horses?
[02:43:18.460 --> 02:43:19.601]  Anybody that disagreed with you?
[02:43:19.661 --> 02:43:20.161]  I mean, it was...
[02:43:20.561 --> 02:43:21.462]  Absolutely.
[02:43:21.503 --> 02:43:24.326]  Giant hordes of Illuminati.
[02:43:24.367 --> 02:43:25.468]  That's mainline history, folks.
[02:43:25.829 --> 02:43:29.854]  Running around, raping, killing, burning cities, just foaming it.
[02:43:30.355 --> 02:43:35.702]  And then the more and more evil would get in control and it just ran rampant until Napoleon came in.
[02:43:36.391 --> 02:43:37.292]  Which was the plan all along.
[02:43:55.430 --> 02:43:59.794]  Let me ask you this, and we're going to go to Aaron Dykes here and keep you to the end of the show and then do a little bit of overdrive for callers that are holding.
[02:44:00.114 --> 02:44:01.475]  Dr. Michael Kaufman's our guest.
[02:44:01.816 --> 02:44:03.037]  But people need to get your book.
[02:44:03.077 --> 02:44:06.840]  I mean, I'm not just saying this, I'm actually foaming at the mouth to get it plundered.
[02:44:07.261 --> 02:44:08.462]  Tell folks the best place to get it.
[02:44:09.130 --> 02:44:13.594]  Right now we have it at, you can get it on Amazon, but you can also get it at our website.
[02:44:13.654 --> 02:44:20.020]  If you do, on our website, it's on americaplunder.com, americaplunder.com.
[02:44:20.420 --> 02:44:33.452]  If you order from there, we will not only give you a 30% discount, but we'll also give you a free copy of Saviors of the Earth, one of my first books that led to the actual stopping of the Convention on Biological Diversity.
[02:44:33.752 --> 02:44:35.113]  That's the good news, we can stop this.
[02:44:35.133 --> 02:44:37.554]  I want to bring Aaron Dykes in and get your take on it.
[02:44:37.654 --> 02:44:51.442]  Aaron, one of our researchers, literally hundreds of articles, newscasts, where they're saying now, there is no such thing as a Gen 21, even though they officially have their operatives, and they're demonizing people, and they're panicking, as you saw in the New York Times, Dr. Kaufman.
[02:44:52.622 --> 02:44:56.186]  Aaron, break down these articles for folks.
[02:44:56.226 --> 02:44:57.707]  We'll show people a document cam shot.
[02:44:58.027 --> 02:45:02.972]  Yeah, first I just want to thank Dr. Kaufman and all the people who've been behind this issue for decades.
[02:45:03.012 --> 02:45:05.974]  People like Merkula who brought Prop 37 to the forefront.
[02:45:06.415 --> 02:45:15.903]  Everybody who's out there working and now it's all these activists approaching their state representatives, their state governments and actually getting them to have meetings and the system's freaking out.
[02:45:16.423 --> 02:45:18.886]  There's this whole flame war in Georgia
[02:45:19.626 --> 02:45:23.829]  And it's the exact stuff you're talking about with the secession movement, with the state's rights movement.
[02:45:24.209 --> 02:45:26.710]  The Agenda 21 stuff just overlays with that.
[02:45:27.070 --> 02:45:39.137]  And they're all upset because a Tea Party activist who got kicked out of his Tea Party group for spreading Alex Jones and Infowars information got a meeting with the Senate Majority Leader Chip Rogers.
[02:45:39.498 --> 02:45:44.821]  And now they're saying the video from that is exposed where he's talking about Agenda 21 being a big problem.
[02:45:45.201 --> 02:45:48.563]  And they're trying to hoax it that, ooh, look, we
[02:45:48.923 --> 02:45:56.425]  We found a video of the congressman or the state rep being bad, like, ooh, he talked about poo-poo.
[02:45:56.445 --> 02:45:58.646]  I mean, I hate to talk like that, but that's what it's like.
[02:45:59.086 --> 02:46:00.566]  Oh my gosh, racism!
[02:46:00.846 --> 02:46:02.847]  Oh, no, it's exactly what you're talking about.
