[00:00:00.129 --> 00:00:07.975]  So... Big Brother.
[02:23:21.926 --> 02:23:22.006]  Yeah!
[02:23:42.262 --> 02:23:49.166]  That's rnafreesample.com or call toll-free 888-577-3703.
[02:23:49.326 --> 02:23:53.128]  Pay only shipping and handling for a free 30-day supply of RNA drops.
[02:23:53.268 --> 02:23:58.631]  Get the information you need and the health you want at rnafreesample.com.
[02:24:14.446 --> 02:24:16.607]  A little piece of me, a little piece of you.
[02:24:18.368 --> 02:24:27.112]  We die for the system.
[02:24:28.153 --> 02:24:31.214]  We'll die for the system.
[02:24:33.595 --> 02:24:34.836]  Welcome back, ladies and gentlemen.
[02:24:37.496 --> 02:24:52.749]  So, stocks are falling, people are laying off their employees all over the place, because, you see, we're in a global system designed by the megabanks, and it's designed to shut down the once wealthy economies and convert them over to tyranny.
[02:24:53.650 --> 02:24:54.951]  And the globalists brag about this.
[02:24:54.971 --> 02:24:57.313]  They write about this, but that's in their economic treatises.
[02:24:57.793 --> 02:25:01.515]  The general public just likes to buy into whatever the mainstream media is telling them.
[02:25:01.535 --> 02:25:05.458]  And they're telling them, the government wants you to do great and wants to help the little guys.
[02:25:05.798 --> 02:25:11.222]  And as more people get poor, they think, well, the answer must be government because they say they want to make me rich.
[02:25:11.662 --> 02:25:14.164]  And then government gets bigger, more people get poor.
[02:25:14.904 --> 02:25:17.267]  And they go, well, we better have a bigger government.
[02:25:17.327 --> 02:25:18.709]  That's what makes poor people rich.
[02:25:19.229 --> 02:25:29.061]  And bigger government, more poor people, until we convert from the richest country in the world to a globalist New World Order military colony where they just get conscripts.
[02:25:30.285 --> 02:25:35.448]  And they're coming out with the drone ships, the drone aircraft, the drone submarines, the drone soldiers.
[02:25:35.728 --> 02:25:37.589]  That won't even be needed soon.
[02:25:38.089 --> 02:25:39.490]  You see, the future doesn't need us.
[02:25:39.530 --> 02:25:40.791]  Human life's always been cheap.
[02:25:40.811 --> 02:25:46.073]  But now, because of robotics and automation, we're not even needed, according to The Globalist.
[02:25:46.554 --> 02:25:54.898]  And so they're just shutting down the once-free society so they can convert us into pure authoritarianism ahead of forced population reduction.
[02:25:54.958 --> 02:25:57.980]  That is just some of what's going on.
[02:26:00.259 --> 02:26:05.583]  We did a national poll that I mentioned yesterday on air, but this got published by the time we went off air at 2 p.m.
[02:26:05.603 --> 02:26:06.443]  Central yesterday.
[02:26:06.984 --> 02:26:07.344]  Poll.
[02:26:07.404 --> 02:26:13.348]  Nearly one-third of Americans should accept TSA body cavity search in order to fly.
[02:26:13.408 --> 02:26:19.492]  That was a Harris scientific poll of 2,000 plus adults that we commissioned.
[02:26:19.912 --> 02:26:22.594]  You can read the full poll at InfoWars.com.
[02:26:24.463 --> 02:26:26.085]  And some newspapers picked this up.
[02:26:26.906 --> 02:26:29.229]  But you would imagine that would be a big national story.
[02:26:29.770 --> 02:26:32.533]  But some people are commenting, no, I think they should check us.
[02:26:32.573 --> 02:26:33.414]  There could be a bomb.
[02:26:34.055 --> 02:26:35.296]  Well, why not cut you open?
[02:26:35.336 --> 02:26:37.178]  There could be something in your stomach.
[02:26:37.259 --> 02:26:39.461]  I mean, why not just not let you leave your house?
[02:26:39.521 --> 02:26:41.624]  How about you just live in a little confined to June 21?
[02:26:42.745 --> 02:26:43.285]  I don't know.
[02:27:04.588 --> 02:27:10.298]  In order to fly, and Homeland Security actually has taken bids and had meetings about making everyone wear it.
[02:27:10.959 --> 02:27:14.024]  Shocking survey results show how much freedom Americans are willing to sacrifice.
[02:27:14.304 --> 02:27:17.008]  Of course, they don't care if you don't like it, they'll just try to implement it.
[02:27:18.368 --> 02:27:26.010]  And they already put you in a radiation bath to get your authorization for the safety of everybody, of course.
[02:27:26.030 --> 02:27:27.190]  The government needs to have that happen.
[02:27:27.210 --> 02:27:28.710]  And they grope you, of course, for your safety.
[02:27:29.431 --> 02:27:39.213]  So that's what's happening in the once land of the free and the brave because of Al-Qaeda that the government publicly runs in Libya and Syria and always ran and always will run.
[02:27:40.583 --> 02:27:41.624]  Out of Saudi Arabia!
[02:27:42.025 --> 02:27:48.672]  But it's just so much fun to be Islamophobic, even though the globalists run the radicals and put them in power, that it's like, so what?
[02:27:48.692 --> 02:27:52.015]  Just get rid of my future, get rid of my kids' future, take all my rights.
[02:27:52.215 --> 02:27:55.198]  Hey, but the government manuals that police and military sent us...
[02:27:55.839 --> 02:27:59.780]  An FBI and Federal Marshal sent us over the years that broke, over and over again, National News.
[02:28:00.060 --> 02:28:06.342]  It says it's not about Al Qaeda, that it's gun owners returning veterans and farmers and people, anybody that is self-sufficient.
[02:28:06.382 --> 02:28:08.742]  Wow, just like how all authoritarians go after those people.
[02:28:09.102 --> 02:28:10.263]  This is a repeat of history.
[02:28:10.723 --> 02:28:14.324]  Right here, Lennon, Mao, this is important.
[02:28:14.384 --> 02:28:18.545]  And they're like, oh yeah, well, we do need to watch those evil right-wingers.
[02:28:20.645 --> 02:28:22.766]  I mean, they don't want us to get our Obama phone.
[02:28:23.732 --> 02:28:27.334]  I mean, what did Janet Reno say on 60 Minutes back in the mid-90s?
[02:28:27.374 --> 02:28:34.077]  She said the biggest cult in America, the most dangerous people, are quote, evangelical Christians who believe in the second coming of Christ.
[02:28:34.577 --> 02:28:36.958]  Why, you believe in the second coming of Christ?
[02:28:37.298 --> 02:28:38.679]  And that's what they teach in those manuals!
[02:28:40.129 --> 02:28:40.709]  And you know what?
[02:28:40.729 --> 02:28:45.391]  If you're a cop and you go to those intelligence training deals and you don't agree with that, they take note and you're out of there.
[02:28:45.411 --> 02:28:46.312]  You're back on patrol.
[02:28:47.112 --> 02:28:50.814]  We're gonna bust you down from, you know, sergeant back to, uh, on the street, pal.
[02:28:51.154 --> 02:28:53.375]  How about you lose $20,000 a year in your paycheck?
[02:28:54.195 --> 02:28:56.196]  Oh, you don't like shaking people down and writing them tickets all day?
[02:28:56.536 --> 02:29:00.638]  How about you get put back out there, you know, where you started 10 years ago?
[02:29:02.112 --> 02:29:02.873]  Oh, you don't like that?
[02:29:02.913 --> 02:29:04.193]  How about you just get out of here?
[02:29:04.213 --> 02:29:04.914]  And a lot of them do get out.
[02:29:04.934 --> 02:29:07.575]  It's like, good, we got people that are willing to do whatever they're told.
[02:29:07.615 --> 02:29:08.836]  You just get out of the force.
[02:29:09.276 --> 02:29:13.078]  And so the conversion towards pure evil accelerates.
[02:29:14.399 --> 02:29:22.923]  And I want to beg all of you out there to realize that a lot of us have disengaged from the system because we know we don't have a choice within the system when people like Mitt Romney.
[02:29:23.363 --> 02:29:24.524]  But it is a mandate.
[02:29:26.098 --> 02:29:32.403]  It is a vote against liberty that people voted for Obama.
[02:29:32.663 --> 02:29:35.105]  Not that either guy would have done really something different.
[02:29:35.345 --> 02:29:37.567]  It's just that Obama openly says you didn't build that.
[02:29:37.948 --> 02:29:39.149]  Openly that we're collectivist.
[02:29:39.569 --> 02:29:42.811]  Openly that banning all guns is good in the past.
[02:29:43.072 --> 02:29:44.493]  And now he's coming after the guns.
[02:29:44.593 --> 02:29:46.454]  Now they're coming out with the legislation.
[02:29:46.474 --> 02:29:48.176]  They physically want them.
[02:29:48.516 --> 02:29:49.317]  We'll be right back.
[02:29:49.397 --> 02:29:49.917]  Stay with us.
[02:29:49.957 --> 02:29:50.718]  Ron Paul coming up.
[02:29:51.218 --> 02:29:52.119]  We're on the march.
[02:29:52.599 --> 02:29:54.101]  The empire's on the run.
[02:29:55.115 --> 02:29:57.806]  Alex Jones and the GCN Radio Network.
[02:30:01.821 --> 02:30:04.903]  Alex Jones here with a very important announcement for truth seekers.
[02:30:05.303 --> 02:30:11.026]  We've carried a lot of amazing films and books over the years on the online video bookstore at Infowars.com.
[02:30:11.226 --> 02:30:17.630]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[02:30:17.830 --> 02:30:23.253]  And that's Dreams from My Real Father by Joel Gilbert, available at Infowars.com.
[02:30:23.513 --> 02:30:27.155]  This film exposes the fraud that Obama is like nothing I've seen.
[02:30:27.355 --> 02:30:30.918]  If you want to know who Obama's real daddy is, this is the film for you.
[02:30:31.159 --> 02:30:35.543]  Don't forget, your purchase supports our broadcast and our growing media network.
[02:30:35.743 --> 02:30:38.065]  You'll also find it at Infowarshop.com.
[02:30:38.245 --> 02:30:40.427]  None Dare Call a Conspiracy by Gary Allen.
[02:30:40.567 --> 02:30:41.788]  The book that woke me up.
[02:30:42.109 --> 02:30:44.931]  We're also carrying Behind the Green Mask, UN Agenda 21.
[02:30:45.632 --> 02:30:46.393]  By Rosa Corey.
[02:30:46.513 --> 02:30:49.174]  This book is coffin nails to the globalist takeover.
[02:30:49.474 --> 02:30:50.415]  The Greater Good.
[02:30:50.755 --> 02:30:56.019]  The most professional and up-to-date film I've ever seen exposing the scourge that is vaccines.
[02:30:56.319 --> 02:31:00.561]  These titles and a lot more are all available at InfoWarshot.com.
[02:31:01.682 --> 02:31:06.944]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[02:31:07.204 --> 02:31:09.385]  Start purifying your water with ProPure.
[02:31:09.605 --> 02:31:18.547]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[02:31:18.708 --> 02:31:21.889]  Its filters are silver impregnated to prevent bacterial growth.
[02:31:22.149 --> 02:31:23.589]  There's no priming required.
[02:31:23.829 --> 02:31:25.870]  It's NSF-42 certified.
[02:31:26.110 --> 02:31:28.591]  Optional fluoride filters can reduce fluoride up to 95%.
[02:31:29.671 --> 02:31:31.012]  Easy to set up and use.
[02:31:31.192 --> 02:31:32.513]  Doesn't require electricity.
[02:31:32.633 --> 02:31:35.474]  Purify water from lakes, streams, ponds, and wells.
[02:31:35.774 --> 02:31:38.956]  This filter system leaves in beneficial minerals, which is key.
[02:31:39.176 --> 02:31:40.957]  Save money by not buying bottled water.
[02:31:41.077 --> 02:31:43.158]  And avoid BPA that leaches from the plastic.
[02:31:43.298 --> 02:31:45.900]  ProPure is the best gravity-fed filter out there.
[02:31:46.040 --> 02:31:47.360]  It's what my family uses.
[02:31:47.621 --> 02:31:50.842]  Infowars.com already has the lowest price on ProPure.
[02:31:50.942 --> 02:31:56.565]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[02:31:56.745 --> 02:31:57.926]  You can also call to order.
[02:32:00.788 --> 02:32:00.908]  888-253-3139.
[02:32:01.808 --> 02:32:06.671]  Have you ever wanted to generate your own supply of electrical power, even save money on your electric bill?
[02:32:06.831 --> 02:32:09.933]  If so, this is going to be the most important message you will ever hear.
[02:32:10.154 --> 02:32:12.335]  Solar power generators are now available.
[02:32:12.575 --> 02:32:17.118]  These emergency backup systems provide life-saving electrical power when you need it most.
[02:32:17.378 --> 02:32:23.441]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity from the sun.
[02:32:23.721 --> 02:32:26.902]  It's like having an electric power plant running quietly in your own home.
[02:32:27.242 --> 02:32:31.164]  Run sump pumps, shortwave radios, computers, and even keep your food from spoiling.
[02:32:31.424 --> 02:32:36.406]  Whether it's hurricanes, ice storms, brownouts, or blackouts, you'll never suffer through painful power outages again.
[02:32:36.686 --> 02:32:37.547]  And here's the best news.
[02:32:37.647 --> 02:32:40.628]  A remarkable fall truckload sale going on right now.
[02:32:40.868 --> 02:32:45.290]  That gets you $1,700 in bonuses when you buy a solar generator.
[02:32:45.530 --> 02:32:52.474]  To find out why solar generators are the best generators and get $1,700 for doing so, go to falltruckloadsale.com.
[02:32:52.514 --> 02:32:54.334]  That's falltruckloadsale.com.
[02:32:54.575 --> 02:32:56.676]  Generate your own supply of electricity.
[02:32:56.916 --> 02:32:58.917]  Go to falltruckloadsale.com.
[02:32:59.117 --> 02:33:01.078]  That's falltruckloadsale.com.
[02:33:02.498 --> 02:33:10.062]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[02:33:17.978 --> 02:33:22.961]  Okay, he is joining us from the road via cell phone so if he cuts out he'll call us right back.
[02:33:23.021 --> 02:33:33.167]  Congressman Ron Paul, he's been a busy man out there speaking to millions of young people around the country and we're doing a great job exposing collectivism and
[02:33:34.007 --> 02:33:43.873]  The path this country's going on, and on this Friday edition, a few days after the election, we have a couple of minutes here, 30 minutes or so, with Congressman Ron Paul.
[02:33:44.453 --> 02:33:52.558]  Congressman, I don't know how you do it, holding up under something that a young man couldn't do, but great job getting the message of liberty out during the campaign.
[02:33:53.786 --> 02:33:58.189]  Well, it's been a lot of fun and tedious and of course at times frustrating.
[02:33:58.669 --> 02:34:06.894]  But what really gets me going or keeps me going is what everybody knows is that I have identified with a lot of young people as you have.
[02:34:07.194 --> 02:34:11.157]  You know, I'm going to the campuses and that's why I've never dwelled on D.C.
[02:34:11.577 --> 02:34:12.238]  D.C.
[02:34:12.578 --> 02:34:13.679]  is important, but D.C.
[02:34:13.739 --> 02:34:18.221]  is a reflection of what the next generation is going to be thinking about and realizing.
[02:34:18.261 --> 02:34:20.123]  So that's where I'm optimistic.
[02:34:20.143 --> 02:34:21.904]  Washington is as big as best as ever.
[02:34:22.424 --> 02:34:32.509]  But there's reason to believe that all the freedom organizations, your radio show, we're all making some progress and more in the last five years than we did probably in the previous 20 years.
[02:34:34.326 --> 02:34:35.026]  Absolutely.
[02:34:35.506 --> 02:34:41.887]  Look, Bev Harris, who is, as you know, one of the top voting fraud experts in the country, she's nonpartisan.
[02:34:41.927 --> 02:34:44.568]  She says a lot of Romney votes didn't get counted.
[02:34:44.588 --> 02:34:47.369]  They called states long before they should have.
[02:34:47.689 --> 02:34:49.489]  That article's up at Infowars.com.
[02:34:49.529 --> 02:34:55.350]  I know it looks like you're a spoiled sport if you talk about election fraud, but it's been certified and proven over and over again.
[02:34:55.370 --> 02:34:59.331]  I don't so much see it as a mandate for collectivism
[02:35:00.151 --> 02:35:10.843]  That Obama got re-elected, I see it as a mandate that people have been dumbed down, and that Romney wasn't really a... somebody who was really speaking out against Obama.
[02:35:11.103 --> 02:35:14.426]  But when you make the statement, Congressman, that the U.S.
[02:35:14.486 --> 02:35:18.591]  election shows were far gone, can you elaborate on that?
[02:35:19.889 --> 02:35:23.715]  Well, yes, and the subject comes up because the big talk now is the fiscal cliff.
[02:35:24.336 --> 02:35:29.964]  And in many ways, I work on the assumption that we've sort of gone off the cliff.
[02:35:30.645 --> 02:35:35.111]  Nobody realizes because we haven't hit the bottom and we don't know what the ramifications are.
[02:35:36.052 --> 02:35:54.508]  But in the election, what I was thinking about at that time was that one of the things that Obama was able to do was play on fear, fear of those people, you know, in a rat's belt, who are used to artificially high wages and jobs and bailouts, and he played on that.
[02:35:54.868 --> 02:36:01.053]  So in many ways, it was those individuals in Ohio and Michigan and Wisconsin are saying,
[02:36:02.114 --> 02:36:04.876]  You protect me, take care of me, make sure my checks are coming.
[02:36:05.136 --> 02:36:08.638]  And I said it's not a whole lot different than the way they line up on the streets in Greece.
[02:36:08.898 --> 02:36:12.740]  You know, don't cut anything and the people who are on the dole won it.
[02:36:12.800 --> 02:36:16.222]  So in that way, that side of the argument won.
[02:36:17.803 --> 02:36:27.029]  But I'm not as down on what happened in the election because 12 million decided not to bother, which isn't all that bad, you know, because
[02:36:27.549 --> 02:36:38.213]  They decided they looked at Romney and they looked at Obama and said it's not worth the effort and they know the whole system is rigged against us if we try a third party, so they just said to heck with it.
[02:36:39.253 --> 02:36:40.853]  But I think those are our supporters.
[02:36:41.034 --> 02:36:45.215]  I mean, I think those are the people that probably listen to you and pay attention to me.
[02:36:45.735 --> 02:36:50.116]  But they know that, you know, the current system isn't working.
[02:36:50.576 --> 02:36:51.937]  But I think we're the majority.
[02:36:51.977 --> 02:37:03.460]  There's no doubt in my mind if you take people who have dropped out a while ago or dropping out now and not enthusiastic, wouldn't vote for either of them, I think they're listening more to what we're saying.
[02:37:03.956 --> 02:37:05.117]  That was my next question.
[02:37:05.177 --> 02:37:20.188]  I saw some of the breakdowns in areas of Florida and other places where there were massively less Republican voters just not voting this time around than voted four years ago with McCain and Obama.
[02:37:20.749 --> 02:37:22.890]  And I looked at the numbers and the demographics.
[02:37:22.930 --> 02:37:23.711]  I think you're alluding to this.
[02:37:23.791 --> 02:37:25.192]  I'd like you to expand on it, Congressman.
[02:37:25.452 --> 02:37:28.835]  Congressman Ron Paul joins us if you just tuned in live here on this Friday edition.
[02:37:29.315 --> 02:37:43.852]  That it is the Ron Paul Libertarian Constitutional True America group that was snubbed and demonized and attacked and drummed out by the Rockefeller Blue Blood Republicans that just didn't vote.
[02:37:44.212 --> 02:37:47.114]  I mean, I know that I ended up not voting because of that.
[02:37:47.194 --> 02:37:51.037]  Richard Reeves, one of my crew members who was one of your delegates, he ended up not doing that.
[02:37:51.397 --> 02:37:57.701]  Most Republicans and conservatives and libertarians I've talked to just said, hey, let Obama come in and bring in total communism.
[02:37:58.001 --> 02:37:59.923]  Let's let everybody really see what this is like.
[02:38:00.323 --> 02:38:07.948]  No more of these fake Republicans who are basically exactly the same, Republican in name only, counterfeit conservatives.
[02:38:08.808 --> 02:38:12.851]  I mean, what I'm hearing is people are voting by buying four or five million guns a month.
[02:38:15.052 --> 02:38:17.833]  They're done.
[02:38:17.873 --> 02:38:31.335]  People are humping down and they realize this and the big question, the big job we had is when the major crisis is, the really big one, is you know there will be a revamping.
[02:38:31.355 --> 02:38:42.297]  There's always a restoration of a currency that people can at least trust for a while or are told to trust it and they have to have restored confidence in a government.
[02:38:42.837 --> 02:38:53.986]  And right now, though, the contest is between us who would like very limited federal government and a lot of self-government versus those who want to march onward.
[02:38:54.006 --> 02:38:59.810]  I don't usually use the word carelessly, but on to a form of, you know, just socialism.
[02:39:00.110 --> 02:39:02.652]  But it's a form of socialism that's called fascism.
[02:39:03.033 --> 02:39:07.596]  And that's why I dread the combination of big government and big corporations.
[02:39:07.616 --> 02:39:08.577]  And when you look at that,
[02:39:08.877 --> 02:39:22.448]  Whether it's medical care or the media or the military, the Goldman Sachs and the banking industry, that's who's been in charge, and they're going to hang on tenaciously.
[02:39:22.868 --> 02:39:37.940]  So our challenge is very great, but our numbers are growing by leaps and bounds, and people, because of the crisis, they're looking elsewhere because they know that the economic policy of Keynesian and the inflation of the Fed
[02:39:38.900 --> 02:39:42.101]  They're not confident that they can do it again.
[02:39:43.541 --> 02:39:55.483]  There's a term out there, Obamaism or Obamnaism, basically communism, and you just said it as someone who studied history and also finance and economics.
[02:39:55.883 --> 02:40:03.645]  They're always saying, oh we have the choice of fascism or socialism and the extreme of socialism communism, but Stalin and Hitler had a
[02:40:04.844 --> 02:40:05.744]  Pax together.
[02:40:06.625 --> 02:40:08.186]  They divided Poland in half.
[02:40:08.266 --> 02:40:10.887]  Stalin admired Hitler and adopted much of what he did.
[02:40:12.608 --> 02:40:15.709]  Mussolini and Hitler were actually national socialists.
[02:40:16.409 --> 02:40:23.012]  They socialized things for the general public, but allowed mega-robber barons to have a centralized fascist economy.
[02:40:23.253 --> 02:40:30.116]  And historically, that's what I've seen, just studying history myself, is you get a socialism or communism on the bottom with powerful
[02:40:31.116 --> 02:40:38.241]  Exempt elites or empires that are incredibly wealthy with the general public fighting over scraps.
[02:40:38.421 --> 02:40:47.907]  I mean this is the type of real definition we need out there that liberalism we hear about is not liberal at all like Thomas Jefferson, a real liberal.
[02:40:48.147 --> 02:40:50.209]  This is a virulent authoritarianism.
[02:40:51.288 --> 02:41:03.438]  Yeah, and when these changes occur, if National Socialism is defeated, they have no trouble becoming Communists.
[02:41:03.638 --> 02:41:09.703]  And the Communists in Russia, the KGB, became sort of, you know, corporatists, you know.
[02:41:09.723 --> 02:41:11.845]  All of a sudden, that was amazing to me.
[02:41:11.945 --> 02:41:17.209]  In five years, they get these billionaires, and then I found out that it was the KGB that ended up
[02:41:17.509 --> 02:41:19.010]  I think most of the big businesses.
[02:41:19.291 --> 02:41:28.858]  They did have more of a market economy, and you can't complain about the Soviets falling apart, but really, many of the same people stayed in charge, so they're very flexible.
[02:41:28.878 --> 02:41:32.882]  They want power and money and control, and what they call it is secondary to that.
[02:41:33.590 --> 02:41:48.100]  Sure, and again, the proper definition of Obamunism, which I hope everybody adopts, is the high-tax, big-government, economic growth-killing, centrally-planned economic regime favored by Barack Hussein Obama, essentially the same as communism and socialism.
[02:41:49.181 --> 02:41:53.985]  And, I mean, if this isn't Obamunism, I don't know what is, Congressman.
[02:41:54.005 --> 02:42:01.090]  When you talk about, we're already over the cliff, when you talk about, you know, we are basically far gone,
[02:42:01.810 --> 02:42:02.930]  That's not negativity.
[02:42:02.990 --> 02:42:07.852]  That's historically being accurate in my well-researched view.
[02:42:07.872 --> 02:42:09.132]  But can you flesh it out?
[02:42:09.152 --> 02:42:11.632]  You know, you talked a few years ago about something big is coming.
[02:42:11.952 --> 02:42:13.713]  Break down where we're going.
[02:42:13.733 --> 02:42:20.655]  Because I've seen numbers even in the Wall Street Journal that our per capita government debt, individual debt, is far above Greece's even.
[02:42:21.035 --> 02:42:30.317]  And so how you expect historically, you've predicted so much of this, what you expect to now unfold as we see the economy imploding just days after Obama gets back in?
[02:42:31.710 --> 02:42:37.834]  I was always impressed with talking with the young people on the campuses and telling them how bad I see things.
[02:42:38.214 --> 02:42:42.036]  And then the comments afterwards when I would talk to them, they said, you're the only one that gives me hope.
[02:42:42.096 --> 02:42:44.058]  And they come across very optimistic.
[02:42:44.118 --> 02:42:50.662]  And I think knowing the truth and what to do and offering them something else is a reason for optimism.
[02:42:50.882 --> 02:42:55.385]  But my point about us being over the cliff means that
[02:42:56.305 --> 02:43:05.671]  I don't work on the assumption that all of a sudden there's going to be an agreement in December or January and they're going to solve spending and deficit problems in the entire way.
[02:43:05.692 --> 02:43:08.353]  Nah, that's not going to happen.
[02:43:08.373 --> 02:43:12.796]  So we're over the cliff in that sense and we're falling off.
[02:43:12.856 --> 02:43:15.278]  We just don't know the entire consequences of this.
[02:43:15.738 --> 02:43:23.625]  So I see the consequence being that there will be more and more debt and more and more inflation.
[02:43:23.925 --> 02:43:28.790]  The money will finally come out and start bidding up the prices even more so.
[02:43:29.350 --> 02:43:37.758]  And today I wrote a little thing commenting on the Germans wanting to get their gold holdings out of the Fed holdings in New York.
[02:43:38.358 --> 02:43:50.242]  And I said, maybe this is the crack in the seams where they're losing confidence of the supremacy of the dollar, as well as the supremacy of our political system.
[02:43:50.482 --> 02:43:56.384]  You know, we went through depressions, we went through world wars, and we always came out on top.
[02:43:56.724 --> 02:44:00.445]  You know, people said, and even now, I mean, we're still on top.
[02:44:01.325 --> 02:44:10.408]  In the sense that when they have a crisis day in the market, people will still buy those stupid government bonds, you know, because they don't know where else to go.
[02:44:10.668 --> 02:44:15.269]  But I think this idea that the Germans are saying, hey, do you really have our gold?
[02:44:15.289 --> 02:44:17.570]  And what if they find out there's gold isn't there?
[02:44:17.610 --> 02:44:23.192]  What if they decide to go along with our concern and check and say, tell us where our gold is as well?
[02:44:23.852 --> 02:44:44.685]  And that, to me, will combine with the recognition that the war that we took upon ourselves, the drone war, and the unwarranted, continuous bombing in this global war on terrorism, is going to be something that we can't handle, because just having a lot of nukes on submarines can't solve those problems.
[02:44:45.245 --> 02:44:53.170]  And if we get weakened with our dollar and financially, I think we'll be a paper tiger militarily
[02:44:53.790 --> 02:45:04.354]  And then I see what would happen then is a movement for all the countries that we have belittled and badgered and, you know, bombed.
[02:45:04.874 --> 02:45:07.635]  They're going to love to come piling on us.
[02:45:08.176 --> 02:45:19.220]  And it'll be interesting to see if the next year or two this whole thing about what Germany's talking about might not be the opening salvo on an international attack on our dollar.
[02:45:19.969 --> 02:45:20.029]  And
[02:45:37.128 --> 02:45:37.588]  I don't think so.
[02:45:58.121 --> 02:46:04.346]  Also, 30% or nearly a third in the same Harris poll said they would accept a TSA body cavity search.
[02:46:05.186 --> 02:46:07.528]  This is not satire, ladies and gentlemen.
[02:46:07.788 --> 02:46:16.154]  Congressman, you yourself have complained of the abuse at their hands, and now we've seen other Congress people complain of it, and it's getting more intense.
[02:46:16.755 --> 02:46:21.638]  What is your take on the 1.6 billion bullets now being purchased by Homeland Security?
[02:46:21.678 --> 02:46:26.782]  What is your take on the TSA now on the highways, all of this expansion of the police state?
[02:46:27.659 --> 02:46:29.200]  Well, it's all preparation.
[02:46:29.220 --> 02:46:32.721]  They say just in case there's an emergency, we have to restore order.
[02:46:33.901 --> 02:46:37.362]  Some of them are probably sincere in the sense that we can't control events.
[02:46:37.403 --> 02:46:38.763]  They didn't control events.
[02:46:39.203 --> 02:46:40.744]  They didn't know when the storm was coming.
[02:46:41.004 --> 02:46:45.786]  But if it does occur, you know, they want to... Order is what they want.
[02:46:46.026 --> 02:46:46.886]  They want order.
[02:46:47.346 --> 02:46:55.149]  And therefore, it doesn't prove that they have something absolutely planned on paper, exactly what they're going to do and when.
[02:46:55.769 --> 02:46:59.512]  But they also know the fragility of the system, like we know.
[02:46:59.572 --> 02:47:00.513]  We know it's fragile.
[02:47:00.933 --> 02:47:08.359]  And we know that whether it's a storm or a financial crisis, that people are going to get unruly.
[02:47:09.099 --> 02:47:19.467]  And my argument is that it is a moral issue, but there's a lot of morality that needs to be taught because people who give out government services
[02:47:21.069 --> 02:47:25.833]  They believe themselves to be very moral, just like, you know, the thug on the street.
[02:47:25.853 --> 02:47:29.476]  He doesn't necessarily lay awake at night for what he has done wrong.
[02:47:30.177 --> 02:47:45.110]  But I think as the government breaks down and can't provide the services, that immorality will be expanded with the people, and the people will say, well, the government has to do this, and they're not forthcoming, so therefore I am going to take what is rightfully my own.
[02:47:45.570 --> 02:47:56.737]  And I think our enemies know that and they'll say, well, even though they have pretended that they were going to take care of everybody who needs help, they're really there to control them.
[02:47:56.917 --> 02:47:58.978]  So this is why I think they lay these plans.
[02:47:59.178 --> 02:48:04.602]  But it is rather scary, especially since the founders didn't even want a national police force.
[02:48:04.822 --> 02:48:08.384]  We shouldn't have any federal agents other than our military to have guns.
[02:48:08.764 --> 02:48:10.985]  And now we have hundreds of thousands.
[02:48:11.046 --> 02:48:12.026]  I don't know the exact number.
[02:48:12.046 --> 02:48:12.526]  I know it's over 100,000.
[02:48:13.667 --> 02:48:20.068]  Federal agents who are carrying guns, and that number is going to continue to expand.
[02:48:20.168 --> 02:48:22.509]  It looks like they have a lot of guns if they're buying a lot of bullets.
[02:48:23.289 --> 02:48:35.231]  So basically, do you agree with my boil-down that they know the collapse is coming, they're digging in for it, while telling the public it's bad to basically be a prepper?
[02:48:35.491 --> 02:48:38.571]  I mean, why doesn't government want us to be preppers?
[02:48:38.951 --> 02:48:42.732]  Eleven days without power now in many areas of New York and New Jersey.
[02:48:43.172 --> 02:48:45.535]  And all government is doing is frustrating the efforts.
[02:48:45.575 --> 02:48:51.081]  It's churches and citizens that did prepare that are actually holding things together and giving their neighbors food.
[02:48:51.482 --> 02:48:54.505]  Some estimates are more than 60% made no preparation.
[02:48:55.086 --> 02:48:56.748]  They're just begging the government.
[02:48:57.148 --> 02:49:03.696]  That's the Obama disaster plan, is to have just, I guess, a can, a bucket you beg for government handouts from.
[02:49:04.121 --> 02:49:06.042]  Yeah, but that'll come going in.
[02:49:06.062 --> 02:49:14.269]  I don't know if you saw it, but this picture should be used by all of us to show exactly how efficient they are.
[02:49:14.569 --> 02:49:17.891]  Did you see the picture of the FEMA office up in New York?
[02:49:18.232 --> 02:49:28.739]  They had the storm, and then the Northeastern come in, and the snow came, and the sign says, FEMA office closed due to weather.
[02:49:29.700 --> 02:49:30.661]  Yes, I did see that.
[02:49:32.745 --> 02:49:33.686]  In fact, guys, pull it up.
[02:49:33.766 --> 02:49:35.248]  FEMA office closed due to weather.
[02:49:35.288 --> 02:49:36.089]  It's all over the place.
[02:49:36.329 --> 02:49:37.770]  We can show people watching on TV.
[02:49:37.810 --> 02:49:39.072]  Isn't that something else?
